pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
5.6,1,1,3.852,21034.2,145.183,21.388,3.556,0.874,13.667,19.347,3.673,5.37,19.464,12133.0,1464.62,11287.0,82.158,82.158,1.277,6.221,5.355,0.877,28.486,19.335,12.821,7.942,3.623,6.139,60.333,3.939,0.974,0.96,20.554,1.14,30.679,10.282,12.236,41068.0,20.048,3.875,16.836,4.169,3.023,20936.0,21.14,2.276,1.766,46.41,14.114,134.606,19.0,467.438,1.191,1.191,2.277,6.602,3.621,19.17,19.17,19.17,19.17,19.17,13.67,1.0,1.702,8.268,32.449,0.128
5.6,0,0,3.722,18338.6,137.517,19.712,3.517,0.597,14.917,19.604,3.582,5.464,18.205,9697.0,1342.19,9510.0,80.508,80.508,1.251,5.873,5.827,0.907,30.729,19.842,12.519,7.555,3.588,5.722,62.333,4.498,1.047,0.854,17.604,1.08,29.411,10.418,12.667,39530.0,17.943,3.824,15.391,4.294,3.102,19347.0,22.465,2.313,1.908,43.829,12.471,121.627,17.25,458.532,1.119,1.119,2.528,6.871,3.669,17.367,17.367,17.367,17.367,17.367,12.719,1.065,1.694,8.165,29.654,0.144
6.2,0,0,3.305,5762.84,86.92,9.429,3.186,-0.101,9.333,13.527,3.254,5.052,14.136,3931.0,580.762,3651.0,45.494,45.494,0.579,2.425,4.831,0.528,19.167,11.355,7.85,4.694,2.976,4.306,42.0,3.429,0.637,0.586,13.527,0.829,22.392,7.369,8.867,9908.0,14.014,3.057,11.506,3.798,2.339,5887.0,11.198,0.995,1.734,36.288,9.633,86.439,12.75,293.721,0.844,0.844,1.546,3.855,3.361,13.93,13.93,13.93,13.93,13.93,9.826,0.527,1.62,7.351,23.273,0.183
5.6,0,0,3.606,14742.6,128.068,13.656,3.402,0.475,14.083,18.734,3.411,5.988,17.355,7868.0,1165.68,7745.0,73.243,73.243,1.051,4.989,5.369,0.926,28.41,18.0,10.962,6.507,3.413,5.639,59.5,4.117,1.063,0.937,16.234,1.043,27.638,10.093,11.874,28663.0,17.547,3.587,14.62,4.172,2.888,15065.0,18.187,1.66,1.824,42.303,11.79,117.457,17.0,407.162,1.112,1.112,1.996,4.652,3.632,17.082,17.082,17.082,17.082,17.082,12.364,0.662,1.689,8.087,27.62,0.149
5.6,1,1,3.245,9623.08,104.066,13.114,3.22,0.0,11.0,15.364,3.332,5.124,15.513,5798.0,834.979,5565.0,53.933,53.933,0.982,4.268,4.948,0.715,22.414,14.432,11.409,6.522,3.477,4.861,46.5,3.674,0.825,0.789,14.493,0.955,25.641,8.097,9.504,15117.0,15.122,3.615,12.147,4.01,2.936,9112.0,13.339,1.917,1.872,35.448,10.586,90.107,13.25,377.026,1.0,1.0,1.601,5.268,3.425,14.947,14.947,14.947,14.947,14.947,10.704,0.402,1.635,7.559,27.04,0.161
8.1,1,1,3.861,10888.1,113.484,20.64,3.543,0.458,11.667,16.518,3.655,5.475,17.08,6632.0,940.624,6220.0,70.322,70.322,1.0,4.293,5.208,0.736,25.652,15.67,9.958,5.772,3.289,5.167,51.833,3.727,0.909,0.799,17.018,1.0,27.337,8.862,10.75,18077.0,16.885,3.408,14.254,4.247,2.736,10407.0,19.802,1.465,1.789,40.878,11.548,106.039,16.5,415.415,1.028,1.028,1.988,6.253,3.645,16.394,16.394,16.394,16.394,16.394,11.687,0.509,1.67,7.867,28.671,0.153
5.6,0,0,3.706,16492.0,134.599,16.695,3.556,0.878,14.583,19.441,3.579,6.073,18.172,8601.0,1264.89,8492.0,77.263,77.263,1.127,5.503,5.565,1.051,29.71,18.97,11.0,6.613,3.433,5.889,61.5,4.12,1.215,1.082,16.941,1.098,29.165,10.477,12.255,30206.0,18.254,3.604,15.159,4.359,2.89,16241.0,20.015,1.63,1.892,43.665,12.29,123.627,17.5,433.239,1.113,1.113,2.09,5.758,3.737,17.789,17.789,17.789,17.789,17.789,12.864,1.019,1.7,8.205,29.381,0.144
6.2,0,0,3.583,14004.7,123.206,20.191,3.472,0.737,11.833,17.062,3.602,5.399,18.053,8598.0,1108.7,7950.0,71.984,71.984,1.212,4.949,5.291,0.847,26.133,16.492,11.68,6.943,3.499,5.528,53.0,3.563,1.168,0.996,17.416,1.001,29.202,9.255,10.683,22109.0,17.904,3.696,14.593,4.244,2.973,12854.0,20.008,2.038,1.846,42.371,12.267,116.096,16.5,423.814,1.042,1.042,1.645,7.502,3.703,17.413,17.413,17.413,17.413,17.413,12.31,1.084,1.673,7.939,31.216,0.148
5.6,0,0,3.493,11144.0,110.681,20.102,3.411,0.112,11.833,16.234,3.519,5.283,16.183,6489.0,927.837,6272.0,64.787,64.787,1.0,5.084,5.497,0.599,24.886,16.154,11.435,6.754,3.478,5.056,49.833,3.674,0.729,0.695,16.734,0.866,26.735,8.496,10.075,19486.0,15.772,3.667,12.948,4.163,2.968,10965.0,17.237,2.155,1.908,37.595,11.114,98.042,14.5,423.954,0.9,0.9,1.991,6.506,3.518,15.447,15.447,15.447,15.447,15.447,11.114,0.624,1.65,7.696,28.08,0.158
5.6,0,1,4.371,41595.4,202.902,30.09,4.25,1.352,17.5,25.192,4.346,5.998,26.069,22312.0,2584.16,20420.0,92.577,92.577,1.488,6.314,5.917,1.728,35.933,23.231,13.595,7.887,3.699,8.028,78.0,3.986,1.874,1.809,25.545,1.438,41.245,13.62,16.286,58547.0,26.234,3.88,21.786,4.904,3.193,33303.0,27.685,2.21,1.992,64.414,18.067,184.75,24.5,576.69,1.514,1.514,2.325,11.572,4.268,25.654,25.654,25.654,25.654,25.654,18.153,1.455,1.784,9.132,43.228,0.102
5.6,0,0,3.313,6407.9,88.971,13.804,3.133,-0.377,11.0,14.535,3.278,5.369,13.92,3537.0,626.077,3640.0,62.607,62.607,0.525,4.983,5.199,0.475,23.2,14.817,9.05,5.333,3.161,4.583,44.5,3.587,0.769,0.677,14.535,0.383,23.423,7.443,8.327,10098.0,13.581,3.295,10.605,4.009,2.746,6233.0,15.064,1.655,1.841,32.5,9.2,82.439,13.0,384.02,0.385,0.385,1.673,5.316,3.468,13.353,13.353,13.353,13.353,13.353,9.613,0.178,1.616,7.323,24.472,0.193
7.7,0,0,3.804,19263.3,142.529,18.187,3.752,0.956,13.667,19.347,3.841,5.597,19.632,10784.0,1418.13,10198.0,72.918,72.918,1.318,5.448,5.489,1.051,27.633,18.33,12.286,7.218,3.561,6.278,59.0,3.826,1.195,1.168,19.7,1.309,31.675,10.281,11.851,29751.0,19.808,3.752,15.815,4.411,3.067,17078.0,19.057,2.265,1.936,49.301,13.767,132.606,17.25,466.205,1.348,1.348,1.95,7.871,3.83,19.438,19.438,19.438,19.438,19.438,13.742,1.087,1.707,8.285,33.455,0.131
7.0,0,0,2.787,3402.48,68.717,7.832,2.661,-0.884,9.833,12.577,2.837,4.799,11.71,1944.0,384.765,2073.0,51.622,51.622,-0.253,3.07,4.431,0.308,19.133,11.926,6.412,4.1,2.709,3.694,37.5,3.467,0.586,0.476,12.577,-0.471,19.655,6.277,7.708,5491.0,11.134,2.829,9.301,3.499,2.184,3581.0,12.819,1.142,1.692,28.519,7.867,67.487,11.5,324.356,-0.468,-0.468,1.818,3.079,3.255,10.861,10.861,10.861,10.861,10.861,7.986,-0.523,1.575,6.888,20.495,0.23
5.4,0,0,2.794,3914.21,71.308,6.414,2.806,-0.788,7.833,11.502,2.889,4.515,11.964,2786.0,426.286,2630.0,38.494,38.494,-0.429,2.527,4.39,0.384,16.4,9.943,8.0,4.892,3.034,3.778,35.5,3.091,0.465,0.44,11.502,0.349,19.171,6.213,7.212,6948.0,12.101,3.134,9.705,3.448,2.469,4255.0,8.054,1.176,1.558,27.88,8.2,65.487,10.75,275.133,0.367,0.367,1.121,2.607,2.941,11.93,11.93,11.93,11.93,11.93,8.416,-0.803,1.562,6.831,20.063,0.205
6.5,0,0,3.309,6116.92,88.077,11.57,3.181,-0.406,10.333,14.113,3.259,5.25,14.023,3718.0,599.815,3654.0,55.514,55.514,0.347,3.324,5.104,0.622,21.167,12.943,8.0,5.004,3.019,4.333,43.0,3.472,0.82,0.671,14.113,0.338,22.961,7.36,8.986,9429.0,13.556,3.157,11.155,3.967,2.409,5934.0,14.482,1.1,1.775,34.338,9.433,84.439,12.75,339.717,0.347,0.347,1.532,4.815,3.415,13.378,13.378,13.378,13.378,13.378,9.631,0.021,1.619,7.343,24.046,0.185
6.6,0,0,2.977,3316.92,68.274,2.473,2.325,-0.781,8.5,11.828,2.475,4.617,11.55,2181.0,377.557,2166.0,40.724,40.724,0.081,2.307,3.951,0.151,16.267,10.246,6.353,3.966,2.716,3.778,36.5,3.14,0.536,0.332,12.182,0.31,17.821,6.185,7.346,7618.0,12.208,2.776,10.143,2.56,2.162,4139.0,9.181,0.962,1.468,31.159,8.333,69.487,11.75,261.161,0.337,0.337,1.641,2.698,3.16,11.732,11.732,11.732,11.732,11.732,8.292,-0.406,1.576,6.896,18.438,0.221
5.6,0,1,4.13,23838.6,156.402,22.815,3.65,1.0,15.667,21.25,3.752,5.61,21.121,12922.0,1668.51,12253.0,91.207,91.207,1.358,6.603,5.475,0.985,31.705,21.528,13.233,7.608,3.638,6.5,64.167,4.115,1.215,1.075,22.604,1.309,34.405,11.092,13.337,38090.0,20.759,3.836,17.588,4.453,3.111,21401.0,26.873,2.1,1.908,51.558,15.095,133.207,20.0,528.716,1.397,1.397,2.623,7.062,3.959,20.016,20.016,20.016,20.016,20.016,14.419,1.183,1.723,8.48,36.699,0.126
5.7,0,0,4.451,62339.1,235.95,42.279,4.309,1.535,21.5,29.095,4.388,6.252,28.802,30009.0,3438.8,28528.0,118.012,118.012,1.943,8.732,6.153,1.986,43.267,28.801,16.683,9.533,3.973,9.028,88.0,4.356,2.03,1.959,29.449,1.76,47.308,15.151,17.986,78517.0,28.269,4.194,23.087,5.109,3.498,46362.0,37.111,2.943,1.924,70.104,19.733,207.66,26.75,704.715,1.852,1.852,2.578,13.69,4.377,27.576,27.576,27.576,27.576,27.576,19.761,1.816,1.804,9.394,49.944,0.095
5.0,0,0,1.073,1016.55,40.175,0.0,0.342,-1.535,5.333,7.966,0.514,1.946,8.66,889.0,150.36,869.0,27.219,27.219,-1.306,1.051,0.0,0.0,11.6,6.151,4.583,2.91,2.328,2.583,25.0,1.794,0.179,0.044,7.966,-0.926,13.623,4.408,5.299,2093.0,8.56,2.278,7.037,0.0,1.784,1386.0,5.99,0.75,1.392,21.418,5.8,43.02,7.5,177.524,-0.93,-0.93,0.815,0.365,2.261,8.5,8.5,8.5,8.5,8.5,5.949,-1.528,1.461,5.876,14.296,0.3
6.0,0,0,2.982,4700.58,79.986,11.151,2.975,-0.422,10.167,13.569,3.123,4.867,13.508,2869.0,502.173,2871.0,49.525,49.525,0.016,2.723,4.742,0.487,19.667,12.068,7.053,4.327,2.842,4.083,40.0,3.467,0.707,0.554,13.569,0.0,22.445,7.017,8.582,6476.0,12.711,2.937,10.576,3.827,2.294,4429.0,14.063,1.119,1.779,32.159,9.133,78.711,11.75,341.625,0.0,0.0,1.383,4.312,3.462,12.569,12.569,12.569,12.569,12.569,9.075,-0.33,1.607,7.209,23.796,0.202
7.2,0,0,4.121,42347.1,199.473,29.904,4.046,1.288,18.333,25.233,4.141,5.905,25.254,21836.0,2566.87,20516.0,101.057,101.057,1.864,6.942,5.887,1.55,37.2,24.286,15.278,8.815,3.864,7.75,77.0,4.243,1.648,1.572,25.587,1.741,41.013,13.269,16.265,58490.0,24.667,4.074,20.57,4.832,3.398,33754.0,30.375,2.571,1.907,61.218,17.4,180.117,23.0,612.164,1.812,1.812,2.531,10.204,4.212,24.187,24.187,24.187,24.187,24.187,17.368,1.417,1.77,9.008,43.205,0.107
5.6,0,0,3.582,14509.9,124.078,20.32,3.564,0.183,13.5,17.974,3.699,5.413,17.518,8015.0,1128.99,7815.0,72.039,72.039,1.239,5.769,5.524,0.732,27.271,18.365,12.24,7.202,3.568,5.417,54.167,4.086,0.891,0.922,18.974,0.872,29.089,9.224,11.205,27740.0,16.843,3.763,14.169,4.325,3.133,14670.0,21.506,2.23,1.937,41.623,12.329,114.096,15.75,471.433,0.914,0.914,2.409,8.803,3.64,16.394,16.394,16.394,16.394,16.394,11.919,0.744,1.673,7.938,30.699,0.147
5.6,0,0,3.472,11830.3,115.532,15.164,3.455,0.979,12.0,16.778,3.564,5.437,16.836,6792.0,982.977,6544.0,61.425,61.425,1.0,5.119,5.268,0.767,24.467,16.067,10.833,6.366,3.414,5.5,50.5,3.674,1.067,0.89,16.778,1.0,27.993,8.838,9.852,17360.0,16.742,3.562,12.942,4.208,2.872,10552.0,15.261,1.778,1.839,38.944,11.533,98.039,14.5,423.062,1.0,1.0,1.714,6.494,3.726,16.629,16.629,16.629,16.629,16.629,11.775,1.0,1.666,7.845,29.563,0.152
5.6,0,0,4.275,34627.4,188.002,39.242,4.299,1.385,17.167,24.2,4.397,6.248,24.863,18355.0,2256.79,17063.0,88.287,88.287,1.546,6.603,6.105,2.03,35.367,22.825,12.886,7.455,3.609,7.694,73.5,3.988,2.081,2.127,24.2,1.618,40.617,12.944,15.153,43399.0,24.336,3.793,19.72,5.144,3.122,26403.0,28.638,1.959,1.97,59.566,16.833,171.525,22.25,586.302,1.618,1.618,2.309,13.898,4.29,24.051,24.051,24.051,24.051,24.051,17.097,1.444,1.772,8.975,42.858,0.11
5.6,0,0,3.598,10574.5,112.784,13.208,3.475,0.76,12.0,16.681,3.578,5.297,16.731,6344.0,929.793,6007.0,60.653,60.653,1.0,3.658,5.195,0.679,23.652,15.034,9.875,5.61,3.272,5.139,50.833,3.674,0.942,0.802,17.181,1.022,26.767,8.794,10.839,19488.0,16.551,3.369,13.904,4.079,2.701,10638.0,16.399,1.396,1.85,41.511,11.748,106.039,15.0,390.596,1.048,1.048,2.118,6.159,3.721,16.24,16.24,16.24,16.24,16.24,11.614,0.854,1.67,7.868,27.898,0.157
5.8,0,0,3.905,20612.1,148.127,29.772,3.895,0.771,16.167,21.129,3.978,5.943,20.383,10261.0,1503.13,10241.0,88.722,88.722,1.546,6.557,6.073,1.43,32.648,21.284,11.655,7.02,3.48,6.528,63.5,3.997,1.535,1.417,20.259,1.355,34.22,10.811,12.455,26966.0,19.62,3.702,15.616,4.825,2.945,16865.0,28.078,2.105,1.845,48.507,13.552,136.881,18.5,524.859,1.413,1.413,2.546,9.612,3.994,19.24,19.24,19.24,19.24,19.24,13.85,0.941,1.719,8.406,36.006,0.137
6.3,0,0,4.043,34933.2,184.452,20.349,3.916,1.255,16.667,23.493,3.957,5.882,23.613,18658.0,2226.55,17395.0,90.743,90.743,1.563,6.191,5.765,1.2,35.1,21.985,14.412,8.24,3.803,7.556,74.0,4.27,1.478,1.416,23.493,1.461,37.487,12.492,14.636,51815.0,24.105,3.969,19.322,4.616,3.268,29175.0,24.529,2.377,1.969,58.195,15.9,168.974,22.0,540.592,1.496,1.496,2.224,8.34,4.033,23.566,23.566,23.566,23.566,23.566,16.64,1.355,1.758,8.855,38.489,0.108
5.7,0,0,4.028,15428.5,132.796,13.483,3.556,0.987,13.833,18.966,3.563,5.646,18.108,8757.0,1218.88,8294.0,70.657,70.657,1.356,4.504,5.735,0.815,27.481,17.44,10.185,6.128,3.304,5.833,60.333,4.304,1.053,0.976,17.725,1.341,28.029,10.042,12.064,32412.0,18.621,3.473,15.646,4.118,2.713,16112.0,18.116,1.525,1.856,47.146,12.719,122.382,18.0,395.141,1.436,1.436,2.387,5.17,3.701,18.154,18.154,18.154,18.154,18.154,13.025,1.039,1.703,8.22,28.017,0.138
7.5,1,1,3.858,10888.1,113.484,20.613,3.555,0.457,11.667,16.518,3.666,5.473,17.08,6632.0,940.624,6220.0,70.322,70.322,1.0,4.293,5.247,0.737,25.652,15.67,9.958,5.772,3.289,5.167,51.833,3.782,0.912,0.83,17.018,1.0,27.337,8.863,10.75,18037.0,16.88,3.408,14.245,4.246,2.736,10403.0,19.803,1.465,1.78,40.878,11.548,106.039,16.5,415.415,1.028,1.028,1.988,6.379,3.651,16.394,16.394,16.394,16.394,16.394,11.687,0.509,1.67,7.867,28.671,0.153
5.6,1,1,4.243,22563.4,158.225,31.213,4.098,1.045,16.583,22.173,4.139,6.155,21.334,11387.0,1638.61,11136.0,89.855,89.855,1.335,5.593,6.107,1.785,33.695,21.14,10.774,6.378,3.323,6.694,69.0,4.259,1.902,2.008,20.433,1.341,34.351,11.516,14.121,35139.0,21.046,3.524,17.607,4.909,2.845,19756.0,27.463,1.538,1.945,53.017,14.305,151.58,21.0,524.163,1.435,1.435,2.482,9.917,4.078,20.524,20.524,20.524,20.524,20.524,14.787,1.165,1.744,8.642,35.216,0.127
6.6,0,0,3.797,7997.27,102.815,23.372,3.683,0.304,11.5,15.974,3.856,5.689,16.481,4788.0,729.912,4594.0,54.573,54.573,1.0,3.275,5.334,1.063,23.0,14.158,6.609,4.478,2.756,4.944,47.5,3.674,1.505,1.333,15.974,1.0,27.279,8.458,10.326,10741.0,15.774,2.885,13.08,4.537,2.114,6948.0,15.955,0.964,1.89,39.495,11.2,86.042,14.25,378.704,1.0,1.0,2.114,8.731,4.055,15.637,15.637,15.637,15.637,15.637,11.148,0.494,1.67,7.81,29.108,0.168
4.3,0,0,2.66,2194.05,56.795,2.533,1.737,-1.213,7.167,10.251,1.911,4.164,10.681,1601.0,273.218,1569.0,38.49,38.49,-0.548,2.01,2.944,0.076,14.633,8.954,5.6,3.575,2.566,3.278,31.5,2.828,0.463,0.265,10.604,-0.462,17.031,5.537,6.522,4704.0,10.647,2.602,8.743,1.953,1.909,2755.0,9.022,0.827,1.573,26.597,7.567,58.603,9.25,241.358,-0.462,-0.462,1.128,2.221,3.076,10.414,10.414,10.414,10.414,10.414,7.36,-0.89,1.536,6.53,18.154,0.246
4.8,0,0,0.557,565.637,30.378,0.0,0.0,-1.799,5.333,7.138,0.0,0.0,6.617,453.0,93.416,505.0,27.351,27.351,-1.761,1.315,0.0,0.0,10.452,6.365,4.0,2.599,2.15,2.139,22.333,1.089,0.002,0.0,7.991,-1.32,10.1,3.61,4.555,2266.0,7.125,2.076,6.395,0.0,1.571,1203.0,5.795,0.6,0.919,16.985,5.148,33.219,7.0,159.469,-1.662,-1.662,0.022,0.0,1.346,6.585,6.585,6.585,6.585,6.585,4.771,-2.0,1.396,5.336,10.528,0.364
5.6,1,1,4.091,28816.1,173.962,26.967,4.083,1.218,15.5,22.363,4.226,5.886,23.696,16533.0,1988.37,14976.0,78.289,78.289,1.574,4.909,5.753,1.439,32.681,20.053,12.909,7.235,3.616,7.056,69.5,3.976,1.915,1.74,21.493,1.492,37.936,12.255,14.807,41543.0,23.021,3.766,19.059,4.786,3.097,23882.0,26.811,1.862,1.978,59.497,15.919,162.465,20.5,511.516,1.513,1.513,2.456,13.532,4.309,22.878,22.878,22.878,22.878,22.878,16.17,1.446,1.753,8.783,39.779,0.114
7.0,0,0,3.93,12986.2,124.632,31.351,3.873,0.597,12.75,17.889,4.043,5.889,19.108,7990.0,1079.66,7348.0,82.411,82.411,1.016,3.803,5.778,1.228,28.9,16.579,8.808,5.602,3.138,5.458,56.5,3.958,1.599,1.489,18.139,1.125,30.465,9.876,12.147,19825.0,18.155,3.322,15.524,4.771,2.551,11718.0,25.608,1.453,1.818,47.417,12.5,116.211,18.0,431.809,1.196,1.196,1.987,11.971,4.036,17.72,17.72,17.72,17.72,17.72,12.565,0.655,1.695,8.121,32.438,0.145
5.6,0,1,3.92,21963.0,153.899,25.523,3.808,0.93,15.333,21.087,3.909,5.755,21.167,11627.0,1589.09,11160.0,87.406,87.406,1.506,6.136,5.642,1.181,32.8,20.542,11.667,6.844,3.5,6.806,65.5,3.927,1.606,1.41,21.087,1.331,34.519,11.02,12.712,29674.0,21.579,3.653,17.266,4.67,2.911,18017.0,24.588,1.711,1.818,49.613,14.0,137.207,20.75,523.06,1.408,1.408,2.323,9.056,4.088,20.712,20.712,20.712,20.712,20.712,14.622,1.184,1.729,8.516,36.006,0.124
5.8,0,0,3.231,7310.79,94.853,8.102,3.063,-0.163,10.5,14.656,3.086,5.286,14.217,4459.0,686.839,4306.0,54.842,54.842,0.646,3.666,4.932,0.517,21.433,13.339,8.81,5.353,3.14,4.667,46.0,3.786,0.659,0.553,14.656,0.914,22.622,7.695,9.007,14036.0,14.607,3.271,11.807,3.746,2.512,7746.0,10.9,1.283,1.658,34.776,9.767,92.239,14.0,341.867,1.0,1.0,1.618,3.375,3.347,14.345,14.345,14.345,14.345,14.345,10.237,0.343,1.631,7.475,22.977,0.179
5.8,0,0,3.459,16728.1,131.381,15.611,3.376,0.953,13.333,18.355,3.48,5.257,17.849,9206.0,1249.59,8906.0,72.039,72.039,1.0,6.112,5.328,0.868,27.062,18.252,13.077,7.585,3.664,5.778,57.0,3.828,1.049,0.831,17.131,1.0,28.926,9.654,11.272,32346.0,18.092,3.845,14.81,4.155,3.142,16884.0,17.285,2.166,1.866,43.624,12.538,112.211,15.75,439.088,1.0,1.0,2.445,5.642,3.643,17.516,17.516,17.516,17.516,17.516,12.597,1.0,1.682,8.046,30.08,0.138
4.5,1,1,0.997,1332.38,45.446,0.0,0.567,-1.475,6.833,9.259,0.953,2.485,8.736,919.0,174.489,973.0,38.317,38.317,-1.176,2.022,0.0,0.0,14.567,8.257,4.385,3.036,2.266,2.917,29.5,2.565,0.131,0.024,9.259,-0.935,13.875,4.76,5.507,3123.0,9.019,2.237,7.277,0.0,1.42,1861.0,6.776,0.663,1.253,21.595,5.833,48.106,9.5,211.866,-0.946,-0.946,1.007,0.72,2.52,8.759,8.759,8.759,8.759,8.759,6.288,-1.305,1.494,6.14,14.006,0.292
4.4,0,0,2.7,2106.41,56.174,0.696,1.052,-1.067,7.5,10.414,1.156,3.735,10.067,1510.0,264.406,1501.0,38.3,38.3,-0.603,1.73,0.693,0.006,15.052,8.738,5.4,3.406,2.512,3.194,33.333,2.985,0.154,0.043,10.914,-0.481,15.155,5.476,6.814,6088.0,10.489,2.518,8.969,0.635,1.909,3094.0,7.845,0.827,1.341,27.314,7.148,58.603,10.75,217.708,-0.664,-0.664,1.087,0.698,2.683,10.154,10.154,10.154,10.154,10.154,7.254,-0.651,1.538,6.542,15.097,0.247
6.1,0,1,3.155,6446.74,89.176,6.97,2.928,-0.447,10.333,14.113,2.974,4.95,13.48,3949.0,631.126,3864.0,53.811,53.811,0.464,3.085,4.8,0.43,20.833,12.573,9.25,5.411,3.206,4.306,44.5,3.786,0.523,0.479,14.113,0.372,21.117,7.31,9.036,13152.0,13.617,3.322,11.368,3.621,2.709,7202.0,10.631,1.475,1.574,34.383,9.167,84.439,13.75,310.436,0.393,0.393,1.739,2.912,3.08,13.326,13.326,13.326,13.326,13.326,9.614,0.396,1.613,7.309,21.222,0.182
6.4,0,0,3.555,6623.51,92.713,11.729,3.131,-0.208,10.5,14.56,3.19,5.206,14.597,4264.0,650.96,4037.0,53.757,53.757,0.61,2.792,4.94,0.521,20.481,12.839,7.905,4.799,3.007,4.389,45.25,3.422,0.885,0.812,14.69,0.736,22.601,7.726,9.793,14604.0,14.631,3.1,12.804,3.574,2.453,7586.0,14.941,1.166,1.79,37.83,10.719,92.239,14.5,309.772,0.761,0.761,1.755,4.761,3.451,14.118,14.118,14.118,14.118,14.118,10.114,0.296,1.634,7.493,23.358,0.177
5.6,1,2,3.568,5428.48,82.751,20.259,3.149,-0.516,10.5,13.828,3.323,4.987,13.302,3067.0,542.352,3159.0,60.896,60.896,-0.041,4.938,4.864,0.509,21.052,14.474,7.947,5.043,3.045,4.222,40.833,3.467,0.709,0.611,14.682,0.185,22.282,6.961,8.26,9059.0,13.086,3.172,11.016,3.982,2.484,5639.0,16.326,1.324,1.624,29.952,9.548,76.711,12.75,382.048,0.255,0.255,1.199,5.132,3.375,12.43,12.43,12.43,12.43,12.43,9.059,-0.322,1.604,7.19,24.103,0.191
5.6,0,0,3.905,12360.5,119.999,14.75,3.505,0.979,12.167,17.225,3.571,5.428,17.266,7395.0,1031.65,6930.0,62.605,62.605,1.039,4.121,5.316,0.633,24.452,15.67,10.04,5.923,3.312,5.444,53.333,3.744,0.887,0.77,17.725,1.03,27.262,9.177,10.999,22238.0,17.519,3.439,14.493,4.062,2.739,12156.0,15.436,1.485,1.857,43.293,12.148,112.096,16.5,389.473,1.045,1.045,2.139,5.053,3.671,17.154,17.154,17.154,17.154,17.154,12.204,1.0,1.681,7.99,28.142,0.148
9.5,0,2,4.313,26977.6,167.958,32.351,3.956,0.936,17.75,23.303,4.037,6.102,21.699,12852.0,1838.03,12833.0,102.999,102.999,1.419,7.894,5.956,1.154,35.786,24.193,11.875,7.181,3.517,7.319,71.833,4.456,1.511,1.399,24.053,1.215,35.437,11.979,13.627,46055.0,22.453,3.706,17.938,4.72,2.878,24492.0,25.479,1.773,1.73,52.114,15.214,147.245,21.5,569.39,1.311,1.311,2.545,11.025,4.104,21.452,21.452,21.452,21.452,21.452,15.322,1.378,1.747,8.711,36.659,0.128
7.0,0,0,2.893,3246.22,67.885,9.058,2.715,-0.723,8.5,11.828,2.923,4.865,12.139,2127.0,366.053,2118.0,44.171,44.171,-0.172,2.437,4.263,0.297,17.7,10.465,5.706,3.848,2.606,3.806,36.0,3.209,0.686,0.529,11.828,0.344,19.72,6.246,7.262,5007.0,12.028,2.692,9.73,3.533,1.971,3346.0,12.139,0.934,1.83,28.676,8.1,65.487,11.5,287.578,0.351,0.351,1.3,3.634,3.373,11.784,11.784,11.784,11.784,11.784,8.309,-0.669,1.578,6.907,20.83,0.224
6.8,0,1,3.877,20731.6,148.456,16.721,3.633,1.0,14.167,19.957,3.721,5.596,20.03,12209.0,1512.33,11193.0,75.763,75.763,1.381,4.36,5.471,0.946,28.6,17.946,11.862,7.145,3.529,6.167,62.5,4.206,1.114,1.031,20.311,1.399,31.358,10.643,13.18,36823.0,20.086,3.725,16.921,4.35,2.928,19600.0,19.959,1.895,1.82,51.057,14.0,136.881,19.25,427.76,1.476,1.476,2.118,6.551,3.823,19.756,19.756,19.756,19.756,19.756,14.081,1.332,1.715,8.387,32.392,0.127
4.2,0,0,3.033,4276.05,75.527,7.268,2.854,-0.753,9.0,12.535,2.941,4.858,12.477,2801.0,460.808,2730.0,44.77,44.77,0.314,2.507,4.568,0.364,17.867,10.818,7.222,4.539,2.925,3.917,38.5,3.441,0.57,0.505,12.535,0.386,19.886,6.599,7.955,8061.0,12.346,3.012,10.086,3.471,2.281,4720.0,9.803,1.136,1.649,31.018,8.533,75.059,11.5,288.994,0.408,0.408,1.406,3.192,3.201,12.223,12.223,12.223,12.223,12.223,8.737,-0.495,1.587,7.033,20.517,0.2
