pXC50,nBO,nCsp2,nCsp3,nSK,nBM,nC,nHet,nBT,Se,nAT,Mi,MW,Sv,Si,C.,Sp,nH,nAB,nX,nDB,Mv,nF,Me,RBN,SCBO,X.,nO,nHM,O.,Mp
8.62,37,12,15,34,10,27,7,73,69.538,70,1.129,530.56,42.189,79.023,38.6,45.677,36,6,1,4,0.603,0,0.993,9,44.0,1.4,3,1,4.3,0.653
7.419,42,18,14,38,16,32,6,81,76.192,77,1.125,513.74,46.691,86.597,41.6,50.086,39,12,0,4,0.606,0,0.99,10,52.0,0.0,3,0,3.9,0.65
8.854,40,16,14,36,15,30,6,77,72.309,73,1.126,487.7,44.164,82.182,41.1,47.324,37,11,0,4,0.605,0,0.991,9,49.5,0.0,3,0,4.1,0.648
8.689,40,15,14,36,15,29,7,76,71.527,72,1.129,488.69,43.659,81.265,40.3,46.569,36,11,0,4,0.606,0,0.993,9,49.5,0.0,3,0,4.2,0.647
8.658,40,15,14,36,15,29,7,76,71.527,72,1.129,488.69,43.659,81.265,40.3,46.569,36,11,0,4,0.606,0,0.993,9,49.5,0.0,3,0,4.2,0.647
8.461,39,14,14,35,14,28,7,75,70.527,71,1.13,476.68,42.659,80.265,39.4,45.569,36,10,0,4,0.601,0,0.993,9,48.0,0.0,3,0,4.2,0.642
9.278,40,14,14,36,14,28,8,75,71.039,71,1.135,494.67,43.042,80.604,39.4,45.506,35,10,1,4,0.606,1,1.001,9,49.0,1.4,3,0,4.2,0.641
9.558,40,14,14,36,14,28,8,75,70.85,71,1.13,511.12,43.486,80.209,39.4,46.427,35,10,1,4,0.612,0,0.998,9,49.0,1.4,3,1,4.2,0.654
9.244,40,14,14,36,14,28,8,75,70.756,71,1.128,555.57,43.684,80.106,39.4,46.921,35,10,1,4,0.615,0,0.997,9,49.0,1.4,3,1,4.2,0.661
7.921,35,14,10,31,14,24,7,62,58.178,58,1.133,422.55,36.22,65.734,41.4,38.006,27,10,1,4,0.624,1,1.003,5,44.0,1.7,2,0,3.4,0.655
9.208,43,20,11,38,20,31,7,76,70.829,71,1.126,512.68,44.8,79.98,43.7,47.29,33,16,1,4,0.631,1,0.998,7,55.0,1.4,2,0,2.8,0.666
9.201,44,20,11,39,20,31,8,76,71.341,71,1.131,530.67,45.184,80.319,43.7,47.228,32,16,2,4,0.636,2,1.005,7,56.0,2.8,2,0,2.8,0.665
9.319,44,20,11,39,20,31,8,76,71.341,71,1.131,530.67,45.184,80.319,43.7,47.228,32,16,2,4,0.636,2,1.005,7,56.0,2.8,2,0,2.8,0.665
8.699,43,19,11,38,20,30,8,75,70.047,70,1.129,513.67,44.295,79.063,42.9,46.535,32,16,1,4,0.633,1,1.001,7,55.0,1.4,2,0,2.9,0.665
9.448,43,19,11,38,20,30,8,75,70.047,70,1.129,513.67,44.295,79.063,42.9,46.535,32,16,1,4,0.633,1,1.001,7,55.0,1.4,2,0,2.9,0.665
8.416,49,14,24,48,14,38,10,110,108.221,109,1.138,672.02,61.345,124.002,34.9,66.279,61,12,0,2,0.563,0,0.993,22,57.0,0.0,7,0,6.4,0.608
8.785,48,14,24,47,14,38,9,109,106.894,108,1.137,656.02,60.63,122.792,35.2,65.825,61,12,0,2,0.561,0,0.99,22,56.0,0.0,6,0,5.6,0.609
8.374,42,7,24,42,9,31,11,99,98.53,99,1.142,615.98,54.478,113.091,31.3,59.404,57,6,0,3,0.55,0,0.995,21,48.0,0.0,7,1,7.1,0.6
9.041,43,7,25,43,9,32,11,102,101.414,102,1.142,630.01,56.005,116.506,31.4,61.165,59,6,0,3,0.549,0,0.994,22,49.0,0.0,7,1,6.9,0.6
9.444,43,8,25,43,8,33,10,103,102.112,103,1.144,608.97,56.125,117.875,32.0,61.069,60,6,0,2,0.545,0,0.991,20,48.0,0.0,6,0,5.8,0.593
9.102,42,7,23,42,9,30,12,98,97.748,98,1.145,616.97,53.973,112.174,30.6,58.648,56,6,0,3,0.551,0,0.997,21,48.0,0.0,7,1,7.1,0.598
8.541,38,7,23,38,7,30,8,93,91.916,93,1.143,537.88,50.335,106.337,32.3,55.086,55,6,0,1,0.541,0,0.988,19,42.0,0.0,5,0,5.4,0.592
9.699,43,9,23,42,12,32,10,98,96.236,97,1.143,589.92,53.851,110.919,33.0,58.336,55,11,0,1,0.555,0,0.992,20,49.5,0.0,5,0,5.2,0.601
8.664,41,8,24,41,8,32,9,98,97.126,98,1.142,579.92,53.577,111.962,32.7,58.302,57,6,0,2,0.547,0,0.991,20,46.0,0.0,6,0,6.1,0.595
8.314,44,8,24,44,8,32,12,98,98.665,98,1.153,633.89,54.726,112.981,32.7,58.114,54,6,3,2,0.558,3,1.007,20,49.0,3.1,6,0,6.1,0.593
8.967,42,8,25,42,8,33,9,101,100.01,101,1.142,593.95,55.103,115.377,32.7,60.063,59,6,0,2,0.546,0,0.99,21,47.0,0.0,6,0,5.9,0.595
8.951,43,8,26,43,8,34,9,104,102.894,104,1.142,607.98,56.63,118.792,32.7,61.825,61,6,0,2,0.545,0,0.989,22,48.0,0.0,6,0,5.8,0.594
8.83,44,8,27,44,8,35,9,107,105.777,107,1.142,622.01,58.157,122.207,32.7,63.586,63,6,0,2,0.544,0,0.989,22,49.0,0.0,6,0,5.6,0.594
8.384,44,8,27,44,8,35,9,107,105.777,107,1.142,622.01,58.157,122.207,32.7,63.586,63,6,0,2,0.544,0,0.989,21,49.0,0.0,6,0,5.6,0.594
9.081,45,8,28,45,8,36,9,110,108.661,110,1.142,636.04,59.684,125.623,32.7,65.347,65,6,0,2,0.543,0,0.988,24,50.0,0.0,6,0,5.5,0.594
8.939,49,13,24,48,15,37,11,110,108.297,109,1.137,692.08,61.532,123.922,33.9,66.927,61,12,0,3,0.565,0,0.994,22,58.0,0.0,7,1,6.4,0.614
9.092,43,8,25,43,8,33,10,102,101.337,102,1.143,609.95,55.818,116.586,32.4,60.518,59,6,0,2,0.547,0,0.994,22,48.0,0.0,7,0,6.9,0.593
8.991,47,14,23,46,14,37,9,106,104.01,105,1.137,641.99,59.103,119.377,35.2,64.063,59,12,0,2,0.563,0,0.991,21,55.0,0.0,6,0,5.7,0.61
6.225,44,13,21,41,13,34,7,95,90.821,92,1.134,565.88,52.567,104.297,37.0,57.109,51,12,0,1,0.571,0,0.987,14,51.0,0.0,4,0,4.3,0.621
8.056,40,13,18,38,13,31,7,87,84.054,85,1.135,525.81,48.513,96.467,36.5,52.586,47,12,0,1,0.571,0,0.989,14,47.0,0.0,4,0,4.7,0.619
6.377,41,13,19,39,13,32,7,90,86.937,88,1.135,539.84,50.04,99.882,36.4,54.347,49,12,0,1,0.569,0,0.988,14,48.0,0.0,4,0,4.5,0.618
6.9,37,13,15,35,13,28,7,78,75.403,76,1.134,483.72,43.933,86.221,36.8,47.302,41,12,0,1,0.578,0,0.992,12,44.0,0.0,4,0,5.3,0.622
5.538,38,13,16,36,13,29,7,81,78.287,79,1.135,497.75,45.459,89.637,36.7,49.063,43,12,0,1,0.575,0,0.991,12,45.0,0.0,4,0,5.1,0.621
6.71,38,13,16,35,13,29,6,78,74.301,75,1.13,480.71,43.911,84.723,38.7,47.296,40,12,0,1,0.585,0,0.991,10,45.0,0.0,4,0,5.3,0.631
5.843,38,13,16,35,13,29,6,78,74.301,75,1.13,480.71,43.911,84.723,38.7,47.296,40,12,0,1,0.585,0,0.991,10,45.0,0.0,4,0,5.3,0.631
5.301,38,13,16,35,13,29,6,78,74.301,75,1.13,480.71,43.911,84.723,38.7,47.296,40,12,0,1,0.585,0,0.991,10,45.0,0.0,4,0,5.3,0.631
7.721,39,13,17,36,13,30,6,81,77.185,78,1.13,494.74,45.438,88.138,38.5,49.057,42,12,0,1,0.583,0,0.99,10,46.0,0.0,4,0,5.1,0.629
8.569,40,13,17,37,13,30,7,82,78.512,79,1.131,510.74,46.153,89.348,38.0,49.512,42,12,0,1,0.584,0,0.994,10,47.0,0.0,5,0,6.3,0.627
7.959,40,13,17,37,13,30,7,82,78.512,79,1.131,510.74,46.153,89.348,38.0,49.512,42,12,0,1,0.584,0,0.994,10,47.0,0.0,5,0,6.3,0.627
8.921,41,13,17,38,13,30,8,82,79.025,79,1.135,528.73,46.536,89.687,38.0,49.449,41,12,1,1,0.589,1,1.0,10,48.0,1.3,5,0,6.3,0.626
7.432,38,13,16,35,13,29,6,78,74.301,75,1.13,480.71,43.911,84.723,38.7,47.296,40,12,0,1,0.585,0,0.991,9,45.0,0.0,4,0,5.3,0.631
7.638,39,13,17,36,13,30,6,81,77.185,78,1.13,494.74,45.438,88.138,38.5,49.057,42,12,0,1,0.583,0,0.99,9,46.0,0.0,4,0,5.1,0.629
8.0,39,13,17,36,13,30,6,81,77.185,78,1.13,494.74,45.438,88.138,38.5,49.057,42,12,0,1,0.583,0,0.99,9,46.0,0.0,4,0,5.1,0.629
7.699,39,13,17,36,13,30,6,81,77.185,78,1.13,494.74,45.438,88.138,38.5,49.057,42,12,0,1,0.583,0,0.99,9,46.0,0.0,4,0,5.1,0.629
8.678,39,13,16,36,13,29,7,78,74.625,75,1.129,515.15,44.739,84.667,38.7,48.154,39,12,1,1,0.597,0,0.995,9,46.0,1.3,4,1,5.3,0.642
8.854,40,13,17,37,13,30,7,81,77.698,78,1.134,512.73,45.821,88.478,38.5,48.995,41,12,1,1,0.587,1,0.996,9,47.0,1.3,4,0,5.1,0.628
8.149,40,13,17,37,13,30,7,81,77.698,78,1.134,512.73,45.821,88.478,38.5,48.995,41,12,1,1,0.587,1,0.996,9,47.0,1.3,4,0,5.1,0.628
5.328,40,13,17,37,13,30,7,81,77.698,78,1.134,512.73,45.821,88.478,38.5,48.995,41,12,1,1,0.587,1,0.996,9,47.0,1.3,4,0,5.1,0.628
8.796,40,13,17,37,13,30,7,81,77.509,78,1.129,529.18,46.265,88.082,38.5,49.915,41,12,1,1,0.593,0,0.994,9,47.0,1.3,4,1,5.1,0.64
8.721,40,13,16,37,13,29,8,78,75.138,75,1.133,533.14,45.122,85.007,38.7,48.091,38,12,2,1,0.602,1,1.002,9,47.0,2.7,4,1,5.3,0.641
8.432,40,13,16,37,13,29,8,78,74.949,75,1.128,549.59,45.566,84.611,38.7,49.012,38,12,2,1,0.608,0,0.999,9,47.0,2.7,4,2,5.3,0.653
8.284,41,14,15,38,14,29,9,79,76.359,76,1.136,527.7,45.504,86.355,38.2,47.932,38,12,1,2,0.599,1,1.005,9,49.0,1.3,5,0,6.6,0.631
8.796,42,14,16,39,14,30,9,82,79.243,79,1.136,541.73,47.031,89.77,38.0,49.694,40,12,1,2,0.595,1,1.003,9,50.0,1.3,5,0,6.3,0.629
8.959,42,14,16,39,14,30,9,82,79.054,79,1.131,558.18,47.475,89.375,38.0,50.614,40,12,1,2,0.601,0,1.001,9,50.0,1.3,5,1,6.3,0.641
8.796,41,14,16,38,14,30,8,81,77.916,78,1.135,525.73,46.316,88.561,38.5,49.239,40,12,1,2,0.594,1,0.999,8,49.0,1.3,4,0,5.1,0.631
8.678,41,14,16,38,14,30,8,81,77.727,78,1.13,542.18,46.76,88.165,38.5,50.16,40,12,1,2,0.599,0,0.996,8,49.0,1.3,4,1,5.1,0.643
8.42,40,13,16,37,13,29,8,79,76.141,76,1.135,514.7,45.009,86.272,38.2,47.688,39,12,1,1,0.592,1,1.002,9,47.0,1.3,5,0,6.6,0.627
8.745,40,13,16,37,13,29,8,79,75.952,76,1.13,531.15,45.453,85.876,38.2,48.608,39,12,1,1,0.598,0,0.999,9,47.0,1.3,5,1,6.6,0.64
8.602,41,13,17,38,13,30,8,82,79.025,79,1.135,528.73,46.536,89.687,38.0,49.449,41,12,1,1,0.589,1,1.0,10,48.0,1.3,5,0,6.3,0.626
8.959,41,13,17,38,13,30,8,82,78.836,79,1.13,545.18,46.98,89.292,38.0,50.37,41,12,1,1,0.595,0,0.998,10,48.0,1.3,5,1,6.3,0.638
9.155,42,13,18,39,13,31,8,85,81.719,82,1.131,559.21,48.507,92.707,37.8,52.131,43,12,1,1,0.592,0,0.997,10,49.0,1.2,5,1,6.1,0.636
8.638,41,13,16,38,13,29,9,80,77.029,77,1.127,563.22,46.641,86.796,37.7,50.256,39,12,1,1,0.606,0,1.0,10,48.0,1.3,5,2,6.5,0.653
6.959,36,13,12,33,13,25,8,65,62.789,62,1.137,479.01,38.683,70.476,40.3,40.529,29,12,3,1,0.624,2,1.013,8,43.0,4.8,3,1,4.8,0.654
5.738,34,20,4,30,23,24,6,56,52.014,52,1.118,398.5,34.256,58.149,46.2,35.784,22,22,0,1,0.659,0,1.0,4,46.0,0.0,2,0,3.8,0.688
7.009,35,20,5,31,23,25,6,59,54.898,55,1.119,412.53,35.783,61.564,45.5,37.546,24,22,0,1,0.651,0,0.998,4,47.0,0.0,2,0,3.6,0.683
5.296,35,20,4,31,23,24,7,56,52.527,52,1.125,416.49,34.64,58.489,46.2,35.722,21,22,1,1,0.666,1,1.01,4,47.0,1.9,2,0,3.8,0.687
6.636,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
6.402,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
6.77,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
6.298,37,20,5,33,23,25,8,59,55.923,55,1.132,448.51,36.55,62.243,45.5,37.421,22,22,2,1,0.665,2,1.017,4,49.0,3.6,2,0,3.6,0.68
5.193,34,20,5,30,23,25,5,58,53.571,54,1.118,396.53,35.068,60.355,46.3,37.091,24,22,0,1,0.649,0,0.992,4,46.0,0.0,1,0,1.9,0.687
7.066,36,20,6,32,23,26,6,61,56.967,57,1.125,428.55,36.978,64.11,45.6,38.79,25,22,1,1,0.649,1,0.999,4,48.0,1.8,1,0,1.8,0.681
6.724,37,20,5,33,23,25,8,60,56.738,56,1.127,446.52,36.881,63.113,44.6,37.938,23,22,1,1,0.659,1,1.013,4,49.0,1.8,3,0,5.4,0.677
6.799,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
5.331,38,20,7,34,23,27,7,65,61.178,61,1.127,458.58,39.22,68.734,44.3,41.006,27,22,1,1,0.643,1,1.003,5,50.0,1.6,2,0,3.3,0.672
7.824,38,20,6,34,23,26,8,63,59.621,59,1.128,460.55,38.408,66.528,44.1,39.699,25,22,1,1,0.651,1,1.011,5,50.0,1.7,3,0,5.1,0.673
8.523,38,20,7,34,23,27,7,66,61.992,62,1.123,456.59,39.552,69.604,43.5,41.523,28,22,0,1,0.638,0,1.0,5,50.0,0.0,3,0,4.8,0.67
5.91,38,20,7,34,23,27,7,65,61.178,61,1.127,458.58,39.22,68.734,44.3,41.006,27,22,1,1,0.643,1,1.003,5,50.0,1.6,2,0,3.3,0.672
7.051,38,20,8,34,23,28,6,67,62.734,63,1.126,456.61,40.032,70.94,44.4,42.313,29,22,1,1,0.635,1,0.996,5,50.0,1.6,1,0,1.6,0.672
5.733,39,20,8,35,23,28,7,68,64.061,64,1.127,472.61,40.747,72.149,43.8,42.767,29,22,1,1,0.637,1,1.001,6,51.0,1.6,2,0,3.1,0.668
6.73,39,20,9,35,23,29,6,71,66.432,67,1.123,468.65,41.89,75.225,43.3,44.591,32,22,0,1,0.625,0,0.992,6,51.0,0.0,2,0,3.0,0.666
6.662,39,20,9,35,23,29,6,70,65.618,66,1.127,470.64,41.559,74.355,43.9,44.074,31,22,1,1,0.63,1,0.994,6,51.0,1.5,1,0,1.5,0.668
6.072,35,20,5,31,23,25,6,59,54.898,55,1.119,412.53,35.783,61.564,45.5,37.546,24,22,0,1,0.651,0,0.998,4,47.0,0.0,2,0,3.6,0.683
6.91,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
6.742,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
6.187,37,20,5,33,23,25,8,59,55.923,55,1.132,448.51,36.55,62.243,45.5,37.421,22,22,2,1,0.665,2,1.017,4,49.0,3.6,2,0,3.6,0.68
5.469,34,20,5,30,23,25,5,58,53.571,54,1.118,396.53,35.068,60.355,46.3,37.091,24,22,0,1,0.649,0,0.992,4,46.0,0.0,1,0,1.9,0.687
6.284,35,20,6,31,23,26,5,61,56.454,57,1.119,410.56,36.595,63.77,45.6,38.853,26,22,0,1,0.642,0,0.99,4,47.0,0.0,1,0,1.8,0.682
6.543,36,20,6,32,23,26,6,61,56.967,57,1.125,428.55,36.978,64.11,45.6,38.79,25,22,1,1,0.649,1,0.999,4,48.0,1.8,1,0,1.8,0.681
7.0,36,20,5,32,23,25,7,58,54.407,54,1.123,448.96,36.279,60.638,46.3,37.887,22,22,2,1,0.672,1,1.008,4,48.0,3.7,1,1,1.9,0.702
6.824,38,14,13,34,17,27,7,71,66.829,67,1.134,464.64,40.8,75.98,40.3,43.29,33,16,1,1,0.609,1,0.997,5,47.0,1.5,2,0,3.0,0.646
6.462,38,20,7,34,23,27,7,65,61.178,61,1.127,458.58,39.22,68.734,44.3,41.006,27,22,1,1,0.643,1,1.003,5,50.0,1.6,2,0,3.3,0.672
7.137,38,20,6,34,23,26,8,63,59.621,59,1.128,460.55,38.408,66.528,44.1,39.699,25,22,1,1,0.651,1,1.011,5,50.0,1.7,3,0,5.1,0.673
7.62,37,20,5,33,23,25,8,60,56.738,56,1.127,446.52,36.881,63.113,44.6,37.938,23,22,1,1,0.659,1,1.013,4,49.0,1.8,3,0,5.4,0.677
6.936,37,14,12,33,17,26,7,68,63.945,64,1.134,450.61,39.274,72.565,40.6,41.529,31,16,1,1,0.614,1,0.999,4,46.0,1.6,2,0,3.1,0.649
7.056,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
7.004,38,14,13,34,17,27,7,72,67.643,68,1.13,462.65,41.132,76.849,39.7,43.807,34,16,0,1,0.605,0,0.995,5,47.0,0.0,3,0,4.4,0.644
7.097,37,14,12,33,17,26,7,69,64.76,65,1.13,448.62,39.605,73.434,40.0,42.046,32,16,0,1,0.609,0,0.996,4,46.0,0.0,3,0,4.6,0.647
7.009,38,14,12,34,17,26,8,69,65.272,65,1.135,466.61,39.988,73.774,40.0,41.983,31,16,1,1,0.615,1,1.004,4,47.0,1.5,3,0,4.6,0.646
7.959,38,14,12,34,17,26,8,69,65.272,65,1.135,466.61,39.988,73.774,40.0,41.983,31,16,1,1,0.615,1,1.004,4,47.0,1.5,3,0,4.6,0.646
7.432,39,14,13,35,17,27,8,72,68.156,68,1.135,480.64,41.515,77.189,39.7,43.745,33,16,1,1,0.611,1,1.002,4,48.0,1.5,3,0,4.4,0.643
6.495,39,14,14,35,17,28,7,74,69.712,70,1.134,478.67,42.327,79.395,40.0,45.052,35,16,1,1,0.605,1,0.996,5,48.0,1.4,2,0,2.9,0.644
6.812,38,14,13,34,17,27,7,71,66.829,67,1.134,464.64,40.8,75.98,40.3,43.29,33,16,1,1,0.609,1,0.997,4,47.0,1.5,2,0,3.0,0.646
5.388,41,14,15,37,17,29,8,78,73.923,74,1.135,508.7,44.569,84.02,39.2,47.268,37,16,1,1,0.602,1,0.999,7,50.0,1.4,3,0,4.1,0.639
5.487,40,14,14,36,17,28,8,75,71.039,71,1.135,494.67,43.042,80.604,39.4,45.506,35,16,1,1,0.606,1,1.001,6,49.0,1.4,3,0,4.2,0.641
5.959,39,14,13,35,17,27,8,72,68.156,68,1.135,480.64,41.515,77.189,39.7,43.745,33,16,1,1,0.611,1,1.002,5,48.0,1.5,3,0,4.4,0.643
6.602,35,20,5,31,23,25,6,59,54.898,55,1.119,412.53,35.783,61.564,45.5,37.546,24,22,0,1,0.651,0,0.998,4,47.0,0.0,2,0,3.6,0.683
6.16,36,20,6,32,23,26,6,62,57.781,58,1.12,426.56,37.31,64.979,44.8,39.307,26,22,0,1,0.643,0,0.996,4,48.0,0.0,2,0,3.4,0.678
6.29,35,20,4,31,23,24,7,56,52.527,52,1.125,416.49,34.64,58.489,46.2,35.722,21,22,1,1,0.666,1,1.01,4,47.0,1.9,2,0,3.8,0.687
6.509,36,20,4,32,23,24,8,56,53.04,52,1.131,434.48,35.023,58.828,46.2,35.659,20,22,2,1,0.674,2,1.02,4,48.0,3.8,2,0,3.8,0.686
6.695,36,20,4,32,23,24,8,56,53.04,52,1.131,434.48,35.023,58.828,46.2,35.659,20,22,2,1,0.674,2,1.02,4,48.0,3.8,2,0,3.8,0.686
7.131,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
7.244,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
7.62,36,20,5,32,23,25,7,59,55.411,55,1.126,430.52,36.166,61.904,45.5,37.483,23,22,1,1,0.658,1,1.007,4,48.0,1.8,2,0,3.6,0.682
7.26,36,20,4,32,23,24,8,56,52.851,52,1.124,450.93,35.467,58.433,46.2,36.58,20,22,2,1,0.682,1,1.016,4,48.0,3.8,2,1,3.8,0.703
6.492,37,20,5,33,23,25,8,59,55.923,55,1.132,448.51,36.55,62.243,45.5,37.421,22,22,2,1,0.665,2,1.017,4,49.0,3.6,2,0,3.6,0.68
6.971,37,20,5,33,23,25,8,59,55.923,55,1.132,448.51,36.55,62.243,45.5,37.421,22,22,2,1,0.665,2,1.017,4,49.0,3.6,2,0,3.6,0.68
7.824,36,20,6,32,23,26,6,62,57.781,58,1.12,426.56,37.31,64.979,44.8,39.307,26,22,0,1,0.643,0,0.996,4,48.0,0.0,2,0,3.4,0.678
7.444,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
7.215,36,20,6,32,23,26,6,62,57.531,58,1.115,442.63,37.782,64.69,44.8,40.5,26,22,0,1,0.651,0,0.992,4,48.0,0.0,1,1,1.7,0.698
6.027,34,20,5,30,23,25,5,58,53.571,54,1.118,396.53,35.068,60.355,46.3,37.091,24,22,0,1,0.649,0,0.992,4,46.0,0.0,1,0,1.9,0.687
6.0,35,20,6,31,23,26,5,61,56.454,57,1.119,410.56,36.595,63.77,45.6,38.853,26,22,0,1,0.642,0,0.99,4,47.0,0.0,1,0,1.8,0.682
6.921,35,20,6,31,23,26,5,61,56.454,57,1.119,410.56,36.595,63.77,45.6,38.853,26,22,0,1,0.642,0,0.99,4,47.0,0.0,1,0,1.8,0.682
5.836,36,20,5,32,23,25,7,58,54.596,54,1.13,432.51,35.835,61.034,46.3,36.966,22,22,2,1,0.664,2,1.011,4,48.0,3.7,1,0,1.9,0.685
6.609,37,20,7,33,23,27,6,64,59.85,60,1.125,442.58,38.505,67.525,45.0,40.552,27,22,1,1,0.642,1,0.998,4,49.0,1.7,1,0,1.7,0.676
7.921,36,20,6,32,23,26,6,61,56.967,57,1.125,428.55,36.978,64.11,45.6,38.79,25,22,1,1,0.649,1,0.999,4,48.0,1.8,1,0,1.8,0.681
8.398,36,14,12,32,17,26,6,68,63.432,64,1.129,432.62,38.89,72.225,40.6,41.591,32,16,0,1,0.608,0,0.991,4,45.0,0.0,2,0,3.1,0.65
7.097,37,14,13,33,17,27,6,71,66.316,67,1.129,446.65,40.417,75.64,40.3,43.353,34,16,0,1,0.603,0,0.99,4,46.0,0.0,2,0,3.0,0.647
7.222,37,20,7,33,23,27,6,65,60.665,61,1.121,440.59,38.837,68.394,44.3,41.069,28,22,0,1,0.637,0,0.995,4,49.0,0.0,2,0,3.3,0.673
6.409,38,14,13,34,17,27,7,72,67.643,68,1.13,462.65,41.132,76.849,39.7,43.807,34,16,0,1,0.605,0,0.995,5,47.0,0.0,3,0,4.4,0.644
6.845,38,20,7,34,23,27,7,66,61.992,62,1.123,456.59,39.552,69.604,43.5,41.523,28,22,0,1,0.638,0,1.0,5,50.0,0.0,3,0,4.8,0.67
6.159,39,14,14,35,17,28,7,75,70.527,71,1.13,476.68,42.659,80.265,39.4,45.569,36,16,0,1,0.601,0,0.993,6,48.0,0.0,3,0,4.2,0.642
6.538,39,20,8,35,23,28,7,69,64.876,65,1.123,470.62,41.078,73.019,43.1,43.284,30,22,0,1,0.632,0,0.998,6,51.0,0.0,3,0,4.6,0.666
6.342,38,20,8,34,23,28,6,68,63.549,64,1.122,454.62,40.364,71.81,43.8,42.83,30,22,0,1,0.631,0,0.993,5,50.0,0.0,2,0,3.1,0.669
5.928,39,20,9,35,23,29,6,71,66.432,67,1.123,468.65,41.89,75.225,43.3,44.591,32,22,0,1,0.625,0,0.992,6,51.0,0.0,2,0,3.0,0.666
5.567,39,20,9,35,23,29,6,71,66.432,67,1.123,468.65,41.89,75.225,43.3,44.591,32,22,0,1,0.625,0,0.992,5,51.0,0.0,2,0,3.0,0.666
6.545,40,20,10,36,23,30,6,74,69.316,70,1.123,482.68,43.417,78.64,42.9,46.353,34,22,0,1,0.62,0,0.99,7,52.0,0.0,2,0,2.9,0.662
7.244,41,21,8,37,24,29,8,71,67.203,67,1.123,498.63,42.793,75.228,43.3,44.739,30,22,0,2,0.639,0,1.003,7,54.0,0.0,4,0,6.0,0.668
7.155,41,21,8,37,24,29,8,72,67.978,68,1.125,497.65,43.1,76.517,42.6,45.29,31,22,0,2,0.634,0,1.0,6,54.0,0.0,3,0,4.4,0.666
6.818,44,26,7,39,29,33,6,76,70.432,71,1.116,516.69,45.89,79.225,46.5,48.591,32,28,0,1,0.646,0,0.992,6,59.0,0.0,2,0,2.8,0.684
5.178,38,20,6,34,23,26,8,63,59.621,59,1.128,460.55,38.408,66.528,44.1,39.699,25,22,1,1,0.651,1,1.011,5,50.0,1.7,3,0,5.1,0.673
5.301,37,20,5,33,23,25,8,60,56.738,56,1.127,446.52,36.881,63.113,44.6,37.938,23,22,1,1,0.659,1,1.013,4,49.0,1.8,3,0,5.4,0.677
7.854,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
8.523,37,20,6,33,23,26,7,63,59.109,59,1.122,442.56,38.025,66.189,44.1,39.762,26,22,0,1,0.644,0,1.002,4,49.0,0.0,3,0,5.1,0.674
7.097,39,20,8,35,23,28,7,69,64.876,65,1.123,470.62,41.078,73.019,43.1,43.284,30,22,0,1,0.632,0,0.998,6,51.0,0.0,3,0,4.6,0.666
6.959,41,21,7,37,24,28,9,69,65.647,65,1.123,500.6,41.981,73.023,43.1,43.432,28,22,0,2,0.646,0,1.01,7,54.0,0.0,5,0,7.7,0.668
8.046,37,20,7,33,23,27,6,64,59.85,60,1.125,442.58,38.505,67.525,45.0,40.552,27,22,1,1,0.642,1,0.998,4,49.0,1.7,1,0,1.7,0.676
6.229,38,20,7,34,23,27,7,65,61.178,61,1.127,458.58,39.22,68.734,44.3,41.006,27,22,1,1,0.643,1,1.003,5,50.0,1.6,2,0,3.3,0.672
5.796,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
