pXC50,Sp,Sv,nBT,nAB,nSK,Si,Se,nN,nBO,nAT,MW,SCBO,nH,X.,nHet,nC,Mi,N.,Mv,AMW,H.,Mp
5.4,42.171,39.739,66.0,16,34,69.524,62.069,4,38,62.0,476.65,49.0,28,0.0,8,26,1.121,6.5,0.641,7.688,45.2,0.68
4.294,11.034,11.128,18.0,10,11,19.99,17.611,6,12,17.0,150.17,17.0,6,0.0,6,5,1.176,35.3,0.655,8.834,35.3,0.649
6.0,34.728,33.96,54.0,17,31,57.524,51.778,6,34,51.0,416.48,46.5,20,0.0,9,22,1.128,11.8,0.666,8.166,39.2,0.681
6.0,30.176,29.654,48.0,11,27,52.236,47.003,5,29,46.0,369.42,38.5,19,0.0,9,18,1.136,10.9,0.645,8.031,41.3,0.656
8.046,30.506,29.697,47.0,17,27,49.402,44.465,5,30,44.0,359.42,41.5,17,0.0,7,20,1.123,11.4,0.675,8.169,38.6,0.693
7.398,28.71,27.896,45.0,21,25,47.03,42.473,3,28,42.0,335.39,38.5,17,0.0,6,19,1.12,7.1,0.664,7.985,40.5,0.684
5.4,36.966,34.54,59.0,12,29,64.896,57.061,6,31,57.0,416.61,39.0,28,0.0,9,20,1.139,10.5,0.606,7.309,49.1,0.649
6.699,37.313,35.331,60.0,21,30,64.478,56.883,5,33,57.0,405.55,43.5,27,0.0,7,23,1.131,8.8,0.62,7.115,47.4,0.655
4.585,20.273,19.392,31.0,11,17,32.282,28.949,2,19,29.0,224.28,26.5,12,0.0,3,14,1.113,6.9,0.669,7.734,41.4,0.699
6.469,18.966,18.58,29.0,11,17,30.076,27.393,2,19,27.0,226.25,26.5,10,0.0,4,13,1.114,7.4,0.688,8.38,37.0,0.702
4.585,18.966,18.58,29.0,11,17,30.076,27.393,2,19,27.0,226.25,26.5,10,0.0,4,13,1.114,7.4,0.688,8.38,37.0,0.702
6.004,19.756,19.359,29.0,11,18,29.95,27.284,3,20,27.0,235.26,29.5,9,0.0,4,14,1.109,11.1,0.717,8.713,33.3,0.732
6.0,21.279,20.413,33.0,11,18,34.78,31.051,3,20,31.0,239.3,27.5,13,0.0,4,14,1.122,9.7,0.658,7.719,41.9,0.686
7.26,22.733,22.128,35.0,11,20,36.99,33.378,3,22,33.0,267.31,30.5,13,0.0,5,15,1.121,9.1,0.671,8.1,39.4,0.689
5.638,22.489,21.633,35.0,11,19,36.907,33.16,2,21,33.0,254.31,28.5,14,0.0,4,15,1.118,6.1,0.656,7.706,42.4,0.681
5.4,32.455,30.675,48.0,22,27,50.029,44.996,4,30,45.0,374.5,42.0,18,0.0,6,21,1.112,8.9,0.682,8.322,40.0,0.721
5.4,31.551,29.976,45.0,22,27,46.558,42.436,4,30,42.0,394.91,42.0,15,2.4,7,20,1.109,9.5,0.714,9.403,35.7,0.751
6.921,20.972,20.601,32.0,11,19,33.575,30.494,3,21,30.0,253.28,29.5,11,0.0,5,14,1.119,10.0,0.687,8.443,36.7,0.699
7.1,27.989,27.665,43.0,22,26,45.069,40.8,6,29,40.0,346.38,41.0,14,0.0,8,18,1.127,15.0,0.692,8.659,35.0,0.7
5.4,37.551,35.805,60.0,17,31,63.062,56.0,5,35,56.0,415.54,45.5,25,0.0,7,24,1.126,8.9,0.639,7.42,44.6,0.671
7.469,27.506,26.986,42.0,11,25,44.953,41.32,3,27,40.0,361.41,37.5,15,0.0,9,16,1.124,7.5,0.675,9.035,37.5,0.688
5.409,24.534,24.239,37.0,11,23,39.412,36.327,4,25,35.0,332.37,35.5,12,0.0,9,14,1.126,11.4,0.693,9.496,34.3,0.701
5.215,28.057,27.293,43.0,11,25,46.242,42.094,4,27,41.0,360.43,37.5,16,0.0,9,16,1.128,9.8,0.666,8.791,39.0,0.684
5.0,42.534,40.594,69.0,17,35,73.6,65.196,6,39,65.0,474.62,49.5,30,0.0,9,26,1.132,9.2,0.625,7.302,46.2,0.654
5.4,32.756,31.914,51.0,22,29,54.445,48.636,6,32,48.0,390.46,44.0,19,2.1,8,21,1.134,12.5,0.665,8.135,39.6,0.682
5.4,32.819,31.531,51.0,22,28,54.106,48.123,6,31,48.0,372.47,43.0,20,0.0,7,21,1.127,12.5,0.657,7.76,41.7,0.684
5.1,13.551,13.161,22.0,10,12,24.322,21.276,5,13,21.0,163.21,18.0,9,0.0,5,7,1.158,23.8,0.627,7.772,42.9,0.645
5.7,33.574,34.085,53.0,18,33,57.963,52.276,7,36,50.0,459.45,47.0,17,8.0,12,21,1.159,14.0,0.682,9.189,34.0,0.671
5.4,36.33,34.987,53.0,23,32,56.366,50.763,8,35,50.0,465.38,48.5,18,4.0,10,22,1.127,16.0,0.7,9.308,36.0,0.727
5.7,33.25,32.723,52.0,12,30,56.804,51.538,5,32,50.0,433.89,41.0,20,2.0,11,19,1.136,10.0,0.654,8.678,40.0,0.665
5.4,28.694,28.297,46.0,16,26,50.785,45.149,6,28,44.0,360.41,37.0,18,4.5,9,17,1.154,13.6,0.643,8.191,40.9,0.652
5.4,32.75,31.691,51.0,12,28,53.641,48.898,1,31,48.0,401.87,39.0,20,2.1,7,21,1.118,2.1,0.66,8.372,41.7,0.682
5.4,29.818,28.82,45.0,12,26,49.657,44.978,4,27,44.0,374.46,38.0,18,0.0,9,17,1.129,9.1,0.655,8.51,40.9,0.678
6.0,44.534,42.594,71.0,17,37,75.6,67.196,6,41,67.0,498.64,53.5,30,0.0,9,28,1.128,9.0,0.636,7.442,44.8,0.665
5.959,22.489,21.633,35.0,11,19,36.907,33.16,2,21,33.0,254.31,28.5,14,0.0,4,15,1.118,6.1,0.656,7.706,42.4,0.681
5.0,32.75,31.691,51.0,12,28,53.641,48.898,1,31,48.0,401.87,39.0,20,2.1,7,21,1.118,2.1,0.66,8.372,41.7,0.682
5.4,46.171,42.685,73.0,17,35,78.106,68.512,6,39,69.0,513.57,47.5,34,2.9,8,27,1.132,8.7,0.619,7.443,49.3,0.669
5.0,31.955,31.391,49.0,23,29,50.113,45.691,4,33,45.0,384.42,45.5,16,0.0,7,22,1.114,8.9,0.698,8.543,35.6,0.71
6.538,22.074,21.503,33.0,11,20,34.704,31.898,3,22,31.0,289.34,31.5,11,0.0,7,13,1.119,9.7,0.694,9.334,35.5,0.712
8.0,31.716,30.918,49.0,17,28,51.528,46.574,4,31,46.0,374.43,42.5,18,0.0,7,21,1.12,8.7,0.672,8.14,39.1,0.689
5.523,21.977,21.622,34.0,11,20,36.073,32.596,4,22,32.0,268.3,30.5,12,0.0,6,14,1.127,12.5,0.676,8.384,37.5,0.687
5.4,20.87,19.911,30.0,16,18,31.207,28.396,3,20,28.0,304.16,28.0,10,3.6,5,13,1.115,10.7,0.711,10.863,35.7,0.745
5.0,28.983,27.879,44.0,11,25,47.705,42.996,5,27,42.0,382.28,34.5,17,4.8,9,16,1.136,11.9,0.664,9.102,40.5,0.69
5.0,53.387,50.216,82.0,17,43,86.282,77.578,4,48,77.0,641.67,61.5,34,2.6,11,32,1.121,5.2,0.652,8.333,44.2,0.693
5.4,23.648,23.891,38.0,16,23,40.587,36.465,5,26,35.0,319.32,34.0,12,8.6,8,15,1.16,14.3,0.683,9.123,34.3,0.676
5.7,38.87,37.368,61.0,18,33,65.714,58.752,6,36,58.0,468.99,46.0,25,1.7,10,23,1.133,10.3,0.644,8.086,43.1,0.67
5.4,22.131,21.219,32.0,12,19,33.226,30.273,2,21,30.0,270.73,29.0,11,3.3,4,15,1.108,6.7,0.707,9.024,36.7,0.738
5.0,44.722,43.494,72.0,22,39,77.522,69.029,8,43,68.0,532.64,56.0,29,1.5,12,27,1.14,11.8,0.64,7.833,42.6,0.658
5.4,19.216,19.505,29.0,11,19,30.569,28.556,2,21,27.0,282.67,27.5,8,7.4,7,12,1.132,7.4,0.722,10.469,29.6,0.712
5.4,34.597,34.695,53.0,21,33,56.72,52.407,2,36,50.0,478.48,47.5,17,6.0,11,22,1.134,4.0,0.694,9.57,34.0,0.692
6.921,37.097,36.827,60.0,18,34,65.113,58.712,6,37,57.0,470.51,47.0,23,1.8,12,22,1.142,10.5,0.646,8.255,40.4,0.651
5.0,36.688,34.981,57.0,22,31,61.149,54.512,7,34,54.0,437.58,47.0,23,0.0,10,21,1.132,13.0,0.648,8.103,42.6,0.679
5.4,30.716,30.518,46.0,21,29,48.759,44.76,3,32,43.0,417.44,43.5,14,7.0,9,20,1.134,7.0,0.71,9.708,32.6,0.714
6.0,32.449,30.679,46.0,21,28,48.059,43.833,6,31,43.0,430.98,42.5,15,2.3,10,18,1.118,14.0,0.713,10.023,34.9,0.755
6.3,31.466,29.718,49.0,17,26,52.026,46.2,6,29,46.0,368.51,37.5,20,0.0,8,18,1.131,13.0,0.646,8.011,43.5,0.684
7.0,40.489,39.897,61.0,24,37,63.851,58.505,4,41,57.0,518.96,55.0,20,3.5,10,27,1.12,7.0,0.7,9.105,35.1,0.71
5.0,41.767,40.046,65.0,23,35,69.687,62.211,5,38,62.0,469.59,51.5,27,0.0,8,27,1.124,8.1,0.646,7.574,43.5,0.674
5.4,42.836,40.385,68.0,16,34,73.308,64.65,5,37,65.0,457.63,49.0,31,0.0,7,27,1.128,7.7,0.621,7.04,47.7,0.659
5.4,41.773,40.068,66.0,16,35,71.185,63.312,6,38,63.0,472.6,51.0,28,0.0,9,26,1.13,9.5,0.636,7.502,44.4,0.663
5.2,39.461,37.935,64.0,21,33,67.944,60.505,4,37,60.0,450.56,47.5,27,1.7,8,25,1.132,6.7,0.632,7.509,45.0,0.658
5.8,23.767,23.103,36.0,18,21,38.409,34.338,4,23,34.0,280.33,32.0,13,2.9,5,16,1.13,11.8,0.679,8.245,38.2,0.699
4.231,31.648,30.369,50.0,12,26,53.614,48.356,0,28,48.0,354.43,36.0,22,0.0,5,21,1.117,0.0,0.633,7.384,45.8,0.659
5.0,37.017,35.562,61.0,15,31,66.268,58.531,7,34,58.0,425.55,43.5,27,0.0,10,21,1.143,12.1,0.613,7.337,46.6,0.638
5.4,25.972,24.293,34.0,21,23,34.009,32.084,3,26,31.0,437.23,36.5,8,3.2,8,15,1.097,9.7,0.784,14.104,25.8,0.838
5.4,18.955,17.853,28.0,15,16,29.159,26.134,4,18,26.0,230.32,25.5,10,0.0,5,11,1.121,15.4,0.687,8.858,38.5,0.729
5.4,32.813,31.509,50.0,23,28,52.607,47.022,5,31,47.0,369.46,43.5,19,0.0,6,22,1.119,10.6,0.67,7.861,40.4,0.698
5.4,37.83,36.574,59.0,27,33,62.102,55.327,8,37,55.0,438.54,51.5,22,0.0,9,24,1.129,14.5,0.665,7.973,40.0,0.688
6.9,23.426,23.316,36.0,16,22,36.784,33.822,3,25,33.0,293.3,36.0,11,0.0,6,16,1.115,9.1,0.707,8.888,33.3,0.71
5.0,53.853,50.264,86.0,18,42,93.039,82.116,7,46,82.0,614.29,57.0,40,1.2,12,30,1.135,8.5,0.613,7.491,48.8,0.657
5.4,26.932,25.622,40.0,21,23,41.199,37.229,4,26,37.0,322.42,36.5,14,0.0,6,17,1.113,10.8,0.692,8.714,37.8,0.728
5.0,48.586,45.723,81.0,12,38,87.76,76.832,7,42,77.0,521.74,50.0,39,0.0,10,28,1.14,9.1,0.594,6.776,50.6,0.631
5.4,35.148,35.002,54.0,21,33,58.008,53.182,3,36,51.0,477.5,47.5,18,5.9,11,22,1.137,5.9,0.686,9.363,35.3,0.689
5.4,37.551,35.805,59.0,16,31,63.062,56.0,5,34,56.0,415.54,46.0,25,0.0,7,24,1.126,8.9,0.639,7.42,44.6,0.671
5.0,42.313,39.936,67.0,20,35,70.108,62.683,7,40,62.0,513.71,52.0,27,0.0,12,23,1.131,11.3,0.644,8.286,43.5,0.682
5.0,33.517,32.441,54.0,16,29,56.861,50.52,6,33,50.0,392.48,43.0,21,2.0,8,21,1.137,12.0,0.649,7.85,42.0,0.67
5.4,19.733,19.837,30.0,11,19,31.439,29.371,2,21,28.0,280.68,27.5,9,3.6,7,12,1.123,7.1,0.708,10.024,32.1,0.705
5.4,33.103,31.111,54.0,16,26,59.351,51.774,6,28,52.0,354.51,36.0,26,0.0,7,19,1.141,11.5,0.598,6.817,50.0,0.637
5.0,29.262,28.203,46.0,17,25,48.318,43.247,4,28,43.0,334.41,37.5,18,0.0,6,19,1.124,9.3,0.656,7.777,41.9,0.681
5.4,24.523,23.908,37.0,16,22,37.863,34.269,4,25,34.0,288.33,36.0,12,0.0,5,17,1.114,11.8,0.703,8.48,35.3,0.721
4.699,36.597,34.718,57.0,17,30,61.161,54.523,4,33,54.0,475.4,41.5,24,3.7,8,22,1.133,7.4,0.643,8.804,44.4,0.678
5.456,36.006,34.22,58.0,11,29,63.734,56.178,4,31,56.0,398.53,39.5,27,1.8,7,22,1.138,7.1,0.611,7.117,48.2,0.643
5.4,24.074,23.214,37.0,20,21,38.152,34.043,5,24,34.0,275.34,35.0,13,0.0,5,16,1.122,14.7,0.683,8.098,38.2,0.708
4.987,24.858,23.472,36.0,12,20,38.684,35.047,0,21,35.0,286.77,29.0,15,2.9,3,17,1.105,0.0,0.671,8.193,42.9,0.71
6.6,24.495,23.655,39.0,11,21,40.405,36.262,3,24,36.0,281.34,31.5,15,0.0,5,16,1.122,8.3,0.657,7.815,41.7,0.68
4.68,25.353,23.669,36.0,12,20,38.582,34.953,0,21,35.0,331.22,29.0,15,2.9,3,17,1.102,0.0,0.676,9.463,42.9,0.724
5.0,27.006,25.665,41.0,16,22,43.239,38.825,1,24,39.0,291.37,34.0,17,0.0,3,19,1.109,2.6,0.658,7.471,43.6,0.692
5.229,25.716,24.299,36.0,12,21,38.628,35.371,0,22,35.0,321.21,30.0,14,5.7,4,17,1.104,0.0,0.694,9.177,40.0,0.735
4.745,26.96,25.373,38.0,12,22,40.814,37.451,0,23,37.0,334.84,31.0,15,2.7,5,17,1.103,0.0,0.686,9.05,40.5,0.729
5.208,25.29,24.053,36.0,12,21,38.922,35.465,0,22,35.0,349.21,30.0,14,5.7,4,17,1.112,0.0,0.687,9.977,40.0,0.723
4.857,25.716,24.299,36.0,12,21,38.628,35.371,0,22,35.0,321.21,30.0,14,5.7,4,17,1.104,0.0,0.694,9.177,40.0,0.735
5.2,34.449,33.191,54.0,17,29,58.485,52.451,3,31,52.0,393.48,41.5,23,0.0,7,22,1.125,5.8,0.638,7.567,44.2,0.662
5.2,46.421,44.664,70.0,28,40,74.017,67.232,4,44,66.0,581.11,60.0,26,3.0,11,29,1.121,6.1,0.677,8.805,39.4,0.703
5.0,36.205,37.357,57.0,27,37,61.559,56.083,6,41,53.0,518.46,54.5,16,11.3,13,24,1.161,11.3,0.705,9.782,30.2,0.683
4.86,28.762,27.171,43.0,17,23,45.156,40.607,0,25,41.0,302.39,35.5,18,0.0,2,21,1.101,0.0,0.663,7.375,43.9,0.702
5.4,25.676,25.832,38.0,17,25,40.365,37.142,5,27,36.0,333.33,39.5,11,0.0,8,17,1.121,13.9,0.718,9.259,30.6,0.713
5.0,42.637,40.208,70.0,17,34,75.178,65.745,8,38,66.0,460.65,47.5,32,0.0,9,25,1.139,12.1,0.609,6.98,48.5,0.646
4.983,25.574,25.321,39.0,12,23,43.175,39.145,0,24,38.0,320.33,32.0,15,7.9,5,18,1.136,0.0,0.666,8.43,39.5,0.673
5.8,38.034,36.772,60.0,21,33,61.73,55.334,6,38,55.0,438.53,51.5,22,0.0,8,25,1.122,10.9,0.669,7.973,40.0,0.692
6.363,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
6.131,30.239,28.971,49.0,16,25,53.358,47.342,4,27,47.0,342.44,35.0,22,0.0,7,18,1.135,8.5,0.616,7.286,46.8,0.643
6.0,26.949,26.369,42.0,21,24,43.614,39.589,3,27,39.0,321.36,37.5,15,0.0,6,18,1.118,7.7,0.676,8.24,38.5,0.691
6.417,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
7.18,28.506,27.697,45.0,21,25,47.402,42.465,5,28,42.0,335.4,38.5,17,0.0,7,18,1.129,11.9,0.659,7.986,40.5,0.679
7.187,29.853,28.701,44.0,22,26,45.745,41.593,4,29,41.0,411.28,40.0,15,2.4,7,19,1.116,9.8,0.7,10.031,36.6,0.728
7.131,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
6.848,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
5.685,35.216,33.74,58.0,16,29,62.398,55.436,4,32,55.0,398.51,40.0,26,0.0,8,21,1.135,7.3,0.613,7.246,47.3,0.64
6.0,46.767,45.046,72.0,34,40,74.687,67.211,5,45,67.0,529.64,62.0,27,0.0,8,32,1.115,7.5,0.672,7.905,40.3,0.698
5.16,39.313,37.331,63.0,22,32,66.478,58.883,5,36,59.0,429.57,47.0,27,0.0,7,25,1.127,8.5,0.633,7.281,45.8,0.666
7.174,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
6.548,37.029,35.751,57.0,28,32,59.232,53.232,5,36,53.0,423.51,50.0,21,0.0,7,25,1.118,9.4,0.675,7.991,39.6,0.699
5.126,32.455,31.213,53.0,16,27,57.983,51.552,4,29,51.0,372.47,37.0,24,0.0,8,19,1.137,7.8,0.612,7.303,47.1,0.636
7.131,32.023,30.73,50.0,22,27,52.734,47.131,4,30,47.0,360.45,41.0,20,0.0,6,21,1.122,8.5,0.654,7.669,42.6,0.681
5.692,38.245,36.993,60.0,27,33,62.857,56.443,5,37,56.0,441.53,50.5,23,0.0,8,25,1.122,8.9,0.661,7.884,41.1,0.683
7.155,30.722,29.939,49.0,21,27,52.026,46.676,5,30,46.0,365.43,40.5,19,0.0,8,19,1.131,10.9,0.651,7.944,41.3,0.668
6.274,30.262,29.203,47.0,22,26,49.318,44.247,4,29,44.0,346.42,40.0,18,0.0,6,20,1.121,9.1,0.664,7.873,40.9,0.688
7.041,41.006,39.519,64.0,28,35,67.272,60.327,5,39,60.0,467.57,53.0,25,0.0,8,27,1.121,8.3,0.659,7.793,41.7,0.683
7.523,36.966,36.134,57.0,28,33,59.572,53.745,5,37,53.0,441.5,51.0,20,1.9,8,25,1.124,9.4,0.682,8.33,37.7,0.697
7.244,28.955,28.391,45.0,22,26,47.113,42.691,4,29,42.0,348.39,40.0,16,0.0,7,19,1.122,9.5,0.676,8.295,38.1,0.689
5.73,33.0,31.498,54.0,16,27,57.773,51.225,4,30,51.0,368.48,38.0,24,0.0,7,20,1.133,7.8,0.618,7.225,47.1,0.647
7.328,39.245,37.993,61.0,28,34,63.857,57.443,5,38,57.0,453.54,52.0,23,0.0,8,26,1.12,8.8,0.667,7.957,40.4,0.689
7.456,28.5,27.676,44.0,22,25,45.903,41.363,4,28,41.0,332.39,39.0,16,0.0,6,19,1.12,9.8,0.675,8.107,39.0,0.695
7.585,29.506,28.697,46.0,22,26,48.402,43.465,5,29,43.0,347.41,40.0,17,0.0,7,19,1.126,11.6,0.667,8.079,39.5,0.686
5.3,40.762,38.341,65.0,17,33,69.268,61.054,8,37,61.0,464.66,46.5,28,0.0,10,23,1.136,13.1,0.629,7.617,45.9,0.668
5.0,34.336,32.563,54.0,18,28,57.438,50.789,5,31,51.0,373.5,41.0,23,0.0,6,22,1.126,9.8,0.638,7.324,45.1,0.673
7.466,42.898,40.662,68.0,12,35,75.439,66.629,8,37,66.0,547.52,46.0,31,1.5,12,23,1.143,12.1,0.616,8.296,47.0,0.65
5.0,28.955,28.391,46.0,21,26,47.113,42.691,4,30,42.0,348.39,40.5,16,0.0,7,19,1.122,9.5,0.676,8.295,38.1,0.689
5.0,43.66,42.578,71.0,18,38,78.324,69.392,7,41,68.0,529.63,51.0,30,4.4,12,26,1.152,10.3,0.626,7.789,44.1,0.642
7.0,26.745,26.171,42.0,21,24,43.986,39.582,5,27,39.0,321.37,37.5,15,0.0,7,17,1.128,12.8,0.671,8.24,38.5,0.686
6.0,29.506,28.697,46.0,22,26,48.402,43.465,5,29,43.0,347.41,40.0,17,0.0,7,19,1.126,11.6,0.667,8.079,39.5,0.686
5.0,48.398,46.023,77.0,25,40,81.145,72.483,6,45,72.0,560.74,58.5,32,0.0,11,29,1.127,8.3,0.639,7.788,44.4,0.672
5.1,23.83,22.72,36.0,18,20,38.069,33.825,4,22,34.0,262.34,31.0,14,0.0,4,16,1.12,11.8,0.668,7.716,41.2,0.701
7.0,28.5,27.676,44.0,22,25,45.903,41.363,4,28,41.0,332.39,39.0,16,0.0,6,19,1.12,9.8,0.675,8.107,39.0,0.695
5.4,17.352,16.653,22.0,10,16,21.844,21.022,2,18,20.0,271.13,25.0,4,10.0,6,10,1.092,10.0,0.833,13.557,20.0,0.868
7.367,32.478,31.444,51.0,22,28,53.943,48.458,4,31,48.0,376.45,42.0,20,0.0,7,21,1.124,8.3,0.655,7.843,41.7,0.677
6.842,41.074,38.858,66.0,22,33,69.893,61.767,5,37,62.0,443.6,48.0,29,0.0,7,26,1.127,8.1,0.627,7.155,46.8,0.662
7.62,41.006,39.519,64.0,28,35,67.272,60.327,5,39,60.0,467.57,53.0,25,0.0,8,27,1.121,8.3,0.659,7.793,41.7,0.683
6.297,45.557,43.826,70.0,34,39,72.561,65.101,6,44,65.0,514.63,61.0,26,0.0,8,31,1.116,9.2,0.674,7.917,40.0,0.701
6.836,36.023,34.73,55.0,28,31,56.734,51.131,4,35,51.0,408.49,49.0,20,0.0,6,25,1.112,7.8,0.681,8.01,39.2,0.706
6.967,32.483,31.466,52.0,21,28,55.441,49.56,5,31,49.0,379.46,41.5,21,0.0,8,20,1.131,10.2,0.642,7.744,42.9,0.663
7.292,38.034,36.772,59.0,28,33,61.73,55.334,6,37,55.0,438.53,51.0,22,0.0,8,25,1.122,10.9,0.669,7.973,40.0,0.692
7.488,36.256,34.498,55.0,30,31,55.899,50.091,7,36,50.0,425.56,51.0,19,0.0,8,23,1.118,14.0,0.69,8.511,38.0,0.725
8.801,38.017,36.024,58.0,30,32,59.315,52.974,7,37,53.0,439.59,52.0,21,0.0,8,24,1.119,13.2,0.68,8.294,39.6,0.717
5.0,35.75,34.128,55.0,17,30,59.081,52.832,5,33,52.0,450.38,41.5,22,5.8,9,21,1.136,9.6,0.656,8.661,42.3,0.688
5.0,38.347,37.015,58.0,17,33,63.346,56.836,5,35,56.0,467.97,47.5,23,3.6,9,24,1.131,8.9,0.661,8.357,41.1,0.685
5.0,29.358,28.504,44.0,21,26,45.847,41.687,4,29,41.0,366.83,40.5,15,2.4,7,19,1.118,9.8,0.695,8.947,36.6,0.716
6.2,18.75,18.338,28.0,16,17,27.452,25.182,2,20,25.0,220.24,29.0,8,0.0,3,14,1.098,8.0,0.734,8.81,32.0,0.75
6.292,20.273,19.392,31.0,11,17,32.282,28.949,2,19,29.0,224.28,26.5,12,0.0,3,14,1.113,6.9,0.669,7.734,41.4,0.699
5.745,18.512,17.865,28.0,11,16,28.867,26.065,2,18,26.0,210.25,25.5,10,0.0,3,13,1.11,7.7,0.687,8.087,38.5,0.712
6.155,42.523,40.552,68.0,20,35,70.604,62.992,4,40,63.0,468.6,53.0,28,0.0,7,28,1.121,6.3,0.644,7.438,44.4,0.675
5.4,36.557,35.236,58.0,17,31,62.472,55.945,4,34,55.0,446.95,42.5,24,3.6,9,22,1.136,7.3,0.641,8.126,43.6,0.665
5.2,45.631,43.186,72.0,24,37,76.68,67.643,7,41,68.0,493.67,54.0,31,0.0,8,29,1.128,10.3,0.635,7.26,45.6,0.671
5.4,30.512,29.42,49.0,17,26,52.362,46.418,5,29,46.0,353.44,37.5,20,2.2,7,19,1.138,10.9,0.64,7.683,43.5,0.663
