pXC50,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_AEA.bo.,Eig04_AEA.ed.,Eig09_AEA.dm.,SpMax7_Bh.m.,LLS_01,SM10_EA.bo.,GGI2,SM13_EA.bo.,SM12_EA.bo.,Depressant.80,SM11_EA.bo.,SM03_AEA.bo.,Eig08_AEA.bo.,ZM1Per,Eig12_AEA.dm.,SM04_EA.bo.,Eig08_EA.bo.,SpMax6_Bh.s.,Eta_betaS,Eta_F,CMC.80,Eig08_EA,SM02_AEA.dm.,Eig08_EA.ri.,ZM1V,SM02_AEA.bo.,ATS3s,ZM2V,SpMax7_Bh.p.,cRo5,ZM2MulPer,Eig08_AEA.ri.,AECC,Eig06_AEA.ed.,ATS1s,Xu,Eig08_AEA.dm.,ZM2Kup,HVcpx,VAR,Eig06_EA.bo.,IC2,MSD,Eig15_EA,SM09_AEA.dm.,Inflammat.80,ZM1MulPer,SpMaxA_AEA.bo.,ATS2s,RDCHI,SpMaxA_AEA.ri.,ECC,ON0,SpMax5_Bh.s.,TIC1,ZM1Mad,Psi_i_s,GGI10,Infective.80,GMTIV,CSI,SpMaxA_AEA.ed.,ZM2Per,Eta_epsi,SpMin7_Bh.p.
5.538,7.852,7.852,3.933,5.773,1.883,3.256,0.17,14.99,3.333,19.019,17.696,0,16.248,6.445,3.392,908.15,1.264,7.392,2.622,4.954,23.75,39.226,0,2.019,2.019,1.921,634.0,5.239,6.029,605.0,2.941,0,645.91,2.987,14.73,5.332,5.427,34.18,2.256,665.975,3.802,198.0,3.036,4.5,8.725,1.0,1.0,0,683.68,0.11,6.385,4.822,0.101,545.0,18.583,5.268,234.246,236.613,96.417,0.301,0,80674.0,1186.0,0.164,960.03,40.776,1.548
5.921,8.588,8.588,3.987,6.029,1.898,3.28,0.17,14.878,3.778,18.897,17.58,0,16.133,6.396,3.258,860.6,1.402,7.286,2.366,6.351,23.25,38.057,0,2.022,2.022,1.939,612.0,5.194,6.127,548.0,2.973,1,584.672,3.0,15.243,5.221,5.434,34.21,2.215,602.784,3.82,229.0,2.816,4.75,8.863,0.876,0.876,0,662.954,0.112,6.434,4.745,0.103,564.0,19.583,7.429,249.073,227.881,100.917,0.301,0,77342.0,1189.0,0.165,871.69,41.91,1.461
5.276,8.72,8.72,3.992,6.056,1.89,3.252,0.17,14.969,3.556,18.967,17.657,0,16.215,6.445,3.255,908.17,1.318,7.392,2.364,4.973,23.75,39.075,0,2.014,2.014,1.936,634.0,5.239,6.026,605.0,2.972,0,646.436,2.993,14.568,5.325,5.428,34.149,2.21,665.975,3.779,198.0,3.018,4.64,8.665,1.0,1.0,0,683.935,0.109,6.385,4.821,0.1,539.0,18.583,5.268,238.775,236.28,96.417,0.294,0,80554.0,1172.0,0.161,960.14,40.776,1.549
5.143,8.184,8.184,3.921,5.887,1.893,3.28,0.17,14.98,3.778,19.081,17.73,0,16.27,6.396,3.309,860.68,1.378,7.293,2.414,6.351,23.25,38.193,0,2.026,2.026,1.932,612.0,5.194,6.118,548.0,2.947,1,584.404,3.0,15.243,5.215,5.436,34.131,2.239,602.784,3.812,231.0,2.716,4.75,8.77,0.87,0.87,0,662.639,0.114,6.432,4.703,0.105,564.0,19.583,7.429,249.073,227.881,100.917,0.297,0,76628.0,1189.0,0.173,872.68,41.91,1.455
4.796,8.189,8.189,3.943,5.887,1.885,3.252,0.17,15.062,3.556,19.14,17.797,0,16.342,6.445,3.306,908.25,1.318,7.397,2.413,4.976,23.75,39.21,0,2.017,2.017,1.927,634.0,5.239,6.016,605.0,2.944,0,646.168,2.992,14.568,5.324,5.429,34.072,2.234,665.975,3.772,200.0,3.016,4.64,8.57,1.0,1.0,0,683.62,0.111,6.383,4.78,0.103,539.0,18.583,5.268,238.775,236.28,96.417,0.29,0,79840.0,1172.0,0.169,961.13,40.776,1.548
6.319,8.755,8.755,4.177,6.06,2.167,3.36,0.17,14.931,5.111,18.933,17.619,0,16.184,6.524,3.544,896.86,1.633,7.373,2.707,6.351,25.25,40.769,0,2.215,2.215,2.105,636.0,5.3,6.274,575.0,3.132,0,616.586,3.21,15.488,5.454,5.537,37.027,2.549,629.432,3.854,273.0,3.047,4.805,9.28,1.0,1.0,0,689.75,0.102,6.497,4.95,0.098,635.0,22.667,7.429,287.878,251.881,108.0,0.45,0,89256.0,1327.0,0.162,915.07,47.11,1.57
6.77,8.763,8.763,4.191,6.063,2.163,3.359,0.17,15.018,4.889,19.0,17.694,0,16.262,6.567,3.568,944.43,1.371,7.47,2.812,4.963,25.75,41.85,0,2.267,2.267,2.1,658.0,5.34,6.188,632.0,3.105,0,678.35,3.216,14.78,5.467,5.531,36.975,2.547,692.623,3.817,238.0,3.176,4.703,9.101,1.0,1.0,0,710.73,0.099,6.451,5.026,0.096,606.0,21.667,5.268,279.05,260.28,103.5,0.443,0,92788.0,1302.0,0.158,1003.52,45.976,1.573
6.371,8.761,8.761,4.172,6.061,2.462,3.405,0.17,15.137,4.444,19.168,17.848,0,16.389,6.588,3.545,1179.18,1.636,7.522,2.798,7.999,27.0,54.533,0,2.216,2.216,2.128,850.0,5.351,6.201,721.0,2.974,1,772.889,3.215,15.619,5.473,5.598,37.805,2.627,810.705,3.872,284.0,3.093,4.372,9.508,1.0,1.0,0,924.398,0.1,6.805,5.05,0.092,656.0,23.167,7.999,236.583,278.93,132.167,0.45,0,138684.0,1368.0,0.147,1167.9,47.419,1.518
7.348,8.767,8.767,4.177,6.064,2.461,3.405,0.17,15.208,4.222,19.222,17.907,0,16.453,6.629,3.654,1226.75,1.371,7.606,2.991,7.999,27.5,55.46,0,2.284,2.284,2.124,872.0,5.389,6.107,778.0,2.973,0,834.654,3.249,14.905,5.482,5.592,37.755,2.558,873.896,3.834,248.0,3.197,4.236,9.333,1.0,1.0,0,945.379,0.098,6.771,5.125,0.09,626.0,22.167,7.999,218.6,287.329,127.667,0.443,0,143558.0,1341.0,0.143,1256.35,46.286,1.568
6.638,8.591,8.591,4.113,6.029,2.456,3.434,0.17,15.175,4.0,19.235,17.904,0,16.441,6.52,3.529,1050.99,1.636,7.501,2.707,6.351,24.75,47.11,0,2.194,2.194,1.983,756.0,5.287,6.141,651.0,2.954,0,695.686,3.129,15.282,5.295,5.48,35.532,2.623,691.158,3.796,251.0,3.043,4.666,8.929,0.892,0.892,0,821.604,0.108,6.457,4.815,0.098,596.0,21.25,7.429,230.017,270.92,111.306,0.383,0,105633.0,1251.0,0.157,1032.38,42.281,1.443
7.45,8.73,8.73,4.113,6.06,2.455,3.435,0.17,15.243,3.778,19.286,17.96,0,16.502,6.563,3.529,1098.56,1.371,7.587,2.815,5.056,25.25,48.072,0,2.195,2.195,1.982,778.0,5.328,6.041,708.0,2.949,0,757.45,3.127,14.59,5.361,5.474,35.475,2.558,754.349,3.759,218.0,3.168,4.549,8.74,1.0,1.0,0,842.585,0.105,6.409,4.891,0.096,569.0,20.25,5.268,212.426,279.319,106.806,0.376,0,109599.0,1230.0,0.154,1120.83,41.148,1.547
7.076,8.589,8.589,4.142,6.029,2.452,3.426,0.17,15.175,4.0,19.234,17.903,0,16.441,6.52,3.533,1050.99,1.635,7.501,2.707,6.351,24.75,47.211,0,2.194,2.194,1.963,756.0,5.287,6.141,651.0,2.95,0,695.686,3.127,14.846,5.297,5.48,35.478,2.623,691.158,3.784,251.0,3.069,4.666,8.823,0.948,0.948,0,821.604,0.108,6.457,4.81,0.098,579.0,21.25,7.429,230.017,270.92,111.306,0.4,0,104753.0,1216.0,0.157,1032.38,42.281,1.435
6.481,8.729,8.729,4.147,6.06,2.451,3.426,0.17,15.243,3.778,19.285,17.96,0,16.502,6.563,3.534,1098.56,1.318,7.587,2.835,5.06,25.25,48.171,0,2.195,2.195,1.963,778.0,5.328,6.041,708.0,2.95,0,757.45,3.125,14.128,5.345,5.474,35.421,2.559,754.349,3.742,218.0,3.112,4.549,8.632,1.0,1.0,0,842.585,0.105,6.409,4.886,0.096,551.0,20.25,5.268,212.426,279.319,106.806,0.393,0,108655.0,1191.0,0.153,1120.83,41.148,1.509
7.553,8.6,8.6,4.143,6.033,2.452,3.427,0.17,15.184,4.667,19.239,17.909,0,16.449,6.548,3.536,1090.73,1.822,7.519,2.836,6.449,25.5,49.521,0,2.2,2.2,1.963,786.0,5.312,6.32,672.0,2.95,1,718.423,3.127,14.925,5.48,5.528,36.2,2.623,714.43,3.805,244.0,3.078,4.744,8.996,1.0,1.0,0,855.022,0.105,6.487,4.852,0.096,597.0,22.083,7.429,239.255,279.023,117.139,0.416,0,115552.0,1251.0,0.153,1068.42,43.748,1.438
6.554,8.598,8.598,4.143,6.031,2.452,3.427,0.17,15.239,4.0,19.279,17.954,0,16.497,6.573,3.536,1102.4,1.54,7.59,2.836,5.06,25.75,48.677,0,2.2,2.2,1.963,782.0,5.342,6.074,708.0,2.95,0,757.109,3.127,14.925,5.351,5.495,36.296,2.623,753.785,3.805,242.0,3.113,4.586,8.995,1.0,1.0,0,846.184,0.103,6.421,4.997,0.094,597.0,20.75,5.259,226.214,282.875,108.306,0.403,0,115032.0,1289.0,0.15,1118.93,42.448,1.524
6.602,8.994,8.994,4.172,6.146,2.463,3.416,0.17,15.191,5.111,19.245,17.914,0,16.454,6.614,3.547,1190.66,1.636,7.544,2.799,7.999,27.5,56.087,0,2.222,2.222,2.128,856.0,5.374,6.242,733.0,2.975,1,784.572,3.222,15.512,5.965,5.621,38.358,2.645,823.057,3.862,293.0,3.161,4.47,9.414,1.0,1.0,0,930.643,0.099,6.816,5.045,0.091,667.0,24.0,7.999,250.454,285.263,134.0,0.532,0,141077.0,1389.0,0.148,1187.74,48.719,1.533
5.886,9.005,9.005,4.178,6.149,2.462,3.416,0.17,15.258,4.889,19.294,17.97,0,16.515,6.654,3.699,1238.23,1.429,7.626,3.006,7.999,28.0,57.055,0,2.329,2.329,2.124,878.0,5.412,6.153,790.0,2.973,0,846.336,3.276,14.814,5.98,5.615,38.308,2.564,886.248,3.826,256.0,3.211,4.343,9.242,1.0,1.0,0,951.624,0.097,6.783,5.119,0.089,637.0,23.0,7.999,234.684,293.662,129.5,0.512,0,145981.0,1362.0,0.145,1276.19,47.586,1.569
5.523,8.761,8.761,4.172,6.061,2.462,3.4,0.17,15.137,4.444,19.168,17.848,0,16.389,6.579,3.534,1173.5,1.438,7.519,2.799,7.999,26.5,53.945,0,2.203,2.203,2.117,846.0,5.336,6.195,717.0,2.972,1,769.214,3.173,14.829,5.473,5.578,36.978,2.626,806.705,3.813,256.0,3.096,4.188,9.192,1.0,1.0,0,920.411,0.103,6.795,4.947,0.094,608.0,22.667,7.999,219.937,274.93,130.667,0.466,0,132303.0,1268.0,0.15,1163.12,46.119,1.508
5.959,8.761,8.761,4.172,6.061,2.462,3.41,0.17,15.137,4.444,19.168,17.848,0,16.389,6.598,3.549,1184.94,1.742,7.525,2.798,7.999,27.5,55.064,0,2.228,2.228,2.13,854.0,5.365,6.225,725.0,2.981,1,777.049,3.231,16.419,5.473,5.617,38.636,2.627,814.705,3.931,312.0,3.093,4.482,9.844,1.0,1.0,0,928.56,0.098,6.815,5.154,0.09,706.0,23.667,7.999,250.454,282.93,133.667,0.491,0,145421.0,1472.0,0.143,1173.62,48.719,1.555
5.143,9.391,9.391,4.178,6.332,2.464,3.406,0.17,15.154,4.889,19.185,17.864,0,16.407,6.614,3.55,1194.38,1.829,7.539,2.8,7.999,27.75,56.43,0,2.227,2.227,2.132,860.0,5.374,6.236,732.0,2.983,1,786.645,3.219,15.651,5.494,5.619,38.447,2.63,822.48,3.878,281.0,3.143,4.44,9.576,1.0,1.0,0,935.362,0.098,6.811,5.075,0.09,673.0,24.0,7.999,245.925,285.291,133.667,0.503,0,142261.0,1401.0,0.143,1187.79,48.719,1.562
5.569,8.738,8.738,4.183,6.055,2.482,3.414,0.17,15.929,5.111,20.346,18.874,0,17.357,6.622,3.543,1072.74,1.636,7.689,2.707,7.429,25.75,53.259,0,2.209,2.209,2.112,760.0,5.365,6.298,691.0,3.122,1,742.036,3.207,15.122,5.471,5.528,37.01,2.619,725.157,3.798,273.0,3.096,4.682,9.247,1.0,1.0,0,830.337,0.109,6.583,4.948,0.095,620.0,22.667,7.474,253.203,288.84,120.333,0.499,0,114933.0,1296.0,0.162,1092.24,45.31,1.527
6.244,8.75,8.75,4.192,6.062,2.48,3.414,0.17,15.962,4.889,20.362,18.895,0,17.382,6.661,3.631,1120.31,1.426,7.761,2.992,6.999,26.25,54.183,0,2.25,2.25,2.107,782.0,5.403,6.214,748.0,3.093,0,803.8,3.216,14.39,5.481,5.522,36.958,2.558,788.348,3.758,238.0,3.39,4.568,9.068,1.0,1.0,0,851.318,0.107,6.542,5.024,0.093,590.0,21.667,7.429,238.444,297.239,115.833,0.492,0,119135.0,1267.0,0.158,1180.69,44.176,1.573
5.921,8.755,8.755,4.181,6.06,2.475,3.421,0.17,15.929,5.111,20.346,18.874,0,17.357,6.622,3.544,1072.74,1.636,7.689,2.744,7.429,25.75,53.249,0,2.215,2.215,2.096,760.0,5.365,6.298,691.0,3.132,1,742.036,3.21,15.488,5.454,5.528,37.027,2.62,725.157,3.854,273.0,3.131,4.682,9.28,1.0,1.0,0,830.337,0.109,6.583,4.95,0.095,635.0,22.667,7.474,253.203,288.84,120.333,0.45,0,115593.0,1327.0,0.162,1092.24,45.31,1.553
6.658,8.763,8.763,4.199,6.063,2.475,3.421,0.17,15.962,4.889,20.362,18.895,0,17.382,6.661,3.64,1120.31,1.371,7.761,2.992,6.999,26.25,54.173,0,2.267,2.267,2.092,782.0,5.403,6.214,748.0,3.105,0,803.8,3.215,14.78,5.467,5.522,36.975,2.558,788.348,3.817,238.0,3.323,4.568,9.101,1.0,1.0,0,851.318,0.107,6.542,5.026,0.093,606.0,21.667,7.429,238.444,297.239,115.833,0.443,0,119843.0,1302.0,0.158,1180.69,44.176,1.571
5.62,8.59,8.59,4.119,6.029,2.179,3.386,0.17,15.066,4.667,19.07,17.762,0,16.304,6.526,3.542,994.46,1.635,7.478,2.707,6.351,25.0,47.78,0,2.209,2.209,2.039,710.0,5.302,6.181,628.0,3.093,0,670.461,3.189,14.975,5.306,5.514,36.266,2.592,675.295,3.816,262.0,3.078,4.736,9.027,1.0,1.0,0,769.909,0.105,6.47,4.904,0.096,599.0,21.75,7.429,251.268,259.4,110.861,0.416,0,102262.0,1257.0,0.154,994.56,43.795,1.519
6.367,8.73,8.73,4.121,6.06,2.178,3.386,0.17,15.142,4.444,19.129,17.827,0,16.374,6.569,3.593,1042.03,1.318,7.566,2.895,4.985,25.5,48.754,0,2.243,2.243,2.037,732.0,5.342,6.085,685.0,3.068,0,732.225,3.186,14.25,5.354,5.508,36.211,2.55,738.486,3.775,228.0,3.124,4.626,8.842,1.0,1.0,0,790.89,0.102,6.422,4.98,0.094,570.0,20.75,5.268,237.299,267.799,106.361,0.409,0,106100.0,1230.0,0.15,1083.01,42.662,1.572
6.137,8.752,8.752,4.178,6.059,2.524,3.439,0.17,15.273,5.556,19.28,17.973,0,16.508,6.684,3.611,1099.26,1.835,7.664,2.921,6.351,28.5,58.192,0,2.263,2.263,2.195,778.0,5.461,6.302,710.0,3.218,0,756.7,3.219,16.696,5.466,5.635,40.677,2.683,757.295,3.977,328.0,3.183,4.602,10.123,1.0,1.0,0,841.474,0.09,6.544,5.424,0.082,768.0,24.417,7.429,278.704,293.4,122.194,0.473,0,144930.0,1631.0,0.132,1121.39,49.195,1.585
6.284,8.761,8.761,4.191,6.063,2.524,3.439,0.17,15.335,5.333,19.328,18.026,0,16.565,6.721,3.676,1146.83,1.83,7.738,3.033,4.995,29.0,59.158,0,2.321,2.321,2.227,800.0,5.495,6.218,767.0,3.217,0,818.464,3.288,16.0,5.476,5.63,40.634,2.559,820.486,3.934,300.0,3.446,4.488,9.964,1.003,1.003,0,862.455,0.088,6.5,5.498,0.081,736.0,23.417,5.268,263.884,301.799,117.694,0.466,0,149964.0,1603.0,0.129,1209.84,48.062,1.588
6.481,8.803,8.803,4.175,6.07,2.463,3.403,0.17,15.146,4.222,19.183,17.86,0,16.401,6.588,3.543,1179.2,1.635,7.522,2.797,7.999,27.0,55.015,0,2.213,2.213,2.122,850.0,5.351,6.2,721.0,2.979,1,773.024,3.205,14.786,5.452,5.598,37.578,2.629,810.705,3.821,264.0,3.057,4.466,9.149,1.0,1.0,0,924.463,0.1,6.805,4.998,0.092,621.0,23.167,7.999,236.583,278.93,132.167,0.445,0,134400.0,1293.0,0.147,1168.14,47.419,1.515
5.959,8.887,8.887,4.177,6.092,2.462,3.403,0.17,15.216,4.0,19.236,17.919,0,16.464,6.629,3.605,1226.77,1.367,7.606,2.923,7.999,27.5,55.974,0,2.247,2.247,2.113,872.0,5.389,6.106,778.0,2.974,0,834.789,3.214,14.071,5.479,5.592,37.517,2.553,873.896,3.771,228.0,3.196,4.336,8.979,1.0,1.0,0,945.444,0.098,6.771,5.071,0.09,591.0,22.167,7.999,218.6,287.329,127.667,0.449,0,138770.0,1264.0,0.143,1256.59,46.286,1.573
5.538,8.804,8.804,4.175,6.071,2.463,3.399,0.17,15.146,4.222,19.183,17.86,0,16.401,6.579,3.533,1173.52,1.438,7.519,2.798,7.999,26.5,54.421,0,2.203,2.203,2.104,846.0,5.336,6.194,717.0,2.972,1,769.349,3.161,14.0,5.453,5.578,36.765,2.629,806.705,3.76,235.0,3.059,4.286,8.865,1.0,1.0,0,920.476,0.103,6.795,4.899,0.094,574.0,22.667,7.999,219.937,274.93,130.667,0.442,0,128271.0,1195.0,0.15,1163.36,46.119,1.507
5.959,8.802,8.802,4.175,6.07,2.463,3.406,0.17,15.146,4.222,19.183,17.86,0,16.401,6.598,3.548,1184.96,1.736,7.525,2.796,7.999,27.5,55.552,0,2.226,2.226,2.125,854.0,5.365,6.224,725.0,2.993,1,777.184,3.226,15.558,5.452,5.617,38.399,2.629,814.705,3.878,293.0,3.057,4.571,9.459,1.0,1.0,0,928.624,0.098,6.815,5.1,0.09,669.0,23.667,7.999,250.454,282.93,133.667,0.454,0,140885.0,1393.0,0.143,1173.86,48.719,1.56
6.31,6.77,6.77,3.754,5.297,1.169,2.687,0.33,15.052,2.889,19.186,17.83,0,16.333,6.143,2.513,566.74,1.0,7.249,1.518,3.895,16.25,27.004,1,1.065,1.065,1.0,388.0,4.933,5.63,398.0,2.735,1,422.983,2.009,9.923,4.673,5.026,24.817,1.487,406.231,3.259,108.0,2.495,4.06,5.851,-0.498,-0.498,0,412.45,0.157,5.471,3.812,0.144,258.0,12.667,4.514,136.729,166.323,57.667,0.07,1,22824.0,562.0,0.233,616.0,25.581,1.062
5.097,6.77,6.77,3.864,5.297,1.115,2.687,0.33,15.076,2.889,19.206,17.852,1,16.357,6.21,2.807,573.06,1.0,7.277,1.565,4.506,16.5,29.466,1,1.065,1.065,1.014,392.0,4.989,5.682,404.0,2.735,1,428.352,2.022,9.923,4.673,5.068,24.817,1.44,421.925,3.259,108.0,2.516,3.972,5.851,-0.498,-0.498,1,420.062,0.157,5.474,3.812,0.144,258.0,12.667,4.637,121.137,148.075,62.333,0.07,1,24510.0,562.0,0.233,621.28,24.814,1.062
5.06,7.837,7.837,3.929,5.772,1.401,2.76,0.17,15.114,3.556,19.244,17.889,1,16.4,6.224,2.763,637.02,1.0,7.308,1.84,4.532,18.0,32.031,1,1.31,1.31,1.231,440.0,5.009,5.796,438.0,2.735,1,466.661,2.257,10.786,4.696,5.153,26.543,1.461,462.698,3.374,120.0,2.56,4.062,6.352,-0.189,-0.189,1,470.437,0.147,5.649,3.958,0.135,302.0,14.0,4.659,147.221,162.585,68.0,0.136,1,30677.0,652.0,0.218,680.96,28.248,1.108
5.699,6.17,6.17,3.723,5.077,1.0,2.687,0.33,15.044,2.889,19.179,17.823,1,16.325,6.128,2.5,530.46,0.814,7.239,1.5,4.381,16.0,27.414,1,1.04,1.04,1.0,360.0,4.911,5.658,380.0,2.735,1,402.356,2.0,9.16,4.657,5.039,23.908,1.105,397.362,3.168,91.0,2.485,3.991,5.563,-0.65,-0.65,1,384.75,0.163,5.476,3.72,0.149,229.0,12.167,4.572,123.129,144.408,57.833,0.07,1,20109.0,501.0,0.241,586.24,24.714,1.062
4.699,7.106,7.106,3.674,5.566,1.583,3.131,0.33,14.932,4.222,19.13,17.737,0,16.279,6.151,2.761,531.86,0.504,7.048,1.622,3.95,15.0,17.332,0,1.274,1.274,1.197,370.0,4.911,5.776,360.0,2.973,1,383.904,2.253,10.654,4.926,4.997,24.944,1.948,343.775,3.366,104.0,2.288,4.42,6.166,-0.667,-0.667,0,399.907,0.164,5.448,3.64,0.157,277.0,14.417,4.307,175.307,235.012,56.833,0.112,0,19529.0,580.0,0.26,559.39,27.0,1.277
5.493,7.025,7.025,3.598,5.428,1.329,3.04,0.17,14.96,3.111,19.255,17.823,1,16.357,6.025,2.612,528.1,0.618,6.939,1.552,4.18,15.0,18.561,1,1.237,1.237,1.105,362.0,4.808,5.713,369.0,2.903,1,394.305,2.152,10.0,4.549,5.06,24.147,1.819,376.776,3.309,90.0,2.126,4.313,6.059,-0.607,-0.607,1,390.339,0.177,5.481,3.516,0.161,250.0,14.5,4.212,159.079,163.011,58.167,0.106,1,15741.0,500.0,0.262,575.68,28.1,1.381
6.889,8.467,8.467,3.892,6.009,1.991,3.235,0.17,14.973,4.444,19.183,17.787,0,16.327,6.254,2.882,655.81,1.269,7.111,1.966,4.308,19.25,23.176,0,1.72,1.72,1.561,462.0,5.048,5.997,431.0,3.043,1,457.955,2.644,12.281,4.979,5.207,29.758,2.079,413.584,3.576,136.0,2.6,4.655,7.192,0.088,0.088,0,498.716,0.135,5.686,4.08,0.123,393.0,18.0,4.597,215.922,228.928,70.389,0.182,0,35929.0,811.0,0.199,669.8,35.305,1.409
7.119,8.265,8.265,3.783,5.932,1.99,3.203,0.17,14.965,4.222,19.179,17.782,0,16.32,6.203,2.848,638.71,1.219,7.083,1.966,4.26,18.25,22.526,0,1.502,1.502,1.359,452.0,4.996,5.918,415.0,3.004,1,442.509,2.418,12.3,4.964,5.143,28.422,2.073,396.879,3.581,130.0,2.473,4.841,7.191,-0.163,-0.163,0,488.436,0.143,5.612,3.999,0.13,369.0,16.667,4.596,204.168,218.262,67.056,0.149,0,33319.0,765.0,0.211,645.76,32.705,1.359
6.816,7.059,7.059,3.571,5.56,1.24,3.04,0.33,14.711,4.0,18.985,17.558,0,16.106,5.971,2.581,397.02,0.39,6.745,1.322,3.928,13.5,12.192,0,1.0,1.0,0.949,272.0,4.747,5.771,278.0,2.974,1,296.444,1.962,9.292,4.728,4.961,23.085,1.583,272.041,3.201,74.0,1.666,3.915,5.66,-0.843,-0.843,0,293.434,0.184,5.407,3.352,0.175,223.0,14.083,4.191,148.273,153.141,51.083,0.099,0,10327.0,445.0,0.292,432.59,27.633,1.36
5.418,7.094,7.094,3.723,5.519,1.615,3.049,0.17,14.768,3.333,18.994,17.593,0,16.116,6.11,2.82,495.41,1.0,6.945,1.589,4.18,16.75,21.15,1,1.371,1.371,1.347,340.0,4.925,5.825,346.0,3.001,1,368.514,2.368,11.536,4.881,5.1,26.847,1.973,342.154,3.508,114.0,2.253,4.637,6.809,-0.208,-0.208,0,364.339,0.153,5.537,3.903,0.139,323.0,15.0,4.228,194.459,175.223,59.5,0.111,0,21245.0,673.0,0.225,535.82,30.533,1.359
6.857,8.434,8.434,3.808,6.006,1.955,3.114,0.17,14.962,4.222,19.178,17.78,0,16.318,6.237,2.943,536.72,1.272,7.081,2.089,4.186,18.75,22.451,0,1.618,1.618,1.578,364.0,5.048,5.959,384.0,3.09,1,406.017,2.618,11.677,5.14,5.174,28.951,2.026,380.506,3.527,121.0,2.253,4.566,6.978,0.242,0.242,0,388.292,0.135,5.644,4.101,0.123,362.0,16.167,4.241,210.275,197.556,63.5,0.169,0,26055.0,775.0,0.2,597.95,33.833,1.544
6.745,8.733,8.733,4.163,6.061,2.474,3.317,0.17,15.039,4.222,18.974,17.693,0,16.251,6.622,3.664,1240.31,1.889,7.541,2.954,7.999,28.75,56.49,0,2.324,2.324,2.107,880.0,5.383,6.129,789.0,2.969,0,847.626,3.272,14.571,5.667,5.598,37.451,2.563,887.237,3.778,248.0,3.151,4.589,8.892,1.0,1.0,0,953.624,0.1,6.779,5.009,0.093,612.0,22.5,7.999,239.187,292.243,127.667,0.547,0,135994.0,1311.0,0.153,1280.42,46.986,1.547
7.638,8.418,8.418,4.078,5.986,2.356,3.406,0.17,15.117,4.444,19.116,17.808,0,16.358,6.556,3.509,1112.76,1.873,7.526,2.796,5.055,26.5,48.447,0,2.134,2.134,1.902,786.0,5.322,6.094,720.0,2.964,0,771.279,3.052,14.462,5.611,5.481,35.361,2.531,768.689,3.745,218.0,3.127,4.723,8.594,1.0,1.0,0,850.67,0.107,6.417,4.821,0.1,564.0,20.583,5.268,232.409,284.233,106.806,0.476,0,107683.0,1218.0,0.163,1148.71,41.848,1.523
7.441,8.429,8.429,4.08,5.99,2.389,3.407,0.17,15.123,4.444,19.124,17.815,0,16.365,6.566,3.509,1119.9,1.884,7.531,2.796,5.054,27.0,49.081,0,2.134,2.134,1.922,790.0,5.336,6.118,727.0,3.026,0,776.661,3.053,14.45,5.613,5.502,35.98,2.532,776.041,3.733,228.0,3.127,4.819,8.576,1.0,1.0,0,854.223,0.105,6.433,4.858,0.098,578.0,21.083,5.268,246.231,288.566,108.306,0.542,0,110162.0,1245.0,0.161,1159.65,43.148,1.552
7.535,8.432,8.432,4.08,5.991,2.396,3.409,0.17,15.123,4.444,19.124,17.816,0,16.365,6.576,3.509,1125.72,1.889,7.535,2.796,5.054,27.5,49.912,0,2.134,2.134,1.941,794.0,5.351,6.146,731.0,3.058,0,781.119,3.053,14.463,5.614,5.523,36.625,2.533,780.041,3.725,238.0,3.127,4.91,8.6,1.0,1.0,0,858.511,0.103,6.447,4.914,0.096,593.0,21.583,5.268,259.437,292.566,109.806,0.555,0,112977.0,1274.0,0.157,1166.1,44.448,1.57
6.678,8.508,8.508,4.086,6.039,2.48,3.41,0.17,15.135,4.444,19.14,17.829,0,16.379,6.593,3.509,1129.98,1.915,7.544,2.796,5.055,27.5,50.225,0,2.19,2.19,2.058,796.0,5.36,6.161,736.0,3.039,0,786.999,3.154,14.439,5.615,5.527,36.588,2.542,785.394,3.716,238.0,3.128,4.769,8.555,1.0,1.0,0,861.152,0.103,6.45,4.878,0.096,592.0,21.917,5.268,257.437,294.899,110.139,0.625,0,112645.0,1272.0,0.159,1174.19,44.448,1.56
6.495,8.432,8.432,4.08,5.991,2.421,3.409,0.17,15.123,4.444,19.124,17.816,0,16.365,6.586,3.509,1169.08,2.045,7.538,2.796,5.055,28.5,52.511,0,2.134,2.134,1.94,830.0,5.365,6.161,747.0,3.046,0,801.299,3.053,14.5,5.614,5.559,37.295,2.534,798.769,3.731,248.0,3.127,4.95,8.663,1.0,1.0,0,896.286,0.1,6.469,4.983,0.093,609.0,22.083,5.268,266.846,298.78,113.306,0.575,0,122104.0,1305.0,0.154,1192.41,45.914,1.572
6.602,8.696,8.696,4.022,6.056,2.276,3.334,0.17,15.09,4.0,19.1,17.789,0,16.332,6.555,3.424,1043.65,1.56,7.501,2.675,4.946,27.5,51.208,0,2.106,2.106,1.957,726.0,5.341,6.129,700.0,3.101,0,748.489,3.047,14.561,5.395,5.553,36.759,2.456,768.418,3.782,238.0,3.078,4.998,8.782,1.0,1.0,0,780.563,0.103,6.457,4.977,0.096,597.0,21.25,5.268,265.048,262.737,107.417,0.439,0,102429.0,1282.0,0.158,1116.42,45.043,1.589
