pXC50,GGI7,Eig11_AEA.ri.,Eig11_EA.ri.,Eig11_EA,SM05_AEA.dm.,ATSC5p,Eig11_EA.ed.,SM06_AEA.ri.,Psi_i_1,TIC3,SpMax6_Bh.p.,Eig13_AEA.ed.,ATSC5m,SpMin5_Bh.i.,TIC4,TIC5,Eig14_AEA.bo.,SpMin7_Bh.i.,SpMax8_Bh.v.,Eig12_AEA.ed.,SNar,Xt,Eig12_AEA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,X1v,RDCHI,SpMin6_Bh.i.,Eig12_EA,Eig12_EA.bo.,SM06_AEA.dm.,Eig14_AEA.ri.,Eig12_EA.ed.,Eig12_EA.ri.,SM07_AEA.ri.,SpMin5_Bh.s.,Yindex,SpMax7_Bh.e.,SpMax6_Bh.v.,Eig13_AEA.ri.,Eig15_AEA.ri.,SpMin7_Bh.p.,Eig11_AEA.ed.,SpMin7_Bh.e.,Eig14_AEA.ed.,X1MulPer,SpMax8_Bh.p.,Eig12_AEA.bo.,SpMax7_Bh.i.,X1sol,Chi0_EA.ri.,GMTI,Eig14_EA.ri.,CATS2D_07_AL,SpMin6_Bh.e.,Chi1_EA.ed.,ATS1p,X1Per,ATS1v,SpMax7_Bh.p.,SpMax3_Bh.i.,X1Kup
5.241,0.1,0.413,-0.525,-0.551,-0.551,6.635,-1.462,-1.462,10.692,140.825,2.666,2.0,17.3,0.833,149.58,149.58,-0.034,0.59,1.96,2.244,12.948,0.278,0.083,9.76,9.76,9.76,9.76,9.76,5.713,2.863,0.715,-0.899,-1.158,-0.899,-0.358,-2.568,-0.88,-2.568,0.197,1.068,2.594,2.663,-0.314,-0.501,0.959,2.381,0.647,1.733,5.555,1.958,0.485,2.614,8.63,12.188,2286.0,-1.221,0,0.749,3.081,3.137,4.557,3.134,2.288,3.522,5.654
6.276,0.293,0.521,-0.428,-0.445,-0.445,9.593,-0.632,-0.632,11.768,196.705,2.803,1.855,27.478,1.287,196.705,196.705,0.223,0.88,2.425,2.0,13.523,0.272,0.337,10.296,10.296,10.296,10.296,10.296,7.512,3.187,0.913,-0.74,-0.866,-0.74,-0.017,-1.512,-0.777,-1.512,0.723,0.834,2.782,2.801,0.119,-0.271,1.18,2.296,0.949,1.555,7.204,2.447,0.555,2.869,9.651,13.688,3404.0,-0.982,0,1.004,3.747,3.326,6.051,3.273,2.553,3.586,7.434
5.801,0.282,0.852,-0.024,-0.03,-0.03,9.738,-0.07,-0.07,12.398,173.995,2.735,2.144,31.112,0.836,178.75,178.75,0.452,0.722,2.549,2.255,15.027,0.258,0.547,11.29,11.29,11.29,11.29,11.29,7.183,3.162,0.821,-0.371,-0.433,-0.371,0.0,-0.841,-0.331,-0.841,0.255,0.867,2.854,2.715,0.232,-0.281,1.038,2.701,0.749,2.0,6.612,2.542,0.835,2.878,10.364,14.237,3724.0,-0.886,0,0.876,3.8,3.302,5.416,3.284,2.698,3.598,6.765
5.167,0.231,0.521,-0.428,-0.445,-0.445,9.339,-0.85,-0.85,11.352,189.82,2.8,1.707,25.359,1.287,189.82,189.82,0.154,0.878,2.425,2.0,13.118,0.276,0.308,9.829,9.829,9.829,9.829,9.829,7.372,3.149,0.912,-0.748,-0.925,-0.748,-0.018,-1.552,-0.777,-1.552,0.738,0.821,2.744,2.788,0.002,-0.471,1.176,2.0,0.949,1.555,7.069,2.447,0.555,2.848,9.241,13.158,3041.0,-1.012,0,1.005,3.672,3.317,5.954,3.249,2.545,3.586,7.309
5.629,0.0,-1.0,-2.0,-2.0,-2.0,2.324,-6.16,-6.16,5.631,88.107,1.691,0.0,8.622,0.323,90.107,92.107,0.0,0.0,1.411,0.0,6.762,0.385,0.0,5.366,5.366,5.366,5.366,5.366,3.447,2.243,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481,2.008,1.772,0.0,0.0,0.492,0.231,0.03,0.0,3.336,1.412,0.0,2.184,5.236,7.301,557.0,0.0,0,0.099,2.007,2.641,2.793,2.625,1.561,3.025,3.403
7.0,0.189,1.714,0.719,0.746,0.746,11.436,1.783,1.783,14.808,212.379,2.941,2.56,31.564,1.261,215.133,215.133,0.794,0.87,2.715,3.114,18.781,0.231,1.294,13.375,13.375,13.375,13.375,13.375,9.203,3.859,1.064,0.383,0.513,0.383,0.39,0.99,0.343,0.99,0.825,0.433,2.928,2.91,0.715,0.201,1.142,3.247,0.931,2.303,8.127,2.735,1.697,2.996,12.184,17.159,7814.0,-0.465,3,1.153,4.786,3.513,6.677,3.453,2.79,3.8,8.367
7.222,0.302,1.967,0.965,1.0,1.0,11.968,2.275,2.275,16.545,237.323,2.987,3.119,36.43,1.262,239.323,239.323,0.974,1.054,2.775,3.284,20.572,0.22,1.715,15.333,15.333,15.333,15.333,15.333,9.93,4.074,1.064,0.747,0.885,0.747,0.717,1.791,0.72,1.791,0.825,0.414,3.111,2.987,1.294,0.398,1.376,3.414,1.092,2.747,8.827,2.783,2.0,3.206,12.578,19.33,11374.0,-0.227,3,1.153,5.127,3.559,7.188,3.535,2.941,3.825,9.019
8.284,0.267,1.967,0.965,1.0,1.0,14.675,2.301,2.301,18.05,318.265,2.973,3.018,42.329,1.374,322.265,322.265,1.638,1.064,2.91,3.414,22.364,0.211,1.919,16.204,16.204,16.204,16.204,16.204,10.781,4.328,1.125,0.955,1.0,0.955,1.345,2.275,0.915,2.275,0.832,0.365,3.161,2.981,1.488,1.206,1.422,3.555,1.153,2.797,10.315,2.941,2.0,3.239,14.652,21.231,14535.0,0.4,5,1.197,5.698,3.681,8.538,3.652,2.951,3.824,10.601
6.824,0.345,1.967,0.965,1.0,1.0,12.706,2.346,2.346,17.561,271.254,2.996,3.25,39.989,1.207,275.254,275.254,1.613,1.053,2.891,3.414,21.671,0.215,1.946,16.257,16.257,16.257,16.257,16.257,9.98,4.188,1.064,0.978,1.0,0.978,1.21,2.275,0.941,2.275,0.825,0.403,3.15,3.033,1.632,0.79,1.407,3.481,1.125,2.808,9.591,2.892,2.0,3.234,13.097,20.449,13531.0,0.228,4,1.153,5.368,3.586,7.832,3.59,2.941,3.823,9.766
6.0,0.214,1.867,0.858,0.901,0.901,12.224,2.15,2.15,15.855,228.568,2.941,2.64,34.358,1.242,231.323,231.323,1.15,0.921,2.757,3.241,19.592,0.226,1.6,14.282,14.282,14.282,14.282,14.282,9.73,3.958,1.064,0.638,0.699,0.638,0.729,1.559,0.609,1.559,0.825,0.418,2.986,2.91,0.879,0.54,1.138,3.414,0.955,2.444,8.572,2.747,1.76,3.034,12.612,18.167,9512.0,-0.206,2,1.153,4.865,3.557,7.039,3.507,2.884,3.801,8.856
7.149,0.23,1.861,0.853,0.896,0.896,12.451,2.143,2.143,15.902,242.366,2.941,2.636,35.553,1.243,246.366,246.366,1.135,0.922,2.762,3.235,19.592,0.226,1.595,14.283,14.283,14.283,14.283,14.283,9.771,3.928,1.064,0.632,0.696,0.632,0.73,1.542,0.604,1.542,0.825,0.43,2.986,2.91,0.889,0.548,1.159,3.414,0.956,2.443,8.613,2.753,1.759,3.032,13.022,18.187,9336.0,-0.207,3,1.153,4.873,3.566,7.088,3.515,2.884,3.796,8.906
6.841,0.365,1.489,0.495,0.55,0.55,8.404,1.39,1.39,14.855,201.66,2.895,2.592,31.568,1.249,205.66,205.66,0.578,0.871,2.391,3.142,16.937,0.243,1.283,12.769,12.769,12.769,12.769,12.769,8.867,3.358,1.028,0.258,0.318,0.258,0.179,0.653,0.26,0.653,0.767,0.707,2.882,2.874,0.503,0.05,1.286,3.395,0.951,2.349,7.591,2.401,1.627,2.922,11.44,15.657,5119.0,-0.834,4,1.083,3.947,3.365,6.077,3.347,2.589,3.611,7.767
5.745,0.455,1.111,0.186,0.209,0.209,12.405,0.476,0.476,13.654,232.274,2.882,2.203,32.117,1.306,239.784,239.784,0.555,0.913,2.715,2.409,16.008,0.25,0.906,12.225,12.225,12.225,12.225,12.225,8.619,3.484,0.949,-0.051,-0.06,-0.051,0.462,-0.11,-0.049,-0.11,0.819,0.839,3.01,2.889,0.521,0.116,1.175,2.765,0.961,2.0,8.282,2.735,1.17,3.038,11.562,16.354,5437.0,-0.437,2,1.014,4.457,3.493,6.976,3.444,2.79,3.771,8.542
8.0,0.248,1.724,0.728,0.755,0.755,12.435,1.794,1.794,15.7,244.366,2.968,2.76,35.915,1.261,246.366,246.366,0.972,1.064,2.779,3.119,19.879,0.224,1.372,14.28,14.28,14.28,14.28,14.28,9.732,3.965,1.124,0.489,0.579,0.489,0.722,1.013,0.426,1.013,0.825,0.43,3.111,2.977,1.279,0.409,1.376,3.282,1.153,2.53,8.571,2.786,1.733,3.206,13.133,18.698,9364.0,-0.209,3,1.197,4.982,3.561,7.062,3.514,2.941,3.803,8.854
6.593,0.118,-0.1,-0.959,-1.0,-1.0,6.529,-2.852,-2.852,8.982,126.49,2.618,1.099,19.836,0.804,128.49,132.49,-0.5,0.628,1.783,1.372,10.057,0.315,-0.505,7.857,7.857,7.857,7.857,7.857,5.278,2.63,0.722,-1.412,-1.688,-1.412,-0.894,-4.223,-1.296,-4.223,0.469,1.102,2.738,2.57,-0.614,-1.0,1.006,1.434,0.695,1.048,4.996,1.801,-0.173,2.797,7.075,9.831,1426.0,-1.8,0,0.766,2.596,3.037,4.175,2.997,2.501,3.415,5.209
7.301,0.319,2.07,1.063,1.084,1.084,14.249,2.49,2.49,18.556,290.965,3.015,3.414,41.832,1.329,294.965,294.965,1.548,1.064,2.889,3.475,22.364,0.211,1.967,16.774,16.774,16.774,16.774,16.774,11.358,4.361,1.097,1.0,1.057,1.0,1.439,2.275,0.965,2.275,0.825,0.359,3.111,3.062,1.817,0.811,1.376,3.494,1.15,3.001,10.158,2.904,2.152,3.206,14.006,21.242,15835.0,0.45,5,1.153,5.644,3.695,8.335,3.656,2.941,3.842,10.433
8.0,0.265,1.967,0.965,1.0,1.0,14.727,2.275,2.275,17.711,298.253,2.97,3.001,41.209,1.328,302.253,302.253,1.526,1.076,2.9,3.414,21.671,0.215,1.817,15.721,15.721,15.721,15.721,15.721,11.159,4.253,1.125,0.858,1.0,0.858,1.338,2.071,0.809,2.071,0.825,0.369,3.111,2.98,1.466,0.81,1.376,3.491,1.153,2.746,9.902,2.913,2.0,3.206,14.56,20.61,13305.0,0.39,5,1.197,5.499,3.697,8.208,3.637,2.941,3.822,10.269
7.569,0.22,1.721,0.726,0.752,0.752,11.64,1.793,1.793,15.224,228.084,2.941,2.619,33.555,1.261,230.084,230.084,0.901,0.872,2.748,3.118,19.186,0.228,1.299,13.842,13.842,13.842,13.842,13.842,9.343,3.891,1.064,0.388,0.521,0.388,0.532,1.0,0.348,1.0,0.825,0.433,2.954,2.91,0.862,0.334,1.162,3.282,0.931,2.367,8.262,2.746,1.706,3.002,12.595,17.69,8533.0,-0.354,3,1.153,4.83,3.52,6.774,3.473,2.791,3.8,8.492
5.301,0.0,-0.843,-1.84,-1.842,-1.842,4.106,-4.789,-4.789,7.152,99.342,2.395,0.198,9.739,0.821,102.096,102.096,0.0,0.0,1.21,0.198,9.129,0.331,-1.0,6.454,6.454,6.454,6.454,6.454,4.418,2.539,0.509,-2.0,-2.527,-2.0,0.0,-4.789,-1.936,-4.789,0.218,1.122,2.004,2.383,-1.035,0.0,0.461,0.942,0.08,0.0,4.292,1.25,-0.63,2.176,5.966,8.54,889.0,0.0,0,0.6,2.598,2.893,3.58,2.826,1.677,3.133,4.395
6.0,0.199,1.86,0.851,0.895,0.895,12.25,2.136,2.136,15.486,225.814,2.941,2.585,33.481,1.243,231.323,231.323,0.95,0.922,2.742,3.222,19.186,0.228,1.587,13.816,13.816,13.816,13.816,13.816,9.63,3.895,1.064,0.624,0.686,0.624,0.685,1.528,0.597,1.528,0.825,0.43,2.986,2.91,0.792,0.386,1.137,3.247,0.956,2.419,8.478,2.749,1.749,3.031,12.612,17.657,8565.0,-0.249,3,1.153,4.828,3.559,6.991,3.496,2.884,3.796,8.781
8.097,0.321,2.071,1.063,1.085,1.085,14.185,2.491,2.491,18.895,310.904,3.02,3.414,43.249,1.375,314.904,314.904,1.654,1.064,2.91,3.477,23.057,0.208,1.967,17.257,17.257,17.257,17.257,17.257,10.98,4.435,1.083,1.0,1.16,1.0,1.467,2.302,0.965,2.302,0.833,0.355,3.159,3.067,1.919,1.207,1.422,3.562,1.143,3.019,10.571,2.94,2.215,3.238,14.097,21.863,17221.0,0.478,5,1.153,5.843,3.679,8.664,3.671,2.941,3.843,10.766
7.244,0.287,2.069,1.062,1.084,1.084,13.424,2.49,2.49,17.878,276.009,3.015,3.18,39.742,1.264,278.009,278.009,1.523,1.064,2.889,3.414,21.959,0.213,1.967,16.333,16.333,16.333,16.333,16.333,10.93,4.324,1.118,1.0,1.0,1.0,1.263,2.275,0.965,2.275,0.825,0.362,3.111,3.059,1.555,0.75,1.376,3.477,1.153,2.973,9.807,2.914,2.0,3.206,13.578,20.745,14644.0,0.309,4,1.174,5.602,3.654,8.021,3.62,2.941,3.845,10.019
9.114,0.234,1.967,0.965,1.0,1.0,13.899,2.275,2.275,17.033,283.22,2.97,2.973,39.201,1.264,285.22,285.22,1.505,1.103,2.898,3.18,21.266,0.217,1.565,15.28,15.28,15.28,15.28,15.28,10.732,4.217,1.125,0.605,0.76,0.605,1.251,1.425,0.576,1.425,0.825,0.372,3.111,2.98,1.368,0.753,1.376,3.414,1.165,2.744,9.551,2.924,1.959,3.206,14.133,20.113,12258.0,0.301,4,1.197,5.457,3.657,7.894,3.601,2.941,3.825,9.854
5.0,0.255,1.088,0.131,0.139,0.139,7.798,0.347,0.347,13.363,192.905,2.889,2.361,23.752,1.064,194.905,194.905,0.615,0.944,2.617,2.765,17.394,0.24,0.844,12.38,12.38,12.38,12.38,12.38,7.647,3.39,0.969,-0.101,-0.125,-0.101,0.157,-0.258,-0.095,-0.258,0.65,0.743,3.006,2.895,0.658,0.096,1.255,2.892,1.021,2.0,7.353,2.625,1.191,3.095,10.81,15.684,4635.0,-0.793,2,1.042,4.363,3.353,6.086,3.334,2.807,3.798,7.535
7.097,0.325,0.624,-0.2,-0.258,-0.258,10.184,-0.614,-0.614,12.596,183.367,2.827,2.239,28.826,0.975,189.367,189.367,0.349,0.804,2.57,2.354,15.315,0.256,0.486,11.386,11.386,11.386,11.386,11.386,8.331,3.27,0.898,-0.455,-0.518,-0.455,-0.02,-1.155,-0.424,-1.155,0.471,0.809,2.874,2.812,0.176,-0.1,1.027,2.529,0.934,2.0,6.798,2.618,0.733,2.977,10.845,14.652,3883.0,-0.888,4,0.94,4.052,3.418,5.68,3.333,2.686,3.776,7.172
5.194,0.181,0.14,-0.816,-0.837,-0.837,9.784,-1.951,-1.951,10.781,186.213,2.836,1.338,23.176,1.103,194.213,200.213,-0.172,0.879,2.405,1.544,11.731,0.292,-0.017,8.837,8.837,8.837,8.837,8.837,6.999,2.918,0.968,-1.0,-1.0,-1.0,-0.414,-2.436,-0.982,-2.436,0.644,0.916,2.937,2.819,-0.313,-0.771,1.213,2.0,0.976,1.281,6.641,2.439,0.0,3.037,8.203,11.546,2182.0,-1.414,1,1.07,3.191,3.31,5.622,3.213,2.747,3.613,6.967
4.523,0.223,1.833,0.824,0.855,0.855,8.551,2.09,2.09,14.264,183.66,2.874,2.56,23.121,1.064,191.66,191.66,0.7,0.826,2.715,3.037,18.493,0.233,1.396,13.303,13.303,13.303,13.303,13.303,8.322,3.711,0.931,0.393,0.579,0.393,0.309,0.946,0.391,0.946,0.618,0.511,2.911,2.9,0.767,0.198,1.106,3.414,0.886,2.172,7.7,2.735,1.924,2.974,12.009,16.93,7024.0,-0.52,3,0.997,4.559,3.407,6.31,3.39,2.757,3.778,7.865
4.921,0.161,1.595,0.61,0.643,0.643,9.956,1.5,1.5,14.695,216.084,2.899,2.447,28.612,1.064,216.084,216.084,0.5,0.901,2.715,2.828,18.087,0.235,1.012,12.852,12.852,12.852,12.852,12.852,8.937,3.706,1.006,0.072,0.08,0.072,0.261,0.174,0.064,0.174,0.825,0.485,3.032,2.907,0.619,0.124,1.236,3.164,0.987,2.0,8.295,2.735,1.237,3.119,11.582,16.396,6581.0,-0.614,1,1.102,4.51,3.466,6.787,3.419,2.858,3.779,8.489
4.0,0.129,0.134,-0.811,-0.838,-0.838,5.63,-2.044,-2.044,10.412,144.77,2.759,1.872,17.944,1.062,152.77,152.77,-0.08,0.71,2.21,2.0,13.118,0.276,-0.055,9.398,9.398,9.398,9.398,9.398,6.149,3.06,0.873,-1.0,-1.196,-1.0,-0.4,-2.501,-0.9,-2.501,0.612,0.737,2.772,2.762,-0.1,-0.637,1.002,2.0,0.783,1.442,5.875,2.212,0.315,2.87,8.326,12.041,2534.0,-1.274,1,0.961,3.359,3.13,4.872,3.097,2.571,3.491,6.043
6.469,0.145,1.594,0.609,0.641,0.641,9.808,1.495,1.495,14.037,199.722,2.854,2.445,30.553,1.064,204.477,204.477,0.687,0.826,2.742,2.824,18.087,0.235,1.012,12.853,12.853,12.853,12.853,12.853,8.32,3.675,0.935,0.072,0.082,0.072,0.285,0.173,0.063,0.173,0.809,0.504,2.905,2.87,0.604,0.135,1.119,3.162,0.894,2.0,7.687,2.744,1.256,2.975,11.598,16.42,6429.0,-0.591,2,1.02,4.517,3.417,6.317,3.384,2.796,3.78,7.874
5.854,0.161,1.595,0.609,0.643,0.643,10.111,1.5,1.5,14.183,196.477,2.941,2.447,28.663,1.064,196.477,196.477,0.669,0.834,2.715,2.828,18.087,0.235,1.004,12.852,12.852,12.852,12.852,12.852,9.015,3.706,0.939,0.072,0.082,0.072,0.245,0.174,0.047,0.174,0.81,0.485,2.904,2.91,0.584,0.123,1.099,3.164,0.892,2.0,7.679,2.735,1.262,2.971,12.159,16.485,6581.0,-0.547,1,1.02,4.51,3.475,6.306,3.401,2.791,3.777,7.904
4.921,0.102,-0.008,-0.97,-1.0,-1.0,7.855,-2.177,-2.177,9.902,171.995,2.746,1.313,20.377,0.953,175.995,175.995,-0.5,0.618,2.344,1.462,11.326,0.297,-0.028,8.386,8.386,8.386,8.386,8.386,6.306,2.864,0.839,-1.0,-1.229,-1.0,-0.765,-2.7,-0.991,-2.7,0.633,0.942,2.669,2.748,-0.439,-0.935,1.003,1.715,0.706,1.067,6.083,2.389,0.0,2.779,7.792,11.087,1869.0,-1.648,0,0.883,3.152,3.183,5.096,3.111,2.509,3.603,6.259
6.0,0.1,-0.233,-1.156,-1.201,-1.201,5.596,-2.932,-2.932,8.68,136.825,2.485,1.0,17.356,0.927,136.825,136.825,-0.873,0.167,1.845,1.084,9.94,0.317,-0.831,7.403,7.403,7.403,7.403,7.403,6.084,2.685,0.732,-1.745,-1.84,-1.745,-1.0,-4.555,-1.435,-4.555,0.428,0.973,2.301,2.475,-0.9,-1.096,0.714,1.169,0.315,0.712,5.078,1.896,-0.337,2.461,7.2,9.894,1310.0,-1.801,1,0.837,2.784,3.066,4.239,2.968,2.006,3.493,5.293
6.745,0.375,1.401,0.416,0.433,0.433,6.359,0.831,0.831,14.195,208.705,2.941,2.688,24.547,1.072,208.705,208.705,0.776,0.943,2.771,2.809,18.205,0.234,1.153,13.291,13.291,13.291,13.291,13.291,8.181,3.503,1.064,0.207,0.241,0.207,0.536,0.385,0.194,0.385,0.7,0.714,2.996,2.91,0.766,0.306,1.331,3.053,1.026,2.387,7.826,2.742,1.426,3.083,11.242,16.866,5696.0,-0.397,1,1.153,4.473,3.357,6.46,3.362,2.801,3.855,8.007
5.244,0.161,1.591,0.607,0.643,0.643,9.001,1.5,1.5,14.02,196.477,2.893,2.447,25.7,1.064,196.477,196.477,0.669,0.832,2.715,2.828,18.087,0.235,1.003,12.852,12.852,12.852,12.852,12.852,8.311,3.706,0.965,0.072,0.082,0.072,0.249,0.174,0.063,0.174,0.818,0.485,2.908,2.901,0.613,0.128,1.116,3.164,0.887,2.0,7.677,2.735,1.262,2.974,11.582,16.465,6581.0,-0.607,0,1.033,4.51,3.413,6.3,3.382,2.776,3.778,7.863
5.959,0.72,1.643,0.661,0.711,0.711,6.344,2.068,2.068,14.908,205.95,2.941,2.828,26.101,1.134,205.95,205.95,0.754,1.01,2.766,3.089,18.898,0.23,1.135,14.338,14.338,14.338,14.338,14.338,8.232,3.592,1.064,0.194,0.227,0.194,0.533,0.516,0.182,0.516,0.692,0.678,3.066,2.91,0.751,0.259,1.376,3.414,1.095,2.749,7.849,2.764,1.427,3.157,11.097,17.602,6982.0,-0.403,2,1.153,4.605,3.352,6.44,3.388,2.835,3.857,8.004
4.0,0.391,1.166,0.22,0.24,0.24,7.013,0.606,0.606,13.733,196.968,2.855,2.395,24.849,1.064,196.968,196.968,0.685,0.907,2.701,2.835,17.512,0.239,0.831,12.83,12.83,12.83,12.83,12.83,7.721,3.408,1.042,-0.102,-0.122,-0.102,0.321,-0.267,-0.095,-0.267,0.676,0.737,2.991,2.855,0.703,0.008,1.236,3.031,0.973,2.338,7.351,2.705,1.133,3.071,10.72,16.081,5075.0,-0.522,1,1.143,4.271,3.324,6.075,3.331,2.788,3.849,7.552
5.848,0.269,1.067,0.114,0.12,0.12,5.829,0.3,0.3,13.171,188.15,2.892,2.362,23.253,1.065,190.15,190.15,0.545,0.93,2.66,2.765,17.107,0.242,0.73,12.38,12.38,12.38,12.38,12.38,7.505,3.369,1.064,-0.213,-0.244,-0.213,0.199,-0.521,-0.201,-0.521,0.692,0.745,2.988,2.891,0.53,0.05,1.243,2.898,1.006,2.0,7.149,2.668,1.001,3.076,10.704,15.431,4598.0,-0.685,2,1.153,4.239,3.296,5.929,3.294,2.798,3.834,7.352
5.036,0.475,1.351,0.38,0.513,0.513,8.416,1.354,1.354,14.323,192.905,2.92,2.592,26.23,1.064,194.905,194.905,0.788,0.946,2.653,2.87,18.205,0.234,0.919,13.331,13.331,13.331,13.331,13.331,8.609,3.485,0.97,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.65,0.716,3.01,2.91,0.727,0.279,1.208,3.37,1.0,2.433,7.548,2.669,1.302,3.094,12.192,16.865,5691.0,-0.403,4,1.041,4.509,3.411,6.197,3.391,2.826,3.797,7.8
4.936,0.041,-0.766,-1.603,-1.702,-1.702,3.899,-4.855,-4.855,7.398,115.627,2.157,0.231,12.159,0.826,115.627,115.627,0.0,0.069,1.503,0.492,8.841,0.336,-0.983,6.403,6.403,6.403,6.403,6.403,4.643,2.489,0.399,-1.94,-2.479,-1.94,0.0,-5.142,-1.861,-5.142,0.18,1.142,2.334,2.138,-1.0,0.0,0.614,0.751,0.23,0.0,4.472,1.554,-0.825,2.48,5.898,8.536,842.0,0.0,1,0.547,2.371,2.852,3.733,2.799,1.983,3.428,4.59
6.678,0.347,1.185,0.237,0.28,0.28,6.28,0.703,0.703,13.649,190.15,2.91,2.39,24.11,1.066,190.15,190.15,0.691,0.931,2.69,2.809,17.512,0.239,0.763,12.863,12.863,12.863,12.863,12.863,7.982,3.421,1.064,-0.171,-0.189,-0.171,0.31,-0.406,-0.153,-0.406,0.692,0.729,2.99,2.909,0.535,0.123,1.223,3.038,0.997,2.338,7.243,2.706,1.011,3.076,11.386,16.015,5113.0,-0.424,3,1.153,4.318,3.327,5.978,3.324,2.805,3.833,7.482
5.0,0.153,0.185,-0.779,-0.796,-0.796,9.398,-1.785,-1.785,10.679,190.968,2.845,1.437,24.87,1.169,200.968,200.968,-0.25,0.823,2.203,1.536,12.019,0.288,0.049,8.84,8.84,8.84,8.84,8.84,7.099,2.968,0.972,-0.928,-1.016,-0.928,-0.635,-2.487,-0.905,-2.487,0.736,0.929,2.822,2.822,-0.313,-0.816,1.213,1.788,0.932,1.094,6.819,2.218,0.222,2.947,8.347,12.036,2189.0,-1.55,2,1.062,3.399,3.254,5.753,3.173,2.572,3.644,7.037
5.0,0.447,1.178,0.23,0.251,0.251,7.583,0.646,0.646,13.958,208.705,2.906,2.394,30.177,1.066,208.705,208.705,0.62,0.937,2.693,2.835,17.512,0.239,0.827,12.836,12.836,12.836,12.836,12.836,7.89,3.402,1.064,-0.107,-0.12,-0.107,0.303,-0.287,-0.1,-0.287,0.714,0.744,3.037,2.91,0.705,0.081,1.292,3.051,1.02,2.338,7.505,2.695,1.107,3.137,10.72,16.085,5053.0,-0.528,1,1.153,4.277,3.346,6.197,3.347,2.817,3.786,7.715
5.328,0.161,1.595,0.61,0.643,0.643,9.304,1.5,1.5,14.033,196.477,2.876,2.447,25.325,1.064,196.477,196.477,0.669,0.826,2.715,2.828,18.087,0.235,1.012,12.852,12.852,12.852,12.852,12.852,8.314,3.706,0.935,0.072,0.082,0.072,0.261,0.174,0.064,0.174,0.808,0.485,2.909,2.888,0.619,0.124,1.107,3.164,0.886,2.0,7.679,2.735,1.262,2.974,11.582,16.396,6581.0,-0.614,1,1.018,4.51,3.417,6.306,3.384,2.757,3.78,7.868
5.399,0.184,0.362,-0.589,-0.61,-0.61,10.712,-1.213,-1.213,11.226,203.82,2.904,1.536,28.28,1.178,207.82,207.82,-0.132,0.853,2.352,1.643,12.712,0.28,0.087,9.34,9.34,9.34,9.34,9.34,8.483,3.091,1.032,-0.886,-0.946,-0.886,-0.601,-2.037,-0.838,-2.037,0.715,0.865,2.892,2.875,-0.059,-0.636,1.265,1.932,0.966,1.434,6.767,2.403,0.251,3.011,9.45,13.058,2632.0,-1.273,2,1.112,3.653,3.339,5.664,3.229,2.64,3.595,7.15
4.818,0.069,-0.635,-1.551,-1.604,-1.604,4.459,-4.26,-4.26,8.065,132.452,2.214,0.49,13.224,0.858,132.452,132.452,-0.942,0.14,1.78,0.743,9.534,0.324,-0.819,6.903,6.903,6.903,6.903,6.903,5.143,2.626,0.728,-1.763,-2.026,-1.763,-1.0,-4.863,-1.668,-4.863,0.455,0.994,2.385,2.202,-0.998,0.0,0.702,1.052,0.301,0.137,4.96,1.815,-0.52,2.514,6.398,9.208,1097.0,-2.0,1,0.839,2.666,2.948,4.16,2.888,2.056,3.501,5.09
5.975,0.184,1.262,0.278,0.284,0.284,11.096,0.597,0.597,13.162,224.574,2.917,2.093,28.881,1.237,227.329,227.329,0.494,0.855,2.657,2.35,15.89,0.251,0.469,11.357,11.357,11.357,11.357,11.357,8.156,3.464,1.059,-0.507,-0.552,-0.507,0.095,-0.923,-0.493,-0.923,0.759,0.646,2.888,2.897,0.353,0.0,1.25,2.794,0.962,1.759,7.882,2.671,0.731,2.996,10.365,14.889,4554.0,-0.874,2,1.127,4.252,3.43,6.571,3.363,2.735,3.761,8.095
7.174,0.375,1.398,0.411,0.433,0.433,6.78,0.831,0.831,14.303,208.705,2.941,2.688,25.329,1.077,208.705,208.705,0.776,0.95,2.794,2.809,18.205,0.234,1.134,13.291,13.291,13.291,13.291,13.291,8.558,3.503,1.064,0.207,0.241,0.207,0.535,0.385,0.181,0.385,0.7,0.714,2.996,2.91,0.758,0.25,1.326,3.053,1.029,2.387,7.826,2.796,1.426,3.083,11.924,16.94,5696.0,-0.381,3,1.153,4.473,3.388,6.46,3.378,2.81,3.848,8.062
5.509,0.084,0.178,-0.774,-0.795,-0.795,6.125,-1.855,-1.855,10.059,151.71,2.693,1.586,16.135,0.968,151.71,151.71,-0.377,0.638,2.172,2.0,12.425,0.284,-0.049,8.891,8.891,8.891,8.891,8.891,6.057,2.894,0.769,-1.0,-1.344,-1.0,-0.745,-2.858,-0.946,-2.858,0.517,0.904,2.67,2.683,-0.2,-0.896,0.947,2.0,0.719,1.276,5.831,2.186,0.234,2.786,7.881,11.437,1942.0,-1.615,2,0.866,3.165,3.119,4.854,3.073,2.441,3.569,5.988
