pXC50,D.Dtr07,PDI,X5A,H.047,nR07,ATSC7s,SpDiam_EA.ri.,nHM,SpMax2_Bh.m.,P_VSA_m_4,H.051,C.006,GATS7m,P_VSA_i_1,PW5,Eig01_EA.ri.,SpMax_EA.ri.,SpDiam_EA.ed.,RBF,X4A,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,TPSA.Tot.,SpDiam_EA,ATSC7m,SM14_AEA.ed.,SM11_EA.ed.,SM12_EA.ed.,SM13_EA.ed.,GATS5v,SM14_EA.ed.,SM15_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,SM10_EA.ed.,SM12_AEA.ed.,CATS2D_05_NL,ATSC7e,piPC04,SM08_EA.bo.,GATS6i,SM06_EA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM08_EA.ed.,SpMin5_Bh.i.,SM10_AEA.ed.,SpMin3_Bh.s.,SM13_AEA.ed.,MPC06,SpMax3_Bh.m.,Xindex,ATSC7p,ATSC8s,nCrs,SM15_AEA.ed.,SpDiam_AEA.bo.,LOC,MWC09,MWC10,SM09_EA.ed.,piPC05,piPC06,MATS2m,CATS2D_02_AN
7.553,0.0,0.867,0.071,5,0,118.874,5.194,0,3.689,0.0,2,0,1.126,0.0,0.105,3.194,3.194,19.362,0.119,0.106,7.022,7.022,19.85,94.91,5.316,23.777,27.508,27.342,29.83,32.298,1.08,34.782,37.26,3.316,3.316,3.316,24.896,23.695,4,0.598,4.744,11.429,0.903,15.224,11.985,11.985,11.985,20.009,0.956,19.914,0.994,25.598,4.263,3.488,0.494,7.568,62.079,2,29.423,5.462,1.854,10.971,11.879,22.395,5.234,5.344,0.113,1
7.796,0.0,0.874,0.082,8,0,118.401,4.954,2,3.795,77.712,1,2,1.128,38.564,0.096,2.954,2.954,17.454,0.156,0.123,6.596,6.596,14.496,96.41,5.074,27.99,26.548,25.758,28.119,30.437,0.979,32.787,35.117,3.074,3.074,3.074,23.47,22.833,2,0.702,4.432,11.044,1.056,14.334,10.391,10.391,10.391,18.859,0.857,19.146,0.777,24.688,3.526,3.555,0.685,7.586,51.128,0,28.413,5.168,1.928,10.333,11.192,21.08,4.874,4.83,-0.016,1
7.18,0.0,0.907,0.084,15,0,104.815,4.956,1,3.817,38.564,1,3,1.199,38.564,0.093,2.956,2.956,17.4,0.17,0.126,6.592,6.592,21.901,105.64,5.068,30.736,26.603,25.748,28.101,30.412,0.953,32.756,35.082,3.068,3.068,3.068,23.471,22.916,3,0.629,4.898,11.417,1.035,14.429,10.364,10.364,10.364,18.895,1.133,19.262,1.06,24.756,3.989,3.749,0.409,9.882,54.126,0,28.456,5.16,1.605,10.644,11.493,21.097,5.395,5.334,-0.07,1
7.194,0.0,0.873,0.072,5,0,125.173,5.191,0,3.65,0.0,3,0,1.142,0.0,0.111,3.191,3.191,19.327,0.128,0.106,7.021,7.021,17.708,94.91,5.314,23.092,27.455,27.331,29.821,32.292,1.025,34.777,37.255,3.314,3.314,3.314,24.882,23.627,4,0.654,4.726,11.389,1.066,15.171,11.982,11.982,11.982,19.98,0.956,19.829,0.981,25.538,4.234,3.472,0.495,6.904,73.882,2,29.377,5.455,1.885,10.907,11.818,22.376,5.218,5.334,0.081,1
4.796,0.0,0.903,0.072,5,0,118.926,5.191,0,3.655,0.0,3,0,1.152,0.0,0.111,3.191,3.191,19.327,0.125,0.106,7.021,7.021,18.003,100.7,5.314,24.283,27.455,27.331,29.821,32.292,1.012,34.777,37.255,3.314,3.314,3.314,24.882,23.627,4,0.619,4.726,11.389,1.047,15.171,11.982,11.982,11.982,19.98,0.957,19.829,0.982,25.538,4.234,3.477,0.495,6.988,61.649,2,29.377,5.455,1.885,10.907,11.818,22.376,5.218,5.334,0.091,1
6.523,0.0,0.869,0.086,9,0,98.756,4.951,1,3.745,38.564,1,2,1.257,38.564,0.097,2.951,2.951,17.39,0.156,0.125,6.591,6.591,12.589,96.41,5.062,23.876,26.51,25.716,28.076,30.392,1.016,32.74,35.068,3.062,3.062,3.062,23.426,22.785,3,0.495,4.319,10.806,1.054,14.268,10.359,10.359,10.359,18.81,0.857,19.084,0.78,24.645,3.332,3.492,0.684,6.754,38.692,0,28.378,5.14,1.967,10.212,11.061,21.039,4.755,4.564,-0.065,1
6.839,0.0,0.898,0.086,13,0,177.504,5.199,1,3.842,7.958,0,3,1.236,7.958,0.085,3.199,3.199,18.576,0.21,0.127,6.801,6.801,12.516,149.2,5.254,51.764,27.489,27.03,29.435,31.821,0.995,34.223,36.617,3.254,3.254,3.254,24.662,23.712,3,1.227,4.631,11.456,0.997,15.233,11.21,11.21,11.21,19.916,1.39,19.953,1.114,25.599,4.078,3.797,0.4,15.054,257.802,1,29.382,5.467,1.379,10.87,11.739,22.244,4.92,4.611,-0.055,1
5.161,0.0,0.885,0.072,8,0,103.107,5.191,0,3.659,0.0,3,0,1.139,0.0,0.105,3.191,3.191,19.327,0.143,0.106,7.021,7.021,18.161,83.91,5.314,24.512,27.459,27.332,29.821,32.292,1.015,34.777,37.255,3.314,3.314,3.314,24.882,23.634,4,0.583,4.735,11.401,1.021,15.178,11.982,11.982,11.982,19.983,1.033,19.84,0.982,25.543,4.263,3.482,0.48,7.687,78.047,2,29.38,5.463,2.042,10.928,11.836,22.377,5.223,5.344,0.093,1
6.31,0.0,0.869,0.069,4,0,103.667,5.203,0,3.695,0.0,2,0,1.033,0.0,0.104,3.203,3.203,19.382,0.111,0.105,7.024,7.024,22.791,94.91,5.322,25.383,27.523,27.354,29.843,32.311,1.118,34.796,37.274,3.322,3.322,3.322,24.91,23.716,4,0.515,4.819,11.567,0.861,15.251,11.995,11.995,11.995,20.026,1.148,19.943,1.018,25.616,4.382,3.521,0.49,8.365,97.986,2,29.437,5.477,1.82,11.04,11.953,22.408,5.331,5.511,0.163,1
6.569,0.0,0.888,0.067,11,0,107.29,5.188,1,3.737,38.564,2,1,1.042,38.564,0.12,3.188,3.188,19.164,0.128,0.106,6.992,6.992,22.691,114.87,5.318,29.573,27.478,27.301,29.776,32.234,1.044,34.707,37.175,3.318,3.318,3.318,24.867,23.67,0,0.958,4.912,11.719,1.044,15.234,11.905,11.905,11.905,20.002,1.111,19.889,0.94,25.571,4.454,3.539,0.523,8.275,58.94,2,29.39,5.458,1.6,11.025,11.949,22.38,5.441,5.715,0.0,1
4.155,0.0,0.822,0.089,3,0,71.325,4.861,0,3.569,0.0,4,1,0.83,0.0,0.07,2.942,2.942,17.296,0.161,0.129,6.608,6.608,12.028,94.91,5.042,11.675,26.509,25.772,28.132,30.462,1.108,32.812,35.15,3.073,3.073,3.073,23.463,22.772,1,0.359,3.611,10.014,0.807,14.245,10.417,10.417,10.417,18.82,0.771,19.057,0.967,24.639,3.135,3.297,0.626,2.994,83.49,3,28.384,5.151,2.149,10.142,10.995,21.08,3.611,3.497,0.031,1
7.824,0.0,0.906,0.089,12,0,165.516,5.229,1,3.841,6.063,0,3,1.051,6.063,0.077,3.229,3.229,18.252,0.163,0.132,6.779,6.779,10.136,104.72,5.245,29.121,27.329,26.859,29.255,31.636,1.022,34.03,36.419,3.245,3.245,3.245,24.492,23.554,3,0.802,4.539,11.407,0.973,15.074,11.143,11.143,11.143,19.755,1.359,19.797,1.192,25.44,3.714,3.789,0.392,9.535,89.211,3,29.22,5.469,0.854,10.647,11.512,22.086,4.753,4.389,-0.113,1
6.959,0.0,0.862,0.069,7,0,133.172,5.201,0,3.694,0.0,2,0,0.983,0.0,0.103,3.201,3.201,19.385,0.13,0.105,7.024,7.024,25.809,104.14,5.323,27.928,27.533,27.358,29.846,32.314,1.082,34.799,37.277,3.323,3.323,3.323,24.915,23.728,3,0.931,4.855,11.586,0.984,15.265,11.997,11.997,11.997,20.034,1.134,19.959,0.994,25.627,4.443,3.519,0.483,8.406,68.469,2,29.445,5.479,1.859,11.073,11.986,22.414,5.374,5.586,0.14,1
7.509,0.0,0.898,0.074,9,0,94.551,5.059,1,3.792,38.564,1,2,1.167,38.564,0.1,3.059,3.059,17.735,0.125,0.113,6.629,6.629,11.711,96.41,5.141,31.83,26.86,26.102,28.461,30.779,0.953,33.13,35.463,3.141,3.141,3.141,23.814,23.147,3,0.434,4.584,11.213,0.938,14.674,10.565,10.565,10.565,19.206,1.007,19.455,1.12,25.001,4.078,3.563,0.496,9.729,49.835,3,28.722,5.264,1.813,10.724,11.612,21.43,4.993,5.026,-0.049,1
7.444,0.0,0.909,0.072,8,0,132.374,5.063,1,3.75,38.564,2,2,1.202,38.564,0.112,3.063,3.063,17.678,0.088,0.113,6.667,6.667,14.114,96.41,5.161,19.611,26.87,26.188,28.561,30.901,0.879,33.267,35.621,3.161,3.161,3.161,23.878,23.151,1,0.671,4.653,11.355,0.922,14.69,10.711,10.711,10.711,19.24,0.919,19.455,0.849,25.008,4.19,3.554,0.514,5.809,77.29,2,28.737,5.313,1.519,10.733,11.627,21.483,5.17,5.304,-0.073,1
5.367,0.0,0.921,0.077,12,0,102.922,5.164,0,3.851,0.0,3,1,0.962,0.0,0.102,3.164,3.164,19.065,0.169,0.117,6.979,6.979,22.212,83.91,5.291,36.68,27.443,27.224,29.695,32.151,1.025,34.621,37.086,3.291,3.291,3.291,24.792,23.65,3,0.517,5.115,11.672,0.987,15.201,11.843,11.843,11.843,19.94,1.398,19.893,1.142,25.543,4.477,3.671,0.336,12.81,76.965,2,29.35,5.463,1.182,11.111,12.0,22.312,5.566,5.562,0.012,1
7.301,0.0,0.869,0.069,5,0,149.676,5.213,0,3.698,0.0,3,0,1.316,0.0,0.108,3.213,3.213,19.583,0.133,0.108,7.044,7.044,17.708,94.91,5.328,32.714,27.591,27.444,29.934,32.405,0.928,34.892,37.373,3.328,3.328,3.328,24.997,23.765,6,0.763,4.795,11.421,1.078,15.302,12.065,12.065,12.065,20.103,1.101,19.967,0.983,25.675,4.394,3.472,0.502,10.394,129.697,2,29.511,5.468,1.889,11.018,11.933,22.493,5.25,5.408,0.099,1
7.481,0.0,0.915,0.077,10,0,111.946,5.164,0,3.849,0.0,3,0,1.123,0.0,0.101,3.164,3.164,19.065,0.151,0.115,6.979,6.979,20.596,94.91,5.291,28.257,27.421,27.214,29.687,32.144,0.97,34.616,37.082,3.291,3.291,3.291,24.778,23.626,5,0.537,5.085,11.659,0.94,15.172,11.843,11.843,11.843,19.919,1.311,19.866,1.141,25.52,4.431,3.654,0.336,9.8,80.686,2,29.329,5.46,0.887,11.069,11.96,22.295,5.551,5.546,-0.011,1
6.538,0.0,0.898,0.071,9,0,97.822,5.086,1,3.772,38.564,1,2,1.295,38.564,0.104,3.086,3.086,18.118,0.081,0.111,6.735,6.735,13.826,96.41,5.184,24.351,27.033,26.374,28.765,31.12,0.92,33.505,35.876,3.184,3.184,3.184,24.05,23.296,3,0.474,4.584,11.236,0.988,14.799,10.901,10.901,10.901,19.382,0.921,19.58,0.865,25.162,4.159,3.534,0.522,7.192,37.087,2,28.907,5.305,1.519,10.74,11.632,21.638,5.074,5.174,-0.05,1
7.921,0.0,0.873,0.079,7,0,99.339,4.986,1,3.767,38.564,1,2,1.167,38.564,0.093,2.986,2.986,17.483,0.132,0.119,6.601,6.601,16.586,96.41,5.089,28.055,26.698,25.826,28.182,30.492,0.861,32.838,35.164,3.089,3.089,3.089,23.551,22.999,3,0.448,4.509,11.339,1.056,14.47,10.41,10.41,10.41,18.966,1.094,19.323,0.827,24.846,3.689,3.519,0.681,8.47,67.069,0,28.555,5.216,1.885,10.463,11.327,21.169,4.995,5.036,0.05,1
7.824,0.0,0.857,0.079,13,0,124.784,4.974,1,3.765,38.564,1,2,1.034,38.564,0.097,2.974,2.974,17.516,0.175,0.121,6.606,6.606,22.234,114.87,5.098,31.451,26.811,25.965,28.312,30.617,1.075,32.956,35.277,3.098,3.098,3.098,23.691,23.107,2,0.974,4.634,11.399,1.093,14.607,10.438,10.438,10.438,19.111,1.112,19.425,0.779,24.957,3.871,3.517,0.67,8.304,74.967,0,28.668,5.237,1.935,10.586,11.455,21.32,5.106,5.222,0.015,1
6.036,0.0,0.873,0.073,5,0,90.146,5.164,0,3.66,0.0,3,0,1.073,0.0,0.1,3.164,3.164,19.065,0.128,0.107,6.979,6.979,17.655,94.91,5.291,17.103,27.373,27.2,29.677,32.138,0.981,34.611,37.079,3.291,3.291,3.291,24.759,23.563,3,0.438,4.708,11.382,0.842,15.099,11.843,11.843,11.843,19.88,0.935,19.785,0.991,25.465,4.174,3.485,0.482,5.851,60.853,2,29.287,5.443,1.885,10.867,11.77,22.269,5.191,5.295,0.081,1
7.194,0.0,0.873,0.091,8,0,61.628,4.921,1,3.744,38.564,2,1,1.045,38.564,0.089,2.921,2.921,16.269,0.172,0.135,6.419,6.419,8.602,105.2,4.973,14.251,26.085,25.121,27.424,29.694,0.895,31.986,34.264,2.973,2.973,2.973,22.874,22.402,1,0.305,4.278,10.715,0.875,13.903,9.819,9.819,9.819,18.352,0.821,18.742,0.666,24.241,3.135,3.472,0.656,4.464,30.261,0,27.932,5.085,2.125,10.017,10.852,20.544,4.693,4.442,-0.144,0
8.036,0.0,0.865,0.083,10,0,106.166,4.955,1,3.757,38.564,1,3,1.179,38.564,0.094,2.955,2.955,17.4,0.179,0.125,6.592,6.592,18.403,105.64,5.068,27.535,26.558,25.735,28.091,30.405,1.116,32.751,35.078,3.068,3.068,3.068,23.451,22.852,3,0.671,4.493,11.061,1.08,14.35,10.364,10.364,10.364,18.854,0.896,19.174,0.929,24.702,3.689,3.513,0.64,7.303,48.242,0,28.419,5.159,1.99,10.407,11.263,21.07,4.972,4.999,-0.011,1
4.377,0.0,0.942,0.081,14,0,120.131,5.276,1,3.817,13.738,0,1,1.109,13.738,0.092,3.276,3.276,19.537,0.148,0.122,7.049,7.049,19.082,114.98,5.342,39.027,27.803,27.699,30.18,32.651,0.924,35.133,37.612,3.342,3.342,3.342,25.246,23.971,1,0.888,5.032,11.77,1.005,15.527,12.169,12.169,12.169,20.348,1.392,20.163,1.043,25.885,4.263,3.786,0.356,13.337,156.619,3,29.726,5.562,0.772,11.04,11.93,22.759,5.407,5.218,0.059,1
6.155,0.0,0.84,0.081,4,0,163.914,5.037,1,3.816,0.318,0,1,1.343,0.318,0.073,3.144,3.144,18.083,0.125,0.123,6.711,6.711,12.184,136.98,5.165,22.909,27.18,26.543,28.914,31.255,1.153,33.62,35.971,3.195,3.195,3.195,24.221,23.431,1,0.914,3.761,11.011,0.905,14.934,10.771,10.771,10.771,19.553,0.815,19.695,0.905,25.304,3.296,3.405,0.678,4.457,187.872,3,29.058,5.384,1.852,10.426,11.311,21.833,3.829,3.555,-0.017,1
8.097,0.0,0.908,0.072,7,0,71.734,5.162,1,3.729,38.564,2,1,1.514,38.564,0.121,3.162,3.162,19.064,0.097,0.108,6.979,6.979,11.738,96.41,5.291,19.537,27.317,27.194,29.673,32.135,1.048,34.609,37.077,3.291,3.291,3.291,24.749,23.485,2,0.36,4.662,11.303,0.94,15.043,11.843,11.843,11.843,19.856,0.88,19.679,0.941,25.399,4.043,3.478,0.547,5.599,24.902,2,29.24,5.395,1.576,10.748,11.66,22.255,5.139,5.227,-0.09,1
7.409,0.0,0.915,0.077,10,0,111.946,5.164,0,3.849,0.0,3,0,1.123,0.0,0.101,3.164,3.164,19.065,0.151,0.115,6.979,6.979,20.596,94.91,5.291,28.257,27.421,27.214,29.687,32.144,0.97,34.616,37.082,3.291,3.291,3.291,24.778,23.626,5,0.537,5.085,11.659,0.94,15.172,11.843,11.843,11.843,19.919,1.311,19.866,1.141,25.52,4.431,3.654,0.336,9.8,80.686,2,29.329,5.46,0.887,11.069,11.96,22.295,5.551,5.546,-0.011,1
6.721,0.0,0.867,0.071,5,0,118.874,5.194,0,3.689,0.0,2,0,1.126,0.0,0.105,3.194,3.194,19.362,0.119,0.106,7.022,7.022,19.85,94.91,5.316,23.777,27.508,27.342,29.83,32.298,1.08,34.782,37.26,3.316,3.316,3.316,24.896,23.695,4,0.598,4.744,11.429,0.903,15.224,11.985,11.985,11.985,20.009,0.956,19.914,0.994,25.598,4.263,3.488,0.494,7.568,62.079,2,29.423,5.462,1.854,10.971,11.879,22.395,5.234,5.344,0.113,1
7.041,0.0,0.906,0.086,13,0,152.642,5.199,2,4.004,40.178,0,3,1.189,40.178,0.085,3.199,3.199,18.576,0.21,0.127,6.801,6.801,10.339,165.27,5.254,56.006,27.489,27.03,29.435,31.821,0.988,34.223,36.617,3.254,3.254,3.254,24.662,23.712,3,0.946,4.631,11.456,0.952,15.233,11.21,11.21,11.21,19.916,1.398,19.953,1.114,25.599,4.078,3.839,0.4,17.081,245.578,1,29.382,5.467,1.379,10.87,11.739,22.244,4.92,4.611,-0.1,1
6.721,0.0,0.875,0.084,8,0,88.352,4.958,1,3.764,38.564,1,2,1.163,38.564,0.095,2.958,2.958,17.4,0.182,0.124,6.592,6.592,14.06,96.41,5.068,29.815,26.558,25.735,28.092,30.405,0.998,32.751,35.079,3.068,3.068,3.068,23.452,22.852,3,0.428,4.504,11.062,1.089,14.351,10.364,10.364,10.364,18.855,1.087,19.175,1.059,24.702,3.738,3.536,0.62,8.889,39.199,0,28.419,5.159,2.06,10.429,11.283,21.07,4.993,5.029,-0.02,1
6.569,0.0,0.925,0.079,18,0,182.955,5.204,1,3.93,7.958,0,3,1.282,7.958,0.095,3.204,3.204,18.646,0.187,0.12,6.817,6.817,15.753,139.97,5.268,63.867,27.637,27.178,29.586,31.973,0.966,34.377,36.774,3.268,3.268,3.268,24.813,23.871,5,0.91,5.067,11.763,0.98,15.412,11.262,11.262,11.262,20.076,1.544,20.125,1.31,25.752,4.595,3.837,0.32,20.545,281.867,2,29.526,5.469,1.237,11.196,12.083,22.394,5.469,5.325,-0.054,1
7.538,0.0,0.916,0.087,17,0,173.794,5.198,1,3.877,7.958,0,3,1.281,7.958,0.095,3.198,3.198,18.438,0.224,0.128,6.785,6.785,15.615,139.97,5.248,58.427,27.375,26.91,29.31,31.692,0.967,34.089,36.479,3.248,3.248,3.248,24.547,23.608,5,0.948,4.961,11.699,0.987,15.151,11.178,11.178,11.178,19.815,1.461,19.862,1.115,25.489,4.19,3.835,0.405,18.929,261.827,0,29.264,5.447,1.396,10.879,11.74,22.135,5.39,5.139,-0.052,1
8.357,0.0,0.932,0.076,15,0,164.009,5.226,1,3.975,7.958,0,2,1.324,7.958,0.102,3.226,3.226,19.518,0.188,0.115,7.034,7.034,16.125,139.97,5.337,58.401,27.88,27.712,30.182,32.637,0.969,35.106,37.57,3.337,3.337,3.337,25.277,24.06,5,0.904,5.168,11.96,0.958,15.618,12.039,12.039,12.039,20.408,1.542,20.263,1.176,25.968,4.625,3.838,0.33,19.482,259.805,2,29.796,5.506,1.281,11.256,12.159,22.798,5.629,5.605,-0.036,1
9.0,0.0,0.924,0.082,18,0,164.335,5.202,1,3.909,7.958,0,3,1.215,7.958,0.093,3.202,3.202,18.625,0.192,0.122,6.81,6.81,16.029,139.97,5.263,66.508,27.555,27.111,29.519,31.908,1.004,34.313,36.711,3.263,3.263,3.263,24.743,23.79,4,0.856,5.051,11.728,0.97,15.34,11.242,11.242,11.242,20.001,1.585,20.05,1.322,25.67,4.533,3.836,0.314,21.64,284.439,2,29.445,5.468,1.216,11.165,12.045,22.322,5.431,5.184,-0.054,1
4.432,0.0,0.873,0.071,5,0,82.905,5.167,0,3.657,0.0,4,0,1.081,0.0,0.101,3.167,3.167,19.077,0.128,0.113,6.98,6.98,15.512,94.91,5.294,18.885,27.339,27.204,29.683,32.145,1.013,34.619,37.087,3.294,3.294,3.294,24.761,23.519,3,0.425,4.753,11.358,0.917,15.085,11.851,11.851,11.851,19.876,1.019,19.731,0.986,25.426,4.205,3.476,0.488,6.633,99.879,2,29.258,5.442,1.885,10.873,11.784,22.267,5.185,5.31,0.081,1
5.056,0.0,0.88,0.07,7,0,98.037,5.197,0,3.689,0.0,2,1,1.126,0.0,0.103,3.197,3.197,19.4,0.146,0.108,7.029,7.029,21.468,83.91,5.321,29.45,27.533,27.379,29.87,32.341,1.066,34.828,37.308,3.321,3.321,3.321,24.933,23.721,0,0.579,4.786,11.446,0.894,15.259,12.023,12.023,12.023,20.043,1.316,19.941,1.006,25.624,4.382,3.525,0.486,10.056,64.774,2,29.448,5.467,1.988,11.029,11.939,22.428,5.26,5.399,0.119,0
7.658,0.0,0.903,0.087,13,0,184.561,5.198,1,3.845,7.958,0,3,1.365,7.958,0.095,3.198,3.198,18.438,0.205,0.128,6.785,6.785,15.615,139.97,5.248,68.433,27.375,26.91,29.31,31.692,0.969,34.089,36.479,3.248,3.248,3.248,24.547,23.608,5,1.063,4.65,11.421,1.002,15.151,11.178,11.178,11.178,19.815,1.472,19.862,1.32,25.489,4.19,3.803,0.405,20.7,275.159,6,29.264,5.478,1.396,10.879,11.74,22.135,4.99,4.678,-0.047,1
6.796,0.0,0.904,0.085,14,0,197.162,5.201,1,3.853,7.958,0,3,1.267,7.958,0.093,3.201,3.201,18.617,0.203,0.123,6.809,6.809,13.054,139.97,5.261,55.773,27.521,27.088,29.497,31.887,0.994,34.292,36.69,3.261,3.261,3.261,24.716,23.744,3,1.13,4.669,11.471,0.91,15.28,11.235,11.235,11.235,19.965,1.475,19.988,1.158,25.631,4.174,3.83,0.403,16.643,343.43,3,29.415,5.468,1.379,10.96,11.837,22.294,4.99,4.687,-0.048,1
4.553,0.0,0.88,0.07,7,0,98.037,5.197,0,3.689,0.0,2,1,1.126,0.0,0.103,3.197,3.197,19.4,0.146,0.108,7.029,7.029,21.468,83.91,5.321,29.45,27.533,27.379,29.87,32.341,1.066,34.828,37.308,3.321,3.321,3.321,24.933,23.721,0,0.579,4.786,11.446,0.894,15.259,12.023,12.023,12.023,20.043,1.316,19.941,1.006,25.624,4.382,3.525,0.486,10.056,64.774,2,29.448,5.467,1.988,11.029,11.939,22.428,5.26,5.399,0.119,0
7.553,0.0,0.914,0.076,12,0,177.339,5.226,1,3.918,7.958,0,2,1.415,7.958,0.102,3.226,3.226,19.518,0.173,0.115,7.034,7.034,16.909,139.97,5.337,67.957,27.88,27.712,30.182,32.637,0.968,35.106,37.57,3.337,3.337,3.337,25.277,24.06,5,1.017,4.833,11.535,0.963,15.618,12.039,12.039,12.039,20.408,1.556,20.263,1.322,25.968,4.625,3.837,0.33,21.139,267.523,7,29.796,5.489,1.281,11.256,12.159,22.798,5.181,5.014,-0.04,1
8.854,0.0,0.854,0.079,5,0,127.871,5.104,1,3.816,7.028,0,1,1.163,7.028,0.067,3.207,3.207,18.579,0.146,0.129,6.801,6.801,15.052,125.98,5.24,29.947,27.464,27.034,29.444,31.833,1.083,34.238,36.635,3.259,3.259,3.259,24.66,23.675,1,0.874,3.951,11.117,0.999,15.189,11.234,11.234,11.234,19.899,1.169,19.901,1.05,25.568,3.497,3.423,0.642,6.678,195.919,3,29.361,5.466,2.158,10.584,11.476,22.236,3.912,3.738,0.109,1
7.569,0.0,0.93,0.08,17,0,169.897,5.2,1,3.963,7.958,0,3,1.283,7.958,0.097,3.2,3.2,18.528,0.2,0.12,6.788,6.788,14.736,139.97,5.253,66.538,27.537,27.044,29.439,31.813,0.94,34.206,36.591,3.253,3.253,3.253,24.691,23.783,5,0.843,5.109,11.886,0.934,15.339,11.189,11.189,11.189,19.978,1.592,20.049,1.215,25.658,4.575,3.838,0.323,22.278,291.256,3,29.42,5.458,1.325,11.175,12.058,22.284,5.522,5.42,-0.043,1
7.959,0.0,0.913,0.079,13,0,180.673,5.204,1,3.897,7.958,0,3,1.305,7.958,0.095,3.204,3.204,18.646,0.173,0.12,6.817,6.817,12.641,139.97,5.268,70.549,27.637,27.178,29.586,31.973,0.946,34.377,36.774,3.268,3.268,3.268,24.813,23.871,5,1.049,4.809,11.51,0.989,15.412,11.262,11.262,11.262,20.076,1.547,20.125,1.322,25.752,4.595,3.835,0.32,21.284,287.815,7,29.526,5.481,1.237,11.196,12.083,22.394,5.141,4.987,-0.047,1
4.155,0.0,0.85,0.086,7,0,159.065,4.993,0,3.775,0.0,3,0,1.103,0.0,0.084,2.993,2.993,16.562,0.188,0.129,6.458,6.458,14.48,144.83,5.039,48.097,26.876,25.706,27.987,30.223,0.904,32.495,34.748,3.039,3.039,3.039,23.502,23.222,1,0.833,4.631,11.041,1.053,14.684,9.91,9.91,9.91,19.057,1.295,19.587,1.231,25.047,4.043,3.646,0.615,14.083,236.199,0,28.708,5.134,2.608,10.819,11.669,21.193,4.98,4.735,0.05,0
6.77,0.0,0.905,0.083,13,0,245.806,5.206,1,3.874,7.958,0,3,1.218,7.958,0.097,3.206,3.206,19.336,0.203,0.119,6.987,6.987,14.821,139.97,5.392,57.067,27.928,27.698,30.149,32.588,0.982,35.039,37.487,3.392,3.392,3.392,25.277,24.116,3,1.43,4.706,11.576,0.878,15.665,11.903,11.903,11.903,20.439,1.468,20.322,1.115,26.02,4.263,3.836,0.408,16.749,427.231,3,29.838,5.479,1.375,11.092,11.988,22.821,5.056,4.758,0.0,1
5.26,0.0,0.88,0.072,7,0,107.434,5.194,0,3.704,0.0,2,1,0.994,0.0,0.104,3.194,3.194,19.365,0.146,0.11,7.022,7.022,21.466,83.91,5.316,29.63,27.526,27.347,29.834,32.301,1.175,34.785,37.262,3.316,3.316,3.316,24.905,23.717,4,0.554,4.786,11.446,0.911,15.248,11.985,11.985,11.985,20.023,1.308,19.939,0.997,25.618,4.304,3.504,0.469,9.655,62.508,2,29.44,5.472,2.154,11.012,11.918,22.405,5.25,5.358,0.119,1
7.509,0.0,0.913,0.079,13,0,180.673,5.204,1,3.897,7.958,0,3,1.305,7.958,0.095,3.204,3.204,18.646,0.173,0.12,6.817,6.817,12.641,139.97,5.268,70.549,27.637,27.178,29.586,31.973,0.946,34.377,36.774,3.268,3.268,3.268,24.813,23.871,5,1.049,4.809,11.51,0.989,15.412,11.262,11.262,11.262,20.076,1.547,20.125,1.322,25.752,4.595,3.835,0.32,21.284,287.815,7,29.526,5.481,1.237,11.196,12.083,22.394,5.141,4.987,-0.047,1
7.357,0.0,0.916,0.078,11,0,138.707,5.164,0,3.843,0.0,2,0,0.965,0.0,0.104,3.164,3.164,19.065,0.132,0.115,6.979,6.979,26.91,136.04,5.291,26.246,27.44,27.221,29.692,32.148,0.992,34.619,37.084,3.291,3.291,3.291,24.789,23.651,3,0.821,5.15,11.703,0.923,15.207,11.843,11.843,11.843,19.938,1.268,19.9,1.061,25.542,4.454,3.673,0.329,8.834,109.08,2,29.345,5.464,0.888,11.129,12.019,22.307,5.611,5.581,-0.001,1
7.523,0.0,0.887,0.085,10,0,108.465,5.005,1,3.819,38.564,0,1,0.932,38.564,0.084,3.005,3.005,17.956,0.128,0.125,6.696,6.696,14.303,125.51,5.129,27.768,26.951,26.147,28.523,30.857,1.088,33.227,35.579,3.129,3.129,3.129,23.848,23.238,1,0.588,4.539,10.99,1.068,14.705,10.696,10.696,10.696,19.227,1.307,19.55,1.072,25.091,3.807,3.713,0.418,8.004,99.395,3,28.815,5.231,0.882,10.714,11.573,21.452,4.855,4.568,-0.004,1
7.301,0.0,0.87,0.091,11,0,144.056,4.946,0,3.814,0.0,2,2,0.949,0.0,0.083,2.946,2.946,17.305,0.18,0.129,6.608,6.608,20.026,133.24,5.075,23.605,26.752,25.868,28.21,30.523,0.958,32.862,35.189,3.075,3.075,3.075,23.586,23.067,1,0.908,4.571,10.976,0.939,14.55,10.418,10.418,10.418,19.016,1.244,19.411,1.132,24.906,3.829,3.661,0.388,6.578,109.853,3,28.603,5.175,0.936,10.696,11.538,21.229,4.882,4.56,-0.005,1
