pXC50,C.019,nCconjX,nCXr.,C.036,nC.N.N.,P_VSA_MR_7,SsCl,NdsN,Cl.089,nCL,NsCl,P_VSA_e_4,CATS2D_02_DA,P_VSA_LogP_2,N.074,NssNH,D.Dtr06,P_VSA_m_4,CATS2D_03_AA,GATS1m,nR06,SpMax3_Bh.m.,Hy,Eig03_AEA.bo.,CATS2D_05_DL,P_VSA_LogP_6,CATS2D_04_DL,NdssC,nHDon,SAdon,CATS2D_07_DL,nRCONHR,H.050,MATS3s,CATS2D_06_DL,P_VSA_s_5,nArOR,GATS5m,CATS2D_03_DL,GATS2m,X.,nCsp2,P_VSA_LogP_8,CATS2D_03_DA,H.049,C.,TPSA.NO.,nCbH,nX,PCD,X5Av,P_VSA_LogP_5,P_VSA_p_3,P_VSA_v_3,nBnz,TPSA.Tot.,Eig03_EA.bo.,SM13_AEA.ri.,SssO,P_VSA_p_2,P_VSA_s_4,CATS2D_05_DA,GATS4m,SdsN,nR.Cs,P_VSA_v_2,CATS2D_03_AL
6.387,2,1,1,1,1,56.94,6.138,1,1,1,1,39.149,0,5.107,1,0,266.611,39.149,3,0.608,3,3.808,-0.76,4.015,0,0.0,0,3,0,0.0,0,0,0,0.101,0,0.0,2,0.865,0,0.648,2.2,16,39.149,0,1,44.4,53.35,7,1,2.824,0.023,58.706,178.661,178.661,2,53.35,3.601,3.601,10.819,66.81,106.916,0,0.76,4.134,2,66.81,9
6.215,2,1,1,1,1,56.94,6.133,1,1,1,1,39.149,0,5.107,1,0,268.344,39.149,3,0.608,3,3.808,-0.76,4.016,0,0.0,0,3,0,0.0,0,0,0,0.136,0,0.0,2,0.659,0,0.648,2.2,16,39.149,0,1,44.4,53.35,7,1,2.816,0.024,58.706,178.661,178.661,2,53.35,3.601,3.601,10.813,66.81,106.916,0,0.873,4.127,2,66.81,9
5.42,2,1,1,1,1,56.94,6.11,1,1,1,1,39.149,0,5.107,1,0,270.587,39.149,3,0.579,3,3.806,-0.722,4.007,0,0.0,0,3,0,0.0,0,0,0,0.111,0,0.0,3,0.701,0,0.71,2.3,16,39.149,0,1,44.2,62.58,8,1,2.807,0.022,68.579,180.242,180.242,2,62.58,3.595,3.595,15.906,77.809,109.625,0,0.9,4.086,2,77.809,11
5.027,2,1,1,1,1,56.94,6.176,1,1,1,1,39.149,0,5.107,1,0,425.798,39.149,3,0.586,4,3.81,-0.792,4.018,0,0.0,0,3,0,0.0,0,0,0,0.148,0,0.0,2,0.75,0,0.731,2.0,22,39.149,0,1,49.0,53.35,13,1,3.849,0.024,58.706,217.868,217.868,3,53.35,3.602,3.602,10.865,66.81,146.123,0,0.873,4.156,2,66.81,9
5.0,2,1,1,1,1,56.94,6.143,1,1,1,1,39.149,0,5.107,1,0,284.331,39.149,3,0.628,3,3.808,-0.769,4.015,0,0.0,0,3,0,0.0,0,0,0,0.165,0,0.0,2,0.702,0,0.682,2.1,16,39.149,0,1,43.8,53.35,8,1,2.823,0.024,55.521,184.952,184.952,2,53.35,3.599,3.599,10.825,66.81,116.393,0,0.827,4.133,2,66.81,9
6.229,2,1,1,1,1,96.089,11.964,1,2,2,2,78.297,0,5.107,1,0,256.842,78.297,3,0.507,3,3.809,-0.711,3.998,0,0.0,0,3,0,0.0,0,0,0,0.081,0,0.0,2,0.591,0,0.635,5.1,16,78.297,0,1,46.2,53.35,8,2,2.787,0.024,55.836,206.765,206.765,2,53.35,3.59,3.59,10.749,66.81,98.742,0,0.898,4.064,2,66.81,9
6.268,2,1,1,1,1,56.94,6.215,1,1,1,1,39.149,0,5.107,1,0,388.757,39.149,3,0.586,4,3.809,-0.792,4.016,0,0.0,0,3,0,0.0,0,0,0,0.153,0,0.0,2,0.751,0,0.731,2.0,22,39.149,0,1,49.0,53.35,13,1,4.103,0.023,58.706,217.868,217.868,3,53.35,3.601,3.601,10.914,66.81,146.123,0,0.857,4.21,2,66.81,9
6.495,2,1,1,1,1,56.94,6.278,1,1,1,1,39.149,0,5.107,1,0,394.898,39.149,3,0.571,5,3.809,-0.805,4.032,0,0.0,0,3,0,0.0,0,0,0,0.146,0,0.0,2,0.754,0,0.704,2.0,24,39.149,0,1,51.0,53.35,13,1,5.281,0.022,62.627,221.789,221.789,4,53.35,3.798,3.798,10.997,66.81,146.123,0,0.867,4.289,2,66.81,9
5.824,2,1,1,1,1,56.94,6.166,1,1,1,1,39.149,0,5.107,1,0,334.746,39.149,3,0.568,4,3.809,-0.778,4.017,0,0.0,0,3,0,0.0,0,0,0,0.138,0,0.0,2,0.755,0,0.705,2.2,20,39.149,0,1,48.9,53.35,11,1,4.007,0.023,57.481,197.691,197.691,3,53.35,3.602,3.602,10.853,66.81,127.171,0,0.871,4.155,2,66.81,9
6.854,2,1,1,1,1,56.94,6.182,1,1,1,1,39.149,0,5.107,1,0,321.875,39.149,3,0.568,4,3.809,-0.778,4.016,0,0.0,0,3,0,0.0,0,0,0,0.148,0,0.0,2,0.759,0,0.705,2.2,20,39.149,0,1,48.9,53.35,11,1,4.045,0.023,57.481,197.691,197.691,3,53.35,3.602,3.602,10.874,66.81,127.171,0,0.879,4.182,2,66.81,9
5.377,2,1,1,1,1,56.94,6.18,1,1,1,1,39.149,0,7.642,1,0,345.805,39.149,3,0.588,4,3.809,-0.785,4.016,0,0.0,0,3,0,0.0,0,0,0,0.163,0,0.0,2,0.82,0,0.72,2.1,20,39.149,0,1,47.9,53.35,11,1,4.013,0.025,57.481,200.225,200.225,3,53.35,3.602,3.602,10.875,66.81,127.171,0,0.916,4.175,2,66.81,8
6.444,2,1,1,1,1,56.94,6.154,1,1,1,1,39.149,0,5.107,1,0,333.88,39.149,3,0.543,4,3.809,-0.751,4.017,0,14.96,0,3,0,0.0,0,0,0,0.049,0,0.0,2,0.795,0,0.674,4.4,20,39.149,0,1,48.9,53.35,10,2,4.027,0.022,66.602,197.335,197.335,3,53.35,3.602,3.602,10.815,66.81,117.695,0,0.906,4.11,2,81.77,9
6.658,2,1,1,1,1,56.94,6.214,1,1,1,1,39.149,0,5.107,1,0,332.594,39.149,3,0.588,4,3.809,-0.785,4.016,0,0.0,0,3,0,0.0,0,0,0,0.146,0,0.0,2,0.721,0,0.675,2.1,20,39.149,0,1,47.9,53.35,10,1,4.083,0.023,60.667,200.225,200.225,3,53.35,3.602,3.602,10.916,66.81,126.52,0,0.887,4.223,2,66.81,9
6.456,2,1,1,1,1,56.94,6.216,1,1,1,1,39.149,0,5.107,1,0,344.317,39.149,3,0.581,4,3.809,-0.759,4.016,0,0.0,0,3,0,0.0,0,0,0,0.129,0,0.0,3,0.751,0,0.707,2.0,20,39.149,0,1,46.9,62.58,10,1,4.115,0.022,73.724,204.341,204.341,3,62.58,3.602,3.602,16.434,77.809,128.578,0,0.91,4.202,2,77.809,10
5.699,2,1,1,1,1,56.94,6.197,1,1,1,1,39.149,0,5.107,1,0,333.88,39.149,3,0.467,4,3.95,-0.751,4.017,0,0.0,0,3,0,0.0,0,0,0,0.138,0,45.954,2,0.89,0,0.577,4.4,20,85.103,0,1,48.9,53.35,10,2,4.027,0.026,60.536,237.224,237.224,3,53.35,3.602,3.602,10.891,66.81,117.695,0,1.081,4.192,2,66.81,9
6.432,2,1,1,1,1,56.94,6.203,1,1,1,1,39.149,0,5.107,1,0,333.88,39.149,3,0.588,4,3.809,-0.785,4.017,0,0.0,0,3,0,0.0,0,0,0,0.148,0,0.0,2,0.763,0,0.675,2.1,20,39.149,0,1,47.9,53.35,10,1,4.027,0.024,60.667,200.225,200.225,3,53.35,3.602,3.602,10.902,66.81,126.52,0,0.88,4.204,2,66.81,9
5.469,2,1,1,1,1,73.726,6.172,1,1,1,1,39.149,0,5.107,1,0,321.875,39.149,3,0.554,4,3.809,-0.742,4.016,0,0.0,0,3,0,0.0,0,0,0,0.126,0,0.0,2,0.778,0,0.698,2.3,19,39.149,0,2,47.7,66.24,7,1,4.045,0.022,66.1,187.357,187.357,2,66.24,3.602,3.602,10.857,83.595,117.266,0,0.895,4.161,2,83.595,12
6.347,2,1,1,1,1,56.94,6.255,1,1,1,1,39.149,0,7.594,1,0,397.773,39.149,5,0.588,4,3.81,-0.751,4.047,0,0.0,0,4,0,0.0,0,0,0,0.046,0,0.0,2,0.745,0,0.704,1.9,21,39.149,0,1,46.3,79.65,11,1,3.9,0.021,68.481,216.194,216.194,3,79.65,3.607,3.607,16.227,102.954,135.996,0,0.805,4.166,2,102.954,11
5.602,2,1,1,1,1,56.94,6.211,1,1,1,1,39.149,0,3.002,1,0,350.752,39.149,3,0.598,4,3.809,-0.349,4.023,3,0.0,2,3,1,42.683,2,0,1,0.098,3,0.0,2,0.787,1,0.731,2.0,20,39.149,1,1,46.9,73.58,11,1,3.982,0.022,57.481,195.585,195.585,3,73.58,3.605,3.605,10.886,109.493,127.171,1,0.832,4.174,2,109.493,9
4.936,2,1,1,1,1,56.94,6.272,1,1,1,1,39.149,0,7.594,1,0,399.229,39.149,4,0.588,4,3.809,-0.751,4.024,0,0.0,0,4,0,0.0,0,0,0,-0.018,0,0.0,2,0.733,0,0.704,1.9,21,39.149,0,1,46.3,79.65,11,1,3.9,0.022,68.481,216.194,216.194,3,79.65,3.605,3.605,16.264,102.954,135.996,0,0.863,4.25,2,102.954,10
5.721,2,1,1,1,1,56.94,6.23,1,1,1,1,39.149,0,3.002,1,0,335.828,39.149,3,0.588,4,3.809,-0.785,4.022,0,0.0,0,3,0,0.0,0,0,0,0.162,0,0.0,2,0.814,0,0.685,2.1,20,39.149,0,1,47.9,53.35,11,1,4.013,0.023,57.481,204.41,204.41,3,53.35,3.604,3.604,10.937,66.81,135.996,0,0.874,4.263,2,66.81,10
4.745,2,1,1,1,1,56.94,6.376,1,1,1,1,39.149,0,3.002,1,0,508.397,39.149,3,0.587,5,3.817,-0.817,4.089,0,0.0,0,3,0,0.0,0,0,0,0.151,0,0.0,2,0.719,0,0.736,1.8,26,39.149,0,1,50.9,53.35,16,1,3.894,0.022,60.667,246.152,246.152,4,53.35,3.625,3.625,11.122,66.81,174.552,0,0.8,4.44,2,66.81,12
6.237,2,1,1,1,1,56.94,6.247,1,1,1,1,39.149,0,3.002,1,0,453.473,39.149,4,0.574,4,3.809,-0.774,4.014,0,0.0,0,4,0,0.0,0,0,0,0.075,0,0.0,2,0.72,0,0.728,2.0,23,39.149,0,1,49.0,70.42,14,1,2.848,0.022,55.521,227.187,227.187,3,70.42,3.599,3.599,10.919,91.954,155.6,0,0.791,4.182,2,91.954,13
6.432,2,1,1,1,1,96.089,12.444,2,2,2,2,78.297,0,3.002,2,0,323.858,78.297,5,0.492,4,3.832,-0.721,4.136,0,0.0,0,4,0,0.0,0,0,0,0.084,0,0.0,3,0.627,0,0.611,4.2,23,78.297,0,1,50.0,79.38,11,2,4.539,0.019,96.865,248.66,248.66,3,79.38,3.756,3.756,16.999,94.595,127.171,0,0.798,8.885,2,94.595,14
6.31,2,1,1,1,1,56.94,6.272,2,1,1,1,39.149,0,3.002,2,0,312.512,39.149,5,0.536,4,3.808,-0.743,4.077,0,0.0,0,4,0,0.0,0,0,0,0.152,0,0.0,3,0.737,0,0.665,2.1,23,39.149,0,1,50.0,79.38,12,1,4.56,0.018,93.364,215.487,215.487,3,79.38,3.683,3.683,17.005,94.595,136.647,0,0.813,8.919,2,94.595,15
4.602,2,1,1,1,1,56.94,6.293,2,1,1,1,39.149,0,3.002,2,0,312.512,71.368,4,0.573,4,3.809,-0.743,4.077,0,0.0,0,4,0,0.0,0,0,0,0.17,0,0.0,2,0.786,0,0.712,2.1,23,39.149,0,1,50.0,66.24,12,1,4.56,0.025,74.979,240.321,240.321,3,94.48,3.683,3.683,11.003,83.595,136.647,0,1.02,9.07,2,83.595,12
