pXC50,nCsp3,nC,MW,RBN,nSK,Se,SCBO,nAT,Si,nBT,nDB,Sp,Sv,nCsp2,nBO,nHet,nH,nCsp,nTB
6.745,5,16,314.38,4,23,41.574,33.5,41,46.528,43,3,26.716,25.918,11,25,7,18,0,0
7.0,0,21,358.4,4,27,42.549,42.5,42,47.034,45,1,29.983,29.345,21,30,6,15,0,0
6.824,5,17,294.39,3,22,39.92,32.5,40,45.109,42,1,26.807,25.488,11,24,5,18,1,1
5.6,9,24,415.54,7,31,56.0,45.5,56,63.062,60,0,37.551,35.805,14,35,7,25,1,1
7.097,2,23,368.47,4,28,47.803,43.5,48,53.524,51,1,33.569,32.015,21,31,5,20,0,0
7.097,1,22,372.43,4,28,45.432,43.5,45,50.449,48,1,31.745,30.871,21,31,6,17,0,0
5.0,5,16,331.36,5,24,42.127,34.5,41,46.448,43,3,26.619,26.326,11,26,8,17,0,0
5.959,5,17,298.37,4,22,40.254,31.5,40,44.946,42,2,26.466,25.402,12,24,5,18,0,0
7.796,0,22,418.31,4,27,43.047,42.5,43,47.452,46,1,32.154,30.492,22,30,5,16,0,0
5.0,4,15,317.33,4,23,39.244,33.5,38,43.033,40,3,24.858,24.799,11,25,8,15,0,0
6.721,6,18,325.4,4,24,43.356,34.5,43,48.445,45,1,28.472,27.423,11,26,6,19,1,1
6.523,5,18,320.38,3,24,40.363,36.5,40,44.903,42,1,27.5,26.676,11,26,6,16,2,2
6.796,0,22,354.44,4,27,44.92,42.5,45,50.109,48,1,31.807,30.488,22,30,5,18,0,0
6.699,1,23,453.5,5,32,50.458,49.5,49,55.044,52,3,34.995,34.377,22,35,9,17,0,0
7.398,1,22,388.88,4,28,45.243,43.5,45,50.053,48,1,32.665,31.316,21,31,6,17,0,0
8.735,10,22,392.56,4,29,56.658,40.5,57,64.766,60,1,36.864,34.638,11,32,7,28,1,1
7.495,1,22,458.85,5,32,48.109,47.5,46,52.282,49,1,32.932,33.18,21,35,10,14,0,0
5.0,4,21,392.45,5,29,49.785,43.5,49,55.152,52,3,32.932,32.159,17,32,8,20,0,0
5.0,5,17,313.39,4,23,42.356,32.5,42,47.445,44,2,27.472,26.423,12,25,6,19,0,0
7.602,7,19,402.52,5,28,50.745,40.5,50,56.488,52,3,33.341,31.873,11,30,9,22,1,1
5.495,0,18,331.36,4,25,38.698,40.0,38,42.571,41,1,26.983,26.644,18,28,7,13,0,0
6.495,0,22,380.44,4,29,45.356,47.5,45,50.275,49,1,32.296,31.477,22,33,7,16,0,0
5.585,6,19,366.47,6,27,49.334,38.5,49,55.73,51,2,32.034,30.772,12,29,8,22,1,1
6.602,7,19,339.43,4,25,46.24,35.5,46,51.86,48,1,30.233,28.95,11,27,6,21,1,1
5.0,5,16,285.38,3,21,40.029,29.5,40,45.235,42,1,26.017,24.708,11,23,5,19,0,0
5.276,7,18,343.42,4,25,46.567,35.5,46,52.069,48,3,29.688,28.665,11,27,7,21,0,0
6.886,1,23,407.42,4,30,47.24,45.5,46,52.045,49,1,32.375,32.143,22,33,7,16,0,0
6.0,1,18,337.78,2,24,36.702,37.5,36,39.934,39,2,26.591,25.955,17,27,6,12,0,0
6.602,1,19,320.34,2,24,37.673,37.5,37,41.246,40,2,26.426,26.017,18,27,5,13,0,0
6.553,0,19,312.35,2,24,36.269,39.5,36,39.863,39,2,26.523,25.908,18,27,5,12,1,1
6.081,1,19,335.81,2,24,38.258,37.5,38,42.14,41,2,27.898,26.767,18,27,5,14,0,0
9.398,10,23,389.55,4,29,55.556,41.5,56,63.268,59,2,36.858,34.617,12,32,6,27,1,1
6.699,4,22,378.88,3,27,46.134,40.5,46,51.096,49,2,32.631,31.041,18,30,5,19,0,0
5.301,1,19,302.35,2,23,37.16,36.5,37,40.907,40,2,26.489,25.633,18,26,4,14,0,0
9.0,2,21,390.46,3,29,48.636,44.0,48,54.445,51,1,32.756,31.914,19,32,8,19,0,0
8.398,8,29,508.63,5,38,66.312,56.0,66,74.185,71,4,44.773,43.068,21,43,9,28,0,0
8.301,11,25,432.57,4,32,59.992,45.5,60,67.604,63,1,39.523,37.552,11,35,7,28,3,2
6.495,0,18,337.78,2,24,36.702,37.5,36,39.934,39,2,26.591,25.955,18,27,6,12,0,0
4.699,1,18,303.34,2,23,36.378,36.5,36,39.99,39,2,25.733,25.128,17,26,5,13,0,0
8.801,1,20,430.4,3,31,47.291,46.0,45,52.049,48,1,30.807,31.537,19,34,11,14,0,0
6.62,2,20,350.82,2,25,40.367,38.5,40,44.266,43,2,29.108,27.988,18,28,5,15,0,0
8.678,3,21,363.87,3,26,44.025,39.5,44,48.97,47,2,31.421,29.821,18,29,5,18,0,0
8.097,10,30,523.7,7,39,71.854,56.0,72,81.305,77,3,47.847,45.428,20,44,9,33,0,0
8.097,9,29,510.65,7,38,68.196,55.0,68,76.6,73,3,45.534,43.594,20,43,9,30,0,0
9.5,1,20,392.88,3,28,45.563,43.0,45,50.634,48,1,31.915,30.832,19,31,8,17,0,0
7.6,2,21,372.47,3,28,48.123,43.0,48,54.106,51,1,32.819,31.531,19,31,7,20,0,0
7.032,8,28,511.64,5,38,67.414,55.0,67,75.684,72,3,44.779,43.089,20,43,10,29,0,0
6.523,0,15,234.27,1,18,28.065,31.0,28,30.867,31,0,20.512,19.865,15,21,3,10,0,0
5.7,4,15,301.81,2,21,37.134,31.0,37,41.927,39,0,25.455,24.095,11,23,6,16,0,0
7.268,10,24,404.56,4,30,57.665,42.5,58,65.394,61,2,38.069,35.837,13,33,6,28,1,1
8.4,2,22,372.46,3,28,48.131,43.0,48,53.734,51,1,33.023,31.73,20,31,6,20,0,0
7.42,10,25,435.57,7,32,61.101,44.5,61,68.73,63,3,39.733,37.772,14,34,7,29,1,1
6.2,3,21,459.45,3,33,52.276,47.0,50,57.963,53,2,33.574,34.085,18,36,12,17,0,0
5.6,3,22,465.38,7,32,50.763,48.5,50,56.366,53,0,36.33,34.987,18,35,10,18,1,1
7.6,7,19,433.89,3,30,51.538,41.0,50,56.804,52,1,33.25,32.723,11,32,11,20,1,1
7.886,8,28,495.64,5,37,66.087,54.0,66,74.474,71,3,44.324,42.374,20,42,9,29,0,0
5.6,8,26,587.61,15,41,73.651,57.0,72,82.206,75,2,47.284,45.594,18,44,15,31,0,0
5.6,5,17,360.41,6,26,45.149,37.0,44,50.785,46,1,28.694,28.297,12,28,9,18,0,0
5.6,6,21,401.87,2,28,48.898,39.0,48,53.641,51,2,32.75,31.691,15,31,7,20,0,0
6.2,4,17,374.46,6,26,44.978,38.0,44,49.657,45,3,29.818,28.82,12,27,9,18,1,1
7.222,8,22,392.5,4,29,53.225,41.5,53,59.773,56,2,35.0,33.498,13,32,7,24,1,1
7.302,5,16,315.36,4,23,40.8,33.5,40,45.239,42,3,26.165,25.611,11,25,7,17,0,0
7.201,1,23,432.54,6,31,51.534,48.5,51,56.863,54,3,36.125,34.632,22,34,8,20,0,0
5.553,6,21,401.87,2,28,48.898,39.0,48,53.641,51,2,32.75,31.691,15,31,7,20,0,0
7.149,6,18,388.49,5,27,47.862,39.5,47,53.072,49,3,31.58,30.346,11,29,9,20,1,1
7.699,2,28,484.96,6,35,56.673,54.0,56,61.93,60,1,40.301,38.997,26,39,7,21,0,0
7.201,5,17,313.36,3,23,39.658,33.5,39,44.16,41,1,26.193,25.565,11,25,6,16,1,1
7.222,9,23,467.6,4,33,58.731,48.5,58,65.401,61,5,39.108,37.421,13,36,10,25,1,1
7.523,2,22,442.43,4,32,50.996,47.0,49,55.962,52,1,33.29,33.594,20,35,10,17,0,0
7.796,9,23,454.6,5,32,58.512,46.5,58,65.318,60,3,38.864,36.927,11,34,9,26,3,2
7.046,6,20,354.86,2,25,44.134,36.5,44,49.096,47,3,30.631,29.041,14,28,5,19,0,0
5.6,14,27,513.57,7,35,68.512,47.5,69,78.106,73,0,46.171,42.685,13,39,8,34,0,0
9.523,11,23,392.55,4,29,56.665,40.5,57,64.394,60,1,37.069,34.837,11,32,6,28,1,1
5.658,6,17,329.39,4,24,43.683,34.5,43,48.654,45,3,27.926,27.138,11,26,7,19,0,0
5.3,1,22,384.42,4,29,45.691,45.5,45,50.113,49,1,31.955,31.391,21,33,7,16,0,0
8.046,2,18,341.37,5,25,41.985,36.5,41,46.369,43,1,27.648,27.28,16,27,7,16,0,0
7.097,1,24,396.48,5,30,50.131,46.5,50,55.734,53,2,35.023,33.73,23,33,6,20,0,0
5.6,1,13,304.16,2,18,28.396,28.0,28,31.207,30,0,20.87,19.911,12,20,5,10,0,0
5.465,15,30,548.76,9,40,79.941,53.5,80,90.886,84,1,50.796,47.943,15,44,10,40,0,0
8.62,7,28,576.69,9,41,70.371,60.0,69,77.733,73,6,46.784,45.399,21,45,13,28,0,0
8.398,4,21,379.52,4,27,47.989,39.5,48,53.571,50,2,33.426,31.422,17,29,6,21,0,0
9.155,10,30,560.66,6,41,72.105,58.0,71,80.695,76,3,47.171,45.888,20,46,11,30,0,0
5.0,5,16,382.28,4,25,42.996,34.5,42,47.705,44,2,28.983,27.879,11,27,9,17,0,0
9.097,9,30,553.68,8,41,72.625,59.0,72,81.308,77,4,47.995,46.331,21,46,11,31,0,0
9.097,11,31,554.71,7,41,75.29,58.0,75,84.64,80,3,49.512,47.363,20,46,10,34,0,0
7.658,2,18,357.82,5,25,41.796,36.5,41,45.974,43,1,28.568,27.724,16,27,7,16,0,0
6.155,12,32,641.67,7,43,77.578,61.5,77,86.282,82,5,53.387,50.216,20,48,11,34,0,0
8.155,11,30,555.7,7,41,74.509,58.0,74,83.723,79,3,48.756,46.857,19,46,11,33,0,0
4.8,0,8,161.18,1,12,19.4,19.0,19,21.535,20,1,12.994,12.833,8,13,4,7,0,0
9.301,12,32,567.76,9,42,78.949,59.0,79,89.344,84,3,51.824,49.196,20,47,10,37,0,0
9.155,12,32,567.76,9,42,78.949,59.0,79,89.344,84,3,51.824,49.196,20,47,10,37,0,0
8.886,11,31,554.71,8,41,75.29,58.0,75,84.64,80,3,49.512,47.363,20,46,10,34,0,0
5.6,4,15,319.32,3,23,36.465,34.0,35,40.587,38,0,23.648,23.891,11,26,8,12,0,0
9.0,5,21,448.39,8,30,53.647,41.5,53,59.95,55,1,36.267,34.46,16,32,9,23,0,0
8.658,10,31,568.69,8,42,74.734,60.0,74,83.434,79,4,49.205,47.551,21,47,11,32,0,0
8.398,2,25,437.55,4,33,56.109,51.5,56,63.019,60,1,38.586,37.079,23,37,8,23,0,0
7.432,2,21,399.4,4,29,46.567,42.0,45,51.254,47,2,30.83,30.858,19,31,8,16,0,0
7.495,2,21,399.4,4,29,46.567,42.0,45,51.254,47,2,30.83,30.858,19,31,8,16,0,0
7.051,3,26,488.61,6,35,59.629,53.5,59,65.903,62,4,41.102,39.4,23,38,9,24,0,0
8.0,1,20,365.84,4,26,42.469,39.0,42,46.764,44,2,30.114,29.009,19,28,6,16,0,0
8.77,11,31,574.69,8,42,74.989,59.0,74,84.11,79,3,48.932,47.415,20,47,11,32,0,0
5.301,3,18,339.86,6,24,42.018,35.0,42,47.342,44,0,29.216,27.622,15,26,6,18,0,0
5.301,2,17,389.9,6,26,42.865,39.0,42,47.266,44,2,30.012,28.712,15,28,9,16,0,0
7.824,3,19,367.87,5,26,44.345,38.0,44,49.551,46,1,30.671,29.337,16,28,7,18,0,0
6.301,3,17,295.37,4,22,39.145,32.5,39,43.82,41,0,26.256,25.181,14,24,5,17,0,0
5.301,2,12,248.74,3,17,30.149,24.0,30,34.013,31,0,20.688,19.547,10,18,5,13,0,0
5.301,3,19,367.87,5,26,44.345,38.0,44,49.551,46,1,30.671,29.337,16,28,7,18,0,0
6.067,2,18,353.84,5,25,41.462,37.0,41,46.136,43,1,28.909,27.81,16,27,7,16,0,0
5.8,6,23,468.99,7,33,58.752,46.0,58,65.714,61,1,38.87,37.368,17,36,10,25,0,0
8.097,2,21,379.87,4,27,45.353,40.0,45,50.179,47,2,31.875,30.536,19,29,6,18,0,0
8.301,2,21,379.87,4,27,45.353,40.0,45,50.179,47,2,31.875,30.536,19,29,6,18,0,0
8.523,0,19,420.69,4,27,40.233,40.0,39,43.237,41,2,30.068,29.137,19,29,8,12,0,0
8.155,2,19,457.86,4,30,44.596,42.5,42,48.043,44,2,30.512,30.729,17,32,11,12,0,0
6.623,6,30,539.64,8,40,69.749,58.5,69,77.521,73,3,46.438,45.003,24,44,10,29,0,0
8.523,0,19,420.69,4,27,40.233,40.0,39,43.237,41,2,30.068,29.137,19,29,8,12,0,0
4.301,2,22,398.41,4,29,47.349,42.0,46,52.171,48,2,31.586,31.364,20,31,7,17,0,0
8.301,0,17,392.28,4,25,37.102,37.5,36,39.798,38,2,28.097,26.97,17,27,8,11,0,0
8.523,2,19,385.9,4,26,42.545,38.5,42,46.684,44,2,30.762,29.196,17,28,7,16,0,0
8.0,3,20,419.46,4,29,46.643,41.5,45,51.174,47,2,31.478,31.045,17,31,9,16,0,0
5.6,6,26,518.61,8,38,66.145,55.0,65,74.106,69,2,42.961,41.967,20,42,12,27,0,0
8.0,0,19,386.25,4,26,39.909,39.0,39,43.293,41,2,29.21,28.31,19,28,7,13,0,0
7.854,0,19,430.7,4,26,39.814,39.0,39,43.191,41,2,29.705,28.507,19,28,7,13,0,0
8.046,1,20,381.84,5,27,43.796,40.0,43,47.974,45,2,30.568,29.724,19,29,7,16,0,0
6.7,0,15,270.73,1,19,30.273,29.0,30,33.226,32,2,22.131,21.219,15,21,4,11,0,0
8.222,3,20,399.93,4,27,45.429,39.5,45,50.099,47,2,32.523,30.723,17,29,7,18,0,0
8.155,2,19,385.9,4,26,42.545,38.5,42,46.684,44,2,30.762,29.196,17,28,7,16,0,0
8.155,2,19,439.87,4,29,44.083,41.5,42,47.703,44,2,30.574,30.346,17,31,10,13,0,0
8.398,1,18,406.31,4,26,39.985,38.5,39,43.213,41,2,29.858,28.497,17,28,8,13,0,0
5.0,7,27,532.64,8,39,69.029,56.0,68,77.522,72,2,44.722,43.494,20,43,12,29,0,0
5.6,2,12,282.67,1,19,28.556,27.5,27,30.569,29,1,19.216,19.505,10,21,7,8,0,0
5.161,2,21,399.4,4,29,46.567,42.0,45,51.254,47,2,30.83,30.858,19,31,8,16,0,0
7.886,4,21,467.93,5,31,49.851,43.5,48,54.534,50,2,34.097,33.4,17,33,10,17,0,0
7.509,5,22,427.99,5,29,51.196,41.5,51,56.93,53,2,36.046,33.776,17,31,7,22,0,0
8.854,10,30,524.68,7,39,71.08,56.0,71,80.016,76,3,47.296,45.121,20,44,9,32,0,0
6.854,4,21,465.91,5,31,47.967,44.5,46,52.118,49,2,33.335,32.873,17,34,10,15,0,0
8.301,3,19,367.87,5,26,44.345,38.0,44,49.551,46,1,30.671,29.337,16,28,7,18,0,0
8.046,3,20,366.88,5,26,45.127,38.0,45,50.468,47,1,31.426,29.842,17,28,6,19,0,0
8.0,3,20,420.85,5,29,46.665,41.0,45,51.487,47,1,31.239,30.992,17,31,9,16,0,0
5.301,3,20,411.33,5,26,45.032,38.0,45,50.366,47,1,31.921,30.04,17,28,6,19,0,0
7.658,3,25,441.53,7,33,56.443,49.0,56,62.857,59,1,38.245,36.993,22,36,8,23,0,0
6.381,3,25,441.53,7,33,56.443,49.0,56,62.857,59,1,38.245,36.993,22,36,8,23,0,0
6.2,4,22,478.48,7,33,52.407,47.5,50,56.72,53,1,34.597,34.695,18,36,11,17,0,0
8.046,2,19,405.28,5,27,43.08,39.0,42,47.337,44,1,30.46,29.526,17,29,8,15,0,0
8.699,3,20,384.87,5,27,45.64,39.0,45,50.808,47,1,31.364,30.226,17,29,7,18,0,0
5.301,8,19,373.93,5,26,49.996,35.0,50,56.797,52,1,32.955,30.917,11,28,7,24,0,0
5.9,6,22,470.51,7,34,58.712,47.0,57,65.113,60,1,37.097,36.827,16,37,12,23,0,0
8.301,1,20,469.27,4,31,46.433,44.0,44,50.226,46,2,31.79,32.008,19,33,11,13,0,0
6.836,4,21,437.58,5,31,54.512,47.0,54,61.149,57,2,36.688,34.981,17,34,10,23,0,0
4.699,8,22,348.48,6,26,49.578,37.0,50,55.983,53,2,33.296,31.267,14,29,4,24,0,0
7.658,2,18,392.26,5,26,42.12,37.5,41,45.918,43,1,29.426,28.551,16,28,8,15,0,0
8.155,5,21,415.49,8,30,54.025,41.5,53,60.742,55,1,34.427,33.571,16,32,9,23,0,0
8.155,7,23,457.53,8,33,59.236,45.5,58,66.366,61,1,37.642,36.813,16,36,10,25,0,0
7.638,5,21,415.49,8,30,54.025,41.5,53,60.742,55,1,34.427,33.571,16,32,9,23,0,0
7.337,3,19,353.41,6,26,45.683,37.5,45,50.654,47,1,29.926,29.138,16,28,7,19,0,0
7.745,2,18,375.81,5,26,42.309,37.5,41,46.313,43,1,28.506,28.107,16,28,8,15,0,0
7.553,2,18,359.36,5,26,42.498,37.5,41,46.709,43,1,27.585,27.663,16,28,8,15,0,0
7.602,2,18,359.36,5,26,42.498,37.5,41,46.709,43,1,27.585,27.663,16,28,8,15,0,0
7.444,2,18,402.27,5,25,41.702,36.5,41,45.871,43,1,29.063,27.921,16,27,7,16,0,0
7.284,3,19,337.41,5,25,44.356,36.5,44,49.445,46,1,29.472,28.423,16,27,6,19,0,0
7.481,2,18,341.37,5,25,41.985,36.5,41,46.369,43,1,27.648,27.28,16,27,7,16,0,0
8.523,6,22,460.4,5,31,54.647,43.5,54,60.95,57,1,37.267,35.46,16,34,9,23,0,0
7.42,3,19,337.41,5,25,44.356,36.5,44,49.445,46,1,29.472,28.423,16,27,6,19,0,0
8.222,6,22,427.5,5,31,55.025,43.5,54,61.742,57,1,35.427,34.571,16,34,9,23,0,0
7.097,8,24,488.99,8,34,61.156,46.5,60,68.097,63,1,39.773,38.477,16,37,10,26,0,0
7.229,5,21,430.37,4,29,50.436,41.5,50,56.326,53,1,35.051,33.218,16,32,8,21,0,0
8.097,5,21,430.37,4,29,50.436,41.5,50,56.326,53,1,35.051,33.218,16,32,8,21,0,0
7.638,6,22,460.4,5,31,54.647,43.5,54,60.95,57,1,37.267,35.46,16,34,9,23,0,0
7.959,6,22,427.5,5,31,55.025,43.5,54,61.742,57,1,35.427,34.571,16,34,9,23,0,0
8.046,2,18,392.26,5,26,42.12,37.5,41,45.918,43,1,29.426,28.551,16,28,8,15,0,0
7.886,7,23,458.96,8,32,56.945,44.5,56,63.472,59,1,37.557,36.236,16,35,9,24,0,0
7.824,8,24,488.46,8,33,60.414,45.5,60,67.781,63,1,40.79,38.513,16,36,9,27,0,0
8.523,6,22,462.42,9,31,56.531,42.5,56,63.366,58,1,38.029,35.986,16,33,9,25,0,0
8.222,9,25,502.49,9,34,63.298,46.5,63,71.196,66,1,42.551,40.04,16,37,9,29,0,0
7.824,2,18,359.36,5,26,42.498,37.5,41,46.709,43,1,27.585,27.663,16,28,8,15,0,0
7.0,2,18,359.36,5,26,42.498,37.5,41,46.709,43,1,27.585,27.663,16,28,8,15,0,0
8.523,7,23,474.43,6,32,57.531,44.5,57,64.366,60,1,39.029,36.986,16,35,9,25,0,0
7.745,7,23,476.98,11,33,60.156,44.5,59,67.097,61,1,38.773,37.477,16,35,10,26,0,0
8.523,6,22,460.4,5,31,54.647,43.5,54,60.95,57,1,37.267,35.46,16,34,9,23,0,0
8.0,6,22,462.95,10,32,57.272,43.5,56,63.682,58,1,37.012,35.95,16,34,10,24,0,0
8.155,9,25,502.04,9,35,64.814,47.5,64,72.801,67,1,42.086,40.311,16,38,10,29,0,0
6.959,5,21,397.47,4,29,50.814,41.5,50,57.117,53,1,33.211,32.33,16,32,8,21,0,0
8.523,5,21,448.36,4,30,50.949,42.5,50,56.665,53,1,34.989,33.601,16,33,9,20,0,0
8.0,9,25,502.04,9,35,64.814,47.5,64,72.801,67,1,42.086,40.311,16,38,10,29,0,0
7.509,4,20,351.44,5,26,47.24,37.5,47,52.86,49,1,31.233,29.95,16,28,6,21,0,0
7.538,3,19,371.85,5,26,44.68,37.5,44,49.389,46,1,30.33,29.251,16,28,7,18,0,0
8.699,6,22,460.4,5,31,54.647,43.5,54,60.95,57,1,37.267,35.46,16,34,9,23,0,0
5.7,2,20,417.44,5,29,44.76,43.5,43,48.759,46,1,30.716,30.518,18,32,9,14,0,0
8.155,8,24,488.46,8,33,60.414,45.5,60,67.781,63,1,40.79,38.513,16,36,9,27,0,0
7.268,5,21,415.46,4,30,51.327,42.5,50,57.457,53,1,33.148,32.713,16,33,9,20,0,0
8.222,7,23,441.53,6,32,57.909,44.5,57,65.157,60,1,37.188,36.098,16,35,9,25,0,0
6.699,2,18,375.81,5,26,42.309,37.5,41,46.313,43,1,28.506,28.107,16,28,8,15,0,0
7.796,2,18,375.81,5,26,42.309,37.5,41,46.313,43,1,28.506,28.107,16,28,8,15,0,0
7.585,2,18,359.36,5,26,42.498,37.5,41,46.709,43,1,27.585,27.663,16,28,8,15,0,0
5.0,0,13,194.25,1,15,24.738,25.0,25,27.657,27,0,18.057,17.15,13,17,2,10,0,0
6.0,2,18,430.98,6,28,43.833,42.5,43,48.059,46,1,32.449,30.679,16,31,10,15,0,0
6.2,5,18,368.51,4,26,46.2,37.5,46,52.026,49,0,31.466,29.718,13,29,8,20,0,0
5.7,3,27,518.96,6,37,58.505,55.0,57,63.851,61,2,40.489,39.897,24,41,10,20,0,0
5.0,5,27,469.59,9,35,62.211,51.5,62,69.687,65,2,41.767,40.046,22,38,8,27,0,0
5.6,11,27,457.63,7,34,64.65,49.0,65,73.308,68,2,42.836,40.385,15,37,7,31,1,1
4.699,10,30,496.66,5,37,68.76,54.0,69,77.434,74,1,46.046,43.605,20,42,7,32,0,0
5.155,10,29,481.65,5,36,66.65,53.0,67,75.308,72,1,44.836,42.385,19,41,7,31,0,0
5.6,9,26,472.6,7,35,63.312,51.0,63,71.185,66,3,41.773,40.068,16,38,9,28,1,1
5.0,0,18,289.33,2,22,34.236,36.0,34,37.911,37,0,24.762,24.082,18,25,4,12,0,0
8.523,4,23,417.49,5,30,53.647,46.0,54,60.577,57,2,37.779,35.013,19,33,7,24,0,0
9.301,9,29,510.65,6,38,68.196,55.0,68,76.6,73,3,45.534,43.594,20,43,9,30,0,0
9.523,9,29,512.67,7,38,70.08,54.0,70,79.016,74,3,46.296,44.121,20,42,9,32,0,0
9.398,9,29,512.67,7,38,70.08,54.0,70,79.016,74,3,46.296,44.121,20,42,9,32,0,0
8.301,13,27,490.67,6,36,69.963,49.0,70,79.431,74,3,45.057,42.648,14,40,9,34,0,0
8.387,13,27,490.67,8,36,69.963,49.0,70,79.431,74,3,45.057,42.648,14,40,9,34,0,0
8.284,5,24,458.52,6,34,56.989,50.0,56,63.149,60,3,37.943,37.202,19,38,10,22,0,0
9.2,7,26,512.48,9,35,62.414,49.0,62,69.781,65,2,42.79,40.513,19,38,9,27,0,0
7.149,1,19,433.8,4,30,43.443,45.0,41,46.949,44,1,29.415,30.148,18,33,11,11,0,0
7.493,9,25,450.56,8,33,60.505,47.5,60,67.944,64,0,39.461,37.935,16,37,8,27,0,0
7.1,0,16,280.33,4,21,34.338,32.0,34,38.409,36,0,23.767,23.103,16,23,5,13,0,0
9.398,10,30,524.68,6,39,71.08,56.0,71,80.016,76,3,47.296,45.121,20,44,9,32,0,0
5.0,11,21,425.55,5,31,58.531,43.5,58,66.268,61,0,37.017,35.562,8,34,10,27,2,1
4.699,7,27,453.59,5,34,60.883,50.5,61,68.478,65,1,41.313,39.331,20,38,7,27,0,0
7.046,7,29,497.72,6,36,66.4,52.5,67,75.019,71,1,46.029,42.857,22,40,7,31,0,0
5.6,0,15,437.23,3,23,32.084,36.5,31,34.009,34,0,25.972,24.293,15,26,8,8,0,0
7.0,9,30,495.68,6,37,69.534,53.5,70,78.723,74,1,46.597,43.912,21,41,7,33,0,0
7.046,7,27,455.61,5,34,62.767,50.0,63,70.893,67,1,42.074,39.858,20,38,7,29,0,0
4.699,9,23,375.51,4,28,52.68,41.0,53,59.481,57,1,35.302,33.289,14,32,5,25,0,0
7.398,2,19,352.85,5,25,42.243,37.0,42,47.053,44,1,29.665,28.316,17,27,6,17,0,0
7.0,4,20,366.46,6,27,49.342,38.5,49,55.358,51,1,32.239,30.971,16,29,7,22,0,0
8.71,3,20,366.88,5,26,45.127,38.0,45,50.468,47,1,31.426,29.842,17,28,6,19,0,0
5.6,2,11,230.32,0,16,26.134,25.5,26,29.159,28,0,18.955,17.853,9,18,5,10,0,0
9.155,11,31,553.73,8,41,76.065,58.0,76,85.929,81,3,50.063,47.669,20,46,10,35,0,0
7.432,10,35,610.74,11,45,80.694,64.5,80,90.023,85,3,53.415,51.472,25,50,10,35,0,0
8.495,12,32,551.76,8,41,77.621,58.0,78,88.135,83,3,51.37,48.481,20,46,9,37,0,0
7.959,2,21,399.4,4,29,46.567,42.0,45,51.254,47,2,30.83,30.858,19,31,8,16,0,0
8.2,1,22,369.46,3,28,47.022,43.5,47,52.607,50,1,32.813,31.509,21,31,6,19,0,0
7.5,2,24,438.54,4,33,55.327,51.5,55,62.102,59,1,37.83,36.574,22,37,9,22,0,0
9.097,10,31,567.71,8,42,75.509,60.0,75,84.723,80,4,49.756,47.857,21,47,11,33,0,0
6.0,1,16,293.3,1,22,33.822,36.0,33,36.784,36,3,23.426,23.316,15,25,6,11,0,0
6.4,14,30,614.29,9,42,82.116,57.0,82,93.039,86,2,53.853,50.264,16,46,12,40,0,0
9.301,13,33,581.79,9,43,81.832,60.0,82,92.76,87,3,53.586,50.723,20,48,10,39,0,0
7.398,3,19,367.87,5,26,44.345,38.0,44,49.551,46,1,30.671,29.337,16,28,7,18,0,0
7.796,1,20,419.81,4,29,44.007,42.0,42,47.783,44,2,29.926,30.159,19,31,9,13,0,0
8.921,11,31,537.73,7,40,74.738,57.0,75,84.72,80,3,49.608,46.955,20,45,9,35,0,0
7.602,0,19,369.8,4,26,40.098,39.0,39,43.689,41,2,28.29,27.865,19,28,7,13,0,0
7.959,1,18,424.3,4,27,40.498,39.5,39,43.553,41,2,29.796,28.88,17,29,9,12,0,0
5.0,16,28,521.74,7,38,76.832,50.0,77,87.76,81,2,48.586,45.723,12,42,10,39,0,0
7.125,5,25,441.53,6,33,56.443,49.0,56,62.857,60,3,38.245,36.993,20,37,8,23,0,0
5.699,2,16,359.87,5,24,38.654,35.5,38,42.641,40,1,27.796,26.47,14,26,8,14,0,0
6.254,4,22,477.5,7,33,53.182,47.5,51,58.008,54,1,35.148,35.002,18,36,11,18,0,0
8.301,3,20,411.33,5,26,45.032,38.0,45,50.366,47,1,31.921,30.04,17,28,6,19,0,0
8.398,2,18,432.73,5,26,41.691,38.0,41,45.978,43,1,30.262,28.835,16,28,8,15,0,0
7.959,3,25,441.53,7,33,56.443,49.0,56,62.857,59,1,38.245,36.993,22,36,8,23,0,0
8.0,3,19,355.4,5,26,44.869,37.5,44,49.784,46,1,29.409,28.806,16,28,7,18,0,0
7.796,2,21,394.89,5,28,47.454,41.0,47,52.678,49,2,32.881,31.557,19,30,7,19,0,0
7.921,5,21,432.92,8,30,53.062,41.5,52,59.057,54,1,34.796,33.709,16,32,9,22,0,0
8.523,1,18,425.84,4,28,41.2,40.5,39,44.288,41,2,28.813,28.819,17,30,10,11,0,0
7.509,2,18,357.82,5,25,41.796,36.5,41,45.974,43,1,28.568,27.724,16,27,7,16,0,0
7.745,2,18,357.82,5,25,41.796,36.5,41,45.974,43,1,28.568,27.724,16,27,7,16,0,0
7.824,2,18,430.98,6,28,43.833,42.5,43,48.059,46,1,32.449,30.679,16,31,10,15,0,0
7.658,8,24,455.56,8,33,60.792,45.5,60,68.572,63,1,38.949,37.625,16,36,9,27,0,0
5.6,8,24,415.54,4,31,56.0,46.0,56,63.062,59,2,37.551,35.805,15,34,7,25,1,1
