pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
4.0,9,2.585,1.237,9.5,1.744,8.559,2.975,2.975,22.0,41.0,1.666,0.32,4.16,4.416,3.882,4.564,2.182,2.182,0.66,1.789,2.342,-0.821,0.152,0.55,5.446,6.238,0.668,3.332,27.0,2.086,0.391,86.439,0.197,-0.046,-0.583,8,3.17,-0.599,-0.599,281.093,4.951,0.208,5.711,40.197,419.51,267.0,0.942,0.942,3.589,0.366,3.475,281.929,3.018,1.125,16,-0.694,2.82,5.971,1.564,0.222,3.638,15.086,79.002,4.61,0,386.44,2.783,1.945,1.945
4.1,13,3.322,2.026,16.0,2.11,9.599,3.657,3.657,31.0,41.0,2.799,0.258,6.343,4.705,4.174,4.86,2.377,2.377,1.009,2.333,2.868,-0.507,0.122,0.396,5.478,6.18,1.213,3.555,34.0,2.786,0.643,102.042,0.16,0.491,-0.305,17,4.17,-0.342,-0.342,372.677,5.247,0.176,5.553,50.501,557.84,361.0,1.372,1.372,4.278,0.763,3.743,387.466,3.18,1.132,16,-0.424,2.977,5.847,1.795,0.647,4.118,21.636,104.464,4.779,1,528.03,2.98,2.965,2.965
4.835,21,3.807,2.089,24.5,2.716,10.999,3.752,3.752,41.5,52.3,3.766,0.2,8.362,4.933,4.376,5.063,3.033,3.033,2.5,2.777,3.208,0.418,0.095,0.298,5.983,6.779,1.788,3.807,44.0,2.862,1.683,136.881,0.126,0.977,0.687,21,4.459,0.773,0.773,453.596,5.435,0.14,6.159,62.198,678.69,441.0,1.414,1.414,5.324,1.966,4.132,471.579,3.692,1.105,23,0.968,3.299,6.464,2.271,1.309,4.226,30.782,169.166,5.027,0,689.82,3.471,3.561,3.561
4.1,14,3.459,2.458,19.0,2.707,8.85,3.232,3.232,36.25,41.5,2.176,0.227,7.697,4.64,4.234,4.92,2.79,2.79,1.455,2.607,3.251,0.436,0.106,0.342,5.567,5.56,1.596,3.664,38.0,2.847,1.045,126.382,0.141,0.834,0.101,16,4.087,0.113,0.113,491.996,5.101,0.157,5.54,54.549,700.58,454.0,1.471,1.471,4.852,1.198,4.165,488.404,3.505,1.133,17,0.14,3.26,5.645,2.0,1.0,4.673,29.706,113.328,4.883,0,749.88,3.437,3.755,3.755
4.1,9,2.807,1.659,10.5,1.884,7.927,3.344,3.344,24.75,38.1,1.444,0.351,4.851,4.457,3.998,4.682,2.351,2.351,0.708,1.923,2.735,-0.818,0.16,0.672,5.302,5.59,0.715,3.434,30.0,2.571,0.312,99.287,0.2,0.0,-0.55,9,3.322,-0.611,-0.611,368.582,4.865,0.203,5.422,44.787,560.46,353.0,1.15,1.15,3.637,0.654,3.722,381.939,3.256,1.131,16,-0.708,2.973,5.553,1.611,0.197,4.133,20.434,99.137,4.749,0,547.81,2.816,2.609,2.609
4.1,14,3.585,1.718,19.0,1.845,9.158,3.476,3.476,34.0,40.5,2.471,0.281,6.401,4.718,4.248,4.934,2.647,2.647,1.723,2.5,2.665,-0.643,0.13,0.477,5.372,5.873,1.438,3.638,37.0,2.504,1.383,104.039,0.165,0.956,0.425,19,4.322,0.468,0.468,393.695,5.176,0.186,5.67,53.744,667.4,432.0,1.0,1.0,4.51,1.0,3.414,462.104,3.346,1.107,15,0.563,2.895,6.055,1.949,0.973,3.554,23.458,162.972,4.852,0,632.0,2.777,2.286,2.286
5.695,18,3.585,2.145,19.5,2.613,9.713,3.396,3.396,37.25,44.7,2.542,0.214,7.451,4.736,4.277,4.963,2.653,2.653,2.377,2.783,3.051,0.543,0.102,0.341,5.637,6.065,1.837,3.761,42.0,2.814,2.0,136.881,0.131,1.181,0.994,17,4.17,1.0,1.0,443.828,5.205,0.142,5.662,59.607,689.13,444.0,1.432,1.432,5.494,1.709,3.768,473.863,3.441,1.106,21,1.264,3.262,5.979,2.32,1.238,4.638,28.835,200.347,4.984,0,675.7,3.411,3.089,3.089
4.1,16,3.392,1.934,18.5,2.034,9.903,3.591,3.591,33.5,43.9,3.008,0.249,7.103,4.744,4.178,4.864,2.709,2.709,1.55,2.404,2.831,-0.45,0.117,0.387,5.7,6.336,1.345,3.597,35.5,2.5,1.245,106.039,0.155,0.632,0.29,18,4.248,0.314,0.314,369.354,5.262,0.17,5.87,51.604,540.41,351.0,1.0,1.0,4.515,1.091,3.571,375.152,3.419,1.123,18,0.374,2.827,6.093,1.938,0.836,3.779,24.25,120.108,4.798,1,509.42,2.876,2.508,2.508
4.004,19,3.755,2.65,21.5,2.705,11.411,3.734,3.734,43.25,44.2,3.152,0.191,8.342,5.119,4.519,5.207,3.041,3.041,2.491,2.965,3.466,1.311,0.091,0.326,6.198,7.482,2.088,3.922,49.5,3.205,2.029,172.974,0.117,1.873,0.997,18,4.248,1.116,1.116,605.551,5.695,0.127,6.605,72.723,944.81,596.0,1.808,1.808,6.072,2.4,4.701,635.033,3.733,1.108,23,1.413,3.262,7.036,2.479,2.059,5.032,38.59,179.917,5.197,0,893.63,3.538,5.034,5.034
4.0,11,3.0,1.794,14.0,2.074,9.007,3.14,3.14,31.25,40.0,1.978,0.254,6.255,4.533,4.094,4.779,2.379,2.379,1.739,2.5,2.76,0.061,0.119,0.417,5.423,5.532,1.5,3.584,35.0,2.571,1.424,113.457,0.149,0.635,0.422,13,3.807,0.428,0.428,423.073,4.958,0.159,5.326,51.602,611.5,382.0,1.142,1.142,4.856,0.822,3.528,408.007,3.21,1.155,18,0.515,2.923,5.562,2.08,0.766,4.062,24.354,97.597,4.828,0,619.69,2.941,2.692,2.692
5.484,13,3.392,2.179,15.5,2.298,10.217,2.876,2.876,30.25,42.5,3.169,0.261,5.608,4.781,4.212,4.898,2.669,2.669,1.19,2.293,3.032,-0.229,0.123,0.429,5.866,7.161,1.196,3.597,35.5,2.858,0.933,110.039,0.159,0.54,-0.007,17,4.17,-0.008,-0.008,375.516,5.428,0.177,6.301,52.216,598.53,385.0,1.382,1.382,4.577,1.0,3.778,409.657,3.341,1.109,17,-0.009,3.007,6.764,2.011,0.725,4.414,19.624,141.273,4.818,1,569.18,3.035,3.011,3.011
5.6,23,3.954,2.476,26.0,2.736,11.959,3.522,3.522,45.25,52.3,4.111,0.204,9.224,5.178,4.527,5.215,3.276,3.276,2.293,2.732,3.158,0.618,0.097,0.335,6.369,7.893,1.779,3.882,47.5,2.961,1.795,136.881,0.126,2.118,0.796,28,4.858,0.804,0.804,501.251,5.82,0.14,6.837,70.099,741.56,477.0,1.522,1.522,5.825,2.14,4.096,504.185,3.777,1.105,23,1.191,3.071,7.378,2.239,2.118,4.549,33.722,168.54,5.092,4,658.46,3.34,3.587,3.587
5.399,23,3.954,2.477,25.5,2.738,11.975,3.519,3.519,45.25,51.1,4.081,0.198,9.285,5.183,4.538,5.226,3.345,3.345,2.294,2.822,3.158,0.618,0.094,0.325,6.358,7.86,1.9,3.902,48.5,2.964,1.798,143.207,0.123,2.118,0.799,28,4.858,0.809,0.809,500.688,5.811,0.136,6.822,71.532,741.32,477.0,1.567,1.567,6.03,2.145,4.177,504.447,3.856,1.107,24,1.194,3.136,7.357,2.34,2.118,4.554,34.145,171.075,5.11,4,662.46,3.342,3.78,3.78
5.47,9,2.585,1.152,9.0,1.624,8.383,2.929,2.929,20.0,42.9,1.672,0.348,3.78,4.366,3.839,4.522,2.217,2.217,0.328,1.394,2.253,-1.198,0.166,0.589,5.397,6.193,0.215,3.258,25.0,1.821,0.0,75.059,0.215,-0.195,-0.965,8,3.17,-1.0,-1.0,241.638,4.893,0.228,5.701,37.8,364.86,233.0,0.676,0.676,3.114,0.122,3.457,247.103,3.047,1.121,15,-1.257,2.689,5.957,1.183,-0.155,3.505,12.758,71.313,4.549,0,330.98,2.714,1.801,1.801
4.0,13,3.322,2.235,17.5,2.368,9.946,3.475,3.475,37.0,37.3,2.257,0.222,7.275,4.749,4.331,5.017,2.921,2.921,2.0,2.525,3.07,0.391,0.104,0.364,5.67,6.16,1.5,3.738,41.0,2.886,1.967,130.881,0.132,1.144,0.965,15,4.0,1.0,1.0,455.792,5.211,0.15,5.835,60.901,730.19,467.0,1.534,1.534,5.301,1.709,4.363,503.05,3.654,1.126,19,1.0,3.223,6.029,2.149,1.301,4.593,27.7,152.776,5.004,0,684.51,3.265,4.206,4.206
4.0,15,3.322,1.926,17.0,2.106,9.007,3.272,3.272,32.25,43.6,2.254,0.269,6.725,4.527,4.06,4.745,2.401,2.401,1.25,2.5,2.82,-0.623,0.126,0.435,5.421,5.815,1.5,3.555,34.0,2.5,0.865,96.042,0.163,0.578,-0.13,15,4.0,-0.132,-0.132,354.259,5.042,0.175,5.357,47.88,520.5,336.0,1.03,1.03,4.63,1.087,3.363,356.755,3.296,1.126,17,-0.163,2.918,5.527,2.0,0.635,3.632,22.808,115.796,4.754,0,482.99,2.938,2.296,2.296
4.1,8,2.585,1.144,9.5,1.824,7.406,2.906,2.906,21.75,40.0,1.202,0.315,4.178,4.178,3.795,4.477,1.949,1.949,0.607,1.521,2.214,-0.901,0.146,0.496,4.985,5.069,0.285,3.296,26.0,2.116,0.173,86.439,0.194,-0.019,-0.732,8,3.17,-0.789,-0.789,317.223,4.579,0.202,4.902,37.937,442.05,286.0,1.0,1.0,3.561,0.377,3.466,304.754,2.844,1.147,14,-0.895,2.793,4.949,1.14,0.132,3.606,16.282,65.18,4.538,0,480.47,2.819,2.302,2.302
4.0,10,3.0,1.958,12.5,2.308,7.766,3.108,3.108,28.0,36.8,1.249,0.295,5.612,4.385,3.98,4.663,2.475,2.475,0.938,1.997,2.963,-0.595,0.139,0.504,5.242,5.612,0.785,3.466,31.0,2.5,0.507,98.042,0.178,0.387,-0.368,10,3.459,-0.394,-0.394,394.605,4.904,0.187,5.294,45.006,592.97,376.0,1.0,1.0,3.802,0.904,3.63,402.392,3.349,1.139,14,-0.48,3.01,5.549,1.667,0.5,4.414,24.065,79.345,4.741,0,589.88,3.151,2.275,2.275
4.1,13,3.248,2.424,15.0,2.593,9.883,3.481,3.481,35.0,40.7,2.075,0.201,6.404,4.88,4.353,5.04,2.802,2.802,2.265,2.726,3.316,0.774,0.095,0.344,5.848,6.792,1.743,3.795,43.5,2.991,1.99,158.0,0.123,1.356,0.975,14,3.907,0.985,0.985,483.502,5.456,0.132,6.146,64.741,738.89,468.0,1.693,1.693,5.761,2.24,4.745,497.802,3.539,1.12,24,1.154,3.275,6.437,2.507,1.628,5.073,29.122,135.69,5.08,0,703.48,3.431,4.825,4.825
4.0,15,3.459,2.052,17.5,2.395,11.241,3.54,3.54,32.25,51.7,3.815,0.28,5.964,4.944,4.273,4.959,2.523,2.523,1.062,2.65,2.895,-0.467,0.134,0.478,6.172,7.465,1.629,3.584,35.0,2.849,0.527,98.107,0.171,0.589,-0.196,18,4.248,-0.326,-0.326,404.482,5.606,0.19,6.551,52.99,668.47,422.0,1.414,1.414,4.088,0.957,4.08,448.046,3.245,1.092,15,-0.422,3.034,7.031,2.108,0.742,4.285,19.42,118.674,4.836,1,626.83,3.16,3.277,3.277
4.0,10,2.907,1.724,11.5,1.805,8.563,2.928,2.928,24.25,42.9,1.966,0.304,4.771,4.484,3.946,4.63,1.828,1.828,0.728,1.797,2.664,-0.853,0.142,0.489,5.305,5.571,0.697,3.384,28.5,2.325,0.333,86.439,0.188,0.17,-0.627,12,3.7,-0.642,-0.642,326.683,4.997,0.204,5.344,42.023,462.29,300.0,1.054,1.054,3.87,0.438,3.482,318.417,2.783,1.133,15,-0.778,2.81,5.38,1.587,0.276,3.564,15.723,78.551,4.603,1,448.57,2.752,2.538,2.538
5.979,23,3.954,2.477,25.5,2.739,11.99,3.519,3.519,45.75,50.0,4.052,0.193,9.31,5.189,4.549,5.236,3.357,3.357,2.296,2.864,3.159,0.618,0.091,0.316,6.353,7.847,1.956,3.922,49.5,2.967,1.907,149.58,0.119,2.118,0.901,28,4.858,0.906,0.906,504.688,5.814,0.132,6.816,72.665,746.2,481.0,1.615,1.615,6.258,2.194,4.204,508.125,3.885,1.109,25,1.201,3.214,7.348,2.409,2.118,4.555,34.567,173.609,5.128,4,668.14,3.343,3.881,3.881
4.666,15,3.585,2.211,20.5,2.642,10.556,3.609,3.609,39.0,40.4,3.205,0.219,7.754,4.992,4.401,5.088,2.723,2.723,2.305,2.845,3.036,-0.167,0.105,0.349,6.058,7.369,1.994,3.738,41.0,2.959,1.783,106.382,0.136,0.8,0.788,22,4.524,0.826,0.826,472.445,5.623,0.151,6.351,62.081,694.84,446.0,1.618,1.618,5.121,1.294,4.584,475.384,3.421,1.138,19,1.213,2.978,6.866,2.379,0.89,4.625,27.969,121.116,4.973,2,586.64,3.354,4.46,4.46
5.331,14,3.17,2.0,16.0,2.238,9.604,3.134,3.134,35.25,40.7,1.82,0.199,6.77,4.654,4.22,4.905,2.688,2.688,2.425,2.809,3.0,0.538,0.094,0.316,5.538,5.657,1.884,3.738,41.0,2.859,2.0,137.207,0.123,1.177,1.0,14,3.907,1.0,1.0,390.86,5.11,0.128,5.446,58.897,572.62,372.0,1.465,1.465,5.831,1.583,4.081,395.715,3.497,1.127,24,1.415,3.124,5.644,2.372,1.474,4.803,26.087,131.543,4.977,0,544.83,3.177,3.448,3.448
4.382,11,3.17,1.16,14.5,1.356,9.102,3.254,3.254,26.5,44.4,2.803,0.335,5.188,4.605,3.97,4.654,2.009,2.009,0.631,2.118,2.27,-1.434,0.157,0.544,5.592,6.673,0.927,3.367,28.0,2.118,0.119,75.059,0.206,-0.118,-0.726,16,4.087,-0.799,-0.799,340.72,5.223,0.225,6.015,40.958,510.63,327.0,0.618,0.618,3.537,0.062,3.0,350.014,2.857,1.114,12,-1.077,2.514,6.407,1.618,0.022,3.258,15.723,117.898,4.554,2,465.29,2.4,1.372,1.372
4.876,17,3.585,2.009,20.5,2.085,10.138,3.451,3.451,36.0,48.6,3.118,0.248,7.182,4.858,4.256,4.942,2.611,2.611,2.118,2.401,2.857,-0.276,0.116,0.403,5.854,6.936,1.358,3.664,38.0,2.5,1.618,106.039,0.152,0.74,0.618,22,4.524,0.618,0.618,413.063,5.452,0.167,6.168,55.45,623.07,401.0,1.0,1.0,4.979,1.843,3.336,426.586,3.286,1.106,18,0.927,2.74,6.583,1.916,1.086,3.64,23.254,162.174,4.848,2,562.34,2.916,2.178,2.178
4.0,9,2.585,-0.725,10.0,0.089,6.737,2.658,2.658,17.5,42.9,1.706,0.458,3.873,3.917,3.481,4.159,1.013,1.013,-0.5,0.156,0.771,0.0,0.218,0.64,4.857,4.961,-1.448,2.944,18.0,0.511,-0.9,48.106,0.292,0.0,-1.893,8,3.17,-1.894,-1.894,202.727,4.316,0.325,4.87,25.312,288.16,190.0,-1.0,-1.0,2.353,-0.566,1.713,204.174,2.37,1.119,9,-2.548,2.057,4.919,-0.084,0.0,2.249,11.449,51.477,4.119,0,304.89,1.386,-2.0,-2.0
4.0,7,2.807,1.424,9.5,1.825,8.992,3.091,3.091,23.5,36.8,2.127,0.292,4.832,4.56,3.975,4.659,2.206,2.206,0.769,2.0,2.441,-0.784,0.138,0.475,5.606,6.611,0.956,3.401,29.0,2.076,0.421,88.239,0.179,0.0,-0.448,11,3.585,-0.5,-0.5,345.677,5.144,0.199,5.943,43.236,492.26,316.0,1.0,1.0,3.908,0.664,3.414,338.82,3.018,1.149,14,-0.572,2.866,6.298,1.739,0.486,3.966,16.314,71.299,4.64,1,484.23,2.782,2.275,2.275
4.0,22,3.858,2.232,24.5,2.678,11.969,3.555,3.555,45.0,47.2,4.023,0.209,9.194,5.226,4.538,5.226,3.094,3.094,2.5,2.754,3.027,0.699,0.099,0.377,6.545,8.121,1.846,3.902,48.5,2.827,2.0,145.58,0.127,2.118,1.0,27,4.807,1.0,1.0,472.02,5.937,0.139,7.02,71.91,708.77,454.0,1.445,1.445,6.449,2.5,3.825,479.25,3.636,1.116,25,1.5,3.215,7.598,2.278,2.303,4.699,35.597,162.663,5.11,0,622.34,3.298,3.109,3.109
5.521,18,3.7,2.111,22.0,2.571,10.969,3.515,3.515,39.75,50.0,3.277,0.216,7.762,5.029,4.401,5.088,2.779,2.779,2.247,2.769,2.97,0.618,0.103,0.351,6.043,7.171,1.861,3.784,43.0,2.857,1.755,128.382,0.134,1.342,0.753,23,4.585,0.755,0.755,486.043,5.629,0.145,6.384,63.735,738.86,472.0,1.414,1.414,5.332,2.118,4.025,499.588,3.484,1.103,20,1.076,3.035,6.807,2.34,2.118,4.658,27.666,162.652,5.014,2,662.67,3.269,3.408,3.408
4.959,15,3.459,2.077,18.0,2.135,10.172,3.202,3.202,33.5,45.2,2.604,0.276,6.348,4.848,4.29,4.977,2.733,2.733,1.77,2.663,2.919,-0.031,0.128,0.5,5.927,6.88,1.598,3.664,38.0,2.703,1.572,110.096,0.159,0.78,0.577,16,4.087,0.595,0.595,381.392,5.407,0.179,6.202,57.092,625.28,398.0,1.245,1.245,4.506,1.066,3.878,422.573,3.491,1.109,19,0.673,2.874,6.642,2.115,1.0,4.159,26.476,113.297,4.942,0,565.48,2.995,2.979,2.979
4.1,7,2.322,1.115,7.5,1.5,6.838,2.715,2.715,18.75,36.4,1.105,0.32,3.481,3.975,3.624,4.304,1.578,1.578,0.5,1.31,2.139,-1.012,0.148,0.483,4.712,4.683,0.131,3.219,24.0,1.838,0.243,82.439,0.198,-0.101,-0.613,7,3.0,-0.675,-0.675,235.058,4.336,0.205,4.541,33.328,329.96,216.0,0.674,0.674,3.801,0.464,2.817,229.626,2.578,1.142,16,-0.753,2.794,4.516,1.076,-0.091,3.283,12.88,89.784,4.401,0,350.72,2.5,1.135,1.135
4.0,20,3.807,2.291,24.0,2.652,10.536,3.53,3.53,42.5,42.6,3.203,0.221,8.35,4.914,4.449,5.136,2.866,2.866,2.5,2.848,3.145,0.604,0.103,0.378,5.905,6.647,1.924,3.85,46.0,2.965,2.0,137.58,0.13,1.045,1.0,22,4.524,1.0,1.0,452.336,5.431,0.147,6.094,66.699,730.08,474.0,1.54,1.54,5.674,2.5,4.326,506.714,3.546,1.113,23,1.5,3.373,6.465,2.327,1.309,4.499,34.536,210.694,5.078,0,680.61,3.346,4.214,4.214
4.315,13,3.322,2.23,16.5,2.36,9.396,3.475,3.475,34.5,37.5,2.159,0.237,6.67,4.677,4.29,4.977,2.868,2.868,1.531,2.52,3.068,0.169,0.11,0.389,5.569,5.87,1.5,3.689,39.0,2.82,1.202,124.606,0.141,1.0,0.25,15,4.0,0.326,0.326,414.608,5.101,0.16,5.671,57.583,699.73,451.0,1.414,1.414,4.936,1.299,4.052,485.453,3.612,1.122,18,0.374,3.401,5.779,2.122,1.041,4.593,25.564,142.641,4.949,0,698.81,3.245,3.525,3.525
4.0,19,3.755,2.516,21.5,2.695,13.081,3.7,3.7,40.5,52.8,4.804,0.219,7.546,5.183,4.522,5.209,3.029,3.029,2.171,3.091,3.24,0.263,0.105,0.374,6.384,7.72,2.308,3.818,44.5,3.232,1.679,128.606,0.133,1.0,0.678,23,4.585,0.681,0.681,534.618,5.86,0.148,6.813,67.864,871.63,552.0,1.855,1.855,5.168,2.008,4.812,585.809,3.636,1.09,19,1.011,3.582,7.284,2.551,1.281,5.046,26.909,142.548,5.083,1,827.38,3.403,5.066,5.066
4.0,9,2.585,1.197,9.0,1.642,8.383,2.849,2.849,20.0,43.8,1.672,0.347,3.457,4.347,3.839,4.522,2.286,2.286,0.334,1.339,2.298,-1.257,0.165,0.587,5.407,6.236,0.084,3.258,25.0,1.79,0.002,75.059,0.215,-0.236,-0.842,8,3.17,-0.868,-0.868,251.948,4.91,0.227,5.711,37.812,400.75,256.0,0.657,0.657,3.166,0.286,3.48,271.684,3.13,1.111,14,-0.982,2.801,5.915,1.0,-0.157,3.519,10.886,117.744,4.549,0,389.36,2.727,1.792,1.792
4.1,3,2.322,1.0,6.0,1.36,6.477,2.263,2.263,16.5,37.5,0.628,0.339,2.286,3.912,3.497,4.174,1.395,1.395,0.142,1.627,2.0,-1.041,0.157,0.522,4.277,4.263,0.0,3.178,23.0,2.0,0.013,67.059,0.21,-0.366,-1.0,3,2.0,-1.0,-1.0,187.017,4.263,0.231,4.263,30.608,274.26,180.0,1.0,1.0,3.569,0.0,3.247,190.902,2.594,1.134,15,-1.0,2.866,4.29,0.945,0.0,3.247,8.828,53.023,4.407,0,270.48,2.414,2.113,2.113
4.0,10,2.807,1.5,10.5,1.836,8.205,3.054,3.054,24.5,39.0,1.48,0.289,4.414,4.446,3.961,4.644,2.378,2.378,0.909,2.025,2.5,-0.61,0.137,0.483,5.333,5.928,1.0,3.434,30.0,2.307,0.456,90.107,0.175,0.379,-0.44,9,3.322,-0.476,-0.476,317.638,4.934,0.19,5.439,44.157,516.0,326.0,1.0,1.0,4.055,0.553,3.414,347.583,3.245,1.119,16,-0.563,2.944,5.736,1.984,0.5,3.91,16.036,150.482,4.696,0,467.42,2.851,2.275,2.275
5.016,9,2.585,1.221,9.0,1.643,8.502,3.022,3.022,21.25,44.8,1.681,0.337,3.931,4.44,3.902,4.585,2.383,2.383,0.415,1.597,2.321,-1.03,0.161,0.582,5.514,6.302,0.448,3.296,26.0,1.924,-0.007,80.711,0.206,-0.187,-0.736,8,3.17,-0.867,-0.867,303.227,4.995,0.221,5.812,39.954,500.74,316.0,0.796,0.796,3.223,0.32,3.502,335.391,3.207,1.112,13,-0.981,2.94,6.026,1.179,-0.122,3.66,13.576,48.317,4.6,0,520.93,2.727,2.081,2.081
4.0,13,3.322,2.061,16.5,2.5,10.378,3.369,3.369,36.75,40.4,2.68,0.216,7.087,4.864,4.344,5.03,3.046,3.046,2.118,2.751,2.938,0.618,0.101,0.355,5.697,6.336,1.805,3.761,42.0,2.883,1.665,134.452,0.127,1.449,0.678,17,4.17,0.751,0.751,545.296,5.373,0.136,6.0,63.102,831.7,519.0,1.561,1.561,5.388,2.118,4.382,553.963,3.816,1.147,19,1.0,3.253,6.203,2.315,2.0,4.594,28.319,128.943,5.03,0,819.91,3.288,4.262,4.262
5.719,24,3.954,2.689,28.0,2.976,13.02,3.669,3.669,51.75,43.8,4.803,0.151,10.559,5.128,4.603,5.291,3.051,3.051,2.527,3.033,3.515,1.0,0.072,0.227,6.154,7.077,2.168,4.034,55.5,3.358,2.0,191.421,0.096,2.178,1.0,26,4.755,1.0,1.0,599.782,5.664,0.106,6.394,79.961,894.86,580.0,1.972,1.972,7.308,2.5,4.681,618.876,3.684,1.118,28,1.5,3.384,6.761,2.597,2.5,4.828,42.675,213.906,5.246,1,850.33,3.64,5.199,5.199
4.0,11,3.087,1.659,13.0,2.319,8.096,2.952,2.952,26.75,36.8,1.825,0.296,5.562,4.518,4.039,4.723,2.495,2.495,0.712,1.735,2.651,-0.795,0.139,0.48,5.273,5.016,0.571,3.45,30.5,2.5,0.375,94.107,0.18,0.37,-0.539,13,3.807,-0.572,-0.572,351.525,5.01,0.198,5.076,44.63,538.33,348.0,1.0,1.0,3.876,0.635,3.414,374.02,3.277,1.133,14,-0.657,3.006,5.109,1.477,0.5,4.263,19.121,129.089,4.68,1,526.29,3.142,2.275,2.275
4.0,9,2.7,0.823,10.0,1.692,8.697,2.558,2.558,20.25,44.8,2.202,0.375,3.955,4.414,3.823,4.505,2.079,2.079,0.285,0.925,1.977,-1.559,0.177,0.609,5.367,6.292,-0.426,3.199,23.5,1.694,-0.037,64.0,0.232,-0.42,-0.974,11,3.585,-1.0,-1.0,246.362,4.983,0.249,5.55,35.769,365.76,234.0,0.512,0.512,2.993,-0.204,3.143,246.175,2.905,1.118,13,-1.305,2.566,5.916,0.635,-0.336,3.42,11.729,71.396,4.44,1,325.37,2.638,1.226,1.226
4.1,8,2.585,0.77,9.0,1.5,6.836,3.02,3.02,21.0,37.9,1.19,0.337,4.705,3.975,3.701,4.382,1.879,1.879,0.159,1.114,1.832,-1.0,0.163,0.524,4.798,4.246,-0.341,3.219,24.0,1.6,-0.042,71.956,0.205,-0.037,-0.932,8,3.17,-1.0,-1.0,337.516,4.309,0.22,4.694,34.211,484.24,306.0,0.247,0.247,3.292,0.0,2.827,327.434,2.835,1.168,11,-1.072,2.687,4.529,0.604,0.0,3.329,17.214,65.971,4.449,0,562.7,2.5,0.533,0.533
4.1,13,3.17,1.841,16.0,2.011,9.468,2.954,2.954,28.5,46.9,2.818,0.331,5.655,4.6,4.007,4.691,2.096,2.096,0.674,1.677,2.751,-1.05,0.156,0.557,5.713,6.581,0.27,3.401,29.0,2.527,0.215,78.711,0.202,-0.106,-0.805,14,3.907,-0.801,-0.801,309.143,5.192,0.217,5.863,42.499,463.4,296.0,1.0,1.0,3.525,0.565,3.586,314.047,2.918,1.118,15,-1.137,2.688,6.22,1.195,0.448,3.648,18.419,102.044,4.635,0,405.35,2.859,2.507,2.507
4.0,16,3.524,2.488,20.0,2.695,10.483,3.449,3.449,40.0,42.6,2.811,0.222,7.991,4.944,4.373,5.059,2.785,2.785,2.006,2.692,3.292,0.72,0.106,0.384,5.96,6.9,1.718,3.773,42.5,2.923,1.654,136.881,0.136,1.418,0.658,19,4.322,0.747,0.747,499.452,5.485,0.147,6.161,63.052,756.52,478.0,1.51,1.51,5.359,1.815,4.552,513.173,3.595,1.129,20,0.873,3.147,6.481,2.229,1.741,4.902,31.884,157.22,5.026,0,708.22,3.424,4.061,4.061
4.1,23,3.858,2.236,26.5,2.861,12.817,3.907,3.907,47.0,46.4,4.885,0.187,9.728,5.176,4.538,5.226,2.95,2.95,2.597,2.919,3.061,0.876,0.089,0.305,6.4,7.593,2.106,3.922,49.5,2.939,2.031,164.465,0.116,1.732,1.025,25,4.7,1.044,1.044,518.583,5.792,0.128,6.715,71.967,765.51,494.0,1.557,1.557,6.279,2.24,4.206,525.352,3.607,1.116,26,1.55,3.259,7.18,2.463,2.14,4.53,39.144,179.285,5.134,2,703.93,3.473,3.837,3.837
7.18,13,3.322,1.845,17.0,2.104,9.402,3.694,3.694,31.5,41.0,2.391,0.279,5.691,4.691,4.22,4.905,2.413,2.413,1.132,2.54,2.795,-0.175,0.13,0.469,5.684,6.096,1.527,3.584,35.0,2.658,0.701,108.039,0.165,0.662,-0.151,15,4.0,-0.187,-0.187,373.856,5.2,0.186,5.822,51.955,634.89,408.0,1.251,1.251,4.246,1.0,3.97,436.847,3.258,1.111,16,-0.231,3.178,5.982,2.141,0.684,4.059,22.918,125.473,4.844,0,613.57,2.944,3.1,3.1
