pXC50,Eig03_EA,SM11_AEA.bo.,Eig03_EA.bo.,SM13_AEA.ri.,RDSQ,Eig06_AEA.bo.,X2,ZM2V,ZM2Per,ATS1m,ATS5m,ZM2MulPer,Eig08_AEA.dm.,SM03_AEA.bo.,ZM2Kup,Psi_e_1,Eig05_AEA.dm.,Eta_epsi,MW,ZM1Per,Eig03_AEA.ri.,Eig13_AEA.bo.,Eig13_AEA.ed.,GGI5,Eig07_AEA.bo.,ZM1MulPer,ATSC6p,Eig08_EA.bo.,MPC01,MWC01,nBO,SRW02,ZM1V,ZM2Mad,SpAD_AEA.ed.,Dz,GGI10,Eig07_EA,SM15_AEA.bo.,XMOD,ATS8m,ATS4m,X3sol,piPC02,SM02_EA.bo.,SRW04,SpAD_EA.ed.,Eig07_AEA.ri.,ATSC4i,ATS2m,Eig15_AEA.ed.,SpMax4_Bh.m.,P_VSA_LogP_5,Eig08_EA.ed.,SM03_AEA.ri.,GMTIV,SM08_AEA.bo.,Eig06_AEA.ed.,SpMax4_Bh.p.,SpMax4_Bh.v.,IC3,Eig07_EA.bo.,ATSC5p,GMTI,SpAD_EA.bo.,S1K,Pol,X5v
5.824,2.522,2.522,3.232,3.232,190.221,2.961,10.822,333.0,515.18,3.632,4.034,354.282,1.647,5.92,340.309,3.938,2.12,28.833,421.36,521.59,3.467,1.13,2.497,0.722,2.735,399.937,10.795,1.672,3.332,3.332,27,4.007,372.0,193.621,40.326,55.75,0.116,1.475,1.475,86.259,3.625,4.108,9.352,4.06,4.745,5.273,103.368,2.445,1.183,3.999,2.054,3.547,38.727,3.089,3.089,23856.0,12.633,3.952,3.498,3.483,4.633,1.748,10.563,8751.0,48.662,20.788,36,1.831
6.73,2.69,2.69,3.44,3.44,273.374,3.35,13.252,448.0,702.26,3.818,4.171,477.185,2.1,6.236,434.986,4.916,2.821,32.171,472.46,688.0,3.65,1.888,3.195,0.966,3.281,520.424,12.23,2.086,3.555,3.555,34,4.234,486.0,248.799,52.385,65.167,0.156,2.005,2.005,103.255,3.994,4.327,13.224,4.388,5.075,5.549,143.833,2.969,1.453,4.204,3.045,3.691,55.632,3.898,3.898,40511.0,13.068,5.284,3.541,3.527,5.296,2.442,12.6,14199.0,64.906,22.353,49,3.661
5.48,2.529,2.529,3.314,3.314,248.331,3.201,12.727,434.0,665.92,3.684,3.868,461.376,1.773,6.143,463.87,4.703,2.522,34.767,424.55,630.45,3.524,2.118,3.0,0.903,2.841,466.105,11.78,1.811,3.526,3.526,33,4.205,436.0,191.957,48.988,68.0,0.127,1.708,1.708,95.459,3.491,4.024,10.45,4.307,4.994,5.476,128.077,2.692,1.461,3.978,2.639,3.527,60.912,3.288,3.288,44820.0,12.91,4.463,3.424,3.41,5.052,1.884,11.441,15820.0,61.034,22.921,44,2.064
6.431,2.899,2.899,3.667,3.667,296.543,3.394,13.946,487.0,766.57,3.788,4.263,519.748,1.978,6.329,494.111,5.133,2.704,32.805,457.39,719.78,3.876,2.001,3.245,1.212,3.172,537.899,12.211,2.152,3.584,3.584,35,4.263,500.0,258.42,54.674,66.667,0.19,1.967,1.967,99.566,3.947,4.384,13.81,4.434,5.121,5.631,164.624,2.955,1.659,4.218,3.0,3.634,54.855,4.427,4.427,38572.0,13.38,5.321,3.387,3.416,5.185,2.426,13.438,13794.0,67.442,20.78,53,3.557
6.253,2.591,2.591,3.232,3.232,213.841,3.053,11.845,403.0,630.54,3.708,4.094,429.633,1.98,6.032,428.976,4.46,2.533,31.862,457.34,665.65,3.554,1.294,2.619,0.833,2.867,524.094,10.896,1.767,3.401,3.401,29,4.078,484.0,218.052,44.475,62.75,0.165,1.646,1.646,92.919,3.726,4.215,9.352,4.159,4.844,5.371,116.849,2.615,1.357,4.103,2.255,3.548,56.969,3.182,3.182,36698.0,12.863,4.616,3.498,3.484,4.859,2.03,10.657,10525.0,52.375,22.638,42,1.856
5.485,2.522,2.522,3.232,3.232,190.221,2.961,10.822,323.0,497.64,3.485,3.614,343.99,1.636,5.92,343.041,3.92,2.101,29.767,357.49,484.95,3.435,1.13,2.497,0.722,2.735,363.504,10.085,1.672,3.332,3.332,27,4.007,340.0,151.961,40.326,56.5,0.116,1.475,1.475,78.342,3.298,3.787,8.355,4.06,4.745,5.273,103.368,2.437,1.253,3.782,2.054,3.477,42.662,3.089,3.089,22304.0,12.633,3.952,3.496,3.482,4.93,1.748,9.726,8751.0,48.662,20.249,36,1.563
5.301,2.544,2.544,3.478,3.478,237.667,3.118,11.966,413.0,647.85,3.668,4.115,440.084,1.899,6.125,420.111,4.438,2.619,30.005,409.35,626.2,3.495,1.618,3.0,1.022,2.78,474.021,11.493,1.671,3.434,3.434,30,4.111,440.0,224.755,46.772,58.667,0.138,1.607,1.607,87.768,3.778,4.249,11.887,4.201,4.887,5.468,138.526,2.575,1.418,4.093,2.781,3.531,48.484,3.2,3.2,26486.0,13.202,5.28,3.379,3.379,4.946,1.825,12.318,9209.0,54.915,19.012,44,3.163
5.815,2.522,2.522,3.232,3.232,190.221,2.961,10.822,323.0,497.64,3.564,3.67,343.99,1.716,5.92,327.643,3.927,2.524,29.267,373.56,484.95,3.411,1.13,2.497,0.722,2.735,363.504,10.61,1.672,3.332,3.332,27,4.007,340.0,165.341,40.326,55.5,0.116,1.475,1.475,81.975,3.44,3.856,8.99,4.06,4.745,5.273,103.368,2.426,1.355,3.878,2.054,3.535,31.662,3.089,3.089,22304.0,12.633,3.952,3.517,3.49,5.119,1.748,10.761,8751.0,48.662,20.634,36,2.196
5.702,2.591,2.591,3.232,3.232,202.015,2.967,11.34,344.0,532.37,3.523,3.661,366.256,1.699,5.978,370.909,4.171,2.292,31.181,374.49,534.56,3.587,1.222,2.543,0.778,2.855,408.394,10.684,1.744,3.367,3.367,28,4.043,380.0,162.313,42.507,59.5,0.149,1.494,1.494,81.218,3.376,3.858,8.355,4.111,4.796,5.323,110.049,2.449,1.4,3.839,2.119,3.479,47.979,3.091,3.091,26595.0,12.754,4.235,3.498,3.484,4.861,1.993,10.404,9592.0,50.465,21.238,39,1.65
6.458,2.529,2.529,3.314,3.314,240.182,3.201,12.374,430.0,660.16,3.654,3.841,457.214,1.745,6.128,459.87,4.561,2.522,33.467,410.52,624.69,3.524,2.118,3.0,0.903,2.839,461.944,11.202,1.756,3.497,3.497,32,4.174,432.0,187.957,47.768,66.0,0.111,1.647,1.647,92.459,3.452,3.999,10.2,4.294,4.98,5.451,125.639,2.627,1.382,3.953,2.596,3.492,60.912,3.285,3.285,40701.0,12.907,4.463,3.424,3.41,4.968,1.882,10.734,14053.0,59.815,21.944,43,1.961
6.416,2.591,2.591,3.232,3.232,213.841,3.053,11.845,379.0,590.34,3.566,3.702,404.044,1.837,6.032,415.242,4.449,2.525,32.695,392.48,606.61,3.587,1.294,2.619,0.833,2.867,470.514,10.725,1.767,3.401,3.401,29,4.078,436.0,174.726,44.475,63.0,0.165,1.646,1.646,84.548,3.434,3.931,8.355,4.159,4.844,5.371,116.849,2.618,1.459,3.902,2.255,3.482,57.1,3.182,3.182,32822.0,12.863,4.616,3.498,3.485,4.898,2.03,10.431,10525.0,52.375,22.162,42,1.66
6.24,2.522,2.522,3.232,3.232,190.221,2.961,10.822,345.0,533.78,3.638,4.036,367.925,1.647,5.92,354.422,3.929,2.12,28.933,422.35,542.99,3.456,1.13,2.497,0.722,2.735,417.177,10.263,1.672,3.332,3.332,27,4.007,388.0,195.175,40.326,56.25,0.116,1.475,1.475,86.759,3.629,4.108,9.352,4.06,4.745,5.273,103.368,2.416,1.148,4.002,2.054,3.546,56.822,3.089,3.089,25352.0,12.633,3.952,3.492,3.478,4.814,1.748,10.108,8751.0,48.662,20.724,36,1.764
6.051,2.594,2.594,3.408,3.408,238.334,3.254,12.542,395.0,609.18,3.667,3.875,421.338,1.757,6.15,395.977,4.468,2.736,30.767,407.57,573.25,3.581,1.355,2.828,0.847,3.047,423.732,11.429,2.027,3.466,3.466,31,4.143,396.0,196.681,46.883,61.5,0.169,1.752,1.752,90.259,3.669,4.03,10.645,4.311,4.997,5.442,125.483,2.716,1.464,4.024,2.698,3.557,46.996,3.091,3.091,29843.0,12.891,4.843,3.571,3.558,5.12,2.164,11.529,11369.0,59.469,21.259,43,2.5
6.238,2.727,2.727,3.411,3.411,248.491,3.43,13.665,403.0,622.92,3.696,3.874,432.637,1.758,6.226,403.977,4.64,2.987,32.067,421.6,584.97,3.661,1.454,3.078,1.014,3.156,433.328,12.087,2.023,3.497,3.497,32,4.174,404.0,204.681,48.444,63.5,0.186,1.803,1.803,92.002,3.581,4.033,10.829,4.35,5.037,5.501,136.162,2.76,1.708,4.077,2.659,3.626,46.996,3.428,3.428,33122.0,13.049,4.977,3.646,3.634,4.815,2.347,11.47,12974.0,61.665,22.236,44,2.593
6.71,2.817,2.817,3.403,3.403,245.449,3.385,12.457,456.0,714.87,3.685,4.011,487.109,1.901,6.207,463.111,4.504,2.577,29.505,417.32,683.56,3.756,1.864,3.062,1.046,3.222,515.124,7.458,1.883,3.466,3.466,31,4.143,478.0,228.088,48.947,60.667,0.166,1.786,1.786,90.459,3.609,4.245,11.984,4.347,5.034,5.493,140.99,2.772,1.295,4.095,2.795,3.638,54.855,4.273,4.273,33331.0,13.124,5.264,3.354,3.415,4.882,2.514,10.131,10527.0,61.073,19.223,46,2.657
5.0,2.426,2.426,3.408,3.408,148.099,2.84,8.433,326.0,506.44,3.367,3.419,343.862,1.0,5.855,325.448,3.016,1.92,18.867,269.36,438.54,3.361,0.5,2.188,0.303,2.596,308.529,3.865,1.5,3.135,3.135,22,3.807,292.0,158.567,33.231,40.5,0.005,1.167,1.167,62.701,2.76,3.602,8.153,4.06,4.745,5.13,95.577,2.107,0.887,3.781,1.555,3.117,52.921,2.136,2.136,9836.0,12.698,3.768,3.093,3.084,4.774,1.636,4.374,3664.0,44.939,11.117,27,2.266
5.0,2.454,2.454,3.414,3.414,159.143,2.842,8.787,329.0,510.9,3.406,3.521,347.582,1.0,5.875,328.377,3.158,1.935,20.167,283.39,443.88,3.394,0.546,2.363,0.306,2.637,312.887,4.335,1.5,3.178,3.178,23,3.85,296.0,162.567,34.51,42.5,0.005,1.227,1.227,65.701,2.899,3.77,8.394,4.078,4.762,5.165,97.672,2.167,1.099,3.811,1.648,3.264,59.212,2.136,2.136,10583.0,12.698,3.812,3.265,3.251,4.863,1.69,5.425,4104.0,46.032,12.035,31,2.393
5.0,2.454,2.454,3.414,3.414,159.143,2.842,8.787,343.0,533.6,3.415,3.521,362.951,1.0,5.875,344.842,3.151,1.935,20.267,284.38,466.28,3.374,0.546,2.363,0.306,2.637,330.068,4.032,1.5,3.178,3.178,23,3.85,312.0,164.232,34.51,43.0,0.005,1.227,1.227,66.155,2.917,3.781,8.394,4.078,4.762,5.165,97.672,2.167,1.063,3.82,1.648,3.264,68.259,2.136,2.136,11229.0,12.698,3.812,3.265,3.251,4.625,1.69,4.849,4104.0,46.032,11.975,31,2.318
6.23,2.543,2.543,3.479,3.479,246.103,3.119,12.32,417.0,653.61,3.698,4.131,444.246,1.909,6.14,424.111,4.58,2.626,31.305,423.38,631.96,3.495,1.618,3.0,1.077,2.809,478.182,11.795,1.686,3.466,3.466,31,4.143,444.0,228.755,48.042,60.667,0.127,1.693,1.693,90.768,3.695,4.268,12.137,4.216,4.902,5.493,140.898,2.67,1.496,4.115,2.866,3.533,48.484,3.382,3.382,29501.0,13.204,5.28,3.388,3.396,5.032,1.852,13.021,10528.0,56.111,19.969,45,3.276
6.119,2.542,2.542,3.479,3.479,254.571,3.119,12.673,421.0,659.37,3.726,4.153,448.407,1.915,6.155,428.111,4.722,2.628,32.605,437.41,637.72,3.495,1.648,3.008,1.077,2.839,482.344,12.472,1.703,3.497,3.497,32,4.174,448.0,232.755,49.437,62.667,0.152,1.761,1.761,93.768,3.723,4.287,12.387,4.23,4.916,5.517,143.596,2.746,1.574,4.137,3.0,3.537,48.484,3.521,3.521,32720.0,13.206,5.28,3.408,3.43,5.013,1.874,13.791,11971.0,57.453,20.928,46,3.385
6.169,2.587,2.587,3.404,3.404,241.81,3.055,12.448,396.0,611.83,3.667,3.898,421.964,1.76,6.15,396.977,4.471,2.597,30.767,407.57,573.79,3.581,1.454,2.849,0.903,2.985,423.489,11.998,2.082,3.466,3.466,31,4.143,396.0,199.351,47.112,61.5,0.153,1.601,1.601,90.36,3.711,4.072,10.82,4.311,4.997,5.442,126.419,2.531,1.492,4.024,2.662,3.557,46.996,3.137,3.137,28331.0,12.921,4.619,3.571,3.558,5.083,2.165,11.445,10825.0,59.7,21.259,44,2.592
6.469,2.522,2.522,3.232,3.232,190.221,2.961,10.822,321.0,493.1,3.564,3.666,342.039,1.716,5.92,325.291,3.923,2.524,29.267,373.56,483.91,3.436,1.13,2.497,0.722,2.735,363.465,10.764,1.672,3.332,3.332,27,4.007,340.0,165.008,40.326,55.5,0.116,1.475,1.475,82.021,3.442,3.862,8.99,4.06,4.745,5.273,103.368,2.382,1.357,3.869,2.054,3.528,42.26,3.089,3.089,22568.0,12.633,3.952,3.505,3.483,4.968,1.748,10.984,8751.0,48.662,20.634,36,2.213
6.55,2.752,2.752,3.386,3.386,243.261,3.301,12.098,453.0,709.33,3.685,4.029,482.968,1.877,6.183,460.111,4.484,2.566,29.505,417.32,680.14,3.685,1.895,3.055,1.07,3.215,512.442,8.408,1.647,3.466,3.466,31,4.143,476.0,225.088,48.36,60.667,0.133,1.782,1.782,91.223,3.692,4.221,11.886,4.334,5.021,5.476,136.555,2.768,1.213,4.081,2.779,3.637,54.855,3.893,3.893,33539.0,13.09,5.264,3.355,3.414,5.072,2.439,9.507,10643.0,60.329,19.223,45,2.7
5.983,2.743,2.743,3.75,3.75,255.273,3.201,14.071,467.0,717.69,3.869,4.015,501.748,1.979,6.247,470.287,5.248,2.87,37.133,463.6,711.36,3.728,1.568,2.959,1.16,2.859,547.934,13.478,1.872,3.526,3.526,33,4.205,502.0,231.231,49.984,71.5,0.157,1.685,1.685,104.912,3.618,4.166,10.34,4.357,5.043,5.509,135.549,2.66,1.459,4.087,2.596,3.512,42.043,3.384,3.384,51997.0,13.278,4.915,3.506,3.495,5.049,1.891,13.178,15501.0,61.999,25.855,46,2.235
5.373,2.591,2.591,3.314,3.314,249.174,3.235,13.143,420.0,647.92,3.68,3.83,447.819,1.831,6.168,446.855,4.733,2.526,34.667,423.56,612.5,3.587,2.118,3.0,0.952,3.053,452.702,11.601,1.771,3.526,3.526,33,4.205,424.0,193.624,49.584,67.5,0.127,1.794,1.794,94.215,3.502,4.001,10.588,4.321,5.007,5.493,131.696,2.739,1.518,3.994,2.781,3.567,52.01,3.495,3.495,41616.0,12.929,4.616,3.509,3.518,4.99,2.165,11.681,15812.0,61.626,22.985,44,1.92
5.342,2.522,2.522,3.232,3.232,190.221,2.961,10.822,309.0,474.98,3.477,3.612,328.693,1.636,5.92,326.576,3.928,2.101,29.667,356.5,462.55,3.467,1.13,2.497,0.722,2.735,346.356,10.642,1.672,3.332,3.332,27,4.007,324.0,150.296,40.326,56.0,0.116,1.475,1.475,77.888,3.296,3.787,8.355,4.06,4.745,5.273,103.368,2.445,1.296,3.772,2.054,3.477,38.858,3.089,3.089,21072.0,12.633,3.952,3.498,3.484,4.685,1.748,10.345,8751.0,48.662,20.314,36,1.634
6.569,2.877,2.877,3.667,3.667,318.423,3.396,14.995,523.0,819.81,3.875,4.278,556.295,2.048,6.365,535.565,5.545,2.738,36.871,501.45,779.76,3.849,2.118,3.404,1.317,3.235,583.224,14.352,2.158,3.664,3.664,38,4.344,544.0,273.41,58.836,73.667,0.151,1.968,1.968,109.474,3.875,4.425,14.62,4.469,5.156,5.694,171.861,2.956,1.755,4.285,3.161,3.638,67.913,4.56,4.56,57205.0,13.384,5.328,3.447,3.456,5.128,2.531,14.856,20395.0,71.087,23.592,56,3.677
5.124,2.569,2.569,3.349,3.349,254.27,3.201,13.008,470.0,721.8,3.684,3.929,500.02,1.824,6.195,505.324,4.789,2.584,34.333,424.5,690.65,3.529,2.118,3.0,0.931,3.17,516.135,10.879,1.879,3.526,3.526,33,4.205,480.0,196.951,49.724,69.0,0.144,1.739,1.739,95.307,3.635,4.064,10.521,4.347,5.034,5.493,131.974,2.721,1.345,4.003,2.653,3.521,60.912,3.292,3.292,46197.0,12.976,4.828,3.424,3.41,5.181,2.388,10.136,14812.0,62.527,22.604,45,1.918
6.114,2.586,2.586,3.44,3.44,243.984,3.271,12.872,391.0,603.76,3.696,3.834,418.301,2.074,6.165,395.291,4.608,2.782,32.067,421.6,575.55,3.576,1.816,3.104,1.014,3.047,427.415,11.287,2.086,3.497,3.497,32,4.174,400.0,199.011,48.331,63.5,0.136,1.76,1.76,93.718,3.544,4.03,11.009,4.324,5.011,5.468,128.764,2.725,1.588,4.024,2.709,3.558,48.631,3.151,3.151,34586.0,12.89,5.027,3.572,3.559,4.986,2.164,12.279,13406.0,61.102,22.236,44,2.613
5.848,2.529,2.529,3.314,3.314,232.121,3.199,12.02,426.0,654.4,3.624,3.807,453.053,1.712,6.112,455.87,4.419,2.519,32.167,396.49,618.93,3.524,1.931,3.0,0.903,2.838,457.782,10.652,1.674,3.466,3.466,31,4.143,428.0,183.957,46.475,64.0,0.111,1.554,1.554,89.459,3.419,3.976,9.95,4.28,4.966,5.425,122.975,2.52,1.305,3.927,2.594,3.455,60.912,3.267,3.267,36794.0,12.905,4.463,3.419,3.409,4.992,1.881,10.135,12414.0,58.483,20.968,42,1.877
5.961,2.522,2.522,3.232,3.232,190.221,2.961,10.822,321.0,493.58,3.564,3.67,342.336,1.716,5.92,325.291,3.924,2.524,29.267,373.56,483.95,3.432,1.13,2.497,0.722,2.735,363.596,10.61,1.672,3.332,3.332,27,4.007,340.0,165.453,40.326,55.5,0.116,1.475,1.475,82.021,3.443,3.852,8.99,4.06,4.745,5.273,103.368,2.404,1.347,3.869,2.054,3.53,42.26,3.089,3.089,22436.0,12.633,3.952,3.508,3.485,5.119,1.748,10.915,8751.0,48.662,20.634,36,2.208
5.414,2.522,2.522,3.232,3.232,190.221,2.961,10.822,321.0,493.1,3.485,3.613,342.039,1.636,5.92,340.688,3.918,2.101,29.767,357.49,483.91,3.461,1.13,2.497,0.722,2.735,363.465,10.215,1.672,3.332,3.332,27,4.007,340.0,151.628,40.326,56.5,0.116,1.475,1.475,78.388,3.3,3.789,8.355,4.06,4.745,5.273,103.368,2.395,1.253,3.777,2.054,3.474,56.953,3.089,3.089,22568.0,12.633,3.952,3.491,3.477,4.742,1.748,10.148,8751.0,48.662,20.249,36,1.568
6.64,2.591,2.591,3.314,3.314,249.174,3.235,13.143,436.0,670.29,3.684,3.833,465.063,1.828,6.168,465.87,4.735,2.526,34.767,424.55,633.47,3.587,2.118,3.0,0.952,3.053,469.048,11.1,1.771,3.526,3.526,33,4.205,438.0,194.289,49.584,68.0,0.127,1.794,1.794,94.594,3.504,4.007,10.588,4.321,5.007,5.493,131.696,2.761,1.483,3.994,2.781,3.567,60.912,3.495,3.495,43676.0,12.929,4.616,3.504,3.496,4.903,2.165,10.682,15812.0,61.626,22.921,44,1.902
6.17,2.522,2.522,3.232,3.232,190.221,2.961,10.822,345.0,533.3,3.706,4.07,367.628,1.729,5.92,339.024,3.932,2.532,28.433,438.42,542.95,3.436,1.13,2.497,0.722,2.735,417.046,10.796,1.672,3.332,3.332,27,4.007,388.0,208.334,40.326,55.25,0.116,1.475,1.475,90.392,3.898,4.164,9.988,4.06,4.745,5.273,103.368,2.382,1.239,4.077,2.054,3.562,42.13,3.089,3.089,25496.0,12.633,3.952,3.505,3.482,4.934,1.748,11.203,8751.0,48.662,21.109,36,2.409
6.087,2.585,2.585,3.44,3.44,246.665,3.261,12.884,391.0,603.98,3.696,3.9,418.435,2.024,6.165,395.291,4.61,2.765,32.067,421.6,575.57,3.578,1.82,3.078,0.903,3.047,427.48,12.566,2.086,3.497,3.497,32,4.174,400.0,199.011,48.311,63.5,0.178,1.756,1.756,93.718,3.716,4.045,10.934,4.324,5.011,5.468,128.807,2.721,1.588,4.024,2.711,3.558,48.631,3.153,3.153,32966.0,12.892,4.945,3.572,3.559,5.162,2.164,12.315,12794.0,61.116,22.236,44,2.65
5.739,2.529,2.529,3.208,3.208,212.455,2.844,11.573,369.0,569.07,3.552,3.736,392.365,1.758,6.027,393.242,4.291,2.522,32.0,386.48,567.64,3.524,1.286,2.596,0.91,2.832,433.46,11.048,1.699,3.401,3.401,29,4.078,402.0,166.286,43.922,62.0,0.124,1.435,1.435,84.734,3.388,3.925,9.077,4.159,4.844,5.352,113.589,2.456,1.271,3.864,2.111,3.414,42.043,2.988,2.988,32789.0,12.816,4.075,3.424,3.409,4.884,1.849,11.051,10549.0,53.02,21.931,41,1.807
5.765,2.522,2.522,3.232,3.232,190.221,2.961,10.822,321.0,493.58,3.485,3.615,342.336,1.636,5.92,340.688,3.919,2.101,29.767,357.49,483.95,3.457,1.13,2.497,0.722,2.735,363.596,10.085,1.672,3.332,3.332,27,4.007,340.0,151.85,40.326,56.5,0.116,1.475,1.475,78.388,3.302,3.786,8.355,4.06,4.745,5.273,103.368,2.416,1.257,3.777,2.054,3.475,56.953,3.089,3.089,22436.0,12.633,3.952,3.492,3.479,4.855,1.748,9.856,8751.0,48.662,20.249,36,1.567
6.057,2.504,2.504,3.314,3.314,217.282,3.182,11.78,444.0,684.42,3.731,4.046,473.283,1.744,6.097,463.603,4.272,2.527,30.033,447.32,671.21,3.46,1.611,2.953,0.702,2.799,507.509,9.157,1.748,3.434,3.434,30,4.111,472.0,222.283,44.905,61.75,0.111,1.645,1.645,94.602,3.587,4.165,10.868,4.266,4.952,5.398,119.979,2.623,1.107,4.101,2.536,3.64,60.781,3.03,3.03,41819.0,12.885,4.463,3.312,3.379,4.74,1.843,9.577,12083.0,57.33,20.461,40,1.854
6.42,2.543,2.543,3.314,3.314,227.809,3.209,11.922,426.0,654.23,3.624,3.722,453.017,1.703,6.112,455.87,4.419,2.521,32.167,396.49,618.93,3.536,1.614,2.959,0.785,2.85,457.764,9.87,1.756,3.466,3.466,31,4.143,428.0,184.289,46.681,64.0,0.111,1.651,1.651,89.459,3.376,3.913,10.389,4.28,4.966,5.425,122.655,2.631,1.283,3.927,2.552,3.503,60.912,3.447,3.447,39234.0,12.901,4.463,3.396,3.398,4.878,1.935,9.778,13242.0,58.282,20.968,42,1.743
6.346,2.887,2.887,3.687,3.687,352.906,3.779,16.757,526.0,815.78,3.872,4.212,561.968,2.064,6.48,554.19,5.683,2.797,39.333,495.68,712.37,3.856,2.492,3.414,1.393,3.366,505.394,16.795,2.543,3.738,3.738,41,4.419,476.0,249.298,61.833,78.5,0.222,2.011,2.011,111.562,4.01,4.232,13.011,4.649,5.338,5.753,177.136,2.969,2.147,4.227,3.265,3.625,70.627,5.481,5.481,55736.0,13.374,5.325,3.64,3.627,5.243,2.659,14.648,24293.0,81.045,25.193,55,3.073
6.517,2.551,2.551,3.314,3.314,237.776,3.217,12.302,430.0,660.49,3.654,3.779,457.357,1.704,6.128,459.87,4.57,2.522,33.467,410.52,624.73,3.545,2.083,3.0,0.841,2.871,462.009,10.477,1.758,3.497,3.497,32,4.174,432.0,188.289,47.827,66.0,0.111,1.656,1.656,92.459,3.442,3.961,10.489,4.294,4.98,5.451,125.429,2.637,1.357,3.953,2.575,3.521,60.912,3.488,3.488,41453.0,12.905,4.463,3.476,3.464,4.968,1.967,10.228,14525.0,59.741,21.944,43,1.836
6.253,2.877,2.877,3.485,3.485,297.663,3.26,15.037,452.0,699.7,3.789,4.07,482.668,1.746,6.321,478.372,5.137,2.735,37.833,461.67,623.03,3.849,2.175,3.251,1.268,3.235,445.128,15.947,2.024,3.638,3.638,37,4.317,420.0,220.301,55.288,72.5,0.131,1.817,1.817,102.956,3.734,4.117,11.444,4.477,5.165,5.631,154.832,2.786,2.001,4.121,3.049,3.625,62.198,4.115,4.115,45501.0,13.223,5.095,3.517,3.512,4.996,2.531,14.357,20291.0,70.153,24.437,48,2.801
6.642,2.691,2.691,3.462,3.462,326.064,3.247,15.012,466.0,718.76,3.858,4.11,492.404,1.747,6.315,492.372,5.545,2.493,39.833,487.71,639.07,3.649,2.378,3.363,0.973,3.234,453.048,16.355,2.022,3.714,3.714,40,4.394,430.0,234.135,59.284,76.5,0.122,1.818,1.818,111.184,3.834,4.157,12.93,4.5,5.187,5.68,159.103,2.787,2.089,4.171,3.247,3.641,62.198,4.123,4.123,53544.0,13.119,5.042,3.524,3.521,5.217,2.454,15.483,25268.0,73.875,24.982,52,3.769
7.699,2.828,2.828,3.473,3.473,202.181,3.035,11.269,396.0,637.61,3.553,3.846,423.345,2.031,6.105,409.783,4.701,2.916,27.719,378.2,668.01,3.739,0.696,2.612,0.941,2.82,535.109,6.777,1.464,3.296,3.296,26,3.97,488.0,219.56,45.608,55.667,0.12,1.414,1.414,77.341,3.734,3.995,9.75,4.052,4.736,5.398,137.279,2.306,1.174,4.031,2.366,3.407,10.187,3.335,3.335,26567.0,13.494,5.188,3.068,3.079,4.985,1.948,8.287,5696.0,47.545,17.736,42,2.573
6.618,2.61,2.61,3.325,3.325,269.193,3.289,13.641,452.0,693.2,3.713,4.036,480.3,1.855,6.207,483.688,4.896,2.737,36.067,438.58,646.45,3.572,2.118,3.112,1.07,3.117,475.619,14.696,2.011,3.555,3.555,34,4.234,444.0,202.622,51.812,70.0,0.177,1.757,1.757,97.001,3.755,4.118,10.856,4.347,5.034,5.533,138.553,2.729,1.63,4.044,2.792,3.556,60.912,4.429,4.429,43355.0,12.971,4.848,3.424,3.411,5.01,2.254,13.55,15575.0,63.257,23.9,47,2.319
6.376,2.615,2.615,3.314,3.314,273.657,3.235,13.737,446.0,686.23,3.741,4.008,474.583,1.919,6.197,475.87,5.034,2.53,37.367,452.61,645.99,3.616,2.118,3.211,1.097,3.09,477.064,13.449,1.771,3.584,3.584,35,4.263,446.0,203.289,52.407,72.0,0.127,1.811,1.811,100.822,3.686,4.125,10.918,4.347,5.034,5.541,137.354,2.779,1.642,4.042,2.863,3.575,60.912,3.498,3.498,47326.0,12.951,4.661,3.506,3.498,5.072,2.201,12.29,17954.0,64.11,24.881,47,2.229
6.037,2.586,2.586,3.314,3.314,254.656,3.233,13.008,441.0,676.68,3.684,3.943,468.758,1.853,6.168,471.779,4.729,2.723,34.767,424.55,635.57,3.562,2.118,3.0,1.042,3.061,468.782,12.956,1.87,3.526,3.526,33,4.205,438.0,195.289,49.713,68.0,0.144,1.754,1.754,94.73,3.611,4.06,10.528,4.321,5.007,5.493,132.205,2.722,1.506,3.999,2.665,3.543,60.912,3.287,3.287,42020.0,12.94,4.717,3.424,3.41,5.242,2.17,12.14,14800.0,61.594,22.921,45,2.08
5.445,2.877,2.877,3.314,3.314,256.813,3.235,14.022,430.0,662.8,3.706,3.824,460.229,1.735,6.254,456.372,4.699,2.725,33.933,419.58,596.92,3.849,2.118,3.237,1.042,3.163,428.766,11.915,2.007,3.555,3.555,34,4.234,404.0,201.969,50.153,66.5,0.098,1.769,1.769,94.163,3.453,3.906,10.471,4.419,5.106,5.549,142.169,2.728,1.697,4.04,3.0,3.607,59.013,3.725,3.725,40400.0,13.1,4.919,3.516,3.511,4.74,2.44,11.154,17152.0,65.886,21.54,41,2.263
