pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
6.488,22,43.0,0,6,33,34.671,56.507,51.603,493.33,4,2,52,3,9,6.0,50,1.13,19,31,33.962,0,0,4.0,16,18,44.0,0.115,12
8.398,22,43.0,0,6,33,34.671,56.507,51.603,493.33,4,2,52,3,9,6.0,50,1.13,19,31,33.962,0,0,4.0,16,18,44.0,0.115,12
8.222,24,48.0,0,7,35,37.245,61.857,55.443,429.52,4,0,58,0,8,0.0,55,1.125,23,32,35.993,0,0,9.1,24,20,43.6,0.121,22
7.347,32,63.0,0,7,47,48.472,79.94,71.709,564.67,6,1,76,1,10,1.4,71,1.126,29,42,46.978,0,0,8.5,30,26,45.1,0.092,28
6.0,22,45.0,0,5,32,32.716,52.528,47.574,386.44,2,0,50,0,7,0.0,47,1.118,18,29,31.918,0,0,8.5,24,20,46.8,0.1,22
8.155,22,45.0,0,5,32,33.267,53.817,48.349,385.46,2,0,51,0,7,0.0,48,1.121,19,29,32.224,0,0,10.4,24,20,45.8,0.098,22
7.854,23,46.0,0,5,33,35.029,57.232,51.232,399.49,3,0,54,0,7,0.0,51,1.122,21,30,33.751,0,0,9.8,24,20,45.1,0.093,22
7.959,24,47.0,0,6,34,36.79,60.647,54.116,413.52,4,0,57,0,7,0.0,54,1.123,23,31,35.278,0,0,9.3,24,20,44.4,0.105,22
7.569,25,48.0,0,6,35,38.551,64.062,57.0,427.55,5,0,60,0,7,0.0,57,1.124,25,32,36.805,0,0,8.8,24,20,43.9,0.1,22
8.398,25,49.0,0,6,36,37.79,61.647,55.116,425.53,5,0,59,0,7,0.0,55,1.121,23,32,36.278,0,0,9.1,24,20,45.5,0.102,22
8.523,25,53.5,0,6,38,37.727,60.524,54.778,452.51,2,0,58,0,9,0.0,54,1.121,20,34,36.96,0,0,11.1,29,23,46.3,0.103,27
8.523,24,50.0,0,6,36,36.938,60.651,54.887,443.5,3,0,57,0,9,0.0,54,1.123,21,33,36.181,0,0,9.3,25,21,44.4,0.105,22
7.056,32,63.0,0,7,47,48.472,79.94,71.709,564.67,6,1,76,1,10,1.4,71,1.126,29,42,46.978,0,0,8.5,30,26,45.1,0.092,28
6.62,24,48.0,0,7,35,37.245,61.857,55.443,429.52,4,0,58,0,8,0.0,55,1.125,23,32,35.993,0,0,9.1,24,20,43.6,0.121,22
6.638,25,49.0,0,8,36,39.006,65.272,58.327,443.55,5,0,61,0,8,0.0,58,1.125,25,33,37.519,0,0,8.6,24,20,43.1,0.131,22
6.0,19,38.0,0,5,29,31.029,53.232,47.232,351.45,6,0,50,0,7,0.0,47,1.133,21,26,29.751,0,0,10.6,17,13,40.4,0.1,16
7.26,19,39.0,0,5,29,30.267,50.817,45.349,349.43,5,0,48,0,7,0.0,45,1.129,19,26,29.224,0,0,11.1,18,14,42.2,0.104,16
7.721,22,42.0,0,7,32,35.552,61.062,54.0,391.52,8,0,57,0,7,0.0,54,1.131,25,29,33.805,0,0,9.3,18,14,40.7,0.123,16
7.921,22,44.0,0,5,32,34.029,56.232,50.232,387.48,6,0,53,0,7,0.0,50,1.125,21,29,32.751,2,1,10.0,19,14,44.0,0.094,16
7.921,24,47.0,0,5,34,36.79,60.647,54.116,413.52,4,0,57,0,7,0.0,54,1.123,23,31,35.278,0,0,9.3,24,20,44.4,0.088,22
7.229,24,48.0,0,6,35,37.245,61.857,55.443,429.52,4,0,58,0,8,0.0,55,1.125,23,32,35.993,0,0,9.1,24,20,43.6,0.103,22
7.854,24,48.0,0,6,35,37.245,61.857,55.443,429.52,4,0,58,0,8,0.0,55,1.125,23,32,35.993,0,0,9.1,24,20,43.6,0.103,22
7.444,23,47.0,0,5,34,34.966,57.572,51.745,417.48,3,1,54,1,8,2.0,51,1.129,20,31,34.134,0,0,9.8,24,20,45.1,0.093,22
6.854,23,47.0,0,5,34,34.966,57.572,51.745,417.48,3,1,54,1,8,2.0,51,1.129,20,31,34.134,0,0,9.8,24,20,45.1,0.093,22
7.456,24,50.0,0,5,37,36.938,60.651,54.887,443.5,4,0,58,0,9,0.0,54,1.123,21,33,36.181,0,0,9.3,24,20,44.4,0.086,22
7.292,23,47.0,0,5,34,36.034,59.73,53.334,414.51,4,0,56,0,8,0.0,53,1.127,22,31,34.772,0,0,11.3,24,19,43.4,0.089,22
8.097,25,50.0,0,6,37,38.796,64.145,57.218,440.55,6,0,61,0,8,0.0,57,1.125,24,33,37.299,0,0,10.5,24,19,43.9,0.098,22
7.398,24,49.0,0,6,36,37.034,60.73,54.334,426.52,5,0,58,0,8,0.0,54,1.125,22,32,35.772,0,0,11.1,24,19,44.4,0.103,22
7.721,24,49.0,0,6,36,37.034,60.73,54.334,426.52,5,0,58,0,8,0.0,54,1.125,22,32,35.772,0,0,11.1,24,19,44.4,0.103,22
7.824,27,56.5,0,6,41,41.04,66.229,59.436,477.57,5,0,64,0,9,0.0,59,1.123,23,36,39.794,0,0,11.9,29,22,45.8,0.094,27
8.0,23,47.5,0,6,35,36.034,59.73,53.334,414.51,5,0,57,0,8,0.0,53,1.127,22,31,34.772,0,0,11.3,23,18,43.4,0.105,21
8.0,23,47.5,0,6,35,36.034,59.73,53.334,414.51,5,0,57,0,8,0.0,53,1.127,22,31,34.772,0,0,11.3,23,18,43.4,0.105,21
7.357,24,48.5,0,6,36,37.796,63.145,56.218,428.54,6,0,60,0,8,0.0,56,1.128,24,32,36.299,0,0,10.7,23,18,42.9,0.1,21
7.745,24,48.5,0,6,36,37.796,63.145,56.218,428.54,6,0,60,0,8,0.0,56,1.128,24,32,36.299,0,0,10.7,23,18,42.9,0.1,21
8.301,23,47.5,0,6,35,35.483,58.441,52.56,415.49,5,0,56,0,8,0.0,52,1.124,21,31,34.466,0,0,9.6,23,18,44.2,0.107,21
7.959,27,55.0,0,6,40,40.796,66.145,59.218,464.57,5,0,64,0,8,0.0,59,1.121,24,35,39.299,0,0,10.2,28,22,45.8,0.094,26
7.284,28,56.0,0,6,41,42.557,69.561,62.101,478.6,6,0,67,0,8,0.0,62,1.122,26,36,40.826,0,0,9.7,28,22,45.2,0.09,26
7.26,28,56.0,0,6,41,42.557,69.561,62.101,478.6,6,0,67,0,8,0.0,62,1.122,26,36,40.826,0,0,9.7,28,22,45.2,0.09,26
7.553,21,39.0,0,4,29,33.546,57.564,50.898,364.49,5,0,53,0,6,0.0,51,1.129,24,27,31.783,0,0,7.8,18,16,41.2,0.075,16
5.06,18,36.5,0,2,26,26.284,41.279,37.153,302.36,0,0,40,0,5,0.0,37,1.116,14,23,25.434,0,0,10.8,19,18,48.6,0.05,17
5.678,20,44.0,0,3,32,30.932,51.37,46.265,394.42,2,2,48,2,9,4.4,45,1.142,16,29,30.771,0,0,13.3,23,18,44.4,0.063,22
6.456,20,44.0,0,3,32,30.932,51.37,46.265,394.42,2,2,48,2,9,4.4,45,1.142,16,29,30.771,0,0,13.3,23,18,44.4,0.063,22
4.777,19,45.0,0,3,33,29.046,48.634,44.407,416.37,1,4,45,4,11,9.5,42,1.158,12,30,30.01,0,0,14.3,23,18,45.2,0.067,22
4.301,16,39.0,0,4,29,28.989,43.831,40.105,433.32,3,0,42,1,10,2.6,39,1.124,13,26,27.878,0,0,15.4,18,13,41.0,0.095,16
4.301,17,42.0,0,4,31,28.858,43.012,40.029,466.29,1,2,41,3,11,7.9,38,1.132,10,28,28.623,0,0,13.2,19,16,44.7,0.098,16
4.301,18,44.0,0,4,33,30.557,46.767,43.425,498.31,2,3,44,4,12,9.8,41,1.141,11,30,30.533,0,0,12.2,19,16,43.9,0.091,16
4.301,18,44.0,0,4,31,30.227,43.416,40.222,455.32,1,0,42,1,10,2.6,39,1.113,11,28,29.351,1,1,15.4,20,16,46.2,0.095,16
7.046,31,57.0,0,8,43,46.739,77.228,69.203,522.65,6,0,73,0,8,0.0,69,1.119,30,39,44.793,0,0,5.8,26,25,44.9,0.11,24
6.161,23,46.5,0,6,34,34.415,56.283,50.971,418.46,2,1,53,1,8,2.0,50,1.126,19,31,33.828,0,0,8.0,24,21,46.0,0.113,23
6.0,25,51.0,0,5,36,36.818,58.106,52.123,420.51,2,0,56,0,7,0.0,52,1.117,20,32,35.531,0,0,11.5,29,23,48.1,0.089,28
6.0,27,53.0,0,5,38,40.341,64.936,57.891,448.57,4,0,62,0,7,0.0,58,1.12,24,34,38.584,0,0,10.3,29,23,46.6,0.081,28
6.0,26,55.0,0,5,38,38.063,59.189,53.342,445.52,2,0,57,0,8,0.0,53,1.117,19,34,37.025,1,1,13.2,30,23,49.1,0.088,28
6.0,28,57.0,0,5,40,41.586,66.019,59.109,473.58,4,0,63,0,8,0.0,59,1.119,23,36,40.079,1,1,11.9,30,23,47.5,0.079,28
6.0,25,51.0,0,5,36,36.818,58.106,52.123,420.51,2,0,56,0,7,0.0,52,1.117,20,32,35.531,0,0,11.5,29,23,48.1,0.089,28
6.0,27,53.0,0,5,38,40.341,64.936,57.891,448.57,4,0,62,0,7,0.0,58,1.12,24,34,38.584,0,0,10.3,29,23,46.6,0.081,28
6.0,26,55.0,0,5,38,38.063,59.189,53.342,445.52,2,0,57,0,8,0.0,53,1.117,19,34,37.025,1,1,13.2,30,23,49.1,0.088,28
6.0,28,57.0,0,5,40,41.586,66.019,59.109,473.58,4,0,63,0,8,0.0,59,1.119,23,36,40.079,1,1,11.9,30,23,47.5,0.079,28
6.0,26,52.0,0,6,37,38.58,61.521,55.007,434.54,3,0,59,0,7,0.0,55,1.119,22,33,37.058,0,0,10.9,29,23,47.3,0.102,28
6.0,29,58.0,0,6,41,43.347,69.434,61.992,487.61,5,0,66,0,8,0.0,62,1.12,25,37,41.606,1,1,11.3,30,23,46.8,0.091,28
6.0,25,51.0,0,5,36,38.012,57.816,51.872,436.58,2,0,56,0,7,0.0,52,1.112,20,32,36.003,0,0,11.5,29,23,48.1,0.089,28
6.0,27,53.0,0,5,38,41.534,64.647,57.64,464.64,4,0,62,0,7,0.0,58,1.115,24,34,39.057,0,0,10.3,29,23,46.6,0.081,28
6.0,26,55.0,0,5,38,39.256,58.899,53.091,461.59,2,0,57,0,8,0.0,53,1.111,19,34,37.498,1,1,13.2,30,23,49.1,0.088,28
6.0,28,57.0,0,5,40,42.779,65.73,58.858,489.65,4,0,63,0,8,0.0,59,1.114,23,36,40.551,1,1,11.9,30,23,47.5,0.079,28
6.0,26,55.0,0,6,39,39.279,62.813,56.552,463.54,2,0,60,0,9,0.0,56,1.122,21,35,38.267,0,0,12.5,30,24,46.4,0.1,28
6.0,28,57.0,0,6,41,42.801,69.644,62.32,491.6,4,0,66,0,9,0.0,62,1.123,25,37,41.321,0,0,11.3,30,24,45.2,0.091,28
6.226,20,36.5,0,3,28,30.779,51.651,45.912,335.44,6,0,49,0,5,0.0,46,1.123,21,25,29.235,0,0,6.5,17,14,43.5,0.061,17
5.4,21,41.5,2,5,33,35.75,59.081,52.832,450.38,7,1,55,3,9,5.8,52,1.136,22,30,34.128,0,0,9.6,17,14,40.4,0.091,17
7.959,24,40.0,0,3,32,36.057,60.398,53.461,374.52,10,0,58,0,4,0.0,54,1.118,26,28,33.794,0,0,3.7,14,14,44.4,0.052,12
5.34,23,40.0,0,7,32,35.966,61.817,55.116,394.51,9,0,58,0,6,0.0,55,1.124,26,29,34.224,0,0,3.6,14,14,41.8,0.121,12
8.151,24,41.0,0,3,33,37.063,62.896,55.563,389.54,10,0,60,0,5,0.0,56,1.123,27,29,34.815,0,0,5.4,14,14,42.9,0.05,12
7.699,24,47.0,0,4,37,39.557,66.575,59.807,471.6,10,1,63,1,9,1.7,59,1.128,26,33,37.815,0,0,5.1,16,14,40.7,0.063,12
7.854,23,40.0,0,3,32,34.75,58.192,51.905,376.49,9,0,56,0,5,0.0,52,1.119,24,28,32.982,0,0,3.8,14,14,44.2,0.054,12
8.155,23,44.5,0,3,34,34.688,57.069,51.567,403.47,6,0,55,0,7,0.0,51,1.119,21,30,33.665,0,0,5.9,19,17,45.1,0.055,17
7.796,23,40.0,0,3,32,35.944,57.903,51.654,392.56,9,0,56,0,5,0.0,52,1.114,24,28,33.454,0,0,3.8,14,14,44.2,0.054,12
7.125,23,44.0,0,3,34,36.852,60.321,54.309,424.56,9,0,58,0,7,0.0,54,1.117,24,30,34.884,0,0,3.7,16,14,42.6,0.052,12
8.578,24,41.0,0,3,33,36.512,61.607,54.789,390.52,10,0,59,0,5,0.0,55,1.12,26,29,34.509,0,0,3.6,14,14,43.6,0.051,12
7.959,24,41.0,0,3,33,36.512,61.607,54.789,390.52,10,0,59,0,5,0.0,55,1.12,26,29,34.509,0,0,3.6,14,14,43.6,0.051,12
8.373,24,42.0,0,3,34,35.932,61.077,54.487,410.5,10,2,58,2,6,3.7,54,1.131,24,30,34.561,0,0,3.7,14,14,44.4,0.052,12
8.31,24,46.5,0,3,36,35.87,59.955,54.149,437.48,7,2,57,2,8,3.8,53,1.131,21,32,35.243,0,0,5.7,19,17,45.3,0.053,17
6.824,22,39.0,0,3,31,33.54,56.066,49.796,361.48,9,0,54,0,5,0.0,50,1.121,23,27,31.762,0,0,6.0,14,13,44.0,0.056,12
6.893,22,39.0,0,3,31,33.54,56.066,49.796,361.48,9,0,54,0,5,0.0,50,1.121,23,27,31.762,0,0,6.0,14,13,44.0,0.056,12
7.194,22,39.0,0,3,31,33.54,56.066,49.796,361.48,9,0,54,0,5,0.0,50,1.121,23,27,31.762,0,0,6.0,14,13,44.0,0.056,12
7.161,22,39.0,0,3,31,33.54,56.066,49.796,361.48,9,0,54,0,5,0.0,50,1.121,23,27,31.762,0,0,6.0,14,13,44.0,0.056,12
7.476,22,40.0,0,3,32,33.995,57.275,51.123,377.48,9,0,55,0,6,0.0,51,1.123,23,28,32.477,0,0,5.9,14,13,43.1,0.055,12
6.726,23,42.0,0,3,34,35.177,60.16,53.705,411.49,10,2,57,2,7,3.8,53,1.135,23,30,34.055,0,0,5.7,14,13,43.4,0.053,12
6.264,20,36.0,0,3,28,30.779,51.651,45.912,335.44,7,0,49,0,5,0.0,46,1.123,21,25,29.235,0,0,6.5,14,13,43.5,0.061,12
5.96,21,39.0,0,3,31,32.784,55.149,49.014,362.47,9,0,53,0,6,0.0,49,1.125,22,27,31.256,0,0,8.2,14,12,42.9,0.057,12
6.959,25,48.0,0,8,37,41.324,71.474,63.087,459.61,7,0,66,0,9,0.0,63,1.135,29,34,39.374,0,0,11.1,20,18,39.7,0.121,18
7.252,20,35.5,0,8,28,34.614,59.737,53.192,390.55,8,0,54,0,7,0.0,53,1.127,26,27,32.411,0,0,3.8,13,12,37.7,0.148,11
6.678,17,32.5,0,5,25,27.62,48.911,43.978,334.38,5,1,44,1,7,2.3,43,1.137,19,24,27.027,0,0,4.7,13,12,39.5,0.114,11
6.788,20,46.0,0,3,34,30.807,52.049,47.291,430.4,2,4,48,4,11,8.9,45,1.157,14,31,31.537,0,0,13.3,23,18,44.4,0.063,22
6.658,24,45.0,1,7,34,38.068,62.844,56.658,453.96,4,0,58,1,8,1.8,56,1.122,24,32,36.546,0,0,5.4,20,20,42.9,0.121,18
5.0,26,51.0,2,8,41,46.017,78.402,69.829,560.54,9,0,72,2,12,2.9,69,1.136,31,38,43.798,0,0,10.1,19,17,37.7,0.111,18
7.758,29,55.5,0,8,42,45.625,73.733,66.396,528.68,6,0,70,0,9,0.0,66,1.117,28,38,43.453,0,0,6.1,25,23,43.9,0.114,23
5.854,20,44.0,0,3,32,30.932,51.37,46.265,394.42,2,2,48,2,9,4.4,45,1.142,16,29,30.771,0,0,13.3,23,18,44.4,0.063,22
4.699,24,44.0,0,7,33,37.21,62.9,56.334,419.52,4,0,58,0,7,0.0,56,1.123,25,31,35.718,0,0,5.4,20,20,42.9,0.121,18
6.854,20,44.0,0,3,32,30.932,51.37,46.265,394.42,2,2,48,2,9,4.4,45,1.142,16,29,30.771,0,0,13.3,23,18,44.4,0.063,22
8.0,31,58.0,0,8,44,46.676,77.568,69.716,540.64,6,1,73,1,9,1.4,69,1.124,29,40,45.176,0,0,5.8,26,25,44.9,0.11,24
6.745,24,43.0,0,6,32,36.756,61.69,55.007,403.52,4,0,57,0,6,0.0,55,1.122,25,30,35.003,0,0,5.5,20,20,43.6,0.105,18
8.0,30,57.0,0,8,43,45.983,76.312,68.421,523.64,6,0,72,0,9,0.0,68,1.122,29,39,44.288,0,0,7.4,26,24,44.1,0.111,24
8.0,28,53.5,0,7,41,43.983,74.312,66.421,499.62,7,0,70,0,9,0.0,66,1.126,29,37,42.288,0,0,7.6,24,21,42.4,0.1,23
5.18,22,44.5,0,4,33,32.199,51.658,46.76,388.43,3,1,50,1,7,2.2,46,1.123,17,29,31.586,0,0,8.7,23,19,47.8,0.08,23
6.569,26,46.0,0,9,35,40.733,69.73,62.101,447.58,6,0,64,0,7,0.0,62,1.125,29,33,38.772,0,0,4.8,20,20,41.9,0.141,18
5.914,27,51.0,0,6,41,45.853,80.803,70.956,502.69,11,0,75,0,10,0.0,71,1.138,34,37,43.449,0,0,11.3,19,16,38.0,0.08,18
7.699,32,61.5,0,10,49,52.733,91.763,81.603,599.76,12,0,86,0,12,0.0,81,1.133,37,44,50.626,0,0,8.6,24,20,39.5,0.116,23
6.469,24,45.0,0,7,34,38.563,62.741,56.563,498.41,4,0,58,1,8,1.8,56,1.12,24,32,36.743,0,0,5.4,20,20,42.9,0.121,18
8.0,29,56.5,0,8,43,45.563,74.073,66.909,546.67,6,1,70,1,10,1.5,66,1.122,27,39,43.837,0,0,6.1,25,23,43.9,0.114,23
7.155,24,46.5,0,6,34,36.239,59.358,53.342,414.5,3,0,56,0,7,0.0,53,1.12,22,31,34.971,0,0,7.5,24,21,45.3,0.107,23
7.466,32,60.5,0,10,48,52.279,90.554,80.276,583.76,12,0,85,0,11,0.0,80,1.132,37,43,49.911,0,0,8.8,24,20,40.0,0.118,23
5.772,25,49.5,1,7,37,39.864,65.216,58.651,477.99,4,0,61,1,9,1.7,58,1.124,24,34,38.347,0,0,8.6,24,21,43.1,0.115,23
6.292,23,47.5,1,6,35,35.273,56.227,51.294,452.9,2,1,53,2,9,4.0,50,1.125,18,32,34.655,0,0,8.0,24,21,46.0,0.113,23
7.651,31,57.0,0,8,43,46.222,76.359,68.389,524.64,6,1,72,1,8,1.5,68,1.123,29,39,44.462,0,0,5.9,26,25,45.6,0.111,24
7.523,31,57.0,0,8,43,46.739,77.228,69.203,522.65,6,0,73,0,8,0.0,69,1.119,30,39,44.793,0,0,5.8,26,25,44.9,0.11,24
7.301,29,53.0,0,9,43,48.824,86.344,75.949,531.73,13,0,80,0,10,0.0,76,1.136,37,39,46.196,0,0,9.2,19,16,38.2,0.113,18
5.658,21,43.5,0,4,32,30.438,48.243,43.876,374.4,2,1,47,1,7,2.3,43,1.122,15,28,30.059,0,0,9.3,23,19,48.8,0.085,23
6.509,27,47.0,0,10,36,42.495,73.145,64.985,461.61,7,0,67,0,7,0.0,65,1.125,31,34,40.299,0,0,4.6,20,20,41.5,0.149,18
6.678,21,42.0,0,5,32,34.034,57.73,51.334,390.49,5,0,54,0,8,0.0,51,1.132,22,29,32.772,0,0,11.8,19,16,41.2,0.093,18
7.174,18,32.5,0,4,25,30.546,54.564,47.898,328.46,6,0,49,0,6,0.0,48,1.137,24,24,28.783,0,0,8.3,13,12,37.5,0.082,11
7.495,17,33.5,2,5,26,29.398,48.459,44.113,385.27,5,0,44,2,8,4.7,43,1.127,18,25,28.298,0,0,4.7,13,12,39.5,0.114,11
7.398,27,51.0,0,7,41,45.302,79.514,70.181,503.67,11,0,74,0,10,0.0,70,1.136,33,37,43.143,0,0,10.0,19,16,38.6,0.095,18
7.097,23,46.5,1,6,34,35.335,55.887,50.782,434.91,2,0,53,1,8,2.0,50,1.118,19,31,34.272,0,0,8.0,24,21,46.0,0.113,23
8.0,21,43.0,1,5,33,34.892,57.674,51.658,424.93,5,0,54,1,9,2.0,51,1.131,21,30,33.6,0,0,11.8,19,16,41.2,0.093,18
6.081,17,32.5,0,5,25,28.813,48.621,43.727,350.45,5,1,44,1,7,2.3,43,1.131,19,24,27.499,0,0,4.7,13,12,39.5,0.114,11
7.222,25,44.0,0,7,33,38.517,65.106,57.891,417.55,5,0,60,0,6,0.0,58,1.123,27,31,36.53,0,0,5.2,20,20,43.1,0.117,18
6.62,21,43.0,1,5,33,34.892,57.674,51.658,424.93,5,0,54,1,9,2.0,51,1.131,21,30,33.6,0,0,11.8,19,16,41.2,0.093,18
6.91,20,44.0,1,3,32,31.853,50.974,46.076,410.87,2,1,48,2,9,4.4,45,1.133,16,29,31.215,0,0,13.3,23,18,44.4,0.063,22
6.292,19,43.0,0,3,31,29.171,47.955,43.382,380.39,1,2,45,2,9,4.8,42,1.142,14,28,29.244,0,0,14.3,23,18,45.2,0.067,22
7.208,17,34.5,1,4,25,27.546,41.06,37.334,343.86,1,0,39,1,6,2.7,37,1.11,14,23,25.954,0,0,8.1,18,16,45.9,0.103,17
5.699,23,42.0,0,5,31,34.995,58.275,52.123,389.49,3,0,54,0,6,0.0,52,1.121,23,29,33.477,0,0,5.8,20,20,44.2,0.093,18
7.222,31,58.0,0,8,44,46.676,77.568,69.716,540.64,6,1,73,1,9,1.4,69,1.124,29,40,45.176,0,0,5.8,26,25,44.9,0.11,24
6.638,26,47.0,0,8,36,41.188,70.94,63.429,463.58,6,0,65,0,8,0.0,63,1.126,29,34,39.487,0,0,4.8,20,20,41.3,0.123,18
4.777,20,43.0,0,3,31,30.995,51.03,45.752,376.43,2,1,48,1,8,2.2,45,1.134,17,28,30.387,0,0,13.3,23,18,44.4,0.063,22
7.301,23,47.5,0,6,35,34.353,56.622,51.483,436.45,2,2,53,2,9,4.0,50,1.132,18,32,34.211,0,0,8.0,24,21,46.0,0.113,23
7.523,26,49.0,0,10,39,44.302,78.514,69.181,491.66,10,0,72,0,10,0.0,69,1.138,33,36,42.143,0,0,10.1,19,16,37.7,0.139,18
5.68,24,46.5,0,6,34,36.239,59.358,53.342,414.5,3,0,56,0,7,0.0,53,1.12,22,31,34.971,0,0,7.5,24,21,45.3,0.107,23
7.699,31,57.0,0,8,43,46.739,77.228,69.203,522.65,6,0,73,0,8,0.0,69,1.119,30,39,44.793,0,0,5.8,26,25,44.9,0.11,24
6.854,23,45.5,0,6,33,34.478,55.943,50.458,400.47,2,0,53,0,7,0.0,50,1.119,20,30,33.444,0,0,8.0,24,21,46.0,0.113,23
6.347,28,52.0,0,10,42,47.614,84.218,73.839,516.72,12,0,78,0,10,0.0,74,1.138,36,38,44.976,0,0,10.8,19,16,37.8,0.128,18
4.699,25,45.0,0,7,34,38.972,66.315,59.218,433.55,5,0,61,0,7,0.0,59,1.124,27,32,37.245,0,0,5.1,20,20,42.4,0.115,18
7.398,25,49.5,1,7,37,39.864,65.216,58.651,477.99,4,0,61,1,9,1.7,58,1.124,24,34,38.347,0,0,8.6,24,21,43.1,0.115,23
5.4,15,36.5,0,3,28,27.762,49.481,43.887,342.41,6,0,46,0,10,0.0,43,1.151,18,25,27.235,0,0,18.6,16,9,34.9,0.065,15
4.699,26,46.0,0,7,35,40.733,69.73,62.101,447.58,6,0,64,0,7,0.0,62,1.125,29,33,38.772,0,0,4.8,20,20,41.9,0.109,18
6.178,18,33.5,0,5,26,29.932,53.615,47.636,347.43,6,1,48,1,7,2.1,47,1.141,22,25,28.86,0,0,6.4,13,12,38.3,0.104,11
7.0,25,45.0,0,7,34,38.972,66.315,59.218,433.55,5,0,61,0,7,0.0,59,1.124,27,32,37.245,0,0,5.1,20,20,42.4,0.115,18
4.365,12,24.0,6,0,23,22.932,29.78,28.455,380.9,10,0,31,6,7,22.2,27,1.103,8,19,21.367,0,0,0.0,1,2,44.4,0.0,0
7.301,27,47.0,0,9,36,42.495,73.145,64.985,461.61,7,0,67,0,7,0.0,65,1.125,31,34,40.299,0,0,4.6,20,20,41.5,0.134,18
7.367,17,32.5,1,5,25,29.091,49.804,44.563,349.85,5,0,45,1,7,2.3,44,1.132,20,24,27.777,0,0,6.8,13,12,38.6,0.111,11
6.924,19,33.5,0,5,26,32.949,56.401,49.756,359.54,7,0,51,0,6,0.0,50,1.128,25,25,30.476,0,0,6.0,13,12,38.0,0.098,11
4.951,23,45.5,0,5,34,34.512,56.362,50.418,401.48,4,1,54,1,7,2.0,50,1.127,20,30,33.42,0,0,10.0,23,19,46.0,0.093,23
7.469,18,32.5,0,4,25,31.188,52.986,46.872,345.51,6,0,48,0,6,0.0,47,1.127,23,24,28.949,0,0,6.4,13,12,38.3,0.083,11
6.18,19,33.5,0,6,26,32.398,55.112,48.982,360.52,7,0,50,0,6,0.0,49,1.125,24,25,30.169,0,0,4.1,13,12,38.8,0.12,11
7.481,18,32.5,0,5,25,29.995,53.275,47.123,329.44,6,0,48,0,6,0.0,47,1.134,23,24,28.477,0,0,6.4,13,12,38.3,0.104,11
7.222,17,32.5,1,5,25,29.091,49.804,44.563,349.85,5,0,45,1,7,2.3,44,1.132,20,24,27.777,0,0,6.8,13,12,38.6,0.111,11
7.377,17,32.5,0,5,25,28.171,50.2,44.752,333.4,5,1,45,1,7,2.3,44,1.141,20,24,27.333,0,0,6.8,13,12,38.6,0.111,11
7.585,19,45.0,0,3,33,29.046,48.634,44.407,416.37,1,4,45,4,11,9.5,42,1.158,12,30,30.01,0,0,14.3,23,18,45.2,0.067,22
8.0,23,45.0,0,6,35,38.137,63.322,56.589,453.59,6,1,59,1,9,1.8,56,1.131,24,32,36.375,0,0,8.9,19,17,41.1,0.102,18
5.4,30,58.0,0,3,41,42.336,65.438,58.789,469.58,4,0,64,0,6,0.0,59,1.109,23,36,40.563,1,1,8.5,30,25,50.8,0.047,28
6.553,19,38.5,0,6,30,30.966,53.572,47.745,369.44,6,1,50,1,8,2.1,47,1.14,20,27,30.134,0,0,10.6,17,13,40.4,0.12,17
6.893,20,45.0,0,3,33,30.87,51.71,46.778,412.41,2,3,48,3,10,6.7,45,1.149,15,30,31.154,0,0,13.3,23,18,44.4,0.063,22
7.523,30,57.5,0,10,45,49.517,86.139,76.392,557.72,10,0,80,0,11,0.0,76,1.133,35,41,47.384,0,0,9.2,24,20,39.5,0.125,23
5.721,24,45.0,0,7,34,37.148,63.239,56.847,437.51,4,1,58,1,8,1.8,56,1.129,24,32,36.101,0,0,5.4,20,20,42.9,0.121,18
6.553,28,51.0,0,12,41,48.376,86.633,75.723,518.74,12,0,79,0,10,0.0,76,1.14,38,38,45.503,0,0,10.5,19,16,36.8,0.152,18
7.301,33,61.5,0,10,49,54.04,93.969,83.159,597.79,13,0,88,0,11,0.0,83,1.132,39,44,51.438,0,0,8.4,24,20,39.8,0.114,23
6.398,19,33.5,0,5,26,31.756,56.69,50.007,343.47,7,0,51,0,6,0.0,50,1.134,25,25,30.003,0,0,6.0,13,12,38.0,0.098,11
7.357,17,33.5,2,4,26,30.5,51.037,45.662,383.31,5,0,46,2,8,4.4,45,1.134,20,25,28.911,0,0,8.9,13,12,37.8,0.087,11
6.125,17,32.5,0,5,25,29.881,50.78,45.316,347.48,5,0,46,0,7,0.0,45,1.128,21,24,28.137,0,0,6.7,13,12,37.8,0.109,11
8.222,17,33.5,2,5,26,29.949,49.748,44.887,384.29,5,0,45,2,8,4.5,44,1.131,19,25,28.605,0,0,6.8,13,12,38.6,0.111,11
5.4,24,46.0,0,5,37,40.324,70.474,62.087,447.6,11,0,66,0,9,0.0,62,1.137,29,33,38.374,0,0,11.3,15,13,38.7,0.076,12
6.0,27,48.5,0,7,35,38.784,62.611,55.865,425.54,5,1,59,1,5,1.8,56,1.118,24,32,36.957,2,1,5.4,24,20,48.2,0.119,23
