pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
6.201,4.134,7.48,4.18,7.027,4.844,7.081,12.088,12.088,12.088,3,21.84,1.854,20.292,4.117,18.776,23.374,17.22,4.732,4.732,7.732,4.732,14.161,15.742,8.046,1,4.302,4.302,1,6.588,37.408,11.11,34.928,19.555,32.442,92.167,12.766,13.186,4.478,0.132,3.339,3.339,5.339,3.339,5.589,48.358,7.764,0.355,6.172,1,1,1,29.973,2.398,1,0.504,0.395,5.71,0.394,1.159,1,1,5.375,0.787,0.634,3.44,1.376,27.487
5.416,4.129,7.461,4.174,7.012,4.844,7.066,11.958,11.958,11.958,3,21.815,1.618,20.268,4.112,18.754,23.347,17.199,4.723,4.723,7.723,4.723,14.141,15.723,8.014,1,4.281,4.281,1,6.556,37.245,11.089,34.774,19.331,32.298,92.581,12.748,12.841,4.307,0.132,3.315,3.315,5.315,3.315,5.575,48.596,7.749,0.351,6.153,1,1,1,29.839,2.398,1,0.504,0.395,5.584,0.355,1.159,1,1,5.353,0.787,0.634,3.44,1.376,27.362
6.499,4.155,7.841,4.197,7.316,4.844,7.081,12.088,12.088,12.088,3,22.034,1.873,20.49,4.134,18.982,23.56,17.426,4.737,4.737,7.737,4.737,14.365,15.954,8.596,1,4.303,4.303,1,6.819,37.41,11.297,34.929,19.555,32.444,78.29,12.976,17.72,4.628,0.0,3.339,3.339,5.339,3.339,5.772,40.642,8.264,0.357,6.396,1,1,1,29.975,2.398,1,0.0,0.0,5.712,0.404,0.0,1,1,5.375,0.0,0.0,0.0,0.0,27.49
6.67,4.164,7.925,4.208,7.394,5.352,7.455,12.147,12.147,12.147,3,22.037,2.047,20.493,4.141,18.985,23.563,17.429,4.738,4.738,7.738,4.738,14.369,15.958,8.697,1,4.312,4.312,1,6.873,37.49,11.303,35.007,19.686,32.519,84.315,12.981,18.146,4.565,0.0,3.348,3.348,5.348,3.348,5.811,95.706,8.356,0.358,6.431,1,1,1,30.048,3.045,1,0.0,0.0,5.749,0.37,0.0,2,1,5.387,0.0,0.0,0.0,0.0,27.561
7.444,4.149,7.767,4.19,7.239,4.844,7.05,11.875,11.875,11.875,3,22.001,1.718,20.459,4.128,18.953,23.524,17.399,4.723,4.723,7.723,4.723,14.34,15.929,8.486,1,4.273,4.273,1,6.731,37.143,11.273,34.679,19.209,32.211,68.728,12.953,17.185,4.597,0.0,3.305,3.305,5.305,3.305,5.729,35.554,8.188,0.362,6.342,1,1,1,29.759,2.398,1,0.0,0.0,5.501,0.394,0.0,1,1,5.345,0.0,0.0,0.0,0.0,27.289
6.021,4.184,7.812,4.224,7.326,5.416,7.564,12.259,12.259,12.259,3,22.17,1.897,20.621,4.16,19.098,23.706,17.539,4.771,4.771,7.771,4.771,14.459,16.047,8.495,1,4.335,4.335,1,6.826,37.675,11.371,35.187,19.954,32.693,141.687,13.038,13.288,4.733,0.0,3.366,3.366,5.366,3.366,5.787,74.922,8.081,0.365,6.353,1,2,1,30.217,3.045,1,0.0,0.0,5.584,0.423,0.0,2,1,5.408,0.0,0.0,0.0,0.0,27.722
6.032,4.191,7.901,4.231,7.404,5.733,7.811,12.304,12.304,12.304,3,22.172,2.071,20.623,4.165,19.101,23.709,17.542,4.772,4.772,7.772,4.772,14.463,16.05,8.614,1,4.342,4.342,1,6.88,37.737,11.376,35.247,20.024,32.752,154.335,13.043,13.661,4.656,0.0,3.374,3.374,5.374,3.374,5.826,130.725,8.201,0.365,6.39,1,2,1,30.275,3.434,1,0.0,0.0,5.602,0.386,0.0,3,1,5.417,0.0,0.0,0.0,0.0,27.779
5.562,4.135,7.48,4.183,7.016,4.844,7.066,11.965,11.965,11.965,3,21.807,1.846,20.259,4.116,18.744,23.34,17.188,4.724,4.724,7.724,4.724,14.13,15.712,8.022,1,4.283,4.283,1,6.549,37.241,11.081,34.767,19.353,32.287,93.016,12.739,13.077,4.421,0.029,3.318,3.318,5.318,3.318,5.567,48.484,7.76,0.349,6.152,1,1,1,29.823,2.398,1,0.0,0.0,5.611,0.382,0.05,1,1,5.356,0.001,0.0,0.8,0.278,27.341
7.31,4.143,7.868,4.193,7.368,5.476,7.636,11.968,11.968,11.968,3,21.941,3.216,20.408,4.127,18.917,23.456,17.376,4.725,4.725,7.725,4.725,14.362,15.934,8.64,2,4.286,4.286,1,6.868,37.288,11.358,34.823,19.363,32.355,122.594,13.018,22.116,4.565,0.03,3.321,3.321,5.321,3.321,5.927,141.021,8.256,0.356,6.484,1,1,1,29.906,3.045,1,0.001,0.0,5.883,0.405,0.138,2,1,5.36,0.011,0.003,1.043,0.434,27.44
6.103,4.128,7.437,4.176,7.022,4.844,7.081,12.202,12.202,12.202,3,21.861,1.784,20.31,4.114,18.792,23.397,17.234,4.739,4.739,7.739,4.739,14.17,15.753,7.974,1,4.317,4.317,1,6.598,37.558,11.113,35.068,19.799,32.574,84.931,12.771,21.3,4.548,0.138,3.355,3.355,5.355,3.355,5.589,44.39,7.701,0.362,6.178,1,1,1,30.096,2.398,1,0.504,0.395,5.365,0.42,1.159,1,2,5.39,0.787,0.634,3.44,1.376,27.6
6.48,4.132,7.35,4.179,6.919,4.844,7.081,12.08,12.08,12.08,3,21.794,1.868,20.24,4.114,18.719,23.333,17.155,4.73,4.73,7.73,4.73,14.082,15.674,7.841,1,4.298,4.298,1,6.498,37.383,11.016,34.898,19.53,32.407,77.684,12.688,13.085,4.523,0.075,3.335,3.335,5.335,3.335,5.513,40.733,7.601,0.355,6.1,1,1,1,29.931,2.398,1,0.283,0.217,5.286,0.397,0.739,1,1,5.371,0.469,0.366,1.72,0.908,27.438
6.144,4.133,7.39,4.18,6.946,4.844,7.081,12.086,12.086,12.086,3,21.831,1.788,20.281,4.115,18.765,23.366,17.208,4.732,4.732,7.732,4.732,14.146,15.729,7.866,1,4.301,4.301,1,6.526,37.394,11.093,34.91,19.551,32.421,76.128,12.75,12.877,4.683,0.0,3.338,3.338,5.338,3.338,5.531,39.793,7.628,0.36,6.123,1,1,2,29.947,2.398,1,0.0,0.0,5.657,0.452,0.0,1,1,5.374,0.0,0.0,0.0,0.0,27.456
6.066,4.131,7.561,4.176,7.098,4.844,7.05,11.873,11.873,11.873,3,21.806,1.734,20.258,4.111,18.754,23.332,17.194,4.717,4.717,7.717,4.717,14.141,15.738,8.274,1,4.271,4.271,1,6.602,37.139,11.091,34.676,19.212,32.207,82.408,12.787,12.968,4.46,0.0,3.303,3.303,5.303,3.303,5.691,42.914,7.906,0.354,6.275,1,1,1,29.755,2.398,1,0.0,0.0,5.506,0.355,0.0,1,1,5.343,0.0,0.0,0.0,0.0,27.285
4.0,4.117,7.484,4.162,7.003,4.727,6.862,11.489,11.489,11.489,2,21.55,0.0,20.019,4.094,18.541,23.052,16.994,4.626,4.626,7.626,4.626,13.977,15.569,8.225,0,4.203,4.203,1,6.508,36.652,10.959,34.222,18.667,31.787,83.958,12.661,12.503,4.35,0.0,3.23,3.23,5.23,3.23,5.629,44.08,7.827,0.351,6.185,1,1,1,29.37,2.398,1,0.0,0.0,5.034,0.333,0.0,1,1,5.275,0.0,0.0,0.0,0.0,26.933
6.678,4.158,7.805,4.197,7.278,4.844,7.066,11.952,11.952,11.952,3,22.013,1.859,20.47,4.134,18.963,23.537,17.408,4.728,4.728,7.728,4.728,14.348,15.938,8.542,1,4.281,4.281,1,6.776,37.24,11.28,34.77,19.318,32.295,73.509,12.961,13.127,4.527,0.0,3.314,3.314,5.314,3.314,5.75,38.098,8.227,0.363,6.369,1,1,1,29.836,2.398,1,0.0,0.0,5.578,0.371,0.0,1,1,5.354,0.0,0.0,0.0,0.0,27.36
6.367,4.186,7.993,4.223,7.452,5.476,7.662,12.09,12.09,12.09,3,22.22,3.353,20.677,4.162,19.159,23.752,17.608,4.742,4.742,7.742,4.742,14.545,16.121,8.859,2,4.308,4.308,1,6.938,37.633,11.488,35.174,19.573,32.711,219.401,13.131,13.268,4.904,0.152,3.343,3.343,5.343,3.343,5.891,120.57,8.367,0.339,6.454,1,2,1,30.267,3.045,1,9.359,10.891,6.145,0.391,3.463,2,1,5.383,6.339,7.84,4.868,2.221,27.805
6.038,4.191,8.065,4.23,7.521,5.778,7.888,12.149,12.149,12.149,3,22.223,3.544,20.679,4.166,19.162,23.754,17.61,4.743,4.743,7.743,4.743,14.549,16.124,8.938,2,4.316,4.316,1,6.987,37.698,11.493,35.235,19.697,32.769,232.353,13.135,13.641,4.827,0.139,3.352,3.352,5.352,3.352,5.926,197.347,8.45,0.341,6.488,1,2,1,30.321,3.434,1,9.359,10.891,6.242,0.364,3.463,3,1,5.392,6.339,7.84,4.868,2.221,27.857
8.198,4.163,8.365,4.189,7.83,0.0,0.0,12.523,12.523,12.523,0,21.886,0.0,20.384,4.133,18.937,23.358,17.42,4.582,4.582,7.582,4.582,14.467,16.022,9.328,0,4.346,4.346,0,7.281,38.46,11.521,35.954,20.259,33.444,0.0,13.166,9.145,4.701,0.338,3.428,3.428,5.428,3.428,6.178,0.0,8.918,0.357,6.846,0,0,0,30.949,0.0,0,16.1,18.783,6.225,0.366,5.515,0,0,5.414,10.739,13.418,17.228,3.446,28.442
5.991,4.17,8.002,4.204,7.487,5.352,7.413,11.657,11.657,11.657,0,22.47,1.688,20.937,4.735,19.429,23.989,17.887,4.661,4.661,7.661,4.661,14.839,16.406,8.881,1,4.208,4.208,1,6.962,37.396,11.785,34.97,18.901,32.539,223.795,13.419,13.216,4.742,0.224,3.314,3.314,5.314,3.314,5.958,123.191,8.39,0.351,6.512,0,2,0,30.123,3.045,2,13.675,15.838,5.758,0.342,5.034,2,0,5.303,9.348,11.511,7.62,2.99,27.689
5.77,3.997,6.29,4.017,6.052,0.0,0.0,10.874,10.874,10.874,0,19.98,0.0,18.542,3.964,17.176,21.373,15.72,4.15,4.15,7.15,4.15,12.909,14.406,6.65,0,4.128,4.128,0,5.726,35.846,10.11,33.478,18.033,31.098,0.0,11.699,0.0,4.14,0.453,3.175,3.175,5.175,3.175,5.026,0.0,6.567,0.335,5.518,0,0,0,28.747,0.0,0,6.622,7.682,5.411,0.298,2.963,0,0,5.254,4.583,5.582,13.602,2.633,26.363
5.569,3.998,6.511,4.015,6.172,0.0,0.0,10.305,10.305,10.305,0,19.827,0.0,18.391,3.964,17.103,21.161,15.632,4.07,4.07,7.07,4.07,12.88,14.421,7.078,0,4.073,4.073,0,5.871,35.08,10.13,32.772,17.229,30.448,0.0,11.802,4.219,4.102,0.392,3.117,3.117,5.117,3.117,5.187,0.0,6.891,0.331,5.7,0,0,0,28.158,0.0,0,6.636,7.688,5.285,0.295,3.037,0,0,5.194,4.635,5.61,10.983,2.577,25.827
5.886,4.014,6.586,4.03,6.287,0.0,0.0,11.029,11.029,11.029,0,20.339,0.0,18.883,3.983,17.522,21.736,16.042,4.238,4.238,7.238,4.238,13.215,14.745,7.181,0,4.176,4.176,0,5.966,36.063,10.395,33.684,18.414,31.289,0.0,12.034,4.248,4.212,0.379,3.214,3.214,5.214,3.214,5.252,0.0,6.973,0.342,5.774,0,0,0,28.928,0.0,0,6.636,7.688,5.346,0.324,3.037,0,0,5.298,4.635,5.61,10.983,2.577,26.529
5.602,3.998,6.511,4.015,6.172,0.0,0.0,10.305,10.305,10.305,0,19.827,0.0,18.391,3.964,17.103,21.161,15.632,4.07,4.07,7.07,4.07,12.88,14.421,7.078,0,4.073,4.073,0,5.871,35.08,10.13,32.772,17.229,30.448,0.0,11.802,4.058,4.102,0.392,3.117,3.117,5.117,3.117,5.187,0.0,6.891,0.331,5.7,0,0,0,28.158,0.0,0,6.636,7.688,5.285,0.295,3.037,0,0,5.194,4.635,5.61,10.983,2.577,25.827
6.553,4.015,6.586,4.03,6.287,0.0,0.0,11.029,11.029,11.029,0,20.339,0.0,18.883,3.983,17.522,21.736,16.042,4.238,4.238,7.238,4.238,13.215,14.745,7.181,0,4.176,4.176,0,5.966,36.063,10.395,33.684,18.414,31.289,0.0,12.034,4.08,4.212,0.379,3.214,3.214,5.214,3.214,5.252,0.0,6.973,0.342,5.774,0,0,0,28.928,0.0,0,6.636,7.688,5.346,0.324,3.037,0,0,5.298,4.635,5.61,10.983,2.577,26.529
6.444,4.0,6.507,4.016,6.199,0.0,0.0,10.874,10.874,10.874,0,20.057,0.0,18.61,3.968,17.283,21.424,15.805,4.15,4.15,7.15,4.15,13.01,14.55,7.077,0,4.129,4.129,0,5.847,35.847,10.216,33.478,18.036,31.098,0.0,11.882,4.067,4.117,0.392,3.176,3.176,5.176,3.176,5.204,0.0,6.863,0.336,5.717,0,0,0,28.746,0.0,0,6.636,7.688,5.331,0.295,3.037,0,0,5.254,4.635,5.61,10.983,2.577,26.361
5.377,3.999,6.511,4.016,6.172,0.0,0.0,10.305,10.305,10.305,0,19.827,0.0,18.391,3.964,17.103,21.161,15.632,4.07,4.07,7.07,4.07,12.88,14.421,7.078,0,4.073,4.073,0,5.871,35.08,10.13,32.772,17.229,30.448,0.0,11.802,3.979,4.102,0.392,3.117,3.117,5.117,3.117,5.187,0.0,6.891,0.331,5.7,0,0,0,28.158,0.0,0,6.636,7.688,5.285,0.295,3.037,0,0,5.194,4.635,5.61,10.983,2.577,25.827
5.921,4.015,6.586,4.03,6.287,0.0,0.0,11.029,11.029,11.029,0,20.339,0.0,18.883,3.983,17.522,21.736,16.042,4.238,4.238,7.238,4.238,13.215,14.745,7.181,0,4.176,4.176,0,5.966,36.063,10.395,33.684,18.414,31.289,0.0,12.034,3.997,4.212,0.379,3.214,3.214,5.214,3.214,5.252,0.0,6.973,0.342,5.774,0,0,0,28.928,0.0,0,6.636,7.688,5.346,0.324,3.037,0,0,5.298,4.635,5.61,10.983,2.577,26.529
5.796,4.001,6.507,4.017,6.199,0.0,0.0,10.874,10.874,10.874,0,20.057,0.0,18.61,3.968,17.283,21.424,15.805,4.15,4.15,7.15,4.15,13.01,14.55,7.077,0,4.129,4.129,0,5.847,35.847,10.216,33.478,18.036,31.098,0.0,11.882,3.986,4.117,0.392,3.176,3.176,5.176,3.176,5.204,0.0,6.863,0.336,5.717,0,0,0,28.746,0.0,0,6.636,7.688,5.331,0.295,3.037,0,0,5.254,4.635,5.61,10.983,2.577,26.361
4.824,4.011,4.523,4.023,5.388,0.0,0.0,10.172,10.172,10.172,0,20.285,0.0,18.837,3.989,17.438,21.704,15.976,4.237,4.237,7.237,4.237,13.124,14.615,0.0,0,4.052,4.052,0,5.395,34.844,10.273,32.541,16.936,30.225,0.0,11.835,0.0,4.076,0.578,3.083,3.083,5.083,3.083,4.708,0.0,4.239,0.359,5.226,0,0,0,27.937,0.0,0,11.563,13.468,4.296,0.365,4.188,0,0,5.052,7.795,9.67,8.665,2.719,25.613
4.301,3.988,6.484,4.014,6.322,0.0,0.0,12.181,12.181,12.181,0,20.15,0.0,18.729,4.047,17.455,21.465,15.999,4.049,4.049,7.049,4.049,13.275,14.794,7.102,0,4.244,4.244,0,5.977,37.507,10.553,35.013,19.593,32.516,0.0,12.182,3.94,4.296,0.45,3.377,3.377,5.377,3.377,5.413,0.0,6.755,0.327,5.919,0,0,0,30.03,0.0,0,16.1,18.783,5.565,0.307,5.479,0,0,5.319,10.736,13.417,15.294,3.38,27.535
4.301,3.993,6.662,4.038,6.261,4.595,6.581,9.81,9.81,9.81,0,20.242,0.0,18.834,4.246,17.529,21.575,16.092,4.012,4.012,7.012,4.012,13.348,14.841,7.296,0,3.97,3.97,0,6.035,34.773,10.595,32.531,16.37,30.267,0.0,12.196,13.38,4.212,0.17,3.025,3.025,5.025,3.025,5.448,97.808,7.016,0.336,5.849,0,0,0,28.043,2.398,0,1.626,1.706,5.56,0.331,1.5,1,1,5.109,1.501,1.556,6.117,1.701,25.769
8.523,4.119,7.545,4.122,7.122,4.727,6.823,12.528,12.528,12.528,0,22.143,0.0,20.614,4.738,19.117,23.657,17.581,4.71,4.71,7.71,4.71,14.56,16.119,8.34,0,4.319,4.319,0,6.687,37.954,11.547,35.438,19.92,32.922,133.384,13.17,8.42,4.561,0.121,3.4,3.4,5.4,3.4,5.752,76.491,7.905,0.331,6.318,0,1,0,30.417,2.398,0,7.771,9.051,5.877,0.328,2.904,1,0,5.44,5.25,6.501,4.112,1.953,27.906
8.097,4.07,7.325,4.086,6.907,5.416,7.086,11.26,11.26,11.26,0,20.576,0.0,19.129,4.031,17.759,21.976,16.294,4.259,4.259,7.259,4.259,13.472,14.979,8.042,0,4.205,4.205,0,6.443,36.428,10.664,34.037,18.658,31.636,0.0,12.262,0.0,4.249,0.339,3.229,3.229,5.229,3.229,5.552,0.0,7.711,0.326,6.11,0,0,0,29.266,3.714,0,8.104,9.433,5.938,0.328,3.325,0,0,5.312,5.508,6.789,14.595,2.78,26.866
6.161,4.069,7.347,4.085,6.923,0.0,0.0,11.827,11.827,11.827,0,20.597,0.0,19.155,4.032,17.79,21.993,16.333,4.259,4.259,7.259,4.259,13.528,15.022,8.072,0,4.291,4.291,0,6.456,37.482,10.739,35.04,19.224,32.595,0.0,12.318,0.0,4.336,0.363,3.313,3.313,5.313,3.313,5.571,0.0,7.735,0.339,6.121,0,0,0,30.164,0.0,0,8.104,9.433,6.116,0.286,3.364,0,0,5.397,5.511,6.79,16.315,2.868,27.721
6.538,4.063,7.258,4.077,6.851,0.0,0.0,11.26,11.26,11.26,0,20.573,0.0,19.126,4.027,17.755,21.973,16.288,4.258,4.258,7.258,4.258,13.462,14.972,7.956,0,4.205,4.205,0,6.397,36.422,10.643,34.03,18.657,31.628,0.0,12.248,0.0,4.228,0.374,3.229,3.229,5.229,3.229,5.524,0.0,7.635,0.342,6.078,0,0,0,29.255,0.0,0,8.104,9.433,5.937,0.327,3.325,0,0,5.311,5.508,6.789,14.595,2.78,26.853
7.097,4.061,7.222,4.075,6.813,0.0,0.0,11.256,11.256,11.256,0,20.556,0.0,19.109,4.025,17.739,21.955,16.272,4.257,4.257,7.257,4.257,13.447,14.957,7.902,0,4.204,4.204,0,6.361,36.396,10.631,34.001,18.653,31.596,0.0,12.236,0.0,4.265,0.339,3.227,3.227,5.227,3.227,5.5,0.0,7.591,0.34,6.054,0,0,0,29.222,0.0,0,8.104,9.433,5.917,0.338,3.285,0,0,5.31,5.506,6.789,12.875,2.684,26.816
6.553,4.064,7.282,4.079,6.873,0.0,0.0,11.26,11.26,11.26,0,20.574,0.0,19.127,4.028,17.756,21.975,16.29,4.259,4.259,7.259,4.259,13.463,14.973,7.986,0,4.205,4.205,0,6.414,36.426,10.644,34.034,18.657,31.632,0.0,12.25,0.0,4.191,0.365,3.229,3.229,5.229,3.229,5.536,0.0,7.658,0.336,6.092,0,0,0,29.26,0.0,0,8.104,9.433,5.938,0.317,3.325,0,0,5.311,5.508,6.789,14.595,2.78,26.858
6.481,4.065,7.306,4.08,6.895,0.0,0.0,11.261,11.261,11.261,0,20.577,0.0,19.13,4.029,17.759,21.977,16.293,4.259,4.259,7.259,4.259,13.467,14.976,8.016,0,4.206,4.206,0,6.431,36.432,10.651,34.041,18.658,31.639,0.0,12.254,0.0,4.241,0.356,3.229,3.229,5.229,3.229,5.548,0.0,7.682,0.328,6.105,0,0,0,29.268,0.0,0,8.104,9.433,5.941,0.337,3.325,0,0,5.312,5.508,6.789,14.595,2.78,26.866
6.745,4.066,7.311,4.081,6.895,0.0,0.0,11.26,11.26,11.26,0,20.575,0.0,19.127,4.029,17.757,21.975,16.29,4.259,4.259,7.259,4.259,13.465,14.974,8.02,0,4.205,4.205,0,6.434,36.426,10.649,34.034,18.658,31.632,0.0,12.253,0.0,4.204,0.348,3.229,3.229,5.229,3.229,5.544,0.0,7.691,0.326,6.105,0,0,0,29.26,0.0,0,8.104,9.433,5.938,0.328,3.325,0,0,5.312,5.508,6.789,14.595,2.78,26.858
6.77,4.064,7.311,4.079,6.895,0.0,0.0,11.26,11.26,11.26,0,20.575,0.0,19.127,4.029,17.757,21.975,16.29,4.259,4.259,7.259,4.259,13.463,14.974,8.02,0,4.205,4.205,0,6.434,36.426,10.644,34.034,18.658,31.632,0.0,12.251,0.0,4.148,0.37,3.229,3.229,5.229,3.229,5.544,0.0,7.691,0.332,6.105,0,0,0,29.26,0.0,0,8.107,9.434,5.938,0.308,3.408,0,0,5.311,5.53,6.798,15.177,2.85,26.858
5.481,4.064,7.325,4.079,6.905,0.0,0.0,11.26,11.26,11.26,0,20.576,0.0,19.13,4.029,17.76,21.976,16.295,4.259,4.259,7.259,4.259,13.474,14.98,8.036,0,4.205,4.205,0,6.443,36.426,10.667,34.034,18.658,31.632,0.0,12.264,0.0,4.204,0.444,3.229,3.229,5.229,3.229,5.548,0.0,7.707,0.326,6.112,0,0,0,29.26,0.0,0,8.994,10.353,5.938,0.333,3.933,0,0,5.311,6.33,7.649,18.66,3.136,26.858
5.585,4.065,7.304,4.079,6.89,0.0,0.0,11.26,11.26,11.26,0,20.575,0.0,19.127,4.029,17.756,21.975,16.29,4.259,4.259,7.259,4.259,13.463,14.973,8.015,0,4.205,4.205,0,6.429,36.426,10.644,34.034,18.658,31.632,0.0,12.251,0.0,4.112,0.388,3.229,3.229,5.229,3.229,5.544,0.0,7.685,0.329,6.101,0,0,0,29.26,0.0,0,8.104,9.433,5.938,0.302,3.364,0,0,5.312,5.511,6.79,16.315,2.868,26.858
5.0,4.068,7.324,4.084,6.906,4.443,6.26,11.26,11.26,11.26,0,20.575,0.0,19.128,4.03,17.758,21.975,16.292,4.259,4.259,7.259,4.259,13.469,14.977,8.051,0,4.205,4.205,0,6.443,36.427,10.657,34.035,18.658,31.634,0.0,12.26,0.0,4.15,0.352,3.229,3.229,5.229,3.229,5.583,118.828,7.712,0.334,6.116,0,0,0,29.263,2.398,0,8.104,9.433,5.938,0.298,3.342,1,0,5.312,5.509,6.789,16.195,2.838,26.862
6.796,4.069,7.333,4.086,6.913,0.0,0.0,11.26,11.26,11.26,0,20.576,0.0,19.128,4.031,17.758,21.975,16.293,4.259,4.259,7.259,4.259,13.47,14.978,8.056,0,4.205,4.205,0,6.447,36.427,10.658,34.036,18.658,31.635,0.0,12.261,0.0,4.181,0.332,3.229,3.229,5.229,3.229,5.56,0.0,7.72,0.337,6.114,0,0,0,29.264,0.0,0,8.104,9.433,5.938,0.319,3.325,0,0,5.312,5.508,6.789,14.595,2.78,26.863
6.301,4.069,7.319,4.086,6.902,5.416,7.086,11.26,11.26,11.26,0,20.576,0.0,19.129,4.031,17.759,21.975,16.294,4.259,4.259,7.259,4.259,13.472,14.979,8.04,0,4.205,4.205,0,6.437,36.427,10.664,34.036,18.658,31.636,0.0,12.263,0.0,4.207,0.332,3.229,3.229,5.229,3.229,5.556,0.0,7.704,0.325,6.107,0,0,0,29.265,3.714,0,8.104,9.433,5.938,0.319,3.325,0,0,5.312,5.508,6.789,14.595,2.78,26.866
6.959,4.072,7.347,4.09,6.923,0.0,0.0,11.827,11.827,11.827,0,20.597,0.0,19.155,4.033,17.79,21.993,16.333,4.259,4.259,7.259,4.259,13.528,15.022,8.072,0,4.307,4.307,0,6.456,37.482,10.739,35.04,19.224,32.595,0.0,12.318,0.0,4.336,0.324,3.313,3.313,5.313,3.313,5.571,0.0,7.735,0.339,6.121,0,0,0,30.164,0.0,0,8.104,9.433,6.116,0.283,3.325,0,0,5.413,5.508,6.789,14.595,2.78,27.721
6.0,4.064,7.297,4.079,6.884,0.0,0.0,11.26,11.26,11.26,0,20.575,0.0,19.127,4.028,17.756,21.975,16.29,4.259,4.259,7.259,4.259,13.463,14.973,8.003,0,4.205,4.205,0,6.424,36.426,10.644,34.034,18.658,31.632,0.0,12.25,0.0,4.148,0.356,3.229,3.229,5.229,3.229,5.54,0.0,7.675,0.332,6.098,0,0,0,29.26,0.0,0,8.104,9.433,5.938,0.311,3.325,0,0,5.311,5.508,6.789,14.595,2.78,26.858
4.921,4.064,7.297,4.079,6.884,0.0,0.0,11.26,11.26,11.26,0,20.575,0.0,19.127,4.029,17.756,21.975,16.29,4.259,4.259,7.259,4.259,13.463,14.973,8.003,0,4.205,4.205,0,6.424,36.426,10.644,34.034,18.658,31.632,0.0,12.25,0.0,4.148,0.356,3.229,3.229,5.229,3.229,5.54,0.0,7.675,0.332,6.098,0,0,0,29.26,0.0,0,8.104,9.433,5.938,0.31,3.325,0,0,5.311,5.508,6.789,14.595,2.78,26.858
7.854,4.087,7.61,4.104,7.161,0.0,0.0,11.277,11.277,11.277,0,20.774,0.0,19.317,4.049,17.951,22.174,16.469,4.278,4.278,7.278,4.278,13.629,15.164,8.426,0,4.215,4.215,0,6.654,36.608,10.793,34.221,18.678,31.822,0.0,12.44,0.0,4.245,0.293,3.236,3.236,5.236,3.236,5.747,0.0,8.034,0.338,6.328,0,0,0,29.451,0.0,0,8.104,9.433,5.963,0.316,3.285,0,0,5.321,5.506,6.789,12.875,2.684,27.05
5.757,4.053,7.021,4.075,6.782,0.0,0.0,11.032,11.032,11.032,0,20.79,0.0,19.365,4.005,17.996,22.186,16.562,4.237,4.237,7.237,4.237,13.784,15.245,7.348,0,4.186,4.186,0,6.52,36.884,11.03,34.516,18.549,32.132,0.0,12.565,0.0,4.171,0.301,3.213,3.213,5.213,3.213,5.815,0.0,7.24,0.341,6.257,0,0,0,29.784,0.0,0,9.488,11.032,6.322,0.356,3.884,0,0,5.294,6.466,7.96,21.044,3.198,27.394
8.638,4.132,7.64,4.148,7.205,0.0,0.0,12.528,12.528,12.528,0,22.183,0.0,20.651,4.738,19.154,23.698,17.614,4.71,4.71,7.71,4.71,14.586,16.152,8.475,0,4.319,4.319,0,6.773,38.051,11.564,35.546,19.921,33.04,0.0,13.199,8.654,4.496,0.087,3.4,3.4,5.4,3.4,5.81,0.0,8.131,0.345,6.431,0,0,0,30.546,0.0,0,0.334,0.252,5.918,0.298,0.938,0,0,5.423,0.57,0.438,3.32,1.235,28.045
4.553,4.039,6.986,4.061,6.716,0.0,0.0,11.032,11.032,11.032,0,20.495,0.0,19.09,3.991,17.757,21.858,16.339,4.079,4.079,7.079,4.079,13.608,15.061,7.355,0,4.186,4.186,0,6.463,36.562,10.899,34.216,18.549,31.851,0.0,12.433,0.0,4.249,0.329,3.201,3.201,5.201,3.201,5.763,0.0,7.215,0.344,6.202,0,0,0,29.525,0.0,0,9.488,11.032,6.322,0.377,3.884,0,0,5.294,6.466,7.96,21.044,3.198,27.155
