pXC50,CMC.80,Infective.80,Neoplastic.80,DLS_07,Inflammat.80,Hypertens.80,Mv,cRo5,CATS2D_08_LL,H.,SpMax3_Bh.m.,ATSC5p,GATS1v,CATS2D_03_LL,Eta_L_A,Depressant.80,CATS2D_02_DD,SpMin2_Bh.s.,Eig08_AEA.ri.,ATS8m,Eig09_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig14_AEA.bo.,SRW08,SpMin4_Bh.e.,RDCHI,Eta_FL_A,Eig09_EA.ri.,Chi1_EA.ri.,Chi1_EA.ed.,SpMaxA_AEA.ed.,X1v,Vindex,Yindex,SpMax3_Bh.i.,CATS2D_08_DL,Eta_betaS,SpMaxA_EA.ed.,S2K,Chi0_EA.ri.,Chi0_EA.dm.,Xt,SNar,SpMaxA_EA,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Eig09_AEA.dm.,X3v,MDDD,TIC2,Sp,AMR,Chi0_EA.ed.,Eig14_AEA.ri.,piPC07,Eig14_EA.ri.,SRW10,CID,ATS7p,SM03_AEA.ed.,TIC3,Psi_i_1,Eig11_EA.ed.,SM06_AEA.ri.,IVDM,Eig08_EA,SM02_AEA.dm.,ATSC2m,SpAD_AEA.dm.,CENT,SpMax8_Bh.i.,Eig12_AEA.ri.,Psi_i_0,X1,SpMaxA_EA.ri.,SpMaxA_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Eig07_EA.ed.,SM02_AEA.ri.,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.bo.,piPC01,SCBO,ATS8v,VAR,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,NdssC,NRS,CMC.50,SpMin5_Bh.m.,ATS1p,ATSC8i,X1Mad,Eig08_EA.ri.,Eig07_EA,SM15_AEA.bo.,Psychotic.80,ATS1i,SpAD_AEA.ed.,ATS2v,ON0V,TIC1,X3,ATS5p,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_AEA.dm.,ATSC1i,SpAD_AEA.ri.,Eig15_EA,SM09_AEA.dm.,S0K,X2,SpMin8_Bh.v.,SpDiam_AEA.dm.,SpMin8_Bh.p.,ATSC5m,nH,C.003,TIC4,ATSC8p,Eig10_EA,SM04_AEA.dm.,SpMin5_Bh.p.,SRW04,SpMaxA_AEA.ri.,SpAD_EA,SpAD_AEA.bo.,PHI,Chi1_EA.dm.
4.472,1,1,1,1.0,1,1,0.733,1,2,28.6,3.56,3.887,0.752,4,0.188,0,0,0.757,1.539,3.304,1.479,3.783,3.783,0.272,7.994,1.142,3.324,0.289,0.523,11.407,3.741,0.286,6.523,0.248,0.647,3.598,1,13.25,0.41,6.744,13.677,17.36,0.272,13.523,0.137,13.085,13.085,13.085,13.085,13.085,1.0,3.22,15.74,118.606,20.625,73.261,7.8,-0.089,5.083,-1.0,9.539,3.711,2.89,6.864,122.606,9.958,-1.069,-1.069,4.237,0.672,0.672,4.5,32.347,514.0,2.281,0.0,13.042,9.542,0.121,0.18,0.638,0.638,2.275,2.275,-2.522,-2.522,11.256,3.418,29.5,2.788,66.0,10.35,10.35,10.35,10.35,10.35,1,2,0,1.181,3.068,0.358,8.237,0.564,1.0,1.0,0,3.561,31.792,3.379,5.043,110.996,6.463,2.978,-3.0,-3.0,0.608,0.425,30.859,-1.235,-1.235,80.439,8.727,0.651,5.783,0.639,11.118,8.0,0,122.606,3.03,-0.153,-0.153,1.109,5.043,0.178,30.769,31.18,5.005,22.709
5.175,1,0,0,1.0,0,0,0.71,1,9,36.8,3.822,6.974,0.783,9,0.193,0,0,1.118,2.156,3.457,2.0,3.631,3.631,0.834,8.453,1.45,3.65,0.295,1.0,13.724,4.67,0.255,8.005,0.213,0.61,3.871,0,15.25,0.427,6.212,16.701,11.274,0.233,18.493,0.121,16.499,16.499,16.499,16.499,16.499,1.038,4.296,19.465,158.202,28.102,94.425,9.775,0.39,6.881,-0.379,10.105,3.927,3.735,7.284,187.421,14.006,1.372,1.372,4.532,1.172,1.172,10.087,42.383,778.0,2.854,1.501,16.837,11.72,0.12,0.134,1.0,1.0,3.335,3.335,0.256,0.256,13.924,3.676,38.5,3.427,88.0,13.343,13.343,13.343,13.343,13.343,1,3,0,1.448,3.428,0.735,11.123,1.149,1.417,1.417,0,3.841,41.38,3.783,6.926,121.182,9.195,3.795,-1.252,-1.252,0.947,0.442,40.872,-0.8,-0.8,106.039,10.537,1.038,5.631,1.013,15.767,14.0,0,189.421,6.778,0.913,0.913,1.56,5.333,0.158,40.667,41.218,3.907,14.615
4.456,1,1,1,1.0,1,1,0.59,1,6,51.9,3.549,9.721,1.07,5,0.307,1,0,1.226,2.451,3.604,2.247,3.638,3.638,1.046,8.538,1.566,3.856,0.18,1.226,14.826,5.048,0.233,9.748,0.191,0.528,3.696,4,17.25,0.383,7.573,18.104,16.347,0.226,19.592,0.11,17.817,17.817,17.817,17.817,17.817,1.393,6.175,22.077,255.254,34.069,101.635,10.637,0.744,6.364,-0.179,10.201,3.999,3.891,7.371,282.009,16.753,1.903,1.903,4.637,1.487,1.487,24.705,45.015,1010.0,2.966,1.575,19.149,12.652,0.107,0.125,1.29,1.29,4.727,4.727,0.449,0.449,16.505,3.584,35.0,3.741,95.0,14.329,14.329,14.329,14.329,14.329,1,2,1,1.734,3.575,1.206,12.212,1.431,1.613,1.613,1,4.217,45.287,3.961,9.433,185.77,9.63,4.011,-0.461,-0.461,1.12,0.816,43.686,-0.528,-0.528,120.211,11.403,1.325,5.638,1.269,33.012,28.0,3,292.009,8.28,1.03,1.03,1.684,5.407,0.143,43.737,43.772,5.188,25.364
4.451,1,0,0,1.0,0,0,0.713,1,2,33.3,3.854,8.424,0.725,23,0.197,0,0,1.137,2.762,3.703,2.49,3.82,3.82,2.16,8.808,1.541,4.394,0.288,1.47,18.205,5.899,0.194,10.255,0.141,0.368,3.936,5,20.25,0.329,8.191,22.001,15.351,0.203,24.274,0.092,21.723,21.723,21.723,21.723,21.723,1.707,5.844,33.375,221.549,34.818,122.934,12.537,1.789,7.286,0.784,10.492,4.21,3.622,7.637,250.078,18.479,2.776,2.776,4.933,1.857,1.857,10.952,57.871,1754.0,3.066,2.0,21.978,15.508,0.091,0.106,1.51,1.51,5.927,5.927,2.087,2.087,18.565,3.951,51.0,3.542,130.0,17.748,17.748,17.748,17.748,17.748,1,3,0,1.516,3.637,0.934,14.635,1.618,1.965,1.965,0,4.116,56.598,4.04,8.826,186.33,12.443,3.928,1.975,1.975,1.385,0.726,54.748,0.65,0.65,154.0,14.316,1.35,5.82,1.344,20.923,16.0,0,256.078,5.677,1.263,1.263,1.658,5.638,0.119,54.642,55.177,5.215,11.24
4.693,0,0,0,1.0,0,0,0.669,1,16,41.1,3.835,13.106,0.885,16,0.202,0,0,1.223,2.719,4.131,2.519,4.709,4.709,2.358,8.92,1.549,4.216,0.278,1.509,18.827,6.018,0.2,12.124,0.174,0.492,3.927,2,20.5,0.349,8.166,22.437,12.637,0.202,24.561,0.093,22.093,22.093,22.093,22.093,22.093,1.589,7.485,30.553,241.563,39.438,130.452,12.72,1.987,7.666,0.986,10.633,4.236,4.302,7.762,284.583,19.746,3.107,3.107,4.962,1.738,1.738,20.735,57.91,1790.0,3.18,2.028,23.316,15.848,0.087,0.127,1.535,1.535,5.336,5.336,2.43,2.43,18.663,3.98,52.5,4.083,145.0,18.252,18.252,18.252,18.252,18.252,0,3,0,1.721,3.769,1.717,14.645,1.701,1.757,1.757,1,4.242,58.759,4.11,11.133,195.953,12.904,4.329,2.136,2.136,1.34,0.868,56.891,0.786,0.786,160.465,15.119,1.431,6.709,1.413,38.736,23.0,0,298.947,13.081,1.314,1.314,1.703,5.687,0.118,56.83,57.34,5.3,13.962
4.945,1,1,1,1.0,1,1,0.701,1,6,36.1,3.703,7.12,0.825,3,0.217,1,0,1.067,2.358,3.283,2.235,4.462,4.462,0.745,8.392,1.345,3.716,0.274,1.208,13.646,4.547,0.241,8.193,0.181,0.481,3.578,0,15.25,0.365,6.261,16.427,12.481,0.235,18.087,0.115,15.947,15.947,15.947,15.947,15.947,1.532,4.293,17.822,148.466,26.04,86.112,9.501,0.31,6.406,-0.565,10.033,3.892,3.237,7.182,170.117,13.277,0.928,0.928,4.483,1.394,1.394,14.108,42.563,688.0,2.728,1.279,16.119,11.293,0.112,0.172,1.267,1.267,3.778,3.778,-1.118,-1.118,13.994,3.584,35.0,3.15,68.0,12.87,12.87,12.87,12.87,12.87,1,2,1,1.243,3.356,0.559,10.35,1.334,1.532,1.532,0,3.797,39.439,3.689,6.617,125.305,8.754,3.521,-1.599,-1.599,0.995,0.456,38.897,-0.695,-0.695,104.042,10.074,0.937,6.462,0.909,18.716,13.0,0,174.117,4.726,0.679,0.679,1.378,5.283,0.152,38.941,39.224,3.977,12.596
5.023,1,1,1,1.0,1,1,0.612,1,0,47.2,3.665,11.199,1.077,3,0.226,0,0,1.111,2.375,3.535,2.0,3.81,3.81,1.062,8.445,1.49,4.084,0.259,1.0,15.631,5.254,0.213,9.222,0.181,0.464,3.819,2,18.5,0.325,9.844,19.547,25.571,0.224,19.879,0.099,18.938,18.938,18.938,18.938,18.938,1.331,4.772,30.714,222.096,33.665,106.839,11.279,0.901,5.644,-0.026,10.051,4.057,3.665,7.258,254.56,15.647,2.275,2.275,4.74,1.432,1.432,22.294,45.423,1272.0,3.115,1.506,19.582,13.563,0.094,0.127,1.0,1.0,4.043,4.043,0.8,0.8,17.184,3.664,38.0,3.606,134.0,14.726,14.726,14.726,14.726,14.726,0,3,1,1.565,3.512,0.967,12.761,1.342,1.5,1.5,1,4.184,45.396,3.865,9.467,171.97,9.617,4.011,-0.064,-0.064,1.061,0.751,43.814,-0.43,-0.43,124.606,11.84,1.286,5.81,1.279,34.552,25.0,0,262.07,7.244,1.0,1.0,1.645,5.398,0.131,43.792,44.029,7.225,33.638
4.456,1,0,0,1.0,0,0,0.674,1,7,36.5,3.837,8.768,0.913,6,0.192,0,0,1.114,2.592,3.778,2.463,4.461,4.461,1.549,8.67,1.512,4.431,0.281,1.385,18.296,5.968,0.203,9.745,0.172,0.439,3.913,1,20.75,0.335,10.476,22.001,26.097,0.211,22.364,0.095,21.402,21.402,21.402,21.402,21.402,1.829,4.473,43.895,230.859,34.71,114.668,12.561,1.273,6.31,0.325,10.293,4.208,3.726,7.54,264.913,17.188,2.476,2.476,4.947,1.65,1.65,16.085,53.806,2030.0,3.172,2.0,21.813,15.63,0.085,0.127,1.533,1.533,5.05,5.05,2.275,2.275,18.821,3.871,47.0,3.617,166.0,17.263,17.263,17.263,17.263,17.263,1,3,0,1.534,3.577,1.123,14.694,1.542,1.903,1.903,0,4.159,53.408,3.946,9.629,187.154,11.028,3.868,0.836,0.836,1.353,0.91,52.367,0.167,0.167,151.71,14.96,1.252,6.461,1.308,23.652,19.0,0,272.913,6.754,1.243,1.243,1.707,5.587,0.12,52.186,52.85,7.696,30.504
5.113,1,1,1,1.0,0,0,0.693,1,2,36.6,3.763,7.229,0.866,5,0.202,1,0,1.07,2.35,3.468,2.246,3.699,3.699,1.116,8.572,1.486,3.726,0.281,1.232,14.844,4.732,0.236,8.322,0.208,0.591,3.767,0,17.75,0.394,6.76,18.07,14.105,0.228,19.304,0.113,17.662,17.662,17.662,17.662,17.662,1.484,4.552,20.627,190.64,29.017,95.046,10.183,0.697,6.958,-0.128,10.238,3.997,3.745,7.445,206.15,14.573,2.203,2.203,4.624,1.414,1.414,13.172,45.923,940.0,2.922,1.46,17.911,12.58,0.108,0.128,1.277,1.277,3.771,3.771,0.203,0.203,15.156,3.714,40.0,3.467,83.0,14.237,14.237,14.237,14.237,14.237,1,3,0,1.554,3.41,0.85,11.664,1.252,1.414,1.414,1,3.935,46.62,3.793,8.293,158.498,10.211,3.81,-0.425,-0.425,1.064,0.55,44.181,-0.286,-0.286,118.211,11.434,1.153,5.699,1.145,20.533,15.0,0,208.15,7.106,1.036,1.036,1.586,5.425,0.146,43.993,44.585,4.445,17.22
4.456,1,1,1,1.0,1,1,0.613,1,7,49.1,3.818,13.045,1.067,8,0.253,0,0,1.214,2.216,3.831,2.039,4.728,4.728,1.207,8.623,1.508,3.956,0.223,1.034,15.726,5.106,0.248,11.289,0.211,0.572,3.895,2,17.75,0.442,9.187,19.478,21.003,0.224,19.879,0.114,19.073,19.073,19.073,19.073,19.073,1.252,7.323,30.644,260.21,37.375,114.408,10.992,1.069,6.166,0.073,10.278,4.083,4.017,7.495,288.21,17.263,2.275,2.275,4.76,1.228,1.228,26.028,48.607,1428.0,3.206,1.781,20.702,13.807,0.105,0.153,1.031,1.031,4.993,4.993,0.646,0.646,17.319,3.714,40.0,3.838,134.0,15.157,15.157,15.157,15.157,15.157,1,3,0,1.621,3.678,1.316,12.514,1.204,1.741,1.741,1,4.224,48.528,3.995,10.867,193.764,10.762,4.128,0.167,0.167,1.0,0.815,46.442,-0.573,-0.573,130.881,12.762,1.387,6.728,1.362,40.763,28.0,1,288.21,11.507,1.0,1.0,1.597,5.476,0.144,46.434,46.578,6.863,28.255
4.451,1,1,1,1.0,1,1,0.66,1,7,38.8,3.77,8.502,0.988,4,0.215,0,0,1.1,2.35,3.665,2.153,4.726,4.726,1.373,8.579,1.37,4.185,0.264,1.138,17.02,5.618,0.24,10.364,0.184,0.474,3.816,0,19.25,0.426,9.983,20.608,19.743,0.219,20.86,0.11,19.824,19.824,19.824,19.824,19.824,1.64,6.084,33.573,220.366,32.665,105.641,11.846,1.085,6.159,0.124,10.216,4.119,3.671,7.44,240.366,16.273,2.275,2.275,4.824,1.401,1.401,18.538,49.48,1596.0,3.088,1.931,20.24,14.358,0.101,0.148,1.2,1.2,4.464,4.464,2.0,2.0,17.863,3.761,42.0,3.523,150.0,15.792,15.792,15.792,15.792,15.792,1,3,0,1.444,3.528,0.993,12.67,1.322,1.785,1.785,1,4.104,48.417,3.874,8.519,184.062,10.272,3.805,0.313,0.313,1.256,0.859,47.691,-0.335,-0.335,135.207,13.204,1.183,6.726,1.196,28.764,19.0,0,243.121,6.342,1.0,1.0,1.522,5.485,0.139,47.526,47.92,7.374,19.348
4.613,0,0,0,1.0,0,0,0.66,1,36,45.0,3.795,14.824,0.881,23,0.185,0,0,1.102,2.69,4.199,2.3,3.353,3.353,2.5,8.782,1.86,4.241,0.306,1.288,18.667,6.606,0.189,11.326,0.193,0.575,3.894,0,20.0,0.323,9.337,23.097,12.841,0.198,25.542,0.089,22.897,22.897,22.897,22.897,22.897,1.453,6.087,31.901,184.626,42.529,138.469,13.828,2.0,7.483,1.0,10.457,4.244,4.653,7.561,242.6,19.659,2.559,2.559,4.999,1.697,1.697,20.978,55.33,1988.0,3.025,2.0,23.874,16.204,0.086,0.091,1.33,1.33,4.281,4.281,2.275,2.275,19.472,3.97,52.0,4.461,136.0,18.325,18.325,18.325,18.325,18.325,0,5,0,1.767,3.829,2.222,15.999,1.679,1.703,1.703,0,4.282,56.371,4.139,11.45,140.426,12.269,4.545,2.136,2.136,1.034,0.737,55.535,1.0,1.0,132.465,14.25,1.141,5.353,1.124,33.734,27.0,0,265.884,18.399,1.189,1.189,1.756,5.631,0.115,55.466,56.123,5.949,14.786
4.451,1,1,1,1.0,1,1,0.68,1,3,39.1,3.786,9.295,0.873,4,0.232,0,0,1.132,2.366,3.752,2.315,4.908,4.908,1.415,8.463,1.481,3.981,0.251,1.23,15.756,5.277,0.222,9.729,0.206,0.553,3.795,0,18.25,0.352,9.352,19.568,24.522,0.226,19.592,0.105,18.894,18.894,18.894,18.894,18.894,2.016,5.295,30.633,226.574,33.012,113.351,11.289,1.07,6.345,0.108,10.073,4.053,3.749,7.336,230.574,15.146,1.593,1.593,4.727,1.479,1.479,20.045,51.528,1314.0,2.957,1.267,19.261,13.512,0.098,0.164,1.385,1.385,4.56,4.56,0.444,0.444,17.028,3.726,40.5,3.564,137.0,14.709,14.709,14.709,14.709,14.709,3,3,0,1.567,3.524,0.972,12.287,1.33,1.732,1.732,1,4.029,46.419,3.827,9.1,191.455,9.836,3.869,0.228,0.228,1.662,0.672,43.955,-0.244,-0.244,130.606,11.855,1.168,6.908,1.158,25.563,18.0,0,230.574,7.428,1.0,1.0,1.565,5.416,0.136,43.851,45.731,6.868,29.172
4.657,1,1,1,1.0,0,1,0.644,1,1,44.1,3.757,11.951,0.943,11,0.238,0,0,1.273,2.609,3.724,2.442,3.911,3.911,2.2,8.823,1.729,4.363,0.25,1.431,18.785,6.359,0.182,11.353,0.158,0.431,3.865,0,21.75,0.297,9.326,23.003,18.416,0.199,25.255,0.086,22.69,22.69,22.69,22.69,22.69,1.656,6.58,33.904,256.937,39.762,126.819,13.447,1.967,7.025,0.965,10.506,4.242,4.288,7.61,289.466,20.08,2.924,2.924,4.989,1.632,1.632,22.554,57.829,1820.0,3.206,2.005,23.564,16.114,0.084,0.106,1.459,1.459,4.85,4.85,2.275,2.275,20.219,3.902,48.5,3.907,121.0,18.276,18.276,18.276,18.276,18.276,2,4,0,1.513,3.745,1.647,15.595,1.59,1.81,1.81,1,4.293,57.347,4.121,10.417,207.19,12.587,4.292,2.136,2.136,1.582,0.863,56.055,0.798,0.798,158.465,14.392,1.386,5.911,1.376,37.268,26.0,2,313.076,12.619,1.315,1.315,1.535,5.645,0.112,55.969,56.713,6.105,23.204
5.396,1,0,0,1.0,0,0,0.663,1,18,43.5,3.827,8.855,0.891,10,0.189,0,0,1.102,2.36,3.604,2.0,3.27,3.27,1.224,8.447,1.562,3.922,0.305,1.0,14.768,5.211,0.233,8.647,0.193,0.539,3.911,0,16.25,0.383,7.486,18.556,12.695,0.223,20.167,0.11,18.231,18.231,18.231,18.231,18.231,1.193,4.408,24.734,179.614,32.319,105.873,11.016,0.889,6.927,-0.053,10.074,4.008,3.943,7.239,221.719,15.069,2.136,2.136,4.663,1.368,1.368,15.997,43.092,1158.0,2.925,1.518,18.597,12.831,0.104,0.113,1.0,1.0,3.199,3.199,0.893,0.893,15.494,3.738,41.0,3.768,112.0,14.303,14.303,14.303,14.303,14.303,0,3,0,1.575,3.545,1.116,12.524,1.357,1.507,1.507,0,4.026,43.477,3.85,8.567,133.765,9.548,3.926,-0.124,-0.124,1.0,0.59,42.622,-0.433,-0.433,112.211,10.98,1.107,5.27,1.062,21.492,20.0,0,231.329,8.966,1.0,1.0,1.52,5.371,0.143,42.618,43.196,4.741,18.209
4.451,0,0,0,1.0,0,0,0.699,1,4,36.7,3.975,8.948,0.809,5,0.21,0,0,1.074,2.495,4.055,2.384,4.464,4.464,2.016,8.613,1.526,4.461,0.282,1.371,18.636,6.206,0.187,11.001,0.151,0.41,3.9,1,21.0,0.296,9.283,22.257,19.358,0.202,24.444,0.088,21.532,21.532,21.532,21.532,21.532,1.651,5.875,34.291,229.902,35.773,121.867,12.893,1.618,6.631,0.618,10.215,4.184,3.944,7.445,259.121,17.806,2.341,2.341,4.918,1.532,1.532,16.796,55.097,1952.0,2.983,1.971,21.797,15.242,0.081,0.128,1.414,1.414,5.592,5.592,1.993,1.993,18.376,3.892,48.0,3.864,151.0,17.335,17.335,17.335,17.335,17.335,0,4,0,1.614,3.64,1.221,13.897,1.474,1.868,1.868,0,4.13,52.333,3.969,8.86,184.338,11.565,3.916,1.372,1.372,1.362,0.744,52.149,0.505,0.505,149.58,13.57,1.165,6.464,1.159,25.16,18.0,0,261.121,7.958,1.372,1.372,1.588,5.572,0.114,51.927,52.484,6.09,23.427
4.451,1,1,1,1.0,1,1,0.667,1,2,37.5,3.688,7.96,0.94,4,0.215,1,0,1.041,2.124,3.345,1.984,3.778,3.778,1.0,8.459,1.23,3.685,0.263,0.983,13.777,4.45,0.244,7.801,0.208,0.556,3.821,0,16.25,0.381,7.141,16.812,22.74,0.239,17.512,0.114,16.499,16.499,16.499,16.499,16.499,1.467,4.329,23.782,177.267,26.585,88.599,9.505,0.361,5.902,-0.426,10.102,3.944,3.397,7.288,190.877,13.933,2.146,2.146,4.555,1.134,1.134,12.315,43.105,838.0,2.893,0.835,16.855,11.952,0.114,0.14,1.0,1.0,3.796,3.796,-0.745,-0.745,14.6,3.611,36.0,3.174,91.0,13.25,13.25,13.25,13.25,13.25,1,3,1,1.365,3.336,0.784,11.244,1.119,1.44,1.44,1,3.918,42.577,3.737,7.219,147.228,9.159,3.716,-1.242,-1.242,1.0,0.736,40.733,-0.743,-0.743,110.096,11.012,1.009,5.778,1.02,21.252,15.0,1,190.877,4.273,1.0,1.0,1.376,5.333,0.151,40.574,40.995,4.937,29.627
5.256,1,1,1,1.0,1,1,0.565,1,4,55.9,3.519,11.416,1.269,2,0.298,0,0,1.214,2.166,3.498,2.0,3.705,3.705,0.5,8.395,1.579,3.675,0.169,1.0,14.024,4.625,0.251,9.386,0.263,0.709,3.737,0,16.0,0.414,9.095,16.89,22.218,0.245,16.701,0.121,16.447,16.447,16.447,16.447,16.447,1.06,4.438,26.604,256.547,36.006,103.035,9.643,0.345,5.31,-0.556,10.013,3.961,4.08,7.28,278.547,15.101,0.971,0.971,4.583,1.197,1.197,27.289,42.203,1064.0,3.009,0.711,18.842,12.16,0.114,0.137,1.0,1.0,4.075,4.075,-1.088,-1.088,15.631,3.466,31.0,3.782,112.0,13.32,13.32,13.32,13.32,13.32,1,2,0,1.666,3.573,1.272,11.594,1.14,1.541,1.541,1,4.251,41.313,3.896,12.2,174.194,7.97,4.068,-1.66,-1.66,1.0,0.767,40.118,-1.0,-1.0,112.211,12.022,1.308,5.705,1.239,33.849,33.0,2,278.547,10.607,0.587,0.587,1.585,5.333,0.156,40.205,40.665,7.362,31.956
4.953,1,1,1,1.0,1,1,0.675,1,0,41.4,3.394,5.167,0.877,5,0.225,0,0,0.993,1.296,2.159,0.757,4.456,4.456,-0.321,8.016,1.179,2.87,0.262,-0.126,9.448,3.079,0.354,6.284,0.343,1.013,3.49,0,10.25,0.549,5.181,12.348,9.528,0.292,11.731,0.17,11.765,11.765,11.765,11.765,11.765,0.523,3.262,11.183,121.372,20.921,70.148,7.014,-0.702,6.572,-1.375,9.69,3.564,2.831,6.804,129.372,9.173,-1.373,-1.373,4.01,0.378,0.378,13.022,31.68,250.0,2.421,-0.08,11.823,8.279,0.164,0.248,-0.143,-0.143,0.93,0.93,-3.299,-3.299,10.434,3.277,25.5,2.258,42.0,8.729,8.729,8.729,8.729,8.729,0,1,0,1.15,3.12,0.319,7.487,0.346,0.575,0.575,0,3.544,27.582,3.362,6.067,100.881,5.887,3.379,-4.139,-4.139,-0.286,0.386,25.756,-1.786,-1.786,69.487,6.796,0.635,6.456,0.6,12.807,12.0,0,129.372,2.801,-0.516,-0.516,1.112,4.89,0.224,25.782,26.93,3.631,7.947
4.451,1,1,1,1.0,1,1,0.651,1,0,40.6,3.512,6.404,0.963,2,0.208,1,0,1.126,1.952,2.414,1.708,3.807,3.807,0.203,8.247,1.197,3.084,0.28,0.716,10.949,3.658,0.326,6.12,0.29,0.877,3.606,0,13.0,0.541,5.017,13.414,15.408,0.265,14.216,0.153,13.035,13.035,13.035,13.035,13.035,1.0,3.275,10.593,130.0,21.188,70.807,7.812,-0.034,6.592,-0.964,9.942,3.693,2.889,7.022,138.0,10.79,-1.572,-1.572,4.189,1.0,1.0,11.983,33.001,385.0,2.69,0.288,13.182,9.271,0.149,0.181,0.755,0.755,2.756,2.756,-2.0,-2.0,11.476,3.384,28.5,2.277,47.0,10.377,10.377,10.377,10.377,10.377,0,2,1,1.29,3.099,0.273,8.711,0.946,1.224,1.224,0,3.713,32.412,3.487,5.767,108.39,6.911,3.574,-2.347,-2.347,-0.063,0.491,31.482,-1.0,-1.0,74.711,8.159,0.809,5.807,0.803,16.868,13.0,0,138.0,2.13,-0.254,-0.254,1.376,5.069,0.199,31.487,31.399,3.215,20.005
4.719,1,1,0,1.0,0,0,0.654,1,18,43.6,3.719,10.603,0.912,14,0.208,0,0,1.125,2.758,3.996,2.408,3.723,3.723,2.227,8.699,1.635,4.139,0.274,1.405,17.168,5.844,0.206,10.201,0.189,0.529,3.8,2,19.25,0.352,8.786,21.036,14.491,0.211,22.482,0.098,20.775,20.775,20.775,20.775,20.775,1.783,5.095,28.92,230.326,37.75,122.548,12.275,1.778,7.404,0.776,10.36,4.165,4.078,7.532,271.346,17.74,2.547,2.547,4.877,1.749,1.749,19.626,53.758,1689.0,3.049,2.0,21.781,14.936,0.095,0.109,1.413,1.413,5.202,5.202,2.136,2.136,17.906,3.882,47.5,4.044,122.0,16.788,16.788,16.788,16.788,16.788,3,2,0,1.674,3.687,1.371,14.503,1.754,1.906,1.906,1,4.199,53.069,4.022,10.867,183.63,11.252,4.121,1.947,1.947,1.323,0.724,51.346,-0.062,-0.062,145.58,13.692,1.273,5.723,1.239,28.136,24.0,0,287.71,10.466,1.207,1.207,1.698,5.565,0.127,51.3,52.261,5.921,15.381
4.875,1,1,1,1.0,1,1,0.645,1,2,46.5,3.719,8.263,0.921,11,0.258,1,0,1.071,2.0,3.427,1.713,4.25,4.25,0.61,8.023,1.354,3.777,0.226,0.716,12.696,4.636,0.229,8.949,0.204,0.504,3.715,3,13.5,0.31,9.734,15.92,16.331,0.251,15.89,0.111,15.413,15.413,15.413,15.413,15.413,1.356,4.386,22.673,190.574,30.034,97.151,9.583,0.245,4.725,-0.686,9.545,3.853,3.431,6.823,210.574,12.599,-0.144,-0.144,4.465,1.0,1.0,20.309,38.263,794.0,2.918,0.632,16.28,11.131,0.11,0.177,0.869,0.869,2.607,2.607,-0.92,-0.92,13.707,3.466,31.0,3.253,88.0,11.865,11.865,11.865,11.865,11.865,1,2,0,1.525,3.454,0.744,10.058,1.0,1.201,1.201,1,3.926,34.537,3.679,7.81,145.276,7.057,3.614,-1.773,-1.773,1.0,0.551,33.908,-1.0,-1.0,98.042,9.584,1.035,6.25,1.037,23.63,20.0,0,212.574,6.723,0.554,0.554,1.442,5.13,0.152,33.823,34.117,7.626,15.183
4.456,1,1,1,1.0,1,1,0.632,1,5,46.9,3.718,11.487,0.96,4,0.264,1,0,1.097,2.397,3.588,2.316,4.463,4.463,1.279,8.489,1.542,3.917,0.221,1.298,15.184,4.953,0.233,9.992,0.177,0.475,3.815,1,17.0,0.377,7.493,18.177,14.04,0.226,19.592,0.11,17.654,17.654,17.654,17.654,17.654,1.532,5.865,24.142,230.001,33.188,104.992,10.377,1.105,6.304,0.132,10.115,3.998,3.852,7.359,247.611,15.881,1.372,1.372,4.637,1.431,1.431,23.637,47.338,1010.0,2.979,1.335,18.888,12.614,0.107,0.154,1.338,1.338,4.312,4.312,0.86,0.86,15.698,3.651,37.5,3.533,86.0,14.317,14.317,14.317,14.317,14.317,1,3,1,1.615,3.574,1.04,11.741,1.37,1.532,1.532,1,4.105,44.54,3.897,9.4,176.415,9.906,4.002,0.336,0.336,1.34,0.723,43.661,-0.679,-0.679,122.211,11.483,1.181,6.463,1.144,33.809,23.0,0,255.611,8.154,1.075,1.075,1.61,5.407,0.144,43.728,43.819,5.098,12.371
