pXC50,MATS2i,SssNH,CATS2D_04_DL,JGI1,nCrs,C.002,P_VSA_i_4,P_VSA_e_3,JGI7,NssCH2,NssNH,C.028,MATS3v,Chi1_EA.ed.,Chi0_EA.ed.,SaaN,nArCN,nTB,NtN,StN,NtsC,StsC,BLI,GATS3v,GMTI,GATS5v,NNRS,nCIR,CATS2D_06_LL,Rbrid,SpMAD_AEA.dm.,Eta_FL_A,GATS3p,ALOGP,ALOGP2,ATS3i,Yindex,JGI6,AMR,IDMT,SpMax2_Bh.p.,Eig15_EA.bo.,CATS2D_05_LL,SpMax7_Bh.m.,ON1V,Eta_alpha,RBN,JGT,Eig14_EA,SM08_AEA.dm.,CATS2D_06_AA,DLS_02,MATS5v,SpMax8_Bh.m.,SpMin1_Bh.p.,C.026,D.Dtr10,Eig12_EA.ed.,SM07_AEA.ri.,IAC,TIC0,GATS2p,GATS2v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.
6.319,0.176,3.315,1,0.19,3,2,21.135,21.135,0.02,4,1,0,-0.069,3.714,8.119,0.0,0,1,0,0.0,1,2.592,0.983,1.058,3442.0,0.846,0.5,3,6,1,1.501,0.225,1.133,3.438,11.818,4.739,0.819,0.021,78.817,6429.6,3.458,-1.471,5,2.694,2.524,9.467,5,0.452,-1.137,-1.137,0,1.0,0.105,2.557,1.989,1,0.0,-1.675,-1.675,58.439,58.439,0.906,0.91,13.516,13.516,13.516
8.229,-0.068,6.594,6,0.139,4,6,52.807,52.807,0.01,8,2,2,0.046,6.514,13.822,4.893,0,0,0,0.0,0,0.0,0.969,0.938,18746.0,1.068,0.5,7,14,2,1.499,0.239,0.969,5.028,25.285,5.285,0.351,0.013,132.783,35568.0,3.868,0.595,14,3.082,4.06,15.7,9,0.345,0.622,0.622,0,1.0,-0.091,3.029,2.163,3,288.304,2.66,2.66,92.528,92.528,1.073,1.026,22.767,22.767,22.767
7.569,-0.06,6.538,6,0.143,4,5,52.807,52.807,0.01,7,2,2,0.04,6.264,13.322,4.879,0,0,0,0.0,0,0.0,0.954,0.94,16729.0,1.097,0.5,7,11,2,1.503,0.247,0.97,4.448,19.788,5.224,0.372,0.012,128.139,31397.8,3.868,0.56,11,3.066,3.81,15.2,8,0.354,0.546,0.546,0,1.0,-0.117,3.011,2.163,3,272.47,2.424,2.424,89.172,89.172,1.055,1.007,22.06,22.06,22.06
7.896,-0.095,6.699,8,0.125,4,10,52.807,52.807,0.01,12,2,2,0.058,7.514,15.822,4.931,0,0,0,0.0,0,0.0,1.022,0.936,28294.0,1.043,0.5,7,17,2,1.476,0.214,0.966,6.853,46.966,5.497,0.289,0.012,151.187,55951.7,3.869,0.897,15,3.196,5.06,17.7,13,0.313,0.931,0.931,0,0.67,-0.057,3.093,2.163,3,352.432,2.902,2.902,105.622,105.622,1.134,1.089,25.595,25.595,25.595
8.174,-0.076,6.632,8,0.135,4,7,52.807,52.807,0.011,9,2,2,0.05,6.764,14.322,4.905,0,0,0,0.0,0,0.0,0.983,0.937,20907.0,1.062,0.5,7,17,2,1.491,0.232,0.967,5.485,30.081,5.342,0.332,0.013,137.384,40094.0,3.868,0.607,14,3.102,4.31,16.2,10,0.335,0.685,0.685,0,0.67,-0.082,3.046,2.163,3,304.216,2.854,2.854,95.847,95.847,1.09,1.044,23.474,23.474,23.474
8.26,-0.1,3.597,4,0.095,4,5,67.693,67.693,0.01,7,1,2,0.119,3.942,8.358,4.84,0,0,0,0.0,0,0.0,1.035,0.859,2997.0,1.096,0.333,6,10,2,1.464,0.209,0.89,2.579,6.65,4.893,0.859,0.014,80.047,4864.82,3.651,-1.574,10,2.7,2.704,9.2,4,0.307,-1.0,-1.0,0,1.0,-0.108,2.507,2.163,1,116.73,-1.091,-1.091,51.884,51.884,1.117,1.074,13.405,13.405,13.405
8.149,-0.109,3.655,4,0.091,4,6,67.693,67.693,0.009,8,1,2,0.115,4.192,8.858,4.861,0,0,0,0.0,0,0.0,1.056,0.866,3554.0,1.069,0.333,6,12,2,1.458,0.198,0.896,3.159,9.977,4.976,0.783,0.013,84.691,5926.88,3.651,-1.317,12,2.71,2.954,9.7,5,0.298,-0.879,-0.879,0,1.0,-0.086,2.511,2.163,1,127.88,-1.091,-1.091,55.046,55.046,1.141,1.099,14.113,14.113,14.113
8.301,-0.117,3.694,6,0.087,4,7,67.693,67.693,0.008,9,1,2,0.112,4.442,9.358,4.878,0,0,0,0.0,0,0.0,1.075,0.872,4199.0,1.064,0.333,6,14,2,1.447,0.189,0.901,3.615,13.068,5.054,0.715,0.012,89.292,7167.32,3.651,-1.153,12,2.725,3.204,10.2,6,0.279,-0.879,-0.879,0,1.0,-0.076,2.657,2.163,1,139.525,-0.826,-0.826,58.174,58.174,1.162,1.121,14.82,14.82,14.82
8.854,-0.136,3.758,6,0.077,4,10,67.693,67.693,0.007,12,1,2,0.1,5.192,10.858,4.912,0,0,0,0.0,0,0.0,1.124,0.888,6702.0,1.043,0.333,6,14,2,1.428,0.165,0.914,4.984,24.835,5.255,0.555,0.011,103.095,12095.8,3.666,-0.586,13,2.976,3.954,11.7,9,0.246,-0.445,-0.445,0,1.0,-0.048,2.739,2.163,1,176.936,0.328,0.328,67.401,67.401,1.212,1.175,16.941,16.941,16.941
9.027,-0.086,7.69,8,0.102,8,10,72.717,72.717,0.009,15,2,4,0.091,7.863,16.703,9.985,0,0,0,0.0,0,0.0,1.045,0.888,29980.0,1.099,0.333,12,20,4,1.479,0.204,0.905,7.122,50.716,5.645,0.291,0.01,164.992,55317.0,4.018,1.431,20,3.28,5.875,19.0,11,0.293,1.247,1.247,0,0.5,-0.107,3.102,2.164,2,650.938,3.143,3.143,103.407,103.407,1.07,1.038,27.543,27.543,27.543
5.174,0.119,0.0,0,0.18,0,0,3.124,3.124,0.013,4,0,0,0.073,4.424,9.852,0.0,0,0,0,0.0,0,0.0,1.036,0.924,5417.0,0.901,1.0,2,8,0,1.481,0.23,0.941,4.468,19.964,4.998,0.868,0.015,98.82,10765.4,3.753,-0.971,12,2.758,3.376,11.567,9,0.434,-0.705,-0.705,0,1.0,0.043,2.687,2.071,0,0.0,0.082,0.082,66.673,66.673,0.947,0.95,16.316,16.316,16.316
7.87,-0.081,6.112,4,0.143,4,5,61.091,61.091,0.008,8,2,2,0.085,5.225,10.895,4.813,0,0,0,0.0,0,0.0,0.946,0.93,8340.0,1.143,0.333,6,10,2,1.576,0.236,0.931,2.637,6.952,5.033,0.527,0.012,97.288,15619.2,3.651,-0.568,10,3.003,3.075,11.933,8,0.345,-0.389,-0.389,0,1.0,-0.135,2.738,2.163,1,201.422,0.845,0.845,78.912,78.912,1.127,1.091,17.673,17.673,17.673
8.101,-0.14,0.0,4,0.167,4,4,49.683,49.683,0.012,4,0,2,0.014,3.004,6.32,4.673,0,0,0,0.0,0,0.0,1.0,0.927,1846.0,1.035,0.333,6,6,2,1.536,0.225,0.958,3.454,11.933,4.526,1.002,0.022,66.543,2654.04,3.66,-2.199,6,2.502,1.913,8.014,0,0.436,-1.565,-1.565,0,0.83,-0.103,2.146,2.154,2,87.143,-3.083,-3.083,42.67,42.67,0.925,0.908,10.861,10.861,10.861
7.097,-0.125,3.823,5,0.114,8,13,51.582,51.582,0.009,15,1,4,0.128,7.912,16.494,9.927,0,0,0,0.0,0,0.0,1.125,0.846,30764.0,1.075,0.333,12,27,4,1.577,0.181,0.875,10.582,111.981,5.563,0.277,0.014,168.129,56870.2,4.028,1.247,29,3.533,5.48,19.962,10,0.318,1.247,1.247,0,0.33,-0.089,3.311,2.163,4,640.897,3.237,3.237,108.873,108.873,1.008,0.997,27.173,27.173,27.173
7.523,-0.128,3.835,5,0.085,8,12,51.582,51.582,0.007,14,1,4,0.119,7.489,15.646,9.98,0,0,0,0.0,0,0.0,1.101,0.862,24873.0,1.155,0.333,12,28,4,1.564,0.192,0.894,8.797,77.389,5.519,0.29,0.011,153.918,43829.8,4.025,1.156,27,3.229,5.263,18.033,9,0.265,1.247,1.247,0,0.5,-0.152,3.079,2.163,2,570.631,3.046,3.046,94.353,94.353,1.094,1.054,25.518,25.518,25.518
6.046,0.044,4.261,3,0.117,3,1,33.632,33.632,0.011,7,1,0,-0.14,11.448,23.57,0.0,0,0,0,0.0,0,0.0,0.939,1.078,51749.0,0.816,0.7,18,13,6,1.512,0.264,1.102,10.514,110.553,5.866,0.401,0.018,222.506,105898.0,3.851,2.059,6,3.788,6.356,26.9,13,0.306,1.498,1.498,0,0.33,0.107,3.527,2.103,0,207.187,5.341,5.341,132.172,132.172,0.987,0.993,38.953,38.953,38.953
8.0,0.07,4.131,4,0.15,3,1,33.632,33.632,0.013,7,1,0,-0.093,11.625,24.42,0.0,0,0,0,0.0,0,0.0,0.983,0.991,63885.0,0.795,0.7,18,16,6,1.563,0.247,0.967,14.501,210.273,5.862,0.407,0.02,251.335,139746.0,3.867,2.07,3,3.933,6.278,31.186,13,0.394,1.537,1.537,0,0.33,0.126,3.553,2.097,6,230.024,5.77,5.77,158.64,158.64,0.793,0.859,41.953,41.953,41.953
6.097,0.009,2.881,3,0.2,6,7,18.011,18.011,0.014,8,1,0,-0.13,3.623,7.493,0.0,0,0,0,0.0,0,0.0,1.156,1.156,2908.0,0.842,0.333,7,2,6,1.545,0.074,1.21,3.603,12.982,5.169,0.702,0.02,70.309,4516.93,3.545,-1.418,0,2.772,3.215,8.567,5,0.419,-1.0,-1.0,0,1.0,0.047,2.236,2.171,0,0.0,-2.43,-2.43,56.63,56.63,1.248,1.223,12.334,12.334,12.334
8.35,-0.15,7.654,10,0.083,8,13,69.593,69.593,0.007,15,2,4,0.097,7.739,16.146,9.951,0,0,0,0.0,0,0.0,1.048,0.881,27582.0,1.087,0.333,12,28,4,1.48,0.198,0.912,8.52,72.594,5.6,0.273,0.011,155.806,49169.3,4.018,1.246,24,3.214,5.575,18.1,10,0.262,1.247,1.247,0,0.33,-0.108,3.102,2.164,2,605.348,3.121,3.121,95.2,95.2,1.13,1.086,26.225,26.225,26.225
8.222,-0.047,7.642,8,0.105,8,10,72.717,72.717,0.009,14,2,4,0.052,7.726,16.205,9.959,0,0,0,0.0,0,0.0,1.029,0.932,28695.0,1.112,0.333,12,20,4,1.487,0.21,0.959,6.773,45.869,5.598,0.283,0.011,160.244,52047.2,4.018,1.4,20,3.236,5.475,18.5,10,0.302,1.247,1.247,0,0.5,-0.123,3.102,2.164,2,627.648,3.143,3.143,100.264,100.264,1.039,1.015,26.673,26.673,26.673
6.071,0.016,7.03,4,0.176,0,0,39.82,39.82,0.012,4,2,0,-0.223,6.074,12.524,0.0,0,0,0,0.0,0,0.0,0.937,1.186,12536.0,0.885,0.2,20,16,11,1.476,0.287,1.211,3.855,14.859,5.138,0.439,0.009,125.918,21006.4,3.871,0.2,16,3.038,3.347,14.6,0,0.323,0.657,0.657,0,0.83,0.115,2.764,2.12,2,0.0,2.275,2.275,72.789,72.789,0.956,0.961,20.927,20.927,20.927
4.642,0.21,0.0,0,0.227,0,2,6.249,6.249,0.013,4,0,0,-0.12,4.036,8.867,0.0,0,1,0,0.0,1,2.647,1.041,1.144,4396.0,0.928,1.0,1,6,0,1.498,0.214,1.203,4.637,21.497,4.88,0.968,0.018,90.228,9297.2,3.547,-1.392,4,2.827,2.981,10.467,8,0.487,-1.0,-1.0,1,1.0,0.04,2.716,2.033,1,0.0,-0.908,-0.908,66.808,66.808,0.878,0.896,14.43,14.43,14.43
4.9,0.101,0.0,2,0.191,0,1,67.693,67.693,0.015,5,0,2,0.017,5.526,12.06,0.0,0,0,0,0.0,0,0.0,1.018,0.987,10702.0,0.902,0.5,7,17,2,1.483,0.245,0.982,3.025,9.148,5.325,0.666,0.021,131.47,21308.4,3.808,0.106,22,3.04,4.354,15.1,7,0.444,0.357,0.357,0,1.0,0.101,3.0,2.255,2,220.637,2.136,2.136,82.098,82.098,0.887,0.879,20.999,20.999,20.999
6.678,0.31,3.11,2,0.194,0,1,21.135,21.135,0.015,3,1,0,-0.205,3.577,7.548,0.0,0,1,0,0.0,1,2.518,0.959,1.212,2616.0,0.988,1.0,1,3,0,1.474,0.256,1.322,2.851,8.126,4.496,0.958,0.019,71.243,5090.22,3.462,-1.953,2,2.597,1.964,8.467,6,0.413,-1.451,-1.451,0,1.0,-0.018,2.499,2.018,1,0.0,-2.046,-2.046,53.756,53.756,0.831,0.873,11.905,11.905,11.905
6.134,0.008,0.0,0,0.151,4,6,10.047,10.047,0.015,12,0,0,-0.109,7.685,15.99,0.0,0,0,0,0.0,0,0.0,1.02,1.096,33321.0,1.014,1.0,6,18,0,1.477,0.234,1.084,6.578,43.265,5.542,0.235,0.013,160.639,59894.8,3.883,0.989,18,3.259,5.222,18.6,9,0.314,1.0,1.0,0,0.5,-0.008,3.044,2.111,2,0.0,2.275,2.275,96.411,96.411,0.999,1.006,26.618,26.618,26.618
7.664,-0.097,0.0,5,0.175,3,3,49.683,49.683,0.018,3,0,2,-0.098,3.097,6.484,4.796,0,0,0,0.0,0,0.0,0.975,1.043,2312.0,1.137,0.25,10,7,4,1.583,0.209,1.073,3.341,11.162,4.634,0.903,0.018,69.263,3110.7,3.779,-1.753,8,2.507,1.997,8.514,0,0.445,-1.346,-1.346,0,0.83,-0.232,2.335,2.124,2,88.096,-3.069,-3.069,43.798,43.798,0.902,0.89,11.602,11.602,11.602
6.685,-0.097,0.0,4,0.15,3,3,49.683,49.683,0.009,3,0,2,-0.06,3.072,6.509,4.787,0,0,0,0.0,0,0.0,0.976,1.006,2260.0,1.171,0.25,10,10,4,1.596,0.209,1.047,3.341,11.162,4.634,0.945,0.012,69.263,3047.21,3.778,-1.835,9,2.452,2.004,8.514,0,0.392,-1.339,-1.339,0,0.83,-0.264,2.35,2.121,2,86.624,-3.155,-3.155,43.798,43.798,0.902,0.89,11.654,11.654,11.654
6.143,0.133,0.0,0,0.2,0,5,6.249,6.249,0.012,7,0,0,-0.078,4.834,10.392,0.0,0,1,0,0.0,1,2.66,1.096,1.107,6719.0,0.876,1.0,1,6,0,1.465,0.189,1.158,6.005,36.061,5.116,0.863,0.017,104.031,14661.4,3.632,-0.826,4,2.896,3.731,11.967,11,0.438,-0.593,-0.593,1,0.83,0.083,2.83,2.033,1,0.0,-0.48,-0.48,76.236,76.236,0.982,0.993,16.552,16.552,16.552
6.62,0.126,3.216,2,0.225,0,1,21.135,21.135,0.015,3,1,0,-0.042,3.635,7.982,0.0,0,1,0,0.0,1,2.622,1.017,1.031,3502.0,0.816,1.0,1,7,0,1.448,0.227,1.081,3.577,12.794,4.742,0.932,0.017,80.41,7101.14,3.547,-1.553,3,2.758,2.614,9.467,7,0.464,-1.3,-1.3,0,1.0,0.12,2.619,2.021,1,0.0,-1.966,-1.966,60.37,60.37,0.948,0.945,13.223,13.223,13.223
5.963,0.239,3.207,2,0.237,0,1,21.135,21.135,0.016,2,1,0,-0.212,3.62,7.667,0.0,0,1,0,0.0,1,2.548,0.975,1.218,2929.0,1.019,1.0,1,4,0,1.495,0.241,1.295,3.228,10.421,4.617,0.998,0.019,75.662,5866.36,3.509,-1.813,4,2.599,2.172,8.967,6,0.477,-1.0,-1.0,0,1.0,-0.026,2.503,2.027,1,0.0,-2.0,-2.0,57.089,57.089,0.862,0.879,12.353,12.353,12.353
4.752,0.127,3.684,2,0.143,0,3,91.953,91.953,0.01,10,1,2,-0.029,8.91,18.751,0.0,0,0,0,0.0,0,0.0,0.994,1.046,42695.0,1.075,0.6,8,19,2,1.464,0.244,1.067,5.115,26.165,5.645,0.298,0.016,190.726,90049.4,3.86,1.552,23,3.421,5.675,21.733,16,0.354,1.336,1.336,0,0.67,-0.051,3.282,2.254,3,409.069,3.304,3.304,126.08,126.08,0.908,0.921,30.819,30.819,30.819
7.569,-0.14,3.839,5,0.083,8,15,51.582,51.582,0.007,16,1,4,0.099,7.739,16.146,9.997,0,0,0,0.0,0,0.0,1.066,0.885,27582.0,1.109,0.333,12,32,4,1.48,0.188,0.905,9.694,93.97,5.616,0.273,0.011,155.184,49169.3,4.025,1.246,33,3.229,5.763,18.2,10,0.262,1.247,1.247,0,0.33,-0.119,3.103,2.166,1,605.348,3.121,3.121,92.873,92.873,1.127,1.089,26.225,26.225,26.225
6.208,-0.041,0.0,4,0.151,0,2,69.593,69.593,0.013,4,0,2,-0.142,7.406,15.542,0.0,0,0,0,0.0,0,0.0,0.929,1.101,30067.0,0.945,0.667,8,32,2,1.501,0.286,1.132,6.512,42.404,5.324,0.266,0.011,158.258,54820.8,4.016,1.453,28,3.281,4.208,18.6,7,0.358,1.013,1.013,0,0.5,0.056,3.168,2.189,2,393.435,2.853,2.853,88.076,88.076,0.982,0.958,26.308,26.308,26.308
6.399,0.058,0.0,0,0.149,0,0,10.047,10.047,0.011,2,0,0,-0.13,8.35,17.448,0.0,0,0,0,0.0,0,0.0,0.929,1.081,37995.0,1.016,1.0,6,16,0,1.486,0.299,1.084,7.931,62.898,5.391,0.271,0.016,174.265,73682.7,3.873,1.5,24,3.228,4.607,20.6,9,0.339,1.0,1.0,0,0.5,-0.01,3.195,2.127,4,0.0,3.288,3.288,96.723,96.723,0.892,0.898,29.084,29.084,29.084
6.305,0.069,0.0,0,0.184,0,0,10.047,10.047,0.013,2,0,0,-0.158,8.424,17.621,0.0,0,0,0,0.0,0,0.0,0.95,1.087,43045.0,1.005,1.0,6,12,0,1.505,0.289,1.079,9.26,85.74,5.389,0.263,0.018,183.874,85979.7,3.88,1.5,24,3.416,4.567,22.029,9,0.396,1.0,1.0,0,0.5,0.001,3.4,2.127,6,0.0,3.786,3.786,107.866,107.866,0.801,0.834,29.98,29.98,29.98
5.896,0.028,0.0,0,0.146,4,4,10.047,10.047,0.015,10,0,0,-0.084,7.22,15.083,0.0,0,0,0,0.0,0,0.0,1.0,1.064,27615.0,1.069,1.0,6,12,0,1.489,0.245,1.048,5.665,32.094,5.454,0.258,0.017,151.437,48410.3,3.855,0.965,16,3.116,4.785,17.6,7,0.32,1.0,1.0,0,0.67,-0.061,2.956,2.119,2,0.0,2.275,2.275,90.117,90.117,0.965,0.974,25.256,25.256,25.256
7.229,0.042,0.0,4,0.163,0,0,69.593,69.593,0.01,2,0,2,-0.167,7.18,15.112,0.0,0,0,0,0.0,0,0.0,0.92,1.117,24859.0,1.063,0.667,8,32,2,1.523,0.286,1.177,6.572,43.189,5.28,0.35,0.014,159.139,46549.0,4.024,1.468,32,3.224,4.174,18.6,5,0.389,1.02,1.02,0,0.5,-0.072,3.167,2.198,2,333.16,3.108,3.108,88.076,88.076,0.883,0.859,25.947,25.947,25.947
8.377,-0.02,3.829,4,0.105,8,10,54.706,54.706,0.009,14,1,4,0.073,7.726,16.205,9.989,0,0,0,0.0,0,0.0,1.09,0.914,28695.0,1.149,0.333,12,21,4,1.562,0.198,0.938,7.506,56.337,5.563,0.283,0.011,162.957,52047.2,4.025,1.4,22,3.301,5.413,18.933,10,0.302,1.247,1.247,0,0.33,-0.137,3.105,2.163,2,627.648,3.143,3.143,102.919,102.919,1.023,0.997,26.673,26.673,26.673
7.815,-0.097,0.0,6,0.15,3,3,49.683,49.683,0.009,3,0,2,-0.041,3.077,6.52,4.796,0,0,0,0.0,0,0.0,0.976,0.988,2256.0,1.262,0.25,10,10,4,1.585,0.209,1.008,3.341,11.162,4.634,0.95,0.012,69.263,3040.59,3.779,-1.891,8,2.467,2.004,8.514,0,0.39,-1.403,-1.403,0,0.83,-0.357,2.299,2.121,2,86.624,-3.023,-3.023,43.798,43.798,0.902,0.89,11.654,11.654,11.654
7.347,-0.14,0.0,3,0.139,4,4,49.683,49.683,0.009,4,0,2,0.057,2.979,6.345,4.664,0,0,0,0.0,0,0.0,1.001,0.886,1802.0,1.068,0.333,6,7,2,1.553,0.226,0.929,3.454,11.933,4.526,1.051,0.013,66.543,2598.37,3.658,-2.204,8,2.499,1.92,8.014,0,0.386,-1.559,-1.559,0,0.83,-0.132,2.242,2.152,2,85.609,-3.196,-3.196,42.67,42.67,0.925,0.908,10.914,10.914,10.914
8.456,-0.119,6.744,8,0.128,4,9,69.593,69.593,0.009,11,2,2,0.042,7.045,14.725,4.916,0,0,0,0.0,0,0.0,0.991,0.943,23764.0,1.066,0.4,9,17,3,1.505,0.221,0.96,5.818,33.846,5.432,0.292,0.013,140.839,43242.9,4.023,0.909,15,3.193,4.615,16.767,10,0.331,1.039,1.039,0,0.67,-0.094,3.085,2.163,2,304.839,2.902,2.902,97.633,97.633,1.137,1.08,24.258,24.258,24.258
7.0,-0.067,6.748,8,0.151,4,10,69.593,69.593,0.011,12,2,2,0.072,7.617,16.084,4.886,0,0,0,0.0,0,0.0,1.028,0.906,31404.0,1.001,0.4,9,18,3,1.515,0.209,0.904,7.854,61.681,5.493,0.281,0.016,159.819,60898.6,4.029,1.055,11,3.408,4.991,19.195,12,0.372,1.104,1.104,0,0.67,-0.03,3.301,2.152,4,350.033,3.176,3.176,115.464,115.464,0.963,0.969,26.783,26.783,26.783
4.67,-0.019,0.0,6,0.219,2,4,0.0,0.0,0.02,4,0,0,-0.156,5.45,11.441,0.0,0,0,0,0.0,0,0.0,0.948,1.144,11608.0,0.869,0.667,4,16,1,1.534,0.227,1.224,5.981,35.771,5.084,0.554,0.018,118.475,23539.4,3.819,-0.241,13,2.972,3.449,14.167,6,0.502,-0.051,-0.051,0,1.0,0.117,2.823,2.085,4,142.72,1.867,1.867,77.451,77.451,1.071,0.961,19.568,19.568,19.568
8.092,-0.12,6.803,8,0.125,4,10,69.593,69.593,0.011,12,2,2,0.055,7.291,15.222,4.908,0,0,0,0.0,0,0.0,1.03,0.924,26123.0,1.03,0.4,9,17,3,1.502,0.21,0.932,7.206,51.922,5.471,0.282,0.015,148.551,48110.4,4.026,0.982,13,3.335,4.851,17.648,11,0.325,1.041,1.041,0,0.67,-0.068,3.175,2.158,2,317.081,2.95,2.95,101.9,101.9,1.071,1.056,24.966,24.966,24.966
8.602,-0.076,6.828,7,0.122,4,10,69.593,69.593,0.009,12,2,2,0.053,7.442,15.727,4.933,0,0,0,0.0,0,0.0,1.008,0.937,28202.0,1.048,0.4,9,17,3,1.498,0.216,0.956,6.525,42.574,5.495,0.275,0.013,150.209,52855.3,4.023,0.99,15,3.243,5.024,17.767,12,0.316,1.092,1.092,0,0.67,-0.07,3.124,2.163,2,334.442,2.902,2.902,104.16,104.16,1.087,1.049,25.836,25.836,25.836
4.748,0.094,0.0,4,0.265,7,9,0.0,0.0,0.019,9,0,0,-0.048,5.0,11.055,0.0,0,0,0,0.0,0,0.0,1.168,1.158,11481.0,1.002,0.25,10,33,3,1.593,0.063,1.164,6.76,45.7,5.693,0.579,0.025,131.232,22723.7,3.826,0.106,35,3.127,5.594,15.167,6,0.619,0.169,0.169,0,0.83,-0.037,3.035,2.135,0,194.123,1.748,1.748,85.577,85.577,1.088,1.062,20.158,20.158,20.158
8.284,-0.115,6.776,8,0.128,4,9,69.593,69.593,0.01,11,2,2,0.051,7.041,14.722,4.899,0,0,0,0.0,0,0.0,1.018,0.925,23596.0,1.036,0.4,9,17,3,1.508,0.216,0.932,6.75,45.556,5.42,0.297,0.016,143.95,42955.7,4.026,0.884,13,3.315,4.601,17.148,10,0.334,1.008,1.008,0,0.67,-0.077,3.128,2.158,2,300.812,2.912,2.912,98.601,98.601,1.057,1.042,24.258,24.258,24.258
5.523,-0.077,0.0,4,0.105,5,5,51.582,51.582,0.008,6,0,0,0.117,3.424,7.183,0.0,0,0,0,0.0,0,0.0,1.009,0.841,2213.0,1.026,0.333,6,8,2,1.476,0.21,0.877,3.238,10.487,4.783,0.953,0.011,68.928,3243.44,3.649,-1.943,6,2.482,2.363,8.2,0,0.305,-1.414,-1.414,0,0.83,-0.094,2.142,2.087,1,43.192,-2.143,-2.143,45.429,45.429,1.119,1.062,11.828,11.828,11.828
7.056,-0.049,0.0,0,0.087,4,9,73.391,73.391,0.008,13,0,0,0.1,7.245,15.146,0.0,0,0,0,0.0,0,0.0,1.002,0.857,24342.0,1.144,0.333,12,18,4,1.491,0.214,0.886,5.981,35.77,5.458,0.273,0.01,141.386,41902.6,3.903,1.093,12,3.195,4.9,16.9,8,0.268,1.108,1.108,0,0.5,-0.169,2.988,2.056,2,296.919,3.067,3.067,92.123,92.123,1.07,1.028,24.811,24.811,24.811
5.55,0.32,2.912,1,0.217,0,1,34.796,34.796,0.015,2,1,1,-0.159,4.817,10.129,4.519,0,0,0,0.0,0,0.0,0.92,1.126,8532.0,0.899,0.25,12,7,4,1.609,0.273,1.152,1.129,1.274,5.001,0.555,0.025,103.642,15474.2,3.771,-0.674,12,2.845,3.04,12.867,4,0.482,-0.422,-0.422,0,1.0,0.056,2.639,2.185,1,329.582,1.402,1.402,72.151,72.151,0.696,0.704,17.74,17.74,17.74
5.27,0.201,6.147,1,0.156,0,1,55.931,55.931,0.015,4,2,1,0.019,5.588,11.697,4.523,0,0,0,0.0,0,0.0,0.916,0.952,11298.0,0.883,0.25,12,7,4,1.564,0.266,0.966,2.086,4.353,5.049,0.469,0.019,113.568,21055.9,3.77,-0.229,12,3.07,3.165,13.767,7,0.391,0.069,0.069,0,1.0,0.07,2.842,2.185,1,380.302,1.579,1.579,79.499,79.499,0.818,0.818,19.621,19.621,19.621
5.491,0.112,2.981,1,0.176,2,4,34.796,34.796,0.016,7,1,1,-0.019,5.544,11.793,4.547,0,0,0,0.0,0,0.0,0.962,0.997,13149.0,0.883,0.4,13,9,4,1.58,0.244,1.005,1.911,3.652,5.249,0.419,0.018,115.937,22679.6,3.793,0.1,16,3.06,3.79,14.367,5,0.424,0.579,0.579,0,1.0,0.093,2.857,2.185,1,392.259,2.277,2.277,80.149,80.149,0.896,0.881,20.413,20.413,20.413
5.457,0.043,2.935,1,0.145,2,2,37.921,37.921,0.01,5,1,1,0.034,5.197,10.911,4.526,0,0,0,0.0,0,0.0,0.9,0.922,9376.0,0.961,0.4,13,6,4,1.591,0.265,0.913,2.91,8.467,4.981,0.495,0.018,103.835,15289.7,3.772,-0.387,10,2.839,2.965,12.867,3,0.376,0.079,0.079,0,1.0,-0.053,2.615,2.185,1,320.07,1.497,1.497,68.511,68.511,0.914,0.887,18.654,18.654,18.654
7.467,-0.051,6.45,6,0.147,4,4,52.807,52.807,0.012,6,2,2,0.035,6.014,12.822,4.86,0,0,0,0.0,0,0.0,0.938,0.939,14852.0,1.118,0.5,7,6,2,1.513,0.255,0.961,4.386,19.237,5.159,0.397,0.013,123.274,27568.7,3.867,0.338,8,3.051,3.56,14.7,7,0.363,0.511,0.511,0,1.0,-0.143,2.988,2.163,3,256.71,2.15,2.15,85.775,85.775,1.034,0.985,21.353,21.353,21.353
8.004,-0.084,6.974,4,0.103,4,7,61.091,61.091,0.007,11,2,2,0.103,5.716,11.823,4.878,0,0,0,0.0,0,0.0,1.022,0.912,10033.0,1.098,0.333,6,12,2,1.527,0.207,0.939,3.609,13.023,5.213,0.459,0.011,106.568,18936.6,3.651,-0.497,13,3.039,3.721,12.6,11,0.275,-0.1,-0.1,0,0.83,-0.086,2.917,2.163,1,217.029,1.239,1.239,84.175,84.175,1.163,1.14,18.64,18.64,18.64
7.91,-0.09,3.5,4,0.1,4,4,67.693,67.693,0.013,6,1,2,0.127,3.688,7.858,4.813,0,0,0,0.0,0,0.0,1.012,0.847,2524.0,1.168,0.333,6,6,2,1.478,0.22,0.867,2.516,6.332,4.802,0.936,0.015,75.181,3967.53,3.65,-1.592,8,2.577,2.454,8.7,3,0.315,-1.2,-1.2,0,1.0,-0.177,2.505,2.162,1,106.138,-1.865,-1.865,48.681,48.681,1.09,1.045,12.698,12.698,12.698
