pXC50,Si,nBT,Sv,Se,nAT,MW,nH,nSK,nBO,Sp,nC,nCsp3,SCBO,nBM,nO,nAB,N.
6.013,71.655,66,41.119,64.01,63,504.59,26,37,40,42.194,27,9,53.0,17,2,12,9.5
6.629,76.612,70,41.393,67.887,67,499.62,31,36,39,42.927,26,11,48.0,15,3,12,7.5
5.699,73.006,66,40.301,65.214,63,523.56,26,37,40,40.523,25,10,49.0,15,2,12,7.9
5.699,78.825,72,44.556,70.29,69,550.64,29,40,43,45.654,29,11,56.0,17,2,12,8.7
7.398,73.244,67,40.04,64.97,64,486.59,29,35,38,41.404,26,10,47.0,15,2,12,6.3
6.65,96.431,91,53.647,85.73,86,607.81,41,45,50,56.756,37,13,63.0,22,5,18,3.5
6.61,100.218,93,54.975,88.607,89,621.85,43,46,50,58.313,37,13,65.0,24,4,18,5.6
7.276,74.327,68,41.535,66.189,65,511.6,28,37,40,42.648,27,10,51.0,16,2,12,7.7
7.11,92.099,86,51.615,82.065,82,594.77,38,44,48,54.239,35,11,63.0,24,5,18,4.9
6.86,99.427,94,55.745,87.959,89,613.86,43,46,51,59.609,40,12,66.5,27,3,23,3.4
7.06,74.327,68,41.535,66.189,65,511.6,28,37,40,42.648,27,10,51.0,16,2,12,7.7
7.387,77.869,71,42.282,69.181,68,516.62,31,37,40,43.62,27,11,49.0,15,3,12,5.9
6.155,75.006,68,42.301,67.214,65,547.58,26,39,42,42.523,27,10,53.0,16,2,12,7.7
7.602,83.493,76,45.523,74.392,73,558.66,33,40,43,46.836,29,12,53.0,16,4,12,5.5
7.071,80.074,73,43.094,70.738,70,514.65,33,37,40,44.927,28,12,49.0,15,2,12,5.7
7.143,78.825,72,44.556,70.29,69,550.64,29,40,43,45.654,29,11,56.0,17,2,12,8.7
7.62,69.829,64,38.513,62.087,61,472.56,27,34,37,39.642,25,9,46.0,15,2,12,6.6
7.585,70.912,65,40.008,63.305,62,497.57,26,36,39,40.887,26,9,50.0,16,2,12,8.1
6.699,75.346,68,42.685,67.727,65,565.57,25,40,43,42.461,27,10,54.0,16,2,12,7.7
5.6,64.148,60,34.035,56.305,57,386.61,30,27,30,37.228,22,12,37.5,13,2,11,3.5
6.5,45.524,42,24.015,39.803,40,272.39,20,20,22,25.569,15,7,27.0,8,1,6,10.0
6.595,114.171,105,61.292,100.687,101,694.96,50,51,55,65.057,40,16,70.0,24,5,18,5.9
6.896,117.294,108,62.609,103.025,104,692.0,53,51,55,67.12,42,18,70.0,24,4,18,4.8
6.105,114.171,105,61.292,100.687,101,694.96,50,51,55,65.057,40,16,70.0,24,5,18,5.9
7.1,48.939,45,25.542,42.687,43,286.42,22,21,23,27.33,16,8,28.0,8,1,6,9.3
7.1,46.651,42,24.235,40.912,41,275.39,21,20,21,25.779,15,7,26.0,8,2,6,7.3
6.57,106.131,98,57.524,93.592,94,650.9,46,48,52,61.08,38,14,67.0,24,4,18,6.4
8.8,37.694,34,19.961,33.036,33,232.32,16,17,18,21.046,12,4,23.0,8,1,6,12.1
7.747,93.095,85,49.658,82.269,82,576.77,40,42,45,52.25,31,13,57.0,18,5,12,7.3
7.9,47.939,43,24.542,41.687,42,274.41,22,20,21,26.33,15,7,26.0,8,1,6,9.5
6.35,110.756,102,59.765,97.803,98,680.93,48,50,54,63.296,39,15,69.0,24,5,18,6.1
6.742,102.716,95,55.997,90.708,91,636.87,44,47,51,59.319,37,13,66.0,24,4,18,6.6
6.921,70.955,65,38.734,63.196,62,475.56,28,34,37,39.853,25,11,45.0,14,3,12,4.8
5.3,45.524,42,24.015,39.803,40,272.39,20,20,22,25.569,15,7,27.0,8,1,6,10.0
6.6,42.109,39,22.488,36.92,37,258.36,18,19,21,23.807,14,6,26.0,8,1,6,10.8
9.23,66.896,63,36.761,59.538,59,437.55,27,32,36,38.222,23,10,45.0,17,4,16,8.5
5.3,46.651,42,24.235,40.912,41,275.39,21,20,21,25.779,15,7,26.0,8,2,6,7.3
6.9,44.524,40,23.015,38.803,39,260.38,20,19,20,24.569,14,6,25.0,8,1,6,10.3
4.413,105.839,96,55.26,93.021,93,633.88,47,46,49,58.54,34,16,61.0,18,5,12,7.5
7.007,107.507,99,59.228,95.356,95,692.9,44,51,55,62.023,38,14,72.0,26,5,18,8.4
5.888,51.567,49,28.74,45.694,46,322.44,22,24,27,30.534,20,8,34.0,13,2,12,4.3
6.863,58.9,57,33.773,52.36,53,371.51,25,28,32,36.052,25,8,41.5,18,2,17,1.9
6.751,66.746,61,35.019,58.869,58,423.53,28,30,33,36.398,22,14,38.0,8,2,6,5.2
7.2,46.651,42,24.235,40.912,41,275.39,21,20,21,25.779,15,7,26.0,8,2,6,7.3
6.656,69.65,66,38.959,62.178,62,467.64,29,33,37,41.381,25,10,48.0,19,4,16,4.8
5.3,51.355,46,26.068,44.571,45,288.44,24,21,22,28.091,16,8,27.0,8,1,6,8.9
5.3,51.066,47,26.762,44.796,45,301.43,23,22,24,28.54,17,9,29.0,8,2,6,6.7
6.7,41.109,37,21.488,35.92,36,246.35,18,18,19,22.807,13,5,24.0,8,1,6,11.1
6.05,65.943,62,37.444,59.225,59,433.54,27,32,35,39.176,26,7,45.0,19,5,18,1.7
7.6,46.651,42,24.235,40.912,41,275.39,21,20,21,25.779,15,7,26.0,8,2,6,7.3
6.827,68.152,65,38.937,61.076,61,464.63,28,33,37,41.375,26,9,48.5,20,4,17,3.3
6.46,111.673,103,60.271,98.585,99,679.94,49,50,54,64.052,40,16,69.0,24,5,18,5.1
