pXC50,Me,nH,AMW,nN,nDB,N.,nHet,nC,H.,C.,nCsp2,nCsp3,nHM,nS,Si,Sv,nAT,RBN,Sp,RBF,Mi,nBO,SCBO,nSK,Mv,X.,nAB,nBT,MW,Se
4.301,1.024,25,8.133,3,4,5.3,11,21,43.9,36.8,14,7,1,1,64.448,36.05,57,9,37.222,0.155,1.131,33,42.5,32,0.632,0.0,11,58,463.56,58.393
5.0,0.994,31,6.963,7,0,10.9,8,25,48.4,39.1,15,10,0,0,72.68,39.186,64,7,41.631,0.103,1.136,37,46.0,33,0.612,0.0,18,68,445.63,63.643
7.398,0.992,40,6.965,7,0,8.9,9,30,50.6,38.0,15,15,1,0,89.7,47.648,79,11,51.296,0.133,1.135,43,52.0,39,0.603,1.3,18,83,550.22,78.385
7.26,0.999,30,7.43,7,0,11.1,9,24,47.6,38.1,15,9,1,0,71.624,39.014,63,10,41.489,0.152,1.137,36,45.0,33,0.619,1.6,18,66,468.06,62.967
6.086,0.989,39,6.302,7,0,9.7,8,25,54.2,34.7,9,16,0,0,82.341,41.293,72,10,44.677,0.133,1.144,36,42.0,33,0.574,0.0,12,75,453.71,71.178
4.301,1.006,25,7.049,5,4,9.8,8,18,49.0,35.3,8,10,0,0,58.272,30.519,51,5,32.006,0.094,1.143,28,34.5,26,0.598,0.0,5,53,359.48,51.327
4.858,1.014,9,9.358,3,1,11.5,5,12,34.6,46.2,9,2,1,1,28.87,18.547,26,3,19.404,0.111,1.11,18,26.5,17,0.713,0.0,11,27,243.31,26.36
4.031,1.011,16,9.241,1,4,2.9,5,13,47.1,38.2,6,7,1,0,38.29,21.405,34,1,22.813,0.029,1.126,19,23.0,18,0.63,2.9,0,35,314.2,34.382
4.608,1.009,20,7.928,2,1,4.1,6,23,40.8,46.9,20,3,0,0,54.571,32.643,49,5,33.682,0.096,1.114,32,44.0,29,0.666,0.0,22,52,388.45,49.465
4.576,1.037,12,9.779,2,2,6.5,7,12,38.7,38.7,8,4,2,0,35.004,21.003,31,5,21.659,0.156,1.129,20,25.0,19,0.678,6.5,6,32,303.16,32.135
4.301,1.02,16,8.432,4,2,10.5,8,14,42.1,36.8,10,4,1,1,43.033,24.578,38,6,25.602,0.154,1.132,23,30.5,22,0.647,0.0,11,39,320.41,38.767
5.382,1.024,10,9.699,6,0,18.8,8,14,31.3,43.8,13,1,1,1,35.95,23.084,32,3,23.659,0.086,1.123,25,35.5,22,0.721,0.0,21,35,310.37,32.782
4.513,1.024,16,8.39,2,4,4.8,7,19,38.1,45.2,15,4,0,0,46.95,28.304,42,4,28.614,0.089,1.118,29,38.5,26,0.674,0.0,11,45,352.37,43.025
4.301,1.02,16,9.314,4,5,9.3,9,18,37.2,41.9,14,4,2,2,47.953,29.765,43,6,31.25,0.13,1.115,30,40.0,27,0.692,0.0,10,46,400.52,43.844
4.301,1.028,13,9.482,5,1,12.8,8,18,33.3,46.2,17,1,1,0,44.061,27.667,39,3,28.085,0.071,1.13,29,40.5,26,0.709,5.1,21,42,369.81,40.091
4.881,1.015,10,9.412,4,0,13.3,6,14,33.3,46.7,13,1,1,1,33.368,21.568,30,3,22.409,0.091,1.112,23,33.0,20,0.719,0.0,20,33,282.35,30.462
4.301,1.017,17,8.422,3,2,6.5,7,22,37.0,47.8,19,3,0,0,51.239,31.611,46,4,32.165,0.08,1.114,33,44.0,29,0.687,0.0,18,50,387.42,46.8
4.301,1.002,25,7.727,4,1,7.3,7,23,45.5,41.8,15,8,1,0,61.923,35.137,55,6,37.165,0.103,1.126,33,42.5,30,0.639,1.8,17,58,424.97,55.105
4.028,0.992,19,6.631,1,0,2.7,3,15,51.4,40.5,10,5,0,0,41.654,22.192,37,5,23.767,0.132,1.126,19,24.5,18,0.6,0.0,11,38,245.35,36.709
4.017,1.016,19,8.457,3,6,6.4,8,20,40.4,42.6,14,6,1,1,52.574,31.325,47,2,32.574,0.04,1.119,31,40.0,28,0.666,0.0,6,50,397.49,47.76
4.939,1.029,15,10.292,5,2,11.9,9,18,35.7,42.9,14,4,1,0,47.583,29.106,42,2,29.796,0.044,1.133,30,40.0,27,0.693,4.8,16,45,432.28,43.207
5.387,1.043,14,9.562,3,1,6.4,9,24,29.8,51.1,23,1,0,0,53.049,34.046,47,4,33.523,0.078,1.129,37,51.5,33,0.724,6.4,27,51,449.41,49.011
5.069,1.04,12,9.344,2,4,6.1,8,13,36.4,39.4,10,3,1,1,37.04,22.438,33,5,22.739,0.147,1.122,22,29.0,21,0.68,0.0,6,34,308.34,34.335
5.896,1.002,23,7.402,3,2,5.9,6,22,45.1,43.1,16,6,0,0,57.275,32.477,51,5,33.995,0.093,1.123,31,41.0,28,0.637,0.0,16,54,377.48,51.123
7.824,0.996,34,7.19,7,0,10.1,9,26,49.3,37.7,15,11,1,0,78.454,42.067,69,10,45.012,0.139,1.137,38,47.0,35,0.61,1.4,18,72,496.12,68.734
6.939,0.996,37,7.349,8,0,10.3,10,31,47.4,39.7,20,11,1,0,88.368,48.615,78,12,51.779,0.146,1.133,45,57.0,41,0.623,1.3,24,82,573.21,77.719
4.301,1.035,12,9.009,6,3,16.7,9,15,33.3,41.7,15,0,0,0,40.864,24.853,36,4,24.682,0.105,1.135,26,37.5,24,0.69,0.0,17,38,324.33,37.244
5.745,0.993,33,6.861,7,0,10.4,8,26,49.3,38.8,15,11,0,0,76.095,40.713,67,9,43.393,0.127,1.136,38,47.0,34,0.608,0.0,18,71,459.66,66.527
7.523,1.003,33,7.126,7,0,10.1,10,26,47.8,37.7,15,11,0,0,78.514,42.143,69,10,44.302,0.137,1.138,40,49.0,36,0.611,0.0,18,73,491.66,69.181
4.85,1.055,11,8.49,3,3,11.1,8,8,40.7,29.6,3,5,0,0,31.203,16.745,27,0,16.335,0.0,1.156,17,20.0,16,0.62,0.0,0,28,229.22,28.476
4.301,1.009,19,7.112,1,1,2.6,5,15,48.7,38.5,7,8,0,0,44.073,23.622,39,3,24.676,0.073,1.13,22,26.0,20,0.606,0.0,6,41,277.35,39.363
4.301,1.025,16,9.01,4,4,9.1,9,19,36.4,43.2,13,5,1,1,49.242,30.293,44,4,31.057,0.085,1.119,31,42.0,28,0.688,0.0,10,47,396.46,45.094
4.301,0.998,27,6.315,1,4,2.0,5,17,55.1,34.7,5,12,0,0,55.734,27.729,49,8,29.722,0.163,1.137,22,26.0,22,0.566,0.0,0,49,309.45,48.898
4.568,0.997,17,7.986,3,1,7.7,5,17,43.6,43.6,14,3,1,1,43.531,25.654,39,4,27.449,0.098,1.116,24,33.0,22,0.658,0.0,16,41,311.44,38.894
4.671,1.004,14,8.065,2,3,5.6,4,18,38.9,50.0,13,5,0,0,39.907,24.633,36,1,25.489,0.025,1.109,26,34.5,22,0.684,0.0,11,40,290.34,36.16
4.301,1.017,20,8.419,6,2,12.2,10,19,40.8,38.8,13,6,1,1,55.444,32.148,49,6,33.375,0.115,1.132,32,42.0,29,0.656,0.0,16,52,412.52,49.854
4.301,1.003,32,6.877,2,2,3.3,8,20,53.3,33.3,6,14,1,1,68.192,34.706,60,8,37.353,0.129,1.137,30,35.0,28,0.578,0.0,6,62,412.61,60.171
4.0,1.014,14,8.176,0,1,0.0,4,18,38.9,50.0,17,1,0,0,39.744,24.547,36,4,25.148,0.105,1.104,24,33.5,22,0.682,0.0,17,38,294.32,36.494
4.783,1.029,17,9.262,3,3,6.8,10,17,38.6,38.6,11,5,2,2,49.288,29.7,44,10,30.915,0.222,1.12,28,38.0,27,0.675,0.0,10,45,407.51,45.28
4.716,1.003,26,7.695,2,3,3.5,7,24,45.6,42.1,17,7,1,1,63.737,36.411,57,6,38.614,0.1,1.118,34,45.5,31,0.639,0.0,17,60,438.59,57.192
4.301,1.004,13,8.245,1,1,3.3,4,13,43.3,43.3,7,6,1,1,33.328,19.799,30,0,21.131,0.0,1.111,20,24.0,17,0.66,0.0,6,33,247.34,30.134
5.054,1.018,19,8.127,5,3,11.6,9,15,44.2,34.9,9,6,1,1,48.946,27.126,43,4,28.37,0.089,1.138,26,34.5,24,0.631,0.0,11,45,349.46,43.753
6.066,1.048,6,9.431,5,0,26.3,6,7,31.6,36.8,7,0,0,0,22.246,13.017,19,1,12.727,0.05,1.171,14,19.5,13,0.685,5.3,11,20,179.18,19.905
5.704,1.017,16,8.92,4,1,9.1,8,20,36.4,45.5,18,2,1,1,49.033,30.578,44,6,31.602,0.128,1.114,31,43.0,28,0.695,0.0,22,47,392.47,44.767
4.458,1.027,15,9.371,3,2,7.7,9,15,38.5,38.5,9,5,2,2,43.664,26.458,39,8,27.699,0.2,1.12,25,34.0,24,0.678,0.0,10,40,365.47,40.069
4.301,1.011,17,7.888,5,1,12.2,7,17,41.5,41.5,14,3,0,0,46.402,26.697,41,5,27.506,0.116,1.132,26,35.5,24,0.651,0.0,17,43,323.39,41.465
4.975,1.004,24,7.406,4,1,7.5,7,22,45.3,41.5,15,7,0,0,59.773,33.498,53,5,35.0,0.089,1.128,32,41.5,29,0.632,0.0,17,56,392.5,53.225
5.007,1.013,16,9.012,2,2,5.0,7,17,40.0,42.5,13,4,2,2,44.371,27.249,40,7,29.0,0.167,1.109,26,35.5,24,0.681,0.0,15,42,360.49,40.524
4.861,1.041,14,9.236,2,4,4.5,9,21,31.8,47.7,20,1,0,0,48.954,31.207,44,5,30.761,0.106,1.113,33,45.5,30,0.709,0.0,17,47,406.37,45.796
4.638,1.028,11,10.73,4,1,13.8,7,11,37.9,37.9,7,4,1,0,32.914,19.648,29,1,20.33,0.032,1.135,20,26.0,18,0.678,3.4,10,31,311.16,29.825
4.114,1.007,20,8.285,2,3,4.5,7,17,45.5,38.6,11,6,2,2,49.202,28.303,44,5,30.523,0.109,1.118,26,34.5,24,0.643,0.0,11,46,364.53,44.291
7.391,1.011,20,7.464,2,3,4.5,6,18,45.5,40.9,10,8,0,0,49.571,27.643,44,2,28.682,0.043,1.127,27,33.0,24,0.628,0.0,6,47,328.4,44.465
5.393,1.007,29,7.359,7,2,11.1,10,24,46.0,38.1,15,9,0,0,71.684,39.089,63,7,40.779,0.106,1.138,37,47.5,34,0.62,0.0,17,66,463.6,63.414
5.163,1.014,13,8.708,1,2,3.0,5,15,39.4,45.5,12,3,1,1,36.538,22.514,33,3,23.585,0.086,1.107,22,29.5,20,0.682,0.0,11,35,287.36,33.462
4.301,1.004,13,10.584,2,1,6.1,5,15,39.4,45.5,11,4,2,1,36.459,23.131,33,1,25.034,0.028,1.105,23,29.5,20,0.701,3.0,11,36,349.27,33.138
4.301,1.023,13,9.05,2,1,5.7,6,16,37.1,45.7,14,2,1,0,39.06,24.176,35,4,24.801,0.108,1.116,24,33.0,22,0.691,2.9,16,37,316.76,35.811
4.301,0.98,30,6.26,2,0,3.6,3,23,53.6,41.1,12,11,0,0,63.019,33.133,56,3,36.126,0.051,1.125,29,35.0,26,0.592,0.0,12,59,350.55,54.901
4.864,1.015,14,8.734,6,2,16.7,8,14,38.9,38.9,10,3,1,1,40.78,24.138,36,5,25.182,0.135,1.133,23,32.5,22,0.67,0.0,11,37,314.41,36.549
4.301,1.011,19,7.84,1,2,2.4,6,16,46.3,39.0,10,6,1,1,45.993,25.809,41,8,27.324,0.19,1.122,23,30.0,22,0.629,0.0,10,42,321.43,41.44
4.301,0.989,16,5.787,2,1,7.4,3,8,59.3,29.6,1,7,0,0,31.112,14.445,27,2,15.796,0.074,1.152,11,12.0,11,0.535,0.0,0,27,156.26,26.716
4.301,0.995,19,7.679,2,1,4.9,4,18,46.3,43.9,13,5,1,0,45.887,26.326,41,4,28.176,0.093,1.119,24,31.0,22,0.642,2.4,12,43,314.84,40.807
6.972,1.004,20,7.922,6,1,13.3,8,17,44.4,37.8,10,7,1,1,51.026,28.718,45,3,30.466,0.063,1.134,28,36.5,25,0.638,0.0,15,48,356.5,45.2
5.203,1.024,13,8.73,3,1,9.4,7,12,40.6,37.5,9,3,1,1,36.119,21.03,32,5,21.835,0.152,1.129,20,26.5,19,0.657,0.0,11,33,279.35,32.782
7.638,0.993,22,7.218,4,0,8.3,5,21,45.8,43.8,16,5,0,0,53.939,30.542,48,4,32.33,0.078,1.124,29,38.0,26,0.636,0.0,18,51,346.47,47.687
4.301,1.019,15,8.382,3,1,8.6,7,13,42.9,37.1,9,4,1,1,39.534,22.557,35,6,23.597,0.167,1.13,21,27.5,20,0.644,0.0,11,36,293.38,35.665
4.97,1.021,12,8.009,2,1,6.9,5,12,41.4,41.4,11,1,0,0,32.701,18.821,29,3,19.182,0.1,1.128,18,24.5,17,0.649,0.0,11,30,232.26,29.604
4.301,1.028,15,7.676,5,2,15.2,8,10,45.5,30.3,5,5,0,0,38.196,19.885,33,5,20.199,0.147,1.157,19,23.5,18,0.603,0.0,5,34,253.3,33.909
7.3,1.033,11,9.875,3,3,8.1,8,18,29.7,48.6,16,2,1,1,40.913,27.218,37,2,27.528,0.049,1.106,30,41.0,26,0.736,0.0,16,41,365.39,38.225
4.301,0.984,29,6.179,1,2,1.9,3,21,54.7,39.6,3,17,0,0,59.73,30.826,53,1,33.574,0.018,1.127,27,31.0,24,0.582,0.0,0,56,327.51,52.127
5.716,1.01,25,7.835,1,4,2.0,8,18,49.0,35.3,6,12,2,2,57.368,31.291,51,7,33.71,0.132,1.125,28,34.5,26,0.614,0.0,5,53,399.58,51.494
4.674,1.018,11,9.205,3,1,9.7,6,14,35.5,45.2,13,1,1,1,34.495,21.788,31,3,22.619,0.091,1.113,22,31.0,20,0.703,0.0,16,33,285.35,31.571
4.388,1.011,17,8.079,3,1,7.0,6,20,39.5,46.5,18,2,0,0,48.03,28.896,43,4,29.71,0.087,1.117,29,40.5,26,0.672,0.0,21,46,347.4,43.473
4.301,0.993,22,6.898,2,1,4.4,4,19,48.9,42.2,13,6,0,0,50.567,27.74,45,5,29.534,0.106,1.124,25,32.0,23,0.616,0.0,12,47,310.43,44.694
4.301,1.007,14,8.314,2,1,6.1,5,14,42.4,42.4,10,4,1,1,36.827,21.82,33,3,23.137,0.086,1.116,21,27.5,19,0.661,0.0,11,35,274.37,33.236
5.282,1.033,12,9.043,0,3,0.0,6,13,38.7,41.9,11,2,1,1,34.458,20.922,31,4,21.489,0.125,1.112,20,28.5,19,0.675,0.0,11,32,280.32,32.015
5.698,1.014,18,8.649,4,1,8.5,8,21,38.3,44.7,18,3,1,1,52.448,32.105,47,6,33.364,0.12,1.116,32,44.0,29,0.683,0.0,22,50,406.5,47.651
4.301,1.01,19,7.939,1,2,2.4,6,17,45.2,40.5,10,7,1,1,46.993,26.809,42,6,28.324,0.136,1.119,25,32.0,23,0.638,0.0,10,44,333.44,42.44
5.806,0.991,24,6.76,2,1,4.2,4,20,50.0,41.7,13,7,0,0,53.983,29.267,48,5,31.296,0.1,1.125,26,33.0,24,0.61,0.0,12,50,324.46,47.578
4.646,1.0,18,7.861,6,0,15.0,7,15,45.0,37.5,6,9,1,1,45.401,25.476,40,2,27.25,0.045,1.135,26,33.0,22,0.637,0.0,14,44,314.46,39.989
4.301,1.024,14,9.662,4,5,10.0,9,17,35.0,42.5,14,3,2,2,44.537,28.238,40,5,29.489,0.116,1.113,29,39.0,26,0.706,0.0,10,43,386.49,40.96
7.638,1.041,9,11.651,4,1,12.9,8,14,29.0,45.2,13,1,1,0,34.709,22.836,31,2,23.023,0.059,1.12,25,34.0,22,0.737,3.2,16,34,361.17,32.269
5.387,0.995,17,6.478,1,0,3.1,3,12,53.1,37.5,6,6,0,0,36.239,18.665,32,4,20.006,0.121,1.132,16,19.0,15,0.583,0.0,6,33,207.3,31.825
5.364,1.019,14,9.13,2,2,5.9,7,13,41.2,38.2,9,4,2,2,37.956,22.722,34,7,24.239,0.2,1.116,21,28.0,20,0.668,0.0,10,35,310.43,34.64
5.398,1.009,16,8.009,2,3,5.0,5,19,40.0,47.5,14,4,0,0,44.531,26.875,40,2,27.705,0.047,1.113,27,37.0,24,0.672,0.0,10,43,320.37,40.371
4.586,1.016,16,8.295,4,3,9.5,7,19,38.1,45.2,17,2,0,0,47.113,28.391,42,4,28.955,0.089,1.122,29,40.0,26,0.676,0.0,16,45,348.39,42.691
5.298,1.006,18,7.676,2,0,4.8,5,19,42.9,45.2,16,3,0,0,46.946,27.402,42,3,28.466,0.067,1.118,27,35.5,24,0.652,0.0,17,45,322.39,42.254
5.171,1.012,16,8.227,0,2,0.0,5,16,43.2,43.2,12,4,1,1,41.079,24.261,37,7,25.557,0.184,1.11,22,29.5,21,0.656,0.0,11,38,304.39,37.454
4.301,0.984,16,7.541,2,0,5.9,3,15,47.1,44.1,11,4,1,1,37.823,21.918,34,3,23.989,0.083,1.112,20,27.5,18,0.645,0.0,15,36,256.4,33.465
4.301,1.014,18,8.719,4,2,8.3,8,22,37.5,45.8,20,2,1,1,53.448,33.105,48,4,34.364,0.077,1.113,34,49.0,30,0.69,0.0,26,52,418.51,48.651
4.82,1.037,17,10.008,3,5,6.4,11,19,36.2,40.4,12,7,3,1,52.672,32.695,47,4,33.744,0.08,1.121,33,41.0,30,0.696,4.3,6,50,470.36,48.735
5.836,1.009,12,8.259,0,1,0.0,3,17,37.5,53.1,17,0,0,0,35.119,22.305,32,3,22.932,0.088,1.097,22,31.5,20,0.697,0.0,17,34,264.29,32.284
4.301,1.027,10,10.419,5,0,15.2,8,15,30.3,45.5,15,0,2,1,36.811,24.417,33,3,25.273,0.083,1.115,26,36.5,23,0.74,3.0,21,36,343.82,33.887
4.301,1.007,13,9.013,1,4,3.2,5,13,41.9,41.9,10,3,2,2,34.248,20.986,31,5,22.779,0.156,1.105,19,25.5,18,0.677,0.0,5,32,279.41,31.211
4.481,1.025,23,8.51,4,3,7.1,10,23,41.1,41.1,15,8,1,1,63.918,36.647,56,5,37.767,0.085,1.141,36,45.0,33,0.654,5.4,12,59,476.57,57.396
4.301,0.997,20,7.426,4,1,9.8,6,15,48.8,36.6,5,9,1,1,46.444,25.202,41,3,27.216,0.07,1.133,23,28.5,21,0.615,0.0,5,43,304.46,40.88
4.645,1.011,11,9.565,1,5,3.4,5,13,37.9,44.8,12,1,2,2,31.833,20.459,29,5,22.017,0.167,1.098,19,26.5,18,0.705,0.0,5,30,277.39,29.327
4.301,1.021,12,11.07,3,1,9.4,7,13,37.5,40.6,9,4,2,1,35.751,22.34,32,3,23.733,0.088,1.117,22,28.5,20,0.698,3.1,11,34,354.25,32.684
4.301,1.013,21,8.305,3,3,5.9,8,22,41.2,43.1,15,7,1,1,56.989,33.852,51,4,35.335,0.073,1.117,34,43.0,30,0.664,0.0,12,55,423.53,51.643
4.301,1.011,17,8.079,3,0,7.0,6,20,39.5,46.5,17,3,0,0,48.03,28.896,43,5,29.71,0.109,1.117,29,40.0,26,0.672,0.0,22,46,347.4,43.473
4.301,1.021,12,9.011,2,2,6.3,6,14,37.5,43.8,13,1,1,1,35.621,22.008,32,3,22.83,0.088,1.113,22,32.0,20,0.688,0.0,16,34,288.35,32.68
5.257,1.022,13,8.103,1,2,3.1,5,14,40.6,43.8,12,2,0,0,35.827,21.041,32,6,21.392,0.182,1.12,20,27.5,19,0.658,0.0,11,33,259.28,32.713
5.269,1.03,8,11.791,1,0,3.6,5,15,28.6,53.6,15,0,1,0,30.629,21.298,28,0,21.767,0.0,1.094,23,33.0,20,0.761,3.6,20,31,330.14,28.847
7.429,0.988,25,6.907,3,1,6.3,5,18,52.1,37.5,5,12,1,1,54.192,28.761,48,3,31.495,0.06,1.129,25,30.5,23,0.599,0.0,5,50,331.53,47.429
4.934,1.011,16,8.596,2,4,4.9,6,19,39.0,46.3,15,4,1,1,45.451,28.062,41,4,29.352,0.091,1.109,28,37.5,25,0.684,0.0,11,44,352.44,41.447
4.301,1.016,9,12.617,2,1,7.1,6,13,32.1,46.4,12,1,3,2,30.548,21.264,28,2,23.159,0.067,1.091,21,29.5,19,0.759,3.6,15,30,353.28,28.447
4.301,1.057,9,10.183,5,2,17.2,10,10,31.0,34.5,9,1,1,1,33.08,20.207,29,5,20.017,0.167,1.141,21,28.5,20,0.697,0.0,11,30,295.31,30.662
5.441,1.005,14,7.952,0,1,0.0,3,18,40.0,51.4,17,1,0,0,38.535,23.832,35,3,24.693,0.081,1.101,23,32.5,21,0.681,0.0,17,37,278.32,35.167
4.825,0.995,22,7.238,4,1,9.1,6,16,50.0,36.4,5,10,1,1,49.859,26.729,44,3,28.978,0.065,1.133,24,29.5,22,0.607,0.0,5,46,318.49,43.763
4.301,1.011,12,8.981,2,3,6.1,5,16,36.4,48.5,15,1,1,1,36.411,23.294,33,2,24.375,0.057,1.103,23,32.0,21,0.706,0.0,12,35,296.37,33.353
4.301,1.032,11,8.047,3,2,11.5,6,9,42.3,34.6,8,1,0,0,29.784,16.316,26,2,16.426,0.077,1.146,15,20.0,15,0.628,0.0,6,26,209.23,26.822
4.352,0.995,22,7.636,4,1,8.3,6,20,45.8,41.7,11,8,1,1,53.859,30.729,48,4,32.978,0.078,1.122,29,37.5,26,0.64,0.0,11,51,366.53,47.763
4.301,1.008,25,7.53,5,3,9.6,9,18,48.1,34.6,9,9,1,1,59.192,31.707,52,4,33.654,0.074,1.138,29,37.5,27,0.61,0.0,11,54,391.55,52.403
4.301,1.018,16,7.904,2,3,5.3,6,16,42.1,42.1,12,4,0,0,42.741,24.59,38,5,25.159,0.128,1.125,23,32.0,22,0.647,0.0,12,39,300.34,38.698
4.301,1.005,24,6.705,6,0,13.0,8,14,52.2,30.4,3,11,0,0,53.145,26.299,46,5,27.796,0.104,1.155,24,27.0,22,0.572,0.0,6,48,308.44,46.218
4.301,1.017,11,9.375,3,2,9.1,6,16,33.3,48.5,15,1,1,1,36.495,23.788,33,2,24.619,0.056,1.106,25,35.0,22,0.721,0.0,16,36,309.37,33.571
5.495,0.998,15,7.009,1,2,3.2,3,13,48.4,41.9,9,4,0,0,34.824,19.139,31,2,20.245,0.063,1.123,17,22.0,16,0.617,0.0,6,32,217.29,30.942
4.301,0.995,17,7.585,5,1,12.5,5,18,42.5,45.0,16,2,0,0,44.983,26.268,40,5,27.597,0.119,1.125,25,35.0,23,0.657,0.0,18,42,303.4,39.811
4.465,1.033,10,11.622,3,2,9.4,9,13,31.3,40.6,12,1,4,3,35.279,23.99,32,5,25.773,0.147,1.102,24,34.0,22,0.75,3.1,16,34,371.92,33.047
4.301,1.043,15,9.728,2,3,4.9,10,16,36.6,39.0,13,3,2,1,46.023,28.034,41,6,28.574,0.14,1.123,28,37.0,26,0.684,2.4,12,43,398.85,42.753
4.301,1.022,24,7.712,2,4,3.7,9,21,44.4,38.9,11,10,0,0,61.03,33.841,54,8,34.568,0.14,1.13,33,40.0,30,0.627,0.0,6,57,416.47,55.214
5.187,1.039,10,11.105,2,2,6.1,9,14,30.3,42.4,12,2,3,3,36.255,24.571,33,8,25.818,0.229,1.099,25,34.5,23,0.745,0.0,15,35,366.47,34.276
5.441,1.017,14,8.435,2,3,6.1,6,13,42.4,39.4,7,6,1,1,37.036,21.535,33,4,22.591,0.114,1.122,21,26.5,19,0.653,0.0,5,35,278.36,33.564
5.806,1.021,12,9.011,0,1,0.0,5,15,37.5,46.9,11,4,1,1,35.249,22.207,32,3,23.034,0.086,1.102,23,29.5,20,0.694,0.0,11,35,288.34,32.687
4.92,1.005,18,8.218,4,1,8.3,6,24,37.5,50.0,20,3,0,0,53.318,33.203,48,2,34.262,0.038,1.111,34,48.0,30,0.692,0.0,22,52,394.46,48.247
5.146,1.013,17,7.441,1,3,2.7,5,15,45.9,40.5,8,7,0,0,41.658,23.095,37,6,23.915,0.154,1.126,22,27.5,20,0.624,0.0,5,39,275.33,37.48
4.301,1.027,11,11.493,4,3,12.1,8,14,33.3,42.4,12,2,2,1,36.834,23.835,33,3,24.977,0.086,1.116,24,32.5,22,0.722,3.0,11,35,379.26,33.902
5.032,1.025,14,7.821,2,3,6.3,6,12,43.8,37.5,8,4,0,0,36.325,20.063,32,4,20.398,0.121,1.135,19,24.5,18,0.627,0.0,5,33,250.28,32.814
4.769,1.026,7,10.73,3,1,14.3,6,8,33.3,38.1,7,1,2,2,23.375,15.207,21,3,16.29,0.136,1.113,15,21.0,14,0.724,0.0,10,22,225.32,21.553
4.301,1.024,13,7.842,1,2,3.3,5,12,43.3,40.0,8,4,0,0,33.827,19.041,30,3,19.392,0.097,1.128,18,23.0,17,0.635,0.0,6,31,235.26,30.713
4.77,1.031,15,9.069,1,2,2.9,8,12,42.9,34.3,8,4,2,2,39.292,22.657,35,8,23.903,0.222,1.123,21,28.0,20,0.647,0.0,10,36,317.42,36.076
4.301,1.007,14,8.076,4,2,12.9,6,11,45.2,35.5,6,5,1,1,35.199,19.622,31,2,20.932,0.061,1.135,19,23.5,17,0.633,0.0,5,33,250.36,31.229
5.496,1.033,12,9.831,2,3,6.1,8,13,36.4,39.4,11,2,2,2,36.75,22.91,33,7,23.932,0.206,1.114,22,30.0,21,0.694,0.0,10,34,324.41,34.084
4.301,1.014,16,8.769,2,2,5.4,7,14,43.2,37.8,10,4,2,2,41.371,24.249,37,4,26.0,0.103,1.118,23,30.5,21,0.655,0.0,11,39,324.46,37.524
4.301,1.015,19,7.759,5,2,11.4,8,17,43.2,38.6,11,6,0,0,50.026,27.939,44,5,28.722,0.109,1.137,27,36.5,25,0.635,0.0,15,46,341.41,44.676
4.97,1.018,10,9.012,2,0,7.7,5,11,38.5,42.3,9,2,1,1,28.996,17.767,26,1,18.614,0.036,1.115,18,23.5,16,0.683,0.0,11,28,234.3,26.469
5.42,1.059,10,9.082,1,1,3.7,6,11,37.0,40.7,7,4,0,0,31.427,17.762,27,0,17.296,0.0,1.164,18,22.0,17,0.658,11.1,6,28,245.22,28.596
6.366,1.071,10,10.046,1,2,3.6,8,10,35.7,35.7,6,4,1,1,32.557,18.664,28,1,18.398,0.034,1.163,19,24.0,18,0.667,10.7,6,29,281.28,30.0
7.495,0.983,55,6.042,1,1,1.1,6,34,57.9,35.8,7,27,1,1,107.466,53.291,95,15,59.029,0.153,1.131,43,47.0,40,0.561,0.0,6,98,573.97,93.345
7.201,0.994,27,8.491,0,0,0.0,5,24,48.2,42.9,12,12,2,1,62.203,35.732,56,2,39.023,0.033,1.111,33,39.0,29,0.638,1.8,12,60,475.48,55.658
8.046,0.979,55,5.936,1,1,1.1,5,34,58.5,36.2,7,27,1,1,106.257,52.576,94,15,58.575,0.155,1.13,42,46.0,39,0.559,0.0,6,97,557.97,92.017
7.229,0.988,35,6.923,1,2,1.4,5,29,50.7,42.0,15,14,1,1,77.105,42.308,69,4,45.961,0.055,1.117,38,46.0,34,0.613,0.0,12,73,477.72,68.181
6.573,0.972,56,5.401,0,0,0.0,2,34,60.9,37.0,6,28,0,0,104.044,50.18,92,12,56.228,0.126,1.131,39,42.0,36,0.545,0.0,6,95,496.9,89.395
7.678,0.994,30,7.268,0,2,0.0,5,27,48.4,43.5,15,12,1,1,68.986,38.948,62,4,41.887,0.061,1.113,36,44.0,32,0.628,0.0,12,66,450.64,61.64
7.432,0.983,53,6.15,1,2,1.1,6,34,57.0,36.6,8,26,1,1,105.051,52.764,93,15,58.268,0.156,1.13,43,48.0,40,0.567,0.0,6,96,571.95,91.461
4.824,1.061,11,10.51,2,3,5.0,10,19,27.5,47.5,16,2,1,1,45.265,29.4,40,4,28.858,0.095,1.132,31,42.0,29,0.735,7.5,12,42,420.39,42.429
5.45,1.019,11,9.335,0,1,0.0,4,17,34.4,53.1,17,0,1,0,35.063,23.133,32,3,23.79,0.088,1.096,23,32.5,21,0.723,3.1,17,34,298.73,32.607
6.345,0.984,36,6.524,2,0,2.9,4,30,51.4,42.9,18,12,0,0,78.474,42.428,70,6,45.864,0.081,1.121,38,47.0,34,0.606,0.0,18,74,456.68,68.879
