pXC50,SpMin3_Bh.v.,SpMin3_Bh.p.,SpMin8_Bh.p.,Sp,IDDE,SpMin3_Bh.m.,TIC2,LLS_02,SpMin6_Bh.p.,SpMax2_Bh.v.,SpMin4_Bh.m.,S2K,Eta_epsi,Eig08_AEA.bo.,TIC4,Eig12_AEA.ri.,Eig08_AEA.ri.,SM05_EA.bo.,Eig08_EA.ri.,P_VSA_LogP_3,SpMaxA_AEA.dm.,IC4,Eta_C,Eig06_AEA.ri.,ATS6e,NaasN,DLS_cons,NdO,ATS2i,Uindex,ATS7i,SpMin4_Bh.s.,SpMax5_Bh.e.,TIE,ATSC2i,ATSC6m,ATS3e,SpMax7_Bh.s.,N.073,P_VSA_i_3,GGI9,SpMax4_Bh.i.,CIC0,ATSC8v,SM07_EA.bo.,DLS_07,ZM2MulPer,ATSC1m,TPSA.NO.,P_VSA_MR_1,ATS4e,SpMin5_Bh.e.,SM10_EA.bo.,SpMax8_Bh.p.,nHAcc,ATSC1v,SpMax7_Bh.m.,Rperim,SpMax7_Bh.p.,SpMax5_Bh.i.,ATS5i,nH,nR06,ATS4i,ATSC3m,Eig07_EA.bo.,SpMax8_Bh.i.,Eig02_AEA.bo.
6.615,1.993,1.992,1.697,66.495,5.388,1.989,511.153,0.5,1.9,3.947,1.981,19.509,59.1,3.517,590.121,2.608,3.359,8.569,2.283,147.951,0.082,5.901,55.981,3.464,5.635,0,0.52,5,5.415,99.698,5.857,1.17,3.798,165.711,2.337,72.013,5.496,4.747,0,671.904,0.737,3.888,5.005,29.757,11.524,0.0,808.796,24.298,146.03,482.615,5.636,1.727,16.033,3.308,11,12.46,3.615,30,3.519,3.834,5.861,47,5,5.862,62.216,2.999,3.563,4.417
4.358,1.993,1.992,1.697,66.495,5.388,1.989,511.153,0.5,1.9,3.947,1.981,19.509,59.1,3.517,590.121,2.608,3.359,8.569,2.283,147.951,0.082,5.901,55.981,3.464,5.635,0,0.52,5,5.415,99.698,5.857,1.17,3.798,165.711,2.337,72.013,5.496,4.747,0,671.904,0.737,3.888,5.005,29.757,11.524,0.0,808.796,24.298,146.03,482.615,5.636,1.727,16.033,3.308,11,12.46,3.615,30,3.519,3.834,5.861,47,5,5.862,62.216,2.999,3.563,4.417
6.194,2.028,2.025,1.653,59.818,5.329,2.03,410.171,0.5,1.77,4.008,2.0,14.086,52.367,3.669,509.288,2.618,3.335,8.859,2.287,185.856,0.082,5.992,50.118,3.641,5.517,1,0.62,5,5.213,74.498,5.679,1.081,3.827,132.363,1.949,54.508,5.336,4.881,1,519.194,0.885,3.928,4.816,26.606,11.869,1.0,865.889,16.992,127.67,329.591,5.448,1.681,16.412,3.289,9,9.146,3.444,37,3.347,3.813,5.623,34,6,5.611,43.261,3.303,3.567,4.723
7.377,2.037,2.032,1.668,65.103,5.607,2.044,461.505,0.38,1.8,4.013,2.0,15.918,56.267,3.681,574.622,2.62,3.348,8.863,2.302,185.856,0.078,6.113,57.979,3.643,5.642,1,0.47,5,5.326,81.179,5.889,1.156,3.827,146.446,2.163,61.624,5.449,4.88,1,589.821,0.967,3.928,4.997,35.811,11.873,0.5,879.635,20.132,127.67,400.217,5.542,1.72,16.418,3.347,9,10.892,3.461,37,3.449,3.818,5.738,40,6,5.718,51.931,3.303,3.569,4.733
7.523,2.037,2.032,1.645,61.58,5.417,2.044,426.558,0.5,1.788,4.013,2.0,14.688,53.667,3.639,533.675,2.618,3.302,8.86,2.268,185.856,0.081,6.064,53.085,3.632,5.586,1,0.57,5,5.246,76.699,5.821,1.155,3.827,143.605,2.028,57.217,5.396,4.945,1,562.649,0.885,3.928,4.878,30.266,11.87,1.0,861.44,18.138,138.67,376.675,5.503,1.719,16.416,3.347,9,9.709,3.445,37,3.443,3.817,5.688,36,6,5.682,47.429,3.3,3.567,4.731
7.959,2.037,2.032,1.656,61.887,5.462,2.045,432.468,0.63,1.789,4.012,2.002,14.654,52.8,3.511,539.585,2.618,3.149,8.83,2.113,228.539,0.082,6.063,52.773,3.62,5.604,1,0.62,4,5.267,74.495,5.869,1.161,3.827,129.202,2.066,60.636,5.404,4.88,1,561.046,0.855,3.928,4.929,33.155,11.846,1.0,815.971,19.487,121.6,400.217,5.51,1.72,16.394,3.347,8,10.331,3.445,37,3.443,3.818,5.704,38,6,5.696,49.336,3.283,3.567,4.706
7.319,2.035,2.034,1.668,67.319,5.593,2.038,504.163,0.38,1.8,4.014,1.987,16.745,59.033,3.764,601.977,2.646,3.393,8.896,2.328,176.38,0.076,6.143,61.604,3.678,5.677,1,0.43,5,5.372,85.856,5.908,1.156,3.832,155.722,2.242,64.549,5.476,4.881,1,624.363,1.078,3.93,5.044,36.311,11.898,0.5,920.174,21.071,136.9,423.76,5.583,1.719,16.432,3.347,10,11.364,3.461,37,3.449,3.822,5.799,42,6,5.756,53.026,3.314,3.57,4.734
6.328,2.042,2.044,1.77,73.08,5.668,2.041,517.934,0.38,1.864,4.016,2.011,18.187,63.133,3.904,660.731,2.726,3.51,8.929,2.416,223.761,0.069,6.293,66.881,3.722,5.75,1,0.32,5,5.425,89.814,6.001,1.156,3.874,161.35,2.364,67.36,5.557,4.881,1,647.905,1.136,3.946,5.171,38.907,11.924,0.5,999.78,21.802,136.9,447.302,5.636,1.839,16.458,3.448,10,11.946,3.673,43,3.636,3.893,5.827,44,7,5.809,57.187,3.429,3.665,4.735
7.26,2.042,2.044,1.77,73.08,5.623,2.041,517.038,0.38,1.864,4.016,2.012,18.187,63.133,3.918,655.486,2.727,3.531,8.929,2.432,223.761,0.069,6.243,66.444,3.7,5.742,1,0.32,5,5.425,89.895,5.987,1.156,3.876,160.727,2.364,67.081,5.557,4.881,1,647.905,1.112,3.946,5.171,37.552,11.923,0.5,999.643,21.802,136.9,447.302,5.635,1.84,16.456,3.448,10,11.946,3.673,43,3.635,3.894,5.827,44,7,5.809,57.187,3.436,3.665,4.734
7.456,2.042,2.044,1.687,69.864,5.522,2.042,487.182,0.38,1.863,4.015,2.013,16.917,59.667,3.875,619.631,2.724,3.487,8.899,2.408,266.444,0.072,6.196,60.904,3.669,5.707,1,0.5,4,5.373,83.356,5.97,1.161,3.875,143.314,2.264,66.141,5.517,4.881,1,619.13,1.0,3.946,5.111,34.972,11.896,0.5,935.979,21.158,130.83,447.302,5.607,1.84,16.432,3.443,9,11.381,3.659,43,3.634,3.895,5.796,42,7,5.788,54.577,3.423,3.654,4.707
7.456,2.04,2.042,1.687,70.722,5.645,2.04,502.768,0.38,1.861,4.015,1.999,17.323,60.752,3.927,619.631,2.819,3.527,8.928,2.434,256.968,0.071,6.196,63.522,3.679,5.708,1,0.5,4,5.372,85.607,5.969,1.161,3.878,149.503,2.247,64.402,5.522,4.92,1,646.508,1.027,3.946,5.042,34.623,11.917,0.5,972.49,19.851,130.83,435.531,5.61,1.835,16.444,3.443,9,11.027,3.685,43,3.635,3.894,5.796,41,7,5.788,55.779,3.541,3.654,4.707
7.745,2.04,2.042,1.687,70.722,5.713,2.04,504.404,0.38,1.861,4.015,1.998,17.323,60.752,3.93,627.631,2.741,3.54,8.928,2.444,256.968,0.071,6.276,63.668,3.688,5.709,1,0.5,4,5.372,85.594,5.969,1.161,3.878,149.788,2.247,64.922,5.522,4.919,1,646.508,1.02,3.946,5.042,34.621,11.919,0.5,972.627,19.851,130.83,435.531,5.61,1.835,16.446,3.443,9,11.027,3.682,43,3.635,3.894,5.796,41,7,5.788,55.779,3.551,3.654,4.707
7.585,2.037,2.037,1.687,69.387,5.629,2.04,519.264,0.38,1.843,4.013,1.998,17.36,59.467,3.68,627.078,2.618,3.327,8.865,2.247,219.063,0.076,6.148,63.123,3.641,5.709,1,0.53,4,5.418,86.071,5.978,1.242,3.834,151.238,2.355,69.221,5.538,4.881,1,666.215,0.971,3.931,5.144,37.209,11.871,0.5,870.767,23.454,130.83,470.844,5.629,1.722,16.409,3.44,9,12.517,3.47,37,3.51,3.829,5.835,46,6,5.82,59.002,3.311,3.649,4.707
7.886,2.077,2.07,1.686,69.41,5.504,2.091,473.593,0.5,1.842,4.023,2.028,16.327,58.2,3.858,611.551,2.723,3.506,8.911,2.466,266.444,0.073,6.177,60.042,3.816,5.698,1,0.44,4,5.364,81.133,5.942,1.191,3.875,138.913,2.247,66.781,5.506,4.88,1,608.13,1.006,3.977,5.123,34.728,11.915,0.5,902.099,21.244,121.6,447.302,5.613,1.787,16.452,3.441,8,11.481,3.598,43,3.606,3.89,5.82,42,7,5.799,53.804,3.389,3.643,4.707
8.222,2.051,2.047,1.676,65.864,5.431,2.059,488.078,0.38,1.789,4.016,2.017,16.096,56.867,3.679,591.402,2.618,3.358,8.865,2.325,261.747,0.078,6.16,58.968,3.651,5.663,1,0.46,4,5.347,81.32,5.913,1.213,3.84,146.835,2.226,65.596,5.481,4.947,1,639.042,0.971,3.94,5.035,35.019,11.871,0.0,845.78,21.514,141.83,411.989,5.59,1.726,16.409,3.347,9,11.369,3.445,37,3.449,3.841,5.799,42,6,5.779,54.052,3.311,3.568,4.707
8.155,2.055,2.05,1.684,67.625,5.381,2.067,504.718,0.38,1.79,4.016,2.021,16.724,58.167,3.68,613.551,2.618,3.363,8.865,2.331,261.747,0.077,6.197,61.246,3.652,5.696,1,0.46,4,5.381,83.675,5.949,1.27,3.843,150.943,2.296,68.325,5.515,4.947,1,662.585,0.971,3.942,5.09,35.827,11.871,0.0,849.939,22.518,141.83,435.531,5.622,1.728,16.409,3.364,9,11.941,3.445,37,3.455,3.847,5.823,44,6,5.815,56.66,3.311,3.576,4.707
7.824,2.044,2.042,1.66,64.103,5.615,2.048,467.209,0.5,1.789,4.015,2.008,15.475,55.567,3.633,577.387,2.618,3.3,8.865,2.261,261.747,0.079,6.208,56.956,3.666,5.651,1,0.49,4,5.312,78.987,5.908,1.162,3.836,143.42,2.155,63.903,5.445,4.943,1,615.5,0.905,3.936,4.977,35.127,11.872,0.0,842.55,20.499,141.83,411.989,5.568,1.723,16.411,3.347,9,10.793,3.445,37,3.445,3.831,5.76,40,6,5.754,51.108,3.309,3.568,4.708
8.097,2.037,2.033,1.671,64.103,5.388,2.045,462.27,0.5,1.791,4.014,2.002,15.475,55.567,3.603,571.387,2.644,3.292,8.842,2.26,271.223,0.079,6.144,57.48,3.626,5.682,1,0.49,4,5.31,78.924,5.957,1.161,3.827,148.509,2.158,65.221,5.46,4.952,1,615.5,1.0,3.928,4.977,36.076,11.853,0.0,840.529,20.499,141.83,411.989,5.584,1.72,16.398,3.426,9,10.793,3.497,37,3.445,3.818,5.798,40,6,5.769,52.367,3.3,3.624,4.707
8.155,2.038,2.033,1.673,64.654,5.388,2.045,470.259,0.5,1.793,4.014,2.002,15.475,55.5,3.603,577.376,2.644,3.294,8.842,2.265,228.539,0.079,6.142,57.726,3.626,5.699,1,0.49,4,5.325,78.924,5.975,1.161,3.827,143.912,2.217,67.121,5.469,4.948,1,572.817,1.0,3.928,4.993,37.306,11.853,0.0,835.856,21.105,147.62,411.989,5.592,1.72,16.398,3.437,9,11.014,3.503,37,3.449,3.818,5.819,41,6,5.783,53.425,3.3,3.645,4.707
7.886,2.015,2.002,1.602,62.228,5.326,2.002,463.541,0.63,1.689,3.983,1.956,14.889,51.05,3.508,524.17,2.548,3.144,8.622,2.109,142.144,0.088,5.76,55.363,3.602,5.643,1,0.64,4,5.306,81.165,5.883,1.163,3.741,155.093,2.432,66.98,5.442,4.741,1,606.655,0.847,3.894,4.9,35.576,11.555,0.5,702.38,24.1,121.6,391.635,5.602,1.717,15.995,3.346,8,12.853,3.444,27,3.443,3.783,5.732,44,4,5.842,58.429,3.087,3.564,4.694
6.854,2.021,2.011,1.667,61.961,5.29,1.999,464.644,0.5,1.852,3.905,1.96,15.935,54.552,3.667,546.757,2.614,3.276,8.697,2.199,190.634,0.08,6.075,56.65,3.596,5.615,1,0.59,4,5.286,82.279,5.904,1.141,3.844,141.827,2.074,58.252,5.417,4.917,1,622.965,0.918,3.926,4.842,33.447,11.627,0.5,831.616,19.341,130.83,376.675,5.482,1.768,16.061,3.346,9,10.433,3.444,33,3.442,3.856,5.674,39,5,5.665,54.104,3.302,3.569,4.689
6.921,2.029,2.014,1.687,67.245,5.607,2.0,507.464,0.38,1.858,3.905,1.993,17.891,58.452,3.667,606.797,2.64,3.276,8.697,2.199,190.634,0.076,6.129,63.636,3.598,5.703,1,0.55,4,5.391,89.951,5.977,1.162,3.846,159.506,2.276,69.507,5.522,4.917,1,693.592,0.963,3.932,5.021,35.967,11.628,0.5,844.536,22.438,130.83,459.073,5.582,1.819,16.063,3.442,9,12.13,3.471,33,3.486,3.865,5.79,45,5,5.778,61.464,3.302,3.651,4.692
7.824,2.04,2.042,1.687,71.58,5.715,2.04,514.637,0.38,1.861,4.016,1.998,17.729,61.838,3.931,633.631,2.935,3.54,8.97,2.444,247.492,0.07,6.336,66.767,3.69,5.715,1,0.44,4,5.372,87.843,5.969,1.161,3.879,158.394,2.229,66.25,5.527,4.988,1,673.885,1.04,3.946,4.995,34.239,11.965,0.5,1010.07,18.454,130.83,423.76,5.616,1.835,16.5,3.443,9,10.666,3.682,43,3.635,3.894,5.795,40,7,5.787,56.257,3.551,3.654,4.707
6.301,2.045,2.045,1.663,61.199,5.411,2.035,435.889,0.38,1.821,3.969,1.997,15.323,51.933,3.296,520.757,2.614,2.949,8.674,1.904,147.951,0.087,5.786,50.836,3.615,5.513,0,0.53,4,5.308,77.376,5.764,1.215,3.795,126.103,2.168,58.794,5.419,4.74,0,565.447,0.693,3.89,4.949,30.437,11.671,0.5,756.878,21.122,112.57,400.217,5.513,1.684,16.209,3.347,9,11.113,3.444,32,3.466,3.8,5.72,41,6,5.723,53.072,2.983,3.568,4.527
6.319,2.044,2.045,1.662,62.057,5.284,2.035,449.189,0.38,1.821,3.97,1.997,15.725,53.019,3.456,526.757,2.614,2.96,8.727,1.905,138.475,0.085,5.853,53.731,3.619,5.519,0,0.47,4,5.307,79.856,5.763,1.215,3.796,134.874,2.152,61.433,5.424,4.741,0,592.824,0.713,3.89,4.874,30.223,11.73,0.5,794.32,19.905,112.57,388.446,5.519,1.682,16.277,3.348,9,10.798,3.498,32,3.466,3.799,5.719,40,6,5.722,54.456,2.983,3.568,4.528
6.013,2.044,2.045,1.66,63.858,5.189,2.035,449.944,0.38,1.821,3.97,1.997,16.01,52.09,3.568,526.757,2.614,3.009,8.71,1.904,138.475,0.085,5.853,56.03,3.617,5.514,0,0.47,4,5.305,79.863,5.759,1.215,3.795,130.896,2.178,79.268,5.42,4.74,0,553.676,0.733,3.89,4.874,30.454,11.7,0.5,793.526,17.011,112.57,388.446,5.514,1.683,16.233,3.466,9,10.766,3.528,32,3.504,3.798,5.717,40,6,5.72,65.092,2.992,3.567,4.527
6.149,2.035,2.024,1.696,71.205,5.622,1.999,525.142,0.38,1.821,3.952,1.993,18.095,60.805,3.745,625.2,2.638,3.469,8.732,2.403,138.475,0.074,6.07,66.216,3.724,5.692,0,0.47,4,5.462,88.938,5.926,1.215,3.828,150.814,2.501,71.279,5.574,4.745,0,702.6,0.838,3.934,5.047,35.467,11.674,0.5,904.197,22.153,115.81,435.531,5.671,1.779,16.152,3.466,10,12.376,3.528,37,3.511,3.874,5.887,46,6,5.883,67.857,3.318,3.682,4.527
6.796,2.047,2.049,1.733,63.966,5.305,2.035,473.758,0.38,1.821,3.974,1.997,16.162,54.633,3.404,558.627,2.618,3.153,8.687,2.127,147.951,0.084,5.88,55.661,3.625,5.617,0,0.46,4,5.363,82.238,5.88,1.215,3.795,141.402,2.301,65.143,5.484,4.883,0,577.218,0.799,3.89,5.017,34.214,11.679,0.0,776.763,22.694,138.59,411.989,5.595,1.684,16.213,3.441,10,11.772,3.502,32,3.466,3.8,5.833,44,6,5.808,56.979,3.028,3.652,4.537
6.886,2.046,2.048,1.716,64.273,5.287,2.035,486.564,0.38,1.821,3.974,1.997,16.563,55.786,3.457,558.622,2.629,3.15,8.74,2.121,181.158,0.082,5.943,58.394,3.629,5.604,0,0.53,4,5.349,84.786,5.861,1.215,3.796,155.549,2.237,65.984,5.48,4.982,0,647.279,0.819,3.89,4.921,32.876,11.738,0.5,818.878,20.92,132.8,400.217,5.593,1.682,16.281,3.427,10,11.25,3.507,32,3.466,3.799,5.811,42,6,5.793,57.475,3.028,3.626,4.538
6.638,2.04,2.04,1.663,62.057,5.324,2.026,441.189,0.38,1.819,3.971,1.995,15.725,53.019,3.45,520.757,2.614,3.075,8.722,1.969,138.475,0.085,5.786,54.39,3.617,5.522,0,0.47,4,5.307,79.789,5.762,1.215,3.795,136.025,2.152,63.028,5.425,4.741,0,592.824,0.789,3.89,4.874,30.458,11.716,0.5,794.776,19.905,112.57,388.446,5.517,1.683,16.249,3.347,9,10.798,3.444,32,3.466,3.8,5.719,40,6,5.723,55.03,3.067,3.568,4.567
6.921,2.051,2.05,1.663,62.961,5.324,2.042,460.309,0.38,1.821,3.975,1.998,15.541,53.233,3.45,539.877,2.614,3.111,8.722,2.075,138.475,0.085,5.805,54.553,3.619,5.571,0,0.47,4,5.345,79.789,5.844,1.215,3.796,131.771,2.233,62.209,5.445,4.74,0,588.989,0.789,3.893,5.009,34.207,11.716,0.5,769.647,22.112,112.57,423.76,5.561,1.696,16.249,3.347,9,11.671,3.444,32,3.466,3.802,5.751,43,6,5.777,54.327,3.067,3.568,4.567
6.602,2.043,2.043,1.662,57.677,5.283,2.03,406.577,0.5,1.745,3.968,1.969,14.048,49.333,3.294,483.445,2.597,2.94,8.674,1.894,147.951,0.09,5.755,46.277,3.614,5.464,0,0.62,4,5.233,72.594,5.625,1.159,3.785,117.542,2.034,56.588,5.342,4.74,0,518.362,0.693,3.882,4.823,26.129,11.671,1.0,748.553,19.108,112.57,353.133,5.443,1.676,16.209,3.347,9,9.985,3.444,32,3.348,3.792,5.63,37,6,5.645,47.995,2.983,3.567,4.527
7.854,2.039,2.042,1.716,62.159,5.305,2.02,460.46,0.38,1.772,3.977,1.969,15.686,54.205,3.545,526.831,2.605,3.242,8.785,2.165,128.999,0.084,5.919,57.497,3.629,5.587,0,0.46,4,5.291,82.249,5.756,1.159,3.787,151.705,2.137,69.312,5.424,4.991,0,584.889,0.914,3.882,4.768,29.66,11.78,0.0,843.777,18.115,138.59,341.362,5.541,1.674,16.319,3.348,10,9.997,3.51,32,3.441,3.792,5.752,38,6,5.735,54.443,3.088,3.586,4.574
8.046,2.038,2.041,1.707,61.608,5.305,2.02,460.06,0.38,1.754,3.976,1.969,15.686,54.271,3.545,520.92,2.605,3.24,8.785,2.159,171.682,0.084,5.92,57.253,3.629,5.568,0,0.53,4,5.276,82.249,5.734,1.159,3.787,156.524,2.087,67.364,5.414,4.994,0,627.572,0.914,3.882,4.743,28.42,11.78,0.5,848.45,17.457,132.8,341.362,5.532,1.674,16.319,3.348,10,9.777,3.507,32,3.427,3.792,5.729,37,6,5.719,53.188,3.088,3.586,4.574
4.523,1.974,1.964,1.29,55.205,5.054,1.992,305.748,0.5,1.692,3.909,1.953,15.458,50.505,3.469,391.5,2.707,3.117,8.63,2.02,166.904,0.091,5.291,48.87,3.562,5.415,0,0.49,3,5.039,84.448,5.597,1.104,3.885,170.388,1.753,48.494,5.224,5.019,0,563.013,0.666,3.912,4.348,23.543,11.571,0.5,852.154,8.77,77.92,324.198,5.384,1.876,16.106,3.07,8,6.686,3.588,30,3.308,3.905,5.441,26,5,5.566,41.267,3.156,3.233,4.291
5.367,1.982,1.971,1.672,60.228,5.37,1.993,445.477,0.5,1.717,3.93,1.935,15.943,53.857,3.48,498.271,2.614,3.12,8.747,2.027,91.094,0.089,5.727,60.3,3.629,5.523,1,0.61,4,5.281,86.847,5.779,1.182,3.73,171.181,2.041,64.491,5.4,4.949,1,678.492,0.838,3.874,4.677,30.496,11.73,0.5,833.059,17.524,124.84,353.133,5.517,1.64,16.254,3.333,9,9.979,3.588,27,3.466,3.781,5.703,38,4,5.703,56.297,3.036,3.522,4.662
7.62,2.019,2.02,1.68,64.273,5.263,2.008,467.544,0.38,1.804,3.978,2.0,16.139,55.786,3.583,547.867,2.618,3.261,8.823,2.163,138.475,0.082,5.828,60.238,3.668,5.601,1,0.55,5,5.356,84.854,5.822,1.215,3.805,159.489,2.241,70.405,5.468,4.884,1,641.512,0.823,3.896,4.921,30.715,11.824,0.5,839.746,20.815,121.68,411.989,5.583,1.676,16.353,3.347,9,11.332,3.445,31,3.466,3.825,5.755,42,5,5.78,56.814,3.173,3.568,4.666
6.824,2.023,2.021,1.706,70.353,5.21,2.008,534.3,0.5,1.821,3.984,2.0,17.639,62.286,3.91,617.69,2.685,3.593,9.116,2.544,135.045,0.085,5.997,69.68,3.728,5.74,1,0.4,7,5.454,98.129,5.961,1.215,3.838,212.2,2.479,84.526,5.575,6.999,1,732.909,0.943,3.924,4.989,33.809,12.163,0.0,965.901,24.587,155.82,423.76,5.694,1.773,16.757,3.466,11,12.515,3.64,31,3.585,3.862,5.871,46,5,5.874,67.191,3.357,3.682,4.838
7.387,2.019,2.02,1.71,75.995,5.623,2.008,593.785,0.5,1.821,3.979,2.0,20.166,67.319,3.584,692.685,2.717,3.435,8.88,2.3,128.999,0.07,6.076,76.611,3.672,5.795,1,0.42,5,5.582,98.697,6.005,1.251,3.81,186.687,2.723,86.038,5.678,4.931,1,792.993,1.001,3.904,5.2,39.389,11.882,0.0,955.044,26.296,143.38,541.471,5.779,1.738,16.418,3.466,12,14.119,3.637,37,3.572,3.863,5.996,53,6,5.983,71.543,3.173,3.682,4.666
7.268,2.019,2.02,1.711,75.995,5.668,2.008,594.54,0.5,1.821,3.979,2.0,20.166,67.319,3.659,692.685,2.688,3.44,8.866,2.304,128.999,0.07,6.076,76.017,3.671,5.772,1,0.42,5,5.582,98.809,5.971,1.252,3.812,185.129,2.723,84.258,5.677,4.927,1,792.993,0.968,3.904,5.2,38.946,11.855,0.0,954.326,26.296,143.38,541.471,5.776,1.74,16.377,3.466,12,14.119,3.637,37,3.572,3.864,5.993,53,6,5.983,71.57,3.174,3.682,4.666
7.77,2.021,2.021,1.709,75.921,5.66,2.021,584.654,0.5,1.821,3.979,2.008,19.903,67.586,3.911,681.915,2.874,3.6,8.964,2.549,166.904,0.068,6.143,74.754,3.783,5.761,1,0.36,6,5.504,103.917,6.003,1.215,3.877,207.115,2.57,78.954,5.625,6.351,1,779.195,1.045,3.953,5.151,37.345,11.948,0.0,1029.23,23.194,168.21,470.844,5.754,1.773,16.467,3.466,12,12.829,3.64,37,3.585,3.892,5.924,48,6,5.941,63.411,3.358,3.682,4.666
7.432,2.018,2.019,1.68,66.932,5.383,2.008,480.741,0.38,1.796,3.98,2.0,16.824,55.943,3.584,553.867,2.632,3.261,8.869,2.163,128.999,0.081,5.892,66.086,3.671,5.602,1,0.53,5,5.353,87.437,5.82,1.215,3.805,165.457,2.251,83.784,5.469,4.865,1,629.74,0.843,3.896,4.848,30.403,11.875,0.5,877.188,16.311,121.68,400.217,5.585,1.676,16.412,3.466,9,10.98,3.64,31,3.489,3.824,5.751,41,5,5.775,63.263,3.173,3.568,4.666
7.328,2.018,2.019,1.68,66.932,5.383,2.008,481.496,0.38,1.793,3.979,2.0,16.824,55.943,3.588,553.867,2.632,3.261,8.854,2.163,128.999,0.081,5.892,65.681,3.669,5.601,1,0.53,5,5.353,87.445,5.818,1.215,3.805,164.931,2.251,89.315,5.469,4.868,1,629.74,0.863,3.896,4.848,30.582,11.849,0.5,876.394,16.311,121.68,400.217,5.584,1.676,16.373,3.466,9,10.98,3.64,31,3.543,3.824,5.752,41,5,5.777,67.37,3.174,3.568,4.666
7.638,2.0,1.992,1.695,63.279,5.251,2.002,481.893,0.5,1.735,3.957,1.969,15.809,55.786,3.583,549.867,2.614,3.261,8.747,2.163,100.57,0.084,5.85,61.056,3.668,5.605,1,0.4,5,5.383,82.298,5.826,1.215,3.773,156.739,2.303,72.101,5.482,4.754,1,641.512,0.812,3.891,4.892,31.059,11.72,0.0,823.43,21.589,133.71,388.446,5.581,1.64,16.218,3.346,10,11.466,3.444,30,3.466,3.811,5.758,43,4,5.781,58.859,3.173,3.567,4.666
6.26,2.003,2.001,1.695,73.972,5.656,2.002,550.034,0.38,1.821,3.96,1.974,18.934,65.524,3.911,646.895,2.815,3.601,8.91,2.549,128.999,0.07,6.103,76.56,3.776,5.758,1,0.36,6,5.486,98.838,5.973,1.215,3.848,205.616,2.537,78.848,5.608,5.042,1,780.267,0.988,3.934,5.0,35.168,11.86,0.0,1031.13,20.28,141.99,423.76,5.716,1.773,16.33,3.466,11,11.994,3.64,36,3.585,3.879,5.888,45,5,5.9,68.719,3.357,3.682,4.666
7.77,2.002,1.995,1.695,66.802,5.383,2.003,505.908,0.5,1.821,3.959,1.974,16.667,58.386,3.583,591.366,2.614,3.262,8.763,2.165,100.57,0.081,5.914,66.081,3.673,5.683,1,0.52,5,5.454,87.47,5.869,1.215,3.789,165.815,2.442,78.67,5.541,4.748,1,700.367,0.872,3.895,5.011,32.273,11.734,0.5,842.196,23.584,124.92,411.989,5.654,1.64,16.23,3.347,10,12.568,3.444,30,3.466,3.82,5.872,47,4,5.854,63.064,3.173,3.572,4.666
7.357,2.007,2.003,1.696,74.279,5.594,2.004,552.702,0.38,1.821,3.96,1.992,18.916,64.657,3.91,653.072,2.815,3.6,8.873,2.547,128.999,0.071,6.103,76.227,3.726,5.766,1,0.43,5,5.503,96.301,5.975,1.215,3.847,185.145,2.573,82.46,5.616,5.018,1,778.664,0.968,3.936,5.047,35.656,11.827,0.5,987.066,21.708,124.92,447.302,5.732,1.773,16.303,3.466,10,12.592,3.64,36,3.585,3.879,5.917,47,5,5.932,70.78,3.355,3.682,4.666
6.229,2.02,2.022,1.69,66.035,5.464,2.008,480.585,0.38,1.804,3.983,2.0,16.361,57.086,3.615,569.172,2.625,3.295,8.839,2.209,138.475,0.081,5.868,64.013,3.668,5.67,1,0.53,5,5.39,87.382,5.878,1.215,3.805,167.25,2.31,76.008,5.505,4.884,1,665.054,0.883,3.896,4.98,32.621,11.838,0.5,851.281,21.841,121.68,400.217,5.627,1.676,16.364,3.38,9,11.893,3.461,31,3.466,3.825,5.847,44,5,5.818,59.427,3.183,3.589,4.668
7.921,2.019,2.022,1.7,66.489,5.422,2.008,505.164,0.5,1.804,3.982,2.0,16.974,58.552,3.654,579.977,2.625,3.363,8.834,2.286,181.158,0.079,5.918,65.095,3.668,5.679,1,0.4,5,5.395,89.917,5.917,1.215,3.805,181.951,2.325,74.927,5.521,5.025,1,695.966,0.927,3.896,4.969,33.307,11.831,0.0,864.304,21.829,141.91,423.76,5.652,1.677,16.357,3.427,10,11.782,3.498,31,3.466,3.825,5.844,44,5,5.847,59.842,3.192,3.627,4.667
7.538,2.019,2.022,1.724,73.989,5.531,2.008,581.619,0.5,1.821,3.983,2.0,20.237,65.219,3.658,675.161,2.706,3.37,8.834,2.292,138.475,0.073,6.083,75.716,3.668,5.815,1,0.42,5,5.534,103.186,6.066,1.215,3.805,201.333,2.568,87.019,5.625,4.885,1,781.222,1.064,3.897,5.179,41.047,11.831,0.0,910.231,25.732,140.14,506.157,5.761,1.677,16.357,3.466,11,13.892,3.55,31,3.487,3.826,5.959,52,5,5.965,67.914,3.192,3.682,4.667
7.328,2.019,2.022,1.736,74.54,5.497,2.008,588.327,0.5,1.821,3.983,2.0,19.773,65.152,3.658,672.649,2.725,3.37,8.84,2.293,138.475,0.073,6.006,75.977,3.668,5.793,1,0.42,5,5.551,103.179,6.097,1.215,3.805,200.008,2.644,84.321,5.634,4.885,1,781.994,1.11,3.897,5.194,40.943,11.833,0.0,909.149,26.32,134.15,541.471,5.79,1.677,16.357,3.466,11,14.091,3.565,31,3.482,3.826,5.984,53,5,6.006,68.369,3.192,3.682,4.667
