pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
9.155,5.369,-6.78,1,11.853,6,2,2,19.5,50.784,3.812,22.159,13.664,8.35,3.968,5,20.968,4.395,23.044,23.953,4.583,2,3.918,78.187,48.983,14.583,0.901,0.201,13.477,147.627,16.414,17.177,281.855,679.485,65.681,4.683,4.621,15.65,66.906,19.706,5.796,28.023,10.001,59.561,17.778,3.902,4.467,49.279,18.367,4.484,2.096,4.547,27.579,8.28,1.015,4.351,4.507,4.522,7.869,23.878,13.387,4.647,1.781,31.871,5,309.379,56.33,4,498.98,3.945
9.523,5.236,-3.538,1,6.046,10,1,1,16.985,25.996,3.762,19.495,12.156,7.53,3.853,7,18.202,4.274,19.963,22.846,3.742,1,3.852,81.856,43.966,11.247,0.867,0.224,10.74,130.496,13.371,16.552,249.742,601.13,53.64,4.551,4.498,13.264,54.038,16.185,4.697,26.441,9.768,48.284,15.711,3.773,4.32,39.007,15.633,4.229,2.086,4.388,22.967,6.622,0.923,4.093,4.363,4.397,7.863,20.352,11.892,4.516,1.74,28.329,10,221.681,45.458,2,438.16,3.889
8.602,5.425,-3.655,1,6.046,6,1,1,17.41,38.541,3.759,20.268,12.489,7.775,3.937,5,20.234,4.362,21.476,23.573,4.359,1,3.876,72.38,48.887,12.349,0.901,0.191,13.074,146.83,15.032,17.052,280.187,675.415,60.285,4.649,4.582,14.694,63.562,19.062,5.019,27.438,10.011,52.413,17.365,3.89,4.463,46.708,18.1,4.45,2.075,4.522,27.113,7.177,0.933,4.333,4.48,4.537,7.869,23.245,13.465,4.632,1.781,30.618,5,268.625,53.84,3,497.34,3.908
7.114,5.531,-3.67,1,6.046,6,1,1,18.699,39.522,3.812,22.162,13.26,8.273,4.033,7,21.892,4.455,23.178,24.415,4.243,1,3.908,91.332,52.887,13.487,0.901,0.146,14.816,161.194,16.158,17.432,302.38,729.568,62.391,4.734,4.674,17.419,66.999,21.007,5.422,29.171,10.265,52.432,20.167,3.989,4.559,51.283,20.1,4.555,2.079,4.614,29.682,7.773,0.939,4.449,4.58,4.636,7.869,25.217,14.595,4.711,1.805,32.199,8,294.459,58.204,3,535.36,3.945
5.641,4.459,0.0,0,0.0,14,0,0,13.182,0.0,3.325,11.507,9.427,4.822,3.52,14,7.217,4.075,8.31,18.529,2.915,0,3.508,55.916,28.319,8.296,0.707,0.109,9.065,80.514,8.806,12.936,147.875,352.575,30.25,3.884,4.182,6.661,23.18,9.933,6.66,16.681,6.531,32.344,6.978,3.462,3.395,15.254,10.186,3.32,1.994,3.655,12.845,7.71,0.939,3.098,4.012,3.522,6.738,12.212,8.759,3.593,1.624,11.931,18,141.552,16.383,0,261.35,3.586
8.046,5.176,-3.619,1,6.046,6,1,1,16.038,26.276,3.746,18.776,11.318,7.027,3.829,5,17.385,4.26,19.499,21.328,3.674,1,3.867,90.39,42.904,11.276,0.846,0.186,11.803,128.943,13.368,15.114,243.546,586.013,52.789,4.531,4.476,12.543,54.704,16.719,4.637,25.11,8.86,46.696,14.444,3.776,4.316,37.204,15.867,4.294,2.072,4.385,23.251,6.652,0.982,4.193,4.36,4.371,7.869,20.183,11.84,4.497,1.748,27.478,5,239.497,44.235,2,428.29,3.897
10.523,5.209,-3.614,1,6.046,10,1,1,16.992,26.285,3.77,19.287,12.148,7.417,3.857,6,18.208,4.291,19.856,22.519,3.674,1,3.873,72.38,43.659,11.587,0.862,0.202,11.803,129.8,13.661,16.066,246.344,592.841,53.94,4.545,4.502,13.267,54.924,16.719,4.93,25.842,9.306,47.967,15.354,3.794,4.326,38.073,15.967,4.292,2.082,4.395,23.251,6.926,0.978,4.189,4.377,4.397,7.869,20.39,12.157,4.509,1.748,27.809,9,238.11,45.023,2,434.59,3.902
9.854,5.189,-3.536,1,6.046,10,1,1,16.985,25.978,3.765,19.495,12.156,7.53,3.853,8,18.407,4.274,19.986,22.846,3.742,1,3.852,81.856,43.966,11.247,0.864,0.223,10.701,130.496,13.371,16.552,249.742,601.13,53.64,4.551,4.498,12.783,54.022,16.185,4.757,26.441,9.768,48.284,15.595,3.773,4.323,37.71,15.633,4.229,2.088,4.388,22.967,6.595,0.99,4.094,4.363,4.398,7.863,20.352,11.892,4.519,1.74,28.355,10,221.681,45.539,2,438.16,3.888
10.0,5.579,-3.674,1,6.046,6,1,1,19.197,39.686,3.816,22.79,13.765,8.618,4.051,7,23.019,4.47,24.57,24.738,4.359,1,3.913,110.285,54.097,13.519,0.901,0.094,15.125,165.145,16.411,17.696,309.175,746.146,63.358,4.759,4.688,18.41,67.893,21.545,5.534,29.583,10.52,53.131,20.335,4.01,4.601,53.672,20.533,4.596,2.08,4.645,30.389,7.906,0.938,4.495,4.601,4.667,7.869,25.756,14.822,4.754,1.81,33.876,9,299.617,58.771,3,550.45,3.944
9.398,5.564,-3.532,1,6.046,8,1,1,19.679,39.271,3.817,23.552,13.927,8.609,4.051,12,22.861,4.472,24.639,26.369,4.183,1,3.913,119.761,53.495,13.435,0.904,-0.017,13.582,162.997,15.896,19.122,304.579,734.934,64.11,4.76,4.7,18.144,67.783,19.935,5.436,31.478,11.238,54.116,20.783,3.978,4.569,51.275,19.533,4.504,2.089,4.616,28.691,7.725,0.903,4.364,4.582,4.659,7.866,24.901,14.416,4.739,1.793,33.772,16,269.432,56.454,3,536.44,3.953
8.886,5.525,-3.653,1,6.046,6,1,1,18.974,38.846,3.767,22.021,13.686,8.521,3.995,7,20.896,4.419,23.1,25.716,4.472,1,3.88,72.38,51.404,13.01,0.902,0.146,13.145,152.338,15.782,18.712,292.577,705.648,63.285,4.701,4.636,16.98,66.295,19.562,5.23,29.782,10.982,55.861,18.385,3.937,4.504,50.515,18.7,4.464,2.077,4.563,27.82,7.446,0.965,4.366,4.523,4.577,7.869,24.159,14.235,4.679,1.788,32.78,8,270.739,54.808,3,520.94,3.911
9.699,5.46,-6.793,1,11.853,6,2,2,20.311,51.277,3.812,23.38,14.241,8.684,4.001,5,21.55,4.428,23.332,25.221,4.69,2,3.919,78.187,50.745,14.83,0.902,0.19,14.317,152.151,16.914,18.107,291.447,702.89,70.554,4.716,4.655,16.774,69.783,20.206,6.07,29.415,10.535,61.642,19.243,3.933,4.503,53.144,18.867,4.53,2.098,4.578,28.286,8.894,0.979,4.387,4.534,4.569,7.869,24.585,13.887,4.676,1.787,32.218,6,313.379,60.341,4,516.28,3.947
9.699,5.54,-3.666,1,6.046,6,1,1,19.426,39.591,3.818,23.063,13.833,8.556,4.052,7,22.884,4.478,24.27,25.322,4.243,1,3.918,110.285,53.642,13.633,0.901,0.161,14.816,163.723,16.299,18.117,305.178,736.395,63.529,4.757,4.697,17.748,67.957,21.007,5.525,30.212,10.629,53.283,20.716,4.003,4.575,51.597,20.2,4.555,2.083,4.631,29.682,7.897,0.914,4.447,4.598,4.658,7.869,25.347,14.752,4.735,1.805,33.5,12,292.739,59.122,3,541.66,3.954
9.0,5.485,-3.679,1,6.046,6,1,1,18.878,39.409,3.816,22.189,13.315,8.282,4.026,7,22.12,4.452,23.508,24.183,4.243,1,3.911,110.285,52.336,13.336,0.901,0.127,14.816,160.375,16.022,17.039,299.582,722.741,62.105,4.721,4.666,16.887,65.659,21.007,5.424,28.651,9.977,52.247,19.519,3.986,4.552,49.492,20.033,4.562,2.08,4.606,29.682,7.739,0.932,4.447,4.578,4.622,7.869,24.795,14.46,4.704,1.805,32.285,9,294.842,57.296,3,533.15,3.942
9.523,5.111,-3.52,1,6.046,6,1,1,16.371,25.833,3.76,18.165,11.592,7.185,3.815,5,15.94,4.234,17.332,21.782,3.464,1,3.844,81.856,42.205,10.879,0.825,0.23,10.18,126.078,12.917,15.66,240.149,577.724,51.357,4.453,4.443,11.74,47.893,15.757,4.662,24.565,9.244,46.029,14.569,3.738,4.207,34.494,15.133,4.138,2.086,4.286,22.097,6.197,0.915,4.023,4.303,4.302,7.863,19.481,11.436,4.388,1.73,24.484,10,215.348,42.185,2,420.86,3.88
7.18,5.667,0.0,0,0.0,18,0,0,20.957,0.0,3.684,20.023,15.812,9.539,4.098,20,18.706,4.483,18.817,30.722,5.292,0,3.829,147.853,60.296,11.801,1.159,-0.046,8.883,177.037,16.824,23.588,348.402,841.86,64.976,4.549,4.614,18.18,56.095,20.348,3.494,29.764,14.129,61.349,18.716,4.003,4.245,51.506,20.029,4.128,2.02,4.314,29.351,5.299,0.975,3.958,4.398,4.466,6.773,26.443,16.033,4.481,1.785,28.016,19,210.59,53.288,0,608.82,3.89
8.04,5.589,0.0,0,0.0,12,0,0,16.554,0.0,3.676,15.943,13.693,8.726,3.967,12,15.637,4.335,15.757,25.584,5.196,0,3.828,133.427,53.967,9.962,1.079,-0.033,7.353,152.209,14.826,20.977,307.214,741.362,46.625,4.381,4.411,14.752,45.548,17.949,2.708,24.965,12.996,48.587,15.407,3.89,4.132,41.099,17.267,3.813,1.991,4.154,25.196,4.414,1.001,3.77,4.188,4.342,6.064,22.837,14.671,4.359,1.76,24.396,13,166.637,43.09,0,532.06,3.883
7.08,5.668,0.0,0,0.0,18,0,0,19.37,0.0,3.683,18.33,15.371,9.601,4.069,20,17.467,4.443,17.544,29.334,5.196,0,3.828,166.805,58.581,10.774,1.159,-0.047,7.707,167.427,15.857,23.332,331.736,801.196,49.924,4.49,4.555,16.932,47.282,18.949,3.213,28.148,14.355,50.886,17.484,3.972,4.208,43.005,18.6,3.865,2.031,4.25,26.611,4.821,0.993,3.821,4.329,4.43,6.444,24.33,15.762,4.446,1.773,26.819,23,167.551,44.686,0,578.4,3.89
7.431,5.579,0.0,0,0.0,14,0,0,15.546,38.37,3.737,16.9,11.376,6.986,3.881,11,17.177,4.283,17.285,22.904,4.583,0,3.795,75.81,47.785,9.711,0.935,-0.067,11.083,144.129,13.478,16.835,276.19,665.664,51.394,4.539,4.499,16.754,55.136,18.012,3.804,24.599,9.834,46.191,17.429,3.847,4.448,46.678,17.433,4.401,2.016,4.453,26.2,5.247,1.044,4.361,4.414,4.494,7.126,21.949,13.303,4.54,1.776,24.957,12,208.148,50.428,3,494.42,3.824
5.502,3.932,0.0,0,0.0,0,0,0,4.346,0.0,2.948,2.928,4.063,2.626,2.852,0,3.139,3.264,2.324,7.159,2.55,0,3.147,0.0,16.796,3.958,0.08,-0.149,3.277,48.227,4.704,6.533,96.972,228.372,13.01,2.808,3.207,2.126,7.167,5.754,1.107,5.126,3.952,16.455,3.427,2.804,2.549,6.585,5.633,2.525,1.819,2.649,8.552,1.883,0.644,2.407,3.043,2.857,5.826,7.786,4.631,2.64,1.449,3.433,1,69.345,10.759,0,167.69,3.227
5.277,3.785,0.0,0,0.0,0,0,0,4.443,0.0,2.959,3.198,3.817,2.458,2.866,1,2.99,3.257,2.379,6.96,2.739,0,3.152,0.0,17.034,3.718,0.054,-0.151,3.433,51.059,4.704,5.912,100.71,237.492,12.881,2.835,3.212,2.402,7.563,6.292,1.088,5.191,3.571,15.347,3.397,2.832,2.597,6.901,6.133,2.622,1.772,2.708,9.259,1.887,0.903,2.482,3.075,2.862,5.845,7.863,4.631,2.677,1.476,3.444,2,73.345,9.381,0,179.71,3.228
6.89,5.676,0.0,0,0.0,16,0,0,19.485,0.0,3.684,18.389,15.478,9.675,4.067,18,17.484,4.44,17.55,29.056,5.292,0,3.83,147.853,58.456,11.056,1.154,0.065,7.707,167.86,16.056,22.918,334.132,807.043,53.612,4.488,4.551,16.995,49.765,18.949,3.284,28.104,13.983,54.932,17.52,3.986,4.219,46.444,19.171,3.936,2.025,4.267,26.611,4.834,0.989,3.885,4.354,4.428,6.614,24.931,15.911,4.444,1.785,26.977,19,187.212,47.62,0,590.54,3.893
5.351,4.271,0.0,0,0.0,0,0,0,5.198,0.0,2.952,3.861,4.643,2.967,2.949,0,3.934,3.376,2.734,8.375,3.082,0,3.152,0.0,18.557,5.007,0.469,-0.138,3.348,52.865,5.018,7.363,106.565,251.777,16.643,3.022,3.378,3.022,7.916,6.045,1.139,6.79,4.444,18.971,4.616,2.892,2.712,9.025,6.133,2.627,1.855,2.817,9.475,1.905,0.68,2.579,3.212,3.092,5.858,8.708,4.946,2.797,1.478,3.984,1,78.01,14.316,0,184.99,3.23
8.357,5.613,-3.688,1,6.046,8,1,1,19.42,51.475,3.817,23.284,14.039,8.693,4.086,7,23.75,4.505,24.925,25.194,4.69,1,3.918,110.285,56.103,14.045,0.901,0.176,15.516,171.764,17.003,18.336,322.634,778.987,64.718,4.793,4.72,19.051,69.503,22.401,5.659,30.468,10.719,55.453,21.274,4.046,4.655,55.498,21.433,4.637,2.082,4.681,31.967,8.053,0.975,4.569,4.633,4.724,7.869,26.756,15.425,4.795,1.821,34.315,9,311.007,63.677,4,576.11,3.956
4.686,3.609,0.0,0,0.0,2,0,0,5.486,0.0,3.206,4.106,4.884,3.133,3.049,2,3.132,3.427,2.976,8.632,2.915,0,3.404,0.0,20.557,4.18,0.468,-0.261,3.917,61.344,5.766,7.597,119.894,284.302,14.161,3.026,3.375,2.46,9.92,7.398,1.189,6.396,4.587,17.32,2.987,2.997,2.755,6.435,7.133,2.787,1.873,2.882,10.51,2.122,1.201,2.646,3.202,2.884,6.059,9.33,5.689,2.843,1.516,4.365,5,78.681,9.013,0,214.31,3.461
7.02,5.706,0.0,0,0.0,16,0,0,19.287,42.791,3.685,18.687,15.338,9.471,4.097,18,17.465,4.48,17.857,30.197,5.831,0,3.84,147.853,60.887,11.65,1.169,0.062,9.042,182.077,16.856,23.327,355.455,859.07,59.957,4.554,4.606,16.911,55.156,21.559,3.435,29.59,13.972,57.676,17.47,4.03,4.284,49.574,20.733,4.123,2.065,4.367,31.506,5.101,1.025,3.99,4.432,4.46,6.951,26.703,16.674,4.488,1.808,28.062,19,211.904,53.104,0,630.28,3.907
5.97,4.997,0.0,0,0.0,2,0,0,10.264,0.0,3.52,12.499,7.877,4.94,3.524,6,12.555,3.918,12.854,14.539,3.464,0,3.678,56.857,32.603,6.747,0.62,0.008,7.08,100.029,8.547,11.315,187.122,448.339,30.242,4.183,4.098,10.041,31.918,11.597,2.566,17.924,6.921,24.901,12.013,3.468,4.033,26.469,11.633,3.8,1.953,4.03,17.104,3.523,1.246,3.815,3.982,4.172,7.213,15.043,8.449,4.189,1.678,18.544,13,130.015,32.632,0,325.29,3.752
7.48,4.894,0.0,0,0.0,3,0,0,9.979,0.0,3.523,11.954,7.404,4.424,3.5,7,11.829,3.91,12.126,13.998,3.317,0,3.674,56.857,31.245,6.961,0.61,0.008,7.081,98.371,8.501,10.595,181.867,435.515,30.114,4.133,4.082,9.824,31.504,11.347,2.615,16.905,6.247,25.581,11.866,3.432,3.973,30.712,11.514,3.815,1.939,3.97,16.897,3.583,1.327,3.835,3.947,4.109,7.211,14.768,8.097,4.137,1.666,17.116,13,138.656,34.737,0,314.41,3.75
5.0,3.205,0.0,0,0.0,1,0,0,2.536,0.0,3.173,2.37,2.566,1.317,2.962,1,1.464,3.227,1.441,2.099,2.345,1,3.247,36.078,17.057,3.884,0.0,-0.123,4.383,62.883,5.389,1.713,111.861,264.701,3.51,2.897,3.129,2.109,0.852,7.881,0.828,2.215,1.036,1.621,2.43,2.944,2.74,3.045,8.205,3.151,1.572,2.913,10.864,1.643,1.302,3.04,3.125,2.736,6.955,9.185,4.513,2.709,1.566,1.036,6,119.386,4.974,0,198.53,3.279
10.0,5.68,-3.685,1,6.046,11,1,1,21.032,40.225,3.818,24.26,14.982,9.267,4.162,11,25.611,4.576,26.081,26.592,4.416,1,3.924,157.666,59.858,14.73,1.021,0.117,16.762,184.922,18.118,18.913,340.961,823.704,66.258,4.823,4.772,21.011,69.357,24.063,5.929,30.838,11.176,57.271,23.372,4.122,4.705,58.473,23.033,4.671,2.081,4.716,33.502,8.432,0.971,4.611,4.687,4.805,7.869,28.142,16.543,4.842,1.836,35.21,13,328.946,65.594,3,605.77,3.959
5.4,3.993,0.0,0,0.0,0,0,0,4.376,0.0,2.969,2.795,4.076,2.626,2.852,1,2.752,3.262,2.005,7.214,2.345,0,3.187,0.0,16.796,3.637,0.08,-0.163,3.387,48.333,4.809,6.553,96.972,228.372,12.711,2.755,3.19,2.413,7.333,5.898,1.089,4.801,3.952,15.915,3.015,2.804,2.474,7.632,5.633,2.539,1.829,2.619,8.389,1.93,0.861,2.325,3.015,2.719,5.817,7.623,4.732,2.562,1.447,3.152,2,66.681,8.43,0,167.69,3.261
6.87,5.958,0.0,0,0.0,22,0,0,24.7,0.0,3.714,24.545,19.674,12.345,4.284,25,23.405,4.663,24.04,36.979,5.916,0,3.849,147.853,73.126,13.663,1.212,-0.04,9.787,206.538,19.803,29.428,412.471,998.189,65.887,4.783,4.8,22.55,64.399,23.309,4.21,37.091,18.176,64.302,23.106,4.186,4.507,56.964,22.933,4.184,2.032,4.552,33.301,6.328,0.995,4.099,4.586,4.711,6.8,30.826,19.666,4.751,1.824,36.485,28,210.429,58.635,0,725.59,3.907
8.585,5.56,-3.59,1,6.046,6,1,1,19.458,39.29,3.807,23.297,13.859,8.672,4.05,8,22.891,4.464,24.403,25.81,4.301,1,3.911,119.761,53.949,13.294,0.901,0.174,13.752,164.419,16.009,18.713,308.576,744.684,63.818,4.761,4.694,17.739,67.548,20.473,5.293,30.992,11.129,54.08,21.076,3.986,4.57,52.546,19.867,4.506,2.086,4.626,29.398,7.593,0.873,4.373,4.587,4.658,7.863,25.309,14.487,4.74,1.799,34.197,13,276.31,59.76,3,545.23,3.95
7.43,5.875,0.0,0,0.0,17,0,0,22.271,0.0,3.7,22.235,17.79,11.306,4.207,20,21.716,4.578,22.289,33.612,5.745,0,3.84,147.853,68.297,12.488,1.168,-0.048,9.636,194.157,18.415,26.718,387.69,937.724,62.664,4.703,4.711,20.547,61.442,22.347,3.847,33.822,16.616,60.59,21.103,4.12,4.458,53.969,21.767,4.178,2.028,4.492,31.887,5.839,0.997,4.081,4.515,4.647,6.8,29.113,18.237,4.69,1.813,34.031,22,205.308,55.662,0,682.48,3.898
9.523,5.379,-3.669,1,6.046,6,1,1,18.936,39.342,3.816,21.933,13.52,8.046,4.028,5,23.637,4.462,24.888,22.766,4.243,2,3.899,89.505,51.625,14.239,0.848,0.145,15.841,162.32,16.73,16.13,298.793,720.814,60.12,4.696,4.652,16.445,68.86,21.25,5.725,26.993,9.289,56.384,19.358,3.968,4.531,47.836,20.248,4.606,2.074,4.572,29.829,8.607,0.872,4.493,4.545,4.619,7.869,25.551,14.032,4.706,1.799,31.988,5,326.54,59.974,3,526.12,3.921
8.523,5.614,-3.834,1,6.046,5,1,1,19.806,40.214,3.82,24.047,14.34,8.961,4.081,7,24.7,4.502,26.185,25.741,4.416,1,3.92,100.808,55.858,13.917,0.901,0.069,15.965,170.186,16.834,18.651,318.767,769.551,66.922,4.813,4.728,18.905,75.573,21.973,5.821,31.164,11.063,54.89,22.141,4.038,4.671,55.129,21.033,4.704,2.082,4.706,31.259,8.317,0.929,4.572,4.643,4.738,7.906,26.678,15.245,4.817,1.816,35.201,12,305.617,63.852,3,567.75,3.954
8.328,5.613,-3.82,1,6.046,5,1,1,19.806,40.172,3.82,24.047,14.34,8.961,4.081,7,24.087,4.502,25.743,25.741,4.416,1,3.919,100.808,55.858,13.917,0.901,0.09,15.898,170.186,16.834,18.651,318.767,769.551,66.922,4.813,4.728,18.614,74.163,21.973,5.802,31.164,11.063,54.89,22.151,4.038,4.66,55.83,21.033,4.704,2.081,4.706,31.259,8.279,0.888,4.543,4.643,4.717,7.907,26.678,15.245,4.802,1.816,35.044,12,305.617,64.345,3,567.75,3.954
6.955,5.619,0.0,0,0.0,20,0,0,19.999,39.481,3.758,21.376,13.208,7.485,4.029,18,21.166,4.453,21.414,25.115,4.472,0,3.883,113.715,53.989,12.074,1.003,-0.073,13.443,170.339,15.617,17.438,311.973,752.973,62.025,4.683,4.667,23.179,70.951,20.806,4.588,27.065,9.862,60.992,24.168,3.965,4.553,81.645,20.743,4.686,2.019,4.56,30.269,6.404,1.141,4.715,4.542,4.643,7.126,25.678,14.464,4.663,1.799,27.097,16,379.183,82.85,3,548.93,3.93
7.329,5.904,0.0,0,0.0,27,0,0,20.008,54.754,3.828,21.706,14.183,8.568,4.146,28,23.968,4.551,22.691,26.324,4.95,0,3.902,151.62,60.182,12.795,1.034,0.075,15.305,188.102,17.174,18.722,348.824,842.89,60.517,4.795,4.754,25.301,63.714,23.457,5.016,28.44,10.793,53.29,25.589,4.124,4.793,66.288,23.505,4.754,2.026,4.742,33.459,6.853,1.048,4.785,4.701,4.88,7.195,28.064,16.962,4.848,1.848,29.736,20,291.177,66.811,4,631.86,3.939
4.03,4.875,0.0,0,0.0,0,0,0,9.463,12.696,3.511,10.675,6.921,4.321,3.479,2,9.044,3.868,9.23,13.261,3.536,0,3.711,56.857,31.086,6.382,0.542,0.013,6.808,97.614,8.27,10.049,181.397,434.369,28.205,3.999,4.014,8.349,26.379,11.648,2.103,15.202,6.067,23.101,8.918,3.434,3.826,23.092,11.533,3.712,1.95,3.866,16.941,3.052,1.105,3.715,3.899,3.94,7.192,14.25,8.178,3.933,1.675,13.302,14,128.738,26.042,1,316.35,3.792
6.78,5.938,0.0,0,0.0,16,0,0,21.793,0.0,3.685,22.947,16.706,10.835,4.173,18,23.016,4.544,23.059,32.789,5.831,0,3.83,111.831,66.535,12.549,1.177,-0.102,9.701,190.943,17.66,25.466,378.098,914.319,64.373,4.733,4.708,20.933,63.07,21.635,3.843,34.857,16.041,58.91,22.384,4.089,4.517,55.907,21.267,4.221,2.035,4.526,31.506,5.835,0.933,4.176,4.522,4.71,6.805,28.886,17.457,4.735,1.808,35.054,19,206.029,58.754,0,665.18,3.891
6.78,5.717,0.0,0,0.0,20,0,0,20.803,0.0,3.685,20.252,16.483,10.29,4.128,20,18.113,4.508,18.786,31.312,5.292,0,3.831,147.853,62.103,11.774,1.191,-0.029,7.991,177.51,16.678,24.908,350.921,848.007,54.194,4.581,4.635,18.011,50.086,19.737,3.55,30.884,15.335,53.797,18.289,4.028,4.264,45.296,19.6,3.93,2.044,4.335,28.351,5.042,1.018,3.873,4.416,4.477,6.614,26.175,16.584,4.506,1.785,28.597,25,179.551,48.003,0,613.0,3.895
6.73,5.667,0.0,0,0.0,18,0,0,20.867,0.0,3.684,19.752,15.812,9.539,4.098,20,18.527,4.483,18.728,30.658,5.292,0,3.829,147.853,60.296,11.936,1.159,-0.021,8.936,177.037,16.812,23.588,348.402,841.86,59.133,4.535,4.603,18.18,58.489,20.315,3.454,29.463,14.129,61.118,18.716,4.003,4.245,51.506,20.029,4.088,2.021,4.302,29.351,5.349,0.975,3.985,4.383,4.458,6.647,26.443,16.022,4.481,1.785,28.042,19,210.59,53.288,0,608.82,3.89
9.0,5.297,-3.69,1,6.046,8,1,1,18.558,39.6,3.791,19.916,13.026,7.905,4.035,4,19.597,4.456,20.064,22.395,4.0,1,3.925,119.761,51.813,13.192,0.825,0.24,15.431,161.088,16.225,15.499,295.926,713.821,54.876,4.626,4.632,14.429,53.167,21.741,5.535,23.972,9.029,49.63,17.256,4.004,4.474,41.932,20.533,4.526,2.102,4.534,29.64,7.591,1.013,4.447,4.554,4.521,7.869,24.54,14.659,4.59,1.807,26.103,9,303.919,49.198,3,521.91,3.977
5.066,3.48,0.0,0,0.0,2,0,0,4.771,0.0,3.075,3.466,4.317,2.791,2.962,2,2.786,3.336,2.667,7.555,2.739,0,3.316,0.0,18.796,3.784,0.147,-0.314,3.74,56.743,5.266,6.742,110.302,260.897,12.485,2.889,3.263,2.409,9.278,6.898,1.116,5.412,4.081,15.514,2.516,2.918,2.653,5.545,6.633,2.709,1.822,2.767,9.803,2.033,1.383,2.56,3.103,2.772,6.047,8.623,5.189,2.734,1.494,3.909,4,74.681,6.796,0,197.01,3.382
5.294,3.79,0.0,0,0.0,2,0,0,5.022,0.0,3.281,4.199,4.654,2.965,3.06,2,3.019,3.405,3.487,7.493,3.082,0,3.421,0.0,20.796,4.034,0.534,-0.21,4.094,65.306,5.663,6.861,123.632,293.422,13.551,3.032,3.333,2.86,11.046,7.898,1.166,6.168,4.148,14.973,3.097,3.021,2.81,7.792,7.633,2.844,1.801,2.914,11.217,2.103,0.863,2.706,3.193,2.888,6.183,9.623,5.586,2.905,1.535,4.884,6,82.681,7.611,0,226.33,3.466
7.23,5.746,0.0,0,0.0,20,0,0,20.856,0.0,3.684,20.63,16.483,10.29,4.128,22,18.86,4.508,19.582,31.375,5.292,0,3.831,147.853,62.103,11.656,1.202,-0.042,8.346,177.51,16.69,24.908,350.921,848.007,55.133,4.613,4.643,18.324,53.534,19.771,3.449,31.457,15.335,53.865,18.877,4.028,4.303,46.098,19.6,3.986,2.046,4.375,28.351,5.227,0.993,3.893,4.429,4.502,6.773,26.175,16.596,4.55,1.785,30.093,25,179.551,47.772,0,613.0,3.896
5.015,3.908,0.0,0,0.0,2,0,0,6.203,0.0,3.309,4.81,5.459,3.479,3.129,2,3.45,3.51,3.637,9.689,3.082,0,3.472,0.0,22.319,4.534,0.616,-0.255,4.094,65.945,6.266,8.441,129.487,307.708,15.82,3.166,3.476,2.928,11.667,7.898,1.252,7.431,5.09,19.066,3.339,3.071,2.871,8.637,7.633,2.867,1.889,3.005,11.217,2.262,0.932,2.729,3.293,2.978,6.062,10.037,6.189,2.985,1.535,5.387,6,82.681,9.678,0,231.61,3.524
7.35,5.142,0.0,0,0.0,9,0,0,10.864,0.0,3.559,12.973,8.52,5.233,3.578,13,13.608,3.971,14.638,16.014,3.536,0,3.736,66.334,33.91,6.604,0.8,0.044,7.182,103.062,9.176,12.592,192.719,461.993,30.476,4.232,4.136,11.796,35.262,11.741,2.52,18.71,7.552,27.641,12.277,3.502,4.063,28.54,11.8,3.781,1.965,4.064,16.941,3.828,1.12,3.77,4.001,4.205,7.182,15.126,9.128,4.255,1.677,21.313,15,125.802,31.163,0,333.8,3.813
6.44,4.895,0.0,0,0.0,3,0,0,9.979,0.0,3.522,11.954,7.404,4.424,3.5,7,12.146,3.91,12.054,13.998,3.317,0,3.674,56.857,31.245,6.961,0.606,-0.057,7.018,98.371,8.501,10.595,181.867,435.515,30.114,4.133,4.082,9.737,30.379,11.347,2.676,16.905,6.247,25.581,11.952,3.432,3.98,28.523,11.514,3.815,1.941,3.97,16.897,3.542,1.225,3.885,3.947,4.139,7.215,14.768,8.097,4.14,1.667,17.079,13,138.656,36.926,0,314.41,3.75
6.79,5.711,0.0,0,0.0,12,0,0,18.786,0.0,3.676,18.762,14.978,9.594,4.066,14,18.544,4.43,18.826,28.576,5.292,0,3.824,147.853,59.49,10.72,1.152,-0.015,8.752,171.152,15.915,22.671,339.729,820.698,54.756,4.551,4.561,16.848,53.646,19.847,3.222,28.814,14.162,52.559,17.698,3.988,4.314,46.726,19.267,4.067,2.026,4.352,28.351,4.955,0.955,3.959,4.379,4.489,6.8,25.577,15.737,4.536,1.785,29.065,17,185.308,47.566,0,595.98,3.887
