pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
8.0,52.011,50.112,52.011,43.07,4881.0,1.44,13.819,3.106,366.0,8501.0,16.828,3.155,0.12,64.0,21.599,50.278,4689.0,1.253,3.366,0.164,4.496,25.207,1.414,1.414,0.128,21.952,-2.123,-2.123,167.0,5.028,103.319,1.476,4.239,9.091,11.883,1.317,0.18,3.341,48.333,4.454,11.186,7.797,4.577,1.409,10.163,0.269,3.152,15.27,166.219,3.191,23,8.42,-0.862,-0.862,3.887,16.317,62.0,3.599,13.541,166.219,150.609,271.84,2.355,0.116,31.455,1.589
7.097,52.011,50.112,52.011,43.07,15678.0,1.64,20.49,3.606,923.0,23101.0,23.803,3.658,0.084,144.0,30.591,65.944,14742.0,1.524,4.356,0.115,5.009,38.895,1.944,1.944,0.09,33.152,1.597,1.597,419.0,7.111,174.579,1.696,4.311,13.088,16.688,1.563,0.127,3.76,68.333,4.979,15.991,8.785,4.62,1.694,14.969,0.189,4.048,36.123,305.498,3.532,33,12.165,0.65,0.65,4.24,22.894,175.0,3.995,19.38,305.498,272.214,416.3,2.895,1.571,47.848,1.821
6.398,63.011,61.111,63.011,52.3,18602.0,1.641,21.926,3.594,946.0,26737.0,25.173,3.64,0.08,155.0,31.815,69.694,17008.0,1.581,4.444,0.108,5.104,41.137,2.11,2.11,0.084,35.919,1.92,1.92,421.0,7.25,187.403,1.745,4.338,13.26,17.485,1.612,0.117,3.826,73.333,5.049,16.788,8.97,4.618,1.758,15.643,0.175,4.251,34.189,334.141,3.589,35,12.95,0.686,0.686,4.303,24.04,145.0,3.94,20.466,334.141,292.979,432.67,3.04,1.571,47.012,1.824
6.745,91.28,89.381,91.28,72.61,12820.0,1.604,18.488,3.419,761.0,20607.0,22.225,3.46,0.089,120.0,28.759,67.944,11922.0,1.425,4.173,0.122,4.923,34.766,1.798,1.798,0.095,32.186,1.014,1.014,343.0,6.722,158.949,1.657,4.393,12.492,15.811,1.471,0.134,3.638,66.833,4.896,15.114,8.628,4.651,1.627,13.778,0.2,3.942,30.612,262.539,3.473,31,11.463,0.432,0.432,4.182,22.038,139.0,4.02,18.871,262.539,244.929,374.56,2.737,1.425,43.435,1.724
5.398,49.785,49.785,49.785,40.58,6840.0,1.483,13.481,3.245,602.0,10206.0,15.908,3.309,0.114,97.0,23.484,46.667,6555.0,1.239,3.806,0.156,4.493,27.961,1.186,1.186,0.117,25.7,-2.125,-2.125,281.0,5.278,111.65,1.557,3.883,9.882,11.348,1.274,0.166,3.397,49.5,4.488,11.348,7.686,4.38,1.577,10.866,0.247,3.474,23.611,231.329,3.187,23,8.51,-0.94,-0.94,3.875,16.432,90.0,3.674,14.626,231.329,205.555,299.91,2.156,0.035,37.265,1.669
6.602,79.225,77.326,79.225,67.63,8840.0,1.423,15.897,3.247,654.0,13896.0,18.518,3.314,0.103,116.0,25.76,54.5,8624.0,1.292,3.898,0.142,4.673,31.245,1.609,1.609,0.107,30.567,-0.857,-0.857,310.0,5.944,130.758,1.639,4.14,10.404,12.618,1.375,0.156,3.472,57.5,4.628,12.618,8.057,4.496,1.659,11.823,0.229,3.645,26.899,256.56,3.303,26,9.608,-0.469,-0.469,3.983,18.409,94.0,3.844,16.313,254.56,236.296,333.34,2.521,0.456,44.76,1.653
6.959,52.011,50.112,52.011,43.07,15001.0,1.598,19.249,3.487,814.0,21202.0,22.51,3.535,0.084,129.0,29.587,63.278,13483.0,1.497,4.33,0.115,4.971,36.841,1.924,1.924,0.09,31.252,1.606,1.606,357.0,6.806,166.037,1.703,4.311,12.846,16.367,1.561,0.127,3.735,66.333,4.952,15.67,8.714,4.62,1.702,14.647,0.189,4.053,31.188,290.825,3.503,32,11.813,0.655,0.655,4.226,22.687,132.0,3.855,19.173,286.825,250.825,386.64,2.866,1.571,41.257,1.731
5.398,60.785,60.785,60.785,49.81,8190.0,1.484,14.812,3.247,658.0,12609.0,17.485,3.314,0.107,110.0,25.06,51.833,7924.0,1.248,3.905,0.147,4.613,30.202,1.426,1.426,0.111,28.467,-1.046,-1.046,310.0,5.806,124.334,1.56,4.14,10.594,12.296,1.282,0.16,3.46,54.5,4.597,12.296,7.938,4.496,1.577,11.666,0.233,3.613,26.992,256.683,3.266,25,9.243,-0.503,-0.503,3.952,17.968,102.0,3.759,15.996,254.683,225.564,326.0,2.381,0.431,42.171,1.675
6.585,91.28,89.381,91.28,72.61,12820.0,1.577,18.333,3.382,761.0,20909.0,22.225,3.424,0.089,120.0,28.759,68.944,11922.0,1.411,4.173,0.122,4.923,34.239,1.798,1.798,0.095,31.586,1.014,1.014,343.0,6.722,158.949,1.603,4.489,12.492,15.811,1.448,0.134,3.624,66.833,4.896,15.114,8.628,4.762,1.586,13.778,0.2,3.859,30.612,248.366,3.473,31,11.447,0.432,0.432,4.182,22.038,139.0,4.145,18.793,248.366,232.756,371.92,2.737,1.425,43.435,1.697
7.699,63.011,61.111,63.011,52.3,15001.0,1.609,19.21,3.465,814.0,21951.0,22.51,3.514,0.084,129.0,29.587,64.278,13483.0,1.418,4.33,0.115,4.971,36.556,1.924,1.924,0.09,32.019,1.606,1.606,357.0,6.806,166.037,1.668,4.311,12.846,16.367,1.47,0.127,3.721,67.333,4.952,15.67,8.714,4.617,1.674,14.514,0.189,4.085,31.188,288.825,3.503,32,11.82,0.655,0.655,4.226,22.817,132.0,3.816,19.278,288.825,251.315,380.77,2.865,1.571,41.257,1.715
6.0,45.899,44.0,45.899,40.8,9065.0,1.502,15.865,3.252,689.0,13367.0,18.355,3.315,0.103,118.0,25.89,52.833,8807.0,1.257,3.957,0.142,4.672,31.992,1.519,1.519,0.107,30.067,-0.877,-0.877,326.0,5.972,131.226,1.57,4.14,10.714,12.69,1.291,0.154,3.508,56.5,4.642,12.69,8.052,4.496,1.579,12.025,0.225,3.675,28.03,280.499,3.303,26,9.623,-0.446,-0.446,3.987,18.458,100.0,3.784,16.419,278.499,249.38,344.62,2.47,0.498,44.782,1.689
7.0,52.011,50.112,52.011,43.07,10598.0,1.563,17.128,3.334,661.0,16629.0,20.648,3.399,0.094,103.0,27.081,60.444,9806.0,1.39,4.031,0.129,4.825,32.261,1.736,1.736,0.101,27.352,0.615,0.615,296.0,6.278,144.639,1.576,4.323,11.853,14.9,1.423,0.142,3.592,60.333,4.809,14.204,8.441,4.642,1.576,13.181,0.212,3.774,27.448,225.46,3.409,29,10.643,0.242,0.242,4.122,20.585,124.0,3.795,16.965,225.46,184.631,344.46,2.671,1.176,39.346,1.692
8.155,79.47,77.571,79.47,67.63,12652.0,1.545,17.129,3.38,845.0,19084.0,20.217,3.452,0.093,141.0,28.226,60.167,11922.0,1.364,4.214,0.129,4.834,34.245,1.613,1.613,0.099,32.667,0.436,0.436,388.0,6.556,151.303,1.663,4.341,11.86,14.19,1.422,0.144,3.587,63.5,4.8,14.19,8.373,4.508,1.692,13.398,0.21,3.736,29.501,294.947,3.407,29,10.72,0.256,0.256,4.106,20.796,118.0,3.887,18.192,292.947,269.437,356.7,2.523,1.167,45.159,1.752
6.699,38.785,38.785,38.785,31.35,6684.0,1.48,14.263,3.055,577.0,11317.0,17.071,3.103,0.114,95.0,23.361,49.056,6412.0,1.213,3.746,0.157,4.495,27.374,1.414,1.414,0.119,25.105,-2.125,-2.125,269.0,5.139,111.16,1.471,4.092,9.553,11.798,1.236,0.171,3.386,49.167,4.473,11.22,7.691,4.49,1.429,10.328,0.25,3.384,22.439,216.477,3.187,23,8.499,-0.93,-0.93,3.871,16.117,86.0,3.758,14.151,216.477,187.358,304.24,2.305,0.038,37.252,1.649
5.301,38.785,38.785,38.785,31.35,6073.0,1.481,13.207,3.053,550.0,9568.0,15.7,3.103,0.118,89.0,22.557,45.278,5790.0,1.212,3.71,0.162,4.431,26.547,1.167,1.167,0.122,24.019,-2.347,-2.347,255.0,4.944,104.89,1.477,3.88,9.384,11.098,1.238,0.173,3.358,46.833,4.423,10.81,7.558,4.351,1.44,10.177,0.258,3.355,21.0,208.477,3.145,22,8.138,-1.0,-1.0,3.832,15.52,78.0,3.674,13.704,208.477,182.703,289.03,2.135,0.0,34.887,1.652
7.699,52.011,50.112,52.011,43.07,15001.0,1.616,19.509,3.501,814.0,20891.0,22.51,3.553,0.084,129.0,29.587,62.278,13483.0,1.497,4.33,0.115,4.971,37.368,1.924,1.924,0.09,31.852,1.606,1.606,357.0,6.806,166.037,1.737,4.29,12.846,16.367,1.562,0.127,3.747,66.333,4.952,15.67,8.714,4.611,1.755,14.647,0.189,4.131,31.188,301.22,3.503,32,11.84,0.655,0.655,4.226,22.687,132.0,3.814,19.278,297.22,251.22,389.28,2.866,1.571,41.257,1.734
7.695,149.567,147.668,149.567,111.03,31116.0,1.812,25.092,3.711,1320.0,48813.0,31.294,3.743,0.069,201.0,37.986,99.778,28976.0,1.672,4.94,0.09,5.427,49.422,2.323,2.323,0.069,44.886,2.934,2.934,601.0,9.694,249.973,1.839,4.747,17.756,21.656,1.703,0.096,3.976,94.333,5.389,21.367,9.662,4.94,1.834,20.365,0.147,4.735,54.82,427.593,3.811,44,16.329,1.335,1.335,4.52,30.738,235.0,4.452,25.899,427.593,369.063,530.8,3.287,2.284,65.598,1.921
7.921,88.313,86.414,88.313,68.95,36469.0,1.706,26.509,3.676,1965.0,49469.0,29.548,3.741,0.067,328.0,39.194,83.167,36611.0,1.617,5.513,0.094,5.321,54.631,1.81,1.81,0.071,51.033,1.755,1.755,967.0,9.833,248.794,1.867,4.274,18.166,20.045,1.666,0.101,4.004,88.0,5.306,20.045,9.34,4.767,1.893,19.317,0.152,4.497,81.743,515.682,3.74,41,15.397,0.794,0.794,4.416,28.524,399.0,4.161,27.042,486.863,391.58,615.21,2.81,1.766,117.381,1.886
5.398,38.785,38.785,38.785,31.35,6073.0,1.481,14.037,3.051,550.0,9568.0,16.2,3.102,0.118,89.0,22.557,43.917,5790.0,1.214,3.71,0.162,4.431,26.744,1.167,1.167,0.122,23.4,-2.347,-2.347,255.0,4.944,104.89,1.476,3.767,9.384,11.387,1.24,0.173,3.365,46.25,4.423,10.81,7.558,4.237,1.436,9.912,0.258,3.382,21.0,208.477,3.145,22,8.146,-1.0,-1.0,3.832,15.547,78.0,3.656,13.704,208.477,182.703,293.1,2.134,0.0,34.887,1.651
4.602,60.785,60.785,60.785,49.81,6088.0,1.318,13.398,3.247,528.0,9703.0,16.071,3.314,0.116,87.0,22.979,48.833,5916.0,1.116,3.651,0.159,4.493,27.149,1.328,1.328,0.12,25.867,-2.193,-2.193,248.0,5.306,109.442,1.539,4.108,9.608,11.296,1.192,0.172,3.359,50.5,4.473,11.296,7.712,4.496,1.575,10.673,0.252,3.455,21.701,218.705,3.187,23,8.485,-0.822,-0.822,3.872,16.536,82.0,3.57,14.582,216.705,193.096,291.4,2.294,0.138,37.055,1.613
6.745,76.999,76.999,76.999,64.61,9586.0,1.317,17.736,3.303,660.0,16368.0,20.966,3.355,0.097,118.0,27.245,63.5,9640.0,1.163,3.838,0.132,4.831,34.379,1.691,1.691,0.101,34.067,0.379,0.379,319.0,6.917,146.68,1.565,4.462,11.469,14.091,1.227,0.144,3.566,65.0,4.768,14.091,8.422,4.58,1.59,13.065,0.212,3.946,27.249,211.945,3.408,29,10.69,0.299,0.299,4.087,21.225,98.0,4.16,18.7,195.416,184.397,375.97,2.65,1.14,52.432,1.597
6.0,115.996,115.996,115.996,85.59,13615.0,1.616,16.668,3.384,907.0,21287.0,20.924,3.427,0.095,142.0,29.049,69.333,12835.0,1.246,4.288,0.127,4.873,33.971,1.751,1.751,0.098,31.5,0.15,0.15,416.0,6.722,157.59,1.555,4.352,12.356,14.652,1.292,0.138,3.595,65.0,4.851,14.652,8.47,4.889,1.57,14.07,0.206,3.664,36.72,283.668,3.44,30,11.114,0.067,0.067,4.14,21.058,154.0,3.978,18.491,283.668,262.058,376.55,2.726,1.031,47.457,1.79
9.0,154.625,154.625,154.625,123.66,29617.0,1.699,26.625,3.678,1367.0,50688.0,31.7,3.693,0.067,226.0,37.941,105.5,28945.0,1.6,4.871,0.094,5.395,50.531,2.061,2.061,0.075,49.7,2.093,2.093,651.0,9.75,247.381,1.787,4.887,16.635,22.219,1.608,0.107,3.984,96.0,5.325,20.577,9.569,6.999,1.759,17.926,0.161,4.669,58.478,437.489,3.788,43,16.594,1.0,1.0,4.473,30.329,239.0,4.62,26.154,418.244,361.45,563.88,3.023,1.987,81.906,1.84
7.602,85.901,85.901,70.941,51.22,15908.0,1.677,18.13,3.558,976.0,25426.0,21.728,3.609,0.089,162.0,30.862,73.667,15398.0,1.515,4.504,0.119,4.969,37.704,1.695,1.695,0.089,33.948,0.62,0.62,462.0,7.389,172.984,1.725,4.422,13.649,15.258,1.565,0.13,3.686,68.5,4.951,15.652,8.678,4.877,1.746,15.16,0.192,3.937,39.063,334.321,3.501,32,11.82,0.423,0.423,4.188,22.317,180.0,4.17,19.28,332.321,284.347,419.85,2.679,1.292,61.469,1.87
6.347,121.782,121.782,121.782,89.25,14692.0,1.6,17.707,3.513,942.0,22336.0,21.794,3.571,0.093,150.0,29.82,70.167,13912.0,1.464,4.337,0.124,4.92,35.805,1.753,1.753,0.095,32.733,0.294,0.294,434.0,6.833,164.485,1.706,4.238,12.496,15.025,1.521,0.134,3.645,66.5,4.888,15.025,8.567,4.866,1.744,14.529,0.2,3.803,39.02,293.702,3.471,31,11.502,0.113,0.113,4.169,21.284,164.0,3.962,18.852,293.702,280.947,396.06,2.722,1.106,49.835,1.81
6.222,138.293,136.394,138.293,107.2,32466.0,1.664,26.122,3.687,1857.0,50072.0,29.049,3.738,0.081,315.0,38.047,85.639,33055.0,1.561,5.446,0.107,5.25,51.117,1.752,1.752,0.082,49.733,1.372,1.372,932.0,9.417,235.224,1.85,4.4,17.335,20.318,1.613,0.114,3.925,85.667,5.231,18.965,9.201,4.749,1.835,16.88,0.172,4.338,80.659,466.193,3.691,39,14.931,0.673,0.673,4.355,27.238,361.0,4.265,25.492,437.374,359.819,584.97,2.749,1.546,153.794,1.884
8.699,81.941,81.941,81.941,60.45,17057.0,1.677,19.161,3.559,1011.0,26413.0,23.305,3.61,0.087,167.0,31.603,71.167,16560.0,1.516,4.572,0.115,5.012,39.562,1.696,1.696,0.087,35.2,0.622,0.622,480.0,7.722,179.88,1.728,4.332,14.151,16.19,1.566,0.126,3.724,70.0,4.997,16.19,8.771,4.825,1.748,15.659,0.186,4.089,41.906,329.059,3.531,33,12.146,0.428,0.428,4.219,23.303,193.0,4.167,20.203,329.059,293.085,439.87,2.679,1.293,64.456,1.87
7.097,81.941,81.941,81.941,60.45,16077.0,1.683,19.636,3.512,1004.0,24843.0,23.631,3.567,0.088,164.0,31.33,71.167,15757.0,1.474,4.416,0.117,5.01,40.089,1.61,1.61,0.089,35.8,0.468,0.468,480.0,7.694,178.403,1.701,4.495,13.645,16.05,1.526,0.128,3.737,70.0,4.975,16.05,8.768,4.749,1.745,15.534,0.187,4.176,42.632,361.189,3.531,33,12.182,0.346,0.346,4.215,23.043,178.0,4.224,20.236,359.189,320.434,442.51,2.527,1.201,64.466,1.849
7.854,70.941,70.941,70.941,51.22,13167.0,1.689,18.435,3.562,906.0,19803.0,21.606,3.615,0.092,156.0,29.496,62.667,13133.0,1.518,4.336,0.124,4.877,37.901,1.538,1.538,0.092,33.533,-0.152,-0.152,442.0,7.111,160.232,1.741,4.23,12.856,14.618,1.569,0.137,3.665,63.0,4.849,14.618,8.486,4.522,1.768,14.245,0.198,4.037,37.004,349.735,3.439,30,11.091,-0.067,-0.067,4.11,20.764,148.0,3.932,18.501,349.735,303.471,427.66,2.506,0.92,69.593,1.854
5.824,76.999,76.999,76.999,64.61,9586.0,1.317,17.736,3.303,660.0,16368.0,20.966,3.355,0.097,118.0,27.245,63.5,9640.0,1.163,3.838,0.132,4.831,34.379,1.691,1.691,0.101,34.067,0.379,0.379,319.0,6.917,146.68,1.565,4.462,11.469,14.091,1.227,0.144,3.566,65.0,4.768,14.091,8.422,4.58,1.59,13.065,0.212,3.946,27.249,211.945,3.408,29,10.69,0.299,0.299,4.087,21.225,98.0,4.16,18.7,195.416,184.397,375.97,2.65,1.14,52.432,1.597
6.097,81.941,81.941,81.941,60.45,20640.0,1.776,21.608,3.612,1125.0,31373.0,25.753,3.647,0.079,192.0,33.682,76.333,20182.0,1.566,4.728,0.106,5.14,44.143,1.932,1.932,0.08,39.1,1.566,1.566,538.0,8.333,200.582,1.749,4.347,14.828,17.495,1.598,0.116,3.829,76.0,5.106,17.495,9.042,4.83,1.763,16.972,0.171,4.303,45.963,365.215,3.615,36,13.283,0.722,0.722,4.299,24.947,198.0,4.244,21.857,365.215,337.241,491.77,2.897,1.7,73.742,1.92
7.301,59.941,59.941,59.941,41.99,15355.0,1.75,18.369,3.655,928.0,21842.0,22.175,3.705,0.09,147.0,30.369,66.0,14490.0,1.606,4.441,0.119,4.966,38.606,1.554,1.554,0.09,32.367,2.072,2.072,427.0,7.194,170.053,1.807,4.266,13.622,15.704,1.661,0.129,3.739,66.0,4.957,15.704,8.691,4.717,1.839,15.494,0.192,4.136,37.996,311.659,3.502,32,11.832,0.922,0.922,4.202,22.21,168.0,3.781,19.161,307.659,244.036,413.69,2.551,1.928,51.926,1.898
6.0,81.941,81.941,81.941,60.45,20784.0,1.763,21.445,3.611,1127.0,31548.0,25.589,3.648,0.079,193.0,33.722,76.0,20317.0,1.564,4.767,0.106,5.14,44.143,1.932,1.932,0.08,39.1,1.464,1.464,539.0,8.472,200.822,1.761,4.32,15.293,17.622,1.599,0.116,3.829,76.0,5.116,17.622,9.043,4.83,1.788,17.097,0.171,4.296,46.935,373.97,3.615,36,13.286,0.765,0.765,4.301,25.321,198.0,4.221,22.227,373.97,331.996,491.77,2.897,1.739,73.722,1.92
6.561,89.861,89.861,59.941,41.99,15860.0,1.716,17.97,3.577,968.0,26229.0,21.02,3.621,0.089,164.0,30.828,78.0,15348.0,1.536,4.485,0.118,4.97,37.373,1.857,1.857,0.089,33.995,-0.08,-0.08,458.0,7.222,172.887,1.727,4.547,13.189,14.72,1.577,0.129,3.684,69.0,4.94,15.508,8.681,4.897,1.743,15.056,0.191,3.894,38.664,291.008,3.501,32,11.854,-0.033,-0.033,4.185,21.779,170.0,4.237,18.805,291.008,263.034,417.13,2.815,0.942,61.432,1.899
7.523,70.941,70.941,70.941,51.22,11237.0,1.638,17.02,3.465,842.0,17281.0,20.192,3.522,0.098,143.0,27.974,59.667,11167.0,1.399,4.17,0.133,4.779,34.848,1.53,1.53,0.099,30.933,-0.692,-0.692,409.0,6.611,146.795,1.672,4.231,11.722,13.618,1.456,0.146,3.584,59.0,4.745,13.618,8.27,4.526,1.704,13.245,0.212,3.816,32.918,309.498,3.373,28,10.33,-0.339,-0.339,4.042,19.35,128.0,3.922,17.087,309.498,277.234,393.06,2.498,0.635,62.484,1.782
8.222,152.996,152.996,152.996,109.75,15376.0,1.601,21.645,3.55,892.0,27312.0,25.837,3.599,0.083,155.0,31.776,84.917,15564.0,1.443,4.208,0.117,5.1,41.576,1.769,1.769,0.094,41.867,0.603,0.603,436.0,8.208,187.736,1.704,4.621,13.88,17.646,1.492,0.133,3.767,79.0,5.026,16.825,8.98,4.987,1.711,14.998,0.201,4.372,37.19,355.449,3.589,35,13.322,0.396,0.396,4.265,24.99,151.0,4.463,22.083,336.204,304.694,463.96,2.686,1.27,70.288,1.793
7.26,103.941,103.941,103.941,78.91,22069.0,1.677,21.822,3.567,1182.0,35507.0,26.46,3.615,0.078,189.0,34.473,81.5,21646.0,1.519,4.777,0.105,5.174,44.046,1.697,1.697,0.079,40.733,1.222,1.222,567.0,8.778,207.746,1.731,4.495,15.495,18.088,1.566,0.114,3.815,80.0,5.147,18.088,9.115,4.892,1.745,17.259,0.168,4.272,52.053,359.612,3.642,37,13.613,0.68,0.68,4.327,26.374,245.0,4.271,22.942,355.612,318.858,492.05,2.68,1.575,77.111,1.871
7.398,70.941,70.941,70.941,51.22,12030.0,1.668,17.891,3.512,871.0,18334.0,21.062,3.566,0.099,148.0,28.676,61.5,11986.0,1.458,4.201,0.132,4.829,36.374,1.54,1.54,0.099,32.233,-0.695,-0.695,424.0,6.722,153.157,1.7,4.236,11.881,13.99,1.51,0.143,3.625,61.0,4.785,13.99,8.378,4.535,1.725,13.618,0.213,3.884,33.781,320.755,3.406,29,10.706,-0.323,-0.323,4.074,19.687,138.0,3.927,17.449,320.755,290.226,410.36,2.506,0.655,66.037,1.818
6.301,104.996,104.996,104.996,76.36,12542.0,1.619,16.26,3.387,849.0,18924.0,20.217,3.435,0.098,134.0,28.244,65.833,11766.0,1.273,4.209,0.131,4.825,33.256,1.75,1.75,0.101,30.033,-0.194,-0.194,387.0,6.389,150.636,1.548,4.217,11.853,14.114,1.321,0.142,3.583,62.0,4.8,14.114,8.37,4.863,1.547,13.689,0.212,3.648,33.565,276.539,3.407,29,10.757,-0.085,-0.085,4.107,20.009,144.0,3.895,17.568,276.539,252.929,367.76,2.725,0.894,45.141,1.795
7.0,59.941,59.941,59.941,41.99,10606.0,1.699,18.252,3.59,782.0,14905.0,20.452,3.65,0.091,144.0,28.089,55.333,10976.0,1.549,4.202,0.127,4.777,37.767,1.532,1.532,0.092,33.167,-0.445,-0.445,396.0,6.833,147.432,1.795,4.146,12.547,13.651,1.607,0.139,3.643,58.0,4.753,13.651,8.288,4.271,1.85,13.436,0.191,4.125,36.102,345.683,3.373,28,10.418,-0.285,-0.285,4.029,19.19,128.0,3.9,17.767,345.683,284.399,432.75,2.501,0.715,86.999,1.871
6.854,56.796,56.796,56.796,43.38,12753.0,1.622,17.668,3.334,898.0,19892.0,20.976,3.387,0.095,148.0,28.673,59.833,12341.0,1.25,4.268,0.128,4.826,34.981,1.601,1.601,0.097,30.7,-0.201,-0.201,425.0,6.75,153.045,1.54,4.221,12.179,14.496,1.292,0.141,3.607,61.0,4.804,14.207,8.359,4.563,1.576,13.507,0.203,3.851,37.151,286.465,3.407,29,10.653,-0.091,-0.091,4.094,20.602,144.0,3.846,17.841,284.465,240.326,385.67,2.52,0.864,53.042,1.798
6.602,89.861,89.861,59.941,41.99,15860.0,1.716,17.97,3.577,968.0,26229.0,21.02,3.621,0.089,164.0,30.828,78.0,15348.0,1.536,4.485,0.118,4.97,37.373,1.857,1.857,0.089,33.995,-0.08,-0.08,458.0,7.222,172.887,1.727,4.547,13.189,14.72,1.577,0.129,3.684,69.0,4.94,15.508,8.681,4.897,1.743,15.056,0.191,3.894,38.664,291.008,3.501,32,11.854,-0.033,-0.033,4.185,21.779,170.0,4.237,18.805,291.008,263.034,417.13,2.815,0.942,61.432,1.899
5.921,104.996,104.996,104.996,76.36,16346.0,1.717,19.63,3.522,988.0,23922.0,23.587,3.576,0.088,158.0,31.082,72.917,15590.0,1.472,4.364,0.117,5.012,39.364,2.085,2.085,0.09,35.233,0.313,0.313,458.0,7.083,177.093,1.71,4.363,12.589,15.732,1.526,0.127,3.74,70.0,4.954,15.732,8.765,4.862,1.75,15.311,0.189,4.112,39.95,335.549,3.532,33,12.279,0.118,0.118,4.223,21.952,172.0,3.962,19.593,335.549,299.939,436.96,3.066,1.11,54.618,1.868
5.678,89.861,89.861,59.941,41.99,10375.0,1.62,14.791,3.333,766.0,17304.0,17.322,3.388,0.104,126.0,26.893,68.167,9969.0,1.211,4.077,0.139,4.724,30.792,1.498,1.498,0.105,28.695,-0.928,-0.928,359.0,6.083,138.377,1.515,4.47,11.218,12.326,1.267,0.153,3.504,59.0,4.698,13.131,8.157,4.896,1.52,12.689,0.224,3.435,31.476,253.066,3.339,27,10.056,-0.414,-0.414,4.024,18.546,124.0,3.903,15.995,253.066,209.781,335.91,2.458,0.479,47.473,1.791
7.456,81.941,81.941,81.941,60.45,17994.0,1.716,20.031,3.58,1034.0,27677.0,24.175,3.623,0.084,174.0,32.23,73.0,17518.0,1.54,4.593,0.112,5.057,41.089,1.828,1.828,0.085,36.5,0.622,0.622,492.0,7.889,186.366,1.732,4.332,14.267,16.584,1.58,0.123,3.761,72.0,5.03,16.584,8.866,4.825,1.749,16.055,0.181,4.191,41.716,348.665,3.56,34,12.526,0.428,0.428,4.245,23.752,194.0,4.229,20.65,348.665,312.691,457.17,2.788,1.293,67.481,1.9
4.26,30.91,30.91,30.91,26.52,4277.0,1.348,11.913,3.142,396.0,6236.0,14.234,3.213,0.131,59.0,20.329,41.5,4037.0,1.101,3.355,0.177,4.361,24.445,1.25,1.25,0.137,21.067,-2.778,-2.778,177.0,4.639,92.63,1.472,3.674,8.691,10.365,1.175,0.191,3.312,44.0,4.35,10.365,7.492,4.385,1.475,10.05,0.288,2.994,13.814,175.995,3.105,21,7.732,-1.0,-1.0,3.809,15.139,74.0,3.5,13.009,173.995,147.995,258.39,2.208,0.0,27.902,1.555
4.32,36.695,36.695,36.695,30.18,3219.0,1.325,10.452,2.897,297.0,4656.0,12.656,2.958,0.143,48.0,18.371,37.333,2997.0,0.992,3.189,0.193,4.222,21.698,1.154,1.154,0.149,18.4,-2.784,-2.784,131.0,4.139,79.567,1.22,3.647,8.106,9.433,1.043,0.208,3.208,39.5,4.22,9.433,7.224,4.129,1.234,9.196,0.314,2.448,10.366,148.0,3.013,19,6.992,-1.076,-1.076,3.719,13.715,46.0,3.404,11.663,146.0,130.49,226.0,2.091,-0.101,24.179,1.515
5.244,34.87,34.87,19.91,17.29,3574.0,1.342,10.883,2.902,312.0,5460.0,12.656,2.959,0.138,51.0,19.159,44.0,3360.0,1.006,3.219,0.185,4.298,22.587,1.414,1.414,0.143,19.814,-2.788,-2.788,139.0,4.333,85.306,1.229,3.613,8.266,9.433,1.056,0.2,3.253,42.5,4.278,9.843,7.381,4.506,1.239,9.574,0.302,2.66,11.2,162.465,3.061,20,7.414,-1.075,-1.075,3.763,14.193,46.0,3.477,12.111,157.71,125.71,238.37,2.376,-0.1,25.912,1.521
4.0,29.417,29.417,29.417,30.43,2769.0,1.368,9.836,2.896,256.0,4044.0,11.949,2.957,0.15,44.0,17.399,35.833,2574.0,1.102,3.099,0.202,4.146,20.392,1.0,1.0,0.156,17.767,-3.839,-3.839,112.0,3.889,73.395,1.346,3.598,7.606,8.933,1.135,0.218,3.152,38.0,4.142,8.933,7.072,4.046,1.27,8.643,0.329,2.166,9.333,143.207,2.964,18,6.63,-1.524,-1.524,3.666,12.935,34.0,3.157,11.086,141.207,123.697,209.13,1.956,-0.551,22.455,1.585
