pXC50,SpDiam_EA.ri.,SM08_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM15_EA.ri.,SM09_EA.ri.,SM07_EA.ri.,SM06_EA.ri.,SM05_EA.ri.,GGI5,Eig02_EA.ri.,SM04_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MWC10,TWC,BIC0,NdssC,Eig01_AEA.ri.,SpMax_AEA.ri.,MWC09,Eig03_AEA.ed.,CATS2D_07_AL,Eig03_EA.ri.,SM04_EA.ed.,SIC0,SpDiam_AEA.ri.,MWC08,AAC,IC0,SM03_EA.ri.,Eig02_AEA.ri.,SpDiam_EA.ed.,X.,MATS5s,SdO,Eig02_AEA.ed.,SM05_AEA.ed.,SM02_EA.ed.,CATS2D_02_LL,MWC06,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig03_AEA.ri.,SM06_AEA.ed.,Eig02_EA.ed.,SM11_AEA.dm.,SM07_AEA.ed.,SM03_AEA.ed.,SM15_AEA.ed.,SpMin2_Bh.s.,nX,ATS6s,SM06_EA,SM04_AEA.ed.,SRW10,SM06_EA.ed.,nDB,SM07_EA.ed.,SM08_EA.ed.
7.959,5.391,10.375,14.994,16.167,17.362,3.391,3.391,12.656,13.797,18.55,11.442,9.096,8.202,6.736,1.441,3.051,6.236,9.439,9.439,12.517,13.017,0.242,4,4.394,4.394,11.582,6.298,11,2.803,11.147,0.259,5.447,10.655,1.495,1.495,4.256,4.068,20.268,0.0,0.015,25.976,6.651,11.107,6.932,22,8.804,12.541,12.541,12.541,3.821,12.912,10.691,10.691,14.747,7.648,29.95,1.157,0,6.23,8.262,9.345,10.524,15.776,3,18.046,20.61
6.533,5.389,10.348,14.978,16.153,17.348,3.389,3.389,12.637,13.782,18.538,11.425,9.076,8.166,6.711,1.417,3.052,6.192,9.752,9.752,12.556,13.052,0.253,4,4.406,4.406,11.615,6.397,12,2.77,11.197,0.27,5.507,10.679,1.553,1.553,4.224,4.111,20.396,0.0,0.046,25.884,6.756,11.133,6.94,17,8.812,12.602,12.602,12.602,3.834,12.95,11.069,11.069,14.797,7.65,30.054,1.192,0,6.111,8.29,9.359,10.497,15.862,3,18.15,20.716
7.328,5.355,10.141,14.744,15.913,17.105,3.355,3.355,12.413,13.55,18.29,11.203,8.869,7.984,6.525,1.129,2.926,6.038,7.909,7.909,12.256,12.764,0.257,4,4.359,4.359,11.332,5.816,7,2.523,10.909,0.274,5.411,10.418,1.536,1.536,4.07,3.949,19.951,0.0,-0.013,25.196,6.49,10.895,6.732,14,8.592,12.332,12.332,12.332,3.569,12.691,10.093,10.093,14.519,7.458,29.702,1.118,0,6.007,8.057,9.143,10.286,15.523,3,17.795,20.351
6.481,5.097,9.929,14.15,15.215,16.325,3.097,3.097,12.009,13.029,17.414,10.853,8.681,7.955,6.477,1.018,2.942,6.158,7.748,7.748,12.197,12.738,0.222,0,4.134,4.134,11.323,5.661,10,2.628,10.799,0.234,5.202,10.453,1.431,1.431,4.107,3.975,17.872,0.0,0.055,0.0,6.492,10.959,6.866,13,8.715,10.631,10.631,10.631,3.669,12.698,10.126,10.126,14.464,7.623,29.097,1.224,0,5.99,8.132,9.261,10.461,15.099,1,17.16,19.599
7.602,5.393,10.442,15.038,16.207,17.399,3.393,3.393,12.711,13.845,18.584,11.5,9.165,8.281,6.812,1.601,3.066,6.319,9.55,9.55,12.623,13.123,0.236,4,4.397,4.397,11.689,6.323,11,2.818,11.243,0.253,5.464,10.759,1.475,1.475,4.324,4.087,20.276,0.0,0.079,26.23,6.661,11.21,7.029,22,8.901,12.545,12.545,12.545,3.849,13.015,10.735,10.735,14.85,7.742,30.012,1.248,0,6.237,8.362,9.445,10.637,15.851,3,18.107,20.663
6.854,5.184,10.138,14.516,15.622,16.762,3.184,3.184,12.3,13.368,17.886,11.124,8.881,8.075,6.604,0.997,3.069,6.189,8.265,8.265,12.264,12.79,0.203,0,4.184,4.184,11.369,5.859,7,2.68,10.878,0.214,5.252,10.477,1.275,1.275,4.155,4.069,18.222,0.0,0.006,0.0,6.607,10.975,6.845,30,8.695,10.957,10.957,10.957,3.71,12.738,10.448,10.448,14.529,7.585,29.307,1.309,0,5.906,8.138,9.251,10.426,15.267,1,17.374,19.842
7.481,5.166,10.239,14.587,15.685,16.815,3.166,3.166,12.387,13.448,17.93,11.22,8.991,8.186,6.73,1.171,3.068,6.307,9.464,9.464,12.47,12.99,0.227,0,4.193,4.193,11.566,6.249,15,2.876,11.051,0.242,5.26,10.665,1.453,1.453,4.303,4.089,18.31,0.0,0.074,0.0,6.613,11.142,7.009,11,8.866,11.018,11.018,11.018,3.898,12.906,10.47,10.47,14.696,7.745,29.455,1.223,0,6.041,8.306,9.414,10.607,15.435,0,17.534,19.999
5.0,4.913,9.574,13.516,14.502,15.546,2.913,2.913,11.519,12.457,16.558,10.421,8.384,7.715,6.317,1.042,2.739,5.999,7.983,7.983,12.094,12.637,0.261,1,3.918,3.918,11.219,5.696,4,2.57,10.572,0.274,5.07,10.359,1.625,1.625,4.114,3.897,15.729,0.0,-0.001,11.99,6.118,10.825,6.774,5,8.627,9.411,9.411,9.411,3.665,12.521,8.907,8.907,14.238,7.54,28.332,1.089,0,5.828,8.043,9.158,10.336,14.633,1,16.504,18.844
5.0,5.444,10.313,15.025,16.225,17.442,3.444,3.444,12.641,13.812,18.656,11.419,9.047,8.095,6.67,0.934,2.948,6.084,7.943,7.943,12.038,12.568,0.247,1,4.461,4.461,11.143,5.753,5,2.516,10.969,0.261,5.503,10.268,1.481,1.481,4.177,3.983,20.548,0.0,-0.089,12.852,6.456,10.948,6.725,9,8.505,12.923,12.923,12.923,3.555,12.779,9.967,9.967,14.647,7.465,30.202,1.107,0,5.672,8.182,9.169,10.272,15.695,1,18.071,20.641
5.0,5.224,9.862,14.278,15.399,16.552,3.224,3.224,12.04,13.12,17.693,10.856,8.596,7.795,6.309,1.146,2.772,5.921,8.995,8.995,12.285,12.791,0.282,0,4.289,4.289,11.359,6.123,6,2.588,10.832,0.305,5.393,10.436,1.643,1.643,3.886,3.825,19.31,0.0,0.059,0.0,6.306,10.848,6.708,5,8.597,11.762,11.762,11.762,3.688,12.631,9.524,9.524,14.444,7.428,29.416,1.097,0,5.647,8.017,9.106,10.344,15.339,0,17.525,20.041
5.0,5.062,9.69,13.77,14.807,15.901,3.062,3.062,11.691,12.669,16.97,10.559,8.47,7.8,6.371,1.354,2.623,6.074,7.964,7.964,12.135,12.681,0.274,1,4.275,4.275,11.263,5.697,4,2.491,10.925,0.285,5.363,10.41,1.737,1.737,4.147,3.721,19.807,4.4,-0.023,12.479,5.74,11.042,6.905,6,8.69,12.281,12.281,12.281,3.617,12.809,8.044,8.044,14.613,7.664,29.831,1.168,3,6.242,8.278,9.321,10.446,15.421,1,17.684,20.21
5.0,5.322,10.322,14.799,15.941,17.108,3.322,3.322,12.528,13.635,18.27,11.353,9.094,8.227,6.831,1.424,2.995,6.326,9.096,9.096,12.49,13.012,0.256,1,4.326,4.326,11.585,6.148,8,2.756,11.182,0.27,5.494,10.695,1.664,1.664,4.443,4.178,18.829,0.0,0.015,12.424,6.794,11.256,7.096,10,8.913,11.699,11.699,11.699,3.81,13.043,11.258,11.258,14.86,7.836,29.974,1.208,0,5.874,8.489,9.514,10.617,15.68,1,17.905,20.389
6.457,5.396,10.406,15.037,16.212,17.408,3.396,3.396,12.695,13.838,18.598,11.477,9.122,8.224,6.747,1.431,3.078,6.249,9.719,9.719,12.55,13.048,0.229,4,4.405,4.405,11.612,6.387,14,2.831,11.198,0.244,5.44,10.68,1.425,1.425,4.25,4.112,20.385,0.0,0.05,26.056,6.751,11.137,6.948,24,8.82,12.595,12.595,12.595,3.848,12.952,11.05,11.05,14.798,7.66,30.047,1.275,0,6.226,8.289,9.365,10.537,15.858,3,18.143,20.709
5.594,5.374,10.351,14.936,16.101,17.289,3.374,3.374,12.615,13.747,18.471,11.409,9.08,8.194,6.727,1.49,3.019,6.239,9.548,9.548,12.598,13.097,0.263,4,4.391,4.391,11.663,6.323,13,2.79,11.221,0.284,5.494,10.731,1.611,1.611,4.233,4.069,20.276,0.0,0.042,26.023,6.661,11.173,6.991,12,8.872,12.545,12.545,12.545,3.835,12.984,10.735,10.735,14.823,7.7,30.008,1.178,0,6.199,8.327,9.404,10.604,15.843,3,18.103,20.66
6.502,5.388,10.373,14.999,16.172,17.366,3.388,3.388,12.66,13.804,18.554,11.447,9.098,8.19,6.729,1.417,3.065,6.214,9.752,9.752,12.556,13.052,0.25,4,4.406,4.406,11.615,6.397,12,2.815,11.197,0.267,5.445,10.679,1.538,1.538,4.233,4.116,20.396,0.0,0.086,25.794,6.756,11.133,6.94,12,8.812,12.602,12.602,12.602,3.849,12.95,11.069,11.069,14.797,7.65,30.054,1.185,0,6.148,8.29,9.359,10.497,15.862,3,18.15,20.716
7.444,5.356,10.224,14.795,15.957,17.144,3.356,3.356,12.479,13.607,18.324,11.275,8.955,8.081,6.618,1.177,2.934,6.138,9.123,9.123,12.381,12.889,0.25,4,4.36,4.36,11.459,6.161,7,2.705,11.029,0.267,5.428,10.542,1.513,1.513,4.151,3.963,19.954,0.0,0.064,25.451,6.494,11.021,6.849,14,8.709,12.334,12.334,12.334,3.794,12.819,10.113,10.113,14.646,7.57,29.778,1.182,0,6.012,8.179,9.264,10.428,15.617,3,17.87,20.415
7.009,5.214,10.143,14.547,15.66,16.803,3.214,3.214,12.319,13.397,17.933,11.144,8.89,8.063,6.605,1.157,3.028,6.164,9.381,9.381,12.562,13.064,0.254,0,4.273,4.273,11.631,6.228,8,2.762,11.118,0.276,5.387,10.703,1.556,1.556,4.164,4.116,18.989,0.0,-0.028,0.0,6.717,11.123,6.965,16,8.848,11.571,11.571,11.571,3.852,12.914,10.966,10.966,14.73,7.677,29.686,1.135,0,5.861,8.29,9.37,10.558,15.62,0,17.797,20.3
6.26,5.097,9.75,14.045,15.128,16.246,3.097,3.097,11.871,12.917,17.346,10.71,8.499,7.729,6.248,0.726,2.939,5.893,7.421,7.421,11.963,12.499,0.232,0,4.134,4.134,11.082,5.66,6,2.327,10.611,0.245,5.201,10.204,1.399,1.399,3.819,3.972,17.872,0.0,0.046,0.0,6.491,10.721,6.6,6,8.452,10.631,10.631,10.631,3.444,12.483,10.125,10.125,14.274,7.349,29.041,1.223,0,5.69,7.886,9.002,10.202,14.989,1,17.087,19.539
7.0,5.097,9.804,14.073,15.15,16.265,3.097,3.097,11.91,12.947,17.361,10.752,8.557,7.8,6.328,0.726,2.939,5.976,7.421,7.421,12.008,12.546,0.222,0,4.134,4.134,11.13,5.66,8,2.48,10.652,0.234,5.174,10.255,1.373,1.373,3.931,3.972,17.872,0.0,0.082,0.0,6.491,10.784,6.666,8,8.509,10.631,10.631,10.631,3.564,12.538,10.125,10.125,14.321,7.42,29.051,1.225,0,5.781,7.947,9.071,10.26,15.009,1,17.098,19.548
7.056,5.097,10.053,14.323,15.398,16.505,3.097,3.097,12.166,13.208,17.596,11.023,8.836,8.025,6.617,0.872,2.939,6.157,10.125,10.125,12.131,12.668,0.255,0,4.134,4.134,11.248,6.455,8,2.915,10.917,0.269,5.175,10.382,1.612,1.612,4.242,4.074,17.872,0.0,-0.059,22.827,6.491,11.01,6.853,8,8.64,10.631,10.631,10.631,3.972,12.783,10.195,10.195,14.582,7.601,29.348,1.225,0,6.077,8.243,9.275,10.395,15.321,3,17.454,19.877
8.523,5.279,10.359,14.769,15.888,17.036,3.279,3.279,12.537,13.621,18.174,11.371,9.131,8.274,6.868,1.903,2.957,6.358,9.415,9.415,12.382,12.909,0.267,4,4.282,4.282,11.487,6.253,5,2.873,11.131,0.283,5.327,10.601,1.676,1.676,4.465,3.992,19.322,0.0,0.037,49.875,6.504,11.213,7.027,12,8.825,11.775,11.775,11.775,3.909,12.998,10.027,10.027,14.808,7.773,29.734,1.14,0,6.535,8.344,9.465,10.582,15.591,4,17.743,20.242
7.301,5.279,10.358,14.763,15.882,17.03,3.279,3.279,12.532,13.614,18.169,11.364,9.123,8.281,6.861,1.965,2.955,6.379,9.388,9.388,12.387,12.916,0.258,4,4.282,4.282,11.495,6.244,5,2.868,11.134,0.271,5.32,10.613,1.644,1.644,4.465,3.987,19.322,0.0,0.075,50.459,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.9,13.001,10.027,10.027,14.81,7.789,29.731,1.156,0,6.65,8.348,9.475,10.595,15.59,4,17.74,20.24
8.398,5.278,10.328,14.735,15.854,17.002,3.278,3.278,12.503,13.587,18.142,11.338,9.102,8.248,6.845,1.903,2.933,6.339,9.415,9.415,12.382,12.909,0.264,4,4.281,4.281,11.487,6.253,8,2.866,11.131,0.279,5.372,10.601,1.648,1.648,4.45,3.983,19.322,0.0,0.033,49.712,6.504,11.213,7.027,12,8.825,11.775,11.775,11.775,3.905,12.998,10.027,10.027,14.808,7.773,29.734,1.14,0,6.514,8.344,9.465,10.582,15.591,4,17.743,20.242
5.0,4.952,9.669,13.767,14.791,15.862,2.952,2.952,11.697,12.681,16.905,10.571,8.451,7.721,6.288,1.039,2.88,5.925,8.943,8.943,12.119,12.651,0.297,0,4.095,4.095,11.232,6.112,5,2.668,10.815,0.312,5.171,10.35,1.778,1.778,3.965,3.994,18.081,5.8,0.073,0.0,6.323,10.935,6.772,7,8.585,10.939,10.939,10.939,3.767,12.707,9.687,9.687,14.503,7.521,29.267,1.171,3,5.803,8.079,9.2,10.345,15.186,0,17.27,19.721
7.679,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
6.721,5.097,9.754,14.046,15.128,16.246,3.097,3.097,11.873,12.917,17.346,10.71,8.499,7.738,6.248,0.67,2.939,5.91,7.421,7.421,11.966,12.504,0.227,0,4.134,4.134,11.088,5.66,8,2.326,10.613,0.24,5.201,10.212,1.386,1.386,3.819,3.972,17.872,0.0,0.062,0.0,6.491,10.727,6.611,7,8.465,10.631,10.631,10.631,3.444,12.487,10.125,10.125,14.276,7.362,29.041,1.223,0,5.743,7.893,9.011,10.211,14.989,1,17.087,19.539
7.699,5.278,10.362,14.766,15.884,17.03,3.278,3.278,12.537,13.618,18.168,11.371,9.132,8.281,6.87,1.989,2.928,6.369,9.307,9.307,12.372,12.901,0.247,4,4.281,4.281,11.48,6.221,6,2.898,11.126,0.261,5.35,10.598,1.564,1.564,4.464,3.967,19.32,0.0,0.042,49.648,6.503,11.216,7.033,15,8.829,11.775,11.775,11.775,3.926,12.998,10.016,10.016,14.807,7.781,29.728,1.211,0,6.575,8.347,9.47,10.586,15.582,4,17.736,20.232
6.456,5.097,9.806,14.076,15.154,16.268,3.097,3.097,11.914,12.951,17.365,10.755,8.558,7.8,6.327,0.726,2.939,5.975,7.438,7.438,12.013,12.55,0.222,0,4.134,4.134,11.133,5.66,8,2.504,10.661,0.234,5.174,10.259,1.373,1.373,3.931,3.972,17.872,0.0,0.015,0.0,6.491,10.785,6.668,7,8.512,10.631,10.631,10.631,3.596,12.54,10.125,10.125,14.324,7.42,29.056,1.225,0,5.811,7.949,9.071,10.263,15.018,1,17.105,19.555
5.0,5.129,9.734,13.968,15.044,16.164,3.129,3.129,11.815,12.842,17.266,10.661,8.499,7.766,6.33,1.236,2.698,5.976,8.312,8.312,12.132,12.659,0.284,1,4.181,4.181,11.236,5.948,6,2.554,10.725,0.3,5.222,10.348,1.741,1.741,4.04,3.794,18.277,3.6,0.005,12.449,6.166,10.865,6.744,4,8.577,11.049,11.049,11.049,3.697,12.613,9.164,9.164,14.387,7.499,29.047,1.048,2,6.133,8.017,9.154,10.338,15.062,2,17.137,19.603
5.0,5.235,9.988,14.443,15.57,16.721,3.235,3.235,12.192,13.287,17.863,11.014,8.74,7.877,6.438,1.198,2.937,5.95,9.501,9.501,12.264,12.77,0.296,1,4.308,4.308,11.339,6.347,5,2.655,10.93,0.32,5.348,10.419,1.716,1.716,3.994,3.955,19.555,2.4,-0.109,12.797,6.444,10.933,6.737,5,8.582,11.883,11.883,11.883,3.758,12.738,9.902,9.902,14.569,7.459,29.614,1.042,1,5.792,8.074,9.166,10.349,15.476,1,17.676,20.199
5.666,5.197,9.777,14.199,15.319,16.462,3.197,3.197,11.963,13.053,17.597,10.799,8.553,7.686,6.287,1.331,2.834,5.774,7.682,7.682,12.041,12.551,0.267,1,4.264,4.264,11.121,5.7,0,2.43,10.79,0.279,5.321,10.213,1.53,1.53,3.887,3.921,19.466,0.0,-0.103,0.0,6.588,10.779,6.569,5,8.389,11.839,11.839,11.839,3.501,12.589,10.287,10.287,14.426,7.292,29.559,1.257,0,5.928,7.905,9.006,10.103,15.37,1,17.597,20.126
7.284,5.28,10.347,14.753,15.872,17.02,3.28,3.28,12.522,13.604,18.16,11.355,9.117,8.268,6.855,2.042,2.939,6.363,9.418,9.418,12.416,12.943,0.243,4,4.285,4.285,11.52,6.253,11,2.872,11.154,0.256,5.368,10.634,1.551,1.551,4.45,3.989,19.375,0.0,-0.014,50.995,6.517,11.232,7.052,13,8.857,11.805,11.805,11.805,3.911,13.016,10.086,10.086,14.825,7.797,29.753,1.178,0,6.573,8.365,9.486,10.607,15.615,4,17.767,20.269
7.398,5.28,10.341,14.745,15.865,17.013,3.28,3.28,12.514,13.597,18.153,11.348,9.11,8.267,6.852,2.097,2.938,6.373,9.418,9.418,12.429,12.956,0.246,4,4.285,4.285,11.533,6.253,11,2.866,11.157,0.258,5.375,10.649,1.592,1.592,4.45,3.988,19.375,0.0,0.025,51.409,6.517,11.239,7.066,13,8.876,11.805,11.805,11.805,3.908,13.02,10.086,10.086,14.828,7.813,29.753,1.183,0,6.613,8.374,9.496,10.62,15.615,4,17.767,20.269
6.398,5.28,10.345,14.752,15.871,17.019,3.28,3.28,12.52,13.603,18.159,11.354,9.116,8.265,6.855,2.042,2.938,6.357,9.418,9.418,12.404,12.931,0.247,4,4.284,4.284,11.508,6.253,10,2.872,11.149,0.261,5.367,10.622,1.564,1.564,4.45,3.988,19.369,0.0,0.007,50.625,6.516,11.228,7.043,13,8.844,11.803,11.803,11.803,3.91,13.013,10.08,10.08,14.823,7.789,29.751,1.178,0,6.561,8.359,9.48,10.599,15.611,4,17.765,20.266
8.523,5.278,10.393,14.797,15.914,17.06,3.278,3.278,12.568,13.65,18.197,11.403,9.166,8.314,6.91,2.063,2.953,6.404,9.674,9.674,12.453,12.978,0.255,4,4.281,4.281,11.554,6.311,8,2.902,11.181,0.268,5.365,10.666,1.62,1.62,4.517,4.015,19.322,0.0,0.054,50.203,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.597,8.398,9.518,10.632,15.631,4,17.779,20.277
7.072,5.278,10.328,14.732,15.85,16.999,3.278,3.278,12.501,13.582,18.138,11.332,9.094,8.253,6.837,1.917,2.933,6.35,9.393,9.393,12.384,12.912,0.259,4,4.281,4.281,11.49,6.245,8,2.863,11.133,0.273,5.356,10.606,1.634,1.634,4.45,3.98,19.322,0.0,0.05,50.009,6.504,11.216,7.034,12,8.834,11.775,11.775,11.775,3.899,12.999,10.027,10.027,14.808,7.781,29.732,1.142,0,6.58,8.346,9.47,10.612,15.59,4,17.74,20.241
7.854,5.281,10.358,14.753,15.871,17.019,3.281,3.281,12.525,13.605,18.158,11.362,9.133,8.293,6.891,2.153,2.939,6.407,9.418,9.418,12.441,12.97,0.256,5,4.285,4.285,11.547,6.253,14,2.866,11.169,0.269,5.375,10.665,1.643,1.643,4.515,3.989,19.376,0.0,0.003,62.193,6.517,11.262,7.093,12,8.896,11.805,11.805,11.805,3.908,13.039,10.086,10.086,14.843,7.843,29.754,1.142,0,6.677,8.398,9.524,10.639,15.619,5,17.769,20.27
8.398,5.278,10.368,14.773,15.891,17.038,3.278,3.278,12.543,13.626,18.175,11.379,9.142,8.288,6.887,2.063,2.943,6.379,9.618,9.618,12.431,12.956,0.253,4,4.281,4.281,11.532,6.299,8,2.89,11.166,0.267,5.365,10.645,1.592,1.592,4.504,4.005,19.322,0.0,-0.007,49.845,6.504,11.25,7.067,13,8.864,11.775,11.775,11.775,3.932,13.032,10.032,10.032,14.839,7.812,29.752,1.148,0,6.651,8.384,9.503,10.617,15.62,4,17.768,20.268
7.0,5.278,10.319,14.724,15.844,16.993,3.278,3.278,12.493,13.575,18.132,11.326,9.09,8.245,6.835,1.965,2.932,6.347,9.388,9.388,12.387,12.916,0.261,4,4.281,4.281,11.495,6.244,8,2.858,11.134,0.275,5.394,10.613,1.654,1.654,4.45,3.979,19.322,0.0,0.061,50.335,6.504,11.22,7.041,13,8.843,11.775,11.775,11.775,3.895,13.001,10.027,10.027,14.81,7.789,29.731,1.159,0,6.602,8.348,9.475,10.595,15.59,4,17.74,20.24
7.301,5.28,10.354,14.75,15.868,17.015,3.28,3.28,12.522,13.603,18.155,11.359,9.132,8.287,6.891,2.097,2.938,6.396,9.418,9.418,12.438,12.966,0.246,4,4.285,4.285,11.543,6.253,11,2.866,11.168,0.258,5.375,10.659,1.592,1.592,4.517,3.988,19.376,0.0,0.039,51.449,6.517,11.259,7.086,13,8.888,11.805,11.805,11.805,3.908,13.037,10.086,10.086,14.842,7.836,29.754,1.183,0,6.635,8.394,9.519,10.633,15.619,4,17.769,20.27
8.0,5.278,10.323,14.727,15.846,16.995,3.278,3.278,12.496,13.578,18.134,11.329,9.091,8.25,6.836,1.965,2.932,6.353,9.388,9.388,12.387,12.916,0.249,4,4.281,4.281,11.495,6.244,12,2.86,11.134,0.262,5.374,10.613,1.58,1.58,4.45,3.979,19.322,0.0,0.069,50.236,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.896,13.001,10.027,10.027,14.81,7.789,29.731,1.142,0,6.63,8.348,9.475,10.595,15.59,4,17.74,20.24
9.0,5.278,10.337,14.743,15.862,17.01,3.278,3.278,12.512,13.595,18.149,11.346,9.108,8.257,6.849,1.903,2.935,6.348,9.415,9.415,12.382,12.909,0.251,4,4.281,4.281,11.487,6.253,8,2.871,11.131,0.266,5.364,10.601,1.576,1.576,4.45,3.984,19.322,0.0,0.028,49.781,6.504,11.213,7.027,13,8.825,11.775,11.775,11.775,3.908,12.998,10.027,10.027,14.808,7.773,29.734,1.178,0,6.527,8.344,9.465,10.582,15.591,4,17.743,20.242
5.721,5.386,10.759,15.354,16.521,17.709,3.386,3.386,13.029,14.165,18.892,11.828,9.504,8.59,7.168,2.348,3.278,6.607,10.02,10.02,12.856,13.356,0.236,4,4.419,4.419,11.921,6.503,12,2.925,11.532,0.248,5.505,10.994,1.53,1.53,4.697,4.281,20.434,0.0,0.102,51.234,6.99,11.522,7.309,24,9.141,12.434,12.434,12.434,3.962,13.334,11.775,11.775,15.17,8.028,30.308,1.313,0,6.677,8.66,9.747,10.909,16.122,4,18.357,20.911
8.0,5.396,10.391,15.029,16.206,17.402,3.396,3.396,12.684,13.831,18.592,11.47,9.115,8.203,6.742,1.417,3.075,6.221,9.752,9.752,12.556,13.052,0.241,4,4.409,4.409,11.615,6.397,11,2.815,11.197,0.257,5.448,10.679,1.488,1.488,4.241,4.119,20.396,0.0,0.068,25.852,6.756,11.133,6.94,14,8.812,12.602,12.602,12.602,3.849,12.95,11.069,11.069,14.797,7.65,30.054,1.192,0,6.158,8.29,9.359,10.497,15.862,3,18.15,20.716
7.699,5.278,10.392,14.795,15.913,17.059,3.278,3.278,12.566,13.648,18.196,11.401,9.164,8.312,6.909,2.063,2.952,6.402,9.674,9.674,12.453,12.978,0.249,4,4.281,4.281,11.554,6.311,8,2.901,11.181,0.262,5.365,10.666,1.58,1.58,4.517,4.015,19.322,0.0,0.03,50.121,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.598,8.398,9.518,10.632,15.631,4,17.779,20.277
8.699,5.278,10.392,14.795,15.913,17.059,3.278,3.278,12.566,13.648,18.196,11.401,9.164,8.312,6.909,2.063,2.952,6.402,9.674,9.674,12.453,12.978,0.249,4,4.281,4.281,11.554,6.311,8,2.901,11.181,0.262,5.365,10.666,1.58,1.58,4.517,4.015,19.322,0.0,0.03,50.121,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.598,8.398,9.518,10.632,15.631,4,17.779,20.277
7.0,5.278,10.319,14.724,15.844,16.993,3.278,3.278,12.493,13.575,18.132,11.326,9.09,8.245,6.835,1.965,2.932,6.347,9.388,9.388,12.387,12.916,0.261,4,4.281,4.281,11.495,6.244,8,2.858,11.134,0.275,5.394,10.613,1.654,1.654,4.45,3.979,19.322,0.0,0.061,50.335,6.504,11.22,7.041,13,8.843,11.775,11.775,11.775,3.895,13.001,10.027,10.027,14.81,7.789,29.731,1.159,0,6.602,8.348,9.475,10.595,15.59,4,17.74,20.24
8.398,5.278,10.446,14.848,15.965,17.109,3.278,3.278,12.62,13.702,18.245,11.457,9.222,8.363,6.969,2.063,2.987,6.445,9.815,9.815,12.489,13.013,0.24,4,4.282,4.282,11.59,6.362,12,2.915,11.222,0.251,5.365,10.699,1.539,1.539,4.581,4.045,19.322,0.0,0.105,50.499,6.505,11.311,7.12,18,8.914,11.775,11.775,11.775,3.948,13.095,10.042,10.042,14.903,7.866,29.799,1.182,0,6.63,8.441,9.561,10.665,15.669,4,17.812,20.308
7.046,5.278,10.451,14.853,15.969,17.114,3.278,3.278,12.625,13.707,18.249,11.463,9.227,8.369,6.972,2.143,2.99,6.452,9.859,9.859,12.507,13.031,0.249,5,4.282,4.282,11.607,6.376,12,2.916,11.238,0.262,5.365,10.716,1.589,1.589,4.578,4.051,19.322,0.0,0.022,62.577,6.505,11.325,7.135,13,8.931,11.775,11.775,11.775,3.95,13.109,10.047,10.047,14.917,7.88,29.811,1.179,0,6.653,8.455,9.575,10.68,15.684,5,17.826,20.321
6.585,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
7.585,5.278,10.44,14.838,15.954,17.1,3.278,3.278,12.61,13.69,18.236,11.443,9.206,8.367,6.952,2.132,2.985,6.466,10.0,10.0,12.564,13.086,0.248,4,4.282,4.282,11.661,6.496,12,2.91,11.274,0.261,5.368,10.768,1.6,1.6,4.564,4.067,19.322,0.0,0.093,50.965,6.558,11.347,7.166,13,8.977,11.775,11.775,11.775,3.947,13.13,10.414,10.414,14.939,7.907,29.86,1.223,0,6.686,8.476,9.599,10.735,15.732,4,17.882,20.381
