pXC50,P_VSA_e_3,P_VSA_LogP_3,GGI7,Eig02_AEA.ed.,SM11_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,N.069,nArNH2,Eig02_AEA.ri.,SM12_EA.bo.,SaaN,Eig02_EA.ri.,SM08_EA.bo.,Eig02_EA,SM10_AEA.bo.,Chi0_EA.dm.,SM07_EA.bo.,Yindex,P_VSA_e_5,Eig08_EA.ed.,SM03_AEA.ri.,GGI3,GATS6p,IC2,SM07_EA,Eig13_EA.ri.,Vindex,Xindex,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_AEA.ed.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpDiam_EA.ed.,SpMax_EA,JGI6,Eig05_EA,SM13_AEA.bo.,nRCOOH,SpDiam_AEA.ri.,Eig08_AEA.ed.,SpMin4_Bh.m.,SM03_EA.ed.,ATS7e,NssCH2,Eig06_EA.ri.,ICR,SpMin1_Bh.s.,Eig02_AEA.bo.,SM15_EA.ed.,GGI4,ATSC7e,ATSC7m,ATS8m,Eig13_EA,Eig13_EA.bo.,SM07_AEA.dm.,GATS8i,RBF,SM08_EA,ATS7i,HVcpx
7.638,134.162,103.699,0.523,6.116,16.962,13.976,15.54,2,2,3.887,18.498,12.439,2.873,12.66,2.892,2.892,22.632,11.023,0.465,160.801,5.12,5.12,2.5,1.04,4.951,8.85,0.771,0.18,0.295,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.466,3.212,0.014,2.334,2.334,2,5.26,4.645,1.692,7.681,4.829,4,2.154,3.233,1.317,4.207,36.317,2.311,0.829,27.998,3.704,0.789,0.934,0.789,0.972,0.153,10.084,5.04,3.792
4.77,102.49,37.905,0.16,7.114,15.576,12.867,14.328,0,0,4.166,16.993,0.0,2.871,11.707,3.307,3.307,17.705,10.162,1.069,0.0,0.638,0.638,2.938,0.833,3.962,9.345,-0.7,0.353,0.523,7.518,13.409,13.409,7.518,13.409,3.509,3.509,5.509,21.417,3.509,0.042,1.928,1.928,0,5.539,3.434,1.417,8.131,4.15,0,1.344,2.202,1.162,4.422,39.058,1.396,0.785,14.498,2.474,-1.0,-1.0,-1.0,1.647,0.029,10.609,4.383,2.802
5.05,102.49,37.905,0.184,5.889,15.257,12.577,14.059,0,0,3.614,16.683,0.0,2.595,11.485,2.628,2.628,16.888,9.899,0.879,0.0,1.071,1.071,2.438,0.874,4.019,8.934,-1.0,0.31,0.475,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.036,1.783,1.783,0,5.533,3.396,1.533,7.748,4.216,3,1.396,2.671,1.32,3.996,38.93,1.298,0.116,15.286,2.696,-1.0,-1.0,-1.0,1.148,0.091,10.219,4.529,3.048
4.17,102.49,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.565,16.657,0.0,2.537,11.46,2.586,2.586,15.676,9.875,1.138,0.0,-0.785,-0.785,2.438,0.726,3.844,8.918,-1.264,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.474,7.724,3.807,0,1.0,2.108,1.176,3.967,38.93,1.258,0.072,10.349,1.756,-1.303,-1.509,-1.303,1.039,0.029,10.195,4.112,2.704
4.65,102.49,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.546,16.657,0.0,2.479,11.46,2.586,2.586,14.878,9.875,1.138,0.0,-0.785,-0.785,2.438,0.799,3.744,8.918,-1.142,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.417,7.724,3.734,0,1.0,2.108,1.142,3.967,38.93,1.258,0.329,10.963,1.682,-1.303,-1.509,-1.303,2.042,0.031,10.195,4.043,2.704
5.66,102.49,66.334,0.33,5.951,15.769,13.071,14.569,0,0,3.746,17.206,0.0,2.588,11.976,2.833,2.833,22.962,10.37,0.544,11.0,3.526,3.526,2.75,0.807,4.266,9.116,-0.253,0.205,0.328,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.025,2.265,2.265,0,5.533,4.043,1.5,7.926,4.318,1,1.88,2.858,1.157,4.216,38.931,1.831,0.329,18.448,3.475,-0.278,-0.327,-0.278,0.967,0.085,10.387,4.561,3.422
4.96,102.49,37.905,0.106,5.905,15.263,12.573,14.058,0,0,3.594,16.691,0.0,2.565,11.473,2.614,2.614,15.676,9.886,1.188,0.0,-0.812,-0.812,2.563,0.833,3.962,8.921,-1.336,0.379,0.549,7.517,13.405,13.405,7.517,13.405,3.503,3.503,5.503,21.404,3.503,0.021,1.675,1.675,0,5.534,3.076,1.489,7.724,4.008,0,1.172,2.092,1.178,3.989,38.935,1.178,0.155,12.875,1.472,-1.367,-1.63,-1.367,0.43,0.029,10.2,4.305,2.615
5.19,102.49,85.286,0.205,5.889,15.398,12.732,14.269,0,0,3.61,16.858,0.0,2.543,11.731,2.652,2.652,20.795,10.064,0.576,11.0,2.275,2.275,2.375,0.817,4.008,8.995,-0.376,0.214,0.34,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.022,2.223,2.223,0,5.533,3.531,1.502,7.816,4.305,1,1.629,2.838,1.157,4.01,38.93,1.449,0.266,17.16,3.014,-0.4,-0.484,-0.4,0.998,0.085,10.287,4.562,3.313
4.43,102.49,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.523,16.657,0.0,2.418,11.46,2.586,2.586,15.011,9.875,1.138,0.0,-0.785,-0.785,2.438,0.415,3.744,8.918,-1.0,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.417,7.724,3.674,0,1.0,2.108,1.153,3.967,38.93,1.258,0.078,21.187,3.016,-1.303,-1.509,-1.303,1.542,0.031,10.195,3.978,2.704
5.68,102.49,85.286,0.264,5.917,15.427,12.752,14.289,0,0,3.634,16.888,0.0,2.562,11.741,2.678,2.678,20.795,10.073,0.636,11.0,2.649,2.649,2.5,0.805,4.024,8.999,-0.394,0.23,0.358,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.016,2.177,2.177,0,5.534,3.559,1.501,7.816,4.434,1,1.606,2.672,1.158,4.031,38.935,1.369,0.245,19.4,3.185,-0.413,-0.517,-0.413,0.979,0.085,10.291,4.667,3.243
4.76,102.49,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.533,16.657,0.0,2.442,11.46,2.586,2.586,14.852,9.875,1.138,0.0,-0.785,-0.785,2.438,0.678,3.744,8.918,-1.007,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.417,7.724,3.709,0,1.0,2.108,1.146,3.967,38.93,1.258,0.222,14.117,2.037,-1.303,-1.509,-1.303,0.609,0.031,10.195,4.002,2.704
8.824,116.151,94.223,0.373,6.205,16.997,13.997,15.566,2,2,3.881,18.533,12.544,2.818,12.662,2.913,2.913,21.6,11.009,0.709,22.0,3.388,3.388,2.188,1.016,4.472,8.687,-0.243,0.248,0.38,6.838,11.245,11.245,6.838,11.245,3.219,3.219,5.219,18.52,3.219,0.021,2.043,2.043,0,5.269,4.149,1.59,7.526,4.525,1,1.818,2.657,1.277,4.277,36.357,1.942,0.418,21.475,3.398,-0.259,-0.323,-0.259,1.126,0.089,9.938,4.75,3.178
6.066,134.162,94.223,0.389,5.952,16.976,13.976,15.546,2,2,3.736,18.514,12.406,2.555,12.642,2.831,2.831,19.062,10.989,0.628,0.0,3.516,3.516,2.063,0.949,4.574,8.633,-0.387,0.229,0.358,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.467,3.212,0.016,2.035,2.035,0,5.26,4.042,1.526,7.445,4.158,1,1.807,2.736,1.228,4.215,36.294,1.782,0.268,16.061,3.554,-0.449,-0.571,-0.449,0.962,0.077,9.877,4.389,3.275
7.444,119.275,84.747,0.467,6.365,17.072,14.08,15.641,2,2,3.93,18.603,12.485,2.722,12.737,3.03,3.03,20.142,11.101,0.656,0.0,3.837,3.837,2.625,1.184,4.565,8.86,-0.229,0.235,0.365,6.837,11.242,11.242,6.837,11.242,3.218,3.218,5.218,18.519,3.218,0.022,2.037,2.037,0,5.265,4.353,1.575,7.65,4.407,1,1.814,2.725,1.243,4.389,36.39,2.333,0.402,25.952,3.833,-0.347,-0.445,-0.347,0.905,0.071,10.09,4.646,3.284
6.018,119.275,94.223,0.405,6.154,16.991,13.994,15.561,2,2,3.844,18.526,12.505,2.695,12.661,2.92,2.92,19.576,11.013,0.658,0.0,3.52,3.52,2.313,1.045,4.615,8.751,-0.364,0.236,0.366,6.837,11.242,11.242,6.837,11.242,3.218,3.218,5.218,18.518,3.218,0.021,2.037,2.037,0,5.265,4.076,1.578,7.554,4.399,1,1.812,2.721,1.243,4.261,36.335,2.062,0.323,25.352,3.608,-0.403,-0.522,-0.403,0.91,0.071,9.985,4.648,3.28
7.658,150.947,103.699,0.613,6.188,16.705,13.779,15.331,2,2,3.926,18.221,16.74,2.886,12.518,2.931,2.931,22.987,10.882,0.489,160.801,5.121,5.121,2.313,1.035,5.09,8.809,0.914,0.187,0.302,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.018,2.333,2.333,2,5.113,4.645,1.831,7.647,4.918,4,2.154,3.263,1.364,4.239,35.103,2.28,0.875,31.125,3.889,1.0,1.324,1.0,1.151,0.164,10.036,5.14,3.798
7.495,152.172,103.699,0.613,6.188,16.016,13.26,14.755,2,2,3.926,17.466,8.059,2.886,12.108,2.931,2.931,28.655,10.522,0.489,160.801,5.121,5.121,2.313,1.024,5.066,8.809,0.914,0.187,0.302,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.018,2.333,2.333,2,5.113,4.645,1.825,7.647,5.019,5,2.154,3.263,1.369,4.239,35.103,2.28,0.911,35.808,3.895,1.0,1.106,1.0,1.125,0.159,10.036,5.261,3.798
7.301,153.398,103.699,0.613,6.188,15.913,13.172,14.661,2,2,3.926,17.358,8.148,2.886,12.024,2.931,2.931,32.176,10.447,0.489,160.801,5.121,5.121,2.313,1.021,5.072,8.809,0.914,0.187,0.302,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.018,2.333,2.333,2,5.113,4.645,1.827,7.647,5.095,5,2.154,3.263,1.413,4.238,35.103,2.28,0.936,39.387,3.899,1.0,1.066,1.0,1.125,0.154,10.036,5.352,3.798
