pXC50,nCsp3,nF,nN,nHet,Si,nAT,nBT,Se,nH,nX,X.,nCsp2,Sp,SCBO,Mv,nBO,nSK,Mi,RBN
7.337,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,4
8.222,4,2,5,9,51.496,45,48,46.374,17,2,4.4,15,30.142,41.0,0.666,31,28,1.144,4
8.602,9,1,4,9,62.207,55,59,55.942,23,3,5.5,14,37.96,44.5,0.661,36,32,1.131,3
7.699,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,4
6.328,1,0,3,4,33.365,30,33,30.167,11,0,0.0,14,21.517,31.0,0.696,22,19,1.112,0
6.921,6,0,3,5,51.651,46,49,45.912,21,0,0.0,14,30.779,36.0,0.636,28,25,1.123,3
6.252,1,0,4,5,32.448,29,32,29.385,10,0,0.0,13,20.762,31.0,0.703,22,19,1.119,0
7.824,3,0,5,7,49.817,44,46,44.349,19,0,0.0,15,29.267,37.0,0.641,27,25,1.132,5
6.854,4,0,2,3,29.282,26,28,25.949,12,0,0.0,7,17.273,20.0,0.63,16,14,1.126,0
6.481,6,0,4,6,47.318,42,45,42.247,18,0,0.0,12,28.262,35.0,0.648,27,24,1.127,3
8.699,2,2,4,7,42.373,37,39,38.062,14,2,5.4,14,24.921,34.0,0.668,25,23,1.145,4
6.476,5,0,2,4,37.322,33,34,33.043,16,0,0.0,8,21.25,23.0,0.611,18,17,1.131,3
8.361,2,0,4,5,41.694,37,39,37.036,16,0,0.0,14,25.046,32.0,0.648,23,21,1.127,4
8.796,7,1,4,7,57.904,51,54,51.411,23,1,2.0,14,33.483,39.5,0.631,31,28,1.135,3
6.745,8,0,3,5,45.235,40,43,40.029,19,0,0.0,8,26.017,29.0,0.618,24,21,1.131,1
8.854,2,1,4,6,42.034,37,39,37.549,15,1,2.7,14,24.983,33.0,0.658,24,22,1.136,4
8.0,3,0,5,7,47.402,42,45,42.465,17,0,0.0,15,28.506,38.0,0.659,28,25,1.129,4
6.585,4,0,2,5,42.266,38,41,38.367,15,1,2.6,14,27.108,34.0,0.684,26,23,1.112,1
6.0,3,0,4,6,46.318,41,43,41.247,18,0,0.0,14,27.262,34.0,0.639,25,23,1.13,5
6.553,10,0,3,5,52.066,46,49,45.796,23,0,0.0,8,29.54,31.0,0.604,26,23,1.132,2
6.699,5,0,3,5,46.82,42,45,42.145,17,0,0.0,14,29.256,38.0,0.671,28,25,1.115,2
5.491,0,0,4,5,29.033,26,29,26.502,8,0,0.0,13,19.0,30.0,0.725,21,18,1.117,0
6.357,9,0,4,6,61.979,55,59,54.781,26,0,0.0,14,36.307,41.0,0.624,33,29,1.127,3
6.91,2,0,2,4,27.076,24,25,24.393,10,0,0.0,8,15.966,20.0,0.649,15,14,1.128,1
6.429,3,0,3,5,43.82,39,41,39.145,17,0,0.0,14,26.256,32.0,0.646,24,22,1.124,3
8.387,2,0,3,4,36.78,33,36,33.051,13,0,0.0,14,23.279,32.0,0.679,23,20,1.115,1
8.377,3,0,3,5,41.405,37,40,37.262,15,0,0.0,14,25.495,34.0,0.666,25,22,1.119,2
8.237,5,0,4,5,49.524,44,47,43.803,20,0,0.0,14,29.569,36.0,0.637,27,24,1.126,3
6.114,1,0,2,3,33.282,30,32,29.949,12,0,0.0,14,21.273,28.0,0.68,20,18,1.109,2
8.244,2,0,3,5,36.724,33,36,33.374,12,1,3.0,14,24.137,33.0,0.704,24,21,1.113,1
8.347,5,0,4,7,54.358,48,50,48.342,22,0,0.0,14,31.239,37.0,0.624,28,26,1.132,8
7.991,5,0,4,5,49.524,44,47,43.803,20,0,0.0,14,29.569,36.0,0.637,27,24,1.126,4
8.347,3,0,4,5,45.109,40,42,39.92,18,0,0.0,14,26.807,33.0,0.637,24,22,1.128,4
6.565,5,0,4,7,54.358,48,50,48.342,22,0,0.0,14,31.239,37.0,0.624,28,26,1.132,8
7.77,0,0,3,4,32.365,29,31,29.167,11,0,0.0,14,20.517,29.0,0.686,20,18,1.116,2
8.06,6,0,5,6,55.438,49,52,48.789,23,0,0.0,14,32.336,38.0,0.624,29,26,1.131,4
4.737,0,0,2,3,20.452,18,18,18.182,8,0,0.0,7,11.75,14.0,0.63,10,10,1.136,1
7.004,14,0,4,6,70.225,62,66,61.432,32,0,0.0,10,39.591,40.5,0.595,34,30,1.133,4
6.893,0,0,2,3,25.452,23,25,23.182,8,0,0.0,12,16.75,25.0,0.71,17,15,1.107,0
8.252,3,0,4,5,45.109,40,42,39.92,18,0,0.0,14,26.807,33.0,0.637,24,22,1.128,4
6.447,14,0,4,8,71.354,63,67,62.836,32,0,0.0,9,40.694,42.5,0.6,35,31,1.133,5
7.523,3,0,2,3,30.282,27,29,26.949,12,0,0.0,9,18.273,22.5,0.644,17,15,1.122,0
6.457,14,0,4,8,71.354,63,67,62.836,32,0,0.0,9,40.694,42.5,0.6,35,31,1.133,5
6.777,4,0,1,2,31.199,28,30,27.731,13,0,0.0,9,19.029,22.5,0.639,17,15,1.114,0
8.398,2,0,4,5,41.694,37,39,37.036,16,0,0.0,14,25.046,32.0,0.648,23,21,1.127,4
8.229,3,0,4,6,57.149,51,54,51.014,22,0,0.0,20,34.784,44.0,0.652,32,29,1.121,6
5.125,6,0,1,2,33.614,30,32,29.614,15,0,0.0,7,19.79,21.0,0.614,17,15,1.12,0
7.602,10,1,3,6,56.821,50,53,50.192,24,1,2.0,10,32.239,35.0,0.613,29,26,1.136,3
7.229,9,0,3,5,53.066,47,50,46.796,23,0,0.0,10,30.54,33.5,0.612,27,24,1.129,2
6.678,10,0,3,7,57.61,51,54,51.083,25,0,0.0,9,33.404,36.5,0.612,29,26,1.13,4
7.932,6,0,4,5,52.939,47,50,46.687,22,0,0.0,14,31.33,37.0,0.629,28,25,1.126,4
7.495,14,1,4,7,70.565,62,66,61.945,31,1,1.6,10,39.529,41.5,0.601,35,31,1.138,4
7.377,10,0,3,5,56.481,50,53,49.68,25,0,0.0,10,32.302,34.5,0.606,28,25,1.13,3
6.79,9,0,3,5,53.066,47,50,46.796,23,0,0.0,10,30.54,33.5,0.612,27,24,1.129,2
7.456,3,0,2,3,30.282,27,29,26.949,12,0,0.0,9,18.273,22.5,0.644,17,15,1.122,0
6.733,13,0,4,6,66.81,59,63,58.549,30,0,0.0,10,37.83,39.5,0.599,33,29,1.132,3
