pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.301,1.475,1.649,1.191,4.481,1.459,1.171,1.534,3.312,1.621,1.249,0.718,1.412,1.693,0.689,3.091,1.449,3.255,3.096,176.877,0.773,200.877,3.402,3.905,1.72,1.226,3.395,13.273,1.004,395.0,7765.08,0.957,4.31,1.439,44.528,14.0,134.348,8.045,43,0.989,4.318,67,177.0,0.365,4.882,21.25,12.703,18,3.456,1.168,4.605,127.893,1.601,4.809,3.032,54,4.806,3.505,99.255,7.1,9.126,212.877,40,0.646,0.933,3.793,1.016,2.5,3.944,25.972,0.0
4.301,1.689,1.434,1.207,4.444,1.399,1.22,1.707,3.322,1.586,1.181,0.886,1.395,1.842,0.75,3.088,1.473,3.266,3.088,190.045,0.541,212.574,3.802,3.997,1.822,1.265,3.783,28.647,1.149,738.0,19863.6,1.01,5.483,1.454,47.85,18.25,151.237,11.69,46,1.107,4.337,112,339.0,1.5,4.665,27.521,16.537,14,4.033,1.236,4.567,218.006,1.619,4.711,3.163,143,6.361,3.563,147.026,7.743,11.554,233.329,43,0.821,0.88,3.899,1.179,2.315,3.566,31.185,2.445
4.301,1.839,1.86,1.583,4.97,1.577,1.507,1.863,3.596,1.793,1.571,1.213,1.524,1.966,0.686,3.49,1.722,3.588,3.434,299.97,1.066,333.189,3.807,4.373,1.968,1.511,3.808,40.266,1.544,975.0,35619.1,1.348,6.329,1.696,72.859,22.0,230.774,13.057,68,1.473,4.805,153,457.0,1.806,5.403,32.175,19.692,30,4.458,1.572,5.032,212.604,1.751,5.221,3.416,196,7.653,3.827,189.044,12.367,13.522,391.454,65,1.139,1.195,4.261,1.53,3.778,4.372,41.453,9.131
4.425,1.148,1.082,0.413,3.6,0.873,0.571,1.199,2.633,1.058,0.312,0.0,0.83,1.384,0.818,2.475,0.842,2.558,2.351,70.711,0.051,78.711,2.896,3.19,1.373,0.635,2.806,5.633,0.125,150.0,1456.93,0.03,2.471,0.793,21.087,8.0,64.711,5.538,20,0.084,3.487,26,72.0,-1.993,3.501,12.961,7.552,6,2.531,0.257,3.585,97.278,1.01,3.745,2.145,24,2.889,2.87,46.643,3.326,5.206,80.711,19,0.0,0.183,3.096,0.148,0.973,2.33,14.33,0.0
4.623,1.245,1.378,0.927,4.116,1.163,0.994,1.291,3.005,1.467,0.987,0.277,1.095,1.553,0.711,2.776,1.223,2.912,2.753,115.096,0.464,123.851,3.184,3.565,1.545,1.052,3.17,7.594,0.554,217.0,2705.45,0.689,2.939,1.193,31.202,10.25,101.445,6.25,30,0.623,3.972,36,100.0,-0.908,4.315,15.615,9.541,12,2.822,0.869,4.104,110.294,1.435,4.261,2.752,38,3.5,3.244,62.423,5.367,6.315,134.606,28,0.141,0.57,3.462,0.872,1.607,3.144,18.579,0.0
4.301,1.422,1.513,1.415,4.552,1.295,1.11,1.485,3.33,1.506,1.346,0.744,1.244,1.736,0.647,3.044,1.429,3.249,3.06,175.395,0.825,182.905,3.314,3.968,1.753,1.173,3.329,16.877,1.049,405.0,8579.18,1.153,4.255,1.434,46.9,16.0,146.044,8.348,43,1.083,4.371,67,192.0,-0.052,4.896,21.86,13.215,18,3.335,1.376,4.568,206.571,1.534,4.769,3.206,77,5.25,3.434,104.436,7.633,9.349,219.66,41,0.656,0.936,3.839,1.235,2.5,3.687,25.719,0.0
4.301,1.148,1.092,0.413,3.606,0.868,0.567,1.199,2.634,1.063,0.312,0.0,0.824,1.384,0.792,2.458,0.85,2.559,2.346,70.711,0.05,78.711,2.84,3.195,1.373,0.631,2.784,5.633,0.146,150.0,1456.93,0.03,2.471,0.81,21.189,8.25,64.711,5.538,20,0.095,3.493,26,72.0,-1.993,3.515,12.961,7.505,6,2.531,0.257,3.595,97.724,1.02,3.755,2.147,24,2.889,2.873,46.643,3.326,5.206,80.711,19,0.0,0.167,3.1,0.151,0.973,2.33,14.132,0.0
4.868,1.526,1.733,1.251,4.524,1.495,1.313,1.571,3.384,1.683,1.224,0.763,1.438,1.702,0.735,3.205,1.54,3.315,3.165,195.722,0.891,205.722,3.549,3.933,1.747,1.356,3.484,18.806,1.032,475.0,9875.86,1.128,4.509,1.512,46.368,15.0,154.772,9.042,45,1.004,4.376,77,217.0,0.694,4.778,22.761,14.141,18,3.499,1.206,4.583,120.386,1.651,4.759,3.132,87,5.389,3.572,110.985,8.067,9.841,226.477,42,0.72,0.91,3.837,1.123,2.758,3.804,28.346,0.0
4.803,1.75,1.766,1.346,4.543,1.552,1.179,1.788,3.459,1.768,1.268,0.886,1.504,1.922,0.684,3.081,1.529,3.413,3.137,192.865,0.926,218.084,3.708,4.027,1.921,1.219,3.71,31.325,1.181,801.0,19573.3,1.101,5.272,1.598,51.445,16.5,154.335,13.963,48,1.107,4.397,134,377.0,1.5,4.844,27.028,14.53,19,4.116,1.337,4.659,180.702,1.792,4.855,3.213,113,6.056,3.672,139.355,8.15,11.062,254.084,46,0.821,1.021,3.917,1.124,2.667,3.967,30.423,3.227
4.301,1.825,1.611,1.345,4.536,1.474,1.162,1.847,3.325,1.627,1.294,0.883,1.439,1.939,0.7,3.08,1.525,3.28,3.105,201.502,0.655,243.556,3.787,4.056,1.945,1.209,3.786,25.9,1.136,639.0,18738.2,1.148,5.38,1.505,52.156,18.5,157.396,10.207,50,1.126,4.42,103,296.0,1.513,4.886,27.116,16.274,18,3.955,1.367,4.665,178.145,1.633,4.81,3.248,119,6.417,3.551,145.266,8.717,11.522,261.066,47,0.839,1.041,3.97,1.134,2.565,4.023,32.116,0.0
5.259,1.278,1.365,1.044,4.167,1.19,0.869,1.343,2.988,1.394,1.106,0.558,1.163,1.539,0.731,2.813,1.244,2.883,2.772,112.419,0.438,134.07,3.209,3.627,1.582,0.921,3.195,10.037,0.741,250.0,3982.34,0.889,3.309,1.189,34.119,10.75,94.767,6.444,33,0.806,4.025,44,116.0,-1.003,4.332,17.528,10.072,13,2.976,1.012,4.196,104.072,1.42,4.339,2.929,38,3.889,3.316,74.172,6.367,6.984,153.58,31,0.509,0.747,3.533,1.032,1.849,3.442,21.084,0.0
4.377,1.596,1.73,1.429,4.826,1.54,1.45,1.652,3.356,1.739,1.513,0.919,1.498,1.831,0.644,3.125,1.685,3.319,3.141,221.954,0.964,243.928,3.592,4.148,1.848,1.477,3.583,16.538,1.208,419.0,11150.4,1.153,4.752,1.7,56.401,17.75,173.39,7.192,54,1.228,4.66,72,187.0,1.0,5.298,23.711,15.25,24,3.527,1.376,5.006,93.894,1.748,5.205,3.265,74,5.542,3.512,120.526,9.15,10.182,282.193,50,0.834,1.134,4.04,1.294,3.418,4.13,30.697,3.069
4.301,1.477,1.534,1.205,4.379,1.388,1.014,1.506,3.129,1.577,1.191,0.856,1.307,1.708,0.713,2.943,1.308,3.136,2.973,141.911,0.634,161.911,3.448,3.839,1.718,1.024,3.45,16.847,1.065,457.0,9320.69,0.934,4.069,1.242,42.266,14.5,125.911,9.348,40,1.083,4.229,74,215.0,0.492,4.652,22.303,12.6,15,3.396,1.239,4.466,142.147,1.572,4.608,3.009,79,5.028,3.48,106.511,7.593,8.711,199.421,38,0.8,0.79,3.738,1.107,2.125,3.623,25.988,2.977
4.47,1.419,1.314,1.107,4.048,1.228,1.011,1.436,3.177,1.46,1.177,0.498,1.204,1.692,0.765,2.901,1.334,3.097,2.91,126.452,0.334,130.452,3.365,3.584,1.656,1.051,3.359,16.667,0.638,409.0,7877.73,0.886,3.62,1.348,33.209,12.5,117.597,9.524,31,0.775,3.957,74,200.0,-0.624,4.144,21.103,11.281,9,3.304,1.062,4.102,132.679,1.455,4.201,2.983,64,4.778,3.303,96.455,6.017,8.007,147.207,30,0.468,0.789,3.522,1.008,1.639,2.938,22.163,0.0
4.597,0.864,0.837,0.167,3.537,0.852,0.632,0.872,2.45,1.02,0.092,0.0,0.804,1.069,0.865,2.459,0.706,2.399,2.236,68.304,0.0,75.059,2.775,3.122,1.081,0.603,2.79,7.476,0.0,199.0,2431.29,0.0,2.745,0.653,20.29,9.5,61.549,6.4,19,0.0,3.483,36,96.0,-1.706,3.242,15.104,8.72,3,2.728,0.146,3.595,85.587,1.042,3.714,2.004,32,3.306,2.951,58.389,3.412,5.787,75.059,18,0.0,0.155,3.089,0.003,0.929,1.931,15.065,0.0
4.301,1.327,1.297,1.06,4.129,1.265,0.889,1.388,2.983,1.477,1.099,0.622,1.207,1.701,0.788,2.829,1.116,2.923,2.8,130.07,0.31,149.58,3.4,3.683,1.657,0.935,3.358,14.898,0.74,430.0,7642.95,0.868,3.953,1.116,34.462,13.5,105.664,9.429,33,0.783,4.016,72,198.0,-0.276,4.187,21.04,12.329,10,3.415,1.018,4.234,152.769,1.479,4.393,2.922,64,4.556,3.302,95.861,5.486,8.254,153.58,31,0.583,0.515,3.577,1.023,1.644,3.114,23.035,6.118
4.301,1.266,1.403,1.197,4.246,1.191,0.975,1.316,3.176,1.447,1.023,0.537,1.115,1.591,0.707,2.911,1.318,3.119,2.922,143.245,0.467,153.245,3.303,3.709,1.558,1.047,3.339,12.9,0.906,349.0,6153.45,0.953,3.738,1.359,35.993,13.25,118.881,8.05,34,0.837,4.106,61,161.0,-0.42,4.326,19.832,11.462,12,3.257,1.203,4.311,127.164,1.43,4.464,2.9,52,4.333,3.298,88.262,6.1,7.837,160.0,32,0.438,0.614,3.603,0.996,1.809,3.16,21.81,2.827
4.301,1.828,1.63,1.532,4.779,1.521,1.271,1.852,3.62,1.715,1.443,1.155,1.495,1.983,0.7,3.27,1.575,3.584,3.329,262.001,0.861,297.22,3.774,4.238,1.97,1.316,3.776,40.067,1.331,996.0,36411.4,1.197,6.574,1.675,61.491,23.75,209.497,12.914,59,1.454,4.666,160,452.0,2.011,5.077,32.35,20.305,20,4.581,1.522,4.806,191.782,1.723,4.946,3.357,170,7.694,3.689,189.926,10.35,14.031,317.975,55,1.121,1.033,4.156,1.489,3.006,4.0,37.776,2.893
5.157,1.5,1.431,1.107,4.131,1.329,1.022,1.518,3.139,1.558,1.181,0.556,1.328,1.673,0.715,2.854,1.292,3.131,2.902,136.349,0.336,152.0,3.613,3.676,1.646,1.046,3.627,19.364,0.722,479.0,9118.6,0.894,4.235,1.335,35.495,14.5,103.129,10.136,34,0.852,4.045,84,223.0,0.715,4.182,22.082,12.11,10,3.556,1.119,4.199,158.27,1.585,4.334,2.925,68,4.972,3.225,102.838,5.9,9.072,160.0,32,0.556,0.713,3.612,1.087,1.758,3.351,23.009,0.0
4.301,1.37,1.609,1.308,4.516,1.353,1.108,1.468,3.3,1.634,1.417,0.886,1.262,1.752,0.664,3.051,1.391,3.225,3.047,151.03,0.636,164.64,3.257,3.944,1.763,1.169,3.268,18.083,1.181,441.0,9104.74,0.934,4.047,1.401,46.84,14.75,135.521,9.818,42,1.107,4.285,78,216.0,-0.456,4.563,21.997,12.256,19,3.413,1.239,4.398,177.626,1.637,4.586,3.009,82,4.889,3.518,102.776,8.643,8.486,219.66,41,0.804,0.834,3.797,1.308,2.12,3.776,25.644,2.93
4.301,1.288,1.431,1.124,4.142,1.202,0.955,1.327,3.119,1.44,1.002,0.431,1.157,1.523,0.728,2.899,1.324,3.023,2.854,123.315,0.494,134.07,3.141,3.651,1.56,1.013,3.126,10.494,0.741,255.0,4038.9,0.919,2.989,1.293,34.62,11.0,114.561,7.0,32,0.833,3.989,44,126.0,-1.012,4.48,17.509,9.963,13,2.819,1.042,4.144,132.709,1.441,4.276,2.977,46,3.917,3.293,74.375,6.117,6.429,153.58,31,0.311,0.632,3.532,0.911,1.615,3.157,20.787,0.0
4.301,1.524,1.452,1.421,4.356,1.349,1.204,1.56,3.474,1.557,1.258,0.793,1.319,1.768,0.726,3.055,1.51,3.444,3.146,188.521,0.44,200.131,3.647,3.895,1.739,1.223,3.655,28.571,0.965,744.0,20125.3,1.189,5.134,1.529,43.774,18.25,168.256,12.679,41,1.01,4.283,129,355.0,1.372,4.518,27.271,15.652,11,3.988,1.467,4.48,142.618,1.66,4.597,3.261,115,6.111,3.502,143.879,7.026,10.759,206.131,39,0.747,0.726,3.831,1.25,2.051,3.22,28.496,2.533
4.301,1.33,1.356,1.005,4.094,1.252,0.925,1.356,2.781,1.59,0.885,0.267,1.206,1.857,0.674,2.393,1.355,2.756,2.444,97.342,0.284,101.342,3.344,3.591,1.723,0.988,3.453,9.629,0.663,263.0,4289.43,0.753,3.347,1.389,28.827,14.5,86.977,6.211,28,0.712,3.985,48,118.0,-0.557,4.075,17.911,11.22,6,3.016,1.062,4.067,111.283,1.704,4.214,2.729,46,4.056,3.413,78.159,5.167,7.259,116.096,25,0.109,0.415,3.506,0.949,1.625,2.702,17.988,0.0
4.301,1.431,1.513,1.417,4.602,1.325,1.111,1.491,3.33,1.531,1.349,0.883,1.268,1.741,0.647,3.048,1.429,3.25,3.065,187.065,0.825,194.574,3.331,4.005,1.756,1.174,3.351,16.877,1.152,405.0,8579.18,1.153,4.255,1.435,49.106,15.5,149.216,8.348,45,1.205,4.405,67,192.0,-0.052,4.911,21.86,12.992,20,3.335,1.376,4.659,204.99,1.552,4.89,3.206,77,5.25,3.454,104.436,7.967,9.349,233.329,43,0.774,0.936,3.865,1.283,2.833,3.859,26.531,0.0
4.301,1.549,1.622,1.367,4.513,1.489,1.348,1.588,3.421,1.607,1.306,0.955,1.462,1.789,0.72,3.155,1.582,3.365,3.18,197.329,0.702,223.329,3.718,3.995,1.772,1.381,3.736,26.184,1.095,671.0,16982.6,1.165,5.401,1.585,47.614,18.75,156.31,10.643,47,1.144,4.397,103,298.0,1.485,4.735,26.497,16.056,15,3.995,1.41,4.638,187.036,1.596,4.793,3.172,108,6.028,3.563,138.889,7.9,11.348,233.329,43,0.917,0.913,3.906,1.245,2.517,3.866,30.369,2.803
4.301,1.353,1.513,1.429,4.468,1.267,1.111,1.406,3.206,1.621,1.301,0.655,1.196,1.8,0.638,2.941,1.454,3.136,2.91,137.388,0.787,151.853,3.296,3.837,1.698,1.186,3.358,12.52,0.865,296.0,5356.29,1.153,3.388,1.467,41.113,13.5,115.647,7.0,38,1.002,4.293,52,140.0,-0.602,4.72,19.093,11.11,16,3.034,1.376,4.603,92.236,1.645,4.827,3.188,47,4.431,3.464,85.297,6.767,7.579,186.117,36,0.591,0.825,3.713,1.111,2.378,3.468,22.391,2.819
4.301,1.546,1.653,1.429,4.719,1.438,1.313,1.585,3.453,1.619,1.513,0.971,1.405,1.735,0.677,3.194,1.57,3.397,3.194,214.392,0.863,241.121,3.618,4.109,1.743,1.373,3.617,21.604,1.111,557.0,13092.2,1.275,5.065,1.542,54.986,17.0,171.896,9.808,52,1.179,4.543,82,255.0,1.0,5.251,24.63,15.205,23,3.746,1.376,4.816,116.378,1.601,5.029,3.206,116,5.833,3.545,124.706,8.417,10.892,275.121,49,0.937,0.988,3.996,1.395,2.924,4.025,30.949,0.0
4.301,1.422,1.371,1.142,4.149,1.271,0.947,1.455,3.095,1.406,1.117,0.589,1.237,1.746,0.709,2.874,1.212,3.032,2.881,134.07,0.419,149.58,3.321,3.665,1.712,1.004,3.353,15.42,0.906,337.0,5887.88,0.785,3.737,1.212,34.575,13.0,112.419,7.9,33,0.877,4.032,57,158.0,-0.624,4.325,19.573,11.168,11,3.189,1.135,4.253,172.337,1.423,4.401,2.953,62,4.472,3.364,87.2,5.65,8.051,153.58,31,0.467,0.725,3.568,0.993,1.703,3.336,21.601,0.0
4.301,1.435,1.567,1.35,4.4,1.319,1.105,1.483,3.245,1.537,1.399,0.689,1.257,1.65,0.681,2.997,1.476,3.151,2.977,162.969,0.629,184.621,3.376,3.865,1.662,1.191,3.373,14.159,0.991,400.0,7320.72,1.111,3.907,1.42,43.528,12.75,131.724,8.857,41,0.938,4.228,68,186.0,-0.101,4.844,20.78,11.577,18,3.349,1.318,4.451,146.964,1.525,4.631,3.174,63,4.611,3.408,94.913,7.567,8.283,206.131,39,0.638,0.773,3.747,1.052,2.257,3.9,24.972,3.431
4.301,1.62,1.495,1.081,4.226,1.349,0.894,1.655,2.974,1.53,1.133,0.695,1.326,1.788,0.739,2.884,1.107,2.946,2.86,142.996,0.697,167.525,3.61,3.759,1.791,0.922,3.587,21.327,0.934,572.0,11020.2,0.886,4.526,1.062,39.04,14.0,111.776,11.565,37,0.933,4.111,93,266.0,0.622,4.339,23.232,12.919,12,3.704,1.048,4.323,169.42,1.524,4.49,2.925,84,5.139,3.432,110.516,6.41,9.482,179.525,35,0.625,0.845,3.669,0.992,1.959,3.35,24.983,0.0
4.301,1.408,1.624,1.308,4.46,1.287,1.008,1.463,3.197,1.557,1.417,0.731,1.202,1.721,0.63,2.866,1.452,3.083,2.836,145.956,0.693,158.975,3.261,3.81,1.717,1.12,3.273,10.208,1.007,221.0,3345.81,0.934,2.738,1.394,41.943,10.5,112.485,6.412,38,0.984,4.24,41,109.0,-1.168,4.998,16.551,9.01,20,2.704,1.239,4.491,106.665,1.517,4.686,3.009,41,3.583,3.406,68.425,8.2,5.838,192.75,37,0.655,0.761,3.666,1.117,2.219,3.831,21.499,2.844
4.404,1.171,1.461,1.099,4.143,1.155,0.856,1.223,3.006,1.426,1.075,0.477,1.097,1.465,0.655,2.755,1.149,2.992,2.78,110.2,0.525,119.445,3.069,3.693,1.483,0.88,3.073,10.565,0.799,281.0,4963.06,0.851,3.227,1.192,36.953,11.5,99.445,7.263,34,0.821,4.029,52,138.0,-0.69,4.371,18.576,10.286,14,2.949,1.124,4.292,72.413,1.409,4.38,2.955,47,4.111,3.239,81.06,6.3,6.82,166.465,33,0.406,0.573,3.621,0.923,1.7,3.582,21.262,0.0
4.301,1.389,1.334,1.084,4.112,1.344,1.058,1.405,3.201,1.485,0.835,0.394,1.349,1.542,0.788,2.945,1.175,3.187,2.988,132.127,0.543,136.127,3.327,3.628,1.546,1.034,3.347,15.274,0.505,353.0,6670.57,0.866,3.73,1.126,32.212,14.0,120.617,7.905,31,0.689,4.02,60,166.0,-0.221,4.17,20.296,12.291,8,3.187,1.081,4.173,104.97,1.46,4.269,2.807,66,4.528,3.268,92.757,5.617,7.901,140.881,29,0.361,0.624,3.55,0.913,1.504,2.744,21.845,7.122
4.301,1.494,1.39,1.231,4.404,1.21,1.104,1.53,3.257,1.49,1.054,0.666,1.15,1.768,0.694,3.154,1.409,3.193,3.057,147.24,0.406,147.24,3.414,3.895,1.746,1.153,3.44,19.29,0.776,502.0,12996.3,0.902,4.219,1.377,42.494,16.5,132.75,9.84,38,0.948,4.246,96,246.0,0.238,4.524,24.311,13.299,12,3.515,1.261,4.46,155.969,1.496,4.595,3.134,68,5.5,3.365,121.371,7.3,9.018,192.75,37,0.651,0.807,3.769,1.051,1.875,3.11,25.458,9.086
5.347,1.276,1.431,1.154,4.313,1.269,1.003,1.339,3.161,1.541,1.106,0.658,1.223,1.63,0.649,2.916,1.288,3.134,2.943,177.376,0.412,183.376,3.187,3.888,1.595,1.034,3.224,18.069,0.915,481.0,11615.2,0.88,4.028,1.308,44.243,15.0,154.911,9.833,40,1.0,4.194,92,236.0,0.264,4.713,23.526,12.586,15,3.467,1.192,4.447,114.227,1.546,4.561,3.006,70,5.417,3.385,115.168,6.9,8.869,206.131,39,0.607,0.726,3.802,1.149,1.888,3.525,25.514,2.133
4.301,1.595,1.707,1.605,4.756,1.532,1.398,1.621,3.576,1.741,1.604,1.056,1.506,1.815,0.667,3.287,1.644,3.518,3.291,247.403,0.856,270.913,3.702,4.171,1.806,1.458,3.717,27.533,1.313,555.0,19378.2,1.432,5.833,1.638,58.568,20.25,195.204,8.633,55,1.326,4.596,100,259.0,1.144,5.002,27.493,16.843,22,3.943,1.589,4.792,182.501,1.748,4.999,3.301,105,6.806,3.684,149.731,10.1,12.543,296.423,52,0.981,0.943,4.065,1.54,3.511,4.081,33.686,2.823
4.301,1.733,1.61,1.489,5.127,1.439,1.337,1.788,3.438,1.646,1.562,1.255,1.399,1.97,0.653,3.204,1.566,3.377,3.231,291.91,0.949,326.891,3.671,4.446,1.977,1.384,3.676,30.0,1.479,822.0,29300.3,1.262,6.222,1.586,74.889,24.25,223.964,10.2,72,1.464,4.95,131,357.0,2.0,5.565,30.958,20.893,31,4.257,1.47,5.35,205.831,1.672,5.57,3.304,132,7.236,3.678,182.251,11.617,13.205,398.93,66,1.192,1.245,4.315,1.489,4.383,4.507,40.901,0.0
4.301,1.52,1.62,1.54,4.56,1.311,1.233,1.529,3.373,1.596,1.479,0.864,1.248,1.682,0.689,3.112,1.551,3.299,3.112,192.176,0.682,202.441,3.371,3.981,1.692,1.281,3.301,18.813,1.148,439.0,11039.7,1.258,4.105,1.51,49.574,15.25,157.973,9.042,45,1.163,4.372,84,217.0,-0.058,4.846,23.255,13.222,20,3.42,1.494,4.454,151.335,1.58,4.62,3.33,68,5.444,3.433,113.816,9.65,9.025,240.215,44,0.781,0.796,3.863,1.361,2.617,3.692,28.104,6.022
5.219,1.721,1.686,1.332,4.707,1.411,1.13,1.747,3.257,1.665,1.397,0.989,1.329,1.848,0.661,3.04,1.429,3.271,3.081,199.084,0.863,225.059,3.678,4.073,1.858,1.153,3.673,18.896,1.241,506.0,11453.5,1.129,4.74,1.393,53.694,15.75,154.694,9.2,51,1.264,4.539,80,230.0,1.0,5.146,23.75,14.177,23,3.62,1.376,4.852,108.334,1.645,5.06,3.206,86,5.444,3.514,118.017,8.817,10.017,268.078,48,0.895,1.04,3.966,1.306,3.153,4.188,29.961,0.0
4.301,1.46,1.459,1.089,4.405,1.329,0.918,1.51,3.137,1.608,1.137,0.801,1.277,1.807,0.685,2.831,1.232,3.109,2.865,155.911,0.508,177.911,3.337,3.863,1.788,0.951,3.372,18.038,0.976,379.0,9052.19,0.873,4.408,1.284,42.685,15.5,129.057,7.826,40,0.988,4.293,65,180.0,-0.05,4.555,22.143,13.239,15,3.453,1.067,4.485,148.756,1.634,4.649,2.944,81,5.111,3.474,105.662,6.976,9.35,199.421,38,0.779,0.939,3.776,1.049,2.237,3.49,25.417,5.539
4.301,1.568,1.706,1.241,4.529,1.459,1.245,1.634,3.389,1.702,1.24,0.886,1.406,1.827,0.665,3.133,1.595,3.309,3.12,170.703,0.769,196.703,3.447,3.952,1.836,1.329,3.463,17.364,1.178,382.0,7721.3,0.999,4.061,1.552,47.234,14.25,134.424,8.227,44,1.107,4.337,66,181.0,-0.148,4.939,21.189,12.213,20,3.298,1.226,4.554,143.035,1.705,4.769,3.076,66,4.917,3.518,98.915,8.533,8.749,226.477,42,0.821,0.972,3.82,1.167,2.685,3.958,26.257,2.855
4.301,1.375,1.279,1.032,4.237,1.054,0.858,1.46,3.018,1.336,1.073,0.316,0.994,1.683,0.635,2.749,1.261,2.932,2.743,106.942,0.319,113.697,3.268,3.639,1.719,0.939,3.25,7.742,0.759,164.0,2154.57,0.783,2.465,1.269,34.196,10.0,91.723,5.4,31,0.746,4.026,32,81.0,-1.525,4.502,14.511,8.091,15,2.566,1.004,4.219,101.982,1.352,4.448,2.809,27,3.472,3.243,56.401,5.9,5.697,147.207,30,0.191,0.914,3.493,0.872,2.032,3.38,17.94,0.0
4.645,1.519,1.419,1.174,4.285,1.238,1.099,1.558,3.25,1.555,1.177,0.701,1.195,1.727,0.693,2.999,1.385,3.186,3.018,147.362,0.529,175.362,3.465,3.792,1.711,1.144,3.465,15.802,1.006,448.0,8685.12,0.962,4.131,1.377,40.116,13.5,121.588,9.5,38,0.961,4.162,77,209.0,0.031,4.563,21.792,12.056,14,3.462,1.185,4.43,127.452,1.623,4.606,3.054,62,4.861,3.491,101.789,6.433,8.775,186.117,36,0.633,0.883,3.698,0.976,2.11,3.598,24.348,0.0
4.301,1.62,1.67,1.429,4.827,1.384,1.064,1.663,3.22,1.635,1.513,0.905,1.311,1.844,0.596,2.941,1.429,3.119,2.91,169.399,0.825,191.438,3.544,4.112,1.846,1.153,3.547,14.816,1.265,336.0,7186.4,1.153,4.126,1.376,57.311,13.25,114.567,7.81,51,1.221,4.588,59,164.0,0.0,5.17,20.715,11.155,29,3.313,1.376,4.921,64.053,1.615,5.196,3.206,61,4.889,3.48,94.314,8.8,8.779,282.193,50,0.813,1.188,3.963,1.401,3.461,4.233,27.342,0.0
4.301,1.633,1.77,1.527,4.845,1.457,1.334,1.692,3.496,1.697,1.555,1.157,1.381,1.862,0.661,3.28,1.656,3.418,3.255,265.786,0.909,290.947,3.656,4.221,1.885,1.405,3.647,26.645,1.41,714.0,18039.3,1.286,4.967,1.648,63.022,16.75,188.715,12.556,58,1.432,4.644,122,339.0,0.736,5.264,26.518,14.88,29,3.966,1.509,4.882,162.812,1.652,5.11,3.307,123,6.167,3.527,137.114,10.7,10.838,325.212,56,1.072,1.132,4.085,1.476,3.507,4.353,33.815,6.818
4.887,1.51,1.653,1.467,4.571,1.498,1.296,1.533,3.415,1.655,1.432,1.013,1.466,1.666,0.732,3.205,1.511,3.361,3.2,204.045,0.693,234.574,3.661,4.036,1.686,1.335,3.612,23.357,1.141,692.0,17718.7,1.166,5.291,1.509,50.657,17.75,164.684,11.0,50,1.16,4.448,112,308.0,1.323,4.888,26.622,16.554,18,4.029,1.436,4.649,168.419,1.657,4.799,3.258,104,6.083,3.538,140.274,8.767,11.295,254.084,46,0.974,0.889,3.952,1.255,2.739,3.98,31.874,0.0
4.301,1.282,1.263,1.092,4.131,1.16,0.899,1.311,2.95,1.42,0.99,0.546,1.092,1.562,0.712,2.735,1.107,2.936,2.715,131.216,0.386,140.825,3.259,3.678,1.562,0.913,3.239,14.74,0.74,400.0,6389.52,0.886,3.7,1.139,34.704,13.5,117.606,9.3,33,0.816,4.024,64,186.0,-0.416,4.255,19.985,11.817,11,3.285,1.063,4.151,120.808,1.407,4.28,2.925,70,4.389,3.284,89.007,5.8,7.846,153.58,31,0.523,0.578,3.599,1.033,1.564,3.086,21.503,3.11
4.301,1.585,1.545,1.184,4.288,1.402,1.109,1.602,3.171,1.58,1.189,0.731,1.384,1.739,0.733,2.964,1.296,3.15,2.985,126.469,0.615,149.753,3.634,3.774,1.738,1.116,3.639,16.59,0.958,440.0,9478.84,0.991,4.405,1.332,39.329,14.75,103.184,8.333,39,0.944,4.2,70,200.0,1.03,4.518,22.581,13.116,12,3.434,1.194,4.441,136.337,1.6,4.545,3.063,75,5.194,3.39,110.036,7.167,9.371,186.117,36,0.69,0.867,3.712,1.107,2.194,3.818,26.02,0.0
