pXC50,CATS2D_08_AL,CATS2D_07_AL,CATS2D_05_AA,Eig02_EA.dm.,CATS2D_06_AL,P_VSA_e_3,SpAD_EA.dm.,SM02_EA.dm.,ATS6m,ATSC7p,ATS7v,C.008,ATS7p,Eig03_EA.dm.,C.040,P_VSA_s_6,SsOH,X5sol,MAXDP,P_VSA_s_5,SssNH,CATS2D_05_DA,Eig04_EA.dm.,ATSC6s,CATS2D_07_DD,Hy,nHAcc,P_VSA_m_3,P_VSA_v_2,SAacc,SAdon,SdssC,NssNH,NsOH,MATS5s,CATS2D_09_DD,GATS2p,CATS2D_05_DL,H.050,MLOGP,nHDon,nO,PHI,Uindex,X3v,CATS2D_07_DL,ATSC8i,SpMin4_Bh.p.,SpMax2_Bh.v.,C.005,CATS2D_02_PL,ATSC1i,ATSC8s,CATS2D_02_DA,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_04_DL,CATS2D_06_DA,CATS2D_06_DD,CATS2D_08_DA,CATS2D_08_DL,CATS2D_09_DA,CATS2D_09_DL,CATS2D_09_DP,DLS_01
6.42,14,3,1,0.86,3,83.494,5.437,1.679,4.499,15.562,3.999,2,4.19,0.4,1,158.755,0.0,9.939,6.183,81.976,6.171,2,0.4,87.112,0,0.282,7,80.458,117.998,117.998,36.022,-0.319,2,0,-0.09,0,0.788,1,2,2.84,2,4,8.139,54.653,9.009,4,1.14,1.781,3.872,0,0,0.823,69.887,1,1,0,2,1,0,0,0,1,1,0,0,0.75
7.161,3,2,1,1.058,7,44.816,11.462,2.845,4.167,13.137,4.075,2,4.191,0.86,1,165.189,0.0,8.059,5.516,36.022,6.312,0,0.8,95.24,0,0.235,7,86.892,131.708,126.038,36.022,-0.176,2,0,-0.01,0,0.983,2,2,3.633,2,4,8.666,57.31,7.045,4,1.338,1.837,3.868,0,0,0.891,95.35,1,1,0,2,1,0,0,2,2,1,1,0,0.75
5.456,5,3,1,0.916,6,70.213,9.334,2.159,4.308,13.317,4.024,1,4.191,0.86,1,125.442,0.0,7.941,5.538,63.965,3.105,0,0.86,60.815,0,-0.322,6,47.145,71.404,71.404,18.011,-0.123,1,0,-0.013,0,0.746,2,1,3.343,1,3,9.189,54.861,7.319,1,1.232,1.781,3.858,0,0,0.842,42.121,1,1,0,2,1,0,0,0,1,1,0,0,0.75
5.824,4,3,1,0.916,6,88.224,8.414,2.015,4.306,13.519,4.03,1,4.2,0.86,1,114.442,0.0,7.941,5.541,81.976,6.476,0,0.8,57.541,0,0.222,6,36.145,78.415,78.415,36.022,-0.12,2,0,-0.003,0,0.766,2,2,3.343,2,2,9.189,54.861,7.425,1,1.253,1.781,3.858,0,0,0.885,40.915,1,2,0,2,1,1,0,0,2,1,3,0,0.75
8.26,5,2,1,0.916,3,85.1,6.814,1.878,4.347,13.422,3.846,2,4.047,0.86,1,114.442,0.0,7.311,5.497,81.976,6.416,0,0.4,52.274,0,0.243,5,36.145,75.291,75.291,36.022,-0.119,2,0,-0.036,0,0.795,3,2,3.713,2,2,7.471,47.444,6.859,2,0.952,1.766,3.86,0,0,0.751,35.754,1,2,0,2,1,0,0,0,1,2,0,0,0.75
6.854,11,2,0,0.86,2,83.494,5.437,1.679,4.498,16.726,4.045,2,4.25,0.4,1,158.755,0.0,10.2,6.202,81.976,6.255,0,0.4,96.931,0,0.264,7,80.458,117.998,117.998,36.022,-0.256,2,0,-0.138,0,0.808,1,2,3.043,2,4,8.7,57.306,9.345,5,1.249,1.888,3.873,0,0,0.862,121.746,1,0,0,2,1,2,0,0,1,0,1,0,0.75
7.886,7,7,1,0.858,7,9.373,8.869,2.37,4.111,15.647,4.099,1,4.273,0.8,1,103.442,0.0,6.08,6.074,0.0,0.0,0,0.698,53.09,0,-0.778,4,25.145,34.518,34.518,0.0,0.071,0,0,0.023,0,0.779,0,0,3.922,0,1,7.495,49.457,6.13,0,1.544,1.751,3.845,2,0,0.771,64.444,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.602,7,7,1,0.858,7,9.373,8.869,2.37,4.111,15.647,4.099,1,4.273,0.8,1,103.442,0.0,6.08,6.074,0.0,0.0,0,0.698,53.09,0,-0.778,4,25.145,34.518,34.518,0.0,0.071,0,0,0.023,0,0.779,0,0,3.922,0,1,7.495,49.457,6.13,0,1.544,1.751,3.845,2,0,0.771,64.444,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.699,12,10,1,0.858,8,9.373,8.869,2.37,4.252,17.984,4.28,1,4.44,0.8,1,103.442,0.0,7.846,6.362,0.0,0.0,0,0.698,57.967,0,-0.817,4,25.145,34.518,34.518,0.0,0.06,0,0,0.017,0,0.794,0,0,4.895,0,1,8.408,56.661,7.349,0,1.996,1.768,3.859,2,0,0.89,64.085,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.1,1,1,0,0.0,1,51.582,0.8,0.278,2.999,5.269,3.053,0,3.259,0.0,0,16.786,0.0,4.854,1.412,34.796,3.507,0,0.0,14.563,0,0.32,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.122,0,1.045,2,2,2.622,2,0,3.093,25.64,3.246,1,0.546,1.513,3.604,0,0,0.527,11.843,1,0,0,4,4,0,0,0,1,0,0,0,1.0
8.398,6,2,1,0.916,3,85.1,6.814,1.878,4.361,14.501,3.938,2,4.14,0.86,1,114.442,0.0,7.923,5.519,81.976,6.466,0,0.4,50.428,0,0.225,5,36.145,75.291,75.291,36.022,-0.118,2,0,-0.014,0,0.818,2,2,3.915,2,2,8.041,49.849,7.13,4,1.051,1.781,3.86,0,0,0.79,38.335,1,1,0,2,1,0,0,0,2,1,0,0,0.75
7.9,2,3,1,0.4,2,51.582,2.52,1.029,3.099,4.865,3.025,0,3.172,0.0,0,27.785,0.0,4.989,1.838,34.796,3.345,0,0.0,17.937,0,0.341,3,11.0,62.582,45.796,34.796,0.0,1,0,0.019,0,0.964,3,2,1.814,2,1,3.555,27.809,3.16,0,0.49,1.612,3.579,0,0,0.538,14.069,1,1,0,3,3,0,0,0,0,0,1,0,1.0
5.1,2,2,1,0.4,2,54.706,2.4,0.824,3.127,4.732,3.13,0,3.289,0.0,0,16.786,0.0,4.911,1.476,34.796,3.424,0,0.0,15.938,0,0.341,3,0.0,54.706,37.921,34.796,0.0,1,0,-0.151,0,0.787,2,2,1.814,2,0,3.299,27.756,3.268,0,0.604,1.547,3.582,2,0,0.582,11.182,1,1,0,3,3,0,0,0,0,0,0,0,1.0
7.3,1,1,0,0.0,3,36.695,0.8,0.278,3.1,5.875,3.151,0,3.362,0.0,0,16.786,0.0,5.287,1.518,18.011,3.47,0,0.0,21.122,0,-0.353,2,0.0,36.695,34.796,18.011,0.0,1,0,-0.107,0,0.908,2,1,2.871,1,0,3.324,27.654,3.648,0,0.612,1.568,3.589,1,0,0.568,10.444,1,0,0,2,3,0,0,0,0,0,0,0,1.0
5.4,3,3,0,0.4,4,36.695,1.843,0.623,3.805,10.589,3.895,0,4.055,0.0,0,16.786,0.0,7.142,1.625,18.011,3.533,0,0.0,26.644,0,-0.435,2,0.0,36.695,34.796,18.011,0.0,1,0,-0.027,0,0.997,2,1,4.021,1,0,4.6,35.625,4.69,2,1.26,1.854,3.821,0,0,0.682,24.51,1,0,0,2,3,0,0,0,2,0,1,0,1.0
6.5,2,1,0,0.4,1,51.582,2.52,1.029,3.032,4.414,2.911,0,3.067,0.0,0,27.785,0.0,4.854,1.559,34.796,3.382,0,0.0,17.133,0,0.374,3,11.0,62.582,45.796,34.796,0.0,1,0,-0.07,0,0.854,2,2,1.558,2,1,3.068,25.64,3.022,0,0.416,1.47,3.593,1,0,0.499,12.912,1,1,0,3,3,0,0,0,0,0,0,0,1.0
7.9,0,0,0,0.0,3,51.582,0.8,0.278,3.113,5.442,3.204,0,3.383,0.0,0,16.786,0.0,4.911,1.495,34.796,3.466,0,0.0,16.5,0,0.29,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.184,0,1.015,2,2,2.871,2,0,3.324,27.756,3.431,1,0.65,1.555,3.616,0,0,0.566,11.568,1,0,0,4,5,0,0,0,2,0,0,0,1.0
6.8,0,0,0,0.0,2,51.582,1.315,0.623,3.388,5.563,3.236,0,3.419,0.0,0,16.786,0.0,5.629,1.502,34.796,3.448,0,0.0,15.084,0,0.311,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.082,0,0.943,2,2,2.714,2,0,2.925,26.128,4.303,2,0.542,1.5,3.819,0,0,0.481,8.859,1,0,0,5,4,0,0,0,1,0,0,0,1.0
8.2,1,1,0,0.0,2,51.582,0.8,0.278,3.138,6.091,3.23,0,3.426,0.0,0,16.786,0.0,5.114,1.516,34.796,3.494,0,0.0,18.202,0,0.262,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.071,0,1.103,3,2,3.115,2,0,4.097,30.061,3.739,1,0.678,1.687,3.615,0,0,0.605,11.3,1,0,0,4,4,0,0,0,1,0,1,0,1.0
6.3,0,0,0,0.0,2,51.582,0.8,0.278,3.007,5.104,3.046,0,3.248,0.0,0,16.786,0.0,4.854,1.47,34.796,3.436,0,0.0,15.351,0,0.32,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.179,0,1.045,2,2,2.622,2,0,3.093,25.64,3.239,1,0.531,1.516,3.588,0,0,0.527,9.908,1,0,0,4,4,0,0,0,1,0,0,0,1.0
8.4,0,1,0,0.0,2,51.582,0.8,0.278,3.07,5.609,3.149,0,3.344,0.0,0,16.786,0.0,4.989,1.496,34.796,3.47,0,0.0,17.216,0,0.29,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.091,0,1.076,3,2,2.871,2,0,3.582,27.809,3.489,1,0.617,1.613,3.599,0,0,0.566,10.866,1,0,0,4,4,0,0,0,1,0,1,0,1.0
7.0,0,2,0,0.0,1,51.582,0.8,0.278,3.042,5.181,3.037,0,3.226,0.0,0,16.786,0.0,4.95,1.426,34.796,3.568,0,0.0,13.809,0,0.32,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.098,0,1.094,2,2,2.622,2,0,2.223,22.569,3.39,2,0.496,1.376,3.786,0,0,0.508,10.923,1,0,0,5,3,0,0,0,0,0,0,0,1.0
6.1,2,2,0,0.0,1,51.582,0.8,0.278,3.282,7.235,3.47,0,3.639,0.0,0,16.786,0.0,5.971,1.478,34.796,3.676,0,0.0,16.254,0,0.237,2,0.0,51.582,34.796,34.796,0.0,1,0,0.002,0,1.118,3,2,3.352,2,0,3.459,27.993,4.706,2,0.896,1.585,3.759,0,0,0.628,13.732,1,0,0,5,5,0,0,0,2,0,1,0,1.0
6.9,0,0,0,0.0,1,51.582,0.8,0.278,3.039,5.158,3.053,0,3.245,0.0,0,16.786,0.0,4.95,1.498,34.796,3.497,0,0.0,15.137,0,0.32,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.141,0,1.094,2,2,2.622,2,0,2.223,22.569,3.383,2,0.5,1.376,3.785,0,0,0.508,8.973,1,0,0,5,3,0,0,0,0,0,0,0,1.0
8.0,0,1,0,0.0,3,51.582,0.8,0.278,3.292,6.648,3.449,0,3.606,0.0,0,16.786,0.0,5.971,1.583,34.796,3.605,0,0.0,17.712,0,0.237,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.016,0,1.118,3,2,3.352,2,0,3.459,27.993,4.7,2,0.862,1.59,3.758,0,0,0.628,12.058,1,0,0,5,5,0,0,0,2,0,1,0,1.0
7.2,1,1,0,0.0,2,51.582,0.8,0.278,3.178,5.882,3.228,0,3.426,0.0,0,16.786,0.0,5.161,1.441,34.796,3.526,0,0.0,16.319,0,0.29,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.081,0,0.985,3,2,2.871,2,0,3.324,27.681,3.494,1,0.66,1.552,3.632,0,0,0.566,13.534,1,0,0,4,4,0,0,0,1,0,0,0,1.0
7.3,1,1,0,0.0,2,51.582,0.8,0.278,3.396,5.715,3.147,0,3.346,0.0,0,55.934,0.0,5.443,1.989,34.796,3.483,0,0.0,21.581,0,0.341,2,0.0,51.582,34.796,34.796,0.0,1,0,0.006,0,0.921,2,2,3.139,2,0,3.513,27.681,3.536,1,0.53,1.509,3.615,0,0,0.516,16.044,1,0,0,4,3,0,0,0,1,0,0,0,1.0
7.5,2,1,1,0.4,2,51.582,2.52,1.029,3.298,5.891,3.271,0,3.437,0.0,0,27.785,0.0,5.357,1.916,34.796,3.503,0,0.0,20.995,0,0.311,3,11.0,62.582,45.796,34.796,0.0,1,0,-0.07,0,0.942,1,2,2.331,2,1,3.786,29.801,3.556,1,0.681,1.517,3.61,1,0,0.576,17.166,1,1,0,4,4,1,0,0,1,0,0,0,1.0
5.1,0,0,0,0.0,2,51.582,0.8,0.278,3.28,4.89,3.237,0,3.376,0.0,0,16.786,0.0,5.895,1.493,34.796,3.394,0,0.0,14.392,0,0.262,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.081,0,1.054,2,2,3.15,2,0,2.592,26.05,3.453,2,0.539,1.388,3.812,0,0,0.472,11.7,1,0,0,5,4,0,0,0,1,0,0,0,1.0
7.0,1,2,0,0.0,3,51.582,0.8,0.278,3.249,5.917,3.324,0,3.467,0.0,0,16.786,0.0,6.067,1.529,34.796,3.483,0,0.0,18.794,0,0.214,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.135,0,1.035,4,2,3.352,2,0,3.433,29.997,3.966,1,0.669,1.649,3.849,0,0,0.556,12.262,1,0,0,4,5,0,0,0,2,0,2,0,1.0
5.1,3,2,1,0.8,2,54.706,4.12,1.324,3.296,5.577,3.321,0,3.452,0.4,0,27.785,0.0,6.067,1.881,34.796,3.5,0,0.0,21.565,0,0.304,4,11.0,65.706,48.92,34.796,0.0,1,0,-0.035,0,0.937,2,2,1.519,2,1,3.871,29.997,4.241,0,0.761,1.655,3.618,0,0,0.655,14.348,1,1,0,3,3,1,0,0,0,0,0,0,1.0
5.1,1,2,0,0.4,1,69.593,4.912,1.997,3.141,4.855,3.086,0,3.226,0.149,1,41.93,0.0,5.082,3.841,52.807,6.033,2,0.0,22.614,1,1.103,4,25.145,94.737,77.952,52.807,-0.023,2,0,-0.032,0,1.015,4,3,1.353,3,1,3.566,30.013,3.208,2,0.544,1.603,3.581,0,0,0.567,16.123,2,0,1,3,3,0,0,0,2,1,2,0,1.0
8.222,15,16,3,1.201,15,44.169,15.316,2.836,4.482,20.32,4.534,1,4.646,1.058,3,103.22,0.0,10.694,6.8,18.011,2.667,0,0.86,82.502,0,-0.408,9,86.435,130.604,130.604,18.011,-0.602,1,0,0.124,0,0.816,2,1,1.982,1,4,9.175,68.581,8.132,2,2.558,1.895,3.923,2,0,1.152,122.418,1,0,0,2,2,0,0,0,1,0,0,0,0.75
7.8,0,1,0,0.0,3,51.582,1.315,0.623,3.258,5.329,3.316,0,3.441,0.0,0,16.786,0.0,5.971,1.513,34.796,3.451,0,0.0,17.565,0,0.237,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.021,0,1.008,3,2,3.119,2,0,3.0,27.993,3.72,2,0.627,1.52,3.838,0,0,0.515,11.933,1,0,0,5,5,0,0,0,2,0,1,0,1.0
7.8,19,22,7,2.376,19,214.325,40.898,4.211,5.534,48.941,5.526,8,5.603,2.009,8,403.067,20.178,18.954,8.106,142.861,19.162,7,1.997,437.084,2,8.536,21,337.273,551.598,529.143,294.022,-7.284,7,2,0.11,9,1.133,20,14,0.026,14,12,23.883,171.534,16.845,18,7.721,2.015,3.92,0,2,2.24,692.018,8,8,8,21,18,9,9,12,22,15,27,2,0.25
7.71,19,23,7,2.009,17,208.655,35.673,4.03,5.518,48.816,5.513,8,5.596,1.997,8,352.32,20.167,18.477,8.069,142.861,19.414,7,1.978,403.686,2,8.588,19,286.526,495.181,478.396,294.022,-6.881,7,2,0.156,9,1.129,20,14,-0.319,14,10,23.223,161.093,16.541,19,7.671,2.011,3.907,0,2,2.191,630.058,8,8,8,21,18,9,9,9,22,13,27,2,0.25
8.03,19,22,7,2.009,16,241.552,35.673,4.03,5.514,48.468,5.519,8,5.604,1.997,8,385.218,20.159,17.447,7.98,142.861,19.456,7,1.978,395.38,4,10.364,20,286.526,528.078,511.293,326.919,-6.781,7,2,0.14,9,1.162,18,16,-1.104,16,10,25.268,179.51,16.462,19,7.648,1.974,3.896,0,3,2.253,657.475,8,8,8,22,20,8,10,10,20,12,25,2,0.25
8.39,17,25,12,2.341,19,247.801,58.931,4.541,5.718,56.076,5.676,12,5.742,2.341,13,606.095,50.204,21.912,8.132,178.882,23.192,13,2.024,675.54,4,12.416,30,540.301,788.102,771.316,458.093,-14.279,9,5,0.155,12,1.243,19,19,-5.945,19,18,31.911,232.141,18.61,18,8.496,1.987,3.903,0,2,2.683,1000.31,12,12,10,23,17,15,12,15,23,19,27,2,0.25
9.55,20,23,7,2.009,18,208.655,35.673,4.03,5.527,49.473,5.528,8,5.611,1.997,8,352.32,20.205,18.545,8.095,142.861,19.53,7,1.978,392.389,3,8.558,19,286.526,495.181,478.396,294.022,-6.821,7,2,0.156,9,1.135,21,14,-0.17,14,10,23.862,164.463,16.791,20,7.782,2.011,3.908,0,2,2.23,645.144,8,8,8,21,20,8,9,10,21,12,27,2,0.25
8.02,20,22,7,2.009,17,208.655,35.673,4.03,5.531,49.413,5.519,8,5.602,1.997,8,391.469,20.176,19.004,8.092,142.861,19.369,7,1.978,414.044,2,8.571,19,286.526,495.181,478.396,294.022,-6.973,7,2,0.151,9,1.096,20,14,0.098,14,10,23.702,164.532,16.863,19,7.658,2.007,3.91,0,2,2.181,648.989,8,8,8,21,18,9,9,9,23,13,27,2,0.25
6.66,18,22,7,2.009,15,241.552,35.673,4.03,5.505,47.802,5.503,8,5.589,1.997,8,385.218,20.12,17.38,7.954,142.861,19.341,7,1.978,407.266,3,10.401,20,286.526,528.078,511.293,326.919,-6.84,7,2,0.14,9,1.156,17,16,-1.256,16,10,24.6,175.697,16.212,18,7.535,1.974,3.895,0,3,2.214,642.822,8,8,8,22,18,9,10,9,21,13,25,2,0.25
7.2,1,1,0,0.0,5,36.695,0.8,0.278,3.43,7.899,3.429,1,3.658,0.0,0,16.786,0.0,5.893,1.577,18.011,3.509,0,0.0,28.836,0,-0.385,2,0.0,36.695,34.796,18.011,0.0,1,0,-0.183,0,0.994,2,1,3.352,1,0,4.046,31.892,3.961,0,0.771,1.724,3.589,0,0,0.646,12.39,1,0,0,2,3,0,0,0,0,0,0,0,1.0
7.58,21,25,7,2.009,19,208.655,35.673,4.03,5.561,51.415,5.562,8,5.643,1.997,8,352.32,20.284,20.272,8.27,142.861,19.659,7,1.978,392.537,3,8.442,19,286.526,495.181,478.396,294.022,-6.843,7,2,0.153,9,1.111,22,14,0.289,14,10,23.646,159.75,17.812,23,8.053,2.015,4.035,0,2,2.312,656.058,8,8,8,21,20,8,9,10,22,12,28,2,0.25
7.921,15,3,2,1.058,7,101.505,9.845,2.481,4.754,22.345,4.447,3,4.615,0.86,2,105.603,0.0,12.701,6.462,99.986,9.214,3,0.4,127.062,0,0.772,9,105.603,161.154,161.154,54.032,-0.588,3,0,0.02,0,0.865,5,3,2.787,3,5,10.392,69.107,11.192,5,2.308,1.96,3.997,0,0,1.17,99.369,2,2,1,4,4,1,0,2,3,1,4,0,0.75
5.6,0,0,0,0.0,1,51.582,0.8,0.278,2.935,4.463,2.722,1,2.975,0.0,0,16.786,0.0,4.911,1.478,34.796,3.506,0,0.0,11.953,0,0.353,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.332,0,1.112,2,2,2.366,2,0,1.865,20.846,3.046,0,0.309,1.376,3.742,0,0,0.467,7.048,1,0,0,3,3,0,0,0,0,0,0,0,1.0
8.41,20,25,7,2.009,18,208.655,35.673,4.03,5.553,50.765,5.547,8,5.629,1.997,8,352.32,20.245,20.204,8.244,142.861,19.543,7,1.978,403.877,2,8.47,19,286.526,495.181,478.396,294.022,-6.903,7,2,0.153,9,1.106,21,14,0.144,14,10,23.029,156.656,17.562,22,7.943,2.015,4.035,0,2,2.274,640.997,8,8,8,21,18,9,9,9,23,13,28,2,0.25
8.398,15,14,3,1.201,12,44.169,15.316,2.836,4.585,19.251,4.49,1,4.591,1.058,3,181.517,0.0,11.19,6.741,18.011,2.654,0,0.86,103.479,0,-0.361,9,86.435,130.604,130.604,18.011,-0.794,1,0,0.126,0,0.749,2,1,2.518,1,4,9.612,68.581,8.28,2,2.362,1.893,3.903,2,0,1.052,123.292,1,0,0,2,2,0,0,0,1,0,0,0,0.75
7.87,20,22,7,2.376,20,214.325,40.898,4.211,5.542,49.597,5.541,8,5.618,2.009,8,403.067,20.216,19.022,8.132,142.861,19.278,7,1.997,425.983,3,8.507,21,337.273,551.598,529.143,294.022,-7.225,7,2,0.111,9,1.139,21,14,0.175,14,12,24.518,175.002,17.095,19,7.833,2.015,3.921,0,2,2.279,705.985,8,8,8,21,20,8,9,13,21,14,27,2,0.25
8.03,19,23,7,2.009,17,193.769,36.928,4.045,5.519,49.043,5.526,8,5.606,1.997,8,319.423,20.208,19.67,8.189,160.872,22.974,7,1.978,381.061,2,7.719,19,286.526,480.295,463.509,279.135,-6.557,8,2,0.153,9,1.107,19,13,-0.17,13,10,22.048,147.391,17.303,19,7.81,2.014,3.938,0,1,2.219,626.005,8,8,8,22,18,9,9,9,22,13,27,1,0.25
7.93,21,24,7,2.009,17,208.655,35.673,4.03,5.541,50.666,5.545,8,5.628,1.997,8,352.32,20.238,20.108,8.215,142.861,19.521,7,1.978,401.558,2,8.47,19,286.526,495.181,478.396,294.022,-6.901,7,2,0.156,9,1.106,20,14,0.144,14,10,23.029,156.699,17.512,22,7.971,2.015,4.032,0,2,2.274,635.563,8,8,8,21,18,9,9,9,25,13,28,2,0.25
9.1,18,21,7,2.009,16,208.655,35.673,4.03,5.475,46.529,5.468,8,5.552,1.997,8,352.32,20.068,16.849,7.828,142.861,19.257,7,1.978,377.692,3,8.75,19,286.526,495.181,478.396,294.022,-6.791,7,2,0.15,9,1.134,17,14,-0.887,14,10,22.665,164.343,15.569,18,7.228,1.966,3.894,0,2,2.093,643.334,8,8,8,20,17,8,9,10,19,12,25,2,0.25
7.6,0,0,0,0.0,1,51.582,0.8,0.278,2.888,4.788,2.858,0,3.092,0.0,0,16.786,0.0,4.786,1.436,34.796,3.384,0,0.0,14.842,0,0.353,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.149,0,1.008,2,2,2.366,2,0,2.633,23.564,2.959,1,0.415,1.408,3.582,0,0,0.488,10.172,1,0,0,4,3,0,0,0,0,0,0,0,1.0
9.05,21,22,7,2.009,18,208.655,35.673,4.03,5.54,50.065,5.535,8,5.617,1.997,8,391.469,20.215,19.072,8.118,142.861,19.485,7,1.978,402.885,3,8.541,19,286.526,495.181,478.396,294.022,-6.913,7,2,0.151,9,1.102,21,14,0.245,14,10,24.341,167.935,17.113,20,7.769,2.007,3.911,0,2,2.219,664.177,8,8,8,21,20,8,9,10,22,12,27,2,0.25
7.357,5,2,1,0.916,3,85.1,6.814,1.878,4.347,13.422,3.846,2,4.047,0.86,1,114.442,0.0,7.311,5.497,81.976,6.416,0,0.4,52.274,0,0.243,5,36.145,75.291,75.291,36.022,-0.119,2,0,-0.036,0,0.795,3,2,3.713,2,2,7.471,47.444,6.859,2,0.952,1.766,3.86,0,0,0.751,35.754,1,2,0,2,1,0,0,0,1,2,0,0,0.75
7.745,5,4,2,1.058,8,103.111,10.645,2.533,4.612,20.039,4.393,3,4.561,0.86,2,61.29,0.0,10.22,6.291,99.986,9.577,1,0.8,90.868,0,0.731,7,61.29,118.446,118.446,54.032,-0.274,3,0,0.134,0,0.897,7,3,3.527,3,3,10.296,64.275,9.353,4,2.273,1.816,3.894,0,0,1.138,59.166,2,3,1,4,4,1,0,0,5,0,4,0,0.75
7.387,5,3,1,0.916,6,70.213,7.614,1.972,4.373,13.866,3.932,2,4.128,0.86,1,114.442,0.0,7.665,5.519,63.965,3.106,0,0.8,50.364,0,-0.329,5,36.145,60.404,60.404,18.011,-0.118,1,0,-0.031,0,0.734,2,1,3.915,1,2,7.703,49.863,7.192,1,1.063,1.782,3.86,1,0,0.792,39.225,1,1,0,2,1,0,0,0,1,1,0,0,0.75
6.921,14,3,1,0.86,3,83.494,5.437,1.679,4.499,15.562,3.999,2,4.19,0.4,1,158.755,0.0,9.939,6.183,81.976,6.171,2,0.4,87.112,0,0.282,7,80.458,117.998,117.998,36.022,-0.319,2,0,-0.09,0,0.788,1,2,2.84,2,4,8.139,54.653,9.009,4,1.14,1.781,3.872,0,0,0.823,69.887,1,1,0,2,1,0,0,0,1,1,0,0,0.75
7.013,5,3,1,0.916,5,24.259,7.614,1.972,3.907,11.506,3.835,2,4.006,0.86,1,114.442,0.0,6.926,5.481,18.011,3.104,0,0.8,49.509,0,-0.349,5,36.145,60.404,60.404,18.011,-0.112,1,0,-0.003,0,0.853,2,1,3.61,1,2,7.087,47.519,6.509,2,1.053,1.782,3.852,1,0,0.803,36.17,1,1,0,2,1,0,0,0,0,1,0,0,1.0
5.0,5,6,1,0.916,8,9.373,8.483,2.057,3.923,11.287,3.833,0,4.0,0.86,1,114.442,0.0,6.669,5.7,0.0,0.0,0,0.8,49.334,0,-0.759,5,36.145,45.518,45.518,0.0,0.004,0,0,0.049,0,0.74,0,0,3.61,0,2,8.69,55.947,5.913,0,1.021,1.868,3.846,2,0,0.818,38.053,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.444,3,2,1,0.86,3,39.146,7.957,2.012,4.1,14.985,4.095,2,4.263,0.86,1,125.442,0.0,7.842,5.535,36.022,6.469,0,0.8,57.229,0,0.192,6,47.145,86.291,86.291,36.022,-0.116,2,0,-0.008,0,0.921,2,2,3.244,2,3,8.771,54.809,7.053,4,1.492,1.79,3.858,1,0,0.888,50.251,1,1,0,2,1,0,0,0,2,1,1,0,1.0
7.328,5,3,1,0.916,6,24.259,7.614,1.972,4.138,12.39,3.914,2,4.085,0.86,1,153.591,0.0,7.413,5.508,18.011,3.09,0,0.8,55.572,0,-0.329,5,36.145,60.404,60.404,18.011,-0.132,1,0,-0.056,0,0.791,2,1,3.814,1,2,7.546,49.863,6.868,1,1.022,1.782,3.858,1,0,0.793,46.484,1,1,0,2,1,0,0,0,1,1,0,0,1.0
7.149,14,3,1,0.86,4,83.494,5.437,1.679,4.607,17.949,4.213,2,4.392,0.4,1,158.755,0.0,10.598,6.488,81.976,6.261,2,0.4,121.609,0,0.247,7,80.458,117.998,117.998,36.022,-0.31,2,0,-0.049,0,0.827,1,2,3.243,2,4,9.274,59.604,9.492,4,1.527,1.868,3.873,0,0,0.901,74.258,1,1,0,3,2,0,0,0,1,1,0,0,0.75
7.824,2,2,1,0.86,4,39.146,6.237,1.792,4.13,13.256,3.987,2,4.162,0.8,1,153.591,0.0,7.808,5.501,36.022,6.443,0,0.4,57.691,0,0.208,5,36.145,75.291,75.291,36.022,-0.119,2,0,0.001,0,0.909,2,2,4.016,2,2,8.459,52.374,7.117,5,1.166,1.783,3.861,0,0,0.83,45.681,1,1,0,2,1,0,0,0,2,0,2,0,1.0
6.1,0,0,0,0.0,4,36.695,1.6,0.673,3.641,11.801,3.82,0,4.039,0.0,0,16.786,0.0,5.864,1.741,16.786,0.0,0,0.0,23.601,0,-0.399,2,0.0,36.695,19.91,16.786,0.0,0,0,-0.068,0,1.043,0,1,3.584,1,0,4.865,34.107,4.259,2,1.238,1.821,3.633,0,0,0.685,22.401,0,0,0,2,1,0,0,0,2,0,0,0,1.0
