pXC50,IDE,MSD,AECC,IAC,TIC0,HVcpx,SAdon,VAR,SpMax5_Bh.e.,nROH,NsOH,SsOH,SpMax5_Bh.i.,P_VSA_v_2,ATS8e,TIC4,TIC5,TIC3,RBN,TPSA.Tot.,X1v,Sp,ATS3e,SpMax5_Bh.v.,ATS2i,CATS2D_07_NL,CATS2D_01_AN,CATS2D_01_DN,SAacc,SAtot,ECC,SpMin3_Bh.s.,X1Per,ATS2s,P_VSA_e_5,ATS7p,P_VSA_m_3,P_VSA_p_2,VvdwMG,Vx,Eta_epsi,X1MulPer,SpMax8_Bh.i.,SpMax4_Bh.p.,S1K,P_VSA_p_1,SpMin3_Bh.i.,SpMax6_Bh.e.,SpMax6_Bh.v.,ATS8i,TIC1,VvdwZAZ,nFuranes,LLS_01,Sv,CSI,ATS1m,MATS2s,UNIP,ATSC2e,ATS5e,nCsp3,ATS6i,SpMax6_Bh.i.,ATS8p
5.754,3.35,5.555,9.364,57.328,57.328,3.193,0.0,74.0,3.172,0,0,0.0,3.264,43.585,4.079,194.213,194.213,191.458,2,34.89,7.857,28.319,4.597,2.98,4.549,0,0,0,41.808,390.94,206.0,0.988,6.215,5.325,25.145,3.431,25.145,43.585,160.544,383.488,22.967,7.473,2.925,3.319,13.661,235.422,1.527,2.996,2.802,4.275,143.11,278.33,0,0.83,26.499,461.0,3.363,0.122,72.0,0.123,4.528,7,4.694,3.071,3.407
5.0,3.364,5.626,9.476,52.511,52.511,3.202,0.0,69.0,3.172,0,0,0.0,3.264,18.44,4.14,199.065,199.065,196.31,3,17.82,7.866,28.625,4.62,2.98,4.593,0,0,0,16.663,386.738,199.0,0.994,6.224,5.221,0.0,3.468,0.0,18.44,159.476,380.88,22.1,7.477,2.925,3.322,13.032,258.964,1.534,2.982,2.784,4.408,141.465,272.18,0,0.83,26.311,448.0,3.322,0.182,70.0,0.101,4.568,8,4.813,3.074,3.434
6.488,3.543,6.4,10.423,73.229,73.229,3.347,0.0,78.0,3.281,0,0,0.0,3.328,88.465,4.25,218.114,218.114,218.114,2,34.89,8.585,29.892,4.683,3.048,4.663,0,0,0,86.688,425.518,271.0,0.989,6.726,6.079,25.145,3.494,70.025,43.585,173.731,415.664,28.81,8.173,3.009,3.341,17.243,268.531,1.535,3.168,2.973,4.419,164.763,313.84,0,0.67,29.176,592.0,3.542,0.429,101.0,0.785,4.659,8,4.826,3.259,3.472
7.086,3.543,6.4,10.423,78.607,78.607,3.347,31.291,78.0,3.398,0,0,0.0,3.431,119.189,4.284,232.801,232.801,232.801,3,103.43,10.088,31.881,4.738,3.262,4.663,0,0,0,117.412,452.655,271.0,0.989,6.73,5.832,69.458,3.576,69.458,119.189,186.462,446.728,28.267,8.118,3.009,3.524,17.354,223.651,1.593,3.17,2.978,4.452,181.45,325.42,0,0.5,30.137,592.0,3.735,0.333,101.0,0.337,4.714,7,4.86,3.262,3.554
6.886,3.35,5.555,9.364,59.135,59.135,3.193,0.0,74.0,3.17,0,0,0.0,3.263,60.37,4.045,187.395,187.395,187.395,2,47.78,7.707,27.563,4.564,2.976,4.537,0,0,0,58.593,385.62,206.0,0.987,6.078,5.335,25.145,3.401,25.145,60.37,157.746,376.661,23.067,7.319,2.925,3.279,13.6,223.651,1.509,2.967,2.739,4.242,148.044,272.03,0,0.83,25.993,461.0,3.372,0.12,72.0,0.126,4.521,7,4.675,3.053,3.373
6.462,3.35,5.555,9.364,59.135,59.135,3.193,0.0,74.0,3.171,0,0,0.0,3.264,60.37,4.053,195.395,195.395,195.395,2,47.78,7.707,27.563,4.564,2.979,4.537,0,0,0,58.593,385.62,206.0,0.987,6.08,5.333,25.145,3.398,25.145,60.37,157.746,376.661,23.067,7.319,2.854,3.295,13.6,223.651,1.513,2.989,2.794,4.248,148.044,272.03,0,0.83,25.993,461.0,3.372,0.115,72.0,0.126,4.502,7,4.676,3.066,3.347
5.0,3.373,5.682,9.435,63.056,63.056,3.201,0.0,71.0,3.172,0,0,0.0,3.264,43.585,4.096,202.213,202.213,200.213,2,34.89,8.341,29.176,4.61,2.98,4.548,0,0,0,41.808,412.342,217.0,0.988,6.272,5.368,25.145,3.475,25.145,43.585,168.877,403.821,24.052,7.575,2.922,3.32,14.864,223.651,1.527,2.997,2.812,4.273,150.862,293.54,0,0.67,27.326,482.0,3.458,0.122,78.0,0.102,4.538,7,4.693,3.071,3.489
5.0,3.35,5.555,9.364,59.397,59.397,3.193,0.0,74.0,3.175,0,0,0.0,3.268,43.585,4.195,203.95,203.95,201.195,3,34.89,8.154,29.08,4.682,2.983,4.628,0,0,0,41.808,400.598,206.0,0.989,6.431,5.321,25.145,3.515,25.145,43.585,163.472,390.631,23.567,7.764,2.925,3.321,13.903,258.964,1.538,3.038,2.844,4.416,138.754,280.97,0,0.83,27.026,461.0,3.369,0.087,72.0,0.136,4.642,9,4.828,3.11,3.467
5.0,3.293,5.293,9.25,60.386,60.386,3.137,0.0,82.0,3.197,0,0,0.0,3.284,43.585,4.282,215.064,215.064,211.064,5,34.89,8.097,28.603,4.749,2.995,4.719,0,0,0,41.808,413.545,185.0,1.052,6.446,5.263,25.145,3.484,25.145,43.585,160.463,383.289,23.367,7.682,2.972,3.309,14.009,306.049,1.512,3.13,2.912,4.538,117.118,277.55,0,0.67,26.079,398.0,3.273,0.106,61.0,0.162,4.687,13,4.898,3.213,3.366
6.046,3.579,6.481,11.0,73.16,73.16,3.416,0.0,98.0,3.247,0,0,0.0,3.314,65.584,4.335,240.418,242.418,238.418,4,53.35,8.91,32.75,4.718,3.0,4.737,0,0,0,63.808,473.324,286.0,0.988,6.977,5.535,47.145,3.646,47.145,65.584,187.722,449.801,28.5,8.352,3.033,3.33,17.354,282.506,1.532,3.225,2.963,4.528,175.118,330.51,0,0.33,30.982,627.0,3.542,0.081,102.0,0.224,4.828,9,4.976,3.292,3.583
6.297,3.439,5.996,9.64,64.852,64.852,3.241,16.786,71.0,3.343,0,0,0.0,3.393,60.37,4.229,229.819,229.819,227.819,2,50.68,8.851,31.324,4.706,3.218,4.656,0,0,0,41.808,412.014,241.0,0.989,6.988,5.453,25.145,3.548,25.145,60.37,176.203,421.694,25.767,8.445,3.009,3.387,15.007,235.422,1.538,3.172,2.982,4.413,174.327,298.03,0,0.5,29.52,552.0,3.506,0.117,91.0,0.127,4.684,7,4.828,3.263,3.569
5.0,3.626,6.695,11.115,78.607,78.607,3.404,31.291,90.0,3.378,0,0,0.0,3.409,119.189,4.256,224.801,224.801,224.801,3,103.43,10.088,31.881,4.738,3.232,4.663,0,0,0,117.412,452.655,289.0,0.989,6.728,5.832,69.458,3.571,69.458,119.189,186.462,446.728,28.267,8.118,3.009,3.523,17.354,223.651,1.606,3.168,2.975,4.439,181.45,325.42,0,0.5,30.137,633.0,3.735,0.333,105.0,0.337,4.71,7,4.792,3.26,3.547
5.0,3.331,5.485,9.261,67.832,67.832,3.164,0.0,79.0,3.172,0,0,0.0,3.264,61.147,4.217,199.065,199.065,196.31,3,60.34,9.396,29.421,4.654,2.991,4.589,0,0,0,60.976,407.97,213.0,0.993,6.23,5.623,44.313,3.537,44.313,61.147,169.007,404.136,24.7,7.498,2.925,3.424,14.864,235.422,1.626,3.086,2.93,4.408,149.963,290.97,0,0.5,27.401,474.0,3.645,0.31,74.0,0.274,4.629,7,4.81,3.13,3.446
5.0,3.772,7.302,12.536,68.287,68.287,3.583,0.0,118.0,3.423,0,0,0.0,3.46,43.585,4.334,256.158,256.158,241.894,3,34.89,9.929,35.841,4.814,3.311,4.738,0,0,0,41.808,482.3,351.0,0.992,7.885,5.54,25.145,3.724,25.145,43.585,201.923,484.452,28.367,9.489,3.009,3.55,17.34,282.506,1.665,3.172,2.984,4.533,172.979,350.95,0,0.67,33.552,796.0,3.589,0.111,125.0,0.137,4.804,7,4.966,3.264,3.685
5.0,3.35,5.555,9.364,63.156,63.156,3.193,0.0,74.0,3.182,0,0,0.0,3.272,43.585,4.328,221.814,221.814,216.304,2,34.89,8.808,30.603,4.855,2.989,4.767,0,0,0,41.808,423.672,206.0,0.989,6.992,5.36,25.145,3.545,25.145,43.585,169.327,404.917,24.767,8.424,3.009,3.34,14.389,306.049,1.535,3.111,2.91,4.546,140.429,297.15,0,0.83,28.079,461.0,3.38,0.136,72.0,0.159,4.703,13,4.837,3.206,3.571
