pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.194,69.458,69.458,0.082,0,0,94.011,94.011,5.5,0,0,0,0,0,0,0.0,0.0,0.09,0,0,3.793,3,0,0,4.244,4.408,94.011,0.606,3.372,0.482,0,0,0,0,0,0,0,-0.122,0,0,0,16.263,0.0,0,0,73.82,0,2.689,0.474,0,0,0.667,71.028,82.2,125.392,4.87,0.527,0,0,9,0.0,0.0,4.872,62.665,2.839,2.839,0,0,-0.693,0
4.194,11.0,11.0,-0.071,0,0,48.92,48.92,3.3,2,0,0,0,0,0,0.0,0.0,0.029,0,0,3.244,1,0,0,3.467,3.686,48.92,0.61,3.572,0.261,0,0,0,0,0,0,0,0.0,0,0,0,4.268,0.0,0,0,37.39,0,2.109,0.114,0,0,0.662,36.833,97.72,72.977,4.021,0.98,0,0,6,0.0,18.011,4.165,28.429,2.339,2.339,0,1,-0.141,1
4.194,69.458,69.458,0.138,0,0,90.506,90.506,5.2,1,0,0,0,0,0,0.0,0.0,0.112,0,0,3.411,3,0,0,3.943,4.189,90.506,0.537,2.236,0.568,0,0,0,0,0,0,0,0.287,0,0,0,9.461,0.0,0,0,69.72,0,2.379,0.38,0,0,0.63,55.25,78.1,69.458,4.257,0.515,0,0,7,0.0,18.011,4.1,5.569,2.433,2.433,0,1,-0.277,1
4.194,42.683,57.643,0.021,0,0,111.234,124.418,2.2,1,0,0,0,0,0,0.0,0.0,0.118,0,0,3.52,1,0,1,4.358,4.597,126.195,0.65,3.334,0.176,0,0,0,0,0,0,0,0.0,0,0,0,10.922,1.424,0,0,75.66,0,2.459,0.454,0,0,0.629,69.0,100.96,124.418,4.809,0.659,0,0,8,0.0,42.683,4.959,113.715,2.572,2.572,0,1,-0.302,1
4.194,96.367,96.367,-0.119,0,0,132.388,132.388,7.7,0,0,0,0,2,0,96.367,0.0,0.062,0,1,2.409,3,0,2,3.663,3.708,132.388,0.533,2.505,0.23,0,0,0,0,0,0,2,-1.007,2,0,0,10.145,0.0,0,0,73.75,0,1.359,0.68,0,0,0.6,36.167,73.75,96.367,4.281,1.092,0,0,5,0.0,121.388,3.76,121.388,1.503,1.503,2,4,2.285,4
4.301,70.797,70.797,-0.02,0,0,90.707,90.707,8.7,0,0,0,0,0,0,0.0,0.0,0.042,0,0,3.698,4,0,0,4.206,4.307,90.707,0.61,3.509,0.35,0,0,0,0,0,0,0,0.0,0,0,0,7.224,0.0,0,1,72.64,0,2.628,0.517,0,0,0.644,62.167,72.64,87.583,4.395,0.724,0,0,6,0.0,0.0,4.839,78.073,2.717,2.717,0,0,-0.76,0
4.301,75.892,90.852,0.104,0,0,99.573,108.863,10.3,1,0,0,0,0,0,50.747,0.0,0.192,0,0,3.271,3,0,0,3.922,4.578,114.533,0.74,3.785,0.341,0,0,0,0,0,0,0,0.0,0,0,0,19.771,0.0,0,0,74.92,0,2.22,0.497,0,0,0.613,59.0,128.46,90.852,4.667,0.458,0,0,8,0.0,18.011,4.72,55.03,2.301,2.301,0,1,-0.124,1
4.301,118.118,118.118,-0.07,0,1,138.028,138.028,9.8,1,0,0,0,0,0,0.0,0.0,0.11,1,0,3.754,4,0,1,4.6,4.696,138.028,0.684,3.141,0.303,1,0,0,0,0,0,1,0.0,0,0,0,16.4,0.0,0,3,89.26,0,2.709,0.3,0,0,0.647,74.167,117.5,134.904,4.989,0.668,0,0,7,0.0,42.683,5.028,104.239,2.77,2.77,0,1,-0.336,1
4.194,69.458,69.458,0.101,0,0,72.582,72.582,9.4,0,0,0,0,0,0,0.0,0.0,0.068,0,0,2.95,3,0,0,3.209,3.727,72.582,0.614,3.257,0.288,0,0,0,0,0,0,0,0.0,0,0,0,15.66,0.0,0,0,54.45,0,1.842,0.409,0,0,0.618,44.083,91.07,69.458,4.274,0.447,0,0,6,0.0,0.0,4.188,32.648,2.052,2.052,0,0,-0.634,0
4.194,50.29,50.29,-0.092,2,0,121.108,121.108,4.5,2,0,0,0,0,0,0.0,0.0,0.053,0,0,3.381,2,0,0,4.351,4.451,121.108,0.614,3.767,0.239,0,0,0,0,0,0,0,0.0,0,0,0,12.058,0.0,0,4,90.01,1,2.345,0.284,0,0,0.635,63.0,115.31,115.739,4.71,0.766,0,0,7,0.0,50.908,4.971,85.286,2.397,2.397,1,3,0.974,3
4.194,47.145,47.145,-0.044,0,0,50.269,50.269,7.5,0,0,0,0,0,0,11.0,0.0,0.103,0,0,3.643,3,0,0,4.03,4.289,50.269,0.655,3.696,0.412,0,0,0,0,0,0,0,0.0,0,0,0,8.046,0.0,0,2,38.77,0,2.416,0.572,0,0,0.625,60.611,70.86,131.485,4.543,0.733,0,0,8,0.0,0.0,4.422,56.857,2.716,2.716,0,0,-0.684,0
4.194,33.0,33.0,-0.035,0,0,152.704,152.704,5.5,4,0,0,0,0,0,0.0,0.0,0.107,0,0,3.466,3,0,0,4.187,4.331,152.704,0.611,3.476,0.585,0,0,0,0,0,0,0,0.164,0,0,0,9.35,0.0,0,0,116.2,0,2.38,0.72,0,0,0.683,66.333,116.2,116.682,4.356,0.921,0,2,10,0.0,36.022,4.926,66.334,2.521,2.521,0,2,0.309,2
4.301,207.946,207.946,-0.096,0,2,227.856,227.856,13.6,1,0,0,0,0,0,0.0,0.0,0.244,1,0,3.889,8,2,2,4.825,6.351,227.856,0.677,4.307,0.717,1,0,0,0,0,0,1,0.0,0,0,0,28.985,0.0,0,8,144.5,0,2.767,0.75,0,0,0.642,99.5,198.04,224.732,6.468,0.791,0,2,12,0.0,85.367,5.505,37.905,2.942,2.942,0,2,0.243,2
4.301,50.29,65.25,-0.011,0,0,77.674,92.634,2.8,1,0,0,0,0,0,0.0,0.0,0.016,0,0,3.589,2,0,0,4.411,4.62,92.634,0.579,3.457,0.306,0,0,0,0,0,0,0,0.0,0,0,0,7.494,0.0,0,4,57.58,0,2.547,0.355,0,0,0.641,87.333,85.82,65.25,4.697,0.634,0,2,8,0.0,18.011,5.298,123.191,2.619,2.619,0,1,-0.409,1
4.194,78.828,78.828,-0.144,0,0,132.309,115.524,7.5,0,0,0,0,0,0,0.0,0.0,0.14,0,0,3.835,3,0,1,4.195,4.602,132.309,0.691,4.22,0.362,0,1,0,0,0,0,0,0.0,0,0,0,10.785,0.0,0,3,93.03,0,2.727,0.369,0,0,0.688,66.833,153.36,157.591,4.831,0.898,0,0,9,0.0,59.469,5.153,66.334,2.889,2.889,0,2,0.318,2
4.194,50.29,50.29,-0.02,0,0,104.383,104.383,5.3,0,0,0,0,0,0,0.0,0.0,0.03,0,0,3.463,2,0,0,3.956,4.179,104.383,0.614,3.464,0.27,0,0,0,0,0,0,0,0.0,0,0,0,7.226,0.0,0,5,78.46,0,2.433,0.179,0,0,0.648,57.167,78.46,98.135,4.458,0.644,0,0,6,0.0,0.0,4.326,37.905,2.489,2.489,0,0,-0.717,0
4.194,25.145,70.025,-0.002,0,0,95.166,138.27,1.6,1,0,0,0,0,0,0.0,0.0,0.119,0,0,3.977,1,0,0,4.709,4.912,140.047,0.637,3.797,0.882,0,0,0,0,0,0,0,0.0,0,0,0,21.078,1.822,0,0,72.7,0,2.79,0.628,0,0,0.638,95.583,98.0,120.259,4.952,0.548,0,0,10,0.0,18.011,5.24,75.81,3.046,3.046,0,1,-0.348,1
4.301,25.145,25.145,-0.175,1,0,74.828,74.828,5.3,1,0,0,0,0,0,0.0,0.0,0.055,0,0,2.764,1,0,0,2.824,3.224,74.828,0.684,3.616,0.126,0,0,0,0,0,0,0,0.0,0,0,0,7.523,0.0,0,4,55.98,1,1.637,0.111,0,0,0.615,32.333,112.46,74.828,3.739,0.792,0,0,5,0.0,32.897,4.143,34.251,1.871,1.871,0,2,0.679,2
4.301,67.828,67.828,-0.021,0,0,108.873,108.873,2.7,1,0,0,0,0,0,0.0,0.0,0.079,0,0,3.68,2,0,1,4.139,4.267,108.873,0.535,3.317,0.331,0,0,0,0,0,0,0,1.036,0,0,1,10.172,0.0,0,0,68.17,0,2.661,0.365,0,0,0.643,71.0,68.17,84.614,4.596,0.85,0,1,6,0.0,60.694,5.549,75.81,2.697,2.697,0,2,0.105,2
4.194,97.996,97.996,0.004,0,0,164.513,147.85,8.9,3,0,0,0,0,0,0.0,0.0,0.188,0,0,3.496,4,0,1,4.334,4.808,164.513,0.673,3.836,0.489,0,0,0,0,0,0,0,0.0,0,0,0,20.426,0.0,0,0,117.2,0,2.371,0.412,0,0,0.638,72.583,150.88,131.445,4.855,0.718,0,2,10,0.0,75.751,5.031,91.094,2.613,2.613,1,3,0.994,3
4.301,50.29,50.29,0.033,0,0,104.138,104.138,4.8,0,0,0,0,0,0,0.0,0.0,0.067,0,0,3.589,2,0,0,4.238,4.279,104.138,0.629,3.61,0.244,0,0,0,0,0,0,0,0.0,0,0,0,11.227,0.0,0,5,78.99,0,2.532,0.4,0,0,0.64,62.778,78.99,137.161,4.63,0.556,0,0,7,0.0,0.0,4.565,37.905,2.621,2.621,0,0,-0.711,0
4.301,97.892,97.892,0.145,0,0,122.001,114.555,10.6,0,0,0,0,0,0,61.747,0.0,0.19,0,0,3.755,5,0,0,4.233,4.604,122.001,0.634,3.549,0.568,0,0,0,0,0,0,0,0.0,0,0,0,7.503,1.604,0,0,99.17,0,2.653,0.664,0,0,0.625,67.583,124.47,114.555,4.676,0.556,0,0,9,0.0,0.0,4.516,37.905,2.801,2.801,0,0,-0.646,0
4.301,0.0,0.0,0.042,0,0,18.685,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.049,0,0,3.488,0,0,0,3.799,4.04,18.685,0.531,3.235,0.097,0,0,0,0,0,0,0,0.0,0,0,0,8.799,2.361,1,2,19.67,0,2.454,0.139,0,0,0.615,45.667,19.67,0.0,4.068,1.07,0,0,2,0.0,16.786,5.103,113.286,2.508,2.508,0,1,-0.465,1
4.301,143.263,143.263,-0.082,0,0,184.308,182.409,8.5,4,0,0,0,0,0,0.0,0.0,0.117,1,0,3.758,5,0,1,4.754,4.852,184.308,0.629,3.805,0.468,1,0,0,0,0,0,1,0.0,0,0,0,14.741,1.868,0,4,126.19,0,2.745,0.535,0,0,0.65,90.5,126.19,143.263,6.351,0.733,0,1,9,0.0,78.705,5.323,94.762,2.759,2.759,0,3,0.82,3
4.194,69.458,69.458,0.071,0,0,87.469,87.469,7.3,1,0,0,0,0,0,0.0,0.0,0.077,0,0,3.406,3,0,0,4.073,4.347,87.469,0.613,3.393,0.257,0,0,0,0,0,0,0,0.0,0,0,0,16.811,0.0,0,0,63.24,0,2.387,0.332,0,0,0.587,59.361,71.62,108.607,4.703,0.468,0,0,6,0.0,18.011,4.735,81.856,2.413,2.413,0,1,-0.284,1
4.194,85.399,85.399,0.147,0,0,127.52,120.073,9.8,1,0,0,0,0,0,50.747,0.0,0.194,0,0,3.712,4,0,0,4.152,4.757,127.52,0.658,3.755,0.368,0,0,0,0,0,0,0,-0.156,0,0,0,6.11,1.38,0,1,105.88,0,2.687,0.637,0,0,0.65,65.167,105.88,102.062,4.862,0.523,0,1,8,0.0,18.011,4.882,75.381,2.721,2.721,0,1,-0.238,1
4.194,72.29,72.29,-0.096,0,0,138.758,136.859,8.0,0,0,0,0,0,0,0.0,0.0,0.135,0,0,3.65,4,0,0,4.476,4.707,138.758,0.641,4.199,0.472,0,1,0,0,0,0,0,0.0,0,0,0,15.885,1.923,0,1,107.4,0,2.518,0.624,0,0,0.621,76.667,132.7,136.859,4.79,0.802,1,2,10,0.0,64.569,5.174,56.857,2.689,2.689,0,3,0.94,3
4.194,44.313,44.313,0.119,0,0,78.729,78.729,5.6,0,0,0,0,0,0,0.0,0.0,0.083,0,0,3.389,2,0,0,3.714,4.056,78.729,0.594,3.239,0.253,0,0,0,0,0,0,0,0.0,0,0,0,16.38,0.0,0,0,63.4,0,2.363,0.136,0,0,0.613,48.083,71.78,77.21,4.44,0.507,0,0,5,0.0,32.897,4.538,114.515,2.405,2.405,0,2,0.361,2
4.301,70.797,70.797,-0.023,0,0,73.921,73.921,10.3,0,0,0,0,0,0,0.0,0.0,0.046,0,0,3.407,4,0,0,4.01,4.112,73.921,0.615,3.323,0.343,0,0,0,0,0,0,0,0.0,0,0,0,6.611,0.0,0,3,59.75,0,2.391,0.417,0,0,0.625,54.667,59.75,70.797,4.417,0.73,0,0,5,0.0,0.0,4.785,97.026,2.414,2.414,0,0,-0.762,0
4.194,61.29,106.17,-0.026,0,0,97.74,140.844,6.4,1,0,0,0,0,0,0.0,0.0,0.226,0,0,3.693,3,0,0,4.641,4.868,142.62,0.681,3.67,1.095,0,0,0,0,0,0,0,-0.326,0,0,0,30.364,0.97,0,1,73.22,0,2.506,0.882,0,0,0.63,80.25,101.46,122.833,7.427,0.606,0,0,10,0.0,18.011,4.735,9.476,2.774,2.774,0,1,-0.199,1
4.194,67.828,67.828,-0.024,0,0,77.201,77.201,3.3,0,0,0,0,0,0,0.0,0.0,0.041,0,0,3.63,2,0,1,4.116,4.286,77.201,0.557,3.178,0.254,0,0,0,0,0,0,0,0.12,0,0,0,8.178,0.0,0,0,47.02,0,2.579,0.319,0,0,0.65,63.778,47.02,106.977,4.353,0.774,0,2,6,0.0,42.683,4.928,75.81,2.665,2.665,0,1,-0.382,1
4.301,58.145,58.145,-0.012,0,0,58.145,58.145,9.5,0,0,0,0,0,0,11.0,0.0,0.019,0,0,3.319,4,0,0,3.674,4.04,58.145,0.573,2.95,0.439,0,0,0,0,0,0,0,0.0,0,0,0,5.605,0.0,1,1,44.76,0,2.228,0.399,0,2,0.663,45.0,44.76,58.145,4.295,0.837,1,0,5,0.0,0.0,4.273,37.905,2.376,2.376,0,0,-0.738,0
4.194,0.0,0.0,0.325,0,0,51.766,49.989,0.0,0,0,0,0,0,0,0.0,0.0,0.057,0,0,2.735,0,0,0,3.267,3.533,51.766,0.63,2.719,0.064,0,0,0,0,0,0,0,0.0,0,0,0,4.669,1.803,0,0,43.6,0,1.712,0.116,0,0,0.65,32.0,43.6,49.989,3.674,0.532,0,0,4,0.0,0.0,4.056,56.857,1.763,1.763,0,0,-0.716,0
4.194,45.652,45.652,-0.073,0,0,78.978,78.978,12.0,0,0,0,0,0,0,0.0,0.0,0.134,0,0,3.245,3,0,0,3.611,3.636,78.978,0.728,3.859,0.362,0,0,0,0,0,0,0,0.0,0,0,0,8.645,0.0,0,1,65.22,0,2.114,0.425,0,0,0.632,42.722,157.56,117.542,4.023,0.817,0,0,8,0.0,0.0,4.374,18.952,2.279,2.279,0,1,-0.025,0
4.194,11.0,11.0,0.107,0,0,48.737,47.573,2.3,0,0,0,0,0,0,11.0,0.0,0.041,0,0,3.319,1,0,0,3.674,3.735,48.737,0.569,3.233,0.209,0,0,0,0,0,0,0,0.0,0,0,0,6.132,0.0,0,0,42.66,0,2.246,0.346,0,0,0.674,45.5,42.66,44.448,3.986,0.804,0,0,5,0.0,0.0,4.35,56.857,2.372,2.372,0,0,-0.772,0
4.194,92.973,137.854,-0.113,0,1,144.31,189.19,9.7,2,0,0,0,0,0,0.0,0.0,0.341,1,0,3.297,3,0,1,4.981,6.351,189.19,0.818,3.769,0.954,1,0,0,0,0,0,1,0.0,0,0,0,66.182,0.0,0,0,92.18,0,2.199,1.032,0,0,0.619,71.917,171.02,171.18,7.428,0.722,0,0,12,0.0,60.694,4.478,0.0,2.335,2.335,0,2,0.659,2
4.194,25.145,25.145,0.054,0,0,33.293,31.394,1.7,0,0,0,0,0,0,0.0,0.0,0.053,0,0,3.517,1,0,0,3.857,3.987,33.293,0.534,3.022,0.232,0,0,0,0,0,0,0,-0.195,0,0,0,8.931,2.048,0,0,28.48,0,2.482,0.355,0,0,0.638,58.167,28.48,25.145,4.27,0.757,0,0,4,0.0,0.0,4.647,112.857,2.554,2.554,0,0,-0.853,0
4.194,88.626,88.626,0.192,0,0,91.663,91.663,9.8,0,0,0,0,0,0,0.0,0.0,0.129,0,0,3.229,4,0,0,4.065,4.25,91.663,0.612,2.923,0.589,0,0,0,0,0,0,0,0.0,0,0,0,25.786,0.0,0,0,74.76,0,2.171,0.497,0,0,0.619,56.5,91.52,88.626,4.717,0.388,0,0,8,0.0,0.0,4.101,58.996,2.275,2.275,0,0,-0.61,0
4.194,72.29,72.29,-0.029,0,0,128.65,126.873,7.3,1,0,0,0,0,0,0.0,0.0,0.14,0,0,3.827,4,0,0,4.447,4.496,128.65,0.645,3.978,0.53,0,0,0,0,0,0,0,0.0,0,0,0,9.471,1.507,0,2,100.27,0,2.71,0.654,0,0,0.674,79.111,100.27,144.887,4.83,0.745,0,0,10,0.0,18.011,5.281,66.334,2.879,2.879,0,1,-0.292,1
4.194,83.29,83.29,-0.025,0,0,104.425,104.425,8.2,1,0,0,0,0,0,0.0,0.0,0.038,0,0,3.757,5,0,0,4.318,4.428,104.425,0.592,3.34,0.345,0,0,0,0,0,0,0,0.0,0,0,0,7.871,0.0,0,2,78.79,0,2.695,0.652,0,0,0.644,75.333,78.79,83.29,4.54,0.775,0,0,7,0.0,18.011,4.778,66.334,2.786,2.786,0,1,-0.382,1
4.194,78.828,78.828,-0.034,0,0,81.952,81.952,6.0,0,0,0,0,0,0,0.0,0.0,0.03,0,0,3.742,3,0,1,3.968,4.235,81.952,0.57,3.559,0.184,0,0,0,0,0,0,1,-0.189,0,0,0,9.53,0.0,0,5,49.77,0,2.696,0.224,0,0,0.62,60.25,49.77,78.828,4.407,0.794,0,0,4,0.0,42.683,5.063,94.762,2.766,2.766,0,1,-0.419,1
4.301,80.458,80.458,0.069,0,0,99.987,99.987,8.5,1,0,0,0,0,0,0.0,0.0,0.097,0,0,3.538,4,0,0,4.203,4.339,99.987,0.606,3.603,0.463,0,0,0,0,0,0,0,0.0,0,0,0,15.925,0.0,0,0,75.71,0,2.445,0.414,0,0,0.61,62.583,112.33,80.458,4.66,0.592,0,0,8,0.0,18.011,4.783,60.838,2.6,2.6,0,1,-0.238,1
4.194,9.507,9.507,0.023,0,0,44.732,42.833,4.3,0,0,0,0,0,0,0.0,0.0,0.058,0,0,2.526,1,0,0,3.244,3.471,44.732,0.641,3.588,0.173,0,0,0,0,0,0,0,0.0,0,0,0,7.355,1.848,0,0,43.85,0,1.476,0.134,0,0,0.661,32.222,82.65,97.164,3.665,0.84,0,0,5,0.0,0.0,4.35,42.431,1.606,1.606,0,1,-0.096,0
4.194,61.29,76.25,-0.063,0,0,114.097,129.057,6.7,2,0,0,0,0,0,0.0,0.0,0.11,0,0,3.57,3,0,0,4.354,4.572,129.057,0.648,3.803,0.367,0,0,0,0,0,0,0,-0.599,0,0,0,11.05,0.0,0,2,79.79,0,2.497,0.519,0,0,0.639,69.333,105.09,93.035,4.666,0.682,0,0,8,0.0,36.022,4.942,93.821,2.611,2.611,0,2,0.304,2
4.194,9.507,9.507,0.023,0,0,44.732,42.833,4.3,0,0,0,0,0,0,0.0,0.0,0.058,0,0,2.526,1,0,0,3.215,3.613,44.732,0.641,3.588,0.156,0,0,0,0,0,0,0,0.0,0,0,0,7.231,1.814,0,0,43.85,0,1.476,0.241,0,0,0.661,32.222,82.65,97.164,3.623,0.84,0,0,5,0.0,0.0,4.35,40.168,1.606,1.606,0,1,-0.096,0
4.301,104.43,104.43,0.089,0,0,130.01,124.34,11.1,0,0,0,0,0,0,61.747,0.0,0.188,0,0,3.432,4,0,1,3.875,4.28,130.01,0.652,3.726,0.429,0,0,0,0,0,0,0,0.0,0,0,0,12.422,0.0,0,0,91.41,0,2.332,0.508,0,0,0.679,54.333,91.41,121.216,4.625,0.628,0,1,7,0.0,42.683,4.503,28.429,2.494,2.494,0,1,-0.197,1
4.194,25.145,70.025,-0.029,0,0,46.954,88.036,2.0,1,0,0,0,0,0,0.0,0.0,0.101,0,0,3.602,1,0,0,4.274,4.766,91.834,0.637,3.481,0.838,0,0,0,0,0,0,0,0.0,0,0,0,21.475,3.812,1,0,37.91,1,2.556,0.553,0,1,0.661,73.75,37.91,70.025,4.907,0.564,0,0,7,0.0,18.011,5.053,75.81,2.626,2.626,0,1,-0.323,1
4.194,9.507,9.507,0.05,0,0,61.273,59.496,3.4,0,0,0,0,0,0,0.0,0.0,0.108,0,0,3.378,1,0,0,3.674,4.002,61.273,0.69,3.427,0.196,0,0,0,0,0,0,0,0.0,0,0,0,5.475,1.497,0,1,56.21,0,2.296,0.369,0,0,0.65,46.167,95.01,137.209,4.14,0.71,0,0,7,0.0,0.0,4.582,68.597,2.426,2.426,0,1,-0.173,0
4.194,53.683,53.683,-0.09,0,0,158.501,158.501,4.8,3,0,0,0,0,0,0.0,0.0,0.131,0,0,3.539,2,0,1,3.946,4.232,158.501,0.641,3.671,0.492,0,0,0,0,0,0,0,0.0,0,0,0,10.664,0.0,0,0,109.18,0,2.412,0.355,0,0,0.7,58.667,109.18,137.366,4.328,0.962,0,2,9,0.0,60.694,4.624,56.857,2.609,2.609,0,2,0.391,2
4.301,0.0,0.0,-0.086,0,0,32.897,32.897,0.0,0,0,0,0,0,0,0.0,0.0,0.054,0,0,3.449,0,0,0,3.566,3.569,32.897,0.482,2.773,0.093,0,0,0,0,0,0,0,1.9,0,0,0,6.777,0.0,0,0,26.02,0,2.448,0.136,0,0,0.592,33.0,26.02,32.897,3.674,1.26,0,0,1,0.0,32.897,4.351,37.905,2.45,2.45,0,2,0.186,2
4.194,75.435,75.435,-0.041,0,0,129.222,129.222,7.0,3,0,0,0,0,0,0.0,0.0,0.133,0,0,3.461,3,0,0,4.342,4.371,129.222,0.655,3.602,0.312,0,0,0,0,0,0,0,0.0,0,0,0,11.901,0.0,0,1,87.3,0,2.455,0.585,0,0,0.606,69.056,87.3,153.732,4.911,0.629,0,0,8,0.0,53.787,4.973,66.334,2.456,2.456,0,3,1.012,3
4.194,100.58,100.58,-0.004,0,0,106.828,106.828,7.7,0,0,0,0,0,0,0.0,0.0,0.017,0,0,3.622,4,0,0,4.14,4.516,106.828,0.59,2.73,0.289,0,0,0,0,0,0,0,0.357,0,0,0,9.145,0.0,0,0,74.76,0,2.574,0.334,0,0,0.679,66.333,74.76,100.58,4.543,0.53,0,0,6,0.0,0.0,3.854,37.905,2.648,2.648,0,0,-0.778,0
4.301,67.828,67.828,-0.016,0,0,108.873,108.873,2.4,1,0,0,0,0,0,0.0,0.0,0.088,0,0,3.671,2,0,1,4.207,4.596,108.873,0.533,3.332,0.345,0,0,0,0,0,0,0,0.612,0,0,1,13.072,0.0,0,0,68.17,0,2.642,0.375,0,0,0.625,81.667,68.17,84.614,4.713,0.853,0,1,6,0.0,60.694,5.501,123.191,2.692,2.692,0,2,0.05,2
4.194,56.652,56.652,-0.048,2,0,153.935,137.272,8.0,1,1,0,0,0,0,0.0,0.0,0.121,0,0,3.821,4,0,0,4.284,4.787,153.935,0.633,4.006,0.375,0,0,0,0,0,0,0,-0.457,0,0,0,14.725,0.0,0,1,127.16,1,2.781,0.534,0,0,0.642,73.083,127.16,137.272,4.927,0.83,0,0,8,0.0,49.56,4.778,68.597,2.841,2.841,0,3,0.9,3
4.194,78.828,78.828,-0.168,2,0,111.725,111.725,11.1,0,1,0,0,0,0,0.0,0.0,0.123,0,0,3.004,3,0,1,3.611,3.946,111.725,0.664,4.103,0.29,0,0,0,0,0,0,0,0.0,0,0,0,15.239,0.0,0,1,72.55,0,1.837,0.335,0,0,0.603,44.25,100.79,111.725,4.447,0.904,0,0,6,0.0,75.581,4.431,51.85,2.108,2.108,0,3,1.309,3
4.194,50.29,50.29,-0.035,0,0,68.301,68.301,6.3,1,0,0,0,0,0,0.0,0.0,0.036,0,0,3.41,2,0,0,3.709,3.905,68.301,0.632,3.092,0.1,0,0,0,0,0,0,0,0.0,0,0,0,7.36,0.0,0,1,46.17,0,2.388,0.369,0,0,0.613,49.694,46.17,89.438,4.583,0.554,0,0,4,0.0,18.011,4.387,85.286,2.416,2.416,0,1,-0.32,1
4.301,44.313,104.153,0.016,0,0,95.65,155.49,5.6,1,0,0,0,0,0,0.0,0.0,0.299,0,0,3.659,2,0,0,4.927,6.999,155.49,0.785,4.007,1.053,0,0,0,0,0,0,0,0.0,0,0,0,67.131,0.0,0,1,71.42,0,2.506,1.004,0,0,0.64,81.667,79.8,137.602,7.714,0.528,0,0,10,0.0,17.888,4.871,53.427,2.715,2.715,0,1,-0.159,1
4.301,36.145,36.145,0.008,0,0,57.28,57.28,3.8,1,0,0,0,0,0,0.0,0.0,0.049,0,0,3.522,2,0,0,3.892,3.909,57.28,0.533,3.186,0.209,0,0,0,0,0,0,0,0.0,0,0,0,7.89,0.0,0,0,41.57,0,2.47,0.314,0,0,0.6,52.833,41.57,36.145,4.236,0.804,0,0,4,0.0,18.011,4.78,75.81,2.551,2.551,0,1,-0.396,1
4.194,78.828,78.828,-0.049,0,0,118.648,118.648,5.7,0,0,0,0,0,0,0.0,0.0,0.039,0,0,3.695,3,0,1,4.227,4.362,118.648,0.592,3.575,0.413,0,0,0,0,0,0,0,-0.181,0,0,0,9.891,0.0,0,0,78.79,0,2.563,0.337,0,0,0.672,65.333,78.79,112.399,4.488,0.839,0,2,7,0.0,42.683,5.072,56.857,2.758,2.758,0,1,-0.336,1
4.301,92.973,92.973,-0.08,0,0,110.984,110.984,8.8,1,0,0,0,0,0,0.0,0.0,0.049,1,0,3.476,3,1,1,3.715,3.99,110.984,0.603,3.783,0.16,1,0,0,0,0,0,1,-0.431,0,0,0,11.682,0.0,0,1,66.4,0,2.475,0.325,0,0,0.618,48.333,66.4,92.973,4.395,0.71,0,1,4,0.0,60.694,4.889,47.381,2.468,2.468,0,2,0.341,2
4.194,34.652,34.652,-0.047,0,0,69.449,69.449,5.9,1,0,0,0,0,0,0.0,0.0,0.03,0,0,3.46,2,0,0,3.78,3.968,69.449,0.627,2.93,0.101,0,0,0,0,0,0,0,0.0,0,0,0,4.642,0.0,0,1,55.13,0,2.423,0.324,0,0,0.648,49.667,55.13,51.438,4.11,0.747,0,0,4,0.0,18.011,4.83,85.286,2.482,2.482,0,1,-0.354,1
4.301,127.625,127.625,-0.064,0,0,148.515,148.515,11.9,2,0,0,0,0,0,0.0,0.0,0.198,1,0,3.683,5,0,1,4.624,4.941,148.515,0.703,3.439,0.408,1,0,0,0,0,0,1,0.0,0,0,0,20.73,0.0,0,5,105.3,0,2.668,0.612,0,0,0.638,77.778,105.3,166.774,5.074,0.717,0,0,8,0.0,60.572,5.107,104.239,2.689,2.689,0,2,0.262,2
