pXC50,N.,X.,nN,nF,nX,nCL,nC,Me,nHet,H.,nBM,AMW,RBN,C.,nDB,Sp,nCsp2,Mv,nS,RBF,Mi,MW,nCsp3,nAB,Sv,nBO,Si,Se,nAT,nSK
5.152,1.7,0.0,1,0,0,0,27,1.006,6,43.1,24,7.647,10,46.6,1,39.415,22,0.654,0,0.164,1.113,443.53,5,23,37.917,36,64.528,58.342,58,33
5.295,1.6,0.0,1,0,0,0,29,1.002,6,45.3,24,7.369,11,45.3,1,42.938,22,0.64,0,0.164,1.115,471.59,7,23,40.971,38,71.358,64.109,64,35
5.824,4.5,0.0,3,0,0,0,26,0.998,7,50.0,15,6.843,11,39.4,3,42.256,15,0.603,0,0.162,1.13,451.62,11,12,39.825,35,74.561,65.869,66,33
6.796,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,11,43.8,2,43.585,20,0.643,1,0.164,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
5.42,1.6,0.0,1,0,0,0,27,1.01,8,43.5,20,7.962,11,43.5,2,42.279,20,0.651,1,0.169,1.114,493.62,7,18,40.346,38,69.072,62.629,62,35
6.429,3.3,5.0,2,3,3,0,26,1.026,9,41.7,22,8.109,8,43.3,1,39.54,18,0.648,0,0.127,1.138,486.53,8,21,38.9,38,68.251,61.538,60,35
5.161,0.0,7.8,0,3,4,1,21,1.048,10,39.2,13,9.036,9,41.2,1,33.534,13,0.659,0,0.17,1.141,460.86,8,12,33.588,33,58.202,53.429,51,31
6.587,3.3,5.0,2,3,3,0,26,1.026,9,41.7,22,8.109,9,43.3,1,39.54,18,0.648,0,0.143,1.138,486.53,8,21,38.9,38,68.251,61.538,60,35
6.05,3.3,5.0,2,3,3,0,26,1.026,9,41.7,22,8.109,8,43.3,1,39.54,18,0.648,0,0.127,1.138,486.53,8,21,38.9,38,68.251,61.538,60,35
5.821,1.7,0.0,1,0,0,0,27,1.004,6,45.0,20,7.426,10,45.0,2,40.176,20,0.641,0,0.159,1.116,445.55,7,18,38.444,36,66.943,60.225,60,33
5.456,3.7,0.0,2,0,0,0,24,1.004,6,44.4,22,7.491,8,44.4,1,36.205,18,0.643,0,0.14,1.119,404.5,6,21,34.697,33,60.401,54.232,54,30
6.036,1.6,0.0,1,0,0,0,26,1.001,7,48.4,14,7.338,11,40.6,2,42.347,14,0.62,1,0.164,1.12,469.65,12,12,39.684,36,71.693,64.069,64,33
6.854,3.2,0.0,2,0,0,0,28,1.008,8,41.9,24,8.107,10,45.2,2,43.068,21,0.663,1,0.152,1.112,502.63,7,22,41.125,40,68.946,62.52,62,36
6.77,1.6,0.0,1,0,0,0,28,1.005,7,43.5,21,7.897,11,45.2,3,42.824,21,0.655,1,0.169,1.111,489.63,7,18,40.631,38,68.863,62.302,62,35
5.415,1.6,0.0,1,0,0,0,26,1.0,6,49.2,14,6.946,10,41.3,2,40.699,14,0.611,0,0.152,1.123,437.58,12,12,38.497,35,70.773,62.992,63,32
7.886,1.6,4.9,1,3,3,0,28,1.021,9,39.3,24,8.913,9,45.9,1,43.375,22,0.681,2,0.141,1.121,543.67,6,23,41.538,40,68.383,62.261,61,37
8.585,1.6,4.7,1,3,3,0,29,1.018,9,40.6,24,8.714,10,45.3,1,45.137,22,0.673,2,0.149,1.122,557.7,7,23,43.065,41,71.798,65.145,64,38
8.215,1.5,4.5,1,3,3,0,30,1.015,9,41.8,24,8.533,11,44.8,1,46.898,22,0.666,2,0.157,1.123,571.73,8,23,44.592,42,75.214,68.029,67,39
7.411,1.4,4.3,1,3,3,0,31,1.013,9,42.9,24,8.368,12,44.3,1,48.659,22,0.659,2,0.164,1.123,585.76,9,23,46.119,43,78.629,70.912,70,40
7.943,1.4,4.1,1,3,3,0,32,1.011,9,43.8,24,8.216,13,43.8,1,50.421,22,0.653,2,0.171,1.124,599.79,10,23,47.645,44,82.044,73.796,73,41
7.243,1.3,3.8,1,3,3,0,34,1.007,9,45.6,24,7.947,15,43.0,1,53.944,22,0.642,2,0.183,1.125,627.85,12,23,50.699,46,88.874,79.563,79,43
6.879,1.1,3.4,1,3,3,0,37,1.002,9,47.7,24,7.613,18,42.0,1,59.228,22,0.628,2,0.198,1.126,669.94,15,23,55.279,49,99.12,88.214,88,46
7.222,3.2,4.8,2,3,3,0,28,1.034,12,36.5,26,9.344,10,44.4,3,44.529,22,0.69,2,0.152,1.125,588.67,6,23,43.462,43,70.885,65.134,63,40
8.027,1.6,9.4,1,6,6,0,29,1.042,12,35.9,24,9.557,9,45.3,1,44.949,22,0.691,2,0.134,1.138,611.67,7,23,44.215,44,72.818,66.683,64,41
8.319,1.5,4.6,1,3,3,0,29,1.023,10,40.0,24,8.826,10,44.6,1,45.591,22,0.674,2,0.147,1.123,573.7,7,23,43.78,42,73.008,66.472,65,39
8.921,1.6,8.2,1,4,5,1,28,1.034,11,36.1,24,9.772,9,45.9,1,44.171,22,0.701,2,0.141,1.126,596.1,6,23,42.749,42,68.667,63.098,61,39
8.678,1.6,8.2,1,5,5,0,28,1.037,11,36.1,24,9.502,9,45.9,1,43.25,22,0.694,2,0.141,1.132,579.65,6,23,42.305,42,69.063,63.287,61,39
5.959,2.5,0.0,2,0,0,0,30,0.991,7,53.2,14,6.668,13,38.0,2,50.705,14,0.59,1,0.16,1.127,526.81,16,12,46.625,39,89.058,78.261,79,37
7.301,0.0,3.8,0,1,2,1,24,1.02,7,41.5,19,8.395,11,45.3,1,36.205,19,0.662,0,0.2,1.119,444.91,5,18,35.106,33,59.313,54.076,53,31
5.398,2.5,0.0,2,0,0,0,35,0.998,8,46.9,26,7.393,13,43.2,2,54.637,26,0.633,1,0.155,1.117,598.82,9,24,51.286,46,90.437,80.821,81,43
5.485,0.0,6.8,0,3,4,1,25,1.037,10,40.7,15,8.694,10,42.4,3,39.057,16,0.655,0,0.164,1.136,512.94,9,12,38.641,37,67.032,61.196,59,35
5.334,0.0,2.0,0,0,1,1,21,1.002,5,49.0,13,7.39,10,41.2,1,33.574,13,0.618,0,0.192,1.121,376.91,8,12,31.535,27,57.179,51.12,51,26
6.975,0.0,1.5,0,1,1,0,28,1.009,7,47.0,19,7.312,13,42.4,1,42.847,19,0.623,0,0.191,1.125,482.59,9,18,41.101,37,74.239,66.614,66,35
6.873,0.0,4.8,0,3,3,0,26,1.028,9,43.5,15,7.944,10,41.9,3,39.96,16,0.635,0,0.156,1.137,492.53,10,12,39.341,37,70.504,63.756,62,35
5.932,0.0,3.4,0,1,2,1,26,1.014,7,44.1,19,8.016,12,44.1,1,39.727,19,0.647,0,0.197,1.121,472.97,7,18,38.16,35,66.144,59.843,59,33
5.39,0.0,3.6,0,1,2,1,25,1.017,7,42.9,19,8.195,11,44.6,1,37.966,19,0.654,0,0.19,1.12,458.94,6,18,36.633,34,62.728,56.96,56,32
4.155,0.0,7.0,0,3,4,1,23,1.025,8,45.6,13,8.052,11,40.4,1,36.909,13,0.627,0,0.19,1.141,458.94,10,12,35.739,32,65.029,58.425,57,31
4.678,10.3,2.6,4,0,1,0,17,1.035,9,33.3,20,10.698,6,43.6,3,28.0,16,0.708,0,0.146,1.122,417.24,1,17,27.604,28,43.748,40.364,39,26
4.585,4.1,0.0,2,0,0,0,21,1.028,10,36.7,19,9.358,7,42.9,4,35.125,16,0.692,2,0.135,1.111,458.55,5,15,33.92,34,54.415,50.389,49,31
6.959,3.2,0.0,2,0,0,0,28,1.012,8,41.9,25,7.848,10,45.2,1,41.875,23,0.656,0,0.154,1.117,486.56,5,24,40.653,39,69.235,62.771,62,36
5.622,0.0,3.5,0,1,2,1,25,1.023,8,42.1,19,8.332,11,43.9,1,38.421,19,0.655,0,0.186,1.122,474.94,6,18,37.348,35,63.938,58.287,57,33
6.268,0.0,12.1,0,6,7,1,29,1.049,10,32.8,25,9.74,7,50.0,1,40.745,25,0.709,0,0.115,1.138,564.93,4,24,41.12,42,66.008,60.869,58,39
6.509,3.5,5.3,2,3,3,0,23,1.027,9,43.9,17,7.904,10,40.4,1,36.54,14,0.63,0,0.169,1.145,450.5,9,16,35.9,34,65.251,58.538,57,32
7.056,3.7,5.6,2,3,3,0,22,1.031,9,42.6,17,8.083,10,40.7,1,34.779,14,0.637,0,0.179,1.145,436.47,8,16,34.373,33,61.836,55.654,54,31
6.959,0.0,10.2,0,6,6,0,29,1.049,10,33.9,25,9.263,8,49.2,1,40.341,25,0.695,0,0.129,1.14,546.49,4,24,41.007,42,67.273,61.872,59,39
6.678,3.2,0.0,2,0,0,0,28,1.012,8,41.9,25,7.848,10,45.2,1,41.875,23,0.656,0,0.154,1.117,486.56,5,24,40.653,39,69.235,62.771,62,36
7.032,3.5,5.3,2,3,3,0,23,1.027,9,43.9,17,7.904,10,40.4,1,36.54,14,0.63,0,0.169,1.145,450.5,9,16,35.9,34,65.251,58.538,57,32
7.523,0.0,9.7,0,6,6,0,30,1.04,10,35.5,25,9.3,8,48.4,1,43.296,25,0.694,1,0.123,1.135,576.59,5,24,43.006,43,70.399,64.505,62,40
7.301,0.0,9.2,0,6,6,0,31,1.041,10,36.9,25,8.839,8,47.7,1,43.864,25,0.678,0,0.118,1.14,574.55,6,24,44.061,44,74.104,67.639,65,41
6.252,0.0,0.0,0,0,0,0,28,0.998,4,42.9,25,7.581,8,50.0,1,38.955,25,0.664,0,0.136,1.104,424.52,3,24,37.181,35,61.82,55.912,56,32
7.398,3.2,9.7,2,6,6,0,28,1.062,14,32.3,25,9.589,10,45.2,1,41.5,23,0.693,0,0.154,1.15,594.5,5,24,42.953,45,71.274,65.847,62,42
5.5,2.1,0.0,1,0,0,0,22,0.998,4,44.7,19,7.392,8,46.8,1,31.983,19,0.648,0,0.163,1.112,347.44,3,18,30.434,28,52.279,46.92,47,26
6.252,0.0,9.7,0,6,6,0,30,1.044,10,35.5,25,9.041,8,48.4,1,42.103,25,0.686,0,0.123,1.14,560.52,5,24,42.534,43,70.689,64.756,62,40
7.155,3.4,5.1,2,3,3,0,25,1.026,9,42.4,21,8.043,10,42.4,1,38.54,16,0.642,0,0.161,1.14,474.52,9,20,37.9,37,67.251,60.538,59,34
5.0,0.0,0.0,0,0,0,0,30,1.005,6,43.8,25,7.572,10,46.9,1,43.387,25,0.651,0,0.149,1.11,484.58,5,24,41.664,39,71.069,64.334,64,36
7.222,0.0,4.3,0,3,3,0,35,1.016,7,39.1,31,8.241,9,50.7,1,48.051,31,0.68,0,0.123,1.117,568.62,4,30,46.911,46,77.085,70.101,69,42
7.046,3.2,9.7,2,6,6,0,28,1.062,14,32.3,25,9.589,10,45.2,1,41.5,23,0.693,0,0.154,1.15,594.5,5,24,42.953,45,71.274,65.847,62,42
7.523,0.0,9.4,0,6,6,0,30,1.053,12,34.4,25,9.258,10,46.9,1,43.012,25,0.687,0,0.149,1.142,592.52,5,24,43.964,45,73.107,67.41,64,42
7.102,7.4,5.6,4,3,3,0,22,1.039,11,38.9,21,8.564,9,40.7,1,35.267,14,0.655,0,0.158,1.148,462.47,8,20,35.363,36,62.002,56.091,54,33
5.066,3.3,5.0,2,3,3,0,24,1.024,9,45.0,17,7.742,11,40.0,1,38.301,14,0.624,0,0.177,1.144,464.53,10,16,37.427,35,68.666,61.421,60,33
5.0,1.6,9.8,1,6,6,0,29,1.049,11,34.4,25,9.205,8,47.5,1,41.347,24,0.689,0,0.125,1.144,561.51,5,24,42.029,43,69.772,63.974,61,40
5.854,3.5,7.0,2,3,4,1,23,1.033,10,42.1,17,8.508,10,40.4,1,37.398,14,0.644,0,0.169,1.144,484.94,9,16,36.728,35,65.195,58.861,57,33
5.038,3.7,0.0,2,0,0,0,24,1.004,6,44.4,22,7.491,8,44.4,1,36.205,18,0.643,0,0.14,1.119,404.5,6,21,34.697,33,60.401,54.232,54,30
7.409,3.3,5.0,2,3,3,0,24,1.024,9,45.0,17,7.742,10,40.0,1,38.301,14,0.624,0,0.161,1.144,464.53,10,16,37.427,35,68.666,61.421,60,33
5.0,3.9,7.8,2,3,4,1,22,1.05,11,35.3,19,9.468,8,43.1,2,34.568,17,0.684,0,0.151,1.14,482.87,5,17,34.862,35,58.159,53.538,51,33
5.337,3.7,1.9,2,0,1,1,24,1.01,7,42.6,22,8.129,8,44.4,1,37.063,18,0.658,0,0.14,1.118,438.94,6,21,35.524,34,60.345,54.556,54,31
5.658,3.3,5.0,2,3,3,0,26,1.026,9,41.7,22,8.109,8,43.3,1,39.54,18,0.648,0,0.127,1.138,486.53,8,21,38.9,38,68.251,61.538,60,35
5.435,3.4,5.2,2,0,3,3,27,1.026,10,36.2,25,9.653,9,46.6,2,42.233,23,0.705,0,0.148,1.111,559.85,4,23,40.894,40,64.443,59.531,58,37
5.854,3.7,3.7,2,0,2,2,24,1.016,8,40.7,22,8.766,8,44.4,1,37.921,18,0.673,0,0.14,1.116,473.38,6,21,36.352,35,60.289,54.88,54,32
8.0,0.0,9.7,0,6,6,0,30,1.044,10,35.5,25,9.041,8,48.4,1,42.103,25,0.686,0,0.123,1.14,560.52,5,24,42.534,43,70.689,64.756,62,40
5.745,5.5,5.5,3,3,3,0,23,1.034,10,40.0,21,8.391,9,41.8,1,36.023,15,0.652,0,0.155,1.144,461.48,8,20,35.868,36,62.919,56.872,55,33
8.398,1.9,7.5,1,3,4,1,22,1.042,10,39.6,17,8.904,10,41.5,1,35.085,14,0.658,0,0.182,1.141,471.89,8,16,34.894,34,60.491,55.203,53,32
6.31,2.8,0.0,2,0,0,0,32,0.995,6,47.2,25,7.093,10,44.4,1,48.012,25,0.63,0,0.133,1.118,510.68,7,24,45.331,41,80.477,71.65,72,38
7.62,5.5,5.5,3,3,3,0,23,1.034,10,40.0,21,8.391,9,41.8,1,36.023,15,0.652,0,0.155,1.144,461.48,8,20,35.868,36,62.919,56.872,55,33
8.097,1.9,5.7,1,3,3,0,22,1.035,9,41.5,17,8.254,10,41.5,1,34.228,14,0.643,0,0.182,1.142,437.45,8,16,34.067,33,60.547,54.88,53,31
6.456,0.0,0.0,0,0,0,0,30,1.005,6,43.8,25,7.572,10,46.9,1,43.387,25,0.651,0,0.149,1.11,484.58,5,24,41.664,39,71.069,64.334,64,36
5.0,2.5,0.0,2,0,0,0,35,0.994,7,47.5,26,7.285,12,43.8,2,54.182,26,0.632,1,0.145,1.115,582.82,9,24,50.571,45,89.228,79.494,80,42
5.161,0.0,0.0,0,0,0,0,22,1.001,4,45.8,15,7.301,8,45.8,2,32.193,15,0.639,0,0.163,1.113,350.44,5,12,30.654,27,53.405,48.029,48,26
4.745,0.0,0.0,0,0,0,0,20,1.001,4,47.8,14,7.096,9,43.5,2,30.193,15,0.623,0,0.191,1.117,326.42,5,12,28.654,25,51.405,46.029,46,24
5.658,0.0,0.0,0,0,0,0,38,1.005,8,45.2,24,7.414,16,45.2,4,56.103,24,0.64,0,0.186,1.114,622.76,10,18,53.728,48,93.564,84.407,84,46
4.824,0.0,0.0,0,0,0,0,32,1.009,8,45.9,18,7.387,16,43.2,4,48.58,18,0.631,0,0.213,1.118,546.66,10,12,46.674,41,82.734,74.64,74,40
5.745,0.0,0.0,0,0,0,0,40,1.002,8,46.7,24,7.231,16,44.4,4,59.625,24,0.631,0,0.174,1.115,650.82,12,18,56.781,50,100.394,90.174,90,48
5.387,0.0,0.0,0,0,0,0,46,0.999,8,46.0,30,7.269,17,46.0,4,67.148,30,0.638,0,0.165,1.112,726.92,12,24,63.835,57,111.225,99.941,100,54
4.721,0.0,0.0,0,0,0,0,21,0.998,4,49.0,14,6.948,10,42.9,2,31.955,15,0.616,0,0.2,1.119,340.45,6,12,30.181,26,54.82,48.912,49,25
5.678,0.0,0.0,0,0,0,0,42,0.999,8,47.9,28,7.072,19,43.8,4,63.148,30,0.623,0,0.192,1.117,678.88,12,24,59.835,53,107.225,95.941,96,50
8.653,1.4,0.0,1,0,0,0,30,0.993,6,49.3,18,7.123,11,42.3,1,47.415,16,0.62,1,0.147,1.117,505.73,14,17,44.023,40,79.314,70.509,71,36
5.187,3.5,0.0,2,0,0,0,25,1.002,6,45.6,22,7.343,8,43.9,1,37.966,18,0.636,0,0.133,1.12,418.53,7,21,36.224,34,63.817,57.116,57,31
7.097,3.6,5.5,2,0,3,3,26,1.03,10,34.5,25,9.924,9,47.3,2,40.472,23,0.716,0,0.155,1.11,545.82,3,23,39.367,39,61.028,56.647,55,36
5.62,3.7,1.9,2,0,1,1,24,1.01,7,42.6,22,8.129,8,44.4,1,37.063,18,0.658,0,0.14,1.118,438.94,6,21,35.524,34,60.345,54.556,54,31
5.62,3.2,0.0,2,0,0,0,26,1.011,8,45.2,22,7.493,10,41.9,1,40.637,18,0.632,0,0.154,1.123,464.56,8,21,39.18,37,69.651,62.654,62,34
7.009,0.0,5.5,0,3,3,0,22,1.028,8,45.5,13,7.754,12,40.0,1,34.745,13,0.62,0,0.214,1.143,426.47,9,12,34.099,31,62.879,56.545,55,30
7.284,0.0,0.0,0,0,0,0,31,0.994,5,50.0,20,6.787,14,43.1,2,46.978,20,0.612,0,0.189,1.118,488.67,11,18,44.056,38,80.521,71.541,72,36
5.208,2.5,0.0,2,0,0,0,29,0.984,6,56.8,8,6.208,12,35.8,2,50.773,8,0.567,1,0.145,1.132,502.84,21,6,45.964,37,91.679,79.701,81,35
7.155,0.0,0.0,0,0,0,0,29,0.99,4,50.7,19,6.666,12,43.3,1,43.762,19,0.609,0,0.174,1.118,446.63,10,18,40.815,35,74.896,66.33,67,33
5.0,0.0,0.0,0,0,0,0,19,1.025,7,43.5,14,7.835,10,41.3,2,29.796,14,0.636,0,0.213,1.122,360.39,5,12,29.272,27,51.618,47.127,46,26
6.429,3.3,5.0,2,3,3,0,26,1.026,9,41.7,22,8.109,8,43.3,1,39.54,18,0.648,0,0.127,1.138,486.53,8,21,38.9,38,68.251,61.538,60,35
8.301,0.0,0.0,0,0,0,0,29,0.997,5,48.5,20,6.979,12,43.9,2,43.455,20,0.621,0,0.176,1.117,460.61,9,18,41.003,36,73.69,65.774,66,34
7.086,1.8,0.0,1,0,0,0,22,1.015,8,47.4,14,7.325,13,38.6,2,36.085,13,0.612,0,0.224,1.129,417.5,9,12,34.873,31,64.362,57.88,57,30
5.98,0.0,0.0,0,0,0,0,21,1.002,5,50.0,13,6.894,12,40.4,1,33.171,13,0.604,0,0.226,1.124,358.47,8,12,31.422,27,58.445,52.123,52,26
7.328,0.0,0.0,0,0,0,0,28,1.003,6,46.9,20,7.228,12,43.8,2,42.148,20,0.628,0,0.182,1.117,462.58,8,18,40.191,36,71.484,64.218,64,34
8.301,0.0,4.8,0,3,3,0,27,1.023,8,43.5,19,7.88,11,43.5,1,40.506,19,0.639,0,0.172,1.134,488.54,8,18,39.626,37,70.294,63.429,62,35
8.155,0.0,5.5,0,3,3,0,22,1.028,8,45.5,13,7.754,11,40.0,1,34.745,13,0.62,0,0.196,1.143,426.47,9,12,34.099,31,62.879,56.545,55,30
7.137,0.0,6.8,0,3,4,1,26,1.032,9,40.7,19,8.626,11,44.1,1,39.602,19,0.66,0,0.18,1.133,508.95,7,18,38.927,37,66.823,60.869,59,35
5.62,3.3,0.0,2,0,0,0,26,1.0,6,46.7,22,7.209,10,43.3,1,39.728,18,0.629,0,0.159,1.121,432.56,8,21,37.75,35,67.232,60.0,60,32
8.0,3.8,5.8,2,0,3,3,24,1.04,11,32.7,24,10.303,9,46.2,2,38.165,21,0.722,0,0.164,1.112,535.78,3,22,37.555,38,57.822,54.091,52,35
5.0,3.0,0.0,2,0,0,0,28,0.996,6,48.5,22,6.979,9,42.4,1,43.25,18,0.618,0,0.13,1.122,460.62,10,21,40.804,37,74.062,65.767,66,34
5.77,3.5,5.3,2,3,3,0,25,1.029,9,40.4,22,8.289,8,43.9,1,37.779,18,0.656,0,0.133,1.137,472.5,7,21,37.373,37,64.836,58.654,57,34
5.602,3.3,0.0,2,0,0,0,26,1.0,6,46.7,22,7.209,9,43.3,1,39.728,18,0.629,0,0.143,1.121,432.56,8,21,37.75,35,67.232,60.0,60,32
5.456,3.7,0.0,2,0,0,0,24,1.004,6,44.4,22,7.491,8,44.4,1,36.205,18,0.643,0,0.14,1.119,404.5,6,21,34.697,33,60.401,54.232,54,30
5.587,3.5,5.3,2,0,3,3,24,1.025,10,40.4,19,9.225,9,42.1,2,39.994,17,0.674,0,0.153,1.12,525.84,7,17,38.421,36,63.858,58.414,57,34
7.523,3.8,5.8,2,0,3,3,23,1.032,10,36.5,19,9.804,9,44.2,2,37.472,17,0.699,0,0.164,1.116,509.79,6,17,36.367,36,58.028,53.647,52,33
5.0,3.9,0.0,2,0,0,0,23,1.007,6,43.1,22,7.656,7,45.1,1,34.443,18,0.65,0,0.13,1.117,390.47,5,21,33.17,32,56.986,51.349,51,29
8.248,0.0,1.7,0,0,1,1,26,1.006,6,45.8,19,7.712,11,44.1,1,39.79,19,0.64,0,0.18,1.115,454.98,7,18,37.777,34,65.804,59.331,59,32
5.0,3.7,1.9,2,1,1,0,24,1.014,7,42.6,22,7.824,8,44.4,1,36.142,18,0.65,0,0.14,1.125,422.49,6,21,35.08,34,60.741,54.745,54,31
6.886,3.8,7.5,2,3,4,1,22,1.06,13,34.0,20,9.715,10,41.5,3,35.477,16,0.685,0,0.182,1.143,514.87,6,17,36.292,37,60.578,56.193,53,35
8.398,5.7,7.5,3,3,4,1,22,1.064,14,32.1,21,9.96,9,41.5,4,35.722,17,0.694,0,0.164,1.145,527.87,5,17,36.786,38,60.661,56.411,53,36
7.796,0.0,5.2,0,3,3,0,23,1.025,8,46.6,13,7.595,12,39.7,1,36.506,13,0.614,0,0.203,1.143,440.5,10,12,35.626,32,66.294,59.429,58,31
6.185,1.6,4.8,1,3,3,0,32,1.018,7,38.1,30,8.374,8,50.8,1,44.08,28,0.685,0,0.119,1.12,527.57,4,29,43.164,43,70.543,64.109,63,39
8.5,0.0,4.8,0,3,3,0,27,1.028,9,42.9,19,8.009,12,42.9,1,40.96,19,0.64,0,0.185,1.135,504.54,8,18,40.341,38,71.504,64.756,63,36
6.604,0.0,0.0,0,0,0,0,29,0.997,5,48.5,20,6.979,12,43.9,2,43.455,20,0.621,0,0.176,1.117,460.61,9,18,41.003,36,73.69,65.774,66,34
7.602,0.0,0.0,0,0,0,0,30,0.995,5,49.3,20,6.879,13,43.5,2,45.216,20,0.616,0,0.183,1.117,474.64,10,18,42.53,37,77.105,68.658,69,35
7.469,0.0,3.6,0,1,2,1,25,1.017,7,42.9,19,8.195,11,44.6,1,37.966,19,0.654,0,0.19,1.12,458.94,6,18,36.633,34,62.728,56.96,56,32
7.347,0.0,0.0,0,0,0,0,29,1.002,6,47.8,20,7.114,12,43.3,2,43.909,20,0.623,0,0.174,1.118,476.61,9,18,41.718,37,74.9,67.101,67,35
7.523,1.8,5.4,1,0,3,3,27,1.026,9,35.7,25,9.729,10,48.2,2,41.227,23,0.712,0,0.169,1.106,544.83,4,23,39.873,39,61.945,57.429,56,36
8.31,0.0,1.6,0,0,1,1,27,1.003,6,46.8,19,7.565,12,43.5,1,41.551,19,0.634,0,0.188,1.116,469.01,8,18,39.303,35,69.219,62.214,62,33
6.585,3.7,13.0,2,6,7,1,23,1.073,14,31.5,19,10.201,8,42.6,2,36.142,17,0.695,0,0.143,1.159,550.87,6,17,37.539,39,62.593,57.96,54,37
4.959,0.0,0.0,0,0,0,0,31,1.028,15,47.7,13,7.44,14,35.2,1,53.807,13,0.6,0,0.154,1.135,654.73,18,12,52.785,49,99.86,90.465,88,46
4.883,0.0,0.0,0,0,0,0,31,1.026,15,48.9,12,7.297,14,34.4,0,54.568,12,0.592,0,0.151,1.136,656.75,19,12,53.312,49,102.275,92.349,90,46
4.521,0.0,0.0,0,0,0,0,25,1.026,11,47.1,12,7.479,7,36.8,0,42.182,12,0.607,0,0.099,1.132,508.57,13,12,41.292,39,76.947,69.738,68,36
5.367,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
5.0,2.7,2.7,2,0,2,2,29,0.996,8,50.7,14,7.542,12,38.7,2,50.205,14,0.614,1,0.156,1.124,565.66,15,12,46.038,39,84.322,74.698,75,37
5.879,3.1,4.7,2,3,3,0,32,1.014,7,39.1,30,8.228,8,50.0,1,44.631,28,0.679,0,0.118,1.122,526.59,4,29,43.471,43,71.832,64.883,64,39
5.971,3.7,3.7,2,0,2,2,23,1.022,9,40.7,19,8.84,9,42.6,2,37.375,17,0.668,0,0.161,1.12,477.37,6,17,36.067,34,60.499,55.207,54,32
5.393,3.6,5.5,2,3,3,0,23,1.026,9,41.8,18,8.446,8,41.8,1,36.972,16,0.652,1,0.14,1.137,464.55,7,17,35.846,34,62.546,56.403,55,32
6.699,3.4,3.4,2,0,2,2,27,1.026,10,37.3,25,9.176,10,45.8,2,41.83,23,0.691,0,0.161,1.114,541.41,4,23,40.781,40,65.708,60.534,59,37
6.143,3.6,3.6,2,0,2,2,26,1.024,9,36.4,25,9.298,9,47.3,2,39.614,23,0.701,0,0.155,1.111,511.38,3,23,38.54,38,61.084,56.324,55,35
6.252,3.4,3.4,2,0,2,2,27,1.026,10,37.3,25,9.176,10,45.8,2,41.83,23,0.691,0,0.161,1.114,541.41,4,23,40.781,40,65.708,60.534,59,37
7.301,3.4,3.4,2,0,2,2,27,1.021,9,37.9,25,9.059,9,46.6,2,41.375,23,0.691,0,0.148,1.112,525.41,4,23,40.067,39,64.499,59.207,58,36
6.18,4.5,0.0,2,0,0,0,17,1.012,7,45.5,13,7.92,6,38.6,2,29.33,11,0.633,1,0.133,1.125,348.46,6,11,27.83,25,49.491,44.542,44,24
5.0,3.8,3.8,2,0,2,2,25,1.028,9,34.6,25,9.564,8,48.1,2,37.852,23,0.712,0,0.145,1.109,497.35,2,23,37.013,37,57.668,53.44,52,34
5.0,5.7,0.0,3,0,0,0,22,1.024,10,39.6,21,8.595,8,41.5,4,36.244,17,0.666,1,0.145,1.121,455.53,5,17,35.281,34,59.408,54.298,53,32
7.699,1.9,5.7,1,3,3,0,23,1.025,8,41.5,18,8.482,7,43.4,1,35.966,16,0.657,1,0.127,1.133,449.53,7,17,34.824,33,60.048,54.301,53,31
5.0,3.6,0.0,2,0,0,0,23,1.012,8,43.6,19,8.01,8,41.8,2,37.307,17,0.647,1,0.14,1.119,440.56,6,17,35.599,33,61.531,55.636,55,31
5.0,4.2,0.0,2,0,0,0,21,1.011,7,41.7,19,8.26,7,43.8,2,33.33,17,0.663,1,0.14,1.114,396.5,4,17,31.83,30,53.491,48.542,48,28
5.553,3.7,5.6,2,3,3,0,23,1.034,10,38.9,19,8.862,7,42.6,2,36.665,17,0.667,1,0.125,1.136,478.53,6,17,36.034,35,61.341,55.847,54,33
5.0,3.9,2.0,2,1,1,0,22,1.018,8,41.2,19,8.402,7,43.1,2,35.029,17,0.662,1,0.132,1.122,428.52,5,17,33.74,32,57.246,51.938,51,30
8.268,1.4,0.0,1,0,0,0,28,1.004,8,47.8,18,7.416,13,40.6,1,45.563,16,0.622,1,0.181,1.121,511.69,12,17,42.926,39,77.318,69.28,69,36
7.174,1.9,5.6,1,3,3,0,22,1.041,10,40.7,13,8.397,8,40.7,1,34.682,13,0.644,0,0.14,1.144,453.45,9,12,34.782,35,61.756,56.207,54,32
8.481,1.5,0.0,1,0,0,0,28,1.001,7,47.0,18,7.48,10,42.4,1,44.347,16,0.632,1,0.143,1.117,493.67,12,17,41.684,39,73.693,66.069,66,35
5.337,3.6,5.5,2,3,3,0,23,1.04,11,38.2,19,8.991,8,41.8,2,37.119,17,0.668,1,0.14,1.137,494.53,6,17,36.749,36,62.55,57.174,55,34
