pXC50,Chi0_EA.dm.,Eig08_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Chi1_EA.dm.,Eig09_AEA.ed.,Eig09_AEA.dm.,Eig09_EA.ed.,SM04_AEA.ri.,Eig08_AEA.ri.,Eig09_AEA.ri.,Eig08_EA.ed.,SM03_AEA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_EA.ri.,Eig10_AEA.dm.,Eig08_EA,SM02_AEA.dm.,Eig07_AEA.dm.,Eig10_AEA.ed.,Eig08_AEA.bo.,Eig09_EA.ri.,Eig09_AEA.bo.,Eig15_AEA.dm.,Eta_betaS,ZM2Mad,Eig08_AEA.ed.,Eig15_AEA.bo.,SpMax7_Bh.i.,ATS2m,X3,SpMax8_Bh.v.,Sv,SpMax8_Bh.m.,IVDM,X1,Eig07_EA.bo.,MW,Psi_i_0,Eig15_EA.bo.,Eig07_EA,SM15_AEA.bo.,Eta_FL,Eig13_AEA.bo.,Eig15_EA.ed.,SM10_AEA.ri.,Eig07_AEA.bo.,ATS1m,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi1_EA.ri.,SpMax8_Bh.p.,X4,Eig15_EA,SM09_AEA.dm.,Eig14_AEA.bo.,Psi_e_0,Eig13_EA.bo.,Chi0_EA.ri.,SpMaxA_AEA.bo.,SpMax7_Bh.m.,X0sol,CID,SMTIV
5.8,9.723,1.66,1.288,1.288,12.115,3.817,1.341,3.129,3.129,2.323,2.266,3.278,3.278,2.583,2.583,1.306,1.1,1.353,1.353,1.742,3.501,2.825,1.241,2.76,-0.064,16.75,182.921,4.028,0.894,2.98,3.891,10.039,2.715,27.706,2.687,4.637,12.631,2.035,349.36,17.677,-0.716,1.414,1.414,8.025,1.341,-1.248,-1.248,2.871,3.515,17.706,17.706,17.706,17.706,17.706,14.73,2.73,8.351,-0.536,-0.536,1.211,9.678,0.145,17.943,0.159,2.831,16.355,4.002,14094.0
6.1,12.326,1.519,1.3,1.3,10.44,3.606,1.324,2.904,2.904,2.291,2.266,3.071,3.071,2.479,2.479,1.28,1.207,1.344,1.344,1.668,3.489,2.833,1.242,2.795,-0.048,17.5,181.11,3.813,0.896,3.228,3.861,9.845,2.782,28.697,2.807,4.65,12.796,2.057,347.41,18.041,-0.558,1.604,1.604,8.032,1.472,-0.874,-0.874,2.919,3.54,18.24,18.24,18.24,18.24,18.24,14.964,2.788,8.485,-0.437,-0.437,1.313,9.497,0.382,18.824,0.164,2.995,17.933,4.007,13799.0
5.8,11.76,0.855,-0.194,-0.194,13.388,2.748,0.822,-0.535,-0.535,0.9,0.731,0.372,0.372,-1.258,-1.258,0.093,0.218,0.171,0.171,1.354,2.577,1.466,-0.164,1.24,-1.256,11.0,208.994,2.789,-0.3,2.145,4.013,6.728,1.649,18.071,2.117,3.984,8.075,1.249,330.59,11.643,-2.057,0.881,0.881,3.968,0.188,-4.364,-4.364,2.358,3.487,11.154,11.154,11.154,11.154,11.154,10.441,1.732,5.994,-1.559,-1.559,-0.243,6.254,-1.529,11.73,0.252,2.639,14.008,3.579,4375.0
5.8,12.618,1.599,1.235,1.235,11.022,4.01,1.294,3.176,3.176,2.465,2.195,4.147,4.147,2.598,2.598,1.438,1.259,1.506,1.506,2.007,3.492,2.941,1.182,2.705,0.078,17.5,191.935,4.352,1.017,3.062,3.987,10.151,2.757,32.369,2.824,4.748,13.581,2.233,392.92,19.789,-0.461,1.806,1.806,7.547,1.715,-0.855,-0.855,3.084,3.627,18.963,18.963,18.963,18.963,18.963,16.029,2.777,8.48,-0.352,-0.352,1.074,10.29,0.639,19.377,0.147,2.922,20.01,4.072,17440.0
5.8,8.592,1.508,1.232,1.232,7.94,3.583,1.312,2.759,2.759,2.433,2.162,3.152,3.152,2.665,2.665,1.399,1.198,1.495,1.495,1.546,3.502,2.962,1.15,2.696,-0.112,17.75,174.594,3.642,0.958,3.065,3.877,9.854,2.715,32.542,2.749,4.772,13.776,2.217,370.49,19.868,-0.371,1.546,1.546,8.079,2.086,-0.805,-0.805,3.045,3.576,19.43,19.43,19.43,19.43,19.43,15.88,2.735,8.179,-0.311,-0.311,1.687,10.287,0.92,19.756,0.146,2.873,19.184,4.077,17454.0
5.8,13.021,1.151,1.0,1.0,18.055,3.445,1.125,2.275,2.275,2.066,2.0,2.594,2.594,2.209,2.209,1.061,1.0,1.093,1.093,1.619,3.414,2.557,1.0,2.5,-0.384,15.25,152.982,3.49,0.632,2.925,3.749,8.887,2.715,29.214,2.687,4.583,12.169,1.827,332.43,17.535,-0.881,1.299,1.299,7.263,1.044,-1.461,-1.461,2.737,3.445,17.077,17.077,17.077,17.077,17.077,13.583,2.735,6.983,-0.704,-0.704,0.839,9.2,-0.398,17.366,0.159,2.687,17.648,3.949,12126.0
5.8,11.612,1.342,1.12,1.12,14.467,3.583,1.165,2.761,2.761,2.119,2.0,2.954,2.954,2.136,2.136,1.104,1.0,1.179,1.179,1.454,3.247,2.611,1.0,2.562,-0.797,14.5,233.472,3.816,0.648,2.925,4.157,9.068,2.362,25.552,2.687,4.469,11.22,1.906,416.25,16.154,-1.193,1.317,1.317,6.43,0.964,-2.347,-2.347,2.78,3.683,15.792,15.792,15.792,15.792,15.792,13.492,2.647,7.568,-0.828,-0.828,0.695,8.417,-0.49,16.136,0.176,2.782,17.311,3.887,9751.0
5.8,18.565,1.38,1.0,1.0,21.497,3.43,1.27,2.275,2.275,2.317,2.0,2.901,2.901,2.2,2.2,1.317,1.102,1.317,1.317,1.904,3.414,2.781,1.0,2.5,0.31,16.75,188.015,3.669,0.719,2.925,3.979,9.995,2.715,31.279,2.687,4.731,13.497,2.136,395.49,19.001,-0.798,1.571,1.571,7.982,1.704,-1.571,-1.571,3.007,3.598,18.747,18.747,18.747,18.747,18.747,15.281,2.735,7.684,-0.656,-0.656,1.394,10.393,0.459,19.036,0.16,2.884,19.615,4.053,16842.0
5.8,20.274,1.667,0.579,0.579,26.657,2.936,1.0,0.953,0.953,1.731,1.502,1.971,1.971,0.276,0.276,0.703,0.808,0.887,0.887,2.022,2.704,2.5,0.531,2.025,-0.49,14.75,147.687,3.414,0.5,2.835,3.727,7.496,2.489,23.471,2.575,4.365,10.528,1.5,317.76,14.531,-1.445,1.0,1.0,6.623,0.687,-2.821,-2.821,2.92,3.384,14.618,14.618,14.618,14.618,14.618,11.975,2.473,5.651,-1.0,-1.0,0.592,8.008,-0.86,15.124,0.19,2.829,16.613,3.804,9734.0
5.8,12.198,1.282,1.132,1.132,8.953,3.536,1.202,2.561,2.561,2.178,2.102,2.811,2.811,2.102,2.102,1.158,1.077,1.223,1.223,1.694,3.393,2.675,1.096,2.561,0.432,17.25,221.959,3.732,1.138,2.927,4.066,9.722,2.297,26.502,2.681,4.65,12.737,1.856,386.46,17.488,-0.352,1.336,1.336,7.395,2.118,-0.629,-0.629,2.777,3.724,17.966,17.966,17.966,17.966,17.966,15.359,2.376,8.344,-0.272,-0.272,2.118,9.49,0.927,18.611,0.16,2.683,18.64,3.997,14886.0
5.8,24.205,1.818,1.532,1.532,35.393,4.19,1.532,3.485,3.485,2.574,2.513,4.312,4.312,3.148,3.148,1.547,1.486,1.607,1.607,1.961,3.799,3.032,1.501,2.833,0.548,20.5,216.184,4.414,1.754,3.158,4.075,11.715,2.754,34.971,2.777,4.907,15.208,2.298,414.5,21.872,0.521,1.69,1.69,8.598,2.107,0.86,0.86,3.105,3.707,21.541,21.541,21.541,21.541,21.541,17.794,2.759,10.119,0.347,0.347,1.847,11.442,1.061,21.844,0.131,2.987,21.209,4.185,21886.0
5.8,29.191,1.983,1.535,1.535,39.986,4.253,1.907,3.926,3.926,2.586,2.476,4.191,4.191,3.827,3.827,1.561,1.813,1.614,1.614,2.454,4.198,2.945,1.451,2.899,0.941,22.0,226.959,4.401,1.592,3.291,4.135,12.363,2.964,37.928,3.041,5.006,16.351,2.593,460.53,23.313,0.384,2.075,2.075,9.604,2.411,0.784,0.784,3.389,3.771,22.748,22.748,22.748,22.748,22.748,18.636,2.952,9.996,0.334,0.334,1.725,12.585,1.343,23.105,0.121,3.059,24.242,4.255,29209.0
5.8,10.63,0.672,-0.199,-0.199,9.918,2.434,0.115,-0.482,-0.482,1.055,0.705,0.228,0.228,-0.971,-0.971,0.147,0.052,0.168,0.168,1.259,2.283,1.203,-0.099,1.081,-1.374,12.25,180.857,2.729,-0.309,2.591,3.969,6.575,2.072,20.487,2.254,4.056,8.541,1.215,363.19,12.243,-1.807,1.105,1.105,3.885,-0.096,-4.495,-4.495,2.232,3.497,11.784,11.784,11.784,11.784,11.784,10.213,2.113,5.208,-1.576,-1.576,-0.284,6.642,-1.381,12.293,0.247,2.491,14.784,3.607,4935.0
5.8,13.35,1.2,1.0,1.0,18.993,3.247,1.0,2.136,2.136,2.066,1.916,2.43,2.43,0.347,0.347,1.052,0.685,1.112,1.112,1.519,2.891,2.56,0.914,2.5,-0.81,14.5,139.326,3.436,0.5,2.741,3.648,7.361,2.33,21.786,2.524,4.338,10.237,1.955,283.29,14.033,-1.49,1.347,1.347,6.802,0.882,-2.347,-2.347,2.823,3.312,14.345,14.345,14.345,14.345,14.345,11.941,2.284,6.337,-1.0,-1.0,0.547,7.716,-0.927,14.685,0.199,2.546,13.786,3.787,8186.0
5.8,17.812,1.603,1.0,1.0,27.533,3.316,1.276,2.136,2.136,2.26,1.984,2.971,2.971,1.646,1.646,1.199,1.0,1.279,1.279,2.131,3.247,2.768,0.983,2.5,-0.374,15.0,178.958,3.604,0.5,2.921,3.84,8.675,2.49,24.783,2.687,4.443,11.059,1.948,348.2,15.548,-1.322,1.414,1.414,6.531,0.861,-2.347,-2.347,2.82,3.482,15.345,15.345,15.345,15.345,15.345,12.973,2.483,6.327,-1.0,-1.0,0.698,8.464,-0.623,15.707,0.186,2.834,17.397,3.863,11429.0
5.8,6.325,-0.073,-0.369,-0.369,5.0,2.356,-0.265,-0.849,-0.849,0.7,0.523,-0.472,-0.472,-2.197,-2.197,-0.184,-0.787,-0.204,-0.204,0.734,2.252,1.165,-0.325,1.021,-1.905,11.0,138.048,2.48,-0.425,2.296,3.597,5.983,1.621,15.316,1.792,3.837,7.271,0.913,218.27,10.11,-2.851,0.657,0.657,4.514,-0.086,-5.998,-5.998,2.083,3.16,10.207,10.207,10.207,10.207,10.207,9.169,1.591,5.358,-1.91,-1.91,-0.4,5.451,-1.951,10.672,0.282,2.113,10.767,3.47,2896.0
5.8,14.469,1.571,1.517,1.517,21.18,4.411,1.544,3.982,3.982,2.469,2.462,4.389,4.389,2.859,2.859,1.435,1.26,1.528,1.528,2.205,3.61,3.017,1.429,2.97,0.329,21.25,212.536,4.552,1.182,3.191,4.071,10.755,2.746,35.801,2.793,4.87,14.821,2.27,419.56,21.852,-0.18,2.007,2.007,8.161,1.988,-0.325,-0.325,3.027,3.7,20.516,20.516,20.516,20.516,20.516,17.78,2.748,9.526,-0.143,-0.143,1.766,11.428,0.757,21.078,0.139,2.933,21.14,4.165,19144.0
6.1,0.0,1.0,0.478,0.478,0.0,3.072,0.478,1.152,1.152,1.967,1.442,2.296,2.296,0.871,0.871,0.965,0.347,1.0,1.0,1.113,3.0,2.5,0.459,1.963,-1.596,12.0,130.41,3.416,-0.102,2.507,3.544,7.327,2.09,19.666,2.121,4.142,8.899,1.657,234.28,12.724,-2.192,1.113,1.113,5.601,0.585,-4.488,-4.488,2.605,3.188,12.671,12.671,12.671,12.671,12.671,10.685,2.087,6.334,-1.596,-1.596,0.5,6.588,-1.355,12.854,0.214,2.314,11.949,3.666,4687.0
5.9,16.529,1.539,1.182,1.182,22.806,3.81,1.274,2.689,2.689,2.467,2.162,4.009,4.009,2.585,2.585,1.44,1.088,1.493,1.493,2.058,3.479,2.977,1.122,2.658,0.176,17.0,225.296,4.38,1.042,2.942,4.172,9.814,2.717,30.174,2.771,4.694,13.097,2.381,439.36,18.811,-0.442,1.743,1.743,7.605,1.322,-0.77,-0.77,3.165,3.757,18.309,18.309,18.309,18.309,18.309,15.727,2.735,8.669,-0.335,-0.335,1.182,9.91,0.085,18.832,0.156,3.004,20.156,4.038,16947.0
5.8,12.88,1.2,1.0,1.0,17.698,3.469,1.128,2.407,2.407,2.103,2.0,2.594,2.594,2.275,2.275,1.099,1.0,1.119,1.119,1.693,3.414,2.564,1.0,2.5,-0.29,16.0,158.842,3.49,0.802,2.957,3.783,9.204,2.715,30.235,2.687,4.642,12.707,1.85,347.45,18.145,-0.764,1.339,1.339,7.536,1.361,-1.328,-1.328,2.763,3.485,17.947,17.947,17.947,17.947,17.947,14.041,2.735,7.285,-0.58,-0.58,1.044,9.57,0.258,18.239,0.153,2.723,18.355,3.987,13288.0
5.8,9.966,1.0,0.871,0.871,11.206,3.414,0.963,2.037,2.037,2.0,1.824,2.275,2.275,0.367,0.367,1.0,0.234,1.0,1.0,1.246,2.859,2.5,0.828,2.223,-1.0,13.25,144.405,3.551,0.146,2.925,3.692,7.716,2.568,24.993,2.548,4.295,10.003,1.691,281.39,14.918,-1.259,1.195,1.195,5.067,0.563,-3.0,-3.0,2.635,3.295,13.911,13.911,13.911,13.911,13.911,11.674,2.582,6.495,-1.0,-1.0,0.5,7.749,-1.0,14.135,0.203,2.625,15.035,3.779,6295.0
6.0,16.178,1.404,1.0,1.0,22.484,3.4,1.05,2.192,2.192,2.309,1.916,2.996,2.996,2.136,2.136,1.281,1.0,1.344,1.344,1.519,3.247,2.8,0.915,2.5,-0.225,16.5,166.047,3.576,0.5,2.861,3.902,8.194,2.348,24.079,2.523,4.498,11.432,1.993,333.3,15.634,-1.0,1.399,1.399,7.263,0.933,-2.269,-2.269,2.854,3.454,15.764,15.764,15.764,15.764,15.764,13.811,2.311,6.744,-1.0,-1.0,0.775,9.283,-0.753,16.308,0.177,2.676,14.656,3.907,12555.0
5.8,8.643,1.979,1.456,1.456,6.358,4.604,1.461,4.424,4.424,2.628,2.396,4.873,4.873,3.403,3.403,1.556,1.367,1.705,1.705,2.112,4.134,3.105,1.365,2.953,0.235,20.75,235.954,4.772,1.287,3.009,4.154,11.351,2.685,31.485,2.77,4.818,14.299,2.602,410.42,20.42,-0.061,1.881,1.881,8.06,2.164,-0.116,-0.116,3.292,3.712,19.842,19.842,19.842,19.842,19.842,17.709,2.668,10.443,-0.047,-0.047,1.703,11.149,1.023,20.329,0.14,2.849,19.303,4.144,19063.0
5.8,7.745,1.054,1.0,1.0,9.649,3.247,1.0,2.136,2.136,2.0,2.0,2.275,2.275,2.136,2.136,1.0,1.0,1.0,1.0,1.13,3.247,2.5,1.0,2.5,-0.943,13.25,130.157,3.414,0.5,2.925,3.592,7.693,2.715,25.445,2.687,4.423,10.826,1.547,288.37,15.47,-1.5,1.071,1.071,6.815,0.789,-2.347,-2.347,2.548,3.309,15.259,15.259,15.259,15.259,15.259,11.991,2.735,6.001,-1.0,-1.0,0.595,8.09,-0.806,15.363,0.178,2.687,15.2,3.833,8834.0
8.2,23.252,2.269,1.773,1.773,27.981,4.636,1.928,4.922,4.922,2.841,2.729,5.361,5.361,4.106,4.106,1.793,1.609,1.903,1.903,2.378,4.442,3.315,1.649,3.194,1.0,23.5,266.186,4.941,2.156,3.328,4.262,13.381,2.942,40.201,3.059,5.109,17.55,2.846,500.63,25.032,1.021,2.167,2.167,10.213,2.5,1.74,1.74,3.509,3.908,24.773,24.773,24.773,24.773,24.773,20.622,2.938,11.563,0.775,0.775,2.304,13.233,1.5,25.422,0.119,3.228,25.424,4.321,35835.0
6.3,16.723,0.696,0.0,0.0,26.983,2.785,0.447,0.0,0.0,1.212,0.931,0.71,0.71,-1.345,-1.345,0.206,-0.056,0.288,0.288,1.29,2.353,1.607,0.0,1.286,-1.401,11.25,168.716,2.991,-0.31,2.55,3.97,6.388,1.729,18.171,2.341,4.023,8.237,1.478,338.12,11.667,-2.16,1.0,1.0,4.89,0.349,-4.671,-4.671,2.529,3.462,11.516,11.516,11.516,11.516,11.516,10.116,1.992,5.423,-1.638,-1.638,-0.049,6.238,-1.467,11.914,0.234,2.45,13.328,3.59,4181.0
6.2,5.985,1.093,0.262,0.262,3.854,3.08,1.001,0.68,0.68,1.912,1.185,2.455,2.455,0.213,0.213,0.904,0.423,0.962,0.962,1.26,2.49,2.426,0.234,1.71,-1.166,12.0,158.559,3.578,-0.019,2.797,3.754,7.383,2.272,20.457,2.565,4.171,9.203,1.735,275.33,12.977,-1.86,1.206,1.206,5.197,0.364,-3.46,-3.46,2.674,3.338,12.939,12.939,12.939,12.939,12.939,10.82,2.372,5.989,-1.414,-1.414,0.145,7.017,-1.504,13.281,0.222,2.604,12.889,3.686,5772.0
5.8,25.777,1.925,1.441,1.441,38.364,4.219,1.649,3.611,3.611,2.633,2.437,4.937,4.937,2.961,2.961,1.608,1.48,1.664,1.664,2.054,3.91,2.987,1.433,2.861,0.687,20.25,221.395,4.77,2.0,3.206,4.086,12.04,2.91,35.606,2.866,4.896,15.081,2.392,415.55,22.173,0.849,1.93,1.93,7.891,2.2,1.528,1.528,3.254,3.719,21.17,21.17,21.17,21.17,21.17,17.769,2.928,10.072,0.597,0.597,2.108,11.478,1.041,21.482,0.134,2.937,21.372,4.18,20726.0
5.8,30.639,2.064,1.423,1.423,45.182,4.168,1.699,3.758,3.758,2.819,2.338,5.528,5.528,3.138,3.138,1.758,1.408,1.872,1.872,2.447,4.033,3.264,1.294,2.827,0.546,21.0,251.203,4.901,1.41,3.254,4.162,10.922,2.768,34.772,2.827,4.899,15.151,2.686,460.54,21.477,0.132,2.079,2.079,9.104,1.653,0.199,0.199,3.42,3.891,20.806,20.806,20.806,20.806,20.806,17.693,2.762,8.265,0.11,0.11,1.485,12.071,0.491,21.412,0.143,3.016,22.683,4.179,27894.0
5.8,16.821,1.905,1.436,1.436,21.151,4.169,1.491,3.572,3.572,2.615,2.375,4.818,4.818,3.18,3.18,1.544,1.414,1.695,1.695,2.058,4.039,3.116,1.342,2.89,0.235,21.0,219.691,4.748,1.094,3.232,4.113,10.966,2.735,34.351,2.868,4.859,14.726,2.444,424.5,21.334,-0.074,1.812,1.812,8.078,2.174,-0.169,-0.169,3.192,3.703,20.309,20.309,20.309,20.309,20.309,17.811,2.733,9.549,-0.067,-0.067,1.361,11.526,1.045,20.883,0.14,3.0,20.433,4.163,20058.0
5.8,23.193,1.515,0.845,0.845,34.46,3.653,1.039,2.062,2.062,2.065,1.826,3.272,3.272,2.001,2.001,1.051,0.847,1.123,1.123,1.577,3.391,2.339,0.826,2.277,-0.602,15.5,216.101,4.025,0.476,2.912,3.912,8.339,2.386,26.083,2.419,4.43,10.932,1.934,331.43,16.363,-1.0,1.342,1.342,5.58,0.838,-3.0,-3.0,2.811,3.659,15.143,15.143,15.143,15.143,15.143,13.315,2.412,7.313,-1.0,-1.0,0.694,8.723,-0.865,15.402,0.184,2.719,16.44,3.869,9077.0
5.8,17.232,1.532,1.358,1.358,27.874,4.031,1.41,3.225,3.225,2.495,2.345,3.703,3.703,2.942,2.942,1.474,1.327,1.532,1.532,1.728,3.603,2.922,1.338,2.832,0.148,17.25,186.181,4.163,0.983,2.978,3.913,10.363,2.715,28.961,2.696,4.66,12.776,2.298,340.41,18.419,-0.539,1.544,1.544,7.863,1.847,-1.089,-1.089,3.032,3.528,18.102,18.102,18.102,18.102,18.102,15.191,2.735,9.098,-0.417,-0.417,1.361,9.575,0.521,18.308,0.151,2.792,17.51,4.022,13734.0
6.1,21.901,1.782,1.414,1.414,28.768,4.371,1.625,3.805,3.805,2.472,2.392,4.151,4.151,3.521,3.521,1.469,1.531,1.475,1.475,2.32,4.04,2.955,1.374,2.82,0.572,19.5,209.288,4.454,1.304,3.222,4.034,11.277,2.769,32.828,2.832,4.828,14.457,2.488,406.45,20.442,0.01,1.818,1.818,8.919,1.718,0.019,0.019,3.263,3.667,20.179,20.179,20.179,20.179,20.179,16.719,2.771,9.381,0.008,0.008,1.534,11.038,0.583,20.559,0.143,2.952,20.38,4.134,22037.0
5.8,20.491,1.558,1.112,1.112,29.053,3.49,1.189,2.539,2.539,2.419,2.052,3.688,3.688,2.193,2.193,1.369,1.094,1.468,1.468,1.843,3.392,2.872,1.035,2.57,0.234,17.5,179.122,4.132,0.748,3.034,3.973,8.931,2.647,26.826,2.677,4.606,12.364,2.215,362.34,17.073,-0.957,1.531,1.531,7.667,1.177,-1.964,-1.964,2.993,3.532,17.082,17.082,17.082,17.082,17.082,14.803,2.641,7.331,-0.717,-0.717,0.905,10.038,-0.352,17.737,0.162,2.856,16.234,3.982,15815.0
5.8,20.099,1.583,1.116,1.116,31.28,3.502,1.27,2.557,2.557,2.259,2.095,2.971,2.971,2.136,2.136,1.241,1.152,1.279,1.279,1.929,3.265,2.767,1.08,2.571,-0.083,16.25,175.205,3.604,0.599,2.925,3.895,8.976,2.482,25.805,2.577,4.546,11.859,1.963,347.32,16.449,-1.0,1.479,1.479,7.05,0.913,-2.339,-2.339,2.886,3.48,16.317,16.317,16.317,16.317,16.317,13.966,2.461,6.745,-0.823,-0.823,0.705,9.696,-0.589,16.696,0.172,2.687,15.527,3.94,14546.0
5.8,11.192,1.396,1.181,1.181,16.54,3.584,1.204,2.75,2.75,2.322,2.148,3.1,3.1,2.51,2.51,1.308,1.138,1.355,1.355,1.513,3.498,2.771,1.139,2.661,-0.402,17.0,174.495,3.637,0.91,3.129,3.847,9.958,2.715,31.827,2.687,4.706,13.258,2.159,354.49,19.299,-0.517,1.504,1.504,7.796,2.097,-1.0,-1.0,2.977,3.533,18.784,18.784,18.784,18.784,18.784,15.141,2.735,8.614,-0.414,-0.414,1.122,9.917,0.97,19.021,0.156,2.871,18.64,4.041,13293.0
6.6,22.451,2.143,1.535,1.535,28.471,4.416,1.705,4.101,4.101,2.708,2.503,4.677,4.677,2.956,2.956,1.662,1.51,1.734,1.734,2.283,4.002,3.153,1.478,2.951,0.629,20.5,234.271,4.548,1.323,3.266,4.152,11.473,2.748,35.321,2.883,4.925,15.457,2.616,449.55,21.938,0.085,1.92,1.92,8.948,2.26,0.195,0.195,3.33,3.78,21.593,21.593,21.593,21.593,21.593,17.962,2.752,10.079,0.072,0.072,2.064,11.83,1.184,22.07,0.135,3.102,22.148,4.196,26109.0
5.8,26.894,2.135,1.614,1.614,34.309,4.26,1.854,3.931,3.931,2.618,2.578,4.11,4.11,3.703,3.703,1.618,1.785,1.618,1.618,2.325,4.117,3.305,1.552,3.118,1.024,22.0,230.977,4.459,2.306,3.376,4.155,12.286,2.99,39.826,3.11,5.043,16.757,2.548,466.59,24.267,1.21,1.866,1.866,9.581,2.578,2.048,2.048,3.446,3.782,23.272,23.272,23.272,23.272,23.272,19.157,2.962,10.141,0.825,0.825,2.343,12.916,1.516,23.521,0.121,3.248,25.001,4.279,27913.0
6.6,24.272,2.136,1.683,1.683,29.841,4.503,1.924,4.589,4.589,2.775,2.653,4.944,4.944,3.259,3.259,1.741,1.724,1.823,1.823,2.289,4.186,3.206,1.596,3.12,0.658,20.75,231.701,4.644,1.412,3.292,4.14,11.447,2.968,38.277,2.97,4.971,15.902,2.614,455.63,23.186,0.217,2.089,2.089,9.138,2.5,0.426,0.426,3.453,3.795,22.085,22.085,22.085,22.085,22.085,18.507,2.984,9.922,0.187,0.187,2.271,12.133,1.5,22.539,0.131,3.169,23.725,4.226,26112.0
5.8,20.633,1.618,1.296,1.296,28.555,4.078,1.438,3.523,3.523,2.431,2.279,3.754,3.754,2.54,2.54,1.375,1.189,1.493,1.493,1.844,3.49,2.876,1.266,2.775,0.51,18.75,205.064,4.276,0.852,2.938,4.152,9.398,2.545,27.261,2.603,4.685,13.054,2.427,400.31,17.787,-0.927,1.618,1.618,7.878,1.179,-1.599,-1.599,3.118,3.612,17.736,17.736,17.736,17.736,17.736,16.149,2.541,7.972,-0.618,-0.618,0.882,11.496,-0.303,18.449,0.157,2.787,15.527,4.047,20688.0
5.8,22.999,1.757,1.414,1.414,30.732,4.078,1.669,3.517,3.517,2.414,2.395,3.626,3.626,2.958,2.958,1.414,1.472,1.435,1.435,2.087,3.756,2.939,1.375,2.874,0.574,19.75,219.022,4.21,1.391,3.182,4.094,10.933,2.75,32.906,2.867,4.839,14.508,2.524,418.52,20.571,0.041,1.901,1.901,8.871,2.154,0.072,0.072,3.293,3.724,20.223,20.223,20.223,20.223,20.223,17.006,2.749,9.252,0.032,0.032,1.504,11.044,0.988,20.681,0.141,2.965,21.441,4.135,22568.0
5.8,17.031,1.275,1.0,1.0,26.812,3.414,1.107,2.275,2.275,2.238,2.0,2.83,2.83,2.15,2.15,1.225,1.0,1.271,1.271,1.618,3.35,2.768,1.0,2.5,-0.452,16.0,159.483,3.592,0.882,2.925,3.777,9.034,2.715,28.467,2.687,4.619,12.382,2.085,327.41,17.685,-0.846,1.493,1.493,7.936,1.412,-1.478,-1.478,2.916,3.469,17.568,17.568,17.568,17.568,17.568,14.383,2.735,7.496,-0.618,-0.618,1.043,9.167,0.138,17.873,0.161,2.718,16.899,3.975,12604.0
7.3,20.566,2.261,1.717,1.717,25.279,4.55,1.928,4.675,4.675,2.783,2.686,5.353,5.353,4.095,4.095,1.696,1.609,1.873,1.873,2.309,4.424,3.267,1.63,3.138,0.849,22.75,261.439,4.899,2.156,3.306,4.249,12.882,2.825,38.343,2.971,5.067,17.012,2.773,488.59,24.144,1.02,2.09,2.09,9.932,2.5,1.74,1.74,3.465,3.881,23.903,23.903,23.903,23.903,23.903,20.141,2.844,11.461,0.774,0.774,2.303,12.903,1.5,24.435,0.122,3.228,23.847,4.294,33887.0
6.9,22.242,1.66,1.28,1.28,35.694,3.83,1.381,2.991,2.991,2.352,2.237,3.419,3.419,2.479,2.479,1.27,1.225,1.414,1.414,1.947,3.596,2.861,1.202,2.709,-0.182,16.5,195.406,4.093,0.708,2.998,3.953,9.941,2.696,27.172,2.755,4.565,12.08,2.09,356.81,17.204,-0.744,1.551,1.551,7.173,1.224,-1.617,-1.617,2.933,3.549,16.955,16.955,16.955,16.955,16.955,14.558,2.694,8.413,-0.63,-0.63,0.996,9.217,-0.016,17.468,0.165,2.929,17.181,3.964,10586.0
5.8,17.245,1.284,1.0,1.0,26.297,3.29,1.0,2.136,2.136,2.0,1.984,2.275,2.275,1.621,1.621,1.0,1.0,1.0,1.0,1.607,3.247,2.5,0.983,2.5,-0.642,14.25,153.487,3.414,0.5,2.925,3.709,8.104,2.488,23.955,2.687,4.392,10.648,1.74,313.76,14.987,-1.5,1.279,1.279,6.444,0.783,-2.765,-2.765,2.768,3.39,14.845,14.845,14.845,14.845,14.845,12.265,2.481,6.023,-1.0,-1.0,0.5,8.101,-0.751,15.109,0.194,2.687,16.027,3.824,9704.0
5.8,7.704,1.532,1.381,1.381,5.981,3.695,1.467,2.976,2.976,2.445,2.359,3.261,3.261,2.553,2.553,1.434,1.354,1.461,1.461,1.855,3.608,2.957,1.346,2.852,-0.264,17.0,206.589,3.948,0.999,2.969,4.0,10.056,2.684,27.928,2.729,4.603,12.293,2.298,345.46,17.902,-0.728,1.532,1.532,7.156,1.793,-1.338,-1.338,3.032,3.601,17.447,17.447,17.447,17.447,17.447,15.257,2.692,9.077,-0.494,-0.494,1.12,9.186,0.521,17.957,0.165,2.795,17.156,3.986,11414.0
