pXC50,ATSC3i,IC5,TIC5,ATSC4i,TIC4,ATSC4m,CATS2D_08_LL,ATS2e,ATS4e,ATSC2p,ATS3e,ATS2i,ATS2v,SpMin4_Bh.e.,SpMin8_Bh.p.,SpMin4_Bh.v.,SpMin4_Bh.i.,ATS3v,TIC3,ATSC5i,ATSC2i,SpMin3_Bh.p.,ATS8v,X2v,ATSC4p,ATS1i,ATS1v,X1Kup,BLTA96,BLTD48,BLTF96,MLOGP,MLOGP2,IC4,X1v,CATS2D_09_LL,X1MulPer,ATS1e,ATSC1i,ATS3p,SpMax6_Bh.m.,X1Per,CATS2D_07_LL,ATS5e,Chi1_EA.bo.,Psi_i_1,ATS5i,SpMin4_Bh.p.,ATS2p,Sv,ATSC8i,ATS4i,SpMin2_Bh.v.,SpMax8_Bh.i.,ATSC3v,ATSC2m,ATS1p,SpMin4_Bh.s.,Si,ATSC4v,nBT,SpMin3_Bh.v.,SpMax6_Bh.e.,SpMax7_Bh.i.,H.046
6.469,2.819,5.522,447.263,3.427,447.263,68.039,35,5.075,5.695,15.152,5.475,5.257,4.453,1.795,1.531,1.926,1.762,4.691,437.753,3.64,1.969,1.918,4.608,12.808,26.295,4.584,3.993,14.88,-6.25,-6.09,-5.66,5.018,25.185,5.522,14.955,22,14.414,4.456,1.103,4.814,3.42,11.924,48,5.793,18.578,26.222,6.063,1.905,4.544,49.008,3.175,5.943,2.07,3.4,31.319,35.851,4.058,1.207,90.719,37.903,86,1.932,3.535,3.427,19
5.237,2.138,5.16,314.755,2.528,314.755,53.881,2,4.819,5.455,11.39,5.215,5.024,4.122,1.561,1.399,1.777,1.488,4.398,310.755,2.508,1.523,1.861,3.726,9.473,20.037,4.307,3.64,10.708,-4.39,-4.32,-4.07,3.155,9.955,5.16,10.784,2,10.306,4.171,0.862,4.519,3.047,8.507,10,5.542,13.353,18.505,5.839,1.742,4.216,34.901,1.462,5.702,1.959,3.183,24.023,28.862,3.708,1.098,69.059,29.426,64,1.878,3.306,3.299,16
5.066,2.338,5.287,333.059,2.642,333.059,58.262,0,4.901,5.537,11.938,5.325,5.106,4.193,1.607,1.376,1.804,1.545,4.457,329.059,2.534,1.675,1.901,3.805,10.449,21.094,4.362,3.685,11.317,-3.69,-3.65,-3.48,2.458,6.041,5.287,11.417,0,11.008,4.22,0.935,4.59,3.13,8.971,6,5.586,14.856,20.13,5.888,1.778,4.285,35.923,1.529,5.797,2.009,3.206,26.434,31.441,3.745,1.207,71.557,31.36,67,1.919,3.252,3.26,18
8.071,3.134,5.282,411.958,3.565,411.958,76.27,21,5.141,5.829,16.628,5.602,5.337,4.476,1.651,1.445,1.833,1.603,4.736,401.467,3.25,2.131,1.925,4.348,14.532,28.594,4.568,3.927,14.395,-5.89,-5.74,-5.35,4.656,21.682,5.282,14.473,12,13.925,4.431,1.129,4.887,3.244,11.363,30,5.781,18.869,26.29,6.074,1.815,4.577,44.535,2.556,6.116,2.157,3.304,36.131,40.085,4.001,1.247,88.135,42.453,84,1.94,3.372,3.339,27
5.721,1.129,4.785,186.621,1.332,186.621,28.842,0,4.289,4.788,8.083,4.574,4.444,3.717,1.316,0.927,1.545,1.263,3.937,186.621,1.36,0.844,1.527,2.581,6.761,12.477,3.851,3.302,6.857,-3.78,-3.74,-3.56,2.548,6.491,4.785,8.062,0,6.491,3.75,0.502,4.069,2.897,5.383,0,4.834,8.867,12.523,5.097,1.511,3.83,24.336,0.516,4.98,1.856,2.778,12.611,17.757,3.39,0.75,43.504,14.994,41,1.562,2.982,2.886,7
4.298,0.904,4.629,175.911,0.997,175.911,22.191,5,4.207,4.564,6.135,4.465,4.355,3.567,1.379,0.951,1.541,1.348,3.702,171.911,0.975,0.725,1.72,3.064,5.117,8.478,3.802,3.231,6.389,-4.92,-4.83,-4.53,3.695,13.651,4.629,6.459,1,6.117,3.703,0.457,3.747,2.857,5.155,9,4.501,8.206,10.928,4.701,1.541,3.597,23.886,0.717,4.769,1.889,2.779,9.211,14.296,3.263,0.551,42.365,10.964,39,1.743,2.972,3.009,2
8.495,2.202,5.225,318.755,2.628,318.755,75.517,8,4.841,5.524,12.95,5.275,5.039,4.175,1.592,1.355,1.793,1.53,4.453,314.755,2.525,1.518,1.873,3.779,11.319,23.999,4.297,3.667,10.883,-5.19,-5.08,-4.76,3.963,15.703,5.225,11.675,5,10.387,4.164,0.832,4.6,3.195,8.571,11,5.552,13.709,19.197,5.836,1.758,4.29,35.432,1.475,5.786,1.977,3.184,26.309,31.175,3.754,1.186,68.817,32.757,64,1.899,3.253,3.256,25
7.921,2.094,5.302,307.498,2.473,307.498,52.787,4,4.792,5.45,11.97,5.224,4.993,4.1,1.546,1.346,1.766,1.474,4.367,303.498,2.421,1.459,1.862,3.551,9.59,20.335,4.251,3.599,10.367,-4.66,-4.58,-4.31,3.433,11.782,5.302,10.415,5,10.002,4.114,0.805,4.508,3.065,8.238,10,5.517,12.811,17.938,5.82,1.725,4.208,32.88,1.211,5.71,1.963,3.18,24.692,28.024,3.678,1.133,65.56,29.612,61,1.887,3.244,3.232,23
5.886,0.725,4.325,134.07,0.757,134.07,16.896,4,4.021,4.289,4.935,4.271,4.154,3.391,1.166,0.781,1.439,1.079,3.477,134.07,0.665,0.59,1.58,2.634,4.364,6.502,3.61,3.057,5.297,-4.26,-4.19,-3.96,3.026,9.155,4.325,5.366,1,5.07,3.521,0.373,3.514,2.646,4.263,4,4.137,7.046,9.205,4.374,1.388,3.399,19.832,0.346,4.512,1.887,2.607,6.859,11.365,3.073,0.469,34.535,8.575,32,1.572,2.874,2.737,0
5.0,2.405,5.34,368.469,2.903,368.469,62.808,2,4.955,5.606,12.672,5.36,5.159,4.228,1.566,1.447,1.786,1.494,4.517,364.469,3.021,1.71,1.88,4.066,10.749,23.168,4.428,3.746,12.044,-4.06,-4.01,-3.79,2.826,7.988,5.34,12.158,2,11.625,4.295,0.971,4.635,3.155,9.555,10,5.743,15.402,20.856,6.023,1.764,4.313,39.384,1.927,5.849,1.968,3.289,27.02,33.081,3.803,1.099,78.308,34.0,72,1.897,3.318,3.378,18
5.0,2.534,5.256,388.97,3.036,388.97,67.003,2,5.02,5.675,13.318,5.392,5.247,4.263,1.565,1.53,1.808,1.49,4.554,384.97,3.09,1.829,1.904,4.111,11.375,24.021,4.5,3.779,12.494,-4.31,-4.25,-4.01,3.081,9.493,5.256,12.611,2,11.944,4.351,1.06,4.683,3.197,9.915,10,5.762,15.582,21.233,6.05,1.789,4.363,41.03,2.095,5.934,1.977,3.315,29.054,35.819,3.853,1.099,84.218,35.817,77,1.915,3.377,3.407,18
4.31,2.369,5.144,329.206,2.791,329.206,60.912,3,4.89,5.594,12.689,5.314,5.091,4.203,1.607,1.335,1.791,1.553,4.485,325.206,2.591,1.641,1.85,3.847,11.863,22.482,4.366,3.709,11.31,-4.69,-4.6,-4.33,3.457,11.949,5.144,11.374,3,10.806,4.227,0.922,4.615,3.117,8.905,15,5.584,14.897,20.594,5.877,1.762,4.301,36.428,1.682,5.871,1.968,3.189,26.602,30.996,3.78,1.148,72.474,33.35,68,1.869,3.259,3.306,19
7.06,2.396,5.112,337.381,2.838,337.381,62.248,3,4.912,5.626,12.661,5.328,5.126,4.201,1.616,1.366,1.807,1.56,4.486,333.381,2.699,1.664,1.892,3.862,11.584,23.085,4.383,3.693,11.16,-4.69,-4.6,-4.33,3.457,11.949,5.112,11.238,3,10.582,4.24,0.935,4.625,3.118,8.799,12,5.629,14.369,19.633,5.917,1.777,4.298,36.955,1.738,5.909,1.977,3.183,27.217,32.029,3.769,1.148,74.889,34.307,69,1.914,3.262,3.279,18
6.208,0.945,4.978,194.131,0.938,194.131,18.045,10,4.235,4.483,5.64,4.466,4.339,3.674,1.402,0.988,1.583,1.376,3.756,191.376,0.896,0.755,1.725,3.373,5.088,7.1,3.857,3.357,7.277,-4.65,-4.57,-4.3,3.422,11.711,4.978,7.377,10,7.142,3.774,0.487,3.774,2.873,5.95,9,4.443,9.643,12.926,4.588,1.613,3.687,26.568,0.731,4.64,1.993,2.847,8.211,11.257,3.351,0.556,43.242,7.858,41,1.744,2.97,2.925,2
7.854,2.638,5.347,390.347,3.135,390.347,62.748,29,4.984,5.609,13.443,5.399,5.161,4.366,1.793,1.474,1.926,1.758,4.596,380.838,3.201,1.837,1.92,4.402,11.857,22.936,4.499,3.9,13.51,-6.15,-5.99,-5.57,4.915,24.159,5.347,13.596,20,13.134,4.369,1.044,4.711,3.239,10.806,36,5.686,17.305,24.285,5.972,1.905,4.447,44.449,2.431,5.861,2.048,3.313,27.837,32.175,3.956,1.118,81.972,33.528,78,1.936,3.381,3.394,18
5.959,3.326,5.618,483.11,3.988,483.11,78.68,32,5.168,5.82,16.999,5.547,5.348,4.539,1.789,1.552,1.928,1.754,4.787,463.865,3.755,2.808,1.965,4.61,14.949,29.715,4.653,4.054,15.59,-7.3,-7.09,-6.55,6.072,36.872,5.618,15.731,25,15.021,4.527,1.402,4.896,3.437,12.383,36,5.837,20.679,28.354,6.124,1.912,4.606,52.212,3.412,6.077,2.096,3.399,32.994,39.437,4.102,1.248,97.569,41.661,91,1.973,3.544,3.464,27
8.523,3.157,5.44,467.865,3.752,467.865,78.078,28,5.171,5.842,17.376,5.596,5.368,4.511,1.702,1.579,1.876,1.654,4.766,450.129,3.636,2.174,1.931,4.574,14.98,29.84,4.647,4.007,15.318,-6.37,-6.21,-5.76,5.144,26.464,5.44,15.383,20,14.7,4.509,1.202,4.907,3.371,12.147,41,5.872,19.248,27.051,6.166,1.857,4.614,49.589,3.054,6.113,2.076,3.338,36.126,40.93,4.084,1.248,96.965,43.852,91,1.944,3.529,3.464,31
8.377,2.629,5.412,395.063,3.226,395.063,76.142,26,4.995,5.684,14.692,5.413,5.186,4.368,1.65,1.433,1.835,1.601,4.63,381.328,3.165,1.805,1.918,4.33,13.719,26.285,4.482,3.869,13.015,-6.26,-6.1,-5.66,5.029,25.291,5.412,13.824,14,12.398,4.35,1.009,4.77,3.35,10.251,28,5.714,16.67,23.389,6.007,1.814,4.469,43.507,2.133,5.949,2.054,3.305,30.08,35.104,3.946,1.244,82.146,37.585,77,1.935,3.381,3.34,27
8.167,2.743,5.513,407.99,3.234,407.99,69.619,20,5.038,5.679,14.994,5.476,5.219,4.41,1.656,1.536,1.833,1.61,4.649,403.99,3.261,1.886,1.917,4.353,13.096,25.802,4.506,3.906,13.787,-6.09,-5.93,-5.52,4.856,23.579,5.513,14.2,13,13.364,4.377,1.032,4.785,3.255,10.917,34,5.748,17.71,24.843,6.036,1.815,4.507,44.309,2.431,5.935,2.024,3.305,31.156,35.201,3.974,1.238,83.248,37.123,79,1.934,3.381,3.342,22
8.276,2.629,5.412,395.063,3.226,395.063,75.221,22,4.995,5.684,14.692,5.413,5.186,4.368,1.65,1.429,1.835,1.601,4.63,381.328,3.164,1.805,1.918,4.299,13.719,26.54,4.482,3.869,13.015,-6.26,-6.1,-5.66,5.029,25.291,5.412,13.824,15,12.398,4.35,1.009,4.77,3.365,10.251,29,5.715,16.67,23.389,6.007,1.814,4.469,43.507,2.135,5.949,2.054,3.304,30.08,35.104,3.946,1.244,82.146,37.672,77,1.935,3.381,3.34,27
6.0,2.585,5.312,377.122,3.093,377.122,62.17,25,4.961,5.607,13.506,5.389,5.133,4.357,1.768,1.417,1.916,1.73,4.604,362.103,3.189,1.76,1.905,4.353,11.734,24.354,4.462,3.884,13.286,-6.53,-6.35,-5.89,5.297,28.057,5.312,13.355,20,12.916,4.337,0.978,4.722,3.24,10.627,35,5.684,16.952,23.937,5.956,1.903,4.444,43.428,2.569,5.854,2.052,3.305,28.198,31.395,3.943,1.116,79.474,34.615,76,1.926,3.414,3.319,19
7.648,2.402,5.447,332.265,2.718,332.265,56.691,8,4.835,5.502,12.073,5.279,5.01,4.208,1.635,1.376,1.814,1.587,4.457,322.755,2.552,1.668,1.903,3.899,10.385,21.382,4.321,3.717,11.285,-5.68,-5.55,-5.17,4.45,19.804,5.447,11.373,8,10.982,4.193,0.937,4.575,3.2,8.993,15,5.542,14.846,20.548,5.839,1.794,4.286,36.758,1.651,5.761,2.0,3.193,24.766,27.607,3.767,1.046,68.983,30.682,65,1.915,3.296,3.308,19
6.92,2.366,5.636,355.059,2.841,355.059,57.989,14,4.876,5.536,12.369,5.304,5.049,4.278,1.66,1.394,1.835,1.615,4.522,341.549,2.812,1.629,1.914,3.99,10.972,22.637,4.355,3.775,11.948,-5.37,-5.25,-4.91,4.137,17.117,5.636,12.017,12,11.616,4.23,0.89,4.643,3.223,9.511,19,5.584,15.296,21.942,5.876,1.825,4.36,38.374,1.758,5.785,2.029,3.212,26.141,28.867,3.83,1.138,70.643,32.237,68,1.925,3.397,3.309,19
6.212,2.436,5.525,370.163,2.892,370.163,60.13,14,4.917,5.57,12.908,5.341,5.106,4.258,1.643,1.401,1.823,1.595,4.523,357.899,2.944,1.694,1.903,4.065,10.807,23.118,4.403,3.776,12.172,-5.72,-5.58,-5.2,4.485,20.116,5.525,12.244,12,11.791,4.27,0.945,4.649,3.223,9.71,19,5.659,15.371,21.449,5.946,1.803,4.352,39.428,1.987,5.819,2.024,3.232,27.237,31.292,3.842,1.111,75.474,33.364,71,1.917,3.409,3.31,19
7.764,2.343,5.465,349.735,2.783,349.735,58.237,14,4.871,5.541,12.607,5.299,5.055,4.233,1.638,1.393,1.818,1.59,4.485,340.226,2.66,1.616,1.908,3.942,10.744,22.341,4.361,3.745,11.621,-5.51,-5.39,-5.03,4.284,18.352,5.465,11.684,14,11.226,4.229,0.904,4.617,3.206,9.251,18,5.571,14.846,20.822,5.873,1.799,4.326,37.901,1.653,5.805,2.026,3.207,26.303,29.575,3.808,1.128,72.059,32.457,68,1.921,3.33,3.309,22
7.854,2.563,5.734,407.122,3.059,404.367,61.693,22,4.958,5.601,13.713,5.386,5.129,4.363,1.745,1.432,1.873,1.709,4.601,386.103,3.064,1.747,1.926,4.152,11.825,24.543,4.463,3.888,13.282,-6.26,-6.1,-5.66,5.029,25.29,5.695,13.344,25,12.904,4.337,0.976,4.728,3.241,10.617,22,5.65,16.919,23.969,5.94,1.86,4.453,43.428,1.964,5.855,2.07,3.307,28.562,31.245,3.948,1.187,79.474,34.968,76,1.934,3.414,3.332,19
7.921,2.605,5.786,422.347,3.094,419.593,63.611,17,4.984,5.625,13.929,5.41,5.149,4.394,1.768,1.446,1.908,1.731,4.629,401.328,3.076,1.78,1.943,4.201,12.154,24.714,4.488,3.923,13.722,-6.12,-5.97,-5.55,4.891,23.922,5.748,13.799,20,13.344,4.367,0.998,4.744,3.257,10.972,21,5.659,17.663,24.862,5.939,1.893,4.475,45.143,2.072,5.871,2.051,3.309,28.541,31.298,3.976,1.14,81.683,34.718,78,1.952,3.415,3.354,19
7.68,2.627,5.465,349.735,3.035,349.735,61.295,12,4.91,5.564,12.824,5.314,5.079,4.264,1.637,1.395,1.817,1.589,4.511,340.226,2.662,2.318,1.908,3.98,10.954,22.493,4.374,3.771,11.862,-6.08,-5.93,-5.51,4.853,23.548,5.465,12.001,10,11.589,4.251,1.13,4.613,3.229,9.455,17,5.588,16.384,21.915,5.882,1.8,4.322,39.051,1.705,5.818,2.015,3.234,25.214,29.632,3.804,1.096,73.078,31.26,68,1.919,3.38,3.31,19
7.638,2.402,5.578,340.265,2.746,340.265,56.762,10,4.835,5.503,12.073,5.279,5.01,4.208,1.635,1.376,1.814,1.587,4.457,330.755,2.594,1.668,1.903,3.917,10.389,21.367,4.321,3.717,11.285,-5.68,-5.55,-5.17,4.45,19.804,5.578,11.373,8,10.982,4.193,0.937,4.575,3.195,8.995,13,5.545,14.852,20.548,5.841,1.794,4.286,36.758,1.766,5.762,1.999,3.193,24.766,27.607,3.767,1.046,68.983,30.736,65,1.915,3.293,3.308,19
7.125,1.657,4.73,279.076,1.754,279.076,34.958,17,4.67,5.056,9.584,4.979,4.824,4.091,1.785,1.236,1.926,1.738,4.221,268.056,1.787,1.25,1.93,3.895,8.194,14.509,4.254,3.725,10.917,-5.6,-5.47,-5.11,4.371,19.104,4.73,10.988,16,10.663,4.146,0.736,4.327,3.293,8.823,21,5.076,13.343,18.957,5.291,1.905,4.166,38.014,1.568,5.279,2.048,3.12,17.544,21.544,3.768,1.01,65.524,19.559,62,1.942,3.364,3.206,0
6.73,2.645,5.378,397.99,3.205,397.99,64.407,31,4.998,5.639,14.239,5.417,5.173,4.391,1.793,1.49,1.926,1.758,4.626,388.48,3.289,1.821,1.92,4.419,12.137,24.661,4.502,3.919,13.726,-5.77,-5.64,-5.25,4.543,20.636,5.378,13.792,22,13.331,4.374,1.017,4.752,3.253,10.958,40,5.709,17.305,24.631,5.997,1.905,4.482,44.955,2.468,5.89,2.07,3.314,29.499,32.832,3.981,1.222,82.889,35.517,79,1.936,3.381,3.416,18
7.699,2.263,5.447,332.265,2.674,332.265,55.801,12,4.827,5.496,12.014,5.269,5.005,4.196,1.635,1.376,1.815,1.587,4.446,320.001,2.592,1.551,1.903,3.882,10.244,21.353,4.317,3.708,11.211,-5.31,-5.2,-4.86,4.08,16.643,5.447,11.273,10,10.889,4.186,0.864,4.577,3.188,8.945,17,5.539,14.441,20.179,5.838,1.794,4.288,36.374,1.594,5.758,2.007,3.193,25.311,28.066,3.768,1.06,68.643,30.952,65,1.917,3.29,3.308,19
7.131,2.284,5.478,339.65,2.696,339.65,57.165,8,4.841,5.516,12.098,5.286,5.013,4.213,1.635,1.378,1.814,1.587,4.465,330.141,2.593,1.569,1.903,3.911,10.425,21.534,4.336,3.723,11.33,-4.79,-4.7,-4.42,3.56,12.673,5.478,11.407,8,11.015,4.21,0.878,4.587,3.197,9.033,15,5.552,14.846,20.59,5.85,1.794,4.295,37.089,1.597,5.774,2.0,3.193,25.225,28.072,3.774,1.049,69.853,31.226,66,1.915,3.298,3.308,19
7.542,2.607,5.786,422.347,3.116,419.593,63.713,23,4.984,5.627,13.929,5.41,5.149,4.394,1.769,1.436,1.909,1.731,4.633,397.718,3.122,1.78,1.939,4.302,12.119,24.629,4.488,3.923,13.728,-6.12,-5.97,-5.55,4.891,23.922,5.748,13.805,25,13.353,4.367,0.998,4.745,3.242,10.978,25,5.674,17.645,24.867,5.951,1.894,4.475,45.143,2.222,5.871,2.052,3.308,28.536,31.298,3.976,1.142,81.683,34.64,78,1.949,3.415,3.336,19
6.225,2.714,5.734,407.122,3.214,407.122,66.451,18,4.998,5.67,14.167,5.445,5.185,4.35,1.688,1.459,1.88,1.632,4.634,395.612,3.16,1.839,1.922,4.232,11.965,25.507,4.467,3.854,13.235,-6.11,-5.95,-5.54,4.879,23.803,5.734,13.307,16,12.878,4.336,1.006,4.761,3.24,10.55,27,5.719,16.87,23.604,6.006,1.861,4.446,41.955,2.283,5.924,2.025,3.309,30.502,33.851,3.919,1.228,79.889,36.887,76,1.937,3.414,3.371,23
7.31,0.846,4.522,126.606,0.785,126.606,16.04,0,4.015,4.259,4.597,4.316,4.17,3.462,1.016,0.494,1.236,0.961,3.576,126.606,0.686,0.651,1.57,1.397,4.713,6.339,3.547,3.056,5.523,-3.97,-3.92,-3.72,2.74,7.508,4.522,5.911,0,5.375,3.446,0.368,3.673,2.787,4.372,2,4.199,7.107,9.965,4.439,1.221,3.525,18.725,0.045,4.461,1.834,2.231,8.123,10.234,3.097,0.443,31.143,8.312,30,1.608,2.665,2.684,2
7.102,1.133,4.912,186.666,1.179,186.666,22.896,4,4.297,4.603,6.918,4.548,4.453,3.769,1.409,1.007,1.583,1.37,3.873,186.666,1.219,0.881,1.607,2.905,6.665,9.24,3.838,3.362,7.449,-4.79,-4.71,-4.42,3.564,12.703,4.912,8.291,4,7.146,3.737,0.485,3.982,2.86,5.865,2,4.666,9.19,13.477,4.913,1.547,3.866,25.138,0.525,4.784,1.878,2.704,11.069,16.155,3.437,0.746,41.949,11.556,41,1.639,2.961,2.843,5
6.812,2.577,5.683,386.438,3.035,386.438,62.754,16,4.959,5.613,13.559,5.394,5.143,4.322,1.638,1.413,1.815,1.591,4.584,374.928,3.003,1.772,1.906,4.133,11.611,24.146,4.427,3.821,12.735,-5.91,-5.77,-5.37,4.683,21.934,5.683,12.807,14,12.388,4.297,0.966,4.711,3.228,10.134,23,5.668,16.37,22.937,5.956,1.795,4.414,40.428,2.066,5.865,2.087,3.288,28.897,32.346,3.884,1.219,76.474,34.778,73,1.919,3.412,3.311,21
8.398,3.035,5.573,373.408,3.473,373.408,63.892,10,4.986,5.617,13.567,5.346,5.149,4.326,1.644,1.439,1.824,1.597,4.569,361.408,3.08,3.04,1.916,4.233,11.619,22.758,4.428,3.831,12.509,-6.43,-6.26,-5.81,5.202,27.057,5.573,12.726,6,12.275,4.312,1.418,4.639,3.232,9.945,20,5.663,18.208,23.615,5.947,1.805,4.351,41.728,2.738,5.858,2.023,3.308,24.489,30.279,3.838,1.13,77.512,30.518,71,1.931,3.381,3.349,18
8.469,2.905,5.594,464.334,3.59,464.334,75.886,41,5.109,5.772,16.173,5.517,5.291,4.506,1.79,1.545,1.93,1.755,4.757,447.844,3.613,2.004,1.929,4.62,14.817,29.052,4.609,4.021,15.068,-7.04,-6.84,-6.33,5.807,33.726,5.594,15.481,28,14.414,4.481,1.126,4.886,3.446,11.921,43,5.808,19.141,27.095,6.095,1.907,4.598,50.363,2.804,6.031,2.092,3.338,33.047,37.41,4.09,1.245,93.079,41.506,88,1.944,3.518,3.464,27
6.726,0.976,4.672,144.825,0.99,144.825,21.38,0,4.113,4.492,5.259,4.458,4.274,3.548,1.112,0.714,1.36,1.036,3.706,144.825,0.878,0.724,1.653,1.447,5.324,8.326,3.641,3.125,5.929,-4.23,-4.17,-3.94,2.996,8.977,4.672,6.315,0,5.724,3.534,0.409,3.814,2.804,4.702,2,4.42,7.725,10.71,4.667,1.314,3.617,20.251,0.069,4.719,1.832,2.561,9.942,12.076,3.174,0.549,34.558,11.289,33,1.687,2.8,2.692,4
6.863,1.075,4.69,159.464,1.136,159.464,23.153,1,4.191,4.616,5.911,4.51,4.375,3.571,1.278,0.812,1.516,1.204,3.743,159.464,0.967,0.808,1.599,2.057,5.152,8.829,3.728,3.156,6.227,-3.96,-3.91,-3.71,2.728,7.443,4.69,6.265,0,5.991,3.606,0.462,3.845,2.724,4.975,3,4.495,7.681,10.879,4.766,1.481,3.646,20.951,0.266,4.857,1.899,2.623,11.127,14.395,3.211,0.636,38.029,12.452,36,1.632,2.878,2.781,8
5.726,0.847,4.625,134.127,0.886,134.127,17.657,0,4.015,4.35,4.547,4.314,4.158,3.509,1.004,0.628,1.27,0.939,3.645,134.127,0.754,0.637,1.654,1.378,4.972,6.799,3.576,3.102,5.656,-4.41,-4.34,-4.09,3.182,10.123,4.625,6.042,0,5.451,3.477,0.368,3.733,2.767,4.499,2,4.273,7.395,10.327,4.49,1.216,3.565,19.725,0.074,4.565,1.809,2.492,8.038,9.693,3.141,0.497,32.143,8.967,31,1.682,2.882,2.643,5
8.066,2.703,5.533,426.013,3.274,422.013,66.455,22,5.052,5.736,15.971,5.479,5.271,4.309,1.678,1.442,1.868,1.621,4.588,388.529,3.397,1.879,1.901,4.212,12.439,28.021,4.521,3.819,13.194,-7.24,-7.03,-6.5,6.009,36.102,5.481,13.225,14,12.602,4.37,1.052,4.761,3.257,10.548,25,5.829,15.504,21.798,6.141,1.84,4.446,41.853,2.351,6.021,2.026,3.272,33.003,36.722,3.921,1.262,87.257,40.533,80,1.926,3.418,3.359,43
5.367,1.0,4.672,144.825,1.02,144.825,20.49,0,4.103,4.499,5.304,4.443,4.275,3.499,1.251,0.773,1.499,1.173,3.657,142.825,0.873,0.741,1.568,1.377,4.649,7.749,3.643,3.088,5.816,-3.7,-3.67,-3.49,2.472,6.111,4.672,5.855,0,5.655,3.524,0.421,3.756,2.551,4.667,1,4.395,7.27,10.235,4.671,1.46,3.57,19.424,0.147,4.731,1.875,2.598,10.165,12.794,3.137,0.606,34.614,10.78,33,1.601,2.753,2.7,5
6.0,1.328,4.523,208.045,1.426,208.045,31.485,3,4.493,4.903,7.822,4.776,4.677,3.812,1.413,1.239,1.624,1.355,3.982,208.045,1.263,1.04,1.836,3.186,7.242,11.279,4.016,3.408,8.047,-4.27,-4.21,-3.98,3.045,9.27,4.523,8.129,0,7.656,3.901,0.619,4.053,2.922,6.377,4,4.807,10.25,13.917,5.031,1.591,3.861,27.961,0.692,5.138,1.925,3.009,13.249,19.884,3.448,0.932,51.694,15.667,48,1.854,3.093,3.009,5
5.0,1.705,5.209,276.07,1.923,276.07,38.896,10,4.628,5.14,9.121,4.97,4.808,4.006,1.466,1.121,1.673,1.416,4.21,271.315,1.84,1.263,1.891,3.517,8.059,14.998,4.169,3.584,9.625,-4.73,-4.65,-4.37,3.503,12.274,5.209,9.701,10,9.306,4.045,0.736,4.311,3.154,7.694,10,5.144,12.088,17.012,5.412,1.661,4.08,32.794,0.965,5.377,2.004,2.985,17.46,22.147,3.632,1.018,59.398,21.071,56,1.898,3.286,3.227,7
6.921,1.136,4.736,175.24,1.224,175.24,25.747,0,4.31,4.722,6.414,4.6,4.498,3.614,1.249,0.859,1.556,1.169,3.81,175.24,1.138,0.875,1.618,2.288,5.321,9.903,3.816,3.196,6.542,-3.61,-3.59,-3.42,2.384,5.685,4.736,6.629,0,6.328,3.698,0.511,3.908,2.865,5.22,0,4.731,8.33,11.469,5.02,1.53,3.682,22.192,0.319,4.946,1.868,2.687,12.193,16.861,3.238,0.679,41.654,13.882,39,1.645,3.019,2.858,4
5.0,1.008,4.522,126.606,0.995,126.606,15.373,0,4.015,4.28,4.993,4.321,4.167,3.448,0.985,0.517,1.202,0.955,3.562,126.606,0.968,0.769,1.569,0.941,4.279,6.27,3.56,3.043,5.495,-3.98,-3.93,-3.73,2.747,7.548,4.522,5.551,0,5.403,3.452,0.455,3.623,2.574,4.401,0,4.243,6.973,9.905,4.485,1.219,3.495,18.28,0.054,4.483,1.837,2.249,7.989,10.232,3.066,0.401,31.539,7.684,30,1.6,2.682,2.688,4
5.745,1.096,4.658,153.71,1.211,153.71,27.038,0,4.197,4.705,6.178,4.578,4.366,3.612,1.247,0.786,1.509,1.184,3.813,153.71,1.056,0.786,1.589,1.397,5.814,10.111,3.704,3.156,6.175,-4.45,-4.38,-4.13,3.22,10.369,4.658,6.555,0,5.956,3.587,0.445,3.935,2.771,4.869,1,4.652,7.92,11.139,4.941,1.481,3.698,20.778,0.038,4.949,1.841,2.633,12.083,14.194,3.215,0.724,36.973,13.975,35,1.627,2.813,2.727,7
8.301,2.538,5.449,386.858,3.03,382.858,62.004,19,4.978,5.675,14.749,5.417,5.194,4.244,1.671,1.434,1.856,1.615,4.516,343.573,2.981,1.754,1.899,4.032,11.745,26.065,4.443,3.749,12.22,-6.84,-6.65,-6.16,5.609,31.461,5.392,12.252,12,11.697,4.294,0.975,4.693,3.217,9.765,21,5.728,14.708,20.474,6.05,1.828,4.378,38.799,1.882,5.966,2.025,3.264,30.963,34.227,3.849,1.241,80.427,37.723,74,1.924,3.399,3.309,37
8.602,2.62,5.473,404.97,3.169,400.97,64.499,20,5.015,5.708,15.399,5.444,5.233,4.28,1.674,1.437,1.864,1.617,4.558,367.486,3.229,1.815,1.901,4.104,12.226,27.092,4.483,3.785,12.656,-7.04,-6.84,-6.33,5.81,33.759,5.419,12.687,13,12.064,4.333,1.013,4.73,3.248,10.09,23,5.787,15.057,21.126,6.101,1.835,4.414,40.326,2.033,5.995,2.025,3.264,31.936,35.43,3.886,1.26,83.842,39.235,77,1.926,3.413,3.334,41
