pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
7.096,0.0,0,0,9.6,9.6,6.341,7.428,2.732,0,1.382,3.11,3.957,3.957,3.813,1,11.244,0,5.598,4.981,2,3.717,3.717,2.854,2.854,12.869,5.011,25,11.436,0.105,10.51,3.05,12.366,10.239,13.247,5,29,1,17.197,18.387,5.455,8.101,9.584,10.942,10.94,5.989,12.731,12.046,0.0,15.996,0.066,7.766,14.553,5.242,8,13.624,14.826,0.254,3,0.17,9.192,42.97,5.663,12.498,20.303,8.942,0,0,12
6.03,0.0,0,0,9.574,9.574,6.336,7.435,2.744,0,1.366,2.765,3.991,3.991,3.814,1,10.309,0,5.198,7.423,3,3.721,3.721,2.849,2.849,12.716,4.796,19,11.283,0.104,10.354,2.523,12.214,10.15,24.908,4,23,2,17.144,18.337,5.1,7.982,9.426,10.852,10.837,5.895,12.642,11.966,0.0,15.944,0.066,7.687,14.475,4.956,7,13.568,14.769,0.113,3,0.168,9.07,35.064,5.209,12.428,20.245,8.868,0,0,12
6.699,0.0,0,0,9.615,9.615,6.343,8.201,2.748,0,1.37,2.758,3.991,3.991,3.821,1,10.203,0,5.136,7.435,3,3.736,3.736,2.858,2.858,12.701,4.762,19,11.266,0.103,10.337,2.235,12.2,10.139,24.686,4,23,2,17.147,18.34,5.081,7.962,9.406,10.841,10.815,5.898,12.623,11.961,0.0,15.945,0.066,7.662,14.458,4.913,7,13.566,14.768,0.143,3,0.165,9.047,31.693,5.112,12.424,20.247,8.856,0,0,12
8.959,0.0,0,0,9.643,9.643,6.35,8.201,2.747,0,1.389,3.126,3.957,3.957,3.826,1,11.163,0,5.568,7.428,2,3.743,3.743,2.867,2.867,12.87,4.997,24,11.435,0.104,10.508,2.775,12.369,10.242,13.129,5,28,1,17.206,18.397,5.451,8.097,9.579,10.948,10.937,5.99,12.731,12.053,0.0,16.007,0.064,7.766,14.554,5.231,8,13.636,14.836,0.174,3,0.167,9.185,97.866,5.628,12.505,20.31,8.956,0,0,12
6.371,0.0,0,0,9.572,9.572,6.335,7.428,2.727,0,1.423,3.148,3.954,3.954,3.805,1,10.593,0,5.153,5.175,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.752,12.193,10.133,12.727,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.242,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
5.658,0.0,0,0,10.204,10.204,6.535,7.434,2.802,0,1.367,2.781,4.029,4.029,3.892,1,10.365,0,5.298,7.422,3,3.659,3.659,2.936,2.936,12.825,4.905,19,11.388,0.102,10.447,4.007,12.331,10.272,25.6,4,23,2,17.386,18.596,5.242,8.055,9.507,11.001,10.921,6.032,12.752,11.957,0.0,16.17,0.065,7.794,14.609,5.094,7,13.758,14.975,0.254,3,0.163,9.131,36.448,5.273,12.595,20.523,8.976,0,0,12
6.447,0.0,0,0,9.584,9.584,6.316,5.335,2.772,0,1.572,4.582,3.339,3.339,3.844,0,12.592,1,5.375,5.083,0,4.029,4.029,2.886,2.886,12.763,4.875,23,11.332,0.107,10.413,0.0,12.255,10.136,0.0,5,27,0,16.975,18.143,5.278,8.017,9.496,10.81,10.845,6.009,12.627,13.076,17.902,15.797,0.066,7.653,14.437,5.063,8,13.469,14.65,0.127,0,0.17,9.105,153.089,5.447,12.362,19.983,8.856,4,4,25
9.602,3.28,1,1,9.293,9.293,6.23,7.444,2.743,1,1.165,1.141,3.988,3.988,3.804,1,8.056,0,4.787,7.411,2,3.311,3.311,2.838,2.838,12.583,4.625,14,11.152,0.106,10.227,3.009,12.079,10.052,25.183,3,16,2,17.019,18.205,4.836,7.877,9.303,10.758,10.745,5.976,12.559,11.724,4.573,15.828,0.065,7.585,14.397,4.736,4,13.467,14.658,0.313,2,0.169,8.968,99.165,4.625,12.328,20.056,8.79,1,1,5
5.321,2.735,1,1,7.921,7.921,5.934,7.444,2.318,1,1.218,1.218,3.965,3.965,3.389,1,6.794,1,2.565,7.411,2,3.066,3.066,2.439,2.439,12.011,3.689,9,10.587,0.11,9.681,2.382,11.494,9.692,22.809,2,11,2,16.672,17.852,3.219,7.489,8.774,10.359,10.385,5.842,12.214,11.447,3.832,15.487,0.068,7.204,14.063,3.434,3,13.13,14.316,0.178,2,0.182,8.588,22.521,1.386,11.983,19.633,8.456,1,1,5
7.131,3.235,1,0,8.447,8.447,5.995,5.15,2.612,0,1.554,4.058,3.27,3.27,3.636,0,11.382,1,4.779,4.753,0,3.697,3.697,2.653,2.653,12.452,4.533,19,11.027,0.113,10.133,0.0,11.93,9.82,0.0,4,23,0,16.558,17.708,4.787,7.748,9.233,10.516,10.572,5.523,12.336,12.83,9.212,15.391,0.072,7.357,14.132,4.663,7,13.089,14.263,0.163,0,0.174,8.853,36.279,4.771,12.008,19.632,8.523,2,2,21
6.337,3.235,1,0,8.447,8.447,5.995,5.15,2.612,0,1.554,4.058,3.27,3.27,3.636,0,11.382,1,4.779,4.753,0,3.697,3.697,2.653,2.653,12.452,4.533,19,11.027,0.113,10.133,0.0,11.93,9.82,0.0,4,23,0,16.558,17.708,4.787,7.748,9.233,10.516,10.572,5.523,12.336,12.83,9.212,15.391,0.072,7.357,14.132,4.663,7,13.089,14.263,0.163,0,0.174,8.853,36.279,4.771,12.008,19.632,8.523,2,2,21
8.041,3.655,1,0,9.084,9.084,6.153,5.131,2.73,0,1.422,3.277,3.344,3.344,3.772,0,11.041,0,5.403,4.681,0,3.793,3.793,2.796,2.796,12.696,4.86,23,11.266,0.106,10.348,0.0,12.188,10.02,0.0,5,27,0,16.811,17.97,5.293,7.92,9.43,10.712,10.745,5.96,12.52,12.84,9.92,15.639,0.064,7.545,14.324,5.081,8,13.325,14.501,0.216,0,0.169,9.012,134.563,5.416,12.229,19.834,8.74,2,2,15
5.77,3.072,1,0,8.14,8.14,5.929,5.261,2.414,0,1.521,3.245,3.239,3.239,3.461,0,9.467,1,3.951,4.87,0,3.69,3.69,2.489,2.489,12.108,4.078,13,10.682,0.109,9.777,0.0,11.591,9.577,0.0,3,17,0,16.425,17.584,4.127,7.433,8.868,10.274,10.28,5.281,12.079,12.74,8.397,15.254,0.07,7.111,13.906,4.094,6,12.931,14.11,0.126,0,0.168,8.521,18.036,3.555,11.818,19.497,8.295,2,2,15
8.0,3.237,1,0,8.477,8.477,5.999,5.15,2.539,0,1.458,3.221,3.27,3.27,3.593,0,10.253,1,4.754,4.698,0,3.697,3.697,2.624,2.624,12.386,4.477,18,10.959,0.109,10.053,0.0,11.87,9.752,0.0,4,22,0,16.54,17.695,4.762,7.651,9.145,10.454,10.479,5.504,12.258,12.757,9.176,15.371,0.068,7.286,14.067,4.635,7,13.059,14.235,0.148,0,0.17,8.745,66.917,4.654,11.963,19.621,8.465,2,2,15
6.169,0.0,0,0,8.579,8.579,6.036,7.429,2.626,0,1.522,3.999,3.611,3.611,3.671,0,11.658,1,4.89,6.468,1,3.571,3.571,2.697,2.697,12.437,4.5,22,11.021,0.123,10.155,0.0,11.895,9.83,12.465,4,24,1,16.337,17.45,4.762,7.833,9.286,10.492,10.659,5.412,12.397,12.552,8.693,15.198,0.078,7.387,14.165,4.625,5,12.965,14.115,0.091,1,0.189,8.965,0.0,4.905,11.937,19.33,8.536,2,2,23
5.543,0.0,0,0,8.528,8.528,6.028,7.429,2.634,0,1.472,3.26,3.611,3.611,3.664,0,10.173,1,4.369,6.468,1,3.62,3.62,2.68,2.68,12.275,4.277,16,10.857,0.119,9.986,0.0,11.737,9.739,12.26,3,18,1,16.302,17.422,4.382,7.71,9.109,10.4,10.558,5.416,12.308,12.488,8.366,15.164,0.076,7.318,14.086,4.29,4,12.923,14.068,0.093,1,0.187,8.845,0.0,4.29,11.872,19.295,8.486,2,2,17
5.561,0.0,0,0,8.425,8.425,6.008,7.429,2.583,0,1.485,3.25,3.61,3.61,3.61,0,9.947,2,4.22,6.468,1,3.495,3.495,2.624,2.624,12.133,4.094,16,10.718,0.123,9.85,0.0,11.592,9.609,12.151,3,18,1,16.207,17.329,4.174,7.565,8.979,10.283,10.407,5.345,12.17,12.382,8.119,15.064,0.079,7.163,13.963,4.159,4,12.811,13.965,0.056,1,0.187,8.688,0.0,4.078,11.757,19.248,8.323,2,2,17
6.456,0.0,0,0,11.012,11.012,6.763,7.429,2.938,0,1.409,3.245,4.005,4.005,4.069,0,11.184,2,5.22,6.493,1,3.661,3.661,3.129,3.129,12.931,4.844,20,11.497,0.106,10.574,0.0,12.429,10.765,12.021,4,22,1,18.204,19.472,5.112,8.444,9.647,11.379,11.258,6.229,13.135,12.608,12.921,16.937,0.067,8.249,15.046,4.977,5,14.422,15.684,-0.008,1,0.174,9.43,139.87,5.308,13.195,21.408,9.47,3,3,16
5.0,0.0,0,0,8.527,8.527,6.028,7.433,2.581,0,1.475,3.238,3.701,3.701,3.639,0,10.048,1,4.317,6.468,0,3.557,3.557,2.668,2.668,12.219,4.22,16,10.801,0.121,9.93,0.0,11.682,9.681,12.107,3,18,1,16.275,17.398,4.331,7.642,9.052,10.35,10.486,5.347,12.243,12.442,8.314,15.132,0.077,7.244,14.029,4.263,4,12.88,14.032,0.111,1,0.186,8.77,0.0,4.205,11.826,19.284,8.411,2,2,17
6.553,0.0,0,0,8.527,8.527,6.028,7.429,2.617,0,1.475,3.238,3.61,3.61,3.651,0,10.048,1,4.317,6.468,1,3.557,3.557,2.668,2.668,12.219,4.22,16,10.801,0.121,9.93,0.0,11.682,9.681,12.218,3,18,1,16.275,17.398,4.331,7.642,9.052,10.35,10.486,5.347,12.243,12.442,8.375,15.132,0.077,7.244,14.029,4.263,4,12.88,14.032,0.098,1,0.186,8.77,0.0,4.205,11.826,19.284,8.411,2,2,17
5.476,0.0,0,0,8.018,8.018,5.795,6.727,2.58,0,1.541,3.679,3.273,3.273,3.601,0,10.478,1,4.511,5.064,0,3.536,3.536,2.616,2.616,12.217,4.304,16,10.797,0.115,9.915,0.0,11.685,9.587,0.0,3,18,0,16.186,17.309,4.489,7.552,9.03,10.285,10.381,5.324,12.132,12.433,8.759,15.041,0.076,7.154,13.914,4.407,4,12.784,13.941,0.188,0,0.179,8.674,0.0,4.369,11.732,19.273,8.292,2,2,17
6.914,0.0,0,0,8.763,8.763,6.092,7.429,2.654,0,1.459,3.217,3.611,3.611,3.725,0,10.224,1,4.575,6.468,1,3.593,3.593,2.77,2.77,12.325,4.357,16,10.906,0.12,10.029,1.846,11.789,9.804,12.318,3,18,1,16.38,17.5,4.5,7.758,9.15,10.47,10.613,5.815,12.377,12.469,8.555,15.243,0.075,7.38,14.167,4.466,4,13.0,14.145,0.052,1,0.186,8.887,0.0,4.394,11.946,19.37,8.547,2,2,17
5.0,0.0,0,0,10.478,10.478,6.648,7.445,2.933,1,1.467,3.45,3.895,3.895,4.022,0,10.836,1,4.554,7.429,2,3.768,3.768,3.062,3.062,12.539,4.477,16,11.119,0.122,10.248,1.066,12.004,10.091,35.675,3,18,3,16.708,17.829,4.605,8.016,9.363,10.775,10.885,6.028,12.663,12.573,8.364,15.573,0.075,7.692,14.467,4.575,4,13.326,14.468,0.165,3,0.18,9.144,0.0,4.575,12.255,19.779,8.852,2,2,17
6.232,0.0,0,0,8.527,8.527,6.028,7.429,2.591,0,1.475,3.238,3.611,3.611,3.638,0,10.048,1,4.317,6.468,1,3.557,3.557,2.668,2.668,12.219,4.22,16,10.801,0.121,9.93,0.0,11.682,9.681,12.192,3,18,1,16.275,17.398,4.331,7.642,9.052,10.35,10.486,5.347,12.243,12.442,8.056,15.132,0.077,7.244,14.029,4.263,4,12.88,14.032,0.107,1,0.186,8.77,0.0,4.205,11.826,19.284,8.411,2,2,17
5.787,0.0,0,0,8.529,8.529,6.029,7.815,2.722,0,1.488,3.465,3.778,3.778,3.764,0,10.558,1,4.466,7.429,1,3.951,3.951,2.788,2.788,12.36,4.382,16,10.943,0.12,10.072,0.0,11.822,9.855,33.535,3,18,1,16.391,17.504,4.431,7.82,9.195,10.513,10.676,5.929,12.434,12.63,8.298,15.261,0.075,7.445,14.217,4.394,4,13.033,14.17,0.146,1,0.186,8.954,0.0,4.394,11.984,19.369,8.613,2,2,17
5.222,0.0,0,0,8.618,8.618,6.045,7.429,2.665,0,1.346,2.372,3.62,3.62,3.706,0,9.227,1,4.419,6.468,1,3.555,3.555,2.727,2.727,12.284,4.29,16,10.864,0.118,9.989,0.0,11.751,9.743,12.394,3,18,1,16.324,17.445,4.419,7.704,9.105,10.409,10.553,5.441,12.307,12.342,8.455,15.185,0.075,7.318,14.087,4.331,4,12.939,14.086,0.137,1,0.184,8.835,0.0,4.344,11.884,19.314,8.491,2,2,11
5.0,0.0,0,0,8.618,8.618,6.045,7.429,2.644,0,1.346,2.372,3.614,3.614,3.695,0,9.227,1,4.419,6.468,1,3.555,3.555,2.727,2.727,12.284,4.29,16,10.864,0.118,9.989,4.061,11.751,9.743,12.339,3,18,1,16.324,17.445,4.419,7.704,9.105,10.409,10.553,5.441,12.307,12.342,8.413,15.185,0.075,7.318,14.087,4.331,4,12.939,14.086,-0.039,1,0.184,8.835,0.0,4.344,11.884,19.314,8.491,2,2,11
5.0,0.0,0,0,8.522,8.522,6.027,7.429,2.601,0,1.381,2.424,3.607,3.607,3.636,0,8.787,1,4.025,6.468,1,3.55,3.55,2.653,2.653,12.088,4.094,10,10.666,0.12,9.793,0.0,11.554,9.596,12.026,2,12,1,16.24,17.37,4.143,7.537,8.909,10.269,10.397,5.144,12.162,12.331,8.355,15.096,0.073,7.177,13.956,4.094,3,12.834,13.984,0.138,1,0.186,8.672,0.0,3.807,11.761,19.259,8.353,2,2,11
6.01,0.0,0,0,8.577,8.577,6.036,7.429,2.622,0,1.515,3.968,3.611,3.611,3.666,0,11.677,1,4.844,6.468,1,3.568,3.568,2.69,2.69,12.44,4.5,22,11.024,0.124,10.161,0.0,11.896,9.833,12.482,4,24,1,16.335,17.447,4.736,7.841,9.295,10.495,10.665,5.371,12.4,12.552,8.72,15.196,0.079,7.387,14.167,4.615,5,12.963,14.113,0.099,1,0.19,8.974,0.0,4.883,11.938,19.329,8.536,2,2,23
5.652,0.0,0,0,8.528,8.528,6.028,7.429,2.641,0,1.472,3.26,3.611,3.611,3.666,0,10.173,1,4.369,6.468,1,3.62,3.62,2.68,2.68,12.275,4.277,16,10.857,0.119,9.986,0.0,11.737,9.739,12.285,3,18,1,16.302,17.422,4.382,7.71,9.109,10.4,10.558,5.416,12.308,12.488,8.394,15.164,0.076,7.318,14.086,4.29,4,12.923,14.068,0.118,1,0.187,8.845,0.0,4.29,11.872,19.295,8.486,2,2,17
5.0,0.0,0,0,9.186,9.186,6.189,7.429,2.683,0,1.435,3.184,3.611,3.611,3.778,0,10.504,1,4.844,6.469,1,3.6,3.6,2.835,2.835,12.435,4.489,16,11.016,0.121,10.138,1.707,11.899,9.875,12.433,3,18,1,16.447,17.565,4.754,7.833,9.259,10.562,10.683,5.943,12.446,12.476,8.566,15.31,0.077,7.452,14.236,4.635,4,13.068,14.214,-0.053,1,0.184,8.961,0.0,4.762,12.016,19.467,8.603,2,2,17
6.31,3.198,1,0,8.475,8.475,5.999,5.153,2.528,0,1.583,4.168,3.27,3.27,3.582,0,11.321,1,4.804,4.77,0,3.707,3.707,2.614,2.614,12.393,4.5,19,10.968,0.11,10.064,0.0,11.876,9.754,0.0,4,23,0,16.537,17.692,4.796,7.661,9.159,10.457,10.486,5.5,12.261,12.828,9.062,15.366,0.07,7.286,14.068,4.654,7,13.051,14.232,0.139,0,0.171,8.756,28.66,4.745,11.961,19.62,8.447,2,2,21
6.658,0.0,0,0,8.008,8.008,5.793,5.165,2.58,0,1.5,3.355,3.27,3.27,3.6,0,10.067,1,4.431,4.988,0,3.524,3.524,2.615,2.615,12.183,4.234,16,10.763,0.117,9.884,0.0,11.65,9.576,0.0,3,18,0,16.173,17.296,4.382,7.538,8.999,10.271,10.372,5.321,12.125,12.392,8.866,15.03,0.076,7.154,13.908,4.331,4,12.774,13.93,0.038,0,0.18,8.661,0.0,4.277,11.722,19.254,8.288,2,2,17
5.059,0.0,0,0,8.731,8.731,6.06,6.469,2.646,0,1.505,3.403,3.335,3.335,3.751,0,10.136,1,4.443,5.02,0,3.79,3.79,2.801,2.801,12.208,4.22,16,10.79,0.116,9.911,0.0,11.674,9.67,0.0,3,18,0,16.218,17.328,4.369,7.622,9.028,10.331,10.471,5.664,12.231,12.464,8.619,15.088,0.075,7.231,14.016,4.263,4,12.858,13.999,0.059,0,0.184,8.748,0.0,4.331,11.809,19.173,8.411,2,2,17
5.0,0.0,0,0,8.067,8.067,5.808,5.061,2.58,0,1.461,3.4,3.294,3.294,3.605,0,10.769,1,4.984,4.748,0,3.525,3.525,2.625,2.625,12.41,4.554,22,10.989,0.115,10.107,0.0,11.878,9.721,0.0,4,24,0,16.269,17.388,4.883,7.716,9.222,10.408,10.53,5.403,12.265,12.403,9.267,15.124,0.074,7.273,14.032,4.718,5,12.875,14.034,0.145,0,0.181,8.839,0.0,4.942,11.841,19.335,8.411,2,2,17
5.759,0.0,0,0,8.528,8.528,6.028,7.429,2.62,0,1.472,3.26,3.611,3.611,3.659,0,10.173,1,4.369,6.468,1,3.62,3.62,2.68,2.68,12.275,4.277,16,10.857,0.119,9.986,0.0,11.737,9.739,12.259,3,18,1,16.302,17.422,4.382,7.71,9.109,10.4,10.558,5.416,12.308,12.488,8.365,15.164,0.076,7.318,14.086,4.29,4,12.923,14.068,0.069,1,0.187,8.845,0.0,4.29,11.872,19.295,8.486,2,2,17
5.87,0.0,0,0,8.527,8.527,6.028,7.429,2.62,0,1.447,2.997,3.611,3.611,3.654,0,9.694,1,4.263,6.468,1,3.559,3.559,2.671,2.671,12.21,4.19,15,10.791,0.12,9.917,0.0,11.674,9.679,12.098,3,17,1,16.278,17.402,4.304,7.632,9.037,10.347,10.479,5.359,12.239,12.432,8.319,15.138,0.074,7.244,14.027,4.234,4,12.889,14.035,0.011,1,0.185,8.759,59.025,4.143,11.827,19.284,8.429,2,2,16
5.348,0.0,0,0,8.528,8.528,6.028,7.429,2.615,0,1.472,3.26,3.61,3.61,3.657,0,10.173,1,4.369,6.468,1,3.62,3.62,2.68,2.68,12.275,4.277,16,10.857,0.119,9.986,0.0,11.737,9.739,12.234,3,18,1,16.302,17.422,4.382,7.71,9.109,10.4,10.558,5.416,12.308,12.488,8.062,15.164,0.076,7.318,14.086,4.29,4,12.923,14.068,0.077,1,0.187,8.845,0.0,4.29,11.872,19.295,8.486,2,2,17
6.013,0.0,0,0,8.527,8.527,6.028,7.429,2.611,0,1.475,3.238,3.61,3.61,3.648,0,10.048,1,4.317,6.468,1,3.557,3.557,2.668,2.668,12.219,4.22,16,10.801,0.121,9.93,0.0,11.682,9.681,12.193,3,18,1,16.275,17.398,4.331,7.642,9.052,10.35,10.486,5.347,12.243,12.442,8.072,15.132,0.077,7.244,14.029,4.263,4,12.88,14.032,0.111,1,0.186,8.77,0.0,4.205,11.826,19.284,8.411,2,2,17
5.0,0.0,0,0,8.527,8.527,6.028,7.429,2.606,0,1.475,3.238,3.611,3.611,3.646,0,10.048,1,4.317,6.48,1,3.557,3.557,2.668,2.668,12.219,4.22,16,10.801,0.121,9.93,0.0,11.682,9.681,12.169,3,18,1,16.275,17.398,4.331,7.642,9.052,10.35,10.486,5.347,12.243,12.442,7.77,15.132,0.077,7.244,14.029,4.263,4,12.88,14.032,0.11,1,0.186,8.77,0.0,4.205,11.826,19.284,8.411,2,2,17
5.752,0.0,0,0,8.528,8.528,6.028,8.201,2.626,0,1.472,3.26,3.611,3.611,3.662,0,10.173,1,4.369,7.429,1,3.62,3.62,2.68,2.68,12.275,4.277,16,10.857,0.119,9.986,0.0,11.737,9.739,12.211,3,18,1,16.302,17.422,4.382,7.71,9.109,10.4,10.558,5.416,12.308,12.488,8.309,15.164,0.076,7.318,14.086,4.29,4,12.923,14.068,0.045,1,0.187,8.845,0.0,4.29,11.872,19.295,8.486,2,2,17
5.0,0.0,0,0,8.591,8.591,6.038,7.432,2.631,0,1.462,3.28,3.611,3.611,3.678,0,10.373,1,4.605,7.428,2,3.575,3.575,2.704,2.704,12.322,4.369,16,10.902,0.121,10.032,0.0,11.785,9.757,23.381,3,18,2,16.317,17.437,4.595,7.733,9.152,10.427,10.574,5.416,12.323,12.465,8.238,15.178,0.076,7.33,14.1,4.489,4,12.935,14.082,0.15,2,0.184,8.866,0.0,4.564,11.887,19.316,8.491,2,2,17
6.28,0.0,0,0,9.113,9.113,6.158,6.477,2.733,0,1.577,4.245,3.315,3.315,3.778,0,11.606,0,5.081,5.151,0,3.921,3.921,2.803,2.803,12.567,4.691,19,11.137,0.105,10.218,0.0,12.059,9.945,0.0,4,23,0,16.765,17.926,5.004,7.829,9.299,10.628,10.668,5.892,12.448,12.951,13.104,15.591,0.067,7.476,14.256,4.852,7,13.269,14.448,0.235,0,0.169,8.925,30.443,5.056,12.167,19.762,8.665,3,3,21
6.572,0.0,0,0,9.078,9.078,6.15,6.477,2.712,0,1.588,4.263,3.306,3.306,3.758,0,11.514,0,4.977,5.153,0,3.886,3.886,2.785,2.785,12.502,4.615,19,11.072,0.106,10.156,0.0,11.992,9.89,0.0,4,23,0,16.718,17.879,4.913,7.766,9.239,10.577,10.602,5.874,12.389,12.915,12.993,15.544,0.068,7.413,14.204,4.762,7,13.22,14.401,0.201,0,0.169,8.856,27.934,4.927,12.117,19.733,8.598,3,3,21
5.0,0.0,0,0,8.528,8.528,6.028,7.429,2.633,0,1.468,3.277,3.611,3.611,3.669,0,10.284,1,4.419,6.468,1,3.639,3.639,2.689,2.689,12.306,4.331,16,10.889,0.12,10.018,0.0,11.768,9.764,12.316,3,18,1,16.315,17.434,4.407,7.738,9.142,10.429,10.586,5.482,12.337,12.496,8.385,15.179,0.075,7.353,14.114,4.344,4,12.941,14.085,-0.006,1,0.188,8.873,0.0,4.344,11.893,19.307,8.509,2,2,17
5.842,0.0,0,0,9.131,9.131,6.163,6.477,2.755,0,1.566,4.285,3.316,3.316,3.802,0,11.859,0,5.22,5.152,0,3.939,3.939,2.828,2.828,12.634,4.779,19,11.205,0.105,10.288,0.0,12.124,10.009,0.0,4,23,0,16.792,17.95,5.081,7.909,9.371,10.689,10.752,5.896,12.526,12.984,13.141,15.622,0.066,7.564,14.325,4.927,7,13.311,14.485,0.06,0,0.172,9.014,35.743,5.242,12.215,19.777,8.742,3,3,21
8.412,3.529,1,0,9.078,9.078,6.151,5.144,2.719,0,1.538,4.235,3.31,3.31,3.762,0,12.11,0,5.438,4.781,0,3.887,3.887,2.788,2.788,12.702,4.875,24,11.272,0.107,10.356,0.0,12.192,10.021,0.0,5,28,0,16.806,17.965,5.313,7.927,9.44,10.714,10.75,5.959,12.523,12.929,9.775,15.633,0.066,7.545,14.326,5.106,8,13.318,14.496,0.209,0,0.17,9.02,89.739,5.485,12.226,19.833,8.726,2,2,21
5.62,0.0,0,0,9.113,9.113,6.158,6.477,2.717,0,1.577,4.245,3.326,3.326,3.772,0,11.606,0,5.081,5.166,0,3.921,3.921,2.803,2.803,12.567,4.691,19,11.137,0.105,10.218,0.0,12.059,9.945,0.0,4,23,0,16.765,17.926,5.004,7.829,9.299,10.628,10.668,5.892,12.448,12.951,12.944,15.591,0.067,7.476,14.256,4.852,7,13.269,14.448,0.125,0,0.169,8.925,30.443,5.056,12.167,19.762,8.665,3,3,21
5.0,0.0,0,0,7.939,7.939,5.767,6.469,2.579,0,1.505,3.342,3.286,3.286,3.599,0,9.959,1,4.344,5.016,0,3.52,3.52,2.612,2.612,12.111,4.143,16,10.693,0.118,9.819,0.0,11.575,9.525,0.0,3,18,0,16.077,17.191,4.29,7.498,8.939,10.188,10.331,5.295,12.078,12.376,8.641,14.94,0.076,7.076,13.853,4.205,4,12.7,13.849,0.089,0,0.184,8.624,0.0,4.174,11.657,19.041,8.245,2,2,17
5.0,0.0,0,0,7.883,7.883,5.755,7.429,2.595,0,1.348,2.372,3.641,3.641,3.633,0,9.182,1,4.344,6.469,1,3.402,3.402,2.653,2.653,12.189,4.19,16,10.771,0.121,9.907,0.0,11.649,9.607,12.157,3,18,1,16.11,17.218,4.304,7.6,9.031,10.265,10.431,5.46,12.167,12.285,8.53,14.979,0.078,7.163,13.931,4.248,4,12.753,13.896,0.132,1,0.186,8.734,0.0,4.205,11.719,19.061,8.336,2,2,11
5.0,0.0,0,0,7.814,7.814,5.747,7.429,2.561,0,1.466,3.2,3.631,3.631,3.584,0,10.069,1,4.331,6.469,1,3.45,3.45,2.596,2.596,12.187,4.19,16,10.772,0.121,9.909,0.0,11.643,9.603,12.063,3,18,1,16.094,17.202,4.29,7.607,9.04,10.256,10.437,5.359,12.169,12.394,8.484,14.962,0.08,7.163,13.93,4.234,4,12.737,13.881,0.107,1,0.189,8.745,0.0,4.143,11.708,19.048,8.33,2,2,17
6.538,3.49,1,0,9.084,9.084,6.152,5.252,2.729,0,1.458,3.259,3.325,3.325,3.77,0,10.382,0,4.92,4.855,0,3.79,3.79,2.793,2.793,12.495,4.595,18,11.065,0.105,10.147,0.0,11.987,9.888,0.0,4,22,0,16.723,17.885,4.883,7.757,9.227,10.575,10.596,5.875,12.386,12.825,9.14,15.551,0.065,7.413,14.202,4.727,7,13.229,14.406,0.239,0,0.167,8.845,64.183,4.804,12.12,19.734,8.613,2,2,15
6.824,0.0,0,0,9.131,9.131,6.163,5.299,2.742,0,1.566,4.285,3.308,3.308,3.797,0,11.859,0,5.22,4.944,0,3.939,3.939,2.828,2.828,12.634,4.779,19,11.205,0.105,10.288,0.0,12.124,10.009,0.0,4,23,0,16.792,17.95,5.081,7.909,9.371,10.689,10.752,5.896,12.526,12.984,13.408,15.622,0.066,7.564,14.325,4.927,7,13.311,14.485,-0.026,0,0.172,9.014,35.743,5.242,12.215,19.777,8.742,3,3,21
5.967,0.0,0,0,9.318,9.318,6.234,7.428,2.742,0,1.447,3.285,3.79,3.79,3.801,0,10.629,0,5.075,5.059,1,3.776,3.776,2.835,2.835,12.626,4.71,19,11.194,0.104,10.267,1.605,12.123,10.067,12.427,4,23,1,17.032,18.218,5.004,7.898,9.342,10.766,10.756,5.958,12.566,12.279,8.917,15.838,0.066,7.585,14.401,4.868,7,13.472,14.669,0.16,1,0.169,8.985,29.919,5.037,12.339,20.069,8.781,2,2,17
