pXC50,H.050,nHDon,CATS2D_08_DA,ATSC8s,Hy,CATS2D_08_AP,Eig10_EA.bo.,Eig11_EA.bo.,DLS_07,P_VSA_MR_5,ATS8s,DBI,PHI,Eig13_EA.bo.,GGI9,CATS2D_09_DL,CATS2D_02_DP,GGI8,S2K,Uindex,CATS2D_09_DA,CATS2D_03_DA,Eig04_EA.dm.,RBN,Eig04_AEA.dm.,Eig06_AEA.dm.,S3K,BAC,SAdon,Eig05_EA.dm.,Eig09_EA.dm.,CATS2D_02_DA,IC3,GGI10,DLS_02,TPSA.NO.,TPSA.Tot.,TIE,IAC,IDDE,TIC0,LLS_02,Eig08_EA.dm.,ON0V,SpMax6_Bh.v.,SpMin6_Bh.i.,SpMin6_Bh.p.,SpMin6_Bh.v.,SsNH2,Eig07_EA.dm.,S1K,SpMax7_Bh.e.,SpMax7_Bh.i.,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin7_Bh.p.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.v.,TIC2,VvdwZAZ,ATSC5s,SpMin6_Bh.e.,Chi1_EA.ed.,Eig09_EA.bo.,Eig10_EA.dm.,Eig11_EA.dm.,Eta_F,Eta_FL
4.455,0,0,0,75.606,-0.811,0,1.663,1.519,1.0,38.861,6.081,4.301,7.098,1.17,0.324,0,0,0.4,10.183,54.358,0,0,0.521,7,3.02,2.314,4.789,33.0,0.0,0.076,0.0,0,5.097,0.176,1.0,62.62,62.62,76.209,90.387,4.56,90.387,1.0,0.0,11.767,3.223,1.287,1.584,1.638,0.0,0.0,23.005,3.306,3.407,3.146,3.183,1.537,1.086,1.036,1.35,282.002,423.85,100.919,1.351,6.036,1.779,0.0,0.0,34.799,8.251
4.262,2,2,1,58.988,0.161,0,1.715,1.5,1.0,45.547,5.71,3.606,5.827,1.242,0.14,4,0,0.217,8.734,43.933,0,1,0.0,7,2.849,2.258,4.144,10.0,60.694,0.0,0.0,0,5.199,0.18,0.83,49.55,49.55,48.398,83.871,4.438,83.871,0.88,0.0,9.469,3.129,1.169,1.473,1.477,0.0,0.0,20.681,3.14,3.191,2.992,3.043,1.289,1.025,0.99,1.173,244.035,381.47,39.691,1.239,5.982,2.165,0.0,0.0,28.372,7.64
4.252,0,0,0,36.022,-0.751,0,1.558,1.5,1.0,24.78,5.559,2.915,5.788,0.62,0.24,0,0,0.287,8.322,44.796,0,0,0.587,5,3.312,2.727,3.983,27.0,0.0,0.401,0.0,0,4.997,0.169,1.0,49.3,109.63,46.062,81.82,4.513,81.82,1.0,0.0,9.983,2.983,1.276,1.49,1.515,0.0,0.0,20.168,3.11,3.182,2.859,2.946,1.47,1.119,1.101,1.279,227.205,366.01,38.539,1.293,5.24,1.746,0.0,0.0,27.809,7.527
4.729,1,1,1,46.407,-0.268,0,1.58,1.5,1.0,86.217,5.661,2.55,4.148,1.156,0.195,1,0,0.296,6.836,39.633,0,1,0.86,2,3.27,2.819,2.983,10.0,31.672,0.598,0.0,1,5.072,0.102,1.0,114.21,142.45,53.443,72.02,4.513,72.02,0.88,0.0,7.55,2.817,0.906,1.159,1.128,0.0,0.0,17.595,2.973,2.994,2.854,2.925,1.129,0.886,0.821,1.107,189.367,336.52,53.873,0.943,5.484,2.055,0.0,0.0,33.249,8.558
4.252,3,3,0,27.649,1.069,0,0.0,-0.332,1.0,122.549,5.243,2.915,4.474,-0.53,0.091,0,0,0.18,6.487,41.864,0,0,0.4,3,3.181,2.483,3.113,36.0,50.908,0.0,0.0,2,4.712,0.025,1.0,122.31,122.31,49.279,50.444,4.096,50.444,1.0,0.0,6.717,2.864,0.902,1.241,1.208,5.778,0.0,15.173,2.952,3.047,2.69,2.783,1.168,0.614,0.514,0.908,150.219,273.16,76.151,0.97,3.897,1.303,0.0,0.0,24.983,6.863
4.262,1,1,1,55.05,-0.265,0,1.087,0.388,1.0,20.756,5.501,2.828,4.072,-0.9,0.07,1,0,0.263,6.16,34.231,0,1,0.0,5,2.407,1.627,3.124,14.0,42.683,0.0,0.0,1,4.682,0.021,1.0,81.15,81.15,34.414,60.637,4.187,60.637,1.0,0.0,6.967,2.715,0.88,1.283,1.249,0.0,0.0,14.544,2.854,2.925,2.704,2.761,1.107,0.686,0.64,1.037,157.589,253.83,27.794,0.944,4.179,1.187,0.0,0.0,20.787,6.042
4.57,1,1,1,108.275,-0.327,0,1.85,1.361,1.0,16.997,6.127,4.183,8.187,1.087,0.353,0,0,0.507,11.33,62.523,0,0,0.86,8,3.405,2.693,5.536,66.0,42.683,0.86,0.0,1,5.036,0.22,0.67,124.74,124.74,98.307,97.446,4.892,97.446,0.75,0.51,12.317,3.025,1.155,1.548,1.556,0.0,0.86,26.011,3.244,3.301,3.2,3.258,1.507,1.153,1.065,1.439,300.92,450.83,137.787,1.219,6.243,2.158,0.0,0.0,40.065,9.208
6.244,2,2,1,21.272,0.267,0,1.598,0.956,1.0,53.036,5.296,3.082,4.755,0.366,0.205,1,0,0.242,7.35,40.349,1,2,0.0,5,2.443,2.035,3.252,14.0,34.674,0.0,0.0,1,5.04,0.171,1.0,84.42,84.42,33.405,73.325,4.681,73.325,1.0,0.0,9.35,2.992,1.128,1.508,1.529,0.0,0.0,17.465,3.191,3.275,2.933,2.994,1.444,0.938,0.88,1.186,214.309,307.7,38.243,1.199,4.973,1.895,0.0,0.0,28.386,8.088
4.735,1,1,0,36.89,-0.37,0,1.667,1.214,1.0,36.335,5.413,2.646,4.372,-0.155,0.151,1,0,0.222,6.692,38.179,0,0,0.0,3,3.056,2.319,3.326,17.0,18.011,0.0,0.0,1,4.953,0.11,1.0,46.92,75.16,34.739,69.429,4.47,69.429,0.88,0.0,9.233,2.97,1.105,1.42,1.476,0.0,0.0,16.984,3.116,3.183,2.845,2.924,1.323,1.002,0.967,1.183,201.217,323.62,29.295,1.191,4.796,1.847,0.0,0.0,24.638,6.962
4.252,1,1,0,25.163,-0.241,0,0.716,0.444,1.0,16.161,5.29,3.0,5.362,-0.46,0.194,0,0,0.329,7.3,36.797,2,1,0.765,4,3.296,2.785,3.309,22.0,42.683,0.553,0.0,0,4.958,0.057,1.0,47.16,135.73,38.847,69.376,4.437,69.376,1.0,0.0,7.267,2.863,1.066,1.151,1.2,0.0,0.0,16.894,2.854,2.908,2.771,2.729,0.989,0.832,0.782,1.018,179.376,314.01,34.805,1.084,4.156,1.009,0.0,0.0,17.873,5.108
4.262,2,2,0,125.097,0.47,0,0.679,0.098,1.0,21.018,5.426,4.0,6.328,-0.708,0.201,0,0,0.296,8.084,52.062,0,1,0.4,6,3.142,2.061,5.11,54.0,36.022,0.0,0.0,1,4.76,0.169,1.0,82.77,82.77,80.949,78.006,4.054,78.006,1.0,0.0,6.364,2.78,0.825,1.169,1.133,0.0,0.0,19.57,2.788,2.846,2.749,2.802,0.937,0.633,0.56,0.927,157.362,295.97,160.535,0.873,4.288,1.47,0.0,0.0,26.22,6.703
4.262,2,2,0,29.44,0.438,0,-0.051,-0.271,1.0,52.288,5.108,3.742,5.007,-1.152,0.143,0,0,0.131,6.771,42.455,0,1,0.0,4,2.559,1.722,4.444,27.0,34.416,0.0,0.0,4,4.682,0.082,1.0,97.39,105.77,52.382,68.089,3.641,68.089,1.0,0.0,7.117,2.785,0.905,1.224,1.244,0.0,0.0,16.27,2.854,2.925,2.783,2.859,1.062,0.757,0.696,1.016,161.73,272.43,75.294,0.951,3.879,0.649,0.0,0.0,23.618,6.401
4.252,0,0,0,41.393,-0.76,0,1.5,1.5,1.0,43.87,5.84,3.674,5.281,0.069,0.16,0,0,0.33,7.791,43.912,0,0,0.0,4,2.657,1.894,4.086,22.0,0.0,0.0,0.0,0,4.118,0.066,1.0,67.56,67.56,47.512,68.718,3.931,68.718,1.0,0.0,8.633,3.03,1.163,1.404,1.393,0.0,0.0,17.623,2.854,2.925,2.854,2.925,1.202,0.886,0.821,1.107,161.976,317.32,64.267,1.216,5.001,1.532,0.0,0.0,28.979,7.825
4.731,0,0,0,19.686,-0.772,0,0.938,-0.294,1.0,49.214,5.068,3.464,4.413,-0.864,0.241,0,0,0.276,6.197,36.927,0,0,0.0,2,2.697,2.125,3.396,28.0,0.0,0.0,0.0,0,4.13,0.128,1.0,36.44,36.44,39.935,69.212,4.143,69.212,1.0,0.0,9.076,2.89,0.944,1.272,1.308,0.0,0.0,16.38,2.914,3.009,2.874,3.009,1.239,0.934,0.804,1.248,173.849,302.24,33.979,1.002,3.989,1.0,0.0,0.0,18.019,4.945
4.262,1,1,0,37.602,-0.401,0,1.736,1.698,1.0,67.619,5.837,3.162,7.26,1.332,0.244,2,0,0.426,10.393,52.606,0,0,0.8,3,2.969,2.599,5.46,26.0,18.011,0.566,0.0,1,5.234,0.235,0.83,37.88,69.97,47.934,100.399,4.844,100.399,0.75,0.0,13.917,3.178,1.252,1.535,1.579,0.0,0.0,24.448,3.238,3.333,3.222,3.303,1.484,1.209,1.117,1.469,320.31,459.21,50.2,1.324,6.481,2.175,0.0,0.0,31.952,8.074
4.262,0,0,0,28.946,-0.797,0,0.79,-0.221,1.0,88.777,5.153,2.739,4.204,-0.812,0.044,0,0,0.143,6.269,32.135,0,0,0.86,1,3.038,2.342,2.929,10.0,0.0,0.172,0.0,0,4.422,0.041,1.0,60.05,60.05,32.473,57.925,3.916,57.925,1.0,0.0,7.267,2.91,1.064,1.305,1.327,0.0,0.0,14.083,2.912,2.981,2.899,2.973,1.133,0.754,0.692,0.982,168.877,288.89,41.956,1.137,3.953,1.0,0.0,0.0,14.478,4.206
4.542,0,0,0,68.245,-0.811,0,1.908,1.5,1.0,15.639,6.201,4.359,7.739,1.384,0.352,0,0,0.6,10.911,53.621,0,0,0.8,9,2.628,2.361,5.428,24.0,0.0,0.406,0.0,0,4.73,0.211,0.83,45.67,73.91,60.838,93.142,4.234,93.142,0.88,0.0,12.017,3.155,1.203,1.511,1.535,0.0,0.0,23.406,3.264,3.322,3.199,3.254,1.466,1.116,1.052,1.308,259.138,422.67,58.014,1.265,6.403,1.939,0.0,0.0,35.255,8.658
5.207,1,1,0,29.074,-0.116,0,-0.479,-1.088,1.0,20.564,4.893,2.449,4.215,-1.339,0.049,1,0,0.23,5.691,31.11,1,1,0.86,3,3.126,1.983,3.031,18.0,42.683,0.0,0.0,0,4.566,0.0,1.0,62.13,119.52,32.98,54.578,3.614,54.578,1.0,0.0,5.35,2.6,0.721,0.982,1.015,0.0,0.0,13.331,2.697,2.704,2.438,2.482,0.849,0.131,0.112,0.458,123.096,232.79,38.028,0.789,3.144,0.0,0.0,0.0,14.752,4.416
4.252,0,0,0,24.386,-0.798,0,1.106,1.05,1.0,19.198,5.565,2.449,4.85,0.694,0.133,0,0,0.351,7.424,37.736,0,0,0.0,5,2.814,2.101,3.454,9.0,0.0,0.0,0.0,0,4.942,0.098,1.0,41.9,70.14,34.927,68.918,3.47,68.918,1.0,0.0,8.233,2.962,1.106,1.446,1.449,0.0,0.0,16.984,2.854,2.925,2.854,2.925,1.262,0.886,0.821,1.107,192.241,321.41,33.091,1.161,4.934,1.5,0.0,0.0,25.199,7.219
4.262,1,1,1,63.585,-0.399,0,1.011,-0.116,1.0,0.0,5.384,2.0,2.897,-0.598,0.031,1,0,0.115,4.917,29.517,0,0,0.0,1,2.63,2.028,2.169,5.0,42.683,0.0,0.0,0,4.69,0.0,1.0,50.44,50.44,31.043,44.489,3.391,44.489,1.0,0.0,6.2,2.715,0.821,1.062,1.107,0.0,0.0,12.96,2.844,2.894,2.75,2.79,1.038,0.718,0.678,0.944,134.709,265.99,18.081,0.886,4.277,1.5,0.0,0.0,23.066,6.646
4.262,2,2,0,51.955,0.225,0,1.925,1.525,1.0,31.313,5.78,3.742,4.487,0.746,0.305,4,0,0.496,6.89,43.487,1,2,0.916,3,3.106,2.567,2.843,55.0,85.367,0.671,0.0,0,5.194,0.238,1.0,104.89,104.89,71.996,86.316,4.632,86.316,0.88,0.0,10.833,3.032,1.212,1.527,1.507,0.0,0.172,20.191,3.105,3.158,3.023,3.072,1.255,0.978,0.935,1.28,271.744,376.05,106.459,1.262,5.18,2.103,0.0,0.0,33.403,7.377
5.315,0,0,0,55.573,-0.707,0,1.5,1.5,1.0,31.175,5.781,3.937,6.638,0.689,0.178,0,0,0.233,9.355,49.728,0,0,0.212,8,2.951,2.033,5.105,19.0,0.0,0.0,0.0,0,4.942,0.184,1.0,84.96,113.2,61.211,78.453,4.45,78.453,1.0,0.0,8.1,3.044,1.163,1.395,1.388,0.0,0.0,19.867,2.882,2.953,2.854,2.925,1.22,0.886,0.821,1.107,208.727,342.41,80.413,1.181,5.352,1.519,0.0,0.0,30.579,8.106
4.424,2,2,0,32.544,0.312,0,1.439,0.465,1.0,82.017,5.476,4.183,6.666,-0.609,0.19,0,0,0.205,8.949,52.125,0,0,0.8,6,2.9,2.182,6.013,27.0,35.899,0.169,0.0,2,4.561,0.095,1.0,86.69,86.69,54.14,73.177,3.924,73.177,1.0,0.0,9.1,2.936,1.021,1.387,1.378,0.0,0.0,18.622,2.874,3.009,2.854,2.925,1.239,0.886,0.821,1.107,200.309,322.26,71.866,1.079,4.717,1.5,0.0,0.0,24.929,7.085
4.596,1,1,0,32.074,-0.26,0,0.95,0.618,1.0,79.253,5.366,3.464,5.918,0.285,0.089,0,0,0.152,8.339,39.399,0,1,0.86,5,2.906,2.225,4.613,6.0,18.011,0.8,0.0,1,4.87,0.078,1.0,87.73,87.73,44.9,72.653,3.804,72.653,1.0,0.0,7.9,2.91,1.118,1.437,1.429,0.0,0.0,17.032,2.894,2.951,2.845,2.912,1.376,0.934,0.865,1.223,202.114,307.0,69.744,1.153,4.729,1.0,0.0,0.0,19.213,5.313
4.252,1,1,2,136.566,-0.322,0,2.069,1.63,1.0,49.012,6.264,3.24,5.922,1.245,0.37,1,0,0.556,8.685,53.953,3,0,0.657,4,3.545,2.86,3.854,66.0,42.683,0.293,0.0,0,5.239,0.197,0.83,110.02,110.02,97.486,86.667,4.56,86.667,0.88,0.0,9.976,2.928,1.215,1.395,1.361,0.0,0.0,22.504,3.111,3.178,3.016,3.061,1.314,0.918,0.871,1.138,239.928,409.93,153.423,1.227,5.73,2.086,0.0,0.0,42.695,9.412
4.262,1,1,0,56.213,-0.284,0,0.379,0.106,1.0,38.603,5.411,3.937,6.425,-0.681,0.126,0,0,0.208,8.319,45.756,0,1,0.86,9,2.696,2.177,5.52,30.0,18.011,0.473,0.0,1,4.822,0.102,1.0,73.86,73.86,54.793,68.945,4.35,68.945,1.0,0.0,9.0,2.927,1.115,1.494,1.501,0.0,0.0,17.765,3.07,3.129,2.837,2.919,1.375,0.816,0.745,1.099,215.064,308.79,89.885,1.191,4.087,0.583,0.0,0.0,17.913,4.986
4.262,3,3,0,120.671,0.908,0,1.5,1.39,1.0,98.436,6.318,4.301,7.597,0.68,0.298,6,1,0.646,10.003,57.31,2,0,0.993,9,3.349,2.851,5.209,87.0,64.569,0.286,0.0,0,5.195,0.14,0.83,107.4,132.7,74.739,94.61,4.567,94.61,0.88,0.0,10.51,3.175,1.236,1.578,1.563,5.587,0.0,23.544,3.197,3.255,3.033,3.091,1.382,0.987,0.931,1.233,257.805,398.93,67.432,1.295,5.633,2.255,0.0,0.0,30.914,7.254
4.262,0,0,0,56.105,-0.743,0,1.5,1.5,1.0,28.401,5.734,3.808,6.993,1.228,0.235,0,0,0.271,9.905,52.278,0,0,0.4,7,2.894,2.05,4.932,21.0,0.0,0.0,0.0,0,4.836,0.169,0.83,65.98,74.36,61.212,97.014,4.265,97.014,1.0,0.0,11.217,3.144,1.241,1.509,1.529,0.0,0.0,22.591,3.236,3.301,3.111,3.206,1.43,1.153,1.064,1.429,248.876,406.74,86.764,1.256,5.802,1.5,0.0,0.0,34.743,8.608
4.262,2,2,1,42.628,0.337,0,0.62,-0.115,1.0,23.08,5.389,3.808,4.785,-0.672,0.117,1,0,0.18,6.833,39.2,0,1,0.0,6,2.555,2.004,4.291,18.0,34.416,0.0,0.0,3,4.833,0.087,1.0,84.5,92.88,55.489,71.932,4.168,71.932,1.0,0.0,7.583,2.938,1.064,1.376,1.429,0.0,0.0,16.806,2.865,2.926,2.763,2.832,1.113,0.864,0.806,1.077,178.968,300.97,80.272,1.153,4.311,1.641,0.0,0.0,24.951,6.318
5.47,0,0,0,194.528,-0.65,0,1.573,1.5,1.0,24.943,6.277,3.606,6.77,1.0,0.292,0,0,0.332,9.713,51.891,0,0,0.86,5,3.14,2.45,4.972,30.0,0.0,0.8,0.0,0,4.322,0.182,0.83,127.66,127.66,78.117,94.575,4.375,94.575,0.88,0.0,9.833,3.102,1.129,1.587,1.499,0.0,0.293,22.303,3.145,3.206,3.111,3.206,1.376,1.153,1.064,1.429,205.794,384.6,110.52,1.156,5.899,1.819,0.0,0.0,35.911,8.553
4.262,1,1,0,39.323,-0.272,0,1.111,0.88,1.0,51.755,5.52,3.536,6.719,0.438,0.169,3,0,0.285,9.22,47.368,0,2,0.0,8,2.981,2.203,5.222,18.0,18.011,0.0,0.0,1,5.16,0.089,1.0,82.18,107.48,46.64,83.548,4.681,83.548,1.0,0.0,9.767,3.024,1.166,1.465,1.493,0.0,0.0,19.677,3.164,3.231,2.978,3.036,1.407,0.867,0.823,1.152,227.346,335.24,35.546,1.226,5.044,1.682,0.0,0.0,23.746,6.738
4.262,1,1,1,94.481,-0.297,0,1.442,1.199,1.0,54.423,6.036,4.583,6.897,1.0,0.247,1,0,0.346,9.475,49.683,0,1,0.473,8,2.99,2.505,5.241,26.0,18.011,0.4,0.0,1,5.197,0.148,0.83,102.01,110.39,85.374,98.951,4.567,98.951,1.0,0.0,10.783,3.235,1.334,1.559,1.577,0.0,0.0,22.566,3.111,3.206,3.079,3.153,1.482,1.153,1.064,1.429,292.265,408.87,171.811,1.346,5.7,1.656,0.0,0.0,26.334,5.553
4.262,2,2,0,78.872,0.42,0,0.861,0.618,1.0,33.402,5.525,3.674,4.896,-0.464,0.073,0,0,0.23,6.93,39.173,0,0,0.556,5,3.069,2.158,3.975,17.0,32.81,0.0,0.0,5,4.51,0.028,1.0,104.81,113.19,61.476,75.205,3.97,75.205,1.0,0.0,7.117,2.715,1.092,1.425,1.438,0.0,0.0,16.957,2.854,2.925,2.845,2.886,1.117,0.852,0.802,1.095,175.295,299.7,103.079,1.141,4.464,0.915,0.0,0.0,23.659,5.825
4.262,0,0,0,106.214,-0.66,0,1.414,1.21,1.0,28.212,5.744,4.528,6.442,0.42,0.28,0,0,0.326,8.706,55.577,0,0,1.372,8,3.619,2.677,4.503,70.0,0.0,0.8,0.0,0,5.186,0.246,0.83,119.82,128.2,114.369,90.225,4.64,90.225,0.88,0.106,9.65,3.102,1.293,1.599,1.597,0.0,0.45,22.198,3.155,3.173,3.059,3.072,1.473,1.09,1.088,1.252,258.913,387.5,185.364,1.341,5.013,1.548,0.0,0.0,32.125,6.947
4.262,1,1,0,65.311,-0.272,0,0.991,0.618,1.0,92.568,5.72,3.873,6.177,0.042,0.231,0,0,0.308,8.406,46.668,1,1,0.8,7,2.948,2.509,4.171,46.0,18.011,0.6,0.0,3,4.922,0.206,1.0,83.88,83.88,57.284,84.934,4.533,84.934,1.0,0.0,10.11,3.06,1.193,1.51,1.555,0.0,0.0,19.842,3.13,3.159,3.013,3.06,1.252,0.909,0.859,1.179,228.5,358.59,53.884,1.28,4.79,1.277,0.0,0.0,23.488,5.781
4.262,1,1,0,6.652,-0.33,0,-1.033,-1.5,1.0,13.336,2.944,1.581,1.777,-2.183,0.0,0,0,0.0,3.123,19.796,0,0,0.0,0,1.789,1.0,1.313,2.0,42.683,0.0,0.0,0,4.484,0.0,0.67,24.33,24.33,13.976,34.771,3.64,34.771,1.0,0.0,4.45,2.338,0.442,0.807,0.813,0.0,0.0,8.535,2.486,2.57,2.101,2.2,0.718,0.0,0.0,0.506,88.096,166.31,12.102,0.505,2.916,-0.638,0.0,0.0,13.181,4.663
4.262,0,0,0,124.625,-0.769,0,1.5,1.163,1.0,25.822,6.028,3.606,6.225,-0.149,0.234,0,0,0.283,8.619,46.995,0,0,0.359,7,2.902,2.48,5.363,17.0,0.0,0.0,0.0,0,4.854,0.157,1.0,63.68,72.06,60.806,77.912,4.385,77.912,1.0,0.0,9.117,3.039,1.124,1.399,1.413,0.0,0.0,19.5,3.044,3.119,2.939,3.004,1.272,0.92,0.862,1.187,218.154,356.53,77.206,1.184,5.078,1.5,0.0,0.0,26.428,6.83
4.262,3,3,0,154.081,0.869,0,1.539,1.5,1.0,45.531,6.355,4.301,8.958,0.787,0.411,1,0,0.457,11.515,67.125,0,2,0.625,8,2.915,2.613,6.505,78.0,77.099,0.4,0.0,2,5.472,0.275,0.67,117.2,125.58,113.379,109.659,4.771,109.659,0.75,0.0,12.733,3.199,1.299,1.644,1.666,0.0,0.0,26.449,3.349,3.392,3.194,3.265,1.518,1.144,1.067,1.455,341.002,450.65,167.238,1.39,5.881,1.896,0.0,0.0,36.346,7.711
4.262,4,4,0,14.249,2.005,0,-0.88,-1.061,1.0,4.288,4.19,1.871,2.194,-1.598,0.0,0,0,0.041,3.602,23.576,0,0,0.0,0,2.129,1.259,1.611,10.0,65.794,0.0,0.0,0,3.898,0.0,0.83,55.92,55.92,17.265,42.219,3.264,42.219,1.0,0.0,5.75,2.598,0.753,1.054,1.097,11.657,0.0,10.355,2.707,2.782,2.577,2.721,0.922,0.532,0.377,0.955,107.174,196.82,16.764,0.841,3.091,-0.122,0.0,0.0,15.752,4.962
4.262,2,2,0,105.812,0.493,0,0.599,-0.179,1.0,28.651,5.434,3.536,5.872,-0.734,0.161,1,0,0.132,7.875,45.36,0,1,0.86,6,3.041,2.399,4.891,30.0,60.694,0.146,0.0,2,4.879,0.12,0.83,130.16,155.46,58.045,68.79,4.176,68.79,0.88,0.0,6.55,2.803,0.867,1.116,1.15,0.0,0.0,17.151,2.82,2.864,2.74,2.787,1.053,0.635,0.58,0.895,162.77,272.28,72.519,0.921,4.191,0.734,0.0,0.0,24.711,6.785
4.262,2,2,0,60.563,0.255,0,1.054,0.607,1.0,22.016,5.429,2.828,3.43,-0.247,0.031,2,0,0.131,5.497,33.334,0,1,0.0,2,2.656,2.014,2.034,20.0,85.367,0.0,0.0,0,4.765,0.0,1.0,74.82,74.82,43.759,61.412,4.252,61.412,1.0,0.0,7.55,2.937,1.029,1.31,1.309,0.0,0.0,14.973,2.926,2.962,2.716,2.786,1.087,0.723,0.67,0.975,172.961,279.73,50.261,1.089,4.45,1.453,0.0,0.0,26.18,6.795
4.262,2,2,0,14.249,0.284,0,0.0,-0.127,1.0,25.415,4.725,3.0,3.361,-0.968,0.102,1,0,0.123,5.065,31.921,0,0,0.0,3,2.318,1.842,2.17,29.0,32.897,0.0,0.0,0,4.477,0.0,1.0,65.09,65.09,44.072,57.585,3.654,57.585,1.0,0.0,7.617,2.75,0.804,1.239,1.308,5.961,0.0,13.934,2.874,3.009,2.797,2.842,1.178,0.731,0.679,0.962,163.011,264.88,51.915,0.934,3.69,0.986,0.0,0.0,19.198,4.946
4.262,1,1,2,123.171,-0.265,0,1.659,1.586,1.0,22.603,6.037,4.528,7.026,0.841,0.248,1,0,0.235,9.707,58.49,0,1,0.4,8,2.868,2.492,5.673,38.0,18.011,0.141,0.0,1,4.957,0.169,0.83,121.53,129.91,89.155,88.979,4.503,88.979,0.88,0.0,9.15,3.121,1.152,1.579,1.52,0.0,0.0,22.439,3.117,3.183,2.966,3.023,1.305,0.921,0.865,1.171,203.723,377.29,114.243,1.181,5.687,2.033,0.0,0.0,39.438,9.422
4.262,0,0,0,63.383,-0.758,0,1.769,1.5,1.0,46.18,5.968,4.062,7.25,1.168,0.283,0,0,0.501,10.166,57.2,0,0,0.293,6,2.77,2.476,5.622,37.0,0.0,0.0,0.0,0,5.047,0.177,0.83,75.51,83.89,80.653,101.827,4.617,101.827,0.88,0.0,12.383,3.15,1.423,1.649,1.69,0.0,0.0,24.248,3.18,3.276,3.141,3.206,1.445,1.153,1.064,1.429,280.186,438.7,109.145,1.488,6.169,2.101,0.0,0.0,35.793,8.598
4.262,5,5,0,12.077,2.84,0,-0.231,-0.501,1.0,21.074,4.552,2.0,2.027,-1.134,0.06,1,0,0.071,3.619,24.348,0,1,0.0,0,2.205,1.795,1.553,5.0,82.58,0.0,0.0,0,4.438,0.0,0.83,80.72,80.72,19.401,43.957,3.932,43.957,1.0,0.0,5.45,2.75,0.831,1.122,1.14,11.62,0.0,10.643,2.692,2.803,2.51,2.621,0.978,0.489,0.361,0.812,117.929,197.9,16.188,0.896,3.568,0.528,0.0,0.0,18.451,5.779
4.56,1,1,0,34.124,-0.371,0,1.278,1.131,0.5,62.044,5.813,3.808,8.691,0.585,0.201,1,0,0.325,11.466,52.223,0,1,0.0,12,2.492,2.152,5.671,33.0,18.011,0.0,0.0,1,5.172,0.118,0.83,51.45,76.75,45.673,89.733,4.72,89.733,0.88,0.0,11.683,3.179,1.323,1.61,1.612,0.0,0.0,21.982,3.231,3.312,3.108,3.193,1.496,1.106,1.023,1.353,281.736,389.5,30.465,1.379,5.946,1.655,0.0,0.0,22.601,5.737
4.262,1,1,0,43.646,-0.291,0,0.12,-0.489,1.0,39.885,5.096,3.674,4.545,-1.335,0.063,0,0,0.16,6.365,39.279,0,0,0.0,4,2.742,1.827,3.577,18.0,18.011,0.0,0.0,0,4.4,0.049,1.0,69.96,78.34,47.02,58.222,3.821,58.222,1.0,0.0,6.533,2.715,0.821,1.078,1.107,0.0,0.0,14.995,2.854,2.925,2.847,2.925,1.062,0.77,0.677,1.051,133.486,273.17,55.907,0.886,3.791,1.142,0.0,0.0,22.634,6.272
4.262,1,1,0,114.651,-0.186,0,1.5,1.231,0.5,50.194,6.056,3.536,7.838,1.0,0.254,0,0,0.246,10.986,51.857,0,0,0.86,7,3.187,2.639,6.348,11.0,18.011,0.86,0.0,1,4.181,0.165,0.67,138.53,163.83,62.828,101.961,4.0,101.961,0.75,0.146,9.783,3.101,1.131,1.529,1.478,0.0,0.8,22.829,3.111,3.206,3.111,3.206,1.376,1.153,1.064,1.429,225.975,384.36,88.875,1.159,6.338,1.879,0.0,0.0,32.187,8.08
4.262,1,1,2,65.333,-0.25,0,1.625,1.256,1.0,71.062,5.728,3.873,5.797,1.024,0.24,0,0,0.312,8.217,47.175,1,1,0.68,5,3.068,2.776,4.23,37.0,18.011,0.582,0.0,1,4.986,0.165,1.0,101.22,154.76,66.187,92.252,4.482,92.252,1.0,0.0,10.633,2.94,1.074,1.36,1.334,0.0,0.0,21.165,3.122,3.201,2.996,3.066,1.351,1.023,0.962,1.297,238.009,367.05,118.178,1.071,5.347,2.049,0.0,0.0,28.272,6.944
4.262,1,1,0,23.367,-0.222,0,-0.282,-0.776,1.0,24.005,4.886,3.24,4.385,-1.5,0.108,1,0,0.143,5.878,36.481,0,0,0.0,3,2.561,1.603,3.769,26.0,42.683,0.0,0.0,0,4.539,0.054,1.0,66.73,75.11,46.353,58.923,2.846,58.923,1.0,0.0,5.96,2.771,0.847,1.091,1.107,0.0,0.0,14.919,2.854,2.925,2.527,2.597,1.062,0.458,0.383,0.805,129.594,260.92,58.462,0.886,3.463,0.107,0.0,0.0,19.198,5.412
4.262,2,2,0,86.699,0.192,0,1.569,1.5,0.5,46.796,6.151,4.123,9.244,0.994,0.218,3,0,0.489,12.123,63.792,2,0,1.158,11,3.153,2.758,7.005,43.0,60.694,0.709,0.0,3,5.248,0.206,0.67,95.94,95.94,94.241,96.325,4.681,96.325,0.75,0.0,10.793,3.109,1.186,1.514,1.48,0.0,0.086,25.161,3.202,3.279,3.103,3.146,1.44,1.029,0.993,1.293,284.865,441.01,112.766,1.221,6.334,1.798,0.0,0.0,31.348,7.529
