pXC50,MSD,Yindex,IDE,Eig07_EA,SM15_AEA.bo.,DECC,AECC,Eig07_AEA.ri.,UNIP,Eig08_EA.ri.,HVcpx,Eig07_EA.ed.,SM02_AEA.ri.,Vindex,Chi0_EA.dm.,Eig07_EA.ri.,SpMax3_Bh.i.,Eig08_EA.ed.,SM03_AEA.ri.,RDCHI,Eig08_AEA.ri.,X4sol,Eig06_EA,SM14_AEA.bo.,SpMax8_Bh.e.,Eig08_AEA.ed.,CSI,Xindex,ICR,Eig09_EA.ri.,X0v,ECC,IDMT,Eig11_AEA.ri.,Eig07_AEA.ed.,GMTI,X4v,SpMax5_Bh.m.,CATS2D_08_DP,SMTI,AMR,MDDD,SpMax3_Bh.v.,IDET,SpMax8_Bh.v.,SpMin3_Bh.v.,Eta_alpha,Xu,Eig06_AEA.ed.,SpMax8_Bh.m.,X2sol,SpAD_AEA.ed.,SpMax3_Bh.p.,SpMax8_Bh.p.,SpMax7_Bh.p.,Eig11_EA.ri.,Eig10_EA.ri.,MW,Eig11_EA.ed.,SM06_AEA.ri.,SpMin3_Bh.p.,CATS2D_04_DL,Psi_i_1,SMTIV,X1sol,X3sol,Eig09_AEA.ed.,ATSC5m,Eig12_EA.ed.
7.3,7.645,0.436,3.832,1.818,1.818,2.053,13.2,2.814,143.0,1.469,3.627,4.95,4.95,0.166,21.901,1.795,3.874,4.151,4.151,4.151,2.472,9.282,2.213,2.213,2.949,4.454,858.0,0.267,3.077,1.374,16.323,396.0,23934.1,2.0,4.651,12898.0,3.199,3.313,1,12273.0,112.132,31.427,3.758,1666.82,2.769,1.882,13.886,28.726,5.243,2.832,12.701,52.041,3.75,2.771,2.937,1.0,1.277,406.45,2.275,2.275,1.89,8,16.5,22037.0,14.046,10.615,4.371,24.587,2.241
5.7,6.349,0.579,3.534,1.479,1.479,1.613,10.32,2.459,95.0,1.241,3.362,4.365,4.365,0.214,20.099,1.419,3.813,2.971,2.971,3.713,2.259,6.227,1.608,1.608,2.702,3.604,544.0,0.337,2.774,1.08,12.724,258.0,13202.8,1.617,4.503,7187.0,2.245,3.039,0,7061.0,87.647,21.267,3.68,1060.19,2.482,1.856,11.224,24.426,4.822,2.577,9.501,41.933,3.664,2.461,2.615,0.609,0.983,347.32,1.479,1.479,1.878,2,13.348,14546.0,10.648,8.013,3.502,15.019,0.117
5.7,4.043,1.022,2.686,1.225,1.225,0.77,5.95,2.188,46.0,1.021,2.565,2.918,2.918,0.318,14.138,1.067,3.612,2.626,2.626,3.027,2.03,7.696,1.414,1.414,2.538,3.608,252.0,0.458,1.857,0.506,12.802,119.0,5178.64,0.687,3.867,3027.0,3.118,2.956,0,3051.0,84.418,10.7,3.422,510.42,2.302,1.726,10.576,18.911,4.101,2.574,9.792,36.051,3.407,2.448,2.604,-0.206,-0.034,378.19,-0.458,-0.458,1.757,4,11.353,5782.0,10.496,8.757,3.321,19.165,-1.338
5.7,6.412,0.521,3.562,1.504,1.504,1.687,10.889,2.448,102.0,1.308,3.399,3.305,3.305,0.189,11.192,1.418,3.864,3.1,3.1,3.933,2.322,8.614,1.799,1.799,2.854,3.637,645.0,0.296,2.876,1.139,15.286,294.0,15996.5,1.984,4.092,9165.0,3.518,3.275,0,8628.0,110.977,24.513,3.73,1250.4,2.715,1.946,13.1,25.935,4.788,2.687,11.435,45.955,3.727,2.735,2.862,0.983,1.027,354.49,2.136,2.136,1.946,2,15.863,13293.0,13.258,9.958,3.584,27.441,1.759
8.0,7.998,0.436,3.916,1.92,1.92,2.211,13.813,2.823,154.0,1.662,3.719,5.404,5.404,0.165,22.451,1.717,3.877,4.677,4.677,4.316,2.708,10.716,2.092,2.092,2.912,4.548,948.0,0.266,3.269,1.478,17.924,442.0,29196.9,2.042,4.9,15104.0,4.385,3.389,1,14481.0,124.211,38.219,3.774,1942.12,2.748,1.938,15.286,30.325,4.985,2.883,13.853,54.609,3.78,2.752,2.99,1.028,1.166,449.55,2.586,2.586,1.939,11,17.817,26109.0,15.517,11.857,4.416,29.832,2.275
8.1,8.301,0.424,3.972,2.089,2.089,2.303,14.0,3.053,164.0,1.741,3.731,5.71,5.71,0.162,23.654,2.01,3.881,4.962,4.962,4.394,2.774,10.694,2.218,2.218,3.142,4.714,987.0,0.261,3.257,1.593,19.508,462.0,32558.7,2.065,4.903,16567.0,4.4,3.439,3,15922.0,136.903,42.081,3.784,2097.08,2.967,1.947,16.167,31.191,5.373,2.962,15.916,55.64,3.79,2.975,3.0,1.049,1.179,455.63,2.586,2.586,1.939,11,18.782,25792.0,16.147,12.075,4.504,30.091,2.386
8.3,8.44,0.416,4.008,2.089,2.089,2.441,14.545,3.049,166.0,1.741,3.794,5.192,5.192,0.159,24.272,1.984,3.878,4.944,4.944,4.461,2.775,10.864,2.176,2.176,3.144,4.644,1025.0,0.257,3.294,1.596,19.585,480.0,33059.7,2.154,4.729,16831.0,4.464,3.431,1,16166.0,137.916,43.826,3.78,2116.01,2.968,1.935,16.167,31.298,4.903,2.97,15.141,55.369,3.787,2.984,3.053,1.142,1.181,455.63,2.586,2.586,1.932,10,18.598,26112.0,16.356,12.167,4.503,30.246,2.51
5.7,5.526,0.692,3.336,1.414,1.414,1.535,9.304,2.382,76.0,1.167,3.205,3.281,3.281,0.244,10.255,1.355,3.737,3.153,3.153,3.456,2.179,6.334,1.48,1.48,2.703,3.843,450.0,0.375,2.703,1.007,12.229,214.0,9446.67,1.012,4.089,5220.0,2.178,3.047,0,5203.0,78.801,18.609,3.514,844.011,2.5,1.813,10.405,22.33,4.484,2.615,8.862,39.139,3.517,2.473,2.555,0.125,0.658,317.33,0.341,0.341,1.823,2,12.418,9998.0,10.275,7.405,3.288,14.105,-0.477
6.6,7.959,0.406,3.882,1.901,1.901,2.209,13.367,2.846,147.0,1.414,3.66,5.295,5.295,0.157,22.999,1.713,3.919,3.626,3.626,4.251,2.414,10.137,1.993,1.993,2.973,4.21,874.0,0.255,3.044,1.375,16.787,401.0,24850.2,2.0,4.766,13670.0,3.793,3.422,0,12858.0,117.735,32.267,3.815,1688.81,2.75,1.928,14.4,28.986,5.033,2.867,13.736,51.084,3.818,2.749,2.97,1.0,1.339,418.52,2.573,2.573,1.948,7,16.599,22568.0,14.962,11.607,4.078,27.31,2.275
5.7,6.934,0.436,3.681,1.493,1.493,2.016,11.72,2.484,105.0,1.225,3.493,3.149,3.149,0.167,17.031,1.478,3.878,2.83,2.83,3.966,2.238,7.496,1.618,1.618,2.854,3.592,652.0,0.27,2.885,1.0,13.593,293.0,14008.2,1.878,3.639,8610.0,2.617,3.131,0,7948.0,98.708,24.365,3.782,1104.3,2.715,1.948,12.033,24.876,4.142,2.687,10.603,41.19,3.786,2.735,2.735,0.878,1.0,327.41,2.136,2.136,1.937,2,14.255,12604.0,12.382,9.034,3.414,18.296,1.582
8.801,8.599,0.371,4.038,2.09,2.09,2.498,15.143,3.042,179.0,1.696,3.847,5.71,5.71,0.141,20.566,1.983,3.942,5.353,5.353,4.642,2.783,12.079,2.235,2.235,3.01,4.899,1159.0,0.228,3.4,1.63,19.22,530.0,38679.2,2.172,4.942,20295.0,4.925,3.446,1,18999.0,135.998,46.766,3.805,2402.86,2.825,1.934,16.686,32.716,5.359,2.971,15.315,60.467,3.802,2.844,3.092,1.166,1.406,488.59,2.946,2.946,1.931,9,19.93,33887.0,17.073,13.266,4.55,35.088,2.586
5.7,5.872,0.597,3.431,1.279,1.279,1.455,10.0,2.26,75.0,1.0,3.311,2.971,2.971,0.219,17.245,1.241,3.808,2.275,2.275,3.558,2.0,6.19,1.58,1.58,2.684,3.414,471.0,0.345,2.754,0.983,12.224,220.0,8951.65,1.097,3.604,5272.0,2.115,2.887,0,5121.0,86.478,17.636,3.679,792.522,2.488,1.85,10.581,21.969,4.822,2.687,9.897,37.132,3.663,2.481,2.615,0.108,0.655,313.76,0.282,0.282,1.87,2,12.089,9704.0,10.937,8.393,3.29,13.899,-0.547
5.7,5.934,0.487,3.424,1.532,1.532,1.398,9.68,2.475,89.0,1.434,3.267,4.312,4.312,0.176,7.704,1.442,3.715,3.261,3.261,3.819,2.445,9.831,1.77,1.77,2.84,3.948,554.0,0.275,2.661,1.346,14.441,242.0,12266.9,1.808,4.414,7933.0,3.999,3.268,0,7164.0,101.199,19.085,3.548,1027.18,2.684,1.708,12.333,24.125,4.966,2.729,11.77,45.127,3.56,2.692,2.769,0.81,1.012,345.46,2.108,2.108,1.689,0,15.155,11414.0,12.747,10.767,3.695,20.118,1.419
6.5,7.147,0.455,3.716,1.782,1.782,1.916,11.893,2.71,125.0,1.441,3.499,5.065,5.065,0.172,16.823,1.588,3.859,4.548,4.548,4.016,2.552,11.244,2.038,2.038,2.875,4.493,728.0,0.275,2.918,1.141,17.606,333.0,19048.0,2.0,4.812,10734.0,4.945,3.49,1,10125.0,118.155,27.0,3.748,1404.72,2.715,1.884,14.814,27.062,4.937,2.96,14.587,48.427,3.762,2.735,2.791,1.0,1.124,473.8,2.275,2.275,1.899,5,16.011,19121.0,14.782,11.876,4.257,35.31,2.132
5.7,8.343,0.409,3.948,1.962,1.962,2.237,13.636,2.943,171.0,1.509,3.715,5.298,5.298,0.157,32.729,1.893,3.889,4.414,4.414,4.387,2.54,9.147,2.097,2.097,3.06,4.465,967.0,0.255,3.11,1.376,17.494,450.0,32725.3,2.098,4.751,16905.0,3.309,3.371,0,16118.0,121.45,36.562,3.72,2084.57,2.856,1.937,14.99,31.19,5.184,2.939,12.945,54.652,3.695,2.843,2.977,1.081,1.334,455.49,2.613,2.613,1.963,7,17.924,30599.0,14.619,10.684,4.365,26.519,2.535
5.7,5.233,0.65,3.237,1.268,1.268,1.26,8.7,2.259,63.0,0.915,3.118,2.815,2.815,0.235,11.723,1.256,3.564,2.136,2.136,3.356,1.916,5.969,1.397,1.397,2.611,3.309,379.0,0.365,2.485,0.859,10.446,174.0,6340.91,0.723,3.564,4018.0,1.838,2.898,0,3849.0,72.412,13.3,3.379,615.075,2.328,1.647,9.333,20.017,3.601,2.521,8.48,32.552,3.376,2.285,2.569,-0.253,0.032,265.3,-0.612,-0.612,1.659,4,10.671,6827.0,9.826,6.889,3.247,11.851,-1.478
5.7,6.228,0.53,3.513,1.414,1.414,1.591,10.318,2.306,83.0,1.06,3.354,3.525,3.525,0.202,14.116,1.199,3.632,2.456,2.456,3.56,2.067,6.544,1.534,1.534,2.55,3.452,492.0,0.325,2.754,0.632,12.872,227.0,9320.49,0.876,4.042,5641.0,2.348,3.347,0,5406.0,86.951,16.983,3.35,811.506,2.306,1.647,10.862,22.181,4.359,2.656,10.424,36.292,3.307,2.315,2.739,0.056,0.439,335.21,0.195,0.195,1.692,4,12.068,10462.0,11.192,8.823,3.222,17.752,-0.655
6.2,6.899,0.438,3.672,1.809,1.809,1.891,11.724,2.774,123.0,1.619,3.483,5.235,5.235,0.162,21.187,1.74,3.871,4.817,4.817,4.089,2.684,11.078,1.975,1.975,3.0,4.685,764.0,0.256,2.922,1.414,16.638,340.0,20074.5,2.285,4.797,11765.0,4.991,3.38,1,10822.0,117.722,28.243,3.757,1490.76,2.795,1.896,14.167,27.568,5.106,2.936,13.74,51.908,3.769,2.814,3.001,1.26,1.364,401.53,2.958,2.958,1.914,9,17.46,17781.0,14.506,12.091,4.156,29.176,2.221
5.7,5.685,0.624,3.359,1.414,1.414,1.5,9.318,2.375,73.0,1.24,3.221,2.981,2.981,0.226,15.921,1.342,3.809,2.969,2.969,3.528,2.259,5.881,1.414,1.414,2.677,3.598,438.0,0.352,2.681,0.983,11.468,205.0,8736.06,1.108,3.61,5136.0,2.022,2.843,0,4994.0,81.89,17.041,3.678,775.95,2.453,1.853,10.152,21.838,4.205,2.568,8.867,37.303,3.663,2.427,2.615,0.113,0.638,297.31,0.278,0.278,1.874,2,11.985,9345.0,10.254,7.693,3.251,14.116,-0.56
5.7,6.609,0.584,3.576,1.869,1.869,1.605,10.906,2.813,119.0,1.431,3.386,5.648,5.648,0.203,13.999,1.759,3.888,4.039,4.039,4.121,2.467,9.241,2.139,2.139,2.981,4.419,740.0,0.311,2.88,1.261,18.086,349.0,25226.8,2.058,5.012,12500.0,3.346,3.374,0,12251.0,121.363,33.688,3.69,1773.9,2.715,1.975,14.919,29.376,5.054,2.782,13.532,54.687,3.68,2.735,2.868,1.048,1.072,435.56,2.371,2.371,1.967,1,18.28,20645.0,15.02,11.27,4.286,29.457,2.275
8.5,9.184,0.344,4.137,2.089,2.089,2.833,15.944,3.055,195.0,1.741,3.923,5.71,5.71,0.133,28.21,2.013,3.886,4.97,4.97,4.843,2.777,12.22,2.227,2.227,3.144,4.717,1256.0,0.216,3.396,1.604,20.822,574.0,44040.6,2.181,4.903,23149.0,5.177,3.495,1,21517.0,146.991,54.176,3.781,2606.51,2.968,1.975,17.5,33.81,5.338,2.988,16.252,60.632,3.788,2.985,3.107,1.179,1.391,497.67,3.129,3.129,1.976,10,20.959,34563.0,18.018,13.722,4.505,37.041,2.586
8.2,8.19,0.378,3.958,2.125,2.125,2.257,14.515,3.08,162.0,1.793,3.779,5.875,5.875,0.144,20.473,2.025,3.945,5.168,5.168,4.48,2.825,11.688,2.196,2.196,3.11,4.822,1061.0,0.232,3.253,1.625,18.98,479.0,32047.7,2.012,4.959,17493.0,4.829,3.438,1,16236.0,134.53,40.406,3.807,2089.98,2.912,1.935,16.067,31.145,5.243,2.946,15.387,57.769,3.805,2.908,2.961,1.0,1.311,454.6,2.892,2.892,1.932,9,19.126,26580.0,16.428,13.133,4.598,35.846,2.275
5.7,4.186,0.938,2.869,1.204,1.204,1.014,6.947,2.135,48.0,0.485,2.805,2.953,2.953,0.305,12.785,1.104,3.377,1.083,1.083,2.979,1.447,6.637,1.442,1.442,2.348,3.163,281.0,0.447,2.249,0.317,10.312,132.0,4601.82,0.583,3.977,2754.0,2.171,2.971,0,2789.0,65.167,11.324,3.126,490.683,2.143,1.561,8.633,18.22,4.511,2.272,8.241,34.461,3.098,2.094,2.547,-0.337,-0.316,258.25,-0.893,-0.893,1.626,2,10.343,5398.0,9.151,7.492,2.829,14.086,-1.33
5.7,6.624,0.564,3.598,1.789,1.789,1.63,11.484,2.728,117.0,1.431,3.413,5.313,5.313,0.199,15.194,1.676,3.886,4.029,4.029,4.073,2.467,9.309,2.132,2.132,3.087,4.418,761.0,0.307,2.862,1.21,18.055,356.0,23280.7,2.0,4.938,11821.0,3.492,3.264,0,11521.0,118.055,31.742,3.691,1672.92,2.849,1.978,14.519,28.722,5.036,2.903,13.356,53.298,3.682,2.846,2.978,1.0,1.056,420.54,2.275,2.275,1.97,1,17.602,19179.0,14.482,10.79,4.167,27.391,2.072
5.7,4.321,0.845,2.901,1.0,1.0,1.099,6.611,1.975,47.0,0.606,2.792,2.472,2.472,0.285,10.269,0.972,3.392,2.032,2.032,3.004,1.626,6.78,1.28,1.28,2.046,3.47,256.0,0.424,2.155,0.063,11.936,119.0,4107.75,0.237,3.618,2637.0,2.476,3.145,0,2603.0,76.921,10.642,3.233,443.906,1.853,1.472,9.89,17.656,4.108,2.23,9.644,31.815,3.466,2.023,2.43,-0.439,-0.254,371.57,-2.015,-2.015,1.472,0,10.12,5340.0,9.803,8.22,2.752,25.296,-2.368
6.2,4.721,0.771,3.088,1.0,1.0,1.235,7.842,2.0,53.0,0.977,2.962,2.529,2.529,0.267,4.426,1.0,3.463,2.275,2.275,3.109,1.982,6.41,1.248,1.248,2.369,3.414,320.0,0.405,2.484,0.614,10.608,149.0,5043.41,0.475,3.688,3132.0,2.306,3.08,1,3097.0,73.462,12.51,3.282,528.037,2.201,1.647,9.248,18.725,3.868,2.223,8.776,33.41,3.276,2.206,2.411,-0.436,-0.197,271.72,-1.08,-1.08,1.668,6,10.641,5867.0,9.453,7.503,3.304,15.0,-2.0
5.7,5.197,0.747,3.203,1.146,1.146,1.256,8.318,2.059,65.0,1.0,3.069,2.5,2.5,0.255,7.811,1.028,3.765,2.275,2.275,3.446,2.0,6.471,1.414,1.414,2.779,3.414,387.0,0.386,2.517,0.939,12.864,183.0,8114.04,1.127,3.474,4617.0,2.305,3.198,0,4570.0,86.715,18.504,3.515,739.994,2.592,1.842,10.648,21.461,3.914,2.632,9.634,36.265,3.489,2.591,2.734,0.201,0.751,314.8,0.357,0.357,1.854,0,12.054,8260.0,11.064,7.937,3.396,15.857,-0.433
5.7,5.952,0.494,3.423,1.994,1.994,1.379,10.0,2.939,101.0,1.552,3.287,6.023,6.023,0.171,7.489,1.876,3.904,4.993,4.993,4.098,2.599,10.736,2.213,2.213,2.854,4.777,667.0,0.26,2.715,1.314,16.364,290.0,17983.5,2.0,5.04,11040.0,4.506,3.465,0,9917.0,113.348,24.568,3.774,1389.94,2.715,1.799,14.119,26.93,5.326,2.775,13.366,54.122,3.788,2.735,2.788,1.0,1.235,403.52,2.379,2.379,1.822,3,18.382,16261.0,14.23,11.763,4.58,21.297,2.275
6.1,6.327,0.515,3.548,1.397,1.397,1.607,10.808,2.381,99.0,1.295,3.43,3.502,3.502,0.188,11.833,1.363,3.857,3.223,3.223,3.866,2.307,8.163,1.741,1.741,2.854,3.978,616.0,0.296,2.888,1.072,14.192,281.0,14388.9,1.997,4.088,8358.0,2.896,3.155,0,7884.0,99.795,22.426,3.743,1153.14,2.715,1.932,12.367,25.127,4.635,2.687,11.156,44.24,3.745,2.735,2.747,0.992,1.0,343.41,2.136,2.136,1.94,4,14.734,12992.0,12.742,9.743,3.502,20.231,1.426
7.4,5.606,0.59,3.354,1.342,1.342,1.444,9.333,2.318,82.0,1.178,3.251,3.319,3.319,0.209,2.824,1.306,3.84,2.811,2.811,3.637,2.184,7.682,1.653,1.653,2.759,3.706,492.0,0.321,2.705,1.01,12.861,224.0,10621.8,1.978,4.025,6368.0,2.87,3.156,0,6028.0,93.793,18.736,3.718,925.666,2.602,1.869,11.533,23.15,4.441,2.61,10.567,41.788,3.718,2.61,2.735,0.976,1.0,313.38,2.136,2.136,1.885,5,13.95,9988.0,11.72,9.13,3.498,18.12,1.341
5.7,4.42,0.796,2.923,1.166,1.166,1.006,6.722,2.07,47.0,0.629,2.801,2.608,2.608,0.273,13.245,1.016,3.339,1.986,1.986,3.066,1.613,7.043,1.201,1.201,2.185,3.372,263.0,0.411,2.108,0.027,10.664,121.0,4206.0,0.286,3.486,2749.0,2.79,2.934,0,2680.0,73.29,9.778,3.144,447.168,1.961,1.456,9.081,17.782,3.856,2.195,8.878,30.954,3.156,2.013,2.257,-0.378,-0.347,277.75,-1.355,-1.355,1.396,4,10.022,5263.0,9.48,7.713,2.855,9.77,-1.731
7.8,8.687,0.418,4.042,2.089,2.089,2.493,14.743,3.054,181.0,1.741,3.811,5.71,5.71,0.159,23.654,2.011,3.888,4.964,4.964,4.54,2.774,11.213,2.22,2.22,3.194,4.717,1095.0,0.257,3.283,1.594,20.923,516.0,39144.7,2.072,4.903,19313.0,4.79,3.456,3,18646.0,145.951,47.931,3.787,2405.14,3.025,1.974,17.167,32.752,5.373,3.04,15.873,59.928,3.792,3.039,3.123,1.057,1.179,483.69,2.586,2.586,1.958,11,20.132,29412.0,17.268,13.636,4.505,40.234,2.407
7.4,8.766,0.352,4.028,2.293,2.293,2.213,14.756,3.229,214.0,1.93,3.822,6.235,6.235,0.131,43.958,2.144,3.941,6.034,6.034,5.075,2.988,12.371,2.367,2.367,3.152,5.046,1338.0,0.207,3.264,1.76,23.052,605.0,58779.8,2.711,5.16,29957.0,5.565,3.625,0,27609.0,157.65,54.495,3.828,3303.25,2.936,1.989,19.138,36.722,5.306,3.014,17.15,70.481,3.821,2.941,3.076,1.678,1.683,560.71,4.963,4.963,1.984,8,24.804,45003.0,19.119,14.637,4.843,47.352,3.899
5.7,6.008,0.594,3.458,1.414,1.414,1.49,10.087,2.414,81.0,1.184,3.33,3.525,3.525,0.218,18.479,1.414,3.79,2.971,2.971,3.597,2.209,6.327,1.58,1.58,2.854,3.604,494.0,0.343,2.752,0.983,12.985,232.0,10213.4,1.146,4.043,5841.0,2.199,2.927,0,5702.0,90.445,18.836,3.656,874.949,2.634,1.838,10.867,22.772,4.822,2.687,9.997,39.101,3.642,2.589,2.697,0.184,0.639,307.38,0.448,0.448,1.855,0,12.776,9521.0,11.059,8.675,3.316,19.18,-0.129
5.7,7.664,0.415,3.848,1.546,1.546,2.143,13.138,2.518,134.0,1.402,3.673,3.778,3.778,0.159,11.193,1.501,3.87,3.165,3.165,4.266,2.435,8.444,1.902,1.902,2.909,3.805,836.0,0.257,3.095,1.243,15.747,381.0,22287.3,1.984,4.206,12615.0,3.149,3.294,0,11757.0,113.915,31.042,3.721,1562.45,2.715,1.933,13.833,28.205,4.93,2.77,12.452,47.939,3.712,2.735,2.84,0.983,1.118,383.49,2.437,2.437,1.94,4,16.511,19011.0,14.187,10.432,3.636,24.176,2.136
7.8,7.122,0.444,3.718,1.743,1.743,1.953,11.852,2.74,119.0,1.422,3.514,4.688,4.688,0.169,17.311,1.73,3.868,4.009,4.009,3.994,2.448,8.669,1.99,1.99,2.869,4.38,703.0,0.272,2.94,1.178,14.562,320.0,17354.7,2.0,4.542,10041.0,2.86,3.22,1,9415.0,103.173,26.123,3.736,1304.95,2.715,1.898,12.667,26.359,4.901,2.742,11.982,46.346,3.722,2.73,2.735,1.0,1.025,359.42,2.275,2.275,1.93,8,15.02,15989.0,13.097,9.814,3.81,21.511,1.81
6.2,7.558,0.423,3.794,1.886,1.886,1.844,12.647,2.85,152.0,1.618,3.57,5.612,5.612,0.156,17.489,1.814,3.978,4.631,4.631,4.409,2.627,11.58,2.129,2.129,3.118,4.716,948.0,0.246,2.992,1.609,19.553,430.0,32520.9,2.363,5.177,17390.0,4.84,3.41,0,16204.0,133.815,35.498,3.784,2128.52,2.962,1.888,16.2,31.395,5.204,3.008,15.04,60.489,3.763,2.961,3.044,1.344,1.462,453.58,3.431,3.431,1.886,4,20.19,25575.0,16.452,13.161,4.319,37.33,2.966
8.1,9.125,0.332,4.126,2.182,2.182,2.838,16.333,3.162,208.0,1.977,3.908,6.277,6.277,0.126,31.057,2.138,3.905,5.847,5.847,4.967,2.998,13.187,2.375,2.375,3.255,5.027,1411.0,0.202,3.468,1.725,22.477,637.0,53107.9,2.488,5.147,27510.0,5.472,3.411,1,25427.0,150.581,55.682,3.771,3057.13,3.076,2.024,18.3,35.621,5.358,3.075,17.321,68.569,3.772,3.046,3.109,1.412,1.659,527.69,4.107,4.107,2.024,4,23.435,39646.0,18.996,14.871,5.009,43.794,3.294
5.7,4.602,0.792,3.04,1.0,1.0,1.175,7.684,1.942,51.0,0.823,2.974,2.241,2.241,0.27,2.167,0.939,3.688,2.136,2.136,3.148,1.832,6.114,1.414,1.414,2.356,3.336,314.0,0.407,2.439,0.741,11.151,146.0,4991.99,0.35,3.485,3140.0,2.1,3.182,0,3074.0,75.829,11.213,3.447,519.772,2.091,1.543,9.529,18.703,3.863,2.493,8.926,32.273,3.42,2.092,2.399,-0.419,0.053,291.15,-1.362,-1.362,1.598,2,10.386,6168.0,9.831,8.039,3.247,9.074,-1.739
5.8,7.311,0.437,3.751,1.815,1.815,2.0,12.071,2.822,126.0,1.462,3.517,4.947,4.947,0.167,16.28,1.812,3.895,4.132,4.132,4.038,2.468,8.653,1.914,1.914,2.91,4.431,741.0,0.269,2.924,1.374,15.291,338.0,19433.7,2.0,4.649,10988.0,3.254,3.269,0,10348.0,109.285,27.571,3.788,1417.85,2.718,1.912,13.219,27.159,4.953,2.808,11.982,48.448,3.789,2.735,2.871,1.0,1.133,374.45,2.275,2.275,1.905,8,16.026,17716.0,13.097,9.814,4.04,23.372,1.753
5.7,7.18,0.444,3.758,1.442,1.442,1.975,12.333,2.395,116.0,1.219,3.591,3.803,3.803,0.169,14.261,1.363,3.846,3.157,3.157,4.017,2.241,9.024,1.717,1.717,2.854,3.979,729.0,0.272,3.106,1.11,16.008,333.0,17494.2,2.0,4.191,9986.0,3.841,3.323,0,9433.0,112.392,27.813,3.761,1319.18,2.715,1.772,13.267,26.391,4.629,2.687,12.516,46.486,3.786,2.735,2.735,1.0,1.0,376.52,2.275,2.275,1.778,5,15.707,15087.0,13.522,10.972,3.777,26.783,2.136
5.7,7.044,0.45,3.695,1.518,1.518,1.923,11.815,2.471,118.0,1.414,3.494,4.075,4.075,0.171,15.479,1.445,3.867,3.544,3.544,3.978,2.414,8.586,1.969,1.969,2.869,4.079,701.0,0.274,2.898,1.351,14.562,319.0,17197.0,2.0,4.415,9949.0,2.842,3.216,1,9330.0,103.173,25.624,3.735,1297.01,2.715,1.898,12.667,26.306,4.814,2.746,11.866,46.529,3.722,2.73,2.735,1.0,1.025,359.42,2.275,2.275,1.929,7,15.024,15870.0,13.114,10.028,3.81,23.284,1.81
5.7,6.529,0.61,3.535,2.08,2.08,1.543,10.303,3.011,121.0,1.609,3.318,5.901,5.901,0.21,19.097,1.925,3.879,4.82,4.82,4.114,2.669,9.275,2.175,2.175,2.904,4.748,716.0,0.319,2.717,1.537,18.673,340.0,26970.5,2.203,5.067,13073.0,3.246,3.441,0,12879.0,120.303,33.851,3.655,1866.48,2.74,1.941,15.138,29.958,5.209,2.865,14.415,56.748,3.629,2.733,2.855,1.185,1.339,454.53,3.165,3.165,1.95,1,18.35,22860.0,14.815,10.501,4.58,25.067,2.648
6.0,7.753,0.434,3.859,1.857,1.857,2.104,13.226,2.801,146.0,1.588,3.675,5.336,5.336,0.164,33.976,1.75,3.853,4.075,4.075,4.306,2.607,9.62,2.061,2.061,3.111,4.295,883.0,0.264,3.1,1.14,17.974,410.0,26495.4,2.0,4.784,14065.0,3.836,3.16,0,13378.0,115.833,33.521,3.665,1794.63,2.902,1.895,14.333,29.53,5.147,2.923,12.953,51.648,3.644,2.905,2.941,1.0,1.016,425.54,2.36,2.36,1.924,2,17.541,21465.0,15.195,11.126,3.778,34.883,2.136
5.7,4.098,0.931,2.854,0.909,0.909,1.123,6.889,1.844,47.0,0.42,2.798,2.237,2.237,0.305,10.33,0.804,3.349,0.99,0.99,2.942,1.349,6.671,1.388,1.388,2.343,3.077,267.0,0.447,2.288,0.121,11.36,124.0,3916.98,0.444,3.632,2480.0,2.946,2.979,0,2473.0,74.105,9.852,3.162,436.653,2.148,1.51,9.181,17.433,3.958,2.447,8.668,31.88,3.241,2.17,2.451,-0.481,-0.252,278.78,-1.276,-1.276,1.434,0,10.66,4563.0,9.549,8.04,2.786,20.701,-2.408
6.1,5.863,0.607,3.374,1.796,1.796,1.465,9.185,2.726,88.0,1.208,3.208,5.041,5.041,0.209,15.401,1.606,3.873,3.709,3.709,3.85,2.241,8.556,2.03,2.03,2.854,4.338,537.0,0.319,2.696,1.121,14.904,248.0,15019.2,2.0,4.691,8365.0,3.072,3.321,0,7988.0,106.888,24.335,3.784,1184.32,2.715,1.944,13.081,25.532,4.933,2.737,12.4,46.5,3.787,2.735,2.735,1.0,1.0,377.85,2.275,2.275,1.936,11,15.269,14341.0,13.386,10.124,3.751,20.83,2.275
5.7,6.314,0.481,3.501,2.05,2.05,1.469,10.25,3.03,120.0,1.553,3.356,5.465,5.465,0.167,9.628,1.971,4.004,4.665,4.665,4.233,2.585,12.502,2.292,2.292,2.906,4.649,741.0,0.254,2.735,1.527,17.557,328.0,24140.9,2.363,4.876,13786.0,5.201,3.462,2,12589.0,126.486,28.75,3.877,1736.33,2.805,1.971,15.467,29.161,5.34,2.923,15.464,58.525,3.86,2.851,2.943,1.343,1.403,439.54,3.989,3.989,1.965,4,19.207,21544.0,15.972,13.465,4.56,24.241,2.931
