pXC50,ATSC1i,Eig12_EA.bo.,Eig12_EA.ri.,ATS7e,ATSC6i,ATSC2i,ATSC7i,Eig06_AEA.dm.,Eig15_AEA.bo.,ATS8i,Eta_betaS,Chi1_EA.ed.,ATSC8i,Eig06_EA,SM14_AEA.bo.,SpMaxA_AEA.bo.,Chi0_EA.bo.,S1K,Chi0_EA.ed.,Uindex,ATS7i,GMTI,RDCHI,Eig15_EA.ri.,ATS6v,CENT,S2K,Eig12_EA,Eig12_EA.ed.,SM06_AEA.dm.,SM07_AEA.ri.,SpMaxA_EA.bo.,Eig14_EA.ri.,ATS6e,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.ri.,ATS5m,ATS8v,LPRS,ATS1s,IDMT,SMTI,ATS7v,ATSC8m,Xu,X1,ATS6i,SpMaxA_EA.ri.,Eta_epsi,ATS4m,ATS8p,SpMax8_Bh.s.,X0,Dz,IDDM,XMOD,TIC1,SpMin3_Bh.v.,Se,ATS1i,CID,GMTIV,SMTIV,ATS3s
4.0,0.635,0.75,0.563,4.714,1.294,1.007,1.175,2.14,0.803,4.845,16.5,4.694,1.073,1.796,1.796,0.16,15.561,17.095,10.145,37.811,4.911,7344.0,3.665,-0.458,3.874,976.0,6.76,0.623,1.451,0.623,1.451,0.151,-0.313,4.755,17.662,17.662,17.662,17.662,17.662,18.073,3.909,3.612,124.524,5.115,12943.9,7026.0,3.781,23.373,24.524,12.58,4.972,0.111,28.067,3.978,3.714,3.94,18.259,57.0,4.673,79.358,167.09,1.733,46.465,4.052,4.0,20135.0,11751.0,5.805
7.244,0.625,0.481,0.412,4.776,1.309,1.055,1.213,2.55,0.876,4.918,18.0,4.972,1.116,1.979,1.979,0.151,16.626,19.273,10.547,41.985,4.936,8277.0,3.692,-0.244,4.031,1194.0,7.408,0.444,1.154,0.444,1.154,0.141,-0.204,4.873,18.499,18.499,18.499,18.499,18.499,18.887,4.179,3.826,136.101,5.185,15412.4,8013.0,3.954,29.706,25.805,13.363,5.039,0.106,30.519,4.32,3.903,4.3,19.999,61.833,4.78,87.177,187.395,1.89,48.898,4.081,4.066,25573.0,14218.0,6.024
4.0,1.039,1.421,1.103,5.426,2.412,1.727,2.612,2.317,2.0,5.77,23.25,6.916,2.6,2.197,2.197,0.12,22.19,24.858,14.609,51.613,5.664,16562.0,4.421,0.915,4.524,2504.0,11.491,1.178,2.668,1.178,2.668,0.114,0.983,5.269,24.214,24.214,24.214,24.214,24.214,24.849,4.434,4.516,185.239,5.256,32099.0,15599.0,4.567,66.759,31.543,17.135,5.478,0.082,38.471,4.347,4.688,4.061,24.2,73.667,5.096,111.879,231.987,1.988,68.512,4.453,4.298,37955.0,23928.0,6.059
5.0,0.655,1.415,0.956,4.564,1.153,1.025,1.179,2.074,1.628,4.842,19.5,5.588,1.215,1.84,1.84,0.139,17.268,17.619,11.747,39.355,4.719,10909.0,4.089,0.359,3.901,1410.0,7.169,1.0,2.275,1.0,2.275,0.131,0.731,4.537,20.016,20.016,20.016,20.016,20.016,20.301,3.904,3.866,145.519,5.176,18918.4,10098.0,3.929,20.011,27.219,14.187,4.718,0.094,29.0,3.971,3.933,3.969,19.794,63.0,4.825,89.073,156.351,1.914,45.691,4.051,4.121,32410.0,17533.0,5.775
5.481,0.646,-0.06,-0.036,4.413,0.856,0.991,0.886,2.52,1.0,4.639,16.5,4.7,0.797,1.821,1.821,0.165,15.097,18.201,9.973,41.721,4.599,6986.0,3.678,-0.429,3.61,922.0,8.188,-0.053,-0.137,-0.053,-0.137,0.152,-0.229,4.35,16.759,16.759,16.759,16.759,16.759,17.176,3.776,3.399,120.624,5.015,12671.9,6813.0,3.611,23.465,24.271,12.059,4.516,0.111,27.505,4.232,3.471,3.913,17.811,55.167,4.618,82.127,165.193,1.718,42.996,3.982,3.944,23382.0,12663.0,5.81
5.0,1.119,2.125,1.441,5.514,2.549,1.915,2.683,2.898,2.382,5.657,28.0,7.618,2.376,2.498,2.498,0.102,25.597,30.417,16.142,63.889,5.744,33014.0,5.025,1.249,4.618,3944.0,12.056,1.556,4.558,1.556,4.558,0.098,1.363,5.397,28.471,28.471,28.471,28.471,28.471,29.237,4.765,4.424,247.671,5.463,66496.7,30629.0,4.552,61.829,38.019,20.53,5.589,0.068,46.605,4.83,4.555,4.632,30.466,92.667,5.397,141.861,297.285,1.912,77.578,4.548,4.49,90226.0,51227.0,6.394
4.0,0.315,-2.844,-1.886,1.844,0.142,0.454,0.033,0.585,0.0,0.0,7.5,2.197,0.0,0.433,0.433,0.35,6.751,7.159,4.751,16.95,2.277,750.0,2.381,0.0,1.377,94.0,2.518,-1.932,-5.528,-1.932,-5.528,0.345,0.0,2.913,8.052,8.052,8.052,8.052,8.052,8.092,2.358,0.0,40.568,4.403,1053.87,810.0,0.348,0.0,11.681,5.788,3.231,0.236,12.467,2.901,0.0,1.968,8.552,26.5,3.564,36.546,63.201,1.461,19.4,3.229,3.23,2628.0,1567.0,4.91
5.0,1.145,1.741,1.211,5.271,2.287,1.77,2.357,2.855,2.234,5.467,27.25,6.997,2.253,2.208,2.208,0.106,23.417,26.875,15.139,61.241,5.504,22951.0,4.658,0.928,4.38,3005.0,11.182,1.232,2.912,1.232,2.912,0.105,1.059,5.181,26.273,26.273,26.273,26.273,26.273,27.026,4.396,4.302,216.448,5.502,47506.8,21947.0,4.386,42.727,34.742,18.782,5.389,0.072,42.614,4.486,4.344,4.417,27.681,86.5,5.259,119.794,280.218,1.896,69.029,4.466,4.393,66143.0,37481.0,6.24
4.0,0.898,1.429,0.983,4.723,1.434,1.783,1.508,2.695,1.629,4.839,22.0,5.691,1.693,2.191,2.191,0.13,19.348,23.394,12.452,54.259,4.874,14502.0,4.198,0.3,3.96,1872.0,9.235,1.131,2.733,1.131,2.733,0.128,0.481,4.699,21.867,21.867,21.867,21.867,21.867,22.897,4.254,3.881,174.339,5.353,29148.9,14100.0,3.97,29.727,30.422,15.723,4.856,0.084,36.443,4.396,3.86,4.716,23.75,76.5,5.017,105.955,196.277,1.715,52.407,4.133,4.22,57749.0,28334.0,6.007
5.0,0.916,1.187,0.937,4.857,1.631,1.357,1.487,2.691,1.525,4.9,24.0,5.824,1.342,2.14,2.14,0.123,20.291,23.946,12.811,57.072,5.115,16879.0,4.336,0.301,3.982,2092.0,9.581,1.145,2.397,1.145,2.397,0.111,0.342,4.931,22.632,22.632,22.632,22.632,22.632,23.637,4.157,3.776,183.474,5.41,33835.9,16292.0,3.849,24.284,31.555,16.233,5.145,0.088,38.048,4.237,3.738,4.453,24.457,77.5,5.062,105.445,212.487,1.877,58.712,4.287,4.251,54611.0,29510.0,6.256
5.0,0.904,1.208,0.877,4.627,1.46,1.378,1.281,2.301,1.053,4.779,20.5,5.36,1.246,2.146,2.146,0.143,17.087,21.253,11.303,49.612,4.861,13259.0,4.111,-0.217,3.865,1567.0,7.929,0.908,2.204,0.908,2.204,0.139,0.229,4.823,20.074,20.074,20.074,20.074,20.074,20.607,4.006,3.799,162.049,5.22,25249.5,12703.0,3.799,21.137,29.198,14.63,5.085,0.091,33.2,4.161,3.88,4.064,22.336,67.5,4.929,100.934,209.338,1.894,54.512,4.224,4.159,38562.0,21887.0,5.958
4.0,0.844,1.178,0.73,4.456,1.188,1.712,1.318,2.351,0.922,4.703,19.0,5.233,1.584,1.907,1.907,0.145,16.633,19.62,11.095,44.6,4.598,10490.0,3.959,-0.341,3.742,1360.0,7.619,0.821,2.092,0.821,2.092,0.142,0.404,4.401,19.179,19.179,19.179,19.179,19.179,19.838,4.032,3.71,146.475,5.187,19424.4,10039.0,3.789,22.046,27.298,13.842,4.554,0.094,30.843,4.21,3.689,4.62,20.596,66.0,4.833,92.152,160.826,1.715,44.76,3.998,4.099,39587.0,19677.0,5.863
4.0,0.341,-1.5,-1.0,3.297,0.517,0.547,0.336,1.0,-0.5,2.803,9.5,3.061,0.131,1.0,1.0,0.269,8.776,8.392,6.471,19.83,3.617,1668.0,2.829,-1.905,2.743,206.0,3.336,-1.0,-2.433,-1.0,-2.433,0.265,-1.736,3.732,10.621,10.621,10.621,10.621,10.621,10.748,2.89,0.958,57.111,4.47,2237.84,1610.0,2.059,3.082,14.833,7.449,4.006,0.182,14.3,3.076,1.249,2.937,10.088,31.0,3.885,45.605,65.916,1.677,24.738,3.453,3.477,4013.0,2565.0,4.93
5.4,0.706,1.066,0.634,4.273,0.976,1.136,0.963,2.277,1.18,4.332,19.0,5.521,0.879,1.937,1.937,0.145,16.489,19.335,11.526,42.847,4.464,12133.0,4.242,-0.119,3.578,1280.0,9.009,0.74,1.774,0.74,1.774,0.144,-0.015,4.336,19.17,19.17,19.17,19.17,19.17,20.05,3.791,3.529,145.183,5.086,21034.2,11287.0,3.574,20.255,27.632,13.67,4.53,0.091,28.486,4.052,3.669,3.94,19.347,60.333,4.783,97.029,176.21,1.775,43.833,4.002,4.073,41022.0,20925.0,5.641
5.959,0.9,1.5,0.956,4.919,1.621,1.382,1.617,2.384,1.79,5.03,22.75,6.834,1.472,2.236,2.236,0.119,20.668,24.336,14.393,59.763,5.161,20240.0,4.716,0.448,4.104,2673.0,11.563,1.027,2.286,1.027,2.286,0.118,0.858,4.912,23.817,23.817,23.817,23.817,23.817,24.396,4.037,3.981,193.894,5.372,40836.7,19478.0,4.063,26.418,33.048,17.012,5.13,0.079,36.9,4.054,4.071,4.222,24.623,75.5,5.091,106.9,243.28,1.936,62.211,4.334,4.286,56117.0,32566.0,6.035
4.0,0.96,1.362,1.0,5.072,1.834,1.537,1.828,2.728,2.0,5.239,22.75,6.466,1.719,2.221,2.221,0.122,21.182,24.6,13.781,59.292,5.297,17745.0,4.483,0.509,4.211,2394.0,10.82,1.0,2.501,1.0,2.501,0.121,0.977,5.065,23.507,23.507,23.507,23.507,23.507,23.763,4.189,4.118,189.539,5.382,36169.3,17153.0,4.191,33.481,32.271,16.867,5.286,0.08,37.6,4.22,4.213,4.383,24.949,76.0,5.094,105.555,239.088,2.002,63.312,4.356,4.28,48819.0,28682.0,6.177
5.0,0.944,1.133,1.014,4.887,1.671,1.51,1.614,2.323,1.618,4.973,22.5,6.311,1.468,2.018,2.018,0.125,20.254,22.084,13.406,47.967,5.106,17177.0,4.499,0.572,4.026,2042.0,9.638,1.072,2.376,1.072,2.376,0.123,0.576,4.941,22.748,22.748,22.748,22.748,22.748,23.51,4.089,3.979,176.565,5.292,31239.1,15867.0,3.996,25.697,31.049,16.119,5.159,0.082,36.214,4.148,4.034,4.076,22.786,72.5,5.009,102.346,220.591,1.893,60.505,4.322,4.241,41140.0,24894.0,6.059
4.0,0.593,-0.518,-0.373,4.031,0.925,0.909,0.85,1.473,0.5,4.142,13.75,4.351,0.705,1.414,1.414,0.186,12.221,13.376,8.964,32.176,4.247,4633.0,3.479,-1.0,3.347,567.0,6.227,-0.414,-0.959,-0.414,-0.959,0.17,-0.914,4.062,14.499,14.499,14.499,14.499,14.499,14.788,3.453,2.998,95.438,4.871,7533.3,4445.0,3.215,11.175,21.007,10.31,4.253,0.117,21.314,3.406,3.071,3.674,14.493,45.5,4.364,64.403,93.701,1.84,34.338,3.768,3.789,13138.0,7623.0,5.567
5.0,0.894,1.081,0.822,5.06,1.685,1.386,1.752,2.424,1.537,5.247,21.25,5.647,1.588,2.221,2.221,0.141,18.794,21.728,12.073,48.939,5.28,11698.0,4.078,0.263,4.151,1787.0,8.935,0.875,2.125,0.875,2.125,0.14,0.552,4.962,20.731,20.731,20.731,20.731,20.731,21.286,4.153,4.031,158.544,5.301,22872.1,11343.0,4.144,34.2,28.671,14.87,5.152,0.094,34.9,4.141,4.127,4.195,22.01,68.5,4.918,94.727,221.391,1.871,58.531,4.306,4.164,30519.0,18582.0,6.028
5.0,0.497,-0.155,-0.118,4.025,0.815,0.785,0.596,1.874,0.653,3.799,14.5,4.089,0.388,1.629,1.629,0.189,12.601,13.044,8.577,29.661,4.227,4464.0,3.305,-0.943,3.415,530.0,4.682,-0.12,-0.328,-0.12,-0.328,0.186,-0.769,4.288,14.878,14.878,14.878,14.878,14.878,15.009,3.707,2.609,97.602,4.924,7243.0,4275.0,3.037,7.864,20.857,10.631,4.481,0.13,22.2,3.836,2.564,3.757,15.267,48.5,4.432,67.079,119.162,1.773,33.822,3.756,3.848,15013.0,7944.0,5.668
5.0,1.264,1.846,1.401,5.352,2.492,2.034,2.241,2.924,2.323,5.504,28.5,7.52,2.048,2.465,2.465,0.108,25.553,30.985,16.129,69.213,5.6,32680.0,5.054,1.0,4.475,3848.0,13.456,1.46,3.542,1.46,3.542,0.104,1.169,5.461,28.021,28.021,28.021,28.021,28.021,29.213,4.534,4.314,244.023,5.479,67680.4,30869.0,4.394,52.656,37.898,20.15,5.721,0.066,47.452,4.531,4.44,4.374,29.855,90.833,5.362,137.605,296.196,2.003,82.116,4.621,4.464,80267.0,48895.0,6.374
5.0,1.179,1.593,1.164,5.411,2.419,1.902,2.258,2.803,1.992,5.539,26.25,6.879,1.93,2.453,2.453,0.108,24.229,27.013,14.896,59.237,5.686,23285.0,4.677,0.647,4.44,2746.0,11.665,1.206,3.124,1.206,3.124,0.097,0.983,5.406,25.825,25.825,25.825,25.825,25.825,26.489,4.457,4.205,211.289,5.424,46312.4,21931.0,4.321,46.069,34.488,18.389,5.644,0.076,43.4,4.445,4.326,4.132,26.811,82.5,5.218,116.099,269.671,1.976,76.832,4.57,4.37,50645.0,32586.0,6.261
4.0,0.94,1.429,0.984,4.754,1.502,1.821,1.611,2.69,1.629,4.904,22.0,5.691,1.81,2.191,2.191,0.13,19.348,23.394,12.452,54.259,4.927,14502.0,4.198,0.3,3.973,1872.0,9.235,1.131,2.733,1.131,2.733,0.128,0.481,4.718,21.867,21.867,21.867,21.867,21.867,22.87,4.252,3.912,174.339,5.347,29148.9,14100.0,3.991,31.216,30.422,15.723,4.892,0.084,36.376,4.393,3.919,4.716,23.75,76.0,5.017,105.666,201.378,1.719,53.182,4.161,4.22,56023.0,27904.0,6.011
4.0,0.843,1.094,1.0,4.82,1.489,1.38,1.458,2.493,1.83,5.02,20.25,5.652,1.374,2.047,2.047,0.136,18.768,21.091,12.128,49.614,5.054,13677.0,4.23,0.43,3.978,1630.0,8.916,1.0,2.136,1.0,2.136,0.135,0.455,4.864,20.938,20.938,20.938,20.938,20.938,21.218,3.965,3.855,162.693,5.233,25893.7,13054.0,3.953,26.529,29.443,14.974,5.1,0.09,32.733,4.064,3.982,3.973,21.957,66.5,4.921,93.41,200.812,2.001,56.0,4.236,4.164,34910.0,21082.0,6.026
5.0,1.053,1.5,1.055,4.978,1.937,1.735,1.876,2.465,2.0,5.284,24.5,6.611,1.975,2.379,2.379,0.119,21.272,23.255,13.813,46.915,5.161,18778.0,4.541,0.946,4.246,2196.0,9.376,1.241,2.961,1.241,2.961,0.115,0.965,4.99,23.797,23.797,23.797,23.797,23.797,24.654,4.367,4.213,187.789,5.256,34343.3,17221.0,4.235,41.626,31.943,16.954,5.187,0.078,38.233,4.399,4.333,4.194,23.993,76.5,5.097,120.258,235.802,1.959,62.683,4.373,4.307,53154.0,29135.0,6.061
5.0,0.886,1.0,0.965,4.553,1.369,1.433,1.246,2.456,1.178,4.715,20.25,5.297,1.077,2.103,2.103,0.142,17.385,18.311,11.161,39.68,4.765,11120.0,4.005,-0.087,3.823,1256.0,6.954,1.0,2.275,1.0,2.275,0.136,0.073,4.683,19.602,19.602,19.602,19.602,19.602,20.029,3.955,3.571,146.101,5.18,19174.4,10284.0,3.722,19.425,27.297,14.008,4.915,0.098,30.881,4.158,3.669,3.915,20.121,63.5,4.828,88.277,195.12,1.918,50.52,4.179,4.117,28665.0,16738.0,5.955
5.0,0.648,0.858,0.727,4.612,1.135,1.043,1.179,2.061,0.744,4.841,16.0,4.819,1.09,1.675,1.675,0.163,15.205,15.854,10.464,35.704,4.842,6854.0,3.702,-0.52,3.791,939.0,6.692,0.74,1.602,0.74,1.602,0.153,-0.37,4.539,17.533,17.533,17.533,17.533,17.533,17.81,3.777,3.571,118.82,5.086,11865.8,6548.0,3.744,22.914,23.89,12.296,4.74,0.113,26.033,3.855,3.676,3.717,17.225,54.0,4.611,77.271,159.72,1.839,43.247,3.997,3.968,19534.0,11139.0,5.622
5.0,0.89,0.618,0.6,4.824,1.535,1.392,1.417,2.546,1.042,5.057,18.5,5.039,1.43,1.936,1.936,0.149,17.408,21.284,11.043,52.559,5.053,10261.0,3.936,-0.238,3.935,1395.0,8.934,0.618,0.791,0.618,0.791,0.14,0.063,4.949,19.24,19.24,19.24,19.24,19.24,19.62,3.954,3.851,148.127,5.199,20612.1,10241.0,3.895,29.772,27.641,13.85,5.221,0.104,32.648,4.03,3.927,3.997,21.129,63.5,4.825,87.002,203.264,1.836,56.178,4.238,4.082,26966.0,16865.0,5.954
4.0,0.714,0.853,0.584,4.81,1.309,1.069,1.41,2.207,1.182,5.089,19.0,5.909,1.381,1.762,1.762,0.148,18.156,20.879,12.658,52.144,5.008,9971.0,4.043,-0.08,3.974,1486.0,10.632,0.705,1.184,0.705,1.184,0.146,0.182,4.756,20.231,20.231,20.231,20.231,20.231,21.081,3.978,3.89,147.354,5.216,20207.6,9964.0,3.981,30.36,27.527,14.245,4.929,0.098,31.467,3.953,3.961,4.091,20.476,63.5,4.82,91.017,189.959,1.778,52.451,4.152,4.097,28979.0,17099.0,5.793
5.0,1.011,1.859,1.24,4.986,1.655,1.617,1.742,2.624,2.367,5.12,26.0,7.533,1.618,2.358,2.358,0.105,22.984,28.063,15.708,64.222,5.172,30303.0,5.12,0.902,4.24,3850.0,12.359,1.427,3.38,1.427,3.38,0.102,1.168,4.952,26.703,26.703,26.703,26.703,26.703,27.495,4.277,4.146,231.191,5.446,61875.3,28660.0,4.243,35.717,36.86,19.231,5.129,0.069,42.533,4.34,4.213,4.422,28.114,87.833,5.283,133.238,263.751,2.009,67.232,4.395,4.421,99733.0,52166.0,6.269
5.292,1.298,1.78,1.157,4.747,1.738,2.602,1.818,2.66,2.248,4.874,25.75,6.477,1.646,2.468,2.468,0.113,20.926,24.82,13.55,57.142,4.941,23805.0,4.726,0.82,3.988,2716.0,9.222,1.243,3.148,1.243,3.148,0.112,0.864,4.741,24.01,24.01,24.01,24.01,24.01,25.018,4.103,3.859,207.618,5.441,46955.7,22456.0,3.946,18.967,34.306,17.469,4.935,0.073,40.552,4.275,3.832,4.997,26.372,87.0,5.178,112.888,205.977,1.935,56.083,4.241,4.34,101580.0,46668.0,6.253
5.0,1.019,1.5,1.0,4.877,1.694,1.582,1.725,2.628,1.524,5.109,22.75,6.359,1.664,2.251,2.251,0.116,20.203,22.356,13.122,47.709,5.098,17151.0,4.587,0.213,4.088,2224.0,9.816,1.0,2.275,1.0,2.275,0.106,0.716,4.828,22.375,22.375,22.375,22.375,22.375,23.1,4.169,4.061,176.508,5.264,31258.6,15830.0,4.069,32.442,31.013,16.013,5.024,0.079,35.733,4.138,4.188,3.92,22.786,71.0,5.01,104.552,226.535,1.851,61.054,4.36,4.231,40945.0,24682.0,5.917
5.0,0.782,0.809,0.67,4.517,1.179,1.248,1.146,2.121,1.019,4.81,18.25,5.303,1.158,1.829,1.829,0.149,16.606,18.454,11.14,42.516,4.719,10560.0,4.038,-0.327,3.762,1276.0,7.608,0.703,1.687,0.703,1.687,0.132,-0.064,4.617,18.886,18.886,18.886,18.886,18.886,19.161,3.727,3.736,141.664,5.127,18665.1,9927.0,3.782,21.817,26.964,13.527,4.86,0.111,29.267,3.872,3.821,3.826,19.562,59.5,4.779,84.009,183.694,1.925,50.789,4.158,4.071,24984.0,15428.0,5.824
5.0,0.64,1.0,0.905,4.608,1.193,1.055,1.212,2.042,0.928,4.872,18.5,5.188,1.167,1.82,1.82,0.159,15.811,15.558,10.787,33.517,4.774,7600.0,3.774,-0.375,3.901,888.0,6.236,1.0,2.136,1.0,2.136,0.162,-0.32,4.563,18.154,18.154,18.154,18.154,18.154,18.623,3.948,3.738,123.326,5.053,12408.6,6991.0,3.88,21.923,24.334,12.793,4.716,0.107,26.9,3.93,3.843,3.806,17.51,57.0,4.672,80.996,158.561,1.943,42.691,3.993,4.024,20994.0,11755.0,5.74
8.824,1.234,1.615,1.094,5.071,2.16,2.182,2.233,2.672,1.682,5.224,26.0,7.0,1.928,2.367,2.367,0.111,23.06,27.804,14.877,68.063,5.299,25853.0,4.884,0.601,4.15,3096.0,12.549,1.156,2.634,1.156,2.634,0.099,0.965,5.069,25.347,25.347,25.347,25.347,25.347,26.304,4.289,3.971,216.585,5.463,53167.0,24738.0,4.093,36.067,35.406,18.228,5.294,0.075,43.276,4.301,4.011,4.378,27.123,86.0,5.215,116.519,255.24,1.967,69.392,4.457,4.36,77109.0,43069.0,6.174
5.0,1.104,1.688,1.294,4.826,1.571,1.806,1.576,2.721,2.459,5.158,27.5,7.614,1.672,2.473,2.473,0.106,24.093,27.208,15.772,57.905,5.007,34297.0,5.281,0.986,4.067,3720.0,11.488,1.332,3.584,1.332,3.584,0.108,1.0,4.877,26.969,26.969,26.969,26.969,26.969,27.843,4.221,4.11,233.874,5.471,65900.8,31501.0,4.113,32.686,37.309,19.314,5.083,0.074,43.333,4.326,4.199,4.249,27.692,87.0,5.285,126.188,281.202,1.964,72.483,4.508,4.43,86492.0,50293.0,6.168
6.4,0.873,1.631,1.187,4.939,1.724,1.408,1.902,2.292,1.976,5.112,21.25,6.274,1.722,2.292,2.292,0.128,19.019,19.56,13.169,41.084,5.16,13926.0,4.272,0.475,4.207,1712.0,7.783,1.246,2.796,1.246,2.796,0.127,0.779,4.844,22.334,22.334,22.334,22.334,22.334,22.828,4.241,4.08,164.518,5.241,24386.6,12715.0,4.176,28.147,29.233,15.708,5.024,0.087,31.767,4.247,4.185,4.09,21.656,67.5,4.97,101.363,208.835,1.986,52.974,4.231,4.227,35174.0,20372.0,5.797
5.0,0.843,1.0,0.902,4.692,1.357,1.327,1.286,2.472,1.427,4.963,19.75,5.49,1.34,1.948,1.948,0.136,17.901,21.378,11.629,47.079,4.901,12062.0,4.095,0.141,3.908,1486.0,9.103,0.934,2.136,0.934,2.136,0.126,0.165,4.725,20.068,20.068,20.068,20.068,20.068,20.687,4.105,3.828,154.477,5.194,22407.8,11474.0,3.904,30.777,28.367,14.436,4.942,0.089,32.852,4.366,3.926,4.324,21.25,65.667,4.88,96.919,211.298,1.932,52.832,4.188,4.132,37175.0,20405.0,6.028
5.0,0.876,1.257,0.904,4.947,1.668,1.33,1.663,2.644,1.45,5.08,21.25,6.062,1.574,2.152,2.152,0.133,19.446,24.473,13.049,63.824,5.136,13567.0,4.201,0.127,4.168,2119.0,11.111,0.965,1.909,0.965,1.909,0.131,0.32,4.91,21.963,21.963,21.963,21.963,21.963,22.598,4.198,4.042,174.212,5.338,29265.6,13649.0,4.149,32.228,30.485,15.816,5.104,0.089,35.333,4.193,4.09,4.368,23.957,72.333,5.008,102.829,230.742,1.908,56.836,4.23,4.212,45041.0,25112.0,6.105
5.0,0.605,0.809,0.552,4.455,1.034,0.945,0.939,2.149,0.965,4.589,17.5,4.739,0.94,1.883,1.883,0.165,15.084,16.824,10.253,37.718,4.606,7175.0,3.644,-0.284,3.79,1004.0,6.595,0.598,1.496,0.598,1.496,0.168,-0.226,4.542,17.715,17.715,17.715,17.715,17.715,18.205,4.045,3.67,123.913,5.058,12656.3,6867.0,3.739,16.736,24.403,12.597,4.731,0.112,26.519,4.124,3.745,3.916,18.259,56.333,4.674,82.218,163.743,1.947,41.687,3.95,4.001,22170.0,12194.0,5.74
5.0,0.931,1.789,1.266,5.519,2.715,1.576,2.852,2.483,2.206,5.634,23.75,6.631,2.485,2.106,2.106,0.121,21.264,22.293,13.939,46.46,5.746,15429.0,4.226,0.812,4.634,1438.0,8.795,1.309,2.941,1.309,2.941,0.118,1.079,5.455,23.93,23.93,23.93,23.93,23.93,24.38,4.55,4.453,181.497,5.311,28638.5,14253.0,4.625,51.171,30.705,17.008,5.667,0.085,36.8,4.46,4.565,4.232,24.104,75.0,5.11,106.451,227.108,1.961,62.992,4.372,4.308,36566.0,22158.0,6.081
5.0,0.856,1.0,0.946,4.822,1.383,1.327,1.377,2.316,1.471,4.957,21.25,6.022,1.332,1.925,1.925,0.135,19.212,22.028,12.772,49.422,5.037,13808.0,4.318,0.236,3.955,1793.0,10.42,1.0,2.136,1.0,2.136,0.133,0.34,4.855,21.3,21.3,21.3,21.3,21.3,22.231,3.998,3.875,162.713,5.232,25978.8,13112.0,3.93,28.621,29.48,15.135,5.07,0.089,34.6,4.063,3.938,4.092,21.631,68.833,4.92,99.806,205.859,1.945,55.945,4.233,4.172,42102.0,23153.0,6.01
5.26,1.057,1.75,1.197,5.016,1.798,1.689,1.761,2.462,2.5,5.125,24.75,7.248,1.59,2.32,2.32,0.105,22.252,24.883,15.065,57.104,5.264,25355.0,4.937,0.958,4.179,2915.0,11.508,1.238,2.792,1.238,2.792,0.097,0.965,4.967,25.256,25.256,25.256,25.256,25.256,25.762,4.135,4.067,208.703,5.388,48375.0,23469.0,4.136,29.721,34.613,18.03,5.186,0.07,38.767,4.145,4.166,3.963,25.614,78.5,5.178,112.246,239.113,1.994,67.643,4.443,4.35,58418.0,35900.0,6.061
4.0,0.519,-0.038,-0.028,4.4,0.974,0.886,0.895,1.8,0.562,4.542,15.0,4.62,0.824,1.504,1.504,0.175,14.337,14.34,9.684,31.605,4.581,5444.0,3.526,-0.716,3.703,696.0,6.09,-0.029,-0.076,-0.029,-0.076,0.163,-0.546,4.486,16.052,16.052,16.052,16.052,16.052,16.394,3.749,3.345,105.068,4.896,8784.54,5114.0,3.569,16.391,22.063,11.326,4.663,0.121,23.9,3.795,3.501,3.674,15.648,49.5,4.496,70.928,127.593,1.868,40.153,3.901,3.894,13788.0,8242.0,5.624
