pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
9.0,12,0.63,35,6,6.397,0.68,2,3.415,40.46,3.916,0.424,8,4.56,4,4,123.613,2.012,2.975,2,-0.009,0,0,0.055,0.015,5.326,8,0.072,4.645,4.645,24.982,2,3.8,3.213,2.439,0.5,1.599,1.599,18.996,2.596,6.258,1.593,4.513,4.513,4,17.844,6,6.519,2,2.367,0.391,0.229,5.966,3.597,1.872,3.716,5.716,3.716,1,0,0.146,6.551,6,3.981,5.288,4.483
7.991,13,0.75,36,6,3.26,0.612,2,3.363,29.309,3.904,0.419,2,4.572,4,4,83.5,1.971,2.936,1,-0.067,0,0,-0.472,-0.031,5.391,4,0.064,4.514,4.514,27.712,1,3.779,2.956,2.361,0.67,1.571,1.571,20.552,2.569,6.148,1.566,3.814,3.814,4,18.982,2,6.435,1,2.458,0.381,0.255,6.061,3.532,1.616,3.718,5.718,3.718,0,0,0.166,6.484,3,3.836,5.156,4.473
8.854,13,0.75,35,6,3.254,0.598,2,3.364,28.715,3.903,0.417,2,4.573,4,4,82.704,1.97,2.918,1,-0.061,0,0,-0.465,-0.032,5.293,4,0.066,4.514,4.514,24.906,1,3.779,2.952,2.26,0.67,1.565,1.565,19.136,2.562,6.095,1.557,3.782,3.782,4,17.044,2,6.387,1,2.298,0.367,0.256,6.031,3.529,1.498,3.718,5.718,3.718,0,0,0.167,6.426,3,3.808,5.139,4.414
10.0,11,0.63,29,5,5.696,2.219,2,3.815,89.749,3.911,0.418,9,4.609,4,4,361.557,2.12,3.101,2,0.023,1,1,0.189,0.03,5.278,8,0.068,5.325,5.325,20.752,2,3.796,3.271,2.48,0.67,1.607,1.607,17.367,2.592,7.122,1.58,4.547,4.547,4,16.616,6,6.735,2,3.721,3.057,0.265,5.951,3.954,1.682,3.714,5.714,3.714,1,1,0.17,6.706,6,4.328,5.26,4.37
10.0,12,0.63,35,6,7.127,0.692,2,3.454,36.647,3.919,0.42,13,4.596,4,4,98.262,2.309,3.253,2,0.016,1,1,0.025,0.016,5.545,9,0.065,6.023,6.023,33.903,2,3.872,3.411,2.588,0.5,1.862,1.862,22.005,2.841,6.414,1.815,5.325,5.325,4,24.256,8,6.566,2,2.598,0.59,0.227,6.109,4.016,2.009,3.714,5.714,3.714,1,1,0.145,6.588,6,4.334,5.357,4.603
5.979,10,0.88,23,4,3.307,0.381,2,2.828,18.594,3.826,0.43,3,4.57,7,5,37.02,1.443,2.464,1,-0.041,0,0,-0.514,-0.013,5.562,4,0.058,3.89,3.89,29.791,1,3.61,2.668,1.911,0.83,1.298,1.298,24.122,2.295,6.246,1.293,3.401,3.401,7,20.416,3,6.298,1,2.766,0.359,0.33,5.778,3.125,0.912,3.733,5.733,3.733,0,0,0.216,6.351,3,3.526,4.956,4.563
6.284,7,1.0,24,4,2.951,0.314,0,2.791,23.355,3.811,0.432,3,4.093,0,0,61.345,1.701,2.667,1,-0.095,0,0,-0.419,-0.036,4.483,3,0.035,2.99,2.99,10.492,1,3.695,2.848,1.883,1.0,1.0,1.0,8.245,2.0,5.494,1.0,2.162,2.162,0,7.413,2,6.054,1,1.019,0.173,0.296,5.147,2.897,0.995,3.619,5.619,3.619,0,0,0.187,6.046,3,3.247,4.942,3.807
6.066,10,0.88,23,4,3.273,0.371,2,2.789,18.286,3.826,0.427,3,4.57,7,5,37.406,1.347,2.362,1,-0.041,0,0,-0.507,-0.007,5.376,4,0.06,3.676,3.676,25.578,1,3.609,2.654,1.886,0.83,1.288,1.288,20.874,2.275,6.102,1.269,3.399,3.399,7,17.525,2,6.271,1,2.402,0.331,0.328,5.71,3.096,0.887,3.732,5.732,3.732,0,0,0.214,6.315,3,3.518,4.934,4.449
6.369,11,0.63,29,5,0.0,0.438,0,3.065,20.194,3.891,0.427,0,4.559,7,5,43.934,1.879,2.823,0,-0.084,0,0,-0.935,-0.061,5.852,0,0.05,4.714,4.714,43.174,0,3.774,3.058,2.31,0.67,1.535,1.535,31.673,2.526,6.499,1.517,3.897,3.897,7,29.921,0,6.454,0,3.681,0.416,0.291,6.215,3.443,1.5,3.744,5.744,3.744,0,0,0.192,6.52,0,3.719,5.139,4.833
6.662,10,0.88,23,4,0.0,0.381,0,2.597,16.276,3.831,0.428,0,4.557,6,4,37.886,1.316,2.316,0,-0.095,0,0,-0.922,-0.052,5.417,0,0.043,3.413,3.413,26.146,0,3.613,2.636,1.863,0.83,1.173,1.173,19.805,2.164,6.002,1.16,2.977,2.977,6,17.907,0,6.33,0,2.283,0.282,0.323,5.743,3.136,0.869,3.72,5.72,3.72,0,0,0.21,6.343,0,3.367,4.913,4.406
6.662,10,0.88,23,4,3.381,0.362,0,2.579,16.752,3.828,0.428,2,4.53,6,4,35.648,1.302,2.303,1,-0.06,0,0,-0.5,-0.03,5.353,4,0.063,3.402,3.402,24.402,1,3.61,2.603,1.799,0.83,1.063,1.063,18.601,2.056,5.952,1.054,2.709,2.709,6,16.675,2,6.253,1,2.148,0.271,0.323,5.642,2.973,0.804,3.714,5.714,3.714,0,0,0.21,6.272,3,3.182,4.875,4.339
5.857,10,0.88,23,4,0.0,0.451,0,2.696,18.652,3.833,0.43,0,4.561,7,5,44.423,1.58,2.589,0,-0.06,0,0,-0.927,-0.019,5.565,0,0.04,4.245,4.245,30.24,0,3.617,2.654,1.919,0.83,1.308,1.308,25.226,2.308,6.27,1.308,3.411,3.411,7,20.766,0,6.407,0,2.879,0.377,0.327,5.866,3.179,0.928,3.738,5.738,3.738,0,0,0.213,6.483,0,3.609,4.97,4.623
6.553,10,0.88,23,4,3.446,0.408,0,2.718,18.232,3.828,0.43,3,4.533,7,5,37.575,1.387,2.387,1,-0.048,0,0,-0.514,-0.029,5.597,4,0.059,3.89,3.89,30.215,1,3.611,2.668,1.911,0.83,1.298,1.298,24.646,2.295,6.268,1.293,3.401,3.401,7,20.687,3,6.331,1,2.82,0.366,0.33,5.778,3.125,0.912,3.733,5.733,3.733,0,0,0.216,6.395,3,3.526,4.934,4.587
6.553,10,0.88,23,4,3.412,0.394,0,2.688,18.099,3.828,0.427,3,4.533,7,5,37.873,1.322,2.322,1,-0.046,0,0,-0.507,-0.023,5.417,4,0.061,3.676,3.676,26.126,1,3.611,2.652,1.886,0.83,1.288,1.288,21.414,2.275,6.127,1.269,3.399,3.399,7,17.887,2,6.308,1,2.457,0.338,0.328,5.71,3.096,0.887,3.732,5.732,3.732,0,0,0.214,6.355,3,3.518,4.913,4.474
5.873,9,0.88,30,5,0.0,0.246,2,2.755,16.945,3.806,0.426,0,4.502,0,0,44.309,1.91,2.779,0,-0.178,0,0,-0.888,-0.142,4.456,0,0.034,3.683,3.683,11.14,0,3.694,3.031,2.001,1.0,1.275,1.275,8.835,2.256,5.455,1.249,2.852,2.852,0,7.99,0,6.041,0,1.083,0.126,0.257,5.357,3.168,1.506,3.619,5.619,3.619,0,0,0.162,5.97,0,3.423,5.07,3.883
6.26,9,0.88,30,5,0.0,0.23,2,2.757,17.408,3.811,0.426,0,4.41,0,0,42.165,2.087,2.91,0,-0.206,0,0,-0.888,-0.168,4.422,0,0.034,3.684,3.684,10.656,0,3.7,3.031,1.891,1.0,1.37,1.37,8.622,2.36,5.413,1.355,3.02,3.02,0,7.612,0,6.014,0,1.042,0.117,0.249,5.308,3.151,1.24,3.619,5.619,3.619,0,0,0.156,5.934,0,3.337,5.07,3.852
5.0,7,1.0,23,4,0.0,0.201,0,2.551,13.545,3.687,0.424,0,4.243,0,0,34.426,0.987,2.118,0,-0.201,0,0,-0.851,-0.149,4.003,0,0.048,2.026,2.026,7.473,0,3.633,2.321,1.321,1.0,0.618,0.618,7.189,1.462,5.023,0.506,1.372,1.372,0,6.506,0,5.8,0,0.755,0.093,0.356,5.147,2.417,0.334,3.619,5.619,3.619,0,0,0.236,5.752,0,3.0,4.777,3.579
5.0,6,1.0,18,3,0.0,0.09,0,2.004,14.478,3.439,0.434,2,4.092,0,0,26.59,-0.397,1.043,1,-0.084,0,0,-0.371,-0.077,2.894,2,0.085,-0.783,-0.783,1.537,1,3.29,1.953,0.137,1.0,-0.415,-0.415,2.908,0.585,4.717,-0.415,-1.097,-1.097,0,1.448,2,5.347,0,0.344,0.113,0.438,4.205,1.375,-1.14,3.165,5.165,3.165,0,0,0.296,5.154,1,2.0,4.522,2.859
5.495,10,1.0,23,4,0.0,0.629,1,3.466,30.373,3.628,0.422,2,4.607,4,4,115.895,1.285,2.327,1,-0.029,0,0,-0.396,-0.029,4.65,2,0.082,3.021,3.021,11.885,1,3.476,2.503,1.287,1.0,0.787,0.787,10.472,1.795,5.802,0.792,1.995,1.995,4,7.997,4,6.223,0,1.266,0.394,0.37,5.602,2.682,0.293,3.737,5.737,3.737,0,0,0.249,6.364,0,3.069,4.875,4.007
7.523,3,1.0,18,3,0.0,0.36,0,2.384,35.522,3.835,0.447,2,4.214,1,1,86.666,1.5,2.5,1,-0.15,0,0,-0.396,-0.112,4.142,2,0.062,2.275,2.275,7.343,1,3.685,2.5,1.933,1.0,1.0,1.0,7.548,2.0,5.763,1.0,2.186,2.186,1,5.657,1,6.039,0,0.868,0.417,0.328,4.394,2.147,1.0,3.082,5.082,3.082,0,0,0.205,5.766,1,3.247,4.836,3.601
7.456,3,0.88,18,3,0.0,0.58,0,3.275,42.767,3.828,0.444,2,4.317,0,0,110.94,1.5,2.557,1,-0.289,0,0,-0.346,-0.262,3.95,2,0.057,2.435,2.435,4.885,1,3.805,2.82,2.0,1.0,1.0,1.0,6.363,2.0,5.806,1.0,2.275,2.275,0,4.575,1,6.016,0,0.678,0.549,0.322,4.575,2.375,1.441,3.084,5.084,3.084,0,0,0.201,5.784,1,3.414,4.966,3.597
7.523,3,0.88,18,3,0.0,0.996,0,3.551,63.045,3.847,0.441,2,4.372,0,0,210.067,1.5,2.512,1,-0.256,0,0,-0.336,-0.231,4.072,2,0.062,2.372,2.372,5.076,1,3.775,2.822,2.0,0.83,1.0,1.0,6.679,2.0,6.237,1.0,2.275,2.275,0,5.035,1,6.277,0,0.963,1.017,0.31,4.615,2.762,1.5,3.089,5.089,3.089,0,0,0.192,5.939,1,3.414,5.034,3.6
4.824,10,1.0,24,4,0.0,0.448,0,3.289,22.195,3.61,0.418,0,4.527,4,5,56.074,0.794,1.834,0,-0.076,0,0,-0.858,-0.046,4.635,0,0.051,1.943,1.943,11.321,0,3.458,2.218,1.21,0.83,0.37,0.37,10.043,1.38,5.601,0.37,0.88,0.88,5,7.569,0,6.161,0,1.229,0.287,0.379,5.421,2.783,0.192,3.674,5.674,3.674,0,0,0.257,6.155,0,3.048,4.762,3.92
5.398,10,1.0,24,4,0.0,0.45,0,2.616,20.721,3.617,0.418,2,4.525,4,5,50.37,0.789,1.82,1,-0.07,0,0,-0.412,-0.045,4.72,2,0.065,1.943,1.943,12.102,1,3.439,2.218,1.166,0.83,0.37,0.37,10.653,1.374,5.626,0.367,0.88,0.88,5,8.036,3,6.17,0,1.287,0.298,0.379,5.421,2.783,0.18,3.672,5.672,3.672,0,0,0.257,6.161,2,3.048,4.736,3.956
6.959,10,0.88,23,4,0.0,0.695,1,3.295,31.078,3.83,0.429,2,4.406,4,4,102.577,1.605,2.707,1,-0.034,0,0,-0.448,0.0,5.408,2,0.049,3.931,3.931,25.961,1,3.656,2.732,2.067,0.83,1.232,1.232,20.173,2.241,6.18,1.229,2.961,2.961,4,17.446,2,6.403,0,2.336,0.416,0.322,5.826,3.021,1.156,3.674,5.674,3.674,0,0,0.209,6.461,1,3.748,4.997,4.412
4.921,10,1.0,23,4,0.0,0.483,0,2.648,20.98,3.581,0.415,3,4.549,4,5,54.997,0.723,1.769,1,-0.079,0,0,-0.399,-0.042,4.586,3,0.068,1.786,1.786,10.403,1,3.404,2.163,1.029,0.83,0.348,0.348,9.076,1.356,5.52,0.346,0.811,0.811,5,6.923,2,6.152,0,1.116,0.276,0.39,5.366,2.46,0.023,3.691,5.691,3.691,0,0,0.267,6.123,2,3.008,4.71,3.833
4.495,10,1.0,24,4,0.0,0.419,1,2.669,21.293,3.61,0.418,2,4.562,3,4,51.874,0.797,1.834,1,-0.073,0,0,-0.412,-0.047,4.624,2,0.064,1.943,1.943,11.359,1,3.434,2.226,1.166,0.83,0.37,0.37,10.041,1.374,5.588,0.367,0.88,0.88,4,7.6,3,6.134,0,1.217,0.28,0.379,5.421,2.783,0.181,3.672,5.672,3.672,0,0,0.257,6.118,2,3.048,4.762,3.913
5.602,6,0.88,18,3,0.0,0.177,0,2.449,17.704,3.438,0.432,2,4.123,0,0,35.068,-0.112,1.203,1,-0.085,0,0,-0.334,-0.089,2.944,2,0.078,-0.22,-0.22,1.475,1,3.449,1.966,0.279,1.0,-0.396,-0.396,3.268,0.601,4.838,-0.389,-1.099,-1.099,0,1.684,2,5.4,0,0.332,0.172,0.427,4.466,1.736,-0.794,3.168,5.168,3.168,0,0,0.286,5.232,1,2.294,4.575,2.972
7.456,3,0.88,18,3,0.0,0.157,0,2.451,18.084,3.829,0.448,2,4.081,0,0,33.078,1.5,2.5,1,-0.119,0,0,-0.412,-0.059,3.912,2,0.046,2.275,2.275,5.74,1,3.734,2.5,1.273,1.0,1.0,1.0,6.204,2.0,5.176,1.0,2.136,2.136,0,4.553,1,5.548,0,0.716,0.138,0.313,4.29,2.0,0.377,2.805,4.805,2.805,0,0,0.193,5.336,1,2.693,4.766,3.456
6.0,3,1.0,18,3,0.0,0.632,0,3.546,49.09,3.841,0.445,4,4.297,0,0,142.762,1.5,2.5,2,-0.264,0,0,0.212,-0.229,4.051,4,0.087,2.275,2.275,5.095,2,3.766,2.781,2.0,1.0,1.0,1.0,6.432,2.0,6.039,1.0,2.275,2.275,0,4.81,2,6.156,0,0.761,0.69,0.312,4.575,2.456,1.5,3.087,5.087,3.087,0,0,0.193,5.846,2,3.414,5.007,3.597
7.42,3,0.88,18,3,0.0,0.902,0,3.551,64.354,3.846,0.441,2,4.366,0,0,190.557,1.607,2.579,1,-0.255,0,0,-0.336,-0.244,4.203,2,0.062,2.623,2.623,5.325,1,3.773,2.817,2.0,0.83,1.0,1.0,6.702,2.0,5.993,1.0,2.275,2.275,0,5.809,1,6.257,0,1.017,0.716,0.318,4.673,2.731,1.5,3.099,5.099,3.099,0,0,0.198,6.009,1,3.414,5.034,3.656
6.511,7,1.0,24,4,0.0,0.4,1,3.321,35.808,3.794,0.433,2,4.255,0,0,79.181,1.71,2.723,2,-0.212,0,0,0.212,-0.148,4.269,2,0.046,3.311,3.311,7.233,2,3.716,2.875,2.0,1.0,1.105,1.105,7.124,2.117,5.541,1.104,2.782,2.782,0,5.86,0,6.057,0,0.864,0.278,0.284,5.193,2.782,1.465,3.146,5.146,3.146,0,0,0.178,5.913,1,3.414,5.004,3.716
7.276,3,1.0,18,3,0.0,0.29,0,2.427,28.636,3.828,0.447,2,4.103,0,0,56.122,1.5,2.5,1,-0.248,0,0,-0.383,-0.18,3.879,2,0.047,2.275,2.275,4.83,1,3.737,2.5,1.85,1.0,1.0,1.0,5.922,2.0,5.526,1.0,2.136,2.136,0,4.213,1,5.762,0,0.686,0.326,0.322,4.344,2.0,1.219,3.043,5.043,3.043,0,0,0.201,5.502,1,2.807,4.832,3.466
6.959,3,0.88,18,3,0.0,0.323,0,3.52,37.046,3.863,0.441,2,4.372,0,0,84.207,1.5,2.512,1,-0.083,0,0,-0.439,-0.059,4.327,2,0.052,2.372,2.372,7.444,1,3.777,2.822,2.0,0.83,1.0,1.0,7.39,2.0,5.915,1.0,2.275,2.275,0,6.493,1,6.189,0,0.865,0.378,0.31,4.615,2.762,1.5,3.317,5.317,3.317,0,0,0.192,5.907,1,3.414,5.034,3.721
6.764,10,1.0,23,4,3.238,0.749,1,3.38,34.333,3.803,0.418,8,4.624,4,4,110.182,1.272,2.296,2,0.0,0,0,0.141,0.011,5.268,5,0.074,3.148,3.148,21.528,2,3.615,2.652,1.691,1.0,1.032,1.032,17.079,2.033,6.063,1.026,2.835,2.835,5,14.254,4,6.402,1,1.99,0.38,0.342,5.765,3.057,0.706,3.73,5.73,3.73,0,0,0.225,6.439,5,3.367,4.963,4.28
7.301,10,0.88,23,4,0.0,0.696,2,3.209,31.699,3.829,0.429,2,4.322,5,5,109.792,1.664,2.732,1,-0.028,0,0,-0.448,0.003,5.408,2,0.049,3.931,3.931,25.961,1,3.656,2.753,2.067,0.83,1.232,1.232,20.057,2.241,6.179,1.229,2.961,2.961,5,17.446,2,6.416,0,2.324,0.413,0.322,5.826,3.021,1.153,3.674,5.674,3.674,0,0,0.209,6.468,1,3.748,4.997,4.406
5.658,10,0.88,23,4,0.0,0.776,0,3.399,33.158,3.835,0.427,2,4.549,6,6,106.047,1.6,2.603,1,-0.032,0,0,-0.457,-0.003,5.57,2,0.049,4.0,4.0,28.793,1,3.655,2.732,2.138,0.83,1.271,1.271,22.744,2.279,6.339,1.263,2.994,2.994,6,19.145,2,6.536,0,2.622,0.527,0.327,5.905,3.173,1.175,3.724,5.724,3.724,0,0,0.214,6.585,1,3.83,5.004,4.536
7.523,3,0.88,18,3,0.0,0.792,0,2.967,52.119,3.848,0.441,2,4.355,0,0,162.407,1.5,2.5,1,-0.146,0,0,-0.358,-0.121,4.091,2,0.06,2.275,2.275,5.672,1,3.772,2.821,2.0,0.83,1.0,1.0,7.311,2.0,5.851,1.0,2.275,2.275,0,5.3,1,6.155,0,1.081,0.774,0.302,4.575,2.639,1.5,3.047,5.047,3.047,0,0,0.186,5.836,1,3.414,4.98,3.59
8.0,4,1.0,17,3,0.0,0.523,0,2.741,23.441,3.6,0.444,1,4.129,0,0,57.034,1.457,2.495,1,-0.062,0,0,-0.326,-0.067,4.288,1,-0.003,2.136,2.136,8.345,1,3.541,2.5,1.304,1.0,0.567,0.567,6.511,1.496,5.566,0.52,1.392,1.392,0,6.337,2,5.706,0,0.841,0.643,0.37,4.466,2.24,0.485,3.125,5.125,3.125,0,0,0.24,5.681,0,2.654,4.779,3.536
6.77,10,0.88,23,4,0.0,0.73,1,3.432,33.415,3.831,0.426,2,4.627,4,4,111.016,1.732,2.732,1,-0.028,0,0,-0.465,0.001,5.605,2,0.046,4.0,4.0,30.862,1,3.656,2.81,2.145,0.83,1.28,1.28,24.337,2.289,6.451,1.272,3.135,3.135,4,20.587,2,6.526,0,2.818,0.613,0.332,5.991,3.509,1.192,3.738,5.738,3.738,0,0,0.218,6.588,1,3.914,5.075,4.601
6.921,5,1.0,23,4,0.0,0.632,0,3.277,43.132,3.846,0.436,2,4.332,0,0,100.975,1.5,2.58,1,-0.251,0,0,-0.358,-0.227,4.094,2,0.042,2.673,2.673,4.948,1,3.776,2.861,2.0,1.0,1.0,1.0,6.475,2.0,5.857,1.0,2.275,2.275,0,4.964,1,6.043,0,0.772,0.612,0.271,4.828,3.01,1.486,3.093,5.093,3.093,0,0,0.168,5.809,1,3.414,5.021,3.624
7.638,3,1.0,18,3,0.0,0.28,0,2.627,28.333,3.835,0.449,2,4.036,0,0,54.459,1.5,2.5,1,-0.112,0,0,-0.396,-0.036,3.984,1,0.044,2.275,2.275,5.576,1,3.738,2.501,1.952,1.0,1.0,1.0,6.492,2.0,5.264,1.0,2.274,2.274,0,4.645,2,5.746,0,0.748,0.162,0.314,4.394,2.204,1.349,3.038,5.038,3.038,0,0,0.194,5.658,1,2.822,4.856,3.543
7.456,3,0.88,18,3,0.0,0.54,0,3.064,43.087,3.828,0.444,2,4.332,0,0,108.259,1.5,2.548,1,-0.153,0,0,-0.346,-0.171,3.938,2,0.057,2.41,2.41,5.024,1,3.798,2.806,2.0,1.0,1.0,1.0,6.342,2.0,5.786,1.0,2.275,2.275,0,4.507,1,6.1,0,0.683,0.545,0.324,4.554,2.359,1.45,3.093,5.093,3.093,0,0,0.203,5.736,1,3.414,4.966,3.609
7.222,3,0.88,18,3,0.0,0.23,0,2.62,24.249,3.807,0.447,2,4.148,0,0,59.195,1.5,2.5,1,-0.085,0,0,-0.424,-0.058,4.095,2,0.062,2.275,2.275,6.206,1,3.729,2.537,2.0,1.0,1.0,1.0,5.41,2.0,5.316,1.0,2.275,2.275,0,5.31,1,5.76,0,0.629,0.052,0.322,4.489,2.0,1.472,2.961,4.961,2.961,0,0,0.2,5.594,1,2.696,4.832,3.457
7.071,3,0.88,18,3,0.0,0.415,0,2.776,32.311,3.767,0.443,2,4.308,0,0,72.743,1.5,2.5,1,-0.14,0,0,-0.356,-0.15,3.805,2,0.059,2.275,2.275,3.785,1,3.768,2.694,1.818,0.83,1.0,1.0,5.297,2.0,5.552,1.0,2.275,2.275,0,3.735,1,5.883,0,0.562,0.384,0.332,4.554,2.303,1.177,3.058,5.058,3.058,0,0,0.209,5.6,1,2.73,4.887,3.463
7.398,3,1.0,18,3,0.0,0.36,0,2.367,35.098,3.829,0.447,2,4.275,0,0,85.054,1.5,2.5,1,-0.234,0,0,-0.396,-0.195,3.907,2,0.062,2.275,2.275,5.232,1,3.737,2.5,1.933,1.0,1.0,1.0,6.096,2.0,5.718,1.0,2.186,2.186,0,4.392,1,5.96,0,0.709,0.42,0.328,4.394,2.147,1.341,3.082,5.082,3.082,0,0,0.205,5.683,1,3.247,4.894,3.509
6.509,4,1.0,17,3,0.0,0.349,0,2.553,19.062,3.576,0.441,1,3.965,0,0,48.159,1.031,2.183,1,-0.106,0,0,-0.338,-0.056,3.809,1,0.018,1.826,1.826,5.472,1,3.501,2.5,0.64,1.0,0.573,0.573,4.462,1.494,5.128,0.523,1.39,1.39,0,4.098,2,5.564,0,0.57,0.376,0.357,4.317,1.947,-0.388,3.1,5.1,3.1,0,0,0.228,5.465,0,2.307,4.71,3.249
7.523,4,1.0,17,3,0.0,0.421,0,2.664,23.083,3.574,0.445,1,4.072,0,0,34.072,1.383,2.406,2,-0.106,0,0,0.304,-0.131,4.12,2,0.036,2.136,2.136,6.626,2,3.525,2.5,1.174,1.0,0.512,0.512,6.025,1.41,5.498,0.453,1.165,1.165,0,5.217,2,5.574,0,0.777,0.6,0.364,4.369,2.0,0.336,3.023,5.023,3.023,1,0,0.235,5.45,3,2.61,4.736,3.443
7.347,3,1.0,18,3,0.0,0.5,0,2.956,40.438,3.835,0.447,2,4.085,0,0,89.952,1.5,2.501,1,-0.015,0,0,-0.37,0.065,3.997,1,0.045,2.29,2.29,5.53,1,3.741,2.837,1.963,1.0,1.0,1.0,6.565,2.0,5.415,1.0,2.275,2.275,0,4.659,1,5.997,0,0.875,0.353,0.32,4.466,2.428,1.377,3.092,5.092,3.092,0,0,0.2,5.832,1,2.849,4.894,3.586
6.883,3,1.0,18,3,0.0,0.419,0,2.612,29.188,3.85,0.449,2,4.103,0,0,65.072,1.5,2.5,1,-0.179,0,0,-0.396,-0.132,4.192,2,0.044,2.275,2.275,7.356,1,3.768,2.669,1.766,1.0,1.0,1.0,6.701,2.0,5.696,1.0,2.136,2.136,0,5.988,1,5.819,0,0.788,0.378,0.324,4.369,2.296,1.105,3.049,5.049,3.049,0,0,0.203,5.634,1,3.072,4.856,3.578
9.0,11,0.88,29,5,6.395,0.658,2,3.31,30.488,3.893,0.424,6,4.558,4,4,93.631,1.659,2.685,2,-0.04,0,0,0.129,-0.013,5.1,8,0.059,4.515,4.515,19.48,2,3.777,2.974,2.0,1.0,1.161,1.161,14.581,2.161,6.014,1.157,3.046,3.046,4,13.232,4,6.322,2,1.839,0.445,0.269,5.82,3.176,1.263,3.715,5.715,3.715,0,0,0.173,6.359,6,3.531,5.078,4.238
9.921,12,0.63,35,6,7.099,0.648,2,3.418,38.257,3.915,0.423,12,4.585,4,4,104.191,2.315,3.239,2,-0.032,1,1,0.071,-0.015,5.435,10,0.066,5.382,5.382,30.396,2,3.951,3.281,2.589,0.5,1.857,1.857,22.329,2.777,6.357,1.615,5.326,5.326,4,22.456,6,6.474,2,2.483,0.515,0.233,6.028,3.742,1.629,3.714,5.714,3.714,1,1,0.15,6.514,6,4.318,5.298,4.579
5.959,10,0.88,23,4,3.47,0.414,0,2.724,18.394,3.828,0.432,3,4.533,7,5,36.922,1.45,2.45,1,-0.044,0,0,-0.52,-0.025,5.715,4,0.057,3.98,3.98,34.802,1,3.611,2.68,2.033,0.83,1.3,1.3,26.803,2.298,6.338,1.298,3.401,3.401,7,23.915,3,6.349,1,3.098,0.398,0.329,5.835,3.137,1.036,3.733,5.733,3.733,0,0,0.216,6.416,3,3.528,4.956,4.657
5.873,11,0.63,29,5,3.342,0.39,2,3.168,20.756,3.879,0.427,3,4.571,7,5,42.611,1.92,2.836,1,-0.039,0,0,-0.538,-0.011,5.746,4,0.066,4.654,4.654,39.34,1,3.76,3.165,2.299,0.67,1.44,1.44,28.717,2.43,6.418,1.424,3.608,3.608,7,27.287,4,6.358,1,3.355,0.385,0.29,6.136,3.415,1.5,3.738,5.738,3.738,0,0,0.191,6.423,3,3.715,5.127,4.744
5.0,6,1.0,18,3,3.028,0.398,0,3.1,23.202,3.779,0.43,2,4.174,0,0,71.716,0.995,2.038,1,-0.022,0,0,-0.396,0.019,4.613,1,0.018,2.162,2.162,11.712,1,3.619,2.668,1.012,1.0,0.304,0.304,8.312,1.342,5.487,0.312,0.696,0.696,1,7.794,2,6.115,1,1.023,0.158,0.37,5.063,2.496,0.02,3.619,5.619,3.619,0,0,0.239,6.083,4,3.02,4.832,3.781
6.0,6,1.0,18,3,0.0,0.216,0,2.492,14.772,3.467,0.426,0,4.053,0,0,37.08,0.0,1.127,0,-0.15,0,0,-0.818,-0.136,2.884,0,0.021,0.0,0.0,1.966,0,3.415,1.615,0.22,0.83,-0.199,-0.199,3.869,0.68,4.761,-0.141,-0.478,-0.478,0,1.694,0,5.685,0,0.303,0.19,0.469,4.331,1.821,-0.859,3.618,5.618,3.618,0,0,0.325,5.614,0,2.191,4.538,3.185
7.735,10,0.88,23,4,0.0,0.534,0,3.1,24.355,3.846,0.439,0,4.56,3,3,57.985,1.464,2.47,0,-0.101,0,0,-0.867,-0.056,5.411,0,0.018,3.426,3.426,25.118,0,3.621,2.647,2.111,0.83,1.256,1.256,18.886,2.251,6.142,1.246,2.99,2.99,3,16.648,0,6.413,0,2.285,0.426,0.3,5.808,3.172,1.162,3.709,5.709,3.709,0,0,0.191,6.466,0,3.399,4.984,4.442
10.097,10,1.0,23,4,3.653,0.522,2,3.336,26.244,3.768,0.423,4,4.584,5,4,71.435,1.2,2.244,1,0.021,1,1,-0.446,0.019,5.09,4,0.067,2.897,2.897,18.665,1,3.575,2.627,1.618,1.0,0.922,0.922,15.314,1.924,5.889,0.92,2.488,2.488,5,12.618,4,6.255,1,1.74,0.332,0.348,5.617,2.784,0.637,3.716,5.716,3.716,1,0,0.23,6.264,3,3.174,4.875,4.163
