pXC50,S.107,C.044,NaaS,nR05,SRW05,CATS2D_04_PL,NaaN,CATS2D_05_AA,TPSA.Tot.,CATS2D_04_AP,nS,CATS2D_01_AA,P_VSA_i_1,CATS2D_02_AL,D.Dtr05,SM13_EA.bo.,MATS2m,SM12_EA.bo.,Eig01_AEA.bo.,SpMax_AEA.bo.,CATS2D_03_AP,SpMax4_Bh.m.,CATS2D_04_AA,CATS2D_03_DA,CATS2D_07_AA,SpDiam_EA.bo.,nThiazoles,SaaN,SpDiam_AEA.dm.,P_VSA_m_4,Eig02_EA.bo.,SM12_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,C.034,SaaS,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,NaaaC,JGI5,SpMax1_Bh.m.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,nHM,SpMax2_Bh.m.,D.Dtr09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,P_VSA_MR_8,Eig01_AEA.ed.,SpMax_AEA.ed.,CATS2D_07_DA,TRS,P_VSA_MR_7,SM15_EA.bo.,Rperim,CATS2D_04_DL,SRW09,SpDiam_EA.ed.,X2sol,SpMin1_Bh.v.,DLS_06,X5v,SRW07
7.62,0,0,0,1,2.398,2,0,0,177.78,0,2,0,50.999,0,71.154,20.483,-0.022,18.98,4.801,4.801,0,3.656,0,1,0,7.66,0,0.0,6.661,50.999,4.474,4.474,4.661,4.661,1,0.0,4.66,4.66,4.66,2,0.03,4.728,3.314,3.314,3.314,2,4.087,132.251,11.657,11.657,11.657,45.192,7.111,7.111,0,17,5.807,23.527,15,8,6.823,18.535,14.741,2.064,0.67,2.27,4.727
7.444,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,0,0.0,20.03,0.04,18.51,4.801,4.801,0,3.493,0,1,0,7.66,0,0.0,6.661,50.999,3.462,3.462,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.313,3.313,3.313,2,3.951,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.099,6,5,0.0,18.535,10.677,2.064,0.83,1.107,0.0
7.398,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,1,0.0,20.087,-0.028,18.586,4.801,4.801,0,3.637,0,0,0,7.66,0,0.0,6.661,50.999,3.763,3.763,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.039,4.728,3.313,3.313,3.313,2,3.983,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,12,5.807,23.137,12,9,0.0,18.535,12.48,2.065,0.83,1.538,0.0
7.959,0,0,0,1,2.398,2,0,2,211.4,0,2,0,50.999,2,99.631,20.043,0.012,18.527,4.801,4.801,0,3.643,0,3,0,7.66,0,0.0,6.661,50.999,3.494,3.494,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.026,4.728,3.314,3.314,3.314,2,3.998,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,11,5.807,23.105,11,5,6.605,18.708,14.944,2.064,0.5,2.124,4.595
7.569,0,0,0,0,0.0,2,0,7,398.49,0,2,0,50.999,4,0.0,20.054,0.018,18.543,4.801,4.801,0,3.701,0,4,0,7.66,0,0.0,6.661,50.999,3.463,3.463,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.024,4.728,3.314,3.314,3.314,2,3.963,0.0,11.657,11.657,11.657,45.192,7.111,7.111,3,6,5.807,23.11,6,5,0.0,18.536,22.897,2.064,0.17,2.534,0.0
7.886,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,0,0.0,20.033,0.078,18.513,4.801,4.801,0,3.573,0,1,0,7.66,0,0.0,6.661,50.999,3.463,3.463,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.028,4.728,3.314,3.314,3.314,2,3.957,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.1,6,7,0.0,18.535,11.608,2.064,0.83,1.379,0.0
8.0,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,0,0.0,20.033,0.076,18.513,4.801,4.801,0,3.593,0,1,0,7.66,0,0.0,6.661,50.999,3.463,3.463,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.027,4.728,3.314,3.314,3.314,2,3.958,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.1,6,8,0.0,18.536,11.749,2.064,0.83,1.497,0.0
7.77,0,0,0,0,0.0,2,0,1,199.29,0,2,0,50.999,1,0.0,20.033,-0.009,18.513,4.801,4.801,0,3.575,0,1,0,7.66,0,0.0,6.661,50.999,3.463,3.463,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.728,3.313,3.313,3.313,2,3.956,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.1,6,5,0.0,18.535,12.089,2.064,0.67,1.303,0.0
7.824,0,0,0,0,0.0,2,0,0,182.22,0,2,0,50.999,0,0.0,20.031,-0.034,18.51,4.801,4.801,0,3.513,0,1,0,7.66,0,0.0,6.661,50.999,3.462,3.462,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.031,4.728,3.313,3.313,3.313,2,3.953,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.099,6,4,0.0,18.535,10.868,2.064,0.67,1.175,0.0
8.222,0,0,0,1,2.398,2,1,2,219.77,0,2,0,50.999,1,100.08,20.055,-0.021,18.545,4.801,4.801,0,3.654,0,2,0,7.66,0,4.033,6.661,50.999,3.507,3.507,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.028,4.728,3.314,3.314,3.314,2,3.969,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,11,22.593,23.113,11,5,6.26,18.536,14.55,2.064,0.5,1.761,4.443
7.886,0,0,0,0,0.0,2,0,1,191.09,0,2,0,50.999,0,0.0,20.053,0.016,18.549,4.801,4.801,0,3.666,0,2,0,7.66,0,0.0,6.661,50.999,3.472,3.472,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.028,4.728,3.313,3.313,3.313,2,3.958,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,12,5.807,23.111,12,8,0.0,18.536,15.39,2.064,0.67,2.042,0.0
7.252,0,0,0,1,2.398,2,1,0,153.37,0,2,0,50.999,1,71.572,20.048,-0.023,18.534,4.801,4.801,0,3.644,0,0,0,7.66,0,4.102,6.661,50.999,3.48,3.48,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.313,3.313,3.313,2,3.953,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,11,22.593,23.109,11,5,6.26,18.535,11.301,2.064,0.83,1.354,4.443
6.523,0,0,0,0,0.0,2,0,0,110.78,0,1,0,5.807,4,0.0,20.285,-0.036,18.778,4.842,4.842,0,3.636,0,0,0,7.704,0,0.0,6.683,44.956,4.071,4.071,4.683,4.683,0,0.0,4.704,4.704,4.704,0,0.03,4.729,3.375,3.375,3.375,2,4.043,0.0,12.232,12.232,12.232,0.0,7.247,7.247,0,18,72.443,23.342,16,4,0.0,19.719,13.05,2.08,1.0,2.148,0.0
9.222,1,0,0,1,2.398,0,0,4,211.72,1,3,1,43.834,7,108.968,20.898,0.121,19.375,4.89,4.89,1,3.825,4,1,4,7.76,0,0.0,7.233,82.983,4.628,4.628,5.233,5.233,0,0.0,4.76,4.76,4.76,0,0.029,4.774,3.417,3.417,3.417,4,4.713,0.0,12.534,12.534,12.534,32.22,7.313,7.313,2,23,78.251,23.972,21,1,6.823,19.941,20.212,2.073,0.5,4.354,4.727
7.018,0,0,0,0,0.0,1,0,0,110.78,0,1,0,5.807,4,0.0,20.239,-0.031,18.746,4.809,4.809,0,3.659,0,0,0,7.671,0,0.0,6.663,84.105,4.072,4.072,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.033,4.73,3.326,3.326,3.326,3,4.048,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,18,111.592,23.271,16,2,0.0,18.709,14.036,2.068,1.0,2.366,0.0
7.796,1,2,1,1,2.398,0,2,1,193.9,1,2,1,37.085,7,87.802,20.22,0.117,18.718,4.81,4.81,1,3.683,3,2,2,7.673,0,6.948,6.663,76.234,4.071,4.071,4.663,4.663,0,0.665,4.673,4.673,4.673,0,0.026,4.776,3.327,3.327,3.327,3,4.046,0.0,11.699,11.699,11.699,31.278,7.118,7.118,2,17,87.758,23.259,15,1,6.605,18.726,15.546,2.038,0.83,2.532,4.595
7.745,1,2,1,2,3.045,0,3,2,186.55,1,2,1,37.085,6,95.974,20.25,0.088,18.746,4.811,4.811,1,3.341,5,4,1,7.673,0,10.693,6.663,37.085,4.148,4.148,4.663,4.663,0,0.597,4.673,4.673,4.673,0,0.029,4.776,3.337,3.337,3.337,2,4.043,83.156,11.733,11.733,11.733,31.278,7.119,7.119,0,16,73.807,23.29,14,1,7.636,18.892,12.063,1.931,0.83,1.876,5.476
7.301,0,0,0,0,0.0,3,0,0,179.32,0,2,0,11.615,4,0.0,20.934,-0.07,19.405,4.916,4.916,0,3.845,0,0,0,7.803,0,0.0,6.743,89.912,4.598,4.598,4.743,4.743,0,0.0,4.803,4.803,4.803,0,0.047,4.777,3.463,3.463,3.463,4,4.681,0.0,12.535,12.535,12.535,0.0,7.321,7.321,0,18,117.399,24.019,16,5,0.0,20.184,17.926,2.102,0.83,3.365,0.0
8.398,1,2,1,1,2.398,0,2,2,219.35,1,3,1,42.893,6,105.668,20.877,0.046,19.358,4.864,4.864,1,3.98,4,2,4,7.717,0,6.824,6.687,82.041,4.661,4.661,4.687,4.687,0,0.494,4.717,4.717,4.717,0,0.031,4.796,3.402,3.402,3.402,4,4.717,0.0,12.511,12.511,12.511,31.278,7.309,7.309,2,23,127.982,23.943,21,3,6.605,19.872,19.708,2.077,0.5,3.893,4.595
7.796,1,0,0,1,2.398,0,0,4,157.17,1,2,1,38.027,8,64.606,20.115,0.151,18.622,4.816,4.816,1,3.646,2,1,2,7.632,0,0.0,7.232,77.176,4.073,4.073,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.024,4.748,3.349,3.349,3.349,3,4.047,0.0,11.766,11.766,11.766,32.22,7.13,7.13,0,17,54.432,23.138,15,0,6.823,18.978,14.001,2.031,0.83,2.716,4.727
7.824,1,2,1,1,2.398,0,2,0,164.8,1,2,1,37.085,6,61.306,20.217,0.093,18.714,4.81,4.81,1,3.657,2,2,2,7.673,0,7.176,6.663,76.234,4.071,4.071,4.663,4.663,0,0.802,4.673,4.673,4.673,0,0.026,4.776,3.327,3.327,3.327,3,4.056,0.0,11.699,11.699,11.699,31.278,7.118,7.118,0,17,105.769,23.257,15,1,6.605,18.724,13.498,2.033,0.83,2.322,4.595
7.523,0,0,0,0,0.0,1,0,0,165.33,0,2,0,11.615,4,0.0,20.865,-0.041,19.35,4.861,4.861,0,3.758,0,0,4,7.713,0,0.0,6.687,50.764,4.657,4.657,4.687,4.687,0,0.0,4.713,4.713,4.713,0,0.031,4.752,3.399,3.399,3.399,3,4.711,0.0,12.51,12.51,12.51,0.0,7.308,7.308,2,24,94.656,23.93,22,5,0.0,19.876,19.358,2.106,0.67,3.539,0.0
6.62,0,0,0,0,0.0,2,0,0,110.78,0,1,0,5.807,4,0.0,20.184,-0.028,18.689,4.801,4.801,0,3.654,0,0,0,7.66,0,0.0,6.661,44.956,4.071,4.071,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.313,3.313,3.313,2,4.044,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,18,54.432,23.22,16,5,0.0,18.635,13.489,2.08,1.0,2.164,0.0
6.495,0,0,0,0,0.0,2,0,0,122.81,0,1,0,5.807,4,0.0,20.184,-0.044,18.689,4.801,4.801,0,3.653,0,0,0,7.66,0,0.0,6.661,44.956,4.071,4.071,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.313,3.313,3.313,2,4.043,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,18,72.321,23.22,16,7,0.0,18.635,13.489,2.069,1.0,1.988,0.0
4.0,0,0,0,2,3.045,0,0,6,143.79,1,1,0,5.569,8,84.262,19.542,0.155,18.08,4.808,4.808,0,3.311,6,2,2,6.441,0,0.0,6.282,5.569,3.826,3.826,4.413,4.413,0,0.0,4.441,4.441,4.441,0,0.038,4.709,3.759,3.759,3.759,1,3.923,145.719,15.553,15.553,15.553,0.0,8.046,8.046,1,16,5.569,22.479,12,0,7.84,24.005,13.968,1.951,0.83,2.572,5.587
4.481,0,0,0,2,3.045,0,0,5,155.82,0,1,0,5.569,8,86.04,19.515,0.151,18.058,4.808,4.808,0,3.35,2,5,2,6.424,0,0.0,6.267,5.569,3.866,3.866,4.428,4.428,0,0.0,4.424,4.424,4.424,0,0.039,4.706,3.778,3.778,3.778,1,3.942,80.733,15.651,15.651,15.651,0.0,8.063,8.063,2,16,5.569,22.443,12,0,7.934,23.993,14.326,1.935,0.67,2.473,5.638
5.971,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.38,0.068,18.904,4.801,4.801,0,3.745,0,0,0,7.661,0,0.0,6.661,5.807,4.319,4.319,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.039,4.728,3.436,3.436,3.436,1,4.059,0.0,12.581,12.581,12.581,0.0,7.307,7.307,0,24,7.707,23.4,24,2,0.0,20.428,17.034,2.158,1.0,3.487,0.0
5.709,0,0,0,0,0.0,8,0,0,72.42,0,1,0,5.807,0,0.0,20.303,-0.07,18.825,4.801,4.801,0,3.725,0,0,0,7.661,0,0.0,6.661,5.807,4.242,4.242,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.025,4.728,3.314,3.314,3.314,1,4.038,0.0,11.658,11.658,11.658,0.0,7.111,7.111,0,24,7.707,23.328,24,2,0.0,19.045,14.425,2.145,1.0,2.924,0.0
4.337,0,0,0,2,3.045,0,0,5,143.79,1,1,0,5.569,8,80.804,19.438,0.12,17.97,4.649,4.649,0,3.397,6,1,4,6.437,0,0.0,5.897,5.569,3.5,3.5,4.024,4.024,0,0.0,4.437,4.437,4.437,0,0.044,4.709,3.484,3.484,3.484,1,3.913,147.293,12.376,12.376,12.376,0.0,7.106,7.106,2,16,5.569,22.39,12,0,7.735,20.056,13.921,1.959,0.83,2.432,5.533
7.086,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.253,0.029,18.768,4.801,4.801,0,3.703,0,0,0,7.66,0,0.0,6.661,5.807,4.171,4.171,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.313,3.313,3.313,1,4.018,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,7.707,23.28,18,2,0.0,18.602,14.439,2.142,1.0,3.25,0.0
7.155,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.243,0.05,18.758,4.801,4.801,0,3.649,0,0,0,7.66,0,0.0,6.661,5.807,4.154,4.154,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.314,3.314,3.314,1,4.007,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,7.707,23.271,18,2,0.0,18.538,12.955,2.137,1.0,2.463,0.0
5.916,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.339,0.017,18.863,4.801,4.801,0,3.741,0,0,0,7.661,0,0.0,6.661,5.807,4.277,4.277,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.035,4.728,3.314,3.314,3.314,1,4.053,0.0,11.658,11.658,11.658,0.0,7.111,7.111,0,24,7.707,23.361,24,2,0.0,18.98,15.97,2.154,1.0,3.382,0.0
6.996,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.284,0.087,18.799,4.801,4.801,0,3.668,0,0,0,7.66,0,0.0,6.661,5.807,4.216,4.216,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.042,4.728,3.314,3.314,3.314,1,4.031,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,7.707,23.31,18,2,0.0,18.878,14.816,2.15,1.0,3.137,0.0
7.284,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.256,0.043,18.771,4.801,4.801,0,3.658,0,0,0,7.66,0,0.0,6.661,5.807,4.176,4.176,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.032,4.728,3.314,3.314,3.314,1,4.018,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,7.707,23.284,18,2,0.0,18.578,13.337,2.143,1.0,2.881,0.0
4.523,0,0,0,2,3.045,0,0,5,155.82,0,1,0,5.569,8,86.948,19.406,0.116,17.942,4.625,4.625,0,3.452,4,4,2,6.424,0,0.0,5.896,5.569,3.505,3.505,4.022,4.022,0,0.0,4.424,4.424,4.424,0,0.04,4.706,3.482,3.482,3.482,1,3.919,158.796,12.372,12.372,12.372,0.0,7.105,7.105,2,16,5.569,22.35,12,0,7.735,20.037,14.278,1.946,0.67,2.402,5.533
7.155,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.221,0.126,18.724,4.801,4.801,0,3.428,0,0,0,7.66,0,0.0,6.661,5.807,4.151,4.151,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.039,4.728,3.313,3.313,3.313,1,3.991,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,7.707,23.256,12,2,0.0,18.878,13.104,2.138,1.0,2.905,0.0
6.119,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.322,-0.01,18.846,4.801,4.801,0,3.747,0,0,0,7.66,0,0.0,6.661,5.807,4.256,4.256,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.032,4.728,3.313,3.313,3.313,1,4.045,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,24,7.707,23.344,24,2,0.0,18.852,15.572,2.147,1.0,3.365,0.0
7.495,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.2,0.12,18.702,4.801,4.801,0,3.36,0,0,0,7.66,0,0.0,6.661,5.807,4.113,4.113,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.038,4.728,3.313,3.313,3.313,1,3.976,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,7.707,23.236,12,2,0.0,18.681,12.174,2.13,1.0,2.451,0.0
5.977,0,0,0,0,0.0,8,0,0,72.42,0,1,0,5.807,0,0.0,20.323,-0.01,18.846,4.801,4.801,0,3.747,0,0,0,7.66,0,0.0,6.661,5.807,4.257,4.257,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.031,4.728,3.313,3.313,3.313,1,4.046,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,24,7.707,23.345,24,2,0.0,18.862,15.952,2.148,1.0,3.502,0.0
6.42,0,0,0,0,0.0,1,0,0,137.08,0,2,0,11.615,0,0.0,20.83,-0.184,19.289,4.904,4.904,0,3.377,0,0,0,7.791,0,0.0,6.737,89.912,4.584,4.584,4.737,4.737,0,0.0,4.791,4.791,4.791,0,0.055,4.779,3.447,3.447,3.447,4,4.681,0.0,12.409,12.409,12.409,0.0,7.295,7.295,0,6,89.912,23.926,6,1,0.0,20.124,11.803,2.081,1.0,2.328,0.0
5.677,0,0,0,0,0.0,8,0,0,72.42,0,1,0,5.807,0,0.0,20.327,-0.01,18.85,4.801,4.801,0,3.74,0,0,0,7.661,0,0.0,6.661,5.807,4.262,4.262,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.028,4.728,3.314,3.314,3.314,1,4.05,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,24,7.707,23.349,24,2,0.0,18.866,15.964,2.152,1.0,3.526,0.0
6.538,0,0,0,0,0.0,3,0,0,72.42,0,1,0,5.807,0,0.0,20.252,0.143,18.752,4.803,4.803,0,3.072,0,0,0,7.663,0,0.0,6.661,5.807,4.204,4.204,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.039,4.728,3.318,3.318,3.318,1,3.983,0.0,11.662,11.662,11.662,0.0,7.112,7.112,0,12,7.707,23.289,12,2,0.0,18.612,10.473,2.136,1.0,1.615,0.0
5.677,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.405,0.026,18.924,4.804,4.804,0,3.736,0,0,0,7.663,0,0.0,6.661,5.807,4.351,4.351,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.033,4.729,3.329,3.329,3.329,1,4.062,0.0,11.878,11.878,11.878,0.0,7.112,7.112,0,24,7.707,23.43,24,2,0.0,19.208,15.542,2.16,1.0,3.264,0.0
5.886,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.391,-0.004,18.911,4.803,4.803,0,3.733,0,0,0,7.663,0,0.0,6.661,5.807,4.337,4.337,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.028,4.729,3.324,3.324,3.324,1,4.057,0.0,11.709,11.709,11.709,0.0,7.112,7.112,0,24,7.707,23.417,24,2,0.0,18.962,14.802,2.157,1.0,3.111,0.0
6.07,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.385,-0.008,18.904,4.803,4.803,0,3.73,0,0,0,7.663,0,0.0,6.661,5.807,4.329,4.329,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.03,4.729,3.323,3.323,3.323,1,4.052,0.0,11.676,11.676,11.676,0.0,7.112,7.112,0,24,7.707,23.41,24,2,0.0,18.914,14.611,2.154,1.0,2.896,0.0
7.678,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.278,0.149,18.781,4.801,4.801,0,3.256,0,0,0,7.66,0,0.0,6.661,5.807,4.242,4.242,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.043,4.728,3.313,3.313,3.313,1,3.98,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,7.707,23.312,12,2,0.0,19.136,11.621,2.129,1.0,2.083,0.0
6.372,0,0,0,2,3.045,0,0,7,143.79,1,1,0,5.569,8,79.699,19.547,0.155,18.086,4.828,4.828,0,3.316,4,2,2,6.441,0,0.0,6.266,5.569,3.848,3.848,4.431,4.431,0,0.0,4.441,4.441,4.441,0,0.036,4.709,3.782,3.782,3.782,1,3.931,74.842,15.662,15.662,15.662,0.0,8.065,8.065,1,16,5.569,22.485,12,0,7.934,24.056,13.968,1.935,0.83,2.562,5.638
7.215,0,0,0,0,0.0,3,0,0,72.42,0,1,0,5.807,0,0.0,20.349,0.187,18.849,4.803,4.803,0,3.144,0,0,0,7.663,0,0.0,6.661,5.807,4.327,4.327,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.039,4.728,3.322,3.322,3.322,1,4.001,0.0,11.665,11.665,11.665,0.0,7.112,7.112,0,12,7.707,23.385,12,2,0.0,19.181,10.851,2.142,1.0,1.834,0.0
7.036,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.182,0.121,18.685,4.801,4.801,0,3.144,0,0,0,7.66,0,0.0,6.661,5.807,4.08,4.08,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.314,3.314,3.314,1,3.966,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,7.707,23.221,12,2,0.0,18.537,10.902,2.128,1.0,1.845,0.0
7.292,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.283,0.163,18.785,4.801,4.801,0,3.19,0,0,0,7.66,0,0.0,6.661,5.807,4.247,4.247,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.314,3.314,3.314,1,3.985,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,7.707,23.316,12,2,0.0,19.139,11.279,2.134,1.0,2.032,0.0
6.0,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.376,0.063,18.9,4.801,4.801,0,3.749,0,0,0,7.66,0,0.0,6.661,5.807,4.314,4.314,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.038,4.728,3.433,3.433,3.433,1,4.057,0.0,12.567,12.567,12.567,0.0,7.305,7.305,0,24,7.707,23.396,24,2,0.0,20.411,17.376,2.154,1.0,3.633,0.0
5.602,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.456,-0.07,18.982,4.804,4.804,0,3.795,0,0,0,7.664,0,0.0,6.661,5.807,4.393,4.393,4.661,4.661,0,0.0,4.664,4.664,4.664,0,0.028,4.729,3.333,3.333,3.333,1,4.079,0.0,11.967,11.967,11.967,0.0,7.113,7.113,0,30,7.707,23.479,30,2,0.0,19.374,16.696,2.163,1.0,3.472,0.0
6.676,0,0,0,0,0.0,3,0,0,72.42,0,1,0,5.807,0,0.0,20.308,0.062,18.821,4.803,4.803,0,3.559,0,0,0,7.663,0,0.0,6.661,5.807,4.246,4.246,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.035,4.728,3.319,3.319,3.319,1,4.018,0.0,11.662,11.662,11.662,0.0,7.112,7.112,0,18,7.707,23.336,18,2,0.0,18.629,12.526,2.144,1.0,2.248,0.0
7.678,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.252,0.039,18.767,4.801,4.801,0,3.7,0,0,0,7.66,0,0.0,6.661,5.807,4.169,4.169,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.038,4.728,3.313,3.313,3.313,1,4.014,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,7.707,23.279,18,2,0.0,18.578,13.678,2.139,1.0,2.986,0.0
5.829,0,0,0,0,0.0,6,0,0,72.42,0,1,0,5.807,0,0.0,20.392,-0.002,18.911,4.803,4.803,0,3.734,0,0,0,7.663,0,0.0,6.661,5.807,4.337,4.337,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.027,4.729,3.324,3.324,3.324,1,4.058,0.0,11.713,11.713,11.713,0.0,7.112,7.112,0,24,7.707,23.417,24,2,0.0,18.971,15.182,2.158,1.0,3.218,0.0
6.712,0,0,0,0,0.0,5,0,0,72.42,0,1,0,5.807,0,0.0,20.323,0.047,18.835,4.803,4.803,0,3.579,0,0,0,7.663,0,0.0,6.661,5.807,4.266,4.266,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.028,4.729,3.32,3.32,3.32,1,4.032,0.0,11.665,11.665,11.665,0.0,7.112,7.112,0,18,7.707,23.351,18,2,0.0,18.648,13.669,2.153,1.0,2.96,0.0
6.007,0,0,0,0,0.0,7,0,0,72.42,0,1,0,5.807,0,0.0,20.326,-0.011,18.85,4.801,4.801,0,3.74,0,0,0,7.661,0,0.0,6.661,5.807,4.261,4.261,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.03,4.728,3.314,3.314,3.314,1,4.047,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,24,7.707,23.348,24,2,0.0,18.855,15.23,2.15,1.0,3.256,0.0
7.119,0,0,0,0,0.0,4,0,0,294.82,0,2,0,11.615,0,0.0,20.722,-0.044,19.2,4.801,4.801,0,3.764,0,4,0,7.66,0,0.0,6.661,11.615,4.66,4.66,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.032,4.735,3.313,3.313,3.313,2,4.721,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,11.615,23.791,12,4,0.0,18.535,23.785,2.067,0.17,2.915,0.0
7.921,0,0,0,0,0.0,4,0,0,294.82,0,2,0,11.615,0,0.0,20.72,-0.044,19.198,4.801,4.801,0,3.758,0,4,0,7.66,0,0.0,6.661,11.615,4.66,4.66,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.032,4.736,3.313,3.313,3.313,2,4.721,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,11.615,23.79,12,8,0.0,18.533,25.175,2.079,0.17,3.421,0.0
