pXC50,N.,nH,Si,nAT,Se,nN,nBT,H.,Sp,AMW,nCsp3,Sv,Mp,nAB,RBN,RBF,Mv,Me,nDB,nBM,nHet,nC
6.523,10.2,21,55.152,49,49.309,5,52,42.9,33.676,8.072,5,31.938,0.687,17,4,0.077,0.652,1.006,1,18,8,20
6.932,11.1,18,50.867,45,45.611,5,48,40.0,31.398,8.522,4,30.08,0.698,17,3,0.063,0.668,1.014,1,18,8,19
6.606,11.1,18,50.471,45,45.422,5,48,40.0,32.318,8.888,4,30.524,0.718,17,3,0.063,0.678,1.009,1,18,8,19
6.818,11.1,18,50.867,45,45.611,5,48,40.0,31.398,8.522,4,30.08,0.698,17,3,0.063,0.668,1.014,1,18,8,19
8.366,11.1,18,50.867,45,45.611,5,48,40.0,31.398,8.522,4,30.08,0.698,17,3,0.063,0.668,1.014,1,18,8,19
6.097,5.8,23,58.195,52,52.2,3,54,44.2,35.642,7.876,7,33.664,0.685,17,11,0.204,0.647,1.004,2,19,7,22
5.222,6.1,23,54.856,49,48.469,3,51,46.9,33.086,7.051,6,31.047,0.675,18,9,0.176,0.634,0.989,1,19,4,22
5.049,4.0,22,55.697,50,50.098,2,52,44.0,34.637,7.891,6,32.642,0.693,17,10,0.192,0.653,1.002,2,19,6,22
6.523,5.4,18,41.448,37,36.676,2,38,48.6,25.205,7.417,6,23.159,0.681,11,8,0.211,0.626,0.991,1,12,4,15
7.523,6.5,21,51.361,46,45.662,3,48,45.7,31.972,7.642,6,29.707,0.695,17,9,0.188,0.646,0.993,1,18,5,20
7.337,4.3,22,52.278,47,46.443,2,49,46.8,32.728,7.458,6,30.213,0.696,17,9,0.184,0.643,0.988,1,18,4,21
5.0,5.5,25,61.69,55,55.007,3,57,45.5,36.756,7.337,7,35.003,0.668,18,11,0.193,0.636,1.0,2,20,6,24
4.0,3.8,24,59.112,53,52.982,2,55,45.3,36.398,7.709,7,34.169,0.687,17,11,0.2,0.645,1.0,2,19,6,23
5.0,3.3,30,68.647,61,60.883,2,63,49.2,39.489,6.927,10,37.277,0.647,16,13,0.206,0.611,0.998,2,18,6,25
6.215,3.3,30,68.647,61,60.883,2,63,49.2,39.489,6.927,10,37.277,0.647,16,13,0.206,0.611,0.998,2,18,6,25
9.201,4.0,20,55.362,50,50.138,2,53,40.0,35.228,7.929,1,33.928,0.705,23,6,0.113,0.679,1.003,2,25,5,25
5.18,1.1,55,103.756,91,89.596,1,91,60.4,53.836,5.603,27,48.819,0.592,0,23,0.253,0.536,0.985,3,3,6,30
4.301,1.1,51,98.716,87,85.501,1,88,58.6,52.859,5.768,23,48.051,0.608,6,22,0.25,0.552,0.983,2,8,5,31
5.469,1.2,49,94.51,83,81.945,1,84,59.0,49.552,5.78,25,45.239,0.597,0,20,0.238,0.545,0.987,3,3,6,28
4.301,1.3,47,91.095,80,79.061,1,81,58.8,47.79,5.822,24,43.712,0.597,0,20,0.247,0.546,0.988,3,3,6,27
6.796,3.3,30,68.647,61,60.883,2,63,49.2,39.489,6.927,10,37.277,0.647,16,13,0.206,0.611,0.998,2,18,6,25
6.854,5.0,29,67.73,60,60.101,3,62,48.3,38.733,7.059,10,36.772,0.646,16,13,0.21,0.613,1.002,2,18,7,24
6.699,5.0,29,67.73,60,60.101,3,62,48.3,38.733,7.059,10,36.772,0.646,16,13,0.21,0.613,1.002,2,18,7,24
7.18,2.2,23,51.484,46,45.476,1,48,50.0,30.29,6.727,7,28.246,0.658,12,5,0.104,0.614,0.989,1,13,3,20
6.613,2.3,21,49.069,44,43.592,1,47,47.7,29.529,6.987,7,27.719,0.671,12,4,0.085,0.63,0.991,1,13,3,20
6.859,2.5,17,44.239,40,39.825,1,42,42.5,28.006,7.584,1,26.665,0.7,18,5,0.119,0.667,0.996,1,19,3,20
5.796,5.9,6,18.692,17,17.295,1,17,35.3,12.54,8.644,0,31.873,0.738,6,1,0.059,0.638,1.017,0,7,4,7
5.721,0.0,9,22.234,20,20.287,0,20,45.0,13.511,7.599,1,31.873,0.676,6,2,0.1,0.638,1.014,0,6,4,7
7.678,0.0,11,28.439,26,25.844,0,27,42.3,18.818,7.617,0,31.873,0.724,12,2,0.074,0.638,0.994,0,12,3,12
7.481,12.5,17,45.192,40,40.138,5,42,42.5,27.051,7.685,3,25.983,0.676,17,3,0.071,0.65,1.003,1,18,6,17
5.389,2.0,25,56.9,51,50.36,1,55,49.0,34.052,6.814,10,31.773,0.668,12,4,0.073,0.623,0.987,1,13,3,23
6.669,2.3,19,48.654,44,43.709,1,47,43.2,30.767,7.487,3,29.192,0.699,18,4,0.085,0.663,0.993,1,19,3,22
8.041,0.0,25,48.346,43,42.029,0,43,58.1,27.148,5.772,9,31.873,0.631,6,9,0.209,0.638,0.977,0,6,3,15
7.638,25.0,12,41.455,36,37.407,9,37,33.3,26.142,12.256,3,24.993,0.726,11,4,0.108,0.694,1.039,4,15,12,12
8.0,10.9,28,62.976,55,54.985,6,56,50.9,34.319,6.773,10,32.353,0.624,11,10,0.179,0.588,1.0,2,13,8,19
8.495,10.9,28,62.976,55,54.985,6,56,50.9,34.319,6.773,10,32.353,0.624,11,10,0.179,0.588,1.0,2,13,8,19
4.859,3.3,13,33.408,30,30.058,1,31,43.3,20.483,7.576,1,19.612,0.683,12,3,0.097,0.654,1.002,1,13,3,14
8.678,11.5,26,59.561,52,52.101,6,53,50.0,32.557,6.894,9,30.826,0.626,11,9,0.17,0.593,1.002,2,13,8,18
8.029,2.0,23,54.484,49,48.476,1,51,46.9,33.29,7.05,4,31.246,0.679,18,8,0.157,0.638,0.989,1,19,3,23
7.888,1.8,27,61.315,55,54.243,1,57,49.1,36.813,6.791,6,34.299,0.669,18,10,0.175,0.624,0.986,1,19,3,25
6.282,2.8,17,40.239,36,35.825,1,37,47.2,24.006,7.093,3,22.665,0.667,12,4,0.108,0.63,0.995,1,13,3,16
7.244,16.3,17,48.694,43,43.534,7,46,39.5,29.949,8.546,4,28.686,0.696,17,3,0.065,0.667,1.012,1,18,9,17
7.4,3.4,30,65.438,58,57.556,2,60,51.7,37.035,6.596,10,34.562,0.639,12,10,0.167,0.596,0.992,1,13,5,23
8.269,1.6,31,68.145,61,60.01,1,63,50.8,40.336,6.583,8,37.353,0.661,18,12,0.19,0.612,0.984,1,19,3,27
7.23,2.2,19,50.654,46,45.709,1,49,41.3,32.767,7.683,1,31.192,0.712,23,5,0.102,0.678,0.994,1,24,3,24
7.278,2.0,27,57.315,51,50.243,1,52,52.9,32.813,6.382,8,30.299,0.643,12,10,0.192,0.594,0.985,1,13,3,21
5.0,6.7,5,17.032,15,15.807,1,15,33.3,10.477,9.395,0,31.873,0.698,6,1,0.067,0.638,1.054,0,6,5,5
8.109,1.7,27,65.315,59,58.243,1,62,45.8,40.813,7.145,4,38.299,0.692,24,9,0.145,0.649,0.987,1,25,3,29
5.404,2.7,15,40.824,37,36.942,1,39,40.5,26.245,7.82,0,25.139,0.709,18,4,0.103,0.679,0.998,1,19,3,19
6.947,11.8,20,56.946,51,51.276,6,55,39.2,37.114,8.796,4,34.905,0.728,22,4,0.073,0.684,1.005,1,23,9,22
5.0,13.6,18,49.53,44,44.393,6,47,40.9,31.353,8.785,5,29.378,0.713,16,3,0.064,0.668,1.009,1,17,9,17
4.543,2.9,13,37.827,34,34.713,1,36,38.2,23.392,8.332,2,23.041,0.688,12,3,0.083,0.678,1.021,2,14,5,16
7.242,2.2,23,50.484,45,44.476,1,46,51.1,29.29,6.61,6,27.246,0.651,12,8,0.174,0.605,0.988,1,13,3,19
5.88,19.0,16,47.777,42,42.753,8,45,38.1,29.193,8.773,4,28.18,0.695,17,3,0.067,0.671,1.018,1,18,10,16
6.903,16.7,17,47.694,42,42.534,7,45,40.5,28.949,8.464,4,27.686,0.689,16,3,0.067,0.659,1.013,1,17,9,16
7.541,14.9,19,53.318,47,47.745,7,50,40.4,32.165,8.458,5,30.927,0.684,17,4,0.08,0.658,1.016,1,18,10,18
7.268,16.3,16,48.638,43,43.858,7,46,37.2,30.807,9.347,4,29.513,0.716,17,3,0.065,0.686,1.02,1,18,10,17
6.921,0.0,11,27.858,25,25.498,0,25,44.0,16.727,7.76,2,31.873,0.669,6,4,0.16,0.638,1.02,1,7,5,9
7.59,14.6,16,46.405,41,41.76,6,44,39.0,28.398,8.694,4,27.379,0.693,16,3,0.068,0.668,1.019,1,17,9,16
7.387,22.5,15,45.86,40,40.971,9,43,37.5,27.438,8.936,4,26.675,0.686,16,3,0.07,0.667,1.024,1,17,11,14
6.0,7.9,19,43.026,38,37.702,3,39,50.0,24.563,6.773,6,22.993,0.646,11,8,0.205,0.605,0.992,1,12,4,15
6.538,5.9,6,18.692,17,17.295,1,17,35.3,12.54,8.644,0,31.873,0.738,6,1,0.059,0.638,1.017,0,7,4,7
9.0,6.5,20,51.371,46,45.982,3,48,43.5,33.438,10.029,6,30.552,0.727,17,9,0.188,0.664,1.0,1,18,6,20
7.398,4.3,22,52.567,47,46.694,2,49,46.8,31.534,7.116,6,29.74,0.671,17,9,0.184,0.633,0.993,1,18,4,21
8.071,4.5,20,49.362,44,44.138,2,46,45.5,29.228,7.373,6,27.928,0.664,16,9,0.196,0.635,1.003,1,17,5,19
5.523,6.1,21,54.78,49,49.316,3,51,42.9,33.881,8.072,6,32.137,0.691,17,10,0.196,0.656,1.006,2,19,7,21
8.456,15.2,15,37.777,33,33.254,5,34,45.5,21.29,7.434,4,20.456,0.645,11,3,0.088,0.62,1.008,1,12,6,12
6.149,0.0,6,17.949,16,16.589,0,16,37.5,11.233,8.746,0,31.873,0.702,6,1,0.063,0.638,1.037,0,6,4,6
8.495,13.9,17,41.192,36,36.138,5,37,47.2,23.051,7.204,5,21.983,0.64,11,4,0.108,0.611,1.004,1,12,6,13
5.593,0.0,22,48.986,44,43.374,0,46,50.0,29.284,6.691,7,27.224,0.666,12,5,0.109,0.619,0.986,1,13,2,20
8.569,13.9,17,41.192,36,36.138,5,37,47.2,23.051,7.204,5,21.983,0.64,11,4,0.108,0.611,1.004,1,12,6,13
8.201,16.3,17,48.694,43,43.534,7,46,39.5,29.949,8.546,4,28.686,0.696,17,3,0.065,0.667,1.012,1,18,9,17
5.233,1.6,36,68.902,61,59.403,1,60,59.0,39.824,7.5,13,34.535,0.653,0,15,0.25,0.566,0.974,5,5,3,22
7.914,12.5,17,45.192,40,40.138,5,42,42.5,27.051,7.685,3,25.983,0.676,17,3,0.071,0.65,1.003,1,18,6,17
5.75,5.1,24,65.474,59,59.483,3,63,40.7,42.909,8.917,6,40.205,0.727,22,5,0.079,0.681,1.008,3,25,9,26
8.071,9.1,20,49.444,44,43.88,4,46,45.5,30.216,7.738,6,28.202,0.687,16,9,0.196,0.641,0.997,1,17,6,18
4.0,8.5,22,52.939,47,46.687,4,49,46.8,31.33,7.116,6,29.542,0.667,17,9,0.184,0.629,0.993,1,18,5,20
8.444,6.8,16,48.662,44,44.374,3,47,36.4,32.608,9.871,2,31.207,0.741,23,6,0.128,0.709,1.009,1,24,6,22
7.319,7.0,26,64.029,57,57.262,4,60,45.6,39.057,8.047,8,36.399,0.685,16,5,0.083,0.639,1.005,3,19,9,22
8.796,6.0,19,55.654,50,50.683,3,53,38.0,34.926,8.269,3,34.138,0.699,23,8,0.151,0.683,1.014,2,25,7,24
6.523,5.8,23,58.485,52,52.451,3,54,44.2,34.449,7.567,7,33.191,0.662,17,11,0.204,0.638,1.009,2,19,7,22
5.602,6.0,19,55.654,50,50.683,3,53,38.0,34.926,8.269,3,34.138,0.699,23,8,0.151,0.683,1.014,2,25,7,24
7.538,5.1,24,65.87,59,59.672,3,63,40.7,41.989,8.638,6,39.761,0.712,22,5,0.079,0.674,1.011,3,25,9,26
5.699,2.2,21,49.7,45,44.418,1,47,46.7,32.37,7.901,6,29.378,0.719,16,9,0.191,0.653,0.987,1,17,4,20
6.456,10.2,21,54.863,49,49.058,5,52,42.9,34.87,8.4,5,32.41,0.712,17,4,0.077,0.661,1.001,1,18,8,20
8.523,5.8,23,58.485,52,52.451,3,54,44.2,34.449,7.567,7,33.191,0.662,17,11,0.204,0.638,1.009,2,19,7,22
7.585,13.6,18,49.61,44,44.316,6,47,40.9,30.705,8.329,4,29.191,0.698,17,3,0.064,0.663,1.007,1,18,8,18
5.137,8.0,24,56.355,50,49.571,4,52,48.0,33.091,6.97,7,31.068,0.662,17,9,0.173,0.621,0.991,1,18,5,21
7.201,5.2,27,64.946,58,58.043,3,61,46.6,39.813,7.891,9,36.904,0.686,16,5,0.082,0.636,1.001,3,19,8,23
6.824,3.1,36,73.394,65,63.956,2,66,55.4,41.512,6.411,15,37.615,0.639,10,17,0.258,0.579,0.984,2,12,5,24
9.0,6.5,20,51.595,46,46.236,3,48,43.5,31.637,8.041,6,30.063,0.688,17,9,0.188,0.654,1.005,1,18,6,20
9.201,6.5,20,51.492,46,46.142,3,48,43.5,32.131,9.007,6,30.26,0.699,17,9,0.188,0.658,1.003,1,18,6,20
8.24,13.6,18,49.61,44,44.316,6,47,40.9,30.705,8.329,4,29.191,0.698,17,3,0.064,0.663,1.007,1,18,8,18
6.854,4.3,22,52.567,47,46.694,2,49,46.8,31.534,7.116,6,29.74,0.671,17,9,0.184,0.633,0.993,1,18,4,21
6.301,8.3,22,53.939,48,47.687,4,51,45.8,32.33,7.218,5,30.542,0.674,17,3,0.059,0.636,0.993,1,18,5,21
4.301,1.3,47,90.095,79,78.061,1,79,59.5,46.79,5.744,23,42.712,0.592,0,22,0.278,0.541,0.988,3,3,6,26
4.699,5.8,23,58.275,52,52.123,3,54,44.2,34.995,7.49,6,33.477,0.673,18,10,0.185,0.644,1.002,2,20,6,23
4.301,1.3,47,90.095,79,78.061,1,79,59.5,46.79,5.744,23,42.712,0.592,0,21,0.266,0.541,0.988,3,3,6,26
6.553,10.2,21,55.152,49,49.309,5,52,42.9,33.676,8.072,5,31.938,0.687,17,4,0.077,0.652,1.006,1,18,8,20
7.854,5.4,23,62.035,56,56.353,3,60,41.1,40.938,8.888,6,38.038,0.731,21,5,0.083,0.679,1.006,3,24,9,24
8.131,4.5,20,49.072,44,43.887,2,46,45.5,30.421,7.738,6,28.401,0.691,16,9,0.196,0.645,0.997,1,17,5,19
7.602,4.9,25,67.66,61,61.563,3,65,41.0,44.154,8.848,6,41.279,0.724,22,7,0.108,0.677,1.009,3,25,10,26
6.678,6.0,19,55.205,50,50.585,3,54,38.0,37.415,9.393,4,34.984,0.748,21,5,0.093,0.7,1.012,3,24,9,22
6.569,6.4,19,52.205,47,47.585,3,50,40.4,34.415,9.226,5,31.984,0.732,16,5,0.1,0.681,1.012,3,19,9,19
6.83,10.4,21,53.943,48,47.982,5,51,43.8,33.222,7.907,5,31.223,0.692,17,3,0.059,0.65,1.0,1,18,7,20
5.778,10.4,21,53.943,48,47.982,5,51,43.8,33.222,7.907,5,31.223,0.692,17,3,0.059,0.65,1.0,1,18,7,20
7.041,11.1,18,50.867,45,45.611,5,48,40.0,31.398,8.522,4,30.08,0.698,17,3,0.063,0.668,1.014,1,18,8,19
7.495,13.6,18,49.9,44,44.567,6,46,40.9,29.512,7.964,3,28.719,0.671,17,4,0.087,0.653,1.013,2,19,8,18
7.638,13.6,18,49.9,44,44.567,6,46,40.9,29.512,7.964,3,28.719,0.671,17,4,0.087,0.653,1.013,2,19,8,18
6.319,2.3,19,47.654,43,42.709,1,45,44.2,29.767,7.382,2,28.192,0.692,18,6,0.133,0.656,0.993,1,19,3,21
4.301,1.1,51,100.925,89,87.828,1,90,57.3,54.313,5.953,23,49.765,0.61,6,23,0.256,0.559,0.987,3,9,6,32
5.509,3.3,30,68.647,61,60.883,2,63,49.2,39.489,6.927,10,37.277,0.647,16,13,0.206,0.611,0.998,2,18,6,25
8.284,2.0,21,56.279,51,50.92,1,54,41.2,35.983,7.755,2,34.434,0.706,23,6,0.111,0.675,0.998,2,25,4,26
8.222,13.6,18,49.9,44,44.567,6,46,40.9,29.512,7.964,3,28.719,0.671,17,4,0.087,0.653,1.013,2,19,8,18
4.301,1.1,53,100.341,88,86.712,1,88,60.2,52.075,5.634,26,47.292,0.592,0,23,0.261,0.537,0.985,3,3,6,29
8.268,15.2,15,37.777,33,33.254,5,34,45.5,21.29,7.434,4,20.456,0.645,11,3,0.088,0.62,1.008,1,12,6,12
8.273,2.2,19,50.654,46,45.709,1,49,41.3,32.767,7.683,1,31.192,0.712,23,5,0.102,0.678,0.994,1,24,3,24
4.301,1.1,53,100.341,88,86.712,1,88,60.2,52.075,5.634,26,47.292,0.592,0,22,0.25,0.537,0.985,3,3,6,29
4.854,0.0,18,34.946,31,30.28,0,31,58.1,19.307,5.752,6,17.456,0.623,6,2,0.065,0.563,0.977,0,6,1,12
6.131,2.4,21,47.279,42,41.92,1,43,50.0,26.983,6.843,7,25.434,0.642,11,9,0.209,0.606,0.998,1,12,4,17
8.87,15.2,17,51.614,46,46.611,7,50,37.0,33.597,9.208,4,31.873,0.73,21,3,0.06,0.693,1.013,1,22,10,19
6.726,18.2,16,49.777,44,44.753,8,47,36.4,31.193,8.92,4,30.18,0.709,17,3,0.064,0.686,1.017,1,19,10,18
6.195,13.5,21,58.524,52,52.302,7,56,40.4,36.472,8.299,4,34.739,0.701,22,4,0.071,0.668,1.006,1,23,9,22
7.967,16.3,17,48.694,43,43.534,7,46,39.5,29.949,8.546,4,28.686,0.696,17,3,0.065,0.667,1.012,1,18,9,17
5.347,5.3,25,64.109,57,57.662,3,60,43.9,37.665,7.641,8,36.433,0.661,17,9,0.15,0.639,1.012,2,19,8,24
4.959,5.6,23,60.694,54,54.778,3,57,42.6,35.904,7.805,7,34.906,0.665,17,8,0.14,0.646,1.014,2,19,8,23
7.0,5.3,18,42.946,38,38.254,2,40,47.4,24.466,7.22,7,23.402,0.644,6,4,0.1,0.616,1.007,2,8,5,15
4.77,2.3,21,48.069,43,42.592,1,45,48.8,28.529,6.87,6,26.719,0.663,12,4,0.089,0.621,0.991,1,13,3,19
7.301,5.2,31,65.647,58,57.407,3,59,53.4,37.233,6.718,12,34.056,0.642,11,14,0.237,0.587,0.99,1,12,6,21
4.84,1.5,38,74.317,66,64.287,1,66,57.6,43.586,7.508,14,38.062,0.66,6,16,0.242,0.577,0.974,3,9,3,25
5.25,1.4,43,82.636,73,71.312,1,73,58.9,44.904,5.667,16,40.514,0.615,6,18,0.247,0.555,0.977,3,9,3,27
7.721,7.5,19,45.155,40,40.105,3,41,47.5,26.665,7.636,6,24.895,0.667,11,8,0.195,0.622,1.003,1,12,6,15
5.35,1.3,43,84.636,75,73.312,1,75,57.3,46.904,5.836,14,42.514,0.625,6,18,0.24,0.567,0.977,5,11,3,29
4.34,1.4,43,82.636,73,71.312,1,73,58.9,44.904,5.667,16,40.514,0.615,6,18,0.247,0.555,0.977,3,9,3,27
4.46,1.3,43,84.636,75,73.312,1,75,57.3,46.904,5.836,14,42.514,0.625,6,18,0.24,0.567,0.977,5,11,3,29
6.796,8.8,15,38.325,34,34.338,3,35,44.1,23.142,8.158,4,21.842,0.681,11,6,0.171,0.642,1.01,1,12,6,13
8.161,8.8,15,38.325,34,34.338,3,35,44.1,23.142,8.158,4,21.842,0.681,11,6,0.171,0.642,1.01,1,12,6,13
7.678,7.9,17,42.74,38,38.222,3,40,44.7,25.904,7.985,6,24.369,0.682,11,4,0.1,0.641,1.006,1,12,6,15
7.62,2.4,20,46.209,41,41.316,1,41,48.8,28.097,9.884,7,25.465,0.685,6,9,0.22,0.621,1.008,2,8,6,15
5.77,5.9,16,38.242,34,34.12,2,35,47.1,22.898,7.776,5,21.347,0.673,6,5,0.143,0.628,1.004,2,8,5,13
6.553,4.9,18,45.657,41,41.003,2,43,43.9,28.659,7.962,4,26.874,0.699,12,5,0.116,0.655,1.0,2,14,5,18
7.469,4.9,18,45.946,41,41.254,2,43,43.9,27.466,7.57,4,26.402,0.67,12,5,0.116,0.644,1.006,2,14,5,18
6.613,5.9,23,57.369,51,51.327,3,54,45.1,35.017,8.243,9,32.944,0.687,12,4,0.074,0.646,1.006,1,13,7,21
6.886,5.3,18,42.657,38,38.003,2,40,47.4,25.659,7.643,7,23.874,0.675,6,4,0.1,0.628,1.0,2,8,5,15
7.42,4.9,18,45.657,41,41.003,2,43,43.9,28.659,7.962,4,26.874,0.699,12,6,0.14,0.655,1.0,2,14,5,18
8.201,3.3,34,68.979,61,60.072,2,62,55.7,38.75,6.404,14,35.088,0.635,6,14,0.226,0.575,0.985,2,8,5,22
6.538,5.3,16,42.242,38,38.12,2,40,42.1,26.898,8.222,3,25.347,0.708,12,5,0.125,0.667,1.003,2,14,5,17
7.699,8.6,15,39.325,35,35.338,3,37,42.9,24.142,8.268,5,22.842,0.69,11,4,0.108,0.653,1.01,1,12,6,14
7.357,8.6,13,38.91,35,35.454,3,37,37.1,25.381,8.897,1,24.315,0.725,17,5,0.135,0.695,1.013,1,18,6,16
5.0,5.9,23,57.369,51,51.327,3,54,45.1,35.017,8.243,9,32.944,0.687,12,4,0.074,0.646,1.006,1,13,7,21
7.26,2.3,23,49.903,44,44.131,1,44,52.3,27.199,6.668,8,25.675,0.618,6,9,0.205,0.584,1.003,2,8,5,16
9.62,5.2,31,65.647,58,57.407,3,59,53.4,37.233,6.718,12,34.056,0.642,11,14,0.237,0.587,0.99,1,12,6,21
6.745,4.9,18,45.946,41,41.254,2,43,43.9,27.466,7.57,4,26.402,0.67,12,5,0.116,0.644,1.006,2,14,5,18
8.086,4.7,22,48.487,43,42.771,2,44,51.2,28.182,7.127,8,25.928,0.655,6,8,0.182,0.603,0.995,2,8,5,16
5.155,5.4,18,41.657,37,37.003,2,38,48.6,24.659,7.525,6,22.874,0.666,6,4,0.105,0.618,1.0,2,8,5,14
4.21,1.5,38,76.317,68,66.287,1,68,55.9,45.586,7.641,12,40.062,0.67,6,16,0.235,0.589,0.975,5,11,3,27
4.54,1.5,38,74.317,66,64.287,1,66,57.6,43.586,7.508,14,38.062,0.66,6,16,0.242,0.577,0.974,3,9,3,25
6.495,4.8,18,46.866,42,42.331,2,44,42.9,29.114,8.154,4,27.589,0.693,12,6,0.136,0.657,1.008,2,14,6,18
6.35,5.9,23,57.369,51,51.327,3,54,45.1,35.017,8.243,9,32.944,0.687,12,4,0.074,0.646,1.006,1,13,7,21
4.62,1.5,38,76.317,68,66.287,1,68,55.9,45.586,7.641,12,40.062,0.67,6,16,0.235,0.589,0.975,5,11,3,27
4.05,1.5,38,74.317,66,64.287,1,66,57.6,43.586,7.508,14,38.062,0.66,6,16,0.242,0.577,0.974,3,9,3,25
4.824,6.5,14,34.827,31,31.236,2,32,45.2,21.137,8.076,4,19.82,0.682,6,4,0.125,0.639,1.008,2,8,5,12
6.921,5.4,18,41.946,37,37.254,2,38,48.6,23.466,7.09,6,22.402,0.634,6,6,0.158,0.605,1.007,2,8,5,14
7.0,4.9,20,46.072,41,40.887,2,43,48.8,27.421,7.426,8,25.401,0.669,6,4,0.093,0.62,0.997,2,8,5,16
7.208,4.9,18,45.657,41,41.003,2,43,43.9,28.659,7.962,4,26.874,0.699,12,5,0.116,0.655,1.0,2,14,5,18
8.26,2.2,23,51.113,45,45.458,1,45,51.1,27.654,6.876,8,26.39,0.615,6,10,0.222,0.586,1.01,2,8,6,16
7.504,5.2,31,65.647,58,57.407,3,59,53.4,37.233,6.718,12,34.056,0.642,11,14,0.237,0.587,0.99,1,12,6,21
5.64,1.4,43,82.636,73,71.312,1,73,58.9,44.904,5.667,16,40.514,0.615,6,18,0.247,0.555,0.977,3,9,3,27
7.137,4.5,22,49.777,44,44.022,2,46,50.0,27.989,6.873,9,26.455,0.636,6,4,0.087,0.601,1.0,2,8,5,17
8.167,4.5,22,49.777,44,44.022,2,46,50.0,27.989,6.873,9,26.455,0.636,6,4,0.087,0.601,1.0,2,8,5,17
8.921,4.9,20,46.362,41,41.138,2,43,48.8,26.228,7.034,8,24.928,0.64,6,4,0.093,0.608,1.003,2,8,5,16
7.187,4.5,22,49.777,44,44.022,2,46,50.0,27.989,6.873,9,26.455,0.636,6,4,0.087,0.601,1.0,2,8,5,17
5.523,5.3,16,42.531,38,38.371,2,40,42.1,25.705,7.799,3,24.875,0.676,16,5,0.125,0.655,1.01,1,17,5,17
7.046,4.3,22,53.196,47,47.676,2,49,46.8,29.898,7.371,9,28.885,0.636,6,6,0.122,0.615,1.014,3,9,7,18
5.347,11.1,14,40.697,36,36.807,4,38,38.9,24.193,8.287,3,23.864,0.672,16,5,0.132,0.663,1.022,1,17,7,15
7.796,4.5,22,49.777,44,44.022,2,46,50.0,27.989,6.873,9,26.455,0.636,6,4,0.087,0.601,1.0,2,8,5,17
5.721,5.2,27,65.106,58,57.891,3,62,46.6,38.517,7.199,9,36.53,0.664,16,6,0.097,0.63,0.998,2,18,6,25
5.678,3.7,26,60.607,54,53.789,2,57,48.1,35.512,7.009,9,33.509,0.658,12,6,0.105,0.621,0.996,2,14,5,23
6.959,4.9,20,46.362,41,41.138,2,43,48.8,26.228,7.034,8,24.928,0.64,6,4,0.093,0.608,1.003,2,8,5,16
7.292,4.5,22,49.777,44,44.022,2,46,50.0,27.989,6.873,9,26.455,0.636,6,4,0.087,0.601,1.0,2,8,5,17
8.027,4.3,22,53.196,47,47.676,2,49,46.8,29.898,7.371,9,28.885,0.636,6,6,0.122,0.615,1.014,3,9,7,18
6.229,3.7,26,60.607,54,53.789,2,57,48.1,35.512,7.009,9,33.509,0.658,12,6,0.105,0.621,0.996,2,14,5,23
7.481,5.9,16,38.531,34,34.371,2,35,47.1,21.705,7.303,5,20.875,0.638,6,5,0.143,0.614,1.011,2,8,5,13
6.011,3.2,24,69.448,62,63.869,2,67,38.7,41.477,8.396,8,41.271,0.669,18,6,0.09,0.666,1.03,3,21,11,27
5.678,0.0,40,75.932,67,65.654,0,66,59.7,40.591,5.621,15,36.68,0.606,0,17,0.258,0.547,0.98,5,5,3,24
7.886,5.3,18,42.946,38,38.254,2,40,47.4,24.466,7.22,7,23.402,0.644,6,4,0.1,0.616,1.007,2,8,5,15
7.337,4.3,24,53.192,47,46.905,2,49,51.1,29.75,6.733,10,27.982,0.633,6,4,0.082,0.595,0.998,2,8,5,18
6.167,8.1,15,41.614,37,37.589,3,39,40.5,24.949,8.036,3,24.369,0.674,16,5,0.128,0.659,1.016,1,17,6,16
7.328,5.3,29,64.311,57,56.447,3,59,50.9,36.824,6.659,10,34.342,0.646,16,12,0.203,0.602,0.99,1,17,5,23
6.0,3.4,30,65.228,58,57.229,2,60,51.7,37.58,6.527,10,34.848,0.648,16,12,0.2,0.601,0.987,1,17,4,24
5.369,6.5,15,52.408,46,48.218,3,48,32.6,32.142,9.779,2,32.4,0.699,18,6,0.125,0.704,1.048,2,20,10,21
6.139,6.8,23,67.417,59,60.974,4,61,39.0,39.029,8.483,5,38.889,0.662,18,9,0.148,0.659,1.033,3,21,11,25
5.699,3.8,28,58.813,52,51.345,2,53,53.8,32.819,6.317,10,30.321,0.631,11,12,0.226,0.583,0.987,1,12,4,20
5.883,4.3,24,51.773,46,45.251,2,47,52.2,29.841,6.445,7,27.552,0.649,12,5,0.106,0.599,0.984,1,13,3,19
4.42,6.1,18,55.879,49,50.778,3,51,36.7,33.046,8.764,3,33.1,0.674,18,6,0.118,0.676,1.036,2,20,9,22
5.57,6.5,16,52.464,46,47.894,3,48,34.8,31.284,9.03,2,31.573,0.68,18,6,0.125,0.686,1.041,2,20,9,21
5.339,6.1,18,55.879,49,50.778,3,51,36.7,33.046,8.764,3,33.1,0.674,18,6,0.118,0.676,1.036,2,20,9,22
6.74,6.1,18,55.879,49,50.778,3,51,36.7,33.046,8.764,3,33.1,0.674,18,7,0.137,0.676,1.036,2,20,9,22
