pXC50,SpMax4_Bh.p.,SpMin3_Bh.s.,SpMax4_Bh.v.,SpMin4_Bh.s.,nCrs,NssNH,SsssN,MATS6m,SssNH,ATSC5v,SM11_EA.dm.,ON1V,Eig04_EA.ri.,ATSC2v,C.008,SpMin4_Bh.i.,ATSC5p,X1Kup,ATSC1p,SM09_EA.dm.,nCONN,X1MulPer,Eig04_AEA.ri.,CATS2D_04_DA,SM15_EA.dm.,X1Per,ATSC4v,Eig04_EA,SM12_AEA.bo.,ATSC3v,ATSC4p,SpMin8_Bh.s.,ATSC2p,ATS1v,Hy,ATSC3i,SM07_EA.dm.,CATS2D_07_AL,SpMax3_Bh.m.,ATS2v,Sp,C.041,ATS2p,P_VSA_p_1,CATS2D_02_DD,CATS2D_05_LL,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,Psi_i_1,NRS,C.031,ATSC3p,nBT,X1v,ATS3e,ATSC5i,ATS3p,SpMin5_Bh.s.,SpMin1_Bh.e.,ISIZ,nAT,P_VSA_LogP_7,ATSC4i,P_VSA_e_3,SpMin7_Bh.i.,SpMin8_Bh.m.
6.523,3.523,1.217,3.517,1.116,7,1,4.673,-0.043,3.433,19.177,7.507,3.816,2.329,13.66,2,1.529,12.622,10.076,5.499,6.104,0,9.916,3.39,0,10.276,8.11,19.77,2.431,2.431,18.744,13.231,0.462,8.999,3.563,-0.37,1.828,4.678,7,3.731,3.946,35.069,0,4.034,356.322,0,4,341.362,341.362,341.362,341.362,17.17,4,0,12.543,59,10.195,5.077,1.631,4.218,1.034,1.922,325.212,56,341.362,1.753,24.259,0.915,1.2
8.796,3.521,1.177,3.518,1.104,8,0,6.05,0.041,0.0,20.687,8.109,3.922,2.462,13.181,3,1.502,13.821,10.565,5.641,6.72,0,10.377,3.54,0,10.858,8.463,19.189,2.585,2.585,17.368,13.316,0.462,8.84,3.617,-0.751,1.823,5.308,11,3.762,3.987,36.978,0,4.036,368.093,0,3,353.133,353.133,353.133,353.133,18.222,4,0,11.945,62,10.733,5.114,1.819,4.22,1.017,1.894,347.076,59,353.133,1.807,9.373,1.146,1.2
8.125,3.651,1.177,3.652,1.105,10,0,6.244,0.066,0.0,22.107,8.109,4.338,2.527,14.426,3,1.49,15.123,11.67,6.212,6.72,0,11.525,3.64,0,10.858,9.355,19.668,2.7,2.7,18.797,13.762,0.772,9.809,3.708,-0.767,1.949,5.308,11,3.806,4.059,39.739,0,4.119,391.635,0,5,376.675,376.675,376.675,376.675,20.426,5,0,12.92,67,11.838,5.179,2.005,4.278,1.02,1.894,376.569,63,376.675,1.926,9.373,1.129,1.423
8.268,3.52,1.174,3.517,1.102,8,0,6.175,0.017,0.0,19.905,8.109,3.864,2.335,12.919,3,1.502,12.939,10.334,5.252,6.72,0,10.143,3.455,0,10.858,8.291,18.613,2.524,2.524,17.05,12.476,0.462,8.168,3.586,-0.742,1.675,5.308,9,3.741,3.948,36.285,0,4.006,353.133,0,3,353.133,353.133,353.133,353.133,17.66,4,0,11.102,61,10.493,5.081,1.749,4.191,0.983,1.894,339.763,58,341.362,1.705,26.158,1.146,1.2
8.222,3.52,1.175,3.517,1.102,8,0,6.187,0.026,0.0,20.32,8.109,3.853,2.372,12.871,3,1.5,13.225,10.323,5.252,6.72,0,10.129,3.468,0,10.858,8.278,18.989,2.524,2.524,17.133,12.817,0.462,8.141,3.586,-0.742,1.673,5.308,7,3.741,3.951,36.285,0,4.006,353.133,0,3,353.133,353.133,353.133,353.133,17.669,4,0,11.252,61,10.483,5.082,1.76,4.197,0.984,1.894,339.763,58,329.591,1.712,26.158,1.144,1.2
8.663,3.513,1.178,3.508,1.104,8,1,4.478,0.103,3.227,18.079,14.759,3.756,2.406,12.53,3,1.491,12.386,10.301,5.591,12.077,0,10.213,3.549,0,20.125,8.283,17.646,2.625,2.625,17.105,12.719,0.325,8.929,3.596,-0.302,1.832,9.397,7,3.74,3.976,35.398,0,4.008,362.7,0,4,317.82,317.82,325.579,317.82,18.075,4,0,11.9,60,10.501,5.083,1.697,4.176,1.064,1.894,332.475,57,317.82,1.901,24.259,1.036,1.181
7.201,3.303,0.919,3.297,0.805,1,1,0.0,0.05,3.588,13.546,0.0,2.805,1.853,9.954,0,1.248,9.053,7.685,4.016,0.0,0,7.456,3.012,0,0.0,6.198,13.552,2.113,2.113,13.276,9.191,0.218,6.88,3.343,0.284,1.121,0.0,0,3.661,3.668,28.489,0,3.779,235.422,0,4,235.422,235.422,235.422,235.422,13.112,3,0,9.252,45,8.092,4.624,1.145,3.882,0.708,1.909,233.329,43,211.88,1.182,51.582,0.845,1.181
8.174,3.303,0.919,3.297,0.805,1,1,0.0,0.05,3.588,13.546,0.0,2.805,1.853,9.954,0,1.248,9.053,7.685,4.016,0.0,0,7.456,3.012,0,0.0,6.198,13.552,2.113,2.113,13.276,9.191,0.218,6.88,3.343,0.284,1.121,0.0,0,3.661,3.668,28.489,0,3.779,235.422,0,4,235.422,235.422,235.422,235.422,13.112,3,0,9.252,45,8.092,4.624,1.145,3.882,0.708,1.909,233.329,43,211.88,1.182,51.582,0.845,1.181
8.444,3.233,0.915,3.233,0.711,1,1,0.0,-0.033,3.487,9.188,0.0,2.277,1.81,8.078,0,1.248,6.195,6.736,3.321,0.0,0,6.572,3.01,0,0.0,5.425,10.219,2.113,2.113,10.828,7.028,0.165,5.662,3.229,0.341,0.928,0.0,0,3.617,3.538,24.966,0,3.639,188.338,0,3,188.338,188.338,188.338,188.338,11.745,3,0,7.617,39,7.144,4.442,0.807,3.688,0.544,1.907,192.75,37,164.795,0.894,51.582,0.821,1.045
8.301,3.512,1.177,3.507,1.101,8,1,4.651,-0.007,3.368,19.375,7.507,3.794,2.309,13.156,3,1.489,12.733,10.131,5.499,6.104,0,9.948,3.401,0,10.276,8.15,18.568,2.459,2.459,17.386,12.437,0.462,8.583,3.576,-0.346,1.63,4.678,7,3.729,3.938,36.04,0,4.001,353.133,0,3,353.133,353.133,353.133,353.133,17.226,4,0,11.511,61,10.297,5.066,1.645,4.172,1.029,1.894,339.763,58,353.133,1.633,24.259,1.12,1.201
7.602,3.003,0.63,2.98,0.612,0,1,0.0,0.072,3.397,8.453,0.0,1.936,1.414,7.087,0,1.176,5.413,5.487,2.84,0.0,0,5.257,2.414,1,0.0,4.447,9.061,1.414,1.414,8.428,5.998,0.0,4.675,3.04,0.39,0.816,0.0,2,3.296,3.358,21.347,0,3.442,176.567,0,2,176.567,176.567,176.567,176.567,8.989,2,0,5.54,34,5.543,4.227,0.707,3.505,0.519,1.942,166.465,33,153.024,0.802,51.582,0.608,0.879
7.959,3.517,1.203,3.51,1.128,7,1,4.78,-0.06,3.588,20.514,7.507,3.878,2.269,13.967,1,1.503,13.496,10.0,5.468,6.104,0,9.814,3.334,0,10.276,8.052,20.239,2.367,2.367,18.999,13.392,0.462,8.923,3.552,-0.396,1.765,4.678,6,3.712,3.938,35.131,0,4.039,353.133,0,7,353.133,353.133,353.133,353.133,16.807,4,0,12.309,59,10.092,5.069,1.81,4.237,1.1,1.931,325.212,56,353.133,1.795,24.259,0.915,1.201
8.658,3.532,1.211,3.529,1.161,9,0,6.097,0.047,0.0,22.06,8.109,4.172,2.46,14.406,3,1.507,14.78,11.065,5.976,6.72,0,10.867,3.537,0,10.858,8.879,20.719,2.582,2.582,19.381,14.154,0.657,9.681,3.657,-0.759,1.967,5.308,11,3.757,4.06,38.739,0,4.115,391.635,0,4,376.675,376.675,376.675,376.675,18.888,4,0,13.165,65,11.233,5.2,1.935,4.296,1.042,1.866,369.16,62,376.675,1.912,9.373,1.313,1.524
6.824,3.577,1.157,3.581,1.067,4,0,5.852,-0.021,0.0,20.497,8.109,3.858,2.466,13.19,2,1.553,14.218,11.069,5.913,6.721,0,10.836,3.533,0,10.858,8.892,20.194,2.568,2.568,17.945,14.355,0.628,9.355,3.695,-0.774,1.97,5.31,12,3.789,4.072,39.978,0,4.114,368.093,0,4,353.133,353.133,353.133,353.133,19.167,4,0,13.065,65,11.239,5.132,1.942,4.301,1.016,1.916,369.16,62,353.133,1.964,9.373,1.152,1.407
8.65,3.513,1.177,3.508,1.102,8,1,4.621,0.041,3.341,18.093,7.507,3.699,2.339,12.523,3,1.491,11.965,10.027,5.121,6.104,0,9.879,3.423,0,10.276,8.072,17.662,2.465,2.465,17.113,11.915,0.325,8.302,3.563,-0.346,1.65,4.678,7,3.734,3.929,35.069,0,3.997,317.82,0,4,317.82,317.82,317.82,317.82,17.182,4,0,11.432,58,10.158,5.042,1.587,4.166,1.037,1.895,317.975,55,317.82,1.618,55.319,1.047,1.181
8.594,3.523,1.211,3.518,1.16,9,1,4.635,0.038,3.318,19.165,7.507,3.872,2.29,13.574,3,1.507,12.637,10.224,5.517,6.104,0,10.097,3.376,0,10.276,8.238,18.53,2.43,2.43,18.465,12.43,0.453,9.082,3.575,-0.346,1.806,4.678,7,3.726,3.98,35.523,0,4.045,356.322,0,5,341.362,341.362,341.362,341.362,17.374,4,0,12.372,60,10.373,5.132,1.617,4.201,1.034,1.866,332.475,57,341.362,1.676,24.259,1.285,1.196
8.495,3.524,1.211,3.519,1.161,9,1,4.663,0.046,3.351,19.461,7.507,3.949,2.338,13.754,3,1.507,12.91,10.527,5.456,6.104,0,10.369,3.421,0,10.276,8.489,19.192,2.463,2.463,19.112,12.776,0.453,9.131,3.606,-0.358,1.799,4.678,7,3.73,4.007,36.83,0,4.079,341.362,0,5,341.362,341.362,341.362,341.362,17.849,4,0,12.673,61,10.658,5.135,1.7,4.247,1.045,1.894,339.763,58,341.362,1.729,55.319,1.285,1.196
7.638,3.499,1.14,3.494,1.038,7,1,4.58,0.033,3.331,16.739,7.507,3.449,2.341,11.455,3,1.469,11.031,9.527,4.787,6.104,0,9.389,3.425,0,10.276,7.655,16.544,2.467,2.467,15.623,11.307,0.441,7.61,3.519,-0.332,1.541,4.678,7,3.739,3.865,33.307,0,3.927,294.278,0,3,294.278,294.278,294.278,294.278,16.515,4,0,10.551,55,9.658,4.967,1.474,4.104,0.912,1.894,296.423,52,294.278,1.529,55.319,1.047,1.186
7.721,2.966,0.544,3.004,0.352,0,0,0.0,0.433,0.0,5.58,14.758,1.592,1.434,5.141,0,1.113,5.315,5.308,2.952,12.074,0,5.157,2.557,0,20.124,4.225,5.483,1.673,1.673,6.814,5.899,0.0,5.434,3.053,-0.171,1.025,9.388,2,3.62,3.383,20.04,0,3.44,162.591,0,2,117.711,117.711,125.471,117.711,9.604,2,0,6.627,30,6.318,4.104,0.773,3.457,0.218,1.899,140.881,29,126.388,1.026,33.571,0.37,0.569
6.585,3.523,1.217,3.516,1.117,7,1,4.748,-0.038,3.496,19.182,7.507,3.836,2.27,13.982,2,1.531,12.63,10.002,5.468,6.104,0,9.823,3.309,0,10.276,8.061,19.958,2.336,2.336,19.102,13.206,0.462,8.954,3.552,-0.396,1.733,4.678,7,3.721,3.931,35.131,0,4.036,353.133,0,5,353.133,353.133,353.133,353.133,16.801,4,0,12.483,59,10.095,5.065,1.64,4.221,1.044,1.929,325.212,56,353.133,1.718,24.259,0.927,1.2
5.0,3.395,0.929,3.384,0.844,0,2,0.0,0.074,5.526,12.959,7.104,2.94,1.964,10.932,0,1.402,8.706,8.332,4.557,5.785,0,7.985,3.015,2,9.719,6.701,14.455,2.043,2.043,13.2,10.473,0.218,7.875,3.447,2.607,1.334,4.454,2,3.63,3.772,32.745,1,3.881,235.422,3,2,235.422,235.422,235.422,235.422,13.883,2,0,9.65,51,9.16,4.727,1.275,3.978,0.603,1.939,282.193,50,266.7,1.352,117.376,0.951,1.204
7.634,3.513,1.177,3.508,1.102,8,1,4.621,0.041,3.341,18.093,7.507,3.699,2.339,12.523,3,1.491,11.965,10.027,5.121,6.104,0,9.879,3.423,0,10.276,8.072,17.662,2.465,2.465,17.113,11.915,0.325,8.302,3.563,-0.346,1.65,4.678,7,3.734,3.929,35.069,0,3.997,317.82,0,4,317.82,317.82,317.82,317.82,17.182,4,0,11.432,58,10.158,5.042,1.587,4.166,1.037,1.895,317.975,55,317.82,1.618,55.319,1.047,1.181
5.706,3.203,1.109,3.215,1.017,4,1,3.399,-0.044,3.269,14.233,8.109,3.072,2.107,10.272,2,1.499,9.639,8.571,4.442,6.72,0,8.42,3.17,0,10.858,6.889,14.402,2.22,2.22,13.659,10.041,0.216,6.996,3.428,-0.277,1.482,5.307,9,3.637,3.802,30.694,0,3.831,285.695,0,2,270.735,270.735,270.735,270.735,14.74,3,0,9.608,51,8.733,4.922,1.318,4.01,0.974,1.866,275.121,49,270.735,1.387,24.259,0.807,1.126
6.342,3.206,1.135,3.22,1.018,4,0,5.649,0.013,0.0,16.191,8.109,3.222,2.164,10.913,2,1.5,10.701,8.931,4.73,6.72,0,8.708,3.245,0,10.858,7.151,16.691,2.31,2.31,14.687,11.44,0.43,7.275,3.471,-0.722,1.582,5.308,9,3.662,3.852,32.455,0,3.882,321.009,0,2,306.049,306.049,306.049,306.049,15.362,3,0,10.366,54,9.106,4.965,1.448,4.088,0.976,1.866,296.423,52,306.049,1.538,9.373,0.959,1.187
7.292,3.374,1.154,3.367,1.022,4,0,5.853,0.045,0.0,20.578,8.109,3.755,2.425,12.651,3,1.5,13.489,9.903,5.419,6.72,0,9.612,3.505,0,10.858,7.923,19.621,2.553,2.553,16.736,13.468,0.469,8.358,3.562,-0.742,1.768,5.308,11,3.693,3.942,35.978,0,3.985,368.093,0,2,353.133,353.133,353.133,353.133,16.699,3,0,11.475,60,10.071,5.082,1.75,4.199,0.987,1.866,339.763,58,353.133,1.776,9.373,1.143,1.417
8.387,3.2,1.059,3.203,0.825,5,1,0.0,0.062,3.459,12.45,0.0,2.901,1.811,10.629,0,1.279,8.37,7.676,4.056,0.0,0,7.532,2.819,1,0.0,6.269,13.65,1.828,1.828,14.137,9.178,0.218,7.155,3.313,0.262,1.225,0.0,2,3.621,3.681,27.631,0,3.792,247.193,0,8,247.193,247.193,247.193,247.193,12.546,3,0,9.42,45,7.731,4.702,1.027,3.895,0.752,1.979,233.329,43,223.651,1.148,51.582,0.954,1.181
9.367,3.209,0.917,3.161,0.539,0,0,0.0,0.261,0.0,11.209,0.0,2.235,1.57,9.211,0,1.274,8.34,6.317,3.935,0.0,0,5.887,2.622,0,0.0,4.993,13.045,1.673,1.673,11.726,9.73,0.218,7.083,3.203,-0.334,1.04,0.0,2,3.639,3.562,25.512,0,3.705,223.651,0,3,223.651,223.651,223.651,223.651,10.553,2,0,9.171,39,7.251,4.422,0.92,3.831,0.469,1.951,199.421,38,232.328,1.092,33.571,0.804,1.181
5.0,3.395,0.929,3.384,0.844,0,2,0.0,0.074,5.526,12.959,7.104,2.94,1.964,10.932,0,1.402,8.706,8.332,4.557,5.785,0,7.985,3.015,2,9.719,6.701,14.455,2.043,2.043,13.2,10.473,0.218,7.875,3.447,2.607,1.334,4.454,2,3.63,3.772,32.745,1,3.881,235.422,3,2,235.422,235.422,235.422,235.422,13.883,2,0,9.65,51,9.16,4.727,1.275,3.978,0.603,1.939,282.193,50,266.7,1.352,117.376,0.951,1.204
5.0,3.395,0.929,3.384,0.844,0,2,0.0,0.074,5.526,12.959,7.104,2.94,1.964,10.932,0,1.402,8.706,8.332,4.557,5.785,0,7.985,3.015,2,9.719,6.701,14.455,2.043,2.043,13.2,10.473,0.218,7.875,3.447,2.607,1.334,4.454,2,3.63,3.772,32.745,1,3.881,235.422,3,2,235.422,235.422,235.422,235.422,13.883,2,0,9.65,51,9.16,4.727,1.275,3.978,0.603,1.939,282.193,50,266.7,1.352,117.376,0.951,1.204
8.745,3.517,1.177,3.513,1.106,8,0,6.737,-0.02,0.0,19.214,7.524,3.78,2.354,12.973,3,1.488,12.55,10.091,5.466,6.118,0,9.903,3.444,0,10.3,8.094,19.304,2.499,2.499,17.529,13.052,0.459,8.511,3.57,-0.769,1.767,4.691,7,3.746,3.945,35.523,0,4.004,368.093,0,4,353.133,353.133,353.133,353.133,17.333,4,0,11.929,60,10.253,5.077,1.63,4.193,1.022,1.894,332.475,57,353.133,1.733,9.373,0.918,1.198
7.921,3.527,1.18,3.524,1.177,8,0,6.941,-0.016,0.0,23.596,7.524,4.313,2.43,14.674,4,1.57,15.454,11.063,6.159,6.118,0,10.807,3.521,0,10.3,8.868,22.236,2.574,2.574,19.495,15.124,0.469,9.591,3.652,-0.785,1.954,4.691,7,3.76,4.027,39.046,0,4.096,415.178,0,4,400.217,400.217,400.217,400.217,18.67,4,0,13.028,66,11.218,5.182,1.953,4.294,1.092,1.894,376.569,63,400.217,1.981,9.373,1.2,1.417
7.886,3.589,1.177,3.587,1.111,11,0,7.092,0.004,0.0,22.357,7.524,4.23,2.5,14.178,4,1.488,14.764,11.225,6.033,6.118,0,11.082,3.605,0,10.3,8.991,20.785,2.663,2.663,18.711,14.353,0.617,9.364,3.665,-0.785,1.904,4.691,7,3.798,4.014,38.285,0,4.082,391.635,0,4,376.675,376.675,376.675,376.675,19.527,5,0,12.651,65,11.38,5.147,1.896,4.26,1.045,1.894,361.775,61,376.675,1.921,9.373,1.064,1.278
8.337,3.511,1.174,3.506,1.099,8,1,4.644,-0.003,3.343,16.85,7.507,3.564,2.2,12.079,3,1.488,10.814,9.493,4.787,6.104,0,9.372,3.28,0,10.276,7.652,16.489,2.336,2.336,16.129,10.746,0.325,7.558,3.498,-0.317,1.516,4.678,5,3.714,3.858,33.069,0,3.927,317.82,0,3,317.82,317.82,317.82,317.82,16.146,4,0,10.31,56,9.633,5.003,1.474,4.084,0.927,1.894,303.58,53,306.049,1.472,41.045,0.801,1.125
8.585,3.51,1.175,3.504,1.099,8,1,4.649,0.011,3.351,17.257,7.507,3.553,2.22,12.034,3,1.485,11.098,9.482,4.787,6.104,0,9.358,3.289,0,10.276,7.639,16.86,2.336,2.336,16.216,11.088,0.325,7.53,3.498,-0.317,1.515,4.678,5,3.714,3.86,33.069,0,3.927,317.82,0,3,317.82,317.82,317.82,317.82,16.155,4,0,10.461,56,9.623,5.005,1.485,4.091,0.928,1.894,303.58,53,294.278,1.479,41.045,0.801,1.11
7.886,3.473,1.165,3.461,1.081,4,0,5.903,0.051,0.0,20.336,8.109,3.955,2.374,13.547,2,1.501,13.615,10.367,5.763,6.72,0,10.053,3.445,0,10.858,8.326,20.336,2.493,2.493,18.113,13.558,0.52,8.99,3.604,-0.751,1.843,5.308,10,3.694,3.985,37.739,0,4.037,391.635,0,4,376.675,376.675,376.675,376.675,17.371,3,0,12.385,63,10.538,5.13,1.799,4.242,1.016,1.866,361.775,61,376.675,1.833,9.373,1.147,1.417
7.404,2.952,0.577,2.956,0.537,0,0,0.0,0.177,0.0,7.338,0.0,1.631,1.293,6.022,0,1.138,5.632,5.137,2.956,0.0,0,4.893,2.339,0,0.0,4.09,6.603,1.421,1.421,7.223,5.403,0.0,5.236,3.018,-0.229,0.716,0.0,3,3.524,3.312,20.682,0,3.428,153.024,0,2,153.024,153.024,153.024,153.024,8.755,2,0,6.323,31,6.114,4.059,0.634,3.448,0.329,1.876,147.207,30,161.702,0.661,33.571,0.644,0.798
6.735,3.513,1.177,3.508,1.102,8,1,4.621,0.041,3.341,18.093,7.507,3.699,2.339,12.523,3,1.491,11.965,10.027,5.121,6.104,0,9.879,3.423,0,10.276,8.072,17.662,2.465,2.465,17.113,11.915,0.325,8.302,3.563,-0.346,1.65,4.678,7,3.734,3.929,35.069,0,3.997,317.82,0,4,317.82,317.82,317.82,317.82,17.182,4,0,11.432,58,10.158,5.042,1.587,4.166,1.037,1.895,317.975,55,317.82,1.618,55.319,1.047,1.181
8.155,3.651,1.177,3.652,1.164,10,0,7.051,0.015,0.0,22.806,7.524,4.43,2.527,15.078,3,1.496,15.349,11.689,6.37,6.118,0,11.524,3.637,0,10.3,9.378,21.569,2.672,2.672,19.903,14.561,0.821,9.968,3.703,-0.792,1.982,4.691,8,3.792,4.054,40.046,0,4.13,415.178,0,5,400.217,400.217,400.217,400.217,20.199,5,0,13.377,68,11.846,5.194,2.029,4.296,1.091,1.894,384.0,64,400.217,1.977,9.373,1.134,1.469
8.432,3.52,1.174,3.517,1.101,8,0,6.235,0.032,0.0,20.454,8.109,3.733,2.24,12.922,3,1.495,14.578,10.052,5.682,6.72,0,9.775,3.429,0,10.858,7.972,18.453,2.535,2.535,16.674,13.384,0.492,9.119,3.575,-0.733,1.654,5.308,10,3.773,3.944,35.927,0,4.026,341.362,0,3,341.362,341.362,341.362,341.362,17.399,4,0,11.723,59,10.998,5.042,1.813,4.165,0.982,1.894,325.212,56,360.869,1.711,9.373,1.264,1.2
8.569,3.52,1.174,3.517,1.101,8,0,6.233,0.003,0.0,20.557,8.109,3.719,2.336,12.961,3,1.496,14.454,10.045,5.682,6.72,0,9.757,3.466,0,10.858,7.956,18.519,2.535,2.535,16.49,13.096,0.534,9.167,3.575,-0.733,1.644,5.308,7,3.776,3.942,35.927,0,4.025,341.362,0,3,341.362,341.362,341.362,341.362,17.397,4,0,11.423,59,11.048,5.044,1.809,4.156,0.982,1.894,325.212,56,349.097,1.704,9.373,1.296,1.22
8.553,3.512,1.182,3.507,1.115,8,1,4.676,-0.017,3.39,19.269,7.507,3.843,2.304,13.527,3,1.489,12.696,10.066,5.48,6.104,0,9.859,3.388,0,10.276,8.085,18.683,2.437,2.437,17.838,12.532,0.462,8.726,3.564,-0.37,1.658,4.678,7,3.728,3.934,35.586,0,4.014,353.133,0,5,353.133,353.133,353.133,353.133,16.986,4,0,11.764,60,10.19,5.064,1.645,4.183,1.085,1.903,332.475,57,353.133,1.644,24.259,1.128,1.201
8.284,3.513,1.181,3.507,1.115,8,1,4.674,0.011,3.386,18.626,7.507,3.836,2.315,13.527,3,1.491,12.285,10.06,5.48,6.104,0,9.849,3.392,0,10.276,8.081,18.782,2.433,2.433,17.858,12.526,0.462,8.726,3.564,-0.37,1.658,4.678,7,3.73,3.934,35.586,0,4.014,353.133,0,4,353.133,353.133,353.133,353.133,16.982,4,0,11.773,60,10.184,5.064,1.603,4.182,1.087,1.904,332.475,57,353.133,1.635,24.259,1.116,1.201
7.796,3.517,1.203,3.51,1.125,7,1,4.673,-0.067,3.508,20.46,7.507,3.858,2.293,13.646,1,1.503,13.492,10.074,5.499,6.104,0,9.908,3.381,0,10.276,8.1,20.007,2.439,2.439,18.619,13.419,0.461,8.968,3.563,-0.37,1.862,4.678,4,3.728,3.953,35.069,0,4.037,356.322,0,7,341.362,341.362,341.362,341.362,17.176,4,0,12.371,59,10.192,5.082,1.805,4.234,1.099,1.925,325.212,56,341.362,1.836,24.259,0.902,1.201
7.357,3.517,1.203,3.51,1.125,7,1,4.647,0.0,3.485,20.22,7.507,3.858,2.293,13.646,1,1.503,13.538,10.074,5.499,6.104,0,9.907,3.382,0,10.276,8.102,19.981,2.44,2.44,18.619,13.427,0.462,8.968,3.563,-0.37,1.862,4.678,6,3.727,3.953,35.069,0,4.037,356.322,0,6,341.362,341.362,341.362,341.362,17.176,4,0,12.371,59,10.192,5.082,1.874,4.234,1.099,1.924,325.212,56,341.362,1.861,24.259,0.912,1.201
6.699,3.517,1.204,3.511,1.139,7,1,4.516,-0.015,3.41,20.85,14.759,3.992,2.401,13.852,1,1.505,14.238,10.651,5.919,12.077,0,10.514,3.475,0,20.125,8.562,20.653,2.516,2.516,19.239,14.545,0.462,9.678,3.626,-0.336,2.039,9.397,6,3.748,4.025,36.705,0,4.082,386.242,0,7,341.362,341.362,349.121,341.362,18.543,4,0,13.131,62,10.82,5.124,1.988,4.288,1.101,1.943,347.076,59,341.362,2.16,24.259,1.068,1.201
8.076,3.233,0.915,3.233,0.711,1,1,0.0,-0.033,3.487,9.188,0.0,2.277,1.81,8.078,0,1.248,6.195,6.736,3.321,0.0,0,6.572,3.01,0,0.0,5.425,10.219,2.113,2.113,10.828,7.028,0.165,5.662,3.229,0.341,0.928,0.0,0,3.617,3.538,24.966,0,3.639,188.338,0,3,188.338,188.338,188.338,188.338,11.745,3,0,7.617,39,7.144,4.442,0.807,3.688,0.544,1.907,192.75,37,164.795,0.894,51.582,0.821,1.045
8.183,3.512,1.177,3.506,1.101,8,1,4.668,0.003,3.371,17.758,7.507,3.642,2.237,12.68,3,1.489,11.669,9.65,5.14,6.104,0,9.513,3.296,0,10.276,7.773,17.311,2.336,2.336,16.897,11.556,0.325,8.174,3.52,-0.356,1.575,4.678,7,3.721,3.884,33.824,0,3.962,329.591,0,4,329.591,329.591,329.591,329.591,16.338,4,0,11.089,57,9.773,5.026,1.53,4.119,1.029,1.894,310.764,54,329.591,1.529,24.259,0.821,1.181
8.328,3.513,1.18,3.508,1.115,8,1,4.673,-0.017,3.382,18.724,7.507,3.836,2.322,13.527,3,1.492,12.28,10.06,5.48,6.104,0,9.85,3.394,0,10.276,8.08,18.801,2.431,2.431,17.858,12.536,0.462,8.726,3.564,-0.37,1.658,4.678,7,3.73,3.934,35.586,0,4.014,353.133,0,4,353.133,353.133,353.133,353.133,16.982,4,0,11.773,60,10.184,5.064,1.594,4.182,1.088,1.904,332.475,57,353.133,1.635,24.259,1.099,1.201
8.913,3.513,1.181,3.508,1.115,8,1,4.652,0.05,3.371,18.785,7.507,3.823,2.333,13.433,3,1.491,12.727,10.196,5.508,6.104,0,9.952,3.45,0,10.276,8.135,19.208,2.522,2.522,18.078,13.452,0.462,9.028,3.587,-0.346,1.64,4.678,7,3.748,3.965,36.444,0,4.045,341.362,0,4,341.362,341.362,341.362,341.362,17.464,4,0,12.467,60,10.668,5.072,1.607,4.226,1.087,1.898,332.475,57,341.362,1.616,24.259,1.116,1.201
6.845,3.513,1.178,3.507,1.103,8,1,4.676,0.057,3.389,19.725,7.507,3.794,2.299,13.864,3,1.49,13.464,10.28,5.96,6.104,0,9.948,3.398,0,10.276,8.149,19.031,2.465,2.465,18.039,13.564,0.462,9.892,3.602,-0.346,1.727,4.678,7,3.751,3.963,37.233,0,4.067,353.133,0,4,353.133,353.133,353.133,353.133,17.528,4,0,12.832,61,11.521,5.06,1.703,4.222,1.057,1.894,339.763,58,385.353,1.71,24.259,1.152,1.201
6.222,3.521,1.177,3.518,1.104,8,0,6.05,0.041,0.0,20.687,8.109,3.922,2.462,13.181,3,1.502,13.821,10.565,5.641,6.72,0,10.377,3.54,0,10.858,8.463,19.189,2.585,2.585,17.368,13.316,0.462,8.84,3.617,-0.751,1.823,5.308,11,3.762,3.987,36.978,0,4.036,368.093,0,3,353.133,353.133,353.133,353.133,18.222,4,0,11.945,62,10.733,5.114,1.819,4.22,1.017,1.894,347.076,59,353.133,1.807,9.373,1.146,1.2
7.268,3.512,1.177,3.506,1.101,8,1,4.579,0.032,3.292,17.629,7.507,3.622,2.292,12.344,3,1.488,11.68,9.724,5.17,6.104,0,9.606,3.379,0,10.276,7.823,17.1,2.433,2.433,16.5,11.58,0.325,8.216,3.531,-0.332,1.663,4.678,7,3.729,3.9,33.762,0,3.96,332.78,0,3,317.82,317.82,317.82,317.82,16.708,4,0,11.146,57,9.873,5.039,1.548,4.116,1.013,1.894,310.764,54,317.82,1.572,24.259,0.808,1.126
7.77,3.469,1.137,3.452,1.091,3,0,2.637,-0.021,0.0,15.851,0.082,3.771,2.328,13.377,0,1.558,10.544,9.977,5.346,0.125,0,9.711,3.369,0,0.035,8.093,18.585,2.377,2.377,17.922,12.496,0.536,8.972,3.575,-0.874,1.632,0.188,4,3.719,3.955,35.915,0,4.053,341.362,0,10,341.362,341.362,341.362,341.362,16.503,3,0,12.06,58,10.049,4.933,1.391,4.19,0.825,1.95,317.975,55,317.82,1.603,21.196,1.064,1.362
