pXC50,CATS2D_09_LL,IC3,Eig04_EA.bo.,SM14_AEA.ri.,P_VSA_e_2,X1A,P_VSA_p_3,P_VSA_v_3,LOC,SpMin2_Bh.p.,nBnz,SpMin2_Bh.e.,Eig04_AEA.bo.,SpMax1_Bh.m.,D.Dtr06,SpMaxA_AEA.dm.,SpMax7_Bh.s.,GGI10,Eig06_AEA.bo.,SpMax2_Bh.p.,C.024,SpMin6_Bh.i.,ATSC5m,Eig08_EA.ed.,SM03_AEA.ri.,SpDiam_EA.bo.,ATSC6p,SpMin5_Bh.v.,ATSC5p,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,GGI9,NaaCH,ZM1V,SpMin6_Bh.e.,CATS2D_06_AP,RBN,NRS,SpMin5_Bh.p.,SpMax2_Bh.m.,ATSC5i,SpMin2_Bh.v.,ZM1MulPer,D.Dtr09,IC2,ATSC6v,ATS8m,ZM1Kup,ATSC4i,ATSC3i,ATSC7p,SpMax3_Bh.m.,ATSC6i,D.Dtr05,SpMin2_Bh.i.,SpMAD_AEA.ri.,ATS3p,X3v,RBF,Eig04_EA,SM12_AEA.bo.,C.034,nH,MSD,ATS4p,SaaaC,RDCHI,SpMax4_Bh.p.,SpMax6_Bh.s.,IC5,Eig12_EA.bo.,IDE,GGI8,Eig12_EA,SM06_AEA.dm.,SpMax4_Bh.v.,P_VSA_m_2,CATS2D_04_AP,SpMax2_Bh.v.,GMTI,ATSC4p,IC4,HVcpx,ATSC7v,P_VSA_p_1,ATS7i,Eig10_AEA.ri.,ATS5p,NsOH,SpMin4_Bh.e.,NaaaC,piPC02,SM02_EA.bo.,CSI,Hypnotic.80,GMTIV,SpMax4_Bh.m.,SpMin4_Bh.p.,SpMax2_Bh.i.,SMTI,PJI2,Depressant.80,ATSC1m,SpMin6_Bh.s.,Eig12_EA.ed.,SM07_AEA.ri.,ATS3v,SpMax1_Bh.p.,SpMaxA_EA,ATS4v,nPyrroles,CATS2D_08_LL,SpMin6_Bh.p.,Eig03_EA.bo.,SM13_AEA.ri.,SpMax4_Bh.i.,C.019,MW,SpMin4_Bh.v.,Chi0_EA.ri.,XMOD,P_VSA_LogP_7,UNIP,CIC0,SpMaxA_AEA.ri.,ECC,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.ed.,ATSC3v,CID,S2K,ATS6e,X1,Eig13_AEA.ri.,P_VSA_s_4,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.
7.456,4,4.512,2.376,2.376,76.303,0.447,76.303,76.303,1.429,1.931,1,1.74,3.251,3.996,114.066,0.157,3.387,0.0,2.529,3.599,3,0.931,32.745,2.117,2.117,7.083,12.469,1.676,12.841,4.083,4.083,4.083,0.063,3,172.0,1.034,0,5,1,1.648,3.629,1.603,1.95,179.325,0.0,3.965,18.701,2.769,179.29,1.569,1.477,10.247,3.369,1.497,0.0,1.673,1.46,4.082,4.818,0.1,2.07,2.07,0,28,4.584,4.145,0.0,3.18,3.348,3.626,4.595,-0.445,3.005,0.131,-0.445,-0.445,3.32,82.551,0,3.596,3374.0,11.765,4.554,2.893,15.263,329.591,5.181,0.984,4.152,0,1.533,0,3.726,4.407,308.0,0,4889.0,3.291,1.693,3.827,3368.0,0.8,1,12.382,0.582,-0.952,-0.952,3.93,3.976,0.146,3.968,0,10,1.317,2.56,2.56,3.579,0,272.48,1.729,14.221,60.13,329.591,56.0,4.41,0.19,144.0,-1.628,-1.628,8.558,16.304,3.745,6.278,5.035,9.83,0.293,52.328,10.834,10.834,10.834
6.678,2,4.461,2.601,2.601,86.426,0.444,86.426,86.426,1.473,1.918,1,1.751,3.35,4.13,75.791,0.16,3.288,0.0,2.553,3.602,4,1.011,27.92,2.101,2.101,7.594,10.604,1.477,10.841,4.594,4.594,4.594,0.031,5,178.0,1.074,0,5,1,1.455,3.636,1.369,1.937,186.261,113.936,4.147,15.777,2.555,185.29,1.37,1.293,9.045,3.333,1.27,30.678,1.692,1.481,3.95,4.273,0.111,2.0,2.0,1,24,4.451,4.004,2.861,3.109,3.313,3.626,4.461,-0.527,2.964,0.128,-0.457,-0.457,3.307,91.45,0,3.599,2970.0,10.136,4.461,2.859,13.375,282.506,4.994,0.797,3.968,0,1.539,2,3.876,4.559,290.0,0,4751.0,3.279,1.738,3.836,2966.0,0.8,1,10.809,0.563,-1.175,-1.175,3.809,4.084,0.154,3.837,1,8,1.25,2.828,2.828,3.515,0,256.43,1.785,13.514,57.13,270.735,51.0,4.222,0.2,135.0,-1.902,-1.902,8.072,13.931,3.694,5.478,4.827,9.33,0.071,69.626,10.334,10.334,10.334
6.0,12,4.916,2.667,2.667,123.017,0.441,123.017,123.017,0.542,2.047,2,1.948,3.557,3.96,319.331,0.11,3.676,0.05,2.978,3.88,8,1.116,35.936,3.038,3.038,6.921,13.451,1.533,14.613,3.921,3.921,3.921,0.134,8,252.0,1.188,0,5,3,1.511,3.861,1.743,2.066,264.238,0.0,4.17,19.322,3.248,267.381,1.885,1.752,12.445,3.69,1.596,0.0,1.914,1.461,4.311,6.335,0.083,2.333,2.333,0,31,7.299,4.29,0.0,4.032,3.466,3.804,5.083,0.569,3.791,0.16,0.526,0.526,3.457,126.142,0,3.871,9567.0,15.747,5.083,3.642,18.17,364.904,5.26,1.984,4.204,0,1.584,0,4.078,4.762,740.0,0,17477.0,3.457,1.741,3.979,8909.0,0.889,0,13.985,0.821,1.004,1.004,4.147,3.966,0.103,4.08,0,12,1.442,2.904,2.904,3.63,0,349.56,1.757,18.413,78.511,364.904,115.0,4.625,0.137,336.0,0.591,0.591,10.899,20.553,4.009,8.37,4.993,12.797,1.235,89.817,14.315,14.315,14.315
7.148,0,4.755,2.769,2.769,100.215,0.428,139.364,139.364,0.517,1.982,1,1.799,3.457,4.087,95.035,0.134,3.559,0.012,2.903,3.726,5,1.064,30.215,2.673,2.673,7.147,9.312,1.483,10.246,4.147,4.147,4.147,0.066,6,288.0,1.153,0,1,2,1.453,3.875,1.364,1.988,305.533,0.0,4.288,13.102,3.165,277.139,1.424,1.334,9.686,3.678,1.179,32.999,1.737,1.522,4.085,4.912,0.022,2.242,2.242,1,20,4.704,4.089,0.0,3.373,3.184,3.719,4.755,-0.195,3.049,0.177,-0.174,-0.174,3.183,108.363,0,3.726,4634.0,11.205,4.755,2.945,13.683,235.422,4.899,1.652,4.009,0,1.486,0,4.073,4.758,379.0,1,10619.0,3.374,1.614,3.878,4383.0,1.0,1,8.937,0.636,-0.414,-0.414,3.971,4.003,0.128,3.939,1,1,1.376,3.042,3.042,3.403,1,313.86,1.635,15.492,69.243,223.651,61.0,3.958,0.166,171.0,-1.107,-1.107,8.75,13.204,3.849,5.67,4.638,10.704,0.547,82.449,12.363,12.363,12.363
8.442,3,4.461,2.417,2.417,114.604,0.439,114.604,114.604,0.0,2.03,2,1.92,3.352,3.927,288.672,0.121,3.674,0.041,2.926,3.852,9,1.064,30.479,2.997,2.997,6.815,10.274,1.476,11.014,3.815,3.815,3.815,0.094,9,256.0,1.153,0,4,3,1.453,3.849,1.416,2.04,268.028,0.0,3.802,14.949,3.137,275.026,1.527,1.511,9.553,3.676,1.286,0.0,1.887,1.467,4.115,5.178,0.075,2.228,2.228,0,26,6.753,4.062,0.0,3.887,3.395,3.813,4.924,0.313,3.659,0.111,0.294,0.294,3.386,120.853,0,3.847,7797.0,12.293,4.869,3.506,14.282,306.049,5.028,1.967,3.968,0,1.534,0,4.007,4.691,621.0,0,14993.0,3.396,1.699,3.96,7163.0,0.875,1,12.009,0.743,0.746,0.746,3.979,3.907,0.109,3.878,0,1,1.376,2.694,2.694,3.589,0,322.49,1.724,17.142,73.233,306.049,98.0,4.329,0.144,278.0,-0.277,-0.277,10.26,16.278,3.936,7.477,4.767,11.865,0.848,91.535,13.404,13.404,13.404
6.0,13,4.816,2.603,2.603,121.501,0.441,121.501,121.501,0.362,2.007,2,1.933,3.524,3.957,236.129,0.129,3.683,0.079,2.972,3.879,9,1.133,36.304,3.034,3.034,6.962,13.232,1.571,14.294,3.962,3.962,3.962,0.133,9,260.0,1.194,0,4,3,1.541,3.86,1.742,2.02,275.323,0.0,4.029,18.897,3.244,275.381,1.89,1.777,12.018,3.692,1.604,0.0,1.909,1.465,4.33,6.205,0.069,2.322,2.322,0,29,6.775,4.298,0.0,3.942,3.506,3.841,5.09,0.77,3.654,0.133,0.628,0.628,3.492,124.625,0,3.87,9044.0,15.762,5.04,3.48,17.309,341.362,5.199,2.0,4.203,0,1.7,0,4.094,4.779,670.0,0,16973.0,3.48,1.846,3.976,8395.0,0.875,0,12.98,0.825,1.547,1.547,4.181,3.955,0.107,4.116,0,12,1.391,2.925,2.925,3.659,0,347.54,1.873,18.151,77.947,341.362,107.0,4.562,0.142,303.0,0.507,0.507,10.95,20.642,4.009,8.182,4.988,12.793,1.206,88.411,14.355,14.355,14.355
6.238,0,4.708,2.405,2.405,106.191,0.43,106.191,106.191,0.418,1.991,1,1.8,3.366,4.044,90.031,0.139,3.474,0.012,2.901,3.714,6,1.064,27.279,2.57,2.57,7.129,9.049,1.486,9.712,4.129,4.129,4.129,0.03,7,232.0,1.153,0,1,2,1.456,3.73,1.376,1.997,243.376,0.0,4.148,13.152,2.613,242.935,1.44,1.357,9.053,3.677,1.212,29.952,1.737,1.505,4.044,4.624,0.022,2.241,2.241,1,21,4.538,4.054,0.0,3.322,3.18,3.718,4.755,-0.274,2.997,0.144,-0.233,-0.233,3.18,114.338,0,3.715,4151.0,10.788,4.755,2.907,13.33,247.193,4.901,1.65,3.971,0,1.487,0,4.021,4.705,360.0,1,7806.0,3.221,1.619,3.878,3895.0,1.0,1,9.845,0.636,-0.574,-0.574,3.931,3.997,0.133,3.901,1,0,1.376,3.033,3.033,3.403,1,279.42,1.64,14.908,63.705,235.422,56.0,4.096,0.173,161.0,-1.069,-1.069,8.613,13.418,3.809,5.264,4.622,10.31,0.543,91.925,11.88,11.88,11.88
6.0,15,4.6,2.43,2.43,118.902,0.442,118.902,118.902,0.0,2.012,2,1.939,3.372,3.939,228.963,0.112,3.674,0.046,2.951,3.879,9,1.136,35.725,3.019,3.019,6.81,13.812,1.576,15.079,3.81,3.81,3.81,0.093,9,212.0,1.207,0,4,3,1.542,3.858,1.807,2.03,222.034,0.0,3.787,19.996,3.193,215.645,1.973,1.823,12.37,3.692,1.652,0.0,1.911,1.446,4.347,6.276,0.068,2.258,2.258,0,31,6.799,4.325,0.0,3.936,3.507,3.75,5.057,0.344,3.662,0.133,0.322,0.322,3.49,122.026,0,3.87,8477.0,16.59,4.914,3.498,17.951,364.904,5.237,2.0,4.227,0,1.707,0,4.025,4.71,647.0,0,13877.0,3.465,1.85,3.977,7815.0,0.875,0,13.801,0.825,0.81,0.81,4.168,3.957,0.104,4.098,0,13,1.4,2.7,2.7,3.66,0,333.56,1.883,17.623,74.804,364.904,103.0,4.707,0.14,291.0,0.0,0.0,10.746,21.75,3.975,8.188,5.013,12.365,0.995,88.411,13.904,13.904,13.904
6.0,13,4.859,2.604,2.604,123.017,0.442,123.017,123.017,0.542,2.047,2,1.948,3.458,3.963,315.238,0.114,3.674,0.078,3.002,3.88,8,1.151,36.985,3.038,3.038,7.027,14.375,1.531,14.961,4.027,4.027,4.027,0.104,8,252.0,1.217,0,5,3,1.51,3.862,1.788,2.066,264.011,0.0,4.148,20.796,3.286,267.381,1.89,1.752,12.524,3.69,1.688,0.0,1.914,1.46,4.311,6.352,0.083,2.303,2.303,0,31,7.143,4.301,0.0,4.002,3.464,3.807,5.083,0.472,3.746,0.16,0.433,0.433,3.451,126.142,0,3.871,9399.0,15.712,5.083,3.584,18.31,364.904,5.29,1.99,4.24,0,1.583,0,4.078,4.762,707.0,0,17077.0,3.44,1.732,3.979,8754.0,1.0,0,13.985,0.821,0.858,0.858,4.152,3.966,0.106,4.104,0,10,1.473,2.751,2.751,3.623,0,349.56,1.753,18.458,78.612,364.904,113.0,4.625,0.14,321.0,0.58,0.58,10.94,20.536,4.009,8.37,5.052,12.814,1.242,89.817,14.309,14.309,14.309
6.688,0,5.273,2.97,2.97,104.984,0.429,104.984,104.984,1.363,1.888,2,1.779,3.752,4.127,178.41,0.148,4.406,0.165,3.363,3.737,4,1.017,37.645,4.555,4.555,7.415,12.491,1.492,14.496,4.415,4.415,4.415,0.296,4,396.0,1.105,0,4,1,1.467,3.87,1.672,1.89,427.383,0.0,4.89,15.219,3.569,420.002,1.702,1.566,11.956,3.681,1.482,0.0,1.76,1.53,4.274,6.605,0.077,2.537,2.537,0,22,5.58,4.315,0.0,3.646,3.362,4.744,5.314,0.479,3.31,0.341,0.427,0.427,3.371,108.786,0,3.725,7620.0,14.547,5.314,3.131,14.502,200.109,5.037,2.168,4.262,3,1.488,0,4.263,4.949,522.0,0,23109.0,3.476,1.675,3.818,7461.0,0.833,0,10.451,0.589,1.003,1.003,4.181,4.073,0.113,4.191,0,0,1.347,3.07,3.07,3.586,0,386.51,1.687,18.167,84.977,232.328,88.0,3.97,0.146,242.0,0.453,0.453,10.012,14.875,4.034,7.021,4.849,12.863,1.1,49.426,14.741,14.741,14.741
6.703,0,5.273,2.97,2.97,104.984,0.429,104.984,104.984,1.363,1.888,2,1.779,3.752,4.127,178.41,0.148,4.406,0.165,3.363,3.737,4,1.017,37.645,4.555,4.555,7.415,12.491,1.492,14.496,4.415,4.415,4.415,0.296,4,396.0,1.105,0,4,1,1.467,3.87,1.672,1.89,427.383,0.0,4.89,15.219,3.569,420.002,1.702,1.566,11.956,3.681,1.482,0.0,1.76,1.53,4.274,6.605,0.077,2.537,2.537,0,22,5.58,4.315,0.0,3.646,3.362,4.744,5.314,0.479,3.31,0.341,0.427,0.427,3.371,108.786,0,3.725,7620.0,14.547,5.314,3.131,14.502,200.109,5.037,2.168,4.262,3,1.488,0,4.263,4.949,522.0,0,23109.0,3.476,1.675,3.818,7461.0,0.833,0,10.451,0.589,1.003,1.003,4.181,4.073,0.113,4.191,0,0,1.347,3.07,3.07,3.586,0,386.51,1.687,18.167,84.977,232.328,88.0,3.97,0.146,242.0,0.453,0.453,10.012,14.875,4.034,7.021,4.849,12.863,1.1,49.426,14.741,14.741,14.741
7.796,0,5.116,2.894,2.894,106.18,0.43,106.18,106.18,1.195,1.887,2,1.778,3.579,4.124,145.933,0.163,3.77,0.012,3.204,3.734,4,1.01,35.256,3.409,3.409,7.415,12.087,1.491,13.716,4.415,4.415,4.415,0.097,4,314.0,1.102,0,3,1,1.467,3.858,1.597,1.89,334.726,0.0,4.725,15.088,3.157,318.117,1.566,1.459,11.226,3.662,1.418,0.0,1.759,1.511,4.212,6.159,0.061,2.271,2.271,0,22,4.829,4.256,0.0,3.416,3.291,4.204,5.159,0.21,3.084,0.193,0.186,0.186,3.278,109.982,0,3.724,5361.0,13.382,5.159,2.959,13.99,211.88,4.952,1.403,4.213,2,1.446,0,4.159,4.844,419.0,0,13215.0,3.339,1.66,3.817,5227.0,1.0,1,10.69,0.589,0.393,0.393,4.101,4.072,0.126,4.121,0,0,1.345,3.051,3.051,3.551,0,342.5,1.676,16.704,76.288,244.099,68.0,3.974,0.162,192.0,-0.514,-0.514,9.454,14.854,3.929,6.172,4.797,11.597,0.785,49.426,13.282,13.282,13.282
6.162,7,5.095,3.008,3.008,152.106,0.423,152.106,152.106,0.528,1.941,3,1.877,3.698,4.145,235.014,0.147,3.769,0.07,3.34,3.847,9,1.018,35.527,4.547,4.547,7.415,12.818,1.492,14.354,4.415,4.415,4.415,0.152,9,358.0,1.107,0,2,2,1.467,3.937,1.642,1.966,381.275,0.0,4.417,15.528,3.554,360.805,1.595,1.454,11.997,3.725,1.457,0.0,1.855,1.522,4.317,6.722,0.038,2.419,2.419,0,21,5.415,4.33,0.0,3.763,3.414,4.2,5.194,0.482,3.264,0.279,0.429,0.429,3.399,123.011,0,3.82,8235.0,13.924,5.194,3.121,14.444,223.651,4.951,2.211,4.289,2,1.516,0,4.363,5.05,539.0,0,19652.0,3.522,1.677,3.898,7640.0,0.833,0,9.867,0.59,1.052,1.052,4.202,4.079,0.11,4.194,0,9,1.345,3.469,3.469,3.595,0,375.52,1.696,18.801,84.582,255.87,86.0,4.131,0.141,240.0,0.559,0.559,10.637,14.93,4.056,6.501,4.826,13.114,1.148,96.807,15.317,15.317,15.317
7.62,0,5.287,3.014,3.014,122.148,0.432,122.148,122.148,1.506,1.888,2,1.779,3.763,4.127,190.11,0.143,4.406,0.198,3.365,3.737,4,1.114,39.323,4.556,4.556,7.415,14.336,1.528,15.117,4.415,4.415,4.415,0.311,4,408.0,1.188,0,5,1,1.507,3.871,1.786,1.89,437.412,0.0,4.979,17.563,3.637,435.588,1.769,1.607,12.19,3.684,1.625,0.0,1.76,1.508,4.302,6.792,0.091,2.55,2.55,0,24,5.854,4.353,0.0,3.738,3.371,4.477,5.325,0.482,3.394,0.353,0.429,0.429,3.379,125.95,0,3.725,8533.0,15.032,5.325,3.22,14.921,235.422,5.057,2.212,4.32,2,1.494,0,4.277,4.963,587.0,0,24526.0,3.501,1.679,3.818,8358.0,1.0,0,11.372,0.591,1.048,1.048,4.212,4.073,0.11,4.233,0,0,1.467,3.089,3.089,3.591,0,400.54,1.693,19.188,88.743,267.642,96.0,4.082,0.141,272.0,0.466,0.466,10.511,15.49,4.069,7.597,4.952,13.401,1.119,60.309,15.162,15.162,15.162
6.614,1,5.198,2.895,2.895,107.518,0.429,107.518,107.518,1.361,1.888,2,1.778,3.579,4.125,168.056,0.152,4.207,0.153,3.362,3.736,4,1.016,36.629,4.554,4.554,7.415,12.44,1.491,14.337,4.415,4.415,4.415,0.206,4,382.0,1.104,0,4,1,1.467,3.864,1.628,1.89,411.172,0.0,4.724,15.003,3.417,404.69,1.583,1.447,11.553,3.671,1.413,0.0,1.76,1.518,4.237,6.326,0.08,2.272,2.272,0,21,5.449,4.276,0.0,3.603,3.348,4.407,5.241,0.249,3.286,0.258,0.218,0.218,3.356,78.423,0,3.724,6927.0,13.496,5.241,3.102,13.653,211.88,4.963,1.951,4.24,3,1.477,0,4.234,4.92,503.0,0,20824.0,3.44,1.668,3.817,6767.0,0.833,1,9.85,0.589,0.509,0.509,4.138,4.073,0.117,4.156,0,2,1.347,3.052,3.052,3.569,0,371.49,1.678,17.677,82.224,244.099,82.0,3.972,0.151,232.0,-0.054,-0.054,9.919,14.278,4.001,6.8,4.813,12.452,0.897,49.426,14.3,14.3,14.3
6.4,1,5.079,2.898,2.898,105.451,0.416,105.451,105.451,0.609,1.909,2,1.815,3.613,4.163,155.87,0.154,3.865,0.0,3.268,3.785,3,1.022,35.123,4.569,4.569,7.497,12.733,1.491,14.217,4.497,4.497,4.497,0.031,3,364.0,1.104,0,0,1,1.465,3.893,1.652,1.913,388.656,0.0,4.709,15.044,3.13,378.54,1.554,1.417,11.427,3.65,1.478,0.0,1.803,1.55,4.273,6.851,0.0,2.341,2.341,0,19,4.587,4.31,0.0,3.454,3.26,4.206,5.124,0.265,2.967,0.16,0.227,0.227,3.255,76.356,0,3.773,6065.0,13.012,5.124,2.876,13.448,200.109,4.945,2.13,4.272,2,1.38,0,4.277,4.963,404.0,0,15888.0,3.281,1.546,3.85,5676.0,0.8,1,8.848,0.588,0.534,0.534,4.189,4.094,0.119,4.21,0,1,1.337,3.355,3.355,3.443,0,353.47,1.57,17.268,79.284,232.328,71.0,3.907,0.153,180.0,-0.23,-0.23,9.438,13.793,3.982,5.422,4.85,12.059,0.864,39.949,14.278,14.278,14.278
8.076,0,4.54,2.397,2.397,141.553,0.427,141.553,141.553,0.432,1.79,0,1.605,3.363,4.349,47.824,0.2,3.41,0.0,2.681,3.716,3,1.064,27.016,2.302,2.302,6.929,10.139,1.476,9.832,4.139,4.139,4.139,0.025,5,282.0,1.153,0,1,2,1.435,3.9,1.225,1.779,296.914,0.0,4.196,11.282,2.633,258.656,1.277,1.245,8.926,3.713,1.131,61.87,1.55,1.521,4.005,6.154,0.025,2.239,2.239,0,17,4.366,3.95,0.0,3.244,3.148,3.474,4.54,-0.39,2.93,0.121,-0.317,-0.317,3.125,86.204,0,3.687,3663.0,10.459,4.54,2.827,10.502,200.109,4.568,1.504,3.896,0,1.429,0,3.98,4.663,325.0,1,8347.0,3.297,1.554,3.877,3429.0,0.8,1,8.133,0.628,-0.843,-0.843,3.833,4.033,0.139,3.773,1,0,1.376,3.029,3.029,3.361,1,303.49,1.569,14.591,69.328,228.293,51.0,3.644,0.179,144.0,-1.5,-1.5,8.113,11.088,3.761,5.242,4.44,9.81,0.336,70.717,11.38,11.38,11.38
5.941,14,4.49,2.417,2.417,116.367,0.439,116.367,116.367,0.0,2.046,2,1.948,3.352,3.948,288.672,0.116,3.674,0.041,2.926,3.88,9,1.08,31.947,2.997,2.997,6.815,12.474,1.504,13.524,3.815,3.815,3.815,0.094,9,208.0,1.153,0,4,3,1.473,3.859,1.614,2.067,217.872,0.0,3.753,17.981,3.12,211.645,1.791,1.695,11.163,3.687,1.475,0.0,1.914,1.465,4.265,6.04,0.071,2.228,2.228,0,29,6.753,4.216,0.0,3.887,3.461,3.72,4.973,0.313,3.659,0.111,0.294,0.294,3.445,119.492,0,3.871,7797.0,14.976,4.822,3.506,16.223,341.362,5.139,1.984,4.114,0,1.583,0,4.007,4.691,621.0,0,12991.0,3.423,1.717,3.979,7163.0,0.875,0,12.98,0.821,0.746,0.746,4.082,3.965,0.109,3.989,0,12,1.376,2.694,2.694,3.615,0,319.53,1.748,16.916,71.804,341.362,98.0,4.621,0.146,278.0,-0.277,-0.277,10.26,20.111,3.936,7.528,4.893,11.865,0.885,88.411,13.404,13.404,13.404
7.0,9,5.525,3.357,3.357,159.777,0.425,159.777,159.777,0.608,2.05,3,1.955,3.952,4.775,355.63,0.122,4.303,0.159,3.602,4.058,9,1.321,46.227,5.414,5.414,7.99,13.903,1.711,16.676,4.99,4.99,4.99,0.19,10,478.0,1.385,0,6,3,1.695,4.103,2.047,2.057,511.525,394.297,4.934,18.485,3.824,505.69,2.088,1.904,12.744,3.891,1.835,144.289,1.936,1.534,4.456,8.9,0.091,2.639,2.639,1,27,8.226,4.479,4.129,4.55,3.657,4.415,5.623,1.69,3.911,0.272,1.188,1.188,3.576,175.398,0,4.063,19873.0,16.674,5.59,3.662,16.31,306.049,5.143,2.433,4.357,0,1.736,4,4.67,5.359,1058.0,0,48725.0,3.724,1.87,4.163,17886.0,0.889,0,15.025,0.705,2.969,2.969,4.363,4.22,0.094,4.354,1,5,1.601,4.146,4.146,3.699,0,473.64,1.905,23.973,110.932,294.278,175.0,4.365,0.118,465.0,2.479,2.479,13.438,17.951,4.281,8.455,5.076,16.558,2.049,119.336,19.197,19.197,19.197
7.886,9,5.482,3.343,3.343,152.772,0.422,152.772,152.772,0.467,2.049,3,1.954,3.942,4.775,341.564,0.126,4.303,0.159,3.564,4.058,9,1.319,42.745,5.414,5.414,7.99,13.172,1.71,15.483,4.99,4.99,4.99,0.174,10,490.0,1.382,0,5,3,1.693,4.105,2.015,2.056,527.316,377.996,4.85,16.884,3.769,544.066,2.081,1.992,12.057,3.891,1.814,138.133,1.932,1.547,4.414,8.655,0.081,2.629,2.629,1,24,7.995,4.416,3.655,4.472,3.657,4.43,5.587,1.674,3.857,0.26,1.172,1.172,3.576,168.393,0,4.063,18418.0,15.857,5.552,3.601,14.802,285.695,5.055,2.433,4.278,0,1.735,4,4.661,5.349,983.0,0,48606.0,3.724,1.87,4.165,16484.0,1.0,0,13.147,0.705,2.968,2.968,4.325,4.219,0.097,4.298,1,5,1.582,4.146,4.146,3.699,0,461.6,1.904,22.986,107.454,258.964,165.0,4.193,0.121,430.0,2.477,2.477,12.935,16.902,4.253,7.895,5.006,16.02,2.042,108.453,18.77,18.77,18.77
6.0,3,4.946,2.709,2.709,110.306,0.437,110.306,110.306,0.663,1.959,1,1.807,3.51,3.955,154.752,0.129,3.622,0.087,2.917,3.824,6,1.148,32.593,3.184,3.184,6.937,9.63,1.582,10.531,3.937,3.937,3.937,0.132,7,324.0,1.199,0,5,3,1.586,3.863,1.379,1.964,343.005,0.0,4.41,13.042,3.366,365.185,1.499,1.474,9.973,3.762,1.245,125.018,1.754,1.484,4.078,5.49,0.096,2.296,2.296,1,24,6.236,4.051,0.0,3.801,3.241,3.969,4.987,0.535,3.523,0.207,0.473,0.473,3.254,131.441,0,3.827,7634.0,11.407,4.987,3.328,14.026,270.735,4.993,1.982,3.969,0,1.535,0,4.073,4.758,562.0,0,18143.0,3.35,1.701,3.935,7181.0,0.857,1,11.108,0.574,0.745,0.745,3.978,3.903,0.112,3.923,0,4,1.514,3.086,3.086,3.511,0,340.46,1.697,17.617,76.996,258.964,94.0,4.148,0.146,256.0,0.307,0.307,10.251,14.877,3.965,7.223,4.78,12.242,1.101,82.604,13.797,13.797,13.797
4.0,3,4.907,2.985,2.985,116.957,0.44,116.957,116.957,0.806,1.963,1,1.806,3.72,3.961,170.229,0.121,3.961,0.119,2.917,3.824,5,1.187,37.318,3.4,3.4,7.1,11.019,1.583,11.673,4.1,4.1,4.1,0.202,6,368.0,1.228,0,6,3,1.586,3.878,1.521,1.962,389.276,0.0,4.447,15.126,3.534,420.92,1.6,1.529,10.995,3.764,1.419,138.063,1.755,1.478,4.133,5.786,0.107,2.425,2.425,1,26,6.538,4.14,0.0,3.91,3.244,4.308,5.058,0.814,3.596,0.256,0.618,0.618,3.261,138.092,0,3.831,9168.0,12.161,4.945,3.401,15.725,294.278,5.172,1.982,4.09,0,1.535,0,4.139,4.824,644.0,0,22661.0,3.372,1.703,3.939,8700.0,1.0,1,12.054,0.575,1.334,1.334,4.052,3.904,0.105,4.035,0,2,1.536,3.107,3.107,3.519,0,370.49,1.698,19.152,83.803,282.506,107.0,4.235,0.137,296.0,0.445,0.445,10.929,15.34,4.036,8.049,4.922,13.19,1.182,84.011,14.702,14.702,14.702
6.185,1,4.907,3.032,3.032,116.957,0.439,116.957,116.957,0.806,1.963,1,1.806,3.726,3.96,171.919,0.121,3.948,0.144,3.051,3.824,5,1.212,36.277,3.405,3.405,7.012,10.388,1.584,11.578,4.012,4.012,4.012,0.182,6,368.0,1.252,0,6,3,1.586,3.876,1.497,1.962,389.371,0.0,4.447,13.961,3.507,420.92,1.599,1.529,10.742,3.764,1.339,140.236,1.755,1.478,4.133,5.791,0.107,2.412,2.412,1,26,6.688,4.137,0.0,3.942,3.247,4.195,5.058,0.562,3.646,0.239,0.495,0.495,3.266,138.092,0,3.831,9344.0,12.227,4.945,3.475,15.155,294.278,5.08,1.982,4.061,0,1.535,0,4.139,4.824,681.0,0,23189.0,3.381,1.704,3.939,8863.0,0.875,1,12.054,0.585,0.868,0.868,4.049,3.904,0.105,4.017,0,4,1.565,3.116,3.116,3.522,0,370.49,1.699,19.113,83.702,282.506,109.0,4.235,0.137,312.0,0.673,0.673,10.89,15.283,4.036,8.049,4.886,13.173,1.32,84.011,14.708,14.708,14.708
