pXC50,nROH,SsOH,NsOH,O.057,Eig10_AEA.dm.,ATS5s,nArNHR,nPyrimidines,IC4,C.035,Eig08_AEA.bo.,nDB,nTriazoles,SpMax8_Bh.v.,Eig12_AEA.bo.,CATS2D_02_AA,SpMin3_Bh.i.,CATS2D_04_AN,nCconj,nBnz,IC5,NdO,O.058,Eig12_EA.bo.,Eig12_EA.ri.,Eig12_AEA.ri.,Eig12_EA.ed.,SM07_AEA.ri.,SpMax3_Bh.p.,ATS1s,ATS5m,C.044,P_VSA_i_2,CATS2D_03_DA,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,CATS2D_01_AA,H.051,SpAD_AEA.ed.,Eig10_AEA.ri.,ATS3v,ATS6v,P_VSA_e_5,Eig06_AEA.dm.,CATS2D_03_AA,Eig10_EA.ri.,N.075,NaaN,Eig08_AEA.dm.,SpAD_AEA.dm.,CATS2D_09_NL,SpMax7_Bh.m.,CATS2D_08_NL,Eig11_AEA.bo.,P_VSA_i_3,Eig10_EA,SM04_AEA.dm.,nCbH,RDSQ,CATS2D_03_NL,ATS5v,Pol,MPC01,MWC01,nBO
7.398,1,9.821,1,1,1.615,6.449,0,0,5.368,0,3.191,1,0,2.785,2.573,0,1.781,1,1,3,5.368,1,1,1.604,1.086,2.102,2.799,2.799,3.75,5.276,4.334,0,147.395,0,1,1,2,0,0,57.882,2.43,4.226,4.058,67.828,2.633,0,1.419,1,1,2.066,56.814,2,3.099,1,2.651,232.624,1.435,1.435,10,323.923,2,4.214,61,3.611,3.611,36
6.74,1,9.814,1,1,1.086,5.993,0,0,5.065,0,3.032,1,0,2.685,2.248,0,1.71,1,1,2,5.065,1,1,1.117,0.693,1.69,2.109,2.109,3.733,5.064,4.148,0,123.319,0,1,1,2,0,0,49.073,2.011,4.069,3.868,67.828,2.325,0,1.0,1,1,1.776,49.19,2,2.779,2,2.5,220.853,1.051,1.051,8,258.547,2,3.994,49,3.466,3.466,31
6.017,1,9.852,1,1,1.482,6.128,0,0,5.225,0,2.978,1,0,2.715,2.483,0,1.814,1,1,3,5.225,1,1,1.472,1.0,2.0,2.136,2.136,3.78,5.169,4.157,0,150.042,0,1,1,2,0,0,51.464,2.378,4.112,4.035,78.828,2.39,0,1.368,1,1,1.815,51.65,2,2.907,0,2.5,255.395,1.391,1.391,11,281.52,2,4.109,53,3.526,3.526,33
6.686,1,9.808,1,1,1.456,6.191,0,0,5.194,0,3.167,2,0,2.715,2.5,0,1.771,1,1,3,5.194,2,2,1.5,0.99,1.999,2.189,2.189,3.773,5.144,4.337,0,140.122,0,1,1,2,0,0,52.447,2.163,4.153,3.967,89.985,2.734,0,1.161,1,1,1.919,54.197,2,2.836,1,2.535,243.009,1.166,1.166,11,285.007,1,4.107,55,3.526,3.526,33
6.721,1,9.786,1,1,1.076,6.069,0,0,5.26,0,3.046,1,0,2.656,2.118,0,1.564,1,1,2,5.26,1,1,0.927,0.634,1.636,1.591,1.591,3.655,5.105,4.053,0,131.5,0,1,1,2,0,0,48.539,2.019,4.053,3.838,77.336,2.33,0,1.017,1,1,1.792,48.879,1,2.778,1,2.293,230.36,1.028,1.028,6,257.736,2,4.009,49,3.466,3.466,31
4.301,0,0.0,0,0,0.83,5.615,1,0,4.52,0,2.5,0,0,2.659,0.923,0,1.48,0,0,2,4.52,0,0,-0.46,-0.367,0.598,-0.893,-0.893,3.586,4.961,3.598,0,119.269,0,0,0,0,0,3,38.516,1.801,3.696,3.475,0.0,1.776,0,0.802,1,1,1.0,37.52,0,2.687,0,1.372,141.253,0.814,0.814,9,181.897,0,3.564,34,3.258,3.258,25
4.917,0,0.0,0,0,-0.459,4.958,1,0,4.182,1,1.474,0,0,1.9,0.038,0,1.293,0,0,1,4.182,0,0,-1.538,-1.198,-0.29,-3.052,-3.052,3.068,4.642,2.89,0,86.37,1,0,0,0,0,3,26.308,0.162,3.296,2.873,0.0,1.378,0,-0.759,1,1,0.619,27.723,0,2.396,0,0.469,117.711,-0.795,-0.795,4,103.068,0,2.962,21,2.89,2.89,17
4.301,0,0.0,0,0,0.51,5.405,1,0,4.325,0,2.407,0,0,2.197,0.5,0,1.336,0,0,1,4.325,0,0,-1.0,-0.7,0.0,-2.882,-2.882,3.19,4.879,3.119,0,87.839,0,0,0,0,0,3,32.626,0.662,3.464,3.006,0.0,1.943,0,-0.287,1,1,1.0,33.248,0,2.687,0,0.718,105.94,-0.3,-0.3,4,139.737,0,3.088,28,3.091,3.091,21
4.301,0,0.0,0,0,0.527,5.994,1,0,4.042,0,2.65,0,0,2.261,0.756,0,1.267,0,0,1,4.042,0,0,-0.852,-0.625,0.333,-2.059,-2.059,3.113,5.045,3.886,0,86.773,0,0,0,0,0,3,38.783,0.877,3.559,3.343,0.0,2.131,0,-0.061,1,1,1.634,38.772,0,2.603,0,0.811,70.627,-0.065,-0.065,3,181.582,0,3.405,35,3.219,3.219,24
4.301,0,9.231,1,1,0.51,5.336,1,0,4.21,1,2.406,0,0,1.904,0.408,0,1.198,0,0,1,4.21,0,0,-1.0,-0.7,0.0,-3.0,-3.0,3.043,4.891,3.141,0,73.722,1,0,0,0,0,0,31.404,0.419,3.317,2.844,42.683,1.81,0,-0.458,1,1,1.0,31.905,0,2.4,0,0.5,89.768,-0.503,-0.503,4,132.72,0,2.972,27,3.045,3.045,20
5.046,0,0.0,0,0,0.573,5.189,1,0,4.208,0,2.406,2,0,2.046,0.5,1,1.288,0,0,1,4.208,2,0,-1.5,-1.0,0.0,-2.312,-2.312,3.075,4.834,3.04,0,77.116,0,0,0,0,2,3,29.773,0.455,3.323,2.876,50.747,1.777,0,-0.49,1,1,1.0,31.528,0,2.579,0,0.891,133.145,-0.509,-0.509,4,121.418,0,2.982,25,2.996,2.996,19
4.712,0,0.0,0,0,-0.344,4.962,1,0,4.134,0,1.474,0,0,1.587,0.038,0,1.251,0,0,1,4.134,0,0,-1.538,-1.121,-0.352,-3.052,-3.052,2.935,4.68,2.906,0,83.48,0,0,0,0,0,3,26.308,0.126,3.203,2.804,0.0,1.38,0,-0.725,1,1,0.708,27.858,0,2.296,0,0.469,82.398,-0.795,-0.795,4,103.068,0,2.86,21,2.89,2.89,17
4.301,0,0.0,0,0,0.51,5.546,2,0,4.453,1,2.408,0,0,2.277,0.513,0,1.379,0,0,1,4.453,0,0,-0.935,-0.7,0.197,-1.606,-1.606,3.278,4.938,3.388,0,86.981,1,0,0,0,0,0,34.041,0.951,3.479,3.146,0.0,1.869,0,0.012,1,1,1.195,34.377,0,2.687,0,0.891,105.94,0.013,0.013,4,151.577,0,3.3,30,3.135,3.135,22
5.585,0,0.0,0,0,0.51,5.366,1,0,4.182,0,2.406,0,0,2.035,0.408,0,1.271,0,0,1,4.182,0,0,-1.0,-0.7,0.0,-3.0,-3.0,3.061,4.84,3.142,0,85.304,0,0,0,0,0,3,31.404,0.458,3.38,2.914,0.0,1.788,0,-0.482,1,1,1.0,31.856,0,2.575,0,0.5,82.398,-0.503,-0.503,4,132.72,0,3.03,27,3.045,3.045,20
4.301,0,0.0,0,0,1.646,6.245,0,0,4.995,0,3.156,2,0,2.98,2.504,0,1.867,0,2,4,5.118,2,2,1.5,1.034,2.045,2.88,2.88,3.839,5.456,4.354,0,234.993,2,0,0,0,1,0,65.145,2.454,4.304,4.377,61.29,2.709,2,1.449,1,1,2.093,65.865,0,3.215,0,2.781,367.338,1.452,1.452,19,388.944,0,4.353,60,3.784,3.784,43
4.301,0,0.0,0,0,1.439,5.882,0,0,5.247,0,2.918,2,0,2.715,2.5,0,1.815,0,2,2,5.247,2,2,1.5,0.977,1.996,2.197,2.197,3.776,5.228,4.028,0,161.038,2,0,0,0,1,0,51.401,2.0,3.979,3.946,50.29,2.529,2,1.0,2,2,1.646,52.604,0,3.079,0,2.5,277.776,1.037,1.037,9,275.505,0,3.903,45,3.555,3.555,34
4.301,0,0.0,0,0,1.646,6.027,0,0,5.236,0,3.049,3,0,2.817,2.5,0,1.865,0,3,3,5.236,3,3,1.5,1.0,2.0,2.275,2.275,3.842,5.348,4.102,0,169.786,2,0,0,0,1,0,56.886,2.261,4.101,4.013,75.435,2.72,2,1.252,1,1,2.089,58.139,0,3.208,0,2.5,302.921,1.244,1.244,13,311.378,0,3.997,51,3.638,3.638,37
7.745,1,9.098,1,1,1.439,6.378,0,0,4.972,0,2.861,3,0,2.753,1.681,0,1.635,1,4,2,4.972,2,2,0.454,0.343,1.322,0.938,0.938,3.682,5.116,3.985,0,107.317,0,1,1,2,0,0,44.705,1.829,3.889,3.581,92.973,2.556,0,0.824,0,0,1.608,44.915,1,2.913,1,1.878,273.375,0.846,0.846,6,217.739,2,3.713,42,3.367,3.367,28
6.134,1,9.12,1,1,1.03,6.182,0,0,4.972,0,2.78,3,0,2.715,1.529,0,1.637,1,4,2,4.972,2,2,0.239,0.172,1.147,0.448,0.448,3.701,5.038,3.856,0,153.181,0,1,1,2,0,0,42.335,1.797,3.863,3.536,92.973,2.548,0,0.79,0,0,1.549,42.711,1,2.838,1,1.862,245.998,0.793,0.793,7,201.256,2,3.642,38,3.332,3.332,27
7.699,1,9.159,1,1,1.431,6.339,0,0,5.215,0,2.891,3,0,2.765,1.858,0,1.638,1,4,2,5.215,2,2,0.777,0.72,1.729,1.742,1.742,3.685,5.211,4.071,0,113.612,0,1,1,2,0,0,48.293,2.088,3.944,3.723,103.973,2.578,0,1.085,0,0,2.175,47.57,1,3.111,2,2.104,296.146,1.092,1.092,7,246.628,2,3.853,43,3.466,3.466,31
7.046,1,9.15,1,1,1.475,6.488,0,0,4.97,0,2.928,3,0,2.753,1.787,0,1.636,1,4,2,5.095,2,2,0.64,0.494,1.469,1.134,1.134,3.678,5.268,4.086,0,126.593,0,1,1,2,0,0,49.352,1.844,3.996,3.817,114.973,2.592,0,0.84,0,0,2.247,49.277,1,2.986,1,1.891,315.082,0.87,0.87,5,252.615,2,3.93,48,3.466,3.466,31
6.215,1,18.61,2,2,1.126,6.235,0,0,5.211,0,2.786,3,0,2.733,1.498,0,1.636,1,4,2,5.211,2,2,0.191,0.143,1.118,0.362,0.362,3.674,5.109,3.772,0,104.172,0,1,1,2,0,0,42.325,1.793,3.843,3.527,135.657,2.401,0,0.786,0,0,1.512,42.809,1,2.802,1,1.862,288.681,0.787,0.787,7,201.954,2,3.657,38,3.332,3.332,27
8.097,1,9.09,1,1,1.486,6.779,0,0,5.033,0,2.917,3,0,2.787,1.782,0,1.633,1,4,2,5.033,2,2,0.686,0.485,1.456,1.464,1.464,3.675,5.294,4.281,0,119.233,0,1,1,2,0,0,51.14,1.832,3.974,3.782,103.973,2.645,0,0.827,0,0,1.86,50.478,1,3.047,1,1.886,256.997,0.851,0.851,4,261.387,2,3.907,52,3.466,3.466,31
5.77,1,9.132,1,1,1.035,6.236,0,0,5.033,0,2.783,3,0,2.715,1.692,0,1.637,1,4,2,5.033,2,2,0.58,0.447,1.395,0.83,0.83,3.677,5.126,3.776,0,120.298,0,1,1,2,0,0,43.752,1.799,3.89,3.567,103.973,2.548,0,0.793,0,0,1.593,44.053,1,2.822,1,1.864,292.311,0.797,0.797,7,211.245,2,3.716,40,3.367,3.367,28
6.387,1,9.123,1,1,1.0,5.966,0,0,4.772,0,2.5,3,0,2.715,1.321,0,1.637,1,4,2,4.772,2,2,-0.075,-0.058,0.941,-0.141,-0.141,3.676,4.961,3.528,0,114.003,0,1,1,2,0,0,38.215,1.787,3.781,3.419,92.973,1.824,0,0.779,0,0,1.191,39.021,1,2.687,1,1.858,269.54,0.778,0.778,9,176.461,2,3.572,33,3.258,3.258,25
7.155,1,9.162,1,1,1.03,6.034,0,0,4.972,0,2.7,3,0,2.715,1.47,0,1.638,1,4,2,4.972,2,2,0.179,0.111,1.066,0.335,0.335,3.711,4.995,3.916,0,147.561,0,1,1,2,0,0,42.327,1.79,3.895,3.563,92.973,2.398,0,0.782,0,0,1.476,42.54,1,3.104,2,1.858,285.146,0.784,0.784,7,201.195,2,3.688,38,3.332,3.332,27
6.745,1,9.214,1,1,1.476,6.436,0,0,5.314,0,3.046,3,0,2.895,2.243,0,1.651,1,4,3,5.395,2,2,1.125,0.823,1.825,2.046,2.046,3.788,5.257,4.147,0,139.571,0,1,1,2,0,0,53.533,2.258,4.121,3.971,92.973,2.544,0,1.258,0,0,1.618,53.382,1,3.143,1,2.583,281.311,1.258,1.258,10,290.857,2,4.058,52,3.555,3.555,34
7.77,1,9.135,1,1,1.451,6.442,0,0,5.113,0,2.875,3,0,2.753,1.876,0,1.637,1,4,2,5.113,2,2,0.8,0.723,1.733,1.731,1.731,3.678,5.208,4.008,0,122.478,0,1,1,2,0,0,47.231,1.937,3.948,3.758,103.973,2.583,0,0.926,0,0,1.713,47.599,1,2.913,1,2.109,304.082,1.0,1.0,6,237.574,2,3.858,44,3.434,3.434,30
5.076,1,9.18,1,1,1.035,6.126,0,0,5.033,0,2.783,3,0,2.715,1.692,0,1.638,1,4,2,5.033,2,2,0.58,0.446,1.394,0.83,0.83,3.69,5.087,3.906,0,114.678,0,1,1,2,0,0,43.752,1.799,3.918,3.622,103.973,2.549,0,0.792,0,0,1.594,44.071,1,3.016,1,1.864,331.459,0.797,0.797,7,211.245,2,3.758,40,3.367,3.367,28
4.301,0,0.0,0,0,1.876,6.215,0,0,5.341,0,3.282,3,0,2.971,2.5,1,1.866,0,3,3,5.341,3,3,1.5,1.02,2.03,2.855,2.855,3.841,5.462,4.244,0,191.692,2,0,0,0,1,0,65.445,2.457,4.285,4.23,86.435,2.719,2,1.452,1,1,2.398,67.322,0,3.211,0,2.64,404.254,1.456,1.456,13,379.856,0,4.238,59,3.784,3.784,43
7.523,1,9.8,1,1,1.0,6.138,0,0,5.029,0,2.974,1,0,2.715,2.367,0,1.73,1,1,3,5.029,1,1,1.298,0.89,1.891,2.136,2.136,3.693,5.143,4.088,0,158.507,0,1,1,2,0,0,48.689,2.0,4.071,3.969,67.828,2.288,0,1.0,1,1,1.637,48.152,2,2.841,1,2.5,267.937,1.0,1.0,12,254.659,2,4.095,49,3.466,3.466,31
7.222,1,9.661,1,1,1.0,6.084,0,0,5.133,0,2.736,1,0,2.782,1.475,0,1.668,1,1,2,5.133,1,1,0.308,0.276,1.272,0.526,0.526,3.594,5.113,3.956,0,126.904,0,1,1,2,0,0,45.106,2.0,4.044,3.892,67.828,2.168,0,1.0,1,1,1.631,43.877,1,2.91,1,2.093,338.564,1.0,1.0,7,227.178,2,4.013,44,3.401,3.401,29
5.699,1,9.134,1,1,1.029,5.999,0,0,4.914,0,2.5,3,0,2.715,1.845,0,1.649,1,4,2,4.914,2,2,0.747,0.594,1.574,1.53,1.53,3.775,5.054,3.603,0,120.654,0,1,1,2,0,0,40.658,1.809,3.81,3.569,103.973,2.34,0,0.805,0,0,1.476,41.487,0,2.687,0,1.912,304.082,0.822,0.822,9,191.849,2,3.603,34,3.332,3.332,27
6.469,1,9.005,1,1,1.058,6.13,0,0,5.203,0,2.816,2,0,2.727,1.584,0,1.608,1,2,2,5.203,2,2,0.481,0.367,1.294,0.624,0.624,3.673,5.162,3.805,0,136.174,0,1,1,1,0,0,43.679,1.793,3.811,3.56,113.48,2.342,0,0.786,0,0,1.61,43.997,1,2.854,1,2.244,254.734,0.787,0.787,7,212.463,0,3.671,40,3.367,3.367,28
5.301,1,9.16,1,1,1.0,5.735,0,0,4.805,0,2.533,2,0,2.715,1.289,0,1.737,0,2,3,4.875,2,2,-0.089,-0.07,0.918,-0.175,-0.175,3.696,5.017,3.575,0,144.305,0,1,1,1,0,0,39.559,2.0,3.801,3.489,92.973,1.715,0,1.0,0,0,1.312,40.351,1,2.687,1,2.5,245.998,1.0,1.0,13,187.144,2,3.619,36,3.296,3.296,26
6.0,2,18.374,2,2,1.411,6.439,0,0,5.316,0,2.899,3,0,2.733,2.288,0,1.632,2,3,2,5.316,3,3,1.133,0.664,1.662,2.0,2.0,3.681,5.274,4.089,0,122.612,0,2,2,3,0,0,49.55,2.104,3.949,3.746,171.801,2.542,0,1.101,0,0,1.874,49.395,2,3.064,2,2.348,301.283,1.111,1.111,7,251.191,2,3.843,47,3.466,3.466,31
7.357,1,9.075,1,1,1.058,6.143,0,0,5.203,0,2.816,2,0,2.732,1.584,0,1.593,1,2,2,5.203,2,2,0.481,0.367,1.294,0.624,0.624,3.68,5.124,3.84,0,127.993,0,1,1,2,0,0,43.679,1.719,3.83,3.589,103.973,2.342,0,0.711,0,0,1.61,43.997,1,2.867,1,2.244,245.226,0.787,0.787,7,212.463,1,3.695,40,3.367,3.367,28
6.176,1,9.11,1,1,1.0,5.847,0,0,4.722,0,2.5,3,0,2.715,1.321,0,1.637,1,4,2,4.722,2,2,-0.075,-0.058,0.938,-0.141,-0.141,3.675,4.947,3.56,0,108.199,0,1,1,1,0,0,38.215,1.693,3.752,3.405,92.973,2.453,0,0.687,0,0,1.823,41.281,1,2.687,1,1.858,245.998,0.778,0.778,9,176.461,1,3.537,33,3.258,3.258,25
4.252,1,20.029,2,2,0.74,5.91,0,0,4.736,0,2.5,1,0,2.604,1.06,0,1.518,1,1,2,4.736,1,1,-0.327,-0.183,0.669,-0.632,-0.632,3.475,4.971,3.918,0,144.643,1,1,1,1,0,0,40.783,1.296,3.89,3.683,110.512,2.116,0,0.302,1,1,1.308,39.537,0,2.857,1,1.444,251.765,0.307,0.307,6,194.781,1,3.78,42,3.258,3.258,25
5.31,1,20.037,2,2,0.673,5.891,0,0,4.736,0,2.594,1,0,2.535,1.051,0,1.502,1,1,2,4.736,1,1,-0.37,-0.206,0.568,-0.672,-0.672,3.454,4.986,3.872,0,99.135,1,1,1,1,0,0,40.644,1.176,3.868,3.708,110.512,2.3,0,0.212,1,1,1.415,39.444,0,2.733,1,1.363,290.913,0.237,0.237,6,194.535,1,3.804,41,3.258,3.258,25
6.519,1,9.062,1,1,1.0,5.817,0,0,4.725,0,2.5,2,0,2.715,1.322,0,1.593,1,2,2,4.725,2,2,-0.076,-0.058,0.938,-0.141,-0.141,3.679,4.958,3.547,0,121.698,0,1,1,2,0,0,38.215,1.715,3.713,3.376,92.973,1.823,0,0.706,0,0,1.058,38.943,1,2.687,1,2.243,222.455,0.778,0.778,9,176.461,1,3.51,33,3.258,3.258,25
4.301,1,9.273,1,1,1.052,5.749,0,0,5.071,0,2.707,2,0,2.63,0.992,0,1.699,0,2,3,5.184,2,2,-0.494,-0.384,0.616,-0.861,-0.861,3.659,5.076,3.83,0,140.977,0,1,1,2,0,0,42.28,2.003,3.922,3.8,92.973,2.103,0,1.0,0,0,1.58,42.584,2,2.8,2,2.5,257.769,1.0,1.0,11,206.678,2,3.868,39,3.332,3.332,27
7.42,1,9.687,1,1,1.0,6.054,0,0,4.944,0,2.998,1,0,2.715,2.353,0,1.731,1,1,3,4.944,1,1,1.269,0.849,1.854,2.275,2.275,3.716,5.12,4.078,0,195.506,0,1,1,2,0,0,49.174,2.0,4.069,3.85,67.828,2.479,0,1.0,1,1,1.759,48.564,2,2.91,1,2.5,232.624,1.0,1.0,11,252.66,2,3.991,49,3.466,3.466,31
4.699,1,9.243,1,1,1.0,5.693,0,0,4.824,0,2.551,2,0,2.63,0.965,0,1.681,0,2,3,4.978,2,2,-0.612,-0.449,0.552,-1.109,-1.109,3.64,5.038,3.776,0,138.443,0,1,1,2,0,0,40.133,2.0,3.851,3.714,92.973,1.827,0,1.0,0,0,1.423,40.842,2,2.704,2,2.5,234.226,1.0,1.0,12,194.698,2,3.793,37,3.296,3.296,26
8.0,1,9.078,1,1,1.264,6.343,0,0,5.083,0,2.938,2,0,2.753,2.149,0,1.608,1,2,2,5.083,2,2,1.066,0.635,1.631,1.734,1.734,3.68,5.206,4.059,0,130.172,0,1,1,1,0,0,47.419,1.938,3.898,3.794,103.973,2.352,0,0.928,0,0,1.742,47.288,1,2.913,1,2.248,256.997,1.0,1.0,6,239.992,1,3.863,45,3.434,3.434,30
7.62,1,9.691,1,1,1.0,6.077,0,0,4.969,0,2.998,1,0,2.715,2.353,0,1.752,1,1,3,4.969,1,1,1.269,0.854,1.856,2.275,2.275,3.717,5.148,3.983,0,158.507,0,1,1,2,0,0,49.174,2.0,4.084,3.854,67.828,2.43,0,1.0,1,1,1.74,48.339,2,2.91,1,2.5,267.937,1.0,1.0,11,252.66,2,4.008,49,3.466,3.466,31
8.16,1,9.657,1,1,1.17,6.157,0,0,5.13,0,2.975,1,0,2.734,2.347,0,1.726,1,1,3,5.13,1,1,1.259,0.842,1.844,2.275,2.275,3.691,5.172,4.023,0,155.618,0,1,1,2,0,0,49.359,2.135,4.046,3.818,67.828,2.352,0,1.134,1,1,1.688,48.61,1,2.859,1,2.5,232.624,1.137,1.137,11,254.496,2,3.992,50,3.466,3.466,31
6.398,0,0.0,0,0,1.183,6.018,0,0,4.969,0,3.004,1,0,2.77,2.355,1,1.729,0,1,3,4.969,1,1,1.282,0.86,1.861,2.136,2.136,3.692,5.13,4.037,0,173.137,0,0,0,0,0,0,48.854,2.0,4.06,3.944,36.145,2.208,0,1.0,1,1,1.612,48.518,0,2.86,0,2.5,248.025,1.0,1.0,12,253.337,0,4.054,49,3.466,3.466,31
6.638,1,9.668,1,1,1.361,6.237,0,0,4.969,0,3.101,1,0,2.715,2.5,0,1.748,1,1,3,4.969,1,1,1.5,1.0,2.0,2.275,2.275,3.716,5.272,4.076,0,157.442,0,1,1,2,0,0,54.18,2.232,4.122,3.879,67.828,2.495,0,1.207,1,1,2.076,53.136,2,2.91,1,2.5,232.624,1.258,1.258,11,288.429,2,4.039,55,3.555,3.555,34
7.538,1,9.664,1,1,1.026,6.048,0,0,4.988,0,2.975,1,0,2.715,2.368,0,1.795,1,1,3,4.988,1,1,1.291,0.876,1.879,2.136,2.136,3.76,5.165,3.998,0,160.088,0,1,1,2,0,0,48.074,2.0,3.998,3.87,78.828,2.346,0,1.0,1,1,1.669,47.825,0,2.89,0,2.5,255.395,1.0,1.0,12,249.223,2,3.978,47,3.466,3.466,31
8.155,1,29.429,3,3,1.0,6.088,0,0,5.011,0,2.998,1,0,2.715,2.353,0,1.726,1,1,3,5.011,1,1,1.269,0.845,1.847,2.275,2.275,3.688,5.223,3.992,0,134.486,1,1,1,1,0,0,49.174,2.0,4.016,3.749,153.195,2.454,0,1.0,1,1,1.745,48.408,2,2.821,1,2.5,282.677,1.0,1.0,11,252.66,1,3.905,49,3.466,3.466,31
6.301,1,9.885,1,1,1.183,6.14,0,0,5.134,0,3.113,2,0,2.791,2.5,0,1.733,1,1,3,5.134,2,2,1.5,1.0,2.0,2.274,2.274,3.696,5.218,4.077,0,163.138,0,1,1,2,0,3,51.583,2.155,4.128,4.002,92.973,2.317,0,1.155,1,1,1.884,51.398,2,2.867,1,2.5,304.853,1.156,1.156,12,275.308,2,4.13,51,3.526,3.526,33
6.854,1,9.68,1,1,1.0,6.06,0,0,4.944,0,2.998,1,0,2.715,2.353,0,1.729,1,1,3,4.944,1,1,1.269,0.85,1.854,2.275,2.275,3.704,5.134,4.013,0,149.997,0,1,1,2,0,0,49.174,2.0,4.061,3.842,67.828,2.48,0,1.0,1,1,1.761,48.621,2,2.91,1,2.5,271.772,1.0,1.0,11,252.66,2,3.987,49,3.466,3.466,31
6.678,1,9.442,1,1,1.0,5.668,0,0,4.777,0,2.631,1,0,2.715,2.001,0,1.684,1,1,2,4.777,1,1,0.735,0.444,1.41,1.334,1.334,3.692,4.951,3.841,0,131.187,0,1,1,2,0,0,41.57,2.0,3.842,3.51,67.828,1.807,0,1.0,1,1,1.153,41.944,2,2.692,1,2.5,209.081,1.0,1.0,9,201.554,1,3.698,38,3.332,3.332,27
6.569,1,19.699,2,2,1.0,6.051,0,0,4.712,0,2.903,1,0,2.54,1.284,0,1.474,1,1,2,4.712,1,1,-0.156,-0.104,0.822,-0.319,-0.319,3.435,5.093,3.976,0,95.534,1,1,1,1,0,0,43.561,1.84,3.837,3.629,110.512,2.228,0,0.831,1,1,1.661,42.14,0,2.726,1,1.408,232.058,0.882,0.882,7,216.834,1,3.722,44,3.332,3.332,27
8.076,1,9.712,1,1,1.181,6.185,0,0,4.969,0,3.018,1,0,2.715,2.5,0,1.735,1,1,3,4.969,1,1,1.5,1.0,2.0,2.253,2.253,3.699,5.22,4.103,0,157.797,0,1,1,2,0,0,51.915,2.155,4.106,3.942,67.828,2.238,0,1.154,1,1,1.864,51.283,2,2.844,1,2.5,244.395,1.155,1.155,12,279.588,2,4.068,53,3.526,3.526,33
7.569,1,9.563,1,1,1.0,5.399,0,0,4.787,0,2.5,2,0,2.604,0.924,0,1.59,0,3,2,4.86,0,0,-0.591,-0.493,0.5,-0.909,-0.909,3.543,4.964,3.425,0,137.686,0,0,0,0,0,0,34.133,1.645,3.624,3.445,53.683,1.803,0,0.661,0,0,1.285,36.192,0,2.783,0,1.496,230.25,0.705,0.705,9,155.296,0,3.53,30,3.178,3.178,23
6.301,1,9.356,1,1,1.0,5.725,0,0,4.725,0,2.631,1,0,2.704,2.001,2,1.668,2,1,2,4.725,1,1,0.735,0.482,1.471,1.334,1.334,3.661,5.004,3.691,0,129.034,0,1,1,1,0,0,41.57,2.0,3.787,3.444,77.336,1.807,1,1.0,2,2,1.153,41.944,2,2.687,1,2.5,206.818,1.0,1.0,9,201.554,0,3.628,38,3.332,3.332,27
6.301,0,0.0,0,0,1.154,5.926,0,0,5.031,0,3.046,0,0,2.751,2.5,3,1.729,0,0,3,5.031,0,0,1.5,1.0,2.0,2.136,2.136,3.692,5.165,4.1,0,163.253,0,0,0,0,3,0,50.627,2.078,4.049,3.967,0.0,2.126,0,1.074,4,4,1.621,50.356,0,2.86,0,2.5,188.338,1.096,1.096,12,274.244,0,4.091,49,3.526,3.526,33
7.301,1,9.659,1,1,1.139,6.125,0,0,5.13,0,2.994,1,0,2.733,2.345,0,1.725,1,1,3,5.13,1,1,1.257,0.839,1.841,2.275,2.275,3.691,5.171,4.018,0,155.618,0,1,1,2,0,0,49.176,2.107,4.041,3.827,67.828,2.468,0,1.106,1,1,1.749,48.483,2,2.876,1,2.5,232.624,1.11,1.11,11,253.399,2,3.988,49,3.466,3.466,31
7.699,1,9.748,1,1,1.0,5.991,0,0,4.944,0,2.974,1,0,2.715,2.344,0,1.73,1,1,3,4.944,1,1,1.255,0.829,1.836,2.136,2.136,3.695,5.073,4.04,0,150.352,0,1,1,2,0,0,47.015,2.0,4.044,3.839,67.828,2.205,0,1.0,1,1,1.612,46.838,2,2.841,1,2.5,283.543,1.0,1.0,12,241.107,2,3.995,47,3.434,3.434,30
6.301,1,9.871,1,1,1.461,6.116,0,0,5.094,0,2.996,2,0,2.79,2.5,1,1.736,1,2,3,5.094,2,2,1.5,1.0,2.0,2.242,2.242,3.699,5.226,4.075,0,168.112,0,1,1,2,0,0,52.177,2.154,4.13,3.996,103.973,2.236,0,1.154,1,1,1.845,52.017,2,2.856,1,2.5,315.853,1.155,1.155,12,276.841,2,4.117,53,3.526,3.526,33
6.301,1,9.821,1,0,1.0,5.887,0,0,4.942,0,2.635,0,0,2.715,1.882,0,1.729,0,0,3,4.942,0,0,0.8,0.633,1.617,1.417,1.417,3.692,5.051,3.855,0,155.063,0,0,0,0,0,0,45.315,2.0,4.016,3.789,42.683,1.988,0,1.0,1,1,1.374,44.428,0,2.806,0,2.454,242.792,1.0,1.0,12,227.202,0,3.955,45,3.401,3.401,29
6.699,1,9.662,1,1,1.0,6.053,0,0,5.089,0,2.974,1,0,2.715,2.344,0,1.679,1,1,2,5.089,1,1,1.255,0.836,1.838,2.136,2.136,3.64,5.125,3.964,0,145.639,0,1,1,2,0,0,47.015,2.0,4.002,3.782,67.828,2.204,0,1.0,2,2,1.611,46.803,1,2.82,1,2.5,232.624,1.0,1.0,7,241.107,2,3.949,47,3.434,3.434,30
