pXC50,Eig10_AEA.ri.,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,Wap,Eig12_EA.ri.,Eig08_EA.ri.,Eig12_AEA.ri.,Eig08_EA,SM02_AEA.dm.,Eig08_AEA.ri.,GGI9,Eig08_AEA.ed.,Eig10_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.,Eig09_EA.bo.,Eig10_EA,SM04_AEA.dm.,Eig07_EA.bo.,Eig10_AEA.ed.,Eig08_AEA.dm.,Eig12_EA.ed.,SM07_AEA.ri.,SpMin3_Bh.e.,Eig12_EA.bo.,Eig13_AEA.ed.,SpMaxA_AEA.bo.,Eig10_EA.bo.,Eig12_AEA.bo.,SpMax3_Bh.p.,Xindex,IC5,D.Dtr06,Eig07_AEA.bo.,nAB,Eta_beta,Eig06_EA.ed.,SM15_AEA.dm.,Eig04_AEA.bo.,SpMin3_Bh.i.,Eig11_AEA.ri.,Ui,Eig04_EA.ri.,Eig11_EA.ri.,Eig09_AEA.ri.,Eig09_AEA.bo.,nCsp2,Eig05_AEA.bo.,PCD,MDDD,X2sol,Eta_betaP,HVcpx,Eig05_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMax3_Bh.v.,Eig09_EA.ed.,SM04_AEA.ri.,TPC
6.284,2.066,1.038,2.806,2.806,2.963,2.019,3.298,3.298,28745.0,1.0,1.631,2.0,1.758,1.758,2.703,0.267,4.453,2.5,4.519,4.519,1.667,1.154,1.154,2.429,3.861,2.264,2.275,2.275,1.638,1.365,3.414,0.129,1.5,2.472,3.555,0.247,4.894,388.525,3.222,17,42.5,6.268,6.268,3.849,1.585,2.0,3.524,2.358,1.0,2.273,2.672,16,3.731,2.899,40.457,15.154,20.5,3.858,3.346,2.185,2.185,3.615,3.46,3.46,7.755
6.495,2.132,1.109,3.011,3.011,2.968,2.025,3.332,3.332,33987.0,1.0,1.631,2.0,1.774,1.774,2.71,0.268,4.599,2.58,4.537,4.537,1.907,1.207,1.207,2.434,3.945,2.264,2.275,2.275,1.725,1.5,3.414,0.124,1.528,2.5,3.648,0.219,5.03,397.912,3.222,17,43.5,6.349,6.349,3.859,1.689,2.0,3.524,2.358,1.0,2.594,2.883,16,3.737,2.809,41.689,15.42,20.5,3.854,3.362,2.197,2.197,3.647,4.151,4.151,7.913
6.745,2.164,1.14,3.046,3.046,2.969,2.025,3.327,3.327,36915.0,1.0,1.634,2.0,1.78,1.78,2.718,0.276,4.574,2.589,4.535,4.535,1.918,1.226,1.226,2.433,3.945,2.264,2.275,2.275,1.638,1.5,3.425,0.121,1.546,2.5,3.656,0.22,5.013,408.0,3.222,17,44.0,6.342,6.342,3.858,1.584,2.018,3.524,2.358,1.0,2.656,2.895,16,3.736,2.77,42.653,15.773,20.5,3.839,3.36,2.196,2.196,3.651,4.138,4.138,7.984
5.481,2.037,1.028,2.275,2.275,2.841,1.967,2.931,2.931,14459.0,0.665,1.342,1.663,1.414,1.414,2.376,0.172,3.915,2.5,3.069,3.069,1.562,1.041,1.041,2.066,3.414,1.61,1.656,1.656,1.615,0.992,2.862,0.143,1.5,2.166,3.518,0.293,5.181,212.947,2.898,17,38.0,5.15,5.15,3.63,1.571,2.0,3.524,2.253,1.0,2.138,2.589,16,3.542,3.112,35.551,11.603,20.0,3.729,3.192,2.027,2.027,3.578,2.908,2.908,7.225
6.678,2.146,1.131,2.909,2.909,2.897,2.064,3.568,3.568,30055.0,1.0,1.425,2.0,1.452,1.452,2.435,0.234,4.173,2.649,3.76,3.76,1.966,1.157,1.157,2.291,3.718,1.927,2.275,2.275,1.779,1.5,3.414,0.127,1.637,2.5,3.715,0.246,5.176,351.284,3.089,23,46.0,6.217,6.217,4.034,1.754,2.043,3.858,2.634,1.031,2.376,2.841,22,3.76,4.201,39.047,13.092,26.0,3.807,3.374,2.114,2.114,3.719,3.055,3.055,7.795
7.155,2.371,1.339,3.029,3.029,2.91,2.074,3.458,3.458,33478.0,1.034,1.448,2.042,1.481,1.481,2.461,0.242,4.221,2.831,3.888,3.888,2.009,1.394,1.394,2.553,3.896,1.928,2.516,2.516,1.792,1.52,3.414,0.123,1.956,2.552,3.724,0.246,5.411,359.9,3.336,23,46.5,6.204,6.204,3.916,1.764,2.134,3.858,2.515,1.129,2.393,2.863,22,3.693,4.243,40.664,13.595,26.0,3.824,3.343,2.116,2.116,3.725,3.699,3.699,7.873
7.097,2.37,1.337,3.029,3.029,2.916,2.08,3.46,3.46,33478.0,1.0,1.457,2.0,1.491,1.491,2.47,0.218,4.273,2.829,4.011,4.011,2.02,1.398,1.398,2.555,3.898,1.928,2.275,2.275,1.796,1.5,3.414,0.123,1.954,2.5,3.727,0.241,5.247,366.245,3.35,23,46.5,6.214,6.214,3.922,1.767,2.07,3.858,2.538,1.059,2.395,2.867,22,3.724,4.209,42.852,13.583,26.0,3.871,3.364,2.119,2.119,3.728,3.734,3.734,7.873
5.886,2.37,1.337,3.029,3.029,2.899,2.064,3.025,3.025,33478.0,1.0,1.457,2.0,1.491,1.491,2.47,0.218,4.273,2.674,4.011,4.011,1.967,1.398,1.398,2.371,3.898,1.928,2.275,2.275,1.796,1.466,3.414,0.123,1.702,2.5,3.691,0.241,5.236,366.245,3.266,17,40.0,6.214,6.214,3.787,1.751,2.07,3.524,2.538,1.059,2.395,2.842,16,3.64,3.027,42.852,13.583,19.5,3.871,3.364,2.119,2.119,3.69,3.734,3.734,7.873
8.357,2.37,1.337,3.029,3.029,2.9,2.066,3.022,3.022,33478.0,1.0,1.457,2.0,1.491,1.491,2.47,0.218,4.273,2.653,4.011,4.011,1.968,1.398,1.398,2.262,3.898,1.928,2.275,2.275,1.801,1.5,3.414,0.123,1.667,2.5,3.702,0.241,5.236,366.245,3.201,17,40.5,6.214,6.214,3.764,1.761,2.07,3.524,2.538,1.059,2.395,2.842,16,3.657,3.149,42.852,13.583,20.0,3.871,3.364,2.119,2.119,3.698,3.734,3.734,7.873
6.523,2.0,1.0,2.275,2.275,2.588,1.558,3.007,3.007,18597.0,0.946,1.102,1.952,1.205,1.205,2.125,0.131,3.57,2.5,2.888,2.888,1.5,1.0,1.0,2.003,3.414,1.553,2.136,2.136,1.638,1.0,3.247,0.143,1.5,2.165,3.516,0.258,4.741,297.57,2.889,17,37.5,4.516,4.516,3.704,1.584,1.996,3.392,2.289,0.978,2.0,2.5,15,3.455,2.99,30.617,11.571,19.0,3.665,3.049,1.794,1.794,3.578,2.627,2.627,7.419
5.284,2.0,1.0,2.335,2.335,2.667,1.675,3.024,3.024,21529.0,0.946,1.188,1.952,1.25,1.25,2.206,0.174,3.904,2.5,3.092,3.092,1.5,1.0,1.0,2.02,3.424,1.688,2.136,2.136,1.638,1.229,3.247,0.134,1.5,2.254,3.528,0.252,4.835,328.928,2.963,17,40.25,4.531,4.531,3.733,1.584,2.0,3.524,2.324,1.0,2.038,2.5,16,3.502,2.947,34.576,12.442,20.5,3.741,3.125,1.81,1.81,3.596,2.662,2.662,7.527
5.886,1.43,0.453,1.179,1.179,2.64,1.705,2.712,2.712,10077.0,-0.179,1.087,0.698,1.168,1.168,2.122,0.17,3.787,1.95,2.785,2.785,1.085,0.48,0.48,2.267,3.077,1.522,-0.479,-0.479,1.496,-0.238,2.352,0.184,0.693,1.114,3.336,0.364,4.76,132.25,3.015,16,31.25,5.104,5.104,3.455,1.438,0.826,3.322,1.925,-0.019,1.95,2.128,14,3.232,3.256,20.783,10.765,16.0,3.261,2.748,1.793,1.793,3.368,1.73,1.73,7.07
5.854,2.301,1.295,3.336,3.336,3.022,2.279,3.431,3.431,25363.0,0.395,1.468,1.367,1.524,1.524,2.489,0.17,4.439,2.805,4.353,4.353,1.95,1.29,1.29,2.481,4.016,1.738,1.087,1.087,1.906,0.605,2.859,0.148,1.871,1.898,3.838,0.287,5.025,261.641,3.232,22,39.25,5.486,5.486,3.976,1.881,2.115,3.7,2.56,1.11,2.414,2.822,20,3.486,4.092,27.786,12.634,22.0,3.487,3.113,1.879,1.879,3.833,3.539,3.539,7.751
6.301,2.414,1.414,3.536,3.536,3.077,2.326,3.45,3.45,31219.0,0.423,1.579,1.376,1.665,1.665,2.618,0.206,4.817,2.82,4.929,4.929,2.202,1.414,1.414,2.481,4.076,1.993,1.092,1.092,1.906,0.607,3.162,0.14,1.949,1.899,3.839,0.28,5.095,287.515,3.232,22,41.25,6.357,6.357,3.991,1.881,2.243,3.7,2.573,1.235,2.48,3.002,20,3.637,4.106,32.311,13.449,22.5,3.61,3.246,2.117,2.117,3.838,4.352,4.352,7.923
7.553,2.48,1.458,4.352,4.352,3.232,2.481,3.451,3.451,41429.0,1.234,1.879,2.242,1.879,1.879,2.879,0.231,4.851,3.001,5.225,5.225,2.323,1.516,1.516,2.675,4.439,2.147,3.291,3.291,1.906,1.757,3.301,0.128,2.197,2.735,3.84,0.267,5.254,329.111,3.453,22,44.75,6.361,6.361,3.992,1.881,2.414,3.807,2.574,1.414,2.61,3.074,21,3.683,4.184,41.978,15.012,24.0,3.756,3.325,2.144,2.144,3.839,4.808,4.808,8.139
7.252,2.48,1.459,4.352,4.352,3.232,2.481,3.451,3.451,41429.0,1.236,1.879,2.243,1.879,1.879,2.879,0.231,4.851,3.001,5.225,5.225,2.323,1.516,1.516,2.675,4.439,2.147,3.291,3.291,1.906,1.757,3.301,0.128,2.197,2.735,3.847,0.267,5.289,329.111,3.453,22,44.75,6.361,6.361,3.992,1.881,2.414,3.807,2.579,1.414,2.617,3.074,21,3.683,4.184,41.978,15.012,24.0,3.756,3.35,2.144,2.144,3.846,4.808,4.808,8.139
7.553,2.481,1.46,4.352,4.352,3.232,2.481,3.451,3.451,41429.0,1.237,1.879,2.244,1.879,1.879,2.879,0.231,4.851,3.001,5.225,5.225,2.323,1.516,1.516,2.675,4.439,2.147,3.291,3.291,1.906,1.757,3.301,0.128,2.197,2.735,3.863,0.267,5.29,329.111,3.453,22,43.75,6.361,6.361,3.992,1.882,2.414,3.807,2.588,1.414,2.625,3.074,21,3.683,4.184,41.978,15.012,23.5,3.756,3.375,2.144,2.144,3.86,4.808,4.808,8.139
7.409,2.578,1.561,4.715,4.715,3.232,2.481,3.471,3.471,50553.0,1.213,1.879,2.22,1.879,1.879,2.879,0.26,4.853,3.022,5.225,5.225,2.326,1.6,1.6,2.678,4.59,2.147,3.255,3.255,1.915,1.72,3.414,0.121,2.227,2.71,3.867,0.257,5.002,357.337,3.485,22,44.75,6.857,6.857,4.042,1.891,2.476,3.807,2.626,1.456,2.671,3.088,21,3.762,4.213,47.153,16.462,23.5,3.823,3.407,2.326,2.326,3.865,4.842,4.842,8.288
5.801,0.023,-0.858,-2.23,-2.23,1.21,-0.12,2.136,2.136,2280.0,-1.0,-0.091,0.0,-0.097,-0.097,0.846,0.047,2.826,0.556,-0.217,-0.217,-0.737,-0.916,-0.916,1.5,2.0,0.023,-3.0,-3.0,1.512,-1.297,2.0,0.248,-1.0,0.0,3.38,0.49,3.814,110.02,2.5,12,22.75,2.732,2.732,2.983,1.45,0.0,2.807,1.589,-1.0,0.398,0.811,10,2.859,2.292,10.976,7.903,12.5,2.831,2.326,1.069,1.069,3.375,-1.324,-1.324,5.956
7.357,0.966,0.019,0.05,0.05,2.5,1.5,2.751,2.751,6402.0,-0.883,0.982,0.002,1.0,1.0,1.986,0.142,3.414,1.337,2.275,2.275,0.876,0.02,0.02,1.531,2.951,1.0,-2.35,-2.35,1.557,-1.0,2.101,0.21,0.026,0.54,3.486,0.392,4.109,107.933,2.521,16,27.0,3.882,3.882,3.412,1.501,0.409,3.17,1.954,-0.556,1.586,2.065,12,3.139,3.172,13.69,9.433,14.5,2.985,2.661,1.405,1.405,3.475,1.547,1.547,6.731
5.0,0.241,-0.704,-1.695,-1.695,2.064,0.876,2.452,2.452,3626.0,-1.0,0.597,-0.047,0.618,0.618,1.586,0.0,3.247,0.715,1.547,1.547,-0.041,-0.731,-0.731,1.5,2.193,0.679,-2.393,-2.393,1.395,-1.5,1.521,0.256,-1.019,0.5,3.23,0.445,4.316,75.736,2.5,16,25.0,2.329,2.329,3.148,1.341,0.0,3.17,1.591,-0.956,0.909,1.3,12,2.783,3.146,7.719,6.853,14.5,2.716,2.282,1.0,1.0,3.23,-0.077,-0.077,6.284
5.73,0.463,-0.246,-0.876,-0.876,2.065,0.877,2.565,2.565,4263.0,-1.0,0.597,0.0,0.618,0.618,1.586,0.025,3.33,0.972,1.547,1.547,0.122,-0.382,-0.382,1.5,2.214,0.682,-3.0,-3.0,1.395,-1.5,1.606,0.243,-0.489,0.5,3.26,0.428,4.316,83.42,2.5,16,25.5,2.428,2.428,3.254,1.341,0.01,3.17,1.658,-0.775,0.996,1.398,12,2.995,3.157,9.114,8.292,14.5,2.839,2.452,1.055,1.055,3.246,0.226,0.226,6.413
5.0,0.382,-0.212,-0.922,-0.922,2.064,0.876,2.529,2.529,4263.0,-0.96,0.597,-0.043,0.618,0.618,1.586,0.0,3.326,0.923,1.547,1.547,-0.041,-0.412,-0.412,1.5,2.211,0.679,-2.559,-2.559,1.395,-1.5,1.564,0.243,-0.517,0.5,3.248,0.435,4.624,82.49,2.5,16,25.5,2.606,2.606,3.225,1.341,0.194,3.17,1.635,-0.713,0.909,1.301,12,2.968,3.168,8.692,8.304,14.5,2.755,2.431,1.189,1.189,3.24,-0.079,-0.079,6.413
5.0,0.447,-0.244,-0.879,-0.879,2.065,0.876,2.464,2.464,4263.0,-0.961,0.597,-0.044,0.618,0.618,1.586,0.0,3.325,0.962,1.547,1.547,0.121,-0.385,-0.385,1.5,2.214,0.68,-2.469,-2.469,1.395,-1.5,1.6,0.243,-0.491,0.5,3.231,0.444,4.624,81.74,2.5,16,25.5,2.925,2.925,3.161,1.341,0.143,3.17,1.596,-0.741,0.996,1.397,12,2.865,3.201,8.505,8.122,14.5,2.72,2.348,1.297,1.297,3.23,0.223,0.223,6.413
6.602,0.957,0.011,0.027,0.027,2.375,1.345,2.621,2.621,5687.0,-0.883,0.959,0.002,1.0,1.0,1.962,0.087,3.414,1.326,2.275,2.275,0.876,0.011,0.011,1.5,2.844,1.0,-2.0,-2.0,1.504,-1.0,2.0,0.219,0.014,0.539,3.417,0.398,4.343,99.762,2.5,16,26.5,2.86,2.86,3.31,1.444,0.4,3.17,1.841,-0.565,1.586,2.064,12,3.057,3.169,12.36,8.374,14.5,2.982,2.554,1.225,1.225,3.404,1.547,1.547,6.635
6.959,1.965,0.962,2.136,2.136,2.5,1.5,2.648,2.648,12913.0,0.031,1.0,0.983,1.0,1.0,2.0,0.097,3.465,2.064,2.385,2.385,1.207,1.0,1.0,1.571,3.328,1.0,0.08,0.08,1.681,0.041,2.4,0.184,1.0,1.339,3.638,0.315,4.63,186.159,2.549,16,28.5,3.941,3.941,3.35,1.632,1.586,3.17,1.967,0.597,2.0,2.231,12,3.116,3.183,17.24,9.528,14.5,3.208,2.75,1.533,1.533,3.628,2.275,2.275,7.226
5.0,0.958,0.01,0.027,0.027,2.5,1.49,2.68,2.68,5687.0,-0.877,0.958,0.018,1.0,1.0,1.964,0.087,3.414,1.344,2.275,2.275,0.876,0.011,0.011,1.5,2.844,1.0,-2.0,-2.0,1.398,-1.295,2.0,0.219,0.014,0.556,3.275,0.398,4.513,99.762,2.51,16,28.5,2.86,2.86,3.346,1.348,0.407,3.322,1.839,-0.561,1.586,2.065,13,3.095,3.268,12.36,8.374,16.0,2.982,2.556,1.225,1.225,3.287,1.547,1.547,6.635
5.0,0.958,0.019,0.05,0.05,2.5,1.5,2.926,2.926,6402.0,-0.781,0.979,0.0,1.0,1.0,1.984,0.142,3.414,1.348,2.275,2.275,0.876,0.02,0.02,1.544,2.951,1.0,-2.35,-2.35,1.515,-1.21,2.101,0.218,0.026,0.861,3.592,0.392,4.476,107.933,2.531,16,30.5,3.882,3.882,3.485,1.509,0.382,3.459,1.929,-0.528,1.586,2.065,12,3.18,3.344,13.69,10.82,17.5,2.985,2.653,1.405,1.405,3.542,1.547,1.547,6.731
7.108,2.0,1.0,2.275,2.275,2.641,1.675,2.823,2.823,21303.0,0.597,1.307,1.586,1.337,1.337,2.317,0.163,4.205,2.486,3.662,3.662,1.5,1.0,1.0,2.2,3.414,1.372,1.547,1.547,1.706,0.876,2.908,0.159,1.478,2.0,3.684,0.281,4.918,240.501,3.042,16,32.5,4.763,4.763,3.684,1.662,1.987,3.322,2.47,0.982,2.0,2.5,13,3.358,3.252,25.751,11.54,16.0,3.494,2.994,1.87,1.87,3.681,2.415,2.415,7.607
7.523,2.176,1.172,3.107,3.107,3.014,2.159,3.466,3.466,53829.0,1.0,1.622,2.0,1.633,1.633,2.63,0.287,4.638,2.655,4.42,4.42,1.909,1.189,1.189,2.335,3.986,1.986,2.372,2.372,1.737,1.0,3.415,0.134,1.68,2.118,3.671,0.25,5.211,270.085,3.253,17,37.0,6.087,6.087,3.953,1.7,2.118,3.392,2.591,1.103,2.444,2.814,12,3.692,3.047,36.214,14.168,17.5,3.576,3.369,2.164,2.164,3.68,4.001,4.001,8.383
6.921,2.124,1.108,3.106,3.106,3.008,2.149,3.464,3.464,48890.0,0.925,1.621,1.926,1.632,1.632,2.629,0.287,4.54,2.653,4.407,4.407,1.907,1.168,1.168,2.224,3.986,1.857,2.191,2.191,1.734,1.0,3.321,0.138,1.677,2.118,3.66,0.259,5.136,255.502,3.097,17,36.5,5.769,5.769,4.043,1.697,2.0,3.392,2.692,1.0,2.442,2.812,12,3.675,3.075,32.089,13.72,17.5,3.497,3.347,1.996,1.996,3.674,3.986,3.986,8.325
7.097,2.0,1.0,2.472,2.472,2.822,1.804,3.435,3.435,21289.0,1.0,1.405,2.0,1.421,1.421,2.428,0.331,4.548,2.5,3.508,3.508,1.658,1.0,1.0,2.063,4.0,1.76,2.275,2.275,1.719,1.0,3.159,0.151,1.5,2.0,3.643,0.3,4.595,475.97,2.968,12,32.5,5.356,5.356,4.044,1.684,2.0,3.17,2.691,1.0,2.118,2.645,12,3.564,2.442,25.031,12.989,15.0,3.385,3.155,1.852,1.852,3.651,3.089,3.089,7.696
6.699,2.0,1.0,2.472,2.472,2.918,2.018,3.323,3.323,23764.0,1.0,1.537,2.0,1.544,1.544,2.543,0.335,4.609,2.5,4.34,4.34,1.676,1.0,1.0,2.398,4.0,1.767,2.275,2.275,1.725,1.0,3.211,0.145,1.5,2.0,3.649,0.292,4.7,500.323,3.208,12,33.0,5.36,5.36,4.04,1.69,2.0,3.17,2.69,1.0,2.122,2.654,12,3.563,2.433,29.087,13.57,15.0,3.471,3.158,2.036,2.036,3.657,3.096,3.096,7.777
7.398,2.119,1.104,2.627,2.627,2.921,2.023,3.466,3.466,39740.0,1.0,1.54,2.0,1.547,1.547,2.546,0.304,4.617,2.586,4.346,4.346,1.682,1.159,1.159,2.413,4.0,1.766,2.472,2.472,1.726,1.0,3.414,0.133,1.617,2.118,3.655,0.248,4.788,530.199,3.213,17,37.0,6.17,6.17,4.042,1.69,2.0,3.392,2.69,1.0,2.185,2.657,12,3.823,2.959,35.19,14.326,17.5,3.568,3.386,2.164,2.164,3.667,3.097,3.097,8.159
4.481,2.0,1.0,2.275,2.275,2.532,1.5,2.818,2.818,11435.0,0.038,1.028,1.04,1.071,1.071,2.034,0.178,3.698,2.478,2.729,2.729,1.478,1.0,1.0,1.798,3.414,1.181,0.093,0.093,1.681,0.041,2.474,0.16,1.462,1.215,3.595,0.324,4.874,264.401,2.748,12,30.5,4.453,4.453,3.677,1.637,1.91,3.17,2.442,0.909,2.0,2.5,12,3.286,2.428,25.882,11.016,15.0,3.511,2.969,1.732,1.732,3.607,2.322,2.322,7.126
6.959,2.0,1.0,2.275,2.275,2.742,1.751,2.832,2.832,12652.0,0.085,1.075,1.074,1.235,1.235,2.118,0.188,3.937,2.479,3.03,3.03,1.5,1.0,1.0,1.803,3.414,1.525,0.207,0.207,1.698,0.099,2.564,0.158,1.468,1.337,3.64,0.328,4.865,274.423,2.756,12,30.75,4.711,4.711,3.69,1.661,2.0,3.17,2.421,1.0,2.013,2.5,12,3.443,2.454,26.698,11.999,15.0,3.502,3.067,1.908,1.908,3.627,2.806,2.806,7.215
4.222,2.0,1.0,2.275,2.275,2.532,1.5,2.818,2.818,11435.0,0.038,1.057,1.042,1.071,1.071,2.062,0.178,3.698,2.478,2.729,2.729,1.478,1.0,1.0,1.798,3.414,1.272,0.093,0.093,1.711,0.041,2.474,0.16,1.462,1.215,3.632,0.324,4.874,264.401,2.748,12,30.0,4.453,4.453,3.677,1.679,1.975,3.17,2.476,0.968,2.0,2.5,13,3.286,2.428,25.882,11.016,15.0,3.511,2.972,1.732,1.732,3.632,2.322,2.322,7.126
4.553,2.0,1.0,2.275,2.275,2.532,1.5,2.818,2.818,11435.0,0.038,1.06,1.041,1.071,1.071,2.064,0.178,3.698,2.478,2.729,2.729,1.478,1.0,1.0,1.798,3.414,1.272,0.093,0.093,1.719,0.041,2.474,0.16,1.462,1.215,3.639,0.324,4.874,264.401,2.748,12,30.0,4.453,4.453,3.677,1.686,1.982,3.17,2.471,0.974,2.0,2.5,13,3.286,2.428,25.882,11.016,15.0,3.511,2.972,1.732,1.732,3.637,2.322,2.322,7.126
4.387,2.0,1.0,2.275,2.275,2.742,1.751,2.832,2.832,12652.0,0.086,1.231,1.086,1.235,1.235,2.243,0.188,3.937,2.479,3.03,3.03,1.5,1.0,1.0,1.803,3.414,1.525,0.207,0.207,1.731,0.099,2.564,0.158,1.468,1.337,3.649,0.328,4.909,274.423,2.756,12,30.5,4.711,4.711,3.69,1.697,2.0,3.17,2.497,1.0,2.04,2.5,13,3.443,2.454,26.698,11.544,15.0,3.502,3.09,1.908,1.908,3.644,2.806,2.806,7.215
6.387,2.0,1.0,2.726,2.726,2.745,1.776,2.836,2.836,16571.0,0.91,1.416,1.939,1.446,1.446,2.428,0.259,4.281,2.5,3.977,3.977,1.577,1.052,1.052,2.239,3.858,1.97,2.275,2.275,1.714,1.0,2.914,0.146,1.5,2.0,3.637,0.327,4.955,316.654,3.166,12,33.0,5.674,5.674,3.69,1.679,2.0,3.17,2.501,1.0,2.159,2.591,12,3.534,2.444,31.484,12.083,15.0,3.569,3.188,2.047,2.047,3.643,3.069,3.069,7.448
5.745,2.0,1.0,2.275,2.275,2.745,1.775,2.834,2.834,15224.0,0.552,1.407,1.549,1.422,1.422,2.415,0.244,4.27,2.5,3.901,3.901,1.537,1.0,1.0,2.204,3.414,1.619,1.057,1.057,1.737,0.646,2.712,0.15,1.5,1.774,3.651,0.327,4.99,302.41,3.104,12,32.0,5.074,5.074,3.69,1.698,2.0,3.17,2.5,1.0,2.116,2.545,12,3.485,2.448,29.714,12.274,15.0,3.555,3.11,1.952,1.952,3.651,3.063,3.063,7.376
5.0,2.011,1.005,2.726,2.726,2.745,1.776,2.836,2.836,16571.0,1.0,1.426,2.0,1.446,1.446,2.434,0.259,4.281,2.5,3.977,3.977,1.577,1.052,1.052,2.239,3.858,1.727,2.275,2.275,1.756,1.0,2.914,0.146,1.5,2.0,3.669,0.327,4.922,316.654,3.166,12,32.5,5.674,5.674,3.69,1.717,2.0,3.17,2.502,1.0,2.195,2.591,12,3.534,2.444,31.484,13.014,15.0,3.569,3.235,2.047,2.047,3.664,3.069,3.069,7.448
5.0,2.168,1.155,3.064,3.064,3.084,2.223,3.181,3.181,29749.0,1.0,1.652,2.0,1.663,1.663,2.658,0.251,4.398,2.645,4.205,4.205,1.778,1.18,1.18,2.364,3.962,1.926,2.275,2.275,1.824,1.5,3.414,0.13,1.66,2.5,3.735,0.271,5.124,465.844,3.219,18,40.5,5.863,5.863,3.775,1.786,2.009,3.585,2.505,1.004,2.42,2.745,18,3.69,3.251,38.531,14.168,21.0,3.694,3.386,2.083,2.083,3.728,3.778,3.778,7.895
5.0,2.0,1.0,2.275,2.275,2.538,1.539,2.818,2.818,12652.0,0.085,1.209,1.073,1.231,1.231,2.215,0.218,4.162,2.5,3.549,3.549,1.5,1.0,1.0,2.09,3.414,1.327,0.208,0.208,1.682,0.099,2.559,0.157,1.475,1.339,3.601,0.323,4.877,278.144,2.966,12,31.75,4.747,4.747,3.678,1.644,1.954,3.17,2.478,0.944,2.0,2.532,12,3.331,2.428,27.16,11.544,15.5,3.51,2.973,1.886,1.886,3.617,2.42,2.42,7.215
5.041,2.0,1.0,2.275,2.275,2.774,1.814,2.841,2.841,15224.0,0.539,1.448,1.535,1.462,1.462,2.456,0.228,4.286,2.5,3.929,3.929,1.531,1.0,1.0,2.191,3.414,1.618,1.045,1.045,1.728,0.639,2.737,0.15,1.5,1.772,3.643,0.33,4.99,298.971,3.084,12,32.0,4.831,4.831,3.692,1.689,2.0,3.17,2.504,1.0,2.125,2.537,12,3.503,2.47,29.306,12.274,15.0,3.504,3.149,1.938,1.938,3.644,3.153,3.153,7.376
5.0,2.0,1.0,2.495,2.495,2.862,1.933,2.88,2.88,16571.0,0.955,1.56,1.963,1.583,1.583,2.571,0.268,4.387,2.5,4.214,4.214,1.532,1.0,1.0,2.241,3.708,1.665,2.275,2.275,1.738,1.0,2.915,0.146,1.5,2.0,3.651,0.334,4.922,309.776,3.153,12,32.5,4.833,4.833,3.706,1.699,2.0,3.17,2.523,1.0,2.197,2.537,12,3.582,2.486,30.647,13.014,15.0,3.494,3.324,1.947,1.947,3.649,3.446,3.446,7.448
5.0,2.178,1.171,3.175,3.175,3.075,2.211,3.165,3.165,29749.0,1.0,1.674,2.0,1.692,1.692,2.685,0.289,4.469,2.537,4.473,4.473,1.954,1.196,1.196,2.341,3.968,1.803,2.275,2.275,1.806,1.5,3.414,0.13,1.537,2.5,3.72,0.283,5.124,438.145,3.235,18,40.5,5.108,5.108,3.811,1.77,2.0,3.585,2.55,1.0,2.476,2.849,18,3.671,3.465,35.891,14.168,21.0,3.549,3.425,1.974,1.974,3.714,3.791,3.791,7.895
6.161,2.0,1.0,2.275,2.275,2.583,1.589,2.77,2.77,12377.0,0.215,1.116,1.2,1.18,1.18,2.133,0.218,3.966,2.071,3.073,3.073,1.5,1.0,1.0,1.802,3.414,1.496,0.548,0.548,1.723,0.267,2.622,0.161,1.065,1.518,3.638,0.335,4.907,273.534,2.768,12,29.25,4.694,4.694,3.542,1.684,1.972,3.0,2.412,0.962,2.0,2.5,11,3.405,2.379,25.799,11.242,13.5,3.474,3.072,1.737,1.737,3.639,2.275,2.275,7.213
5.921,1.965,0.955,2.275,2.275,2.513,1.5,2.556,2.556,10173.0,-0.06,1.0,0.901,1.0,1.0,2.0,0.168,3.435,2.067,2.322,2.322,1.474,1.0,1.0,1.519,3.414,1.247,-0.123,-0.123,1.678,-0.068,2.286,0.166,1.059,1.116,3.592,0.33,4.831,249.77,2.536,12,28.25,3.789,3.789,3.485,1.638,1.931,3.0,2.389,0.926,2.0,2.5,11,3.178,2.357,23.333,10.175,13.5,3.486,2.768,1.466,1.466,3.604,2.275,2.275,7.038
6.284,2.0,1.0,2.275,2.275,2.745,1.774,2.834,2.834,13879.0,0.228,1.402,1.218,1.412,1.412,2.408,0.228,4.263,2.5,3.846,3.846,1.531,1.0,1.0,2.176,3.414,1.595,0.583,0.583,1.723,0.28,2.644,0.155,1.5,1.525,3.639,0.328,4.907,288.166,3.064,12,31.5,4.83,4.83,3.69,1.684,2.0,3.17,2.517,1.0,2.105,2.537,12,3.476,2.451,27.984,12.083,15.0,3.501,3.102,1.935,1.935,3.643,3.062,3.062,7.298
