pXC50,CATS2D_03_DD,CATS2D_01_DD,nN.N,P_VSA_v_2,SAacc,P_VSA_p_2,O.057,CATS2D_03_DA,Eig08_AEA.dm.,SaasC,Psi_e_A,Psi_i_A,SpMax3_Bh.s.,SpMax4_Bh.s.,P_VSA_LogP_4,SpMax2_Bh.s.,nBeta.Lactams,TPSA.NO.,SsssCH,P_VSA_e_5,SdssC,ATS5s,Hy,P_VSA_e_3,CATS2D_04_DA,nDB,P_VSA_s_6,P_VSA_m_3,D.Dtr04,Eig07_AEA.dm.,ATSC1e,SsOH,O.,MATS1s,CATS2D_05_DL,NsOH,TPSA.Tot.,MAXDN,SAdon,nR04,nHDon,CATS2D_07_DL,H.050,MATS1i,CATS2D_02_DL,CATS2D_03_DL,P_VSA_s_5,CATS2D_04_DL,NssNH,Eig09_AEA.dm.,Eig05_AEA.dm.,ALOGP2,Eig10_AEA.dm.,GGI3,Me,CATS2D_06_DL,MATS1p,SpMax5_Bh.s.,C.009,N.072,ATS4s,CATS2D_09_DL,ATS4m,Eig06_AEA.dm.,ATSC1s,NdssC,nArOH,nN.CO.2,CATS2D_02_DA,ATSC3e,SM03_EA.ri.,CATS2D_05_DA,MATS1m,GGI4,SpAD_EA.dm.,ATSC5s,P_VSA_MR_2,Eig06_AEA.ed.,MATS1v,nHAcc,C.008,Eig04_EA.dm.,SpMax1_Bh.s.,Eig07_EA.dm.,JGI2,ATSC4e,ATS5e,nHet,AAC,IC0,MAXDP,Eig11_AEA.dm.,PDI,Ram,BIC3,Eta_epsi_A,ATS6s,ATSC3s,SssNH,Eig03_AEA.dm.,Eta_sh_p,P_VSA_i_4,CATS2D_08_DL,BAC,BIC0,SdS,BIC4,Eig05_EA.ed.,SM14_AEA.dm.,DELS,SM05_EA,Eig12_AEA.dm.,CATS2D_05_DN,ATSC4s,H.054,SIC0,GGI5,ATS3m,SssCH2,SM05_EA.ri.,BIC5,CATS2D_06_DA,Eig06_EA.ed.,SM15_AEA.dm.,SIC4,SM06_EA.ri.,Eig03_EA.dm.,SpMax7_Bh.s.,ATS4v,P_VSA_MR_8,H.047,Eig13_AEA.dm.,SpDiam_EA.ed.,MLOGP2,Eig05_EA.dm.,ALOGP,SM03_EA,CATS2D_02_AN,BLTA96,BLTD48,BLTF96,MLOGP
5.895,0,0,0,26.663,26.663,26.663,0,0,1.0,3.945,7.686,2.186,4.674,3.966,29.85,4.768,0,22.0,0.0,25.145,0.064,5.046,-0.807,1.519,0,1,25.145,25.145,0.0,1.169,0.017,0.0,3.6,-0.06,0,0,50.24,1.602,0.0,0,0,0,0,-0.142,0,0,0.0,0,0,0.683,1.923,13.279,0.032,1.514,0.997,0,-0.04,3.679,0,1,5.209,0,3.434,1.319,3.069,1,0,0,0,0.073,3.525,0,0.094,0.929,2.117,25.911,25.145,3.609,0.012,2,0,0.0,7.428,0.0,0.082,0.111,3.866,3,1.545,1.545,5.187,-0.593,1.024,6,0.822,0.594,4.703,10.218,0.0,2.768,0.097,1.519,0,5.0,0.297,0.0,0.835,4.078,4.078,10.533,6.066,-0.968,0,19.499,0,0.321,0.462,3.7,0.0,5.909,0.835,0,2.861,2.861,0.905,7.368,0.0,3.62,3.328,31.981,8,-0.992,18.484,11.396,0.0,3.644,3.611,0,-4.61,-4.53,-4.26,3.376
5.42,0,0,0,100.774,100.774,100.774,0,4,1.0,3.882,7.765,2.265,4.821,4.549,41.637,4.857,0,72.63,0.0,0.0,-0.012,5.054,1.114,192.683,0,3,64.998,0.0,0.0,1.512,0.096,0.0,0.0,-0.159,8,0,72.63,1.679,67.448,0,3,10,3,0.243,0,2,127.685,4,2,1.0,2.431,21.166,0.536,0.625,1.011,8,0.083,4.499,0,0,5.258,4,3.65,1.665,8.759,1,0,0,0,0.273,3.043,0,-0.005,0.604,2.144,21.74,0.0,3.527,0.052,5,0,0.0,5.838,0.0,0.069,0.25,3.93,7,1.692,1.692,2.624,0.453,0.979,5,0.684,0.612,5.1,29.566,5.1,2.857,0.252,100.774,0,10.0,0.308,0.0,0.684,5.666,5.666,11.714,5.602,0.143,0,26.885,0,0.33,0.458,4.048,0.0,5.144,0.684,0,2.767,2.767,0.733,6.81,0.0,3.674,3.272,91.908,8,0.055,12.436,22.559,0.0,4.601,3.434,0,-5.98,-5.83,-5.43,4.75
5.827,0,0,0,82.425,82.425,82.425,0,1,2.356,4.232,7.805,2.305,5.042,4.842,60.128,7.423,0,58.64,-0.352,61.29,-0.318,6.61,-0.382,21.135,0,2,139.587,61.29,0.0,2.616,0.063,0.0,5.7,-0.036,2,0,58.64,2.481,18.011,0,1,3,1,-0.044,2,3,18.011,2,1,2.141,2.888,22.198,1.863,5.111,1.013,3,0.008,4.751,0,1,6.425,1,4.641,2.826,9.227,2,0,0,1,0.415,4.647,2,0.017,3.951,11.141,156.937,73.061,5.777,0.036,5,0,0.86,7.432,0.0,0.111,0.715,5.351,7,1.626,1.626,7.493,1.703,1.009,15,0.874,0.633,6.439,56.058,3.034,3.342,0.16,21.135,2,26.0,0.266,0.0,0.911,7.929,7.929,44.07,7.507,1.508,0,85.681,0,0.284,2.171,4.633,0.539,7.401,0.911,0,7.345,7.345,0.971,8.891,0.942,4.386,4.543,0.0,18,1.321,30.178,15.322,0.357,4.712,4.745,0,-5.14,-5.04,-4.72,3.914
5.607,0,0,1,155.382,149.712,155.382,0,2,2.272,2.59,7.881,2.381,7.423,6.999,73.027,7.433,0,119.04,0.0,112.037,-0.619,6.557,-0.338,43.346,1,5,128.822,112.037,0.0,2.338,0.158,0.0,7.0,0.011,4,0,147.28,2.601,17.888,0,1,3,1,0.042,1,3,17.888,4,1,2.008,3.016,37.976,1.887,3.354,1.005,1,0.037,4.821,0,2,6.386,1,4.47,2.991,12.625,3,0,0,1,0.591,4.393,2,0.073,2.697,14.585,190.78,144.459,5.438,0.014,8,0,0.981,7.815,0.0,0.074,0.624,5.26,10,1.629,1.629,6.826,1.626,0.946,13,0.797,0.589,6.291,60.607,2.64,3.581,0.161,43.346,1,61.0,0.255,0.0,0.842,6.919,6.919,53.066,7.013,1.408,0,80.839,0,0.265,1.73,4.439,9.251,6.811,0.863,0,6.637,6.637,0.877,8.208,1.151,4.597,4.354,31.278,6,1.355,19.807,32.395,0.98,6.163,4.511,0,-6.92,-6.73,-6.23,5.692
4.384,0,0,0,134.125,134.125,119.165,1,0,1.531,1.245,8.09,2.59,6.469,4.84,93.351,7.43,0,74.05,-0.349,67.828,0.156,5.469,0.337,51.337,2,3,116.237,82.788,0.0,2.018,0.122,9.635,5.3,-0.072,3,1,99.35,1.971,60.572,0,2,3,2,0.084,3,3,17.888,3,1,1.323,2.914,17.897,1.151,1.542,1.022,3,0.109,4.637,0,0,5.637,1,3.658,2.484,13.669,2,1,0,1,0.392,3.586,0,0.026,0.969,13.127,46.205,91.37,4.223,0.066,6,1,0.0,8.201,0.0,0.07,0.507,4.255,7,1.839,1.839,4.929,1.0,0.954,7,0.878,0.661,5.44,45.291,2.703,3.063,0.083,66.297,0,10.0,0.328,0.0,0.888,5.534,5.534,31.151,6.089,0.755,0,66.572,0,0.35,0.559,3.865,0.474,5.815,0.888,0,3.963,3.963,0.95,7.297,0.839,4.305,3.513,32.22,9,0.491,15.415,12.713,0.0,4.231,3.761,0,-4.8,-4.71,-4.42,3.566
5.781,0,0,0,117.705,117.705,117.705,0,0,1.669,1.869,7.969,2.469,7.411,4.782,105.612,7.412,0,87.2,0.0,75.435,-1.615,6.125,0.267,42.27,4,5,91.202,75.435,0.0,2.108,0.027,0.0,5.7,-0.056,2,0,87.2,2.396,36.022,0,2,5,2,-0.281,5,3,36.022,2,2,1.179,2.841,8.559,1.051,2.688,1.002,3,-0.109,4.707,0,2,6.323,0,4.094,2.339,9.718,5,0,2,3,0.275,3.927,1,0.032,1.898,11.488,85.287,169.604,4.827,-0.04,7,0,0.8,7.462,0.0,0.094,0.818,5.011,7,1.55,1.55,5.64,1.0,0.933,9,0.803,0.577,6.084,39.176,5.364,3.311,0.238,42.27,0,70.0,0.26,0.0,0.815,5.777,5.777,34.747,6.447,0.777,0,139.381,0,0.271,1.125,4.027,2.296,6.304,0.815,1,4.912,4.912,0.848,7.702,0.943,4.186,4.054,0.0,13,0.744,18.941,4.597,0.657,2.926,4.007,0,-3.37,-3.36,-3.21,2.144
5.149,0,0,0,139.504,137.727,139.504,1,1,1.974,2.644,7.794,2.294,5.169,4.919,141.023,6.476,0,97.03,0.048,67.828,0.065,5.874,-0.265,71.675,3,1,173.751,67.828,0.0,2.126,0.134,10.426,4.0,-0.025,2,1,125.27,1.845,42.683,0,1,1,1,-0.041,0,0,0.0,1,0,1.568,2.527,15.215,1.49,1.972,1.017,1,0.021,4.64,0,1,6.072,1,4.218,2.37,12.512,1,1,0,1,0.492,4.003,0,0.037,1.769,4.029,68.042,114.913,5.248,0.013,7,0,0.0,7.427,0.0,0.084,0.794,4.789,10,1.835,1.835,5.578,1.329,0.996,11,0.856,0.646,5.89,46.287,0.0,3.181,0.091,71.675,3,10.0,0.304,0.0,0.863,7.088,7.088,34.632,6.673,1.077,0,82.061,0,0.325,1.021,4.288,3.101,6.365,0.863,0,6.397,6.397,0.922,7.808,0.293,4.341,4.03,31.278,12,1.04,18.129,18.164,0.0,3.901,4.205,0,-5.49,-5.37,-5.01,4.262
5.329,0,0,0,124.379,124.379,124.379,1,0,1.904,6.464,7.863,2.363,4.997,4.778,89.383,6.351,0,80.15,0.0,89.828,-0.194,5.738,0.212,34.551,0,2,106.491,89.828,0.0,2.008,0.1,9.024,8.7,-0.107,2,1,80.15,2.629,60.572,0,2,0,2,0.1,3,6,17.888,7,1,1.219,2.637,17.546,1.218,2.236,1.013,2,0.034,4.762,0,0,5.857,2,3.945,2.339,10.606,2,0,0,1,0.24,4.046,0,0.032,1.364,6.313,48.342,89.828,5.266,0.043,6,0,0.0,7.475,0.0,0.076,0.324,4.676,6,1.542,1.542,4.003,1.12,0.983,10,0.753,0.628,5.617,25.358,3.023,2.855,0.127,34.551,0,26.0,0.261,0.0,0.768,6.769,6.769,25.885,6.567,1.0,1,40.417,0,0.279,1.324,4.028,0.0,6.479,0.768,3,6.657,6.657,0.821,7.95,0.86,4.306,3.95,0.0,16,0.935,19.43,12.355,0.0,4.189,4.111,0,-4.74,-4.66,-4.38,3.515
4.53,0,0,0,54.706,52.807,54.706,0,0,1.719,3.023,7.576,2.076,4.767,4.641,20.664,4.976,0,48.77,0.0,0.0,2.255,5.574,0.296,54.706,2,2,94.875,0.0,0.0,1.982,0.027,0.0,0.0,-0.248,2,0,109.1,1.035,32.897,0,2,3,2,-0.09,0,1,0.0,2,0,1.546,2.539,21.355,1.298,2.931,0.997,3,0.029,4.331,0,1,5.647,0,4.106,2.142,7.241,3,0,0,1,0.123,3.882,0,0.038,1.669,11.528,28.386,0.0,4.854,0.032,3,0,0.0,5.131,0.0,0.083,0.253,4.517,6,1.595,1.595,2.45,1.0,1.042,10,0.835,0.593,5.428,11.83,0.0,3.099,0.182,54.706,0,17.0,0.279,5.564,0.844,5.699,5.699,12.935,6.608,0.814,0,27.809,0,0.3,0.928,4.103,0.0,6.224,0.844,0,5.194,5.194,0.908,7.633,0.352,3.881,3.894,77.412,11,0.699,19.611,12.4,0.0,4.621,4.111,0,-4.75,-4.67,-4.38,3.521
5.574,0,0,0,42.683,42.683,42.683,1,0,1.872,7.105,7.472,1.972,4.702,4.209,42.683,4.846,0,20.23,0.254,42.683,0.0,5.601,-0.424,0.0,0,0,42.683,42.683,0.0,2.152,0.044,10.531,2.3,-0.121,2,1,70.83,1.253,42.683,0,1,2,1,0.12,2,2,0.0,4,0,1.727,2.83,37.732,1.5,1.875,0.984,3,0.122,4.049,1,0,5.722,2,4.214,2.438,8.425,0,1,0,0,0.095,3.927,0,0.067,1.846,17.504,25.268,42.683,4.635,0.087,1,0,0.0,6.469,0.0,0.085,0.222,4.787,3,1.353,1.353,4.531,1.443,0.994,9,0.761,0.548,5.546,17.44,0.0,3.434,0.107,0.0,2,10.0,0.234,0.0,0.787,5.689,5.689,12.228,6.447,0.872,0,28.678,0,0.248,0.587,4.224,1.994,6.32,0.795,0,4.955,4.955,0.836,7.755,0.898,3.819,4.088,64.439,12,0.837,18.691,25.504,0.0,6.143,4.007,0,-6.28,-6.12,-5.68,5.05
5.21,1,0,0,201.48,195.81,201.48,1,1,1.901,0.257,8.25,2.75,6.999,6.47,93.351,7.43,0,127.74,0.0,161.259,-0.823,6.168,0.926,40.221,2,4,177.922,161.259,0.0,1.926,0.236,21.088,10.9,-0.104,7,2,127.74,3.259,103.255,0,3,1,3,0.273,4,9,17.888,9,1,1.38,2.361,10.494,1.316,2.813,1.025,4,0.177,6.441,0,1,6.22,5,4.075,2.02,21.283,1,1,0,1,0.537,4.119,1,-0.001,1.591,12.729,101.63,67.828,4.273,0.081,7,0,0.0,7.815,0.0,0.103,0.756,4.764,8,1.652,1.652,5.871,1.104,0.908,9,0.765,0.662,6.178,71.947,2.244,3.096,0.125,40.221,3,27.0,0.279,0.0,0.785,5.952,5.952,46.897,6.804,1.0,0,111.873,0,0.299,0.868,4.102,0.0,6.667,0.785,3,4.086,4.086,0.843,8.132,1.214,4.734,3.958,0.0,13,1.0,23.242,10.321,0.0,3.239,4.205,0,-4.44,-4.37,-4.12,3.213
5.701,0,0,0,124.355,124.355,124.355,0,0,1.931,3.238,7.946,2.446,7.425,4.779,94.363,7.429,0,90.29,0.0,86.435,0.027,5.949,-0.288,37.921,0,4,103.22,86.435,0.0,2.119,0.08,0.0,8.5,-0.034,0,0,118.53,2.069,18.011,0,1,1,1,-0.135,2,4,18.011,3,1,1.781,2.887,8.086,1.558,2.729,1.016,0,-0.006,4.72,0,2,6.077,0,4.171,2.553,9.745,4,0,0,1,0.418,4.1,1,0.059,1.988,11.012,103.055,145.29,5.293,0.013,7,0,1.041,7.435,0.0,0.084,0.519,4.637,8,1.727,1.727,5.762,1.393,0.994,11,0.85,0.635,5.758,43.032,2.818,3.59,0.15,37.921,2,29.0,0.293,0.0,0.85,6.78,6.78,39.144,6.686,1.175,0,65.533,0,0.311,0.962,4.204,2.699,6.494,0.85,4,6.385,6.385,0.902,7.883,1.058,4.304,3.95,31.278,8,1.0,19.595,8.297,0.227,2.844,4.205,0,-4.11,-4.06,-3.84,2.88
5.497,0,0,0,181.076,181.076,136.196,1,0,2.33,1.199,8.265,2.765,7.999,7.429,122.89,7.999,0,88.0,0.0,67.828,-0.34,6.588,0.282,68.367,2,1,163.065,112.709,0.0,2.529,0.225,10.283,4.0,-0.114,0,1,141.54,5.992,60.694,0,2,3,2,-0.033,3,5,18.011,4,1,2.157,2.966,41.377,1.798,2.715,1.036,0,0.076,6.475,0,1,6.211,3,4.4,2.789,35.531,1,1,0,2,0.549,4.248,2,0.023,3.05,18.137,195.469,112.709,5.079,0.053,9,0,0.146,8.513,0.0,0.075,0.853,4.836,11,1.957,1.957,5.693,1.662,0.987,13,0.857,0.704,6.114,70.391,2.789,3.588,0.16,113.248,2,51.0,0.325,0.0,0.883,6.912,6.912,60.22,6.957,1.625,0,111.717,0,0.347,1.402,4.346,-0.102,6.543,0.883,0,6.006,6.006,0.942,7.909,1.737,4.745,4.078,63.497,8,0.847,20.551,21.732,0.0,6.433,4.511,0,-5.89,-5.75,-5.35,4.662
4.957,0,0,0,57.28,57.28,57.28,0,2,1.494,3.081,7.685,2.185,4.759,4.542,29.85,4.978,0,41.57,0.0,36.145,-0.181,5.647,-0.342,21.135,0,1,75.293,36.145,0.0,1.511,0.011,0.0,4.4,-0.01,4,0,41.57,1.848,18.011,0,1,2,1,-0.146,1,2,18.011,1,1,1.175,2.389,19.423,1.081,1.313,1.0,2,-0.05,4.255,0,1,5.594,0,3.769,1.62,4.993,1,0,0,1,0.46,3.396,0,0.029,0.956,7.727,34.621,83.229,4.071,-0.002,4,0,0.141,7.429,0.0,0.059,0.29,4.626,5,1.56,1.56,5.218,1.077,0.974,6,0.828,0.58,5.697,46.585,2.954,3.031,0.09,21.135,0,5.0,0.271,0.0,0.854,5.172,5.172,19.709,5.943,0.535,0,30.193,0,0.284,0.486,3.847,5.686,5.629,0.862,0,3.574,3.574,0.895,7.198,0.8,3.9,3.75,0.0,14,0.211,17.013,11.038,0.0,4.407,3.611,0,-4.55,-4.48,-4.21,3.322
6.269,0,1,1,123.538,123.538,123.538,0,2,2.078,5.567,7.821,2.321,6.999,4.967,108.836,7.429,0,91.4,0.0,69.458,-0.372,6.113,0.206,54.081,0,3,86.243,69.458,0.0,2.254,0.119,0.0,5.2,-0.113,7,0,128.02,4.564,35.776,0,2,1,2,0.006,2,4,35.776,6,2,1.923,2.54,28.835,1.904,3.007,1.007,4,-0.003,4.741,0,1,6.285,2,4.348,2.419,16.817,1,0,0,2,0.273,4.359,0,0.166,2.147,3.274,78.992,93.0,5.332,0.05,7,0,0.0,7.715,0.0,0.091,0.6,4.962,9,1.705,1.705,6.132,1.501,1.035,13,0.834,0.611,5.891,44.006,5.508,3.18,0.119,54.081,0,26.0,0.273,0.0,0.862,6.855,6.855,40.261,7.022,1.305,0,105.655,0,0.291,1.296,4.435,1.477,6.75,0.867,0,6.392,6.392,0.919,8.155,0.0,4.415,4.225,31.278,14,1.0,21.63,14.487,0.0,5.37,4.511,0,-5.04,-4.94,-4.63,3.806
4.604,0,0,0,76.727,59.941,76.727,0,0,1.147,1.665,7.698,2.198,4.752,4.377,46.635,5.072,0,57.78,0.176,25.145,-0.037,5.464,0.284,51.582,1,1,41.93,25.145,0.0,1.395,0.028,0.0,2.6,-0.06,5,0,57.78,1.703,34.796,0,2,3,2,-0.053,2,3,34.796,6,1,1.0,1.809,11.66,0.565,1.604,0.995,4,0.02,4.063,0,1,5.532,1,3.472,1.532,5.248,1,0,0,3,0.178,3.545,0,0.035,0.653,4.112,39.169,25.145,4.103,0.037,3,0,0.0,7.429,0.0,0.057,0.243,4.403,4,1.466,1.466,5.102,0.347,1.0,6,0.82,0.573,5.318,30.46,2.826,2.948,0.083,51.582,2,5.0,0.261,0.0,0.866,4.312,4.312,15.001,5.969,0.107,0,36.528,0,0.279,0.615,3.567,0.432,5.841,0.866,0,3.741,3.741,0.926,7.332,0.0,3.674,3.542,0.0,9,-0.636,15.812,11.245,0.0,3.415,3.611,0,-4.58,-4.51,-4.24,3.353
5.427,0,1,1,136.335,136.335,136.335,0,2,2.116,2.345,7.989,2.489,7.411,4.955,89.549,7.428,0,98.66,-0.878,97.435,-1.366,6.287,0.206,38.901,4,4,136.583,97.435,0.0,2.287,0.168,0.0,9.6,-0.059,5,0,98.66,2.246,35.776,0,2,8,2,0.02,1,2,35.776,3,2,2.007,3.129,10.56,1.912,2.938,1.026,7,-0.004,4.925,0,2,6.327,1,4.365,2.705,12.427,4,0,1,1,0.872,4.175,3,0.019,2.747,11.802,94.422,97.435,5.612,0.026,8,1,0.86,7.444,0.0,0.082,0.995,4.854,9,1.71,1.71,6.347,1.55,1.014,12,0.847,0.672,6.114,68.876,5.167,3.337,0.107,38.901,5,17.0,0.28,0.0,0.902,8.016,8.016,49.228,6.781,1.46,0,102.74,0,0.3,1.312,4.405,0.039,6.604,0.921,1,6.961,6.961,0.966,8.067,0.878,4.438,4.151,0.0,15,1.455,20.243,7.389,0.8,3.25,4.29,0,-3.95,-3.9,-3.7,2.718
5.053,0,0,0,158.668,156.769,158.668,0,0,2.075,3.61,7.759,2.259,5.198,4.956,108.472,7.428,0,121.36,0.0,72.29,-0.829,6.273,0.828,86.378,7,2,138.758,72.29,0.0,2.234,0.072,0.0,6.2,-0.045,2,0,149.6,2.086,50.908,0,3,5,3,-0.107,4,1,18.011,3,1,1.976,2.794,14.059,1.934,4.028,1.008,7,0.0,4.638,0,1,6.321,2,4.526,2.309,10.659,2,0,0,2,0.445,4.242,1,0.063,2.469,7.185,76.8,120.145,5.533,0.026,8,0,0.0,7.434,0.0,0.07,0.824,5.103,10,1.673,1.673,6.731,1.805,1.004,13,0.854,0.604,6.375,38.542,2.978,3.214,0.12,86.378,3,39.0,0.264,0.0,0.869,7.523,7.523,45.398,6.899,1.568,0,75.902,0,0.278,1.713,4.429,5.798,6.684,0.878,1,6.656,6.656,0.914,8.126,0.86,4.456,4.321,31.278,13,1.407,19.855,9.671,0.0,3.75,4.369,0,-4.34,-4.27,-4.03,3.11
4.845,0,0,0,62.765,60.989,62.765,0,0,1.05,3.887,7.685,2.185,4.62,4.535,67.291,4.876,0,52.3,0.0,11.0,0.0,5.173,-0.197,51.766,0,1,99.553,11.0,0.0,1.12,0.08,0.0,3.0,-0.052,0,0,119.34,1.219,0.0,0,0,0,1,0.017,0,0,0.0,0,0,1.0,2.068,14.507,0.804,0.972,1.013,0,-0.061,4.212,0,0,5.245,0,3.693,1.593,6.687,0,0,0,0,0.228,3.371,0,-0.031,0.837,1.72,19.931,11.0,4.042,-0.041,4,0,0.0,5.148,0.0,0.079,0.2,4.117,7,1.822,1.822,1.626,0.618,0.986,6,0.853,0.642,5.069,18.401,0.0,2.853,0.126,51.766,0,6.0,0.334,0.0,0.853,4.163,4.163,12.338,6.066,0.362,0,17.395,0,0.361,0.542,3.792,0.0,5.669,0.853,0,3.46,3.46,0.923,7.13,0.0,3.674,3.422,69.841,9,-0.162,17.802,14.845,0.0,3.809,3.611,0,-5.08,-4.98,-4.67,3.853
5.382,0,0,0,141.302,141.302,141.302,0,2,2.038,2.093,7.978,2.478,6.999,5.213,107.804,7.435,0,111.39,-0.741,89.965,-0.634,6.34,-0.283,51.337,1,3,123.291,89.965,0.0,2.312,0.107,0.0,8.2,-0.115,0,0,119.77,4.756,18.011,0,1,1,1,-0.074,1,2,18.011,4,1,1.562,3.056,21.278,1.294,2.715,1.006,0,-0.072,4.721,0,1,6.263,3,4.258,2.661,19.96,1,0,0,2,0.848,4.375,0,0.186,2.393,12.581,134.003,207.676,4.92,-0.014,8,1,0.232,7.715,0.0,0.097,0.647,5.117,9,1.633,1.633,5.842,0.85,0.899,12,0.789,0.584,6.288,99.465,2.719,3.282,0.317,51.337,2,112.0,0.266,0.0,0.81,6.303,6.303,45.289,7.031,0.697,0,85.885,0,0.275,1.292,4.2,0.461,6.661,0.81,2,5.659,5.659,0.839,7.931,0.599,4.244,4.129,0.0,6,0.596,20.056,10.567,0.0,4.613,4.575,0,-4.48,-4.41,-4.15,3.251
6.092,0,0,0,113.953,113.953,113.953,0,0,1.826,2.478,8.012,2.512,7.419,4.963,90.406,7.426,0,85.61,0.0,95.942,-1.224,6.172,-0.358,18.011,1,3,95.942,95.942,0.0,2.32,0.084,0.0,11.1,-0.053,1,0,85.61,2.126,18.011,0,1,2,1,-0.023,2,3,18.011,3,1,1.35,2.768,9.761,1.338,2.694,1.018,2,-0.012,4.864,0,1,6.154,0,4.113,2.562,8.997,3,0,0,1,0.427,4.229,1,0.038,2.566,4.827,121.417,95.942,5.118,0.026,6,0,0.0,7.439,0.0,0.079,0.618,4.69,6,1.51,1.51,5.931,1.325,1.001,11,0.828,0.643,5.964,48.401,2.786,3.367,0.153,18.011,1,27.0,0.256,0.0,0.835,7.159,7.159,42.708,6.698,1.259,0,70.44,0,0.275,1.216,4.111,0.265,6.737,0.851,2,6.274,6.274,0.897,8.185,0.473,4.395,3.987,0.0,13,1.0,20.616,3.629,0.0,3.124,4.205,0,-3.13,-3.13,-3.01,1.905
5.072,0,0,0,135.93,135.93,135.93,1,0,1.52,3.421,7.731,2.231,4.809,4.648,125.961,5.014,0,92.1,0.0,64.683,0.0,5.687,0.327,71.247,4,1,114.917,64.683,0.0,1.887,0.095,10.03,6.1,-0.088,2,1,92.1,1.561,60.572,0,2,1,2,-0.238,3,2,17.888,3,1,1.426,2.276,6.023,1.293,1.438,1.009,1,-0.138,4.59,0,0,5.739,2,3.791,2.221,9.879,0,1,0,1,0.564,3.571,0,0.057,1.218,5.04,42.077,88.997,4.347,-0.041,8,0,0.0,6.469,0.0,0.06,0.456,4.707,8,1.626,1.626,4.03,1.256,0.93,7,0.849,0.6,5.628,41.036,2.899,2.72,0.111,71.247,0,12.0,0.278,0.0,0.849,5.431,5.431,24.597,6.089,0.42,0,43.279,0,0.29,0.799,3.864,3.549,5.782,0.849,0,4.232,4.232,0.885,7.254,0.8,3.989,3.774,0.0,14,0.037,15.572,6.956,0.0,2.454,3.761,0,-3.87,-3.83,-3.63,2.637
5.559,0,0,0,128.913,128.913,84.033,0,0,2.081,1.922,8.314,2.814,7.999,7.441,80.947,7.999,0,58.97,-1.244,61.509,-0.521,6.089,-0.726,22.524,0,3,125.789,106.389,0.0,2.459,0.199,0.0,6.1,-0.037,0,0,58.97,5.647,0.0,0,0,0,0,-0.028,0,0,0.0,0,0,1.982,3.271,11.687,1.933,2.313,1.032,0,-0.004,7.411,0,1,6.355,0,4.123,2.714,33.901,2,0,0,0,0.692,4.179,0,0.04,2.004,25.078,159.707,129.931,5.19,0.011,8,1,1.869,8.513,0.245,0.088,1.193,4.86,8,1.73,1.73,5.827,1.467,0.975,11,0.822,0.676,5.777,90.695,0.0,3.913,0.112,67.405,0,27.0,0.292,0.0,0.868,7.008,7.008,54.98,6.868,1.063,0,174.856,0,0.308,1.111,4.181,1.438,6.585,0.875,0,6.009,6.009,0.917,8.017,2.396,4.738,4.035,0.0,13,1.007,19.32,9.936,0.89,3.419,4.369,0,-4.38,-4.31,-4.07,3.152
4.858,0,0,0,118.57,118.57,118.57,0,1,1.838,2.101,8.146,2.646,7.427,5.035,94.522,7.43,0,84.94,0.0,97.435,-1.627,6.05,-0.268,21.135,2,3,175.732,97.435,0.0,2.278,0.154,0.0,10.2,-0.049,1,0,84.94,2.309,18.011,0,1,2,1,-0.219,2,2,18.011,1,1,1.804,2.754,14.387,1.466,2.5,1.027,1,-0.1,4.706,0,1,6.123,0,4.153,2.635,10.864,3,0,0,1,0.521,3.943,2,0.011,1.627,13.166,92.653,97.435,4.894,-0.038,7,0,0.922,7.437,0.0,0.098,0.958,4.756,9,1.768,1.768,5.499,1.461,0.924,10,0.843,0.659,6.078,45.153,2.64,3.601,0.283,21.135,2,73.0,0.301,0.0,0.863,6.056,6.056,43.485,6.463,1.447,0,103.489,0,0.315,1.208,4.296,0.394,6.217,0.87,0,5.306,5.306,0.905,7.619,1.674,4.491,3.96,0.0,19,1.166,16.864,10.944,0.241,3.793,4.111,0,-4.54,-4.46,-4.2,3.308
5.087,0,0,0,51.521,49.744,51.521,0,0,0.997,3.726,7.934,2.434,5.008,4.49,52.072,5.026,0,43.6,0.0,0.0,0.0,5.271,-0.61,51.521,0,0,206.339,0.0,0.0,1.741,0.161,0.0,0.0,-0.02,0,0,43.6,1.246,0.0,0,0,0,0,0.307,0,0,0.0,0,0,0.971,2.15,31.906,0.609,1.181,1.05,0,0.068,4.49,0,0,5.348,0,3.843,2.127,7.563,0,0,0,0,0.489,3.457,0,0.001,1.327,0.0,28.819,0.0,4.055,0.007,3,0,0.0,5.247,0.0,0.101,0.473,3.952,8,1.806,1.806,1.916,0.607,1.002,8,0.824,0.772,5.247,31.478,0.0,3.092,0.261,51.521,0,17.0,0.345,0.0,0.895,4.637,4.637,20.189,6.312,-0.067,0,29.156,0,0.38,0.639,4.24,0.0,5.765,0.909,0,3.531,3.531,0.984,7.264,0.0,4.211,3.443,0.0,6,-0.113,18.09,29.045,0.0,5.649,3.892,0,-6.62,-6.44,-5.97,5.389
