pXC50,NNRS,RCI,Eig02_AEA.bo.,RFD,Eig02_AEA.dm.,SM03_AEA.bo.,SM04_AEA.bo.,Eig02_AEA.ri.,Eig04_AEA.bo.,Eig02_EA,SM10_AEA.bo.,piPC02,SM02_EA.bo.,P_VSA_LogP_4,P_VSA_e_2,SM02_AEA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,X2sol,TIE,Eig02_EA.ri.,Eig04_EA.bo.,SM14_AEA.ri.,ATS7m,SpAD_EA.bo.,Rperim,SpMax2_Bh.m.,SM02_EA.ri.,X0sol,SpMax3_Bh.m.,MW,Eta_alpha,SpMax8_Bh.s.,Eig04_AEA.ri.,IDDM,Eig09_AEA.dm.,XMOD,SM05_AEA.bo.,SpMax2_Bh.e.,P_VSA_p_3,P_VSA_v_3,HDcpx,SpAD_EA.ri.,SpMax4_Bh.m.,X2v,Eig09_AEA.ed.,X2,P_VSA_i_2,NRS,Eig11_AEA.bo.,nC..N.N2,Eig08_AEA.ed.,Eig08_AEA.bo.,SpAD_AEA.ri.,SpMax6_Bh.v.,piPC01,SCBO,SMTIV,Eig14_AEA.ed.,SpMaxA_EA.bo.,Eig14_AEA.bo.,ATS1m,Eta_betaP,SpMin2_Bh.i.,Eig04_EA,SM12_AEA.bo.,Eig08_EA.ri.,SpAD_AEA.bo.
4.034,0.8,1.077,4.194,0.077,3.664,6.426,7.702,3.973,4.006,2.969,2.969,4.538,5.226,72.533,181.283,5.265,3.617,3.617,17.122,77.642,2.978,3.551,3.551,4.245,80.02,26,3.872,4.743,27.899,3.852,538.8,19.267,4.068,3.607,5.289,2.143,120.212,9.008,3.942,181.283,181.283,1.804,63.16,3.795,11.205,4.871,17.122,181.283,4,2.542,1,4.896,3.343,64.796,3.41,4.025,55.0,39148.0,3.414,0.083,2.5,3.93,21.5,1.91,2.61,2.61,1.975,65.384
4.034,0.667,1.133,4.072,0.133,3.643,6.087,7.404,3.668,3.579,2.719,2.719,4.259,4.945,43.52,142.746,4.868,3.653,3.653,10.572,53.819,2.597,2.969,2.969,3.607,54.923,15,4.028,4.229,17.458,3.633,377.48,12.338,3.998,3.127,4.67,1.365,83.106,8.76,3.908,142.746,142.746,1.688,38.601,3.445,6.816,3.659,11.3,110.526,2,1.75,0,3.76,2.831,41.679,2.988,3.638,37.0,14668.0,2.382,0.168,0.828,3.61,16.0,1.863,2.213,2.213,1.331,41.93
4.034,0.75,1.091,4.603,0.091,3.731,6.431,7.782,4.113,3.812,3.193,3.193,4.551,5.239,90.948,162.905,5.198,4.549,4.549,16.967,118.669,2.961,3.264,3.264,4.386,74.826,22,4.332,4.598,24.735,3.791,536.73,17.338,4.336,3.4,5.14,2.074,120.535,9.178,4.048,162.905,162.905,1.778,55.052,3.616,12.134,4.541,16.179,125.819,3,2.5,0,4.662,3.207,58.951,3.285,3.932,50.0,31658.0,3.414,0.122,2.247,4.059,19.0,1.87,2.459,2.459,1.75,59.272
4.034,0.667,1.133,4.178,0.133,3.281,6.04,7.36,3.93,3.688,2.963,2.963,4.216,4.902,63.67,143.424,4.82,3.701,3.701,11.477,34.541,2.87,2.98,2.98,3.754,52.656,15,3.888,4.215,18.328,3.548,356.54,12.267,3.696,3.273,4.618,1.198,79.348,8.72,3.94,143.424,143.424,1.682,37.599,3.413,7.522,3.54,10.775,112.146,2,1.696,0,3.676,2.5,40.353,2.939,3.584,35.0,10641.0,2.303,0.172,0.833,3.571,15.0,1.795,2.348,2.348,1.114,40.491
4.034,0.5,1.2,4.252,0.2,3.649,6.097,7.405,3.914,3.703,2.976,2.976,4.22,4.905,62.186,125.982,4.89,3.82,3.82,11.248,41.704,2.786,2.978,2.978,3.412,54.227,20,3.881,4.314,17.389,3.575,337.35,11.567,4.097,3.309,4.62,1.46,76.688,8.742,3.929,125.982,125.982,1.677,40.315,3.4,5.813,3.748,11.248,125.982,2,1.869,0,4.063,2.91,41.967,2.86,3.638,37.0,12605.0,2.501,0.145,0.841,3.505,18.5,1.87,2.323,2.323,1.439,42.748
4.034,1.0,1.0,4.295,0.0,3.161,6.159,7.464,3.872,3.635,2.926,2.926,4.304,4.99,27.663,155.941,4.963,3.949,3.949,12.971,48.551,2.763,2.665,2.665,4.085,60.199,22,3.973,4.401,19.863,3.762,413.61,14.152,3.73,3.473,4.823,1.58,92.027,8.805,3.879,155.941,155.941,1.726,45.186,3.648,9.361,3.9,12.71,124.663,4,2.19,0,4.403,2.86,48.077,3.0,3.714,40.0,15528.0,2.859,0.135,1.218,3.721,14.0,1.81,2.519,2.519,1.352,48.375
4.034,0.8,1.071,4.562,0.071,4.461,6.723,8.068,4.237,4.313,3.341,3.341,4.808,5.497,130.939,178.891,5.475,4.071,4.071,18.126,174.803,3.065,3.715,3.715,4.607,97.417,28,3.966,4.921,29.095,3.878,659.69,21.214,7.427,3.941,5.524,2.526,141.528,9.444,4.007,178.891,178.891,1.835,73.378,3.702,11.268,5.243,22.079,178.891,4,3.071,0,5.432,3.64,78.233,3.27,4.182,64.5,78444.0,4.146,0.089,2.762,4.113,26.5,1.934,2.953,2.953,2.225,78.745
4.034,1.0,1.0,4.407,0.0,3.205,6.12,7.424,3.999,3.464,3.041,3.041,4.182,4.868,65.142,128.014,4.952,3.657,3.657,13.536,59.439,2.917,2.487,2.487,3.905,57.534,22,3.889,4.432,21.33,3.774,432.64,14.467,3.774,3.38,4.876,1.61,96.332,8.767,3.923,128.014,128.014,1.729,46.42,3.62,9.417,3.802,12.953,96.736,4,2.118,0,4.13,2.596,49.005,3.15,3.689,39.0,18083.0,3.196,0.124,2.0,3.766,9.5,1.702,2.444,2.444,1.392,49.775
4.034,0.5,1.214,4.571,0.214,3.142,6.47,7.813,4.051,3.9,3.107,3.107,4.71,5.398,54.4,159.691,5.219,4.539,4.539,14.253,38.79,2.935,3.446,3.446,4.167,80.507,28,4.02,4.616,21.656,3.837,418.54,15.4,3.951,3.523,4.967,1.619,96.894,9.2,4.051,159.691,159.691,1.753,54.582,3.731,8.015,4.457,14.253,159.691,3,2.897,0,4.765,3.128,56.713,3.161,3.98,52.5,19205.0,3.475,0.132,2.17,3.739,26.5,1.892,2.527,2.527,1.568,57.004
4.034,0.6,1.16,4.528,0.16,3.73,6.544,7.891,4.073,4.199,3.149,3.149,4.684,5.373,90.948,199.932,5.306,4.445,4.445,18.593,95.387,2.951,3.722,3.722,4.415,84.259,25,4.326,4.704,26.597,3.885,552.75,18.552,4.336,3.823,5.218,2.056,126.003,9.281,4.048,199.932,199.932,1.789,60.717,3.785,12.551,4.551,17.265,162.847,3,2.923,0,4.663,3.214,64.212,3.3,4.043,56.0,37222.0,3.603,0.113,2.5,4.099,25.0,1.909,2.842,2.842,1.823,64.603
4.034,1.0,1.0,4.366,0.0,3.137,6.139,7.438,4.023,3.706,3.026,3.026,4.266,4.952,0.0,151.555,4.958,3.704,3.704,12.316,46.887,3.019,3.206,3.206,3.921,58.566,23,3.89,4.447,20.106,3.726,391.55,13.9,3.702,3.361,4.831,1.342,88.607,8.774,3.955,151.555,151.555,1.722,45.332,3.632,8.135,3.623,12.316,151.555,4,2.23,0,3.816,2.808,46.383,3.028,3.726,40.5,15552.0,3.0,0.126,1.504,3.628,16.5,1.901,2.401,2.401,1.414,46.904
4.034,0.75,1.095,4.222,0.095,3.232,6.123,7.436,3.743,3.643,2.807,2.807,4.347,5.034,47.67,127.962,4.902,3.91,3.91,11.692,31.992,2.611,3.074,3.074,3.962,58.233,21,3.981,4.244,18.225,3.821,370.25,12.462,3.823,3.161,4.613,1.383,81.981,8.79,3.895,206.259,206.259,1.687,38.958,3.587,6.303,3.608,10.913,127.962,3,2.268,0,3.712,2.874,42.163,2.781,3.689,39.0,11880.0,2.359,0.165,0.871,3.58,20.5,1.868,2.252,2.252,1.277,42.205
4.034,0.667,1.125,4.066,0.125,3.61,5.983,7.281,3.689,3.64,2.713,2.713,4.111,4.796,54.995,141.196,4.787,3.648,3.648,10.939,40.768,2.648,2.897,2.897,3.473,49.085,16,3.873,4.21,17.458,3.596,341.47,11.7,3.69,3.289,4.557,1.033,76.512,8.607,3.918,141.196,141.196,1.664,36.669,3.347,6.571,3.414,10.388,108.977,2,1.667,0,3.548,2.5,38.124,2.931,3.555,34.0,10894.0,2.342,0.153,0.721,3.52,17.0,1.887,2.305,2.305,1.0,38.565
4.034,0.833,1.061,4.181,0.061,3.36,6.494,7.807,3.904,4.07,2.962,2.962,4.637,5.325,92.294,172.155,5.291,3.676,3.676,16.957,63.734,2.788,3.545,3.545,4.213,83.157,33,3.896,4.702,25.708,3.852,531.72,18.252,4.21,3.732,5.211,1.994,119.942,9.154,3.946,172.155,172.155,1.786,61.43,3.674,10.748,4.797,16.963,140.877,5,2.748,0,5.028,3.23,65.615,3.318,4.025,55.0,37650.0,3.488,0.11,2.5,3.985,23.0,1.854,2.788,2.788,1.805,66.129
4.034,1.0,1.0,4.1,0.0,2.981,6.263,7.547,3.695,3.962,2.751,2.751,4.413,5.1,51.582,158.438,5.078,3.648,3.648,14.28,43.413,2.615,3.296,3.296,4.082,66.939,24,3.844,4.476,23.209,3.83,446.61,15.567,4.0,3.544,5.009,2.085,101.197,8.856,3.905,158.438,158.438,1.758,49.295,3.654,8.087,4.618,14.28,158.438,4,2.5,1,4.813,3.232,52.369,3.049,3.85,46.0,23534.0,3.042,0.106,1.733,3.766,21.0,1.875,2.588,2.588,1.787,52.854
4.034,0.667,1.133,4.295,0.133,3.564,6.088,7.441,3.899,3.687,2.948,2.948,4.22,4.905,69.458,111.549,4.852,3.929,3.929,12.486,51.517,2.795,3.002,3.002,3.514,52.687,15,3.921,4.242,18.114,3.743,363.43,11.7,3.994,3.307,4.617,1.278,84.701,8.837,3.954,111.549,111.549,1.673,38.225,3.395,6.94,3.414,11.163,105.742,2,1.713,0,3.449,2.5,40.021,2.956,3.611,36.0,14168.0,2.356,0.174,1.0,3.71,18.5,1.836,2.341,2.341,1.089,39.955
4.034,1.0,1.0,4.353,0.0,3.151,5.989,7.276,4.026,3.443,3.03,3.03,4.073,4.758,11.0,106.534,4.842,3.362,3.362,11.494,44.503,3.02,2.464,2.464,3.609,51.723,23,3.825,4.369,18.529,3.664,369.55,12.9,3.632,3.331,4.727,1.313,82.808,8.599,3.925,106.534,106.534,1.7,42.677,3.602,8.261,3.622,11.494,106.534,4,2.0,0,3.71,2.442,43.889,2.962,3.597,35.5,12809.0,3.0,0.135,1.341,3.578,10.0,1.855,2.385,2.385,1.396,44.325
4.034,0.8,1.077,4.727,0.077,3.599,6.615,7.976,4.227,4.075,3.29,3.29,4.783,5.472,149.914,206.404,5.346,4.706,4.706,18.698,97.696,3.082,3.687,3.687,4.394,88.343,26,4.374,4.718,26.76,3.844,552.65,18.219,4.574,3.642,5.217,2.121,127.006,9.378,4.079,206.404,206.404,1.786,60.534,3.816,10.983,4.93,17.404,169.318,4,2.916,0,5.129,3.44,64.102,3.266,4.086,58.5,42071.0,3.473,0.112,2.5,4.1,30.5,1.867,2.678,2.678,1.976,64.6
4.034,1.0,1.0,4.407,0.0,3.229,6.273,7.589,4.041,3.851,3.07,3.07,4.449,5.136,45.097,161.016,5.047,4.068,4.068,12.706,46.991,2.979,3.414,3.414,3.96,66.43,22,3.923,4.492,20.38,3.825,403.55,14.286,3.818,3.411,4.876,1.424,89.929,8.94,3.97,161.016,161.016,1.734,48.244,3.65,7.701,4.195,13.328,161.016,4,2.5,0,4.306,2.77,49.921,3.01,3.807,44.0,17743.0,3.034,0.128,1.544,3.659,20.0,1.884,2.442,2.442,1.362,50.519
4.034,1.0,1.0,4.107,0.0,3.52,5.897,7.154,3.867,3.526,2.882,2.882,4.003,4.687,59.699,126.375,4.743,3.561,3.561,10.658,60.839,2.835,2.703,2.703,3.494,47.5,11,3.852,4.202,18.234,3.576,343.47,11.7,3.711,3.168,4.62,1.213,75.485,8.438,3.916,126.375,126.375,1.683,37.167,3.46,6.167,3.258,10.658,126.375,2,2.087,0,3.459,2.5,37.676,2.99,3.541,33.5,11221.0,2.255,0.139,0.768,3.454,13.0,1.677,2.154,2.154,1.039,38.494
4.034,0.75,1.095,4.299,0.095,3.573,6.294,7.605,3.911,3.857,2.932,2.932,4.48,5.168,59.699,172.819,5.072,3.933,3.933,13.101,53.75,2.882,3.259,3.259,3.781,67.671,21,3.924,4.507,21.087,3.828,400.46,14.133,4.004,3.476,4.878,1.777,91.078,8.951,3.973,172.819,172.819,1.725,48.539,3.455,6.841,3.98,13.101,172.819,3,2.566,0,4.414,3.019,49.11,2.987,3.85,46.0,20453.0,3.0,0.134,1.779,3.647,24.5,1.896,2.474,2.474,1.532,49.733
4.034,1.0,1.0,4.148,0.0,3.279,5.817,7.099,3.843,3.38,2.842,2.842,3.946,4.63,29.85,117.914,4.632,3.601,3.601,9.504,41.43,2.84,2.578,2.578,3.222,42.556,11,3.862,4.115,16.113,3.525,300.44,10.467,3.621,3.067,4.436,0.806,65.499,8.412,3.923,117.914,117.914,1.642,33.013,3.362,5.894,3.0,9.504,117.914,2,1.185,0,3.305,2.118,33.523,2.962,3.418,29.5,7639.0,1.761,0.168,0.151,3.327,11.5,1.673,2.102,2.102,0.869,34.105
4.034,0.667,1.133,4.4,0.133,3.153,6.448,7.762,3.969,3.96,2.995,2.995,4.642,5.33,111.541,161.306,5.231,4.0,4.0,15.172,48.256,2.919,3.482,3.482,4.301,79.832,30,3.94,4.672,23.07,3.874,448.57,16.233,3.94,3.583,5.056,1.676,103.525,9.114,3.989,161.306,161.306,1.771,57.539,3.725,8.752,4.515,15.172,161.306,4,2.772,0,4.742,3.128,59.183,3.239,3.989,53.0,22294.0,3.467,0.114,2.413,3.802,27.0,1.885,2.599,2.599,1.638,59.548
4.034,1.0,1.0,4.201,0.0,3.569,6.224,7.553,3.845,3.745,2.851,2.851,4.331,5.017,103.173,122.641,5.03,3.755,3.755,14.853,74.755,2.828,3.091,3.091,4.197,63.099,24,3.877,4.474,21.934,3.773,443.62,14.867,3.946,3.422,4.921,1.519,102.054,8.932,3.901,122.641,122.641,1.744,48.747,3.676,9.933,3.591,13.553,116.833,4,2.43,0,4.025,2.718,50.666,3.122,3.784,43.0,18606.0,3.247,0.141,2.0,3.879,17.5,1.853,2.44,2.44,1.41,50.552
4.034,0.75,1.095,4.188,0.095,3.449,6.299,7.616,3.785,3.734,2.831,2.831,4.491,5.179,42.683,195.845,5.072,3.789,3.789,12.887,54.739,2.778,3.111,3.111,3.936,67.809,21,3.951,4.448,20.717,3.838,418.53,14.552,4.066,3.22,4.877,1.504,93.434,8.973,3.912,195.845,195.845,1.73,46.943,3.756,7.199,3.781,12.997,150.653,3,2.827,0,4.117,2.885,49.199,3.013,3.85,46.0,19669.0,2.972,0.143,1.509,3.683,24.5,1.878,2.305,2.305,1.414,49.801
4.034,1.0,1.0,4.15,0.0,3.606,6.197,7.484,3.804,3.803,2.814,2.814,4.287,4.973,92.035,133.493,5.029,3.693,3.693,13.738,95.292,2.795,3.025,3.025,4.174,62.43,17,3.829,4.497,23.794,3.761,458.56,15.133,4.305,3.533,5.013,2.025,102.083,8.806,3.891,133.493,133.493,1.754,49.576,3.591,7.987,3.873,13.738,133.493,3,2.292,0,4.261,2.892,51.061,3.09,3.795,43.5,24945.0,3.0,0.119,2.0,3.758,16.0,1.838,2.546,2.546,1.532,51.768
4.034,0.667,1.133,4.15,0.133,3.278,5.956,7.246,3.919,3.361,2.942,2.942,4.139,4.824,29.85,134.409,4.762,3.602,3.602,9.885,35.272,2.866,2.502,2.502,3.352,49.545,15,3.875,4.208,16.234,3.556,308.41,10.967,3.621,3.06,4.5,1.216,69.571,8.576,3.936,134.409,134.409,1.656,36.427,3.397,5.767,3.262,9.885,134.409,2,2.056,0,3.599,2.531,36.964,2.937,3.555,34.0,8911.0,2.094,0.174,0.882,3.385,15.5,1.674,2.098,2.098,1.187,37.499
4.034,0.5,1.263,3.959,0.316,3.029,6.017,7.345,3.705,3.672,2.752,2.752,4.094,4.779,42.683,114.832,4.812,3.446,3.446,10.859,34.942,2.631,2.717,2.717,3.341,49.824,18,3.834,4.36,16.734,3.619,321.5,11.733,3.674,3.481,4.552,1.0,70.61,8.708,3.91,114.832,114.832,1.669,40.361,3.282,7.841,3.595,10.859,114.832,2,1.553,0,3.804,2.57,41.172,2.983,3.526,33.0,8324.0,2.544,0.153,0.667,3.438,12.5,1.887,2.487,2.487,1.184,41.354
4.106,0.667,1.133,4.453,0.133,3.137,5.964,7.276,4.047,3.419,3.061,3.061,4.171,4.856,0.0,128.003,4.762,4.147,4.147,9.767,31.33,2.991,2.768,2.768,3.199,50.189,15,3.913,4.193,16.941,3.444,324.46,11.467,3.765,3.044,4.563,1.225,73.629,8.635,3.961,128.003,128.003,1.663,36.361,3.269,5.871,3.371,9.767,128.003,2,1.84,0,3.571,2.501,37.827,3.019,3.555,34.0,10225.0,2.236,0.172,0.865,3.435,15.0,1.903,2.059,2.059,1.122,37.912
4.034,1.0,1.0,4.042,0.0,3.274,5.83,7.08,3.624,3.363,2.656,2.656,3.97,4.654,29.85,136.456,4.682,3.571,3.571,10.057,46.244,2.573,2.556,2.556,3.367,45.352,12,3.843,4.116,17.364,3.589,326.48,11.467,3.674,3.048,4.561,1.212,72.035,8.359,3.91,136.456,136.456,1.664,34.746,3.41,6.109,3.271,10.057,136.456,2,1.284,0,3.472,2.5,35.784,2.973,3.497,32.0,10323.0,1.941,0.146,0.62,3.402,14.0,1.879,2.084,2.084,1.096,36.044
4.034,0.6,1.16,4.603,0.16,3.731,6.575,7.928,4.113,4.201,3.193,3.193,4.712,5.4,90.948,199.577,5.33,4.549,4.549,18.593,114.16,2.963,3.729,3.729,4.477,86.212,25,4.332,4.73,26.597,3.885,570.74,18.838,4.651,3.839,5.256,2.217,129.333,9.322,4.054,199.577,199.577,1.796,62.064,3.787,12.673,4.662,17.805,162.492,3,2.923,0,5.018,3.25,65.991,3.301,4.06,57.0,41014.0,3.637,0.111,2.5,4.123,25.0,1.909,2.85,2.85,1.842,66.328
4.034,0.667,1.125,4.329,0.125,4.442,6.199,7.563,4.079,3.997,3.248,3.248,4.304,4.99,76.254,102.141,4.914,3.656,3.656,9.018,76.261,2.701,3.436,3.436,3.591,56.17,16,3.83,4.275,14.113,3.562,374.26,11.181,5.076,3.556,4.67,1.066,78.931,8.958,3.882,102.141,102.141,1.694,39.099,3.46,5.167,3.802,12.971,102.141,2,1.499,0,4.651,2.919,43.701,2.715,3.624,36.5,16231.0,2.471,0.163,0.608,3.551,17.0,1.837,2.615,2.615,1.376,44.147
4.034,1.0,1.0,4.07,0.0,3.533,6.11,7.4,3.703,3.685,2.726,2.726,4.19,4.875,62.186,145.008,4.942,3.644,3.644,12.79,66.862,2.665,2.923,2.923,3.853,57.251,18,3.846,4.427,21.399,3.754,408.59,14.3,3.877,3.437,4.871,1.588,90.107,8.723,3.915,145.008,145.008,1.727,45.69,3.468,8.141,3.758,12.79,145.008,3,2.074,0,3.802,2.89,46.607,3.211,3.714,40.0,18736.0,2.928,0.114,1.505,3.634,15.5,1.889,2.48,2.48,1.484,47.137
4.034,0.6,1.16,4.531,0.16,3.73,6.554,7.9,4.076,4.199,3.151,3.151,4.694,5.382,90.948,205.357,5.321,4.447,4.447,19.396,89.546,2.953,3.723,3.723,4.424,85.368,25,4.326,4.733,28.174,3.885,562.82,19.267,4.312,3.83,5.255,2.055,128.365,9.289,4.055,205.357,205.357,1.795,62.243,3.785,13.094,4.556,17.434,168.271,3,2.923,0,4.664,3.216,65.288,3.404,4.06,57.0,37198.0,3.603,0.111,2.5,4.112,25.0,1.917,2.844,2.844,1.851,65.572
6.542,0.5,1.2,3.914,0.2,3.307,5.61,6.906,3.719,2.953,2.732,2.732,3.701,4.382,32.336,83.42,4.449,3.145,3.145,7.647,33.78,2.689,2.084,2.084,2.812,34.393,10,3.573,3.974,13.828,3.373,261.4,9.067,3.457,2.711,4.21,0.623,57.257,8.243,3.691,83.42,83.42,1.607,28.295,3.245,5.253,2.659,7.647,83.42,1,0.758,0,2.871,1.558,28.754,2.789,3.219,24.0,4358.0,1.397,0.207,-0.046,3.19,7.5,1.613,1.723,1.723,0.482,29.065
5.462,0.5,1.2,4.45,0.2,3.815,6.053,7.44,4.19,3.436,3.211,3.211,4.069,4.754,44.313,94.743,4.8,4.049,4.049,11.604,82.015,3.053,2.565,2.565,3.845,47.868,10,3.952,4.248,17.285,3.619,393.52,12.09,4.141,3.184,4.669,1.298,85.322,8.872,3.913,94.743,94.743,1.695,37.781,3.322,8.276,3.357,11.794,86.993,1,1.355,0,3.656,2.316,40.904,3.108,3.497,32.0,12711.0,2.455,0.174,0.77,3.74,9.5,1.713,2.261,2.261,1.233,40.673
8.602,0.5,1.222,3.98,0.222,3.124,5.564,6.887,3.626,2.901,2.616,2.616,3.767,4.449,29.85,57.909,4.337,3.425,3.425,6.367,21.107,2.632,2.019,2.019,2.094,32.717,9,3.539,3.788,10.836,3.292,203.27,7.033,3.059,2.378,3.875,-0.124,44.991,8.255,3.614,57.909,57.909,1.534,23.614,2.981,3.477,2.0,6.367,57.909,1,0.367,0,2.331,0.954,23.867,2.318,3.135,22.0,2688.0,0.857,0.282,-0.5,2.953,9.5,1.594,1.39,1.39,-0.33,24.175
5.0,0.5,1.211,3.844,0.211,3.672,6.152,7.442,3.633,3.638,2.669,2.669,4.266,4.952,62.186,106.264,5.001,3.238,3.238,13.394,63.357,2.579,2.811,2.811,3.762,61.274,19,3.778,4.48,22.338,3.612,441.63,15.033,3.973,3.331,4.964,1.702,98.796,8.774,3.904,106.264,106.264,1.737,49.329,3.519,8.933,3.722,13.394,106.264,2,2.273,0,3.85,2.872,51.189,3.26,3.761,42.0,24225.0,3.135,0.136,1.798,3.744,11.5,1.815,2.347,2.347,1.542,51.48
5.0,0.5,1.211,3.844,0.211,3.596,6.137,7.428,3.633,3.629,2.669,2.669,4.252,4.938,98.588,89.099,4.98,3.238,3.238,13.275,63.202,2.579,2.711,2.711,3.73,60.276,19,3.777,4.465,21.631,3.596,427.6,14.533,3.976,3.244,4.918,1.701,95.03,8.76,3.903,89.099,89.099,1.73,48.506,3.519,8.75,3.72,13.275,89.099,2,2.273,0,3.85,2.872,50.219,3.244,3.738,41.0,22290.0,3.063,0.14,1.79,3.709,11.5,1.815,2.278,2.278,1.527,50.493
5.0,1.0,1.0,4.135,0.0,3.161,5.82,7.128,3.574,3.523,2.681,2.681,3.907,4.59,33.387,143.132,4.572,3.752,3.752,6.533,32.514,2.418,2.661,2.661,3.059,37.519,11,3.898,3.754,10.864,3.294,246.25,8.205,3.319,2.885,4.062,0.205,56.049,8.464,3.792,143.132,143.132,1.566,24.119,3.123,3.884,2.448,7.314,111.855,2,0.529,0,2.815,2.189,26.219,2.316,3.35,27.5,5465.0,1.095,0.22,-0.27,3.192,15.0,1.481,1.956,1.956,0.4,28.918
4.034,1.0,1.0,4.068,0.0,3.279,5.788,7.047,3.636,3.368,2.701,2.701,3.932,4.615,40.328,148.77,4.625,3.571,3.571,10.178,33.394,2.519,2.548,2.548,3.4,42.789,12,3.888,3.971,16.949,3.812,334.91,11.148,3.754,3.024,4.435,1.0,71.52,8.335,3.888,187.919,187.919,1.644,30.741,3.428,5.956,3.247,9.362,103.578,2,1.179,0,3.432,2.5,33.519,2.771,3.434,30.0,8735.0,1.726,0.159,0.5,3.426,13.5,1.837,2.085,2.085,0.955,33.472
4.034,1.0,1.0,4.356,0.0,3.732,6.395,7.721,4.022,3.889,3.054,3.054,4.516,5.204,74.163,174.411,5.19,3.918,3.918,17.228,94.381,2.943,3.441,3.441,4.485,74.466,24,3.986,4.6,26.295,3.859,526.15,17.748,4.242,3.502,5.138,1.593,118.656,9.092,3.947,213.56,213.56,1.781,55.341,3.81,11.273,4.258,15.539,168.604,4,2.698,0,4.424,2.971,58.168,3.331,3.951,51.0,28795.0,3.247,0.122,2.322,4.011,22.5,1.899,2.506,2.506,1.529,58.0
4.034,1.0,1.0,4.463,0.0,3.645,6.233,7.597,4.345,3.913,3.432,3.432,4.301,4.987,74.163,116.995,4.996,3.713,3.713,15.104,87.652,3.106,3.457,3.457,4.0,59.754,17,3.914,4.445,22.528,3.834,454.04,14.581,4.069,3.519,4.879,1.563,100.876,9.006,3.928,156.144,156.144,1.729,45.921,3.796,10.054,3.759,13.428,111.188,3,2.118,0,4.176,2.699,48.269,3.134,3.726,40.5,19092.0,3.0,0.148,1.663,3.876,14.5,1.854,2.526,2.526,1.297,48.264
4.034,1.0,1.0,4.041,0.0,3.276,5.788,7.047,3.656,3.377,2.672,2.672,3.932,4.615,29.85,120.85,4.625,3.57,3.57,10.167,39.59,2.634,2.575,2.575,3.663,42.747,12,3.881,4.033,16.949,3.781,361.31,11.467,3.674,3.049,4.434,1.0,73.498,8.335,3.905,166.804,166.804,1.643,31.729,3.504,6.413,3.247,9.35,166.804,2,1.27,0,3.414,2.5,33.404,2.734,3.434,30.0,8455.0,1.732,0.158,0.5,3.484,13.5,1.885,2.089,2.089,1.0,33.557
4.034,1.0,1.0,4.131,0.0,3.279,5.788,7.051,3.748,3.36,2.826,2.826,3.932,4.615,40.328,148.77,4.625,3.571,3.571,10.025,34.157,2.577,2.53,2.53,3.408,42.758,12,3.877,3.971,16.949,3.804,334.91,11.148,3.763,3.009,4.436,1.0,71.621,8.345,3.888,187.919,187.919,1.644,30.734,3.426,5.896,3.247,9.246,103.578,2,1.269,0,3.434,2.5,33.46,2.774,3.434,30.0,8564.0,1.731,0.165,0.5,3.426,13.5,1.837,2.078,2.078,0.955,33.534
4.034,0.6,1.167,4.704,0.167,3.908,6.635,8.004,4.302,4.04,3.326,3.326,4.758,5.447,169.542,184.316,5.368,4.431,4.431,18.371,122.515,3.202,3.454,3.454,4.56,88.032,24,4.067,4.796,27.44,3.835,532.56,17.8,4.756,3.707,5.211,2.399,123.022,9.419,4.002,184.316,184.316,1.795,63.226,3.753,10.325,4.984,17.09,178.509,3,2.797,0,5.319,3.516,64.726,3.276,4.094,59.0,34508.0,3.607,0.119,2.5,4.042,29.0,1.878,2.699,2.699,2.121,65.843
4.034,1.0,1.0,4.252,0.0,3.409,6.151,7.427,3.941,3.58,2.995,2.995,4.277,4.963,29.85,174.119,4.99,3.707,3.707,13.231,48.525,2.836,2.776,2.776,3.978,61.161,22,3.903,4.411,21.278,3.861,425.6,14.533,3.701,3.253,4.877,1.37,96.714,8.739,3.912,174.119,174.119,1.732,46.363,3.63,8.374,3.664,12.648,142.842,4,2.253,0,4.024,2.894,48.796,2.98,3.761,42.0,18304.0,3.0,0.117,2.0,3.752,16.5,1.747,2.333,2.333,1.437,49.618
4.034,1.0,1.0,4.172,0.0,3.522,5.688,7.001,3.802,2.853,2.804,2.804,3.726,4.407,29.85,80.421,4.505,3.458,3.458,9.43,37.861,2.795,1.906,1.906,3.39,36.444,12,3.856,3.993,15.588,3.749,339.31,10.467,3.474,2.705,4.297,1.0,67.325,8.352,3.881,126.376,126.376,1.617,29.539,3.328,6.785,3.265,8.614,126.376,2,0.588,0,3.414,2.0,31.314,2.891,3.258,25.0,5770.0,1.742,0.179,0.0,3.426,7.5,1.843,1.732,1.732,1.0,31.327
4.034,1.0,1.0,4.229,0.0,3.466,6.367,7.662,4.063,3.898,3.127,3.127,4.363,5.05,0.0,118.137,5.201,3.47,3.47,18.381,97.261,2.931,2.911,2.911,4.54,71.886,21,3.915,4.702,30.137,3.824,592.79,19.729,4.247,3.739,5.292,2.136,123.63,8.984,3.929,196.435,196.435,1.805,60.702,3.691,13.7,4.911,17.64,118.137,4,2.656,2,5.213,3.373,65.18,3.353,3.892,48.0,34989.0,3.676,0.09,2.122,4.005,9.0,1.755,2.825,2.825,1.926,65.406
