pXC50,Mi,C.,nHet,nAT,nN,nCsp3,Mp,nBM,Mv,nC,nBO,Sp,Sv,Se,Si,nSK,nCsp2,nBT,nAB,MW,RBN,nH
5.8,1.122,45.2,5,42,4,4,0.686,21,0.654,19,27,28.807,27.488,41.92,47.109,24,15,45,20,318.41,2,18
5.8,1.128,41.5,7,65,5,11,0.659,19,0.621,27,37,42.836,40.385,64.65,73.308,34,15,68,16,457.63,7,31
5.8,1.137,43.2,8,44,6,3,0.682,22,0.668,19,30,29.995,29.387,44.752,50.03,27,16,47,22,364.42,6,17
5.6,1.122,43.8,11,80,8,7,0.694,34,0.658,35,52,55.5,52.636,80.032,89.723,46,28,86,33,630.84,9,34
7.8,1.117,47.6,6,42,4,3,0.702,19,0.683,20,30,29.5,28.676,42.363,46.903,26,17,46,16,344.4,3,16
5.8,1.128,39.7,12,58,5,5,0.677,22,0.661,23,38,39.256,38.324,59.502,65.405,35,18,61,16,497.58,8,23
5.8,1.133,39.6,7,53,5,7,0.652,15,0.619,21,30,34.552,32.805,53.0,60.062,28,14,55,12,379.51,5,25
5.8,1.113,39.3,9,28,6,3,0.812,18,0.758,11,24,22.739,21.217,28.724,31.165,20,8,32,18,320.46,0,8
5.8,1.13,42.0,7,50,6,5,0.672,22,0.641,21,31,33.58,32.058,50.007,56.521,28,16,53,21,374.49,5,22
7.5,1.114,48.7,5,39,4,1,0.729,22,0.694,19,27,28.449,27.074,39.033,43.428,24,18,42,22,334.83,4,15
5.7,1.124,44.2,6,43,4,5,0.681,17,0.656,19,28,29.262,28.203,43.247,48.318,25,13,46,16,334.41,3,18
5.8,1.122,46.7,5,45,2,3,0.682,19,0.658,21,28,30.711,29.597,45.323,50.492,26,18,47,18,350.42,6,19
5.8,1.137,39.5,6,38,5,6,0.659,15,0.631,15,24,25.051,23.983,38.138,43.192,21,9,41,15,283.37,3,17
6.5,1.145,34.9,7,43,5,8,0.629,11,0.599,15,24,27.029,25.751,43.232,49.232,22,7,45,10,303.41,3,21
5.6,1.123,48.8,6,41,4,0,0.707,23,0.691,20,29,28.983,28.345,41.549,46.034,26,20,44,22,346.39,3,15
5.8,1.139,46.8,8,47,4,2,0.689,23,0.684,22,33,32.381,32.165,48.341,53.543,30,20,50,22,410.43,3,17
7.7,1.135,48.1,11,54,5,1,0.722,29,0.718,26,41,38.972,38.756,56.032,61.301,37,25,58,28,523.55,4,17
7.3,1.122,45.0,4,40,4,4,0.684,20,0.644,18,25,27.353,25.773,39.592,44.9,22,14,43,20,290.4,2,18
5.8,1.123,43.1,10,65,7,4,0.696,29,0.662,28,42,45.211,43.034,65.28,72.979,38,24,69,27,525.69,6,27
5.8,1.123,45.2,6,31,4,2,0.722,13,0.701,14,22,22.381,21.735,31.593,34.807,20,11,33,11,286.74,1,11
5.8,1.122,43.1,9,51,6,2,0.704,24,0.675,22,34,35.921,34.433,51.527,57.235,31,20,54,22,432.55,4,20
5.8,1.116,45.8,4,48,2,4,0.678,19,0.64,22,28,32.534,30.74,47.694,53.567,26,18,50,18,346.46,5,22
5.8,1.131,40.3,8,77,6,10,0.651,24,0.61,31,42,50.126,46.987,76.403,87.052,39,21,80,22,526.75,10,38
5.8,1.115,48.5,4,33,3,0,0.705,18,0.679,16,22,23.279,22.413,33.051,36.78,20,16,35,17,263.32,2,13
5.6,1.122,46.2,9,52,6,1,0.719,28,0.694,24,37,37.404,36.101,52.712,58.365,33,23,56,27,458.56,4,19
5.8,1.114,48.1,4,27,2,0,0.702,16,0.688,13,19,18.966,18.58,27.393,30.076,17,13,29,16,226.25,1,10
5.6,1.102,48.9,5,45,1,3,0.753,22,0.694,22,30,33.881,31.224,45.105,49.584,27,19,48,21,471.31,4,18
5.8,1.109,45.9,6,37,2,1,0.719,15,0.69,17,25,26.591,25.535,37.564,41.036,23,16,39,12,326.4,3,14
5.8,1.121,44.1,6,34,4,1,0.725,17,0.69,15,23,24.637,23.46,34.382,38.12,21,14,36,16,345.22,3,13
5.8,1.133,40.0,12,85,9,13,0.657,28,0.626,34,52,55.836,53.239,85.152,96.341,46,21,91,26,621.82,6,39
5.8,1.121,45.3,6,53,5,4,0.686,26,0.652,24,34,36.336,34.563,52.789,59.438,30,20,57,26,397.52,6,23
5.8,1.13,41.5,6,41,4,5,0.665,17,0.639,17,25,27.262,26.203,41.247,46.318,23,12,43,15,310.39,4,18
5.8,1.112,50.0,5,28,2,0,0.753,17,0.73,14,21,21.097,20.435,28.654,31.127,19,14,30,16,272.32,2,9
5.8,1.136,46.2,8,52,3,4,0.68,20,0.671,24,35,35.353,34.912,53.334,59.085,32,20,55,18,439.47,3,20
8.3,1.133,36.9,13,65,7,7,0.681,21,0.646,24,40,44.233,42.016,66.047,73.655,37,17,68,18,590.56,8,28
5.8,1.116,46.7,5,45,3,1,0.689,20,0.66,21,28,31.017,29.708,45.029,50.235,26,20,47,18,345.43,4,19
5.8,1.142,42.3,10,52,6,5,0.671,23,0.664,22,35,34.909,34.539,53.36,59.41,32,17,55,22,438.48,6,20
5.6,1.133,36.7,9,49,5,6,0.68,18,0.639,18,29,33.296,31.292,49.516,55.511,27,12,51,16,407.97,7,22
5.8,1.137,42.6,8,47,6,5,0.676,21,0.658,20,32,31.756,30.914,47.636,53.445,28,15,51,21,378.45,4,19
5.8,1.134,41.1,9,56,8,5,0.671,23,0.645,23,36,37.591,36.1,56.211,63.517,32,18,60,22,428.55,5,24
5.6,1.121,40.0,6,30,2,2,0.694,9,0.667,12,19,20.83,20.008,30.68,33.621,18,10,31,6,264.33,3,12
5.6,1.124,45.1,5,51,2,5,0.671,19,0.64,23,30,34.233,32.651,51.091,57.322,28,18,53,18,378.48,7,23
5.8,1.127,46.8,7,47,5,1,0.697,24,0.679,22,32,32.75,31.893,47.534,52.947,29,21,50,23,387.45,3,18
5.6,1.144,43.9,10,41,6,1,0.708,22,0.709,18,31,29.029,29.071,42.705,46.899,28,17,44,22,402.82,4,13
6.3,1.106,50.0,7,56,5,1,0.736,30,0.7,28,39,41.222,39.223,55.982,61.943,35,25,60,28,475.61,3,21
5.8,1.151,41.7,10,48,5,5,0.663,18,0.665,20,33,31.841,31.901,49.771,55.251,30,15,51,17,417.43,3,18
5.8,1.114,47.5,6,61,4,3,0.694,29,0.661,29,39,42.307,40.31,60.781,67.979,35,26,65,28,462.59,8,26
6.3,1.11,50.0,4,42,3,1,0.71,23,0.678,21,28,29.801,28.467,41.818,46.611,25,20,45,22,327.41,4,17
5.9,1.119,47.8,6,46,6,1,0.709,27,0.68,22,32,32.603,31.289,45.912,51.481,28,21,50,27,366.46,4,18
6.4,1.126,41.3,3,46,2,8,0.649,12,0.599,19,24,29.841,27.552,45.251,51.773,22,11,48,12,296.45,6,24
5.6,1.133,43.3,12,60,6,3,0.696,28,0.683,26,42,41.773,40.968,61.647,67.954,38,23,64,27,536.61,7,22
7.4,1.128,38.8,8,49,4,5,0.671,19,0.636,19,29,32.887,31.158,49.418,55.278,27,14,51,16,386.52,7,22
5.123,1.103,51.6,4,31,1,0,0.715,15,0.703,16,22,22.176,21.8,31.502,34.203,20,16,33,12,265.28,2,11
6.2,1.107,52.8,5,36,4,2,0.737,19,0.72,19,27,26.523,25.908,36.269,39.863,24,14,39,17,312.35,2,12
6.1,1.111,46.7,4,30,0,0,0.68,13,0.667,14,19,20.386,20.02,30.611,33.329,18,14,31,12,244.26,2,12
5.7,1.114,47.4,6,38,2,2,0.695,18,0.686,18,27,26.398,26.063,38.814,42.325,24,16,41,16,322.34,2,14
5.8,1.104,44.1,7,34,2,1,0.749,19,0.712,15,24,25.477,24.195,34.756,37.541,22,14,36,16,332.43,3,12
4.9,1.125,46.2,4,26,4,0,0.704,16,0.679,12,18,18.307,17.666,26.058,29.239,16,12,28,16,210.26,1,10
5.8,1.121,43.8,9,48,6,1,0.712,24,0.686,21,33,34.159,32.906,48.643,53.82,30,20,51,22,418.52,4,18
5.8,1.132,40.7,11,81,9,12,0.662,28,0.63,33,50,53.62,50.997,80.941,91.716,44,21,87,26,591.79,5,37
5.8,1.114,46.9,4,49,2,5,0.684,19,0.648,23,30,33.534,31.74,48.694,54.567,27,18,52,17,358.47,3,22
5.8,1.111,46.9,6,49,4,3,0.719,26,0.678,23,33,35.216,33.202,48.88,54.444,29,20,53,26,400.54,6,20
4.4,1.122,40.0,4,15,3,0,0.762,10,0.719,6,11,11.426,10.778,15.265,16.83,10,6,16,10,151.21,0,5
5.8,1.106,47.2,5,36,2,1,0.726,15,0.689,17,24,26.137,24.82,36.236,39.827,22,16,38,12,310.4,3,14
5.6,1.135,34.4,7,32,5,4,0.714,11,0.655,11,19,22.836,20.953,32.233,36.329,18,7,33,11,328.27,4,14
5.8,1.101,42.3,6,26,1,1,0.758,9,0.717,11,18,19.71,18.647,26.771,28.627,17,10,27,6,267.35,2,9
5.985,1.105,47.1,5,34,2,2,0.751,14,0.704,16,23,25.54,23.933,34.233,37.561,21,14,36,11,316.83,3,13
5.6,1.125,42.5,9,80,5,10,0.663,23,0.63,34,47,53.029,50.395,79.956,89.972,43,24,84,18,579.76,7,37
6.1,1.111,42.3,7,26,2,1,0.782,12,0.747,11,19,20.33,19.422,27.116,28.884,18,10,27,10,303.18,2,8
5.8,1.122,43.5,8,46,6,1,0.711,23,0.678,20,31,32.705,31.191,46.316,51.61,28,19,49,22,390.51,3,18
6.0,1.116,45.2,7,62,5,6,0.702,24,0.658,28,39,43.506,40.804,61.632,69.188,35,20,66,22,481.67,4,27
5.8,1.113,47.5,7,61,4,3,0.708,29,0.674,29,40,43.165,41.137,61.105,67.923,36,26,65,28,497.03,8,25
5.9,1.131,42.9,8,28,4,0,0.692,18,0.714,12,22,19.364,19.998,29.484,31.661,20,12,30,15,272.24,3,8
6.4,1.128,42.5,5,40,4,5,0.67,16,0.637,17,25,26.807,25.488,39.92,45.109,22,12,43,16,294.39,2,18
5.8,1.177,44.7,11,38,4,2,0.676,18,0.717,17,30,25.671,27.261,41.112,44.732,28,15,40,17,400.31,2,10
6.8,1.135,41.4,9,58,9,6,0.675,23,0.645,24,37,39.142,37.407,57.985,65.806,33,17,62,22,439.58,6,25
6.8,1.109,45.7,10,46,5,0,0.75,29,0.723,21,35,34.494,33.26,47.062,51.036,31,21,50,26,449.55,5,15
5.9,1.111,50.0,7,26,3,0,0.76,11,0.773,13,22,19.761,20.09,27.378,28.898,20,12,28,6,287.67,0,6
6.1,1.136,39.5,7,43,6,6,0.68,16,0.643,17,27,29.222,27.644,43.12,48.84,24,11,46,16,342.87,3,19
5.6,1.099,48.7,7,39,2,0,0.768,21,0.732,19,29,29.943,28.56,39.793,42.878,26,19,42,18,429.31,3,13
5.8,1.114,48.3,5,29,3,0,0.737,17,0.714,14,21,21.375,20.714,29.491,32.309,19,14,31,16,271.72,2,10
6.1,1.11,45.5,4,33,2,2,0.718,16,0.67,15,21,23.682,22.106,32.909,36.617,19,13,35,16,270.38,4,14
5.6,1.106,51.9,3,27,2,0,0.723,17,0.699,14,19,19.512,18.865,27.065,29.867,17,14,29,17,222.26,1,10
7.9,1.127,39.1,8,46,4,4,0.677,19,0.644,18,28,31.125,29.632,46.534,51.863,26,14,48,16,372.49,6,20
5.9,1.118,45.7,7,46,5,1,0.721,23,0.686,21,31,33.165,31.535,46.251,51.449,28,20,49,22,436.34,3,18
5.6,1.136,42.9,9,63,5,7,0.666,23,0.645,27,40,41.949,40.625,63.792,71.572,36,20,67,22,491.59,6,27
5.8,1.113,47.6,4,42,2,2,0.691,19,0.659,20,26,29.012,27.687,41.927,46.737,24,18,44,18,318.4,5,18
5.8,1.112,50.0,5,28,2,0,0.753,17,0.73,14,21,21.097,20.435,28.654,31.127,19,14,30,16,272.32,2,9
6.2,1.142,36.7,7,49,6,7,0.64,13,0.604,18,27,31.341,29.584,48.891,55.936,25,11,51,12,340.48,5,24
5.8,1.125,51.3,6,39,3,0,0.716,23,0.71,20,29,27.915,27.706,39.96,43.875,26,20,42,22,349.36,3,13
5.6,1.129,40.6,8,32,4,3,0.712,13,0.699,13,23,22.784,22.362,33.153,36.124,21,10,34,11,351.18,4,11
4.6,1.126,44.0,5,25,3,1,0.688,15,0.683,11,18,17.21,17.074,25.611,28.159,16,10,27,15,215.23,2,9
5.8,1.126,44.2,7,43,5,2,0.686,22,0.667,19,29,29.506,28.697,43.465,48.402,26,17,46,21,347.41,5,17
5.8,1.085,50.0,6,22,1,1,0.866,12,0.821,11,19,19.057,18.071,23.036,23.868,17,10,24,10,330.59,0,5
5.9,1.12,44.9,6,49,4,4,0.698,22,0.661,22,31,34.188,32.369,49.011,54.883,28,18,52,22,392.92,6,21
5.8,1.119,46.0,5,50,4,3,0.687,23,0.651,23,31,34.33,32.542,49.687,55.939,28,20,53,22,370.49,7,22
5.6,1.114,46.7,4,45,2,3,0.684,19,0.649,21,27,30.773,29.214,44.811,50.152,25,18,47,18,332.43,5,20
7.9,1.121,44.4,7,36,6,1,0.771,21,0.71,16,26,27.739,25.552,36.214,40.371,23,15,39,21,416.25,3,13
5.8,1.119,45.7,7,46,3,1,0.709,20,0.68,21,30,32.603,31.279,46.618,51.495,28,20,48,18,395.49,5,18
5.8,1.133,41.2,8,34,5,2,0.701,14,0.69,14,23,23.841,23.471,35.022,38.515,22,11,35,12,317.76,3,12
5.8,1.129,38.9,12,36,8,0,0.75,22,0.736,14,29,27.011,26.502,37.505,40.66,26,14,39,20,386.46,5,10
6.2,1.122,46.3,5,41,5,4,0.697,21,0.665,19,28,28.597,27.268,40.811,45.983,24,15,45,21,315.41,4,17
5.8,1.124,43.1,9,58,4,4,0.671,21,0.654,25,37,38.909,37.928,58.88,65.192,34,21,61,18,460.53,6,24
5.8,1.147,31.3,8,32,5,4,0.7,10,0.64,10,19,22.404,20.487,32.651,36.707,18,6,33,10,363.19,4,14
5.8,1.138,45.2,7,31,5,0,0.7,18,0.703,14,23,21.705,21.786,32.0,35.286,21,14,33,17,283.29,2,10
5.8,1.124,50.0,6,28,2,0,0.751,17,0.744,14,22,21.034,20.819,29.167,31.466,20,14,30,16,290.31,2,8
5.8,1.114,47.1,7,34,3,1,0.748,15,0.729,16,25,25.449,24.783,35.025,37.878,23,15,36,12,348.2,5,11
5.6,1.118,42.9,7,42,3,2,0.699,20,0.669,18,27,29.358,28.083,42.549,46.95,25,16,44,18,355.45,5,17
4.1,1.131,40.0,5,15,3,0,0.772,7,0.755,6,12,11.585,11.331,15.745,16.961,11,6,16,6,214.03,0,4
5.9,1.13,39.5,6,43,2,4,0.644,13,0.62,17,24,27.682,26.643,43.465,48.571,23,13,44,12,316.39,5,20
7.8,1.126,42.3,8,52,4,4,0.667,22,0.648,22,33,34.693,33.686,52.669,58.568,30,18,55,22,406.48,7,22
5.9,1.136,39.1,10,69,8,9,0.653,20,0.622,27,41,45.091,42.922,69.072,78.388,37,18,73,18,500.67,7,32
5.8,1.139,38.1,7,21,6,0,0.747,15,0.729,8,17,15.682,15.316,21.687,23.91,15,8,23,15,218.27,0,6
5.8,1.14,40.4,8,57,7,7,0.659,22,0.628,23,34,37.591,35.801,57.061,64.98,31,16,60,22,419.56,7,26
6.8,1.116,50.0,4,28,4,0,0.725,20,0.702,14,21,20.307,19.666,28.058,31.239,18,14,31,20,234.28,1,10
5.6,1.122,43.9,9,41,4,3,0.724,19,0.708,18,30,29.671,29.046,42.338,46.001,27,15,44,16,405.26,2,14
5.8,1.106,47.6,7,42,4,0,0.763,23,0.718,20,30,32.046,30.174,42.342,46.455,27,20,45,22,439.36,3,15
5.8,1.12,44.7,5,47,3,3,0.676,19,0.643,21,28,31.779,30.235,46.912,52.651,26,18,49,18,347.45,6,21
5.106,1.125,40.9,7,44,2,8,0.671,9,0.647,18,26,29.54,28.471,44.789,49.515,25,8,45,6,362.84,6,19
5.8,1.113,45.8,6,48,4,2,0.713,23,0.671,22,31,34.216,32.202,47.88,53.444,28,20,51,22,388.53,3,20
5.6,1.122,44.2,7,52,4,5,0.678,22,0.653,23,34,35.239,33.971,52.342,58.358,30,18,56,22,402.49,5,22
6.2,1.126,42.5,4,40,3,5,0.664,16,0.625,17,23,26.563,24.993,39.702,45.026,21,12,42,16,281.39,3,19
5.8,1.158,44.1,9,34,5,1,0.687,18,0.708,15,26,23.341,24.079,35.909,39.381,24,14,36,17,333.3,2,10
4.8,1.134,40.9,4,22,3,1,0.671,11,0.653,9,14,14.756,14.359,22.284,24.95,13,8,23,10,175.21,1,9
5.8,1.128,43.1,9,51,6,2,0.681,24,0.666,22,34,34.728,33.96,51.778,57.524,31,20,54,22,416.48,5,20
5.6,1.137,46.6,12,58,6,2,0.695,29,0.701,27,44,40.301,40.637,60.2,65.959,39,25,63,28,532.52,4,19
7.2,1.129,47.6,7,42,6,2,0.709,23,0.694,20,30,29.779,29.146,42.542,47.406,27,17,45,22,358.41,4,15
6.2,1.13,42.6,7,47,6,4,0.677,22,0.65,20,30,31.819,30.531,47.123,53.106,27,16,50,21,360.46,6,20
5.8,1.115,45.8,6,24,4,0,0.819,13,0.757,11,19,19.659,18.171,24.571,26.754,17,11,26,12,338.12,0,7
4.8,1.111,45.8,6,24,3,0,0.754,16,0.739,11,19,18.097,17.735,24.804,26.664,17,11,26,15,245.28,2,7
5.6,1.121,44.3,8,61,4,5,0.676,25,0.651,27,38,41.216,39.74,61.436,68.398,35,22,64,22,470.57,8,26
5.8,1.125,44.8,6,29,3,1,0.728,16,0.705,13,21,21.102,20.457,29.756,32.625,19,12,31,15,275.33,2,10
5.6,1.106,50.0,3,36,1,1,0.701,15,0.671,18,23,25.245,24.139,35.942,39.824,21,17,38,12,277.34,3,15
4.3,1.116,48.3,4,29,3,1,0.707,17,0.686,14,20,20.517,19.886,29.167,32.365,18,13,31,16,237.28,2,11
5.8,1.133,41.1,8,56,7,7,0.667,22,0.636,23,35,37.347,35.606,55.992,63.434,31,16,60,21,415.55,4,25
7.7,1.14,37.7,12,53,6,3,0.67,21,0.656,20,34,35.529,34.772,54.578,60.409,32,17,55,18,460.54,8,21
5.8,1.121,42.5,7,73,5,9,0.679,24,0.629,31,41,49.552,45.911,72.167,81.849,38,20,76,22,525.78,10,35
5.9,1.113,48.4,5,31,4,1,0.756,20,0.717,15,23,23.421,22.218,31.171,34.496,20,14,34,20,327.2,1,11
5.6,1.094,50.0,5,28,2,0,0.804,17,0.753,14,21,22.512,21.077,28.371,30.628,19,14,30,16,333.22,2,9
5.8,1.144,41.5,9,53,6,6,0.664,22,0.648,22,34,35.216,34.351,53.916,60.615,31,16,56,22,424.5,6,22
5.6,1.121,44.2,11,77,8,6,0.698,34,0.664,34,51,53.739,51.109,77.149,86.308,45,28,83,33,616.81,8,32
5.6,1.129,40.8,9,71,5,8,0.655,24,0.625,29,41,46.506,44.341,71.189,80.142,38,21,74,22,515.67,10,33
5.6,1.096,54.2,4,48,1,3,0.742,22,0.709,26,33,35.625,34.02,48.033,52.598,30,22,51,18,411.9,4,18
5.8,1.124,40.0,7,40,3,5,0.684,14,0.652,16,26,27.358,26.083,40.549,44.95,23,11,43,11,331.43,4,17
6.3,1.112,50.0,6,32,5,1,0.771,21,0.741,16,25,24.665,23.713,32.389,35.579,22,14,35,20,352.21,1,10
5.6,1.117,43.2,6,44,3,4,0.697,18,0.657,19,27,30.665,28.895,44.105,49.155,25,15,46,17,353.48,5,19
5.8,1.112,50.0,5,42,4,1,0.715,23,0.69,21,30,30.046,28.961,42.036,46.694,26,20,46,22,340.41,3,16
5.8,1.128,44.9,8,49,4,2,0.682,23,0.67,22,33,33.415,32.828,49.971,55.283,30,20,52,22,406.45,4,19
5.8,1.152,43.6,9,39,4,2,0.675,18,0.688,17,28,26.313,26.826,40.902,44.922,26,15,41,17,362.34,3,13
5.8,1.147,45.9,8,37,3,2,0.684,15,0.697,17,27,25.307,25.805,38.8,42.424,25,15,39,12,347.32,5,12
5.8,1.117,46.9,4,49,4,3,0.691,23,0.65,23,30,33.875,31.827,48.36,54.73,27,20,52,22,354.49,5,22
5.8,1.125,44.2,9,52,5,2,0.704,24,0.679,23,35,36.614,35.321,52.822,58.492,32,21,55,22,449.55,5,20
6.4,1.115,47.4,8,38,4,1,0.749,19,0.732,18,29,28.455,27.804,39.127,42.376,26,17,41,16,387.24,5,12
5.8,1.117,44.8,7,58,5,4,0.702,24,0.66,26,36,40.745,38.277,57.749,64.773,33,20,61,22,455.63,3,25
8.6,1.134,40.7,9,54,8,5,0.685,22,0.652,22,35,36.995,35.213,54.207,61.252,31,17,58,22,434.98,5,23
5.8,1.125,44.4,6,45,5,3,0.685,22,0.656,20,29,30.813,29.509,45.022,50.607,26,17,48,21,345.44,4,19
5.6,1.13,41.2,8,68,6,7,0.659,24,0.624,28,39,44.841,42.406,67.752,76.806,36,21,71,22,484.66,7,32
6.0,1.117,44.8,7,58,5,4,0.702,24,0.66,26,36,40.745,38.277,57.749,64.773,33,20,61,22,455.63,4,25
5.8,1.152,41.7,8,36,5,3,0.671,17,0.673,15,25,24.165,24.222,37.28,41.456,23,12,38,16,317.33,4,13
5.8,1.177,44.7,11,38,4,2,0.676,18,0.717,17,30,25.671,27.261,41.112,44.732,28,15,40,17,400.31,2,10
5.8,1.121,43.8,9,48,6,1,0.712,24,0.686,21,33,34.159,32.906,48.643,53.82,30,20,51,22,418.52,4,18
5.8,1.11,50.0,4,42,3,1,0.71,23,0.678,21,28,29.801,28.467,41.818,46.611,25,20,45,23,327.41,5,17
5.6,1.124,42.1,11,57,6,2,0.695,28,0.673,24,38,39.591,38.389,58.065,64.069,35,22,60,24,490.59,7,22
5.6,1.129,43.2,6,37,5,1,0.684,18,0.661,16,24,25.29,24.456,37.254,41.777,22,15,39,18,293.36,4,15
6.5,1.132,41.0,7,39,5,5,0.69,16,0.662,16,26,26.909,25.81,39.462,44.136,23,11,42,16,329.82,3,16
5.4,1.125,44.6,10,56,6,2,0.707,28,0.685,25,39,39.62,38.343,56.923,62.99,35,23,60,27,488.59,6,21
8.3,1.106,51.4,4,37,2,0,0.716,19,0.693,19,26,26.489,25.633,37.16,40.907,23,19,40,17,302.35,2,14
6.9,1.128,46.2,7,39,4,2,0.714,18,0.697,18,28,27.841,27.172,39.873,43.978,25,16,42,17,356.81,2,14
7.2,1.115,47.4,6,57,4,3,0.694,25,0.663,27,37,39.546,37.783,56.898,63.564,33,24,61,23,436.55,7,24
6.1,1.121,46.2,8,52,6,2,0.698,28,0.678,24,36,36.273,35.246,52.451,58.315,32,22,56,27,424.5,6,20
5.8,1.116,47.1,6,34,3,1,0.723,15,0.705,16,24,24.591,23.955,34.702,37.934,22,15,36,12,313.76,5,12
5.8,1.15,45.7,9,35,4,1,0.713,18,0.726,16,27,24.955,25.412,37.014,40.242,25,15,37,17,366.75,2,10
5.8,1.112,47.5,6,40,5,2,0.737,25,0.698,19,29,29.483,27.928,40.003,44.488,25,17,44,25,345.46,3,15
6.0,1.15,31.7,7,63,6,12,0.602,8,0.552,20,27,37.91,34.745,62.192,72.427,27,8,63,6,376.62,15,36
6.4,1.133,39.2,7,51,5,8,0.666,16,0.626,20,30,33.955,31.917,50.996,57.797,27,12,54,16,385.94,5,24
5.8,1.136,39.0,11,41,5,4,0.682,14,0.686,16,29,27.966,28.143,42.887,46.559,27,11,43,12,391.8,0,14
5.8,1.105,47.6,8,42,4,1,0.783,23,0.738,20,31,32.904,31.001,42.665,46.399,28,19,45,22,473.8,4,14
5.11,1.115,41.9,5,31,2,3,0.727,9,0.675,13,19,22.54,20.933,31.233,34.561,18,10,32,6,280.8,3,13
9.1,1.118,45.9,7,61,4,9,0.685,25,0.656,28,42,41.762,40.025,61.109,68.189,35,19,68,24,466.58,2,26
5.9,1.122,42.7,10,82,3,10,0.66,25,0.634,35,50,54.142,52.023,82.618,92.019,45,25,87,24,611.75,11,37
6.7,1.132,40.0,9,65,6,9,0.654,19,0.625,26,39,42.534,40.594,65.196,73.6,35,17,69,17,474.62,6,30
7.0,1.137,44.1,8,34,5,0,0.715,18,0.71,15,25,24.324,24.14,35.207,38.645,23,15,36,17,331.76,3,11
5.6,1.114,48.1,5,52,4,3,0.699,27,0.664,25,34,36.33,34.542,51.687,57.939,30,22,56,27,394.51,6,22
5.6,1.169,43.6,11,39,4,2,0.671,18,0.708,17,30,26.188,27.593,41.927,45.602,28,15,41,17,398.32,3,11
5.8,1.152,41.5,11,53,7,4,0.668,20,0.665,22,36,35.398,35.229,54.647,61.038,33,18,56,18,455.49,4,20
4.1,1.137,39.1,5,23,3,1,0.661,11,0.655,9,15,15.21,15.074,23.611,26.159,14,8,24,10,191.21,2,9
5.8,1.127,45.2,6,31,5,0,0.702,18,0.69,14,22,21.767,21.402,31.487,34.947,20,14,33,17,265.3,2,11
5.8,1.126,45.6,10,79,8,6,0.688,35,0.66,36,52,54.336,52.118,79.141,88.933,46,30,85,34,612.77,8,33
5.6,1.15,45.7,9,35,4,1,0.713,18,0.726,16,27,24.955,25.412,37.014,40.242,25,15,37,17,366.75,2,10
5.8,1.123,44.1,7,34,4,1,0.735,17,0.709,15,24,25.0,24.089,34.8,38.167,22,14,36,16,335.21,3,12
5.6,1.171,45.7,10,35,4,1,0.685,18,0.724,16,28,23.972,25.351,37.716,40.977,26,15,37,17,368.29,2,9
5.226,1.089,51.7,5,29,1,0,0.815,17,0.766,15,22,23.631,22.212,29.571,31.592,20,15,31,16,322.22,2,9
5.8,1.11,46.7,5,45,3,3,0.716,22,0.671,21,29,32.211,30.181,44.778,49.946,26,18,48,22,361.5,6,19
5.8,1.115,45.8,7,48,5,3,0.718,23,0.681,22,33,34.461,32.697,48.098,53.527,29,19,52,22,401.53,2,19
5.8,1.127,47.1,6,34,3,1,0.696,15,0.692,16,24,23.671,23.511,34.891,38.329,22,15,36,12,297.31,5,12
5.6,1.126,40.5,4,42,2,8,0.665,11,0.616,17,23,27.938,25.853,41.691,47.302,21,9,44,11,304.85,3,21
6.3,1.117,44.4,8,63,5,6,0.698,24,0.659,28,40,43.961,41.518,62.96,70.398,36,20,67,22,497.67,4,27
5.8,1.117,45.5,8,55,6,2,0.713,28,0.677,25,37,39.228,37.245,55.083,61.441,33,23,59,27,454.6,4,22
8.0,1.116,44.9,9,49,5,1,0.73,24,0.699,22,34,35.773,34.239,49.749,54.681,31,21,52,22,451.97,4,18
5.8,1.121,44.8,6,29,2,2,0.685,13,0.69,13,21,19.875,20.009,30.047,32.495,19,11,31,11,258.25,2,10
5.8,1.105,48.0,6,25,3,0,0.851,13,0.78,12,20,21.273,19.504,25.676,27.615,18,12,27,11,371.57,1,7
5.8,1.152,43.6,9,39,4,2,0.675,18,0.688,17,28,26.313,26.826,40.902,44.922,26,15,41,17,362.34,3,13
5.6,1.134,36.8,6,57,2,11,0.623,9,0.584,21,28,35.489,33.277,56.883,64.647,27,10,58,6,374.53,9,30
5.7,1.114,48.3,5,29,3,0,0.737,17,0.714,14,21,21.375,20.714,29.491,32.309,19,14,31,16,271.72,2,10
5.6,1.136,38.3,7,47,5,6,0.664,13,0.625,18,27,31.194,29.391,47.112,53.382,25,12,49,12,359.9,5,22
5.8,1.125,43.2,6,37,4,3,0.7,17,0.67,16,24,25.904,24.789,37.36,41.638,22,13,39,17,314.8,5,15
5.8,1.12,46.8,7,47,5,4,0.722,25,0.689,22,34,33.944,32.365,47.283,52.658,29,18,52,25,403.52,4,18
5.8,1.112,48.8,5,43,3,1,0.704,23,0.679,21,29,30.256,29.181,43.145,47.82,26,20,46,22,343.41,4,17
5.8,1.108,51.3,4,39,3,0,0.719,23,0.691,20,27,28.04,26.94,38.934,43.196,24,20,42,22,313.38,3,15
6.0,1.115,44.2,6,52,1,6,0.697,18,0.657,23,31,36.222,34.142,52.334,57.997,29,17,54,16,432.37,7,23
