pXC50,nC,O.,RBN,nH,nAT,Se,RBF,nBT,AMW,nO,MW,N.,Sv,Si,Sp,SCBO,nCsp2
5.3,20,4.3,6,20,46,46.236,0.128,47,8.041,2,369.88,6.5,30.063,51.595,31.637,37.0,14
5.7,18,4.7,6,18,43,43.429,0.136,44,8.742,2,375.91,7.0,28.723,48.099,30.523,35.5,12
5.0,18,4.5,6,20,44,44.236,0.133,45,7.86,2,345.86,6.8,28.063,49.595,29.637,33.0,10
5.1,21,4.3,7,19,47,47.349,0.143,49,7.946,2,373.45,10.6,31.224,52.817,32.267,42.5,17
5.3,19,4.7,6,18,43,43.353,0.136,44,8.276,2,355.85,7.0,28.536,48.179,29.875,36.0,14
5.0,20,4.3,6,20,46,46.236,0.128,47,8.041,2,369.88,6.5,30.063,51.595,31.637,37.0,14
5.3,19,4.1,7,22,49,49.44,0.14,50,7.917,2,387.91,10.2,31.105,55.591,32.648,37.5,11
5.0,23,3.3,8,27,60,60.28,0.129,62,7.761,2,465.64,11.7,38.034,67.979,40.211,47.0,13
5.0,22,5.3,8,25,57,57.647,0.136,59,7.641,3,435.54,12.3,36.035,64.853,37.256,46.0,13
5.3,21,4.3,7,19,47,47.349,0.143,49,7.946,2,373.45,10.6,31.224,52.817,32.267,42.5,17
5.0,24,3.2,8,29,62,62.087,0.125,64,7.219,2,447.6,11.3,38.374,70.474,40.324,47.0,14
5.0,22,4.2,7,19,48,48.349,0.14,50,8.03,2,385.46,10.4,32.224,53.817,33.267,44.0,18
5.0,17,7.1,6,17,42,42.898,0.14,43,8.591,3,360.83,9.5,27.745,47.472,28.574,35.5,11
5.1,18,4.3,7,20,46,46.556,0.149,47,8.128,2,373.88,10.9,29.579,52.176,30.887,36.5,11
5.2,20,3.8,7,24,52,52.323,0.132,53,7.73,2,401.94,9.6,32.632,59.006,34.409,38.5,11
5.0,20,6.7,7,17,45,45.793,0.149,47,8.343,3,375.42,11.1,30.412,50.611,30.96,42.5,16
5.4,21,3.6,7,27,55,54.883,0.125,56,6.937,2,381.53,9.1,33.331,62.478,35.313,38.5,11
4.824,22,2.0,7,19,49,49.447,0.135,52,8.549,1,418.92,12.2,33.358,55.05,34.676,46.0,17
4.301,22,2.0,7,19,49,49.447,0.135,52,8.549,1,418.92,12.2,33.358,55.05,34.676,46.0,17
4.97,14,0.0,3,10,32,33.287,0.088,34,9.384,0,300.3,18.8,22.475,36.915,22.193,34.0,11
5.0,58,9.0,36,95,178,179.148,0.201,179,6.599,16,1174.62,5.1,101.282,203.689,107.064,98.0,17
5.0,15,0.0,4,14,37,38.054,0.103,39,8.55,0,316.35,16.2,24.529,42.745,24.716,33.0,9
4.824,22,2.0,7,15,49,51.687,0.135,52,9.682,1,474.43,12.2,34.447,56.804,33.506,50.0,17
4.886,24,1.9,7,21,53,53.225,0.123,57,7.991,1,423.52,13.2,35.552,59.604,36.824,51.0,19
4.824,25,1.7,8,26,58,57.774,0.131,61,7.355,1,426.57,10.3,37.111,65.351,39.103,48.0,17
4.824,24,3.6,8,23,56,56.436,0.136,59,7.885,2,441.54,12.5,36.794,63.229,38.04,50.0,18
4.469,14,6.3,2,14,32,32.16,0.059,34,7.572,2,242.3,6.3,20.633,35.907,21.489,27.5,10
4.824,22,5.5,9,22,55,55.982,0.155,58,8.119,3,446.52,14.5,36.003,62.521,36.739,49.0,15
4.824,24,5.5,9,22,55,55.662,0.155,58,8.046,3,442.52,10.9,36.487,61.94,37.489,50.0,18
4.824,23,1.9,7,19,52,53.545,0.127,55,8.702,1,452.48,11.5,35.207,59.54,35.392,49.0,17
4.301,24,5.5,9,22,55,55.662,0.155,58,8.046,3,442.52,10.9,36.487,61.94,37.489,50.0,18
5.0,19,4.7,6,18,43,43.353,0.136,44,8.276,2,355.85,7.0,28.536,48.179,29.875,36.0,14
4.301,30,4.5,9,25,66,66.723,0.127,71,8.541,3,563.69,10.6,45.222,73.773,46.904,66.0,25
4.824,24,1.8,7,24,55,54.891,0.121,58,7.501,1,412.54,10.9,35.584,61.936,37.341,47.0,17
5.284,31,7.3,16,39,82,82.57,0.19,84,7.437,6,609.82,6.1,50.538,92.726,53.347,57.5,19
4.699,28,4.4,6,30,68,68.483,0.083,72,8.435,3,573.59,5.9,44.447,76.242,47.409,54.5,15
4.301,30,4.5,9,25,66,66.723,0.127,71,8.541,3,563.69,10.6,45.222,73.773,46.904,66.0,25
4.886,24,1.9,7,21,53,53.225,0.123,57,7.991,1,423.52,13.2,35.552,59.604,36.824,51.0,19
5.0,14,0.0,3,11,31,31.542,0.094,32,11.363,0,352.25,9.7,22.294,34.672,23.762,29.0,14
5.245,15,0.0,3,14,34,33.913,0.086,35,10.244,0,348.29,8.8,23.437,37.748,25.586,29.0,14
5.174,18,10.5,3,14,38,38.814,0.073,41,8.483,4,322.34,5.3,26.063,42.325,26.398,36.5,16
5.125,22,11.5,5,22,52,53.003,0.091,55,7.893,6,410.46,3.8,33.6,58.405,34.352,43.0,16
4.777,20,13.0,5,18,46,47.236,0.102,49,8.313,6,382.4,4.3,30.546,51.575,30.83,41.0,16
5.432,26,10.7,5,21,56,57.222,0.083,60,8.42,6,471.5,5.4,38.094,62.488,38.597,53.0,23
5.398,25,9.1,5,21,55,55.971,0.085,59,8.647,5,475.56,5.5,37.566,61.199,38.79,51.0,22
4.788,17,10.8,2,14,37,37.814,0.05,40,8.387,4,310.33,5.4,25.063,41.325,25.398,35.0,15
5.0,14,0.0,3,11,31,31.258,0.094,32,13.327,0,413.15,9.7,22.936,34.174,25.176,29.0,14
5.0,14,0.0,3,11,31,31.825,0.094,32,9.398,0,291.35,9.7,21.652,35.17,22.347,29.0,14
5.0,15,0.0,3,14,34,33.913,0.086,35,10.244,0,348.29,8.8,23.437,37.748,25.586,29.0,14
5.0,14,0.0,3,9,31,32.567,0.094,32,12.524,0,388.23,9.7,23.06,35.352,23.637,31.0,14
5.0,20,0.0,4,15,41,41.025,0.093,43,11.933,0,489.25,7.3,29.989,45.005,32.699,39.0,20
5.0,21,0.0,5,17,44,43.909,0.109,46,11.438,0,503.28,6.8,31.516,48.42,34.461,40.0,20
5.0,14,0.0,3,10,31,31.676,0.094,32,13.005,0,403.14,9.7,23.566,34.221,25.54,30.0,14
5.0,14,0.0,3,10,31,32.054,0.094,32,11.943,0,370.24,9.7,22.677,35.012,23.699,30.0,14
5.0,15,0.0,3,11,34,35.451,0.086,35,11.831,0,402.26,8.8,24.587,38.767,25.398,32.0,14
5.0,14,0.0,3,10,31,32.054,0.094,32,11.943,0,370.24,9.7,22.677,35.012,23.699,30.0,14
5.0,14,0.0,3,11,31,31.258,0.094,32,13.327,0,413.15,9.7,22.936,34.174,25.176,29.0,14
5.0,15,0.0,3,11,34,35.451,0.086,35,11.831,0,402.26,8.8,24.587,38.767,25.398,32.0,14
5.0,14,0.0,3,12,31,31.313,0.094,32,8.818,0,273.36,9.7,21.269,34.831,22.409,28.0,14
5.0,15,0.0,3,14,34,33.913,0.086,35,10.244,0,348.29,8.8,23.437,37.748,25.586,29.0,14
5.0,14,0.0,3,11,31,31.542,0.094,32,11.363,0,352.25,9.7,22.294,34.672,23.762,29.0,14
5.0,14,0.0,3,11,31,31.353,0.094,32,11.894,0,368.7,9.7,22.738,34.277,24.682,29.0,14
5.0,14,0.0,3,11,31,31.542,0.094,32,11.363,0,352.25,9.7,22.294,34.672,23.762,29.0,14
5.0,16,0.0,4,15,37,37.025,0.105,38,11.925,0,441.21,8.1,25.989,41.005,28.699,31.0,14
5.0,14,0.0,3,11,31,31.542,0.094,32,11.363,0,352.25,9.7,22.294,34.672,23.762,29.0,14
5.0,14,0.0,3,11,31,31.353,0.094,32,11.894,0,368.7,9.7,22.738,34.277,24.682,29.0,14
5.0,14,0.0,3,11,31,31.258,0.094,32,13.327,0,413.15,9.7,22.936,34.174,25.176,29.0,14
5.0,14,0.0,3,11,31,31.825,0.094,32,9.398,0,291.35,9.7,21.652,35.17,22.347,29.0,14
5.0,14,0.0,3,10,31,31.771,0.094,32,13.908,0,431.14,9.7,23.319,34.514,25.114,30.0,14
5.0,14,0.0,3,11,31,31.825,0.094,32,9.398,0,291.35,9.7,21.652,35.17,22.347,29.0,14
5.0,14,0.0,3,11,31,31.258,0.094,32,13.327,0,413.15,9.7,22.936,34.174,25.176,29.0,14
5.0,15,0.0,3,14,34,33.913,0.086,35,10.244,0,348.29,8.8,23.437,37.748,25.586,29.0,14
5.0,14,0.0,3,8,31,33.08,0.094,32,13.104,0,406.22,9.7,23.444,35.691,23.574,32.0,14
5.799,16,0.0,3,10,37,39.872,0.079,38,12.71,0,470.26,8.1,27.264,43.201,26.972,36.0,14
5.0,14,0.0,3,10,31,31.771,0.094,32,13.908,0,431.14,9.7,23.319,34.514,25.114,30.0,14
5.0,15,0.0,3,11,34,35.451,0.086,35,11.831,0,402.26,8.8,24.587,38.767,25.398,32.0,14
5.481,30,6.5,8,26,62,62.116,0.121,66,7.719,4,478.58,3.2,41.224,68.817,42.966,55.0,27
9.167,20,6.1,8,22,49,49.342,0.16,50,7.479,3,366.46,8.2,30.971,55.358,32.239,38.0,14
5.0,14,0.0,3,10,31,32.054,0.094,32,11.943,0,370.24,9.7,22.677,35.012,23.699,30.0,14
5.0,14,0.0,3,11,31,31.353,0.094,32,11.894,0,368.7,9.7,22.738,34.277,24.682,29.0,14
5.0,14,0.0,3,11,31,31.542,0.094,32,11.363,0,352.25,9.7,22.294,34.672,23.762,29.0,14
5.0,14,0.0,3,11,31,31.353,0.094,32,11.894,0,368.7,9.7,22.738,34.277,24.682,29.0,14
9.367,17,6.3,8,24,48,48.225,0.167,48,6.926,3,332.45,8.3,28.498,54.773,30.0,31.0,8
5.161,17,5.7,1,14,35,35.16,0.026,38,7.952,2,278.33,5.7,23.633,38.907,24.489,32.5,15
5.0,18,10.2,8,24,49,49.56,0.16,50,7.111,5,348.44,4.1,29.412,55.611,30.659,32.0,9
5.108,20,8.0,6,23,50,50.451,0.115,52,7.389,4,369.46,6.0,31.191,56.485,32.449,37.5,12
5.114,19,11.8,8,23,51,52.105,0.151,53,7.636,6,389.45,5.9,31.621,57.903,32.358,37.0,10
5.367,20,11.1,8,25,54,54.989,0.143,56,7.472,6,403.48,5.6,33.148,61.319,34.12,38.0,10
4.187,19,11.8,7,23,51,52.105,0.132,53,7.636,6,389.45,5.9,31.621,57.903,32.358,37.0,10
5.796,20,11.1,8,25,54,54.989,0.143,56,7.472,6,403.48,5.6,33.148,61.319,34.12,38.0,10
4.523,23,5.0,10,31,60,59.658,0.164,61,6.626,3,397.57,5.0,35.584,67.936,38.04,38.0,14
7.921,26,6.7,15,41,75,74.73,0.2,75,6.343,5,475.7,4.0,42.647,85.431,45.756,41.0,10
4.284,19,11.8,8,23,51,52.105,0.151,53,7.636,6,389.45,5.9,31.621,57.903,32.358,37.0,10
5.137,27,6.6,7,27,61,61.218,0.109,64,7.501,4,457.57,4.9,39.245,68.315,40.972,49.5,20
7.569,24,3.3,10,31,60,59.33,0.164,61,6.56,2,393.58,5.0,35.869,67.727,38.586,39.0,16
7.208,29,3.0,11,33,67,66.214,0.159,69,6.801,2,455.65,4.5,41.396,75.142,44.347,48.0,22
7.081,26,3.3,9,28,60,59.665,0.145,62,7.143,2,428.58,6.7,37.837,67.394,40.069,46.0,21
5.699,4,0.0,0,6,12,11.971,0.0,12,6.843,0,82.12,16.7,7.096,13.827,7.534,8.0,0
5.341,33,6.4,14,37,78,77.963,0.173,81,7.125,5,555.73,3.8,48.594,87.6,51.233,57.0,22
5.9,33,6.4,14,37,78,77.963,0.173,81,7.125,5,555.73,3.8,48.594,87.6,51.233,57.0,22
4.523,41,6.9,13,49,102,102.239,0.121,107,7.098,7,723.95,4.9,62.7,115.092,65.961,72.5,22
4.125,13,3.1,3,15,32,31.934,0.091,33,7.166,1,229.31,9.4,19.94,36.196,21.04,24.0,7
5.638,12,0.0,0,9,24,23.956,0.0,26,8.135,0,195.24,12.5,16.645,26.741,17.301,24.5,9
6.301,11,3.8,3,12,26,25.949,0.111,27,7.24,1,188.25,7.7,16.392,29.282,17.273,20.0,6
5.824,12,6.1,4,15,33,33.338,0.118,34,8.042,2,265.37,9.1,20.842,37.325,22.142,26.0,6
6.602,12,3.4,3,13,29,29.051,0.1,30,7.423,1,215.28,10.3,18.413,32.78,19.279,23.0,7
8.796,33,6.3,14,49,95,95.232,0.143,98,6.736,6,639.89,7.4,55.501,108.464,58.756,58.0,10
7.42,26,11.1,10,26,63,64.251,0.152,66,8.614,7,542.68,3.2,41.742,70.285,43.625,55.0,20
7.284,38,5.8,15,53,104,103.999,0.14,107,6.769,6,703.98,6.7,61.555,118.294,65.279,66.0,16
6.301,11,3.1,3,18,32,31.6,0.091,33,6.072,1,194.31,6.3,17.972,36.528,19.557,17.0,0
6.824,12,2.9,3,19,35,34.702,0.083,36,6.324,1,221.34,8.6,19.993,40.026,21.563,20.0,1
6.523,18,2.6,3,17,39,38.818,0.073,41,7.471,1,291.38,7.7,25.467,43.611,26.801,33.0,13
5.523,15,9.5,6,20,42,42.542,0.14,43,7.725,4,324.44,4.8,25.83,47.491,27.33,30.0,8
6.921,19,8.3,9,22,48,48.425,0.184,49,7.802,4,374.5,4.2,30.357,53.906,32.091,37.0,14
7.638,17,8.9,9,20,45,45.618,0.196,46,8.456,4,380.53,4.4,29.017,50.411,30.977,35.5,12
7.347,21,9.1,12,26,55,55.52,0.214,56,7.61,5,418.56,3.6,34.126,61.946,36.068,40.0,14
8.398,23,10.6,16,31,66,67.12,0.239,67,7.965,7,525.71,4.5,40.817,74.614,43.154,48.0,14
7.357,21,9.1,11,26,55,55.52,0.196,56,7.61,5,418.56,3.6,34.126,61.946,36.068,40.0,14
7.347,27,9.1,14,30,66,66.614,0.206,68,7.737,6,510.66,3.0,41.894,73.986,44.046,51.0,20
7.387,20,7.7,11,24,52,52.385,0.208,53,8.088,4,420.6,3.8,33.071,58.241,35.5,39.0,14
5.022,31,11.2,20,50,98,99.65,0.204,98,6.968,11,682.87,6.1,56.581,112.428,58.784,57.0,9
4.0,39,10.4,23,57,115,116.73,0.198,116,7.096,12,816.03,6.1,67.897,131.381,70.529,72.0,16
4.495,11,8.3,7,21,36,35.92,0.2,35,5.981,3,215.33,2.8,19.434,41.279,20.983,16.0,2
5.903,21,6.6,12,33,61,60.869,0.197,61,6.419,4,391.57,4.9,34.825,69.561,37.256,34.0,9
5.842,25,7.8,12,31,64,64.312,0.185,65,7.087,5,453.59,4.7,39.013,72.355,40.949,44.0,16
4.46,25,7.8,13,32,64,64.094,0.2,65,6.884,5,440.59,3.1,38.519,72.272,40.705,42.0,15
6.569,25,6.2,12,33,65,64.869,0.182,66,6.763,4,439.61,4.6,38.825,73.561,41.256,42.0,15
7.222,24,4.8,11,33,62,61.298,0.175,63,6.704,3,415.65,1.6,36.782,69.69,40.199,38.5,12
5.943,21,8.3,12,31,60,60.312,0.2,60,6.759,5,405.55,5.0,35.013,68.355,36.949,36.0,10
4.492,25,7.8,13,32,64,64.094,0.2,65,6.884,5,440.59,3.1,38.519,72.272,40.705,42.0,15
5.0,33,6.7,13,34,75,75.054,0.167,78,7.61,5,570.76,2.7,48.233,83.607,51.114,60.0,26
