pXC50,SpMAD_EA.ed.,Hy,GATS2v,SpMax3_Bh.p.,SpMin1_Bh.s.,JGI3,P_VSA_LogP_2,Eta_epsi_A,MATS1p,Eta_B_A,MATS2p,CATS2D_03_AA,SpMAD_AEA.ri.,SpMAD_EA,X3A,H.050,nHDon,CATS2D_04_DL,P_VSA_i_4,Me,P_VSA_MR_5,P_VSA_e_3,MATS2v,CATS2D_02_AA,H.052,H.,CATS2D_07_AA,GATS7e,Eig01_AEA.ri.,SpMax_AEA.ri.,GATS1e,Eta_L_A,C.003,nCt,GATS2p,O.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,MATS1m,CATS2D_05_DL,SpMAD_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,X4A,MATS4s,ATSC2e,SpDiam_AEA.ri.,Psi_e_A,Psi_i_A,CATS2D_03_AL,NssO,SssO,AAC,IC0,NddssS,S.110,SddssS,CATS2D_03_DL,SM13_EA.ed.,GATS1m,MATS1i,MAXDN,Eig01_AEA.ed.,Eig01_EA.ed.
4.209,4.754,0.42,0.921,3.532,1.232,0.06,30.832,0.647,-0.073,0.033,0.108,3,1.516,1.514,0.176,2,2,1,15.991,1.027,41.176,15.991,0.059,4,0,45.5,0,1.754,4.58,4.58,0.659,0.26,0,0,0.933,13.6,3.46,5.46,3.46,0.206,0,1.63,3.632,3.632,3.632,0.104,-0.221,0.713,5.649,8.188,2.688,7,2,11.283,1.765,1.765,1,1,-3.934,1,34.684,0.811,-0.121,4.85,7.759,14.177
4.0,4.258,0.262,1.065,3.637,1.338,0.056,53.25,0.647,0.013,0.028,-0.134,2,1.501,1.496,0.188,2,2,1,83.781,1.024,53.25,38.901,-0.076,2,6,43.1,0,0.707,4.11,4.11,0.555,0.246,0,0,1.158,3.9,3.049,5.049,3.049,0.02,1,1.558,3.137,3.137,3.137,0.121,-0.015,0.382,5.146,8.328,2.828,8,0,0.0,1.714,1.714,0,0,0.0,1,31.129,0.693,-0.007,2.945,6.723,10.843
4.0,4.174,0.243,1.084,3.652,1.322,0.054,55.785,0.635,0.012,0.027,-0.14,2,1.48,1.477,0.189,2,2,1,83.781,1.02,55.785,38.901,-0.083,2,6,44.4,0,0.667,4.106,4.106,0.552,0.255,0,0,1.175,3.7,3.046,5.046,3.046,0.021,1,1.543,3.133,3.133,3.133,0.122,0.003,0.361,5.127,8.283,2.783,10,0,0.0,1.687,1.687,0,0,0.0,1,31.126,0.713,-0.006,2.944,6.722,10.84
5.155,3.792,1.968,1.173,3.419,1.311,0.039,37.553,0.634,0.117,0.027,-0.111,0,1.432,1.432,0.215,4,4,3,32.483,1.023,46.378,32.483,-0.116,0,3,46.2,0,1.322,3.899,3.899,0.757,0.237,1,1,1.26,12.8,2.896,4.896,2.896,-0.035,5,1.519,2.899,2.899,2.899,0.13,-0.223,0.369,4.899,8.468,2.968,4,0,0.0,1.645,1.645,0,0,0.0,5,28.622,0.838,0.12,2.826,6.124,8.974
4.876,4.813,-0.383,0.833,3.478,1.329,0.075,3.124,0.573,0.03,0.035,0.126,0,1.548,1.544,0.162,1,1,1,3.124,0.998,38.425,3.124,0.165,2,0,46.7,0,1.7,4.431,4.431,0.688,0.241,2,2,0.902,6.7,3.378,5.378,3.378,0.025,0,1.676,3.451,3.451,3.451,0.102,0.244,0.151,5.455,7.917,2.417,8,0,0.0,1.416,1.416,0,0,0.0,2,33.327,0.819,-0.042,2.122,7.259,12.863
4.488,4.611,-0.354,0.866,3.342,1.285,0.072,8.193,0.595,0.035,0.027,0.059,0,1.504,1.502,0.167,1,1,1,3.124,1.004,25.844,3.124,0.099,2,0,43.6,0,1.324,4.39,4.39,0.689,0.226,0,0,0.938,7.7,3.339,5.339,3.339,0.022,0,1.643,3.41,3.41,3.41,0.103,0.087,0.146,5.409,7.97,2.47,10,0,0.0,1.457,1.457,0,0,0.0,2,32.975,0.767,-0.045,2.036,7.183,12.571
4.276,4.459,2.934,1.254,2.768,1.324,0.063,35.432,0.571,-0.062,0.058,-0.13,0,1.504,1.504,0.23,4,4,4,32.897,1.01,53.082,32.897,-0.051,0,0,58.3,0,0.0,4.284,4.284,1.21,0.342,1,1,1.443,12.5,3.27,5.105,3.27,0.291,4,1.604,3.29,3.29,3.29,0.152,-0.153,0.406,5.12,8.697,3.197,1,0,0.0,1.682,1.682,0,0,0.0,3,31.591,1.015,0.069,4.838,7.057,11.361
4.553,3.924,0.811,1.056,3.678,1.371,0.032,69.751,0.539,-0.062,0.019,-0.026,1,1.449,1.443,0.191,3,3,2,77.066,0.99,87.191,77.066,-0.049,1,1,53.4,1,0.799,4.03,4.03,0.831,0.303,1,1,1.031,1.4,2.978,4.978,2.978,0.041,0,1.48,3.054,3.054,3.054,0.125,0.057,0.332,5.097,7.523,2.023,3,0,0.0,1.48,1.48,0,0,0.0,1,30.397,0.804,-0.24,1.434,6.517,10.248
4.775,4.797,0.214,0.834,3.478,1.329,0.071,3.124,0.559,0.043,0.035,0.143,0,1.548,1.545,0.164,2,2,1,36.022,0.993,38.425,36.022,0.175,2,0,47.8,0,2.086,4.41,4.41,0.665,0.241,2,2,0.896,4.3,3.358,5.358,3.358,0.028,0,1.669,3.43,3.43,3.43,0.101,0.155,0.169,5.434,7.833,2.333,10,0,0.0,1.425,1.425,0,0,0.0,2,33.162,0.848,0.017,1.961,7.221,12.726
5.871,3.972,2.269,0.999,3.616,1.372,0.041,74.515,0.567,-0.041,0.024,0.04,1,1.453,1.443,0.196,5,5,2,91.539,1.001,109.605,91.539,0.024,1,1,51.9,1,0.975,4.03,4.03,0.786,0.282,1,1,0.997,3.9,2.978,4.978,2.978,0.022,2,1.518,3.054,3.054,3.054,0.125,0.105,0.386,5.097,7.805,2.305,3,0,0.0,1.598,1.598,0,0,0.0,1,30.739,0.798,-0.213,2.724,6.517,10.248
