pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
4.523,0.667,9.4,-0.283,0.0,1.019,29.836,11.244,0.009,2.136,2.136,0.282,1.408,3,12.544,3.869,2.393,1.188,5.963,10.472,8.006,16.022,56.225,223.651,4.896,3.327,5.488,7.404,0,7.804,9.5,10.639,3.995,2.427,4.099,12.619,3.118,1.601,41.0,11.373,6.064,3.248,14.509,26.792,3.914,2.561,2.561,4.419,5.106,3.218,1.318,4.049,3.664,4.892,3.774,4.943,3.606,0,3.272,0.036,21.0,71.75,3.099,2.794,3.304,0.0,3.818,44.5,9.785
5.0,0.694,8.2,-0.329,0.0,0.791,35.982,16.346,0.01,2.275,2.275,0.258,1.186,3,12.88,3.673,2.18,0.751,7.501,11.769,7.62,19.666,45.468,341.362,5.276,3.12,5.183,6.97,0,8.441,10.239,9.827,3.975,2.526,4.233,14.209,3.101,1.776,37.0,11.425,5.917,2.94,17.515,43.756,3.627,2.771,2.771,4.248,4.934,3.416,1.055,4.008,3.607,5.034,4.032,4.723,3.644,0,2.941,0.03,15.5,69.0,3.205,2.885,3.039,0.0,3.738,41.0,10.493
4.584,0.517,0.0,-0.395,0.0,0.939,11.9,6.958,0.008,-3.029,-3.029,0.21,0.884,12,6.358,3.347,0.257,0.933,5.622,5.48,2.223,9.145,0.0,247.193,4.363,2.748,4.05,5.933,5,5.044,5.91,6.366,3.814,0.871,3.344,6.293,1.349,0.714,14.25,7.787,4.795,2.715,7.844,20.927,2.5,1.445,1.445,3.314,3.989,1.89,0.962,2.669,3.049,4.161,2.986,3.67,3.065,0,2.735,0.054,6.5,29.833,2.74,0.966,2.687,0.0,2.944,18.0,6.09
5.0,0.672,6.1,-0.372,0.0,0.779,41.306,21.124,0.009,2.275,2.275,0.235,1.202,2,14.998,3.689,2.18,0.778,8.617,14.694,7.464,22.156,27.384,388.446,5.464,3.135,5.232,6.992,0,9.003,10.852,10.008,3.976,2.435,4.374,14.619,3.101,2.003,37.5,12.882,6.003,2.98,21.578,41.165,3.594,2.531,2.531,4.263,4.949,3.299,0.876,4.092,3.611,5.189,4.173,4.762,3.709,1,2.97,0.033,16.0,65.833,3.129,2.917,3.063,0.0,3.761,42.0,11.184
5.0,0.694,8.2,-0.329,0.0,0.766,34.778,16.864,0.009,2.275,2.275,0.258,1.186,2,13.004,3.669,2.18,0.751,7.501,11.788,7.635,18.975,45.468,341.362,5.266,3.119,5.2,6.979,0,8.452,10.247,9.866,3.976,2.422,4.23,14.192,3.101,1.934,37.0,11.409,5.977,2.94,17.303,43.756,3.593,2.53,2.53,4.248,4.934,3.279,0.9,4.042,3.605,5.044,4.03,4.736,3.644,0,2.941,0.03,15.5,69.0,3.112,2.862,3.031,0.0,3.738,41.0,10.499
5.0,0.695,7.7,-0.341,0.0,0.701,40.349,19.854,0.009,2.275,2.275,0.243,1.186,2,13.96,3.669,2.18,0.684,8.159,13.512,7.916,21.2,30.508,376.675,5.432,3.119,5.232,6.992,0,8.778,10.589,10.008,3.973,2.435,4.336,14.619,3.101,1.952,38.25,11.797,6.002,2.979,20.3,39.879,3.594,2.531,2.531,4.263,4.949,3.299,0.877,4.099,3.604,5.164,4.135,4.762,3.684,0,2.969,0.03,16.0,66.5,3.129,2.917,3.063,0.0,3.761,42.0,10.906
5.0,0.691,7.8,-0.304,0.0,0.833,36.573,17.243,0.01,2.275,2.275,0.273,1.196,3,13.581,3.692,2.27,0.82,7.523,11.733,8.096,19.883,75.388,341.362,5.304,3.156,5.256,7.077,0,8.903,10.845,10.13,3.984,2.527,4.263,15.747,3.162,1.95,39.0,12.159,5.989,3.027,17.8,37.821,3.929,2.792,2.792,4.331,5.017,3.424,1.139,4.093,3.616,5.061,4.069,4.8,3.702,0,2.989,0.029,15.5,86.25,3.268,3.101,3.208,0.0,3.807,44.0,11.07
5.0,0.674,7.0,-0.41,0.0,0.871,39.002,19.677,0.007,2.601,2.601,0.225,1.599,14,16.385,3.752,2.526,0.858,9.03,14.531,9.289,24.006,30.508,400.217,5.387,3.537,5.49,7.211,0,10.064,12.161,11.561,4.0,2.678,4.439,16.276,3.35,2.212,45.75,14.066,6.017,3.121,21.362,41.006,3.915,2.802,2.802,4.46,5.147,3.428,1.05,4.156,3.64,5.189,4.202,4.985,3.827,0,3.078,0.03,21.5,72.667,3.409,3.101,3.271,0.0,3.932,50.0,12.49
5.0,0.68,7.7,-0.341,0.0,0.924,40.283,17.976,0.01,2.275,2.275,0.25,1.204,5,14.612,3.727,2.18,0.98,8.38,13.24,7.346,21.665,30.508,408.895,5.289,3.145,5.208,6.983,0,8.768,10.581,9.938,3.971,2.526,4.313,14.632,3.101,1.968,37.75,12.869,5.908,3.035,19.099,68.405,3.668,2.778,2.778,4.263,4.949,3.418,1.127,4.061,3.625,5.088,4.084,4.749,3.708,0,3.054,0.033,16.0,64.833,3.254,2.902,3.231,0.0,3.761,42.0,11.049
6.0,0.633,5.5,-0.349,0.0,1.032,33.825,14.528,0.01,1.538,1.538,0.274,1.384,7,12.588,3.753,2.422,1.056,6.515,12.364,7.382,17.059,39.219,282.506,5.079,3.312,5.166,7.002,5,7.804,9.417,10.05,3.956,2.667,4.153,12.756,3.29,1.555,36.0,11.044,6.037,3.115,16.767,39.582,3.581,2.769,2.769,4.263,4.949,3.452,0.797,3.982,3.541,4.939,3.972,4.696,3.604,0,3.131,0.032,17.0,73.611,3.111,2.943,3.225,0.0,3.738,41.0,9.744
5.553,0.65,5.8,0.273,0.0,0.933,27.371,13.174,0.011,0.645,0.645,0.254,1.407,3,8.989,3.5,1.618,0.962,6.884,8.929,4.803,13.536,39.146,294.278,5.058,3.082,4.641,6.46,6,7.324,8.867,8.05,3.944,1.78,3.862,11.779,2.625,1.205,25.25,10.542,5.665,3.02,13.759,32.737,3.292,1.879,1.879,3.902,4.585,2.765,0.928,3.639,3.425,4.821,3.663,4.301,3.47,2,3.001,0.04,9.0,56.0,3.049,2.5,3.093,0.0,3.497,32.0,9.039
5.377,0.654,5.8,0.289,0.0,0.963,31.191,13.558,0.01,0.649,0.649,0.275,1.407,4,9.505,3.547,1.74,0.997,6.664,9.535,4.876,13.669,39.146,282.506,5.057,3.083,4.724,6.567,6,7.373,8.961,8.188,3.943,1.879,3.888,12.19,2.728,1.196,26.0,11.287,5.688,3.029,14.007,36.238,3.6,1.986,1.986,3.961,4.644,2.879,0.913,3.817,3.475,4.826,3.689,4.36,3.496,2,3.014,0.04,9.0,59.778,3.061,2.597,3.127,0.0,3.526,33.0,9.168
6.0,0.64,3.7,-0.79,0.0,1.007,28.153,13.084,0.006,0.464,0.464,0.249,1.323,5,12.12,3.521,1.528,0.997,7.529,10.13,4.21,18.152,21.209,341.362,5.075,3.234,4.761,6.54,3,7.704,9.299,8.37,3.948,2.125,4.043,11.881,2.535,1.499,24.5,11.658,5.722,2.952,15.324,50.048,3.34,2.23,2.23,3.902,4.585,3.008,1.032,3.646,3.433,4.922,3.71,4.321,3.496,1,2.967,0.039,8.5,55.0,3.049,2.411,2.977,0.0,3.466,31.0,9.491
5.432,0.655,4.8,-0.371,0.0,0.784,42.646,22.518,0.01,2.423,2.423,0.235,1.421,7,13.187,3.687,2.012,0.739,8.614,13.97,4.936,19.831,24.259,376.675,5.52,3.181,4.919,6.687,5,8.828,10.725,8.865,3.971,2.139,4.252,14.187,2.879,1.805,28.0,13.499,5.853,3.094,20.904,41.849,3.52,2.404,2.404,4.086,4.771,3.101,0.929,3.944,3.407,5.127,4.12,4.508,3.652,0,3.095,0.041,9.0,61.5,3.082,2.861,3.11,0.0,3.638,37.0,10.987
5.0,0.661,5.1,-0.358,0.0,0.815,40.987,21.331,0.008,2.136,2.136,0.24,1.421,5,12.368,3.683,1.879,0.776,8.098,13.238,4.88,18.426,24.259,353.133,5.478,3.181,4.833,6.581,5,8.518,10.379,8.702,3.953,2.138,4.188,13.798,2.879,1.678,27.5,12.809,5.819,3.094,19.785,38.664,3.453,2.394,2.394,4.034,4.718,3.085,0.951,3.905,3.407,5.077,4.072,4.44,3.612,0,3.094,0.041,9.0,59.833,3.084,2.572,3.11,0.0,3.611,36.0,10.57
5.31,0.65,5.8,0.273,0.0,0.688,28.79,14.325,0.008,0.732,0.732,0.254,1.408,5,8.535,3.497,1.683,0.647,6.884,8.946,4.782,12.989,39.146,294.278,5.117,3.149,4.679,6.46,4,7.35,8.916,8.023,3.945,1.879,3.839,11.8,2.656,1.202,25.25,10.307,5.521,2.943,13.703,33.595,3.293,2.122,2.122,3.902,4.585,2.879,0.845,3.569,3.393,4.741,3.673,4.301,3.47,0,2.951,0.04,9.0,56.0,3.083,2.5,2.995,0.0,3.497,32.0,9.076
5.574,0.625,2.7,-0.905,0.0,0.659,13.741,8.629,0.0,-3.66,-3.66,0.208,1.064,5,6.591,3.072,1.0,0.667,6.021,6.473,0.522,9.733,3.124,270.735,4.693,2.91,3.714,5.361,0,5.381,6.545,5.999,3.894,1.0,3.454,7.932,2.0,0.78,8.75,9.134,4.716,2.683,9.321,24.916,2.549,1.161,1.161,3.135,3.807,2.0,0.618,2.846,2.866,4.282,3.194,3.434,3.106,1,2.71,0.066,0.0,21.0,1.924,0.872,2.644,0.0,2.833,16.0,6.663
6.096,0.734,2.9,-0.917,0.0,0.637,14.691,9.292,0.0,-1.318,-1.318,0.214,0.871,6,6.821,2.954,1.318,0.64,5.894,6.822,0.516,9.884,3.124,223.651,4.575,2.683,4.812,6.447,0,5.958,7.557,8.084,4.033,1.732,3.523,10.933,2.318,0.817,11.75,9.231,4.65,2.531,9.681,12.244,3.0,2.0,2.0,3.738,4.419,2.732,0.602,3.119,2.866,4.225,3.346,4.357,3.306,7,2.554,0.037,0.0,22.75,1.924,2.0,2.498,0.0,3.135,22.0,7.657
5.57,0.604,3.0,-0.888,0.0,0.546,9.014,5.602,0.0,-4.789,-4.789,0.215,1.064,3,4.98,3.058,-0.14,0.554,5.205,4.871,0.573,7.429,3.124,247.193,4.365,2.635,3.178,4.89,0,4.601,5.531,5.204,3.835,0.618,3.212,6.466,0.86,0.598,7.25,7.427,4.505,2.535,7.08,24.059,2.115,1.0,1.0,2.833,3.497,1.618,0.506,2.562,2.866,4.104,2.862,2.996,2.934,1,2.553,0.08,0.0,18.333,1.959,0.07,2.548,-0.4,2.639,13.0,5.642
6.474,0.634,4.0,-0.778,0.0,1.084,21.026,10.301,0.008,2.061,2.061,0.253,1.382,12,10.427,3.757,2.277,1.113,6.035,8.681,6.919,14.273,8.794,258.964,4.745,3.204,5.523,7.298,8,7.625,9.245,10.916,3.994,2.598,3.914,11.885,3.025,1.243,36.25,10.522,5.653,2.995,11.564,38.934,3.823,2.822,2.822,4.379,5.066,3.325,1.002,3.708,3.577,4.598,3.754,4.96,3.557,0,2.989,0.028,18.5,67.0,3.071,2.955,3.078,0.0,3.761,42.0,9.452
4.58,0.654,2.9,-0.748,-0.4,0.792,10.506,5.861,0.0,-5.427,-5.427,0.257,0.804,0,4.723,3.19,-0.768,0.815,4.726,4.328,1.685,7.594,0.0,258.964,4.325,2.57,3.091,5.303,0,4.139,4.847,5.024,3.766,-0.101,3.261,6.382,0.232,0.57,8.5,6.537,4.848,2.57,6.982,13.825,2.214,0.431,0.431,2.944,3.611,0.899,0.591,2.806,2.814,4.301,2.909,2.89,2.873,0,2.618,0.044,0.0,25.167,1.95,0.0,2.499,-0.86,2.639,13.0,5.109
4.0,0.654,2.9,-0.748,-0.4,0.792,10.506,5.861,0.0,-5.427,-5.427,0.257,0.804,0,4.723,3.19,-0.768,0.815,4.726,4.328,1.685,7.594,0.0,258.964,4.325,2.57,3.091,5.303,0,4.139,4.847,5.024,3.766,-0.101,3.261,6.382,0.232,0.57,8.5,6.537,4.848,2.57,6.982,13.825,2.214,0.431,0.431,2.944,3.611,0.899,0.591,2.806,2.814,4.301,2.909,2.89,2.873,0,2.618,0.044,0.0,25.167,1.95,0.0,2.499,-0.86,2.639,13.0,5.109
4.99,0.647,2.6,-0.807,0.0,1.024,15.154,8.727,0.013,-2.891,-2.891,0.249,0.821,3,6.745,3.46,1.103,1.016,5.389,6.518,3.628,9.777,0.0,258.964,4.529,2.715,4.278,6.151,0,5.009,5.941,6.988,3.9,1.452,3.53,7.929,2.121,0.829,17.0,8.515,5.158,2.635,9.667,14.476,3.011,1.5,1.5,3.541,4.22,2.458,0.868,3.258,2.969,4.475,3.298,3.845,3.122,0,2.634,0.034,6.0,33.333,2.278,0.9,2.687,0.0,3.091,21.0,6.193
4.48,0.647,2.6,-0.807,0.0,1.024,15.154,8.727,0.013,-2.891,-2.891,0.249,0.821,3,6.745,3.46,1.103,1.016,5.389,6.518,3.628,9.777,0.0,258.964,4.529,2.715,4.278,6.151,0,5.009,5.941,6.988,3.9,1.452,3.53,7.929,2.121,0.829,17.0,8.515,5.158,2.635,9.667,14.476,3.011,1.5,1.5,3.541,4.22,2.458,0.868,3.258,2.969,4.475,3.298,3.845,3.122,0,2.634,0.034,6.0,33.333,2.278,0.9,2.687,0.0,3.091,21.0,6.193
8.36,0.63,2.0,-0.858,0.0,1.124,29.973,17.682,0.012,-1.043,-1.043,0.226,1.121,10,12.188,3.714,1.5,1.105,6.778,13.029,5.519,16.489,0.0,306.049,5.165,3.022,4.978,6.74,1,6.656,7.917,8.218,3.913,1.908,4.15,10.41,2.5,1.485,26.5,11.561,5.786,2.715,18.398,17.662,3.44,2.205,2.205,3.989,4.673,2.781,1.004,3.926,3.441,5.018,4.015,4.449,3.426,1,2.735,0.028,12.0,44.917,2.248,2.5,2.733,0.0,3.466,31.0,8.231
8.77,0.63,2.0,-0.858,0.0,1.124,29.973,17.682,0.012,-1.043,-1.043,0.226,1.121,10,12.188,3.714,1.5,1.105,6.778,13.029,5.519,16.489,0.0,306.049,5.165,3.022,4.978,6.74,1,6.656,7.917,8.218,3.913,1.908,4.15,10.41,2.5,1.485,26.5,11.561,5.786,2.715,18.398,17.662,3.44,2.205,2.205,3.989,4.673,2.781,1.004,3.926,3.441,5.018,4.015,4.449,3.426,1,2.735,0.028,12.0,44.917,2.248,2.5,2.733,0.0,3.466,31.0,8.231
6.97,0.63,2.0,-0.858,0.0,1.124,29.973,17.682,0.012,-1.043,-1.043,0.226,1.121,10,12.188,3.714,1.5,1.105,6.778,13.029,5.519,16.489,0.0,306.049,5.165,3.022,4.978,6.74,1,6.656,7.917,8.218,3.913,1.908,4.15,10.41,2.5,1.485,26.5,11.561,5.786,2.715,18.398,17.662,3.44,2.205,2.205,3.989,4.673,2.781,1.004,3.926,3.441,5.018,4.015,4.449,3.426,1,2.735,0.028,12.0,44.917,2.248,2.5,2.733,0.0,3.466,31.0,8.231
5.12,0.625,1.9,-0.864,0.0,0.856,31.609,18.124,0.013,-0.292,-0.292,0.22,1.208,14,12.621,3.729,1.802,0.839,7.293,13.584,5.592,17.266,0.0,329.591,5.195,3.108,4.922,6.661,1,7.058,8.412,8.245,3.929,1.908,4.171,10.912,2.765,1.524,27.0,12.345,5.87,2.804,18.999,17.662,3.55,2.278,2.278,3.989,4.673,2.781,0.815,3.952,3.504,5.083,4.06,4.401,3.474,1,2.819,0.032,12.0,46.333,2.44,2.5,2.811,0.0,3.497,32.0,8.726
4.5,0.625,1.9,-0.864,0.0,0.856,31.609,18.124,0.013,-0.292,-0.292,0.22,1.208,14,12.621,3.729,1.802,0.839,7.293,13.584,5.592,17.266,0.0,329.591,5.195,3.108,4.922,6.661,1,7.058,8.412,8.245,3.929,1.908,4.171,10.912,2.765,1.524,27.0,12.345,5.87,2.804,18.999,17.662,3.55,2.278,2.278,3.989,4.673,2.781,0.815,3.952,3.504,5.083,4.06,4.401,3.474,1,2.819,0.032,12.0,46.333,2.44,2.5,2.811,0.0,3.497,32.0,8.726
8.27,0.625,2.2,-0.851,0.0,1.078,27.015,15.666,0.01,-1.039,-1.039,0.234,1.102,10,11.23,3.611,1.5,1.053,6.103,11.933,5.398,14.994,3.124,270.735,5.061,2.994,4.965,6.654,1,6.128,7.338,8.168,3.841,1.908,4.08,9.905,2.5,1.37,25.75,9.833,5.707,2.715,16.728,17.662,3.296,1.919,1.919,3.932,4.615,2.781,0.97,3.862,3.34,4.915,3.925,4.437,3.374,1,2.735,0.027,12.0,43.417,2.244,2.5,2.725,0.0,3.434,30.0,7.609
8.74,0.625,2.2,-0.851,0.0,1.078,27.015,15.666,0.01,-1.039,-1.039,0.234,1.102,10,11.23,3.611,1.5,1.053,6.103,11.933,5.398,14.994,3.124,270.735,5.061,2.994,4.965,6.654,1,6.128,7.338,8.168,3.841,1.908,4.08,9.905,2.5,1.37,25.75,9.833,5.707,2.715,16.728,17.662,3.296,1.919,1.919,3.932,4.615,2.781,0.97,3.862,3.34,4.915,3.925,4.437,3.374,1,2.735,0.027,12.0,43.417,2.244,2.5,2.725,0.0,3.434,30.0,7.609
7.09,0.625,2.2,-0.851,0.0,1.078,27.015,15.666,0.01,-1.039,-1.039,0.234,1.102,10,11.23,3.611,1.5,1.053,6.103,11.933,5.398,14.994,3.124,270.735,5.061,2.994,4.965,6.654,1,6.128,7.338,8.168,3.841,1.908,4.08,9.905,2.5,1.37,25.75,9.833,5.707,2.715,16.728,17.662,3.296,1.919,1.919,3.932,4.615,2.781,0.97,3.862,3.34,4.915,3.925,4.437,3.374,1,2.735,0.027,12.0,43.417,2.244,2.5,2.725,0.0,3.434,30.0,7.609
7.2,0.679,8.5,-0.338,0.0,1.021,31.411,17.222,0.003,-1.0,-1.0,0.228,1.114,1,8.679,3.686,1.448,1.011,6.825,9.269,3.001,13.971,54.706,294.278,5.247,3.097,4.797,6.587,8,6.97,8.449,7.896,3.918,1.98,3.977,10.696,2.451,1.338,21.25,7.81,5.519,2.963,15.013,34.657,3.464,2.018,2.018,3.839,4.522,2.921,0.958,3.7,3.52,4.828,3.879,4.28,3.388,1,2.963,0.032,7.0,36.833,2.258,2.247,3.026,0.0,3.332,27.0,8.634
4.523,0.641,10.5,1.075,0.0,1.076,15.632,5.065,0.011,-0.45,-0.45,0.323,1.072,5,8.646,3.811,1.988,1.057,3.713,6.831,5.983,8.63,84.479,148.989,4.278,3.029,5.486,7.233,3,5.55,6.667,9.898,3.926,2.14,3.743,8.977,2.877,1.074,30.75,6.611,5.457,2.715,8.236,57.722,3.66,2.847,2.847,4.23,4.916,2.988,1.039,3.856,3.331,4.304,3.408,4.872,3.341,0,2.735,0.031,16.0,53.944,2.703,2.5,3.034,0.0,3.555,34.0,7.03
5.0,0.685,9.3,-0.703,0.0,0.942,31.442,12.604,0.009,2.275,2.275,0.279,1.428,4,13.263,3.876,2.427,1.113,6.076,11.889,8.103,16.748,41.338,223.651,4.966,3.377,5.56,7.462,0,8.154,9.977,11.283,4.004,2.439,4.196,13.661,3.118,1.716,42.25,12.453,6.171,3.227,16.52,26.792,4.041,2.63,2.63,4.477,5.165,3.236,1.296,4.136,3.714,5.013,3.901,5.039,3.655,1,3.245,0.037,21.0,72.583,3.1,3.099,3.286,0.0,3.861,46.5,10.271
5.0,0.689,8.6,-0.721,0.0,0.612,34.451,15.577,0.013,2.785,2.785,0.27,1.506,4,13.939,3.934,2.427,0.608,6.744,13.058,8.075,17.595,41.338,247.193,5.109,3.427,5.627,7.505,2,8.908,10.914,11.936,4.066,2.609,4.275,15.183,3.146,1.793,43.75,14.462,6.256,3.235,17.62,26.792,4.073,2.883,2.883,4.543,5.231,3.334,0.963,4.211,3.752,5.083,4.042,5.101,3.742,3,3.248,0.037,21.0,75.25,3.219,3.118,3.288,0.0,3.922,49.5,11.237
4.75,0.625,4.5,-0.823,0.0,1.2,19.321,9.467,0.012,-0.259,-0.259,0.249,1.204,14,7.617,3.563,2.009,1.231,5.317,6.97,6.647,9.739,19.91,223.651,4.662,3.129,5.283,6.936,3,6.322,7.537,10.05,3.872,2.079,3.735,9.995,2.869,0.988,31.5,8.225,5.567,2.916,8.904,29.388,3.396,2.239,2.239,4.127,4.812,2.967,1.086,3.662,3.407,4.412,3.687,4.705,3.408,0,2.931,0.023,16.5,52.5,2.777,2.671,2.919,0.0,3.584,35.0,7.806
4.0,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
4.0,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
4.0,0.654,3.3,-0.673,-0.4,0.0,8.927,3.569,0.0,-5.215,-5.215,0.315,0.807,0,6.361,3.017,-0.505,0.0,4.411,4.905,1.494,8.123,3.124,188.338,3.902,2.695,3.584,5.517,0,3.818,4.656,5.557,3.745,0.783,3.28,6.603,0.876,0.637,10.0,6.917,4.757,2.333,6.003,8.074,2.444,1.138,1.138,3.135,3.807,1.792,0.0,3.017,2.933,3.948,2.68,3.401,2.913,0,2.382,0.072,1.5,27.722,1.826,0.416,2.378,-0.4,2.773,15.0,4.953
4.0,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
4.0,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
4.0,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
4.0,0.654,3.3,-0.673,-0.4,0.0,8.927,3.569,0.0,-5.215,-5.215,0.315,0.807,0,6.361,3.017,-0.505,0.0,4.411,4.905,1.494,8.123,3.124,188.338,3.902,2.695,3.584,5.517,0,3.818,4.656,5.557,3.745,0.783,3.28,6.603,0.876,0.637,10.0,6.917,4.757,2.333,6.003,8.074,2.444,1.138,1.138,3.135,3.807,1.792,0.0,3.017,2.933,3.948,2.68,3.401,2.913,0,2.382,0.072,1.5,27.722,1.826,0.416,2.378,-0.4,2.773,15.0,4.953
4.47,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
7.545,0.58,1.9,-0.851,0.0,0.903,25.922,13.684,0.013,-0.823,-0.823,0.215,1.256,11,12.38,3.555,1.211,0.844,7.781,9.89,3.754,18.156,0.0,376.675,5.032,3.089,4.408,6.337,4,7.011,8.203,6.873,3.946,1.5,4.049,9.266,2.242,1.441,20.25,11.547,5.755,3.025,14.426,23.821,3.153,1.924,1.924,3.701,4.382,2.5,0.999,3.66,3.306,4.865,3.729,4.056,3.388,2,3.049,0.038,7.5,45.5,2.487,1.641,3.005,0.0,3.296,26.0,8.586
6.511,0.629,4.8,-0.799,0.0,0.897,35.876,16.706,0.008,2.275,2.275,0.241,1.319,6,15.713,3.767,1.937,1.027,8.445,14.316,6.669,22.413,37.308,364.904,5.164,3.284,5.243,6.956,6,8.965,10.847,9.871,3.961,2.35,4.342,14.093,3.204,2.021,36.5,15.676,5.892,3.067,20.228,32.626,3.827,2.742,2.742,4.248,4.934,3.262,1.174,4.02,3.652,5.064,4.017,4.775,3.717,0,3.084,0.046,17.0,65.056,3.3,2.804,3.244,0.0,3.784,43.0,11.208
7.014,0.6,1.9,-0.869,0.0,1.106,26.946,13.225,0.008,0.774,0.774,0.22,1.331,14,12.619,3.668,1.564,1.085,7.288,10.948,5.566,17.489,3.124,317.82,4.983,3.211,4.873,6.643,14,7.419,8.945,8.641,3.942,2.104,4.063,10.971,2.563,1.5,28.5,11.818,5.878,3.043,15.107,29.541,3.405,2.234,2.234,4.007,4.691,2.937,1.061,3.796,3.407,4.913,3.835,4.449,3.512,2,3.05,0.037,13.5,51.167,2.699,2.5,3.056,0.0,3.555,34.0,9.176
7.432,0.609,4.2,0.604,0.0,0.912,72.155,37.614,0.009,2.901,2.901,0.201,1.765,36,25.541,3.729,2.71,0.914,13.365,26.658,9.389,36.943,57.157,553.242,6.009,3.678,5.513,7.238,6,13.87,16.732,9.455,4.002,2.74,4.913,20.916,3.525,3.318,50.5,22.759,6.781,3.547,38.609,59.116,3.736,2.851,2.851,4.59,5.278,3.643,0.969,4.672,3.729,5.77,4.795,5.019,4.11,2,3.526,0.039,22.5,96.917,3.414,3.432,3.64,0.0,4.143,62.0,17.083
