pXC50,CATS2D_08_PP,SsssN,SpMin3_Bh.e.,SM05_EA.dm.,SdO,SpMax7_Bh.p.,SpMin1_Bh.s.,ATSC6p,Yindex,Vindex,ATS6p,SM13_EA.dm.,ATS8i,SM11_EA.dm.,ATSC6m,ATSC7p,ATSC7v,ATSC8m,ATSC6i,ATS8e,ATS6v,ATSC7m,ATS6i,Infective.50,ATS5p,ATS7e,ATS5i,ATS2i,Eta_C,ON1V,SM15_EA.dm.,ATSC6v,Eta_L,ATSC5i,ATS7p,ATS5e,DLS_04,SpMin8_Bh.v.,ATSC8i,Inflammat.80,ATS5v,SM03_EA.dm.,ATSC5v,ATSC5p,ATSC7i,MATS1i,ATS2e,ATS3e,ATS7i,ATS7v,ATS4e,ATSC4v,ATSC5m,Se,ATS4v,ATSC8v,ATSC3i,SpMax8_Bh.s.,ATS4p,Si,ATS6e,SM07_EA.dm.,SpMin8_Bh.p.,ATS4i,ATSC8p,ON0V,ATS1i,ATS8p,CATS2D_08_DP
4.052,0,0.0,1.761,0.0,12.894,2.73,1.173,5.769,0.546,0.197,3.61,0.0,4.242,0.0,13.058,5.446,6.841,11.416,0.761,4.04,3.551,11.603,4.42,0,3.692,4.132,4.427,4.328,15.014,2.2,0.0,5.945,4.421,0.751,3.51,4.29,0.4,0.997,0.631,1,3.661,0.0,6.4,5.95,0.683,-0.087,4.227,4.407,4.322,3.426,4.386,6.435,12.367,38.385,3.757,6.478,0.847,3.823,3.766,41.618,4.263,0.0,0.984,4.498,5.031,7.533,3.836,3.349,0
4.541,0,0.0,1.476,4.506,22.017,2.386,1.108,6.545,0.638,0.219,3.837,12.452,4.32,10.509,13.586,7.775,7.302,13.648,0.92,4.136,3.699,19.037,4.412,0,3.833,4.215,4.455,4.231,16.184,1.953,14.386,6.139,4.821,0.99,3.778,4.308,0.4,0.983,0.759,0,3.743,2.361,5.42,6.364,0.809,0.157,4.149,4.289,4.34,3.627,4.308,4.864,14.633,35.647,3.72,7.155,0.949,3.573,3.77,38.415,4.271,6.556,0.939,4.45,6.273,6.4,3.782,3.527,0
4.523,0,0.0,1.657,0.0,12.312,2.991,1.182,10.142,0.412,0.158,4.118,0.0,4.893,0.0,27.505,9.824,10.635,26.276,1.378,4.656,3.99,30.089,4.835,0,4.115,4.672,4.919,4.668,27.113,2.888,0.0,10.697,7.057,1.441,4.091,4.723,0.5,1.279,1.244,0,4.003,0.0,11.449,10.429,1.357,-0.036,4.529,4.692,4.859,3.948,4.815,11.869,28.914,52.382,4.049,13.542,1.383,3.869,4.169,57.807,4.657,0.0,1.246,5.011,10.551,9.776,4.156,3.998,0
4.383,0,2.367,1.639,0.268,0.0,2.735,1.28,8.597,0.535,0.195,3.708,0.054,4.301,0.082,20.565,6.398,9.021,12.8,1.007,4.054,3.542,16.025,4.765,0,3.905,4.256,4.908,4.575,16.528,2.676,0.035,12.02,5.109,1.208,3.473,4.651,0.8,1.095,0.689,1,3.745,0.325,13.717,9.664,0.799,-0.156,4.405,4.631,4.516,3.328,4.643,13.2,23.507,42.483,3.849,6.941,1.244,3.539,3.984,47.943,4.502,0.188,1.062,4.868,4.823,8.067,3.971,3.302,0
4.554,0,3.875,1.847,0.801,37.875,2.914,1.289,10.847,0.412,0.158,3.998,2.15,4.637,1.768,28.282,9.714,13.014,23.282,1.416,4.428,3.887,27.606,4.986,0,4.066,4.718,5.085,4.755,22.447,2.986,2.538,13.676,6.201,1.489,3.842,4.877,0.6,1.107,1.044,1,3.977,0.57,13.137,11.161,1.29,-0.199,4.607,4.882,4.96,3.738,4.93,12.869,31.978,52.931,4.041,9.205,1.734,4.262,4.115,58.618,4.767,1.074,1.062,5.124,8.034,9.16,4.165,3.678,0
4.206,0,0.0,1.876,0.0,12.571,2.906,1.227,9.593,0.542,0.196,3.882,0.0,4.468,0.0,23.831,7.829,10.805,15.594,1.217,4.248,3.745,21.77,4.908,0,4.016,4.52,4.947,4.587,18.286,2.825,0.0,13.122,5.241,1.302,3.654,4.737,0.6,1.165,0.786,0,3.9,0.0,13.626,10.18,1.046,-0.097,4.434,4.643,4.784,3.54,4.705,12.096,24.777,45.811,3.985,7.846,1.246,3.766,4.065,51.152,4.669,0.0,1.136,4.887,5.98,8.95,4.036,3.517,0
4.177,0,0.0,1.7,3.675,23.819,2.947,1.208,6.6,0.479,0.177,3.905,9.003,4.913,7.706,21.627,7.037,9.457,23.01,1.316,4.694,3.882,22.145,4.865,0,3.887,4.682,4.913,4.714,22.651,2.98,10.294,8.889,6.355,1.37,3.924,4.697,0.6,1.243,1.294,1,3.88,2.179,9.225,6.416,1.32,-0.024,4.549,4.789,4.888,3.891,4.775,9.163,23.063,52.552,3.922,10.882,1.49,4.052,3.92,58.813,4.662,5.06,1.242,4.995,7.95,9.217,4.195,3.914,0
4.177,0,3.863,1.518,6.479,12.31,2.565,1.081,9.321,1.145,0.371,3.568,19.176,3.936,16.07,28.974,6.762,6.725,17.732,0.909,3.717,3.327,21.871,4.464,1,3.789,4.153,4.587,4.35,21.177,2.338,22.261,9.156,5.853,1.056,3.306,4.392,1.0,0.757,0.515,1,3.532,3.072,10.966,11.307,0.775,-0.205,4.158,4.256,4.392,3.06,4.356,9.891,34.676,33.945,3.681,6.348,0.978,3.207,3.902,37.872,4.25,9.747,0.671,4.481,6.034,7.567,3.711,3.002,0
4.177,0,0.0,1.611,0.0,11.954,2.781,1.117,4.693,0.356,0.143,3.324,0.0,4.055,0.0,10.344,4.64,4.277,10.161,0.543,3.881,3.286,11.003,4.058,0,3.45,3.987,4.252,4.361,17.001,2.225,0.0,4.314,5.366,0.696,3.305,4.109,0.4,1.084,0.529,0,3.37,0.0,5.699,6.5,0.588,-0.105,4.281,4.353,4.134,3.237,4.315,5.381,17.442,39.789,3.557,5.111,0.831,3.956,3.598,42.747,3.943,0.0,1.092,4.456,4.573,7.283,3.863,3.242,0
4.301,0,3.454,1.669,6.69,27.413,3.123,1.3,18.7,0.725,0.248,4.55,17.441,5.673,14.758,51.137,20.079,24.11,55.743,2.534,5.443,4.445,54.865,5.501,0,4.474,5.377,5.515,4.972,34.654,3.75,20.124,21.514,7.761,2.433,4.599,5.289,0.9,1.438,2.782,0,4.383,3.911,19.591,16.072,2.67,-0.18,4.79,4.978,5.589,4.492,5.17,17.657,49.858,64.272,4.328,22.713,2.053,4.687,4.436,72.177,5.283,9.389,1.465,5.372,18.072,12.362,4.351,4.501,0
4.177,0,0.0,1.855,0.0,13.483,2.744,1.083,9.809,0.674,0.235,3.937,0.0,4.969,0.0,26.389,10.774,11.168,25.004,1.118,4.777,3.881,25.188,4.802,0,3.914,4.622,4.885,4.568,18.091,2.435,0.0,9.475,5.027,1.199,4.038,4.713,0.6,1.086,1.29,0,3.842,0.0,9.536,11.225,1.169,-0.204,4.451,4.596,4.779,3.946,4.613,10.213,32.633,47.549,3.815,12.652,1.102,3.952,3.957,52.421,4.661,0.0,1.062,4.769,10.213,8.867,4.037,4.033,0
4.407,0,0.0,1.421,0.0,12.266,2.333,1.119,4.289,0.841,0.283,3.178,0.0,3.393,0.0,10.146,3.885,3.691,18.015,0.463,3.2,3.058,8.982,3.85,1,3.244,3.506,3.956,3.912,13.268,1.418,0.0,3.63,3.989,0.514,3.083,3.831,0.4,0.435,0.25,1,3.171,0.0,3.265,4.145,0.369,0.215,3.85,4.012,3.672,2.866,3.969,3.666,7.012,26.596,3.306,3.611,0.578,3.144,3.338,28.34,3.707,0.0,0.499,4.08,3.563,4.726,3.471,2.736,0
4.177,0,1.299,1.67,3.879,36.803,2.994,1.151,8.978,0.392,0.152,3.85,9.832,4.732,8.371,25.279,7.587,8.919,20.795,1.148,4.549,3.813,20.735,4.916,0,3.94,4.591,5.054,4.746,24.642,3.006,11.289,11.4,6.37,1.279,3.769,4.858,0.8,1.213,0.979,1,3.909,2.221,12.544,10.167,1.045,-0.134,4.61,4.806,4.766,3.749,4.894,11.134,29.715,54.222,4.015,8.705,1.374,4.221,4.032,59.488,4.72,5.413,1.246,5.054,7.287,10.317,4.185,3.707,0
4.537,0,0.0,1.865,0.0,38.813,3.038,1.253,11.28,0.414,0.153,4.228,0.0,5.046,0.0,27.777,11.054,12.558,27.091,1.51,4.853,4.183,25.488,5.037,0,4.215,4.882,5.046,4.743,24.436,3.142,0.0,12.056,6.397,1.584,4.231,4.884,0.4,1.343,1.502,0,4.169,0.0,12.279,11.33,1.497,-0.057,4.636,4.881,5.046,4.165,4.917,11.901,29.407,56.643,4.165,14.185,1.583,4.322,4.212,61.989,4.879,0.0,1.365,5.088,11.78,9.95,4.226,4.204,0
4.177,0,0.0,1.494,0.0,24.423,2.852,1.213,6.513,0.568,0.211,3.562,0.0,4.299,0.0,20.246,5.564,7.246,12.902,0.966,4.141,3.543,18.533,4.71,0,3.737,4.353,4.788,4.482,16.247,2.256,0.0,8.187,4.605,1.072,3.403,4.604,0.6,1.042,0.679,1,3.707,0.0,8.957,7.45,0.807,-0.142,4.346,4.515,4.573,3.398,4.567,8.558,21.398,43.8,3.784,5.287,1.085,4.031,3.805,48.239,4.505,0.0,1.023,4.738,4.606,8.367,3.975,3.363,0
4.177,0,0.0,1.898,4.738,58.853,3.021,1.231,10.116,0.444,0.174,3.902,12.489,4.732,10.568,29.381,8.932,10.096,22.093,1.223,4.549,3.845,25.08,4.956,0,3.991,4.62,5.063,4.694,22.324,2.894,14.408,11.457,5.988,1.392,3.825,4.872,0.6,1.152,1.002,0,3.938,2.675,12.183,10.911,1.085,0.011,4.578,4.836,4.797,3.765,4.903,12.793,32.774,54.298,4.009,9.345,1.474,4.707,4.075,59.408,4.77,6.707,1.143,5.081,7.929,9.533,4.164,3.747,0
4.528,0,0.0,1.572,3.168,12.612,2.864,1.328,8.17,0.437,0.162,3.683,8.894,4.216,7.5,21.279,6.423,6.211,14.016,1.044,4.054,3.57,16.79,4.615,0,3.848,4.225,4.651,4.475,21.108,2.513,10.279,8.863,5.829,1.114,3.587,4.469,0.4,1.078,0.751,0,3.735,1.593,8.729,8.072,0.883,0.001,4.36,4.541,4.413,3.486,4.539,9.819,19.653,42.087,3.912,4.999,1.191,3.693,4.045,46.036,4.404,4.654,1.044,4.702,5.386,8.15,3.953,3.569,0
4.63,0,2.1,1.774,0.393,13.118,3.006,1.248,11.019,0.508,0.186,4.119,0.273,4.708,0.312,25.026,10.251,13.875,20.191,1.304,4.481,4.001,23.347,4.977,0,4.203,4.668,5.014,4.651,21.776,2.874,0.236,13.84,5.775,1.366,3.938,4.827,0.6,1.252,0.968,0,4.117,0.325,14.558,11.417,1.185,-0.117,4.511,4.697,4.901,3.805,4.79,12.792,25.617,50.92,4.139,10.421,1.231,4.046,4.199,56.279,4.788,0.384,1.248,4.952,8.117,10.117,4.115,3.711,0
4.177,0,0.0,1.555,0.0,12.107,2.618,1.188,5.573,0.637,0.231,3.523,0.0,4.133,0.0,12.067,6.43,7.65,13.755,0.653,3.89,3.426,15.354,4.281,1,3.555,4.09,4.372,4.272,17.262,2.05,0.0,5.623,5.06,0.704,3.431,4.214,0.6,0.936,0.567,1,3.504,0.0,6.96,6.02,0.68,0.068,4.166,4.394,4.3,3.255,4.438,8.882,13.322,36.244,3.603,6.614,0.828,3.637,3.671,39.455,4.147,0.0,0.923,4.636,5.391,7.283,3.757,3.158,0
4.529,0,1.138,1.691,6.291,36.59,2.96,1.214,10.241,0.409,0.163,3.897,18.664,4.805,15.63,28.817,9.311,11.059,27.618,1.239,4.59,3.798,28.612,4.939,0,3.96,4.663,4.925,4.734,27.1,3.14,21.676,12.524,7.324,1.283,3.812,4.744,0.8,1.247,1.052,0,3.848,3.104,12.087,10.552,1.122,-0.15,4.583,4.806,4.865,3.739,4.825,12.199,34.15,53.851,3.919,9.996,1.352,4.131,4.019,59.349,4.713,9.456,1.257,5.013,8.58,9.793,4.159,3.715,0
4.177,0,1.54,1.66,3.162,26.227,2.926,1.215,12.262,0.698,0.242,4.222,8.727,5.226,7.363,37.522,12.702,18.367,34.996,1.684,5.029,4.149,42.097,5.26,0,4.204,5.164,5.22,4.949,32.846,3.888,10.083,17.356,8.085,1.612,4.25,5.02,1.0,1.371,1.709,0,4.138,1.668,16.816,12.003,1.775,-0.12,4.749,5.028,5.413,4.162,5.173,19.142,35.957,60.44,4.132,19.413,1.702,3.887,4.224,68.853,5.061,4.591,1.413,5.434,14.06,12.45,4.294,4.317,0
4.68,0,1.791,1.824,3.658,13.12,2.843,1.258,14.525,0.477,0.176,4.315,13.675,4.98,11.101,38.122,14.28,17.051,31.646,1.844,4.727,4.168,41.829,5.239,0,4.316,4.964,5.154,4.734,24.244,3.037,16.231,17.957,6.403,1.79,4.18,4.95,0.6,1.251,1.392,0,4.194,1.858,16.494,13.205,1.753,0.028,4.576,4.803,5.213,3.995,4.914,15.254,35.17,54.647,4.127,14.077,1.549,3.697,4.242,61.275,5.021,5.968,1.21,5.129,11.189,9.933,4.211,3.946,0
4.177,0,0.0,1.576,0.0,11.909,2.535,1.116,5.097,0.533,0.203,3.301,0.0,3.72,0.0,13.601,4.018,3.778,9.135,0.639,3.559,3.158,10.64,4.081,0,3.442,3.632,4.261,4.14,13.497,1.848,0.0,5.377,4.539,0.757,3.197,4.061,0.4,0.815,0.443,0,3.305,0.0,5.701,5.411,0.494,0.132,4.039,4.207,3.775,3.048,4.101,5.754,13.207,33.102,3.415,3.681,0.847,3.528,3.554,36.122,3.881,0.0,0.85,4.272,3.612,5.983,3.68,3.083,0
4.177,0,0.0,1.638,4.112,10.899,2.736,1.205,9.448,0.564,0.209,3.756,11.051,4.539,9.342,26.092,8.317,10.082,19.204,1.03,4.324,3.623,23.7,4.692,0,3.834,4.458,4.66,4.478,17.731,2.44,12.755,10.945,5.466,1.079,3.582,4.465,0.8,1.058,0.789,1,3.672,2.243,10.175,8.92,0.947,-0.129,4.34,4.549,4.691,3.469,4.484,9.095,24.308,42.331,3.677,6.889,1.118,3.674,3.803,46.866,4.494,5.889,1.033,4.676,6.01,7.35,3.934,3.364,0
4.052,0,3.543,1.781,0.393,39.394,3.039,1.29,16.308,0.462,0.172,4.36,0.273,5.201,0.312,48.895,14.891,17.96,39.825,1.974,4.987,4.237,40.302,5.384,0,4.422,5.031,5.429,4.961,31.852,3.619,0.236,19.914,8.054,2.126,4.265,5.209,0.8,1.423,1.601,0,4.292,0.325,21.117,17.669,1.712,-0.182,4.8,5.033,5.238,4.145,5.175,19.493,53.341,63.254,4.293,15.793,1.899,4.11,4.419,70.57,5.165,0.384,1.376,5.374,13.271,11.65,4.333,4.172,0
4.177,0,1.382,1.566,3.201,24.344,2.752,1.159,7.3,0.521,0.198,3.555,9.254,4.462,7.767,23.867,5.661,6.31,19.013,0.948,4.253,3.499,16.742,4.725,0,3.751,4.267,4.83,4.589,21.688,2.872,10.732,8.823,6.263,1.132,3.452,4.612,0.8,1.107,0.781,1,3.634,1.593,11.383,9.46,0.768,-0.01,4.429,4.6,4.426,3.411,4.576,10.126,28.287,45.214,3.754,7.75,1.19,3.695,3.843,50.282,4.503,4.75,1.062,4.744,6.635,8.817,3.996,3.458,0
4.996,0,0.866,1.622,6.716,38.662,3.01,1.236,9.95,0.712,0.247,3.953,17.441,5.062,14.758,23.487,11.493,12.147,38.302,1.556,4.82,3.9,30.391,4.912,0,3.941,4.852,5.133,4.697,24.601,2.759,20.124,10.994,6.369,1.79,3.965,4.963,0.8,1.214,1.512,1,3.97,3.979,10.332,10.38,1.883,-0.079,4.556,4.79,5.064,3.905,4.937,11.316,35.425,48.636,4.048,12.232,1.69,4.661,4.04,53.716,4.727,9.396,1.193,5.102,11.11,8.545,4.054,3.772,0
4.798,0,0.0,1.488,0.0,11.574,2.424,1.189,4.499,1.031,0.349,3.041,0.0,3.649,0.0,12.054,3.423,4.64,7.249,0.531,3.424,2.903,10.956,4.201,0,3.266,3.794,4.41,4.215,11.712,1.986,0.0,6.33,3.715,0.645,2.726,4.161,0.8,0.815,0.305,1,3.132,0.0,7.605,5.525,0.406,-0.061,4.037,4.16,4.056,2.592,4.252,7.684,15.027,30.942,3.359,3.072,0.736,3.507,3.459,34.824,3.957,0.0,0.771,4.446,2.256,6.583,3.629,2.477,0
4.513,0,1.521,1.796,3.114,38.424,2.941,1.417,12.673,0.536,0.201,4.152,8.695,5.044,7.335,38.335,11.905,16.206,34.359,1.55,4.795,4.019,39.167,5.231,0,4.205,4.916,5.247,4.887,29.43,3.651,10.048,16.82,7.822,1.602,4.064,5.036,1.0,1.311,1.296,0,4.085,1.593,17.287,13.808,1.435,-0.135,4.713,5.026,5.155,3.921,5.114,17.87,45.092,58.174,4.147,14.367,1.75,4.248,4.265,65.385,4.996,4.559,1.312,5.329,11.002,10.593,4.248,3.94,0
4.177,0,1.836,1.869,3.756,26.303,2.884,1.488,11.616,0.535,0.192,4.133,9.198,5.009,7.872,31.658,12.351,15.931,34.411,1.398,4.792,4.025,34.404,5.076,0,4.112,4.879,5.154,4.735,27.876,3.134,10.518,14.638,7.398,1.503,4.155,4.938,0.8,1.122,1.262,1,4.028,2.221,14.908,11.888,1.397,-0.055,4.587,4.95,5.102,4.029,5.028,16.498,35.857,51.225,4.097,15.088,1.569,3.976,4.194,56.871,4.869,5.169,1.078,5.251,11.649,8.902,4.129,4.082,0
4.177,0,3.463,1.767,2.548,24.902,2.737,1.399,10.772,0.487,0.18,4.034,6.895,4.934,5.822,29.904,9.461,13.079,25.678,1.515,4.681,3.933,29.751,5.111,0,4.044,4.828,5.043,4.783,23.094,3.159,7.964,14.949,6.717,1.476,3.911,4.829,0.8,1.104,1.245,1,3.96,1.404,13.594,10.106,1.482,-0.168,4.604,4.913,5.073,3.819,4.91,14.145,27.986,51.411,3.964,11.725,1.66,3.88,4.037,57.904,4.873,3.653,1.082,5.144,8.578,8.876,4.164,3.789,0
4.177,0,5.329,1.741,0.674,0.0,2.941,1.39,14.82,0.523,0.191,4.15,0.487,4.709,0.55,37.592,12.096,16.513,19.396,1.678,4.386,3.902,33.262,5.261,0,4.215,4.824,5.275,4.772,22.598,3.24,0.427,19.92,6.913,1.729,3.852,4.997,1.0,1.107,0.899,1,4.015,0.57,19.703,14.109,1.411,-0.135,4.576,4.899,5.149,3.587,5.001,20.074,35.854,48.883,4.043,10.462,1.672,3.504,4.247,55.899,4.977,0.66,1.062,5.262,7.419,8.65,4.111,3.491,0
4.052,0,0.0,1.476,0.0,0.0,2.659,1.218,3.341,0.674,0.231,3.284,0.0,3.921,0.0,9.546,3.265,3.78,7.514,0.803,3.712,3.274,8.111,4.21,1,3.388,3.871,4.32,4.196,11.348,1.765,0.0,3.851,3.618,0.887,3.189,4.11,0.4,0.816,0.642,1,3.376,0.0,4.132,3.824,0.743,-0.105,4.06,4.271,4.072,3.153,4.225,5.175,10.676,31.673,3.488,4.084,1.093,3.495,3.488,35.077,3.998,0.0,0.8,4.433,3.398,5.693,3.72,2.98,0
4.178,0,0.0,1.638,4.112,10.926,2.789,1.205,9.975,0.55,0.205,3.816,11.051,4.659,9.342,27.555,9.077,11.296,24.564,1.091,4.429,3.678,25.447,4.756,0,3.896,4.55,4.767,4.56,19.836,2.635,12.755,11.783,5.819,1.164,3.675,4.567,0.8,1.067,0.888,1,3.733,2.243,11.201,9.713,1.032,-0.124,4.41,4.609,4.793,3.543,4.603,10.932,27.207,45.214,3.761,8.422,1.191,3.866,3.894,50.282,4.555,5.889,1.039,4.809,7.351,8.267,3.999,3.474,0
4.959,0,1.251,1.619,3.114,38.56,2.735,1.221,9.95,0.672,0.238,3.928,8.694,4.823,7.334,26.799,10.002,11.842,31.389,1.173,4.611,3.83,27.528,4.9,0,3.917,4.682,4.937,4.608,21.002,2.576,10.046,12.343,5.858,1.232,3.877,4.769,0.8,1.107,0.998,1,3.861,1.593,9.9,9.322,1.157,-0.186,4.473,4.729,4.892,3.762,4.805,10.61,30.259,45.865,3.922,11.048,1.311,4.202,3.962,50.435,4.698,4.559,1.062,4.963,9.551,8.176,3.999,3.772,0
4.052,0,0.0,1.567,0.0,24.541,2.902,1.119,9.371,0.613,0.236,3.86,0.0,4.774,0.0,28.753,8.247,12.328,21.342,1.249,4.487,3.727,27.947,5.041,0,3.895,4.729,4.911,4.67,20.013,3.208,0.0,13.365,5.982,1.209,3.688,4.721,1.0,1.089,0.895,1,3.813,0.0,11.899,8.725,1.109,-0.115,4.495,4.71,5.005,3.539,4.652,10.329,25.639,50.232,3.81,10.457,1.149,3.814,3.838,56.401,4.802,0.0,1.068,4.814,6.99,9.333,4.096,3.523,0
4.177,0,0.0,1.698,0.0,24.581,3.024,1.287,10.698,0.536,0.213,3.988,0.0,4.957,0.0,32.55,9.954,14.503,25.332,1.39,4.678,3.844,30.93,5.165,0,4.01,4.853,5.065,4.798,23.489,3.708,0.0,15.345,6.977,1.369,3.86,4.854,1.0,1.178,1.071,1,3.913,0.0,14.053,10.04,1.245,-0.106,4.614,4.85,5.123,3.689,4.802,12.683,29.916,56.0,3.906,13.162,1.308,4.018,3.958,63.232,4.922,0.0,1.174,4.993,8.994,10.333,4.204,3.734,0
4.767,0,1.962,1.785,0.653,13.086,2.991,1.4,11.046,0.478,0.177,4.081,2.143,5.104,1.754,30.121,10.711,15.466,29.266,1.491,4.824,3.949,28.218,5.126,0,4.11,4.827,5.178,4.808,23.923,3.332,2.535,15.854,6.594,1.561,4.027,4.926,0.8,1.383,1.38,1,3.987,0.325,16.411,11.346,1.426,-0.126,4.617,4.882,5.075,3.89,4.982,16.76,31.726,53.454,4.033,14.555,1.605,3.645,4.152,60.77,4.874,1.001,1.378,5.231,9.846,10.15,4.204,3.937,0
4.177,0,0.0,1.783,5.201,51.62,3.253,1.345,21.657,0.694,0.256,4.721,12.332,6.007,10.558,65.191,22.779,32.918,75.626,2.705,5.743,4.622,71.354,5.846,0,4.649,5.698,5.819,5.274,56.004,5.114,14.109,31.092,11.862,2.542,4.746,5.606,0.9,1.536,2.773,0,4.577,3.246,28.447,19.94,2.838,-0.065,5.084,5.442,5.93,4.632,5.668,30.77,66.9,85.934,4.54,33.227,2.383,4.506,4.643,97.597,5.616,7.009,1.534,5.937,22.391,16.617,4.621,4.688,0
4.64,0,2.18,1.691,0.393,26.237,3.011,1.228,14.879,0.572,0.201,4.236,0.273,5.036,0.312,46.211,12.768,14.274,31.067,1.757,4.838,4.128,40.03,5.292,0,4.272,4.994,5.309,4.802,24.968,2.994,0.236,17.165,6.502,1.839,4.123,5.105,0.8,1.455,1.326,1,4.164,0.325,17.965,14.751,1.538,-0.208,4.66,4.849,5.181,4.055,4.975,14.664,44.3,54.636,4.156,13.64,1.499,4.118,4.232,60.531,5.084,0.384,1.421,5.134,11.164,10.117,4.191,4.021,0
4.177,0,0.0,1.468,2.579,11.926,2.571,1.213,5.894,0.633,0.23,3.439,7.405,3.774,6.232,15.172,5.023,4.43,9.398,0.711,3.631,3.266,14.168,4.155,1,3.546,3.794,4.251,4.129,13.265,1.735,8.567,5.877,4.195,0.828,3.259,4.078,0.4,0.806,0.459,1,3.389,1.305,4.997,5.793,0.591,0.006,4.023,4.218,3.957,3.114,4.152,5.271,15.577,32.32,3.474,3.817,0.908,3.521,3.559,35.205,3.962,3.828,0.793,4.321,3.818,5.7,3.681,3.157,0
4.767,0,1.312,1.882,1.15,40.686,3.021,1.396,19.179,0.719,0.235,4.641,2.489,5.472,2.151,51.195,18.828,22.034,46.683,2.151,5.274,4.573,49.187,5.468,0,4.591,5.308,5.455,4.815,32.183,3.252,2.835,20.919,7.198,2.209,4.624,5.293,0.8,1.367,2.045,0,4.523,0.747,19.664,18.852,2.096,-0.087,4.693,4.962,5.473,4.548,5.177,17.833,53.856,58.742,4.438,22.47,1.667,4.446,4.523,64.392,5.317,1.492,1.378,5.326,18.29,10.876,4.236,4.504,0
6.5,0,0.0,1.709,2.324,12.853,2.856,1.271,11.549,0.512,0.186,4.158,6.531,5.057,5.504,34.234,11.567,15.935,29.451,1.69,4.816,4.073,33.389,5.238,0,4.188,4.958,5.253,4.788,25.306,3.154,7.551,15.962,6.578,1.729,4.055,5.029,0.8,1.187,1.301,1,4.119,1.195,16.303,11.726,1.54,-0.092,4.638,4.924,5.202,3.953,4.981,16.269,35.157,55.007,4.103,13.133,1.543,3.877,4.185,61.69,5.008,3.407,1.172,5.199,9.792,10.2,4.215,3.912,0
5.3,0,0.0,1.675,2.324,12.49,2.794,1.27,10.08,0.641,0.229,3.963,6.531,4.895,5.504,32.627,9.841,13.211,31.694,1.282,4.663,3.863,30.255,5.037,0,3.978,4.782,5.101,4.691,24.435,2.8,7.551,13.553,6.24,1.357,3.884,4.873,1.0,1.187,1.003,1,3.905,1.195,13.678,9.884,1.204,-0.081,4.536,4.819,5.018,3.774,4.893,15.18,33.443,49.229,3.935,11.3,1.297,3.877,4.04,55.136,4.813,3.407,1.172,5.118,8.719,9.476,4.092,3.75,0
6.3,0,1.969,1.812,0.653,12.991,2.883,1.446,11.463,0.555,0.206,4.008,2.143,4.95,1.754,31.818,11.04,14.338,30.617,1.285,4.731,3.873,33.234,5.055,0,4.005,4.799,5.085,4.72,25.443,3.121,2.535,14.963,7.029,1.311,3.981,4.859,1.0,1.085,1.138,0,3.889,0.325,14.974,11.569,1.243,-0.164,4.56,4.84,5.029,3.846,4.865,14.431,32.764,50.334,3.937,13.579,1.318,3.967,4.041,55.997,4.828,1.001,1.062,5.074,10.533,9.152,4.094,3.929,0
6.2,0,1.915,1.819,0.653,12.937,2.883,1.446,10.682,0.555,0.206,3.968,2.143,4.898,1.754,29.438,10.575,14.038,28.247,1.238,4.665,3.839,29.164,4.982,0,3.944,4.701,4.981,4.637,24.181,3.026,2.535,13.639,6.799,1.242,3.978,4.765,0.8,1.084,1.142,0,3.846,0.325,13.035,10.485,1.191,-0.117,4.485,4.81,4.932,3.83,4.817,13.321,28.75,47.342,3.906,12.986,1.322,3.967,4.005,52.455,4.758,1.001,1.062,5.032,9.837,8.436,4.03,3.899,0
5.5,0,1.918,1.81,0.653,12.94,2.8,1.446,10.987,0.556,0.207,3.977,2.143,4.84,1.754,30.117,11.116,14.099,39.546,1.147,4.638,3.841,34.42,4.95,0,3.938,4.7,4.956,4.627,27.362,2.936,2.535,13.548,7.226,1.157,4.005,4.746,0.8,1.058,0.942,0,3.831,0.325,12.887,10.86,1.093,-0.128,4.486,4.81,4.919,3.84,4.795,13.105,30.732,46.771,3.897,13.001,1.234,4.174,4.011,51.26,4.735,1.001,1.015,4.996,10.7,8.188,4.008,3.939,0
7.7,0,2.013,1.84,0.653,13.518,2.872,1.447,13.568,0.489,0.179,4.251,2.143,5.265,1.754,34.703,13.839,18.719,34.461,1.705,5.012,4.133,33.887,5.247,0,4.224,5.009,5.213,4.812,25.614,3.607,2.535,18.102,7.222,1.638,4.252,4.997,0.7,1.131,1.743,0,4.125,0.325,17.322,13.105,1.771,-0.061,4.651,4.967,5.246,4.114,4.981,16.66,33.803,55.756,4.106,19.411,1.744,3.735,4.201,62.654,5.024,1.001,1.099,5.198,14.21,9.843,4.211,4.209,0
6.9,0,2.013,1.836,0.653,13.338,2.865,1.448,11.705,0.494,0.181,4.084,2.143,5.143,1.754,30.616,12.06,16.256,30.479,1.466,4.889,3.964,28.983,5.115,0,4.084,4.86,5.139,4.755,23.702,3.384,2.535,15.602,6.889,1.482,4.121,4.915,0.8,1.163,1.539,0,3.98,0.325,15.72,11.869,1.538,-0.065,4.594,4.913,5.094,3.982,4.927,15.578,31.615,51.872,4.026,17.171,1.656,3.813,4.122,58.239,4.885,1.001,1.142,5.145,12.574,9.176,4.144,4.071,0
