pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.2,0,0.0,12.962,3.923,12.805,1.461,0.0,0,1.458,3.897,3.964,2,1.024,0.0,3,3,4971.0,0,1.719,4.892,32.0,2,3.89,49.07,0.0,2.82,2.82,5.48,1.747,1.942,4,66.119,2.644,9.096,0.035,2.687,14.579,1.014,1.014,1.032,0,6.13,5.485,5.748,4.431,0,1.407,6.035,0.961,1.571,10.045,2.394,5.73,82.833,8.176,0.522,3.674,3.767,3.286,3.258,5.01,3.254,4.083,4.205,3.582,3.589,5.376,3.56,4.368
5.2,0,0.0,23.439,3.97,29.144,1.776,30.892,0,1.8,3.932,4.139,4,1.52,157.782,4,4,20903.0,1,1.933,5.349,50.25,5,4.136,104.144,1.989,3.403,3.507,12.96,1.931,2.849,5,110.811,2.94,15.936,0.481,3.034,37.743,4.896,4.896,1.391,1,8.233,6.873,7.374,5.167,0,1.427,7.867,1.173,1.649,16.0,4.046,16.368,140.7,8.214,0.692,4.194,4.31,3.88,3.781,5.359,3.755,4.675,4.827,4.242,4.167,5.827,4.121,4.863
5.2,0,0.0,8.463,3.947,11.475,1.672,0.0,0,1.672,3.916,4.014,4,0.214,0.0,2,2,6792.0,0,1.849,4.773,34.0,4,3.95,34.796,0.0,2.687,2.57,8.576,1.85,1.593,2,72.844,2.735,9.852,0.218,2.687,22.908,2.275,2.275,1.181,0,6.708,5.796,6.211,4.833,0,1.438,6.411,1.132,1.452,10.833,2.479,6.144,93.09,7.581,0.692,3.822,3.93,3.397,3.431,5.0,3.403,4.288,4.43,3.693,3.792,5.43,3.737,4.561
5.2,0,0.0,4.452,3.859,3.014,1.242,17.064,0,1.228,3.839,4.105,1,0.393,68.146,2,2,3046.0,0,1.68,4.45,27.25,3,4.111,49.683,1.788,2.687,2.543,4.918,1.696,1.5,0,61.202,2.074,8.535,0.0,2.25,10.789,1.389,1.389,0.868,2,7.472,6.405,6.83,4.184,0,1.449,7.264,1.085,1.813,7.684,2.559,6.547,72.996,9.726,0.762,3.472,3.556,3.316,3.182,4.775,3.146,3.908,4.005,3.728,3.578,5.286,3.518,4.104
6.6,0,0.0,25.341,3.934,44.488,1.54,4.656,0,1.563,3.886,3.99,5,3.49,0.0,6,6,6797.0,1,1.892,5.273,30.75,1,3.879,135.387,0.0,3.01,2.683,6.828,1.909,1.738,4,74.983,2.821,10.978,0.285,2.844,27.226,2.718,2.718,1.343,0,6.637,5.753,5.993,5.021,2,1.427,6.366,0.919,1.521,9.48,2.485,6.173,98.333,6.949,0.444,3.978,4.13,3.469,3.465,5.07,3.442,4.508,4.703,3.821,3.861,5.572,3.802,4.827
6.0,1,3.082,9.723,3.954,12.115,1.63,41.691,1,1.644,3.933,4.138,3,0.251,102.957,2,2,8170.0,1,1.927,5.08,38.75,4,4.043,51.582,1.479,2.873,2.871,6.412,1.938,2.035,4,79.412,2.73,10.353,0.19,2.687,15.665,3.129,3.129,1.122,0,7.678,6.502,6.965,4.61,0,1.456,7.398,1.004,1.662,10.231,3.746,14.036,93.764,8.958,0.759,3.801,3.901,3.515,3.418,5.089,3.429,4.262,4.379,3.891,3.793,5.586,3.794,4.515
5.2,0,0.0,3.905,3.856,2.313,1.125,17.064,0,1.148,3.837,4.104,1,-0.249,66.818,1,1,2990.0,0,1.613,4.755,27.25,3,4.11,16.786,1.558,2.795,2.626,4.694,1.632,1.686,0,61.49,2.01,8.535,0.0,2.225,9.61,1.292,1.292,0.903,2,7.488,6.405,6.83,4.133,0,1.445,7.261,0.981,1.818,7.105,3.161,9.991,71.174,10.122,0.762,3.448,3.506,3.319,3.162,4.787,3.135,3.879,3.952,3.735,3.556,5.358,3.506,4.073
5.2,1,3.331,12.326,3.949,10.44,1.57,6.616,1,1.58,3.932,4.199,3,0.289,169.725,2,2,8713.0,1,1.944,5.066,38.5,2,4.095,84.908,3.74,3.051,2.919,6.558,1.971,2.057,2,81.279,2.788,10.909,0.299,2.807,20.896,2.904,2.904,1.284,2,7.91,6.769,7.238,4.78,0,1.401,7.693,1.148,1.617,11.154,3.933,15.472,101.44,8.079,0.724,3.897,4.008,3.54,3.414,5.093,3.429,4.368,4.52,3.861,3.766,5.496,3.771,4.486
5.2,0,0.0,11.76,3.651,13.388,1.085,2.104,0,1.076,3.633,4.108,0,-0.634,83.604,0,0,1985.0,0,1.442,4.243,22.5,1,4.138,62.74,1.718,2.949,2.358,2.893,1.41,1.249,0,65.884,1.732,9.592,0.0,2.117,17.369,-0.535,-0.535,0.32,2,7.303,6.454,6.785,3.634,0,1.366,7.198,1.058,2.111,5.529,4.043,16.343,70.518,15.027,0.526,3.281,3.306,3.487,3.081,4.528,3.032,3.766,3.816,4.013,3.507,5.121,3.435,3.894
5.2,0,0.0,15.484,3.85,17.351,1.183,0.0,0,1.197,3.836,4.051,6,1.114,0.0,3,3,3904.0,0,1.551,4.907,30.0,2,3.997,18.011,0.0,2.976,3.063,5.759,1.58,2.204,5,73.946,2.271,11.287,0.0,2.518,11.215,1.046,1.046,0.768,0,7.177,6.285,6.546,4.402,0,1.398,6.923,0.894,1.836,7.045,3.894,15.162,85.665,11.886,0.5,3.567,3.616,3.494,3.251,4.914,3.251,3.997,4.048,3.963,3.668,5.403,3.654,4.308
6.6,0,3.01,12.618,3.967,11.022,1.758,2.757,1,1.771,3.937,4.123,4,0.882,118.625,3,3,11180.0,1,1.864,5.395,38.0,4,4.034,83.009,2.056,3.236,3.084,9.366,1.868,2.233,3,87.264,2.777,12.809,0.249,2.824,26.855,3.176,3.176,1.23,1,7.498,6.388,6.822,4.914,0,1.425,7.26,0.959,1.567,12.0,3.877,15.028,111.899,8.019,0.71,3.994,4.113,3.627,3.59,5.118,3.562,4.494,4.648,3.987,3.979,5.555,3.93,4.733
5.2,1,3.284,8.592,3.982,7.94,1.859,13.915,1,1.856,3.95,4.129,3,0.847,126.087,3,3,11968.0,1,1.926,5.364,39.75,4,4.047,83.254,2.339,3.164,3.045,8.985,1.931,2.217,4,85.307,2.735,11.944,0.381,2.749,24.043,2.759,2.759,1.278,1,6.916,6.167,6.533,4.921,0,1.419,6.839,1.031,1.441,13.214,2.897,8.39,111.736,7.41,0.71,4.006,4.128,3.576,3.59,5.131,3.565,4.49,4.646,3.877,3.961,5.539,3.911,4.734
5.2,0,0.0,13.021,3.951,18.055,1.692,0.0,0,1.68,3.924,4.016,1,-0.396,0.0,1,1,7681.0,0,1.849,4.925,35.25,4,3.951,34.796,0.0,2.988,2.737,9.619,1.852,1.827,3,75.615,2.735,10.464,0.218,2.687,25.383,2.275,2.275,1.181,0,6.733,5.876,6.26,4.94,0,1.439,6.422,1.194,1.432,11.56,3.351,11.226,98.009,7.387,0.667,3.884,3.994,3.445,3.476,5.028,3.446,4.369,4.527,3.749,3.827,5.47,3.777,4.586
6.2,0,2.792,11.612,3.997,14.467,1.64,0.0,1,1.66,3.949,4.122,0,1.075,89.691,3,3,6052.0,2,1.696,4.837,33.0,3,4.06,101.203,1.744,2.933,2.78,8.464,1.748,1.906,2,83.57,2.647,11.152,0.058,2.687,29.386,2.761,2.761,1.042,0,7.68,6.406,6.918,4.461,0,1.425,7.397,1.058,1.625,9.391,3.392,11.508,99.612,11.562,0.808,3.731,3.859,3.683,3.384,4.922,3.335,4.186,4.333,4.157,3.781,5.304,3.715,4.371
5.2,0,0.0,18.565,3.941,21.497,1.673,15.245,0,1.713,3.908,4.013,10,1.662,0.0,4,4,9500.0,0,1.926,4.524,37.75,2,3.947,53.787,0.0,2.914,3.007,9.716,1.905,2.136,4,87.129,2.735,11.767,0.218,2.687,27.558,2.275,2.275,1.181,0,6.128,5.688,6.001,4.932,1,1.428,6.17,0.956,1.74,11.214,3.813,14.542,109.528,8.598,0.6,3.93,4.039,3.598,3.526,5.176,3.507,4.378,4.499,3.979,3.879,5.668,3.849,4.693
5.2,0,0.0,19.939,3.904,27.31,1.631,17.288,0,1.615,3.848,4.095,2,1.084,0.0,3,3,6244.0,0,1.739,5.023,31.0,3,3.982,54.706,0.054,2.989,2.971,7.192,1.758,2.033,5,75.765,2.529,10.959,0.095,2.623,24.975,2.835,2.835,0.984,0,7.62,6.465,6.876,4.93,1,1.458,7.257,0.995,1.833,9.88,0.893,0.798,84.745,8.295,0.407,3.871,3.978,3.494,3.321,5.136,3.353,4.4,4.567,3.911,3.717,5.726,3.738,4.662
5.3,0,0.0,20.274,3.898,26.657,1.541,6.604,0,1.534,3.852,3.96,2,0.438,0.0,2,2,4751.0,0,1.591,4.808,32.75,1,3.878,100.652,0.0,2.988,2.92,4.982,1.619,1.5,1,70.117,2.473,9.597,0.045,2.575,16.846,0.953,0.953,1.023,0,5.621,5.616,5.662,4.459,0,1.341,5.69,1.353,1.854,10.136,2.202,4.851,80.166,9.346,0.522,3.645,3.752,3.384,3.157,4.97,3.182,4.093,4.245,3.727,3.471,5.404,3.48,4.24
5.2,0,0.0,12.198,3.876,8.953,1.58,33.672,0,1.563,3.862,4.046,3,1.164,0.0,3,3,8121.0,1,1.617,5.114,36.75,0,3.967,141.622,0.0,2.906,2.777,4.524,1.623,1.856,0,90.68,2.376,12.351,0.0,2.681,9.646,2.561,2.561,1.04,3,7.27,6.299,6.677,4.428,0,1.401,7.012,0.749,1.989,9.731,2.724,7.418,103.978,10.735,0.69,3.782,3.881,3.724,3.373,5.134,3.36,4.175,4.283,4.066,3.73,5.484,3.695,4.248
5.2,1,0.0,15.768,3.994,18.04,1.761,23.434,0,1.769,3.94,4.177,0,-0.806,101.941,0,0,7960.0,2,1.913,4.731,31.25,2,4.078,20.584,1.902,3.002,2.937,9.675,1.902,2.074,0,80.545,2.844,12.574,0.469,2.848,32.152,2.79,2.79,1.417,2,7.678,6.579,7.048,5.136,0,1.481,7.475,0.849,1.436,9.333,5.449,29.694,106.016,6.769,0.5,4.072,4.198,3.572,3.601,5.063,3.564,4.663,4.851,3.982,4.032,5.634,3.973,4.948
6.3,0,2.995,11.401,4.046,14.466,1.593,4.901,1,1.643,3.994,4.142,0,-0.342,93.487,1,1,6977.0,2,1.703,4.87,33.25,3,4.035,68.306,2.148,2.904,2.937,6.421,1.723,2.116,2,73.73,2.735,10.68,0.374,2.687,19.697,2.613,2.613,1.215,2,7.741,6.451,6.951,4.765,0,1.484,7.441,0.956,1.411,9.167,4.09,16.728,96.138,7.693,0.75,3.85,3.977,3.477,3.454,4.931,3.432,4.339,4.505,3.774,3.822,5.328,3.775,4.515
5.2,0,0.0,24.205,4.049,35.393,1.823,4.836,0,1.81,4.033,4.102,6,1.568,264.631,4,4,14513.0,1,1.901,5.388,43.0,4,4.014,85.704,1.543,3.266,3.105,9.639,1.901,2.298,5,95.173,2.759,13.538,0.366,2.777,25.503,3.485,3.485,1.365,1,7.769,6.653,7.118,4.979,0,1.454,7.537,1.036,1.56,13.0,3.144,9.887,117.129,7.821,0.629,4.096,4.205,3.707,3.649,5.231,3.649,4.608,4.75,4.075,4.044,5.743,4.022,4.83
5.4,0,0.0,29.191,3.942,39.986,1.864,0.0,0,1.873,3.923,4.072,6,2.307,0.0,5,5,16937.0,1,1.873,5.625,46.5,4,3.997,72.043,0.0,3.251,3.389,12.294,1.882,2.593,8,103.253,2.952,14.913,0.362,3.041,33.745,3.926,3.926,1.337,0,7.872,6.556,7.003,5.233,0,1.449,7.392,1.081,1.621,14.294,1.97,3.881,125.906,7.94,0.486,4.171,4.28,3.771,3.691,5.383,3.697,4.663,4.81,4.135,4.069,5.888,4.058,4.941
5.4,1,0.0,10.63,3.749,9.918,1.382,14.099,0,1.384,3.7,4.11,2,4.113,68.69,6,6,2348.0,1,1.683,4.75,20.75,1,4.107,101.265,1.391,2.855,2.232,9.318,1.685,1.215,1,68.093,2.113,8.833,0.0,2.254,50.702,-0.482,-0.482,0.906,0,6.266,5.874,6.217,4.566,1,1.319,6.48,0.81,1.871,7.222,-0.87,0.756,75.987,11.35,0.526,3.598,3.732,3.497,3.087,4.817,3.05,4.083,4.256,3.969,3.519,5.247,3.436,4.357
5.2,0,0.0,13.35,3.893,18.993,1.474,21.564,0,1.501,3.834,4.075,1,0.425,0.0,2,2,4459.0,0,1.642,4.954,33.0,1,3.993,86.378,0.724,2.7,2.823,4.047,1.66,1.955,2,65.091,2.284,8.48,0.012,2.524,11.456,2.136,2.136,0.905,0,7.012,6.021,6.379,4.318,0,1.393,6.694,1.16,1.789,8.81,1.153,1.328,72.629,9.138,0.739,3.586,3.7,3.312,3.115,4.908,3.155,4.02,4.159,3.648,3.443,5.406,3.469,4.232
5.9,0,0.0,6.079,3.866,4.338,1.242,32.024,0,1.228,3.848,4.107,1,0.41,71.529,2,2,3369.0,0,1.68,4.736,28.0,3,4.111,49.683,1.393,2.82,2.747,5.009,1.696,1.857,0,64.532,2.074,8.535,0.0,2.256,10.021,1.471,1.471,0.819,2,7.541,6.47,6.876,4.214,0,1.439,7.333,1.087,1.904,7.7,2.764,7.641,73.213,10.368,0.727,3.488,3.566,3.369,3.179,4.857,3.163,3.929,4.018,3.798,3.574,5.399,3.541,4.137
5.2,0,0.0,17.812,3.915,27.533,1.425,0.0,0,1.419,3.892,3.999,3,0.364,0.0,2,2,5841.0,0,1.847,4.793,32.0,1,3.903,52.807,0.0,2.865,2.82,5.582,1.866,1.948,3,75.219,2.483,10.738,0.0,2.687,16.853,2.136,2.136,0.989,0,6.447,5.493,5.725,4.386,0,1.408,6.095,0.984,1.828,10.087,2.027,4.107,91.283,10.241,0.48,3.659,3.748,3.482,3.297,4.918,3.293,4.095,4.212,3.84,3.62,5.376,3.602,4.321
5.4,0,0.0,6.325,3.683,5.0,1.259,5.402,0,1.274,3.611,4.139,0,2.415,69.685,4,4,1489.0,0,1.269,4.202,24.0,1,4.115,132.936,3.066,2.37,2.083,3.06,1.277,0.913,1,50.101,1.591,7.333,0.0,1.792,9.659,-0.849,-0.849,0.209,1,7.557,6.558,7.005,3.834,0,1.394,7.47,1.592,1.772,5.067,0.407,0.166,60.671,10.394,0.882,3.258,3.381,3.16,2.848,4.588,2.85,3.661,3.798,3.597,3.246,4.988,3.221,3.715
5.2,0,0.0,14.469,3.924,21.18,1.862,31.387,0,1.88,3.86,4.152,1,-0.329,127.033,1,1,12157.0,1,1.982,5.008,41.75,1,4.006,89.564,0.692,3.217,3.027,10.359,1.982,2.27,1,93.338,2.748,13.677,0.469,2.793,28.888,3.982,3.982,1.417,1,8.187,6.772,7.297,5.135,0,1.431,7.819,0.556,1.519,11.548,3.976,15.812,120.439,7.361,0.647,4.138,4.276,3.7,3.64,5.25,3.626,4.67,4.879,4.071,4.029,5.731,4.004,4.89
6.3,1,5.967,0.0,4.068,0.0,1.645,23.542,2,1.684,4.021,4.147,3,0.374,117.653,2,2,3167.0,2,1.687,4.807,28.0,4,4.055,66.897,4.13,2.722,2.605,4.187,1.701,1.657,3,55.256,2.087,8.048,0.0,2.121,10.774,1.152,1.152,0.914,0,7.777,6.517,7.039,4.162,0,1.485,7.53,1.106,1.432,7.222,2.332,5.436,69.842,8.367,0.952,3.497,3.616,3.188,3.121,4.663,3.119,3.956,4.092,3.544,3.528,5.081,3.509,4.111
5.2,0,0.0,16.529,3.945,22.806,1.56,19.121,0,1.588,3.915,4.105,6,1.698,118.128,4,4,10041.0,0,1.913,5.154,40.0,3,4.112,131.658,2.073,3.347,3.165,9.302,1.909,2.381,5,93.634,2.735,13.349,0.181,2.771,29.87,2.689,2.689,1.181,1,7.561,6.463,6.868,4.716,0,1.401,7.339,1.098,1.748,11.852,4.293,18.433,113.392,10.461,0.733,3.861,3.964,3.757,3.555,5.061,3.508,4.303,4.417,4.172,3.952,5.527,3.873,4.535
5.2,0,0.0,12.88,3.954,17.698,1.726,0.0,0,1.722,3.926,4.017,4,0.898,0.0,3,3,8302.0,0,1.85,5.028,36.0,4,3.951,67.693,0.0,3.036,2.763,9.854,1.853,1.85,2,79.197,2.735,10.655,0.218,2.687,27.23,2.407,2.407,1.181,0,6.758,5.909,6.291,5.014,0,1.422,6.465,1.165,1.486,11.577,2.173,4.721,101.21,7.393,0.643,3.932,4.052,3.485,3.498,5.093,3.474,4.411,4.571,3.783,3.855,5.517,3.808,4.646
5.2,0,0.0,19.736,3.986,29.077,1.564,7.35,0,1.596,3.954,4.105,8,1.627,123.892,4,4,10900.0,0,1.877,4.887,40.25,5,4.089,83.895,2.033,3.067,3.232,8.711,1.87,2.481,5,87.625,2.765,13.179,0.291,2.866,23.702,4.113,4.113,1.282,1,7.523,6.489,6.875,4.892,0,1.461,7.331,1.087,1.574,11.464,5.018,25.183,116.937,8.094,0.71,3.971,4.088,3.66,3.609,5.126,3.566,4.436,4.586,4.021,4.005,5.581,3.932,4.652
6.2,1,3.353,9.966,3.922,11.206,1.695,2.757,1,1.662,3.891,4.135,0,0.284,83.199,2,2,4036.0,1,1.824,4.515,27.25,3,4.025,50.357,1.748,2.687,2.635,8.26,1.812,1.691,5,61.837,2.582,9.658,0.288,2.548,23.296,2.037,2.037,1.188,1,7.548,6.386,6.853,4.884,0,1.479,7.266,1.066,1.448,8.048,3.04,9.244,82.939,7.035,0.696,3.776,3.902,3.295,3.335,4.863,3.301,4.293,4.474,3.692,3.728,5.349,3.682,4.534
5.2,0,0.0,16.178,3.894,22.484,1.49,6.604,0,1.548,3.835,4.085,2,0.42,0.0,2,2,6150.0,0,1.676,4.948,35.0,2,4.008,86.378,0.516,2.865,2.854,4.937,1.71,1.993,2,73.642,2.311,9.114,0.019,2.523,12.426,2.192,2.192,0.975,0,7.215,6.226,6.591,4.473,0,1.397,6.914,1.098,1.905,9.583,1.889,3.57,78.386,9.803,0.654,3.689,3.796,3.454,3.186,5.037,3.248,4.182,4.314,3.902,3.523,6.065,3.584,4.327
6.9,0,0.0,8.643,4.081,6.358,1.694,56.219,0,1.733,4.027,4.196,1,-0.25,105.387,1,1,10941.0,2,1.886,5.099,40.75,1,4.015,69.225,0.742,3.076,3.292,5.536,1.88,2.602,3,91.732,2.668,13.329,0.356,2.77,15.848,4.424,4.424,1.353,1,8.613,7.079,7.64,4.803,0,1.471,8.138,0.688,1.829,10.067,3.68,13.545,104.337,8.922,0.735,3.999,4.103,3.712,3.494,5.262,3.535,4.511,4.652,4.154,3.892,5.804,3.938,4.735
5.9,1,0.0,20.575,3.954,25.071,1.75,11.505,0,1.771,3.915,4.163,5,1.632,136.571,4,4,12949.0,1,1.956,5.094,45.0,3,4.043,103.531,0.517,3.153,3.344,9.154,1.962,2.57,4,94.763,2.735,13.41,0.298,2.768,26.113,3.673,3.673,1.276,2,7.913,6.763,7.193,5.055,0,1.444,7.639,1.107,1.657,12.097,2.95,8.705,117.464,8.166,0.647,4.055,4.174,3.691,3.57,5.294,3.584,4.524,4.674,4.054,3.937,5.786,3.935,4.704
5.2,0,0.0,7.745,3.936,9.649,1.572,0.0,0,1.578,3.903,4.009,1,-0.399,0.0,1,1,5738.0,0,1.848,4.564,32.75,4,3.947,34.796,0.0,2.687,2.548,6.747,1.849,1.547,2,66.49,2.735,9.132,0.218,2.687,17.184,2.136,2.136,1.181,0,6.642,5.719,6.135,4.581,0,1.445,6.345,1.098,1.387,10.773,2.989,8.937,87.127,7.589,0.75,3.718,3.83,3.309,3.364,4.874,3.329,4.176,4.323,3.592,3.713,5.306,3.651,4.416
5.2,0,0.0,23.252,3.973,27.981,1.845,30.892,0,1.865,3.932,4.141,5,2.272,161.407,5,5,22216.0,1,1.934,5.428,51.0,5,4.136,104.144,1.896,3.388,3.509,13.287,1.932,2.846,5,114.869,2.938,16.105,0.507,3.059,39.384,4.922,4.922,1.387,1,8.271,6.896,7.391,5.209,0,1.417,7.888,1.149,1.698,16.417,3.158,9.97,142.245,8.344,0.675,4.218,4.329,3.908,3.787,5.414,3.77,4.694,4.836,4.262,4.176,5.867,4.137,4.889
5.9,0,2.896,16.433,4.001,24.041,1.682,11.771,1,1.711,3.949,4.128,1,0.267,112.253,2,2,9568.0,2,1.895,5.156,37.0,3,4.017,86.317,1.65,3.049,2.939,6.042,1.888,2.123,3,82.763,2.735,11.643,0.421,2.75,21.406,2.945,2.945,1.326,0,7.779,6.481,6.988,4.805,0,1.452,7.462,0.954,1.546,12.074,3.692,13.629,105.211,7.669,0.7,3.963,4.096,3.564,3.506,5.103,3.493,4.461,4.635,3.895,3.885,5.544,3.849,4.674
5.2,0,0.0,16.723,3.794,26.983,1.22,3.559,0,1.211,3.76,4.002,0,0.526,0.0,2,2,2161.0,1,1.378,4.502,25.75,1,3.965,69.348,0.0,2.685,2.529,5.464,1.419,1.478,4,65.293,1.992,8.82,0.0,2.341,14.041,0.0,0.0,0.493,0,6.797,5.753,6.121,4.071,0,1.382,6.462,0.513,1.847,6.294,2.361,5.575,72.832,14.088,0.632,3.351,3.456,3.462,3.045,4.611,3.002,3.788,3.899,3.97,3.423,5.078,3.363,4.079
5.2,0,0.0,14.656,4.059,9.534,1.773,32.677,0,1.745,4.003,4.159,0,-0.707,94.582,0,0,9067.0,2,1.847,5.012,37.0,1,4.002,69.838,0.656,3.025,3.062,6.597,1.83,2.255,0,85.681,2.637,11.712,0.441,2.735,18.476,3.806,3.806,1.289,1,8.285,6.868,7.365,4.823,0,1.474,7.878,0.693,1.632,9.25,4.555,20.749,102.338,8.27,0.656,3.973,4.096,3.639,3.512,5.136,3.519,4.524,4.698,4.062,3.922,5.667,3.924,4.752
5.2,0,0.0,22.324,3.894,29.257,1.71,29.92,0,1.71,3.839,4.076,2,1.05,78.816,3,3,6429.0,0,1.784,5.083,29.0,1,3.984,39.146,0.0,3.052,3.019,10.653,1.772,2.057,2,83.214,2.712,11.58,0.093,2.762,25.939,3.632,3.632,1.093,0,7.35,6.335,6.73,4.958,0,1.469,7.009,1.075,1.927,8.346,2.204,4.86,95.444,8.871,0.207,3.908,4.009,3.642,3.455,5.12,3.447,4.482,4.63,4.105,3.906,5.742,3.887,4.783
5.7,0,2.824,5.985,3.855,3.854,1.527,19.075,1,1.549,3.832,4.13,1,0.445,0.0,2,2,3027.0,1,1.61,4.694,25.5,2,4.092,51.337,1.45,2.768,2.674,5.103,1.619,1.735,2,62.208,2.372,8.322,0.0,2.565,12.97,0.68,0.68,0.896,2,7.426,6.383,6.825,4.185,0,1.423,7.092,1.01,1.89,7.684,2.71,7.344,73.567,9.494,0.714,3.516,3.616,3.338,3.156,4.772,3.129,3.979,4.109,3.754,3.539,5.251,3.496,4.111
5.2,0,0.0,16.228,3.825,20.445,1.692,0.0,0,1.675,3.785,4.089,0,-0.717,64.496,0,0,3903.0,2,1.774,4.596,26.25,2,3.969,24.178,0.0,2.916,2.933,6.503,1.795,2.049,0,68.647,2.618,10.493,0.413,2.518,20.967,1.932,1.932,1.291,0,7.207,6.156,6.553,4.677,0,1.471,6.905,0.717,1.677,7.091,3.919,15.361,86.555,7.995,0.458,3.797,3.912,3.43,3.325,4.89,3.302,4.347,4.529,3.848,3.712,5.385,3.69,4.551
5.2,0,0.0,25.777,4.007,38.364,1.696,16.243,0,1.743,3.955,4.153,2,0.225,127.282,2,2,14535.0,2,1.998,5.151,40.25,3,4.036,89.441,1.498,3.171,3.254,8.96,1.989,2.392,1,94.512,2.928,13.836,0.504,2.866,31.505,3.611,3.611,1.472,1,7.995,6.643,7.141,5.161,0,1.479,7.641,0.97,1.525,13.484,3.596,12.929,124.203,7.421,0.6,4.14,4.277,3.719,3.666,5.232,3.65,4.683,4.869,4.086,4.087,5.69,4.05,4.94
6.0,0,0.0,30.639,3.972,45.182,1.777,19.187,0,1.792,3.946,4.085,6,2.469,0.0,5,5,14596.0,2,1.868,5.284,45.0,1,4.067,118.895,0.0,3.129,3.42,9.208,1.895,2.686,4,105.689,2.762,15.345,0.515,2.827,31.997,3.758,3.758,1.277,0,7.215,6.101,6.475,5.089,1,1.398,6.841,1.274,1.913,14.094,2.988,8.93,117.971,8.689,0.529,4.09,4.198,3.891,3.594,5.307,3.594,4.582,4.728,4.162,3.922,6.06,3.92,4.787
5.3,0,0.0,22.195,3.969,25.088,1.926,53.182,0,1.921,3.935,4.12,8,2.92,182.468,6,6,26662.0,0,1.994,5.741,47.75,5,4.128,118.601,1.987,3.418,3.436,15.356,1.963,2.597,6,118.308,3.122,16.434,0.648,3.245,43.156,3.83,3.83,1.561,1,8.026,6.763,7.217,5.357,0,1.398,7.703,0.999,1.468,18.553,6.786,46.048,160.207,7.202,0.537,4.352,4.486,3.913,3.955,5.426,3.892,4.865,5.047,4.23,4.344,5.879,4.237,5.127
5.2,0,0.0,16.821,3.895,21.151,1.859,46.347,0,1.866,3.865,4.161,1,0.257,123.693,2,2,11619.0,1,1.958,5.232,41.5,1,4.015,86.439,0.548,3.098,3.192,8.639,1.957,2.444,4,93.305,2.733,13.356,0.469,2.868,26.62,3.572,3.572,1.417,1,8.303,6.891,7.397,5.06,1,1.425,7.919,0.775,1.695,10.839,3.517,12.37,113.817,8.009,0.647,4.086,4.208,3.703,3.59,5.285,3.598,4.605,4.783,4.113,3.966,5.828,3.971,4.86
5.2,1,0.0,23.193,4.031,34.46,1.61,14.528,0,1.596,4.02,4.122,0,-0.241,75.402,1,1,5496.0,1,1.668,4.853,30.5,1,4.031,21.428,0.0,2.918,2.811,10.089,1.665,1.934,1,77.572,2.412,12.489,0.473,2.419,28.939,2.062,2.062,1.269,1,7.235,6.091,6.496,4.941,0,1.499,6.938,1.178,1.747,8.13,2.09,4.37,86.96,8.286,0.423,3.824,3.921,3.659,3.412,4.849,3.375,4.378,4.528,3.912,3.771,5.677,3.725,4.599
5.4,1,0.0,26.75,4.09,36.362,1.949,4.901,0,1.946,4.073,4.194,8,0.016,167.982,2,2,27525.0,2,2.019,5.868,57.75,7,4.116,19.91,3.975,3.413,3.513,17.772,2.01,2.908,3,123.057,3.051,17.956,0.687,3.114,43.63,4.983,4.983,1.6,2,8.453,7.142,7.61,5.512,1,1.471,8.075,1.04,1.356,13.293,8.869,78.661,164.25,7.407,0.717,4.378,4.483,3.949,4.003,5.487,3.969,4.886,5.032,4.316,4.399,5.988,4.347,5.146
5.2,0,0.0,8.785,3.954,10.379,1.644,2.757,0,1.676,3.928,4.137,3,0.251,99.245,2,2,7962.0,1,1.863,5.089,39.25,3,3.988,52.623,0.474,2.969,3.046,7.682,1.867,2.308,5,78.896,2.735,11.302,0.193,2.737,21.252,2.916,2.916,1.181,1,7.721,6.542,6.994,4.821,1,1.471,7.453,0.958,1.572,10.077,3.296,10.864,98.458,8.2,0.759,3.864,3.971,3.514,3.447,5.09,3.446,4.319,4.457,3.878,3.814,5.523,3.802,4.541
