pXC50,O.059,nROR,SpDiam_EA.ed.,ATS6s,Eig01_AEA.ed.,SpMax_AEA.ed.,nBnz,Mi,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,SpDiam_EA.bo.,Chi1_EA.bo.,ATS8m,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_betaS,SpMin6_Bh.i.,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.bo.,Eig14_AEA.ri.,CATS2D_02_AA,Chi0_EA.ri.,SpMaxA_EA.ri.,SpMin5_Bh.m.,SpMin6_Bh.e.,Eig15_AEA.ri.,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,C.,X1Per,IDM,X1Kup,CID,X1,SpMin6_Bh.p.,IVDM,Psi_i_0,Eig15_EA,SM09_AEA.dm.,RDSQ,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig15_EA.bo.,SpMaxA_AEA.ed.,S0K,HDcpx,X1Mad,MPC01,MWC01,nBO,SRW02,SM15_EA.ed.,SM14_EA.ed.,Eig14_AEA.ed.,BID,SpMaxA_AEA.bo.,nN.C.N.,SpMaxA_AEA.ri.,P_VSA_MR_5,ATS7m,GMTI,ATSC7m,SM13_EA.ed.,CATS2D_06_LL,LPRS,Psi_i_1,MPC07,Xu,IDDM,Eig06_EA.ri.,nSK,MPC08,P_VSA_e_3,Eig09_EA.ed.,SM04_AEA.ri.,ATS7v,Psi_e_0,SMTI,nRNHR,Eig11_EA.ed.,SM06_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,Eig11_AEA.ri.,SpAD_EA.ri.,SpDiam_AEA.ri.,X0,VvdwZAZ,CATS2D_05_LL,ATS7p,SpMin5_Bh.e.,X0sol,Psi_e_1,GGI10,GGI6,SpMax7_Bh.p.,N.067,Eig11_AEA.bo.,ATSC8s,C.027,SpMaxA_EA.bo.,CATS2D_08_AA,Eig11_AEA.ed.,IC4,S1K,SpMax7_Bh.v.,MWC10,N.074,ON0,MW,ATSC6i,TWC,ATS6v,Eig06_EA.ed.,SM15_AEA.dm.,Eig11_EA.bo.,IC5,piPC06,Eig01_AEA.dm.,SpMax_AEA.dm.,SpMin3_Bh.s.,D.Dtr06,TIC3,Eig09_AEA.dm.,SpDiam_AEA.dm.
5.481,0,0,20.508,6.154,7.199,7.199,2,1.115,12.717,12.717,12.717,3.444,3.444,5.444,3.444,7.593,12.807,4.166,4.412,4.412,19.5,1.162,19.662,19.662,19.662,19.662,19.662,17.49,1.174,2,20.125,0.101,1.557,1.206,0.94,4.593,4.593,4.593,45.8,7.601,8.48,9.598,4.117,13.99,1.418,4.774,20.599,0.098,0.098,294.485,16.194,16.194,16.194,16.194,16.194,0.116,0.218,140.881,1.732,13.044,3.526,3.526,33,4.205,38.235,35.714,3.234,3.41,0.143,0,0.134,38.605,4.357,9040.0,35.975,33.188,10,141.127,18.052,5.549,26.279,4.828,1.96,29,5.784,23.034,3.545,3.545,4.132,10.834,8565.0,0,2.815,2.815,3.915,3.915,2.066,48.378,5.481,20.284,351.9,9,4.232,1.319,21.284,4.924,0.061,1.243,2.909,0,2.399,80.328,0,0.139,0,3.701,5.361,18.981,2.901,12.629,0,14.833,428.34,1.67,13.118,4.231,6.761,6.761,1.357,5.361,6.633,4.058,4.058,1.091,209.655,253.323,2.025,6.058
5.69,0,0,20.508,6.154,7.199,7.199,2,1.115,12.717,12.717,12.717,3.444,3.444,5.444,3.444,7.593,12.807,4.166,4.412,4.412,19.5,1.162,19.662,19.662,19.662,19.662,19.662,17.49,1.174,2,20.125,0.101,1.557,1.206,0.94,4.593,4.593,4.593,45.8,7.601,8.48,9.598,4.117,13.99,1.418,4.774,20.599,0.098,0.098,294.485,16.194,16.194,16.194,16.194,16.194,0.116,0.218,140.881,1.732,13.044,3.526,3.526,33,4.205,38.235,35.714,3.234,3.41,0.143,0,0.134,38.605,4.357,9040.0,35.975,33.188,10,141.127,18.052,5.549,26.279,4.828,1.96,29,5.784,23.034,3.545,3.545,4.132,10.834,8565.0,0,2.815,2.815,3.915,3.915,2.066,48.378,5.481,20.284,351.9,9,4.232,1.319,21.284,4.924,0.061,1.243,2.909,0,2.399,80.328,0,0.139,0,3.701,5.361,18.981,2.901,12.629,0,14.833,428.34,1.67,13.118,4.231,6.761,6.761,1.357,5.361,6.633,4.058,4.058,1.091,209.655,253.323,2.025,6.058
6.569,0,0,20.603,6.331,7.224,7.224,2,1.118,12.81,12.81,12.81,3.455,3.455,5.455,3.455,7.595,13.852,4.189,4.421,4.421,20.5,1.162,21.077,21.077,21.077,21.077,21.077,18.904,1.435,2,21.517,0.095,1.658,1.207,1.134,4.595,4.595,4.595,44.4,8.448,8.664,10.598,4.18,14.99,1.419,4.875,22.232,0.151,0.151,318.729,17.248,17.248,17.248,17.248,17.248,0.167,0.206,153.58,1.748,14.019,3.584,3.584,35,4.263,38.344,35.815,3.245,3.474,0.135,0,0.126,43.674,4.386,10886.0,45.599,33.283,12,155.052,19.386,5.583,27.976,4.919,1.957,31,5.838,23.034,4.018,4.018,4.241,11.608,10381.0,0,2.906,2.906,3.949,3.949,2.296,50.908,5.49,21.698,386.5,9,4.346,1.459,22.698,5.227,0.114,1.479,2.956,0,2.529,83.164,0,0.131,0,3.813,5.482,20.866,2.952,12.664,0,15.833,456.4,1.871,13.152,4.374,6.573,6.573,1.504,5.482,6.652,4.062,4.062,1.146,230.452,294.009,2.043,6.062
5.955,0,0,20.603,6.331,7.224,7.224,2,1.118,12.81,12.81,12.81,3.455,3.455,5.455,3.455,7.595,13.852,4.189,4.421,4.421,20.5,1.162,21.077,21.077,21.077,21.077,21.077,18.904,1.435,2,21.517,0.095,1.658,1.207,1.134,4.595,4.595,4.595,44.4,8.448,8.664,10.598,4.18,14.99,1.419,4.875,22.232,0.151,0.151,318.729,17.248,17.248,17.248,17.248,17.248,0.167,0.206,153.58,1.748,14.019,3.584,3.584,35,4.263,38.344,35.815,3.245,3.474,0.135,0,0.126,43.674,4.386,10886.0,45.599,33.283,12,155.052,19.386,5.583,27.976,4.919,1.957,31,5.838,23.034,4.018,4.018,4.241,11.608,10381.0,0,2.906,2.906,3.949,3.949,2.296,50.908,5.49,21.698,386.5,9,4.346,1.459,22.698,5.227,0.114,1.479,2.956,0,2.529,83.164,0,0.131,0,3.813,5.482,20.866,2.952,12.664,0,15.833,456.4,1.871,13.152,4.374,6.573,6.573,1.504,5.482,6.652,4.062,4.062,1.146,230.452,294.009,2.043,6.062
5.351,0,0,20.603,6.331,7.224,7.224,2,1.118,12.81,12.81,12.81,3.455,3.455,5.455,3.455,7.595,13.852,4.189,4.421,4.421,20.5,1.162,21.077,21.077,21.077,21.077,21.077,18.904,1.435,2,21.517,0.095,1.658,1.207,1.134,4.595,4.595,4.595,44.4,8.448,8.664,10.598,4.18,14.99,1.419,4.875,22.232,0.151,0.151,318.729,17.248,17.248,17.248,17.248,17.248,0.167,0.206,153.58,1.748,14.019,3.584,3.584,35,4.263,38.344,35.815,3.245,3.474,0.135,0,0.126,43.674,4.386,10886.0,45.599,33.283,12,155.052,19.386,5.583,27.976,4.919,1.957,31,5.838,23.034,4.018,4.018,4.241,11.608,10381.0,0,2.906,2.906,3.949,3.949,2.296,50.908,5.49,21.698,386.5,9,4.346,1.459,22.698,5.227,0.114,1.479,2.956,0,2.529,83.164,0,0.131,0,3.813,5.482,20.866,2.952,12.664,0,15.833,456.4,1.871,13.152,4.374,6.573,6.573,1.504,5.482,6.652,4.062,4.062,1.146,230.452,294.009,2.043,6.062
6.538,0,0,20.603,6.331,7.224,7.224,2,1.118,12.81,12.81,12.81,3.455,3.455,5.455,3.455,7.595,13.852,4.189,4.421,4.421,20.5,1.162,21.077,21.077,21.077,21.077,21.077,18.904,1.435,2,21.517,0.095,1.658,1.207,1.134,4.595,4.595,4.595,44.4,8.448,8.664,10.598,4.18,14.99,1.419,4.875,22.232,0.151,0.151,318.729,17.248,17.248,17.248,17.248,17.248,0.167,0.206,153.58,1.748,14.019,3.584,3.584,35,4.263,38.344,35.815,3.245,3.474,0.135,0,0.126,43.674,4.386,10886.0,45.599,33.283,12,155.052,19.386,5.583,27.976,4.919,1.957,31,5.838,23.034,4.018,4.018,4.241,11.608,10381.0,0,2.906,2.906,3.949,3.949,2.296,50.908,5.49,21.698,386.5,9,4.346,1.459,22.698,5.227,0.114,1.479,2.956,0,2.529,83.164,0,0.131,0,3.813,5.482,20.866,2.952,12.664,0,15.833,456.4,1.871,13.152,4.374,6.573,6.573,1.504,5.482,6.652,4.062,4.062,1.146,230.452,294.009,2.043,6.062
6.721,0,0,20.947,6.36,7.334,7.334,2,1.118,12.953,12.953,12.953,3.503,3.503,5.503,3.503,7.595,13.878,4.258,4.466,4.466,20.5,1.162,20.264,20.264,20.264,20.264,20.264,18.092,1.367,2,20.704,0.096,1.573,1.207,0.97,4.595,4.595,4.595,44.4,8.111,8.675,10.301,4.174,14.664,1.419,4.846,22.091,0.064,0.064,325.612,17.267,17.267,17.267,17.267,17.267,0.076,0.21,148.825,1.749,13.692,3.584,3.584,35,4.263,38.783,36.251,3.321,3.474,0.135,0,0.128,54.15,4.382,10498.0,44.371,33.716,13,154.068,19.428,5.624,27.732,4.925,2.181,31,5.875,23.034,5.254,5.254,4.244,11.606,10031.0,0,3.123,3.123,3.95,3.95,2.296,52.435,5.535,22.077,386.5,11,4.356,1.39,23.077,5.284,0.144,1.501,2.912,0,2.76,71.314,0,0.131,0,4.009,5.064,20.866,2.903,12.743,0,16.583,456.4,1.921,13.229,4.368,6.971,6.971,1.771,5.064,6.653,4.1,4.1,1.146,228.234,271.48,2.104,6.1
5.9,0,0,20.947,6.36,7.334,7.334,2,1.118,12.953,12.953,12.953,3.503,3.503,5.503,3.503,7.595,13.878,4.258,4.466,4.466,20.5,1.162,20.264,20.264,20.264,20.264,20.264,18.092,1.367,2,20.704,0.096,1.573,1.207,0.97,4.595,4.595,4.595,44.4,8.111,8.675,10.301,4.174,14.664,1.419,4.846,22.091,0.064,0.064,325.612,17.267,17.267,17.267,17.267,17.267,0.076,0.21,148.825,1.749,13.692,3.584,3.584,35,4.263,38.783,36.251,3.321,3.474,0.135,0,0.128,54.15,4.382,10498.0,44.371,33.716,13,154.068,19.428,5.624,27.732,4.925,2.181,31,5.875,23.034,5.254,5.254,4.244,11.606,10031.0,0,3.123,3.123,3.95,3.95,2.296,52.435,5.535,22.077,386.5,11,4.356,1.39,23.077,5.284,0.144,1.501,2.912,0,2.76,71.314,0,0.131,0,4.009,5.064,20.866,2.903,12.743,0,16.583,456.4,1.921,13.229,4.368,6.971,6.971,1.771,5.064,6.653,4.1,4.1,1.146,228.234,271.48,2.104,6.1
5.87,0,0,20.947,6.36,7.334,7.334,2,1.118,12.953,12.953,12.953,3.503,3.503,5.503,3.503,7.595,13.878,4.258,4.466,4.466,20.5,1.162,20.264,20.264,20.264,20.264,20.264,18.092,1.367,2,20.704,0.096,1.573,1.207,0.97,4.595,4.595,4.595,44.4,8.111,8.675,10.301,4.174,14.664,1.419,4.846,22.091,0.064,0.064,325.612,17.267,17.267,17.267,17.267,17.267,0.076,0.21,148.825,1.749,13.692,3.584,3.584,35,4.263,38.783,36.251,3.321,3.474,0.135,0,0.128,54.15,4.382,10498.0,44.371,33.716,13,154.068,19.428,5.624,27.732,4.925,2.181,31,5.875,23.034,5.254,5.254,4.244,11.606,10031.0,0,3.123,3.123,3.95,3.95,2.296,52.435,5.535,22.077,386.5,11,4.356,1.39,23.077,5.284,0.144,1.501,2.912,0,2.76,71.314,0,0.131,0,4.009,5.064,20.866,2.903,12.743,0,16.583,456.4,1.921,13.229,4.368,6.971,6.971,1.771,5.064,6.653,4.1,4.1,1.146,228.234,271.48,2.104,6.1
5.896,0,0,20.883,6.306,7.329,7.329,2,1.118,12.892,12.892,12.892,3.498,3.498,5.498,3.498,7.593,13.871,4.324,4.461,4.461,20.5,1.162,20.264,20.264,20.264,20.264,20.264,18.092,1.364,2,20.692,0.096,1.572,1.206,0.951,4.593,4.593,4.593,44.4,8.114,8.673,10.301,4.174,14.664,1.418,4.846,22.091,0.131,0.131,324.265,17.251,17.251,17.251,17.251,17.251,0.156,0.209,148.825,1.749,13.725,3.584,3.584,35,4.263,38.715,36.188,3.319,3.474,0.135,0,0.127,54.15,4.44,10602.0,43.047,33.656,12,154.361,19.428,5.624,27.785,4.925,2.194,31,5.866,23.034,5.146,5.146,4.264,11.6,10127.0,0,3.31,3.31,3.916,3.916,2.305,52.48,5.53,22.077,386.5,11,4.374,1.39,23.077,5.277,0.144,1.367,2.913,0,2.76,81.977,0,0.131,0,4.035,5.064,20.866,2.905,12.727,0,16.583,456.4,1.94,13.214,4.342,6.971,6.971,1.774,5.064,6.646,4.098,4.098,1.146,229.575,269.48,2.108,6.098
6.0,0,0,19.912,6.185,7.068,7.068,3,1.119,12.231,12.231,12.231,3.364,3.364,5.364,3.364,7.591,19.353,4.327,4.333,4.333,28.5,1.507,29.67,29.67,29.67,29.67,29.67,26.478,2.223,3,30.316,0.067,1.86,1.577,2.109,4.591,4.591,4.591,45.5,12.073,9.462,15.02,4.503,20.798,1.751,5.364,31.014,1.155,1.155,459.67,24.266,24.266,24.266,24.266,24.266,1.5,0.144,211.722,1.81,20.145,3.912,3.912,49,4.595,37.664,35.186,3.603,3.765,0.096,0,0.088,67.649,4.406,36243.0,39.759,32.703,13,242.126,27.04,5.666,37.785,5.353,2.321,42,5.897,56.605,5.31,5.31,4.481,15.585,31879.0,0,4.213,4.213,3.969,3.969,2.511,71.247,5.416,27.882,498.94,9,4.566,1.619,27.882,6.818,0.232,1.095,3.239,0,2.887,43.749,2,0.094,2,4.377,5.669,25.966,3.229,12.721,0,18.667,557.75,2.488,13.231,4.48,7.038,7.038,2.028,5.669,6.951,3.688,3.688,1.191,553.812,431.788,1.961,5.688
6.91,0,0,19.989,6.194,7.078,7.078,3,1.11,12.252,12.252,12.252,3.371,3.371,5.371,3.371,7.591,15.773,4.241,4.344,4.344,24.25,1.305,25.032,25.032,25.032,25.032,25.032,21.826,2.043,2,25.322,0.078,1.631,1.316,2.0,4.591,4.591,4.591,49.2,9.464,9.069,11.751,4.346,17.653,1.534,5.124,25.624,1.0,1.0,389.352,20.757,20.757,20.757,20.757,20.757,1.189,0.169,182.117,1.78,17.036,3.761,3.761,42,4.443,37.708,35.23,3.601,3.617,0.112,0,0.103,31.2,4.345,20234.0,33.618,32.748,13,192.806,22.24,5.576,32.398,5.137,2.24,36,5.811,52.807,5.286,5.286,4.305,13.355,18038.0,0,3.839,3.839,4.035,4.035,2.409,63.462,5.394,24.225,403.08,12,4.332,1.499,24.225,5.994,0.188,1.012,3.079,0,2.867,63.407,0,0.109,2,4.317,5.611,21.595,3.103,12.688,0,16.667,477.55,1.879,13.192,4.343,6.613,6.613,2.016,5.611,6.909,3.838,3.838,1.096,335.711,325.076,1.993,5.838
6.879,0,0,19.913,6.666,7.124,7.124,3,1.116,12.231,12.231,12.231,3.365,3.365,5.365,3.365,7.683,17.313,4.359,4.333,4.333,28.0,1.468,27.712,27.712,27.712,27.712,27.712,23.914,2.177,6,28.412,0.069,1.713,1.49,2.125,4.683,4.683,4.683,45.3,10.145,9.434,12.796,4.464,19.775,1.775,5.285,28.63,1.143,1.143,460.147,23.225,23.225,23.225,23.225,23.225,1.547,0.152,211.66,1.809,18.114,3.871,3.871,47,4.554,38.118,35.651,3.995,3.742,0.103,0,0.092,48.07,4.437,28414.0,33.94,33.18,10,230.204,24.862,5.707,36.131,5.329,2.37,41,5.919,59.151,5.308,5.308,4.339,15.436,25877.0,0,4.445,4.445,4.591,4.591,2.495,69.744,5.402,28.302,458.53,8,4.378,1.661,28.552,7.206,0.342,1.252,3.087,0,2.938,84.913,2,0.1,8,4.586,5.676,25.813,3.104,12.822,0,20.25,569.64,2.275,13.325,4.422,8.0,8.0,2.092,5.676,7.116,5.18,5.18,1.145,520.257,359.245,2.252,7.18
7.296,0,0,19.989,6.317,7.078,7.078,3,1.111,12.252,12.252,12.252,3.371,3.371,5.371,3.371,7.591,17.002,4.348,4.344,4.344,26.25,1.412,26.894,26.894,26.894,26.894,26.894,23.533,2.169,2,27.185,0.073,1.71,1.452,2.128,4.591,4.591,4.591,48.4,10.171,9.293,12.646,4.419,19.047,1.65,5.233,27.616,1.129,1.129,427.822,22.273,22.273,22.273,22.273,22.273,1.393,0.157,206.131,1.798,18.318,3.829,3.829,45,4.511,37.71,35.234,3.698,3.694,0.104,0,0.097,58.036,4.432,25101.0,37.302,32.752,15,215.382,23.673,5.628,34.721,5.253,2.368,39,5.858,37.921,5.289,5.289,4.39,14.482,22688.0,0,4.214,4.214,4.048,4.048,2.477,67.895,5.394,26.509,443.83,14,4.424,1.505,26.509,6.456,0.23,1.164,3.088,0,2.888,76.402,0,0.102,2,4.377,5.832,24.069,3.104,12.729,0,18.5,519.59,2.117,13.233,4.443,7.138,7.138,2.032,5.832,6.948,3.838,3.838,1.114,376.165,364.49,2.026,5.838
7.111,0,0,19.989,6.212,7.078,7.078,3,1.11,12.252,12.252,12.252,3.371,3.371,5.371,3.371,7.591,16.344,4.313,4.344,4.344,25.75,1.361,26.239,26.239,26.239,26.239,26.239,22.781,2.132,3,26.566,0.075,1.632,1.363,2.027,4.591,4.591,4.591,49.2,9.688,9.214,12.017,4.395,18.564,1.649,5.194,26.587,1.031,1.031,414.528,21.725,21.725,21.725,21.725,21.725,1.393,0.161,193.421,1.792,17.735,3.807,3.807,44,4.489,37.71,35.234,3.63,3.669,0.107,0,0.099,31.2,4.418,23624.0,32.237,32.753,13,208.17,22.935,5.62,34.024,5.214,2.445,38,5.835,25.58,5.289,5.289,4.325,14.105,21270.0,0,4.096,4.096,4.075,4.075,2.477,66.704,5.394,25.802,418.02,12,4.335,1.503,25.802,6.379,0.205,1.094,3.086,0,2.886,80.559,0,0.104,2,4.366,5.611,23.081,3.104,12.723,0,18.0,507.53,1.879,13.228,4.354,8.03,8.03,2.024,5.611,6.975,3.838,3.838,1.112,365.263,325.076,2.006,5.838
5.301,0,0,19.989,6.293,7.078,7.078,3,1.102,12.252,12.252,12.252,3.371,3.371,5.371,3.371,7.591,16.35,4.318,4.326,4.326,25.25,1.338,26.239,26.239,26.239,26.239,26.239,22.781,2.139,3,26.671,0.073,1.628,1.338,2.027,4.591,4.591,4.591,50.0,9.602,9.223,12.014,4.395,18.564,1.615,5.194,26.693,1.032,1.032,416.738,21.741,21.741,21.741,21.741,21.741,1.393,0.161,197.421,1.793,17.354,3.807,3.807,44,4.489,37.713,35.238,3.618,3.669,0.107,0,0.098,14.415,4.471,23204.0,32.885,32.757,15,207.52,23.099,5.617,33.887,5.217,2.403,38,5.844,8.794,5.289,5.289,4.339,14.123,20886.0,0,4.067,4.067,4.105,4.105,2.477,66.086,5.453,25.802,425.53,13,4.377,1.496,26.156,6.39,0.23,1.029,3.085,0,2.886,71.494,0,0.104,4,4.364,5.72,23.442,3.104,12.729,0,18.0,524.58,1.831,13.234,4.379,7.847,7.847,2.024,5.72,6.97,3.838,3.838,1.113,361.485,323.008,2.004,5.838
8.699,0,0,21.638,6.318,7.669,7.669,1,1.139,13.629,13.629,13.629,3.52,3.52,5.52,3.52,7.769,14.493,4.261,4.444,4.444,22.25,1.339,21.944,21.944,21.944,21.944,21.944,20.068,1.906,4,22.662,0.09,1.767,1.391,0.97,4.769,4.769,4.769,34.9,8.863,8.823,11.123,4.221,15.756,1.612,4.943,23.483,0.011,0.011,322.205,17.667,17.667,17.667,17.667,17.667,0.013,0.213,160.465,1.759,14.171,3.611,3.611,36,4.29,39.279,36.686,3.223,3.533,0.137,1,0.123,90.738,4.319,13475.0,43.548,34.093,4,171.944,19.541,5.17,30.041,5.014,2.033,33,5.283,57.879,4.218,4.218,4.197,12.587,13135.0,0,2.971,2.971,4.361,4.361,2.036,51.575,5.515,23.75,419.11,4,4.276,1.48,24.0,5.685,0.238,1.172,3.089,0,2.551,139.969,0,0.132,3,4.001,5.231,23.896,3.101,12.479,1,17.917,474.65,1.851,12.986,4.227,6.476,6.476,1.529,5.231,6.493,4.727,4.727,1.148,305.432,329.549,1.805,6.727
8.0,0,0,21.638,6.309,7.669,7.669,1,1.139,13.629,13.629,13.629,3.52,3.52,5.52,3.52,7.769,14.595,4.289,4.444,4.444,22.75,1.361,22.151,22.151,22.151,22.151,22.151,20.328,1.789,5,22.845,0.09,1.643,1.357,1.287,4.769,4.769,4.769,34.9,8.96,8.827,11.172,4.223,15.845,1.562,4.954,23.525,0.369,0.369,318.696,17.677,17.677,17.677,17.677,17.677,0.406,0.213,160.465,1.76,14.269,3.611,3.611,36,4.29,39.232,36.634,3.148,3.532,0.137,1,0.123,92.882,4.337,13615.0,42.254,34.036,3,172.189,19.557,5.13,30.109,5.012,1.939,33,5.252,58.124,3.893,3.893,4.207,12.587,13255.0,0,2.576,2.576,4.24,4.24,2.189,51.047,5.522,23.587,419.11,4,4.276,1.57,23.837,5.675,0.225,1.137,3.029,0,2.456,144.358,0,0.132,6,3.652,5.275,23.896,3.052,12.407,1,17.583,474.65,1.814,12.919,4.223,6.259,6.259,1.444,5.275,6.455,4.727,4.727,1.163,307.979,326.304,1.79,6.727
5.0,0,0,19.627,5.746,7.021,7.021,1,1.133,11.973,11.973,11.973,3.334,3.334,5.334,3.334,7.751,10.535,4.025,4.248,4.248,17.25,0.985,17.474,17.474,17.474,17.474,17.474,15.331,0.582,2,18.131,0.111,1.323,1.066,0.368,4.751,4.751,4.751,38.1,6.412,8.112,7.924,3.983,12.524,1.346,4.615,17.878,-0.428,-0.428,219.68,13.766,13.766,13.766,13.766,13.766,-0.5,0.251,122.211,1.695,11.034,3.367,3.367,28,4.043,37.31,34.845,2.387,3.305,0.17,0,0.152,60.406,4.333,7047.0,22.433,32.372,4,125.886,14.201,4.727,24.797,4.665,1.584,26,4.828,179.328,2.909,2.909,3.675,9.568,7079.0,0,1.185,1.185,3.925,3.925,1.664,37.657,5.32,18.681,316.6,2,3.783,1.34,20.681,4.029,0.103,0.774,2.815,0,1.765,39.671,0,0.17,0,2.919,5.136,19.235,2.832,12.1,0,14.0,484.18,1.028,12.612,3.728,4.382,4.382,0.722,5.136,6.528,3.562,3.562,0.816,146.725,213.722,1.502,5.562
5.0,0,0,19.573,4.992,7.018,7.018,1,1.124,11.95,11.95,11.95,3.331,3.331,5.331,3.331,7.751,7.34,3.049,4.243,4.243,12.75,0.58,12.621,12.621,12.621,12.621,12.621,10.58,-0.418,2,13.193,0.147,1.056,0.626,-0.448,4.751,4.751,4.751,42.3,4.173,7.232,5.239,3.684,9.092,0.986,4.153,12.804,-1.401,-1.401,149.616,10.307,10.307,10.307,10.307,10.307,-1.809,0.334,80.711,1.611,7.769,3.091,3.091,21,3.761,37.262,34.797,1.748,3.013,0.227,0,0.202,8.385,3.971,2790.0,22.535,32.323,2,79.487,10.399,4.466,18.239,4.223,1.298,19,4.5,176.203,0.311,0.311,2.903,6.931,2795.0,0,-0.832,-0.832,3.899,3.899,0.366,28.538,5.314,13.569,212.95,2,3.083,0.869,15.569,2.992,0.0,0.572,2.302,0,0.953,27.079,0,0.226,0,2.378,4.624,12.844,2.131,11.957,0,10.167,385.03,0.528,12.465,3.115,3.577,3.577,-0.463,4.624,6.425,3.532,3.532,0.445,93.714,118.211,0.417,5.532
5.0,0,0,18.524,4.667,6.79,6.79,1,1.126,11.159,11.159,11.159,3.195,3.195,5.195,3.195,7.596,6.165,1.159,4.134,4.134,11.0,0.568,11.121,11.121,11.121,11.121,11.121,9.231,-0.673,2,11.406,0.167,1.077,0.627,-0.873,4.596,4.596,4.596,45.8,3.87,6.714,4.719,3.532,7.86,1.008,3.954,10.896,-1.817,-1.817,114.371,8.893,8.893,8.893,8.893,8.893,-2.466,0.377,60.0,1.556,7.509,2.944,2.944,18,3.611,36.197,33.796,1.376,2.856,0.258,0,0.23,14.806,2.107,1923.0,5.907,31.382,0,62.638,8.79,4.094,15.731,3.976,1.0,16,4.111,51.398,-0.071,-0.071,2.287,5.833,1878.0,0,-2.347,-2.347,3.596,3.596,0.0,25.536,5.205,10.958,163.39,0,2.408,0.869,10.958,2.493,0.0,0.19,1.91,0,0.5,13.426,1,0.255,0,2.099,4.252,9.158,1.977,11.573,0,7.667,212.23,0.402,12.097,2.73,2.263,2.263,-1.5,4.252,6.175,3.232,3.232,0.494,75.734,99.284,0.153,5.232
5.538,0,0,19.388,4.771,6.997,6.997,1,1.113,11.87,11.87,11.87,3.318,3.318,5.318,3.318,7.745,6.951,2.92,4.221,4.221,12.0,0.573,12.121,12.121,12.121,12.121,12.121,10.133,-0.418,2,12.677,0.152,1.006,0.62,-0.788,4.745,4.745,4.745,45.8,4.014,7.067,5.044,3.636,8.682,0.98,4.09,12.237,-1.401,-1.401,137.438,9.84,9.84,9.84,9.84,9.84,-1.811,0.35,71.059,1.594,7.394,3.045,3.045,20,3.714,37.13,34.666,1.555,2.963,0.238,0,0.211,8.385,3.603,2487.0,35.385,32.195,4,73.83,9.911,4.357,17.444,4.144,1.148,18,4.394,143.306,0.061,0.061,2.71,6.569,2473.0,0,-1.732,-1.732,3.699,3.699,0.191,26.935,5.292,12.698,201.95,2,2.922,0.865,14.698,2.815,0.0,0.354,2.291,0,0.658,14.426,0,0.237,0,2.363,4.252,11.932,2.131,11.861,0,9.333,370.01,0.397,12.371,2.981,3.301,3.301,-1.027,4.252,6.366,3.529,3.529,0.445,87.651,99.284,0.416,5.529
5.77,0,0,19.39,5.626,6.998,6.998,1,1.127,11.87,11.87,11.87,3.319,3.319,5.319,3.319,7.746,10.212,3.805,4.224,4.224,16.75,0.883,17.008,17.008,17.008,17.008,17.008,14.709,0.367,3,17.732,0.109,1.215,0.962,0.132,4.746,4.746,4.746,36.6,6.182,8.077,7.839,3.978,12.32,1.229,4.592,17.894,-0.833,-0.833,217.603,13.744,13.744,13.744,13.744,13.744,-1.011,0.25,116.211,1.688,10.09,3.367,3.367,28,4.043,37.418,34.97,2.566,3.304,0.17,0,0.151,23.179,4.037,7575.0,33.262,32.517,8,127.614,14.71,4.682,25.107,4.668,1.558,26,4.796,159.711,2.692,2.692,3.446,9.767,7571.0,0,0.602,0.602,4.488,4.488,1.263,37.935,5.296,18.897,318.24,4,3.619,1.342,21.147,4.373,0.254,0.656,2.735,0,1.51,43.659,0,0.169,2,3.099,4.851,19.551,2.715,12.111,0,14.417,505.22,0.877,12.626,3.592,5.484,5.484,0.326,4.851,6.517,4.459,4.459,0.9,157.282,198.905,1.339,6.459
