pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
4.26,1,0,1.123,61.781,57.0,55.0,5,54.683,36.381,434.41,1.8,22,0,6,1.8,35.0,0,10,1,29,28,33.566,27,0.661,0,12,40.0,1
5.959,0,0,1.122,62.859,58.0,56.0,5,55.531,36.677,387.59,0.0,22,0,6,1.8,37.0,0,10,1,29,29,33.728,27,0.655,1,14,39.3,1
6.119,1,0,1.12,62.701,58.0,56.0,6,55.76,38.029,466.48,1.8,22,0,6,1.8,38.0,0,10,1,30,28,34.753,28,0.679,1,14,39.3,2
5.638,0,0,1.126,74.314,68.0,66.0,6,65.509,42.415,445.68,0.0,25,0,9,1.5,41.0,0,13,1,33,35,39.023,31,0.643,1,14,37.9,1
5.959,0,0,1.127,77.73,71.0,69.0,6,68.392,44.177,459.71,0.0,26,0,10,1.4,42.0,0,14,1,34,37,40.55,32,0.64,1,14,37.7,1
5.553,1,0,1.122,67.326,62.0,60.0,7,59.971,40.245,496.51,1.7,23,0,7,1.7,40.0,0,11,1,32,30,36.995,30,0.671,1,14,38.3,2
5.208,0,0,1.12,81.73,76.0,73.0,6,72.392,48.177,507.75,0.0,30,0,8,1.4,50.0,0,12,1,39,37,44.55,36,0.66,1,20,41.1,1
5.921,0,0,1.126,68.693,63.0,61.0,7,61.069,39.347,433.62,0.0,23,0,7,1.6,40.0,0,11,1,32,31,36.684,30,0.645,1,14,37.7,1
6.004,0,0,1.127,72.109,66.0,64.0,7,63.952,41.108,447.65,0.0,24,0,8,1.6,41.0,0,12,1,33,33,38.211,31,0.642,1,14,37.5,1
6.824,0,0,1.127,77.73,71.0,69.0,6,68.392,44.177,459.71,0.0,26,0,9,1.4,42.0,0,14,1,34,37,40.55,32,0.64,1,14,37.7,1
6.721,0,0,1.126,74.314,68.0,66.0,6,65.509,42.415,445.68,0.0,25,0,8,1.5,41.0,0,13,1,33,35,39.023,31,0.643,1,14,37.9,1
6.432,0,0,1.125,70.899,65.0,63.0,6,62.625,40.654,431.65,0.0,24,0,7,1.6,40.0,0,12,1,32,33,37.496,30,0.645,1,14,38.1,1
5.824,1,0,1.121,63.91,59.0,57.0,7,57.087,38.483,482.48,1.8,22,0,6,1.8,39.0,0,10,1,31,28,35.468,29,0.675,1,14,38.6,2
7.222,1,0,1.126,72.033,66.0,64.0,9,64.4,42.705,539.54,1.6,24,0,8,3.1,44.0,0,11,2,35,31,39.731,33,0.667,1,15,37.5,2
5.495,2,2,1.141,63.908,57.0,56.0,6,56.254,35.455,390.52,3.6,22,0,9,3.6,36.0,0,9,2,29,28,33.614,28,0.633,0,13,39.3,0
4.0,1,0,1.126,39.419,36.0,35.0,7,35.785,23.915,350.26,2.9,12,0,2,2.9,25.0,0,6,1,20,16,22.307,19,0.683,1,8,34.3,2
4.18,1,0,1.118,53.665,50.0,48.0,7,48.436,33.199,440.39,2.1,19,0,5,2.1,36.0,0,7,1,28,22,30.888,26,0.692,1,14,39.6,2
5.367,1,0,1.125,62.993,58.0,56.0,8,56.305,37.728,483.47,1.8,21,0,6,3.6,39.0,0,10,2,31,27,34.963,29,0.674,1,14,37.5,2
6.26,1,0,1.122,67.326,62.0,60.0,7,59.971,40.245,496.51,1.7,23,0,6,1.7,40.0,0,11,1,32,30,36.995,30,0.671,1,14,38.3,2
5.463,1,0,1.123,65.12,60.0,58.0,8,58.414,38.938,498.48,1.7,22,0,7,1.7,40.0,0,10,1,32,28,36.183,30,0.671,1,14,37.9,2
5.377,3,0,1.116,53.553,50.0,48.0,9,49.084,34.915,509.27,6.3,19,0,5,2.1,38.0,0,7,1,30,20,32.543,28,0.727,1,14,39.6,4
5.03,0,0,1.089,30.495,30.0,28.0,2,28.073,20.716,234.26,0.0,16,0,1,0.0,29.0,0,0,0,20,10,20.064,18,0.74,0,15,57.1,0
5.085,0,0,1.093,31.704,31.0,29.0,3,29.4,21.171,250.26,0.0,16,0,1,0.0,30.0,0,0,0,21,10,20.778,19,0.73,0,15,55.2,0
4.901,0,0,1.093,31.704,31.0,29.0,3,29.4,21.171,250.26,0.0,16,0,1,0.0,30.0,0,0,0,21,10,20.778,19,0.73,0,15,55.2,0
4.793,0,0,1.097,32.914,32.0,30.0,4,30.727,21.625,266.26,0.0,16,0,1,0.0,31.0,0,0,0,22,10,21.493,20,0.721,0,15,53.3,0
4.95,0,0,1.104,39.744,38.0,36.0,4,36.494,25.148,294.32,0.0,18,0,3,0.0,33.0,0,2,0,24,14,24.547,22,0.699,0,15,50.0,0
5.047,0,0,1.093,31.704,31.0,29.0,3,29.4,21.171,250.26,0.0,16,0,1,0.0,30.0,0,0,0,21,10,20.778,19,0.73,0,15,55.2,0
4.987,0,0,1.101,36.329,35.0,33.0,4,33.611,23.386,280.29,0.0,17,0,2,0.0,32.0,0,1,0,23,12,23.02,21,0.709,0,15,51.5,0
5.186,3,3,1.124,39.344,37.0,35.0,5,36.378,25.051,328.3,8.6,19,0,2,0.0,36.0,0,1,0,26,11,25.267,24,0.716,0,16,54.3,0
4.633,0,0,1.104,44.159,42.0,40.0,4,40.378,27.909,320.36,0.0,20,0,4,0.0,36.0,0,2,0,26,16,27.074,24,0.698,0,16,50.0,0
4.942,0,0,1.091,34.91,34.0,32.0,2,31.956,23.477,260.3,0.0,18,0,2,0.0,32.0,0,0,0,22,12,22.59,20,0.734,0,16,56.3,0
4.873,0,0,1.098,39.535,38.0,36.0,3,36.167,25.693,290.33,0.0,19,0,3,0.0,34.0,0,1,0,24,14,24.832,22,0.714,0,16,52.8,0
4.797,0,0,1.098,37.325,36.0,34.0,2,33.84,24.239,262.32,0.0,18,0,2,0.0,31.0,0,0,0,22,14,23.117,20,0.713,0,18,52.9,0
5.041,0,0,1.104,41.95,40.0,38.0,3,38.051,26.455,292.35,0.0,19,0,3,0.0,33.0,0,1,0,24,16,25.359,22,0.696,0,18,50.0,0
4.621,0,0,1.112,57.824,54.0,52.0,6,52.683,35.102,406.46,0.0,24,0,8,0.0,43.0,0,4,0,32,22,34.084,30,0.675,0,20,46.2,0
4.916,3,3,1.128,53.009,49.0,47.0,7,48.683,32.245,414.4,6.4,23,0,6,0.0,43.0,0,3,0,32,17,32.277,30,0.686,0,20,48.9,0
4.699,0,0,1.104,48.574,46.0,44.0,4,44.262,30.671,346.4,0.0,22,0,6,0.0,39.0,0,2,0,28,18,29.6,26,0.697,0,20,50.0,0
4.953,0,0,1.108,53.199,50.0,48.0,5,48.473,32.887,376.43,0.0,23,0,7,0.0,41.0,0,3,0,30,20,31.842,28,0.685,0,20,47.9,0
4.947,0,0,1.106,47.574,45.0,43.0,4,43.262,29.671,334.39,0.0,21,0,5,0.0,37.0,0,2,0,27,18,28.6,25,0.69,0,19,48.8,0
4.975,0,0,1.113,61.239,58.0,55.0,6,55.567,36.864,420.49,0.0,25,0,3,0.0,44.0,0,6,0,34,24,35.61,31,0.67,0,16,45.5,0
5.26,0,0,1.151,362.648,316.0,315.0,64,322.3,189.49,2288.79,0.0,97,0,79,8.9,195.5,0,60,28,162,154,184.52,161,0.602,0,39,30.8,0
4.0,2,0,1.104,70.664,69.0,64.0,11,64.691,49.352,629.63,3.1,31,0,9,9.4,65.0,0,2,6,47,22,46.614,42,0.771,2,35,48.4,4
4.544,0,0,1.12,64.943,62.0,58.0,11,58.956,41.381,511.61,0.0,26,0,5,12.1,57.0,0,2,7,41,21,40.169,37,0.713,1,28,44.8,1
4.301,1,0,1.097,76.76,75.0,70.0,7,69.963,52.568,612.18,1.4,37,1,8,4.3,69.5,1,2,3,49,26,49.83,44,0.751,1,37,52.9,2
4.0,1,0,1.112,63.385,62.0,57.0,9,57.407,42.085,513.06,1.8,27,0,5,10.5,55.5,0,3,6,41,21,40.072,36,0.738,1,29,47.4,2
5.523,0,0,1.126,60.813,57.0,54.0,9,54.552,37.279,439.52,0.0,24,0,5,13.0,50.5,0,1,7,36,21,36.267,33,0.69,0,26,44.4,0
4.0,0,0,1.11,64.358,63.0,58.0,7,57.865,41.983,477.63,0.0,28,0,8,8.6,56.5,0,3,5,40,23,39.75,35,0.724,1,32,48.3,1
4.046,4,0,1.101,55.065,53.0,50.0,13,51.942,40.642,680.24,8.0,22,0,7,6.0,53.5,0,1,3,38,15,38.217,35,0.813,2,27,44.0,6
4.699,0,0,1.105,57.448,55.0,52.0,8,52.651,38.364,466.55,0.0,26,1,7,7.7,54.0,1,1,4,37,18,37.105,34,0.738,1,28,50.0,1
4.678,0,0,1.119,61.57,58.0,55.0,10,55.487,39.33,478.65,0.0,23,0,8,10.9,49.0,0,4,6,36,22,37.147,33,0.715,2,24,41.8,2
4.991,1,1,1.132,80.358,76.0,71.0,12,71.41,48.87,578.81,1.4,28,0,8,11.3,57.0,0,11,8,45,31,45.965,40,0.688,2,23,39.4,2
4.462,0,0,1.107,68.613,66.0,62.0,9,62.378,45.296,540.71,0.0,29,1,9,6.5,57.5,1,6,4,42,24,42.872,38,0.731,2,26,46.8,2
4.914,8,8,1.16,81.198,73.0,70.0,16,73.57,47.148,666.72,11.4,28,2,7,5.7,58.0,2,16,4,47,26,46.858,44,0.674,2,14,40.0,2
5.34,3,3,1.135,83.998,77.0,74.0,12,75.585,49.722,612.73,4.1,31,0,12,5.4,61.0,0,7,4,46,31,48.184,43,0.672,1,27,41.9,1
7.377,0,0,1.14,124.251,110.0,109.0,13,108.876,67.012,711.02,0.0,38,0,20,5.5,63.0,0,22,6,52,58,62.829,51,0.615,0,17,34.9,0
7.456,0,0,1.139,105.882,94.0,93.0,11,92.912,57.506,611.87,0.0,33,0,17,5.4,55.0,0,18,5,45,49,53.985,44,0.618,0,16,35.5,0
4.0,0,0,1.143,145.171,127.0,127.0,21,128.668,77.677,896.2,0.0,41,0,28,5.5,74.0,0,26,7,62,65,73.907,62,0.612,1,15,32.3,1
6.745,0,0,1.143,113.132,99.0,99.0,13,99.334,59.938,647.91,0.0,33,0,20,5.1,55.0,0,21,5,46,53,56.469,46,0.605,0,12,33.3,0
7.041,0,0,1.136,122.676,109.0,108.0,15,108.621,67.802,758.05,0.0,38,0,22,4.6,66.0,0,20,5,54,55,63.897,53,0.628,1,18,35.2,1
6.854,0,0,1.135,121.467,108.0,107.0,14,107.294,67.347,742.05,0.0,38,0,22,4.7,65.0,0,20,5,53,55,63.182,52,0.629,1,18,35.5,1
6.959,0,0,1.138,114.926,102.0,101.0,14,101.778,62.631,697.92,0.0,36,0,19,5.0,63.0,0,18,5,51,51,59.657,50,0.62,0,18,35.6,0
6.602,0,0,1.137,113.716,101.0,100.0,13,100.45,62.177,681.92,0.0,36,0,19,5.0,62.0,0,18,5,50,51,58.942,49,0.622,0,18,36.0,0
6.585,0,0,1.143,113.132,99.0,99.0,13,99.334,59.938,647.91,0.0,33,0,19,5.1,55.0,0,21,5,46,53,56.469,46,0.605,0,12,33.3,0
6.886,0,0,1.14,117.467,103.0,103.0,14,103.294,63.347,694.01,0.0,34,0,22,4.9,57.0,0,22,5,48,55,59.182,48,0.615,1,12,33.0,1
7.161,0,0,1.142,122.171,108.0,107.0,14,107.428,64.915,703.98,0.0,36,0,19,4.7,60.0,0,24,5,51,57,61.237,50,0.607,0,12,33.6,0
7.066,0,0,1.14,120.882,106.0,106.0,14,106.177,65.109,708.04,0.0,35,0,23,4.7,58.0,0,23,5,49,57,60.709,49,0.614,1,12,33.0,1
4.041,0,0,1.143,109.716,96.0,96.0,13,96.45,58.177,633.88,0.0,32,0,18,5.2,54.0,0,20,5,45,51,54.942,45,0.606,0,12,33.3,0
6.602,0,0,1.143,109.716,96.0,96.0,13,96.45,58.177,633.88,0.0,32,0,18,5.2,54.0,0,20,5,45,51,54.942,45,0.606,0,12,33.3,0
6.658,0,0,1.144,163.54,143.0,143.0,23,144.632,87.183,995.35,0.0,46,0,33,5.6,82.0,0,30,8,69,74,82.75,69,0.61,1,16,32.2,1
5.155,0,0,1.124,97.806,91.0,87.0,11,87.018,58.444,652.89,0.0,36,0,14,6.9,68.5,0,9,6,51,40,55.13,47,0.672,1,32,41.4,1
5.699,1,0,1.121,93.023,87.0,83.0,11,83.036,57.58,701.75,1.2,35,0,13,7.2,67.5,0,8,6,50,37,53.914,46,0.694,1,32,42.2,2
5.469,1,0,1.12,96.309,91.0,86.0,9,85.516,59.239,691.73,1.2,38,2,12,7.0,68.5,1,10,6,52,39,55.539,47,0.689,0,30,44.2,1
5.62,1,0,1.12,96.309,91.0,86.0,9,85.516,59.239,691.73,1.2,38,2,12,7.0,68.5,1,10,6,52,39,55.539,47,0.689,0,30,44.2,1
7.575,0,0,1.142,127.875,112.0,112.0,14,112.086,68.228,729.04,0.0,38,0,24,5.4,63.0,0,22,6,52,60,64.07,52,0.609,0,14,33.9,0
7.458,1,1,1.143,117.721,105.0,103.0,17,104.501,64.608,752.94,1.0,37,0,18,7.8,70.0,0,16,8,56,49,62.336,54,0.627,0,20,35.9,0
7.402,1,1,1.141,125.551,113.0,110.0,17,111.268,69.131,793.01,0.9,40,0,18,7.3,74.0,0,19,8,60,53,66.389,57,0.628,0,20,36.4,0
7.69,1,1,1.143,117.721,105.0,103.0,17,104.501,64.608,752.94,1.0,37,0,18,7.8,70.0,0,16,8,56,49,62.336,54,0.627,0,20,35.9,0
7.616,1,1,1.141,125.551,113.0,110.0,17,111.268,69.131,793.01,0.9,40,0,18,7.3,74.0,0,19,8,60,53,66.389,57,0.628,0,20,36.4,0
7.569,1,1,1.143,121.136,108.0,106.0,17,107.385,66.37,766.97,0.9,38,0,18,7.5,71.0,0,17,8,57,51,63.862,55,0.626,0,20,35.8,0
7.496,1,1,1.141,128.966,116.0,113.0,17,114.152,70.893,807.04,0.9,41,0,18,7.1,75.0,0,20,8,61,55,67.916,58,0.627,0,20,36.3,0
7.936,1,1,1.141,125.551,113.0,110.0,17,111.268,69.131,793.01,0.9,40,0,18,7.3,74.0,0,19,8,60,53,66.389,57,0.628,0,20,36.4,0
7.538,1,1,1.14,133.381,121.0,117.0,17,118.036,73.654,833.08,0.9,43,0,18,6.8,78.0,0,22,8,64,57,70.443,60,0.63,0,20,36.8,0
7.606,1,1,1.141,128.966,116.0,113.0,17,114.152,70.893,807.04,0.9,41,0,18,7.1,75.0,0,20,8,61,55,67.916,58,0.627,0,20,36.3,0
7.391,1,1,1.14,136.797,124.0,120.0,17,120.919,75.416,847.11,0.8,44,0,18,6.7,79.0,0,23,8,65,59,71.97,61,0.628,0,20,36.7,0
8.328,0,0,1.139,109.391,97.0,96.0,18,98.327,59.955,728.84,0.0,34,0,19,6.3,67.0,0,14,6,53,44,58.715,52,0.625,0,20,35.4,0
6.0,1,0,1.115,86.996,84.0,78.0,5,76.752,53.824,561.22,1.3,36,0,10,5.1,61.0,0,12,4,47,37,49.869,41,0.69,0,28,46.2,1
6.398,0,0,1.109,87.636,86.0,79.0,4,77.545,55.205,560.79,0.0,39,0,10,5.1,67.0,0,9,4,50,36,51.514,43,0.699,0,34,49.4,0
7.745,0,0,1.125,73.142,68.0,65.0,5,64.214,42.347,431.63,0.0,27,0,5,4.6,44.5,0,11,3,35,33,39.396,32,0.651,0,18,41.5,0
4.411,0,0,1.099,28.577,28.0,26.0,3,25.814,19.705,226.32,0.0,13,0,1,7.7,26.0,0,0,2,18,10,18.337,16,0.758,1,16,50.0,1
4.558,0,0,1.106,32.073,31.0,29.0,2,28.622,20.818,220.29,0.0,15,0,1,6.9,27.5,0,0,2,19,12,19.677,17,0.718,0,17,51.7,0
4.789,0,0,1.109,35.488,34.0,32.0,2,31.505,22.58,234.32,0.0,16,0,1,6.3,28.5,0,1,2,20,14,21.204,18,0.706,0,17,50.0,0
4.967,1,0,1.104,32.017,31.0,29.0,3,28.945,21.676,254.73,3.4,15,0,1,6.9,28.5,0,0,2,20,11,20.504,18,0.747,0,17,51.7,1
5.143,1,0,1.104,32.017,31.0,29.0,3,28.945,21.676,254.73,3.4,15,0,1,6.9,28.5,0,0,2,20,11,20.504,18,0.747,0,17,51.7,1
5.215,0,0,1.11,47.733,45.0,43.0,2,42.156,29.864,300.43,0.0,21,2,1,4.7,35.5,1,4,2,25,20,27.784,23,0.695,0,18,48.8,0
4.416,0,0,1.131,54.272,50.0,48.0,4,47.352,30.847,311.47,0.0,19,0,4,6.3,31.5,0,9,3,25,25,28.574,23,0.643,0,12,39.6,0
5.331,0,0,1.123,68.517,64.0,61.0,4,60.003,40.131,401.6,0.0,26,0,5,4.9,42.5,0,10,3,33,31,37.154,30,0.658,0,18,42.6,0
7.131,0,0,1.122,65.102,61.0,58.0,4,57.12,38.37,387.57,0.0,25,0,5,5.2,41.5,0,9,3,32,29,35.627,29,0.662,0,18,43.1,0
7.469,0,0,1.123,68.517,64.0,61.0,4,60.003,40.131,401.6,0.0,26,0,6,4.9,42.5,0,10,3,33,31,37.154,30,0.658,0,18,42.6,0
4.848,0,0,1.131,54.272,50.0,48.0,4,47.352,30.847,311.47,0.0,19,0,5,6.3,31.5,0,9,3,25,25,28.574,23,0.643,0,12,39.6,0
8.432,0,0,1.124,71.932,67.0,64.0,4,62.887,41.893,415.63,0.0,27,0,6,4.7,43.5,0,11,3,34,33,38.681,31,0.655,0,18,42.2,0
8.602,0,0,1.124,71.932,67.0,64.0,4,62.887,41.893,415.63,0.0,27,0,6,4.7,43.5,0,11,3,34,33,38.681,31,0.655,0,18,42.2,0
6.013,0,0,1.124,71.932,67.0,64.0,4,62.887,41.893,415.63,0.0,27,0,6,4.7,43.5,0,11,3,34,33,38.681,31,0.655,0,18,42.2,0
7.796,0,0,1.125,75.348,70.0,67.0,4,65.77,43.654,429.66,0.0,28,0,7,4.5,44.5,0,12,3,35,35,40.208,32,0.652,0,18,41.8,0
7.569,0,0,1.125,78.763,73.0,70.0,4,68.654,45.415,443.69,0.0,29,0,7,4.3,45.5,0,13,3,36,37,41.735,33,0.649,0,18,41.4,0
7.959,0,0,1.125,78.763,73.0,70.0,4,68.654,45.415,443.69,0.0,29,0,8,4.3,45.5,0,13,3,36,37,41.735,33,0.649,0,18,41.4,0
6.602,0,0,1.126,70.932,65.0,63.0,4,61.887,40.893,403.62,0.0,26,0,7,4.8,41.5,0,10,3,32,33,37.681,30,0.649,0,18,41.3,0
5.292,0,0,1.115,64.687,61.0,58.0,4,57.236,39.608,409.57,0.0,27,0,6,5.2,46.5,0,5,3,34,27,37.101,31,0.683,0,24,46.6,0
6.252,0,0,1.119,63.77,60.0,57.0,5,56.454,38.853,410.56,0.0,26,0,6,7.0,46.5,0,5,4,34,26,36.595,31,0.682,0,24,45.6,0
6.367,0,0,1.116,60.275,57.0,54.0,6,53.647,37.739,416.59,0.0,24,0,6,7.4,45.0,0,5,4,33,24,35.255,30,0.699,1,23,44.4,1
6.31,0,0,1.122,62.853,59.0,56.0,6,55.672,38.097,411.55,0.0,25,0,6,8.9,46.5,0,5,5,34,25,36.09,31,0.68,0,24,44.6,0
6.77,0,0,1.125,69.727,65.0,62.0,5,61.33,40.586,417.6,0.0,26,0,6,4.8,43.5,0,10,3,34,31,37.869,31,0.655,0,18,41.9,0
7.626,0,0,1.129,70.015,64.0,62.0,5,61.105,40.137,404.61,0.0,25,0,7,6.5,41.5,0,10,4,32,32,37.176,30,0.647,0,18,40.3,0
7.528,1,0,1.128,66.544,61.0,59.0,6,58.545,39.233,425.02,1.7,24,0,7,6.8,41.5,0,9,4,32,29,36.476,30,0.665,0,18,40.7,1
6.602,0,0,1.131,71.225,65.0,63.0,6,62.432,40.591,420.61,0.0,25,0,8,6.3,42.5,0,10,4,33,32,37.89,31,0.644,0,18,39.7,0
5.77,0,0,1.128,67.683,62.0,60.0,6,59.44,39.62,415.59,0.0,25,1,7,8.3,44.5,1,9,5,33,29,37.143,31,0.66,0,19,41.7,0
6.959,0,0,1.125,73.142,67.0,65.0,5,64.214,42.347,431.63,0.0,27,0,8,4.6,44.5,0,10,3,34,33,39.396,32,0.651,0,19,41.5,0
5.357,0,0,1.134,48.774,46.0,43.0,8,43.458,29.301,347.42,0.0,18,0,3,16.3,39.5,0,3,7,29,17,28.499,26,0.681,0,19,41.9,0
5.77,0,0,1.135,52.189,49.0,46.0,8,46.342,31.063,361.45,0.0,19,0,4,15.2,40.5,0,4,7,30,19,30.025,27,0.675,0,19,41.3,0
6.222,1,1,1.142,52.528,49.0,46.0,9,46.854,31.0,379.44,2.2,19,0,4,15.2,41.5,0,4,7,31,18,30.409,28,0.674,0,19,41.3,0
6.484,4,4,1.164,53.548,49.0,46.0,12,48.392,30.813,433.41,8.7,19,0,4,15.2,44.5,0,4,7,34,15,31.559,31,0.67,0,19,41.3,0
5.796,1,1,1.142,55.944,52.0,49.0,9,49.738,32.762,393.47,2.0,20,0,4,14.3,42.5,0,5,7,32,20,31.936,29,0.669,0,19,40.8,0
6.097,0,0,1.135,59.019,55.0,52.0,8,52.109,34.586,389.51,0.0,21,0,5,13.5,42.5,0,6,7,32,23,33.079,29,0.665,0,19,40.4,0
6.301,0,0,1.135,62.434,58.0,55.0,8,54.992,36.347,403.54,0.0,22,0,6,12.7,43.5,0,7,7,33,25,34.606,30,0.661,0,19,40.0,0
6.523,0,0,1.135,65.85,61.0,58.0,8,57.876,38.108,417.57,0.0,23,0,6,12.1,44.5,0,8,7,34,27,36.133,31,0.657,0,19,39.7,0
6.155,0,0,1.135,59.019,55.0,52.0,8,52.109,34.586,389.51,0.0,21,0,6,13.5,42.5,0,6,7,32,23,33.079,29,0.665,0,19,40.4,0
5.824,0,0,1.132,60.019,57.0,53.0,8,53.109,35.586,401.52,0.0,22,0,4,13.2,44.5,0,7,7,34,23,34.079,30,0.671,0,19,41.5,0
6.523,0,0,1.133,70.265,66.0,62.0,8,61.76,40.87,443.61,0.0,25,0,6,11.3,47.5,0,10,7,37,29,38.659,33,0.659,0,19,40.3,0
6.31,1,1,1.137,53.445,50.0,47.0,8,47.636,31.756,378.45,2.1,20,0,4,12.8,41.5,0,4,6,31,19,30.914,28,0.676,0,19,42.6,0
6.585,1,1,1.137,53.445,50.0,47.0,8,47.636,31.756,378.45,2.1,20,0,4,12.8,41.5,0,4,6,31,19,30.914,28,0.676,0,19,42.6,0
5.655,1,1,1.137,53.445,50.0,47.0,8,47.636,31.756,378.45,2.1,20,0,4,12.8,41.5,0,4,6,31,19,30.914,28,0.676,0,19,42.6,0
6.377,2,2,1.144,53.785,50.0,47.0,9,48.149,31.694,396.44,4.3,20,0,4,12.8,42.5,0,4,6,32,18,31.297,29,0.674,0,19,42.6,0
5.932,2,2,1.144,53.785,50.0,47.0,9,48.149,31.694,396.44,4.3,20,0,4,12.8,42.5,0,4,6,32,18,31.297,29,0.674,0,19,42.6,0
6.367,4,4,1.159,54.464,50.0,47.0,11,49.174,31.569,432.42,8.5,20,0,4,12.8,44.5,0,4,6,34,16,32.064,31,0.672,0,19,42.6,0
6.301,2,2,1.144,57.2,53.0,50.0,9,51.032,33.455,410.47,4.0,21,0,4,12.0,43.5,0,5,6,33,20,32.824,30,0.669,0,19,42.0,0
6.854,1,1,1.137,60.276,56.0,53.0,8,53.403,35.279,406.51,1.9,22,0,5,11.3,43.5,0,6,6,33,23,33.968,30,0.666,0,19,41.5,0
6.796,1,1,1.137,63.691,59.0,56.0,8,56.287,37.04,420.54,1.8,23,0,6,10.7,44.5,0,7,6,34,25,35.494,31,0.661,0,19,41.1,0
6.959,1,1,1.137,67.106,62.0,59.0,8,59.17,38.802,434.57,1.7,24,0,6,10.2,45.5,0,8,6,35,27,37.021,32,0.658,0,19,40.7,0
6.796,1,1,1.137,67.106,62.0,59.0,8,59.17,38.802,434.57,1.7,24,0,7,10.2,45.5,0,8,6,35,27,37.021,32,0.658,0,19,40.7,0
6.699,1,1,1.137,60.276,56.0,53.0,8,53.403,35.279,406.51,1.9,22,0,6,11.3,43.5,0,6,6,33,23,33.968,30,0.666,0,19,41.5,0
6.387,1,1,1.135,61.276,58.0,54.0,8,54.403,36.279,418.52,1.9,23,0,4,11.1,45.5,0,7,6,35,23,34.968,31,0.672,0,19,42.6,0
6.328,0,0,1.117,44.697,43.0,40.0,7,40.331,28.938,349.45,0.0,18,0,3,12.5,38.5,0,2,5,28,15,27.643,25,0.723,1,19,45.0,1
6.557,0,0,1.119,48.112,46.0,43.0,7,43.214,30.699,363.48,0.0,19,0,3,11.6,39.5,0,3,5,29,17,29.17,26,0.714,1,19,44.2,1
5.883,0,0,1.119,48.112,46.0,43.0,7,43.214,30.699,363.48,0.0,19,0,3,11.6,39.5,0,3,5,29,17,29.17,26,0.714,1,19,44.2,1
6.432,0,0,1.12,51.527,49.0,46.0,7,46.098,32.461,377.51,0.0,20,0,4,10.9,40.5,0,4,5,30,19,30.697,27,0.706,1,19,43.5,1
6.692,0,0,1.121,54.943,52.0,49.0,7,48.982,34.222,391.54,0.0,21,0,4,10.2,41.5,0,5,5,31,21,32.223,28,0.698,1,19,42.9,1
6.469,1,0,1.116,44.641,43.0,40.0,8,40.654,29.796,383.89,2.5,18,0,3,12.5,39.5,0,2,5,29,14,28.47,26,0.745,1,19,45.0,2
5.652,1,0,1.118,48.056,46.0,43.0,8,43.538,31.557,397.92,2.3,19,0,3,11.6,40.5,0,3,5,30,16,29.997,27,0.734,1,19,44.2,2
7.49,0,0,1.12,53.737,51.0,48.0,8,48.425,33.915,405.52,0.0,21,0,5,10.4,43.5,0,4,5,32,19,32.411,29,0.707,1,20,43.8,1
6.377,0,0,1.113,45.614,44.0,41.0,6,41.113,29.693,348.46,0.0,19,0,3,9.8,38.5,0,2,4,28,16,28.148,25,0.724,1,19,46.3,1
6.824,1,1,1.121,45.954,44.0,41.0,7,41.625,29.631,366.45,2.4,19,0,3,9.8,39.5,0,2,4,29,15,28.532,26,0.723,1,19,46.3,1
6.432,1,1,1.121,45.954,44.0,41.0,7,41.625,29.631,366.45,2.4,19,0,3,9.8,39.5,0,2,4,29,15,28.532,26,0.723,1,19,46.3,1
6.699,2,2,1.129,46.293,44.0,41.0,8,42.138,29.568,384.44,4.9,19,0,3,9.8,40.5,0,2,4,30,14,28.915,27,0.721,1,19,46.3,1
6.658,0,0,1.116,50.238,48.0,45.0,7,45.323,31.909,378.49,0.0,20,0,4,8.9,40.5,0,3,4,30,18,30.39,27,0.709,1,19,44.4,1
6.347,0,0,1.117,44.697,43.0,40.0,7,40.331,28.938,349.45,0.0,18,0,3,12.5,38.5,0,2,5,28,15,27.643,25,0.723,1,19,45.0,1
7.674,1,1,1.122,54.993,52.0,49.0,8,49.72,34.608,422.52,2.0,22,0,5,8.2,44.5,0,4,4,33,19,33.3,30,0.706,1,20,44.9,1
8.0,1,1,1.122,54.993,52.0,49.0,8,49.72,34.608,422.52,2.0,22,0,5,8.2,44.5,0,4,4,33,19,33.3,30,0.706,1,20,44.9,1
5.538,1,1,1.122,54.993,52.0,49.0,8,49.72,34.608,422.52,2.0,22,0,5,8.2,44.5,0,4,4,33,19,33.3,30,0.706,1,20,44.9,1
7.679,0,0,1.142,127.875,113.0,112.0,14,112.086,68.228,729.04,0.0,38,0,14,5.4,63.0,0,24,6,53,60,64.07,52,0.609,0,13,33.9,0
7.076,0,0,1.147,135.302,118.0,118.0,24,121.258,71.591,881.02,0.0,38,0,27,6.8,76.0,0,21,8,62,56,70.251,62,0.607,0,17,32.2,0
9.495,0,0,1.143,155.417,136.0,136.0,21,137.796,82.217,935.21,0.0,45,0,32,4.4,79.0,0,29,6,66,70,78.708,66,0.605,0,16,33.1,0
6.95,0,0,1.142,134.706,118.0,118.0,14,117.854,71.751,757.1,0.0,40,0,26,5.1,65.0,0,24,6,54,64,67.124,54,0.608,0,14,33.9,0
