pXC50,RBN,PHI,DBI,GGI1,Eig11_AEA.dm.,SAtot,MAXDP,ATSC8e,Eta_alpha,S1K,SpMaxA_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,SM05_EA.bo.,MATS8p,RDCHI,MATS8v,SpAD_EA.bo.,S3K,Chi0_EA.ri.,Chi1_EA.ri.,SMTI,X1,SpMax8_Bh.e.,MSD,TIC2,MDDD,SssO,S2K,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig03_EA,SM11_AEA.bo.,AMR,ON0V,CENT,SpMax7_Bh.i.,TIC1,LOC,X0v,SM02_AEA.bo.,TIC3,SMTIV,SpAD_AEA.dm.,Chi1_EA.ed.,Eig08_AEA.ed.,IDMT,Xu,SpAD_AEA.bo.,MPC01,MWC01,nBO,SRW02,IDET,Eig07_AEA.ed.,MW,piPC01,SCBO,GMTI,S0K,JGT,DLS_03,Chi0_EA.ed.
6.509,7,6.456,4.183,9.0,1.096,558.7,5.899,0.614,15.667,22.905,0.086,8.569,8.569,8.523,0.014,4.316,-0.059,74.511,5.386,22.367,18.817,14510.0,15.724,3.036,7.389,283.437,39.673,6.051,9.302,17.765,17.765,17.765,17.765,17.765,2.757,2.757,123.834,11.133,2186.0,3.286,225.067,0.998,19.257,5.179,296.947,25696.0,57.646,6.012,4.893,29961.3,30.658,54.538,3.611,3.611,36,4.29,1986.59,4.958,465.58,3.932,50.0,14985.0,160.465,0.501,1.0,12.667
5.812,7,6.429,4.183,9.0,1.419,554.71,5.859,0.686,15.5,22.867,0.086,8.569,8.569,8.523,0.004,4.316,-0.055,74.511,5.37,22.408,18.883,14510.0,15.724,3.022,7.389,273.744,39.673,5.989,9.278,17.765,17.765,17.765,17.765,17.765,2.757,2.757,120.854,10.333,2186.0,3.24,225.506,0.998,18.704,5.179,287.254,26800.0,57.79,6.012,4.893,29961.3,30.658,54.538,3.611,3.611,36,4.29,1986.59,4.958,467.55,3.932,50.0,14985.0,160.465,0.501,1.0,12.667
5.693,6,5.394,4.0,9.0,1.46,526.761,5.92,0.537,15.667,21.567,0.084,9.108,9.108,8.552,0.009,4.415,-0.019,76.785,4.898,22.442,19.339,14879.0,15.758,3.023,7.323,267.744,38.661,6.073,8.254,18.288,18.288,18.288,18.288,18.288,2.865,2.865,121.772,10.467,2157.0,3.261,218.671,0.718,18.834,5.218,281.254,26015.0,60.192,5.983,4.897,29687.6,30.634,57.134,3.638,3.638,37,4.317,1980.41,5.083,463.56,3.951,51.0,15883.0,158.465,0.488,1.0,12.436
6.638,6,6.642,4.123,8.5,1.781,559.303,6.531,0.91,15.586,23.432,0.083,8.567,8.567,8.224,0.073,4.357,-0.006,74.235,5.117,23.086,19.079,15657.0,16.244,3.088,7.552,284.683,40.408,5.894,9.638,18.162,18.162,18.162,18.162,18.162,2.756,2.756,121.617,11.676,2334.0,3.233,229.993,1.009,19.035,5.179,296.192,27934.0,58.273,6.083,4.915,32732.1,31.395,56.172,3.638,3.638,37,4.317,2136.93,5.101,463.52,3.932,50.0,16138.0,170.974,0.489,1.0,12.918
6.921,6,6.248,3.808,8.0,1.781,549.256,6.691,0.893,16.086,23.035,0.079,8.567,8.567,8.232,0.063,4.575,0.027,76.475,4.764,24.241,20.127,17661.0,16.906,3.139,7.779,291.945,42.947,5.934,9.494,19.182,19.182,19.182,19.182,19.182,2.756,2.756,124.513,11.176,2535.0,3.235,234.501,0.694,19.156,5.223,308.965,30472.0,60.547,6.443,4.931,36007.1,32.275,58.334,3.689,3.689,39,4.369,2296.73,5.162,475.53,3.97,52.0,18896.0,177.525,0.454,1.0,13.635
4.0,5,4.956,3.082,4.5,1.0,427.024,5.128,0.182,12.9,17.132,0.105,7.786,7.786,7.95,-0.013,3.932,0.116,60.128,3.793,18.549,15.505,8275.0,12.704,2.854,6.683,187.758,25.55,0.0,7.522,14.352,14.352,14.352,14.352,14.352,2.651,2.651,104.565,7.667,1044.0,2.955,160.903,0.465,15.42,4.936,195.367,14711.0,46.664,5.105,4.089,15030.3,25.403,43.916,3.401,3.401,29,4.078,1184.29,4.267,382.51,3.726,40.5,8823.0,118.211,0.363,1.0,10.685
4.0,5,5.277,3.082,4.0,1.064,442.54,5.18,0.173,13.381,17.835,0.102,7.4,7.4,7.947,-0.025,3.988,0.037,61.776,3.919,19.151,15.774,9029.0,13.22,2.857,6.78,172.766,26.933,0.0,7.989,14.836,14.836,14.836,14.836,14.836,2.62,2.62,108.152,7.443,1139.0,2.925,147.077,0.454,15.614,4.966,194.54,16186.0,48.186,5.331,3.838,16714.5,26.178,44.908,3.434,3.434,30,4.111,1284.71,4.15,395.9,3.761,42.0,9601.0,124.382,0.342,1.0,11.211
6.3,5,5.465,3.162,5.0,1.064,463.297,5.225,0.237,13.781,18.727,0.098,7.488,7.488,8.022,-0.038,4.052,-0.078,63.603,4.136,19.658,16.339,10059.0,13.614,2.877,7.084,207.065,28.714,0.0,8.171,15.303,15.303,15.303,15.303,15.303,2.673,2.673,111.35,8.226,1274.0,2.963,170.926,0.517,16.406,5.001,224.574,18050.0,50.007,5.366,4.149,18975.3,27.052,46.531,3.466,3.466,31,4.143,1411.18,4.596,410.92,3.784,43.0,10648.0,134.606,0.387,1.0,11.297
4.0,5,5.187,3.082,4.0,1.064,431.901,5.1,0.22,13.181,17.712,0.102,7.4,7.4,7.947,-0.121,3.988,0.025,61.776,3.869,19.288,15.994,9029.0,13.22,2.841,6.78,181.766,26.933,0.0,7.906,14.836,14.836,14.836,14.836,14.836,2.62,2.62,104.763,7.176,1139.0,2.922,151.237,0.454,15.353,4.966,196.131,16930.0,48.186,5.331,3.838,16714.5,26.178,44.908,3.434,3.434,30,4.111,1284.71,4.15,397.88,3.761,42.0,9601.0,124.382,0.342,1.0,11.211
4.8,5,5.119,3.162,5.0,1.064,440.089,5.14,0.256,13.181,17.984,0.102,7.788,7.788,8.046,-0.082,3.96,0.091,61.871,3.832,18.99,15.916,9003.0,13.114,2.877,6.779,199.295,26.856,0.0,7.685,14.819,14.819,14.819,14.819,14.819,2.734,2.734,107.05,7.843,1137.0,2.963,168.44,0.528,15.776,4.972,210.905,16512.0,48.57,5.153,4.148,16704.8,26.15,45.572,3.434,3.434,30,4.111,1284.68,4.472,399.9,3.75,41.5,9540.0,128.382,0.395,1.0,10.844
6.2,8,7.209,3.873,5.5,1.523,558.124,5.993,0.323,15.614,22.191,0.09,8.674,8.674,8.078,-0.061,4.182,-0.055,67.324,5.082,21.938,18.173,12116.0,15.063,2.942,6.9,261.403,32.081,0.0,10.071,16.763,16.763,16.763,16.763,16.763,2.758,2.758,127.514,10.06,1671.0,3.208,211.156,1.02,19.468,5.064,278.913,21357.0,53.706,5.97,4.175,24189.6,28.991,50.968,3.555,3.555,34,4.234,1701.63,4.6,473.07,3.839,45.5,12640.0,153.58,0.391,1.0,12.673
6.1,8,7.179,3.873,5.5,1.539,547.162,5.937,0.552,15.448,22.153,0.09,8.674,8.674,8.078,0.047,4.182,0.043,67.324,5.066,22.132,18.378,12116.0,15.063,2.941,6.9,258.683,32.081,5.207,10.046,16.763,16.763,16.763,16.763,16.763,2.758,2.758,124.949,9.726,1671.0,3.188,211.733,1.02,19.169,5.064,266.683,22193.0,53.847,5.97,4.175,24189.6,28.991,50.968,3.555,3.555,34,4.234,1701.63,4.6,475.04,3.839,45.5,12640.0,151.58,0.391,1.0,12.673
5.5,11,8.863,4.243,5.5,1.565,614.431,6.126,0.79,16.781,25.016,0.082,8.674,8.674,8.078,0.092,4.475,0.075,71.149,6.332,24.413,20.112,15798.0,16.563,3.08,7.518,293.455,40.893,10.631,12.046,18.263,18.263,18.263,18.263,18.263,2.758,2.758,135.993,10.893,2332.0,3.321,234.71,1.411,20.991,5.119,308.965,28680.0,57.785,6.724,4.175,32923.0,31.458,54.835,3.638,3.638,37,4.317,2115.28,4.6,519.1,3.902,48.5,16379.0,170.974,0.363,0.67,14.173
4.0,6,6.405,3.536,5.5,1.54,545.177,6.287,0.331,16.614,22.022,0.082,9.242,9.242,8.162,-0.063,4.354,-0.027,76.764,4.647,23.418,19.687,14180.0,16.097,2.906,6.897,235.299,33.427,0.0,9.598,18.291,18.291,18.291,18.291,18.291,2.768,2.768,133.653,9.476,1941.0,3.116,197.889,0.467,19.733,5.186,259.828,25329.0,59.039,6.381,4.568,28201.3,30.329,56.534,3.638,3.638,37,4.317,1926.26,4.66,493.05,3.961,51.5,15225.0,162.465,0.366,1.0,13.419
5.8,5,5.119,3.162,5.0,1.0,434.591,5.051,0.377,13.114,17.984,0.102,7.788,7.788,8.046,0.344,3.96,0.321,61.871,3.832,19.095,16.099,9003.0,13.114,2.877,6.779,196.122,26.856,5.567,7.685,14.819,14.819,14.819,14.819,14.819,2.734,2.734,102.927,7.726,1137.0,2.961,168.861,0.528,15.66,4.972,204.122,16863.0,46.227,5.153,4.148,16704.8,26.15,45.572,3.434,3.434,30,4.111,1284.68,4.472,400.88,3.75,41.5,9540.0,128.382,0.395,1.0,10.844
6.9,8,6.908,3.873,5.5,1.398,540.597,5.888,0.464,15.114,21.815,0.09,8.674,8.674,8.078,0.072,4.182,0.002,67.324,4.924,21.879,18.059,12116.0,15.063,2.946,6.9,261.403,32.081,6.077,9.816,16.763,16.763,16.763,16.763,16.763,2.758,2.758,121.071,10.06,1671.0,3.209,211.156,1.02,18.651,5.064,278.913,21357.0,51.595,5.97,4.175,24189.6,28.991,50.968,3.555,3.555,34,4.234,1701.63,4.6,457.0,3.839,45.5,12640.0,153.58,0.391,1.0,12.673
7.0,8,6.955,3.873,5.5,1.508,544.507,5.902,0.703,15.114,22.153,0.087,8.653,8.653,8.054,0.11,4.267,0.057,69.047,5.073,22.573,18.396,13320.0,15.563,2.982,7.148,270.56,34.586,11.159,10.046,17.246,17.246,17.246,17.246,17.246,2.738,2.738,120.486,10.226,1830.0,3.247,214.732,1.0,18.282,5.091,288.07,23524.0,53.274,6.184,4.189,26940.0,29.84,51.982,3.584,3.584,35,4.263,1846.11,4.628,452.94,3.871,47.0,13892.0,160.0,0.385,1.0,13.126
6.5,8,6.74,3.873,5.5,1.479,549.182,5.919,0.715,14.9,21.878,0.088,8.653,8.653,8.054,0.138,4.267,0.064,69.047,4.957,22.461,18.157,13320.0,15.563,3.162,7.148,277.437,34.586,11.207,9.858,17.246,17.246,17.246,17.246,17.246,2.738,2.738,120.722,11.083,1830.0,3.257,217.115,1.0,18.149,5.091,296.947,22084.0,53.017,6.184,4.189,26940.0,29.84,51.982,3.584,3.584,35,4.263,1846.11,4.628,432.53,3.871,47.0,13892.0,158.0,0.385,1.0,13.126
7.0,8,7.297,4.583,7.5,1.53,557.683,5.905,1.546,15.757,24.588,0.083,9.035,9.035,8.173,0.143,4.392,0.055,74.408,5.589,24.184,20.133,16578.0,16.774,3.162,7.529,285.437,39.159,10.977,10.387,18.741,18.741,18.741,18.741,18.741,2.841,2.841,121.655,10.762,2307.0,3.335,229.609,1.112,18.782,5.179,302.947,31486.0,57.666,6.515,4.539,35016.3,32.016,57.656,3.664,3.664,38,4.344,2258.34,4.895,486.5,3.932,50.0,17105.0,174.77,0.448,1.0,13.82
6.7,9,7.251,4.0,5.5,1.514,564.297,5.942,0.699,15.233,22.804,0.086,8.696,8.696,8.061,0.022,4.33,0.009,70.311,5.173,23.503,18.774,14398.0,16.101,3.162,7.3,288.7,36.446,16.644,10.493,17.684,17.684,17.684,17.684,17.684,2.755,2.755,122.144,11.25,1999.0,3.314,224.378,1.073,18.557,5.109,312.21,24522.0,54.5,6.336,4.206,29577.2,30.591,53.107,3.611,3.611,36,4.29,1981.78,4.723,448.53,3.892,48.0,14959.0,166.465,0.376,0.83,13.647
7.3,8,6.955,3.873,5.5,1.508,544.507,5.902,0.703,15.114,22.153,0.087,8.653,8.653,8.054,0.11,4.267,0.057,69.047,5.073,22.573,18.396,13320.0,15.563,2.982,7.148,270.56,34.586,11.159,10.046,17.246,17.246,17.246,17.246,17.246,2.738,2.738,120.486,10.226,1830.0,3.247,214.732,1.0,18.282,5.091,288.07,23524.0,53.274,6.184,4.189,26940.0,29.84,51.982,3.584,3.584,35,4.263,1846.11,4.628,452.94,3.871,47.0,13892.0,160.0,0.385,1.0,13.126
7.2,8,7.297,4.583,7.5,1.53,557.683,5.905,1.546,15.757,24.588,0.083,9.035,9.035,8.173,0.143,4.392,0.055,74.408,5.589,24.184,20.133,16578.0,16.774,3.162,7.529,285.437,39.159,10.977,10.387,18.741,18.741,18.741,18.741,18.741,2.841,2.841,121.655,10.762,2307.0,3.335,229.609,1.112,18.782,5.179,302.947,31486.0,57.666,6.515,4.539,35016.3,32.016,57.656,3.664,3.664,38,4.344,2258.34,4.895,486.5,3.932,50.0,17105.0,174.77,0.448,1.0,13.82
6.9,9,7.251,4.0,5.5,1.514,564.297,5.942,0.699,15.233,22.804,0.086,8.696,8.696,8.061,0.022,4.33,0.009,70.311,5.173,23.503,18.774,14398.0,16.101,3.162,7.3,288.7,36.446,16.644,10.493,17.684,17.684,17.684,17.684,17.684,2.755,2.755,122.144,11.25,1999.0,3.314,224.378,1.073,18.557,5.109,312.21,24522.0,54.5,6.336,4.206,29577.2,30.591,53.107,3.611,3.611,36,4.29,1981.78,4.723,448.53,3.892,48.0,14959.0,166.465,0.376,0.83,13.647
7.113,10,8.693,4.359,8.0,1.687,597.051,6.031,1.37,15.538,25.288,0.081,8.231,8.231,7.826,0.099,4.393,0.136,68.027,7.078,22.973,18.492,15814.0,16.261,3.124,7.765,288.253,41.294,10.927,11.687,17.705,17.705,17.705,17.705,17.705,2.778,2.778,120.924,10.936,2396.0,3.293,227.128,1.308,18.678,5.097,312.253,30045.0,55.458,6.251,4.717,33952.5,31.615,53.25,3.611,3.611,36,4.29,2139.82,4.841,470.51,3.871,47.0,15942.0,164.974,0.468,0.83,13.328
6.548,9,7.898,4.301,7.5,1.488,571.844,5.803,0.867,14.767,23.353,0.086,7.778,7.778,7.88,0.027,4.246,0.017,67.051,6.591,21.75,17.475,13180.0,15.351,3.185,7.233,274.947,35.688,11.001,10.822,16.771,16.771,16.771,16.771,16.771,2.702,2.702,122.915,10.933,1978.0,3.319,211.384,1.328,18.018,5.077,300.947,23653.0,52.353,6.026,4.648,27634.9,29.941,51.042,3.555,3.555,34,4.234,1822.15,4.718,436.51,3.861,46.5,13307.0,158.0,0.451,0.83,12.762
6.622,9,7.898,4.301,8.0,1.633,571.844,5.793,0.764,14.767,23.353,0.086,7.78,7.78,7.854,-0.001,4.281,-0.003,67.109,6.848,21.701,17.483,13467.0,15.334,3.171,7.421,274.947,37.07,11.012,10.822,16.777,16.777,16.777,16.777,16.777,2.703,2.703,122.915,10.933,2020.0,3.311,211.384,1.328,18.018,5.077,300.947,24312.0,52.432,6.03,4.648,28214.5,30.072,51.119,3.555,3.555,34,4.234,1852.37,4.723,436.51,3.861,46.5,13607.0,158.0,0.458,0.83,12.706
6.07,9,7.898,4.301,8.0,1.633,571.844,5.786,0.79,14.767,23.353,0.086,7.782,7.782,7.854,0.034,4.309,0.015,67.059,6.848,21.701,17.468,13755.0,15.334,3.141,7.623,270.947,38.84,11.021,10.822,16.76,16.76,16.76,16.76,16.76,2.703,2.703,122.915,10.933,2062.0,3.306,211.384,1.328,18.018,5.077,292.947,24972.0,52.36,6.004,4.648,28785.8,30.21,51.065,3.555,3.555,34,4.234,1884.54,4.724,436.51,3.861,46.5,13907.0,154.0,0.462,0.83,12.665
7.097,8,7.391,3.937,7.0,1.471,536.751,5.917,0.785,13.986,21.753,0.091,7.774,7.774,7.656,0.019,4.136,0.012,61.306,6.274,20.541,16.524,11210.0,14.44,3.019,6.964,262.499,33.4,10.997,10.192,15.787,15.787,15.787,15.787,15.787,2.699,2.699,115.807,10.543,1622.0,3.262,198.936,1.249,17.132,4.985,288.499,19351.0,48.177,5.734,4.201,22814.0,28.445,47.746,3.497,3.497,32,4.174,1576.33,4.648,409.5,3.773,42.5,11377.0,145.207,0.443,1.0,12.083
6.924,8,7.391,3.937,7.5,1.0,536.751,5.745,0.665,13.986,21.753,0.091,7.209,7.209,7.623,0.018,4.164,0.01,61.305,6.537,20.5,16.545,11401.0,14.423,3.02,7.11,258.499,34.467,11.021,10.192,15.792,15.792,15.792,15.792,15.792,2.617,2.617,115.807,10.543,1654.0,3.265,198.936,1.249,17.132,4.985,280.499,19882.0,48.147,5.745,4.648,23190.2,28.551,47.772,3.497,3.497,32,4.174,1599.92,4.72,409.5,3.773,42.5,11577.0,143.207,0.452,1.0,12.03
6.963,8,7.559,4.0,8.0,1.633,539.585,5.938,0.913,14.271,22.667,0.089,7.775,7.775,7.754,0.015,4.192,0.031,63.08,6.481,21.051,17.125,12275.0,14.834,3.02,7.18,266.848,34.92,10.942,10.338,16.27,16.27,16.27,16.27,16.27,2.701,2.701,116.023,10.602,1813.0,3.265,204.119,1.258,17.433,5.019,290.499,22425.0,49.978,5.806,4.648,25357.1,29.25,49.367,3.526,3.526,33,4.205,1712.87,4.727,427.49,3.795,43.5,12424.0,153.58,0.479,1.0,12.216
6.699,8,7.559,4.0,8.0,1.629,539.585,5.931,0.968,14.271,22.667,0.089,7.775,7.775,7.754,0.018,4.183,0.011,63.203,6.481,21.051,17.128,12183.0,14.834,3.019,7.11,264.848,34.514,10.932,10.338,16.27,16.27,16.27,16.27,16.27,2.701,2.701,116.023,10.602,1800.0,3.264,204.119,1.258,17.433,5.019,288.499,22175.0,50.423,5.811,4.648,25177.5,29.201,49.431,3.526,3.526,33,4.205,1698.46,4.729,427.49,3.795,43.5,12328.0,153.58,0.477,1.0,12.219
6.793,8,7.559,4.0,7.5,1.503,539.585,5.938,1.023,14.271,22.667,0.089,7.776,7.776,7.783,0.016,4.166,0.033,63.024,6.234,21.092,17.097,12084.0,14.851,3.019,7.044,262.848,33.983,10.918,10.338,16.254,16.254,16.254,16.254,16.254,2.702,2.702,116.023,10.602,1783.0,3.262,204.119,1.258,17.433,5.019,282.499,21894.0,50.187,5.778,4.648,24975.6,29.153,49.259,3.526,3.526,33,4.205,1689.06,4.729,427.49,3.795,43.5,12224.0,147.58,0.469,1.0,12.24
6.072,8,7.731,4.062,8.5,1.636,542.419,5.968,1.181,14.557,23.582,0.086,7.778,7.778,7.87,0.017,4.219,0.01,65.271,6.462,21.594,17.7,13163.0,15.244,3.019,7.229,268.235,35.41,10.866,10.491,16.744,16.744,16.744,16.744,16.744,2.703,2.703,116.239,10.662,1970.0,3.265,207.441,1.261,17.734,5.051,290.499,25030.0,52.465,5.885,4.724,27595.4,29.93,51.228,3.555,3.555,34,4.234,1822.02,4.971,445.48,3.818,44.5,13283.0,160.0,0.496,1.0,12.409
6.939,9,8.011,4.062,7.0,1.474,575.11,5.829,0.681,14.533,22.756,0.089,7.776,7.776,7.666,-0.021,4.204,-0.034,62.587,6.527,21.532,17.032,12191.0,14.978,3.185,7.112,280.743,34.639,16.512,10.913,16.224,16.224,16.224,16.224,16.224,2.701,2.701,122.053,11.567,1804.0,3.314,206.351,1.319,18.163,5.006,312.743,20237.0,49.487,5.882,4.384,25197.4,29.208,48.9,3.526,3.526,33,4.205,1698.56,4.649,421.54,3.795,43.5,12340.0,153.58,0.43,0.83,12.603
6.879,8,7.391,3.937,7.5,1.231,554.675,5.781,0.631,14.1,21.753,0.091,7.453,7.453,7.623,-0.005,4.151,-0.044,61.394,6.537,20.506,16.551,11305.0,14.423,3.104,7.034,280.541,33.933,11.082,10.192,15.809,15.809,15.809,15.809,15.809,2.648,2.648,117.653,11.267,1638.0,3.287,209.738,1.249,17.624,4.985,302.192,18552.0,48.082,5.759,4.648,23003.9,28.495,47.859,3.497,3.497,32,4.174,1585.8,4.697,406.53,3.773,42.5,11477.0,145.207,0.449,1.0,12.063
6.664,9,7.61,3.937,7.0,1.519,546.41,5.969,0.821,13.986,22.007,0.091,7.774,7.774,7.634,0.033,4.136,0.028,60.273,6.406,20.541,16.524,11210.0,14.44,3.021,6.964,272.947,33.4,11.045,10.374,15.787,15.787,15.787,15.787,15.787,2.699,2.699,114.69,10.876,1622.0,3.279,204.683,1.249,17.392,4.965,298.947,19052.0,48.147,5.734,4.201,22814.0,28.445,47.298,3.497,3.497,32,4.174,1576.33,4.648,411.52,3.75,41.5,11377.0,147.207,0.443,0.83,12.083
6.666,9,7.61,3.937,7.5,1.0,546.41,5.769,0.698,13.986,22.007,0.091,7.209,7.209,7.601,0.032,4.164,0.026,60.271,6.673,20.5,16.545,11401.0,14.423,3.022,7.11,268.947,34.467,11.069,10.374,15.792,15.792,15.792,15.792,15.792,2.617,2.617,114.69,10.876,1654.0,3.28,204.683,1.249,17.392,4.965,290.947,19579.0,48.104,5.745,4.648,23190.2,28.551,47.317,3.497,3.497,32,4.174,1599.92,4.72,411.52,3.75,41.5,11577.0,143.207,0.452,0.83,12.03
6.735,9,7.776,4.0,8.0,1.635,549.244,5.989,0.954,14.271,22.921,0.089,7.775,7.775,7.735,0.028,4.192,0.048,62.064,6.613,21.051,17.125,12275.0,14.834,3.022,7.18,277.296,34.92,10.99,10.517,16.27,16.27,16.27,16.27,16.27,2.701,2.701,114.906,10.936,1813.0,3.28,209.56,1.258,17.693,4.999,300.947,22115.0,50.05,5.806,4.648,25357.1,29.25,48.928,3.526,3.526,33,4.205,1712.87,4.727,429.51,3.773,42.5,12424.0,153.58,0.479,0.83,12.216
6.883,9,7.776,4.0,7.5,1.633,549.244,5.989,1.067,14.271,22.921,0.089,7.776,7.776,7.764,0.029,4.166,0.05,62.013,6.362,21.092,17.097,12084.0,14.851,3.021,7.044,273.296,33.983,10.966,10.517,16.254,16.254,16.254,16.254,16.254,2.702,2.702,114.906,10.936,1783.0,3.279,209.56,1.258,17.693,4.999,292.947,21588.0,50.294,5.778,4.648,24975.6,29.153,48.876,3.526,3.526,33,4.205,1689.06,4.729,429.51,3.773,42.5,12224.0,147.58,0.469,0.83,12.24
6.068,9,7.946,4.062,8.5,1.664,552.077,6.019,1.227,14.557,23.837,0.086,7.778,7.778,7.853,0.03,4.219,0.032,64.24,6.589,21.594,17.7,13163.0,15.244,3.022,7.229,278.683,35.41,10.914,10.667,16.744,16.744,16.744,16.744,16.744,2.703,2.703,115.123,10.995,1970.0,3.28,212.541,1.261,17.993,5.032,300.947,24713.0,52.485,5.885,4.724,27595.4,29.93,50.73,3.555,3.555,34,4.234,1822.02,4.971,447.5,3.795,43.5,13283.0,160.0,0.496,0.83,12.409
6.87,10,8.237,4.062,7.0,1.535,584.768,5.853,0.713,14.533,23.01,0.089,7.776,7.776,7.645,-0.004,4.204,-0.015,61.551,6.659,21.532,17.032,12191.0,14.978,3.195,7.112,291.394,34.639,16.611,11.097,16.224,16.224,16.224,16.224,16.224,2.701,2.701,120.937,11.9,1804.0,3.315,211.173,1.319,18.422,4.985,323.394,19929.0,49.367,5.882,4.384,25197.4,29.208,48.428,3.526,3.526,33,4.205,1698.56,4.649,423.56,3.773,42.5,12340.0,153.58,0.43,0.83,12.603
6.529,10,8.816,4.637,8.0,1.635,619.651,5.905,1.173,16.033,25.722,0.079,8.231,8.231,7.935,0.101,4.471,0.105,73.065,7.292,23.631,18.869,17105.0,16.761,3.223,7.942,287.724,43.102,10.962,11.996,18.222,18.222,18.222,18.222,18.222,2.779,2.779,128.932,10.933,2575.0,3.326,225.685,1.354,19.004,5.168,318.253,32572.0,57.476,6.499,4.708,37187.0,32.379,55.43,3.638,3.638,37,4.317,2289.37,4.894,477.51,3.951,51.0,17215.0,177.525,0.451,0.83,13.85
6.783,10,8.816,4.637,8.5,1.724,619.651,5.896,1.065,16.033,25.722,0.079,8.231,8.231,7.911,0.075,4.505,0.086,73.123,7.554,23.582,18.878,17428.0,16.744,3.22,8.115,287.724,44.601,10.974,11.996,18.228,18.228,18.228,18.228,18.228,2.778,2.778,128.932,10.933,2626.0,3.311,225.685,1.354,19.004,5.168,318.253,33333.0,57.555,6.503,4.712,37865.6,32.498,55.506,3.638,3.638,37,4.317,2316.29,5.113,477.51,3.951,51.0,17551.0,177.525,0.458,0.83,13.794
6.547,10,8.816,4.637,8.5,1.753,619.651,5.889,1.092,16.033,25.722,0.079,8.225,8.225,7.911,0.11,4.533,0.107,73.074,7.554,23.582,18.862,17752.0,16.744,3.208,8.3,282.969,46.47,10.983,11.996,18.211,18.211,18.211,18.211,18.211,2.775,2.775,128.932,10.933,2677.0,3.306,225.685,1.354,19.004,5.168,309.498,34095.0,57.483,6.477,4.712,38535.1,32.624,55.453,3.638,3.638,37,4.317,2343.52,5.124,477.51,3.951,51.0,17887.0,173.525,0.462,0.83,13.753
7.252,9,8.307,4.301,7.5,1.634,584.558,5.959,1.073,15.252,24.117,0.084,8.23,8.23,7.725,0.095,4.364,0.102,67.321,6.976,22.422,17.918,14769.0,15.851,3.115,7.687,275.173,40.523,10.958,11.367,17.238,17.238,17.238,17.238,17.238,2.771,2.771,121.824,10.543,2253.0,3.283,213.134,1.304,18.118,5.085,305.702,27290.0,53.399,6.206,4.203,31287.4,30.924,52.121,3.584,3.584,35,4.263,2009.61,4.717,450.5,3.871,47.0,14929.0,166.465,0.445,0.83,13.171
6.921,9,8.307,4.301,8.0,1.634,584.558,5.847,0.963,15.252,24.117,0.084,7.543,7.543,7.695,0.093,4.391,0.1,67.319,7.244,22.381,17.94,14984.0,15.834,3.118,7.819,270.418,41.71,10.982,11.367,17.243,17.243,17.243,17.243,17.243,2.625,2.625,121.824,10.543,2291.0,3.285,213.134,1.304,18.118,5.085,296.947,27901.0,53.357,6.218,4.709,31729.5,31.018,52.148,3.584,3.584,35,4.263,2029.81,4.88,450.5,3.871,47.0,15153.0,162.465,0.453,0.83,13.118
7.022,9,8.472,4.359,8.5,1.721,587.392,5.98,1.215,15.538,25.034,0.081,8.23,8.23,7.817,0.09,4.419,0.124,69.094,7.202,22.932,18.52,16029.0,16.244,3.118,7.888,279.702,42.353,10.903,11.506,17.721,17.721,17.721,17.721,17.721,2.778,2.778,122.04,10.602,2432.0,3.285,218.629,1.308,18.419,5.115,307.702,31029.0,55.269,6.279,4.715,34400.0,31.703,53.72,3.611,3.611,36,4.29,2160.44,4.954,468.49,3.892,48.0,16166.0,172.974,0.477,0.83,13.304
6.873,9,8.472,4.359,8.5,1.674,587.392,5.972,1.274,15.538,25.034,0.081,8.23,8.23,7.817,0.093,4.41,0.104,69.217,7.202,22.932,18.523,15925.0,16.244,3.117,7.825,279.702,41.882,10.893,11.506,17.721,17.721,17.721,17.721,17.721,2.777,2.777,122.04,10.602,2416.0,3.284,218.629,1.308,18.419,5.115,307.702,30739.0,55.636,6.284,4.717,34187.9,31.659,53.785,3.611,3.611,36,4.29,2148.62,4.918,468.49,3.892,48.0,16058.0,172.974,0.476,0.83,13.308
7.046,9,8.472,4.359,8.0,1.636,587.392,5.98,1.317,15.538,25.034,0.081,8.231,8.231,7.844,0.091,4.393,0.125,69.038,6.949,22.973,18.492,15814.0,16.261,3.115,7.765,277.702,41.294,10.879,11.506,17.705,17.705,17.705,17.705,17.705,2.778,2.778,122.04,10.602,2396.0,3.283,218.629,1.308,18.419,5.115,301.702,30418.0,55.4,6.251,4.717,33952.5,31.615,53.643,3.611,3.611,36,4.29,2139.82,4.841,468.49,3.892,48.0,15942.0,166.974,0.468,0.83,13.328
