pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
5.1,1.889,5.447,4.389,5.019,4.269,1.343,0.869,4.22,7.74,5.851,3.747,5.33,3.475,0.91,5,1.307,6.285,4.362,10.874,4.458,3.571,0.447,0.447,27.617,2.546,25.145,25.145,40,3.437,7.474,11.993,1,9.375,9.109,1.371,4.976,12.679,0.406,3.858,75.94,6.701,0.988,-0.232,7.407,0.21,14.225,1.729,3.05,-0.434,13.074,0.483,5.808,5.045,3.247,4.948,7.443,-1.54,-1.54,0.727,3.058,0,-0.667,-0.667,0.375,19.9,-0.248,-0.248,1.662,5.58,9,0.547,0,0.258,0.763,0.763,1.407,2.501,15.852,15.342,0.335,0.079,0.0,1.066,2.632,2.632,16,252.04,95.166,95.166,93.39,1.334,1.208,1.208,4.948,2.002,6.052,0.253,13.381,0.166,3.603,5.664,-0.68,178.117,3.387,-0.756,-0.756,75.379,28.459,23.033,1.104,2.268,1.0,174.117,2.869,4.822,-0.908,46.686,0,0.169,18.011,3.829,178.117,1.69,8.8,2.509,3.362,0.309,0.737,7.429,25.145,1.0,50.234,28.278,2.498,49.667,1.931,25.116,13.9
5.1,4.056,6.417,5.679,6.407,5.607,1.882,1.924,5.511,8.412,6.53,4.535,6.44,4.496,1.153,7,1.895,6.979,18.416,11.497,5.867,4.519,1.601,1.601,84.897,2.811,61.29,61.29,83,4.852,19.123,12.616,3,23.28,9.741,2.565,24.539,13.29,1.543,4.573,136.43,7.315,1.553,1.432,8.043,0.734,14.822,2.578,7.221,1.589,13.682,1.358,6.444,20.379,4.468,5.747,15.208,3.456,3.456,1.556,3.527,2,4.027,4.027,0.773,43.725,1.523,1.523,1.832,6.379,18,2.204,2,0.994,1.604,1.604,2.424,3.119,112.015,15.927,0.243,0.602,0.0,1.652,2.933,2.933,34,546.79,172.356,172.356,168.68,3.118,4.368,4.368,5.747,2.893,6.686,0.937,30.668,0.091,3.89,23.913,1.135,488.534,4.052,1.171,1.171,144.421,64.486,49.8,2.266,3.037,1.979,478.534,3.494,27.593,1.648,85.467,0,2.149,50.908,7.458,488.534,2.991,9.411,3.095,4.042,0.232,1.282,8.045,155.459,0.67,50.234,77.459,3.063,99.667,2.997,53.239,10.6
8.1,1.896,5.66,4.979,5.528,4.807,1.743,0.906,4.781,7.926,6.072,3.828,5.756,3.697,1.071,4,1.767,6.455,9.419,10.869,5.047,3.797,1.084,1.084,39.048,2.739,11.0,11.0,46,4.258,11.001,12.064,1,13.486,9.156,2.041,12.57,12.62,1.034,4.05,92.61,6.758,1.241,0.65,7.503,0.282,14.224,2.142,4.55,0.714,13.1,0.412,5.948,10.186,3.489,5.525,9.644,1.543,1.543,1.139,3.36,1,1.614,1.614,0.296,18.519,0.689,0.689,1.723,5.83,10,1.605,1,0.392,1.154,1.154,1.596,2.654,33.867,15.298,0.257,0.218,0.0,1.29,2.8,2.8,24,342.21,110.794,110.794,77.346,1.208,2.545,2.545,5.525,2.468,6.168,0.21,18.859,0.133,3.777,10.221,0.447,292.825,3.66,0.497,0.497,77.346,41.895,30.667,1.669,2.617,1.209,290.825,3.129,13.071,0.585,38.081,0,1.402,66.346,4.731,292.825,2.571,8.992,2.818,3.641,0.24,1.006,7.636,34.542,1.0,33.449,36.287,2.821,61.833,2.029,34.563,9.4
5.1,1.764,5.693,4.639,5.55,4.42,1.555,0.997,4.437,7.642,5.78,3.734,5.647,3.517,1.026,7,1.563,6.211,5.589,10.66,4.608,3.661,-0.224,-0.224,42.88,2.474,50.29,50.29,37,3.769,5.509,11.823,2,9.313,8.917,0.737,8.413,12.442,-0.215,3.827,76.88,6.503,1.072,-0.473,7.233,0.28,14.021,1.202,3.551,-0.371,12.885,0.62,5.652,5.244,2.536,4.979,7.456,-1.37,-1.37,0.161,3.083,0,-1.009,-1.009,0.329,26.305,-0.486,-0.486,1.665,5.751,8,-0.272,0,0.405,0.155,0.155,1.353,2.697,39.071,15.122,0.296,0.189,0.0,1.115,2.522,2.522,17,273.34,103.526,103.526,101.749,1.637,-0.516,-0.516,4.979,2.017,5.883,0.342,15.479,0.19,3.506,12.0,-0.718,204.15,3.346,-0.705,-0.705,83.738,36.492,24.633,0.189,1.467,0.729,202.15,3.029,7.693,-1.003,57.62,0,0.308,18.011,3.63,204.15,1.138,8.737,2.608,3.332,0.278,0.822,7.361,50.29,1.0,33.449,56.3,2.596,54.667,1.657,26.203,9.8
5.1,1.382,5.11,3.923,4.693,4.013,1.094,0.58,3.936,7.421,5.567,3.472,5.437,3.093,0.685,2,1.069,5.986,4.602,10.47,4.196,3.429,-0.91,-0.91,31.198,2.342,25.145,40.105,29,2.994,5.318,11.564,1,5.088,8.739,0.082,3.777,12.239,-0.878,3.64,55.98,6.326,0.675,-0.917,7.066,0.184,13.738,0.435,2.307,-1.0,12.608,0.431,5.493,4.957,2.0,4.736,5.407,-2.874,-2.874,-0.421,2.892,0,-2.452,-2.452,0.241,23.856,-1.0,-1.0,1.608,5.423,7,-1.213,0,0.178,-0.47,-0.47,1.155,2.393,32.136,14.822,0.377,0.103,0.0,0.884,2.419,2.419,14,215.23,74.828,89.788,89.788,1.081,-2.0,-2.0,4.736,1.371,5.72,0.213,12.092,0.218,3.393,9.058,-1.188,132.606,3.182,-1.247,-1.247,89.788,27.641,18.948,-0.615,0.889,0.116,132.606,2.648,4.33,-1.719,34.091,0,-0.292,32.897,3.065,132.606,0.582,8.588,2.016,3.146,0.343,0.409,7.223,25.145,1.0,16.786,34.895,2.074,49.5,1.562,20.435,7.1
5.1,3.507,6.575,5.0,6.176,4.92,1.572,1.649,4.95,8.11,6.202,4.21,6.306,4.121,1.016,3,1.62,6.703,11.828,11.156,5.107,4.159,1.123,1.123,85.31,2.756,50.29,95.17,52,4.0,11.668,12.377,2,11.712,9.382,2.1,8.072,12.973,1.084,4.344,70.23,6.94,1.246,0.737,7.671,1.06,14.618,2.202,4.734,0.671,13.464,1.049,6.066,10.401,3.906,5.118,9.483,0.281,0.281,1.184,3.283,0,1.799,1.799,1.623,56.52,0.759,0.759,1.746,6.044,13,1.597,0,0.689,1.223,1.223,2.147,3.047,103.919,15.742,0.298,0.388,0.0,1.421,2.805,2.805,24,381.37,104.322,149.202,149.202,2.013,2.93,2.93,5.08,2.642,6.351,0.901,21.915,0.123,3.787,19.731,-0.186,264.158,3.632,-0.189,-0.189,95.17,51.882,34.476,1.675,2.66,1.563,254.648,3.333,13.543,-0.242,243.849,0,0.802,54.032,6.033,266.158,2.572,9.086,2.918,3.637,0.281,1.036,7.716,95.17,1.0,0.0,106.568,2.918,88.583,2.612,34.912,5.8
6.2,2.625,6.192,5.226,6.186,5.218,1.744,1.569,5.135,7.957,6.131,4.528,6.173,4.742,1.05,6,1.716,6.576,14.956,11.218,5.454,4.688,1.185,1.185,83.966,2.632,80.458,80.458,62,4.189,14.543,12.019,4,14.72,9.447,2.167,14.399,13.031,1.152,4.264,128.79,6.995,1.376,1.084,7.743,0.963,14.151,2.254,5.799,1.146,13.045,1.136,6.146,14.593,3.729,5.464,10.95,2.275,2.275,1.201,3.421,0,2.745,2.745,0.821,45.343,1.121,1.121,1.782,6.192,13,1.722,0,0.698,1.311,1.311,2.279,3.166,101.003,15.216,0.304,0.513,0.0,1.492,2.883,2.883,24,465.17,172.704,172.704,172.704,2.089,2.858,2.858,5.464,2.51,6.422,0.977,27.45,0.118,3.791,22.425,0.536,355.189,3.804,0.612,0.612,114.029,64.812,40.5,1.883,2.767,1.538,343.189,3.298,18.726,0.706,65.839,0,1.502,52.426,6.086,355.189,2.662,9.188,2.935,3.779,0.29,1.153,7.804,80.458,0.67,39.378,100.745,2.941,88.667,2.547,42.016,10.8
5.1,1.625,5.516,4.533,5.326,4.587,1.486,0.944,4.456,7.603,5.841,3.653,5.619,3.388,0.966,3,1.511,6.139,7.103,10.47,4.812,3.538,0.083,0.083,44.517,2.624,50.29,50.29,37,3.993,8.723,11.478,2,10.424,8.808,1.036,7.452,12.165,0.079,3.874,84.22,6.422,1.062,-0.233,7.198,0.124,13.505,2.0,3.791,0.133,12.42,0.463,5.68,7.733,2.952,5.164,7.855,-1.012,-1.012,1.0,3.149,0,-0.567,-0.567,0.224,22.603,-0.235,-0.235,1.684,5.753,8,0.098,0,0.262,1.0,1.0,1.383,2.737,51.09,14.499,0.273,0.229,0.0,1.117,2.63,2.63,21,323.62,119.209,119.209,119.209,1.067,0.223,0.223,5.12,2.134,5.878,0.246,17.711,0.142,3.63,13.485,-0.623,230.379,3.487,-0.62,-0.62,83.187,44.694,26.633,1.475,2.5,1.0,217.624,3.008,9.471,-0.837,46.179,0,0.392,68.919,3.998,232.379,1.34,8.707,2.715,3.465,0.256,0.886,7.389,50.29,1.0,0.0,40.121,2.735,62.333,2.138,29.708,6.7
5.1,2.667,6.195,5.074,6.159,4.82,1.524,1.504,4.832,8.206,6.202,4.181,6.218,4.192,1.026,4,1.518,6.832,8.163,11.234,5.029,4.281,1.1,1.1,81.796,2.724,67.828,97.748,55,3.924,9.324,12.668,2,10.423,9.437,2.054,11.81,13.073,1.045,4.387,105.3,6.973,1.275,0.689,7.704,0.918,14.985,2.199,4.313,0.806,13.807,0.915,6.08,8.907,3.591,5.234,9.291,1.362,1.362,1.183,3.158,0,1.972,1.972,0.671,51.499,0.741,0.741,1.751,6.138,13,1.626,0,0.78,1.243,1.243,2.042,2.806,64.543,16.148,0.312,0.528,9.316,1.305,2.86,2.86,22,362.8,154.268,184.188,182.901,2.189,2.632,2.632,5.234,2.417,6.372,0.628,21.79,0.135,3.816,19.989,0.045,272.158,3.582,0.05,0.05,164.891,51.511,34.562,1.737,2.7,1.317,272.158,3.204,10.434,0.063,57.935,1,0.972,60.694,5.29,272.158,2.585,9.138,2.735,3.603,0.293,0.934,7.751,67.828,1.0,85.153,183.078,2.733,84.917,2.604,34.539,11.5
5.1,1.757,5.723,4.869,5.667,4.669,1.558,0.699,4.664,7.712,5.907,4.01,5.828,3.838,0.91,4,1.633,6.215,7.131,10.818,4.887,4.001,1.0,1.0,38.179,2.521,9.507,24.467,43,3.886,7.842,11.827,1,11.635,9.095,1.984,10.611,12.586,0.983,3.837,80.28,6.708,1.28,0.918,7.438,0.517,14.018,2.0,3.812,0.361,12.873,0.482,5.883,6.875,3.414,4.959,9.039,0.679,0.679,1.0,3.126,1,2.136,2.136,0.451,27.597,0.951,0.951,1.715,5.788,9,1.405,1,0.484,1.0,1.0,1.475,2.515,32.52,15.116,0.3,0.265,0.0,1.376,2.64,2.64,20,306.26,97.172,112.132,110.846,1.451,2.253,2.253,4.959,2.283,6.103,0.435,17.352,0.146,3.604,7.117,0.0,233.066,3.506,0.0,0.0,74.824,37.47,29.581,1.421,2.436,1.077,233.066,3.199,9.167,0.0,32.313,0,0.929,36.022,4.514,233.066,2.423,8.864,2.715,3.521,0.281,1.061,7.516,56.592,1.0,68.367,41.439,2.735,62.5,2.139,30.914,12.8
5.1,2.417,5.896,5.094,5.639,4.969,1.658,0.896,4.893,7.825,6.032,4.129,6.04,3.861,1.051,5,1.704,6.364,8.998,10.964,5.218,4.076,1.101,1.101,44.534,2.476,25.145,25.145,52,4.251,10.915,11.895,1,13.329,9.239,2.086,13.432,12.73,1.083,4.04,104.68,6.841,1.3,0.966,7.576,0.353,14.059,2.138,4.228,1.138,12.929,0.791,6.014,10.243,3.5,5.33,10.104,2.275,2.275,1.126,3.208,0,2.454,2.454,0.478,25.756,1.0,1.0,1.745,5.942,11,1.473,0,0.405,1.186,1.186,1.725,2.822,49.847,15.141,0.268,0.243,0.0,1.376,2.672,2.672,23,368.81,133.945,133.945,132.658,1.864,2.528,2.528,5.33,2.468,6.236,0.436,20.583,0.129,3.598,13.311,0.473,298.457,3.648,0.498,0.498,108.399,45.768,33.567,1.73,2.662,1.311,294.457,3.206,12.9,0.733,60.742,0,1.45,50.908,5.06,298.457,2.534,8.993,2.893,3.65,0.252,1.03,7.649,25.145,1.0,50.357,33.806,2.873,69.833,2.429,36.1,14.3
5.1,2.313,6.194,5.38,5.957,5.005,1.741,1.292,5.093,7.893,6.06,4.202,6.179,4.06,1.014,7,1.741,6.413,11.992,10.869,5.218,4.204,1.0,1.0,57.726,2.592,25.145,25.145,51,4.444,11.663,12.061,1,15.635,9.147,2.0,18.741,12.635,1.0,4.044,85.83,6.742,1.305,0.983,7.489,0.298,14.281,2.068,5.103,1.0,13.124,0.833,5.938,11.601,3.404,5.349,10.203,1.863,1.863,1.062,3.222,1,2.136,2.136,0.569,25.443,1.0,1.0,1.749,5.953,10,1.5,1,0.571,1.1,1.1,1.805,2.816,50.86,15.395,0.245,0.361,0.0,1.374,2.612,2.612,26,408.33,112.748,112.748,112.748,2.2,2.136,2.136,5.349,2.41,6.151,0.331,21.79,0.121,3.604,14.512,0.204,315.566,3.727,0.211,0.211,91.613,51.64,33.267,1.588,2.582,1.279,306.811,3.217,17.042,0.28,86.48,0,1.198,50.908,4.979,315.566,2.5,8.916,2.888,3.694,0.232,1.075,7.587,48.687,1.0,19.542,62.583,2.887,69.167,2.237,37.617,8.5
5.1,2.188,5.548,4.596,5.493,4.704,1.519,0.882,4.603,7.807,5.991,3.867,5.764,3.564,0.998,3,1.52,6.354,7.983,10.811,4.921,3.655,0.877,0.877,52.679,2.65,25.145,40.105,47,3.931,8.824,11.87,1,9.554,9.097,1.803,7.679,12.562,0.811,4.026,92.93,6.688,1.087,0.279,7.441,0.239,14.01,2.0,3.747,0.624,12.888,0.544,5.883,8.106,3.414,5.241,8.622,0.374,0.374,1.0,3.17,0,0.731,0.731,0.306,31.959,0.306,0.306,1.713,5.938,10,1.257,0,0.286,1.0,1.0,1.801,2.706,84.857,15.075,0.292,0.282,0.0,1.325,2.712,2.712,22,334.3,127.635,142.595,142.595,1.902,2.068,2.068,5.198,2.362,6.103,0.555,18.851,0.141,3.69,14.179,-0.141,244.311,3.546,-0.149,-0.149,106.573,45.069,29.581,1.5,2.5,1.0,237.556,3.184,10.072,-0.182,42.94,0,0.805,68.919,4.618,246.311,2.332,8.94,2.752,3.546,0.272,0.886,7.589,25.145,1.0,33.571,51.339,2.752,70.667,2.415,31.893,10.6
5.1,1.167,5.341,4.253,5.212,4.165,1.384,0.469,4.106,6.948,5.282,3.493,5.307,3.298,0.773,4,1.348,5.47,5.007,10.025,4.401,3.478,-0.805,-0.805,33.647,1.971,22.156,37.117,23,3.224,5.47,10.696,1,7.698,8.375,0.168,5.252,11.712,-0.781,3.27,66.91,6.004,0.862,-1.0,6.781,0.405,12.673,0.408,2.865,-1.0,11.608,0.349,5.283,4.939,2.0,4.536,5.831,-3.0,-3.0,-0.463,2.854,0,-2.597,-2.597,0.376,24.116,-1.0,-1.0,1.603,5.423,5,-1.122,0,0.24,-0.514,-0.514,0.771,2.055,39.785,13.64,0.366,0.134,0.0,1.061,2.103,2.103,12,233.81,88.13,103.09,103.09,0.787,-1.809,-1.809,4.536,1.069,5.468,0.37,14.003,0.21,3.043,9.459,-1.301,154.219,3.149,-1.393,-1.393,67.069,33.647,21.548,-0.637,0.875,-0.244,154.219,2.826,5.492,-1.628,47.056,0,-0.474,36.022,2.924,154.219,0.546,8.3,2.223,3.121,0.347,0.538,6.973,45.699,1.0,47.963,44.401,2.231,48.389,1.426,21.532,11.8
5.1,1.0,3.892,3.136,2.773,3.869,1.022,0.268,3.389,7.229,5.404,3.056,4.575,1.66,0.278,1,0.997,5.746,2.148,10.222,4.089,2.426,-1.0,-1.0,18.185,2.046,25.145,25.145,28,2.919,3.461,11.298,1,4.311,8.502,0.01,1.703,11.982,-1.013,3.372,74.43,6.103,0.484,-1.182,6.845,0.043,13.423,0.093,1.705,-1.39,12.312,0.109,5.293,3.373,1.748,4.502,4.696,-4.542,-4.542,-0.813,2.65,0,-3.221,-3.221,0.087,14.793,-1.209,-1.209,1.559,5.308,5,-1.466,0,0.015,-0.86,-0.86,0.605,1.733,34.772,14.477,0.363,0.0,0.0,0.547,2.133,2.133,11,174.29,94.492,94.492,94.492,1.109,-2.449,-2.449,4.335,0.853,5.509,0.299,9.158,0.223,3.099,4.27,-1.78,104.039,2.91,-1.915,-1.915,58.471,21.588,15.967,-1.204,0.606,-0.802,102.039,2.55,2.594,-2.222,10.036,0,-0.971,36.022,2.533,108.039,0.47,8.298,1.553,2.935,0.33,0.015,6.963,25.145,1.0,33.326,29.076,1.524,38.333,1.358,16.854,16.7
5.1,2.972,6.061,4.638,5.98,4.523,1.39,0.955,4.462,7.658,5.861,3.867,5.927,4.008,0.775,3,1.38,6.245,7.064,10.86,4.703,4.022,0.554,0.554,57.145,2.502,11.0,40.92,45,3.431,6.658,11.721,1,5.567,9.139,1.438,6.144,12.617,0.482,3.964,101.74,6.732,1.074,-0.062,7.473,1.108,13.86,1.795,3.045,0.187,12.749,0.804,5.9,7.071,3.286,4.998,7.765,-0.891,-0.891,0.799,3.073,0,-0.198,-0.198,0.874,43.684,-0.068,-0.068,1.709,5.952,11,0.668,0,0.561,0.894,0.894,2.035,2.643,80.864,14.927,0.36,0.284,0.0,1.157,2.774,2.774,18,302.66,129.05,158.97,142.185,1.551,1.433,1.433,4.998,2.671,6.129,0.848,18.566,0.148,3.679,15.214,-0.303,204.905,3.402,-0.347,-0.347,163.323,42.531,29.581,1.209,2.289,1.212,204.905,3.056,7.639,-0.445,88.674,0,0.557,67.693,4.61,204.905,1.8,8.957,2.753,3.444,0.333,0.832,7.591,11.0,1.0,50.357,88.193,2.73,73.944,2.425,29.071,14.6
5.1,2.09,5.821,4.883,5.713,4.784,1.59,1.15,4.718,7.952,6.15,4.112,5.877,4.046,1.015,4,1.616,6.478,9.788,10.941,4.973,4.094,1.094,1.094,50.997,2.635,25.145,25.145,54,4.258,11.099,12.019,1,11.423,9.236,2.054,10.356,12.688,1.039,4.138,92.93,6.847,1.265,1.0,7.594,0.125,14.184,2.181,4.452,1.0,13.048,0.611,6.052,10.768,3.599,5.544,10.501,2.275,2.275,1.179,3.316,0,2.335,2.335,0.278,24.435,1.0,1.0,1.763,5.929,11,1.615,0,0.473,1.184,1.184,2.136,2.769,47.078,15.266,0.267,0.399,0.0,1.381,2.681,2.681,28,416.72,127.635,127.635,127.635,1.895,2.586,2.586,5.508,2.655,6.263,0.235,22.738,0.121,3.665,14.097,0.808,308.457,3.802,0.93,0.93,91.613,52.506,33.833,1.731,2.733,1.24,301.702,3.279,11.415,1.462,43.82,0,1.816,68.919,5.45,310.457,2.658,9.161,2.968,3.766,0.247,1.123,7.812,25.145,1.0,67.632,34.13,2.984,77.167,2.533,39.223,8.9
5.1,2.438,5.786,4.782,6.103,4.791,1.478,1.118,4.712,7.765,5.935,4.073,6.106,3.7,0.918,3,1.512,6.328,7.664,11.001,5.001,3.911,1.0,1.0,64.944,2.651,36.145,81.025,48,3.747,8.588,11.894,2,9.819,9.228,1.952,8.037,12.821,0.942,4.0,79.38,6.792,1.145,0.897,7.528,1.058,14.073,1.952,4.059,0.612,12.942,0.667,5.943,8.491,3.429,5.069,8.954,0.201,0.201,0.946,3.285,0,2.136,2.136,0.859,50.961,1.0,1.0,1.727,5.963,10,1.162,0,0.372,1.0,1.0,1.618,3.047,90.628,15.163,0.329,0.21,0.0,1.376,2.891,2.891,20,339.45,108.862,153.742,153.742,1.538,2.353,2.353,5.069,2.283,6.221,0.908,20.392,0.139,3.817,14.298,-0.221,243.323,3.489,-0.227,-0.227,114.596,47.179,33.276,1.384,2.422,1.256,236.568,3.206,9.229,-0.302,106.79,0,0.759,36.022,5.52,243.323,2.192,8.92,2.725,3.527,0.311,0.851,7.562,70.025,1.0,33.571,98.098,2.704,82.417,2.278,31.901,10.4
5.1,2.292,6.014,5.219,5.882,4.992,1.812,1.174,4.984,8.081,6.218,4.111,6.069,3.978,1.074,4,1.814,6.596,11.735,10.97,5.208,4.072,1.155,1.155,61.693,2.813,36.145,36.145,55,4.477,13.101,12.248,2,15.946,9.258,2.144,16.572,12.723,1.141,4.177,107.02,6.855,1.3,1.04,7.606,0.348,14.429,2.303,5.284,1.125,13.293,0.646,6.057,12.268,3.582,5.668,11.111,2.136,2.136,1.302,3.371,1,2.55,2.55,0.378,30.429,1.105,1.105,1.764,6.062,11,1.671,1,0.523,1.305,1.305,1.975,2.767,57.619,15.514,0.245,0.28,0.0,1.319,2.831,2.831,29,418.58,135.51,135.51,118.725,1.644,2.748,2.748,5.668,2.518,6.271,0.299,22.85,0.115,3.824,13.709,0.744,345.775,3.813,0.713,0.713,118.725,52.463,35.433,1.872,2.758,1.327,333.41,3.216,15.604,1.11,62.919,0,1.764,82.58,5.563,345.775,2.618,9.078,2.898,3.789,0.23,1.048,7.737,59.687,1.0,16.786,65.025,2.889,77.0,2.38,40.31,6.6
5.4,0.944,5.484,4.511,5.241,4.444,1.581,0.802,4.359,7.64,5.838,3.577,5.511,3.484,0.952,2,1.588,6.134,6.557,10.522,4.67,3.569,0.429,0.429,32.198,2.539,25.145,25.145,36,3.964,7.715,11.619,1,10.49,8.836,1.425,7.69,12.246,0.422,3.746,57.78,6.45,1.062,0.384,7.212,0.087,13.695,1.973,3.481,-0.016,12.596,0.334,5.687,7.272,3.035,5.154,7.91,-1.271,-1.271,0.97,3.019,0,0.956,0.956,0.233,15.934,0.406,0.406,1.677,5.617,7,0.609,0,0.215,1.0,1.0,1.406,2.665,26.624,14.719,0.265,0.212,0.0,1.155,2.57,2.57,21,291.57,76.727,76.727,59.941,0.902,1.013,1.013,5.154,2.089,5.889,0.132,15.462,0.157,3.56,6.069,-0.589,216.477,3.478,-0.592,-0.592,41.93,36.062,24.567,1.5,2.5,1.0,208.477,2.942,8.426,-0.758,37.257,0,0.408,34.796,3.918,216.477,1.901,8.738,2.682,3.454,0.245,0.886,7.405,25.145,1.0,16.786,37.662,2.669,54.167,1.646,28.467,7.1
5.1,1.16,4.508,3.484,4.273,3.902,1.321,0.351,3.668,7.473,5.599,3.266,4.785,2.784,0.793,0,1.313,6.069,3.455,10.588,4.086,2.969,-1.0,-1.0,20.516,2.331,52.191,52.191,27,2.9,4.176,11.636,2,3.804,8.835,-0.084,2.237,12.379,-0.852,3.633,63.56,6.422,0.462,-0.995,7.141,0.203,13.803,0.635,2.414,-1.045,12.689,0.254,5.549,3.826,2.301,4.607,5.356,-3.493,-3.493,-0.238,2.571,0,-2.822,-2.822,0.142,17.713,-1.049,-1.049,1.588,5.309,7,-1.264,0,0.107,-0.268,-0.268,0.928,2.643,23.748,14.886,0.39,0.029,10.198,0.908,2.438,2.438,12,187.27,86.803,86.803,85.639,1.216,-2.667,-2.667,4.607,1.618,5.79,0.304,10.466,0.221,3.396,4.669,-1.537,124.382,3.109,-1.58,-1.58,85.639,22.647,18.3,-0.349,1.09,0.576,124.382,2.499,3.805,-1.971,12.111,1,-0.604,42.683,2.969,124.382,0.393,8.594,2.057,3.099,0.355,0.114,7.21,52.191,1.0,33.449,27.547,2.043,40.333,2.035,19.261,11.1
5.5,1.854,5.713,4.901,5.61,4.651,1.623,0.778,4.654,7.896,6.027,3.96,5.723,3.902,1.071,2,1.648,6.382,7.635,10.855,4.868,3.961,1.0,1.0,32.59,2.526,0.0,0.0,44,4.102,7.795,12.089,0,10.5,9.121,2.0,11.996,12.634,1.0,3.93,85.41,6.723,1.084,0.793,7.452,0.117,14.291,2.0,3.634,0.691,13.144,0.547,5.889,7.065,3.247,5.089,8.791,1.563,1.563,1.0,3.067,0,2.046,2.046,0.281,14.053,0.807,0.807,1.718,5.679,9,1.5,0,0.396,1.0,1.0,1.442,2.446,25.498,15.387,0.257,0.204,0.0,1.116,2.553,2.553,22,307.18,101.203,101.203,82.764,1.331,2.136,2.136,5.045,2.291,6.111,0.205,16.724,0.142,3.542,6.864,0.007,232.084,3.565,0.008,0.008,82.764,37.338,27.4,1.5,2.5,1.0,217.819,2.995,10.199,0.009,28.83,0,0.982,49.56,4.41,234.084,2.5,8.944,2.715,3.55,0.237,0.886,7.589,0.0,1.0,49.867,27.612,2.735,58.333,1.939,31.289,13.0
5.1,0.757,5.284,4.699,5.184,4.648,1.557,0.358,4.328,7.123,5.472,3.333,5.202,3.366,1.092,6,1.529,5.571,6.648,10.12,4.947,3.403,-0.387,-0.387,27.919,2.468,11.0,11.0,27,4.19,10.046,10.741,1,13.994,8.49,0.582,10.657,11.786,-0.367,3.317,25.36,6.129,1.062,-0.448,6.919,0.202,12.622,1.393,4.535,-0.461,11.571,0.195,5.442,8.354,2.314,4.985,7.809,-1.726,-1.726,0.439,3.136,1,-1.126,-1.126,0.125,10.064,-0.464,-0.464,1.639,5.496,5,-0.455,1,0.22,0.492,0.492,1.195,2.425,26.797,13.513,0.241,0.09,0.0,1.094,2.498,2.498,19,293.33,30.91,30.91,30.91,0.658,-0.919,-0.919,4.985,2.0,5.617,0.29,15.204,0.153,3.488,6.012,-0.861,229.329,3.439,-0.877,-0.877,27.785,34.671,24.167,0.531,1.596,0.651,222.574,2.925,9.565,-1.167,20.592,0,0.101,0.0,3.323,229.329,0.929,8.26,2.712,3.386,0.232,0.865,6.99,58.084,1.0,16.786,22.217,2.726,41.833,1.568,27.552,4.3
