pXC50,D.Dtr07,nR07,X5A,Eig04_AEA.bo.,nCrs,SM06_AEA.bo.,SM07_AEA.bo.,SM04_EA.bo.,X4A,ATS7m,SM05_AEA.bo.,X3A,Eig06_EA.bo.,ZM2Per,Eig03_EA.bo.,SM13_AEA.ri.,Chi1_EA.ed.,ZM2MulPer,Chi0_EA.ed.,ZM2V,SpMax1_Bh.e.,IC4,Eig06_AEA.bo.,ZM1Per,ATS6m,IC3,SM02_AEA.bo.,ZM2Kup,SpAD_EA.bo.,ATS5m,SM03_EA.ri.,P_VSA_LogP_7,Eig04_AEA.ri.,SpMax3_Bh.p.,Eig04_EA.ri.,SssCH2,Eta_F,Eig01_AEA.ri.,SpMax_AEA.ri.,nCsp3,ZM1MulPer,CATS2D_07_NL,CATS2D_08_AL,ATS8i,CATS2D_08_DL,SpMax6_Bh.e.,MWC03,ZM2,GGI4,ZM1Mad,SpMax3_Bh.v.,SpAD_EA.ed.,ZM1V,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SRW04,D.Dtr05,CATS2D_07_AL,NssCH2,CATS2D_05_LL,CATS2D_02_LL,piPC04,Eta_beta,BBI,MPC02,SM02_EA,ZM1Kup
6.7,0.0,0,0.071,3.93,3,10.498,11.902,7.52,0.111,4.139,9.121,0.177,2.799,783.69,3.599,3.599,7.705,538.428,15.952,509.0,4.195,5.732,3.55,744.26,4.269,5.732,5.276,536.088,81.306,4.276,4.11,329.591,3.512,3.802,2.498,6.633,37.075,4.376,4.376,10,550.641,3,9,5.401,3,3.467,6.138,231.0,1.72,213.937,3.802,172.291,516.0,12.577,12.577,12.577,5.746,80.842,5,9,27,19,5.841,47.5,57,4.06,4.745,593.022
5.0,0.0,0,0.085,3.55,3,9.995,11.366,6.63,0.126,4.025,8.649,0.194,2.068,614.26,3.087,3.087,5.871,411.486,12.293,386.0,3.985,5.488,3.043,679.2,4.007,5.207,4.902,417.542,54.018,4.162,3.993,373.581,3.243,3.612,2.223,5.549,20.882,4.178,4.178,16,549.486,1,1,5.379,5,3.324,5.855,174.0,1.45,206.039,3.599,136.228,504.0,11.689,11.689,11.689,5.509,111.237,1,10,9,16,4.683,26.5,45,3.829,4.511,645.528
5.301,0.0,0,0.081,3.229,4,9.619,10.933,6.392,0.122,3.62,8.33,0.19,2.024,416.03,2.712,2.712,5.658,287.259,11.708,272.0,4.017,5.34,2.949,425.83,3.692,5.192,4.766,277.493,47.95,3.763,3.537,397.124,3.036,3.623,1.997,10.262,12.324,4.184,4.184,14,323.131,1,3,5.165,1,3.273,5.7,149.0,0.783,159.577,3.611,109.305,304.0,11.112,11.112,11.112,5.333,153.474,3,10,12,19,4.591,24.0,37,3.638,4.317,318.481
4.46,0.0,0,0.075,3.435,2,9.813,11.196,6.817,0.114,3.089,8.45,0.186,1.772,393.62,3.151,3.151,3.736,271.697,7.81,256.0,4.034,4.722,2.733,360.72,3.295,4.616,4.605,264.314,41.8,3.421,3.674,153.024,3.111,3.33,2.085,2.565,17.104,4.099,4.099,4,265.423,0,0,4.338,6,2.854,5.517,124.0,1.44,112.955,3.341,94.185,246.0,10.43,10.43,10.43,5.13,0.0,0,3,8,11,4.999,25.75,31,3.466,4.143,265.944
5.0,0.0,0,0.089,3.349,3,9.59,10.896,6.337,0.131,3.875,8.308,0.2,2.021,425.36,2.71,2.71,5.538,296.53,11.533,280.0,3.979,5.341,2.904,459.15,3.888,5.002,4.741,283.542,46.844,3.816,3.621,385.353,3.241,3.612,2.184,6.94,14.726,4.13,4.13,15,360.911,1,1,5.307,5,3.198,5.68,146.0,0.961,165.022,3.599,108.978,334.0,10.723,10.723,10.723,5.333,96.089,1,10,9,16,4.45,23.75,37,3.638,4.317,361.195
5.0,0.0,0,0.087,3.41,3,9.698,11.015,6.457,0.13,3.948,8.402,0.198,2.038,478.93,2.71,2.71,5.587,333.178,11.652,314.0,3.98,5.47,3.036,530.52,3.923,5.176,4.783,326.875,48.678,3.851,3.727,373.581,3.241,3.612,2.201,6.379,16.251,4.13,4.13,15,423.068,1,1,5.315,5,3.198,5.727,153.0,1.152,174.853,3.599,115.322,390.0,10.723,10.723,10.723,5.38,99.812,1,10,9,15,4.55,24.5,39,3.689,4.369,455.306
5.0,0.0,0,0.087,3.41,3,9.698,11.015,6.457,0.13,4.01,8.402,0.198,2.038,478.93,2.71,2.71,5.587,333.178,11.652,314.0,3.98,5.47,3.036,530.52,3.954,5.176,4.783,310.405,48.678,3.882,3.683,373.581,3.241,3.612,2.195,6.739,15.302,4.13,4.13,15,423.068,1,1,5.306,5,3.198,5.727,153.0,1.152,186.541,3.599,115.322,390.0,10.723,10.723,10.723,5.38,99.812,1,10,9,17,4.55,24.5,39,3.689,4.369,395.398
5.0,0.0,0,0.087,3.347,3,9.57,10.883,6.282,0.13,3.863,8.28,0.199,1.794,470.91,2.71,2.71,5.288,326.211,11.033,306.0,3.975,5.341,2.793,505.37,3.901,5.026,4.703,300.407,44.757,3.88,3.578,357.775,3.214,3.611,1.99,6.852,12.038,4.13,4.13,15,397.539,1,2,5.223,5,3.195,5.652,142.0,0.935,191.717,3.598,106.195,368.0,10.723,10.723,10.723,5.303,183.821,2,10,8,11,4.389,21.75,36,3.611,4.29,381.7
6.796,0.0,0,0.074,3.598,0,10.237,11.659,7.194,0.113,4.004,8.838,0.179,2.533,549.32,3.405,3.405,4.777,377.11,10.442,355.0,4.144,4.902,3.349,525.43,4.027,4.864,4.905,360.867,55.865,4.036,4.081,282.506,3.162,3.735,2.098,3.099,23.088,4.375,4.375,8,394.222,3,4,5.238,3,3.306,5.796,164.0,1.554,164.804,3.725,125.564,366.0,12.748,12.748,12.748,5.407,59.851,0,5,11,16,5.438,32.0,41,3.738,4.419,371.379
5.5,0.0,0,0.07,3.896,3,10.414,11.818,7.463,0.11,4.202,9.039,0.175,2.787,742.63,3.444,3.444,7.477,508.72,15.49,481.0,4.196,5.844,3.53,703.88,4.291,5.701,5.218,508.088,78.084,4.29,4.11,353.133,3.512,3.8,2.498,8.185,34.877,4.376,4.376,11,520.771,3,10,5.439,3,3.467,6.12,227.0,1.64,209.937,3.798,169.612,488.0,12.577,12.577,12.577,5.727,71.324,9,10,26,18,5.788,45.0,56,4.043,4.727,565.022
4.081,0.0,0,0.078,3.038,4,9.311,10.621,5.838,0.12,3.487,8.03,0.19,1.791,329.03,2.293,2.293,5.084,226.077,10.591,214.0,4.013,5.293,2.794,348.02,3.564,5.121,4.543,219.493,37.378,3.648,3.345,420.666,2.912,3.621,1.846,13.461,5.967,4.184,4.184,17,268.391,1,3,5.149,1,3.261,5.525,125.0,0.712,139.577,3.6,90.946,252.0,11.112,11.112,11.112,5.165,136.496,3,12,10,13,4.025,16.0,31,3.466,4.143,266.481
5.268,0.0,0,0.075,3.024,4,9.258,10.582,5.765,0.115,3.13,7.962,0.183,1.436,305.11,2.293,2.293,4.08,208.993,8.591,198.0,4.011,4.985,2.438,324.9,3.305,4.855,4.407,203.493,32.286,3.44,3.345,326.497,2.899,3.464,1.839,7.895,5.661,4.184,4.184,13,251.575,1,2,4.829,1,3.13,5.389,109.0,0.712,123.577,3.366,80.77,236.0,11.112,11.112,11.112,5.017,106.854,2,8,8,10,3.951,14.0,27,3.332,4.007,250.481
6.155,0.0,0,0.078,3.206,4,9.364,10.671,5.927,0.12,3.478,8.085,0.19,1.843,341.79,2.295,2.295,5.084,235.566,10.591,223.0,4.013,5.294,2.851,361.96,3.559,5.08,4.575,228.493,38.436,3.639,3.345,397.124,2.912,3.622,1.846,10.178,7.576,4.184,4.184,15,278.917,1,3,5.078,1,3.249,5.525,125.0,0.712,139.577,3.611,90.946,262.0,11.112,11.112,11.112,5.165,136.496,3,10,10,13,4.078,17.0,31,3.466,4.143,276.481
5.42,0.0,0,0.077,3.226,4,9.396,10.704,5.905,0.119,3.599,8.115,0.191,1.822,345.09,2.382,2.382,5.097,237.405,10.663,225.0,4.015,5.349,2.829,358.86,3.721,5.185,4.595,228.835,39.234,3.737,3.483,444.208,3.023,3.622,1.989,12.084,6.061,4.185,4.185,18,274.982,1,3,5.364,1,3.263,5.58,132.0,0.792,148.918,3.611,97.636,258.0,11.113,11.113,11.113,5.22,143.23,3,11,12,15,4.06,16.5,33,3.526,4.205,272.481
4.699,0.0,0,0.081,3.229,4,9.619,10.933,6.392,0.122,3.65,8.33,0.19,2.024,454.19,2.712,2.712,5.658,312.591,11.708,296.0,4.015,5.307,2.949,468.71,3.704,5.153,4.766,306.947,47.95,3.764,3.501,373.581,3.036,3.623,1.997,8.16,13.813,4.184,4.184,13,356.394,1,4,5.08,1,3.246,5.7,149.0,0.783,163.12,3.611,109.305,336.0,11.112,11.112,11.112,5.333,153.474,4,9,9,13,4.591,25.0,37,3.638,4.317,362.217
4.066,0.0,0,0.081,3.229,4,9.662,10.977,6.457,0.122,3.605,8.371,0.19,2.024,433.2,2.712,2.712,5.658,299.535,11.708,283.0,4.017,5.342,3.008,440.79,3.683,5.188,4.792,288.493,49.002,3.752,3.537,373.581,3.036,3.623,1.997,7.546,14.345,4.184,4.184,12,334.071,1,3,5.058,1,3.263,5.7,149.0,0.783,159.577,3.611,109.305,314.0,11.112,11.112,11.112,5.333,153.474,3,8,12,19,4.683,25.5,37,3.638,4.317,328.481
7.921,0.0,0,0.069,3.787,0,10.323,11.742,7.284,0.113,4.191,8.922,0.176,2.574,642.59,3.37,3.37,4.717,441.509,9.831,412.0,4.144,5.012,3.402,655.51,4.083,4.926,4.934,403.593,57.364,4.024,4.159,211.88,3.331,3.683,2.161,1.129,23.607,4.281,4.281,6,511.214,3,4,5.017,3,3.076,5.814,167.0,1.537,199.843,3.673,132.576,470.0,11.48,11.48,11.48,5.442,59.412,1,3,10,13,5.497,32.5,43,3.784,4.466,431.786
5.959,0.0,0,0.079,3.228,4,9.5,10.819,6.08,0.12,3.606,8.204,0.191,1.839,358.1,2.712,2.712,5.07,247.459,10.649,232.0,4.014,5.315,2.846,374.23,3.63,5.145,4.625,237.493,40.419,3.708,3.537,420.666,3.031,3.622,1.995,10.189,7.647,4.184,4.184,16,288.167,1,3,5.176,1,3.283,5.58,132.0,0.792,145.577,3.611,97.343,270.0,11.112,11.112,11.112,5.22,143.552,4,10,12,14,4.143,17.5,33,3.526,4.205,284.481
7.013,0.0,0,0.075,3.03,4,9.272,10.592,5.784,0.116,3.315,7.979,0.185,1.587,311.71,2.293,2.293,4.334,213.59,9.091,202.0,4.012,5.069,2.588,330.74,3.383,4.946,4.443,207.493,33.528,3.481,3.345,350.039,2.903,3.53,1.84,9.234,5.742,4.184,4.184,14,255.906,1,2,4.994,1,3.158,5.425,113.0,0.712,127.577,3.46,83.237,240.0,11.112,11.112,11.112,5.056,113.909,3,9,9,10,3.97,14.5,28,3.367,4.043,254.481
4.456,0.0,0,0.078,3.038,5,9.311,10.621,5.838,0.12,3.537,8.03,0.19,1.791,335.95,2.293,2.293,5.084,229.259,10.591,218.0,3.999,5.362,2.794,349.86,3.561,5.095,4.543,221.835,37.378,3.605,3.279,420.666,2.904,3.621,1.846,13.537,5.927,4.162,4.162,17,268.26,1,3,5.134,1,3.218,5.525,125.0,0.712,142.918,3.61,90.946,252.0,11.112,11.112,11.112,5.165,136.496,3,12,10,12,4.025,16.0,31,3.466,4.143,266.481
6.0,0.0,0,0.07,3.93,3,10.494,11.9,7.516,0.11,4.194,9.116,0.175,2.787,778.19,3.599,3.599,7.477,534.402,15.49,505.0,4.195,5.802,3.53,738.52,4.283,5.802,5.26,532.088,79.975,4.276,4.11,306.049,3.512,3.799,2.498,5.34,37.105,4.376,4.376,9,546.545,3,10,5.369,3,3.467,6.12,227.0,1.64,209.937,3.799,169.612,512.0,12.577,12.577,12.577,5.727,71.324,9,8,26,18,5.845,47.0,56,4.043,4.727,589.022
7.31,0.0,0,0.077,3.045,4,9.312,10.623,5.832,0.117,3.383,8.028,0.187,1.806,325.83,2.293,2.293,4.584,224.505,9.591,212.0,4.012,5.164,2.825,347.11,3.421,5.044,4.511,217.493,35.56,3.521,3.345,350.039,2.906,3.58,1.842,8.853,7.632,4.184,4.184,13,269.161,1,3,4.982,1,3.175,5.46,117.0,0.712,131.577,3.533,85.858,252.0,11.112,11.112,11.112,5.094,121.229,3,9,9,11,4.007,16.0,29,3.401,4.078,266.481
5.6,0.0,0,0.071,3.93,3,10.498,11.903,7.52,0.111,4.212,9.121,0.176,2.787,783.95,3.599,3.599,7.727,538.564,15.99,509.0,4.195,5.848,3.53,744.28,4.301,5.848,5.276,536.088,81.072,4.296,4.11,329.591,3.512,3.802,2.498,6.527,37.396,4.376,4.376,10,550.706,3,10,5.441,3,3.467,6.138,231.0,1.64,213.937,3.802,171.822,516.0,12.577,12.577,12.577,5.746,74.91,10,9,27,19,5.848,47.5,57,4.06,4.745,593.022
4.886,0.0,0,0.077,3.228,4,9.59,10.912,6.362,0.118,3.585,8.292,0.186,1.961,410.53,2.712,2.712,4.934,282.489,10.222,268.0,4.018,5.124,2.907,412.07,3.595,4.949,4.687,270.178,44.205,3.599,3.483,326.497,3.027,3.621,1.993,6.455,12.815,4.185,4.185,11,310.924,1,3,5.02,1,3.161,5.617,137.0,0.703,150.918,3.611,101.828,292.0,11.113,11.113,11.113,5.242,127.911,4,7,11,15,4.56,23.0,34,3.555,4.234,306.481
7.921,0.0,0,0.07,3.766,0,10.255,11.669,7.226,0.114,4.066,8.861,0.175,2.574,584.66,3.363,3.363,4.664,403.733,9.665,377.0,4.145,4.839,3.398,583.46,4.021,4.839,4.898,389.071,55.512,3.963,4.14,223.651,3.315,3.679,2.209,1.128,22.179,4.281,4.281,6,449.087,3,4,5.03,3,3.07,5.765,159.0,1.426,216.987,3.672,125.916,414.0,11.479,11.479,11.479,5.398,56.859,0,3,10,13,5.46,31.5,41,3.738,4.419,449.941
5.0,0.0,0,0.087,3.41,3,9.698,11.015,6.457,0.13,3.926,8.402,0.198,2.038,441.79,2.71,2.71,5.587,308.385,11.652,290.0,3.982,5.488,3.036,471.72,3.915,5.207,4.783,293.542,48.678,3.858,3.77,408.895,3.241,3.612,2.207,6.934,15.186,4.13,4.13,16,369.832,1,1,5.362,5,3.22,5.727,153.0,1.152,171.022,3.599,115.322,342.0,10.723,10.723,10.723,5.38,99.812,1,10,9,18,4.55,24.25,39,3.689,4.369,369.195
4.377,0.0,0,0.079,3.038,4,9.323,10.63,5.855,0.121,3.571,8.047,0.192,1.816,334.79,2.293,2.293,5.334,230.238,11.091,218.0,4.014,5.361,2.82,353.78,3.602,5.107,4.575,223.493,38.62,3.683,3.345,444.208,2.916,3.623,1.856,14.9,6.035,4.184,4.184,18,272.552,1,3,5.216,1,3.296,5.557,129.0,0.712,143.577,3.611,93.428,256.0,11.112,11.112,11.112,5.198,144.384,3,13,11,14,4.043,16.5,32,3.497,4.174,270.481
7.638,0.0,0,0.074,3.76,0,10.259,11.671,7.231,0.109,3.963,8.868,0.18,2.678,589.44,3.346,3.346,4.889,407.414,10.109,381.0,4.145,4.931,3.41,589.14,3.95,4.931,4.92,396.201,56.959,3.993,4.149,247.193,3.315,3.699,2.213,1.841,23.946,4.271,4.271,7,453.074,0,1,5.109,0,3.076,5.79,163.0,1.826,170.635,3.688,128.868,418.0,11.43,11.43,11.43,5.425,60.231,0,4,10,14,5.447,32.25,42,3.761,4.443,461.49
5.4,0.0,0,0.07,3.896,3,10.41,11.815,7.459,0.109,4.159,9.033,0.174,2.787,698.83,3.444,3.444,7.227,479.232,14.99,453.0,4.196,5.761,3.53,655.24,4.264,5.445,5.201,474.634,76.62,4.267,4.129,353.133,3.512,3.797,2.498,9.048,32.953,4.376,4.376,11,483.346,3,5,5.449,3,3.467,6.103,223.0,1.64,202.394,3.796,166.672,452.0,12.577,12.577,12.577,5.707,67.788,5,10,29,24,5.785,43.5,55,4.025,4.71,517.287
4.432,0.0,0,0.078,3.038,4,9.311,10.621,5.838,0.12,3.481,8.03,0.19,1.791,328.11,2.293,2.293,5.084,225.558,10.591,214.0,4.019,5.293,2.794,347.94,3.566,5.121,4.543,219.493,37.378,3.744,3.345,420.666,2.921,3.621,1.868,13.426,5.999,4.187,4.187,17,268.215,1,3,5.167,1,3.269,5.525,125.0,0.712,139.577,3.58,90.946,252.0,11.112,11.112,11.112,5.165,136.496,3,12,11,13,4.025,16.0,31,3.466,4.143,266.481
6.0,0.0,0,0.069,3.684,3,10.245,11.66,7.238,0.107,3.708,8.858,0.172,2.538,577.98,3.153,3.153,5.344,395.425,11.203,373.0,4.183,5.263,3.329,537.55,3.924,5.078,4.984,389.641,61.188,4.038,4.029,270.735,3.324,3.611,2.3,2.769,26.461,4.328,4.328,7,396.653,0,5,4.973,0,3.184,5.883,179.0,1.382,161.805,3.609,137.1,370.0,12.182,12.182,12.182,5.476,48.825,7,5,7,15,5.552,34.75,44,3.807,4.489,408.911
6.0,0.0,0,0.069,3.684,3,10.302,11.717,7.289,0.106,3.796,8.913,0.173,2.651,631.24,3.19,3.19,5.379,431.935,11.289,407.0,4.184,5.263,3.401,608.9,3.958,5.224,5.017,432.974,62.951,4.065,4.101,258.964,3.326,3.611,2.3,2.398,28.118,4.328,4.328,7,458.746,0,5,4.978,0,3.191,5.922,186.0,1.573,171.636,3.61,143.322,426.0,12.182,12.182,12.182,5.517,51.871,7,5,7,13,5.578,35.5,46,3.85,4.533,503.022
4.42,0.0,0,0.076,3.013,4,9.245,10.572,5.746,0.115,2.971,7.944,0.181,1.261,294.38,2.293,2.293,3.784,203.667,8.066,190.0,4.01,4.897,2.295,317.46,3.118,4.758,4.369,197.15,30.987,3.366,3.345,302.955,2.893,3.369,1.836,6.672,5.57,4.184,4.184,12,248.21,1,2,4.574,1,3.016,5.352,105.0,0.712,116.237,3.344,78.144,232.0,11.111,11.111,11.111,4.977,100.12,2,7,7,9,3.932,13.5,26,3.296,3.97,246.481
7.119,0.0,0,0.075,3.048,4,9.299,10.614,5.814,0.116,3.294,8.012,0.185,1.758,320.83,2.293,2.293,4.334,220.865,9.091,208.0,4.011,5.087,2.791,341.43,3.373,4.959,4.477,213.493,34.256,3.476,3.345,326.497,2.903,3.535,1.84,7.571,7.566,4.184,4.184,12,265.175,1,2,4.866,1,3.152,5.425,113.0,0.712,127.577,3.469,83.237,248.0,11.112,11.112,11.112,5.056,113.909,3,8,9,10,3.989,15.5,28,3.367,4.043,262.481
6.092,0.0,0,0.067,3.746,2,10.215,11.631,7.223,0.105,3.852,8.822,0.17,2.576,601.67,3.41,3.41,4.592,408.879,9.626,386.0,4.16,5.016,3.346,587.74,3.904,4.919,4.898,401.201,55.701,3.875,3.94,176.567,3.315,3.758,2.223,1.972,22.858,4.277,4.277,5,447.056,3,4,4.819,3,3.045,5.808,166.0,1.725,166.635,3.753,127.199,414.0,11.795,11.795,11.795,5.434,49.924,3,3,13,9,5.497,31.75,41,3.738,4.419,457.49
7.509,0.0,0,0.071,3.611,0,10.208,11.622,7.183,0.116,3.824,8.815,0.177,2.505,535.32,3.31,3.31,4.724,371.112,10.026,345.0,4.142,4.919,3.344,501.09,3.85,4.879,4.883,362.55,54.826,3.823,4.121,270.735,3.211,3.679,2.148,1.395,23.831,4.279,4.279,7,371.138,3,5,5.12,3,3.231,5.753,157.0,1.274,148.164,3.671,122.475,346.0,11.471,11.471,11.471,5.38,57.404,0,3,11,12,5.436,32.25,40,3.714,4.394,384.911
5.0,0.0,0,0.066,3.704,4,10.578,12.063,7.523,0.103,3.926,9.121,0.17,2.551,740.22,3.414,3.414,5.132,503.803,10.876,473.0,4.194,5.189,3.39,691.12,4.131,5.149,5.063,468.555,65.61,4.203,4.265,235.422,3.334,3.631,2.271,1.55,30.792,4.463,4.463,6,521.023,0,6,4.888,0,3.194,5.964,194.0,1.813,217.616,3.616,153.141,478.0,13.681,13.681,13.681,5.549,50.847,4,4,9,10,5.64,37.0,48,3.892,4.575,549.618
7.222,0.0,0,0.07,3.79,0,10.324,11.743,7.299,0.116,3.859,8.926,0.175,2.522,609.84,3.32,3.32,4.844,424.585,10.163,395.0,4.146,4.887,3.368,583.31,3.874,4.845,4.963,423.37,59.29,3.85,4.214,235.422,3.359,3.679,2.329,1.075,27.337,4.279,4.279,6,442.984,3,5,5.057,3,3.272,5.796,164.0,1.314,157.462,3.671,129.452,406.0,11.471,11.471,11.471,5.425,60.806,0,3,11,12,5.493,35.5,42,3.761,4.443,460.292
4.886,0.0,0,0.092,3.469,3,9.742,11.062,6.671,0.133,3.621,8.446,0.2,1.917,507.47,3.277,3.277,5.78,356.314,12.021,336.0,3.97,5.377,2.871,491.86,3.679,5.258,4.842,357.372,52.55,3.711,3.494,317.82,3.142,3.639,2.109,7.846,19.354,3.986,3.986,11,366.107,0,4,5.091,1,3.325,5.72,152.0,0.846,149.449,3.645,111.073,342.0,10.007,10.007,10.007,5.361,188.102,5,9,9,13,4.869,29.25,38,3.664,4.344,378.799
7.409,0.0,0,0.071,3.596,0,10.195,11.609,7.173,0.115,3.86,8.802,0.175,2.5,553.92,3.31,3.31,4.585,382.445,9.528,357.0,4.127,4.792,3.328,534.49,3.88,4.792,4.86,365.332,53.649,3.828,4.072,211.88,3.156,3.667,2.087,1.261,22.345,4.277,4.277,6,404.11,2,4,4.91,2,3.061,5.72,152.0,1.234,158.581,3.661,119.566,374.0,11.471,11.471,11.471,5.352,54.002,0,3,6,12,5.416,31.5,39,3.689,4.369,383.024
4.699,0.0,0,0.067,3.878,3,10.684,12.147,7.678,0.106,4.159,9.248,0.169,2.944,841.4,3.554,3.554,6.302,575.249,13.172,541.0,4.206,5.377,3.625,779.28,4.294,5.328,5.234,537.624,78.426,4.326,4.361,247.193,3.461,3.856,2.407,2.254,39.021,4.354,4.354,5,582.88,1,8,5.043,3,3.513,6.111,225.0,1.835,241.915,3.849,175.405,536.0,12.513,12.513,12.513,5.707,60.308,5,4,18,20,5.847,46.25,56,4.043,4.727,606.306
8.222,0.0,0,0.069,3.772,0,10.267,11.681,7.236,0.115,4.01,8.873,0.176,2.574,588.9,3.365,3.365,4.804,407.76,10.163,379.0,4.144,4.919,3.402,572.46,3.998,4.919,4.92,376.582,56.682,3.976,4.149,291.184,3.312,3.683,2.17,1.36,23.121,4.281,4.281,7,433.295,3,4,5.111,3,3.208,5.796,164.0,1.466,185.746,3.673,128.817,402.0,11.479,11.479,11.479,5.425,60.261,0,3,10,15,5.479,32.5,42,3.761,4.443,390.239
4.678,0.0,0,0.077,3.896,0,10.387,11.761,7.47,0.119,4.297,9.035,0.183,2.82,792.06,3.487,3.487,7.271,545.085,15.11,514.0,4.062,5.44,3.524,742.55,4.422,5.146,5.238,506.607,80.74,4.41,3.994,290.242,3.504,3.848,2.488,0.803,40.37,4.165,4.165,2,545.552,0,3,5.133,1,3.446,6.08,218.0,1.588,233.613,3.841,162.361,512.0,11.25,11.25,11.25,5.694,97.042,3,2,21,28,5.784,52.0,54,4.007,4.691,498.868
5.155,0.0,0,0.06,3.754,2,10.37,11.836,7.218,0.096,4.216,8.938,0.16,2.478,636.02,3.493,3.493,5.303,425.827,11.378,402.0,4.164,4.991,3.389,575.68,4.33,4.991,4.999,409.383,61.324,4.265,4.153,247.193,3.448,3.671,2.348,4.838,25.471,4.79,4.79,8,416.178,0,4,5.292,0,3.202,5.974,196.0,1.944,184.133,3.664,149.55,394.0,16.682,16.682,16.682,5.533,94.213,8,5,19,16,5.63,35.0,47,3.871,4.554,402.965
6.292,0.0,0,0.069,3.748,2,10.235,11.641,7.249,0.107,4.006,8.853,0.172,2.591,626.65,3.397,3.397,5.064,426.971,10.612,403.0,4.154,5.136,3.365,613.26,4.035,5.003,4.963,418.201,59.99,4.041,3.94,200.109,3.326,3.763,2.241,1.586,25.753,4.257,4.257,5,466.032,3,4,5.022,3,3.095,5.855,174.0,1.703,174.635,3.757,133.821,432.0,11.765,11.765,11.765,5.451,52.387,3,3,13,13,5.545,33.75,43,3.784,4.466,475.49
5.824,0.0,0,0.068,3.794,4,10.546,12.022,7.53,0.106,3.965,9.096,0.171,2.693,729.67,3.419,3.419,5.304,498.57,11.127,469.0,4.198,5.204,3.475,684.95,4.104,5.124,5.05,465.624,64.975,4.096,4.195,223.651,3.325,3.614,2.254,4.314,29.759,4.343,4.343,6,517.262,1,7,4.877,1,3.248,5.932,188.0,1.453,211.915,3.597,147.151,474.0,12.512,12.512,12.512,5.533,51.643,6,6,13,10,5.66,37.25,47,3.871,4.554,544.306
7.886,0.0,0,0.07,3.766,0,10.255,11.669,7.226,0.114,4.12,8.861,0.175,2.574,584.66,3.363,3.363,4.664,403.733,9.665,377.0,4.143,4.839,3.398,583.46,4.069,4.839,4.898,372.601,55.512,4.018,4.111,223.651,3.29,3.683,2.142,1.335,21.255,4.281,4.281,6,449.087,3,4,5.017,3,3.07,5.765,159.0,1.426,228.675,3.673,125.916,414.0,11.479,11.479,11.479,5.398,56.859,0,3,10,15,5.46,31.5,41,3.738,4.419,390.033
5.0,0.0,0,0.071,3.798,1,10.513,11.933,7.521,0.109,3.95,9.121,0.172,2.723,814.74,3.778,3.778,6.551,552.604,13.811,521.0,4.171,5.545,3.453,744.68,4.09,5.369,5.223,549.811,77.741,4.231,4.257,294.278,3.422,3.82,2.339,0.959,39.422,4.355,4.355,6,544.222,2,7,4.973,2,3.431,6.125,228.0,2.601,209.555,3.82,174.226,510.0,12.391,12.391,12.391,5.714,82.44,6,3,14,13,5.846,47.25,56,4.043,4.727,572.382
5.0,0.0,0,0.07,3.84,1,10.557,11.977,7.559,0.108,4.053,9.163,0.172,2.811,831.17,3.787,3.787,6.635,564.459,13.95,531.0,4.177,5.558,3.533,757.25,4.15,5.484,5.25,559.811,79.736,4.279,4.338,317.82,3.437,3.821,2.401,0.957,40.373,4.362,4.362,7,553.143,2,7,5.157,2,3.452,6.155,235.0,2.872,215.555,3.822,180.877,518.0,12.408,12.408,12.408,5.746,85.297,8,3,15,15,5.875,47.75,58,4.078,4.762,580.382
5.0,0.0,0,0.07,3.84,1,10.557,11.977,7.559,0.108,4.091,9.163,0.172,2.811,868.31,3.787,3.787,6.635,589.252,13.95,555.0,4.174,5.545,3.533,816.05,4.166,5.467,5.25,593.145,79.736,4.297,4.315,282.506,3.429,3.82,2.34,0.728,41.471,4.362,4.362,6,606.379,2,7,4.98,2,3.437,6.155,235.0,2.872,219.386,3.82,180.877,566.0,12.408,12.408,12.408,5.746,85.297,6,3,13,11,5.875,48.0,58,4.078,4.762,666.493
5.0,0.0,0,0.07,3.813,1,10.566,11.991,7.564,0.109,4.07,9.168,0.17,2.788,833.43,3.873,3.873,6.64,565.061,14.021,532.0,4.173,5.683,3.497,757.75,4.178,5.527,5.25,560.811,79.594,4.288,4.338,317.82,3.441,3.841,2.375,0.956,40.525,4.364,4.364,7,552.892,2,8,5.208,2,3.432,6.159,236.0,2.792,215.555,3.843,181.015,518.0,12.426,12.426,12.426,5.746,84.393,7,3,14,15,5.884,47.75,58,4.078,4.762,580.382
5.0,0.0,0,0.069,3.862,1,10.608,12.032,7.601,0.108,4.335,9.209,0.17,2.845,925.58,3.873,3.873,6.724,626.834,14.16,590.0,4.174,5.676,3.557,888.04,4.373,5.611,5.276,621.007,81.537,4.411,4.346,270.735,3.447,3.833,2.352,0.601,42.737,4.368,4.368,6,668.432,1,7,4.976,1,3.437,6.188,243.0,3.063,240.905,3.832,187.566,622.0,12.442,12.442,12.442,5.778,87.25,6,3,9,12,5.912,48.75,60,4.111,4.796,700.697
