pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
5.301,0,-0.093,4.963,2.048,0,0.821,1.73,2.235,1.221,8.432,8.432,0.934,4.779,-0.207,2.574,16.987,-0.161,0.886,4.644,0.642,6.235,2.627,3.839,0.902,11.574,1.905,0.821,0.951,1.062,1.181,1.107,4.337,0,8.235,1.933,2.735,3,-0.101,2.891,4.317,3.637,1.009,134.438,3.336,3.598,7.983,7.694,1,0.583,4.055,3.905,4.458,2.715,2.557,61.84,4.585,1.077,3.924,0.121,6.611,5.706,5.706,163.458,0.32,18.826,0.886,7.507,4.335
5.301,0,-0.128,4.963,2.05,0,0.821,1.751,2.235,1.114,8.432,8.432,0.934,4.779,-0.182,2.587,22.607,-0.16,0.886,4.644,0.598,6.235,2.627,3.824,0.901,11.574,1.903,0.821,0.951,1.062,1.181,1.107,4.353,0,8.235,1.933,2.735,4,-0.116,2.896,4.317,3.638,1.009,138.438,3.336,3.598,7.983,7.694,1,0.583,4.055,3.872,4.467,2.715,2.563,61.84,4.585,1.124,3.902,0.121,6.611,5.706,5.706,171.458,0.413,18.826,0.886,7.507,4.34
5.301,0,-0.049,4.143,2.04,0,0.821,1.562,1.852,1.25,7.533,7.533,0.559,4.174,-0.142,2.566,10.301,-0.158,0.886,4.094,0.687,5.845,2.369,3.544,0.835,9.721,1.896,0.75,0.905,0.961,1.181,0.987,4.076,0,6.269,1.925,2.699,3,-0.021,2.601,4.007,3.633,0.466,119.915,3.118,3.267,6.683,6.415,1,0.387,4.042,3.634,4.309,2.686,2.236,61.84,4.19,0.825,3.644,0.158,6.326,4.734,4.734,142.77,0.299,17.856,0.79,6.702,4.155
7.149,1,0.213,5.624,2.082,2,1.178,2.139,3.03,1.012,10.75,10.75,1.591,5.257,-0.037,3.045,43.926,0.16,1.237,5.056,0.8,5.829,2.546,4.387,1.247,9.95,1.939,1.131,1.284,1.476,1.566,1.474,4.589,1,10.93,1.956,2.834,9,0.226,3.203,4.635,4.096,1.686,223.602,3.385,3.654,7.489,7.301,4,1.297,4.411,4.445,5.035,2.87,2.887,114.966,4.828,2.177,4.284,0.114,7.072,6.959,6.959,300.039,0.854,22.574,1.169,8.009,4.833
7.097,1,0.259,5.468,2.082,2,1.131,1.883,2.827,0.914,10.643,10.643,1.393,5.153,-0.144,3.039,54.926,0.227,1.169,4.99,0.822,5.805,2.541,4.127,1.177,9.721,1.939,1.072,1.237,1.442,1.54,1.419,4.441,1,9.36,1.956,2.75,9,0.232,2.944,4.511,4.08,1.275,192.706,3.322,3.636,7.447,7.272,5,1.008,4.406,4.145,4.791,2.755,2.694,122.842,4.762,1.543,4.061,0.128,6.915,5.988,5.988,253.928,0.902,22.569,1.159,7.738,4.62
6.023,1,0.278,5.802,2.082,2,1.131,2.198,3.06,0.93,10.795,10.795,2.032,5.403,-0.075,3.069,65.926,0.213,1.188,5.215,0.803,5.908,2.922,4.364,1.184,10.095,1.939,1.117,1.243,1.464,1.557,1.474,4.654,1,10.915,1.957,2.84,11,0.296,3.25,4.691,4.13,1.701,234.854,3.635,3.864,7.613,7.388,7,1.786,4.436,4.376,4.997,2.884,2.934,158.987,4.97,1.952,4.29,0.11,7.162,7.03,7.03,307.611,1.032,22.743,1.166,8.132,4.827
7.018,1,0.223,5.638,2.08,2,1.129,1.881,3.0,0.841,10.665,10.665,1.327,5.273,0.063,3.057,47.112,0.235,1.159,5.075,0.814,5.958,2.539,4.06,1.136,10.621,1.939,1.056,1.191,1.283,1.425,1.345,4.444,1,9.702,1.956,2.693,6,0.215,2.942,4.585,4.093,1.22,175.845,3.321,3.628,7.819,7.532,3,0.845,4.446,4.131,4.606,2.683,2.738,83.573,4.836,1.469,4.03,0.133,6.94,5.982,5.982,211.065,0.654,22.702,1.139,7.936,4.467
6.433,1,0.278,5.802,2.082,2,1.131,2.198,3.06,0.93,10.795,10.795,2.032,5.403,-0.075,3.069,65.926,0.213,1.188,5.215,0.803,5.908,2.922,4.364,1.184,10.095,1.939,1.117,1.243,1.464,1.557,1.474,4.654,1,10.915,1.957,2.84,11,0.296,3.25,4.691,4.13,1.701,234.854,3.635,3.864,7.613,7.388,7,1.786,4.436,4.376,4.997,2.884,2.934,158.987,4.97,1.952,4.29,0.11,7.162,7.03,7.03,307.611,1.032,22.743,1.166,8.132,4.827
7.167,1,0.173,5.687,2.082,2,1.131,1.993,3.212,0.978,10.648,10.648,1.487,5.278,-0.097,3.042,43.926,0.195,1.17,5.094,0.794,5.858,2.543,4.266,1.181,10.135,1.939,1.074,1.241,1.442,1.544,1.429,4.573,1,10.677,1.956,2.921,9,0.148,3.059,4.635,4.084,1.702,206.901,3.325,3.647,7.494,7.306,4,1.062,4.408,4.315,4.977,2.91,2.763,114.966,4.89,1.835,4.234,0.114,7.018,6.25,6.25,271.498,0.859,22.572,1.159,8.219,4.789
7.027,1,0.284,5.537,2.082,2,1.131,2.051,3.0,0.929,11.825,11.825,1.719,5.209,-0.112,3.309,43.926,0.228,1.167,5.03,0.78,5.811,2.545,4.237,1.172,9.784,1.939,1.07,1.231,1.441,1.536,1.418,4.552,1,9.317,1.956,2.695,8,0.293,3.122,4.533,4.324,1.274,202.981,3.332,3.654,7.471,7.286,4,1.116,4.462,4.299,4.89,2.684,3.03,111.842,4.779,1.779,4.192,0.127,7.055,6.877,6.877,263.181,0.852,22.581,1.159,7.813,4.701
7.347,1,0.236,5.557,2.082,2,1.177,1.89,3.0,0.942,10.647,10.647,1.528,5.215,-0.118,3.041,43.926,0.225,1.236,5.03,0.807,5.817,2.542,4.264,1.244,9.842,1.939,1.131,1.283,1.475,1.566,1.474,4.509,1,10.049,1.956,2.822,9,0.225,2.963,4.564,4.084,1.618,205.612,3.324,3.646,7.472,7.288,4,1.105,4.408,4.306,4.936,2.853,2.753,114.966,4.796,1.873,4.178,0.121,6.986,6.083,6.083,273.455,0.842,22.572,1.169,7.882,4.738
6.523,1,0.161,5.176,2.099,2,1.13,1.904,2.811,1.008,10.53,10.53,1.427,4.949,0.11,2.996,65.206,0.103,1.165,4.82,0.825,5.913,2.552,4.112,1.146,10.297,1.945,0.91,1.207,1.239,1.43,1.308,4.442,1,9.13,1.966,2.735,7,0.168,2.968,4.419,4.046,1.248,191.332,3.337,3.634,7.377,7.213,3,1.0,4.356,4.19,4.731,2.715,2.607,100.358,4.644,1.629,4.068,0.127,6.819,6.072,6.072,239.173,0.711,21.299,0.958,7.601,4.561
6.279,1,0.225,5.165,2.11,3,1.064,1.497,2.514,0.939,10.627,10.627,1.115,4.977,0.056,3.028,43.926,0.174,1.153,4.82,0.848,5.752,2.017,4.013,1.085,9.336,1.949,0.854,1.159,1.183,1.434,1.167,4.31,2,8.3,1.97,2.695,7,0.203,2.558,4.382,4.068,0.653,164.026,2.904,3.323,7.292,7.169,4,0.733,4.389,4.072,4.64,2.684,2.658,94.573,4.644,1.37,3.959,0.146,6.777,4.197,4.197,201.82,0.942,22.446,0.903,7.377,4.48
7.292,1,0.221,5.756,2.082,2,1.137,2.203,3.404,0.874,10.662,10.662,1.851,5.333,-0.074,3.044,64.925,0.095,1.212,5.182,0.695,6.114,2.979,4.339,1.196,11.239,1.939,1.13,1.263,1.459,1.564,1.473,4.686,1,11.921,1.956,2.783,11,0.233,3.255,4.736,4.094,1.822,233.898,3.646,3.872,7.594,7.395,4,1.211,4.419,4.345,4.925,2.795,2.902,114.966,4.977,2.122,4.285,0.102,7.157,7.039,7.039,295.889,1.244,22.573,1.165,8.478,4.76
6.484,1,0.17,5.069,2.082,2,1.072,1.531,2.476,0.983,10.628,10.628,1.063,4.934,0.013,3.032,43.926,0.141,1.159,4.787,0.816,5.733,2.017,3.959,1.131,9.238,1.939,0.831,1.17,1.134,1.426,1.124,4.304,1,8.124,1.957,2.671,6,0.168,2.551,4.369,4.07,0.517,153.174,2.903,3.323,7.265,7.155,3,0.653,4.391,4.019,4.617,2.635,2.665,83.573,4.585,1.296,3.917,0.152,6.767,4.202,4.202,186.968,0.704,22.453,0.892,7.262,4.447
4.54,2,0.272,4.248,2.035,1,1.024,1.615,2.0,0.825,9.166,9.166,1.073,4.511,0.087,2.69,59.414,0.262,1.105,4.454,0.857,5.634,2.194,4.009,1.092,8.605,1.939,0.993,1.136,1.318,1.51,1.343,4.247,3,7.319,1.949,2.607,7,0.269,2.678,4.205,3.735,0.519,160.845,3.098,3.486,6.411,6.395,7,0.6,4.015,4.039,4.633,2.589,2.555,168.656,4.369,1.39,3.919,0.147,6.616,4.977,4.977,220.046,1.204,20.294,1.085,6.775,4.482
5.192,2,0.098,4.796,2.037,6,1.163,2.246,3.072,1.078,10.511,10.511,1.5,4.868,0.017,2.994,43.171,0.087,1.218,4.828,0.977,5.735,2.653,4.346,1.244,9.479,1.937,1.055,1.283,1.405,1.548,1.423,4.607,1,10.569,1.947,2.883,12,0.111,3.309,4.564,4.112,1.32,239.147,3.485,3.69,6.631,6.524,12,1.068,4.173,4.352,4.977,2.879,2.717,350.389,4.745,1.874,4.29,0.103,7.008,7.557,7.557,338.434,2.183,20.111,1.108,7.627,4.855
4.135,3,0.165,4.317,2.039,4,1.01,1.598,2.0,1.034,12.11,12.11,1.292,4.543,-0.018,3.259,39.986,0.145,1.099,4.489,0.968,5.551,2.17,4.073,1.083,8.224,1.935,0.745,1.138,1.204,1.461,1.16,4.339,0,7.439,1.943,2.539,9,0.212,2.661,4.234,4.326,0.307,165.472,3.076,3.543,5.948,6.083,9,0.837,4.48,4.086,4.646,2.578,2.571,285.706,4.394,1.385,4.014,0.141,6.832,4.832,4.832,231.059,1.789,21.264,0.799,6.818,4.519
7.456,1,0.278,5.802,2.082,2,1.131,2.198,3.06,0.93,10.795,10.795,2.032,5.403,-0.075,3.069,65.926,0.213,1.188,5.215,0.803,5.908,2.922,4.364,1.184,10.095,1.939,1.117,1.243,1.464,1.557,1.474,4.654,1,10.915,1.957,2.84,11,0.296,3.25,4.691,4.13,1.701,234.854,3.635,3.864,7.613,7.388,7,1.786,4.436,4.376,4.997,2.884,2.934,158.987,4.97,1.952,4.29,0.11,7.162,7.03,7.03,307.611,1.032,22.743,1.166,8.132,4.827
5.116,0,0.216,1.609,2.024,0,0.0,0.29,0.0,0.802,6.563,6.563,0.153,3.258,0.074,2.034,38.717,0.213,0.0,3.401,0.758,5.538,0.602,2.908,0.498,7.787,1.914,0.0,0.583,0.045,0.75,0.145,3.557,1,3.777,1.938,1.137,1,0.174,1.25,3.526,3.07,0.0,62.074,2.255,2.65,5.645,5.786,0,0.04,3.69,3.03,3.729,1.072,1.8,32.958,3.611,0.367,3.1,0.313,5.838,0.455,0.455,71.684,0.066,17.761,0.0,5.425,3.56
5.866,0,-0.037,4.771,2.048,0,0.957,1.517,2.371,1.043,8.796,8.796,0.639,4.615,-0.068,2.631,49.767,0.016,1.007,4.489,0.749,6.13,2.322,3.819,1.063,11.551,1.944,0.821,1.117,1.062,1.321,1.107,4.349,0,8.28,1.965,2.735,5,-0.091,2.533,4.263,3.668,1.127,155.054,3.049,3.39,7.814,7.493,2,0.433,4.047,3.878,4.525,2.715,2.496,108.571,4.454,1.198,3.887,0.135,6.509,3.695,3.695,195.914,0.338,18.673,0.886,7.513,4.389
5.955,1,0.131,4.511,2.046,0,0.821,1.387,1.659,0.972,8.046,8.046,0.462,4.454,0.042,2.577,46.581,0.115,0.886,4.29,0.773,5.935,2.099,3.569,0.861,10.045,1.944,0.657,0.911,0.956,1.181,0.985,4.091,0,6.442,1.964,2.428,5,0.049,2.406,4.025,3.617,0.5,130.405,2.913,3.137,7.756,7.453,2,0.343,4.001,3.634,4.29,2.446,2.323,108.571,4.205,0.882,3.612,0.175,6.286,3.551,3.551,157.16,0.328,18.072,0.723,6.844,4.142
5.115,1,0.08,4.394,2.068,1,0.754,1.533,2.0,0.945,10.948,10.948,0.705,4.407,-0.105,3.052,43.024,0.099,0.825,4.263,0.487,6.036,2.253,3.672,0.821,9.995,1.988,0.662,0.886,0.945,1.18,0.967,4.181,1,6.836,1.988,2.588,4,0.046,2.553,4.111,4.152,0.641,120.241,3.213,3.498,7.482,7.246,2,0.432,4.651,3.761,4.294,2.575,2.292,93.676,4.277,0.92,3.754,0.195,6.572,4.658,4.658,142.015,0.353,19.854,0.731,6.821,4.172
4.812,1,0.041,4.248,2.046,1,0.821,1.431,1.857,0.976,9.423,9.423,0.636,4.263,-0.105,2.782,59.117,0.088,0.886,4.159,0.805,5.884,2.119,3.597,0.852,9.903,1.919,0.702,0.921,0.963,1.181,0.999,4.15,0,6.565,1.942,2.602,4,0.01,2.442,4.025,3.885,0.562,124.833,3.029,3.361,7.074,6.839,1,0.384,4.182,3.657,4.305,2.576,2.364,94.125,4.159,0.921,3.694,0.17,6.375,3.721,3.721,147.853,0.248,17.093,0.773,6.772,4.151
6.389,0,0.002,3.85,2.019,0,0.412,0.993,1.031,0.987,7.864,7.864,0.289,4.143,0.095,2.457,46.88,-0.01,0.488,4.06,0.827,5.859,1.577,3.285,0.698,9.481,1.941,0.0,0.756,0.244,0.987,0.324,3.838,0,5.186,1.958,1.835,1,-0.045,2.008,3.85,3.515,-0.421,76.487,2.552,2.913,7.419,7.15,0,0.161,3.964,3.412,3.919,1.768,1.805,33.571,4.043,0.551,3.424,0.177,6.107,2.576,2.576,98.487,0.091,18.06,0.0,6.324,3.797
5.635,0,-0.097,3.611,2.025,0,0.21,0.784,0.78,1.027,7.874,7.874,0.223,4.078,0.158,2.493,28.486,-0.081,0.368,4.025,1.266,5.719,1.311,3.229,0.695,9.067,1.92,0.0,0.763,0.242,1.035,0.322,3.816,0,5.009,1.941,1.942,1,-0.044,1.79,3.829,3.535,-0.421,79.69,2.372,2.842,7.157,6.974,0,0.15,3.977,3.366,3.905,1.928,2.038,49.683,3.932,0.633,3.311,0.186,6.089,2.086,2.086,104.096,0.057,18.068,0.0,6.176,3.786
7.076,0,0.034,4.883,2.055,0,0.821,1.603,2.348,0.992,9.429,9.429,0.698,4.654,-0.097,2.789,49.338,0.095,0.886,4.489,0.824,6.143,2.437,3.867,1.011,11.392,1.945,0.821,1.08,1.062,1.274,1.107,4.342,0,8.128,1.966,2.735,4,-0.002,2.633,4.263,3.892,0.813,146.135,3.142,3.43,7.939,7.577,1,0.464,4.185,3.944,4.519,2.715,2.533,79.851,4.454,1.263,3.914,0.128,6.564,4.507,4.507,186.731,0.286,18.075,0.886,7.463,4.363
4.234,0,0.07,4.883,2.042,0,0.8,1.502,2.0,0.919,9.49,9.49,0.566,4.644,-0.122,2.9,75.727,0.112,0.865,4.511,0.906,6.26,2.298,3.617,0.868,11.658,1.921,0.646,0.902,0.957,1.121,0.99,4.23,1,7.819,1.944,2.58,4,0.064,2.514,4.29,3.953,0.556,124.567,3.213,3.346,8.139,7.695,1,0.383,4.457,3.652,4.286,2.577,2.361,77.262,4.466,0.891,3.695,0.163,6.547,4.312,4.312,143.812,0.208,18.787,0.722,7.369,4.149
6.281,0,-0.013,3.829,2.041,0,0.423,0.983,1.04,1.059,8.451,8.451,0.264,4.127,-0.162,2.575,46.581,-0.034,0.505,4.06,1.181,5.854,1.5,3.331,0.811,9.503,1.941,0.168,0.886,0.631,1.18,0.676,3.889,0,5.302,1.962,1.972,2,-0.017,1.984,3.871,3.6,-0.415,84.017,2.5,2.912,7.403,7.157,0,0.161,4.01,3.428,4.002,1.975,1.952,66.468,4.043,0.68,3.423,0.179,6.138,2.483,2.483,108.772,0.098,18.516,0.313,6.324,3.856
5.207,0,0.189,3.434,2.025,0,0.58,1.029,1.0,0.829,8.22,8.22,0.261,4.06,0.001,2.516,20.351,0.226,0.672,4.025,0.867,5.752,1.5,3.294,0.727,9.033,1.921,0.0,0.794,0.205,1.048,0.295,3.856,0,5.133,1.943,1.953,1,0.135,2.032,3.871,3.542,-0.389,77.847,2.5,2.705,7.029,6.934,1,0.124,3.968,3.399,4.017,1.982,1.828,11.406,3.989,0.612,3.35,0.191,6.125,2.491,2.491,101.847,0.07,18.642,0.0,6.159,3.869
6.465,0,0.008,3.738,2.031,0,0.573,1.239,1.033,1.058,7.793,7.793,0.261,4.127,-0.03,2.444,43.824,-0.05,0.658,4.043,0.972,5.892,1.89,3.406,0.821,9.474,1.941,0.295,0.886,0.665,1.18,0.695,3.893,0,5.426,1.962,1.932,1,0.024,2.256,3.912,3.463,-0.375,86.341,2.768,2.831,7.339,7.08,0,0.119,3.913,3.525,4.064,1.925,1.949,33.571,4.094,0.702,3.463,0.183,6.146,2.921,2.921,106.341,0.108,18.732,0.395,6.306,3.906
6.378,0,0.049,3.912,2.04,0,0.618,1.245,1.181,1.082,7.983,7.983,0.452,4.29,0.117,2.526,46.581,-0.049,0.713,4.19,1.167,5.96,1.89,3.481,0.821,9.595,1.943,0.295,0.886,0.744,1.181,0.784,3.963,0,5.69,1.963,2.075,2,0.077,2.262,3.97,3.548,-0.314,102.436,2.769,3.136,7.464,7.215,0,0.201,3.977,3.598,4.131,2.077,2.124,66.468,4.174,0.804,3.532,0.173,6.236,2.981,2.981,122.842,0.115,18.773,0.399,6.438,3.969
6.196,0,-0.013,3.85,2.04,0,0.423,1.009,1.031,1.059,7.864,7.864,0.289,4.143,0.117,2.516,46.581,-0.034,0.511,4.06,1.181,5.859,1.577,3.294,0.732,9.481,1.941,0.194,0.807,0.661,1.095,0.693,3.889,0,5.186,1.962,1.958,2,-0.017,2.014,3.85,3.538,-0.421,84.017,2.552,2.913,7.419,7.15,0,0.161,3.964,3.408,4.002,1.959,2.064,66.468,4.043,0.655,3.415,0.176,6.107,2.576,2.576,108.772,0.099,18.06,0.344,6.324,3.856
6.341,0,-0.066,4.844,2.076,0,0.821,1.41,2.0,0.998,9.104,9.104,0.459,4.635,-0.004,2.81,50.196,-0.033,0.886,4.431,0.947,6.167,2.138,3.672,0.821,11.271,1.998,0.76,0.886,0.986,1.181,1.024,4.178,0,7.021,2.017,2.636,1,-0.081,2.426,4.143,3.811,0.5,88.2,2.935,3.139,8.35,7.935,0,0.291,4.177,3.787,4.253,2.632,2.385,33.571,4.369,0.915,3.747,0.132,6.375,3.536,3.536,126.041,0.128,18.105,0.819,7.18,4.121
4.71,0,0.034,4.89,2.057,0,0.903,1.515,2.371,0.992,9.452,9.452,0.729,4.682,-0.191,2.788,49.338,0.095,0.98,4.533,0.824,6.161,2.323,3.895,0.959,11.532,1.945,0.821,1.014,1.062,1.237,1.107,4.342,0,8.231,1.966,2.735,4,-0.002,2.531,4.29,3.887,0.813,146.135,3.05,3.404,7.935,7.574,1,0.521,4.184,3.958,4.519,2.715,2.587,79.851,4.489,1.314,3.919,0.128,6.586,3.717,3.717,183.486,0.234,18.691,0.886,7.463,4.363
6.893,0,0.066,4.963,2.055,0,0.864,1.766,2.553,1.011,9.431,9.431,0.862,4.754,-0.074,2.791,49.338,0.076,0.947,4.575,0.822,6.22,2.459,3.976,1.014,11.426,1.946,0.821,1.082,1.062,1.276,1.107,4.39,0,8.631,1.967,2.735,4,0.055,2.789,4.344,3.895,1.003,161.317,3.203,3.481,7.993,7.652,1,0.518,4.188,4.059,4.598,2.715,2.542,79.851,4.543,1.409,3.987,0.124,6.648,5.259,5.259,202.827,0.302,18.785,0.886,7.534,4.432
6.232,0,0.08,4.419,2.044,0,0.779,1.315,1.555,0.977,8.704,8.704,0.473,4.466,-0.185,2.731,58.01,0.057,0.829,4.29,0.757,5.961,1.906,3.559,0.821,9.97,1.954,0.486,0.886,0.865,1.181,0.906,4.061,0,6.195,1.97,2.361,3,0.051,2.346,4.007,3.752,0.5,119.0,2.813,3.018,7.776,7.48,2,0.332,4.111,3.612,4.264,2.376,2.341,69.716,4.205,0.815,3.612,0.166,6.293,3.423,3.423,148.609,0.159,18.096,0.558,6.757,4.122
4.77,1,0.182,4.369,2.053,1,0.821,1.557,1.959,0.871,9.425,9.425,0.698,4.357,-0.076,2.784,44.23,0.222,0.886,4.248,0.766,5.987,2.256,3.725,0.864,9.995,1.923,0.738,0.938,1.033,1.191,1.065,4.2,1,6.935,1.947,2.623,4,0.138,2.577,4.111,3.889,0.642,134.092,3.209,3.448,7.194,6.988,1,0.424,4.183,3.8,4.415,2.602,2.365,79.238,4.277,1.051,3.789,0.163,6.472,4.679,4.679,157.111,0.293,17.853,0.818,6.88,4.242
6.539,0,0.286,4.205,2.028,3,1.049,1.585,2.0,0.718,11.711,11.711,0.82,4.419,-0.061,3.239,43.171,0.355,1.116,4.357,0.933,5.574,2.169,4.008,1.061,8.592,1.938,1.005,1.144,1.329,1.556,1.361,4.286,0,7.277,1.948,2.779,7,0.329,2.641,4.174,4.259,0.568,158.33,3.075,3.585,6.398,6.344,7,0.559,4.52,4.074,4.681,2.713,2.581,123.935,4.29,1.378,3.938,0.147,6.711,4.83,4.83,214.039,0.876,20.111,1.096,6.755,4.527
7.886,0,0.004,4.094,2.05,3,1.029,1.631,2.0,1.035,9.951,9.951,0.875,4.443,0.104,3.096,30.113,0.129,1.104,4.382,0.991,5.559,2.169,4.028,1.135,8.66,1.964,1.01,1.176,1.32,1.457,1.357,4.334,0,7.087,1.98,2.658,7,0.11,2.666,4.143,4.098,0.608,187.429,3.075,3.64,6.157,6.198,6,0.682,4.377,4.138,4.752,2.646,2.639,191.366,4.29,1.503,3.983,0.141,6.663,4.83,4.83,260.158,0.733,20.111,1.083,6.818,4.583
7.638,1,-0.018,4.127,2.049,2,1.02,1.631,2.0,0.972,9.951,9.951,1.042,4.394,0.047,3.074,30.113,0.146,1.103,4.394,0.978,5.555,2.169,3.968,1.092,8.592,1.964,0.821,1.129,1.223,1.456,1.265,4.297,0,6.92,1.979,2.651,7,0.15,2.666,4.127,4.091,0.523,168.613,3.075,3.639,6.201,6.218,7,0.559,4.378,4.069,4.659,2.627,2.638,184.355,4.277,1.38,3.915,0.146,6.653,4.83,4.83,229.814,0.788,20.111,0.904,6.755,4.513
5.585,6,0.124,5.361,2.008,10,1.387,2.678,3.835,1.062,11.609,11.609,1.754,5.236,-0.007,3.033,15.419,0.036,1.387,5.112,1.151,6.034,3.187,4.315,1.476,11.302,1.75,1.152,1.5,1.404,1.559,1.415,4.838,7,13.502,1.797,3.036,20,-0.004,3.754,4.828,4.217,2.227,300.679,4.054,4.133,7.067,6.962,13,1.681,4.623,4.329,5.058,3.022,2.965,441.507,4.963,1.822,4.311,0.078,7.331,8.689,8.689,355.309,2.889,19.641,1.16,8.655,4.976
6.595,0,0.305,3.466,2.029,3,0.804,1.101,1.324,0.766,9.164,9.164,0.764,4.263,0.141,2.582,43.171,0.294,0.934,4.263,0.825,5.512,1.239,3.712,1.007,7.918,1.935,0.641,1.097,1.022,1.417,0.973,4.016,0,5.844,1.945,2.493,4,0.319,2.121,4.007,3.64,-0.236,115.24,2.256,3.075,5.676,5.966,4,0.437,3.976,3.76,4.399,2.509,2.349,89.828,4.174,0.996,3.675,0.19,6.402,3.06,3.06,153.466,0.51,20.111,0.69,6.297,4.229
6.105,1,0.059,4.331,2.033,5,1.07,2.161,2.408,0.982,9.969,9.969,1.264,4.489,0.022,3.101,43.171,0.173,1.124,4.489,0.944,5.626,2.799,4.13,1.176,8.896,1.936,1.008,1.224,1.334,1.557,1.37,4.434,1,7.771,1.946,2.88,9,0.19,3.169,4.248,4.105,0.708,197.603,3.576,3.715,6.39,6.332,8,0.682,4.381,4.206,4.807,2.84,2.646,212.624,4.419,1.631,4.058,0.127,6.792,5.787,5.787,270.691,1.418,20.111,1.097,6.992,4.648
5.165,0,0.214,1.609,2.025,0,0.0,0.335,0.0,0.843,6.563,6.563,0.153,3.258,0.073,2.065,7.658,0.243,0.0,3.401,0.597,5.474,0.512,2.944,0.522,7.665,1.916,0.0,0.595,0.045,0.909,0.146,3.574,1,3.777,1.938,1.136,1,0.155,1.405,3.526,3.085,0.0,63.974,2.037,2.5,5.241,5.614,1,0.04,3.508,3.06,3.789,1.072,1.802,27.044,3.611,0.372,3.12,0.251,5.838,0.455,0.455,77.484,0.135,17.761,0.0,5.425,3.625
6.879,1,0.063,4.19,2.051,4,1.062,1.863,2.0,0.95,9.96,9.96,0.875,4.466,0.115,3.099,33.238,0.224,1.114,4.394,0.974,5.582,2.176,4.116,1.227,8.724,1.965,1.019,1.273,1.326,1.525,1.359,4.375,1,7.397,1.98,2.69,7,0.173,2.92,4.19,4.102,0.635,191.181,3.153,3.663,6.253,6.248,6,0.682,4.379,4.244,4.824,2.646,2.64,176.479,4.344,1.677,4.052,0.136,6.718,5.052,5.052,276.955,0.91,20.111,1.103,6.878,4.643
7.018,0,0.036,4.094,2.03,3,1.005,1.585,2.0,0.947,9.96,9.96,0.875,4.382,0.011,3.103,43.171,0.171,1.095,4.344,0.986,5.574,2.169,3.912,1.063,8.518,1.937,0.793,1.114,1.161,1.456,1.218,4.269,0,6.619,1.948,2.653,7,0.176,2.641,4.111,4.103,0.184,160.137,3.075,3.631,6.234,6.259,7,0.518,4.381,3.99,4.585,2.616,2.586,184.355,4.29,1.258,3.873,0.152,6.642,4.83,4.83,214.869,1.048,20.111,0.873,6.688,4.446
6.0,1,0.012,4.127,2.031,3,1.008,1.585,2.0,0.977,9.951,9.951,1.042,4.394,0.027,3.086,43.171,0.174,1.097,4.394,1.015,5.555,2.169,3.923,1.074,8.592,1.935,0.875,1.126,1.267,1.457,1.325,4.286,0,6.92,1.946,2.656,8,0.177,2.641,4.127,4.095,0.523,174.069,3.075,3.639,6.201,6.218,7,0.559,4.378,3.996,4.638,2.639,2.587,202.366,4.277,1.255,3.883,0.147,6.653,4.83,4.83,228.801,0.885,20.111,0.973,6.755,4.489
7.066,0,0.023,4.127,2.032,3,1.017,1.585,2.0,0.98,9.951,9.951,1.042,4.394,0.031,3.099,43.171,0.143,1.099,4.394,0.978,5.555,2.169,3.956,1.096,8.592,1.937,0.977,1.145,1.292,1.457,1.352,4.297,0,6.92,1.948,2.657,7,0.146,2.641,4.127,4.099,0.523,169.858,3.075,3.639,6.201,6.218,7,0.559,4.378,4.041,4.657,2.642,2.588,184.355,4.277,1.322,3.92,0.147,6.653,4.83,4.83,233.814,0.804,20.111,1.054,6.755,4.51
