pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
6.5,0,0,0.0,3,9,9,0,26.4,4.696,4.696,7.696,4.696,0,4.123,0.0,8.2,133.699,14.182,19.209,0.08,0.031,1.142,1,4,17.196,0.125,0,1.212,2,8.201,5.352,11.808,11.808,11.808,20.232,18.742,0.0,0.996,1.013,4.727,6.843,0,0,6.969,6.969,28.768,3.564,5.564,3.564,21.901,60.723,0.589,2,8,0,4,3.626,0.302,15.757,3.282,3.282,5.282,3.282,1,1,34.589,4.084,37.048,5
5.5,0,0,0.0,1,3,3,0,6.604,4.462,4.462,7.462,4.462,0,4.076,0.0,10.3,0.0,13.724,18.67,0.072,0.029,1.25,0,2,16.655,0.201,0,0.938,0,8.513,5.121,11.69,11.69,11.69,19.598,18.17,0.0,0.908,0.99,0.0,0.0,0,0,7.116,7.116,29.053,4.46,6.46,4.46,20.491,105.24,0.901,2,6,0,4,3.612,0.222,15.283,3.32,3.32,5.32,3.32,2,2,34.582,3.355,37.021,3
5.5,0,0,0.0,1,2,4,0,0.0,4.157,4.157,7.157,4.157,0,4.006,0.0,8.1,0.0,13.314,19.69,0.084,0.033,0.0,0,1,16.105,-0.011,0,1.028,0,8.513,4.718,11.69,11.69,11.69,18.898,17.561,0.0,0.938,1.0,0.0,0.0,0,0,7.116,7.116,31.28,4.46,6.46,4.46,20.099,136.943,0.929,0,2,1,3,3.557,0.358,14.822,3.321,3.321,5.321,3.321,1,1,35.079,2.418,37.529,3
5.5,0,0,2.894,1,2,4,0,7.571,4.243,4.243,7.243,4.243,1,4.059,56.782,12.9,69.679,13.373,19.961,0.083,0.033,0.0,1,1,16.204,-0.083,0,1.118,3,6.82,3.437,12.411,12.411,12.411,19.036,17.659,0.0,1.289,1.021,4.727,6.823,0,0,7.125,7.125,15.449,4.156,6.156,4.156,14.138,47.523,0.278,0,4,0,4,2.819,0.0,14.871,3.361,3.361,5.361,3.361,1,1,35.278,2.559,37.789,3
5.5,0,1,0.0,1,2,4,0,13.915,4.612,4.612,7.612,4.612,0,4.157,0.0,8.2,109.464,13.937,19.085,0.065,0.024,2.459,1,0,16.942,-0.091,1,0.921,10,5.038,2.19,11.561,11.561,11.561,19.96,18.489,0.0,1.013,1.021,4.844,7.034,0,1,6.895,6.895,16.54,3.475,5.475,3.475,11.192,26.757,0.151,2,2,0,4,3.65,0.207,15.529,3.267,3.267,5.267,3.267,2,2,34.321,4.656,36.754,1
5.7,0,0,0.0,2,4,8,1,34.081,4.717,4.717,7.717,4.717,0,4.121,31.278,9.6,142.495,14.176,19.464,0.073,0.029,1.499,1,3,17.205,-0.061,1,1.257,4,8.201,5.361,11.945,11.945,11.945,20.256,18.757,0.0,1.067,1.023,4.727,6.88,0,1,7.007,7.007,28.471,3.605,5.605,3.605,22.451,59.26,0.525,2,11,0,5,3.82,0.263,15.759,3.308,3.308,5.308,3.308,1,1,34.764,4.284,37.232,7
6.1,0,0,0.0,2,4,8,0,53.182,4.712,4.712,7.712,4.712,0,4.119,31.278,8.6,148.776,14.189,19.207,0.068,0.03,1.855,1,2,17.208,0.006,1,1.337,6,7.431,5.329,11.822,11.822,11.822,20.252,18.761,0.0,1.006,1.003,4.727,6.88,0,1,6.973,6.973,31.4,3.714,5.714,3.714,23.654,43.008,0.203,2,11,0,5,3.917,0.349,15.776,3.289,3.289,5.289,3.289,1,1,34.687,4.781,37.136,8
5.5,0,0,0.0,3,5,11,0,4.276,4.432,4.432,7.432,4.432,0,4.104,0.0,9.8,0.0,14.03,19.067,0.078,0.027,1.96,0,2,16.942,-0.148,0,1.421,6,7.432,6.003,11.838,11.838,11.838,19.86,18.439,0.0,0.939,0.976,4.727,6.862,0,0,7.139,7.139,34.309,4.045,6.045,4.045,26.894,76.524,0.471,2,10,1,6,4.192,0.64,15.569,3.367,3.367,5.367,3.367,1,1,34.836,4.522,37.273,4
6.0,0,0,0.0,2,4,8,0,53.182,4.712,4.712,7.712,4.712,0,4.118,31.278,8.6,149.353,14.153,19.202,0.067,0.026,1.943,1,2,17.185,-0.152,1,1.115,6,7.431,5.331,11.822,11.822,11.822,20.237,18.743,0.0,0.941,1.011,4.727,6.88,0,1,6.972,6.972,29.841,3.563,5.563,3.563,24.272,41.353,0.203,2,10,0,5,3.957,0.403,15.748,3.286,3.286,5.286,3.286,1,1,34.6,4.781,37.061,5
7.4,0,0,0.0,2,4,8,0,18.758,3.951,3.951,6.951,3.951,0,3.975,0.0,13.9,0.0,12.946,16.379,0.051,0.021,0.0,0,3,15.662,-0.206,0,0.597,0,8.201,5.196,9.816,9.816,9.816,18.369,17.143,0.0,0.894,0.974,0.0,0.0,0,0,6.417,6.417,41.975,3.608,5.608,3.608,22.879,50.591,0.587,0,4,0,5,3.454,0.176,14.513,2.986,2.986,4.986,2.986,3,3,32.06,3.471,34.322,5
5.7,0,0,2.655,1,3,3,0,29.92,4.527,4.527,7.527,4.527,1,4.099,0.0,13.9,88.662,13.901,17.759,0.089,0.027,0.75,1,2,16.872,-0.01,0,0.781,4,8.239,5.888,10.642,10.642,10.642,19.848,18.39,0.0,0.987,1.0,4.727,6.823,0,0,6.645,6.645,11.42,3.598,5.598,3.598,10.255,76.948,0.684,2,2,0,5,3.518,0.205,15.456,3.162,3.162,5.162,3.162,3,3,33.483,3.249,35.823,3
5.5,0,0,0.0,1,3,3,0,6.604,4.572,4.572,7.572,4.572,0,4.091,0.0,10.5,0.0,13.942,20.345,0.084,0.031,-0.352,0,1,16.911,0.098,0,1.222,1,8.517,5.094,12.505,12.505,12.505,19.896,18.436,0.0,1.004,1.004,0.0,0.0,0,0,7.295,7.295,28.555,4.47,6.47,4.47,20.633,211.244,1.426,2,6,0,4,3.705,0.255,15.5,3.417,3.417,5.417,3.417,2,2,35.726,3.429,38.226,3
5.5,0,0,0.0,2,4,8,0,18.375,4.613,4.613,7.613,4.613,0,4.07,31.278,12.5,139.549,14.004,18.549,0.072,0.016,1.207,1,3,16.989,0.038,1,0.583,4,7.432,5.644,11.41,11.41,11.41,19.993,18.525,0.0,0.809,1.027,4.727,6.862,0,1,6.87,6.87,30.732,3.621,5.621,3.621,22.999,40.185,0.391,2,7,2,6,3.748,0.226,15.578,3.22,3.22,5.22,3.22,2,2,34.116,4.044,36.539,8
5.5,0,0,0.0,3,5,13,0,2.328,4.433,4.433,7.433,4.433,0,4.067,0.0,7.1,0.0,13.572,17.075,0.054,0.016,1.914,0,2,16.508,-0.072,0,0.451,10,5.083,2.314,10.241,10.241,10.241,19.45,18.045,0.0,1.002,1.031,0.0,0.0,0,0,6.515,6.515,26.812,3.112,5.112,3.112,17.031,27.596,0.22,2,2,0,3,3.366,0.151,15.178,3.046,3.046,5.046,3.046,2,2,32.594,4.334,34.908,3
7.0,1,1,3.156,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.125,39.149,12.5,105.493,13.78,18.11,0.048,0.02,1.795,1,0,16.761,0.093,1,0.736,3,7.43,4.323,10.928,10.928,10.928,19.75,18.288,6.259,0.911,0.996,4.727,6.843,6,1,6.714,6.714,31.666,3.533,5.533,3.533,17.927,43.173,0.44,2,7,1,6,3.84,0.222,15.346,3.167,3.167,5.167,3.167,3,3,33.518,3.279,35.895,7
6.9,1,1,3.155,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.124,39.149,12.8,84.619,13.767,18.109,0.049,0.016,1.843,1,0,16.755,-0.001,1,0.451,2,5.139,2.083,10.928,10.928,10.928,19.748,18.285,6.194,0.94,1.019,4.727,6.843,3,1,6.714,6.714,26.305,3.205,5.205,3.205,15.401,29.434,0.414,2,5,1,5,3.652,0.14,15.338,3.167,3.167,5.167,3.167,3,3,33.509,3.215,35.888,4
6.8,0,0,0.0,2,4,8,0,45.852,4.726,4.726,7.726,4.726,0,4.141,31.278,10.7,153.48,14.273,19.548,0.065,0.027,1.847,1,3,17.287,0.01,2,1.359,5,8.201,5.319,11.98,11.98,11.98,20.326,18.834,0.0,1.041,1.023,5.352,7.434,0,2,7.013,7.013,25.279,3.563,5.563,3.563,20.566,46.078,0.465,2,9,2,6,4.004,0.364,15.85,3.316,3.316,5.316,3.316,2,2,34.822,5.074,37.29,5
5.5,0,0,2.91,2,6,6,0,14.96,4.309,4.309,7.309,4.309,1,4.077,0.0,10.3,0.0,13.745,18.747,0.087,0.027,0.0,0,5,16.599,-0.209,0,1.205,7,8.201,6.373,11.359,11.359,11.359,19.454,18.069,6.373,1.026,1.035,4.844,7.002,0,0,6.833,6.833,35.694,3.476,5.476,3.476,22.242,38.785,0.479,0,4,0,4,4.037,0.188,15.259,3.26,3.26,5.26,3.26,1,1,34.201,3.597,36.6,2
7.5,0,0,2.905,3,6,12,0,11.771,4.522,4.522,7.522,4.522,1,4.132,0.0,11.5,134.817,13.981,17.295,0.062,0.023,1.53,1,1,16.907,0.341,1,1.011,4,7.429,5.716,10.481,10.481,10.481,19.848,18.42,0.0,0.944,1.033,5.352,7.402,0,1,6.577,6.577,28.901,3.584,5.584,3.584,20.215,44.2,0.387,2,6,5,6,3.888,0.247,15.54,3.137,3.137,5.137,3.137,3,3,33.111,4.946,35.426,3
5.5,0,0,0.0,1,2,4,0,0.0,4.157,4.157,7.157,4.157,0,3.997,0.0,8.8,0.0,13.124,19.621,0.079,0.031,0.0,0,2,15.918,-0.006,0,0.785,0,7.501,4.694,11.621,11.621,11.621,18.717,17.389,5.825,1.02,1.004,0.0,0.0,0,0,6.95,6.95,26.297,3.967,5.967,3.967,17.245,41.839,0.397,0,2,1,3,3.44,0.205,14.655,3.297,3.297,5.297,3.297,1,1,34.347,2.36,36.79,3
5.5,0,0,0.0,1,3,3,0,6.604,4.528,4.528,7.528,4.528,0,4.074,0.0,11.4,0.0,13.823,18.813,0.08,0.027,1.098,0,2,16.787,0.258,0,0.799,2,8.513,5.075,11.69,11.69,11.69,19.763,18.312,6.048,1.013,1.008,0.0,0.0,0,0,7.116,7.116,25.042,4.46,6.46,4.46,17.779,98.11,0.795,2,5,0,4,3.688,0.23,15.388,3.32,3.32,5.32,3.32,2,2,34.687,3.369,37.123,3
7.1,1,1,3.139,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.127,39.149,12.2,114.772,14.291,18.109,0.054,0.018,1.758,1,0,17.274,0.146,1,0.653,2,7.718,4.384,10.928,10.928,10.928,20.26,18.787,6.238,0.93,1.004,4.727,6.843,6,1,6.714,6.714,22.882,4.311,6.311,4.311,15.961,60.73,0.565,2,5,5,6,3.886,0.317,15.83,3.167,3.167,5.167,3.167,3,3,33.823,3.334,36.187,6
5.7,0,0,0.0,0,0,0,0,5.634,4.462,4.462,7.462,4.462,0,4.091,31.278,15.6,120.517,13.797,19.638,0.074,0.038,0.0,2,0,16.725,0.064,0,0.976,3,7.43,5.157,12.028,12.028,12.028,19.66,18.218,0.0,0.952,1.052,5.476,7.644,0,0,7.029,7.029,20.315,3.737,5.737,3.737,13.463,20.972,0.268,0,2,0,5,3.235,0.124,15.322,3.362,3.362,5.362,3.362,3,3,34.873,3.032,37.346,2
5.5,0,0,0.0,1,2,4,0,25.686,4.859,4.859,7.859,4.859,0,4.2,32.22,12.5,159.053,14.625,19.394,0.063,0.016,4.211,2,0,17.721,-0.141,2,0.476,6,5.166,1.653,11.845,11.845,11.845,20.825,19.292,0.0,1.064,1.082,5.416,7.526,0,2,6.971,6.971,5.981,4.463,6.463,4.463,7.704,17.754,0.163,4,0,0,5,3.365,0.226,16.225,3.298,3.298,5.298,3.298,3,3,34.668,5.182,37.124,0
5.5,0,0,0.0,2,4,8,0,2.328,4.703,4.703,7.703,4.703,0,4.095,77.232,9.5,122.751,14.114,19.244,0.061,0.023,1.658,1,2,17.148,-0.008,0,0.83,8,7.429,5.287,12.049,12.049,12.049,20.201,18.704,5.968,1.178,1.04,4.844,7.05,0,0,7.034,7.034,19.516,3.629,5.629,3.629,16.823,30.433,0.288,2,5,0,4,3.692,0.242,15.703,3.312,3.312,5.312,3.312,2,2,34.855,4.128,37.339,4
6.9,0,2,0.0,3,10,8,0,20.348,5.285,5.285,8.285,5.285,0,4.366,0.0,6.6,304.128,15.361,24.331,0.069,0.027,8.778,6,0,18.606,-0.123,0,2.588,19,7.429,6.322,15.502,15.502,15.502,21.871,20.245,0.0,1.062,1.089,6.009,8.32,4,1,8.018,8.018,43.083,4.031,6.031,4.031,28.268,43.837,0.443,8,3,1,4,4.425,0.411,17.009,3.785,3.785,5.785,3.785,0,0,38.547,5.329,41.264,3
5.5,0,0,2.97,2,3,9,0,5.085,4.109,4.109,7.109,4.109,1,4.064,0.0,9.2,0.0,13.328,18.063,0.085,0.026,0.0,0,1,16.074,-0.085,0,1.302,3,7.43,6.151,10.806,10.806,10.806,18.825,17.517,0.0,1.051,0.997,5.416,7.516,0,0,6.687,6.687,45.988,3.951,5.951,3.951,32.814,78.09,0.572,0,2,1,6,3.997,0.358,14.826,3.203,3.203,5.203,3.203,1,1,33.747,2.989,36.087,3
7.2,0,1,2.953,1,3,3,0,22.373,4.314,4.314,7.314,4.314,1,4.079,0.0,14.7,0.0,13.547,18.456,0.08,0.035,0.0,0,2,16.402,-0.071,0,1.122,3,8.201,6.153,11.181,11.181,11.181,19.263,17.88,5.753,0.98,1.029,4.727,6.862,0,0,6.794,6.794,6.806,3.564,5.564,3.564,9.215,66.642,0.59,0,4,0,5,3.632,0.217,15.072,3.223,3.223,5.223,3.223,2,2,33.866,3.063,36.262,4
5.7,0,0,0.0,2,4,8,0,8.932,4.102,4.102,7.102,4.102,0,4.016,0.0,13.2,0.0,13.426,18.668,0.074,0.028,0.0,0,3,16.182,0.097,0,1.268,0,8.513,5.226,11.69,11.69,11.69,18.94,17.641,0.0,1.019,1.009,2.708,5.198,1,0,7.116,7.116,51.248,4.46,6.46,4.46,32.729,92.99,0.878,0,7,0,7,3.906,0.375,14.947,3.32,3.32,5.32,3.32,2,2,34.608,3.764,37.042,5
5.5,0,0,0.0,2,5,7,0,0.0,4.129,4.129,7.129,4.129,0,4.059,0.0,7.9,0.0,13.297,17.179,0.072,0.021,0.0,0,3,16.079,-0.038,0,0.629,11,7.429,5.409,10.328,10.328,10.328,18.859,17.552,0.0,1.037,1.053,2.708,5.38,0,0,6.539,6.539,27.678,3.622,5.622,3.622,17.388,29.693,0.185,0,6,1,3,3.275,0.143,14.838,3.127,3.127,5.127,3.127,1,1,32.931,3.531,35.23,5
5.6,0,0,0.0,1,2,4,0,6.604,4.432,4.432,7.432,4.432,0,4.069,0.0,16.1,0.0,13.456,17.066,0.054,0.018,1.703,0,1,16.42,-0.008,0,0.382,1,7.431,4.915,10.233,10.233,10.233,19.385,17.957,0.0,0.911,1.015,0.0,0.0,0,0,6.513,6.513,18.33,3.569,5.569,3.569,11.723,23.22,0.245,2,4,0,5,3.006,0.057,15.055,3.043,3.043,5.043,3.043,3,3,32.576,3.256,34.892,2
6.0,0,0,0.0,3,6,12,0,31.387,4.664,4.664,7.664,4.664,0,4.167,0.0,10.1,200.852,14.276,19.435,0.067,0.018,0.734,1,4,17.24,-0.047,1,1.375,12,8.201,6.209,12.06,12.06,12.06,20.229,18.777,0.0,0.893,1.041,4.844,7.066,0,1,7.02,7.02,46.372,3.586,5.586,3.586,30.651,65.787,0.418,1,4,1,8,4.466,0.548,15.855,3.322,3.322,5.322,3.322,3,3,34.915,6.788,37.387,4
5.5,0,0,2.855,2,6,6,0,6.42,4.366,4.366,7.366,4.366,1,4.097,0.0,11.8,96.601,13.547,15.549,0.074,0.02,1.851,1,3,16.446,0.283,0,0.399,0,7.431,4.907,9.267,9.267,9.267,19.35,17.943,11.784,1.02,1.016,4.595,6.581,0,0,6.195,6.195,19.189,3.552,5.552,3.552,14.116,39.984,0.41,2,4,2,4,3.452,0.121,15.093,2.947,2.947,4.947,2.947,1,1,31.407,2.945,33.596,5
6.0,0,0,0.0,2,4,8,0,0.746,4.452,4.452,7.452,4.452,0,4.091,31.278,6.7,106.397,13.656,16.299,0.057,0.021,2.115,1,0,16.592,-0.106,0,0.726,5,6.456,3.416,9.802,9.802,9.802,19.535,18.118,0.0,0.993,0.997,4.727,6.823,0,0,6.342,6.342,19.333,3.196,5.196,3.196,11.753,27.763,0.207,2,5,0,3,3.672,0.146,15.242,3.067,3.067,5.067,3.067,2,2,32.41,3.835,34.655,4
5.5,0,0,0.0,2,5,7,0,7.962,4.724,4.724,7.724,4.724,0,4.141,31.278,10.4,164.887,14.239,19.834,0.065,0.02,1.863,2,2,17.269,0.071,0,0.799,3,7.431,5.425,12.368,12.368,12.368,20.316,18.818,0.0,0.996,1.067,4.844,7.081,2,0,7.107,7.107,24.899,3.57,5.57,3.57,21.187,27.491,0.186,2,9,0,5,3.592,0.258,15.819,3.368,3.368,5.368,3.368,2,2,35.241,4.282,37.746,5
7.5,1,1,3.167,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.126,39.149,12.5,127.695,13.785,18.109,0.053,0.019,1.804,1,0,16.763,0.056,1,0.736,2,7.429,4.965,10.928,10.928,10.928,19.752,18.29,6.289,0.941,0.981,4.727,6.843,6,1,6.714,6.714,32.655,3.617,5.617,3.617,20.947,52.743,0.49,2,5,4,7,3.959,0.333,15.35,3.167,3.167,5.167,3.167,3,3,33.516,3.259,35.893,6
5.5,0,0,0.0,1,2,4,0,14.96,4.158,4.158,7.158,4.158,0,3.999,0.0,8.8,0.0,13.208,19.621,0.086,0.029,0.0,0,2,16.01,0.036,0,0.729,0,8.201,5.549,11.621,11.621,11.621,18.81,17.475,0.0,0.899,1.008,0.0,0.0,0,0,6.95,6.95,24.705,3.967,5.967,3.967,15.921,70.21,0.572,0,2,1,3,3.507,0.193,14.732,3.298,3.298,5.298,3.298,1,1,34.36,2.4,36.799,3
5.5,0,0,0.0,1,2,4,0,31.387,4.724,4.724,7.724,4.724,0,4.163,0.0,12.1,129.549,14.191,19.756,0.076,0.024,0.682,1,1,17.223,-0.166,1,1.316,3,8.201,5.562,12.229,12.229,12.229,20.277,18.777,0.0,0.98,0.964,4.844,7.081,0,1,7.065,7.065,16.338,3.372,5.372,3.372,13.999,91.853,0.78,1,1,0,7,4.142,0.487,15.775,3.353,3.353,5.353,3.353,4,4,35.233,4.188,37.711,3
7.5,0,0,3.112,3,5,13,0,13.915,4.566,4.566,7.566,4.566,1,4.15,0.0,11.4,105.343,13.957,18.109,0.057,0.017,2.089,1,0,16.923,0.155,1,0.612,9,5.141,1.495,10.974,10.974,10.974,19.902,18.454,0.0,0.986,1.071,5.352,7.413,0,1,6.726,6.726,13.558,3.188,5.188,3.188,8.381,26.269,0.174,2,3,2,5,3.545,0.098,15.537,3.186,3.186,5.186,3.186,3,3,33.635,4.949,36.009,2
5.5,0,0,0.0,2,4,8,0,53.182,4.712,4.712,7.712,4.712,0,4.119,31.278,7.9,162.513,14.155,19.202,0.061,0.024,1.947,1,2,17.185,-0.116,1,1.094,6,7.431,5.384,11.822,11.822,11.822,20.237,18.743,0.0,0.951,1.023,4.727,6.88,0,1,6.972,6.972,34.917,3.563,5.563,3.563,28.21,40.099,0.177,2,10,0,5,4.054,0.366,15.749,3.286,3.286,5.286,3.286,1,1,34.601,5.065,37.062,5
6.4,0,0,0.0,2,4,8,0,30.892,4.726,4.726,7.726,4.726,0,4.139,31.278,10.9,143.538,14.265,19.547,0.071,0.026,2.004,1,2,17.279,0.009,2,1.223,5,7.431,5.322,11.979,11.979,11.979,20.32,18.827,0.0,1.044,1.047,5.352,7.424,0,2,7.013,7.013,24.801,3.562,5.562,3.562,20.473,31.948,0.155,2,9,2,6,3.875,0.276,15.841,3.316,3.316,5.316,3.316,2,2,34.819,4.988,37.288,5
5.5,0,0,0.0,1,4,2,0,0.0,4.624,4.624,7.624,4.624,0,4.12,0.0,6.9,52.876,13.936,19.309,0.086,0.034,1.326,1,2,16.953,0.025,0,0.754,0,7.45,4.8,11.874,11.874,11.874,19.982,18.489,0.0,1.212,0.988,4.844,7.018,0,0,6.987,6.987,12.791,3.818,5.818,3.818,12.785,49.454,0.438,2,2,1,2,2.846,0.056,15.497,3.319,3.319,5.319,3.319,1,1,34.683,2.626,37.146,1
5.5,0,0,0.0,1,2,4,0,31.387,4.72,4.72,7.72,4.72,0,4.16,0.0,10.7,125.443,14.182,19.689,0.077,0.023,0.728,1,1,17.213,-0.201,1,1.146,3,8.201,5.51,12.197,12.197,12.197,20.266,18.767,0.0,0.78,0.971,4.844,7.081,0,1,7.059,7.059,18.663,3.363,5.363,3.363,15.194,67.314,0.736,1,1,0,6,4.065,0.475,15.766,3.348,3.348,5.348,3.348,4,4,35.216,4.268,37.692,1
5.6,0,0,0.0,1,2,4,0,27.818,4.257,4.257,7.257,4.257,0,4.058,56.782,12.0,62.384,13.274,17.972,0.084,0.028,0.0,1,1,16.124,-0.082,1,0.483,1,7.43,4.681,10.872,10.872,10.872,18.98,17.592,5.952,0.901,1.051,4.727,6.88,0,2,6.708,6.708,10.828,3.705,5.705,3.705,10.269,30.597,0.292,0,0,0,3,3.691,0.082,14.785,3.199,3.199,5.199,3.199,1,1,33.467,2.521,35.837,0
7.3,0,0,0.0,1,3,3,0,6.604,4.462,4.462,7.462,4.462,0,4.076,0.0,10.3,0.0,13.724,18.67,0.072,0.029,1.25,0,2,16.655,0.201,0,0.938,0,8.513,5.121,11.69,11.69,11.69,19.598,18.17,0.0,0.899,0.99,0.0,0.0,0,0,7.116,7.116,29.053,4.46,6.46,4.46,20.491,83.64,0.775,2,6,0,4,3.612,0.222,15.283,3.32,3.32,5.32,3.32,2,2,34.582,3.355,37.021,3
7.4,0,1,3.078,1,2,4,0,11.771,4.626,4.626,7.626,4.626,1,4.134,0.0,10.3,69.919,13.921,18.665,0.089,0.028,1.609,1,1,16.946,-0.229,1,0.5,5,7.437,4.05,11.489,11.489,11.489,19.979,18.489,6.201,0.941,1.045,4.727,6.862,0,1,6.884,6.884,2.992,3.501,5.501,3.501,4.426,28.31,0.26,2,6,0,3,2.891,0.198,15.499,3.23,3.23,5.23,3.23,1,1,34.196,3.289,36.63,3
5.5,0,0,0.0,1,2,4,0,11.771,4.255,4.255,7.255,4.255,0,4.057,0.0,10.8,0.0,13.227,18.143,0.063,0.023,0.0,0,1,16.08,-0.181,1,0.706,2,5.07,1.856,10.997,10.997,10.997,18.937,17.573,5.967,1.069,0.979,4.727,6.843,0,1,6.725,6.725,5.264,3.193,5.193,3.193,7.811,24.722,0.278,0,0,0,4,3.595,0.172,14.783,3.174,3.174,5.174,3.174,3,3,33.58,3.012,35.97,0
5.5,0,0,0.0,2,5,7,0,43.403,4.711,4.711,7.711,4.711,0,4.202,31.278,10.6,100.458,14.561,19.428,0.075,0.02,2.855,1,1,17.611,-0.045,2,1.015,15,8.201,5.456,12.075,12.075,12.075,20.668,19.16,0.0,1.168,1.106,6.354,8.343,2,2,7.025,7.025,4.198,3.35,5.35,3.35,7.489,35.014,0.302,3,3,1,5,4.036,0.366,16.139,3.34,3.34,5.34,3.34,2,2,35.12,4.938,37.587,0
5.5,0,1,3.174,2,3,9,0,11.771,4.555,4.555,7.555,4.555,1,4.138,0.0,7.0,104.189,13.877,18.073,0.067,0.02,1.739,1,2,16.848,0.136,1,0.677,6,7.429,5.509,10.945,10.945,10.945,19.831,18.38,0.0,1.031,1.032,4.727,6.843,0,1,6.718,6.718,15.343,3.577,5.577,3.577,11.833,31.732,0.185,2,4,1,3,3.536,0.21,15.456,3.171,3.171,5.171,3.171,1,1,33.565,4.035,35.94,4
5.5,0,1,3.21,2,3,9,0,11.771,4.566,4.566,7.566,4.566,1,4.15,0.0,7.7,88.275,13.93,18.109,0.076,0.026,1.881,1,0,16.905,0.142,1,0.837,11,7.437,4.396,10.974,10.974,10.974,19.89,18.437,0.0,1.001,1.065,4.727,6.843,0,1,6.726,6.726,2.351,3.503,5.503,3.503,2.824,29.036,0.125,2,5,1,3,3.41,0.176,15.508,3.185,3.185,5.185,3.185,1,1,33.644,4.241,36.017,3
6.2,0,1,3.13,2,6,6,0,4.901,4.696,4.696,7.696,4.696,1,4.162,0.0,1.9,124.827,14.211,19.437,0.096,0.028,1.79,1,3,17.228,-0.02,0,1.077,15,7.475,4.836,11.803,11.803,11.803,20.262,18.766,12.151,1.113,0.958,4.844,7.066,0,0,6.964,6.964,14.81,3.647,5.647,3.647,16.577,46.475,0.401,2,6,1,1,3.793,0.291,15.772,3.313,3.313,5.313,3.313,0,0,34.661,3.384,37.106,3
5.5,0,0,0.0,2,5,7,0,14.96,4.081,4.081,7.081,4.081,0,4.026,0.0,7.5,0.0,13.08,16.605,0.07,0.026,0.0,0,2,15.842,-0.098,0,0.722,8,8.201,5.278,9.967,9.967,9.967,18.601,17.326,0.0,0.886,1.01,0.0,0.0,0,0,6.451,6.451,20.794,3.54,5.54,3.54,14.164,38.845,0.258,0,5,1,3,3.627,0.264,14.644,3.044,3.044,5.044,3.044,1,1,32.375,3.133,34.646,4
5.5,0,0,0.0,1,2,4,0,14.099,4.582,4.582,7.582,4.582,0,4.055,31.278,11.5,63.433,13.79,17.934,0.063,0.023,1.63,1,3,16.809,-0.075,1,0.385,1,6.471,3.422,11.066,11.066,11.066,19.833,18.351,6.116,0.891,1.003,4.727,6.823,0,1,6.771,6.771,22.275,3.343,5.343,3.343,13.245,24.672,0.346,2,4,0,3,3.252,0.082,15.372,3.17,3.17,5.17,3.17,2,2,33.662,3.132,36.061,5
5.6,0,0,0.0,2,4,8,0,53.182,4.713,4.713,7.713,4.713,0,4.121,31.278,7.8,160.374,14.201,19.213,0.078,0.028,1.879,1,2,17.217,-0.055,1,1.337,8,7.431,5.372,11.828,11.828,11.828,20.258,18.768,0.0,0.916,0.994,4.727,6.88,0,1,6.977,6.977,31.4,3.802,5.802,3.802,23.654,52.974,0.247,2,11,0,5,4.099,0.502,15.785,3.297,3.297,5.297,3.297,1,1,35.153,4.886,37.61,8
6.3,0,0,0.0,1,3,3,0,4.227,4.092,4.092,7.092,4.092,0,4.106,0.0,10.2,136.071,13.409,20.078,0.071,0.027,0.0,1,1,16.185,0.017,0,1.351,2,8.513,5.7,12.537,12.537,12.537,18.973,17.63,0.0,1.019,0.995,5.533,7.758,8,0,7.25,7.25,62.329,4.47,6.47,4.47,36.698,146.627,1.283,0,2,1,6,4.103,0.358,14.892,3.419,3.419,5.419,3.419,2,2,35.954,2.493,38.47,6
