pXC50,DECC,nCrs,nCs,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ed.,SpMin1_Bh.s.,Eta_FL_A,CATS2D_02_LL,C.002,CATS2D_03_LL,X4v,X5v,Eig02_EA.ri.,SpMin2_Bh.s.,Eig02_AEA.ri.,SpMin1_Bh.m.,Eig02_AEA.bo.,Eta_C_A,H.046,ATS4i,nCrt,nCt,ATSC4v,ATS4e,ATS5i,ATSC3p,X3v,C.004,nCq,nCrq,nCsp3,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,H.,Mv,NsssCH,C.003,PCR,Eta_L_A,CIC1,SsssCH,ATSC4p,ATSC5v,ATSC2v,IC1,SssssC,Eig03_EA.dm.,NssssC,Eta_betaP_A,SM10_EA.ri.,SpMaxA_EA.ed.,SM03_EA.ed.,SM08_AEA.ed.,SM09_AEA.ed.,SM10_AEA.ed.,ATS4p,Eta_L,nCconj,SM06_AEA.ed.,ATS3e,ATSC2p,C.016,Eta_beta_A
4.097,1.754,0,1,9.03,9.03,2.843,2.843,6.137,1.175,0.275,11,1,8,2.192,1.373,2.75,1.088,3.81,2.037,4.2,0.706,2,4.765,0,0,10.341,4.564,4.778,7.892,3.307,0,0,0,4,5.665,7.206,7.788,9.053,9.848,46.8,0.627,0,0,1.441,0.215,2.118,0.0,7.69,10.97,8.848,3.437,0.0,0.86,0,0.68,10.981,0.348,6.88,15.393,17.165,18.947,3.774,5.377,1,11.902,4.594,6.787,1,1.27
4.308,1.476,0,0,8.386,8.386,2.845,2.845,5.958,1.144,0.242,9,0,7,3.893,2.443,2.692,1.111,3.795,1.993,4.224,0.915,6,4.754,0,0,10.836,4.569,4.644,8.195,5.551,0,0,0,4,6.266,7.645,8.46,9.669,10.652,40.0,0.685,0,0,1.319,0.231,1.57,0.0,10.117,7.732,7.637,3.752,0.0,0.248,0,0.667,11.8,0.439,7.506,16.095,17.922,19.763,3.898,5.548,1,12.496,4.48,6.492,0,1.292
4.097,1.853,0,1,8.527,8.527,2.732,2.732,6.026,1.298,0.224,6,1,4,4.19,2.802,2.624,1.153,3.698,1.991,4.192,0.884,0,4.904,0,0,11.961,4.691,4.792,9.727,5.726,0,0,0,7,5.952,7.374,8.083,9.291,10.18,41.9,0.655,0,0,1.319,0.258,1.74,0.0,9.942,10.978,8.159,3.686,0.0,0.86,0,0.5,11.299,0.411,7.38,15.988,17.816,19.656,3.88,6.453,1,12.384,4.678,7.189,0,1.16
4.097,1.49,0,0,8.024,8.024,2.7,2.7,5.886,1.314,0.209,4,0,6,2.735,1.886,2.387,1.075,3.584,2.001,3.963,0.899,0,4.713,0,0,12.105,4.49,4.677,8.507,4.475,0,0,0,6,5.379,6.864,7.435,8.675,9.454,45.7,0.652,0,0,1.186,0.271,1.947,0.0,10.518,10.643,6.732,3.182,0.0,0.305,0,0.395,10.576,0.488,6.98,15.538,17.325,19.122,3.83,5.141,1,12.002,4.484,5.273,0,1.039
4.097,1.614,0,0,8.876,8.876,2.745,2.745,6.092,1.137,0.288,10,0,6,3.152,2.25,2.645,1.047,3.716,2.028,4.114,0.649,0,4.538,0,0,6.899,4.336,4.455,6.311,4.384,0,0,0,2,5.73,7.272,7.875,9.144,9.962,37.8,0.692,0,0,1.461,0.207,2.066,0.0,5.99,7.328,6.108,3.144,0.0,0.701,0,0.826,11.104,0.401,7.182,15.739,17.545,19.364,3.633,4.769,1,12.18,4.391,5.606,0,1.467
4.097,1.574,0,0,9.701,9.701,2.995,2.995,6.409,1.105,0.257,1,0,1,1.894,1.075,2.876,0.95,3.967,1.907,4.24,0.711,0,4.466,0,0,4.313,4.285,4.241,4.958,2.985,0,0,0,3,6.03,7.372,8.184,9.354,10.305,30.0,0.704,0,0,1.256,0.209,0.958,0.0,5.059,4.7,3.672,3.948,-4.519,0.8,1,0.524,11.406,0.532,7.687,16.286,18.179,20.083,3.299,4.395,4,12.547,4.258,4.128,2,1.202
4.202,1.604,0,0,8.407,8.407,2.595,2.595,6.025,1.178,0.268,6,0,5,2.615,1.852,2.488,1.107,3.556,2.042,3.967,0.732,0,4.662,0,0,8.676,4.52,4.707,6.914,3.625,0,0,0,3,6.234,7.68,8.544,9.808,10.858,41.5,0.649,0,0,1.466,0.217,1.599,0.0,7.237,8.958,6.908,3.758,0.0,0.878,0,0.646,12.062,0.48,7.576,16.215,18.094,19.988,3.823,5.212,0,12.52,4.519,5.66,0,1.292
4.097,1.845,1,2,9.637,9.637,2.835,2.835,6.347,1.207,0.276,9,1,7,3.993,2.793,2.677,1.048,3.786,2.031,4.165,0.772,0,4.845,0,0,9.294,4.674,4.879,8.768,5.434,0,0,0,4,6.081,7.55,8.205,9.442,10.297,38.3,0.677,1,0,1.426,0.212,1.852,-0.345,8.492,10.963,7.69,3.702,0.0,1.151,0,0.724,11.431,0.339,7.516,16.055,17.867,19.693,3.971,6.142,1,12.486,4.661,7.188,0,1.371
4.097,1.127,0,0,11.975,11.975,3.278,3.278,7.056,1.227,0.269,11,0,5,5.537,3.584,3.001,1.117,4.219,2.087,4.676,0.831,6,4.963,0,0,10.349,4.805,4.896,9.886,7.374,0,0,0,2,6.763,8.143,9.074,10.307,11.381,37.0,0.701,0,0,1.395,0.206,1.834,0.0,10.61,8.598,8.151,3.689,0.0,0.0,0,0.776,12.571,0.397,8.172,16.832,18.749,20.678,4.104,5.963,4,13.048,4.682,8.21,0,1.397
4.097,1.173,0,1,6.999,6.999,2.541,2.541,5.354,1.314,0.23,9,1,8,1.919,1.107,2.318,1.091,3.454,2.072,3.919,0.761,9,4.707,0,1,10.757,4.469,4.78,7.303,3.229,0,0,0,6,5.448,6.932,7.614,8.849,9.737,52.6,0.592,1,1,1.327,0.259,2.046,0.537,7.592,10.748,8.21,3.202,0.0,0.0,0,0.583,10.87,0.521,6.698,15.252,17.05,18.862,3.644,4.665,0,11.712,4.437,5.665,0,1.208
4.097,1.086,0,0,5.821,5.821,2.229,2.229,4.96,1.087,0.261,4,0,4,1.253,0.797,2.179,0.923,3.215,1.966,3.583,0.653,0,4.057,0,0,4.763,3.876,4.078,4.152,1.885,0,0,0,2,5.14,6.604,7.192,8.426,9.221,42.9,0.641,0,0,1.323,0.216,1.04,0.0,3.689,4.985,4.607,3.767,0.0,0.0,0,0.594,10.344,0.573,6.418,14.866,16.621,18.388,3.149,3.456,1,11.413,4.023,3.64,0,1.203
4.381,0.96,0,0,8.909,8.909,2.722,2.722,6.123,1.232,0.321,8,0,4,2.343,1.616,2.655,1.062,3.697,2.105,4.139,0.53,0,4.395,0,0,4.68,4.209,4.281,4.685,3.244,0,0,0,0,6.004,7.5,8.266,9.533,10.493,33.3,0.713,0,0,1.593,0.171,1.969,0.0,4.153,4.124,4.086,2.938,0.0,0.0,0,0.925,11.668,0.529,7.509,16.165,18.041,19.93,3.53,3.414,0,12.464,4.224,3.581,0,1.6
4.097,1.603,4,4,9.566,9.566,3.011,3.011,6.267,1.432,0.233,15,3,11,4.131,3.078,2.868,1.159,3.96,2.129,4.313,0.845,7,4.991,0,0,13.811,4.748,4.915,10.141,5.535,0,0,0,6,6.126,7.596,8.314,9.561,10.472,45.7,0.646,1,0,1.407,0.255,1.98,0.136,10.433,12.954,10.39,3.544,0.0,0.558,0,0.64,11.624,0.365,7.334,15.861,17.656,19.464,3.998,6.372,0,12.323,4.723,7.946,0,1.27
4.097,1.413,1,1,10.449,10.449,3.104,3.104,6.613,1.174,0.261,7,1,7,4.071,2.824,2.927,1.167,4.05,2.001,4.374,0.746,0,4.812,0,0,10.421,4.629,4.857,8.337,5.477,0,0,0,4,6.231,7.65,8.428,9.646,10.591,41.5,0.668,0,0,1.318,0.224,1.868,0.0,8.884,10.935,8.145,3.49,0.0,1.701,0,0.708,11.728,0.399,7.57,16.184,18.021,19.869,3.911,5.365,0,12.556,4.601,6.834,0,1.375
4.097,1.49,0,0,9.559,9.559,2.917,2.917,6.317,1.265,0.244,9,0,8,3.944,2.792,2.837,1.196,3.891,2.121,4.323,0.821,3,4.81,0,0,11.369,4.609,4.663,7.981,5.265,0,0,0,5,6.247,7.658,8.469,9.689,10.663,42.5,0.659,0,0,1.44,0.24,1.551,0.0,9.67,9.64,7.809,3.771,0.0,0.293,0,0.609,11.809,0.435,7.567,16.193,18.035,19.887,3.919,5.526,1,12.557,4.559,6.573,0,1.272
4.097,1.25,0,0,6.973,6.973,2.562,2.562,5.348,1.2,0.288,10,0,7,1.489,1.097,2.513,1.047,3.546,2.069,3.978,0.56,3,4.506,0,0,8.536,4.229,4.316,5.802,2.485,0,0,0,2,5.285,6.814,7.265,8.544,9.195,48.4,0.627,0,0,1.373,0.196,1.987,0.0,5.922,7.293,6.462,2.967,0.0,0.0,0,0.813,10.336,0.431,6.293,14.591,16.242,17.898,3.339,3.132,0,11.315,4.192,4.686,0,1.391
4.097,1.107,0,0,8.518,8.518,2.585,2.585,6.011,1.096,0.284,0,0,0,1.654,1.049,2.436,0.717,3.528,1.937,3.913,0.681,0,4.256,0,0,4.27,4.165,4.378,3.545,2.267,0,0,0,3,6.035,7.37,8.184,9.373,10.355,34.4,0.671,0,0,1.362,0.186,1.501,0.0,4.088,4.687,4.589,3.499,0.0,1.907,0,0.667,11.495,0.518,7.322,15.894,17.738,19.596,3.398,3.906,0,12.265,4.203,3.875,0,1.345
4.097,1.902,7,7,10.751,10.751,3.079,3.079,6.675,1.493,0.201,21,6,18,6.551,5.183,2.921,1.391,4.027,2.164,4.421,1.085,7,5.39,1,1,21.373,5.18,5.426,14.772,8.079,0,0,0,11,6.544,8.016,8.841,10.106,11.115,46.6,0.638,2,1,1.338,0.29,2.36,0.274,16.935,22.068,13.42,3.498,0.0,1.937,0,0.516,12.304,0.348,7.949,16.584,18.452,20.331,4.505,8.979,0,12.896,5.06,10.295,0,1.161
4.097,0.981,0,0,9.131,9.131,2.76,2.76,6.265,1.263,0.246,1,0,0,1.901,1.296,2.579,0.862,3.697,1.993,4.099,0.746,6,4.749,0,1,7.186,4.518,4.489,4.346,2.698,0,0,0,5,6.164,7.462,8.359,9.532,10.566,40.6,0.627,1,1,1.22,0.218,1.532,0.09,4.254,5.562,5.51,3.468,0.0,1.001,0,0.553,11.705,0.608,7.548,16.208,18.084,19.972,3.488,4.15,1,12.504,4.348,3.715,0,1.276
4.097,1.114,7,7,9.632,9.632,2.86,2.86,6.348,1.453,0.148,15,7,11,4.973,3.943,2.783,1.39,3.834,2.117,4.161,1.066,14,4.958,1,1,14.478,4.708,4.809,10.817,5.947,0,0,0,9,6.2,7.653,8.501,9.762,10.783,51.3,0.615,1,1,1.296,0.338,2.354,0.756,11.025,11.546,10.814,2.931,0.0,0.0,0,0.447,11.972,0.546,7.554,16.198,18.067,19.949,3.998,6.423,0,12.511,4.669,7.963,0,1.066
4.097,1.208,0,1,9.752,9.752,2.957,2.957,6.385,1.238,0.262,14,1,14,3.132,2.129,2.865,1.12,3.928,2.041,4.328,0.849,5,4.803,0,0,11.064,4.647,4.96,7.976,4.469,0,0,0,4,6.311,7.757,8.608,9.86,10.877,44.2,0.652,0,0,1.469,0.22,1.763,0.0,8.755,12.727,8.51,3.663,0.0,0.0,0,0.708,12.058,0.457,7.656,16.29,18.154,20.028,4.027,5.281,0,12.61,4.519,6.659,0,1.313
4.097,1.652,0,0,8.6,8.6,2.865,2.865,6.005,1.07,0.279,4,0,6,1.761,1.089,2.701,0.986,3.807,1.943,4.293,0.703,0,4.416,0,0,4.264,4.22,4.274,4.205,3.245,0,0,0,2,5.872,7.259,7.934,9.118,9.962,28.1,0.719,0,0,1.403,0.193,0.847,0.0,4.126,3.544,3.671,4.153,0.0,0.98,0,0.696,11.054,0.372,7.116,15.619,17.376,19.141,3.326,4.448,1,12.138,4.219,3.629,0,1.337
4.097,1.633,2,2,9.062,9.062,2.873,2.873,6.145,1.211,0.237,9,2,5,3.188,1.69,2.685,1.18,3.82,2.024,4.14,0.801,0,4.738,0,0,11.583,4.511,4.654,8.744,4.578,0,0,0,5,5.586,7.125,7.685,8.951,9.718,46.2,0.652,0,0,1.338,0.25,2.116,0.0,8.752,11.094,8.345,3.169,0.0,0.0,0,0.619,10.851,0.419,7.066,15.615,17.409,19.212,3.81,5.251,0,12.075,4.568,6.068,0,1.25
4.516,1.431,0,0,8.835,8.835,2.88,2.88,6.087,1.133,0.253,9,0,5,3.917,2.33,2.7,1.111,3.823,2.007,4.246,0.852,6,4.761,0,0,10.38,4.572,4.643,7.698,4.931,0,0,0,4,6.277,7.653,8.468,9.675,10.657,40.0,0.68,0,0,1.323,0.22,1.57,0.0,8.984,8.313,7.589,3.752,0.0,0.248,0,0.667,11.805,0.439,7.516,16.104,17.934,19.779,3.881,5.278,1,12.5,4.485,6.303,0,1.302
4.097,1.951,2,2,10.227,10.227,3.015,3.015,6.509,1.22,0.256,10,2,9,5.356,3.433,2.921,1.211,3.97,2.057,4.336,0.922,6,5.323,0,0,18.851,5.118,5.403,14.211,7.751,0,0,0,7,6.6,7.997,8.806,10.019,10.986,46.2,0.638,0,0,1.381,0.223,2.472,0.0,15.355,20.595,13.421,3.55,0.0,0.8,0,0.7,12.128,0.33,8.065,16.663,18.552,20.456,4.416,7.812,0,12.949,5.032,10.483,0,1.329
4.097,2.036,0,0,8.69,8.69,2.826,2.826,6.056,1.189,0.276,10,0,6,4.433,2.761,2.779,1.048,3.794,1.997,4.215,0.75,3,4.788,0,0,9.148,4.629,4.703,9.227,6.421,0,0,0,1,6.343,7.734,8.548,9.755,10.721,36.4,0.707,0,0,1.483,0.202,1.712,0.0,10.32,7.45,7.215,3.747,0.0,0.0,0,0.804,11.858,0.418,7.847,16.462,18.364,20.28,3.918,5.647,2,12.72,4.572,6.997,0,1.402
4.301,1.536,0,0,9.667,9.667,2.939,2.939,6.391,1.195,0.282,12,0,10,2.702,1.687,2.866,1.097,3.915,2.062,4.259,0.732,6,4.75,0,0,9.514,4.582,4.764,7.066,4.356,0,0,0,2,6.365,7.758,8.563,9.77,10.728,37.5,0.693,0,0,1.382,0.192,1.813,0.0,8.159,9.776,6.951,3.509,0.0,0.8,0,0.76,11.861,0.404,7.557,16.158,17.987,19.826,3.851,4.812,5,12.547,4.5,5.687,2,1.39
4.312,1.573,0,0,8.778,8.778,2.825,2.825,6.079,1.139,0.291,9,0,7,2.505,1.701,2.805,1.091,3.82,2.042,4.156,0.665,3,4.624,0,0,7.81,4.455,4.522,6.457,3.888,0,0,0,1,6.235,7.649,8.418,9.635,10.573,35.1,0.707,0,0,1.382,0.186,1.796,0.0,7.103,7.067,5.798,3.414,0.0,0.8,0,0.792,11.711,0.434,7.459,16.047,17.878,19.723,3.738,4.458,5,12.44,4.433,4.983,2,1.427
4.097,1.392,0,0,8.95,8.95,2.885,2.885,6.137,1.094,0.297,6,0,6,1.993,1.329,2.736,1.041,3.839,1.985,4.31,0.618,0,4.353,0,0,4.286,4.231,4.161,5.025,3.163,0,0,0,0,5.936,7.344,8.081,9.293,10.196,27.6,0.747,0,0,1.378,0.173,1.346,0.0,5.304,3.783,3.199,3.512,0.0,0.0,0,0.833,11.322,0.447,7.213,15.768,17.563,19.366,3.424,3.638,1,12.217,4.202,3.52,0,1.464
4.17,1.14,1,1,10.367,10.367,3.008,3.008,6.604,1.307,0.253,10,1,8,3.523,2.64,2.872,1.166,3.964,2.023,4.369,0.784,0,4.947,2,2,11.619,4.767,4.752,8.579,4.499,0,0,0,4,6.751,8.154,9.169,10.448,11.599,38.9,0.666,1,1,1.321,0.22,1.766,-0.51,9.846,9.292,6.45,3.404,-1.223,0.0,1,0.659,12.846,0.575,8.209,16.897,18.85,20.819,3.911,4.841,0,13.05,4.639,6.241,0,1.307
4.097,1.382,2,2,10.386,10.386,2.996,2.996,6.579,1.348,0.213,16,2,15,5.441,4.072,2.886,1.054,3.953,2.087,4.294,0.964,4,4.788,0,0,11.485,4.64,4.778,9.906,6.56,0,0,0,5,6.312,7.757,8.628,9.882,10.92,42.9,0.675,0,0,1.355,0.276,1.707,0.0,11.646,10.801,9.102,3.685,0.0,0.963,0,0.604,12.106,0.454,7.774,16.433,18.313,20.203,4.146,6.621,2,12.721,4.583,7.567,1,1.229
4.097,1.557,0,1,7.16,7.16,2.522,2.522,5.4,1.155,0.267,7,0,4,1.671,1.075,2.435,1.074,3.487,2.051,3.868,0.628,0,4.631,0,0,9.757,4.335,4.369,5.955,2.403,0,0,0,3,5.22,6.78,7.196,8.497,9.13,51.4,0.607,1,0,1.37,0.217,2.442,0.461,6.574,8.534,7.599,2.687,0.0,0.0,0,0.765,10.285,0.434,6.326,14.656,16.326,18.004,3.504,3.692,0,11.35,4.353,5.156,0,1.353
4.097,1.344,1,1,10.764,10.764,3.129,3.129,6.683,1.26,0.27,9,1,6,4.931,3.552,3.012,1.174,4.092,2.028,4.427,0.732,0,4.893,0,0,11.684,4.734,4.909,9.544,6.32,0,0,0,4,6.449,7.845,8.711,9.93,10.942,41.9,0.665,0,0,1.412,0.208,1.932,0.0,10.243,12.613,8.617,3.495,0.0,0.545,0,0.76,12.097,0.47,8.078,16.744,18.672,20.611,4.035,5.211,0,12.941,4.682,7.46,0,1.41
4.305,1.794,4,5,10.54,10.54,3.095,3.095,6.598,1.271,0.221,17,5,9,6.181,3.733,3.026,1.225,4.066,2.052,4.524,1.049,8,5.386,2,2,18.334,5.201,5.337,15.25,8.423,0,0,0,9,7.074,8.495,9.468,10.735,11.857,43.1,0.661,1,1,1.403,0.264,2.068,-0.235,15.196,18.345,14.175,3.954,-1.828,0.982,1,0.568,13.086,0.343,8.411,17.128,19.078,21.046,4.432,9.759,8,13.299,5.156,11.57,2,1.203
4.376,2.146,0,2,11.117,11.117,3.155,3.155,6.768,1.233,0.255,11,2,10,4.777,3.203,3.025,1.104,4.113,2.071,4.425,1.026,0,5.208,1,1,13.859,5.083,5.275,12.434,6.922,0,0,0,6,6.955,8.375,9.341,10.62,11.75,39.3,0.678,0,0,1.349,0.224,2.253,0.0,13.968,17.814,10.693,3.678,-2.088,1.98,1,0.635,12.995,0.366,8.39,17.121,19.083,21.064,4.428,8.271,8,13.271,4.99,9.736,1,1.264
4.524,2.242,0,2,10.69,10.69,3.085,3.085,6.654,1.233,0.238,7,2,8,4.332,2.852,2.975,1.104,4.048,2.054,4.373,1.062,0,5.176,1,1,14.056,5.044,5.231,11.851,6.29,0,0,0,7,6.892,8.293,9.285,10.558,11.703,41.4,0.662,0,0,1.291,0.237,2.033,0.0,13.569,17.44,10.422,3.825,-2.063,1.98,1,0.529,12.948,0.407,8.323,17.056,19.024,21.01,4.352,8.072,8,13.196,4.926,9.232,2,1.154
4.264,1.597,0,0,8.834,8.834,2.868,2.868,6.084,1.242,0.246,8,0,5,4.659,3.117,2.853,1.142,3.861,2.042,4.224,0.786,3,4.799,0,0,9.448,4.619,4.63,9.073,6.521,0,0,0,5,6.255,7.614,8.499,9.702,10.729,40.0,0.662,0,0,1.297,0.231,1.551,0.0,9.18,7.659,6.922,3.771,0.0,0.4,0,0.625,11.879,0.524,7.867,16.594,18.56,20.544,3.771,5.553,1,12.737,4.554,6.757,0,1.281
4.097,1.603,4,4,9.566,9.566,3.011,3.011,6.267,1.432,0.234,14,3,11,4.16,3.104,2.832,1.096,3.951,2.129,4.313,0.842,4,4.88,0,0,11.885,4.656,4.82,9.891,5.576,0,0,0,5,6.047,7.539,8.243,9.502,10.407,41.9,0.675,1,0,1.407,0.254,1.717,0.118,9.541,11.977,8.959,3.709,0.0,0.558,0,0.64,11.564,0.365,7.334,15.861,17.656,19.464,3.947,6.34,0,12.323,4.681,7.229,0,1.28
4.097,1.347,5,5,7.862,7.862,2.663,2.663,5.769,1.212,0.191,7,4,1,4.066,2.113,2.595,1.211,3.64,1.973,3.858,0.936,7,4.813,0,0,10.793,4.573,4.611,8.793,4.94,0,0,0,8,6.152,7.532,8.364,9.568,10.569,47.5,0.622,1,0,1.201,0.287,2.037,0.282,8.262,8.257,9.184,3.285,0.0,0.248,0,0.452,11.716,0.496,7.334,15.929,17.765,19.617,3.745,6.032,1,12.318,4.612,6.879,0,1.095
4.097,1.21,0,0,7.146,7.146,2.603,2.603,5.41,1.171,0.278,6,0,4,1.723,1.16,2.522,1.037,3.573,2.038,4.004,0.613,0,4.499,0,0,8.211,4.281,4.516,6.229,2.623,0,0,0,3,5.324,6.883,7.406,8.693,9.433,48.6,0.619,0,0,1.374,0.21,1.99,0.0,5.939,8.957,6.986,3.139,0.0,0.0,0,0.75,10.581,0.476,6.555,15.008,16.751,18.507,3.472,3.784,0,11.571,4.327,5.237,0,1.347
4.097,2.047,0,0,9.036,9.036,2.927,2.927,6.155,1.167,0.273,6,0,6,3.381,2.142,2.794,1.096,3.885,1.993,4.357,0.776,0,4.897,0,0,9.875,4.748,4.978,8.964,5.191,0,0,0,4,6.404,7.772,8.593,9.797,10.774,38.8,0.665,0,0,1.397,0.198,1.691,0.0,9.47,11.31,8.091,3.923,0.0,0.86,0,0.733,11.919,0.396,7.82,16.397,18.283,20.185,3.985,5.927,1,12.69,4.73,7.497,0,1.358
4.097,1.285,0,0,8.654,8.654,2.796,2.796,6.043,1.217,0.245,6,0,6,2.986,1.947,2.681,1.004,3.759,2.034,4.138,0.783,6,4.474,0,0,8.198,4.291,4.316,6.54,4.035,0,0,0,4,5.863,7.233,7.98,9.16,10.073,41.2,0.663,0,0,1.349,0.236,1.411,0.0,7.372,5.317,6.158,3.676,0.0,0.86,0,0.575,11.177,0.469,7.154,15.71,17.509,19.32,3.586,4.73,3,12.158,4.291,5.528,0,1.238
4.097,2.181,0,0,9.176,9.176,2.909,2.909,6.174,1.184,0.298,9,0,5,2.983,2.001,2.767,1.132,3.86,2.046,4.27,0.671,0,4.951,0,0,12.421,4.736,4.92,8.567,4.432,0,0,0,3,6.026,7.528,8.136,9.39,10.202,42.9,0.652,0,0,1.518,0.192,2.118,0.0,9.408,11.825,8.813,3.497,0.0,0.657,0,0.786,11.338,0.307,7.286,15.754,17.513,19.284,3.923,5.374,0,12.282,4.677,7.077,0,1.438
4.097,0.926,0,0,9.846,9.846,2.871,2.871,6.428,1.365,0.277,17,0,15,3.765,2.559,2.832,1.021,3.857,2.155,4.304,0.729,1,4.679,1,1,8.446,4.537,4.713,6.652,4.774,0,0,0,1,6.418,7.863,8.765,10.03,11.097,34.3,0.723,1,1,1.483,0.21,1.415,-0.341,7.656,8.562,5.627,3.715,0.0,1.041,0,0.826,12.304,0.487,7.763,16.425,18.312,20.21,4.005,4.835,0,12.704,4.421,5.255,0,1.446
4.097,1.731,0,0,9.934,9.934,2.994,2.994,6.449,1.107,0.303,6,0,4,2.513,1.637,2.881,1.064,3.966,2.022,4.361,0.673,0,4.761,0,0,8.824,4.595,4.869,6.607,3.751,0,0,0,3,6.04,7.511,8.207,9.449,10.333,40.9,0.655,0,0,1.461,0.184,2.109,0.0,7.316,9.049,6.952,3.35,0.0,0.86,0,0.769,11.474,0.367,7.434,15.979,17.791,19.614,3.818,4.772,0,12.4,4.5,6.1,0,1.413
4.097,1.078,0,0,8.469,8.469,2.715,2.715,5.957,1.064,0.248,5,0,2,3.044,2.064,2.405,0.807,3.599,1.952,4.133,0.747,0,3.798,0,0,3.016,3.652,3.589,4.125,4.11,0,0,0,0,5.401,6.851,7.509,8.728,9.582,27.3,0.803,0,0,1.457,0.234,1.16,0.0,3.338,2.624,2.257,3.3,0.0,0.0,0,0.75,10.697,0.553,6.986,15.498,17.284,19.081,3.227,3.746,0,11.972,3.83,2.505,0,1.406
4.097,1.4,0,0,9.779,9.779,2.973,2.973,6.421,1.104,0.272,9,0,9,2.378,1.362,2.887,0.93,3.947,1.974,4.333,0.723,0,4.244,0,0,5.183,4.12,4.169,5.445,3.619,0,0,0,1,6.042,7.494,8.276,9.511,10.46,33.3,0.728,0,0,1.458,0.21,1.397,0.0,5.915,5.16,4.488,3.51,0.0,0.0,0,0.725,11.607,0.456,7.235,15.825,17.644,19.472,3.499,4.207,4,12.233,4.128,4.283,1,1.35
4.097,1.187,0,0,9.62,9.62,2.95,2.95,6.385,1.299,0.305,13,0,10,2.367,1.551,2.924,1.057,3.943,2.139,4.32,0.612,3,4.646,0,0,7.243,4.476,4.549,6.434,3.568,0,0,0,1,6.251,7.71,8.522,9.776,10.762,37.8,0.685,0,0,1.567,0.177,1.941,0.0,6.414,6.266,6.132,3.269,0.0,0.0,0,0.891,11.935,0.441,7.441,16.08,17.922,19.773,3.653,4.06,1,12.441,4.401,5.155,0,1.489
4.097,1.969,1,1,8.689,8.689,2.867,2.867,6.065,1.199,0.274,10,1,6,2.947,1.881,2.873,1.131,3.867,2.038,4.285,0.724,3,4.957,1,1,10.146,4.784,4.827,8.715,4.55,0,0,0,5,6.399,7.789,8.557,9.754,10.675,39.1,0.664,1,1,1.297,0.202,1.956,-0.64,9.006,10.242,8.274,3.568,0.0,1.94,0,0.714,11.793,0.343,7.489,16.038,17.833,19.637,3.858,5.669,1,12.489,4.72,6.999,0,1.348
4.097,1.967,0,1,8.139,8.139,2.661,2.661,5.903,1.247,0.262,9,1,8,3.027,2.0,2.593,1.198,3.633,2.045,4.053,0.779,5,5.064,0,0,13.841,4.851,5.092,9.188,4.668,0,0,0,7,6.076,7.536,8.182,9.409,10.253,44.4,0.628,0,0,1.398,0.223,2.042,0.0,9.921,14.418,9.945,3.713,0.0,0.878,0,0.633,11.377,0.321,7.29,15.789,17.568,19.359,4.034,6.697,1,12.286,4.841,7.486,0,1.275
4.097,1.754,0,0,7.15,7.15,2.606,2.606,5.411,1.178,0.302,12,0,7,2.303,1.554,2.525,1.123,3.576,2.052,4.005,0.602,0,4.784,0,0,10.76,4.555,4.693,8.144,3.56,0,0,0,2,5.573,7.176,7.645,8.96,9.656,45.2,0.647,0,0,1.486,0.19,2.576,0.0,8.157,10.555,8.119,2.816,0.0,0.0,0,0.848,10.819,0.362,6.763,15.202,16.931,18.672,3.706,4.366,0,11.795,4.532,6.327,0,1.446
4.097,1.238,3,3,8.655,8.655,2.808,2.808,6.046,1.19,0.243,11,3,6,3.772,2.431,2.806,1.062,3.809,1.989,4.175,0.771,4,4.434,0,0,6.366,4.294,4.311,8.062,4.676,0,0,0,3,6.151,7.56,8.389,9.61,10.6,36.4,0.694,0,0,1.31,0.236,1.137,0.0,7.186,4.327,6.035,3.908,0.0,0.0,0,0.643,11.752,0.503,7.42,16.024,17.871,19.732,3.546,4.963,2,12.384,4.368,5.651,0,1.262
4.439,0.875,0,0,7.517,7.517,2.654,2.654,5.535,0.916,0.232,6,0,4,2.707,1.617,2.266,0.65,3.508,1.806,4.043,0.777,0,3.726,0,0,2.488,3.642,3.508,4.844,3.599,0,0,0,0,5.628,7.002,7.801,8.998,9.968,23.8,0.806,0,0,1.285,0.241,0.703,0.0,3.753,2.391,2.03,3.69,0.0,0.938,0,0.594,11.1,0.581,6.862,15.382,17.166,18.962,3.088,3.85,4,11.865,3.794,2.789,1,1.219
4.097,0.987,0,2,7.781,7.781,2.403,2.403,5.856,1.255,0.258,6,2,5,1.923,0.894,2.328,0.884,3.374,2.024,3.814,0.717,5,4.254,0,0,6.542,4.078,4.459,4.403,2.684,0,0,0,4,5.728,7.112,7.989,9.202,10.228,42.3,0.668,0,0,1.314,0.217,1.508,0.0,5.155,8.297,5.128,3.192,0.0,0.0,0,0.833,11.382,0.717,6.963,15.615,17.465,19.324,3.538,3.249,0,11.954,3.956,3.847,0,1.4
