pXC50,nBM,nCsp2,nN,nBT,nAB,Se,nAT,Si,SCBO,O.,nBO,MW,nC,N.,nH,Sp,nHet,Sv,nSK,nDB,C.,nCsp3,nCL,Mi,nO,RBN
5.4,13,11,5,28,12,26.604,26,29.531,26.0,3.8,19,227.25,11,19.2,9,18.006,6,17.875,17,1,42.3,0,0,1.136,1,0
5.6,25,17,5,44,25,40.003,40,44.488,41.5,0.0,29,345.46,19,12.5,15,29.483,6,27.928,25,0,47.5,2,0,1.112,0,3
5.2,16,12,5,54,16,50.996,51,57.797,38.0,2.0,30,385.94,20,9.8,24,33.955,7,31.917,27,0,39.2,8,1,1.133,1,5
5.6,14,11,5,43,12,42.887,41,46.559,38.0,12.2,29,391.8,16,12.2,14,27.966,11,28.143,27,1,39.0,4,1,1.136,5,0
5.9,23,19,4,45,22,42.665,42,46.399,43.0,2.4,31,473.8,20,9.5,14,32.904,8,31.001,28,1,47.6,1,1,1.105,1,4
6.7,23,20,5,49,22,48.072,46,52.966,46.0,2.2,34,429.41,21,10.9,15,31.563,10,32.043,31,1,45.7,1,0,1.151,1,3
7.6,25,19,4,68,24,61.109,61,68.189,55.0,4.9,42,466.58,28,6.6,26,41.762,7,40.025,35,1,45.9,9,0,1.118,3,2
5.6,25,25,3,87,24,82.618,82,92.019,63.0,8.5,50,611.75,35,3.7,37,54.142,10,52.023,45,1,42.7,10,0,1.122,7,11
7.2,19,17,6,69,17,65.196,65,73.6,49.5,4.6,39,474.62,26,9.2,30,42.534,9,40.594,35,2,40.0,9,0,1.132,3,6
5.6,18,15,5,36,17,35.207,34,38.645,34.5,2.9,25,331.76,15,14.7,11,24.324,8,24.14,23,1,44.1,0,1,1.137,1,3
5.2,27,22,4,56,27,51.687,52,57.939,47.5,1.9,34,394.51,25,7.7,22,36.33,5,34.542,30,0,48.1,3,0,1.114,1,6
5.2,18,15,4,41,17,41.927,39,45.602,39.5,5.1,30,398.32,17,10.3,11,26.188,11,27.593,28,1,43.6,2,0,1.169,2,3
6.975,23,18,7,68,22,66.138,64,73.833,55.0,3.1,43,543.58,26,10.9,25,42.074,13,41.907,39,1,40.6,8,0,1.154,2,5
5.6,20,18,7,56,18,54.647,53,61.038,47.0,1.9,36,455.49,22,13.2,20,35.398,11,35.229,33,2,41.5,4,0,1.152,1,4
5.2,11,8,3,30,10,29.378,29,32.99,23.0,6.9,17,219.27,11,10.3,13,18.733,5,18.128,16,1,37.9,3,0,1.138,2,4
5.6,18,14,5,33,17,31.487,31,34.947,31.5,3.2,22,265.3,14,16.1,11,21.767,6,21.402,20,1,45.2,0,0,1.127,1,2
8.699,35,30,8,85,34,79.141,79,88.933,70.0,1.3,52,612.77,36,10.1,33,54.336,10,52.118,46,1,45.6,6,0,1.126,1,8
5.2,18,15,4,37,17,37.014,35,40.242,36.5,2.9,27,366.75,16,11.4,10,24.955,9,25.412,25,1,45.7,1,1,1.15,1,2
5.6,17,14,4,36,16,34.8,34,38.167,33.0,2.9,24,335.21,15,11.8,12,25.0,7,24.089,22,1,44.1,1,2,1.123,1,3
5.2,18,15,4,37,17,37.716,35,40.977,37.5,2.9,28,368.29,16,11.4,9,23.972,10,25.351,26,1,45.7,1,0,1.171,1,2
5.6,22,18,3,48,22,44.778,45,49.946,40.0,2.2,29,361.5,21,6.7,19,32.211,5,30.181,26,0,46.7,3,0,1.11,1,6
6.0,23,19,5,52,22,48.098,48,53.527,45.0,2.1,33,401.53,22,10.4,19,34.461,7,32.697,29,1,45.8,3,0,1.115,1,2
5.6,15,15,3,36,12,34.891,34,38.329,33.0,5.9,24,297.31,16,8.8,12,23.671,6,23.511,22,3,47.1,1,0,1.127,2,5
5.8,22,16,7,61,22,58.389,58,66.189,46.0,1.7,35,435.56,23,12.1,26,38.046,9,36.516,32,0,39.7,7,0,1.141,1,8
6.991,23,18,7,80,22,77.116,75,86.288,61.0,4.0,49,613.68,30,9.3,31,48.813,14,48.203,44,1,40.0,12,0,1.151,3,6
5.2,11,9,2,44,11,41.691,42,47.302,28.5,2.4,23,304.85,17,4.8,21,27.938,4,25.853,21,0,40.5,8,1,1.126,1,3
7.2,24,20,5,67,22,62.96,63,70.398,54.0,3.2,40,497.67,28,7.9,27,43.961,8,41.518,36,1,44.4,6,0,1.117,2,4
7.9,24,21,5,52,22,49.749,49,54.681,47.0,4.1,34,451.97,22,10.2,18,35.773,9,34.239,31,2,44.9,1,1,1.116,2,4
5.9,13,11,2,31,11,30.047,29,32.495,28.5,13.8,21,258.25,13,6.9,10,19.875,6,20.009,19,2,44.8,2,0,1.121,4,2
5.6,22,16,6,59,22,56.287,56,63.691,45.0,1.8,34,420.54,23,10.7,25,37.04,8,35.494,31,0,41.1,7,0,1.137,1,7
5.6,13,12,3,27,11,25.676,25,27.615,27.5,4.0,20,371.57,12,12.0,7,21.273,6,19.504,18,2,48.0,0,1,1.105,1,1
5.7,18,15,4,41,17,40.902,39,44.922,37.5,5.1,28,362.34,17,10.3,13,26.313,9,26.826,26,1,43.6,2,0,1.152,2,3
5.2,9,10,2,58,6,56.883,57,64.647,34.0,7.0,28,374.53,21,3.5,30,35.489,6,33.277,27,3,36.8,11,0,1.134,4,9
5.4,17,14,3,31,16,29.491,29,32.309,30.0,3.4,21,271.72,14,10.3,10,21.375,5,20.714,19,1,48.3,0,1,1.114,1,2
5.3,13,12,5,49,12,47.112,47,53.382,34.0,2.1,27,359.9,18,10.6,22,31.194,7,29.391,25,1,38.3,6,1,1.136,1,5
5.6,17,13,4,39,17,37.36,37,41.638,32.5,2.7,24,314.8,16,10.8,15,25.904,6,24.789,22,0,43.2,3,1,1.125,1,5
5.7,25,18,5,52,25,47.283,47,52.658,46.5,0.0,34,403.52,22,10.6,18,33.944,7,32.365,29,0,46.8,4,0,1.12,0,4
5.8,23,20,3,46,22,43.145,43,47.82,41.0,4.7,29,343.41,21,7.0,17,30.256,5,29.181,26,1,48.8,1,0,1.112,2,4
6.1,23,20,3,42,22,38.934,39,43.196,39.0,2.6,27,313.38,20,7.7,15,28.04,4,26.94,24,1,51.3,0,0,1.108,1,3
5.6,16,12,3,28,16,26.684,26,28.814,28.0,3.8,20,277.75,12,11.5,8,20.261,6,19.374,18,0,46.2,0,1,1.108,1,2
5.6,15,12,5,35,12,35.793,34,38.519,35.0,11.8,25,347.74,14,14.7,10,23.989,10,24.374,24,2,41.2,1,1,1.133,4,4
6.2,24,20,5,67,22,63.516,64,71.603,52.0,1.6,38,483.69,28,7.8,29,44.267,7,41.33,35,1,43.8,6,0,1.119,1,5
5.2,22,18,3,48,22,45.029,45,50.235,40.0,4.4,29,345.43,21,6.7,19,31.017,5,29.708,26,0,46.7,3,0,1.116,2,4
6.7,14,12,6,63,12,60.523,59,67.995,46.0,3.4,38,474.54,23,10.2,25,38.131,11,37.503,34,2,39.0,11,0,1.152,2,6
6.3,23,20,6,80,22,75.545,75,85.316,58.0,2.7,46,560.71,31,8.0,34,49.239,10,47.227,41,1,41.3,11,0,1.138,2,7
5.4,22,15,6,54,20,51.007,51,57.521,45.0,2.0,32,386.5,22,11.8,22,34.58,7,33.058,29,1,43.1,6,0,1.128,1,7
5.2,23,20,4,44,22,41.549,41,46.034,41.0,2.4,29,346.39,20,9.8,15,28.983,6,28.345,26,1,48.8,0,0,1.123,1,3
5.6,15,15,3,42,12,40.145,40,44.82,34.0,5.0,25,307.38,18,7.5,17,27.256,5,26.181,23,3,45.0,3,0,1.121,2,3
5.6,22,18,3,41,22,37.683,38,41.906,37.0,0.0,26,317.44,19,7.9,15,28.233,4,26.412,23,0,50.0,1,0,1.103,0,4
5.6,14,14,3,33,12,32.836,32,35.673,30.0,6.3,22,413.08,14,9.4,11,24.438,7,23.178,21,2,43.8,0,0,1.115,2,3
7.1,24,20,5,67,22,63.723,63,71.027,55.0,4.8,41,499.59,28,7.9,26,42.705,9,41.429,37,1,44.4,6,0,1.127,3,4
6.6,18,14,7,61,17,57.952,58,65.77,43.5,1.7,34,437.63,22,12.1,27,38.756,9,36.32,31,1,37.9,8,0,1.134,1,6
7.5,18,15,7,56,17,52.665,53,60.225,40.5,0.0,31,375.53,21,13.2,25,34.893,7,32.891,28,1,39.6,6,0,1.136,0,5
5.6,18,15,4,38,17,36.709,36,40.33,34.5,5.6,25,373.23,16,11.1,13,26.091,7,25.174,23,1,44.4,1,0,1.12,2,3
5.4,24,21,5,53,22,49.905,50,56.023,45.0,2.0,32,383.49,23,10.0,21,34.574,6,33.036,29,2,46.0,2,0,1.12,1,6
6.6,23,19,5,47,22,44.465,44,49.402,42.0,4.5,30,359.42,20,11.4,17,30.506,7,29.697,27,1,45.5,1,0,1.123,2,3
5.2,29,24,4,65,27,60.822,60,66.408,58.5,6.7,43,542.68,28,6.7,22,43.989,10,42.06,38,2,46.7,4,0,1.107,4,6
5.4,27,25,3,70,24,66.949,66,73.654,58.0,9.1,43,545.66,29,4.5,27,45.529,10,43.862,39,3,43.9,4,0,1.116,6,7
5.6,17,14,4,52,16,49.898,50,56.564,37.0,4.0,28,352.48,20,8.0,24,32.546,6,30.783,26,1,40.0,6,0,1.131,2,8
8.0,26,18,7,77,26,72.181,72,81.514,57.0,4.2,44,527.69,29,9.7,33,47.302,10,45.143,39,0,40.3,11,0,1.132,3,8
5.6,17,13,4,29,17,27.705,27,30.127,29.5,0.0,21,291.15,13,14.8,8,21.023,6,20.321,19,0,48.1,0,2,1.116,0,2
5.6,14,11,5,38,12,37.582,37,41.986,32.0,5.4,23,297.35,15,13.5,15,24.745,7,24.171,22,1,40.5,3,0,1.135,2,5
5.2,16,13,4,38,16,36.014,36,40.246,31.0,0.0,23,363.31,15,11.1,15,26.591,6,24.459,21,0,41.7,2,0,1.118,0,4
5.2,23,20,2,47,22,43.927,44,48.737,41.0,4.5,29,342.42,22,4.5,18,31.012,4,29.687,26,1,50.0,2,0,1.108,2,3
5.6,23,20,4,50,22,47.316,47,52.864,43.0,2.1,31,374.45,22,8.5,19,32.506,6,31.398,28,1,46.8,2,0,1.125,1,4
5.6,22,18,4,50,21,46.88,47,52.444,41.5,2.1,30,376.52,21,8.5,20,33.216,6,31.202,27,1,44.7,3,0,1.116,1,5
5.6,21,15,5,43,21,39.811,40,44.983,36.5,0.0,26,303.4,18,12.5,17,27.597,5,26.268,23,0,45.0,3,0,1.125,0,3
6.1,23,19,5,47,22,44.465,44,49.402,42.0,4.5,30,359.42,20,11.4,17,30.506,7,29.697,27,1,45.5,1,0,1.123,2,3
5.6,18,15,3,43,17,41.222,41,45.74,35.5,4.9,26,339.45,18,7.3,17,28.904,6,27.369,24,1,43.9,3,0,1.116,2,5
5.2,17,13,4,29,17,27.287,27,30.08,28.5,0.0,20,301.16,13,14.8,9,20.659,5,19.691,18,0,48.1,0,0,1.114,0,2
5.6,22,16,6,60,22,58.127,57,65.24,47.0,3.5,36,454.53,23,10.5,24,37.432,10,36.593,33,0,40.4,7,0,1.145,2,7
8.1,17,13,5,61,17,58.538,58,65.896,42.5,6.9,34,425.54,22,8.6,27,37.222,9,35.761,31,0,37.9,9,0,1.136,4,8
5.2,17,13,5,50,16,49.327,48,55.457,39.0,2.1,30,391.44,19,10.4,20,31.148,9,30.713,28,1,39.6,6,0,1.155,1,7
5.6,17,14,4,47,16,44.64,44,49.808,38.0,2.3,29,372.86,19,9.1,18,30.364,7,29.226,26,1,43.2,5,1,1.132,1,3
5.4,22,16,6,66,22,63.381,63,71.731,48.0,3.2,37,464.6,25,9.5,29,41.017,9,39.263,34,0,39.7,9,0,1.139,2,9
5.2,14,13,3,42,11,42.24,40,45.89,37.5,7.5,29,444.23,17,7.5,13,27.875,10,28.071,27,3,42.5,4,0,1.147,3,5
5.6,12,10,2,31,11,29.349,29,32.146,26.5,3.4,20,278.78,13,6.9,11,21.779,5,20.406,18,1,44.8,3,1,1.108,1,1
5.6,23,21,3,46,23,43.469,43,47.764,41.5,4.7,30,377.85,21,7.0,16,31.114,6,30.009,27,0,48.8,0,1,1.111,2,4
5.6,31,22,7,54,30,49.534,49,54.694,53.0,2.0,37,439.54,23,14.3,17,35.949,9,34.686,32,1,46.9,1,0,1.116,1,4
5.2,17,13,2,39,16,35.909,36,39.617,35.0,2.8,25,306.41,18,5.6,14,26.682,4,25.106,22,0,50.0,3,0,1.1,1,2
5.9,23,20,5,50,22,47.862,47,53.156,44.0,4.3,32,391.44,21,10.6,18,32.205,8,31.608,29,1,44.7,1,0,1.131,2,4
5.9,18,15,4,39,18,36.709,37,41.484,32.0,0.0,23,276.37,17,10.8,16,25.591,4,24.246,21,0,45.9,2,0,1.121,0,3
5.6,17,14,3,40,16,38.843,38,43.29,34.0,2.6,25,315.35,17,7.9,15,25.676,6,25.233,23,1,44.7,3,0,1.139,1,4
5.2,14,14,4,46,12,44.131,44,49.734,34.0,4.5,26,324.42,18,9.1,20,29.023,6,27.73,24,2,40.9,4,0,1.13,2,4
5.8,23,20,5,52,22,49.418,49,55.362,44.0,2.0,32,389.47,22,10.2,20,33.512,7,32.42,29,1,44.9,2,0,1.13,1,3
5.6,26,25,4,79,24,74.087,74,82.644,62.0,5.4,47,560.7,34,5.4,32,50.5,8,48.32,42,1,45.9,8,0,1.117,4,8
5.6,25,23,4,55,23,51.687,52,57.939,46.5,1.9,33,394.51,25,7.7,22,36.33,5,34.542,30,2,48.1,2,0,1.114,1,6
5.2,14,12,3,41,12,38.262,38,42.405,35.0,5.3,26,305.36,18,7.9,15,26.495,5,25.655,23,1,47.4,5,0,1.116,2,1
6.5,23,19,6,51,22,49.661,48,55.125,46.0,2.1,34,426.44,21,12.5,17,32.631,10,32.681,31,1,43.8,2,0,1.148,1,3
5.6,16,12,3,27,16,25.356,25,27.605,27.0,0.0,19,261.75,12,12.0,8,19.807,5,18.659,17,0,48.0,0,1,1.104,0,2
5.2,19,18,2,47,18,44.811,45,50.152,37.0,4.4,27,332.43,21,4.4,20,30.773,4,29.214,25,1,46.7,3,0,1.114,2,6
5.2,22,16,6,46,21,43.833,43,48.059,42.5,2.3,31,430.98,18,14.0,15,32.449,10,30.679,28,1,41.9,2,1,1.118,1,6
5.6,9,9,3,40,6,39.029,39,44.235,27.0,5.1,21,273.37,15,7.7,19,25.017,5,23.708,20,3,38.5,6,0,1.134,2,3
5.6,14,13,4,44,12,42.323,42,47.238,34.0,4.8,26,342.46,17,9.5,18,28.909,7,27.39,24,2,40.5,4,0,1.125,2,5
5.2,13,13,1,46,12,45.782,44,50.242,36.0,6.8,29,399.82,19,2.3,17,29.654,8,29.411,27,1,43.2,6,1,1.142,3,6
5.6,22,17,4,45,21,42.691,42,47.113,40.5,7.1,29,348.39,19,9.5,16,28.955,7,28.391,26,1,45.2,2,0,1.122,3,3
5.6,27,21,6,50,27,46.425,46,51.821,46.5,0.0,33,384.45,22,13.0,17,32.54,7,31.673,29,0,47.8,1,0,1.127,0,4
5.2,15,7,6,19,15,18.051,17,19.519,23.5,0.0,16,206.61,7,35.3,3,13.131,7,13.429,14,0,41.2,0,1,1.148,0,0
5.6,16,15,6,62,12,58.614,58,65.9,47.0,3.4,37,448.55,24,10.3,25,38.495,9,37.209,33,4,41.4,9,0,1.136,2,4
5.2,18,17,2,35,16,31.949,32,35.282,33.0,3.1,23,260.31,17,6.3,12,23.273,3,22.392,20,2,53.1,0,0,1.103,1,1
5.6,26,21,5,63,22,60.174,59,66.195,55.0,8.5,40,505.6,25,8.5,23,40.801,11,39.609,36,4,42.4,4,0,1.122,5,6
5.6,23,17,7,56,21,53.956,53,59.943,47.5,5.7,35,451.56,21,13.2,21,36.381,11,35.169,32,2,39.6,4,0,1.131,3,7
5.2,18,15,4,43,17,42.458,41,47.128,37.5,2.4,28,360.37,18,9.8,15,27.62,8,27.638,26,1,43.9,3,0,1.149,1,3
5.6,22,16,6,56,21,52.847,52,59.07,46.5,3.8,35,420.49,22,11.5,21,34.972,9,34.156,31,1,42.3,6,0,1.136,2,4
8.1,28,23,6,63,27,59.807,59,66.405,54.5,3.4,40,502.62,26,10.2,23,41.381,10,39.87,36,1,44.1,3,0,1.126,2,6
5.6,22,16,5,41,21,38.524,38,42.202,39.5,2.6,28,367.49,17,13.2,13,28.824,8,27.303,25,1,44.7,1,0,1.111,1,3
5.8,18,17,2,41,18,38.785,39,43.658,33.0,0.0,24,292.38,19,5.1,17,27.04,3,25.641,22,0,48.7,2,0,1.119,0,4
5.9,16,11,5,45,16,42.345,42,47.551,35.0,2.4,27,343.85,17,11.9,18,28.671,7,27.337,24,0,40.5,6,1,1.132,1,3
5.6,22,16,6,54,21,51.334,51,57.73,43.5,3.9,32,390.49,21,11.8,22,34.034,8,32.772,29,1,41.2,5,0,1.132,2,7
6.6,23,20,5,49,22,47.047,46,52.287,44.0,2.2,32,393.43,21,10.9,17,31.688,8,31.276,29,1,45.7,1,0,1.137,1,3
5.6,16,12,4,47,15,43.88,44,49.444,35.5,2.3,27,340.49,18,9.1,20,30.216,6,28.202,24,1,40.9,6,0,1.124,1,3
5.6,22,18,3,46,21,43.222,43,47.74,40.5,4.7,29,363.47,20,7.0,17,30.904,6,29.369,26,1,46.5,2,0,1.11,2,5
6.9,21,16,6,46,18,45.316,44,49.456,44.0,6.8,31,475.36,18,13.6,15,32.205,11,31.119,29,2,40.9,1,0,1.124,3,7
6.8,26,18,7,74,26,69.621,69,78.043,57.0,4.3,44,548.1,28,10.1,30,46.398,11,44.443,39,0,40.6,10,1,1.131,3,8
5.6,13,12,3,53,11,51.007,51,57.69,35.5,5.9,28,355.48,20,5.9,25,32.756,6,31.003,26,2,39.2,8,0,1.131,3,9
5.2,18,15,4,46,17,45.341,44,50.543,38.5,2.3,29,374.4,19,9.1,17,29.381,8,29.165,27,1,43.2,4,0,1.149,1,4
5.6,17,14,3,34,16,32.374,32,35.724,31.0,3.1,22,285.75,15,9.4,12,23.137,5,22.241,20,1,46.9,1,1,1.116,1,3
5.2,17,14,4,48,15,44.88,45,50.444,37.5,2.2,28,352.5,19,8.9,20,31.216,6,29.202,25,2,42.2,5,0,1.121,1,4
5.6,22,16,6,56,22,53.403,53,60.276,44.0,1.9,33,406.51,22,11.3,23,35.279,8,33.968,30,0,41.5,6,0,1.137,1,6
5.6,23,20,4,54,22,50.458,50,55.943,46.0,6.0,34,400.47,23,8.0,20,34.478,7,33.444,30,1,46.0,3,0,1.119,3,6
5.6,20,17,3,49,17,47.218,47,52.412,40.5,4.3,29,446.4,20,6.4,20,33.779,7,31.447,27,3,42.6,3,0,1.115,2,8
5.7,23,20,4,48,22,46.534,45,51.048,45.0,2.2,33,428.47,21,8.9,15,32.267,9,31.825,30,1,46.7,1,0,1.134,1,3
5.2,13,13,1,43,12,41.36,41,45.807,32.0,7.3,25,331.82,18,2.4,18,28.08,5,26.735,23,1,43.9,5,1,1.117,3,6
7.1,29,25,5,58,28,54.494,54,60.282,53.0,1.9,38,469.58,26,9.3,20,39.159,8,37.607,34,1,48.1,1,0,1.116,1,4
6.0,34,28,6,64,33,59.083,59,65.441,59.5,1.7,42,502.64,29,10.2,22,43.228,8,41.245,37,1,49.2,1,0,1.109,1,6
5.8,8,8,3,40,6,39.356,39,44.445,26.0,7.7,21,277.36,14,7.7,19,24.472,6,23.423,20,2,35.9,6,0,1.14,3,3
5.6,21,15,3,39,21,37.993,36,40.929,39.5,5.6,29,377.37,17,8.3,10,26.193,9,26.465,26,0,47.2,2,0,1.137,2,3
6.7,24,18,5,44,22,41.658,41,45.906,42.0,4.9,29,365.45,18,12.2,15,29.392,8,28.358,26,2,43.9,0,0,1.12,2,4
5.6,20,20,3,51,18,49.313,49,54.515,42.0,4.1,31,425.97,22,6.1,20,35.284,7,33.25,29,2,44.9,2,1,1.113,2,5
6.8,27,22,5,49,26,44.887,45,49.903,46.0,0.0,32,383.51,22,11.1,17,33.245,6,31.455,28,1,48.9,0,0,1.109,0,3
6.7,22,18,5,70,22,64.323,65,73.099,50.0,1.5,39,453.64,28,7.7,31,43.381,6,40.67,34,0,43.1,10,0,1.125,1,7
9.0,28,23,6,60,27,57.436,56,63.33,54.5,3.6,40,506.58,25,10.7,20,39.557,11,38.726,36,1,44.6,2,0,1.131,2,5
5.8,24,21,4,49,22,45.996,46,51.029,44.0,2.2,31,386.51,22,8.7,18,33.455,6,31.675,28,2,47.8,1,0,1.109,1,5
5.6,19,18,2,41,18,38.56,38,41.771,38.0,5.3,28,368.86,19,5.3,13,28.994,6,27.648,25,1,50.0,1,1,1.099,2,2
6.5,5,8,3,33,0,32.262,32,36.405,23.0,6.3,18,233.3,12,9.4,15,20.495,5,19.655,17,5,37.5,4,0,1.138,2,2
6.3,24,20,6,48,22,45.76,45,50.405,45.0,4.4,32,404.49,20,13.3,16,32.398,9,31.379,29,2,44.4,0,0,1.12,2,4
5.6,20,18,5,48,16,45.793,45,50.611,43.0,6.7,31,375.42,20,11.1,17,30.96,8,30.412,28,4,44.4,2,0,1.125,3,4
6.1,13,12,4,38,10,36.036,36,40.694,30.0,2.8,22,268.35,15,11.1,16,24.046,5,22.961,20,3,41.7,3,0,1.13,1,3
8.801,28,22,8,59,27,56.865,55,63.121,54.5,1.8,40,492.51,24,14.5,19,37.642,12,37.723,36,1,43.6,2,0,1.148,1,4
6.3,23,20,5,49,22,47.047,46,52.287,44.0,2.2,32,393.43,21,10.9,17,31.688,8,31.276,29,1,45.7,1,0,1.137,1,3
5.2,16,10,5,26,15,24.469,24,26.827,28.5,0.0,19,241.3,11,20.8,7,18.438,6,17.821,17,0,45.8,0,0,1.118,0,1
6.3,21,17,6,52,18,51.182,50,56.654,44.0,8.0,32,428.52,19,12.0,20,33.83,11,32.862,30,3,38.0,2,0,1.133,4,8
5.2,18,13,5,39,16,37.658,37,41.906,34.0,5.4,24,317.41,14,13.5,15,25.392,8,24.358,22,2,37.8,1,0,1.133,2,4
6.3,13,12,3,37,11,35.262,35,39.405,29.5,5.7,22,269.33,15,8.6,15,23.495,5,22.655,20,2,42.9,3,0,1.126,2,3
5.2,18,16,5,54,17,51.513,51,57.246,42.5,2.0,33,462.44,21,9.8,21,36.699,9,34.405,30,1,41.2,5,2,1.122,1,5
5.6,9,10,3,46,6,43.945,43,48.704,34.0,7.0,28,363.45,17,7.0,18,29.057,8,27.993,25,3,39.5,7,0,1.133,3,2
8.1,29,25,6,77,26,73.156,73,81.936,61.0,4.1,45,568.76,31,8.2,32,49.944,10,47.308,41,3,42.5,6,0,1.122,3,9
6.1,16,12,2,37,16,34.716,35,39.112,29.0,2.9,21,252.34,16,5.7,16,23.796,3,22.445,19,0,45.7,4,0,1.117,1,1
5.6,17,13,4,32,17,30.454,30,33.994,29.5,0.0,21,254.29,14,13.3,11,21.006,5,20.576,19,0,46.7,1,0,1.133,0,2
5.6,13,12,3,34,12,32.934,33,37.196,26.0,3.0,19,241.32,14,9.1,15,22.04,4,20.94,18,1,42.4,2,0,1.127,1,5
5.6,21,15,6,42,21,39.029,39,44.066,36.5,0.0,26,304.39,17,15.4,16,26.841,6,25.762,23,0,43.6,2,0,1.13,0,3
8.4,28,23,6,66,27,62.178,62,69.481,54.5,3.2,40,498.66,27,9.7,26,43.205,9,41.013,36,1,43.5,4,0,1.121,2,6
5.6,16,16,4,42,10,40.327,39,43.412,42.0,10.3,30,380.41,18,10.3,12,28.534,9,28.239,27,5,46.2,1,0,1.113,4,3
5.6,17,12,3,30,15,28.611,28,31.159,31.5,7.1,21,251.26,14,10.7,9,20.21,5,20.074,19,1,50.0,1,0,1.113,2,1
5.2,13,13,1,46,12,44.567,44,49.167,34.0,6.8,27,380.29,19,2.3,19,30.699,6,29.089,25,1,43.2,6,2,1.117,3,6
5.5,19,18,3,45,18,42.702,43,48.026,36.0,2.3,26,317.42,20,7.0,19,29.563,4,27.993,24,1,46.5,2,0,1.117,1,5
5.6,27,21,5,52,27,48.534,48,53.947,47.5,2.1,34,399.46,23,10.4,18,33.75,7,32.893,30,0,47.9,2,0,1.124,1,5
5.8,16,13,3,29,16,27.069,27,29.997,27.0,0.0,19,288.16,13,11.1,10,20.415,4,19.197,17,0,48.1,0,0,1.111,0,1
5.6,22,16,5,36,21,33.487,33,36.947,36.5,3.0,25,289.32,16,15.2,11,23.767,6,23.402,22,1,48.5,0,0,1.12,1,2
5.6,17,13,4,30,16,28.385,28,31.448,29.0,3.6,20,238.27,13,14.3,10,19.762,5,19.381,18,1,46.4,0,0,1.123,1,2
5.4,26,25,5,66,23,61.556,62,69.268,53.5,1.6,39,461.61,29,8.1,27,42.858,6,40.617,35,3,46.8,4,0,1.117,1,7
6.524,24,20,7,49,22,47.298,46,52.323,46.0,4.3,33,405.43,20,15.2,16,31.693,10,31.597,30,2,43.5,0,0,1.137,2,4
5.2,22,18,3,41,22,38.258,38,42.14,38.0,2.6,27,335.81,19,7.9,14,27.898,5,26.767,24,0,50.0,1,1,1.109,1,2
5.6,23,21,1,64,22,60.454,61,67.939,47.0,4.9,35,427.58,28,1.6,29,41.029,4,38.541,32,1,45.9,7,0,1.114,3,7
6.0,23,20,4,51,22,48.643,48,54.073,44.0,4.2,32,390.45,22,8.3,19,32.961,7,32.113,29,1,45.8,2,0,1.127,2,4
7.5,14,14,4,58,11,56.178,56,63.734,39.5,3.6,31,398.53,22,7.1,27,36.006,7,34.22,29,3,39.3,8,0,1.138,2,7
5.6,22,16,6,48,22,44.425,44,49.821,42.0,0.0,31,360.43,20,13.6,17,30.54,7,29.673,27,0,45.5,4,0,1.132,0,5
5.6,17,14,3,37,17,34.934,35,39.196,30.5,2.9,22,265.34,16,8.6,15,24.04,4,22.94,20,0,45.7,2,0,1.12,1,4
5.6,22,18,4,52,22,49.334,49,54.827,43.0,2.0,32,427.36,22,8.2,20,35.046,7,33.197,29,0,44.9,4,2,1.119,1,6
5.6,28,22,6,60,27,56.662,56,62.94,52.5,5.4,38,454.53,25,10.7,22,38.489,9,37.487,34,1,44.6,3,0,1.124,3,7
5.8,22,18,5,70,22,64.323,65,73.099,50.0,1.5,39,453.64,28,7.7,31,43.381,6,40.67,34,0,43.1,10,0,1.125,1,7
5.6,18,12,8,46,16,45.985,44,50.694,40.0,11.4,30,388.39,15,18.2,16,28.364,13,28.852,28,2,34.1,3,0,1.152,5,6
5.6,19,18,2,51,18,49.534,49,55.117,40.0,6.1,30,380.45,22,4.1,21,32.926,6,31.839,28,1,44.9,4,0,1.125,3,6
5.6,15,12,5,52,12,51.211,50,56.595,42.0,8.0,32,429.9,20,10.0,20,33.796,10,33.008,30,2,40.0,7,1,1.132,4,6
5.6,18,17,2,39,17,36.16,36,39.907,34.5,5.6,25,290.34,18,5.6,14,25.489,4,24.633,22,1,50.0,1,0,1.109,2,2
5.2,16,12,3,33,16,32.589,31,35.799,31.0,3.2,23,293.27,14,9.7,10,21.091,7,21.563,21,0,45.2,2,0,1.155,1,1
5.6,22,16,6,53,22,50.52,50,56.861,43.0,2.0,32,392.48,21,12.0,21,33.517,8,32.441,29,0,42.0,5,0,1.137,1,6
5.2,23,19,4,41,22,39.502,38,42.902,42.0,2.6,30,384.79,19,10.5,11,28.017,8,28.029,27,1,50.0,0,1,1.129,1,3
8.0,35,29,7,76,33,70.28,70,77.979,67.5,2.9,49,585.74,33,10.0,27,50.211,10,48.034,43,2,47.1,4,0,1.114,2,8
5.6,15,16,1,40,12,38.825,38,42.084,35.0,10.5,26,388.23,18,2.6,14,27.506,6,26.593,24,3,47.4,2,0,1.107,4,4
5.6,9,9,3,45,6,42.912,43,48.651,30.0,4.7,24,299.41,17,7.0,21,27.779,5,26.235,22,3,39.5,8,0,1.131,2,3
5.6,15,16,3,47,12,44.247,43,48.42,41.0,4.7,32,399.45,20,7.0,15,30.779,8,30.135,28,3,46.5,4,0,1.126,2,4
