pXC50,Eig02_AEA.bo.,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,Eig03_EA.ed.,SM12_AEA.dm.,Eig03_EA.ri.,Eig03_AEA.ed.,Eig03_AEA.bo.,Eig04_AEA.ed.,Eig04_EA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_EA,SM12_AEA.bo.,Eig04_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,piPC10,PCR,piPC09,SpMax2_Bh.e.,Hy,SpMax2_Bh.i.,MATS5m,Eig01_EA.ri.,SpMax_EA.ri.,PCD,MATS7s,MATS5s,MATS5e,CATS2D_05_DN,MATS7e,IC3,H.050,GGI9,SpDiam_EA.ri.,SpMax2_Bh.m.,SpMAD_AEA.bo.,SM14_EA.ri.,SM15_EA.ri.,nHDon,SpMax5_Bh.s.,SM03_EA.ri.,piID,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SAdon,ATSC3s,D.Dtr05,DELS,ATSC8s,Eig02_AEA.ed.,SpMax8_Bh.s.,GATS6p,SM09_EA.ri.,SpMax7_Bh.s.,X3Av,IC2,SM07_EA.ri.,PW2,CATS2D_02_DN,GATS7m,SM10_EA.ri.,Eig02_EA.ri.,Eig05_AEA.dm.
6.658,4.18,3.799,2.799,2.799,8.606,8.606,2.798,6.028,4.169,5.97,2.686,8.399,8.399,2.777,2.777,3.747,3.776,3.776,8.28,1.488,7.911,3.928,1.444,3.956,-0.125,3.15,3.15,3.982,0.035,-0.223,-0.262,0,0.089,5.256,4,0.429,5.15,3.877,1.538,16.903,18.017,4,4.919,4.528,12.142,13.548,14.679,15.776,68.919,66.672,89.864,49.295,115.674,6.446,4.635,0.915,11.332,4.683,0.082,4.574,9.121,0.595,0,1.104,12.483,3.13,3.043
7.409,4.682,4.133,3.132,3.132,10.157,10.157,3.002,6.446,4.24,6.097,2.867,8.904,8.904,2.883,2.883,3.879,4.62,4.62,8.438,1.584,8.069,4.062,2.045,4.05,-0.085,3.151,3.151,5.236,0.062,-0.202,-0.219,0,0.131,5.574,5,0.614,5.151,4.135,1.54,17.136,18.246,5,7.427,4.794,14.208,13.795,14.922,16.015,85.324,92.154,118.609,72.135,165.235,6.857,4.832,0.87,11.585,4.911,0.09,4.691,9.378,0.6,0,0.907,12.732,3.13,3.235
5.229,4.171,3.67,2.687,2.687,8.416,8.416,2.636,5.969,4.047,5.737,2.508,7.795,7.795,2.583,2.583,3.556,3.624,3.624,8.349,1.483,8.017,3.892,0.115,3.927,-0.174,3.185,3.185,3.776,-0.067,-0.233,-0.308,0,0.047,4.588,2,0.283,5.185,3.824,1.537,16.875,18.007,2,4.693,4.322,11.595,13.464,14.614,15.73,36.022,42.937,73.82,25.283,35.467,6.446,3.909,0.957,11.211,4.232,0.082,3.854,8.965,0.585,0,1.098,12.381,3.133,2.642
6.009,4.435,3.85,2.853,2.853,9.134,9.134,2.842,6.169,4.129,5.949,2.618,8.316,8.316,2.668,2.668,3.654,4.343,4.343,7.143,1.508,7.304,4.085,1.509,4.108,0.009,3.093,3.093,3.888,-0.021,0.151,0.132,1,-0.052,5.315,4,0.328,5.093,4.04,1.519,16.597,17.691,3,4.896,4.19,11.539,13.282,14.406,15.484,77.48,59.682,79.826,34.438,98.915,6.538,4.25,1.016,11.081,4.312,0.099,4.706,8.87,0.582,1,1.122,12.237,3.037,3.06
6.108,4.214,3.688,2.705,2.705,8.36,8.36,2.647,5.959,3.929,5.596,2.379,7.149,7.149,2.374,2.374,3.38,3.588,3.588,6.463,1.383,6.357,3.955,1.627,3.986,0.005,3.065,3.065,2.68,-0.048,0.148,0.125,1,-0.093,5.193,4,0.239,5.065,3.911,1.509,16.374,17.468,3,4.754,3.99,9.68,13.061,14.184,15.262,77.48,60.546,70.307,32.62,90.45,6.537,4.039,1.005,10.863,4.298,0.103,4.683,8.656,0.575,1,1.18,12.016,3.024,2.965
6.229,4.151,3.516,2.517,2.517,6.964,6.964,2.513,5.34,4.046,4.514,1.833,4.713,4.713,1.892,1.892,2.861,3.616,3.616,6.33,1.411,6.064,3.85,2.062,3.906,-0.057,3.091,3.091,2.477,0.278,-0.166,-0.2,0,0.325,4.593,4,0.126,5.091,3.87,1.513,15.993,17.089,4,4.884,3.72,8.507,12.687,13.803,14.882,108.815,78.544,68.544,25.811,35.78,6.126,3.747,0.894,10.501,4.115,0.101,4.376,8.316,0.57,1,0.72,11.641,2.703,1.792
7.481,4.278,3.779,2.803,2.803,8.564,8.564,2.739,6.026,4.244,6.001,2.683,8.489,8.489,2.739,2.739,3.726,3.871,3.871,7.024,1.501,6.77,3.928,1.516,3.953,0.017,3.092,3.092,3.659,-0.016,-0.087,-0.084,1,-0.012,5.18,4,0.384,5.092,3.955,1.496,16.343,17.419,4,6.23,4.176,10.959,13.083,14.191,15.246,110.285,111.302,0.0,45.473,124.622,6.143,4.606,0.862,10.924,4.812,0.102,4.512,8.757,0.575,1,0.947,12.066,2.87,2.624
7.553,4.28,3.767,2.796,2.796,8.548,8.548,2.708,6.021,4.276,6.02,2.696,8.543,8.543,2.785,2.785,3.755,3.871,3.871,6.69,1.494,6.444,3.91,2.366,3.934,0.012,3.092,3.092,3.41,-0.084,-0.007,-0.027,2,-0.072,4.981,5,0.482,5.092,3.903,1.526,16.293,17.367,5,7.427,4.226,10.314,13.048,14.147,15.201,152.969,185.026,0.0,70.754,266.714,6.103,6.23,0.903,10.901,6.351,0.094,4.618,8.75,0.579,2,0.905,12.028,2.807,3.116
6.77,4.316,3.674,2.691,2.691,8.103,8.103,2.629,5.899,3.907,4.96,1.982,5.822,5.822,2.131,2.131,3.07,3.718,3.718,6.015,1.355,5.722,3.79,2.062,3.822,0.046,3.091,3.091,2.077,-0.113,-0.152,-0.14,3,-0.118,4.802,4,0.257,5.091,3.906,1.528,16.064,17.157,4,6.435,3.923,7.932,12.774,13.881,14.96,134.958,183.601,0.0,51.173,145.756,6.058,4.788,0.828,10.598,6.23,0.1,4.597,8.426,0.59,2,0.77,11.723,2.75,2.542
7.854,4.316,3.816,2.85,2.85,8.7,8.7,2.745,6.057,4.04,5.859,2.618,8.067,8.067,2.637,2.637,3.633,3.718,3.718,6.288,1.28,5.99,3.901,2.438,3.939,0.134,3.092,3.092,1.906,-0.153,0.031,0.009,2,-0.166,5.247,5,0.458,5.092,3.911,1.508,16.279,17.357,5,7.427,4.226,8.711,13.023,14.125,15.184,152.969,205.898,0.0,70.012,240.088,6.119,6.23,0.835,10.872,6.351,0.119,4.755,8.721,0.583,2,0.976,11.999,2.832,2.775
7.602,4.381,3.831,2.843,2.843,8.88,8.88,2.799,6.107,4.278,6.021,2.702,8.546,8.546,2.79,2.79,3.761,3.871,3.871,7.039,1.505,7.19,3.933,2.304,3.959,0.065,3.092,3.092,3.725,-0.102,0.035,0.014,2,-0.117,5.429,5,0.514,5.092,4.041,1.519,16.491,17.569,5,6.435,4.334,11.107,13.227,14.334,15.394,152.969,150.852,0.0,61.976,182.904,6.195,4.9,0.878,11.064,6.23,0.097,4.784,8.895,0.584,2,0.933,12.201,2.942,2.967
6.638,4.278,3.727,2.741,2.741,8.489,8.489,2.684,6.001,3.947,5.339,2.512,6.964,6.964,2.515,2.515,3.514,3.718,3.718,6.203,1.399,5.938,3.906,1.698,3.934,0.023,3.092,3.092,2.619,-0.033,-0.107,-0.115,1,-0.036,5.052,4,0.318,5.092,3.891,1.486,16.127,17.21,4,6.23,3.972,9.182,12.854,13.963,15.026,110.285,112.363,0.0,43.609,122.204,6.026,4.472,0.833,10.691,4.751,0.108,4.561,8.524,0.571,1,0.927,11.829,2.74,2.57
6.824,4.279,3.747,2.781,2.781,8.545,8.545,2.674,6.02,4.08,4.52,1.843,4.731,4.731,1.904,1.904,2.873,3.721,3.721,6.45,1.415,6.169,3.855,2.049,3.913,-0.087,3.091,3.091,2.55,0.15,-0.159,-0.191,0,0.239,4.844,4,0.211,5.091,3.893,1.517,16.069,17.161,4,5.258,3.817,8.694,12.777,13.888,14.964,108.815,101.3,71.533,35.122,64.387,6.127,4.115,0.891,10.596,4.47,0.095,4.615,8.413,0.577,1,0.723,11.73,2.727,2.045
5.367,4.278,3.739,2.792,2.792,8.546,8.546,2.628,6.021,4.032,5.839,2.563,7.943,7.943,2.599,2.599,3.592,3.718,3.718,6.075,1.313,5.82,3.841,2.573,3.879,0.007,3.092,3.092,1.974,-0.138,0.006,-0.047,2,-0.162,5.133,5,0.427,5.092,4.014,1.52,16.178,17.264,5,6.351,4.134,8.29,12.913,14.013,15.081,152.969,139.94,0.0,51.492,129.294,6.112,4.601,0.817,10.757,4.994,0.116,4.941,8.605,0.583,2,0.892,11.875,2.817,2.581
7.553,4.316,3.823,2.856,2.856,8.705,8.705,2.759,6.059,4.244,6.004,2.705,8.503,8.503,2.747,2.747,3.737,3.889,3.889,7.093,1.502,6.816,3.936,1.52,3.958,0.033,3.092,3.092,3.698,-0.013,-0.051,-0.06,1,-0.008,5.294,4,0.444,5.092,3.957,1.5,16.365,17.44,4,6.435,4.238,11.07,13.107,14.214,15.269,110.285,135.169,0.0,54.698,149.604,6.143,4.786,0.86,10.951,4.841,0.1,4.677,8.789,0.579,1,0.918,12.091,2.87,2.775
6.222,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.394,5.942,2.62,8.299,8.299,2.683,2.683,3.665,3.981,3.981,6.676,1.316,6.548,4.011,2.214,4.044,-0.023,3.596,3.596,2.393,-0.129,0.236,0.218,1,-0.151,5.498,5,0.355,5.596,4.083,1.529,18.197,19.443,5,6.351,4.624,9.954,14.48,15.72,16.952,132.622,139.053,231.8,67.257,292.091,7.22,4.75,0.982,12.03,4.969,0.13,4.935,9.601,0.588,2,0.984,13.272,3.215,3.13
7.959,3.886,3.209,2.193,2.193,5.318,5.318,2.213,4.872,3.522,4.659,2.096,5.041,5.041,2.09,2.09,3.095,3.059,3.059,2.773,1.058,2.639,3.723,3.87,3.776,0.045,2.995,2.995,0.315,-0.117,0.174,0.147,0,-0.128,4.769,6,0.12,4.866,3.631,1.473,15.555,16.624,6,6.493,3.791,5.762,12.346,13.424,14.478,126.197,134.907,0.0,42.21,134.257,5.878,4.179,0.974,10.23,4.257,0.098,4.344,8.13,0.571,0,1.155,11.321,2.662,3.064
7.638,4.381,3.882,2.895,2.895,9.017,9.017,2.846,6.137,4.084,5.891,2.67,8.24,8.24,2.69,2.69,3.685,3.718,3.718,8.173,1.483,7.857,3.941,2.304,3.973,0.054,3.211,3.211,3.815,-0.121,0.057,-0.019,2,-0.09,5.267,5,0.399,5.211,4.169,1.525,16.969,18.095,5,6.351,4.431,11.718,13.578,14.722,15.831,152.969,128.962,73.125,56.073,149.995,6.402,4.751,0.889,11.336,5.185,0.094,4.484,9.097,0.588,2,1.098,12.502,3.092,2.738
4.699,4.399,3.891,2.902,2.902,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.639,1.498,7.598,4.012,1.495,4.041,0.055,3.296,3.296,3.937,0.131,0.005,-0.041,0,0.141,5.13,4,0.32,5.296,4.031,1.515,17.053,18.199,4,4.901,4.339,11.85,13.61,14.771,15.896,108.815,70.663,115.882,35.232,96.586,6.183,4.343,0.977,11.34,4.604,0.104,4.162,9.076,0.583,1,1.103,12.524,2.916,2.537
7.367,4.316,3.739,2.749,2.749,8.503,8.503,2.706,6.004,4.015,5.412,2.53,7.153,7.153,2.613,2.613,3.58,3.718,3.718,6.378,1.396,6.087,3.912,1.697,3.937,0.05,3.092,3.092,2.671,-0.035,-0.065,-0.084,1,-0.03,5.244,4,0.418,5.092,4.435,1.494,16.158,17.24,4,6.435,4.079,9.412,12.89,13.997,15.059,110.285,148.953,0.0,54.301,160.636,6.059,4.743,0.838,10.733,4.793,0.113,4.891,8.577,0.583,1,0.828,11.866,2.759,2.775
6.959,4.278,3.727,2.742,2.742,8.489,8.489,2.684,6.001,4.014,5.412,2.53,7.153,7.153,2.613,2.613,3.58,3.718,3.718,6.23,1.397,5.99,3.908,1.697,3.933,0.04,3.092,3.092,2.642,-0.04,-0.106,-0.111,1,-0.036,5.204,4,0.358,5.092,4.435,1.489,16.131,17.214,4,6.23,4.005,9.296,12.86,13.969,15.031,110.285,114.844,0.0,45.093,126.039,6.026,4.472,0.841,10.699,4.744,0.117,4.804,8.536,0.578,1,0.831,11.836,2.74,2.59
4.752,4.149,3.585,2.623,2.623,7.51,7.51,2.519,5.619,3.977,5.353,2.207,6.663,6.663,2.291,2.291,3.258,3.635,3.635,7.066,1.381,6.85,3.913,0.296,3.948,-0.039,3.069,3.069,2.905,0.202,-0.002,-0.026,0,0.186,4.972,2,0.228,5.069,3.897,1.52,15.955,17.036,1,4.665,3.88,10.523,12.682,13.795,14.852,18.011,48.733,158.673,31.177,60.009,6.481,3.865,1.11,10.525,3.912,0.095,4.553,8.375,0.579,0,0.95,11.671,2.741,2.92
5.301,4.25,3.791,2.817,2.817,9.029,9.029,2.732,6.134,4.095,5.379,2.495,7.094,7.094,2.496,2.496,3.495,3.863,3.863,7.253,1.394,7.004,3.94,1.601,3.971,0.072,3.295,3.295,2.892,0.076,0.004,-0.051,0,0.086,4.816,4,0.187,5.295,3.96,1.507,16.925,18.08,4,4.838,4.169,10.229,13.459,14.626,15.76,108.815,71.023,106.349,33.452,87.386,6.174,4.176,0.996,11.177,4.604,0.108,4.007,8.905,0.578,1,1.112,12.365,2.881,2.537
7.409,4.256,3.794,2.819,2.819,8.719,8.719,2.733,6.147,3.973,5.983,2.688,8.482,8.482,2.742,2.742,3.727,3.687,3.687,6.485,1.26,6.471,3.934,1.601,3.971,-0.011,3.437,3.437,1.844,-0.13,0.06,-0.015,1,-0.119,5.283,4,0.346,5.424,3.901,1.521,17.422,18.63,3,5.117,4.316,8.927,13.824,15.025,16.215,78.705,98.629,226.513,49.774,181.686,6.191,4.275,1.159,11.463,4.382,0.109,4.976,9.128,0.589,1,1.171,12.665,2.843,2.906
6.886,4.29,3.797,2.822,2.822,8.719,8.719,2.738,6.177,3.996,5.984,2.699,8.488,8.488,2.757,2.757,3.74,3.688,3.688,7.165,1.313,6.891,3.937,2.243,3.978,-0.025,3.437,3.437,2.356,-0.095,0.031,-0.003,1,-0.094,5.526,5,0.422,5.437,3.902,1.509,17.441,18.645,4,6.351,4.464,9.888,13.854,15.051,16.236,96.716,119.787,130.666,56.891,194.535,6.191,4.383,1.142,11.505,4.652,0.108,5.1,9.189,0.589,1,1.164,12.705,2.872,3.098
6.658,4.248,3.793,2.818,2.818,8.719,8.719,2.731,6.145,3.972,5.982,2.679,8.481,8.481,2.74,2.74,3.722,3.687,3.687,6.815,1.296,6.618,3.932,1.543,3.973,0.004,3.437,3.437,2.124,-0.154,0.077,0.018,1,-0.174,5.258,4,0.351,5.437,3.898,1.511,17.423,18.629,3,4.934,4.316,9.313,13.822,15.025,16.214,78.705,95.027,114.592,47.1,175.378,6.191,4.275,1.183,11.459,4.382,0.112,4.826,9.121,0.587,1,1.188,12.666,2.849,2.9
7.62,4.256,3.736,2.756,2.756,8.507,8.507,2.689,5.987,3.958,5.863,2.564,7.873,7.873,2.644,2.644,3.621,3.686,3.686,6.49,1.257,6.477,3.928,1.573,3.965,0.022,3.436,3.436,1.831,-0.174,0.137,0.096,1,-0.182,5.402,4,0.331,5.404,3.922,1.489,17.391,18.602,3,4.911,4.233,8.958,13.78,14.985,16.18,78.705,93.931,235.481,47.549,146.676,6.148,4.252,1.206,11.409,4.361,0.119,4.788,9.065,0.575,1,0.999,12.616,2.82,2.906
7.387,4.248,3.793,2.818,2.818,8.719,8.719,2.731,6.145,3.972,5.982,2.683,8.481,8.481,2.74,2.74,3.723,3.687,3.687,6.815,1.296,6.618,3.928,1.573,3.97,-0.001,3.437,3.437,2.124,-0.129,0.068,0.007,1,-0.127,5.35,4,0.351,5.404,3.895,1.511,17.417,18.625,3,4.974,4.316,9.313,13.817,15.018,16.209,78.705,97.472,114.592,49.203,178.717,6.191,4.276,1.156,11.453,4.382,0.11,4.957,9.116,0.587,1,1.185,12.658,2.829,2.9
5.108,3.926,3.158,2.189,2.189,6.017,6.017,2.113,5.025,3.425,4.176,1.678,3.89,3.89,1.716,1.716,2.699,3.455,3.455,5.29,1.325,5.154,3.87,0.341,3.904,0.085,2.819,2.819,1.925,-0.025,-0.062,-0.124,0,-0.072,4.708,2,0.023,4.819,3.81,1.431,14.796,15.785,1,3.931,3.214,7.855,11.715,12.791,13.75,18.011,27.61,0.0,15.23,22.868,5.548,3.672,1.086,9.675,3.674,0.108,4.203,7.613,0.551,0,1.293,10.813,2.585,2.006
6.921,4.396,3.782,2.795,2.795,8.521,8.521,2.75,5.988,4.056,5.434,2.504,7.196,7.196,2.555,2.555,3.533,3.628,3.628,6.134,1.227,6.191,3.924,2.111,3.952,0.076,3.595,3.595,1.714,-0.185,0.248,0.217,0,-0.198,5.334,5,0.542,5.595,3.889,1.498,18.14,19.39,5,6.471,4.605,9.26,14.406,15.652,16.888,158.52,147.757,151.934,79.233,354.405,7.22,4.783,1.128,11.952,6.343,0.13,4.668,9.528,0.582,2,1.068,13.2,3.214,2.822
5.0,4.639,4.093,3.15,3.15,10.327,10.327,3.039,6.54,4.529,6.497,2.954,10.306,10.306,3.08,3.08,4.067,4.43,4.43,6.869,1.284,6.755,4.035,3.384,4.061,0.007,3.596,3.596,2.348,-0.168,0.191,0.136,2,-0.17,5.924,7,0.841,5.596,4.484,1.5,18.259,19.494,7,7.426,4.921,10.615,14.581,15.807,17.024,167.038,216.615,397.51,111.651,529.761,7.221,6.351,1.072,12.17,6.999,0.128,5.192,9.788,0.583,2,1.126,13.397,3.219,3.644
6.959,4.538,3.965,3.008,3.008,10.122,10.122,2.877,6.494,4.361,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.019,4.019,8.188,1.5,7.865,3.965,1.522,3.986,-0.092,3.289,3.289,4.028,0.032,-0.15,-0.193,3,0.121,5.402,4,0.442,5.289,4.169,1.512,17.339,18.498,4,6.23,4.468,12.082,13.855,15.026,16.171,134.958,104.707,75.736,56.799,124.787,6.756,4.534,1.038,11.549,4.925,0.101,4.758,9.246,0.587,2,0.95,12.737,3.21,2.703
4.699,4.087,3.71,2.707,2.707,8.471,8.471,2.714,6.003,3.937,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.155,1.244,6.169,3.911,2.135,3.942,0.123,3.382,3.382,1.783,-0.197,0.295,0.279,0,-0.227,5.015,5,0.496,5.382,3.861,1.493,17.247,18.431,5,6.343,4.43,9.101,13.712,14.897,16.059,106.051,128.453,0.0,66.442,263.916,6.328,4.749,1.215,11.396,4.787,0.132,4.53,9.108,0.576,1,1.207,12.591,2.908,2.76
5.597,4.924,3.903,2.918,2.918,9.599,9.599,2.881,6.388,4.355,6.138,2.659,8.989,8.989,2.747,2.747,3.724,4.756,4.756,7.207,1.381,7.298,4.073,0.264,4.057,-0.004,3.308,3.308,2.99,-0.206,0.136,0.06,0,-0.195,5.221,2,0.381,5.308,4.731,1.558,17.379,18.544,1,6.999,4.51,10.843,13.883,15.054,16.208,17.888,75.345,104.54,63.726,241.292,7.641,4.399,1.012,11.57,4.704,0.132,4.576,9.265,0.609,0,1.158,12.753,3.213,2.858
6.26,4.529,4.191,3.191,3.191,11.311,11.311,3.188,7.041,4.425,6.54,3.039,10.327,10.327,3.079,3.079,4.067,3.983,3.983,6.724,1.305,6.597,4.016,2.135,4.049,0.071,3.597,3.597,2.336,-0.198,0.242,0.235,1,-0.226,5.366,5,0.496,5.597,4.083,1.55,18.403,19.64,5,6.351,4.836,10.0,14.708,15.94,17.166,132.622,121.863,256.008,71.566,302.974,7.231,4.751,1.428,12.267,4.97,0.128,4.865,9.839,0.6,2,1.069,13.502,3.316,3.13
5.824,4.566,3.79,2.804,2.804,8.539,8.539,2.757,5.996,4.058,5.932,2.659,8.26,8.26,2.705,2.705,3.694,3.677,3.677,5.344,1.133,5.473,3.962,4.693,3.956,0.056,3.511,3.511,0.943,-0.173,0.089,0.052,1,-0.165,5.594,8,0.476,5.511,3.918,1.482,17.736,18.962,8,7.426,4.561,8.044,14.086,15.302,16.51,213.374,207.948,147.382,88.891,367.075,6.497,6.352,1.028,11.697,6.471,0.121,4.869,9.345,0.582,1,1.064,12.911,2.96,3.682
6.523,4.158,3.748,2.779,2.779,8.607,8.607,2.687,6.028,4.068,5.96,2.636,8.355,8.355,2.689,2.689,3.671,3.776,3.776,8.248,1.412,7.891,4.02,0.082,4.065,0.111,3.146,3.146,3.548,0.08,-0.082,-0.094,0,0.121,5.464,2,0.266,5.146,3.909,1.522,16.665,17.767,2,4.764,4.306,12.157,13.329,14.462,15.542,36.022,61.397,291.625,39.319,56.248,6.281,4.271,0.881,11.127,4.384,0.1,4.496,8.925,0.586,0,1.074,12.293,3.035,2.985
7.222,4.639,4.093,3.15,3.15,10.327,10.327,3.039,6.54,4.529,6.497,2.954,10.306,10.306,3.08,3.08,4.067,4.43,4.43,6.869,1.284,6.755,4.035,3.384,4.061,0.007,3.596,3.596,2.348,-0.168,0.191,0.136,2,-0.17,5.924,7,0.841,5.596,4.484,1.5,18.259,19.494,7,7.426,4.921,10.615,14.581,15.807,17.024,167.038,216.615,397.51,111.651,529.761,7.221,6.351,1.072,12.17,6.999,0.128,5.192,9.788,0.583,2,1.126,13.397,3.219,3.644
6.071,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.15,5.96,2.625,8.352,8.352,2.682,2.682,3.663,3.776,3.776,8.222,1.481,7.873,3.891,0.147,3.918,-0.145,3.15,3.15,3.821,0.066,-0.223,-0.252,0,0.128,5.254,2,0.333,5.15,3.838,1.527,16.824,17.946,2,4.883,4.384,11.766,13.449,14.586,15.691,36.022,54.954,79.595,39.664,69.038,6.446,4.258,0.931,11.218,4.332,0.082,4.644,8.993,0.589,0,1.111,12.376,3.13,2.984
6.602,4.529,3.894,2.898,2.898,9.422,9.422,2.881,6.339,4.057,6.053,2.741,8.707,8.707,2.796,2.796,3.778,3.931,3.931,6.789,1.306,6.696,3.995,4.234,4.028,0.066,3.391,3.391,2.462,-0.151,0.269,0.229,2,-0.2,5.895,8,0.795,5.391,4.084,1.494,17.453,18.626,8,7.419,4.668,10.508,13.949,15.123,16.275,183.53,166.227,165.963,92.782,467.167,6.541,5.009,1.12,11.649,6.343,0.122,5.297,9.37,0.574,2,1.152,12.836,3.044,3.357
7.301,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.399,6.066,2.838,8.703,8.703,2.854,2.854,3.848,3.997,3.997,7.102,1.336,6.869,4.034,2.088,4.064,0.009,3.596,3.596,2.694,-0.046,0.121,0.11,1,-0.073,5.678,5,0.561,5.596,4.085,1.533,18.232,19.472,5,7.419,4.777,10.718,14.54,15.772,16.994,132.622,155.223,291.781,88.863,354.928,7.221,6.343,1.161,12.115,6.351,0.118,5.01,9.713,0.592,2,1.066,13.348,3.219,3.336
5.357,4.553,3.634,2.692,2.692,8.981,8.981,2.539,6.213,3.912,5.405,2.358,6.519,6.519,2.381,2.381,3.375,4.248,4.248,7.255,1.384,7.013,3.985,-0.268,4.007,-0.029,3.302,3.302,2.923,-0.048,-0.059,-0.062,0,-0.123,5.001,1,0.123,5.302,4.087,1.538,16.929,18.094,0,4.699,4.132,10.541,13.436,14.607,15.757,0.0,40.209,156.195,33.907,63.612,6.923,3.839,1.125,11.133,3.9,0.122,4.598,8.846,0.59,0,1.081,12.318,2.932,2.806
5.301,4.087,3.703,2.707,2.707,8.471,8.471,2.684,6.003,3.937,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.155,1.244,6.169,3.91,2.159,3.942,0.137,3.382,3.382,1.783,-0.237,0.294,0.264,0,-0.269,5.102,5,0.496,5.382,3.86,1.493,17.226,18.411,5,6.45,4.407,9.101,13.686,14.872,16.035,158.52,159.875,0.0,76.009,320.832,6.328,4.788,1.269,11.369,6.343,0.128,4.624,9.081,0.576,2,1.208,12.565,2.873,2.76
7.046,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.398,6.036,2.818,8.622,8.622,2.804,2.804,3.811,3.984,3.984,7.015,1.324,6.826,4.025,3.604,4.056,0.046,3.596,3.596,2.582,-0.135,0.205,0.194,1,-0.165,5.683,7,0.501,5.596,4.084,1.521,18.227,19.467,7,6.351,4.735,10.557,14.529,15.763,16.987,165.519,130.379,283.306,76.753,322.857,7.221,4.968,1.153,12.099,5.032,0.122,5.039,9.692,0.587,2,1.111,13.335,3.219,3.13
5.585,4.083,3.443,2.509,2.509,7.768,7.768,2.298,5.781,3.85,5.253,1.884,6.467,6.467,2.139,2.139,3.033,3.674,3.674,6.619,1.341,6.591,3.725,0.508,3.749,-0.011,3.013,3.013,2.139,-0.256,0.043,0.05,0,-0.19,4.37,2,0.0,4.971,3.859,1.474,15.56,16.638,2,4.49,3.582,8.41,12.315,13.408,14.47,60.694,33.96,52.649,26.874,49.661,5.909,3.533,1.066,10.174,4.092,0.087,4.309,8.042,0.57,0,1.437,11.287,2.551,2.087
7.126,4.639,4.093,3.15,3.15,10.327,10.327,3.039,6.54,4.529,6.497,2.954,10.306,10.306,3.08,3.08,4.067,4.43,4.43,6.799,1.285,6.643,4.031,4.408,4.057,0.015,3.596,3.596,2.246,-0.151,0.213,0.191,2,-0.164,5.854,8,0.716,5.596,4.484,1.507,18.253,19.49,8,7.419,4.836,10.128,14.569,15.797,17.017,181.924,202.842,314.375,97.561,523.451,7.221,6.343,1.081,12.148,6.351,0.135,5.183,9.751,0.586,2,1.1,13.376,3.219,3.36
5.131,4.184,3.768,2.798,2.798,9.096,9.096,2.709,6.195,4.149,6.014,2.65,8.524,8.524,2.712,2.712,3.692,3.782,3.782,8.208,1.486,7.85,3.892,0.118,3.927,-0.101,3.193,3.193,3.861,0.025,-0.209,-0.285,0,0.011,4.961,2,0.354,5.193,3.839,1.528,16.925,18.055,2,4.764,4.384,11.807,13.525,14.67,15.784,36.022,53.464,74.324,38.65,97.713,6.447,4.24,0.946,11.277,4.322,0.083,4.218,9.035,0.587,0,1.097,12.443,3.129,2.978
6.398,4.184,3.642,2.659,2.659,7.946,7.946,2.611,5.84,4.027,5.502,2.56,7.435,7.435,2.594,2.594,3.584,3.718,3.718,6.061,1.308,5.851,3.842,2.573,3.883,0.022,3.092,3.092,1.943,-0.15,0.004,-0.052,2,-0.188,5.171,5,0.347,5.092,3.883,1.524,16.172,17.257,5,6.435,4.163,8.258,12.907,14.007,15.075,152.969,162.186,0.0,57.192,144.922,6.111,4.84,0.812,10.753,6.23,0.109,4.979,8.607,0.582,2,1.001,11.871,2.817,2.701
6.097,4.616,4.073,3.086,3.086,10.307,10.307,2.959,6.497,4.529,6.338,2.925,9.422,9.422,2.927,2.927,3.927,4.43,4.43,7.378,1.391,7.456,4.089,3.32,4.114,0.004,3.392,3.392,3.346,-0.145,0.221,0.163,2,-0.15,6.12,7,1.094,5.392,4.481,1.506,17.603,18.764,7,7.426,4.921,11.9,14.134,15.298,16.437,167.038,215.417,193.932,111.549,539.234,6.541,6.351,1.046,11.856,6.999,0.122,5.446,9.595,0.585,2,1.152,13.032,3.044,3.644
6.0,4.238,3.772,2.791,2.791,8.976,8.976,2.714,6.142,3.955,5.3,2.231,6.783,6.783,2.409,2.409,3.338,3.878,3.878,7.3,1.355,6.856,3.897,0.312,3.904,-0.147,3.123,3.123,2.365,-0.013,0.134,0.055,0,-0.088,4.518,2,0.252,5.123,4.017,1.511,16.308,17.408,2,4.808,4.046,9.024,12.992,14.11,15.195,59.088,63.393,0.0,36.401,57.875,6.258,3.902,0.66,10.797,4.237,0.133,4.17,8.604,0.592,1,1.171,11.937,2.854,2.499
