pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
5.4,37.75,0,68.919,3.069,7.798,0.0,84.22,22.0,2.024,218.695,0,2.251,3.585,3.71,18.518,3.71,2.66,2.585,2.585,28.107,3.954,1.591,1.591,7,0.192,114.0,4,4,1.24,5.59,14280.0,8470.0,2.134,1.131,0.311,1.13,1.13,157.818,7.177,130.189,140.951,8714.0,20,4.392,16.973,8.773,1.182,1.659,2.6,3.922,2.625,0.502,2.183,3.689,39.0,-0.132,7,18.518,1.383,3.187,3.732,0,1.732,3.74,24.07,2.966,7.204,1.185,1.185
5.4,43.75,0,86.439,3.189,8.656,128.86,105.3,22.0,1.578,217.047,0,2.441,3.7,3.676,21.303,3.691,3.116,3.574,3.574,37.442,3.901,1.802,1.802,1,0.204,120.0,2,2,1.888,2.937,22776.0,12181.0,2.417,1.386,0.312,1.438,1.438,232.349,6.571,165.312,72.047,12438.0,23,4.585,17.322,11.394,1.544,0.27,2.742,3.866,2.891,0.582,2.615,3.871,47.0,0.438,0,23.043,2.042,3.497,3.784,0,2.378,3.567,21.88,3.033,8.777,1.695,1.695
5.4,38.5,0,87.665,2.904,7.509,0.0,80.28,18.5,1.536,200.615,0,2.097,3.524,3.692,18.054,3.702,2.887,3.027,3.027,27.867,3.943,1.499,1.499,1,0.179,99.0,2,2,1.419,6.778,15405.0,9239.0,2.283,1.257,0.276,1.343,1.343,203.831,6.155,138.819,83.231,10046.0,21,4.459,17.439,10.296,1.325,0.282,2.446,3.876,2.626,0.509,2.355,3.773,42.5,0.206,0,18.924,1.475,3.312,3.792,0,2.048,3.493,30.662,2.996,9.248,1.414,1.414
5.4,45.25,0,108.8,3.267,9.062,129.411,104.68,22.5,1.873,241.626,0,2.357,3.7,3.616,22.079,3.635,3.003,3.817,3.817,35.713,4.016,1.978,1.978,2,0.158,141.0,3,3,1.593,3.286,22079.0,13865.0,2.468,1.444,0.249,1.484,1.484,226.507,7.274,168.085,109.353,14955.0,23,4.585,24.418,11.973,1.461,0.884,2.92,3.967,2.957,0.427,2.477,3.892,48.0,0.516,2,22.079,1.725,3.427,3.728,0,2.225,3.754,40.887,3.077,10.375,1.523,1.523
5.4,42.75,0,87.603,3.242,8.742,0.0,85.83,22.5,1.738,257.087,0,2.349,3.7,3.758,22.501,3.759,3.078,3.036,3.036,35.094,3.957,1.842,1.842,5,0.188,132.0,3,3,1.545,3.285,20372.0,13110.0,2.41,1.408,0.293,1.414,1.414,205.845,7.003,167.036,135.167,13751.0,21,4.459,18.954,11.517,1.612,0.791,2.806,3.923,2.821,0.524,2.635,3.871,47.0,0.879,7,22.501,1.805,3.319,3.775,0,2.261,3.684,20.542,3.089,9.559,1.661,1.661
5.4,43.75,0,102.49,3.268,8.874,0.0,92.93,25.0,2.081,250.208,0,2.559,3.755,3.766,19.51,3.771,3.061,3.604,3.604,33.405,3.976,1.842,1.842,4,0.165,135.0,4,4,1.601,5.204,19677.0,11379.0,2.362,1.342,0.266,1.388,1.388,195.159,7.505,149.824,149.407,12090.0,24,4.644,17.267,10.203,1.527,1.629,2.808,3.943,2.821,0.432,2.549,3.818,44.5,0.287,7,20.38,1.801,3.392,3.802,1,2.313,3.8,22.095,3.041,8.799,1.583,1.583
5.4,25.0,0,65.974,2.5,4.71,0.0,88.61,13.0,1.368,136.412,0,1.5,2.907,3.52,13.083,3.491,1.755,0.363,0.363,15.745,3.871,1.0,1.0,3,0.286,57.0,2,2,0.571,6.057,6137.0,3258.0,1.069,0.136,0.444,0.15,0.15,145.176,5.263,83.363,54.439,3159.0,12,3.7,16.976,6.321,0.617,0.497,2.0,3.846,1.432,0.793,1.604,3.314,26.5,-1.213,3,13.665,0.771,2.528,3.522,0,0.7,3.269,27.733,2.708,5.529,0.647,0.647
6.4,25.25,0,69.348,2.529,5.137,0.0,74.43,14.5,0.781,141.508,0,1.478,3.0,2.991,10.958,3.034,1.521,-0.281,-0.281,15.197,3.799,1.0,1.0,0,0.324,39.0,2,2,0.137,5.886,3266.0,1804.0,0.853,-0.105,0.468,-0.109,-0.109,111.959,3.602,61.927,63.113,1856.0,13,3.807,14.962,6.045,0.162,0.512,2.003,3.759,1.156,1.014,1.144,3.258,25.0,-1.669,0,10.958,0.605,2.747,3.221,0,0.215,2.602,26.208,2.537,5.224,0.168,0.168
5.4,41.0,0,118.05,3.232,8.283,118.608,101.74,21.5,1.969,229.133,0,2.481,3.585,3.64,18.596,3.663,3.232,4.963,4.963,31.393,3.981,1.879,1.879,2,0.186,113.0,4,4,1.902,2.727,18375.0,9499.0,2.671,1.46,0.292,1.77,1.77,212.271,6.64,140.577,122.493,10024.0,22,4.524,23.916,9.669,1.678,1.768,2.787,3.944,3.165,0.509,2.755,3.761,42.0,0.159,0,19.836,2.035,3.341,3.863,1,2.481,3.58,38.556,3.065,8.899,1.879,1.879
6.9,53.0,1,102.49,3.466,10.465,155.504,121.17,31.0,2.622,306.294,1,2.774,4.17,3.807,24.554,3.807,3.358,4.59,4.59,40.688,3.968,2.089,2.089,7,0.136,183.0,4,4,1.888,5.71,32424.0,19583.0,2.655,1.598,0.221,1.684,1.684,249.368,8.809,192.914,166.673,21094.0,30,4.954,21.7,13.481,1.741,1.463,3.053,3.934,3.177,0.356,2.775,4.043,56.0,1.0,8,24.2,2.136,3.63,3.825,1,2.564,4.073,25.957,3.382,12.001,1.823,1.823
5.4,50.25,0,99.365,3.216,10.127,162.841,107.02,28.5,2.31,290.604,0,2.474,4.0,3.815,24.2,3.813,3.133,3.964,3.964,40.383,4.052,1.839,1.839,6,0.137,182.0,5,5,1.576,0.0,30514.0,19336.0,2.518,1.501,0.222,1.546,1.546,230.586,8.568,192.419,198.914,20982.0,29,4.907,13.045,13.112,1.758,2.19,2.82,4.03,3.045,0.357,2.757,4.007,54.0,1.0,5,24.2,1.975,3.501,3.827,1,2.319,4.012,11.877,3.259,10.889,1.748,1.748
5.4,37.25,0,51.582,2.924,7.633,101.42,57.78,21.5,1.814,197.756,0,2.095,3.7,3.803,17.062,3.802,2.737,2.511,2.511,25.744,3.968,1.501,1.501,3,0.179,97.0,2,2,1.155,2.96,11985.0,7524.0,2.089,1.085,0.284,1.098,1.098,161.655,6.478,121.867,133.306,8123.0,23,4.585,7.745,9.312,1.23,0.194,2.481,3.934,2.57,0.481,2.239,3.714,40.0,-0.475,4,17.062,1.406,3.034,3.805,0,1.825,3.59,9.649,2.903,7.589,1.257,1.257
5.9,25.0,0,34.612,2.308,4.452,100.72,88.86,12.5,1.179,92.443,0,1.252,3.087,3.458,12.466,3.432,2.191,1.372,1.372,14.099,3.856,1.0,1.0,1,0.255,48.0,1,1,0.788,0.0,4837.0,2716.0,1.618,0.618,0.379,0.618,0.618,159.37,4.252,74.344,48.803,2930.0,15,4.0,6.168,8.083,0.744,-0.171,1.945,3.847,2.118,0.761,1.744,3.384,28.5,-1.247,0,12.113,0.928,2.366,3.686,0,1.113,2.921,5.66,2.358,7.41,0.788,0.788
6.6,42.0,0,101.203,2.977,8.551,109.427,85.41,24.5,1.52,248.615,0,2.167,3.858,3.819,18.924,3.811,2.882,3.093,3.093,30.743,4.036,1.552,1.552,0,0.186,94.0,3,3,1.346,0.0,14325.0,8982.0,2.291,1.279,0.283,1.316,1.316,197.656,5.904,137.978,170.975,9784.0,27,4.807,11.544,10.882,1.412,0.882,2.543,3.989,2.78,0.538,2.415,3.839,45.5,0.186,1,18.924,1.442,3.297,3.8,1,2.051,3.388,16.058,2.94,9.508,1.422,1.422
5.4,26.25,0,19.91,2.5,5.033,0.0,25.36,12.5,1.818,131.709,0,1.5,2.807,3.692,15.2,3.691,2.425,2.136,2.136,15.841,3.932,1.208,1.208,0,0.2,84.0,0,0,1.0,0.0,7758.0,5488.0,2.0,1.0,0.321,1.0,1.0,131.928,6.307,103.709,76.868,5749.0,12,3.7,17.429,7.584,1.088,-0.851,2.135,3.88,2.125,0.526,2.094,3.434,30.0,-0.823,0,15.2,1.195,2.694,3.723,0,1.422,3.531,19.551,2.874,5.975,1.119,1.119
5.7,36.0,0,67.742,2.975,6.662,119.985,112.33,19.5,1.97,178.572,0,2.193,3.585,3.741,19.691,3.704,2.659,2.275,2.275,27.243,4.0,1.503,1.503,7,0.208,112.0,3,3,1.212,5.352,15340.0,8737.0,2.109,1.106,0.331,1.116,1.116,216.658,6.961,135.472,87.211,8760.0,19,4.322,13.507,10.215,1.167,0.981,2.486,4.01,2.5,0.556,2.173,3.714,40.0,0.033,5,19.441,1.273,3.257,3.793,0,1.729,3.711,13.959,3.218,8.591,1.193,1.193
5.4,36.75,0,81.171,3.093,7.302,74.128,74.59,21.5,1.59,227.936,0,1.859,3.755,3.542,16.681,3.559,2.887,2.275,2.275,25.167,3.903,1.418,1.418,1,0.214,81.0,1,1,1.205,0.0,10508.0,5944.0,1.959,0.956,0.328,1.0,1.0,171.929,5.66,112.727,112.639,6166.0,19,4.322,16.406,9.634,1.09,-0.342,2.371,3.874,2.605,0.606,2.096,3.701,39.5,-0.302,2,16.681,1.854,3.328,3.638,0,1.607,3.394,18.273,3.054,8.257,1.128,1.128
5.4,25.75,0,66.468,2.5,5.326,0.0,61.03,14.0,1.69,170.886,0,1.5,3.0,3.441,13.339,3.434,2.306,1.205,1.205,15.826,3.856,1.0,1.0,1,0.254,64.0,2,2,0.603,0.0,5856.0,3566.0,1.574,0.584,0.405,0.598,0.598,102.875,5.777,84.91,40.043,3536.0,13,3.807,6.973,5.815,0.642,0.341,1.984,3.817,1.786,0.67,1.624,3.332,27.0,-1.208,0,13.339,1.0,2.592,3.457,0,0.984,3.426,7.519,2.687,4.557,0.713,0.713
5.4,33.75,0,104.389,2.888,6.632,113.501,99.93,16.0,2.016,209.445,0,1.98,3.322,3.572,19.225,3.572,2.776,2.853,2.853,24.54,3.914,1.448,1.448,2,0.2,114.0,4,4,1.277,3.368,14061.0,9002.0,2.227,1.22,0.321,1.245,1.245,171.401,7.153,136.205,69.22,9068.0,17,4.17,18.827,9.424,1.33,1.698,2.425,3.862,2.5,0.53,2.342,3.664,38.0,-0.014,2,19.225,1.478,3.021,3.618,0,1.88,3.735,26.405,3.155,7.687,1.344,1.344
4.6,25.5,0,67.755,2.5,5.117,53.925,56.21,14.5,1.078,152.264,0,1.5,3.17,3.173,10.958,3.191,1.945,-1.009,-1.009,14.557,3.875,1.0,1.0,1,0.285,40.0,2,2,-0.276,0.0,3345.0,2000.0,0.551,-0.375,0.427,-0.397,-0.397,108.855,4.146,63.64,104.316,2065.0,16,4.087,3.162,5.93,0.428,0.451,2.0,3.838,0.971,0.833,1.382,3.296,26.0,-1.897,0,10.958,0.495,2.533,3.286,1,0.685,2.889,2.5,2.669,5.025,0.469,0.469
5.4,28.0,0,51.337,2.575,5.7,75.878,57.78,16.0,1.335,145.583,0,1.595,3.322,3.267,13.742,3.297,2.5,1.128,1.128,17.655,3.933,1.072,1.072,1,0.236,59.0,2,2,0.649,2.824,6324.0,3401.0,1.45,0.458,0.368,0.468,0.468,133.33,5.142,82.907,92.102,3544.0,17,4.17,9.121,7.257,1.0,0.393,2.039,3.912,1.951,0.647,2.0,3.434,30.0,-1.0,0,13.242,1.0,2.786,3.537,0,1.5,3.229,11.333,2.758,5.754,1.0,1.0
5.4,24.0,0,33.571,2.306,5.107,0.0,35.01,14.0,1.156,139.64,0,0.984,3.0,3.164,11.217,3.17,1.583,-0.979,-0.979,13.879,3.85,0.608,0.608,0,0.284,46.0,0,0,-0.357,0.0,3675.0,2140.0,0.563,-0.398,0.445,-0.411,-0.411,89.711,4.768,65.757,50.926,2125.0,13,3.807,4.313,5.177,0.363,-0.795,1.591,3.812,0.916,0.771,1.285,3.219,24.0,-1.923,0,11.217,0.6,2.5,3.219,0,0.479,3.099,4.651,2.595,3.983,0.425,0.425
7.8,44.75,0,120.5,3.395,8.856,141.027,150.27,25.0,2.307,250.243,0,2.694,3.807,3.818,21.441,3.815,3.186,3.576,3.576,33.56,3.981,1.983,1.983,1,0.154,149.0,5,5,1.757,8.331,22847.0,13053.0,2.38,1.349,0.252,1.425,1.425,217.856,8.107,158.16,144.879,13878.0,24,4.644,24.83,11.484,1.707,2.452,2.859,3.947,2.936,0.397,2.747,3.85,46.0,0.628,5,21.087,2.087,3.426,3.828,1,2.376,3.93,32.993,3.289,10.011,1.748,1.748
6.7,56.25,1,111.066,3.716,10.709,406.52,127.2,26.0,3.175,272.952,1,2.975,4.0,3.791,30.371,3.79,3.584,5.666,5.666,48.23,4.154,2.46,2.46,7,0.109,259.0,3,3,2.294,3.025,55703.0,36069.0,2.893,1.842,0.177,1.942,1.942,324.247,10.025,258.613,154.306,39724.0,28,4.858,33.225,17.611,2.133,0.718,3.435,4.115,3.249,0.286,3.173,4.19,65.0,1.313,4,30.371,2.327,3.843,3.819,1,2.797,4.262,40.174,3.458,15.15,2.203,2.203
5.4,35.5,0,34.551,3.118,6.982,0.0,61.69,19.5,1.523,164.15,0,2.414,3.524,3.468,18.803,3.475,2.943,2.833,2.833,25.33,4.041,1.618,1.618,5,0.178,111.0,2,2,1.447,2.727,13880.0,8927.0,2.271,1.271,0.284,1.272,1.272,178.457,6.643,134.696,110.636,9522.0,19,4.322,16.025,10.255,1.544,0.157,2.618,4.015,2.767,0.478,2.549,3.726,40.5,0.123,7,18.803,1.618,3.216,3.559,0,2.07,3.589,17.39,3.088,8.492,1.555,1.555
5.4,31.0,0,3.124,2.726,6.412,81.114,96.6,17.5,1.166,92.091,0,1.803,3.322,3.222,15.146,3.257,2.602,2.21,2.21,23.797,3.886,1.272,1.272,2,0.273,60.0,2,2,1.261,0.0,7707.0,3848.0,1.942,0.934,0.411,0.914,0.914,152.464,4.821,92.758,88.966,3852.0,15,4.0,14.19,8.117,1.078,0.378,2.263,3.874,2.48,0.803,2.088,3.497,32.0,-0.828,0,15.146,1.35,3.05,3.379,0,1.578,3.107,17.04,2.814,7.203,1.083,1.083
5.7,41.25,0,83.254,3.045,7.982,245.443,105.06,22.5,1.936,222.96,0,2.298,3.807,3.707,19.985,3.718,3.032,3.701,3.701,27.673,4.087,1.546,1.546,3,0.143,133.0,3,3,1.532,0.0,19023.0,11920.0,2.419,1.342,0.231,1.53,1.53,220.144,7.517,150.055,96.39,13207.0,26,4.755,8.592,11.843,1.479,0.857,2.518,4.075,2.994,0.373,2.501,3.85,46.0,0.347,2,19.631,1.546,3.139,3.785,0,2.284,3.806,7.94,3.252,10.379,1.532,1.532
5.4,40.75,0,69.225,3.109,8.074,104.558,93.75,20.0,1.333,192.763,0,2.349,3.755,3.725,19.303,3.751,3.053,4.411,4.411,33.316,4.087,1.713,1.713,1,0.193,104.0,1,1,1.46,0.0,18761.0,10115.0,2.395,1.364,0.292,1.455,1.455,240.62,5.927,150.141,92.353,10709.0,25,4.7,8.912,11.45,1.536,-0.25,2.639,4.035,2.951,0.564,2.574,3.861,46.5,0.384,0,21.043,1.673,3.546,3.831,0,2.273,3.404,6.882,3.04,9.8,1.62,1.62
5.4,31.25,0,34.796,2.794,6.344,0.0,82.69,17.5,1.69,158.576,0,1.826,3.322,3.594,15.717,3.563,2.616,2.136,2.136,20.391,3.914,1.312,1.312,2,0.219,77.0,1,1,1.02,2.776,8850.0,5120.0,2.0,1.0,0.345,1.0,1.0,159.194,5.904,102.334,112.753,5285.0,15,4.0,13.776,8.411,1.072,-0.31,2.271,3.885,2.5,0.594,2.106,3.526,33.0,-0.432,4,15.364,1.309,2.817,3.759,0,1.581,3.447,15.016,2.917,7.195,1.153,1.153
5.7,21.5,1,18.011,1.74,4.372,0.0,122.65,11.0,1.073,81.483,0,0.63,2.807,3.102,13.267,3.05,1.346,-0.883,-0.883,13.992,3.705,0.543,0.543,1,0.316,46.0,2,2,0.836,2.534,4792.0,2278.0,0.543,-0.339,0.482,-0.383,-0.383,137.147,4.52,70.246,52.445,2189.0,9,3.322,10.189,6.931,0.116,0.526,1.43,3.7,1.0,0.9,1.036,3.219,24.0,-1.261,3,12.414,0.941,2.754,3.407,0,0.151,2.995,8.549,2.812,5.906,0.131,0.131
5.5,22.75,0,50.908,2.313,4.43,67.037,100.43,11.5,0.87,102.53,0,1.199,3.0,3.277,14.801,3.282,1.465,-0.409,-0.409,14.924,3.624,0.851,0.851,3,0.384,42.0,3,3,0.569,2.573,5134.0,2274.0,0.754,-0.126,0.554,-0.15,-0.15,173.168,3.975,73.652,42.797,2098.0,12,3.7,11.831,8.141,0.11,1.306,1.713,3.589,1.154,1.223,0.915,3.296,26.0,-1.229,3,13.447,0.864,2.754,3.477,0,0.229,2.701,15.227,2.872,6.696,0.19,0.19
5.4,41.75,1,135.387,3.333,8.153,122.805,147.19,23.5,2.041,254.134,1,2.613,3.7,3.76,20.027,3.75,3.143,3.492,3.492,30.254,3.967,1.969,1.969,7,0.167,128.0,6,6,1.286,5.642,17682.0,10337.0,2.193,1.185,0.27,1.226,1.226,207.03,7.329,142.903,173.5,10960.0,23,4.585,20.473,10.714,1.696,3.356,2.858,3.932,2.687,0.44,2.717,3.784,43.0,-0.129,8,19.673,2.058,3.416,3.802,2,2.332,3.772,29.218,3.047,10.036,1.719,1.719
7.0,47.25,1,88.829,3.465,9.061,157.728,111.52,25.0,2.684,263.786,1,2.656,3.907,3.788,24.554,3.782,3.368,4.594,4.594,36.06,3.968,2.089,2.089,7,0.135,185.0,4,4,2.064,5.736,30778.0,19852.0,2.663,1.606,0.219,1.689,1.689,250.367,8.93,193.334,144.535,21411.0,24,4.644,27.434,13.472,1.741,1.463,3.055,3.935,3.177,0.35,2.777,3.989,53.0,0.955,8,24.2,2.136,3.541,3.806,1,2.502,4.093,33.376,3.382,12.043,1.829,1.829
5.4,51.0,0,99.365,3.44,10.2,168.468,107.02,28.5,2.352,284.629,0,2.743,4.0,3.827,25.57,3.823,3.136,4.0,4.0,41.534,4.051,2.071,2.071,5,0.136,190.0,5,5,1.906,0.0,34448.0,20763.0,2.518,1.501,0.221,1.546,1.546,247.345,8.734,199.635,192.939,22437.0,29,4.907,14.646,13.701,1.798,2.19,3.008,4.031,3.045,0.356,2.818,4.025,55.0,1.125,5,25.07,1.976,3.512,3.926,1,2.319,4.04,12.518,3.374,11.441,1.838,1.838
6.6,29.5,1,53.481,2.705,5.646,77.201,65.04,14.5,1.157,140.796,0,1.744,3.17,3.631,14.941,3.631,2.5,2.275,2.275,18.923,3.89,1.316,1.316,4,0.234,62.0,2,2,1.0,0.0,7116.0,4537.0,1.984,0.983,0.351,1.0,1.0,154.487,4.895,98.745,70.825,4814.0,16,4.087,11.835,8.438,1.0,0.304,2.277,3.843,2.5,0.695,2.0,3.526,33.0,-0.784,2,14.941,1.077,2.829,3.669,0,1.5,3.129,17.894,2.866,7.329,1.0,1.0
5.4,37.25,0,69.593,3.109,7.863,0.0,66.91,18.5,1.776,180.513,0,2.375,3.392,3.443,15.527,3.463,2.876,3.639,3.639,33.816,3.95,1.648,1.648,3,0.21,117.0,2,2,1.499,4.499,21483.0,9397.0,2.336,1.293,0.333,1.38,1.38,203.898,6.879,141.54,81.453,9482.0,18,4.248,20.633,7.545,1.375,0.388,2.594,3.909,2.81,0.566,2.431,3.701,39.5,0.51,3,20.527,1.8,3.301,3.598,0,1.994,3.661,28.555,3.115,6.58,1.493,1.493
7.9,48.5,0,83.547,3.217,9.276,233.655,156.95,28.0,2.106,211.576,0,2.54,4.087,3.728,22.028,3.733,3.175,3.519,3.519,36.428,4.06,1.764,1.764,4,0.147,146.0,3,3,1.538,2.431,24710.0,13650.0,2.384,1.371,0.236,1.41,1.41,287.149,7.647,162.977,100.57,14893.0,29,4.907,15.046,13.742,1.632,0.94,2.701,4.075,2.876,0.387,2.654,3.951,51.0,0.502,2,21.424,1.766,3.494,3.86,0,2.417,3.824,15.28,3.271,12.169,1.677,1.677
5.4,28.75,0,81.967,3.088,5.798,0.0,112.88,15.5,0.77,162.708,0,1.761,3.322,3.194,14.939,3.233,2.576,0.304,0.304,21.37,3.741,1.192,1.192,1,0.325,47.0,3,3,1.091,2.046,6415.0,2995.0,1.027,0.113,0.466,0.142,0.142,156.728,3.997,84.311,80.741,2944.0,11,3.585,15.547,7.94,0.8,1.201,2.191,3.722,1.801,1.045,1.806,3.466,31.0,-0.747,3,14.439,1.567,3.221,3.408,0,1.276,2.703,14.7,2.778,7.286,0.821,0.821
5.4,28.0,0,51.337,2.575,5.706,75.878,57.78,16.0,1.335,145.583,0,1.595,3.322,3.25,13.742,3.282,2.5,1.128,1.128,17.631,3.933,1.072,1.072,1,0.236,59.0,2,2,0.649,2.836,6345.0,3401.0,1.436,0.451,0.368,0.468,0.468,133.33,5.142,82.907,85.198,3544.0,17,4.17,9.121,7.257,1.0,0.393,2.044,3.912,1.951,0.647,2.0,3.434,30.0,-1.0,0,13.242,1.0,2.786,3.535,0,1.5,3.229,11.333,2.785,5.754,1.0,1.0
5.4,26.25,0,34.796,2.394,5.113,0.0,73.39,14.5,1.396,122.474,0,1.356,3.17,3.387,13.433,3.39,2.163,1.372,1.372,15.701,3.823,0.95,0.95,3,0.249,56.0,2,2,0.618,3.082,5618.0,3284.0,1.496,0.529,0.383,0.618,0.618,133.582,5.015,82.393,76.524,3362.0,16,4.087,7.215,7.309,0.635,0.341,1.859,3.808,2.118,0.698,1.624,3.401,29.0,-1.27,3,13.079,0.818,2.509,3.485,0,1.007,3.201,11.409,2.711,6.236,0.691,0.691
5.6,35.5,0,67.742,2.975,6.721,114.45,112.33,19.5,1.917,176.038,0,2.193,3.585,3.74,18.984,3.703,2.656,2.275,2.275,26.598,4.0,1.503,1.503,6,0.211,105.0,3,3,1.211,5.259,14126.0,7864.0,2.109,1.105,0.335,1.116,1.116,211.159,6.729,128.583,87.211,7901.0,19,4.322,12.295,9.587,1.157,1.012,2.486,4.01,2.5,0.566,2.164,3.689,39.0,-0.087,5,18.734,1.272,3.224,3.793,0,1.723,3.652,13.234,3.206,8.513,1.183,1.183
5.9,40.5,2,148.199,3.169,7.942,121.988,95.83,23.0,1.944,235.279,1,2.385,3.7,3.768,20.673,3.769,2.953,3.601,3.601,28.712,3.953,1.751,1.751,9,0.17,126.0,5,5,1.428,5.636,17717.0,10188.0,2.264,1.248,0.273,1.303,1.303,215.695,7.199,142.501,152.634,10800.0,23,4.585,18.955,10.825,1.439,2.467,2.691,3.919,2.719,0.45,2.461,3.784,43.0,0.18,10,19.673,1.539,3.475,3.83,1,2.144,3.726,24.276,3.325,9.475,1.474,1.474
6.6,46.75,0,57.585,3.332,9.619,159.659,73.49,23.0,2.367,220.657,0,2.481,3.7,3.82,23.493,3.828,3.232,5.194,5.194,39.947,4.006,2.073,2.073,4,0.143,183.0,2,2,2.126,2.893,33688.0,19946.0,2.787,1.685,0.23,1.831,1.831,251.127,8.442,198.391,150.767,21341.0,23,4.585,34.471,12.801,1.763,0.176,3.015,3.969,3.203,0.381,2.802,3.97,52.0,0.939,4,25.233,2.575,3.462,3.875,0,2.465,4.001,50.483,3.223,10.718,1.879,1.879
6.2,32.0,1,49.07,2.82,6.673,0.0,93.35,19.0,1.595,167.325,0,1.942,3.459,3.501,15.949,3.525,2.579,1.014,1.014,23.396,3.923,1.333,1.333,2,0.261,77.0,3,3,1.058,2.655,9247.0,5007.0,1.47,0.482,0.413,0.504,0.504,127.588,5.992,102.791,106.673,4971.0,15,4.0,12.962,7.427,1.0,1.024,2.331,3.897,2.5,0.703,2.0,3.526,33.0,-0.684,5,15.949,1.644,2.92,3.612,0,1.5,3.461,12.805,2.82,5.313,1.0,1.0
6.9,50.25,1,104.144,3.507,9.857,157.782,135.33,27.5,2.4,269.981,1,2.849,3.954,3.801,24.717,3.804,3.311,4.896,4.896,39.634,3.97,2.149,2.149,4,0.136,187.0,4,4,1.879,5.681,32432.0,19531.0,2.703,1.626,0.221,1.756,1.756,259.967,8.871,193.016,167.222,20903.0,28,4.858,23.439,13.661,1.8,1.52,3.091,3.932,3.182,0.352,2.845,3.998,53.5,0.85,8,24.363,2.241,3.594,3.859,1,2.594,4.086,29.144,3.403,12.287,1.894,1.894
5.4,34.0,0,34.796,2.57,7.091,0.0,62.22,19.5,1.778,174.577,0,1.593,3.459,3.638,16.778,3.644,2.5,2.275,2.275,24.285,3.947,1.157,1.157,4,0.209,92.0,2,2,1.0,2.86,10844.0,6544.0,2.0,1.0,0.332,1.0,1.0,144.875,6.366,115.532,121.686,6792.0,19,4.322,8.463,8.453,1.0,0.214,2.129,3.916,2.5,0.561,2.0,3.611,36.0,-0.703,5,16.778,1.129,2.882,3.685,0,1.5,3.562,11.475,2.687,6.759,1.0,1.0
5.8,27.25,0,49.683,2.543,5.429,68.146,84.22,15.5,1.175,140.033,0,1.5,3.322,3.298,12.889,3.309,2.5,1.389,1.389,17.596,3.859,1.0,1.0,1,0.276,51.0,2,2,0.608,0.0,5949.0,3023.0,1.41,0.451,0.414,0.517,0.517,152.564,4.575,80.946,72.255,3046.0,17,4.17,4.452,7.522,0.933,0.393,2.0,3.839,1.985,0.814,1.958,3.434,30.0,-1.009,1,13.405,1.0,2.948,3.469,0,1.466,3.038,3.014,2.687,6.409,1.0,1.0
6.9,30.75,0,135.387,2.683,5.734,0.0,118.95,14.5,1.462,219.362,0,1.738,3.0,3.64,17.811,3.66,2.642,2.718,2.718,22.213,3.934,1.414,1.414,5,0.231,86.0,6,6,1.407,6.481,10395.0,6664.0,2.182,1.18,0.357,1.185,1.185,159.374,5.908,120.143,53.208,6797.0,13,3.807,25.341,8.612,1.372,3.49,2.405,3.886,2.433,0.648,2.386,3.555,34.0,-0.193,0,17.811,1.447,3.044,3.708,0,1.68,3.401,44.488,3.01,7.121,1.414,1.414
5.4,38.75,0,51.582,2.871,8.025,102.957,57.78,22.0,1.556,194.511,0,2.035,3.7,3.745,16.355,3.743,2.825,3.129,3.129,29.202,3.954,1.414,1.414,3,0.193,97.0,2,2,1.341,2.565,14094.0,7714.0,2.266,1.241,0.302,1.288,1.288,182.921,6.166,126.83,132.167,8170.0,23,4.585,9.723,8.992,1.306,0.251,2.386,3.933,2.76,0.533,2.323,3.738,41.0,-0.064,4,18.096,1.66,3.218,3.753,0,1.973,3.495,12.115,2.873,7.646,1.353,1.353
