pXC50,nAB,nDB,nBM,Se,nSK,Si,Sv,nAT,nCsp2,nHet,nBT,MW,nBO,nO,SCBO
9.222,6,4,10,58.603,30,65.073,34.291,57,8,12,58,445.55,31,8,38.0
8.409,12,5,17,56.913,32,62.162,35.425,55,13,13,57,485.59,34,8,45.0
6.862,6,3,9,33.218,18,36.455,19.965,32,7,8,32,274.33,18,5,24.0
6.996,12,5,17,79.981,40,89.484,47.639,79,13,13,81,597.83,42,8,53.0
7.886,5,6,11,73.225,36,82.976,42.022,72,7,15,72,528.72,36,6,44.5
5.672,12,2,14,48.996,28,53.874,31.825,48,14,8,50,423.32,30,4,38.0
7.658,5,6,11,78.505,40,88.247,45.391,76,7,18,76,615.79,40,6,48.5
6.939,5,6,11,79.992,39,90.806,46.076,79,7,15,80,568.79,40,6,48.5
5.672,12,2,14,47.567,26,53.069,29.665,47,13,7,49,355.43,28,4,36.0
7.886,5,6,11,70.341,35,79.56,40.495,69,7,15,69,514.69,35,6,43.5
6.845,11,6,17,89.836,45,101.556,53.317,89,12,16,91,664.95,47,6,58.5
5.672,17,2,19,68.087,36,76.644,42.32,68,17,8,72,488.64,40,4,50.5
5.672,12,2,14,46.24,25,51.86,28.95,46,13,6,48,339.43,27,3,35.0
7.26,5,6,11,77.109,38,87.391,44.549,76,7,15,77,554.76,39,6,47.5
7.319,5,6,11,76.967,37,87.228,44.242,76,7,15,76,561.82,37,6,45.5
4.495,12,1,13,35.593,22,37.957,23.164,34,13,7,36,304.27,24,7,31.0
7.959,11,6,17,74.341,39,83.56,44.495,73,13,15,74,562.73,40,6,51.5
5.672,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
8.398,18,3,21,60.16,35,66.53,40.378,60,20,8,64,503.69,39,3,51.0
7.328,18,5,23,65.142,38,71.412,42.729,64,21,9,68,535.63,42,6,56.0
8.721,12,4,16,54.727,31,60.116,34.018,53,13,12,55,450.52,33,7,43.0
8.523,12,4,16,55.509,31,61.033,34.523,54,14,11,56,449.53,33,7,43.0
8.301,6,4,10,58.269,30,65.235,34.378,57,8,12,59,441.57,32,6,39.0
7.77,11,4,15,49.811,29,54.494,31.458,48,10,13,50,441.54,31,6,40.5
7.523,12,6,18,57.851,35,63.349,39.206,57,20,9,61,508.03,39,4,51.0
7.62,18,3,21,62.291,36,68.97,41.545,62,20,8,66,520.09,40,3,52.0
5.602,18,3,21,59.302,32,65.863,37.631,59,19,7,61,453.6,34,5,46.0
7.0,17,3,20,52.854,32,58.444,35.147,52,16,10,56,448.55,36,3,47.5
5.672,17,3,20,65.185,38,72.042,41.131,63,18,12,66,530.55,41,5,52.5
7.051,5,6,11,83.734,40,95.058,48.295,83,7,15,84,601.89,41,6,49.5
8.523,18,3,21,56.523,34,62.139,38.491,56,20,8,60,492.03,38,3,50.0
7.796,12,6,18,61.487,36,67.74,41.092,61,20,9,65,519.69,40,4,52.0
5.222,12,3,15,46.465,26,51.571,29.643,46,15,6,48,352.42,28,4,37.0
8.222,28,3,31,61.393,38,67.278,41.104,60,24,12,64,530.61,42,5,59.0
8.638,6,4,10,54.393,28,60.448,32.05,53,8,11,54,415.52,29,7,36.0
6.192,17,2,19,55.843,33,61.721,37.007,55,17,10,59,484.02,37,3,47.5
7.886,18,3,21,62.298,36,68.598,41.744,62,21,7,66,520.08,40,4,52.0
8.959,12,3,15,52.872,31,58.02,32.8,50,13,12,51,466.47,32,4,41.0
7.62,18,3,22,57.418,35,63.278,39.158,57,20,8,61,482.6,39,3,53.0
7.678,6,3,9,68.181,32,77.683,39.088,68,9,9,69,448.63,33,5,39.0
8.745,6,4,10,56.949,29,63.654,33.862,56,8,10,58,425.56,31,6,38.0
6.291,18,5,23,59.178,36,64.558,39.921,58,20,10,62,524.03,40,5,54.0
5.672,17,2,19,58.436,32,65.398,36.74,58,17,8,61,434.54,35,4,45.5
5.672,22,3,25,67.974,39,75.232,43.696,67,22,10,71,528.61,43,6,57.0
8.301,18,4,22,57.418,32,63.448,37.104,57,20,7,59,451.58,34,5,47.0
8.444,6,5,11,49.484,26,54.454,29.689,48,7,11,49,406.53,27,7,35.0
5.672,17,3,20,69.414,37,77.853,43.035,69,18,9,72,504.64,40,5,51.5
5.672,12,2,14,48.349,26,53.986,30.17,48,14,6,50,354.44,28,4,36.0
5.781,17,3,20,67.531,37,75.438,42.508,67,18,9,71,502.62,41,5,52.5
7.409,12,4,16,54.105,30,59.903,33.621,53,14,9,55,413.47,32,6,42.0
6.824,18,3,21,57.974,31,64.654,36.916,58,19,6,60,437.6,33,4,45.0
6.333,22,3,25,67.974,39,75.232,43.696,67,22,10,71,528.61,43,6,57.0
5.672,17,2,19,53.451,30,59.485,34.191,53,17,7,56,405.49,33,4,43.5
8.699,23,3,26,59.392,37,64.633,39.243,57,22,12,60,531.55,40,5,54.5
8.046,22,3,25,53.734,33,58.574,35.27,52,18,12,55,469.52,36,6,50.0
5.672,17,3,20,61.763,35,68.607,39.454,61,18,9,65,474.56,39,5,50.5
7.215,21,3,24,50.618,30,55.411,34.017,50,19,8,53,440.58,33,4,46.5
5.0,22,4,26,52.869,32,57.7,35.545,52,22,8,55,448.53,35,5,50.0
7.921,17,4,21,71.196,38,79.77,44.54,71,20,8,74,515.66,41,5,53.5
7.495,27,3,30,56.182,35,61.654,37.862,55,22,11,59,488.57,39,4,55.5
7.155,11,4,15,70.298,36,79.268,42.562,70,14,9,73,494.65,39,5,48.5
7.523,18,3,21,48.542,28,53.491,31.83,48,19,7,50,396.5,30,4,42.0
6.097,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
8.387,27,3,30,56.411,36,61.495,38.887,55,22,12,59,567.46,40,4,56.5
7.618,12,2,14,64.934,35,72.224,39.307,63,13,12,65,516.5,37,6,45.0
8.097,23,3,26,66.505,37,73.86,42.674,66,22,9,69,519.67,40,5,54.5
6.0,23,3,26,57.283,36,62.507,38.023,55,21,12,58,516.54,39,4,53.5
6.137,12,3,15,38.774,22,42.661,24.777,38,13,7,39,320.4,23,4,32.0
6.097,12,2,14,51.047,28,56.674,31.719,50,13,9,52,408.4,30,5,38.0
7.77,27,3,30,60.393,37,66.278,40.104,59,22,12,63,518.6,41,5,57.5
7.848,12,2,14,60.512,31,67.79,36.63,60,13,9,62,448.5,33,6,41.0
7.056,17,4,21,72.196,39,80.77,45.54,72,20,8,76,527.67,43,5,55.5
8.434,12,2,14,52.072,30,57.354,32.485,50,13,11,52,444.38,32,5,40.0
5.921,12,3,16,47.323,26,52.408,30.336,47,13,6,48,371.49,27,4,38.0
6.237,23,3,26,52.08,32,57.156,34.841,51,20,10,54,449.53,35,4,49.5
5.879,23,3,26,67.498,38,75.232,43.475,67,20,10,71,531.69,42,4,56.5
6.097,12,2,14,57.84,32,64.184,35.539,56,13,11,58,472.44,34,5,42.0
8.699,23,3,26,58.4,35,63.906,38.303,57,21,11,60,494.57,38,6,52.5
7.066,23,3,26,54.963,33,60.571,36.368,54,20,10,57,463.56,36,4,50.5
6.076,18,4,22,50.869,30,55.7,33.545,50,20,8,52,424.51,32,5,45.0
7.398,12,3,15,46.651,25,51.617,29.051,46,13,7,47,363.47,26,5,35.0
6.996,17,4,21,65.429,36,72.94,41.487,65,20,8,68,487.6,39,5,51.5
6.237,12,4,16,76.392,38,86.308,45.33,76,16,10,77,526.7,39,6,49.0
7.824,17,4,21,68.825,38,76.694,43.397,68,20,9,71,519.62,41,5,53.5
5.959,22,3,25,54.753,32,60.116,36.072,54,21,8,57,450.55,35,5,49.0
7.523,16,4,20,67.069,37,75.102,41.519,66,15,12,69,507.61,40,5,52.0
8.319,12,7,19,77.498,43,85.98,48.201,76,19,13,79,591.68,46,8,59.0
6.225,16,3,19,44.709,27,49.08,28.697,43,13,11,45,393.44,29,4,40.0
7.638,21,5,27,52.607,34,56.498,36.415,51,19,11,54,495.57,37,6,54.5
8.174,17,6,23,74.145,41,82.192,46.651,73,20,12,76,580.72,44,7,58.5
5.0,22,4,26,54.971,33,60.199,36.566,54,22,9,57,463.55,36,5,51.0
7.161,11,5,16,68.741,36,77.062,41.75,68,15,10,70,496.62,38,6,48.5
6.745,22,3,25,50.542,30,55.491,33.83,50,21,7,53,420.52,33,4,47.0
6.097,18,3,21,46.44,27,50.993,30.809,46,19,6,48,381.48,29,4,41.0
7.229,12,5,17,72.625,38,81.478,44.276,72,17,10,74,522.66,40,6,51.0
7.854,17,5,22,75.625,41,84.478,47.276,75,21,10,78,558.69,44,6,57.5
8.42,17,5,22,79.836,43,89.102,49.518,79,21,11,82,588.72,46,7,59.5
7.086,11,4,15,61.429,32,68.94,37.487,61,14,8,63,439.56,34,5,43.5
8.347,18,5,23,82.392,44,92.308,51.33,82,23,10,85,598.76,47,6,61.0
8.131,17,5,22,82.72,44,92.517,51.045,82,21,11,85,602.75,47,7,60.5
8.678,12,5,17,82.603,42,92.933,49.572,82,17,11,84,580.75,44,7,55.0
9.0,6,3,9,60.64,29,68.564,34.728,60,9,9,60,409.54,29,6,35.0
6.672,12,3,15,59.654,31,66.651,36.18,59,15,8,60,428.53,32,6,41.0
7.848,12,2,14,60.512,31,67.79,36.63,60,13,9,62,448.5,33,6,41.0
8.398,29,3,32,66.84,40,73.527,44.641,66,27,10,70,554.67,44,5,61.5
6.398,18,4,22,55.316,31,60.949,36.083,55,20,6,57,436.56,33,5,46.0
9.0,18,3,21,74.407,39,83.395,45.782,74,21,9,76,533.68,41,6,53.0
5.046,6,3,9,37.8,20,42.239,22.611,37,9,7,37,279.33,20,4,26.0
8.398,6,4,10,76.821,37,87.016,44.066,76,10,12,77,521.69,38,7,45.0
7.488,12,2,14,43.996,23,49.501,27.379,44,13,6,45,332.37,24,3,32.0
4.854,6,3,9,37.8,20,42.239,22.611,37,9,7,37,279.33,20,4,26.0
10.097,18,2,20,57.418,32,63.75,36.862,57,19,8,60,452.48,35,5,46.0
8.155,16,3,19,57.058,31,63.611,35.136,56,13,11,58,447.57,33,5,44.0
5.387,12,3,15,45.313,26,49.495,28.733,44,13,9,46,378.44,28,6,37.0
6.616,6,2,8,37.254,19,41.946,22.402,37,8,5,38,262.34,20,3,25.0
8.699,22,3,25,53.484,33,58.285,35.743,52,18,12,55,485.59,36,5,50.0
7.538,12,2,14,51.232,27,57.401,31.697,51,14,6,53,368.47,29,4,37.0
6.316,12,2,14,51.56,29,57.014,32.102,50,13,10,52,426.39,31,5,39.0
7.523,18,3,21,57.963,33,63.74,37.313,57,19,9,60,468.57,36,6,48.0
7.398,12,4,16,54.105,30,59.903,33.621,53,14,9,55,413.47,32,6,42.0
7.959,6,3,9,45.349,23,50.986,27.17,45,10,6,46,318.41,24,4,30.0
5.678,17,3,20,72.156,37,81.105,44.254,72,16,9,75,525.73,40,5,51.5
5.678,17,3,20,63.505,34,70.86,39.674,63,16,9,66,483.64,37,5,48.5
8.921,12,5,17,49.782,31,53.867,32.755,48,17,10,51,423.41,34,7,45.0
5.672,17,3,20,74.072,39,83.557,45.868,74,18,9,78,529.7,43,4,54.5
7.959,23,3,26,59.392,37,64.633,39.243,57,22,12,60,531.55,40,5,54.5
4.0,6,3,9,33.018,18,36.744,21.326,33,10,4,34,261.37,19,2,25.0
4.0,6,2,8,25.247,15,27.648,17.385,25,9,4,26,239.74,16,1,21.0
5.678,17,3,20,56.963,32,62.74,36.313,56,16,9,59,456.56,35,6,46.5
8.143,12,4,16,49.011,29,53.864,31.853,48,16,8,51,393.43,32,5,42.0
8.097,23,3,26,55.2,34,60.04,37.592,54,22,10,57,542.44,37,5,51.5
4.0,6,2,8,27.807,15,31.119,18.084,28,9,3,29,219.33,16,1,21.0
5.678,17,3,20,63.505,34,70.86,39.674,63,16,9,66,483.64,37,5,48.5
7.796,18,4,22,70.043,38,77.694,43.63,69,20,11,71,541.68,40,7,53.0
7.886,12,3,15,54.52,28,60.946,33.126,54,13,8,55,406.55,29,5,38.0
6.613,16,3,20,49.633,30,54.076,32.249,48,13,11,50,430.48,32,6,45.0
5.678,17,4,21,65.832,36,73.069,41.388,65,17,10,68,511.65,39,6,51.5
7.096,12,2,14,46.836,26,52.05,29.477,46,13,8,48,378.37,28,4,36.0
8.297,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
5.678,17,3,20,72.156,37,81.105,44.254,72,16,9,75,525.73,40,5,51.5
4.056,6,3,9,30.364,18,33.17,20.824,30,10,5,31,326.23,19,2,25.0
5.672,17,3,20,59.654,34,66.481,38.234,59,18,9,63,459.55,38,4,49.5
5.678,17,3,20,75.04,38,84.52,45.781,75,16,9,78,539.76,41,5,52.5
4.092,12,3,15,39.902,23,44.159,26.853,40,16,4,42,323.44,25,2,34.0
5.678,17,3,21,62.622,35,69.444,40.147,62,16,9,65,493.63,38,5,51.5
4.0,6,4,10,34.018,19,37.744,22.326,34,12,4,35,273.38,20,2,27.0
7.285,12,2,14,46.836,26,52.05,29.477,46,13,8,48,378.37,28,4,36.0
7.228,11,2,13,43.516,24,48.215,27.754,43,11,8,45,366.41,26,4,33.5
5.678,17,3,20,60.622,33,67.444,38.147,60,16,9,63,469.61,36,5,47.5
7.493,12,2,14,46.836,26,52.05,29.477,46,13,8,48,378.37,28,4,36.0
4.187,6,2,9,30.058,17,33.408,19.612,30,9,3,31,227.28,18,2,25.0
5.678,17,3,20,58.52,32,64.946,37.125,58,16,8,61,454.59,35,5,46.5
5.678,17,3,20,66.389,35,74.275,41.2,66,16,9,69,497.67,38,5,49.5
5.672,17,4,21,73.516,40,82.351,46.056,73,19,10,77,543.68,44,5,56.5
5.672,17,4,21,74.843,41,83.561,46.771,74,19,11,78,559.68,45,6,57.5
8.284,12,3,15,62.058,33,69.082,37.84,61,14,11,63,477.5,35,7,44.0
4.398,6,3,9,31.942,17,35.824,20.139,32,11,3,33,229.3,18,2,24.0
5.678,17,3,20,64.287,34,71.776,40.179,64,16,8,67,482.65,37,5,48.5
8.276,12,3,15,50.953,30,54.924,33.135,49,13,11,51,476.36,32,7,41.0
8.297,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
4.301,12,3,15,40.698,24,44.741,26.59,40,15,6,42,324.36,26,4,35.0
5.699,12,3,15,48.894,27,54.279,30.379,48,15,8,49,371.43,28,5,37.0
5.398,6,3,9,44.894,23,50.279,26.379,44,9,8,44,323.39,23,5,29.0
6.157,12,3,15,39.371,23,43.531,25.875,39,15,5,41,308.36,25,3,34.0
7.228,11,2,13,43.516,24,48.215,27.754,43,11,8,45,366.41,26,4,33.5
5.125,12,4,16,70.625,36,79.478,42.276,70,16,10,71,498.64,37,6,47.0
5.26,6,3,9,46.451,23,52.485,27.191,46,9,7,46,321.42,23,4,29.0
5.495,12,3,15,54.662,29,61.109,33.433,54,15,8,55,399.49,30,5,39.0
8.04,12,2,14,56.302,29,63.165,34.389,56,13,8,58,418.47,31,5,39.0
8.197,12,2,14,57.629,30,64.374,35.104,57,13,9,59,434.47,32,6,40.0
6.046,12,3,15,47.567,26,53.069,29.665,47,15,7,48,355.43,27,4,36.0
5.345,12,3,15,53.738,28,60.029,32.62,53,13,9,54,407.54,29,5,38.0
5.481,11,2,13,33.487,19,37.116,21.348,33,12,5,34,258.3,20,3,27.5
6.222,12,4,16,54.105,30,59.903,33.621,53,16,9,54,413.47,31,6,41.0
8.222,23,3,26,63.622,36,70.444,41.147,63,22,9,66,505.64,39,5,53.5
8.197,12,2,14,57.629,30,64.374,35.104,57,13,9,59,434.47,32,6,40.0
7.678,6,3,10,43.062,24,47.205,27.205,42,7,9,43,370.49,25,5,33.0
9.0,12,3,15,57.665,32,64.24,36.765,57,15,9,60,501.42,35,4,44.0
6.656,6,4,11,60.051,31,67.152,35.883,59,8,11,60,452.59,32,6,41.0
5.672,17,3,20,76.956,40,86.972,47.395,77,18,9,81,543.73,44,4,55.5
6.556,12,2,14,45.542,25,50.793,28.588,45,12,8,47,361.37,27,4,35.0
7.854,12,3,15,56.883,32,63.323,36.259,56,15,10,59,502.41,35,4,44.0
5.672,23,3,26,72.305,41,80.727,46.815,72,24,9,77,549.68,46,4,60.5
6.26,18,3,21,70.094,39,78.209,46.23,70,21,10,74,607.63,43,4,55.0
8.182,12,2,14,60.185,31,67.58,36.916,60,13,8,63,444.51,34,5,42.0
5.672,17,3,20,60.436,34,67.398,38.74,60,18,8,64,458.56,38,4,49.5
9.509,18,2,20,56.091,31,62.54,36.147,56,19,7,59,436.48,34,4,45.0
7.244,18,5,23,61.654,38,67.326,41.162,60,21,12,64,580.43,42,6,56.0
7.149,6,4,11,50.625,28,55.618,30.996,49,8,11,50,411.48,29,7,38.0
8.0,18,3,21,58.851,36,64.545,40.555,58,21,10,62,661.32,40,4,52.0
5.69,23,3,26,78.072,43,87.557,49.868,78,24,9,83,577.74,48,4,62.5
5.672,12,3,15,40.698,24,44.741,26.59,40,15,6,42,324.36,26,4,35.0
5.0,12,1,14,44.44,25,48.993,28.809,44,13,6,45,357.46,26,4,35.0
6.947,6,3,9,51.007,26,57.69,31.003,51,10,6,54,355.48,29,3,35.0
5.0,12,1,14,40.229,23,44.368,26.567,40,13,5,41,327.43,24,3,33.0
6.481,12,3,15,44.636,26,48.439,28.561,43,13,10,44,400.87,27,6,36.0
7.745,12,3,16,54.636,30,60.531,34.599,54,13,8,56,428.55,32,5,43.0
5.301,6,5,11,56.763,30,63.607,34.454,56,10,9,59,414.51,33,5,41.0
5.0,6,4,11,52.963,28,58.74,32.314,52,8,9,53,408.52,29,6,38.0
7.229,12,3,15,45.138,25,49.681,28.358,44,12,9,45,387.4,26,5,35.0
5.0,6,3,10,47.753,25,53.116,29.072,47,7,8,48,366.48,26,5,34.0
5.0,6,3,10,46.978,25,51.827,28.765,46,7,8,47,367.46,26,6,34.0
6.924,6,3,9,45.534,22,51.033,26.577,45,7,7,45,329.46,22,5,28.0
7.114,6,3,9,48.123,25,54.275,29.477,48,10,6,51,341.45,28,3,34.0
5.602,6,3,10,50.418,25,56.448,30.104,50,7,7,50,367.51,25,5,33.0
7.678,12,3,15,44.949,25,49.285,28.802,44,12,9,45,403.85,26,5,35.0
5.658,6,3,9,37.429,20,41.079,22.206,36,7,9,36,304.36,20,6,26.0
9.222,18,3,22,57.189,37,61.636,39.2,55,21,10,58,525.53,40,5,54.0
6.719,12,4,17,59.065,33,65.239,37.335,58,13,10,60,471.58,35,6,47.0
4.999,18,2,21,48.331,29,53.12,32.796,48,20,4,50,386.44,31,3,44.0
6.042,12,4,17,62.731,34,69.571,39.367,62,14,9,64,484.62,36,6,48.0
8.699,28,3,31,61.149,38,66.617,41.775,60,25,11,64,546.67,42,5,59.0
8.699,17,3,20,45.433,28,49.21,30.538,44,16,10,46,466.34,30,5,41.5
5.0,12,3,15,40.662,23,44.438,26.615,40,13,6,41,352.86,24,4,33.0
7.276,18,5,23,52.607,33,56.751,35.622,51,21,9,54,467.5,36,6,50.0
9.097,18,3,22,57.207,34,62.823,38.862,57,21,6,60,469.59,37,4,51.0
5.47,12,2,15,50.585,27,56.611,32.466,51,14,3,53,360.48,29,3,39.0
5.673,18,5,23,55.302,34,59.771,37.593,54,21,9,57,497.98,37,6,51.0
5.672,17,3,20,51.189,30,56.282,33.061,50,16,10,53,428.51,33,5,44.5
6.943,18,5,23,55.302,34,59.771,37.593,54,21,9,57,497.98,37,6,51.0
7.721,6,5,12,63.018,32,70.115,37.796,62,7,11,63,486.67,33,7,43.0
6.228,6,4,11,52.963,28,58.74,32.314,52,8,9,53,408.52,29,6,38.0
5.672,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
8.301,17,4,21,49.087,29,53.784,32.04,48,18,9,50,413.49,31,5,43.5
5.672,17,3,20,69.414,37,77.853,43.035,69,18,9,72,504.64,40,5,51.5
5.18,6,4,10,63.414,31,71.853,37.035,63,10,9,64,432.58,32,5,39.0
6.6,11,4,16,53.374,31,58.328,34.468,52,12,11,54,463.58,33,6,44.5
8.699,22,3,25,54.509,33,59.863,35.577,53,18,12,56,468.54,36,5,50.0
5.672,17,3,20,66.531,36,74.438,41.508,66,18,9,69,490.61,39,5,50.5
8.854,18,5,23,54.52,34,58.854,37.087,53,21,10,56,498.97,37,6,51.0
5.672,17,4,21,73.701,39,82.398,45.463,73,17,11,76,554.73,42,6,54.5
4.523,30,8,38,115.81,64,127.896,73.154,114,34,18,118,915.14,68,12,91.0
7.921,6,3,10,48.829,26,54.036,30.259,48,7,9,49,398.55,27,5,35.0
8.796,18,5,23,60.745,35,66.657,39.819,60,21,8,63,491.6,38,6,52.0
8.699,23,3,26,54.418,34,59.123,37.086,53,21,11,56,543.43,37,5,51.5
5.0,12,4,17,59.847,33,66.155,37.84,59,14,9,61,470.59,35,6,47.0
6.83,12,3,16,57.52,31,63.946,36.125,57,13,8,59,442.58,33,5,44.0
5.301,6,2,8,54.992,27,62.604,32.552,55,8,7,58,372.52,30,3,35.0
5.672,17,4,21,55.073,32,60.697,35.588,54,17,10,57,454.55,35,5,47.5
6.184,12,1,14,35.487,21,39.116,23.348,35,13,5,36,282.32,22,3,31.0
6.544,6,3,9,51.847,25,58.155,29.84,51,7,9,51,374.51,25,6,31.0
4.0,5,3,8,54.723,26,61.943,31.168,54,3,10,55,388.55,27,5,32.5
5.672,17,4,21,72.734,40,81.434,45.551,72,19,11,76,544.67,44,5,56.5
5.672,17,3,20,60.436,34,67.398,38.74,60,18,8,64,458.56,38,4,49.5
7.42,16,5,21,59.436,33,66.398,37.74,59,21,8,61,446.55,35,4,48.0
5.876,12,3,15,54.512,28,61.318,32.927,54,12,9,55,406.56,29,4,38.0
5.672,17,3,20,50.785,30,56.152,33.159,50,18,8,53,404.46,33,4,44.5
7.161,12,3,15,54.589,29,60.667,34.442,54,13,9,55,532.44,30,5,39.0
5.699,17,2,19,65.76,34,74.434,40.605,66,17,7,69,460.63,37,3,47.5
8.155,12,3,15,54.251,29,60.369,33.003,53,12,10,54,425.53,30,5,39.0
6.987,12,3,15,51.083,28,56.456,32.119,50,12,10,51,472.4,29,5,38.0
4.456,12,3,15,48.982,27,53.957,31.097,48,12,9,49,457.38,28,5,37.0
6.747,17,3,20,60.436,34,67.398,38.74,60,18,8,64,458.56,38,4,49.5
5.672,17,3,20,63.32,35,70.813,40.266,63,18,8,67,472.59,39,4,50.5
4.0,12,3,15,45.054,25,49.831,28.214,44,12,8,45,366.45,26,4,35.0
6.551,12,3,15,47.938,26,53.246,29.74,47,13,8,48,380.48,27,4,36.0
6.086,12,3,15,45.836,25,50.748,28.719,45,13,7,46,365.46,26,4,35.0
5.672,17,3,20,53.669,31,59.568,34.686,53,18,8,56,418.49,34,4,45.5
4.824,23,4,27,78.701,45,87.807,49.298,77,22,16,80,616.71,48,6,63.5
8.721,12,3,15,58.949,31,65.654,35.862,58,13,10,60,449.58,33,6,42.0
8.328,12,3,15,44.636,26,48.439,28.561,43,13,10,44,400.87,27,6,36.0
7.509,12,3,15,56.622,29,63.444,34.147,56,13,9,57,421.57,30,5,39.0
8.77,12,3,15,60.505,31,67.86,36.674,60,13,9,62,447.61,33,5,42.0
7.638,12,3,15,51.083,28,56.456,32.119,50,12,10,51,472.4,29,5,38.0
4.174,6,4,10,30.04,20,32.222,19.95,28,12,7,29,283.22,21,3,28.0
5.159,12,3,15,48.982,27,53.957,31.097,48,12,9,49,457.38,28,5,37.0
6.391,12,3,15,65.498,33,73.401,39.421,65,13,9,67,476.65,35,6,44.0
8.721,12,3,15,63.371,35,70.088,38.538,61,13,13,63,517.58,37,6,46.0
4.174,5,4,9,22.811,15,24.292,15.933,22,10,5,23,221.25,16,3,22.5
4.301,6,4,10,29.014,18,31.542,19.183,28,12,5,29,247.24,19,3,26.0
8.959,12,3,15,66.254,36,73.503,40.065,64,13,13,66,531.61,38,6,47.0
4.161,6,4,10,28.502,17,31.203,18.8,28,12,4,29,229.25,18,3,25.0
4.071,6,4,10,29.527,19,31.882,19.566,28,12,6,29,265.23,20,3,27.0
7.108,6,4,10,67.145,34,75.192,39.651,66,8,12,69,496.65,37,7,44.0
8.886,18,3,21,58.251,33,64.369,37.003,57,19,10,59,473.57,35,5,47.0
7.699,18,3,21,58.062,33,63.973,37.448,57,19,10,59,490.02,35,5,47.0
4.149,6,4,10,29.527,19,31.882,19.566,28,12,6,29,265.23,20,3,27.0
4.092,6,4,10,28.825,18,31.147,19.627,28,12,5,29,263.69,19,3,26.0
4.022,12,1,13,32.462,19,35.538,21.514,32,12,5,33,275.35,20,3,27.0
4.046,11,1,12,22.56,15,24.003,16.406,22,10,5,23,237.32,16,2,22.5
7.638,18,3,21,59.84,33,66.527,37.641,59,18,10,61,470.6,35,5,47.0
8.149,18,3,21,60.622,33,67.444,38.147,60,19,9,62,469.61,35,5,47.0
4.046,17,3,20,77.923,39,87.936,47.308,78,16,9,81,553.79,42,5,53.5
9.337,12,3,15,62.156,33,69.013,38.216,61,13,11,63,498.05,35,6,44.0
7.167,18,3,21,70.81,39,78.709,43.877,69,19,12,71,565.67,41,5,53.0
8.538,12,3,15,60.487,34,66.673,37.012,58,13,13,60,503.55,36,6,45.0
8.824,18,3,21,63.505,34,70.86,39.674,63,19,9,65,483.64,36,5,48.0
9.268,18,3,21,63.505,34,70.86,39.674,63,19,9,65,483.64,36,5,48.0
5.672,17,2,19,62.872,35,69.734,39.675,62,17,9,66,477.56,39,6,49.5
9.208,18,3,21,61.949,34,68.654,38.862,61,19,10,63,485.61,36,6,48.0
6.921,12,3,15,58.527,34,64.338,36.298,56,15,12,58,481.47,36,6,45.0
7.347,16,4,20,61.32,33,68.813,38.266,61,19,8,63,448.57,35,4,47.0
5.699,17,3,20,68.087,36,76.644,42.32,68,18,8,71,488.64,39,4,50.5
5.699,17,2,19,55.007,30,61.69,35.003,55,17,6,58,403.52,33,3,43.5
5.84,17,2,19,64.429,35,71.94,40.487,64,17,8,68,475.59,39,5,49.5
8.26,12,3,15,50.08,27,55.325,30.787,49,13,9,50,394.49,28,6,37.0
5.672,17,2,19,57.36,33,63.579,36.485,56,17,9,59,455.5,36,4,46.5
6.169,6,5,11,57.622,30,64.444,35.147,57,10,9,60,433.58,33,5,41.0
5.672,17,3,20,60.763,34,67.607,38.454,60,18,9,63,462.55,37,5,48.5
7.339,12,5,17,43.884,26,47.787,28.997,43,17,7,45,371.44,28,5,39.0
6.092,6,5,11,32.789,19,35.747,21.229,32,11,6,33,279.34,20,4,28.0
5.672,16,2,18,56.091,33,62.002,35.363,54,15,11,57,462.47,36,4,46.0
5.672,16,3,19,68.709,37,76.856,42.716,68,16,11,71,525.69,40,5,51.0
8.31,12,5,17,59.138,34,64.893,38.635,58,17,11,61,522.09,37,5,48.0
6.463,18,3,21,54.08,31,59.325,34.787,53,19,9,55,442.53,33,6,45.0
4.056,12,1,13,28.251,17,30.913,19.272,28,12,4,29,245.32,18,2,25.0
7.146,12,4,16,67.825,35,75.61,41.135,67,14,10,69,504.66,37,7,47.0
5.672,17,2,19,56.334,31,62.9,35.718,56,17,7,59,419.52,34,4,44.5
5.201,6,2,9,34.204,18,37.79,21.733,34,6,5,34,284.43,18,3,25.0
5.827,12,3,15,51.618,30,56.344,31.937,49,13,12,50,448.46,31,6,40.0
6.721,6,3,9,56.774,28,64.521,34.057,57,10,6,60,383.54,31,3,37.0
5.247,6,3,9,33.04,19,36.037,20.756,32,10,6,33,263.27,20,5,26.0
7.886,12,3,15,50.08,27,55.325,30.787,49,13,9,50,394.49,28,6,37.0
7.357,12,3,16,47.869,27,52.7,30.545,47,13,8,48,388.48,28,5,39.0
7.509,12,3,15,42.985,24,47.285,27.018,42,13,8,43,350.43,25,5,34.0
6.346,6,4,10,66.196,33,74.77,39.54,66,11,8,69,455.61,36,5,43.0
