pXC50,D.Dtr09,Eig11_AEA.bo.,Xindex,Eig08_AEA.bo.,Vindex,Eig08_EA,SM02_AEA.dm.,SpMax5_Bh.m.,Eig08_EA.ed.,SM03_AEA.ri.,Eig08_AEA.ed.,Eig08_AEA.ri.,RDCHI,Eig08_EA.ri.,Eig10_AEA.bo.,Eig11_EA.bo.,Yindex,Eig11_AEA.ri.,SpMax5_Bh.p.,SpMax5_Bh.v.,Eig07_EA,SM15_AEA.bo.,GMTIV,Eig02_EA,SM10_AEA.bo.,SMTIV,Eig07_AEA.ri.,X1v,Eig08_EA.bo.,GMTI,Wap,ATS2p,CSI,SpAD_EA.bo.,ATS1p,ATSC3i,SpMax5_Bh.i.,ATS2v,Eig13_EA.ed.,SM08_AEA.ri.,piID,SpAD_AEA.dm.,SpMaxA_AEA.ri.,LPRS,SMTI,X0v,Eig09_AEA.bo.,SpAD_EA.ri.,Eig06_EA.ri.,ATSC4i,X2sol,Eig09_AEA.ri.,X1sol,Eig10_EA.bo.,piPC01,SCBO,Eig11_AEA.ed.,Eig13_EA.bo.,MWC04,Psi_i_1,ECC,SpAD_EA.ed.,piPC02,SM02_EA.bo.,SpMax4_Bh.v.,MSD,SpMin4_Bh.p.,Eig09_EA.ri.,ZM2V
5.502,82.072,1.182,0.369,2.652,0.238,1.178,1.178,3.033,2.604,2.604,3.5,2.173,3.363,1.17,1.408,-0.186,0.66,0.78,2.846,2.847,1.357,1.357,13931.0,2.721,2.721,7740.0,2.342,7.267,1.718,4358.0,7579.0,3.688,394.0,46.165,3.321,0.751,3.001,3.619,-2.0,-2.0,9.914,38.34,0.18,94.866,4272.0,12.146,2.377,33.039,1.483,0.688,9.969,1.782,10.539,0.038,3.497,32.0,2.522,-1.115,6.428,11.787,184.0,97.124,4.078,4.762,3.258,5.375,1.521,0.763,337.0
5.24,0.0,1.176,0.353,2.628,0.225,1.159,1.159,2.994,2.585,2.585,3.48,2.118,3.405,1.102,1.371,-0.15,0.61,0.807,3.009,2.979,1.284,1.284,13537.0,2.736,2.736,7797.0,2.239,7.424,1.687,4598.0,6836.0,3.647,422.0,46.619,3.316,1.09,3.229,3.59,-1.671,-1.671,9.806,34.694,0.172,95.766,4471.0,12.539,2.183,31.894,1.377,1.115,9.422,1.493,10.158,0.126,3.481,31.5,2.549,-0.809,6.405,11.766,197.0,96.468,4.115,4.8,3.033,5.669,1.463,0.544,333.0
4.83,0.0,2.287,0.278,2.76,0.168,1.444,1.444,3.41,3.34,3.34,3.732,2.408,4.358,1.332,2.411,1.21,0.425,2.045,3.323,3.308,1.608,1.608,41714.0,2.777,2.777,23595.0,2.52,11.714,1.817,14045.0,14200.0,4.083,944.0,55.031,3.683,1.569,3.533,3.979,1.056,1.056,8.828,51.902,0.127,160.061,13538.0,19.16,2.629,42.792,1.517,1.547,14.124,2.339,15.527,1.367,3.689,39.0,3.387,0.509,6.661,17.324,445.0,124.917,4.119,4.804,3.491,8.647,1.765,1.236,415.0
5.102,54.921,0.47,0.43,1.944,0.287,0.467,0.467,2.94,1.176,1.176,3.159,1.399,2.898,0.42,0.626,-1.224,0.839,-0.114,2.596,2.496,0.674,0.674,8229.0,2.715,2.715,4090.0,1.547,6.61,0.683,2028.0,3721.0,3.51,243.0,39.049,3.076,0.529,2.579,3.392,-3.746,-3.746,9.215,27.901,0.223,63.6,1985.0,11.181,0.95,23.931,0.891,0.46,9.506,0.388,8.995,-0.855,3.277,25.5,2.0,-1.813,6.232,9.322,111.0,80.914,3.98,4.663,2.786,4.141,1.134,-0.263,300.0
5.302,88.727,1.222,0.374,2.643,0.242,1.122,1.122,2.976,2.917,2.917,3.693,2.105,3.349,1.101,2.105,-0.104,0.677,0.867,2.991,2.983,1.354,1.354,13893.0,3.028,3.028,8142.0,2.339,6.782,1.607,4774.0,7323.0,3.605,415.0,50.656,3.252,0.925,3.284,3.615,-1.564,-1.564,10.237,38.149,0.177,100.582,4694.0,12.492,2.325,35.851,1.688,0.992,9.767,1.862,10.486,0.717,3.541,33.5,2.691,-0.841,6.553,12.047,194.0,110.343,4.227,4.913,3.113,5.359,1.734,0.86,365.0
4.943,82.265,1.075,0.366,2.5,0.235,1.0,1.0,3.02,2.136,2.136,3.314,2.0,3.368,1.0,1.796,-0.308,0.65,0.735,3.014,3.006,1.426,1.426,11698.0,2.586,2.586,7122.0,2.447,6.857,1.5,4432.0,7376.0,3.653,401.0,47.71,3.309,0.827,3.242,3.627,-2.0,-2.0,9.896,35.37,0.185,95.026,4321.0,12.051,2.094,34.194,1.477,0.866,9.219,1.665,10.148,0.605,3.497,32.0,2.486,-1.15,6.438,11.886,187.0,98.578,4.139,4.824,3.134,5.439,1.556,0.672,305.0
4.996,94.704,2.282,0.336,2.899,0.225,1.542,1.542,3.366,3.811,3.811,4.252,2.527,3.943,1.512,2.499,1.144,0.675,1.906,3.287,3.291,1.667,1.667,27815.0,2.855,2.855,16410.0,2.637,9.946,2.091,10005.0,25366.0,3.931,555.0,66.498,3.572,1.422,3.576,3.925,1.372,1.372,11.838,51.118,0.132,149.731,9720.0,16.845,2.853,47.444,1.761,1.433,12.674,2.392,14.635,1.498,3.829,45.0,3.423,0.927,6.845,16.901,259.0,142.915,4.472,5.159,3.464,5.779,1.748,1.387,477.0
5.268,0.0,1.0,0.423,2.0,0.269,1.0,1.0,2.993,2.136,2.136,3.247,1.953,3.295,0.929,1.176,-0.374,0.727,0.663,2.941,2.928,1.0,1.0,9562.0,2.634,2.634,6230.0,2.0,7.355,1.0,3825.0,3016.0,3.662,385.0,36.404,3.29,1.133,3.225,3.572,-2.254,-2.254,7.254,32.265,0.181,89.98,3855.0,12.464,1.584,28.754,1.206,1.055,8.608,1.294,9.975,-0.18,3.296,26.0,2.206,-1.0,6.196,11.378,186.0,79.165,3.726,4.407,2.998,5.565,1.507,0.368,248.0
5.04,0.0,1.2,0.339,2.5,0.213,1.0,1.0,3.153,2.136,2.136,3.273,1.984,3.48,0.983,1.909,-0.063,0.566,0.78,2.796,2.771,1.136,1.136,18815.0,2.846,2.846,9333.0,2.077,6.786,1.5,4846.0,6632.0,3.495,457.0,46.294,3.164,0.656,2.925,3.501,-1.527,-1.527,9.703,34.672,0.169,96.548,4664.0,12.174,2.175,30.916,1.237,0.616,9.849,1.659,10.798,0.802,3.481,31.5,2.517,-0.874,6.368,11.114,212.0,93.203,4.082,4.766,2.925,5.901,1.373,0.667,375.0
5.053,0.0,2.5,0.293,2.854,0.18,1.361,1.361,3.205,3.077,3.077,3.81,2.351,4.276,1.33,2.658,1.5,0.466,2.0,3.046,3.08,1.598,1.598,40969.0,2.784,2.784,22734.0,2.551,9.15,1.871,13034.0,16593.0,3.883,872.0,61.452,3.564,1.216,3.334,3.876,0.962,0.962,11.165,47.842,0.121,158.569,12740.0,16.663,2.684,44.238,1.879,1.298,12.447,2.209,14.584,1.571,3.784,43.0,3.414,0.573,6.658,15.76,416.0,124.675,4.337,5.024,3.227,8.145,1.602,1.2,432.0
5.134,0.0,1.673,0.399,2.457,0.248,0.927,0.927,3.076,2.31,2.31,3.548,1.859,3.526,0.846,1.762,0.408,0.654,1.272,2.967,2.979,1.399,1.399,24015.0,2.866,2.866,12052.0,2.393,7.169,1.339,5691.0,4481.0,3.536,492.0,47.614,3.215,0.805,3.315,3.532,-1.732,-1.732,8.436,37.22,0.161,109.964,5770.0,12.793,2.161,32.973,1.439,0.74,10.328,1.536,11.415,0.634,3.541,33.5,2.693,-1.01,6.385,11.458,240.0,96.428,4.09,4.775,3.116,6.412,1.56,0.561,398.0
4.983,0.0,1.008,0.352,2.464,0.222,0.825,0.825,2.883,1.891,1.891,3.275,1.814,3.317,0.815,1.22,-0.672,0.595,0.503,2.844,2.845,1.0,1.0,8974.0,2.624,2.624,5591.0,2.0,6.196,1.272,3729.0,5943.0,3.612,387.0,44.208,3.255,0.847,3.061,3.545,-2.613,-2.613,10.516,30.616,0.186,83.754,3557.0,10.453,2.143,30.287,1.373,0.824,8.187,1.583,9.31,-0.12,3.45,30.5,2.195,-1.269,6.26,10.868,177.0,83.336,4.078,4.762,3.126,5.424,1.406,0.59,249.0
4.785,0.0,1.108,0.449,2.331,0.291,0.618,0.618,3.115,1.372,1.372,3.0,1.528,3.252,0.55,1.831,-0.57,0.816,0.527,2.975,2.998,0.942,0.942,13584.0,2.649,2.649,7244.0,1.892,7.49,0.985,3526.0,3096.0,3.556,355.0,41.148,3.244,0.715,3.182,3.449,-2.052,-2.052,8.407,35.269,0.187,89.02,3639.0,12.039,2.118,27.537,0.975,0.69,9.151,1.46,10.649,0.563,3.45,30.5,2.38,-1.048,6.229,10.381,173.0,80.46,3.927,4.61,3.141,5.265,1.454,0.505,329.0
4.701,0.0,2.031,0.366,2.918,0.238,1.455,1.455,3.335,3.255,3.255,3.992,2.431,3.777,1.414,2.497,0.937,0.676,1.663,3.23,3.238,1.64,1.64,32327.0,3.167,3.167,16803.0,2.61,10.546,2.109,8598.0,13338.0,3.934,626.0,61.821,3.563,1.195,3.409,3.872,0.675,0.675,10.614,49.459,0.145,139.008,8591.0,16.38,2.5,42.636,2.025,1.303,14.368,2.027,14.589,1.491,3.75,41.5,3.414,0.349,6.73,15.556,300.0,133.586,4.419,5.106,3.447,6.196,1.655,1.022,479.0
5.177,76.078,2.0,0.35,2.5,0.233,1.068,1.068,2.991,2.584,2.584,3.5,2.024,3.448,1.019,2.033,0.905,0.688,1.658,2.941,2.931,1.228,1.228,9581.0,2.812,2.812,6548.0,2.187,7.985,1.5,4850.0,12749.0,3.802,407.0,49.95,3.401,1.307,3.208,3.743,-1.327,-1.327,10.453,37.739,0.169,98.811,4559.0,12.866,2.412,36.521,1.485,1.284,9.606,2.0,10.826,1.0,3.526,33.0,3.247,-0.61,6.561,13.662,183.0,108.974,4.155,4.84,3.303,4.925,1.541,1.0,308.0
5.338,0.0,1.123,0.367,2.548,0.236,1.041,1.041,2.961,2.57,2.57,3.567,2.036,3.353,1.026,1.321,-0.308,0.654,0.743,2.994,2.986,1.414,1.414,12280.0,2.916,2.916,7251.0,2.414,6.639,1.515,4423.0,7204.0,3.651,396.0,47.673,3.294,0.802,3.213,3.62,-1.994,-1.994,10.074,35.463,0.173,94.827,4289.0,11.537,2.258,33.36,1.557,0.844,9.256,1.767,10.131,-0.043,3.512,32.5,2.418,-1.038,6.418,11.762,184.0,96.788,4.159,4.844,3.057,5.354,1.418,0.766,309.0
4.889,88.869,1.29,0.35,2.5,0.221,1.0,1.0,2.96,2.319,2.319,3.426,2.008,3.407,1.005,1.632,-0.128,0.597,0.899,2.825,2.846,1.203,1.203,16066.0,2.795,2.795,8475.0,2.222,6.242,1.5,4670.0,6771.0,3.522,430.0,45.49,3.167,0.81,3.13,3.542,-2.0,-2.0,9.026,36.614,0.173,95.89,4521.0,10.959,2.174,33.845,1.409,0.802,9.262,2.0,10.131,0.478,3.466,31.0,2.717,-1.136,6.412,11.335,199.0,97.824,4.043,4.727,3.088,5.72,1.519,1.0,335.0
5.289,0.0,1.218,0.335,2.539,0.21,1.0,1.0,3.195,2.322,2.322,3.641,2.0,3.56,1.0,1.845,-0.097,0.561,0.879,2.946,2.999,1.05,1.05,24193.0,2.921,2.921,11855.0,2.052,7.659,1.508,5986.0,7185.0,3.717,505.0,50.16,3.325,0.863,3.26,3.669,-1.841,-1.841,9.147,40.121,0.179,109.216,5848.0,13.343,2.5,35.824,1.549,0.863,11.991,2.0,11.365,0.777,3.555,34.0,3.377,-0.962,6.581,13.102,237.0,114.893,4.159,4.844,3.226,6.251,1.446,1.0,378.0
5.337,0.0,0.763,0.411,2.349,0.272,0.784,0.784,2.993,2.061,2.061,3.414,1.774,3.078,0.762,1.114,-0.592,0.793,0.451,2.759,2.728,1.0,1.0,9146.0,2.84,2.84,5398.0,2.0,7.423,1.167,3099.0,5093.0,3.7,320.0,45.191,3.294,0.791,3.068,3.589,-2.97,-2.97,9.396,33.481,0.203,81.088,3060.0,12.192,2.047,30.884,1.34,0.882,9.756,1.52,9.938,-0.316,3.418,29.5,2.197,-1.5,6.438,11.156,148.0,98.444,4.119,4.804,3.017,4.626,1.423,0.536,328.0
5.123,0.0,1.18,0.398,2.353,0.263,0.957,0.957,3.062,2.277,2.277,3.556,1.927,3.23,0.925,1.3,-0.096,0.763,0.858,2.991,2.994,1.272,1.272,10974.0,3.008,3.008,6571.0,2.271,7.017,1.295,3995.0,7518.0,3.704,357.0,42.726,3.295,1.134,3.246,3.683,-1.494,-1.494,9.135,35.561,0.178,93.154,3935.0,11.678,1.715,32.932,1.618,1.15,9.185,1.532,10.075,0.297,3.384,28.5,2.696,-0.927,6.479,12.527,167.0,102.243,3.961,4.644,3.148,4.857,1.548,0.559,273.0
5.724,0.0,1.0,0.36,2.5,0.23,1.0,1.0,2.988,2.136,2.136,3.265,2.0,3.348,1.0,1.194,-0.445,0.628,0.591,2.886,2.903,1.07,1.07,10410.0,2.766,2.766,6415.0,2.026,7.188,1.5,4051.0,5871.0,3.598,377.0,44.835,3.276,0.92,3.186,3.529,-1.59,-1.59,9.664,32.248,0.176,89.324,3913.0,12.108,2.169,30.37,1.508,0.9,9.434,1.476,10.158,-0.13,3.45,30.5,2.382,-0.928,6.34,11.191,175.0,89.834,4.065,4.749,3.033,5.403,1.494,0.531,314.0
4.735,115.766,1.777,0.328,2.831,0.213,1.413,1.413,3.196,3.791,3.791,4.275,2.389,3.554,1.366,2.312,0.558,0.603,1.371,3.002,3.004,1.791,1.791,17961.0,2.896,2.896,10280.0,2.739,8.158,1.933,6173.0,24865.0,3.807,514.0,55.059,3.403,1.15,3.227,3.787,-1.081,-1.081,11.223,43.103,0.158,112.689,5945.0,14.093,2.618,39.549,1.719,1.157,11.495,2.145,11.814,1.245,3.611,36.0,3.172,-0.478,6.698,14.153,236.0,125.936,4.287,4.973,3.283,5.656,1.553,1.129,393.0
5.039,67.49,2.288,0.362,2.663,0.244,1.199,1.199,3.091,2.934,2.934,4.016,2.21,3.434,1.21,2.5,1.03,0.74,1.725,2.964,2.985,1.483,1.483,16763.0,2.977,2.977,9390.0,2.491,7.509,1.706,5604.0,17528.0,3.784,440.0,57.552,3.396,0.821,3.171,3.782,-1.152,-1.152,10.848,45.21,0.165,110.036,5360.0,12.829,2.555,42.505,1.74,0.856,10.619,2.061,11.592,1.5,3.676,38.5,3.247,-0.576,6.732,13.945,200.0,128.23,4.321,5.007,3.232,4.905,1.6,1.06,395.0
5.393,231.528,2.75,0.254,3.017,0.161,1.563,1.563,3.362,4.3,4.3,4.518,2.525,4.182,1.498,2.851,1.815,0.439,2.349,3.29,3.287,1.831,1.831,30085.0,3.127,3.127,18148.0,2.774,11.03,2.237,12742.0,48839.0,4.107,784.0,69.312,3.704,1.581,3.511,4.039,1.683,1.683,12.667,55.711,0.124,154.033,11695.0,17.74,2.93,49.735,1.886,1.672,13.982,2.484,15.051,1.964,3.85,46.0,3.611,0.801,6.895,18.272,350.0,153.247,4.491,5.179,3.42,6.867,1.836,1.464,453.0
5.31,0.0,1.0,0.405,2.5,0.251,1.0,1.0,2.821,2.254,2.254,3.355,1.979,3.241,0.978,1.1,-0.848,0.656,0.315,2.746,2.75,1.0,1.0,13227.0,2.776,2.776,7009.0,2.0,5.482,1.478,3528.0,3126.0,3.371,374.0,41.129,3.05,0.757,2.974,3.37,-2.168,-2.168,9.041,30.297,0.189,84.914,3559.0,9.854,1.457,28.215,1.296,0.692,7.978,1.14,9.165,-0.372,3.401,29.0,2.0,-1.5,6.155,9.596,181.0,76.997,3.97,4.654,3.034,5.785,1.431,0.168,296.0
4.883,0.0,2.114,0.305,2.5,0.187,1.0,1.0,3.287,2.244,2.244,3.338,2.0,3.765,1.0,2.17,0.98,0.481,1.594,2.962,2.913,1.13,1.13,22613.0,2.698,2.698,11988.0,2.076,9.4,1.5,6733.0,7332.0,3.754,578.0,49.201,3.411,0.982,3.157,3.629,-1.054,-1.054,9.323,39.568,0.155,111.184,6436.0,14.672,2.271,33.369,1.517,0.946,11.908,1.903,12.52,1.013,3.555,34.0,3.244,-0.544,6.415,12.702,268.0,98.115,4.111,4.796,3.377,6.86,1.462,0.88,411.0
4.609,0.0,1.937,0.386,2.933,0.254,1.491,1.491,3.235,3.791,3.791,4.324,2.416,3.715,1.371,2.486,0.819,0.741,1.586,3.069,3.128,1.624,1.624,31370.0,3.06,3.06,16852.0,2.551,8.406,2.049,8703.0,16883.0,3.785,602.0,62.748,3.446,1.097,3.341,3.83,0.508,0.508,11.15,49.384,0.137,144.034,8800.0,16.216,2.781,43.836,1.8,1.279,12.066,2.286,13.943,1.388,3.773,42.5,3.262,0.408,6.795,15.028,291.0,137.673,4.431,5.118,3.206,5.912,1.682,1.255,488.0
4.876,0.0,2.177,0.29,2.5,0.177,1.117,1.117,3.258,2.275,2.275,3.414,2.026,4.062,1.003,2.216,1.036,0.45,1.717,3.119,3.151,1.298,1.298,27135.0,2.659,2.659,15640.0,2.267,8.258,1.5,9445.0,11207.0,3.709,753.0,53.592,3.42,0.979,3.373,3.718,0.863,0.863,9.885,41.736,0.139,131.989,9122.0,14.383,2.5,38.55,1.491,0.899,10.751,2.0,12.742,1.195,3.651,37.5,3.247,0.486,6.494,13.804,355.0,106.265,4.178,4.864,3.253,7.763,1.71,1.0,387.0
5.161,0.0,1.087,0.354,2.5,0.225,1.0,1.0,2.928,2.275,2.275,3.414,2.0,3.366,1.0,1.215,-0.311,0.609,0.659,2.817,2.81,1.159,1.159,12754.0,2.681,2.681,7136.0,2.116,6.997,1.5,4127.0,5975.0,3.577,401.0,44.729,3.25,0.99,3.054,3.525,-2.509,-2.509,9.674,32.679,0.177,89.695,3987.0,11.616,2.183,30.232,1.194,0.934,8.788,1.491,9.764,-0.09,3.45,30.5,2.387,-1.199,6.333,11.127,186.0,89.688,4.065,4.749,2.943,5.545,1.396,0.543,320.0
5.188,0.0,2.114,0.373,2.5,0.245,1.036,1.036,3.219,2.37,2.37,3.493,2.0,3.668,1.0,2.332,1.051,0.711,1.823,3.238,3.222,1.259,1.259,16131.0,2.702,2.702,10222.0,2.244,8.509,1.5,6466.0,7675.0,3.843,486.0,51.985,3.497,1.26,3.47,3.786,-0.7,-0.7,9.253,40.84,0.154,119.228,6410.0,14.553,2.5,39.017,1.606,1.298,10.462,2.0,12.186,1.212,3.611,36.0,3.247,-0.415,6.547,14.181,231.0,110.087,4.127,4.812,3.385,5.676,1.704,1.0,332.0
5.455,82.249,2.293,0.342,2.58,0.226,1.1,1.1,3.018,2.686,2.686,3.638,2.045,3.497,1.037,2.5,1.204,0.66,1.83,2.929,2.934,1.314,1.314,12933.0,2.934,2.934,8065.0,2.305,7.501,1.618,5501.0,13691.0,3.778,457.0,55.747,3.399,1.131,3.25,3.739,-0.587,-0.587,11.349,39.393,0.165,105.336,5181.0,12.77,2.5,38.367,1.531,1.189,10.015,2.0,11.254,1.5,3.638,37.0,3.247,-0.304,6.629,13.48,206.0,115.54,4.321,5.007,3.295,5.202,1.557,1.0,348.0
4.996,0.0,2.159,0.322,2.5,0.2,1.0,1.0,3.179,2.28,2.28,3.474,2.0,3.657,1.0,2.174,0.981,0.525,1.528,2.868,2.917,1.139,1.139,25023.0,2.909,2.909,12347.0,2.113,7.241,1.5,6277.0,7746.0,3.551,539.0,52.417,3.212,0.767,3.2,3.556,-1.511,-1.511,9.713,39.327,0.156,110.049,6077.0,12.356,2.44,35.529,1.472,0.692,10.611,1.834,11.539,1.013,3.611,36.0,3.247,-0.856,6.463,11.949,252.0,103.796,4.205,4.89,3.161,6.496,1.547,0.825,434.0
5.259,0.0,1.707,0.394,2.458,0.245,1.146,1.146,3.144,2.437,2.437,3.771,1.971,3.781,0.941,2.161,0.461,0.645,1.314,3.006,3.026,1.551,1.551,36667.0,2.938,2.938,18309.0,2.512,8.221,1.342,8559.0,6877.0,3.652,652.0,53.682,3.34,0.922,3.355,3.678,0.41,0.41,8.766,43.321,0.143,136.385,8739.0,15.454,2.198,37.694,1.867,0.946,11.861,1.855,13.296,0.986,3.651,37.5,2.966,0.334,6.583,13.237,321.0,115.432,4.216,4.902,3.125,7.127,1.586,0.843,471.0
6.028,64.236,0.705,0.403,2.5,0.265,1.0,1.0,2.764,2.136,2.136,3.247,1.989,3.09,0.985,0.885,-1.034,0.761,0.242,2.737,2.738,1.0,1.0,8383.0,2.733,2.733,4837.0,2.0,5.654,1.494,2811.0,5143.0,3.515,300.0,43.338,3.135,0.73,2.926,3.481,-2.347,-2.347,9.759,31.204,0.204,75.729,2754.0,9.552,1.894,29.998,1.257,0.741,7.967,1.369,8.737,-0.751,3.401,29.0,2.298,-1.442,6.301,10.271,139.0,86.788,4.056,4.741,2.914,4.643,1.466,0.381,265.0
5.059,109.29,1.747,0.338,2.711,0.213,1.264,1.264,3.123,3.097,3.097,3.869,2.255,3.693,1.244,1.984,0.577,0.576,1.392,2.98,2.999,1.519,1.519,23012.0,3.013,3.013,12712.0,2.485,7.492,1.763,7222.0,10007.0,3.668,580.0,53.94,3.34,0.937,3.339,3.693,0.356,0.356,10.014,42.152,0.152,121.507,7048.0,13.737,2.532,38.384,1.519,0.984,10.401,2.009,12.135,0.782,3.638,37.0,2.967,0.242,6.586,13.241,272.0,113.665,4.245,4.931,3.224,6.336,1.61,1.001,396.0
5.255,0.0,1.636,0.307,2.5,0.189,1.221,1.221,3.226,2.757,2.757,3.514,2.199,3.869,1.183,1.85,0.618,0.49,1.516,2.987,2.992,1.376,1.376,23805.0,2.786,2.786,13576.0,2.342,8.527,1.5,8134.0,9225.0,3.797,654.0,49.229,3.439,1.077,3.292,3.769,-0.246,-0.246,9.065,41.138,0.144,123.984,7848.0,14.714,2.31,36.737,1.33,1.0,10.917,2.0,12.441,0.758,3.555,34.0,3.0,-0.154,6.509,14.026,307.0,107.519,4.078,4.762,3.177,7.173,1.674,1.0,355.0
5.201,0.0,1.394,0.392,2.457,0.242,0.933,0.933,3.09,2.275,2.275,3.414,1.861,3.476,0.849,1.715,0.04,0.632,0.986,2.76,2.819,1.0,1.0,25040.0,2.679,2.679,11702.0,2.0,6.739,1.34,5224.0,3890.0,3.469,494.0,46.317,3.142,0.871,3.102,3.475,-2.0,-2.0,8.256,36.145,0.167,104.05,5277.0,11.762,2.161,31.812,1.469,0.698,9.619,1.535,10.467,0.474,3.512,32.5,2.455,-1.3,6.333,10.935,240.0,92.852,4.073,4.758,3.117,6.429,1.558,0.56,395.0
5.278,0.0,1.592,0.316,2.671,0.196,1.167,1.167,3.144,3.005,3.005,3.589,2.173,3.895,1.162,2.5,0.517,0.516,1.325,3.006,3.026,1.422,1.422,23386.0,2.721,2.721,13894.0,2.41,8.143,1.647,8602.0,10878.0,3.795,650.0,54.549,3.469,1.138,3.355,3.769,0.537,0.537,10.177,42.215,0.14,129.763,8350.0,14.653,2.5,39.119,1.867,1.169,10.855,2.0,12.673,1.5,3.664,38.0,2.92,0.27,6.541,14.009,307.0,109.956,4.227,4.913,3.172,7.039,1.558,1.0,362.0
5.437,0.0,1.9,0.29,2.809,0.185,1.395,1.395,3.336,3.65,3.65,4.128,2.394,3.991,1.385,1.951,0.846,0.509,1.711,3.195,3.218,1.618,1.618,19749.0,2.813,2.813,12921.0,2.584,9.709,1.856,9300.0,12313.0,3.959,629.0,54.533,3.554,1.507,3.463,3.902,1.372,1.372,9.298,45.404,0.132,134.095,8747.0,15.741,2.5,42.885,1.705,1.383,11.757,2.0,13.187,0.926,3.638,37.0,3.258,0.618,6.663,16.3,286.0,124.439,4.159,4.844,3.491,6.443,1.751,1.0,366.0
4.237,0.0,2.166,0.271,2.838,0.171,1.491,1.491,3.48,3.14,3.14,3.634,2.491,4.322,1.491,2.243,1.132,0.461,1.984,3.395,3.405,1.697,1.697,25878.0,2.684,2.684,17324.0,2.674,11.256,1.879,12857.0,16739.0,4.098,790.0,57.992,3.695,1.807,3.621,4.017,2.136,2.136,9.392,49.083,0.119,155.742,12083.0,17.646,2.5,46.521,1.728,1.71,12.653,2.112,14.776,1.232,3.714,40.0,3.247,1.0,6.691,18.322,362.0,128.215,4.174,4.86,3.532,7.286,1.858,1.1,368.0
4.609,75.708,0.926,0.414,2.48,0.276,0.914,0.914,2.972,2.21,2.21,3.618,1.948,3.104,0.94,1.251,-0.676,0.814,0.474,2.884,2.871,1.34,1.34,8719.0,3.092,3.092,5534.0,2.336,6.535,1.387,3410.0,6206.0,3.668,312.0,45.843,3.277,0.871,3.194,3.634,-2.127,-2.127,9.527,36.773,0.197,86.648,3393.0,11.728,2.188,33.954,1.523,0.951,8.921,1.504,9.503,0.088,3.45,30.5,2.379,-1.301,6.512,11.663,146.0,105.328,4.107,4.792,3.004,4.616,1.558,0.48,296.0
5.238,95.75,2.738,0.291,3.21,0.194,1.64,1.64,3.203,4.26,4.26,4.452,2.624,4.093,1.599,2.894,1.5,0.575,2.0,3.028,3.063,1.8,1.8,35675.0,2.86,2.86,19388.0,2.765,9.399,2.376,11761.0,39415.0,3.92,643.0,74.649,3.558,1.331,3.318,3.944,1.68,1.68,13.092,56.943,0.125,156.644,11034.0,16.364,3.065,50.859,1.977,1.384,13.364,2.395,15.19,2.041,3.951,51.0,3.553,1.097,6.934,17.371,292.0,156.422,4.615,5.303,3.656,5.992,1.639,1.389,531.0
4.719,64.047,0.862,0.406,2.5,0.268,1.0,1.0,2.797,2.321,2.321,3.435,1.979,3.079,0.978,1.0,-1.096,0.774,0.214,2.769,2.765,1.0,1.0,9302.0,2.78,2.78,5085.0,2.0,5.425,1.5,2781.0,5164.0,3.404,281.0,44.647,3.032,0.745,2.987,3.408,-2.413,-2.413,9.928,31.622,0.201,75.514,2721.0,9.354,1.847,29.318,1.364,0.69,7.967,1.302,8.737,-0.783,3.434,30.0,2.0,-1.5,6.301,9.911,130.0,86.756,4.107,4.792,3.073,4.539,1.449,0.331,303.0
4.848,0.0,2.0,0.314,2.5,0.194,1.0,1.0,3.143,2.407,2.407,3.423,2.0,3.788,1.0,2.184,1.0,0.507,1.926,2.941,2.954,1.077,1.077,21756.0,2.808,2.808,12168.0,2.042,7.64,1.5,7244.0,7966.0,3.663,596.0,48.563,3.332,1.0,3.206,3.664,-1.188,-1.188,8.914,40.022,0.147,116.922,6944.0,13.013,2.5,36.098,1.544,0.882,10.109,2.0,11.72,1.126,3.555,34.0,3.247,-0.539,6.444,13.037,278.0,101.282,4.043,4.727,3.096,6.814,1.445,1.0,358.0
5.733,88.796,2.47,0.283,2.937,0.183,1.475,1.475,3.099,3.955,3.955,4.284,2.45,3.801,1.434,2.569,1.395,0.514,1.954,3.012,3.02,1.534,1.534,21832.0,3.004,3.004,12450.0,2.524,8.356,2.129,8369.0,42657.0,3.901,591.0,63.092,3.499,1.004,3.314,3.892,0.711,0.711,12.678,47.535,0.142,125.484,7629.0,14.076,2.816,44.416,1.782,1.048,11.553,2.35,12.742,1.589,3.761,42.0,3.436,0.514,6.81,15.575,260.0,137.75,4.446,5.133,3.288,5.9,1.688,1.343,419.0
5.353,80.853,0.96,0.367,2.174,0.236,1.015,1.015,3.045,2.335,2.335,3.429,2.019,3.284,1.016,1.518,-0.428,0.649,0.539,2.814,2.818,1.36,1.36,13090.0,2.837,2.837,7064.0,2.333,6.483,1.141,3967.0,5910.0,3.551,378.0,43.196,3.186,0.741,3.074,3.544,-2.008,-2.008,8.835,34.791,0.18,88.848,3833.0,11.53,1.636,31.456,1.353,0.741,9.242,1.347,9.92,0.269,3.401,29.0,2.38,-1.078,6.385,11.085,174.0,94.923,4.007,4.691,3.015,5.257,1.507,0.382,322.0
