pXC50,C.002,SpMin2_Bh.s.,nCt,C.003,C.043,H.046,SaaO,GATS5s,C.031,nCs,SaaN,NaaO,GATS4s,GATS4e,nCrt,N.075,NaaN,P_VSA_s_4,Eta_L_A,nCrs,Eta_FL_A,C.024,nCbH,MATS4m,CATS2D_04_LL,NssCH2,MATS4s,nBnz,MATS4v,GATS2v,ATSC7s,SpMin8_Bh.e.,SdO,GATS2p,MATS4e,P_VSA_MR_1,SpMax6_Bh.s.,MATS1s,CATS2D_01_AA,SRW05,SRW07,ATSC8s,nR05,SpMin8_Bh.i.,ATSC5s,P_VSA_LogP_3,P_VSA_s_3,GATS8i,GATS4m,MATS3s,SpMax8_Bh.s.,SpMin1_Bh.s.,P_VSA_MR_7,nCsp3,SpMin6_Bh.s.,SaaCH,GATS4v,H.051,CIC2,IC1,Eta_L,MAXDP,MATS2p,Eig05_AEA.dm.,ATSC6s,nCb.
7.585,12,1.394,2,2,1,19,5.356,1.039,1,12,8.18,1,0.939,0.937,1,2,2,3.124,0.348,8,0.14,0,0,0.076,7,14,-0.009,0,0.038,1.238,63.903,1.153,24.278,1.329,0.029,308.377,4.262,0.067,1,2.398,4.595,81.358,1,1.064,82.626,42.806,51.383,1.114,0.902,0.161,3.803,1.539,36.382,16,0.825,0.0,0.936,3,2.141,2.753,9.748,5.556,-0.148,2.52,82.822,0
7.678,9,1.329,2,2,1,17,5.234,1.103,1,10,7.894,1,0.752,0.828,1,2,2,17.65,0.335,5,0.146,0,0,0.132,7,9,0.046,0,0.09,1.235,68.67,1.001,23.591,1.362,0.063,249.521,4.286,0.034,1,2.398,4.595,87.654,1,0.944,88.61,42.806,39.568,1.105,0.83,0.135,3.806,1.539,36.382,14,0.735,0.0,0.891,3,1.719,2.979,8.702,4.975,-0.156,2.519,81.556,0
7.244,9,1.329,2,2,1,17,5.304,0.777,1,9,8.012,1,0.82,0.912,1,2,2,47.381,0.297,5,0.192,5,5,0.05,7,10,0.004,1,0.019,1.218,79.286,1.123,24.068,1.296,0.028,320.148,4.296,0.042,1,2.398,4.595,99.587,1,1.064,78.692,90.187,44.859,1.014,0.935,0.153,4.03,1.539,36.382,12,0.735,9.541,0.954,3,1.652,3.418,8.897,5.337,-0.158,2.722,87.786,1
7.137,9,1.329,2,2,1,17,5.302,0.576,0,9,4.06,1,0.664,0.8,1,1,1,11.739,0.326,5,0.157,0,0,0.029,7,9,0.028,0,0.013,1.25,74.038,0.86,22.595,1.357,0.04,247.193,4.295,-0.001,0,2.398,4.595,107.633,1,0.777,71.781,54.545,39.997,0.954,0.923,0.128,3.756,1.539,16.786,11,0.521,1.211,0.977,3,1.682,3.143,7.495,4.479,-0.144,2.519,72.497,0
7.347,9,1.329,2,2,1,17,5.466,0.646,0,9,4.265,1,1.027,1.003,1,1,1,31.657,0.323,5,0.158,0,0,0.033,7,9,-0.04,0,0.049,1.111,58.034,1.032,23.567,1.167,-0.005,317.82,4.209,0.025,0,2.398,4.595,86.219,1,0.97,67.45,54.545,39.997,1.084,0.947,0.15,3.759,1.539,16.786,13,0.735,1.336,0.921,3,1.783,2.973,8.067,4.963,-0.014,2.519,71.056,0
7.553,9,1.329,2,2,1,17,5.154,0.671,1,9,7.729,1,0.82,0.894,1,2,2,8.396,0.324,5,0.161,0,0,0.033,7,9,-0.006,0,0.012,1.221,68.158,0.995,23.06,1.333,0.013,273.063,4.187,0.044,1,2.398,4.595,92.084,1,0.941,74.917,42.806,39.568,1.078,0.931,0.174,3.792,1.539,36.382,12,0.699,0.0,0.976,3,1.67,3.003,7.778,4.533,-0.131,2.519,77.714,0
7.495,10,1.329,2,2,1,20,5.232,0.874,1,10,7.893,1,0.823,0.912,1,2,2,8.825,0.34,5,0.146,0,0,0.068,7,11,0.001,0,0.055,1.264,69.066,1.007,23.535,1.38,0.022,296.605,4.219,0.047,1,2.398,4.595,89.748,1,0.945,77.196,42.806,44.208,1.077,0.905,0.162,3.831,1.539,36.382,14,0.735,0.0,0.92,3,1.724,2.934,8.837,4.923,-0.174,2.519,85.57,0
7.187,9,1.329,2,2,1,17,5.366,0.795,1,9,8.155,1,0.962,0.98,1,2,2,58.902,0.295,5,0.191,5,5,0.065,7,10,-0.017,1,0.043,1.14,78.822,1.146,24.492,1.199,0.015,355.461,4.296,0.045,1,2.398,4.595,95.979,1,1.064,80.916,90.187,44.859,1.042,0.926,0.161,4.032,1.539,36.382,13,0.814,9.657,0.927,3,1.649,3.353,9.146,5.706,-0.08,2.765,91.841,1
7.77,9,1.329,2,2,1,17,5.552,0.824,0,9,4.16,1,0.65,0.815,1,1,1,8.825,0.327,5,0.153,0,0,0.013,8,9,0.043,0,-0.014,1.21,70.887,0.969,22.901,1.336,0.036,270.735,4.295,-0.01,0,2.398,4.727,117.272,1,0.895,83.049,42.806,45.446,0.948,0.944,0.106,3.831,1.539,16.786,12,0.735,0.0,1.005,6,1.677,3.029,7.837,4.564,-0.126,2.53,70.713,0
7.77,9,1.329,2,2,1,17,5.716,0.846,0,9,4.365,1,1.021,1.017,1,1,1,28.742,0.323,5,0.154,0,0,0.021,8,9,-0.03,0,0.024,1.084,63.91,1.06,23.873,1.159,-0.005,341.362,4.209,0.016,0,2.398,4.727,96.612,1,0.989,74.535,42.806,45.446,1.067,0.966,0.132,3.833,1.539,16.786,14,0.773,0.0,0.949,6,1.772,2.87,8.409,5.184,-0.007,2.54,67.933,0
7.398,9,1.329,2,2,1,17,5.35,0.788,1,9,12.33,1,0.973,0.978,1,3,3,48.997,0.292,5,0.194,3,0,0.06,7,10,-0.021,0,0.027,1.136,81.714,1.146,24.457,1.213,0.008,343.69,4.297,0.047,1,2.398,4.595,97.566,1,1.064,89.98,71.234,44.43,1.055,0.928,0.156,4.032,1.539,53.168,13,0.789,7.177,0.952,3,1.456,3.424,9.061,5.678,-0.094,2.765,91.937,0
5.523,0,1.139,1,1,0,6,0.0,1.489,0,1,3.996,0,1.404,1.276,0,1,1,105.004,0.224,0,0.25,6,4,0.026,1,1,-0.163,1,0.074,0.877,81.656,0.934,38.872,0.871,-0.172,235.422,4.846,-0.103,0,0.0,0.0,124.02,0,0.821,179.198,105.471,16.79,0.831,1.141,0.059,4.229,1.317,22.593,6,0.469,12.41,0.889,0,0.955,3.772,6.049,6.306,0.171,2.792,232.171,2
7.432,9,1.329,2,2,1,17,5.289,0.755,1,9,12.116,1,0.835,0.919,1,3,3,37.476,0.294,5,0.195,3,0,0.04,7,10,-0.003,0,0.011,1.216,83.241,1.121,24.033,1.315,0.015,308.377,4.297,0.045,1,2.398,4.595,101.849,1,1.062,86.477,71.234,44.43,1.028,0.943,0.15,4.03,1.539,53.168,12,0.735,7.092,0.973,3,1.449,3.495,8.813,5.31,-0.176,2.722,89.932,0
7.481,11,1.329,3,3,1,21,5.275,0.878,1,11,7.984,1,0.828,0.924,2,2,2,0.0,0.347,7,0.14,0,0,0.073,7,12,-0.003,0,0.068,1.302,68.159,1.153,23.752,1.406,0.019,308.377,4.293,0.059,1,3.932,5.778,89.746,1,1.064,72.808,42.806,46.743,1.042,0.905,0.164,3.882,1.539,36.382,15,0.825,0.0,0.9,3,1.966,2.893,9.365,5.096,-0.217,2.662,85.972,0
5.699,9,1.329,2,2,1,17,5.052,0.612,1,9,7.462,1,0.602,0.772,1,2,2,0.0,0.323,5,0.159,0,0,0.057,7,9,0.043,0,0.032,1.276,80.811,0.692,22.512,1.418,0.044,237.75,4.297,0.015,1,2.398,4.595,108.562,1,0.617,77.658,42.806,39.568,1.012,0.893,0.162,3.792,1.539,36.382,11,0.415,0.0,0.965,3,1.718,3.061,7.437,4.458,-0.18,2.519,82.349,0
7.268,9,1.329,2,2,1,17,5.4,0.749,1,9,8.228,1,0.869,0.871,1,2,2,26.166,0.324,5,0.159,0,0,0.063,7,14,0.011,0,0.022,1.072,83.543,1.153,24.621,1.105,0.046,426.088,4.294,0.055,1,2.398,4.595,94.181,1,1.064,80.331,42.806,49.668,1.127,0.905,0.155,4.032,1.539,36.382,18,0.825,0.0,0.957,3,1.832,2.928,10.363,5.802,0.019,2.937,88.992,0
7.602,9,1.329,2,2,1,17,5.325,0.961,1,9,8.098,1,0.939,0.839,1,2,2,3.124,0.33,5,0.158,0,0,0.058,7,13,-0.015,0,0.001,1.187,68.656,1.153,24.209,1.274,0.026,331.919,4.296,0.055,1,2.398,4.595,84.199,1,1.064,98.464,42.806,52.964,1.139,0.901,0.142,3.835,1.539,36.382,15,0.825,0.0,1.0,3,1.703,3.02,9.25,5.501,-0.111,2.572,85.749,0
6.276,2,1.147,0,0,0,0,0.0,1.273,0,3,4.138,0,1.495,1.266,0,1,1,116.212,0.213,0,0.269,10,7,-0.17,1,5,-0.233,2,-0.122,0.917,230.984,1.155,53.105,0.917,-0.236,270.735,5.006,-0.086,0,2.398,4.595,195.337,1,1.094,215.261,143.376,48.563,1.017,1.303,-0.004,4.846,1.316,22.593,7,0.665,17.47,1.094,2,0.996,3.916,8.31,6.846,0.102,3.229,234.869,5
6.796,2,1.305,0,0,0,0,0.0,1.249,0,4,0.0,0,1.248,1.181,0,0,0,123.947,0.228,0,0.251,11,11,-0.145,9,3,-0.152,3,-0.135,1.008,130.801,1.134,49.77,1.013,-0.164,211.88,4.901,-0.098,0,0.0,0.0,159.138,0,1.061,207.18,169.257,31.281,0.921,1.214,0.02,4.366,1.339,5.807,7,0.661,19.47,1.11,0,1.168,3.781,8.197,5.659,0.04,3.189,185.479,5
7.005,2,1.185,0,0,0,0,0.0,1.366,0,3,0.0,0,1.494,1.27,0,0,0,126.117,0.217,0,0.265,12,12,-0.131,2,5,-0.207,3,-0.088,0.928,168.615,1.146,52.926,0.917,-0.217,258.964,5.005,-0.086,0,2.398,4.595,205.964,1,1.088,217.668,162.328,48.992,1.037,1.269,0.053,4.728,1.342,5.807,7,0.632,19.399,1.052,0,1.195,3.781,8.478,6.856,0.103,3.232,218.515,6
7.301,3,1.228,0,0,0,0,0.0,1.342,0,4,0.0,0,1.44,1.219,0,0,0,126.117,0.227,0,0.256,12,12,-0.112,2,7,-0.191,3,-0.091,0.969,179.523,1.174,52.926,0.945,-0.187,282.506,5.006,-0.08,0,2.398,4.595,214.484,1,1.136,220.366,162.328,53.204,1.046,1.24,0.033,4.751,1.342,5.807,9,0.858,20.504,1.07,0,1.264,3.783,9.553,6.896,0.089,3.232,217.698,6
6.602,0,1.108,0,0,0,0,0.0,1.235,0,1,7.886,0,1.484,1.232,0,2,2,105.878,0.202,0,0.281,7,7,-0.173,0,4,-0.236,2,-0.141,0.871,235.041,1.143,52.916,0.876,-0.222,258.964,5.019,-0.099,0,2.398,4.595,209.652,1,1.076,215.051,114.947,45.171,0.89,1.305,-0.005,4.847,1.277,57.389,6,0.645,14.773,1.125,0,0.922,4.07,7.863,6.815,0.135,3.231,225.926,5
5.678,2,1.194,0,0,0,0,0.0,1.306,0,4,0.0,0,1.29,1.228,0,0,0,104.994,0.232,0,0.245,9,9,-0.133,2,3,-0.165,2,-0.129,1.053,122.656,1.073,49.141,1.062,-0.185,188.338,4.851,-0.1,0,0.0,0.0,149.452,0,1.019,208.612,150.304,26.135,0.94,1.23,0.017,4.331,1.305,5.807,7,0.597,15.094,1.101,0,1.08,3.768,7.436,5.566,0.011,3.008,183.64,3
5.018,2,1.194,0,0,0,0,0.0,1.199,0,4,0.0,0,1.247,1.2,0,0,0,75.159,0.251,0,0.224,7,5,-0.016,2,3,-0.168,1,-0.066,1.014,121.304,0.9,48.605,0.904,-0.176,129.482,4.888,-0.098,0,2.398,4.595,126.879,1,0.92,219.389,131.352,52.292,0.993,0.875,0.011,4.26,1.301,5.807,6,0.593,12.193,1.001,0,0.89,3.929,7.518,5.373,0.108,3.008,171.352,1
5.469,2,1.166,0,0,0,0,0.0,1.341,0,3,0.0,0,1.417,1.376,0,0,0,96.169,0.22,0,0.253,9,9,-0.212,0,3,-0.224,2,-0.12,1.019,134.264,0.886,61.278,1.016,-0.286,176.567,6.493,-0.134,0,0.0,0.0,203.752,0,0.821,240.246,172.517,20.224,0.998,1.328,0.028,4.716,1.314,11.615,5,0.545,13.259,1.077,0,1.359,3.633,6.604,5.514,0.034,2.812,204.495,3
6.013,4,1.235,0,0,0,2,0.0,1.198,0,5,0.0,0,1.326,1.241,0,0,0,96.169,0.235,0,0.244,9,9,-0.14,4,5,-0.176,2,-0.119,1.083,118.203,1.003,48.959,1.092,-0.182,223.651,4.85,-0.084,0,0.0,0.0,145.073,0,0.946,192.727,150.304,31.633,0.962,1.253,0.011,4.331,1.308,5.807,7,0.596,15.288,1.09,2,1.139,3.701,7.281,5.54,-0.021,2.812,180.078,3
5.161,2,1.148,0,0,0,0,0.0,1.386,0,3,0.0,0,1.318,1.264,0,0,0,96.169,0.218,0,0.26,9,9,-0.122,0,3,-0.174,2,-0.091,1.07,112.859,0.886,48.76,1.08,-0.21,176.567,4.85,-0.104,0,0.0,0.0,144.295,0,0.821,202.18,150.304,25.706,0.945,1.249,0.011,4.331,1.305,5.807,5,0.482,14.475,1.056,0,1.038,3.824,6.551,5.513,-0.013,2.812,177.423,3
7.347,2,1.183,0,0,0,0,0.0,1.192,0,3,0.0,0,1.325,1.248,0,0,0,122.31,0.212,0,0.268,11,11,-0.156,1,6,-0.206,3,-0.078,0.921,240.406,1.174,74.411,0.911,-0.253,270.735,6.999,-0.06,2,2.398,4.595,246.166,1,1.137,270.779,152.852,58.399,1.035,1.277,0.039,5.005,1.342,11.477,8,0.639,16.005,1.063,0,1.085,3.982,9.311,6.892,0.132,3.32,259.377,7
7.26,2,1.148,0,0,0,0,0.0,1.386,0,3,0.0,0,1.318,1.264,0,0,0,96.169,0.218,0,0.26,9,9,-0.122,0,3,-0.174,2,-0.091,1.07,112.859,0.886,48.76,1.08,-0.21,176.567,4.85,-0.104,0,0.0,0.0,144.295,0,0.821,202.18,150.304,25.706,0.945,1.249,0.011,4.331,1.305,5.807,5,0.482,14.475,1.056,0,1.038,3.824,6.551,5.513,-0.013,2.812,177.423,3
5.301,2,1.235,0,0,0,0,0.0,1.315,0,4,0.0,0,1.334,1.369,0,0,0,120.713,0.231,0,0.244,11,9,-0.127,6,3,-0.164,2,-0.058,1.023,244.203,1.238,75.191,0.964,-0.237,188.338,6.999,-0.117,0,2.398,4.443,155.343,1,1.245,264.78,182.952,53.72,1.0,1.102,0.033,4.762,1.31,11.853,6,0.793,18.606,0.998,0,1.145,3.845,8.763,5.85,0.063,3.189,199.185,3
6.538,3,1.152,1,1,0,0,0.0,1.31,0,5,0.0,0,1.314,1.226,1,0,0,96.169,0.243,2,0.237,9,9,-0.126,3,4,-0.17,2,-0.124,1.104,122.588,1.13,49.247,1.1,-0.176,188.338,4.851,-0.083,0,3.932,5.861,151.989,0,1.06,206.421,150.304,28.67,0.955,1.228,0.022,4.334,1.305,5.807,8,0.698,15.61,1.098,0,1.075,3.814,8.013,5.586,-0.037,3.189,174.491,3
5.996,0,1.172,0,0,0,0,0.0,1.201,0,1,0.0,0,1.259,1.082,0,0,0,125.466,0.21,0,0.27,11,11,-0.078,2,4,-0.136,3,-0.083,0.881,156.661,1.17,51.927,0.885,-0.126,306.049,5.006,-0.099,0,2.398,4.595,170.033,1,1.133,206.766,170.863,48.786,1.047,1.197,-0.014,4.752,1.283,5.807,7,0.693,17.837,1.073,3,1.187,3.858,8.394,6.896,0.136,3.235,199.16,7
5.796,2,1.158,0,0,0,0,0.0,1.384,0,3,0.0,0,1.471,1.353,0,0,0,106.084,0.22,0,0.257,9,9,-0.148,0,3,-0.207,2,-0.11,0.97,120.409,1.022,49.797,0.948,-0.234,211.88,4.85,-0.095,0,0.0,0.0,141.466,0,0.95,208.734,133.899,25.706,0.956,1.247,0.043,4.331,1.324,5.807,6,0.573,14.599,1.071,0,1.067,3.799,6.807,5.881,0.105,2.817,193.745,3
5.602,1,1.137,0,0,0,0,0.0,1.286,0,2,7.911,0,1.467,1.237,0,2,2,105.878,0.209,0,0.274,7,7,-0.165,1,5,-0.228,2,-0.118,0.898,184.715,1.16,52.859,0.901,-0.231,258.964,5.019,-0.091,0,2.398,4.595,270.494,1,1.105,227.215,114.947,47.706,0.99,1.293,0.008,4.847,1.31,57.389,7,0.663,15.0,1.107,0,0.911,4.07,8.35,6.846,0.116,3.232,223.432,5
6.004,2,1.153,0,0,0,0,0.0,1.273,0,3,0.0,0,1.336,1.256,0,0,0,96.169,0.232,0,0.247,9,9,-0.168,0,4,-0.18,2,-0.119,1.03,102.039,1.014,37.069,0.994,-0.194,200.109,4.844,-0.108,0,0.0,0.0,114.381,0,0.964,178.565,150.304,24.249,0.986,1.299,0.05,4.331,1.306,5.807,6,0.596,15.5,1.089,0,1.053,3.832,7.197,5.563,-0.029,2.812,160.492,3
5.444,7,1.305,0,0,0,6,0.0,1.409,0,9,0.0,0,1.208,1.163,0,0,0,48.788,0.283,6,0.196,4,4,-0.037,0,8,-0.123,1,-0.025,1.154,118.138,1.13,48.916,1.157,-0.146,200.109,4.849,-0.067,0,0.0,0.0,143.216,0,1.06,205.61,102.923,35.622,0.963,1.132,0.054,4.328,1.476,5.807,11,0.809,5.688,0.997,0,1.38,3.542,8.48,5.532,-0.041,2.812,182.274,2
7.036,2,1.148,0,0,0,0,0.0,1.328,0,3,0.0,0,1.343,1.298,0,0,0,86.693,0.222,0,0.254,8,8,-0.174,1,3,-0.207,2,-0.113,1.009,122.261,0.886,48.915,0.995,-0.253,164.795,4.942,-0.104,0,0.0,0.0,154.146,0,0.824,217.414,140.828,29.207,0.947,1.268,0.012,4.351,1.305,44.956,5,0.482,12.306,1.077,0,0.866,3.992,6.874,5.533,0.024,3.1,186.008,4
8.155,0,1.109,0,0,0,0,0.0,1.239,0,1,0.0,0,1.543,1.3,0,0,0,127.523,0.203,0,0.277,11,11,-0.212,0,3,-0.263,3,-0.151,0.809,260.133,1.156,65.204,0.805,-0.259,282.506,6.493,-0.094,0,2.398,4.595,182.035,1,1.096,235.326,152.852,54.3,1.058,1.33,0.029,4.848,1.277,5.807,6,0.583,15.857,1.103,0,1.211,3.886,8.318,6.887,0.209,3.319,230.445,7
5.77,7,1.305,0,0,0,6,0.0,1.279,0,9,0.0,0,1.194,1.137,0,0,0,48.788,0.29,6,0.189,4,4,-0.044,0,8,-0.11,1,-0.019,1.115,102.03,1.13,37.075,1.065,-0.129,200.109,4.842,-0.075,0,0.0,0.0,110.376,0,1.06,177.039,102.923,31.631,0.972,1.14,0.082,4.257,1.476,5.807,11,0.809,5.789,0.997,0,1.38,3.575,8.688,5.565,-0.067,2.812,157.445,2
5.347,2,1.148,1,0,0,0,0.0,1.674,0,3,0.0,0,1.187,1.088,0,0,0,75.264,0.252,0,0.211,4,4,0.043,0,3,-0.103,1,0.06,0.97,117.638,0.934,48.316,1.035,-0.122,117.711,4.849,-0.109,0,0.0,0.0,156.334,0,0.821,229.414,102.923,25.436,0.954,1.055,-0.035,4.331,1.305,5.807,9,0.479,5.61,0.921,0,1.128,3.705,7.068,5.457,0.068,3.17,171.931,2
5.854,2,1.152,1,1,0,6,0.0,1.178,0,3,0.0,0,1.462,1.384,0,0,0,66.438,0.256,0,0.214,4,4,-0.149,1,3,-0.235,1,-0.05,1.029,110.457,0.934,48.073,1.066,-0.267,200.109,4.849,-0.095,0,0.0,0.0,144.352,0,0.821,188.996,102.923,23.378,0.99,1.278,0.033,4.25,1.307,5.807,8,0.478,5.657,1.001,1,0.946,3.707,6.644,5.41,0.039,2.812,171.983,2
5.708,0,1.108,0,0,0,0,4.886,1.311,0,1,3.54,1,1.475,1.134,0,1,1,96.608,0.206,0,0.273,7,7,-0.19,0,3,-0.204,2,-0.185,0.812,221.552,1.144,52.963,0.851,-0.148,247.193,5.21,-0.09,1,3.045,5.283,184.41,2,1.076,225.44,114.947,49.372,1.005,1.306,-0.005,4.848,1.277,25.404,6,0.582,11.606,1.146,3,0.786,4.172,7.631,6.789,0.171,3.231,223.029,5
5.638,2,1.194,0,0,0,0,0.0,1.355,0,4,0.0,0,1.217,1.188,0,0,0,94.111,0.236,0,0.24,9,9,-0.037,3,3,-0.079,2,-0.084,1.071,133.866,0.886,49.048,1.045,-0.077,153.024,4.909,-0.099,0,0.0,0.0,131.692,0,0.824,211.1,150.304,24.392,0.989,1.158,0.004,4.337,1.305,44.956,6,0.531,15.226,1.044,0,1.123,3.787,7.311,5.544,-0.023,3.008,180.479,3
5.143,2,1.158,0,0,0,0,0.0,1.327,0,3,0.0,0,1.486,1.37,0,0,0,96.608,0.223,0,0.252,8,8,-0.187,1,3,-0.236,2,-0.13,0.913,128.136,1.022,49.952,0.872,-0.271,200.109,4.942,-0.095,0,0.0,0.0,149.216,0,0.95,222.529,124.423,29.207,0.958,1.241,0.044,4.351,1.324,44.956,6,0.573,12.426,1.086,0,0.904,3.958,7.13,5.901,0.137,3.1,201.186,4
5.229,3,1.233,0,0,0,0,0.0,1.136,0,5,0.0,0,1.399,1.312,0,0,0,107.052,0.229,0,0.248,9,9,-0.149,1,4,-0.218,2,-0.099,1.03,169.911,1.133,61.631,1.034,-0.24,223.651,6.493,-0.085,0,0.0,0.0,189.988,0,1.061,254.382,150.304,35.861,0.963,1.24,0.006,4.752,1.305,5.807,8,0.597,14.622,1.066,0,1.133,3.835,8.255,5.63,0.04,3.189,211.18,3
7.658,0,1.108,0,0,0,0,0.0,1.303,0,1,0.0,0,1.461,1.198,0,0,0,125.466,0.211,0,0.27,11,11,-0.155,2,4,-0.208,3,-0.139,0.885,233.529,1.171,53.3,0.895,-0.196,270.735,5.006,-0.104,0,2.398,4.595,176.727,1,1.135,213.281,152.852,52.901,1.038,1.273,-0.007,4.841,1.277,5.807,7,0.683,17.06,1.109,0,1.115,3.904,8.657,6.88,0.129,3.23,226.239,7
5.638,2,1.194,0,0,0,0,0.0,1.326,0,4,0.0,0,1.448,1.324,0,0,0,114.909,0.233,0,0.243,9,9,-0.155,2,3,-0.196,2,-0.14,0.967,128.322,1.073,50.178,0.945,-0.21,223.651,4.851,-0.092,0,0.0,0.0,146.423,0,1.019,215.559,133.899,26.135,0.951,1.235,0.046,4.331,1.324,5.807,8,0.637,15.215,1.108,0,1.104,3.734,7.692,5.934,0.114,3.008,198.63,3
6.328,1,1.139,0,0,0,0,0.0,1.374,0,2,0.0,0,1.516,1.279,0,0,0,126.117,0.21,0,0.272,12,12,-0.154,2,4,-0.225,3,-0.11,0.904,173.439,1.141,52.955,0.894,-0.225,258.964,5.005,-0.093,0,2.398,4.595,242.964,1,1.076,219.757,162.328,46.458,0.993,1.294,0.041,4.728,1.31,5.807,6,0.582,19.127,1.069,0,1.158,3.798,7.978,6.831,0.119,3.232,208.82,6
6.328,5,1.31,1,1,0,4,0.0,1.32,0,7,0.0,0,1.397,1.216,1,0,0,87.561,0.261,5,0.22,7,7,-0.107,2,10,-0.181,2,-0.073,0.995,217.525,1.232,65.457,0.999,-0.192,317.82,6.493,-0.059,0,2.398,4.595,289.846,1,1.18,269.832,132.958,67.3,1.017,1.207,0.028,4.848,1.485,5.807,15,0.9,10.636,1.061,1,1.119,3.82,11.747,6.949,0.068,3.32,250.23,5
6.456,3,1.215,0,0,0,2,0.0,1.351,0,4,0.0,0,1.47,1.25,0,0,0,126.117,0.224,0,0.259,12,12,-0.109,2,6,-0.189,3,-0.074,0.949,177.149,1.167,52.918,0.937,-0.198,282.506,5.005,-0.08,0,2.398,4.595,199.957,1,1.133,218.089,162.328,51.527,0.945,1.245,0.063,4.728,1.369,5.807,8,0.705,19.611,1.043,0,1.251,3.751,8.978,6.878,0.089,3.232,215.493,6
7.745,0,1.154,0,0,0,0,0.0,1.237,0,1,0.0,0,1.324,1.194,0,0,0,116.64,0.203,0,0.272,11,11,-0.194,0,3,-0.12,3,-0.144,0.844,285.348,1.15,78.267,0.824,-0.177,247.193,6.999,-0.126,0,2.398,4.595,309.568,1,1.101,286.175,158.659,45.36,1.058,1.195,-0.041,5.006,1.277,50.764,5,0.583,14.929,1.092,0,1.158,4.012,8.531,6.85,0.161,3.319,306.337,7
7.108,2,1.145,1,1,0,8,0.0,1.168,0,5,4.13,0,1.287,1.301,0,1,1,127.282,0.25,0,0.234,10,10,-0.034,0,5,-0.113,2,-0.01,1.089,188.589,1.249,51.865,1.134,-0.108,364.904,4.844,-0.04,0,2.398,4.443,230.041,1,1.218,254.937,145.217,80.128,1.013,0.987,0.006,4.765,1.323,16.786,11,0.776,21.701,0.942,2,1.331,3.835,10.736,6.493,-0.074,3.195,196.857,2
6.553,2,1.232,1,1,0,6,0.0,1.322,0,3,0.0,0,1.392,1.198,0,0,0,96.386,0.242,0,0.235,7,7,-0.039,2,5,-0.184,2,0.037,0.911,224.856,1.141,52.586,0.916,-0.188,294.278,5.005,-0.084,0,2.398,4.595,188.685,1,1.075,205.561,114.947,45.807,1.049,1.173,0.017,4.366,1.317,5.807,10,0.583,10.651,0.94,2,0.995,3.812,8.7,6.759,0.136,3.229,246.772,5
4.398,2,1.143,0,0,0,0,0.0,1.242,0,3,0.0,0,1.536,1.34,0,0,0,99.095,0.229,0,0.245,8,8,-0.122,2,3,-0.272,2,-0.128,0.833,210.256,1.055,51.017,0.758,-0.279,223.651,4.851,-0.086,0,0.0,0.0,143.792,0,1.018,201.777,124.423,32.106,0.99,0.871,0.008,4.501,1.314,5.807,6,0.578,12.574,1.063,2,1.065,3.827,7.113,6.477,0.181,2.955,225.652,4
7.398,2,1.266,0,0,0,0,5.175,1.356,0,3,0.0,1,1.555,1.25,0,0,0,115.676,0.226,0,0.256,9,7,-0.172,1,8,-0.236,2,-0.142,0.876,256.917,1.227,66.81,0.884,-0.233,329.591,6.493,-0.061,0,3.045,5.209,223.343,2,1.199,271.212,145.639,62.277,1.025,1.265,0.035,5.003,1.328,5.807,10,0.769,15.158,1.12,2,1.158,3.926,9.96,7.003,0.122,3.319,247.612,5
6.0,2,1.292,0,0,0,0,0.0,1.274,0,3,4.043,0,1.416,1.156,0,1,1,122.031,0.229,0,0.254,9,7,-0.11,1,9,-0.171,2,-0.108,0.885,235.186,1.172,54.371,0.867,-0.163,364.904,5.006,-0.06,0,2.398,4.595,193.071,1,1.136,229.497,133.899,57.415,0.993,1.204,0.028,4.846,1.337,22.593,11,0.825,18.161,1.107,2,1.241,3.846,10.084,7.027,0.138,3.23,230.649,5
6.481,2,1.148,0,0,0,0,0.0,1.201,0,3,0.0,0,1.553,1.278,0,0,0,98.652,0.221,0,0.255,7,7,-0.154,1,4,-0.253,2,-0.084,0.785,200.82,1.133,52.177,0.781,-0.245,270.735,5.005,-0.088,0,2.398,4.595,183.891,1,1.07,205.929,114.947,43.701,1.117,1.28,0.016,4.365,1.317,5.807,8,0.582,10.622,1.063,2,1.06,3.769,7.506,6.683,0.241,3.23,225.136,5
5.921,2,1.147,0,0,0,0,0.0,1.341,0,3,0.0,0,1.489,1.256,0,0,0,87.561,0.23,0,0.249,7,7,-0.148,2,5,-0.228,2,-0.094,0.897,220.576,1.139,51.995,0.901,-0.236,223.651,5.005,-0.088,0,2.398,4.595,183.678,1,1.074,216.57,114.947,45.807,1.037,1.279,0.005,4.365,1.316,5.807,8,0.582,10.615,1.075,2,0.884,3.86,7.812,6.669,0.139,3.229,227.636,5
7.009,2,1.164,0,0,0,0,0.0,1.283,0,3,0.0,0,1.465,1.244,0,0,0,126.117,0.215,0,0.267,12,12,-0.141,2,5,-0.215,3,-0.101,0.928,229.001,1.156,53.159,0.917,-0.212,282.506,5.005,-0.086,0,2.398,4.595,192.118,1,1.095,207.854,162.328,48.992,1.039,1.276,0.006,4.754,1.316,5.807,7,0.672,19.908,1.07,2,1.295,3.722,8.394,6.854,0.103,3.229,234.513,6
