pXC50,IC3,IC4,Eig10_EA.dm.,Eig09_EA.dm.,Eig08_EA.dm.,D.Dtr05,RBN,MATS3s,N.074,nRCONH2,CATS2D_05_AP,CATS2D_02_AP,BLTA96,BLTD48,BLTF96,MLOGP,nArC.N,NdsN,SdsN,MLOGP2,CATS2D_08_DP,CATS2D_07_PN,CATS2D_08_AP,CATS2D_07_PL,P_VSA_p_3,P_VSA_v_3,CATS2D_06_LL,CATS2D_06_PL,CATS2D_05_PL,CATS2D_03_PL,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,NsNH2,SM05_EA.dm.,P_VSA_s_4,SsCH3,CATS2D_09_DN,GNar,NsCH3,P_VSA_LogP_1,Eta_F_A,MATS2s,CATS2D_09_PL,DLS_01,Eta_betaP,CATS2D_05_DA,S3K,ECC,CATS2D_06_DA,nCsp2,CATS2D_09_AA,HVcpx,X2A,IDE,AECC,CATS2D_06_DP,DECC,P_VSA_LogP_2,SpMin8_Bh.v.,TIC3,CSI,TPSA.NO.,UNIP,ATSC1i,MATS3e,GATS1i,nBM,Uc,ATSC1m,ATS1i,LLS_02,ON0V,MATS8s,H.047,nCsp3,SdO,VvdwMG,Vx,P_VSA_i_3,CATS2D_03_DN,Eig04_EA.ri.,Eig04_EA,SM12_AEA.bo.,Eig11_AEA.dm.,CATS2D_09_DP,SpMin8_Bh.m.,ATSC5m,ATS2i,P_VSA_p_2,P_VSA_MR_6,Eig02_EA.dm.,DLS_07,ATSC5e,Chi0_EA.dm.,Eta_sh_p,Eig04_AEA.ri.,Eig06_EA.dm.,SpMax7_Bh.e.,GMTIV,ATS2e,P_VSA_MR_1,nBT,DLS_05,CATS2D_08_AN,MDDD,ICR,Dz,ATSC3m,IC1,H.,Chi0_EA.ed.,SpMin7_Bh.v.,Eig06_EA.bo.,Chi1_EA.ed.,Eig04_EA.bo.,SM14_AEA.ri.,X1sol,IVDM,P_VSA_v_2,ATS4s,X1,IDDM,IDM,SpMin7_Bh.p.,SpMax8_Bh.v.,O.058,BID,nSK,Psi_e_A,Psi_i_A,AMR,XMOD
6.53,5.225,5.427,0.0,0.0,0.0,93.99,7,0.086,0,0,0,0,-5.67,-5.54,-5.16,4.439,0,0,0.0,19.708,0,0,0,0,128.146,128.146,8,0,0,0,0,0,0,0,0.0,84.635,2.025,0,2.082,1,8.825,0.948,0.21,0,0.75,19.5,1,5.484,352.0,0,17,0,3.431,0.29,3.633,11.0,0,1.625,35.752,1.429,318.755,754.0,95.08,128.0,0.857,0.073,1.174,19,4.322,13.083,4.309,0.88,10.983,-0.113,8,9,24.416,233.695,561.977,399.022,0,2.515,2.517,2.517,1.318,0,1.417,36.659,4.905,144.555,96.495,1.058,1.0,0.537,15.861,0.099,3.517,0.0,3.186,33169.0,4.734,306.049,64,0.5,0,34.449,2.852,68.5,34.672,3.561,47.5,12.929,1.469,2.534,6.164,2.991,2.991,15.508,4.936,144.555,6.11,15.508,4.969,8.732,1.418,2.965,2,3.502,32,7.776,2.276,123.528,96.005
6.91,4.903,5.063,0.0,0.0,0.0,111.587,7,0.046,0,0,0,0,-7.02,-6.82,-6.31,5.791,0,0,0.0,33.53,0,0,0,0,138.284,138.284,9,0,0,0,0,0,0,0,0.0,82.682,8.025,0,2.101,4,35.301,0.881,0.231,0,0.5,19.5,1,5.066,445.0,0,17,0,3.454,0.276,3.72,11.41,0,1.691,38.287,1.489,382.448,987.0,95.08,172.0,1.096,0.034,1.155,19,4.322,17.828,4.558,0.63,15.15,-0.216,5,16,25.301,286.055,689.734,516.733,0,2.879,2.91,2.91,2.0,0,1.562,53.808,5.216,144.555,77.623,1.058,1.0,0.704,23.137,0.16,3.902,0.0,3.266,49384.0,5.036,423.76,83,0.5,0,42.079,2.813,82.5,47.908,3.424,50.0,14.457,1.557,2.903,6.901,3.443,3.443,18.587,5.194,144.555,6.419,18.587,5.258,9.314,1.507,3.077,2,3.693,39,7.635,2.135,153.168,114.479
6.24,5.037,5.114,0.0,0.0,0.0,98.937,7,0.068,0,0,0,0,-6.22,-6.06,-5.63,4.993,0,0,0.0,24.934,0,0,0,0,90.252,90.252,7,0,0,0,0,0,0,0,0.0,37.905,0.0,0,2.184,0,0.0,0.701,0.21,0,0.75,13.5,1,4.812,393.0,0,11,1,3.46,0.276,3.682,11.229,0,1.708,50.96,1.489,362.686,887.0,95.08,148.0,1.04,0.051,1.207,13,3.807,17.061,4.489,0.63,12.4,-0.123,4,18,24.766,256.468,617.542,493.191,0,2.627,2.65,2.65,1.8,0,1.516,45.265,5.175,144.555,52.219,1.058,1.0,0.536,18.286,0.06,3.643,0.0,3.228,37513.0,4.998,400.217,77,1.0,1,36.152,2.858,74.5,50.471,3.184,51.4,13.776,1.489,2.555,6.629,3.085,3.085,16.961,5.068,144.555,6.296,16.961,5.101,8.991,1.445,3.073,2,3.589,35,7.607,2.107,134.033,104.723
5.63,4.961,4.961,0.0,0.0,0.0,91.565,7,0.063,0,0,0,0,-5.63,-5.5,-5.13,4.398,0,0,0.0,19.347,0,0,0,0,82.649,82.649,5,0,0,0,0,0,0,0,0.0,37.905,0.0,0,2.202,0,0.0,0.721,0.214,0,0.75,13.5,1,4.155,356.0,0,11,1,3.462,0.271,3.662,11.125,0,1.758,43.356,1.429,312.53,813.0,95.08,132.0,0.922,0.046,1.175,13,3.807,14.393,4.366,0.75,10.9,-0.095,4,15,24.433,227.691,547.326,422.564,0,2.705,2.719,2.719,1.675,0,1.513,38.692,5.024,144.555,52.219,1.058,1.0,0.438,18.286,0.066,3.716,0.0,3.228,32315.0,4.853,329.591,68,0.5,1,30.508,2.889,68.5,41.761,3.385,49.2,12.29,1.489,2.556,5.906,3.114,3.114,15.461,4.935,144.555,6.175,15.461,4.974,8.717,1.445,3.073,2,3.503,32,7.664,2.164,120.23,95.723
5.84,4.922,4.922,0.0,0.0,0.0,93.051,7,0.076,0,0,0,0,-5.63,-5.5,-5.13,4.398,0,0,0.0,19.347,0,0,0,0,95.23,95.23,5,0,0,0,0,0,0,0,0.0,55.555,4.138,0,2.108,2,17.65,0.737,0.22,0,0.75,13.5,1,4.4,356.0,0,11,0,3.462,0.28,3.661,11.125,0,1.758,38.287,1.444,319.905,791.0,95.08,132.0,0.939,0.039,1.229,13,3.807,15.142,4.384,0.75,11.9,-0.059,4,15,24.393,235.084,565.365,446.106,0,2.546,2.55,2.55,1.447,0,1.417,40.134,5.053,144.555,52.219,1.058,1.0,0.468,18.286,0.132,3.548,0.0,3.228,30855.0,4.874,353.133,69,0.5,0,30.574,2.889,68.5,43.305,3.428,50.8,12.059,1.489,2.554,5.772,3.06,3.06,15.299,4.916,144.555,6.207,15.299,4.974,8.718,1.445,3.073,2,3.503,32,7.695,2.195,122.032,94.752
6.9,5.002,5.108,0.0,0.0,0.0,100.758,7,0.069,0,0,0,0,-6.42,-6.25,-5.8,5.186,0,0,0.0,26.897,0,0,0,0,92.787,92.787,7,0,0,0,0,0,0,0,0.0,37.905,0.0,0,2.178,0,0.0,0.694,0.21,0,0.75,13.5,1,5.171,406.0,0,11,1,3.457,0.277,3.69,11.278,0,1.707,53.494,1.489,375.122,913.0,95.08,154.0,1.079,0.053,1.216,13,3.807,17.933,4.526,0.63,12.9,-0.119,4,19,24.862,266.06,640.947,516.733,0,2.621,2.645,2.645,1.807,0,1.562,49.153,5.216,144.555,52.219,1.058,1.0,0.571,18.286,0.058,3.638,0.0,3.278,39407.0,5.035,423.76,80,1.0,1,37.756,2.847,76.5,53.078,3.124,52.0,14.276,1.489,2.555,6.879,3.084,3.084,17.461,5.11,144.555,6.348,17.461,5.142,9.076,1.449,3.073,2,3.616,36,7.59,2.09,138.634,107.723
6.18,5.159,5.256,0.0,0.0,0.0,101.093,7,0.079,0,0,0,0,-6.46,-6.29,-5.83,5.227,0,0,0.0,27.322,0,0,0,0,130.681,130.681,8,0,0,0,0,0,0,0,0.0,84.635,2.046,0,2.161,1,8.825,0.89,0.214,0,0.75,19.5,1,4.65,405.0,0,17,0,3.447,0.275,3.68,11.25,0,1.681,38.287,1.489,355.939,910.0,95.08,153.0,0.975,0.045,1.122,19,4.322,15.134,4.445,0.63,12.4,-0.158,8,13,24.801,257.278,619.518,446.106,0,2.756,2.769,2.769,1.807,0,1.539,44.384,5.084,144.555,96.495,1.058,1.0,0.56,15.861,0.087,3.767,0.0,3.228,43837.0,4.92,353.133,74,0.5,0,37.111,2.841,76.5,43.584,3.55,47.8,13.934,1.489,2.684,6.673,3.443,3.443,17.372,5.101,144.555,6.276,17.372,5.142,9.077,1.445,3.073,2,3.616,36,7.674,2.174,138.045,107.187
6.14,5.021,5.131,0.0,0.0,0.0,107.333,7,0.06,0,0,0,0,-6.84,-6.64,-6.15,5.605,0,0,0.0,31.417,0,0,0,0,135.75,135.75,9,0,0,0,0,0,0,0,0.0,83.333,6.265,0,2.12,3,26.476,0.882,0.227,0,0.5,19.5,1,4.969,431.0,0,17,0,3.442,0.276,3.698,11.342,0,1.675,38.287,1.489,376.593,960.0,95.08,165.0,1.056,0.036,1.145,19,4.322,16.939,4.522,0.63,14.233,-0.188,6,15,24.995,276.463,666.329,493.191,0,2.778,2.8,2.8,2.0,0,1.562,49.587,5.174,144.555,83.913,1.058,1.0,0.599,20.712,0.137,3.795,0.0,3.266,47487.0,4.999,400.217,80,0.5,0,40.474,2.82,80.5,46.437,3.488,49.3,14.286,1.557,2.893,6.837,3.443,3.443,18.176,5.164,144.555,6.359,18.176,5.22,9.239,1.507,3.074,2,3.668,38,7.647,2.147,148.127,112.014
6.18,5.143,5.269,0.0,0.0,0.0,86.482,7,0.04,0,0,0,0,-5.05,-4.95,-4.63,3.816,0,0,0.0,14.564,0,0,0,0,133.124,133.124,8,0,0,0,0,0,0,0,0.0,102.286,6.272,0,1.993,3,26.476,1.011,0.214,0,1.0,19.5,1,5.125,300.0,0,17,0,3.342,0.298,3.538,10.345,0,1.574,23.08,1.324,277.744,625.0,95.08,109.0,0.757,0.046,1.195,19,4.322,11.154,4.182,1.0,10.483,-0.149,8,6,24.123,212.312,509.801,351.937,0,2.299,2.352,2.352,1.183,0,1.352,30.329,4.74,144.555,96.495,1.058,1.0,0.495,15.861,0.182,3.332,0.0,3.17,26243.0,4.569,258.964,56,0.5,0,28.666,2.719,62.5,26.957,3.731,46.3,11.277,1.387,2.373,5.363,2.99,2.99,13.846,4.768,144.555,6.028,13.846,4.827,8.443,1.418,2.917,2,3.408,29,7.891,2.391,111.527,86.034
5.54,4.803,4.803,0.0,0.0,0.0,96.651,7,0.065,0,0,0,0,-5.83,-5.69,-5.3,4.6,0,0,0.0,21.157,0,0,0,0,104.055,104.055,6,0,0,0,0,0,0,0,0.0,64.381,6.27,0,2.079,3,26.476,0.739,0.23,0,0.75,13.5,1,4.619,367.0,0,11,0,3.449,0.284,3.656,11.121,0,1.708,38.287,1.449,326.624,812.0,95.08,136.0,0.978,0.036,1.238,13,3.807,16.018,4.426,0.75,12.817,-0.036,4,16,24.533,244.677,588.771,469.648,0,2.772,2.793,2.793,1.6,0,1.417,41.988,5.099,144.555,52.219,1.058,1.0,0.478,19.499,0.159,3.788,0.0,3.228,32198.0,4.916,376.675,72,1.0,0,31.932,2.879,70.5,45.291,3.385,51.5,12.06,1.489,2.558,5.791,3.339,3.339,15.6,4.945,144.555,6.281,15.6,5.018,8.813,1.445,3.073,2,3.532,33,7.687,2.187,126.533,96.556
5.6,5.133,5.406,0.0,0.0,0.0,96.064,6,0.072,0,0,0,0,-6.12,-5.97,-5.55,4.891,0,0,0.0,23.918,0,0,0,0,149.71,149.71,8,0,0,0,0,0,0,0,0.0,104.239,0.0,0,2.141,0,0.0,1.028,0.199,0,0.75,23.5,1,5.466,406.0,0,21,1,3.511,0.285,3.711,11.6,0,1.749,35.752,1.373,328.49,889.0,95.08,148.0,0.883,0.072,1.093,24,4.644,13.067,4.361,0.63,11.233,-0.062,11,8,24.69,249.224,599.867,399.022,0,2.502,2.531,2.531,1.481,0,1.301,38.548,4.943,144.555,126.884,1.058,1.0,0.483,13.435,0.06,3.518,0.0,3.291,43890.0,4.787,306.049,68,0.5,1,38.712,2.954,74.5,36.795,3.528,45.3,14.321,1.431,2.589,6.878,3.286,3.286,17.064,5.076,144.555,6.208,17.064,5.098,8.993,1.447,3.095,2,3.589,35,7.743,2.243,134.937,105.339
6.27,4.977,5.09,0.0,0.0,0.0,107.333,7,0.03,0,0,0,0,-5.89,-5.75,-5.35,4.658,0,0,0.0,21.699,0,0,0,0,135.273,135.273,0,0,0,0,0,0,0,0,0.0,83.333,6.183,0,2.12,3,26.476,0.931,0.204,0,0.5,19.5,2,4.956,431.0,0,17,0,3.442,0.276,3.698,11.342,0,1.675,37.81,1.489,363.289,960.0,104.31,165.0,1.029,0.001,1.173,19,4.322,16.081,4.5,0.63,13.9,-0.235,8,14,24.923,270.867,652.674,480.648,0,2.777,2.8,2.8,2.0,0,1.562,46.319,5.146,155.555,83.913,1.151,1.0,0.823,25.696,0.139,3.795,0.0,3.266,50139.0,4.98,306.049,78,0.5,0,40.474,2.82,81.5,44.759,3.601,47.9,14.286,1.512,2.893,6.837,3.443,3.443,18.176,5.164,155.555,6.361,18.176,5.22,9.239,1.507,3.073,2,3.668,38,7.7,2.2,145.451,112.868
6.52,5.302,5.392,0.0,0.0,0.0,108.655,9,0.002,0,0,0,0,-6.57,-6.39,-5.93,5.337,0,0,0.0,28.485,0,0,0,0,135.75,135.75,8,0,0,0,0,0,0,0,4.112,84.635,2.065,0,2.152,1,8.825,0.864,0.203,0,0.5,19.5,0,5.478,486.0,0,17,1,3.587,0.28,3.833,12.789,0,1.928,43.356,1.489,397.613,1088.0,95.08,172.0,1.056,-0.001,1.145,19,4.322,16.939,4.522,0.63,13.4,-0.271,8,15,24.559,276.463,666.329,493.191,0,2.649,2.676,2.676,2.0,0,1.553,47.837,5.171,144.555,96.495,1.058,1.0,0.454,18.795,0.082,3.666,0.0,3.26,50603.0,5.0,400.217,80,0.5,1,43.515,3.048,80.5,48.105,3.491,49.3,14.904,1.514,2.703,7.189,3.442,3.442,18.355,5.181,144.555,6.289,18.355,5.217,9.226,1.518,3.073,2,3.668,38,7.638,2.138,147.195,113.086
6.25,5.227,5.256,0.0,0.0,0.0,105.348,7,0.06,0,0,0,0,-6.55,-6.38,-5.91,5.323,0,0,0.0,28.329,0,0,0,0,130.326,130.326,8,0,0,0,0,0,0,0,0.0,75.159,2.013,0,2.14,1,8.825,0.922,0.166,0,0.5,19.5,1,4.725,419.0,0,17,0,3.459,0.275,3.704,11.324,0,1.703,38.287,1.489,360.694,937.0,95.08,160.0,1.049,0.027,1.044,19,4.322,14.488,4.449,0.63,12.46,-0.1,7,13,24.773,258.476,622.442,434.335,0,2.787,2.808,2.808,2.0,0,1.537,44.925,5.089,144.555,96.139,1.058,1.0,0.664,17.488,0.102,3.802,0.0,3.228,51404.0,4.928,356.322,74,0.5,0,38.643,2.838,80.0,43.594,3.676,46.4,14.106,1.489,2.685,6.737,3.443,3.443,17.372,5.133,159.515,6.473,17.782,5.182,9.156,1.445,3.073,2,3.643,37,7.822,2.322,138.261,110.517
6.11,4.915,4.959,0.0,0.0,0.0,103.499,7,0.055,0,0,0,0,-5.66,-5.53,-5.15,4.427,0,0,0.0,19.599,0,0,0,0,92.31,92.31,0,0,0,0,0,0,0,0,0.0,37.905,0.0,0,2.214,0,0.0,0.74,0.191,0,0.5,13.5,2,4.344,416.0,0,11,1,3.443,0.267,3.672,11.243,0,1.642,53.018,1.459,363.686,956.0,104.31,157.0,1.074,0.026,1.21,13,3.807,17.282,4.526,0.63,12.817,-0.184,6,19,24.969,262.663,632.658,504.191,0,2.778,2.802,2.802,1.808,0,1.513,49.122,5.222,155.555,52.219,1.151,1.0,0.869,24.484,0.057,3.796,0.0,3.228,44750.0,5.057,329.591,80,0.5,1,37.389,2.838,79.5,53.748,3.26,50.0,14.102,1.489,2.577,6.722,3.435,3.435,17.885,5.144,155.555,6.389,17.885,5.182,9.158,1.445,3.073,2,3.643,37,7.622,2.122,138.605,111.122
6.1,5.224,5.276,0.0,0.0,0.0,113.984,8,0.048,0,0,0,0,-6.08,-5.92,-5.51,4.846,0,0,0.0,23.483,0,0,0,0,140.754,140.754,8,0,0,0,0,0,0,0,0.268,95.076,5.647,0,2.117,3,25.618,0.941,0.215,0,0.5,20.0,2,5.171,473.0,0,17,2,3.548,0.276,3.783,12.128,0,1.766,38.287,1.489,402.239,1052.0,98.32,176.0,1.118,0.036,1.257,19,4.322,17.488,4.555,0.63,14.517,-0.137,13,15,25.52,283.257,682.907,504.962,0,2.794,2.814,2.814,2.0,0,1.562,51.958,5.208,147.679,109.692,1.058,1.0,0.597,22.377,0.134,3.808,0.0,3.32,51686.0,5.026,411.989,82,0.5,1,42.276,2.904,83.0,47.513,3.561,49.4,14.787,1.489,2.689,7.037,3.443,3.443,18.693,5.203,147.679,6.42,18.693,5.259,9.307,1.467,3.073,2,3.693,39,7.652,2.152,152.473,115.859
6.49,4.876,5.004,0.0,0.0,0.0,103.499,7,0.069,0,0,0,0,-6.61,-6.43,-5.96,5.376,0,0,0.0,28.906,0,0,0,0,92.787,92.787,9,0,0,0,0,0,0,0,0.0,37.905,0.0,0,2.214,0,0.0,0.69,0.208,0,0.5,13.5,1,4.356,416.0,0,11,1,3.443,0.267,3.672,11.243,0,1.642,53.494,1.485,370.539,956.0,95.08,157.0,1.101,0.051,1.18,13,3.807,18.105,4.548,0.63,13.15,-0.125,4,20,25.041,268.259,646.312,516.733,0,2.779,2.802,2.802,1.807,0,1.513,51.109,5.248,144.555,52.219,1.058,1.0,0.605,19.499,0.056,3.796,0.0,3.228,42274.0,5.074,423.76,82,0.5,1,37.389,2.838,78.5,55.023,3.141,51.3,14.102,1.489,2.577,6.722,3.435,3.435,17.885,5.144,144.555,6.393,17.885,5.182,9.158,1.445,3.073,2,3.643,37,7.568,2.068,141.28,110.269
4.481,4.678,4.979,0.0,0.0,0.0,56.668,2,0.126,1,0,0,0,-4.75,-4.66,-4.38,3.518,1,1,4.785,12.373,0,0,0,0,181.743,181.743,17,0,0,0,0,0,0,0,0.653,131.058,1.798,0,2.154,1,8.396,1.068,0.001,0,1.0,21.0,0,3.023,199.0,0,20,0,2.98,0.276,3.11,7.96,0,1.011,3.124,1.107,191.785,437.0,34.89,76.0,0.506,0.179,1.037,20,4.392,6.84,3.909,1.0,7.817,-0.017,14,1,12.965,179.15,428.887,213.483,0,2.316,2.378,2.378,1.0,0,1.136,19.28,4.418,45.055,138.232,0.6,1.0,0.165,14.422,0.067,3.354,0.0,2.854,16996.0,4.286,188.338,44,0.0,0,17.958,2.347,52.0,17.126,3.093,39.0,10.33,1.164,2.241,4.922,3.238,3.238,12.737,4.592,45.055,5.748,12.237,4.615,8.041,1.15,2.638,1,3.269,25,7.64,2.14,104.645,80.031
4.785,5.206,5.539,0.0,0.0,0.0,70.613,7,-0.033,0,0,0,0,-4.21,-4.15,-3.92,2.98,0,0,0.0,8.882,0,0,0,0,162.123,162.123,9,0,0,0,0,0,0,0,4.173,132.667,0.0,1,2.082,0,0.0,1.184,0.117,0,1.0,25.0,1,5.137,395.0,1,23,1,3.6,0.29,3.77,12.344,0,1.969,38.556,1.215,275.928,855.0,111.29,139.0,0.732,0.052,1.043,25,4.7,9.08,4.178,1.0,9.2,-0.202,15,2,37.373,219.317,526.894,318.227,0,2.475,2.476,2.476,1.491,0,1.221,26.939,4.671,170.925,159.588,1.061,1.0,0.609,16.336,0.089,3.479,0.0,3.141,41877.0,4.547,176.567,56,0.0,1,32.531,3.079,69.5,25.141,3.41,39.6,12.965,1.282,2.606,6.191,3.251,3.251,15.508,4.936,170.925,6.148,15.508,4.973,8.709,1.31,2.84,3,3.502,32,8.01,2.51,119.026,96.582
6.489,6.079,6.484,1.895,1.907,1.927,251.885,31,-0.085,0,1,1,1,0.11,-0.04,-0.25,-1.345,0,0,0.0,1.809,2,1,2,1,252.33,252.33,9,3,2,2,2,2,2,2,5.505,167.539,6.668,2,1.916,4,35.301,1.471,0.203,2,0.25,36.5,10,21.476,1760.0,9,29,3,4.431,0.311,4.669,23.158,2,3.377,218.892,1.867,875.337,3612.0,389.5,614.0,2.088,-0.052,1.388,33,5.087,33.674,5.164,0.5,25.4,0.063,23,22,143.746,549.807,1333.29,999.036,1,2.903,2.957,2.957,3.167,2,1.843,101.667,5.76,572.052,188.668,2.341,0.0,3.411,46.307,0.204,3.941,1.975,3.738,448887.0,5.592,388.446,147,1.0,2,145.474,3.895,171.0,89.532,3.857,47.2,29.239,1.891,3.243,13.854,3.46,3.46,36.757,6.14,572.052,7.231,35.863,6.221,11.238,1.902,3.535,11,4.345,76,8.239,2.739,275.118,236.155
4.0,4.972,5.222,0.0,0.0,0.0,56.542,3,-0.026,1,0,0,0,-5.25,-5.13,-4.8,4.015,1,1,4.673,16.121,0,0,0,0,163.292,163.292,15,0,0,0,0,0,0,0,3.114,100.584,0.0,0,2.154,0,0.0,1.021,0.001,0,1.0,19.5,0,3.213,200.0,0,18,0,2.989,0.279,3.125,8.0,0,1.04,20.545,1.079,198.877,439.0,41.46,75.0,0.587,-0.012,0.861,19,4.322,6.107,3.896,1.0,7.176,0.001,10,2,12.657,173.684,415.548,189.94,0,2.304,2.375,2.375,0.957,0,1.12,19.602,4.416,59.941,129.48,0.639,1.0,0.228,16.092,0.051,3.348,0.0,2.899,19323.0,4.296,156.213,43,0.5,0,18.333,2.347,53.5,18.634,3.438,37.5,10.285,1.109,2.07,4.908,3.035,3.035,12.31,4.592,74.901,5.848,12.22,4.616,8.039,1.069,2.621,1,3.269,25,7.853,2.353,98.471,80.582
4.215,5.036,5.288,0.0,0.0,0.0,0.0,3,-0.028,1,0,0,0,-6.4,-6.23,-5.78,5.17,1,1,4.931,26.733,0,0,0,0,212.248,212.248,19,0,0,0,0,0,0,0,3.114,142.144,0.0,0,2.186,0,0.0,1.117,0.009,0,0.75,25.5,0,3.812,310.0,0,24,0,3.334,0.278,3.485,10.333,0,1.467,20.545,1.154,246.756,693.0,41.46,111.0,0.585,0.018,0.948,25,4.7,7.609,4.091,0.75,8.843,-0.092,16,2,13.056,211.066,506.761,276.173,0,2.49,2.568,2.568,1.33,0,1.181,25.855,4.615,59.941,170.565,0.639,1.0,0.228,16.066,0.071,3.538,0.0,3.079,30374.0,4.492,188.338,53,0.5,0,25.987,2.715,62.333,25.102,3.044,38.8,12.257,1.256,2.728,5.895,3.201,3.201,14.959,4.859,59.941,5.898,14.67,4.879,8.543,1.228,2.84,1,3.441,30,7.648,2.148,120.553,92.588
6.2,5.528,5.722,0.0,0.0,0.0,120.933,13,-0.049,0,0,0,0,-3.67,-3.64,-3.46,2.439,0,0,0.0,5.949,0,0,0,0,153.711,153.711,12,0,0,0,0,0,0,0,4.924,103.159,1.7,0,2.101,1,8.825,1.006,0.164,0,0.75,20.0,6,7.389,632.0,1,18,0,3.72,0.285,3.938,14.044,0,1.87,76.414,1.508,480.952,1393.0,149.62,220.0,1.248,-0.045,1.236,20,4.392,19.197,4.674,0.63,15.117,-0.054,13,17,51.192,321.095,775.233,589.794,0,2.81,2.864,2.864,2.0,0,1.562,59.16,5.316,225.081,122.504,2.189,0.0,1.404,24.587,0.103,3.846,0.412,3.416,87398.0,5.153,353.133,92,0.5,0,55.221,3.14,98.0,57.781,3.693,48.3,17.68,1.632,2.749,8.49,3.194,3.194,21.664,5.418,225.081,6.604,21.664,5.463,9.735,1.649,3.151,4,3.832,45,7.846,2.346,166.721,135.383
5.0,4.794,4.84,0.0,0.0,0.0,83.721,7,-0.02,0,0,0,0,-5.12,-5.01,-4.69,3.886,0,0,0.0,15.102,0,0,0,0,96.739,96.739,15,0,0,0,0,0,0,0,4.112,56.857,0.0,0,2.157,0,0.0,0.736,0.189,0,1.0,13.0,0,4.103,292.0,1,12,0,3.264,0.28,3.481,9.733,0,1.52,40.393,1.453,287.619,651.0,82.19,109.0,0.844,-0.06,1.131,13,3.807,13.778,4.304,0.88,10.283,-0.047,8,13,23.785,218.698,525.382,410.793,1,2.533,2.533,2.533,1.288,0,1.444,35.96,4.964,127.769,74.357,1.058,1.0,0.365,10.887,0.07,3.534,0.0,3.228,26033.0,4.795,317.82,64,0.5,0,28.778,2.652,64.0,40.375,3.382,50.0,11.878,1.489,2.554,5.767,2.749,2.749,14.495,4.84,127.769,6.095,14.495,4.874,8.546,1.445,3.021,2,3.441,30,7.692,2.192,115.227,89.563
5.1,4.91,5.083,0.0,0.0,0.0,99.416,7,0.058,0,0,0,0,-5.04,-4.94,-4.63,3.809,0,0,0.0,14.508,0,0,0,0,130.565,130.565,16,0,0,0,0,0,0,0,0.0,85.286,0.0,0,2.059,0,0.0,1.044,0.234,0,1.0,21.0,2,6.034,363.0,2,19,0,3.419,0.293,3.629,10.676,0,1.616,35.752,1.36,304.405,772.0,119.49,140.0,0.837,0.006,1.073,20,4.392,12.513,4.321,0.88,10.733,-0.049,9,8,36.199,241.559,581.163,443.308,0,2.491,2.496,2.496,1.581,0,1.282,38.853,4.892,195.598,112.823,1.437,1.0,0.637,15.713,0.104,3.495,0.0,3.308,42707.0,4.743,282.506,65,0.5,0,35.73,2.711,74.0,35.412,3.504,45.2,13.659,1.423,2.588,6.569,3.176,3.176,16.402,5.016,195.598,6.244,16.402,5.059,8.916,1.508,3.097,3,3.561,34,7.985,2.485,127.822,102.115
5.4,5.514,5.569,0.0,0.0,0.0,140.97,11,0.031,0,0,0,0,-4.68,-4.59,-4.32,3.447,0,0,0.0,11.879,0,0,0,0,172.469,172.469,20,0,0,0,0,0,0,0,3.114,113.286,0.0,0,2.115,0,0.0,1.208,0.181,0,0.25,28.0,6,7.148,706.0,3,25,0,3.786,0.28,4.034,14.408,0,2.172,73.88,1.489,479.742,1568.0,177.69,265.0,1.233,0.006,1.093,27,4.807,17.069,4.678,0.38,15.067,-0.054,14,13,65.0,334.766,808.588,587.767,0,2.804,2.836,2.836,2.107,0,1.562,54.444,5.281,281.909,152.622,1.437,0.0,1.193,24.212,0.102,3.827,0.248,3.417,118703.0,5.138,353.133,93,0.5,0,62.488,3.195,107.0,52.237,3.852,43.7,18.852,1.688,3.176,9.047,3.471,3.471,23.536,5.537,281.909,6.685,23.536,5.589,9.976,1.684,3.173,5,3.915,49,7.974,2.474,179.569,146.985
5.5,5.1,5.29,0.0,0.0,0.0,106.452,7,0.063,0,0,0,0,-5.55,-5.42,-5.06,4.318,0,0,0.0,18.645,0,0,0,0,144.329,144.329,8,0,0,0,0,0,0,0,0.0,94.762,0.0,0,2.097,0,0.0,1.119,0.23,0,0.5,25.0,2,6.04,450.0,2,22,2,3.532,0.287,3.758,11.842,0,1.814,35.752,1.423,341.673,974.0,132.38,168.0,0.922,0.048,1.081,25,4.7,12.916,4.407,0.63,11.767,-0.032,10,8,36.524,263.882,635.631,455.079,0,2.502,2.531,2.531,1.618,0,1.301,40.829,4.976,212.383,121.503,1.437,1.0,0.65,15.713,0.093,3.518,0.0,3.376,59588.0,4.831,294.278,71,0.5,2,42.825,2.969,82.5,37.376,3.677,43.3,15.155,1.431,2.89,7.277,3.288,3.288,18.368,5.18,212.383,6.343,18.368,5.219,9.237,1.508,3.097,3,3.668,38,7.943,2.443,141.695,114.321
