pXC50,nO,nC,O.,nCsp2,Mp,nBO,nF,nSK,Sp,nBM,Sv,MW,Me,nAB,nX,Se,Si,nBT,C.,nAT,nH,SCBO,H.,RBF,nDB,Mv,X.,RBN,nN,nCL
6.17,0,14,0.0,8,0.65,18,0,16,22.103,10,20.257,214.34,0.979,10,0,33.272,38.318,36,41.2,34,18,23.0,52.9,0.056,0,0.596,0.0,2,2,0
6.593,2,32,2.6,18,0.647,38,0,35,49.143,18,44.987,471.74,0.979,18,0,74.428,85.221,79,42.1,76,41,47.0,53.9,0.114,0,0.592,0.0,9,1,0
6.47,0,13,0.0,8,0.656,17,0,15,20.341,10,18.73,200.31,0.98,10,0,30.389,34.903,33,41.9,31,16,22.0,51.6,0.061,0,0.604,0.0,2,2,0
6.329,0,12,0.0,8,0.727,18,0,16,21.085,10,19.218,252.79,0.997,10,1,28.905,32.352,31,41.4,29,13,23.0,44.8,0.065,0,0.663,3.4,2,2,1
5.2,1,13,3.3,12,0.76,21,0,19,22.813,16,21.26,289.41,1.011,15,0,30.32,33.205,32,43.3,30,11,29.5,36.7,0.063,1,0.709,0.0,2,3,0
8.686,4,23,6.6,13,0.644,34,1,32,39.29,13,37.509,466.0,1.013,12,2,61.821,69.429,63,37.7,61,29,41.0,47.5,0.143,1,0.615,3.3,9,3,1
8.372,5,33,6.3,17,0.656,50,0,43,52.483,19,50.11,583.75,1.004,16,0,80.283,90.182,87,41.3,80,37,61.0,46.3,0.046,3,0.626,0.0,4,5,0
9.18,2,21,3.8,14,0.673,34,3,31,35.006,19,34.12,450.53,1.029,17,3,53.512,59.503,55,40.4,52,21,44.5,40.4,0.109,2,0.656,5.8,6,4,0
7.638,1,20,2.1,12,0.651,24,0,22,30.597,12,28.058,295.46,0.979,12,0,46.032,52.69,49,42.6,47,25,30.0,53.2,0.122,0,0.597,0.0,6,1,0
9.194,2,19,4.3,12,0.687,29,3,27,31.608,14,30.41,417.91,1.031,12,4,47.414,52.367,48,41.3,46,19,37.0,41.3,0.104,2,0.661,8.7,5,1,1
9.167,2,19,4.3,12,0.668,28,3,26,30.75,14,29.583,383.47,1.024,12,3,47.091,52.423,48,41.3,46,20,36.0,43.5,0.104,2,0.643,6.5,5,1,0
9.409,2,19,4.3,12,0.667,29,4,27,30.688,14,29.966,401.46,1.035,12,4,47.603,52.763,48,41.3,46,19,37.0,41.3,0.104,2,0.651,8.7,5,1,0
9.0,2,22,3.6,12,0.66,33,3,30,36.279,14,34.658,438.56,1.017,12,3,55.96,62.752,58,40.0,55,25,41.0,45.5,0.103,2,0.63,5.5,6,2,0
5.202,3,24,5.5,16,0.697,35,0,32,38.353,19,36.523,495.41,1.008,17,1,55.454,61.615,58,43.6,55,23,46.5,41.8,0.086,1,0.664,1.8,5,4,0
5.947,2,25,3.5,16,0.696,35,0,32,39.659,19,37.335,493.44,1.0,17,1,57.011,63.821,60,43.9,57,25,46.5,43.9,0.083,1,0.655,1.8,5,4,0
7.167,0,15,0.0,10,0.667,20,0,18,23.347,12,21.752,239.35,0.985,12,0,34.491,39.401,37,42.9,35,17,26.0,48.6,0.054,0,0.621,0.0,2,3,0
5.588,0,29,0.0,18,0.684,39,1,35,45.853,18,42.531,512.54,0.994,18,3,66.603,75.366,71,43.3,67,32,48.0,47.8,0.113,0,0.635,4.5,8,3,2
9.523,2,19,4.3,12,0.667,29,4,27,30.688,14,29.966,401.46,1.035,12,4,47.603,52.763,48,41.3,46,19,37.0,41.3,0.104,2,0.651,8.7,5,1,0
9.102,1,23,1.7,12,0.674,33,0,30,39.091,13,36.304,447.45,0.998,12,2,57.869,65.488,61,39.7,58,28,40.0,48.3,0.115,1,0.626,3.4,7,4,2
9.886,2,22,3.6,12,0.675,33,0,30,37.784,13,35.492,449.42,1.006,12,2,56.312,63.282,59,39.3,56,26,40.0,46.4,0.119,1,0.634,3.6,7,4,2
8.796,2,22,3.7,14,0.686,33,0,30,37.023,14,34.965,447.4,1.008,12,2,54.429,60.867,57,40.7,54,24,41.0,44.4,0.123,2,0.647,3.7,7,4,2
8.538,2,22,3.7,14,0.686,33,0,30,37.023,14,34.965,447.4,1.008,12,2,54.429,60.867,57,40.7,54,24,41.0,44.4,0.123,2,0.647,3.7,7,4,2
8.495,2,21,3.8,13,0.684,33,0,30,36.267,14,34.46,448.39,1.012,12,2,53.647,59.95,56,39.6,53,23,41.0,43.4,0.125,2,0.65,3.8,7,5,2
7.799,2,22,3.6,12,0.659,32,0,29,36.927,13,34.664,414.98,1.0,12,1,55.989,63.338,59,39.3,56,27,39.0,48.2,0.119,1,0.619,1.8,7,4,1
7.506,2,22,3.6,12,0.658,33,1,30,36.864,13,35.048,432.97,1.009,12,2,56.501,63.678,59,39.3,56,26,40.0,46.4,0.119,1,0.626,3.6,7,4,1
9.301,2,23,3.4,12,0.656,33,0,30,38.688,13,36.191,429.01,0.998,12,1,58.872,66.754,62,39.0,59,29,40.0,49.2,0.113,1,0.613,1.7,7,4,1
7.293,2,23,3.4,12,0.641,32,0,29,37.83,13,35.364,394.57,0.992,12,0,58.549,66.81,62,39.0,59,30,39.0,50.8,0.113,1,0.599,0.0,7,4,0
9.456,2,24,3.2,12,0.639,33,0,30,39.591,13,36.89,408.6,0.991,12,0,61.432,70.225,65,38.7,62,32,40.0,51.6,0.108,1,0.595,0.0,7,4,0
8.824,2,23,3.4,12,0.656,33,0,30,38.688,13,36.191,429.01,0.998,12,1,58.872,66.754,62,39.0,59,29,40.0,49.2,0.113,1,0.613,1.7,7,4,1
7.983,2,22,3.6,12,0.658,33,1,30,36.864,13,35.048,432.97,1.009,12,2,56.501,63.678,59,39.3,56,26,40.0,46.4,0.119,1,0.626,3.6,7,4,1
7.921,2,23,3.4,12,0.653,36,3,33,38.5,13,37.341,482.98,1.024,12,4,60.41,67.773,62,39.0,59,26,43.0,44.1,0.113,1,0.633,6.8,7,4,1
8.854,2,23,3.4,12,0.653,36,3,33,38.5,13,37.341,482.98,1.024,12,4,60.41,67.773,62,39.0,59,26,43.0,44.1,0.113,1,0.633,6.8,7,4,1
9.796,2,25,3.2,12,0.644,35,0,31,40.591,13,37.89,420.61,0.991,12,0,62.432,71.225,67,39.7,63,32,42.0,50.8,0.104,1,0.601,0.0,7,4,0
10.046,2,26,3.0,12,0.642,36,0,32,42.353,13,39.417,434.64,0.99,12,0,65.316,74.64,70,39.4,66,34,43.0,51.5,0.1,1,0.597,0.0,7,4,0
8.886,3,25,4.7,12,0.641,36,0,32,41.046,13,38.605,436.61,0.996,12,0,63.76,72.434,68,39.1,64,32,43.0,50.0,0.103,1,0.603,0.0,7,4,0
9.721,3,25,4.7,12,0.641,36,0,32,41.046,13,38.605,436.61,0.996,12,0,63.76,72.434,68,39.1,64,32,43.0,50.0,0.103,1,0.603,0.0,7,4,0
9.854,2,26,3.2,16,0.659,36,0,32,40.83,18,38.364,430.6,0.993,17,0,61.549,69.81,66,41.9,62,30,45.5,48.4,0.106,1,0.619,0.0,7,4,0
8.174,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
8.721,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
7.932,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
8.481,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
8.456,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
9.553,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
9.174,2,26,3.2,16,0.658,37,1,33,40.767,18,38.747,448.59,1.001,17,1,62.061,70.149,66,41.9,62,29,46.5,46.8,0.106,1,0.625,1.6,7,4,0
9.495,2,19,4.3,12,0.667,29,4,27,30.688,14,29.966,401.46,1.035,12,4,47.603,52.763,48,41.3,46,19,37.0,41.3,0.104,2,0.651,8.7,5,1,0
5.686,2,27,3.1,18,0.654,37,1,34,42.529,19,40.274,462.62,0.999,18,1,64.945,73.565,68,41.5,65,31,47.0,47.7,0.132,1,0.62,1.5,9,4,0
7.009,1,26,1.6,18,0.689,37,1,34,42.029,19,39.687,501.47,1.006,18,3,61.381,68.828,64,42.6,61,27,47.0,44.3,0.125,1,0.651,4.9,8,4,2
5.319,3,24,5.1,15,0.648,34,1,31,38.216,17,36.44,425.55,1.005,16,1,59.287,66.86,62,40.7,59,28,43.0,47.5,0.129,1,0.618,1.7,8,3,0
5.056,2,23,3.6,15,0.686,34,1,31,37.716,17,35.854,464.4,1.013,16,3,55.723,62.124,58,41.8,55,24,43.0,43.6,0.121,1,0.652,5.5,7,3,2
5.523,4,25,6.3,15,0.642,36,1,33,40.432,17,38.682,455.58,1.008,16,1,63.498,71.485,66,39.7,63,30,45.0,47.6,0.136,1,0.614,1.6,9,3,0
6.562,3,24,5.1,15,0.677,36,1,33,39.932,17,38.095,494.43,1.016,16,3,59.934,66.748,62,40.7,59,26,45.0,44.1,0.129,1,0.646,5.1,8,3,2
5.489,2,24,3.3,15,0.646,34,1,31,38.767,17,36.747,424.57,1.001,16,1,60.061,68.149,63,40.0,60,29,43.0,48.3,0.127,1,0.612,1.7,8,4,0
6.674,1,23,1.8,15,0.683,34,1,31,38.267,17,36.16,463.42,1.009,16,3,56.498,63.413,59,41.1,56,25,43.0,44.6,0.119,1,0.646,5.4,7,4,2
5.0,2,29,3.0,19,0.661,39,1,35,44.285,19,41.779,473.64,0.996,18,1,66.727,75.481,71,43.3,67,32,49.0,47.8,0.113,1,0.624,1.5,8,3,0
5.319,1,28,1.6,19,0.695,39,1,35,43.784,19,41.192,512.49,1.003,18,3,63.163,70.745,67,44.4,63,28,49.0,44.4,0.104,1,0.654,4.8,7,3,2
5.519,2,24,3.4,15,0.668,34,1,31,39.409,17,36.913,441.62,1.001,16,1,59.036,66.571,62,40.7,59,28,43.0,47.5,0.129,1,0.626,1.7,8,3,0
5.483,1,23,1.8,15,0.707,34,1,31,38.909,17,36.326,480.47,1.009,16,3,55.472,61.834,58,41.8,55,24,43.0,43.6,0.121,1,0.66,5.5,7,3,2
5.451,3,25,4.7,15,0.64,36,1,33,40.983,17,38.988,454.6,1.004,16,1,64.272,72.774,67,39.1,64,31,45.0,48.4,0.134,1,0.609,1.6,9,4,0
6.565,2,24,3.3,15,0.675,36,1,33,40.483,17,38.402,493.45,1.012,16,3,60.709,68.037,63,40.0,60,27,45.0,45.0,0.127,1,0.64,5.0,8,4,2
5.719,1,25,1.7,17,0.69,35,1,32,40.023,18,37.666,474.44,1.005,17,3,58.28,65.33,61,43.1,58,26,44.5,44.8,0.115,1,0.649,5.2,7,3,2
8.62,3,19,6.7,13,0.678,28,2,26,30.506,15,29.388,379.46,1.023,12,2,46.022,50.878,47,42.2,45,19,37.0,42.2,0.106,3,0.653,4.4,5,1,0
8.699,2,22,3.8,15,0.675,34,3,31,35.762,19,34.626,449.54,1.024,17,3,54.294,60.42,56,41.5,53,22,44.5,41.5,0.107,2,0.653,5.7,6,3,0
7.0,0,12,0.0,6,0.63,17,3,16,18.909,6,18.386,229.27,1.024,6,3,30.709,34.839,31,40.0,30,14,20.0,46.7,0.0,0,0.613,10.0,0,1,0
6.679,0,11,0.0,6,0.706,15,0,14,19.051,6,17.364,230.15,0.998,6,2,26.934,30.293,28,40.7,27,13,18.0,48.1,0.0,0,0.643,7.4,0,1,2
5.798,0,11,0.0,6,0.64,14,1,13,17.273,6,16.092,179.26,0.993,6,1,26.8,30.744,28,40.7,27,14,17.0,51.9,0.0,0,0.596,3.7,0,1,0
7.201,1,11,3.6,6,0.684,15,0,14,19.142,6,17.449,256.16,0.994,6,1,27.843,31.456,29,39.3,28,14,18.0,50.0,0.0,0,0.623,3.6,0,1,0
6.589,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
7.748,0,11,0.0,6,0.706,15,0,14,19.051,6,17.364,230.15,0.998,6,2,26.934,30.293,28,40.7,27,13,18.0,48.1,0.0,0,0.643,7.4,0,1,2
5.61,0,11,0.0,6,0.706,15,0,14,19.051,6,17.364,230.15,0.998,6,2,26.934,30.293,28,40.7,27,13,18.0,48.1,0.0,0,0.643,7.4,0,1,2
9.092,0,23,0.0,11,0.642,30,1,27,36.614,12,33.823,367.56,0.986,12,1,56.189,64.647,60,40.4,57,30,36.0,52.6,0.05,0,0.593,1.8,3,3,0
5.6,2,23,3.3,10,0.65,31,0,28,38.989,13,35.561,400.64,0.986,11,0,59.189,67.563,63,38.3,60,32,38.5,53.3,0.079,2,0.593,0.0,5,2,0
5.0,1,20,2.1,10,0.661,28,0,24,31.086,12,29.047,321.46,0.989,11,0,46.469,52.856,51,42.6,47,23,34.5,48.9,0.078,1,0.618,0.0,4,3,0
7.658,1,18,2.4,12,0.693,23,0,21,28.427,12,26.029,346.29,0.988,12,1,40.494,45.701,43,43.9,41,20,29.0,48.8,0.07,0,0.635,2.4,3,1,0
6.835,0,11,0.0,6,0.706,15,0,14,19.051,6,17.364,230.15,0.998,6,2,26.934,30.293,28,40.7,27,13,18.0,48.1,0.0,0,0.643,7.4,0,1,2
7.215,1,12,3.2,6,0.716,16,0,15,22.211,6,19.267,317.19,0.986,6,1,30.567,34.75,32,38.7,31,16,19.0,51.6,0.031,0,0.622,3.2,1,1,0
5.0,0,16,0.0,9,0.661,22,0,19,25.108,11,23.279,253.38,0.984,11,0,37.374,42.817,41,42.1,38,19,27.5,50.0,0.049,0,0.613,0.0,2,3,0
7.747,1,23,1.7,11,0.639,31,1,28,37.069,12,34.538,383.56,0.992,12,1,57.516,65.857,61,39.7,58,30,37.0,51.7,0.049,0,0.595,1.7,3,3,0
8.268,0,18,0.0,12,0.664,24,0,21,27.87,12,25.805,279.42,0.982,11,0,41.258,47.232,45,42.9,42,21,30.5,50.0,0.022,1,0.614,0.0,1,3,0
7.377,1,13,2.9,6,0.621,19,3,18,21.125,6,20.627,259.3,1.027,6,3,34.92,39.464,35,38.2,34,16,22.0,47.1,0.029,0,0.607,8.8,1,1,0
6.097,3,32,3.8,19,0.656,42,0,39,52.495,21,48.405,547.83,0.989,18,0,79.152,89.932,83,40.0,80,41,54.0,51.3,0.133,3,0.605,0.0,11,3,0
7.205,1,26,1.7,20,0.701,36,0,33,41.33,20,38.777,481.46,1.0,18,2,58.985,66.073,62,44.1,59,26,47.0,44.1,0.113,2,0.657,3.4,7,4,2
7.0,1,11,3.6,6,0.684,15,0,14,19.142,6,17.449,256.16,0.994,6,1,27.843,31.456,29,39.3,28,14,18.0,50.0,0.034,0,0.623,3.6,1,1,0
8.5,2,21,3.9,13,0.652,30,1,27,33.239,13,31.672,369.48,1.004,12,1,51.192,57.821,54,41.2,51,24,37.0,47.1,0.111,1,0.621,2.0,6,3,0
7.023,0,10,0.0,6,0.685,13,0,12,16.432,6,15.01,181.68,0.989,6,1,23.727,26.934,25,41.7,24,12,16.0,50.0,0.0,0,0.625,4.2,0,1,1
5.699,2,27,3.4,19,0.675,35,0,31,39.819,19,37.321,412.57,0.989,18,0,58.345,65.813,63,45.8,59,28,45.0,47.5,0.095,1,0.633,0.0,6,2,0
7.097,1,12,3.2,6,0.674,16,0,15,20.904,6,18.976,270.19,0.991,6,1,30.727,34.871,32,38.7,31,16,19.0,51.6,0.031,0,0.612,3.2,1,1,0
7.097,1,12,3.2,6,0.674,16,0,15,20.904,6,18.976,270.19,0.991,6,1,30.727,34.871,32,38.7,31,16,19.0,51.6,0.031,0,0.612,3.2,1,1,0
6.885,0,11,0.0,6,0.706,15,0,14,19.051,6,17.364,230.15,0.998,6,2,26.934,30.293,28,40.7,27,13,18.0,48.1,0.0,0,0.643,7.4,0,1,2
6.643,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
5.0,1,12,3.2,6,0.631,15,0,14,19.551,6,17.951,191.3,0.984,6,0,30.498,35.029,32,38.7,31,17,18.0,54.8,0.031,0,0.579,0.0,1,1,0
7.833,1,23,1.7,11,0.639,31,1,28,37.069,12,34.538,383.56,0.992,12,1,57.516,65.857,61,39.7,58,30,37.0,51.7,0.049,0,0.595,1.7,3,3,0
6.812,0,11,0.0,6,0.674,14,0,13,18.193,6,16.537,195.71,0.986,6,1,26.611,30.349,28,40.7,27,14,17.0,51.9,0.0,0,0.612,3.7,0,1,1
7.149,1,12,3.2,6,0.658,16,0,15,20.409,6,18.778,225.74,0.994,6,1,30.822,34.973,32,38.7,31,16,19.0,51.6,0.031,0,0.606,3.2,1,1,1
5.81,1,20,2.0,13,0.651,31,3,28,31.904,16,31.218,390.45,1.023,16,3,50.109,56.374,52,40.8,49,21,39.0,42.9,0.077,0,0.637,6.1,4,4,0
6.625,4,30,5.1,16,0.649,44,0,40,50.648,18,47.749,568.18,1.002,17,1,78.163,88.332,82,38.5,78,38,53.5,48.7,0.11,1,0.612,1.3,9,5,1
7.523,1,12,3.2,6,0.674,16,0,15,20.904,6,18.976,270.19,0.991,6,1,30.727,34.871,32,38.7,31,16,19.0,51.6,0.031,0,0.612,3.2,1,1,0
7.066,2,14,5.6,6,0.631,20,1,18,22.705,6,21.576,251.33,1.006,6,1,36.222,40.994,38,38.9,36,18,23.0,50.0,0.079,0,0.599,2.8,3,1,0
7.509,1,24,1.7,16,0.684,35,0,32,40.336,18,37.798,472.46,1.001,17,2,59.087,66.571,62,40.7,59,27,44.5,45.8,0.097,1,0.641,3.4,6,5,2
7.569,1,25,1.6,16,0.679,36,0,33,42.097,18,39.325,486.49,1.0,17,2,61.971,69.987,65,40.3,62,29,45.5,46.8,0.108,1,0.634,3.2,7,5,2
7.409,1,26,1.5,16,0.675,37,0,34,43.858,18,40.852,500.52,0.998,17,2,64.854,73.402,68,40.0,65,31,46.5,47.7,0.118,1,0.628,3.1,8,5,2
7.73,1,25,1.6,16,0.679,36,0,33,42.097,18,39.325,486.49,1.0,17,2,61.971,69.987,65,40.3,62,29,45.5,46.8,0.108,1,0.634,3.2,7,5,2
7.319,1,26,1.5,16,0.675,37,0,34,43.858,18,40.852,500.52,0.998,17,2,64.854,73.402,68,40.0,65,31,46.5,47.7,0.118,1,0.628,3.1,8,5,2
7.678,1,27,1.5,16,0.671,38,0,35,45.62,18,42.379,514.55,0.996,17,2,67.738,76.817,71,39.7,68,33,47.5,48.5,0.127,1,0.623,2.9,9,5,2
7.848,1,30,1.4,22,0.694,42,0,38,47.858,24,44.852,548.56,0.998,23,2,68.854,77.402,73,43.5,69,31,54.5,44.9,0.11,1,0.65,2.9,8,5,2
7.585,1,22,1.6,10,0.653,32,0,30,39.858,12,36.852,452.48,0.998,11,2,60.854,69.402,63,36.1,61,31,38.5,50.8,0.127,1,0.604,3.3,8,5,2
7.26,1,24,1.5,10,0.656,35,0,32,42.62,12,39.379,478.52,0.996,11,2,64.738,73.817,68,36.9,65,33,41.5,50.8,0.103,1,0.606,3.1,7,5,2
7.987,2,26,3.0,16,0.671,38,0,35,44.313,18,41.567,516.52,1.003,17,2,66.181,74.611,69,39.4,66,31,47.5,47.0,0.116,1,0.63,3.0,8,5,2
6.857,2,28,2.8,16,0.664,40,0,37,47.836,18,44.62,544.58,0.999,17,2,71.949,81.442,75,38.9,72,35,49.5,48.6,0.133,1,0.62,2.8,10,5,2
7.699,2,26,3.0,16,0.671,38,0,35,44.313,18,41.567,516.52,1.003,17,2,66.181,74.611,69,39.4,66,31,47.5,47.0,0.116,1,0.63,3.0,8,5,2
8.287,2,28,2.8,16,0.664,40,0,37,47.836,18,44.62,544.58,0.999,17,2,71.949,81.442,75,38.9,72,35,49.5,48.6,0.133,1,0.62,2.8,10,5,2
7.886,2,31,2.7,22,0.686,44,0,40,50.074,24,47.094,578.59,1.001,23,2,73.065,82.026,77,42.5,73,33,56.5,45.2,0.117,1,0.645,2.7,9,5,2
7.775,1,25,1.6,16,0.678,37,1,34,42.034,18,39.708,504.48,1.008,17,3,62.483,70.326,65,40.3,62,28,46.5,45.2,0.108,1,0.64,4.8,7,5,2
7.678,1,27,1.5,16,0.67,39,1,36,45.557,18,42.762,532.54,1.004,17,3,68.25,77.157,71,39.7,68,32,48.5,47.1,0.127,1,0.629,4.4,9,5,2
7.71,1,30,1.4,22,0.693,43,1,39,47.796,24,45.235,566.55,1.005,23,3,69.367,77.741,73,43.5,69,30,55.5,43.5,0.11,1,0.656,4.3,8,5,2
7.523,1,25,1.6,16,0.693,37,0,34,42.955,18,40.153,520.93,1.005,17,3,62.294,69.931,65,40.3,62,28,46.5,45.2,0.108,1,0.648,4.8,7,5,3
7.149,1,26,1.5,16,0.688,38,0,35,44.716,18,41.679,534.96,1.003,17,3,65.178,73.346,68,40.0,65,30,47.5,46.2,0.132,1,0.641,4.6,9,5,3
7.237,1,26,1.5,16,0.672,40,3,37,43.671,18,42.002,554.49,1.021,17,5,66.392,74.421,68,40.0,65,28,49.5,43.1,0.103,1,0.646,7.7,7,5,2
8.064,3,27,4.4,16,0.673,41,0,37,45.767,18,43.282,544.53,1.007,17,2,68.509,76.821,72,39.7,68,31,50.5,45.6,0.097,1,0.636,2.9,7,5,2
6.975,3,29,4.1,16,0.666,43,0,39,49.29,18,46.335,572.59,1.004,17,2,74.276,83.651,78,39.2,74,35,52.5,47.3,0.115,1,0.626,2.7,9,5,2
7.041,1,27,1.5,16,0.646,36,0,33,43.904,18,40.724,445.67,0.987,17,0,67.09,76.929,71,39.7,68,35,45.5,51.5,0.099,1,0.599,0.0,7,5,0
6.812,1,28,1.4,16,0.655,38,0,35,46.523,18,43.078,494.14,0.99,17,1,70.298,80.288,74,39.4,71,36,47.5,50.7,0.122,1,0.607,1.4,9,5,1
7.125,1,29,1.4,16,0.641,38,0,35,47.427,18,43.777,473.73,0.985,17,0,72.858,83.759,77,39.2,74,39,47.5,52.7,0.117,1,0.592,0.0,9,5,0
6.979,1,29,1.4,16,0.641,38,0,35,47.427,18,43.777,473.73,0.985,17,0,72.858,83.759,77,39.2,74,39,47.5,52.7,0.104,1,0.592,0.0,8,5,0
6.876,1,28,1.4,16,0.643,37,0,34,45.665,18,42.251,459.7,0.986,17,0,69.974,80.344,74,39.4,71,37,46.5,52.1,0.122,1,0.595,0.0,9,5,0
7.342,1,24,1.5,10,0.635,33,0,31,42.523,12,39.078,446.1,0.99,11,1,66.298,76.288,69,35.8,67,36,39.5,53.7,0.116,1,0.583,1.5,8,5,1
6.664,1,25,1.4,10,0.62,33,0,31,43.427,12,39.777,425.69,0.984,11,0,68.858,79.759,72,35.7,70,39,39.5,55.7,0.111,1,0.568,0.0,8,5,0
7.094,1,25,1.5,10,0.64,35,0,32,43.523,12,40.078,458.11,0.99,11,1,67.298,77.288,71,36.8,68,36,41.5,52.9,0.099,1,0.589,1.5,7,5,1
7.532,1,32,1.3,22,0.662,42,0,38,49.665,24,46.251,507.74,0.986,23,0,73.974,84.344,79,42.7,75,37,54.5,49.3,0.101,1,0.617,0.0,8,5,0
7.857,1,31,1.4,22,0.677,42,0,38,48.762,24,45.551,528.15,0.992,23,1,71.414,80.873,76,43.1,72,34,54.5,47.2,0.105,1,0.633,1.4,8,5,1
7.879,1,31,1.4,22,0.665,41,0,37,47.904,24,44.724,493.71,0.987,23,0,71.09,80.929,76,43.1,72,35,53.5,48.6,0.105,1,0.621,0.0,8,5,0
7.91,1,33,1.3,24,0.68,48,0,43,53.018,29,50.089,595.21,0.998,28,1,77.836,87.953,83,42.3,78,35,63.0,44.9,0.12,1,0.642,1.3,10,8,1
7.893,2,27,2.9,16,0.655,38,0,35,45.216,18,42.266,496.11,0.996,17,1,68.741,78.082,72,39.1,69,34,47.5,49.3,0.111,1,0.613,1.4,8,5,1
6.842,2,28,2.8,16,0.641,38,0,35,46.12,18,42.965,475.7,0.99,17,0,71.301,81.554,75,38.9,72,37,47.5,51.4,0.107,1,0.597,0.0,8,5,0
6.767,2,29,2.7,16,0.65,40,0,37,48.739,18,45.32,524.17,0.993,17,1,74.509,84.913,78,38.7,75,38,49.5,50.7,0.128,1,0.604,1.3,10,5,1
6.597,2,30,2.6,16,0.636,40,0,37,49.643,18,46.019,503.76,0.988,17,0,77.068,88.384,81,38.5,78,41,49.5,52.6,0.123,1,0.59,0.0,10,5,0
7.636,2,27,2.9,16,0.655,38,0,35,45.216,18,42.266,496.11,0.996,17,1,68.741,78.082,72,39.1,69,34,47.5,49.3,0.111,1,0.613,1.4,8,5,1
7.203,2,28,2.8,16,0.641,38,0,35,46.12,18,42.965,475.7,0.99,17,0,71.301,81.554,75,38.9,72,37,47.5,51.4,0.107,1,0.597,0.0,8,5,0
7.818,2,29,2.7,16,0.65,40,0,37,48.739,18,45.32,524.17,0.993,17,1,74.509,84.913,78,38.7,75,38,49.5,50.7,0.128,1,0.604,1.3,10,5,1
7.15,2,30,2.6,16,0.636,40,0,37,49.643,18,46.019,503.76,0.988,17,0,77.068,88.384,81,38.5,78,41,49.5,52.6,0.123,1,0.59,0.0,10,5,0
7.678,2,32,2.6,22,0.671,44,0,40,50.978,24,47.793,558.18,0.995,23,1,75.625,85.498,80,42.1,76,36,56.5,47.4,0.113,1,0.629,1.3,9,5,1
7.62,2,33,2.5,22,0.657,44,0,40,51.881,24,48.492,537.77,0.99,23,0,78.185,88.969,83,41.8,79,39,56.5,49.4,0.108,1,0.614,0.0,9,5,0
7.721,2,32,2.6,22,0.659,43,0,39,50.12,24,46.965,523.74,0.991,23,0,75.301,85.554,80,42.1,76,37,55.5,48.7,0.113,1,0.618,0.0,9,5,0
7.398,1,26,1.5,16,0.661,37,1,34,42.938,18,40.408,484.07,1.001,17,2,65.043,73.797,68,40.0,65,31,46.5,47.7,0.103,1,0.622,3.1,7,5,1
7.188,1,27,1.5,16,0.645,37,1,34,43.841,18,41.107,463.66,0.994,17,1,67.603,77.269,71,39.7,68,34,46.5,50.0,0.099,1,0.605,1.5,7,5,0
7.42,1,26,1.5,16,0.661,37,1,34,42.938,18,40.408,484.07,1.001,17,2,65.043,73.797,68,40.0,65,31,46.5,47.7,0.103,1,0.622,3.1,7,5,1
6.928,1,27,1.5,16,0.645,37,1,34,43.841,18,41.107,463.66,0.994,17,1,67.603,77.269,71,39.7,68,34,46.5,50.0,0.099,1,0.605,1.5,7,5,0
7.268,1,28,1.4,16,0.654,39,1,36,46.461,18,43.461,512.13,0.997,17,2,70.81,80.628,74,39.4,71,35,48.5,49.3,0.122,1,0.612,2.8,9,5,1
7.509,1,29,1.4,16,0.64,39,1,36,47.364,18,44.161,491.72,0.991,17,1,73.37,84.099,77,39.2,74,38,48.5,51.4,0.117,1,0.597,1.4,9,5,0
6.851,1,28,1.4,16,0.642,38,1,35,45.603,18,42.634,477.69,0.993,17,1,70.487,80.684,74,39.4,71,36,47.5,50.7,0.122,1,0.6,1.4,9,5,0
7.914,1,31,1.4,22,0.676,43,1,39,48.699,24,45.935,546.14,0.999,23,2,71.927,81.213,76,43.1,72,33,55.5,45.8,0.105,1,0.638,2.8,8,5,1
